Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x97,LILC,x77,,x89
146,0.0445709,0.0448569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358637,0,0.0143111,0.0422437,0,0,0.0117006,0,0,0.0383521,0.0590708,0.0521154,0.0221803,0.0591485,0.0335092,0.0603856,0,0.082807,0.0122057,0.0556574,0.0554365,0.0274754,0.0430495,0.0505487,0.00989131,0.0187376,0.00467805,0,0.0268565,0.0553927,0.0429542,0,0,0.0106992,0,0,0.0314129,0.0735459,0.019672,0.017954,0.0290665,0.047358,0.0416973,0.0281868,0.0546321,0.0575535,0.0378562,0.0288673,0.0267395,0.0159571,0.0364009,0.035081,0.0459301,0.00910053,0.0130598,0.0413218,0.0581529,0,0,0,0,0.028541,0,0,0
147,0.0449448,0.0445566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364159,0,0.0146741,0.0419123,0,0,0.0117019,0,0,0.0383317,0.0589339,0.0531801,0.0223972,0.0594324,0.0334431,0.0611538,0,0.0834794,0.012487,0.0562457,0.0559559,0.0280235,0.0436732,0.0527101,0.0098682,0.0187451,0.00452843,0,0.0268061,0.0556708,0.0428768,0,0,0.0108624,0,0,0.0314287,0.0735756,0.0199201,0.0178987,0.0289967,0.0470916,0.0421799,0.0282058,0.0546224,0.0575838,0.0379323,0.0288603,0.0265839,0.016125,0.0363639,0.0352039,0.0460688,0.00941974,0.0126902,0.0412205,0.0585848,0,0,0,0,0.0289157,0,0,0
148,0.0452848,0.044336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368629,0,0.0148782,0.0416481,0,0,0.0117832,0,0,0.0383097,0.0589137,0.0539501,0.0225314,0.0595852,0.0333333,0.0618816,0,0.0841796,0.0128663,0.0568007,0.0564627,0.0285205,0.0442393,0.0546178,0.00989131,0.0186769,0.00437797,0,0.0267899,0.0558001,0.0429319,0,0,0.0110532,0,0,0.0314114,0.0735456,0.0201472,0.0179703,0.0288628,0.0469456,0.0427045,0.0282647,0.0546891,0.0576927,0.0380478,0.0287722,0.0265846,0.0161345,0.0362125,0.035356,0.0462905,0.00963921,0.0124101,0.041018,0.0589356,0,0,0,0,0.0292613,0,0,0
149,0.0456432,0.044252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371235,0,0.0149324,0.0414127,0,0,0.01184,0,0,0.0382568,0.0585428,0.054378,0.022538,0.0596975,0.0333432,0.0624311,0,0.084774,0.013284,0.0573543,0.0569281,0.028968,0.0447532,0.055814,0.00986432,0.0186336,0.00428431,0,0.026894,0.056018,0.0429741,0,0,0.0112457,0,0,0.0313348,0.0735097,0.0203613,0.018049,0.0287457,0.0469694,0.0432099,0.0283221,0.0547797,0.0578068,0.0381382,0.0287176,0.0267433,0.0161365,0.0361425,0.0355114,0.0465298,0.00981668,0.0121519,0.0404347,0.059258,0,0,0,0,0.0296339,0,0,0
150,0.0465198,0.0441613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370741,0,0.0149423,0.043229,0,0,0.0119245,0,0,0.0381604,0.0574656,0.0543491,0.0204239,0.0617129,0.0335197,0.0632422,0,0.086148,0.0154606,0.0567847,0.0566176,0.0288639,0.0442017,0.0568674,0.00986914,0.0185522,0.00464717,0,0.0273594,0.0576675,0.0431559,0,0,0.0117279,0,0,0.0312416,0.0740659,0.0201479,0.016811,0.0291762,0.046341,0.0415068,0.0280137,0.054328,0.0573982,0.0381059,0.0291235,0.0271324,0.0163769,0.0365658,0.0352131,0.0473366,0.0101193,0.0113872,0.0396044,0.0596728,0,0,0,0,0,0,0,0
151,0.0464143,0.0440332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037256,0,0.014813,0.041303,0,0,0.0119278,0,0,0.0381494,0.0581953,0.0543704,0.0223491,0.0598839,0.0333231,0.0634315,0,0.0858344,0.0144911,0.0584721,0.0578743,0.0301325,0.0456453,0.056259,0.009835,0.0185969,0.00435108,0,0.0271101,0.0565936,0.0429799,0,0,0.0112403,0,0,0.0311574,0.0735509,0.0208428,0.017855,0.0286302,0.0467889,0.0439209,0.0284529,0.0548416,0.0579501,0.038473,0.0287731,0.0270818,0.0161874,0.0362126,0.0356911,0.0469261,0.00993646,0.0117681,0.0399718,0.0600685,0,0,0,0,0.0306813,0,0,0
152,0.0468478,0.0438224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373026,0,0.0148064,0.0408955,0,0,0.0120293,0,0,0.0381057,0.0579818,0.0542882,0.0224112,0.0599746,0.0332171,0.063975,0,0.0861852,0.0151341,0.0590649,0.0584345,0.0307839,0.0460838,0.0557471,0.00992573,0.0184834,0.00446039,0,0.0272152,0.0568505,0.043004,0,0,0.0113701,0,0,0.0309058,0.0735821,0.0211608,0.0178507,0.0286294,0.0465557,0.0442201,0.028495,0.054829,0.0579625,0.0386067,0.0288541,0.026906,0.0162258,0.0362617,0.0355109,0.0471372,0.0100438,0.0115905,0.0399338,0.0605441,0,0,0,0,0.0309174,0,0,0
153,0.0472393,0.0436253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372387,0,0.0146877,0.0405973,0,0,0.0121326,0,0,0.0380669,0.0574803,0.0541431,0.0224195,0.0599952,0.0330779,0.0645668,0,0.0865311,0.0159124,0.0595966,0.0588546,0.0314199,0.0464096,0.0549098,0.00992648,0.0184463,0.00471955,0,0.0273741,0.0573128,0.0430756,0,0,0.0114408,0,0,0.0306688,0.0736769,0.0215588,0.0179306,0.028748,0.0466078,0.0445016,0.0285487,0.0547576,0.0579988,0.0387789,0.0289649,0.0265629,0.0162783,0.036311,0.035138,0.0473247,0.0100665,0.0115244,0.0399567,0.061041,0,0,0,0,0.0311702,0,0,0
154,0.0475223,0.0434217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372137,0,0.0144498,0.0403608,0,0,0.0121956,0,0,0.0380082,0.0575874,0.0538388,0.0223914,0.0599176,0.0329356,0.0652654,0,0.086908,0.0168192,0.0599766,0.0591322,0.0319526,0.0466062,0.0538076,0.00985411,0.0184607,0.00507763,0,0.0275538,0.0577689,0.0430907,0,0,0.0114572,0,0,0.0304552,0.0737746,0.0220006,0.0180194,0.0289366,0.0466219,0.0446105,0.0285974,0.0546706,0.0580492,0.0389687,0.0290739,0.0262801,0.0163508,0.0363675,0.0347317,0.0473528,0.0100102,0.0115112,0.0396815,0.0615446,0,0,0,0,0.0312226,0,0,0
155,0.0478551,0.0431981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371135,0,0.0141633,0.0402344,0,0,0.0122738,0,0,0.0379975,0.0578045,0.0533952,0.0222921,0.0598147,0.0328087,0.0657508,0,0.0872925,0.0177955,0.0602087,0.059297,0.0322151,0.0466243,0.0528994,0.00990994,0.0184185,0.00540262,0,0.0277517,0.058075,0.0430707,0,0,0.0114696,0,0,0.0302553,0.0739319,0.0224412,0.0180696,0.0289724,0.0465325,0.044743,0.0286251,0.0545602,0.0580827,0.0392187,0.0292309,0.0262856,0.0164178,0.0364835,0.0344037,0.04745,0.00988193,0.0115397,0.0396798,0.062059,0,0,0,0,0.0314344,0,0,0
156,0.0481819,0.0429823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369121,0,0.013894,0.040101,0,0,0.0124401,0,0,0.0380964,0.0578244,0.0527486,0.0221356,0.0597073,0.0327154,0.0661911,0,0.0876437,0.0187742,0.0602774,0.059522,0.0322,0.0464183,0.0515052,0.0101903,0.0182557,0.00578921,0,0.0279606,0.0583413,0.0430142,0,0,0.0115046,0,0,0.030048,0.074122,0.0228872,0.0181434,0.0290356,0.0462111,0.0449453,0.0286444,0.0544212,0.0581348,0.0394495,0.0293954,0.0262188,0.0164908,0.0366177,0.0340248,0.0475621,0.00977822,0.0116031,0.0395074,0.0626168,0,0,0,0,0.0317059,0,0,0
157,0.0483294,0.0427562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365824,0,0.0136996,0.0399528,0,0,0.0125848,0,0,0.0381523,0.0576614,0.0519339,0.0219191,0.0595758,0.0325292,0.0665213,0,0.0878063,0.0198308,0.0601608,0.0595525,0.0320497,0.0460378,0.0491993,0.0102762,0.018203,0.00614646,0,0.0280424,0.0585439,0.0429662,0,0,0.0114638,0,0,0.0298655,0.0743616,0.0234145,0.0182143,0.0291733,0.045742,0.0451934,0.0286229,0.0542621,0.058195,0.0396829,0.0295895,0.0261543,0.0165664,0.0367799,0.0337116,0.0471746,0.0096962,0.0116239,0.0391913,0.0632104,0,0,0,0,0.0318604,0,0,0
158,0.0482651,0.0425144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360553,0,0.0136072,0.0397717,0,0,0.0126987,0,0,0.0381743,0.0577434,0.0509936,0.0215831,0.0593927,0.0323146,0.0667481,0,0.0876945,0.0209266,0.0598739,0.0593755,0.0318087,0.0455332,0.0461514,0.0102403,0.018217,0.00640039,0,0.0281305,0.0587302,0.0429146,0,0,0.0114624,0,0,0.0296051,0.0746317,0.0240061,0.0182937,0.0293002,0.0456278,0.0454916,0.0285888,0.0540789,0.0582179,0.0399047,0.0297766,0.0260713,0.0165847,0.0369074,0.0334761,0.0469134,0.00970416,0.0115747,0.0388732,0.0637817,0,0,0,0,0.0319379,0,0,0
159,0.0483661,0.0423558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356658,0,0.0135538,0.0398022,0,0,0.0127707,0,0,0.038191,0.0583303,0.0498839,0.0211711,0.0591616,0.0322005,0.0666911,0,0.0873084,0.0213006,0.0595102,0.0591188,0.0315505,0.0449329,0.0426077,0.0102227,0.018251,0.0065637,0,0.028431,0.0588598,0.0428185,0,0,0.011536,0,0,0.0293691,0.0749514,0.0245484,0.0183296,0.0294202,0.0458322,0.0458102,0.0285801,0.053924,0.0582297,0.0398912,0.02995,0.0259306,0.0166236,0.0369909,0.033284,0.0468155,0.00989631,0.0113934,0.0386777,0.0642982,0,0,0,0,0.0319824,0,0,0
160,0.0485614,0.0422289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357618,0,0.0134553,0.0401943,0,0,0.0128016,0,0,0.0382399,0.0585568,0.0486324,0.0208132,0.0589767,0.0321845,0.0664951,0,0.0868379,0.0211341,0.0591518,0.0588975,0.0312954,0.0443101,0.0386161,0.0102105,0.0183245,0.00694529,0,0.0282137,0.0588991,0.0426873,0,0,0.011795,0,0,0.0292047,0.0752689,0.0252625,0.0182966,0.0295914,0.0457842,0.0460911,0.0284793,0.0538014,0.0582299,0.0393619,0.030173,0.0260749,0.0171635,0.0369552,0.0331094,0.0468132,0.0101437,0.0109363,0.0385211,0.0647431,0,0,0,0,0.0319448,0,0,0
161,0.0487538,0.0420545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359661,0,0.0133183,0.0402559,0,0,0.0128132,0,0,0.0383523,0.0583338,0.0473008,0.020494,0.0587193,0.032115,0.0662235,0,0.0863743,0.0207823,0.0588847,0.0587916,0.0310765,0.0437253,0.034326,0.00986061,0.0186774,0.00962657,0,0.0269101,0.0589682,0.0425054,0,0,0.0127383,0,0,0.0289424,0.075508,0.0268428,0.0183879,0.0298495,0.0455817,0.0464172,0.0284174,0.0537959,0.0582939,0.0392601,0.0305393,0.0272159,0.0191268,0.0366936,0.0323198,0.0467818,0.0110262,0.00885121,0.0383855,0.0651046,0,0,0,0,0.0320202,0,0,0
162,0.0488508,0.0419225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364248,0,0.0131012,0.0398094,0,0,0.0131438,0,0,0.0383391,0.058134,0.0460301,0.0203444,0.0585503,0.0320991,0.0659506,0,0.0858835,0.0204211,0.0586876,0.058795,0.0309076,0.043275,0.0301083,0.0101313,0.0183713,0.0130779,0,0.0261556,0.0589262,0.0424346,0,0,0.012995,0,0,0.0289461,0.0756958,0.0288045,0.0185232,0.0301566,0.0458545,0.0465007,0.0285431,0.0537514,0.0583556,0.0393729,0.0309445,0.0284284,0.021052,0.0365373,0.0319003,0.0468143,0.0112163,0.00871845,0.0382614,0.0653845,0,0,0,0,0.0320796,0,0,0
163,0.0485351,0.0419257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376076,0,0.0132917,0.0399849,0,0,0.0138002,0,0,0.0381069,0.0578569,0.0451192,0.0203757,0.0578241,0.0318726,0.0655926,0,0.0853578,0.0199721,0.0584777,0.05872,0.0306415,0.0429198,0.0261001,0.0104958,0.0179363,0.0122796,0,0.0295327,0.0592284,0.0427349,0,0,0.0127707,0,0,0.0295273,0.0750481,0.0278603,0.0197886,0.0312392,0.046192,0.0468857,0.028442,0.0546577,0.059359,0.0398619,0.0293685,0.0258351,0.0160413,0.0359569,0.0275142,0.0471514,0.0115341,0.00816806,0.038405,0.0651959,0,0,0,0,0.0319636,0,0,0
164,0.0485242,0.041901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387334,0,0.0127357,0.0401357,0,0,0.0142039,0,0,0.0380278,0.0578033,0.0435658,0.0202795,0.0574272,0.031931,0.06532,0,0.0847672,0.020091,0.0586544,0.0589956,0.030766,0.0426395,0.0233207,0.0109238,0.0175084,0.0130283,0,0.0294996,0.0592039,0.0427174,0,0,0.0127794,0,0,0.0297804,0.0750453,0.0283317,0.0203242,0.0320878,0.0461604,0.0469712,0.0283539,0.0545921,0.0596736,0.040383,0.0295423,0.0254884,0.0158484,0.0360565,0.0268634,0.0472073,0.0117609,0.00779454,0.0384921,0.0652439,0,0,0,0,0.0319645,0,0,0
165,0.0484482,0.042033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399157,0,0.0122373,0.0403658,0,0,0.0146564,0,0,0.0380114,0.0577758,0.0426469,0.0201747,0.0569345,0.0319869,0.0654649,0,0.0844567,0.0205975,0.0588005,0.0592517,0.0308799,0.0424067,0.0207411,0.0114469,0.0168602,0.013822,0,0.0293264,0.0592594,0.042758,0,0,0.0125982,0,0,0.0301185,0.075033,0.0287808,0.0210403,0.0328069,0.0463123,0.0470186,0.0282223,0.0544994,0.059902,0.0411715,0.029764,0.0252102,0.0158764,0.036183,0.0262973,0.0473424,0.0120515,0.00733546,0.0387569,0.0651098,0,0,0,0,0.0319387,0,0,0
166,0.0482983,0.0420994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406369,0,0.0119044,0.0410907,0,0,0.0152692,0,0,0.0378731,0.0578102,0.0417045,0.0201447,0.0565186,0.032233,0.0655664,0,0.0840412,0.0213248,0.0590832,0.0596229,0.0312266,0.0423954,0.0184914,0.0121797,0.0161478,0.0145304,0,0.0292788,0.0594075,0.0427554,0,0,0.0125697,0,0,0.030191,0.075028,0.029185,0.0215641,0.0335181,0.0463295,0.0469009,0.0280138,0.0543848,0.0601191,0.0416425,0.0299692,0.024864,0.0157689,0.0363008,0.0257436,0.0473467,0.0123646,0.00656812,0.038894,0.0650379,0,0,0,0,0.0320275,0,0,0
167,0.048098,0.0421907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413806,0,0.0117065,0.0416512,0,0,0.0159545,0,0,0.0376791,0.0578284,0.0408186,0.0200805,0.0561266,0.0325198,0.0656563,0,0.0836751,0.0221475,0.059423,0.0600491,0.0316599,0.0424538,0.0165919,0.013274,0.0152397,0.0152442,0,0.0292734,0.0595767,0.0427629,0,0,0.0126316,0,0,0.0302173,0.0751579,0.029573,0.0218738,0.034235,0.0463405,0.0466467,0.02788,0.0542229,0.0602862,0.0416421,0.0302301,0.0245936,0.0156842,0.0364369,0.025158,0.0473785,0.0126189,0.00570851,0.0390284,0.0649655,0,0,0,0,0.0321118,0,0,0
168,0.0480099,0.0422461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424357,0,0.0112296,0.0417297,0,0,0.0165013,0,0,0.0375401,0.058026,0.0402936,0.0201225,0.0557061,0.0326948,0.0656592,0,0.0832636,0.0228865,0.0599012,0.0606066,0.0319261,0.0426165,0.0150514,0.0158574,0.014088,0.0158386,0,0.0293482,0.0595737,0.0427838,0,0,0.0129201,0,0,0.0301727,0.0752912,0.0298439,0.0221612,0.0348424,0.0467322,0.046411,0.0277926,0.0540995,0.0603822,0.041411,0.0305149,0.0243573,0.0155764,0.0366339,0.0246641,0.0474688,0.0130062,0.00463951,0.0390577,0.0649253,0,0,0,0,0.0319652,0,0,0
169,0.0489688,0.0418482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138602,0.0413669,0,0,0.0149495,0,0,0.0381765,0.0582155,0.0434345,0.021375,0.0562702,0.0317015,0.0649533,0,0.0820553,0.0220683,0.0583744,0.0595144,0.0286422,0.0407689,0.0243371,0.0224286,0.0141535,0.0159925,0,0.0298901,0.0587077,0.0426227,0,0,0.0140108,0,0,0.0294201,0.0753323,0.0300543,0.0214694,0.0353467,0.0466282,0.0455316,0.0273788,0.0539663,0.0603812,0.0413255,0.0305849,0.0240475,0.0151479,0.0366683,0.0241624,0.0472643,0.0136883,0.00366634,0.0383247,0.0652836,0,0,0,0,0.0316329,0,0,0
170,0.0485594,0.0424205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447042,0,0.0105398,0.0425054,0,0,0.0165545,0,0,0.0374856,0.0589677,0.0397957,0.0199949,0.0548374,0.0323959,0.0653209,0,0.0822731,0.0238099,0.0607905,0.0615996,0.0331146,0.0430971,0.0121464,0.0151709,0.0141412,0.0166212,0,0.029556,0.0594597,0.0427382,0,0,0.0128022,0,0,0.0301988,0.0756112,0.0306847,0.0228415,0.0355759,0.047006,0.045747,0.0277198,0.0539167,0.0605427,0.0421874,0.0308213,0.0239313,0.0155287,0.0368117,0.0241595,0.0475001,0.0130729,0.00488695,0.0391684,0.0648782,0,0,0,0,0.0320842,0,0,0
171,0.0495595,0.0413992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445593,0,0.0104147,0.0432247,0,0,0.00890479,0,0,0.0276003,0.059151,0.0386613,0.0197145,0.0550489,0.0249134,0.0648284,0,0.0814094,0.0245686,0.0613457,0.0623066,0.0338824,0.0434149,0.010903,0,0.0216924,0.0167231,0,0.0300432,0.0596493,0.0420797,0,0,0.0120983,0,0,0.030223,0.0757101,0.0313918,0.022546,0.0357952,0.0468633,0.0454258,0.0275137,0.0539383,0.060784,0.0425066,0.0306619,0.0237026,0.0149519,0.036577,0.0239522,0.0467589,0.0125696,0.00747113,0.0380004,0.0654898,0,0,0,0,0.0328378,0,0,0
172,0.0481156,0.0422594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462078,0,0.0108753,0.0443134,0,0,0.0140462,0,0,0.0381782,0.0588448,0.0382308,0.0197442,0.0545248,0.0309785,0.0647399,0,0.0810674,0.024673,0.0614765,0.0626507,0.0339473,0.0431882,0.00934245,0.0100394,0.0183068,0.0168759,0,0.0297333,0.0593399,0.042914,0,0,0.0116115,0,0,0.0304921,0.0761301,0.0311301,0.0229212,0.035835,0.0469229,0.0445515,0.0277203,0.0537262,0.0604278,0.0422521,0.031103,0.0239618,0.0153866,0.0369739,0.0238884,0.0473397,0.0123941,0.00778367,0.0389306,0.0648548,0,0,0,0,0.0327314,0,0,0
173,0.0490006,0.0422903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015011,0.0451143,0,0,0.0138646,0,0,0.0380338,0.0582251,0.0407334,0.0203062,0.0552301,0.0310239,0.0640875,0,0.0803106,0.0237996,0.0594333,0.0612542,0.0303316,0.0402643,0.0193868,0.00987009,0.0184479,0.01636,0,0.0301854,0.0591283,0.0427956,0,0,0.0121276,0,0,0.0298601,0.076117,0.031999,0.0218122,0.0357856,0.0460526,0.0434839,0.0273919,0.0536978,0.0606168,0.0422873,0.0307881,0.0237079,0.0146803,0.0365386,0.024322,0.047186,0.0122936,0.00853831,0.0387481,0.0649444,0,0,0,0,0.0333764,0,0,0
174,0.0482618,0.0427237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472915,0,0.0111889,0.0457038,0,0,0.0138452,0,0,0.0377663,0.0583122,0.0359232,0.0199292,0.0544338,0.0305564,0.0638184,0,0.0797226,0.0250925,0.0621272,0.0633367,0.0347255,0.0431743,0.00712642,0.00933901,0.0187469,0.0168702,0,0.0298563,0.0588643,0.0431198,0,0,0.0115517,0,0,0.0302843,0.0766565,0.0314251,0.0229295,0.0357005,0.0467498,0.0437649,0.0278513,0.0534217,0.060197,0.0423223,0.0312078,0.0237887,0.0152906,0.0370031,0.0238159,0.0475422,0.0123881,0.00868132,0.0390944,0.064512,0,0,0,0,0.0334077,0,0,0
175,0.047911,0.0428292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468573,0,0.01138,0.0462492,0,0,0.0139899,0,0,0.0378668,0.0581091,0.034948,0.0202115,0.0543624,0.0305784,0.0633186,0,0.0791257,0.0250114,0.0622733,0.0635804,0.0349533,0.0429994,0.00639727,0.0094506,0.0187031,0.016913,0,0.0299665,0.0585263,0.0431698,0,0,0.0116496,0,0,0.0301972,0.0769162,0.031482,0.0231848,0.0356713,0.0466986,0.0432983,0.0278961,0.0532654,0.060082,0.0420592,0.0312321,0.0235251,0.0153418,0.037045,0.0237808,0.0475089,0.012539,0.00894913,0.0391488,0.064355,0,0,0,0,0.0336699,0,0,0
176,0.0481418,0.043023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464496,0,0.0114796,0.046693,0,0,0.0140849,0,0,0.0378345,0.0580267,0.0336514,0.0205502,0.0542343,0.0305638,0.0627892,0,0.0785606,0.0246576,0.0622871,0.063726,0.035011,0.0427558,0.00594432,0.00935522,0.0187841,0.0169355,0,0.0300488,0.0582751,0.0431574,0,0,0.0119309,0,0,0.0300632,0.0771874,0.0315416,0.0234755,0.0356605,0.0467584,0.042799,0.0278757,0.0531462,0.0599509,0.0415842,0.0312602,0.023409,0.0153434,0.0371186,0.0236912,0.0475107,0.0127107,0.00890944,0.0392297,0.0642028,0,0,0,0,0.0338421,0,0,0
177,0.0483327,0.0431807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461574,0,0.0115402,0.047055,0,0,0.0141388,0,0,0.0380242,0.0578972,0.0326682,0.0208728,0.0540685,0.0306892,0.0624066,0,0.0781386,0.0241515,0.0621967,0.0637254,0.0349358,0.0425367,0.00575751,0.00958982,0.0186486,0.0169313,0,0.0298989,0.0581398,0.043145,0,0,0.0121316,0,0,0.0301268,0.0773744,0.0316148,0.0235826,0.0355969,0.0467212,0.0422977,0.0277984,0.053003,0.0597278,0.0413409,0.0312974,0.0234732,0.0153392,0.0370944,0.0236265,0.047625,0.0128196,0.00893215,0.0392768,0.0640718,0,0,0,0,0.0338722,0,0,0
178,0.0483671,0.0432746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458741,0,0.0115347,0.0471401,0,0,0.0140607,0,0,0.0381181,0.0577053,0.0322912,0.0211941,0.053966,0.0309141,0.0621333,0,0.0777803,0.0235809,0.0621187,0.063656,0.0348725,0.0425021,0.00577319,0.0097515,0.0186679,0.0168265,0,0.0295461,0.0580655,0.0431518,0,0,0.0120541,0,0,0.0303255,0.0773551,0.0317287,0.0235232,0.0355707,0.0464756,0.0418122,0.0276509,0.0528082,0.0594828,0.0413573,0.0312907,0.0235795,0.0152489,0.0370547,0.023657,0.047756,0.0127978,0.00927452,0.0392391,0.0639913,0,0,0,0,0.0338154,0,0,0
179,0.0482489,0.0434114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461564,0,0.0114753,0.0467839,0,0,0.0138178,0,0,0.0381294,0.0575567,0.0327383,0.021379,0.0538652,0.031173,0.0620158,0,0.0776378,0.0229623,0.0620529,0.0635057,0.0348539,0.0426446,0.00566738,0.00968165,0.0188558,0.0167511,0,0.0292997,0.0580045,0.0431428,0,0,0.0116186,0,0,0.0304008,0.0772608,0.031782,0.0234918,0.0353353,0.0463565,0.0414244,0.0275564,0.0526486,0.0592723,0.0410986,0.0312189,0.0234974,0.0152404,0.0370086,0.0236721,0.0479829,0.0126194,0.00982112,0.0392182,0.0638647,0,0,0,0,0.0337259,0,0,0
180,0.048061,0.0435773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04682,0,0.0115158,0.0463711,0,0,0.013567,0,0,0.0381301,0.0574739,0.0333876,0.0212274,0.0537757,0.0315402,0.061955,0,0.0778339,0.0224309,0.0621937,0.0634495,0.035068,0.0430706,0.00540083,0.00950682,0.0191174,0.0165988,0,0.0292884,0.058031,0.0431052,0,0,0.0111499,0,0,0.0303662,0.0772455,0.0316717,0.0234892,0.0348346,0.0464205,0.040983,0.0274774,0.0525003,0.0590805,0.0411059,0.0309946,0.0234995,0.0152506,0.036944,0.0237214,0.048223,0.0122684,0.0103366,0.0391722,0.0636948,0,0,0,0,0.0336642,0,0,0
181,0.0478569,0.0436946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472442,0,0.0116573,0.0462294,0,0,0.0134356,0,0,0.0382331,0.0573162,0.0336179,0.0207345,0.0537474,0.0318678,0.0619825,0,0.0780584,0.0224237,0.0625321,0.0635552,0.0354844,0.0436575,0.00513809,0.00968597,0.0191961,0.0163483,0,0.0293099,0.0580254,0.0430936,0,0,0.0110488,0,0,0.0303242,0.0773671,0.0314132,0.023354,0.0343053,0.0465042,0.0403436,0.027466,0.0522844,0.0588886,0.041036,0.0306794,0.0236132,0.015222,0.0368894,0.0237822,0.0485965,0.0117706,0.0106063,0.0390754,0.0634974,0,0,0,0,0.0338263,0,0,0
182,0.0476107,0.0438177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463704,0,0.0118801,0.0465506,0,0,0.0132751,0,0,0.0383612,0.0570294,0.0331186,0.019861,0.0538105,0.0320383,0.0621756,0,0.0782269,0.0225887,0.0627689,0.0637817,0.0357765,0.0437886,0.00522454,0.00987689,0.0192465,0.0160675,0,0.0292806,0.0579757,0.0430946,0,0,0.011433,0,0,0.0305181,0.0775693,0.0312217,0.0230975,0.0336989,0.0464463,0.0394459,0.0275806,0.0521319,0.0586609,0.0406221,0.0304707,0.0236527,0.015215,0.0367883,0.0238946,0.049146,0.0113782,0.0108243,0.038985,0.0632827,0,0,0,0,0.0343282,0,0,0
183,0.0473454,0.0439545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449308,0,0.011917,0.0470143,0,0,0.013011,0,0,0.0383449,0.0567751,0.0322136,0.0194986,0.0539207,0.0321832,0.0622453,0,0.0782209,0.0224957,0.0628097,0.0640144,0.0356926,0.0435029,0.00589701,0.00976532,0.0194614,0.0157127,0,0.0291634,0.0578488,0.0430972,0,0,0.01212,0,0,0.0309465,0.0778097,0.0310377,0.0227594,0.0330072,0.0463876,0.038533,0.0277568,0.0521287,0.0584229,0.0400605,0.0303583,0.0236908,0.0151801,0.0366676,0.0241398,0.0496195,0.0111177,0.0111186,0.0389069,0.0631302,0,0,0,0,0.0347938,0,0,0
