Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,FTL,LTHIP,x77,LILC,x78
109,0.0392794,0.0490182,0,0,0,0,0,0,0,0,0,0,0,0,0.0521733,0,0.0120372,0.0475685,0,0,0.0116173,0,0,0.0400219,0.0611651,0.0291778,0.0215165,0.0603181,0.0367294,0.0485396,0.0746346,0.0615969,0.0578735,0.06404,0.0329155,0.0316456,0.02416,0.0368399,0.0123782,0.0203004,0.0153336,0,0.0271927,0.0464818,0.0451861,0,0,0.0178601,0,0,0.0284165,0.0697355,0.0160082,0.0159796,0.0287234,0.0568405,0.0460684,0.0339127,0.0612044,0.0632474,0.0390025,0.0275522,0.0266012,0.0143407,0.0337456,0.0280263,0.0436619,0.0115729,0.0125377,0.0427996,0.0621093,0,0,0,0,0,0.0163582,0,0.0218877,0
110,0.0394933,0.0487388,0,0,0,0,0,0,0,0,0,0,0,0,0.0514968,0,0.0123772,0.0463287,0,0,0.0116278,0,0,0.0400766,0.0607466,0.0302873,0.0209277,0.0615512,0.0364448,0.0494327,0.075873,0.0623233,0.0572635,0.0635212,0.0320164,0.0311698,0.0242641,0.0367902,0.0123231,0.0203772,0.015211,0,0.0274128,0.046567,0.0450627,0,0,0.018216,0,0,0.0280619,0.0694606,0.0163936,0.0162203,0.0290581,0.0570748,0.0477513,0.0334046,0.0609571,0.0628791,0.0385968,0.0278132,0.0265557,0.0144744,0.034043,0.0281498,0.0435356,0.0117761,0.0123586,0.0428177,0.0625052,0,0,0,0,0,0.0157287,0,0.0214812,0
111,0.040204,0.0485334,0,0,0,0,0,0,0,0,0,0,0,0,0.0579064,0,0.0149477,0.0443412,0,0,0.0105187,0,0,0.0405819,0.0597839,0.0297004,0.0193901,0.0636376,0.0368692,0.0519941,0.0793276,0.0638507,0.054015,0.0609642,0.0285369,0.0281707,0.030843,0.0370954,0.0116149,0.0202838,0.0130722,0,0.0270987,0.0473419,0.0442978,0,0,0.0193618,0,0,0.0272821,0.0692049,0.0165459,0.0154052,0.0303712,0.0563997,0.048799,0.0320072,0.0597873,0.0620723,0.0380957,0.0287798,0.0254789,0.0143192,0.035004,0.0309492,0.0431173,0.0118591,0.0125877,0.0427755,0.0630577,0,0,0,0,0,0.0143681,0,0.0220336,0
112,0.0402468,0.0483921,0,0,0,0,0,0,0,0,0,0,0,0,0.0569384,0,0.0145778,0.0419874,0,0,0.0104898,0,0,0.0406832,0.0593829,0.0308621,0.0192586,0.0647949,0.0367828,0.0530899,0.0809615,0.0648438,0.0532057,0.0602689,0.0274193,0.0280811,0.0298611,0.0369805,0.0116256,0.0202614,0.0130288,0,0.0272471,0.0475434,0.0442116,0,0,0.0197996,0,0,0.0269709,0.0690663,0.0170942,0.015877,0.0305921,0.0567895,0.0507536,0.0317568,0.0596866,0.0617777,0.0378974,0.0289157,0.0253487,0.0142966,0.0351978,0.0309313,0.0428841,0.0119534,0.012383,0.0429022,0.0633741,0,0,0,0,0,0.0138544,0,0.021233,0
113,0.0402653,0.0483235,0,0,0,0,0,0,0,0,0,0,0,0,0.0550804,0,0.0139056,0.0397669,0,0,0.0106591,0,0,0.0408117,0.0591163,0.0310191,0.0188876,0.0656722,0.0367905,0.0544118,0.0824213,0.0657719,0.0525692,0.0597258,0.0266015,0.0280675,0.027077,0.0367865,0.0117205,0.0202921,0.0131388,0,0.0274938,0.0476408,0.0441371,0,0,0.0201438,0,0,0.0266522,0.0689809,0.0176308,0.0161716,0.0306668,0.0570982,0.0525027,0.0315955,0.0596016,0.0615794,0.0378584,0.0291042,0.0252048,0.0142617,0.0353623,0.0306449,0.0425508,0.0121651,0.0122165,0.0430021,0.0636884,0,0,0,0,0,0.0136073,0,0.0208186,0
114,0.040262,0.0483255,0,0,0,0,0,0,0,0,0,0,0,0,0.0526464,0,0.0129588,0.037987,0,0,0.0109382,0,0,0.0409178,0.0590708,0.0306893,0.0183716,0.0661519,0.0369001,0.055848,0.0838334,0.0665576,0.0520307,0.0589526,0.0259773,0.02813,0.0230394,0.0365636,0.0118015,0.0203214,0.0132289,0,0.0276955,0.0483107,0.0441028,0,0,0.0205459,0,0,0.0263887,0.0689007,0.018095,0.0164775,0.0306972,0.0574755,0.0540649,0.0314775,0.0595603,0.0614242,0.0378184,0.0293329,0.0249897,0.0142564,0.0355648,0.0304122,0.0421825,0.0123392,0.0120604,0.0430687,0.0638127,0,0,0,0,0,0.0134892,0,0.0205453,0
115,0.0403036,0.0483677,0,0,0,0,0,0,0,0,0,0,0,0,0.0497321,0,0.0117984,0.0361662,0,0,0.0111636,0,0,0.0410439,0.059194,0.03003,0.0179829,0.0665343,0.03709,0.0573353,0.0852452,0.0673046,0.0514491,0.0581972,0.0253946,0.0280282,0.018618,0.0363158,0.0118487,0.0203859,0.0133238,0,0.0279215,0.0488227,0.0441058,0,0,0.0208986,0,0,0.0261982,0.0688633,0.0184723,0.0167933,0.0308062,0.057764,0.0553909,0.0313448,0.0594356,0.0612471,0.0377891,0.0295727,0.0247923,0.0143133,0.035782,0.0302825,0.041923,0.012456,0.0120154,0.0431218,0.0637626,0,0,0,0,0,0.0135037,0,0.0204404,0
116,0.040418,0.0484288,0,0,0,0,0,0,0,0,0,0,0,0,0.046473,0,0.0104993,0.0349032,0,0,0.0112818,0,0,0.0411344,0.0595028,0.0291291,0.0179116,0.0668158,0.0371891,0.0587821,0.0865594,0.0679737,0.0508846,0.0575987,0.024802,0.0279503,0.0142805,0.0361349,0.0118582,0.020452,0.0132436,0,0.0282351,0.049602,0.0440939,0,0,0.0212283,0,0,0.026,0.0688241,0.0187889,0.0170767,0.0309648,0.0581962,0.0564683,0.0311584,0.0592277,0.0610574,0.0378066,0.0298079,0.0247099,0.014428,0.0359535,0.0302787,0.0417733,0.0125681,0.0119943,0.0431595,0.0636046,0,0,0,0,0,0.0135735,0,0.0204661,0
117,0.041157,0.0478459,0,0,0,0,0,0,0,0,0,0,0,0,0.0431643,0,0.00924292,0.0336878,0,0,0.00891857,0,0,0.0317372,0.0598559,0.0284886,0.0179594,0.0671533,0.0322233,0.0600558,0.0876615,0.0684856,0.0505688,0.0571314,0.0244629,0.0281568,0.0109449,0.0356945,0,0.0244509,0.0131121,0,0.0284491,0.0506522,0.0438388,0,0,0.0217019,0,0,0.0257742,0.0688264,0.0191321,0.0172493,0.0310985,0.0587216,0.0575706,0.0309083,0.058931,0.060869,0.0379137,0.0299743,0.0247567,0.014587,0.0360766,0.030238,0.041401,0.0126804,0.0118638,0.0424589,0.0639996,0,0,0,0,0,0.0136659,0,0.0207488,0
118,0.0407582,0.0486465,0,0,0,0,0,0,0,0,0,0,0,0,0.0404905,0,0.00815815,0.0325247,0,0,0.0118001,0,0,0.0411932,0.0601806,0.0284556,0.0180259,0.067056,0.0374041,0.0610308,0.0883939,0.068707,0.0508745,0.0570299,0.0246917,0.0289042,0.00904102,0.0359836,0.0122294,0.0201116,0.0130368,0,0.0285895,0.0517314,0.0440858,0,0,0.0216402,0,0,0.0255499,0.0688183,0.0194859,0.0173411,0.0311512,0.0589245,0.0578788,0.0306705,0.058614,0.0607204,0.038118,0.0301057,0.0248237,0.014751,0.036251,0.0300512,0.0417207,0.0129223,0.0116261,0.04337,0.0640009,0,0,0,0,0,0.0136849,0,0.0210603,0
119,0.0410281,0.0486806,0,0,0,0,0,0,0,0,0,0,0,0,0.0393909,0,0.00756059,0.0312687,0,0,0.0115732,0,0,0.0411848,0.0604071,0.0287341,0.0179974,0.0671233,0.0374925,0.0617146,0.0888249,0.0687712,0.051845,0.0573739,0.0256489,0.0302458,0.00961231,0.0360524,0.0121357,0.0202109,0.013082,0,0.0286958,0.0525848,0.0440439,0,0,0.02161,0,0,0.0253225,0.0687349,0.0197695,0.0173659,0.0310961,0.0591639,0.0580664,0.0304982,0.0583311,0.0606619,0.0384036,0.0302442,0.0247855,0.0148654,0.0363255,0.0297366,0.0417746,0.0130505,0.0114282,0.043369,0.0641264,0,0,0,0,0,0.013767,0,0.0216628,0
120,0.0418995,0.0479567,0,0,0,0,0,0,0,0,0,0,0,0,0.039702,0,0.00768016,0.0298759,0,0,0.00900108,0,0,0.0317157,0.0605152,0.0290849,0.0182153,0.0674646,0.0325779,0.0622615,0.0891138,0.0688164,0.053097,0.0581421,0.0269937,0.0318654,0.0119917,0.0356903,0,0.0243037,0.013276,0,0.0288849,0.0531616,0.043731,0,0,0.0217343,0,0,0.0251198,0.0685758,0.020058,0.0173371,0.031002,0.0594354,0.0582012,0.0303629,0.058058,0.0606866,0.0386609,0.0303576,0.0247376,0.0150078,0.0363594,0.0292693,0.0415492,0.013009,0.0112575,0.0425328,0.0643964,0,0,0,0,0,0.0137877,0,0.0225095,0
121,0.041548,0.04858,0,0,0,0,0,0,0,0,0,0,0,0,0.0401055,0,0.00790767,0.029233,0,0,0.0115446,0,0,0.0410963,0.0606138,0.0295619,0.0185907,0.0675538,0.037604,0.06256,0.0892021,0.0687613,0.0543312,0.0589229,0.0281185,0.0333288,0.0141744,0.0363039,0.0122894,0.0198657,0.0134902,0,0.0291457,0.0541091,0.0439454,0,0,0.021486,0,0,0.0250307,0.068345,0.0204605,0.0172796,0.0309023,0.0592527,0.057716,0.0303234,0.0579478,0.0607695,0.0388021,0.0304118,0.0247199,0.015106,0.0363687,0.0287858,0.0419026,0.0130955,0.010971,0.043387,0.0641745,0,0,0,0,0,0.0136074,0,0.0231748,0
122,0.0417772,0.0484325,0,0,0,0,0,0,0,0,0,0,0,0,0.0400854,0,0.00767527,0.0291827,0,0,0.0113327,0,0,0.0411567,0.0607619,0.0302657,0.0189761,0.0678538,0.0377279,0.0626976,0.0891251,0.068691,0.0552685,0.0594759,0.0287294,0.0342877,0.0154409,0.0364419,0.0122765,0.0198711,0.0135167,0,0.0291917,0.0553315,0.0439511,0,0,0.0214449,0,0,0.0249532,0.0680882,0.0208321,0.0172366,0.0308302,0.0590035,0.057549,0.0303748,0.057873,0.0608398,0.0389704,0.0304565,0.0246841,0.015155,0.0364595,0.0285494,0.0419776,0.0131557,0.0106928,0.0435023,0.0642202,0,0,0,0,0,0.0133674,0,0.0238119,0
123,0.041939,0.0483266,0,0,0,0,0,0,0,0,0,0,0,0,0.0400564,0,0.00726941,0.0290487,0,0,0.0114044,0,0,0.04121,0.0609866,0.0309593,0.0194129,0.068145,0.037747,0.0627344,0.0889594,0.0684954,0.0559991,0.0599202,0.0290948,0.0349749,0.0162421,0.0365103,0.0121892,0.0198324,0.0134615,0,0.0291158,0.0560099,0.0439573,0,0,0.0213002,0,0,0.0249374,0.0679052,0.0211283,0.0172088,0.0308022,0.0586493,0.0574236,0.0304358,0.0577102,0.0608703,0.0391142,0.0305182,0.0246881,0.0152151,0.0366138,0.0284055,0.0420699,0.0131959,0.0104557,0.0435911,0.0642836,0,0,0,0,0,0.0130456,0,0.0243405,0
124,0.0421298,0.0482834,0,0,0,0,0,0,0,0,0,0,0,0,0.0407803,0,0.0095988,0.0291124,0,0,0.0115776,0,0,0.0412528,0.0613304,0.031385,0.0195,0.0685757,0.0377812,0.0627119,0.0884895,0.0682033,0.0567371,0.060428,0.0296304,0.0358223,0.0150675,0.0365391,0.0120805,0.0197054,0.013437,0,0.0289931,0.0563075,0.0439341,0,0,0.0209948,0,0,0.024882,0.0677556,0.0214329,0.0171062,0.0307483,0.0582424,0.0571161,0.0304499,0.0574457,0.0608878,0.0391827,0.0306049,0.0247344,0.0152914,0.0367571,0.0282506,0.0422112,0.0132576,0.0102962,0.0435748,0.0643225,0,0,0,0,0,0.012863,0,0.0250223,0
125,0.0423026,0.0482626,0,0,0,0,0,0,0,0,0,0,0,0,0.0405915,0,0.00691876,0.0290494,0,0,0.0115864,0,0,0.0412435,0.0612279,0.0318356,0.01995,0.0688071,0.037858,0.0629761,0.088774,0.0680613,0.0568676,0.0603432,0.0295745,0.0360955,0.0175434,0.0365847,0.0120563,0.0195947,0.0135596,0,0.0288746,0.0564308,0.0439224,0,0,0.0206569,0,0,0.0247807,0.0675582,0.0217726,0.0171041,0.0306147,0.0579622,0.0569346,0.0304882,0.0572043,0.0609249,0.0392536,0.0306453,0.0247315,0.0153697,0.03681,0.0279324,0.0423192,0.0131826,0.0102544,0.0435373,0.0643579,0,0,0,0,0,0.0126688,0,0.0257,0
126,0.0424383,0.0482777,0,0,0,0,0,0,0,0,0,0,0,0,0.0409494,0,0.00704031,0.0289596,0,0,0.0115948,0,0,0.0413033,0.061473,0.0321777,0.020008,0.0689771,0.0379939,0.0631737,0.0887273,0.067795,0.0571792,0.0604592,0.0297841,0.0366147,0.0180309,0.0366924,0.0121348,0.0194922,0.0136397,0,0.0288361,0.0563391,0.0439015,0,0,0.0204256,0,0,0.0250739,0.0673352,0.0220878,0.0170731,0.0305214,0.0577655,0.0567687,0.0305825,0.0572545,0.0609552,0.039319,0.0306422,0.0246382,0.0153353,0.0368189,0.027689,0.042334,0.0130145,0.0102366,0.0435088,0.0643257,0,0,0,0,0,0.0126249,0,0.0262123,0
127,0.0425035,0.0483238,0,0,0,0,0,0,0,0,0,0,0,0,0.0413988,0,0.00703147,0.0289087,0,0,0.0115517,0,0,0.0413479,0.0617719,0.0325589,0.0199642,0.0690287,0.0381282,0.063453,0.0887414,0.0675261,0.0575029,0.0606214,0.0300519,0.0371108,0.0181995,0.0368498,0.0121419,0.0194936,0.0136608,0,0.029107,0.0565123,0.0438429,0,0,0.0202522,0,0,0.0254522,0.0671505,0.0223695,0.0170964,0.0304436,0.0576209,0.0566099,0.0307431,0.0572851,0.061012,0.0393658,0.0306436,0.0245171,0.0152746,0.0368164,0.0275111,0.0422203,0.0128364,0.0101508,0.0434682,0.0642778,0,0,0,0,0,0.0127287,0,0.0266543,0
128,0.0425835,0.0483606,0,0,0,0,0,0,0,0,0,0,0,0,0.041858,0,0.00683529,0.0288381,0,0,0.0115749,0,0,0.0413922,0.0619154,0.0329681,0.0199966,0.0690552,0.0383633,0.0637607,0.0888125,0.0672451,0.0578688,0.0608225,0.0303879,0.0376209,0.0181475,0.0370216,0.0121238,0.0195208,0.0136576,0,0.0296161,0.0563625,0.0437596,0,0,0.0200345,0,0,0.0257403,0.0670366,0.0225916,0.0171042,0.0303677,0.0574816,0.0564164,0.0309127,0.0572021,0.0610986,0.0394018,0.0306663,0.0243928,0.0152665,0.0368464,0.0273783,0.0420167,0.0127372,0.0100892,0.043447,0.0642064,0,0,0,0,0,0.0129438,0,0.0271799,0
129,0.0427073,0.0483504,0,0,0,0,0,0,0,0,0,0,0,0,0.0422316,0,0.00659026,0.0287634,0,0,0.0116232,0,0,0.0414584,0.0618902,0.0334131,0.0201292,0.0690746,0.0386469,0.0641149,0.0889546,0.0669475,0.058241,0.061026,0.0307129,0.0381136,0.0182724,0.0371308,0.0120947,0.0195827,0.0136181,0,0.0297014,0.0562933,0.0436698,0,0,0.0198673,0,0,0.0257394,0.0669686,0.0229402,0.017063,0.0302539,0.0573416,0.0561448,0.0310658,0.0572729,0.0611984,0.0394807,0.0306502,0.0242739,0.0152418,0.036837,0.0272677,0.0419686,0.0126804,0.009999,0.0434233,0.0640914,0,0,0,0,0,0.0132664,0,0.0277714,0
130,0.042811,0.0483146,0,0,0,0,0,0,0,0,0,0,0,0,0.0426715,0,0.00643353,0.0286769,0,0,0.0117086,0,0,0.0414986,0.0619132,0.0338678,0.0203391,0.0690996,0.0388956,0.0645414,0.0890727,0.0665993,0.0586061,0.0612186,0.0310022,0.0385439,0.0185723,0.0371777,0.0121324,0.0196035,0.0135547,0,0.0293274,0.0563973,0.043589,0,0,0.0196396,0,0,0.0254616,0.0669227,0.023392,0.0169738,0.0300964,0.0571862,0.0557844,0.0311713,0.0574047,0.0612795,0.0395814,0.0305733,0.024201,0.0151217,0.0367459,0.0271858,0.0419547,0.0126124,0.00979841,0.0433862,0.0639813,0,0,0,0,0,0.013609,0,0.0283231,0
131,0.0427422,0.048277,0,0,0,0,0,0,0,0,0,0,0,0,0.0431516,0,0.00641653,0.028608,0,0,0.0117954,0,0,0.041531,0.0620034,0.0342955,0.020509,0.0691181,0.0390605,0.0650038,0.0891899,0.0661815,0.0589694,0.0614222,0.0312894,0.0389713,0.0188168,0.0372805,0.0121993,0.0195816,0.013451,0,0.029083,0.0565957,0.0434789,0,0,0.0195041,0,0,0.0255587,0.066885,0.0237856,0.0168956,0.0298679,0.0570199,0.0554412,0.0312518,0.0572615,0.061369,0.0397417,0.0304827,0.0241537,0.0150305,0.0366527,0.0271483,0.0419615,0.012529,0.00986279,0.0433669,0.0638779,0,0,0,0,0,0.0140078,0,0.0288398,0
132,0.0427559,0.0482613,0,0,0,0,0,0,0,0,0,0,0,0,0.0437016,0,0.00642495,0.0285166,0,0,0.0119191,0,0,0.04157,0.0621169,0.0346457,0.0205829,0.0691465,0.0391929,0.0654428,0.0893519,0.0657557,0.0593613,0.0616771,0.0316456,0.0394506,0.0190512,0.0373639,0.0122216,0.019564,0.0133338,0,0.0290318,0.0568566,0.04338,0,0,0.0194098,0,0,0.026006,0.0668455,0.0241197,0.0168598,0.029652,0.0568512,0.0550309,0.0313226,0.0571513,0.0614349,0.0399271,0.0304232,0.0240985,0.0149533,0.0365684,0.0270954,0.0419979,0.0124409,0.0100503,0.0433645,0.0637797,0,0,0,0,0,0.0144274,0,0.0293682,0
133,0.0427955,0.0482845,0,0,0,0,0,0,0,0,0,0,0,0,0.0441231,0,0.00637347,0.0284231,0,0,0.0120155,0,0,0.0416336,0.0622318,0.034959,0.020659,0.0692207,0.0393509,0.0658654,0.0895588,0.06533,0.0598154,0.0619963,0.0320622,0.0399879,0.0195061,0.0374257,0.012239,0.0195659,0.0132876,0,0.029055,0.0571951,0.043279,0,0,0.0192009,0,0,0.0262305,0.066796,0.0243688,0.0168512,0.0294909,0.0567043,0.0546518,0.0313616,0.0571967,0.0614896,0.0401436,0.0303784,0.0240199,0.0149067,0.0365052,0.0269508,0.0420692,0.0123389,0.01029,0.0433532,0.0636743,0,0,0,0,0,0.0148601,0,0.0299333,0
134,0.042749,0.0483298,0,0,0,0,0,0,0,0,0,0,0,0,0.0441396,0,0.0062272,0.028352,0,0,0.0120532,0,0,0.0416019,0.0623297,0.0352628,0.0208059,0.0693627,0.0394506,0.0662559,0.089689,0.0649162,0.0603029,0.0623659,0.0324956,0.0405382,0.0200676,0.0374446,0.0122286,0.0195542,0.013274,0,0.0292064,0.0575954,0.0431719,0,0,0.0188495,0,0,0.0261439,0.0667598,0.0245916,0.0168288,0.0293644,0.056533,0.0542757,0.0313934,0.0573933,0.0615425,0.0403287,0.0303549,0.0239461,0.0148666,0.0364576,0.0269041,0.0419468,0.012211,0.0104447,0.0433603,0.0635412,0,0,0,0,0,0.0153317,0,0.0305129,0
135,0.0426191,0.0484103,0,0,0,0,0,0,0,0,0,0,0,0,0.0442463,0,0.00613086,0.0282613,0,0,0.0120276,0,0,0.0416064,0.062463,0.035511,0.020997,0.0695413,0.0395368,0.0666249,0.0897823,0.0645537,0.0607946,0.0627754,0.03299,0.0410907,0.0208786,0.0374535,0.0123643,0.0194924,0.0133328,0,0.0292577,0.0580305,0.0430902,0,0,0.0186771,0,0,0.0258334,0.0666892,0.0247713,0.0168296,0.0292592,0.0562943,0.0538573,0.0313982,0.0574643,0.0616038,0.0403786,0.0303389,0.0238806,0.0148213,0.036409,0.0269614,0.0418798,0.0120196,0.0105072,0.0433992,0.0633698,0,0,0,0,0,0.015796,0,0.0310776,0
136,0.0424628,0.0485069,0,0,0,0,0,0,0,0,0,0,0,0,0.0442347,0,0.00613806,0.0281698,0,0,0.0120668,0,0,0.0415901,0.0625521,0.035737,0.0212056,0.06975,0.0396599,0.0670067,0.0898711,0.0642273,0.0612816,0.0632092,0.0335061,0.0416402,0.0219097,0.0374724,0.0124379,0.0194316,0.0133957,0,0.0292604,0.0584907,0.0430879,0,0,0.0189559,0,0,0.0257943,0.0666214,0.0249016,0.0168739,0.0291833,0.0560104,0.0534895,0.0313778,0.0574095,0.0616733,0.0402168,0.0303413,0.0238133,0.0147952,0.0363695,0.0269372,0.0419661,0.01188,0.0105714,0.0434452,0.0632172,0,0,0,0,0,0.0162452,0,0.0316529,0
137,0.0424026,0.0485889,0,0,0,0,0,0,0,0,0,0,0,0,0.0440847,0,0.00622667,0.0280997,0,0,0.0121299,0,0,0.0415683,0.0625355,0.0359701,0.0214462,0.0700078,0.0398013,0.0674267,0.0899555,0.0638858,0.0618211,0.0636724,0.0340691,0.0422008,0.0231312,0.0374828,0.0124338,0.0193857,0.0134688,0,0.0294407,0.0589365,0.0431776,0,0,0.0194648,0,0,0.0257746,0.0666,0.0250188,0.0170256,0.0290989,0.0557582,0.0531257,0.0313944,0.0572838,0.0617423,0.0401487,0.0303663,0.0237675,0.0147903,0.0363413,0.0268245,0.0422094,0.0118117,0.0104896,0.0435021,0.0631002,0,0,0,0,0,0.0166534,0,0.0322335,0
138,0.0422762,0.0486272,0,0,0,0,0,0,0,0,0,0,0,0,0.0438059,0,0.00627375,0.028023,0,0,0.0121837,0,0,0.0415472,0.062471,0.0361885,0.021743,0.0702514,0.0398375,0.067859,0.0901332,0.0635372,0.0624359,0.0642029,0.0346803,0.0427758,0.0246342,0.0375052,0.0124304,0.0193534,0.0135506,0,0.0297056,0.0593605,0.0432773,0,0,0.0199756,0,0,0.0260965,0.0666096,0.0251458,0.0172593,0.0289905,0.0554948,0.0527586,0.0314074,0.0570367,0.0617692,0.0401518,0.0304091,0.0237401,0.0148278,0.0363172,0.0267019,0.0424124,0.0118164,0.0102724,0.0435662,0.0629822,0,0,0,0,0,0.0169956,0,0.0327892,0
139,0.0421542,0.0486386,0,0,0,0,0,0,0,0,0,0,0,0,0.043314,0,0.00632368,0.0278997,0,0,0.0121875,0,0,0.0415055,0.0624324,0.0363984,0.0220927,0.0704817,0.0398349,0.0682618,0.0904011,0.0632458,0.063073,0.0647883,0.0353139,0.0433626,0.0263828,0.0375735,0.0124589,0.0192897,0.013651,0,0.0295895,0.059833,0.0433299,0,0,0.0202342,0,0,0.0264516,0.066607,0.0253799,0.0173235,0.0288941,0.0552193,0.0523112,0.0313455,0.0569094,0.0617703,0.0401162,0.0303786,0.0237088,0.0148106,0.0362263,0.0265726,0.0425275,0.0118074,0.0100267,0.0435763,0.0628021,0,0,0,0,0,0.0173142,0,0.0333577,0
140,0.0421148,0.0486505,0,0,0,0,0,0,0,0,0,0,0,0,0.0426724,0,0.0064435,0.0277566,0,0,0.0121779,0,0,0.041468,0.0623641,0.0366523,0.0224525,0.0706846,0.0398634,0.0686339,0.0906194,0.0630006,0.0637135,0.0653903,0.0359479,0.0439452,0.0283083,0.0376568,0.0124516,0.0192523,0.0137866,0,0.0295102,0.060308,0.0432578,0,0,0.0199535,0,0,0.026316,0.0665955,0.0256842,0.0174593,0.0288193,0.0550121,0.051787,0.0312708,0.0569728,0.0617992,0.0400561,0.0303364,0.0236609,0.0147304,0.0361656,0.0264166,0.042521,0.0116916,0.00992326,0.0435349,0.0626255,0,0,0,0,0,0.017618,0,0.0339257,0
141,0.0420251,0.0487215,0,0,0,0,0,0,0,0,0,0,0,0,0.0419778,0,0.00663606,0.0276425,0,0,0.0121719,0,0,0.0414919,0.0622753,0.0369202,0.0227924,0.0708501,0.0399556,0.0689826,0.0907554,0.0626869,0.0642926,0.0659437,0.0365357,0.0444474,0.0302672,0.0377339,0.0124422,0.0192711,0.0139518,0,0.0295202,0.0607617,0.0432438,0,0,0.0194343,0,0,0.0261744,0.0666025,0.0259255,0.01754,0.0287079,0.0546768,0.051251,0.0312464,0.05698,0.061863,0.0400348,0.0302791,0.0236332,0.0146744,0.0360896,0.0262377,0.0423838,0.0115342,0.0100257,0.0434929,0.0624889,0,0,0,0,0,0.0179117,0,0.0344532,0
142,0.0418475,0.0489034,0,0,0,0,0,0,0,0,0,0,0,0,0.0412812,0,0.00689268,0.0275866,0,0,0.0121747,0,0,0.0415364,0.0621544,0.0370959,0.0231018,0.0709299,0.039972,0.069373,0.0909058,0.0623692,0.064783,0.0664426,0.0370617,0.0448156,0.0322059,0.0378128,0.0124659,0.0192606,0.0141378,0,0.0295593,0.0611194,0.043299,0,0,0.0191342,0,0,0.0261395,0.0666855,0.0260871,0.0177149,0.0285677,0.0542189,0.0506716,0.0312508,0.0568896,0.0619296,0.0400382,0.0302235,0.0236336,0.0147012,0.0360264,0.0260253,0.0423527,0.0113738,0.0102325,0.0434537,0.0622771,0,0,0,0,0,0.0181892,0,0.0349489,0
143,0.0415963,0.0491649,0,0,0,0,0,0,0,0,0,0,0,0,0.0406794,0,0.00720504,0.0275199,0,0,0.0122002,0,0,0.0415774,0.0620491,0.0371179,0.0233433,0.0709196,0.0399839,0.0697446,0.0911719,0.0620863,0.0651836,0.0668856,0.0375192,0.0450594,0.0339859,0.0378591,0.0124986,0.0192381,0.0142807,0,0.029596,0.0614208,0.0434389,0,0,0.0190923,0,0,0.0264141,0.0667522,0.0261949,0.0177653,0.0284047,0.053846,0.0499822,0.031231,0.0568277,0.0620134,0.0400067,0.0301739,0.0236307,0.0148059,0.0359884,0.0258601,0.0422887,0.0112415,0.010475,0.0434307,0.0619929,0,0,0,0,0,0.0184874,0,0.0354189,0
144,0.0412859,0.0494629,0,0,0,0,0,0,0,0,0,0,0,0,0.0400794,0,0.00755416,0.0273804,0,0,0.0122116,0,0,0.0416181,0.0619339,0.0371181,0.0235325,0.070886,0.040055,0.070104,0.0914426,0.0618218,0.0655017,0.067266,0.0379123,0.0452232,0.0354433,0.0378605,0.0124983,0.0192735,0.0144196,0,0.0295737,0.0616685,0.0436129,0,0,0.0191337,0,0,0.0271234,0.0668103,0.0263963,0.0176351,0.0282233,0.0535604,0.0492491,0.0312159,0.0567635,0.0621188,0.0399392,0.0301122,0.0236641,0.0148166,0.0359214,0.0257138,0.0421878,0.0111723,0.0108732,0.0433943,0.0617605,0,0,0,0,0,0.0188542,0,0.0358489,0
145,0.0409772,0.0496726,0,0,0,0,0,0,0,0,0,0,0,0,0.0394958,0,0.00788499,0.0272995,0,0,0.0122036,0,0,0.0416423,0.061765,0.0371347,0.0236822,0.0708172,0.0401545,0.0704489,0.0915877,0.0615744,0.065741,0.0675785,0.03825,0.0452753,0.0364808,0.0378522,0.0124791,0.0193482,0.0146398,0,0.0295534,0.0618133,0.043792,0,0,0.0192445,0,0,0.0280614,0.0669,0.0264785,0.0176367,0.0280505,0.0533203,0.0484487,0.0312226,0.0567093,0.0622136,0.0398842,0.0300213,0.0236794,0.0147799,0.03581,0.0254749,0.0422651,0.0111358,0.0114412,0.0433553,0.0615511,0,0,0,0,0,0.0191935,0,0.0362312,0
