Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,FTL,LTHIP,x77,LILC,x78
37,0.0290405,0.0537715,0,0,0,0,0,0,0,0,0,0,0,0,0.0272545,0,0.0237666,0.0597822,0,0,0.0121242,0,0,0.0270224,0.053711,0.0293125,0.031209,0.0566276,0.0264234,0.0547475,0.0739249,0.0558006,0.0546512,0.0579581,0.033146,0.0309985,0.012696,0.0430284,0,0.0231475,0.0167057,0,0.0282593,0.0457628,0.0439452,0,0,0.0107707,0,0,0.0322004,0.0778105,0.0357571,0.0119692,0.0265401,0.0533707,0.0343104,0.0374335,0.0695292,0.0666753,0.0337392,0.0219388,0.0241716,0.0120349,0.0278754,0.0560353,0.0462826,0.00840952,0.0154834,0.0461706,0.0511975,0,0,0,0,0,0,0,0,0
38,0.0291258,0.0536379,0,0,0,0,0,0,0,0,0,0,0,0,0.0283419,0,0.0224572,0.0626409,0,0,0.0118841,0,0,0.0267284,0.0523863,0.0318372,0.0270045,0.0572778,0.0270317,0.0545989,0.0763595,0,0.0527501,0.0557296,0.0308614,0.0307263,0.0128406,0.0433473,0,0.0231995,0.0167954,0,0.0283985,0.0477341,0.0439794,0,0,0.0106747,0,0,0.0319606,0.0777773,0.0361025,0.0117982,0.0264284,0.0530053,0.0331924,0.0373851,0.0696522,0.0668027,0.0340178,0.0218434,0.0240899,0.011971,0.0277688,0.0564542,0.0468642,0.00846822,0.0149929,0.0462057,0.050947,0,0,0,0,0,0,0,0,0
39,0.0288907,0.0531661,0,0,0,0,0,0,0,0,0,0,0,0,0.0266285,0,0.0221012,0.0572651,0,0,0.0115214,0,0,0.0265257,0.05597,0.0234218,0.0311967,0.0557883,0.0272867,0.052624,0.0716264,0.054098,0,0.0625442,0.0375754,0.0357585,0.0122804,0.0429435,0,0.0238936,0.017136,0,0.0287405,0.0453913,0.0442945,0,0,0.010785,0,0,0.0320862,0.0770792,0.0372304,0.010603,0.0270438,0.0536917,0.0348819,0.037656,0.0700568,0.0663998,0.0330663,0.0220198,0.0237473,0.0117532,0.0278427,0.0578068,0.0456467,0.00771627,0.0159795,0.0461392,0.0513911,0,0,0,0,0,0,0,0,0
40,0.0289136,0.0531763,0,0,0,0,0,0,0,0,0,0,0,0,0.026383,0,0.0245499,0.0608141,0,0,0.0111416,0,0,0.0256154,0.0535808,0.0311271,0.0308134,0.0557013,0.0269826,0.0542312,0.0737887,0.05592,0.0542304,0.0581246,0.0328711,0.0304039,0.0140625,0.0429986,0,0.023816,0.0170631,0,0.0286073,0.044688,0.0443763,0,0,0.0110094,0,0,0.0318641,0.078386,0.0368684,0.0105355,0.0270613,0.0542926,0.0348294,0.0378117,0.0699829,0.0662844,0.0335872,0.0219211,0.0236744,0.0112379,0.0278047,0.0566477,0.0460112,0.00799102,0.015608,0.0462032,0.0509947,0,0,0,0,0,0.0197672,0,0,0
41,0.0288068,0.0534704,0,0,0,0,0,0,0,0,0,0,0,0,0.0266749,0,0.0245394,0.0609663,0,0,0.0109475,0,0,0.0255162,0.0535732,0.0316456,0.0311999,0.0553193,0.0271761,0.0547788,0.0737774,0.055864,0.0544898,0.057928,0.0326418,0.0299633,0.0141189,0.0426719,0,0.0242207,0.0170638,0,0.0285185,0.0447159,0.0441715,0,0,0.0109752,0,0,0.0319409,0.078327,0.0373528,0.0101022,0.0268912,0.0543064,0.0346823,0.0380906,0.0703974,0.0662978,0.0337052,0.0219016,0.0236321,0.0111913,0.0277593,0.0567422,0.0459108,0.00799642,0.0153659,0.0465253,0.0506139,0,0,0,0,0,0.0195793,0,0,0
42,0.0288156,0.0534298,0,0,0,0,0,0,0,0,0,0,0,0,0.0268544,0,0.0245335,0.0613234,0,0,0.0110669,0,0,0.0253441,0.0537478,0.0319997,0.0313181,0.055194,0.0273821,0.0554169,0.0735336,0.0559297,0.0555418,0.0578001,0.0325565,0.0297725,0.0140417,0.0426691,0,0.0243206,0.0171388,0,0.0284968,0.0447256,0.0440964,0,0,0.0110032,0,0,0.0318703,0.0783719,0.0375309,0.010175,0.0269341,0.0545575,0.0346225,0.0381914,0.0704908,0.066128,0.0336766,0.0219646,0.023529,0.011152,0.0278872,0.0567777,0.045847,0.00808487,0.0152993,0.0465058,0.0505802,0,0,0,0,0,0.0193582,0,0,0
43,0.028873,0.0531487,0,0,0,0,0,0,0,0,0,0,0,0,0.0250019,0,0.023189,0.0589877,0,0,0.0113356,0,0,0.0253101,0.0557094,0.0268808,0.0315647,0.0547085,0.0278656,0.0538376,0.0711501,0.0541708,0,0.0617542,0.0368433,0.0342166,0.0148315,0.0427643,0,0.0246099,0.0172992,0,0.0286707,0.0439653,0.0440543,0,0,0.011313,0,0,0.031845,0.0779656,0.0380919,0.0106862,0.0271984,0.0548278,0.0351594,0.0382894,0.0705295,0.0658383,0.0330843,0.0221228,0.0233928,0.0110951,0.028074,0.0574184,0.0453417,0.00809719,0.0155709,0.046341,0.0509533,0,0,0,0,0,0.020179,0,0,0
44,0.0289312,0.0530518,0,0,0,0,0,0,0,0,0,0,0,0,0.025984,0,0.0227154,0.0589004,0,0,0.0116834,0,0,0.0252177,0.055719,0.0263092,0.0312385,0.054796,0.0281651,0.053031,0.0711978,0.0541879,0,0.0620758,0.0372143,0.0346295,0.0137981,0.0430359,0,0.0246807,0.0172311,0,0.0285975,0.0437918,0.0440385,0,0,0.0114359,0,0,0.0317773,0.0780146,0.0379765,0.0120586,0.0272126,0.0550573,0.0348953,0.0382801,0.0704201,0.0656253,0.0330058,0.0222455,0.0232134,0.0108614,0.0282387,0.057255,0.0454865,0.00832894,0.0152564,0.0461939,0.0510123,0,0,0,0,0,0.0203205,0,0,0
45,0.0292018,0.0534905,0,0,0,0,0,0,0,0,0,0,0,0,0.0290138,0,0.0225872,0.0639796,0,0,0.0119342,0,0,0.0249386,0.0527184,0.0335378,0.0268482,0.0559167,0.0282525,0.0542612,0.0759207,0,0.0527267,0.056113,0.0310909,0.0303094,0.0130255,0.0434636,0,0.0245347,0.0170448,0,0.0283144,0.0461901,0.043692,0,0,0.0113131,0,0,0.0315348,0.078524,0.0370943,0.0126905,0.0267841,0.0546975,0.033117,0.0377269,0.0703236,0.0657153,0.0337297,0.0222124,0.0231743,0.0106854,0.0282934,0.0560204,0.0467381,0.00894244,0.0140284,0.0463921,0.0504821,0,0,0,0,0,0.0203664,0,0,0
46,0.029008,0.0535428,0,0,0,0,0,0,0,0,0,0,0,0,0.0278788,0,0.0238992,0.0619608,0,0,0.0127127,0,0,0.0249888,0.0546191,0.0315845,0.0315712,0.0549626,0.02879,0.05397,0.0734908,0.0557358,0.0541682,0.0582137,0.0330696,0.0301182,0.0127765,0.0428444,0,0.0269682,0.0167529,0,0.0284737,0.044847,0.0436488,0,0,0.0114502,0,0,0.0314116,0.0785204,0.0379863,0.0129695,0.0270207,0.0549649,0.0337828,0.0374282,0.07034,0.0652991,0.0333058,0.0224674,0.0226972,0.010613,0.0284547,0.0564024,0.0460235,0.00919112,0.0144384,0.0465819,0.0506237,0,0,0,0,0,0.0196828,0,0,0
47,0.0292735,0.0529869,0,0,0,0,0,0,0,0,0,0,0,0,0.0274173,0,0.023768,0.062464,0,0,0.0127344,0,0,0.0248382,0.0545717,0.0317946,0.0308237,0.0547537,0.0286208,0.0526842,0.073702,0.0561382,0.0542232,0.058055,0.033103,0.0305588,0.013075,0.0438349,0,0.0247366,0.0171207,0,0.0283719,0.0445782,0.0439051,0,0,0.0115757,0,0,0.031528,0.0789084,0.0368192,0.0127528,0.0272002,0.0557117,0.0341046,0.0371124,0.07056,0.0651194,0.0333795,0.0225263,0.0224524,0.0102247,0.0287578,0.0551745,0.0460107,0.00891699,0.0144258,0.0460772,0.0509583,0,0,0,0,0,0.0191165,0,0,0
48,0.0294225,0.0530682,0,0,0,0,0,0,0,0,0,0,0,0,0.0277093,0,0.0235257,0.0626733,0,0,0.0130291,0,0,0.0248048,0.0546072,0.0317582,0.030638,0.0543514,0.0287421,0.0522278,0.0734683,0.0562435,0.0543277,0.0578182,0.0331615,0.0307383,0.0126987,0.04393,0,0.0250369,0.0170987,0,0.0282985,0.0445603,0.0437665,0,0,0.0117051,0,0,0.0313575,0.0789737,0.0366009,0.011897,0.0272328,0.0557932,0.0340643,0.0371996,0.0705106,0.0649619,0.0333867,0.022394,0.0223595,0.0101363,0.0288544,0.0546443,0.0460674,0.00899329,0.0143813,0.0462076,0.0509174,0,0,0,0,0,0.0190073,0,0,0
49,0.0295233,0.0532959,0,0,0,0,0,0,0,0,0,0,0,0,0.0281353,0,0.0232424,0.0629886,0,0,0.0131168,0,0,0.024898,0.0548062,0.0320848,0.0306012,0.0540392,0.0288905,0.052303,0.0729836,0.0563336,0.0547279,0.0576896,0.0330942,0.0305978,0.0123972,0.0440115,0,0.0251775,0.017029,0,0.0282083,0.0445237,0.0435547,0,0,0.0117449,0,0,0.0314023,0.0790111,0.0361668,0.0123042,0.0271229,0.0557862,0.0337642,0.037408,0.0704675,0.06486,0.0334532,0.0222538,0.0225402,0.0101853,0.0289506,0.0541198,0.0460586,0.00908503,0.0141689,0.046395,0.0508139,0,0,0,0,0,0.0188976,0,0,0
50,0.0296849,0.0532975,0,0,0,0,0,0,0,0,0,0,0,0,0.028147,0,0.0231058,0.0630536,0,0,0.0135238,0,0,0.0248371,0.055353,0.0325372,0.0303215,0.0537841,0.0290552,0.0524377,0.0727982,0.0566123,0.0558186,0.0576602,0.0330631,0.0306057,0.0124359,0.0442473,0,0.0253797,0.0169583,0,0.0282919,0.0446469,0.0434264,0,0,0.0119397,0,0,0.0313637,0.0790729,0.0357505,0.0122934,0.0271662,0.055881,0.0337222,0.037118,0.0702779,0.0646897,0.0334781,0.0222873,0.0227358,0.0100761,0.0291668,0.0535326,0.0459839,0.00920841,0.0142455,0.0463665,0.0509023,0,0,0,0,0,0.0187464,0,0,0
51,0.02988,0.0539991,0,0,0,0,0,0,0,0,0,0,0,0,0.0307632,0,0.0220429,0.065416,0,0,0.0171569,0,0,0.0241226,0.0539893,0.0356257,0.0283029,0.0544239,0.0297791,0.0531362,0.0752181,0,0.0535995,0.0552394,0.0303365,0.0284369,0.0119668,0.0433688,0,0.0336316,0.0177562,0,0.0257321,0.0457746,0.0428385,0,0,0.0117299,0,0,0.0314693,0.0803519,0.0335301,0.01348,0.0269646,0.0558245,0.032236,0.0353034,0.0677643,0.0633147,0.0341889,0.0245555,0.0192624,0.00801797,0.0311755,0.0592926,0.046052,0.0095382,0.0139211,0.0466735,0.0506853,0,0,0,0,0,0.0193953,0,0,0
52,0.0298653,0.0535259,0,0,0,0,0,0,0,0,0,0,0,0,0.0288001,0,0.0228599,0.0635384,0,0,0.0142221,0,0,0.0253819,0.0560216,0.0331344,0.0299945,0.053447,0.0295073,0.0514228,0.0728684,0.0567731,0.0561652,0.0580252,0.0330288,0.0304047,0.011889,0.0446444,0,0.025773,0.0167076,0,0.0279259,0.0447277,0.0431936,0,0,0.0117769,0,0,0.0315115,0.0790225,0.0346517,0.015077,0.0268341,0.0559311,0.0332485,0.0360185,0.069981,0.064426,0.0337336,0.022906,0.02317,0.0101513,0.0294804,0.0519547,0.0460148,0.00934236,0.0140771,0.0464095,0.0508701,0,0,0,0,0,0.0185866,0,0,0
53,0.029733,0.0527147,0,0,0,0,0,0,0,0,0,0,0,0,0.0277273,0,0.0220344,0.0658073,0,0,0.0174385,0,0,0.0410746,0.0565842,0.0319906,0.02891,0.0521323,0,0.0509549,0.0731366,0,0.055943,0.0575662,0,0.0314424,0.0130444,0.0374268,0.0124882,0.0184597,0.0169167,0,0.0258172,0.0461761,0.0429541,0,0,0.011716,0,0,0.0316454,0.0807186,0.0320568,0.013108,0.028481,0.0522646,0.0329779,0.0337824,0.0666847,0.0617036,0.032622,0.0260108,0.0197756,0.00848419,0.0321439,0.0574244,0.0448171,0.0091464,0.014868,0.0471008,0.051648,0,0,0,0,0,0.0199252,0,0,0
54,0.0305059,0.0566671,0,0,0,0,0,0,0,0,0,0,0,0,0.0262883,0,0.0199726,0.0619113,0,0,0.00839142,0,0,0.0421204,0.0575368,0.0246918,0.0288114,0.0529554,0.0454498,0.0479759,0.0706929,0,0,0.0627827,0,0.0375048,0.0129234,0.0368713,0.0121839,0.0223517,0.0170514,0,0.0256991,0.0440694,0.0407258,0,0,0.0111576,0,0,0.0314868,0.0795624,0.0328879,0.0146687,0.0268132,0.0563462,0.0338475,0.0356243,0.0678068,0.0629134,0.0338199,0.0252025,0.0196367,0.00830884,0.0314797,0.0570147,0.0462602,0.00949248,0.01447,0.0484729,0.0503763,0,0,0,0,0,0.0205048,0,0,0
55,0.0305602,0.0567646,0,0,0,0,0,0,0,0,0,0,0,0,0.0333759,0,0.0210515,0.0638102,0,0,0.00842609,0,0,0.04202,0.0550684,0.034279,0.0317373,0.0530067,0.0450694,0.0520579,0.0719791,0.0555962,0.0538806,0.0585973,0.0327402,0.0279802,0.01048,0.0370436,0.0120408,0.0222661,0.0165893,0,0.0256092,0.043795,0.0408221,0,0,0.0112016,0,0,0.0315245,0.0798116,0.0321414,0.0150777,0.0268344,0.0564864,0.0334726,0.0356075,0.0674627,0.0627125,0.0342272,0.0252454,0.0199943,0.0084715,0.0316975,0.0546039,0.0464768,0.00962369,0.0142517,0.04838,0.0501561,0,0,0,0,0,0.0185766,0,0,0
56,0.0303936,0.0566381,0,0,0,0,0,0,0,0,0,0,0,0,0.0245292,0,0.0234609,0.0578746,0,0,0.00884781,0,0,0.04236,0,0.0328305,0.0327464,0.0526725,0.0451728,0.0461948,0.0665695,0.0546896,0.0593904,0.0631515,0,0.0334453,0.017205,0.0365024,0.0115376,0.0220575,0.0165909,0,0.0274271,0.0461828,0.0408449,0,0,0.0111978,0,0,0.0320184,0.0768775,0.0330302,0.0162325,0.0264795,0.0574311,0.0345406,0.0353272,0.0690649,0.063612,0.0330559,0.0236265,0.0234623,0.0103368,0.0303311,0.0493109,0.0454961,0.00920004,0.0145742,0.0480176,0.0509297,0,0,0,0,0,0.0195691,0,0,0
57,0.030686,0.0566801,0,0,0,0,0,0,0,0,0,0,0,0,0.0342407,0,0.0209013,0.0639808,0,0,0.00870013,0,0,0.0417774,0.0554356,0.0346362,0.0321382,0.0526738,0.0445182,0.0520416,0.0717588,0.055473,0.0547234,0.0585351,0.0326713,0.0275832,0.0100048,0.0369707,0.0118348,0.022164,0.0162232,0,0.025706,0.0438497,0.0408531,0,0,0.0112214,0,0,0.0315421,0.0794916,0.030847,0.0150203,0.0267657,0.0564403,0.0333062,0.0348307,0.0666952,0.0622934,0.0343512,0.0255861,0.0209828,0.00872959,0.0323082,0.0511289,0.0464618,0.00964922,0.014322,0.0482617,0.0501591,0,0,0,0,0,0.0184224,0,0,0
58,0.0307706,0.056586,0,0,0,0,0,0,0,0,0,0,0,0,0.0341047,0,0.0210343,0.0638666,0,0,0.00893174,0,0,0.0417054,0.0557324,0.0339906,0.0321231,0.0524535,0.0439761,0.0517383,0.0715365,0.0554573,0.0541965,0.0583398,0.032737,0.0279677,0.00922926,0.0369497,0.0116692,0.0220908,0.0163632,0,0.0256785,0.044048,0.040874,0,0,0.0112795,0,0,0.0315612,0.079185,0.0303846,0.014882,0.0267238,0.0563104,0.0331474,0.0345311,0.0663718,0.0621037,0.0342771,0.0257701,0.0213231,0.00877816,0.0325395,0.0492641,0.0463796,0.00966511,0.0142913,0.0482421,0.0501419,0,0,0,0,0,0.018434,0,0,0
59,0.0308306,0.0565114,0,0,0,0,0,0,0,0,0,0,0,0,0.0338004,0,0.0212737,0.0634965,0,0,0.00910109,0,0,0.0416294,0.0559306,0.0332752,0.0320678,0.0523427,0.0436473,0.0515286,0.0714667,0.0554245,0.0538697,0.058382,0.0327064,0.0284333,0.00851318,0.036898,0.0116001,0.0220046,0.0166595,0,0.0255998,0.0441686,0.0409272,0,0,0.0112602,0,0,0.0316233,0.0793971,0.0298005,0.0150241,0.0267096,0.0562399,0.0330282,0.0343118,0.066002,0.0619246,0.0342424,0.0258554,0.0216011,0.00890217,0.0327982,0.0470349,0.0462872,0.00975271,0.0142479,0.0481571,0.0501587,0,0,0,0,0,0.0183627,0,0,0
60,0.0306754,0.0564795,0,0,0,0,0,0,0,0,0,0,0,0,0.0274122,0,0.0236853,0.0584749,0,0,0.00940301,0,0,0.0420991,0,0.0360679,0.0314537,0.0523591,0.0435899,0.0455618,0.0675395,0.055983,0.0564371,0.060782,0.0348956,0.0310666,0.0146532,0.0364018,0.0111479,0.0216001,0.0180254,0,0.0266106,0.0475591,0.0409123,0,0,0.0110309,0,0,0.0320957,0.077056,0.0299532,0.0160372,0.0260713,0.0568807,0.0336393,0.0338729,0.0671187,0.0625742,0.0332353,0.0243536,0.0240408,0.0102445,0.0316872,0.0424094,0.0455546,0.0093865,0.0143571,0.0478702,0.0507742,0,0,0,0,0,0.0190365,0,0,0
61,0.0307933,0.0564391,0,0,0,0,0,0,0,0,0,0,0,0,0.0274872,0,0.0237395,0.0586052,0,0,0.00965682,0,0,0.0420033,0,0.0361966,0.0316094,0.0522543,0.0432363,0.0446399,0.0672401,0.0559963,0.0568964,0.0605542,0.0349672,0.03097,0.0142961,0.0362981,0.0110272,0.0214358,0.018557,0,0.02638,0.0478773,0.0409609,0,0,0.0110235,0,0,0.0320734,0.0768967,0.0291728,0.0164011,0.0260707,0.056714,0.033617,0.0334013,0.0666305,0.0623216,0.0334163,0.024518,0.0240447,0.0103941,0.0319811,0.0405995,0.0455032,0.00941055,0.0144637,0.0477691,0.0508134,0,0,0,0,0,0.0190049,0,0,0
62,0.0308704,0.0563969,0,0,0,0,0,0,0,0,0,0,0,0,0.0276069,0,0.0238293,0.0585203,0,0,0.00983232,0,0,0.0418407,0,0.0362799,0.0318805,0.0522528,0.0430685,0.0448543,0.067031,0.0559996,0.0578098,0.0605128,0.0348626,0.0308594,0.0139776,0.0361968,0.010913,0.0213575,0.0191577,0,0.0261559,0.0482024,0.0410206,0,0,0.0109054,0,0,0.0320471,0.0766797,0.0283887,0.0164551,0.0261035,0.0566038,0.0335343,0.0329036,0.0660324,0.0621015,0.0336109,0.0248144,0.0241313,0.0104931,0.0321151,0.0388247,0.0454694,0.00938808,0.0145742,0.0475974,0.0508852,0,0,0,0,0,0.0189559,0,0,0
63,0.0309362,0.0563245,0,0,0,0,0,0,0,0,0,0,0,0,0.0275945,0,0.0238858,0.0581969,0,0,0.00997734,0,0,0.0416441,0,0.0361179,0.0321369,0.0522738,0.0429137,0.0452252,0.0669042,0.0559441,0.0577123,0.0607182,0.0348911,0.030815,0.0137124,0.0360728,0.0107468,0.0213932,0.0198491,0,0.0259091,0.0485422,0.0410881,0,0,0.0107382,0,0,0.0320719,0.0764631,0.0276673,0.0163862,0.0260892,0.0565196,0.0334331,0.0323916,0.0654022,0.0619697,0.0338474,0.0251296,0.0243464,0.0106594,0.0325865,0.0369601,0.0454124,0.00928393,0.0146754,0.0474062,0.0509906,0,0,0,0,0,0.0188988,0,0,0
64,0.031032,0.0562425,0,0,0,0,0,0,0,0,0,0,0,0,0.0275414,0,0.023873,0.0577896,0,0,0.0101681,0,0,0.0415117,0,0.0356129,0.032436,0.0523107,0.0427795,0.0454102,0.0665103,0.0557965,0.056867,0.0609071,0.034823,0.0308654,0.0133315,0.0359332,0.0107658,0.0214013,0.0205756,0,0.025737,0.0488567,0.0411644,0,0,0.0105911,0,0,0.032084,0.0764282,0.0269367,0.0165214,0.0260965,0.0564355,0.0332542,0.0320121,0.0647593,0.0619003,0.0341049,0.0254751,0.0246067,0.010896,0.0330785,0.0350647,0.0454015,0.00927028,0.0148165,0.0471968,0.0511165,0,0,0,0,0,0.0189363,0,0,0
65,0.0312386,0.0561965,0,0,0,0,0,0,0,0,0,0,0,0,0.027135,0,0.0233571,0.0594634,0,0,0.01031,0,0,0.0412488,0,0.037382,0.0298038,0.0533591,0.0427575,0.045588,0.06844,0,0.0547617,0.0583532,0.0326207,0.0300539,0.0139959,0.0361531,0.0110514,0.0214015,0.0212841,0,0.0258027,0.0513462,0.0411921,0,0,0.0103338,0,0,0.031933,0.0765253,0.0259174,0.0161382,0.0260645,0.0561113,0.0320894,0.0313339,0.0640433,0.0619035,0.0346179,0.0257467,0.0249287,0.0112244,0.0336543,0.03294,0.0460376,0.00944627,0.0146951,0.0468442,0.0512281,0,0,0,0,0,0.0203207,0,0,0
66,0.0311643,0.055971,0,0,0,0,0,0,0,0,0,0,0,0,0.027479,0,0.0238879,0.0572511,0,0,0.0105476,0,0,0.0414047,0,0.0352157,0.0329088,0.0523197,0.0425354,0.0456326,0.0660709,0.0556638,0.0575376,0.0606421,0.0348482,0.0307411,0.0125927,0.0357357,0.0108089,0.0212852,0.0218981,0,0.0258516,0.049485,0.0413122,0,0,0.0103004,0,0,0.0321886,0.0763362,0.0255657,0.0166785,0.0262453,0.0562699,0.0327272,0.0316291,0.0637061,0.0619594,0.0348931,0.0257924,0.0249308,0.0114446,0.0339908,0.0320124,0.0454648,0.00915009,0.0151545,0.0467439,0.0514049,0,0,0,0,0,0.0189582,0,0,0
67,0.0311984,0.0558595,0,0,0,0,0,0,0,0,0,0,0,0,0.0277051,0,0.0238811,0.0570163,0,0,0.010689,0,0,0.041286,0,0.0349692,0.0333049,0.0523915,0.0423894,0.045676,0.0660305,0.0556154,0.0575251,0.0606323,0.0348759,0.0306539,0.0120725,0.0356884,0.0107985,0.02121,0.0226149,0,0.0257823,0.0496156,0.0414074,0,0,0.0102916,0,0,0.0322499,0.0759553,0.0249005,0.0168101,0.0263775,0.0562216,0.0323535,0.0314415,0.0632396,0.0621138,0.0353113,0.0260946,0.0252251,0.0117187,0.0343873,0.0307734,0.0457526,0.00890883,0.0152876,0.0464727,0.0515601,0,0,0,0,0,0.018823,0,0,0
68,0.0317947,0.0556187,0,0,0,0,0,0,0,0,0,0,0,0,0.0280323,0,0.0237936,0.0568026,0,0,0.010693,0,0,0.0411485,0,0.0345799,0.0336165,0.0518921,0.0425866,0.0452985,0.0655468,0.0554406,0.0572726,0.0609413,0.0350582,0.0307186,0.0115703,0.0359635,0.0108546,0.0210697,0.0232475,0,0.0257656,0.0498337,0.0409731,0,0,0.0172755,0,0,0.0290043,0.0757201,0.0242621,0.0172034,0.0265297,0.0560149,0.0335022,0.031277,0.0628298,0.0622647,0.0357727,0.0266775,0.0256537,0.0119813,0.0346843,0.0296757,0.0443933,0.0104615,0.0143753,0.0463309,0.0519413,0,0,0,0,0,0.0187761,0,0,0
69,0.0313117,0.0556304,0,0,0,0,0,0,0,0,0,0,0,0,0.0282751,0,0.023688,0.0563789,0,0,0.0109193,0,0,0.0412307,0,0.0344877,0.0337287,0.0523451,0.0423698,0.0453464,0.0652949,0.0554098,0.0575967,0.0608545,0.0350871,0.0307023,0.0112466,0.0356505,0.0108887,0.0211541,0.0236523,0,0.0257788,0.0503044,0.0415263,0,0,0.0107502,0,0,0.0321412,0.0753384,0.0239114,0.0170144,0.0264821,0.0562086,0.0317694,0.0312207,0.0624622,0.0624604,0.0361386,0.0269942,0.0259238,0.0122291,0.0349482,0.0289422,0.0459646,0.00871032,0.0152413,0.0460322,0.0519452,0,0,0,0,0,0.0189045,0,0,0
70,0.0314481,0.055505,0,0,0,0,0,0,0,0,0,0,0,0,0.0284725,0,0.023557,0.0560882,0,0,0.0110014,0,0,0.0412787,0,0.0343099,0.0338164,0.0524162,0.0423996,0.0452173,0.0651002,0.0553843,0.0576593,0.0608814,0.0351582,0.0307567,0.010823,0.0356167,0.010933,0.0211926,0.0240138,0,0.0257241,0.0506467,0.0415134,0,0,0.0100464,0,0,0.0323163,0.075108,0.0236643,0.0168973,0.02652,0.0561483,0.0312155,0.0311482,0.0619669,0.062537,0.0363782,0.0268648,0.0259486,0.0123927,0.0352306,0.0282923,0.0462298,0.00865584,0.0157423,0.0458517,0.0521661,0,0,0,0,0,0.0189151,0,0,0
71,0.0315549,0.0553898,0,0,0,0,0,0,0,0,0,0,0,0,0.0288945,0,0.0233413,0.0559478,0,0,0.0111775,0,0,0.0412633,0,0.0340997,0.0339402,0.0523912,0.0424949,0.0449378,0.0650636,0.0554338,0.057292,0.0609828,0.0351733,0.0307719,0.0102671,0.0355965,0.0109559,0.0211238,0.0244108,0,0.025734,0.050739,0.0415388,0,0,0.00978348,0,0,0.0323403,0.0749981,0.0235582,0.0169137,0.0265466,0.0561255,0.0307082,0.0311092,0.0617269,0.0625728,0.0366045,0.0268448,0.0259248,0.0125373,0.0356347,0.0277703,0.0463652,0.0084804,0.0161053,0.0457423,0.0523563,0,0,0,0,0,0.0188167,0,0,0
72,0.0316271,0.0552959,0,0,0,0,0,0,0,0,0,0,0,0,0.0293688,0,0.0231247,0.0556794,0,0,0.0113488,0,0,0.0412625,0,0.0339934,0.0339266,0.0523194,0.0426219,0.0445734,0.0648495,0.0554768,0.0576584,0.0610561,0.0351331,0.0306993,0.00963817,0.0356055,0.0110043,0.0210015,0.0247474,0,0.0257258,0.0507797,0.0416325,0,0,0.00978421,0,0,0.0324601,0.0746498,0.0235372,0.0170798,0.0265017,0.0561475,0.0302631,0.0311018,0.0615209,0.0626248,0.0368194,0.0269517,0.025865,0.0126156,0.0361348,0.0273808,0.0465322,0.00827096,0.0163808,0.0456606,0.0525156,0,0,0,0,0,0.0186483,0,0,0
73,0.0324557,0.055032,0,0,0,0,0,0,0,0,0,0,0,0,0.0297319,0,0.0228997,0.0552943,0,0,0.0112948,0,0,0.0411825,0,0.0338194,0.0339431,0.05168,0.0430084,0.0440833,0.0643009,0.0553951,0.0580688,0.0612451,0.0352602,0.0307144,0.00905353,0.0360804,0.0110368,0.0208124,0.0250483,0,0.0256959,0.050766,0.0410526,0,0,0.0234285,0,0,0.0251191,0.0744057,0.0234164,0.0173526,0.0265448,0.0558823,0.0321252,0.0310388,0.0613286,0.0626219,0.0370325,0.0271685,0.0257709,0.0126626,0.0364328,0.0269565,0.0452548,0.0084403,0.0167615,0.0457192,0.052936,0,0,0,0,0,0.0183993,0,0,0
74,0.0317152,0.0550859,0,0,0,0,0,0,0,0,0,0,0,0,0.029985,0,0.0226629,0.0549368,0,0,0.0115346,0,0,0.0412956,0,0.0337111,0.0339385,0.052068,0.0428649,0.0438496,0.0642068,0.0555539,0.0579736,0.0611662,0.0352293,0.0306379,0.00861771,0.0357785,0.0111312,0.0208555,0.0251926,0,0.025672,0.0508208,0.041886,0,0,0.0113779,0,0,0.032104,0.0740721,0.0233963,0.0172245,0.0265166,0.0560686,0.0296472,0.0310322,0.0612435,0.0626964,0.0372371,0.0272713,0.0257189,0.012683,0.0359947,0.0267956,0.0467098,0.00799609,0.0160664,0.0456137,0.0527839,0,0,0,0,0,0.0183615,0,0,0
