Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LTHII,,LILC
265,0.0373664,0.0582303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345311,0,0.0150527,0.0809371,0,0,0.0123695,0,0,0.0396897,0.0816288,0.0200316,0.0296235,0.0920151,0.0303163,0.0332489,0.0685549,0.0221197,0.0569517,0.0627961,0,0.0358956,0.00542283,0.0362758,0.0108372,0.0161066,0.0345364,0,0.0194312,0.0916546,0.0461769,0,0,0.0195241,0,0,0.0288435,0.108057,0.0228254,0,0.0291213,0.115337,0.0299288,0.0420581,0.055171,0.0643597,0.0583379,0.0263864,0.0227403,0.0080185,0.0345204,0,0.0457917,0.0151915,0.011544,0.0392623,0.0737281,0,0,0,0,0.0624007,0,0.0451737
266,0.0377541,0.0575512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350422,0,0.0146586,0.0808009,0,0,0.00911329,0,0,0.0306584,0.0813072,0.0204561,0.0291583,0.0916603,0.025548,0.0330136,0.0687252,0.0225572,0.0572647,0.0627186,0,0.0360342,0.00526945,0.0362709,0,0.0202177,0.0352892,0,0.0196062,0.0915911,0.0461784,0,0,0.0195166,0,0,0.0288396,0.107873,0.0225735,0,0.0293899,0.115376,0.030447,0.0420305,0.0549951,0.0640145,0.0583987,0.0265253,0.022798,0.00809918,0.0347837,0,0.0454673,0.0150413,0.0115965,0.0385712,0.0738236,0,0,0,0,0.0626927,0,0.0446136
267,0.0369927,0.058703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360786,0,0.0137777,0.0817783,0,0,0.0122536,0,0,0.0400481,0.0815975,0.0215931,0.028384,0.0919334,0.029958,0.0327452,0.0691844,0.0233388,0.0576778,0.0624375,0,0.0356474,0.00471713,0.0358653,0.0108832,0.0158981,0.0351539,0,0.0198704,0.0922869,0.0459535,0,0,0.0188554,0,0,0.0289652,0.108692,0.0245144,0,0.0291875,0.116341,0.0304731,0.042217,0.0548082,0.0637331,0.0586988,0.0259629,0.0255256,0.00942613,0.0342446,0.0139773,0.0458469,0.0153524,0.0112823,0.0398493,0.0735026,0,0,0,0,0.0633781,0,0.0449458
268,0.037386,0.0585777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358047,0,0.0132103,0.0809013,0,0,0.0117278,0,0,0.0404773,0.0806624,0.022249,0.0280862,0.0910322,0.0300554,0.0327572,0.0687819,0.0234809,0.0582452,0.0623558,0,0.0361671,0.00436765,0.036266,0.0103618,0.015616,0.0363485,0,0.020249,0.0913298,0.0457093,0,0,0.0192789,0,0,0.0284652,0.107407,0.0238886,0,0.0293445,0.11555,0.0303536,0.0420126,0.0543956,0.0635528,0.0586883,0.0258127,0.0258879,0.00949082,0.0342064,0.0128936,0.0457602,0.0156439,0.0116301,0.0397278,0.0730135,0,0,0,0,0.0633962,0,0.0436434
269,0.0380508,0.0577588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363128,0,0.0133709,0.0812778,0,0,0.0118902,0,0,0.0401039,0.0804472,0.022104,0.0275825,0.0905168,0.0302443,0.0324959,0.0687285,0.0238555,0.0582649,0.0622117,0,0.0361686,0.00509653,0.0362136,0.0104732,0.0162555,0.0371553,0,0.0204108,0.0906558,0.0460042,0,0,0.0203278,0,0,0.0269956,0.107553,0.0230953,0,0.0297548,0.115552,0.0307933,0.0426803,0.0533852,0.0632848,0.0596287,0.0265786,0.0251856,0.00955208,0.0351299,0.0125435,0.0444964,0.014888,0,0.0393242,0.0735266,0,0,0,0,0.0636388,0,0.0435915
270,0.0379791,0.0582435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371358,0,0.0128052,0.0811545,0,0,0.0114639,0,0,0.0406864,0.0804226,0.0227525,0.0273013,0.0905117,0.0300924,0.0321128,0.0685015,0.0243425,0.0584879,0.0622159,0,0.0361521,0.00502791,0.0359795,0.010536,0.0159937,0.037794,0,0,0.090253,0.0456531,0,0,0.0200498,0,0,0.0268088,0.107412,0.0199657,0,0.0293626,0.115575,0.0310523,0.0430578,0.052662,0.0628979,0.0598642,0.0277232,0.0260214,0.0101792,0.0365264,0.0120581,0.0446242,0.0149385,0,0.0397647,0.073331,0,0,0,0,0.0637703,0,0.0435953
271,0.0380835,0.0578696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370118,0,0.0127177,0.0810279,0,0,0.0115667,0,0,0.040491,0.0798598,0.022891,0.0267461,0.089899,0.030355,0.0320782,0.0686636,0.0246494,0.0588503,0.0619947,0,0.0363232,0.00529406,0.0361091,0.0106308,0.0162918,0.0395201,0,0.0206173,0.0892923,0.0459388,0,0,0.0198932,0,0,0.0267928,0.106998,0.0226811,0,0.0308544,0.114986,0.0311765,0.0432107,0.0521994,0.063106,0.0606458,0.0273485,0.0248216,0.0100914,0.0362086,0.0105701,0.0442607,0.0145765,0,0.0394741,0.0732097,0,0,0,0,0.0640721,0,0.0430845
272,0.0380714,0.0578585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037408,0,0.0124709,0.0808441,0,0,0.011422,0,0,0.0404318,0.0795632,0.0232591,0.0263908,0.0895666,0.0303514,0.0318575,0.0686214,0.0250054,0.0590875,0.0619834,0,0.0364344,0.00546943,0.0358406,0.0102133,0.0164592,0.0407874,0,0.0205143,0.088578,0.0459202,0,0,0.0198501,0,0,0.0269113,0.106602,0.0223688,0,0.0314655,0.114728,0.0312851,0.043502,0.0518704,0.0632234,0.0614339,0.0277821,0.0247507,0.010477,0.0367655,0.00977709,0.0440787,0.0144333,0,0.0391327,0.073004,0,0,0,0,0.064266,0,0.0428048
273,0.0384218,0.0572261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379557,0,0.0122362,0.0805452,0,0,0.00829203,0,0,0.0314199,0.0792037,0.0235985,0.0260804,0.0891868,0.025553,0.0316104,0.0685177,0.0253711,0.0592906,0.0620025,0,0.0365835,0.00565028,0.0356517,0,0.0201624,0.0423078,0,0.0205256,0.0878412,0.0458806,0,0,0.02015,0,0,0.0272183,0.106083,0.0219543,0,0.0320398,0.114384,0.0316476,0.0437643,0.0517987,0.0634252,0.0622302,0.0284152,0.0246099,0.0107711,0.0373045,0.00855103,0.0436805,0.0141647,0,0.0378921,0.0730051,0,0,0,0,0.0644731,0,0.0423894
274,0.037658,0.0581507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385516,0,0.0120197,0.0803252,0,0,0.0119155,0,0,0.0403013,0.0789748,0.0239459,0.0257911,0.0888264,0.0309107,0.0311544,0.068459,0.0258496,0.0594413,0.0620732,0,0.0367354,0.0059981,0.0354614,0.0107432,0.0154057,0.0440583,0,0.0204744,0.0871322,0.045792,0,0,0.0198932,0,0,0.0273179,0.105717,0.0215906,0,0.0326865,0.114086,0.0311904,0.0441333,0.0518171,0.0637125,0.0630891,0.0290123,0.0242037,0.0111762,0.0378622,0.00832224,0.0437527,0.0141592,0,0.0390684,0.0726349,0,0,0,0,0.0647771,0,0.0421382
275,0.0362066,0.0588223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391594,0,0.0116665,0.0798158,0,0,0.011283,0,0,0.0406453,0.0787855,0.0244651,0.0255077,0.0887782,0.0309731,0.030507,0.068412,0.026448,0.0597011,0.062113,0,0.0368696,0.00627832,0.0355391,0.0103175,0.0157326,0.0506071,0,0.0218878,0.0864188,0.0457423,0,0,0.0184095,0,0,0.0291705,0.105034,0.0182434,0,0.0325009,0.113812,0.0308824,0.0439011,0.0520784,0.0638326,0.0630553,0.0280552,0,0.0121356,0.0371861,0,0.044477,0.014264,0.012475,0.0396448,0.0720889,0,0,0,0,0.065172,0,0.0419887
276,0.0359124,0.0594868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393574,0,0.0113964,0.0791947,0,0,0.0107248,0,0,0.0408228,0.0783739,0.0248676,0.0254828,0.0881691,0.029739,0.0298882,0.0681319,0.026817,0.0598696,0.0623181,0,0.0371499,0.00610491,0.0357875,0.0100884,0.0154859,0.04193,0,0.0182497,0.0855461,0.0457804,0,0,0.0184926,0,0,0.0291194,0.102993,0,0,0.0339537,0.113816,0.0306802,0.0442973,0.0539759,0.0660323,0.0644683,0.0270158,0.0243987,0.0105247,0.0369071,0,0.0445128,0.0142534,0.0125349,0.0405259,0.0713381,0,0,0,0,0.0653014,0,0.0419369
277,0.0359398,0.059611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401789,0,0.0108167,0.0797939,0,0,0.0102726,0,0,0.041395,0.0781246,0.0258936,0.0249939,0.0878844,0.0304145,0.0299673,0.0684998,0.027444,0.0601932,0.0621703,0,0.0372193,0.00672223,0.0354933,0.00973971,0.0155791,0.0501467,0,0.0202722,0.0857885,0.045419,0,0,0.0185031,0,0,0.0293379,0.104034,0,0,0.0338884,0.113771,0.0305947,0.0445987,0.0533493,0.0658648,0.065011,0.026873,0,0.0134906,0.035903,0.00699095,0.0444688,0.0143706,0.0123933,0.0404875,0.0712554,0,0,0,0,0.0658865,0,0.0413512
278,0.0355657,0.0591152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406314,0,0.0116233,0.0785873,0,0,0.0109851,0,0,0.0406168,0.0765561,0.0246405,0.0252948,0.0860924,0.0304056,0.0306745,0.0681839,0.0267955,0.0597862,0.0624454,0,0.0372763,0.00749358,0.0356054,0.0104574,0.0164268,0.0451082,0,0.0190604,0.0839231,0.0463726,0,0,0.0186534,0,0,0.0291812,0.102322,0,0,0.0340044,0.112416,0.0299648,0.045385,0.0541062,0.0669635,0.066017,0.0284249,0.0243526,0.0123996,0.0379033,0.00600475,0.0442633,0.0139135,0.0129915,0.0404156,0.0706623,0,0,0,0,0.0653149,0,0.0394148
279,0.0356771,0.059057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406823,0,0.011057,0.078076,0,0,0.0106228,0,0,0.0410177,0.0766139,0.0253419,0.0251826,0.0859815,0.0310126,0.0304891,0.0681047,0.0276449,0.0601586,0.0626189,0,0.0379037,0.00734665,0.0361208,0.010671,0.0161904,0.0487446,0,0.0226667,0.0837891,0.0459739,0,0,0.0192351,0,0,0.028907,0.102241,0,0,0.0329695,0.111925,0.0294704,0.0446645,0.0541093,0.0668427,0.0656387,0.0274365,0,0.013614,0.0360951,0.00653816,0.0439067,0.0139831,0.013467,0.0407157,0.0706463,0,0,0,0,0.0658511,0,0.0388206
280,0.0347491,0.0598197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418161,0,0.0107144,0.0785178,0,0,0.00988541,0,0,0.0420047,0.0769535,0.0262654,0.0249141,0.0864605,0.0308551,0.0301815,0.0682564,0.0281592,0.0601847,0.0625877,0,0.0375676,0.00801316,0.0356552,0.00984182,0.0159527,0.0507434,0,0,0.0841467,0.0460116,0,0,0.0186676,0,0,0.0296126,0.10374,0,0,0.0307622,0.112698,0.0291797,0.0451812,0.0518385,0.066176,0.0655349,0.0281163,0,0.0170065,0.0351204,0.00820943,0.0439964,0.0140402,0.0131309,0.0420205,0.0704357,0,0,0,0,0.0662948,0,0.0390826
281,0.0343059,0.0596727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419798,0,0.01112,0.0783248,0,0,0.010607,0,0,0.0408882,0.0763923,0.0256108,0.0248278,0.0854351,0.0309231,0.0301951,0.0683432,0.0279907,0.0600399,0.0625812,0,0.0376196,0.00867278,0.0356685,0.010347,0.0169593,0.0475038,0,0.0241304,0.0832105,0.0467567,0,0,0.0188471,0,0,0.0296848,0.102085,0,0,0.0333582,0.112197,0.0291341,0.0446498,0.0543979,0.0675987,0.0670713,0.0282778,0,0.0151539,0.0367489,0.00528336,0.0434653,0.0134242,0.0139431,0.0411155,0.0700102,0,0,0,0,0.0662525,0,0.0378051
282,0.0339391,0.0611611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422286,0,0.00990738,0.0790194,0,0,0.00951797,0,0,0.0421049,0.0781016,0.0277608,0.0243035,0.0865908,0.0304507,0.0296776,0.068615,0.0294497,0.060664,0.0624576,0,0.0376026,0.00816447,0.035305,0.00955614,0.0159394,0.0485759,0,0.0254052,0.0841162,0.0457934,0,0,0.018786,0,0,0.0301068,0.102668,0,0,0.0336824,0.113493,0.0294101,0.0441195,0.054252,0.0675921,0.0675358,0.0281272,0,0.0153792,0.0364275,0.00558348,0.0432154,0.0135878,0.0137213,0.0413153,0.0698306,0,0,0,0,0.0673255,0,0.0393983
283,0.0334384,0.0607377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421066,0,0.0106455,0.0780718,0,0,0.0105095,0,0,0.0411808,0.0767063,0.0263717,0.024548,0.0851633,0.0309592,0.0301666,0.0684118,0.0281333,0.0603253,0.0624898,0,0.0376945,0.00875587,0.0354802,0.0105891,0.0167541,0.0469838,0,0.0260598,0.082934,0.0469578,0,0,0.0193469,0,0,0.0299064,0.101438,0,0,0.0329906,0.112334,0.0287302,0.0438241,0.0548796,0.0680074,0.0673872,0.0282728,0,0.0149934,0.0364939,0.00450699,0.0428401,0.013013,0.0146099,0.0408865,0.0693329,0,0,0,0,0.0663536,0,0.0372047
284,0.0331594,0.0612975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041846,0,0.0104134,0.0776998,0,0,0.0103565,0,0,0.0411319,0.0769186,0.026612,0.0245168,0.0851268,0.0304131,0.0301045,0.0682814,0.0281201,0.0604455,0.0624355,0,0.0377439,0.00845943,0.0355064,0.0105065,0.0165361,0.0425954,0,0.0246884,0.0827125,0.0470542,0,0,0.0195637,0,0,0.0299866,0.100689,0,0,0.0341098,0.112511,0.0286837,0.0436935,0.0551804,0.0685875,0.0682191,0.0295135,0.0274147,0.0145168,0.0383538,0.00657114,0.0425737,0.0129333,0.0149236,0.0412872,0.0689048,0,0,0,0,0.0663364,0,0.0373737
285,0.0326674,0.0622102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424054,0,0.00955062,0.078164,0,0,0.00973408,0,0,0.0420901,0.0785615,0.0281078,0.0240268,0.0864292,0.0306965,0.0297319,0.0685089,0.0292163,0.0608117,0.0620711,0,0.037274,0.00842283,0.0348116,0.00986996,0.0162355,0.0428503,0,0.0257591,0.0832304,0.0463474,0,0,0.0191302,0,0,0.0307065,0.101902,0.018497,0,0.0344685,0.113318,0.029095,0.0432092,0.0536098,0.0672553,0.0685324,0.0320578,0.0270943,0,0.0413244,0.00549593,0.0424385,0.0133015,0.0144488,0.0416144,0.0690325,0,0,0,0,0.0671422,0,0.0393889
286,0.0323846,0.0624537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041909,0,0.00941829,0.0779864,0,0,0.00973796,0,0,0.042083,0.0785089,0.0281441,0.0240063,0.086368,0.0306521,0.0298513,0.068439,0.0288913,0.0608407,0.061912,0,0.0372185,0.00826554,0.034751,0.0100723,0.016198,0.0415412,0,0.026082,0.0828037,0.046507,0,0,0.0194617,0,0,0.031026,0.101466,0.0192956,0,0.0352352,0.113164,0.0291947,0.0425878,0.0543339,0.0678925,0.0684801,0.0315375,0.0266402,0.0148602,0.0411109,0.00758107,0.0420174,0.0133088,0.0148091,0.0417733,0.0687436,0,0,0,0,0.0668777,0,0.0392653
287,0.0321047,0.0628148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416389,0,0.00923077,0.0778547,0,0,0.00958833,0,0,0.042055,0.0785586,0.0284357,0.0239334,0.0866046,0.0305814,0.0299708,0.0683989,0.0286915,0.0609661,0.0616488,0,0.0371098,0.00806455,0.0345837,0.0100541,0.0163436,0.0409612,0,0.0260127,0.0825918,0.0465539,0,0,0.0199412,0,0,0.0313799,0.101276,0.0193965,0,0.0350477,0.113417,0.0292163,0.0421155,0.0545568,0.0681233,0.0683719,0.0314327,0.0269943,0.0151228,0.0411071,0.00823559,0.041667,0.0135086,0.0150617,0.0420359,0.0684808,0,0,0,0,0.0667218,0,0.0393346
288,0.0317931,0.0630943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415379,0,0.00915749,0.0777363,0,0,0.00960358,0,0,0.0421397,0.0785422,0.028553,0.0239459,0.0868464,0.0307081,0.0300932,0.0683209,0.0283994,0.0610252,0.0614627,0,0.036992,0.00797198,0.03443,0.0103536,0.0164905,0.0402735,0,0.0260598,0.0824473,0.0466601,0,0,0.0203435,0,0,0.0317843,0.101085,0.0190707,0,0.034731,0.113609,0.0293459,0.0417861,0.0545244,0.0681949,0.0684335,0.0313829,0.027366,0.0153117,0.0411411,0.00816697,0.0413146,0.0135844,0.0153988,0.0422782,0.0683226,0,0,0,0,0.0665762,0,0.0395154
289,0.0314902,0.0633641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415037,0,0.0090637,0.07764,0,0,0.00963157,0,0,0.0422032,0.0784054,0.0285843,0.023988,0.087061,0.0308773,0.0302697,0.0682386,0.0280586,0.0610757,0.0612706,0,0.0368255,0.00805682,0.0342795,0.0105198,0.0167737,0.0396025,0,0.0260963,0.0822515,0.0467798,0,0,0.020576,0,0,0.032051,0.100882,0.0187087,0,0.0344087,0.114012,0.0295907,0.0415702,0.0544688,0.0681914,0.0685681,0.0312342,0.0277706,0.0151634,0.0411477,0.00804586,0.0409326,0.0135568,0.0158737,0.0425434,0.0681898,0,0,0,0,0.0665151,0,0.03975
290,0.0310309,0.0635595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414413,0,0.00924084,0.0777144,0,0,0.00966149,0,0,0.0421446,0.0779403,0.0282216,0.024079,0.0871454,0.0309568,0.0305582,0.0681436,0.027482,0.0609691,0.0610724,0,0.0365378,0.00856892,0.0340709,0.0104708,0.0171941,0.0387393,0,0.0259235,0.0818719,0.0471543,0,0,0.0205553,0,0,0.0323613,0.100875,0.0184183,0,0.0340278,0.114276,0.0300613,0.0415704,0.0546648,0.068135,0.0686556,0.0311073,0.028247,0.0151105,0.0411464,0.00818126,0.0405431,0.013219,0.0164531,0.0427719,0.0681005,0,0,0,0,0.0662486,0,0.0396238
291,0.0306611,0.0637321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410819,0,0.00935855,0.0776854,0,0,0.00946701,0,0,0.0419497,0.0775256,0.0277534,0.0242776,0.087398,0.0311056,0.0307926,0.0679785,0.0269173,0.0608345,0.0608945,0,0.036402,0.0089041,0.0340592,0.0103376,0.0175354,0.0379008,0,0.025761,0.0816365,0.0474178,0,0,0.0207605,0,0,0.0325953,0.100808,0.0182754,0,0.0339671,0.114408,0.0303298,0.0414144,0.0545256,0.0680048,0.0685317,0.030704,0.0290112,0.0149799,0.040894,0.00848261,0.0401648,0.0129811,0.0170546,0.0429371,0.0678964,0,0,0,0,0.0656576,0,0.039473
292,0.0306166,0.0638379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402165,0,0.00933631,0.0773724,0,0,0.00917761,0,0,0.0418551,0.0772471,0.0273065,0.0245895,0.0876498,0.0314788,0.0310447,0.067815,0.0264172,0.0609513,0.0606763,0,0.0365553,0.00892459,0.0344824,0.0103744,0.017381,0.0370983,0,0.0258361,0.0815962,0.0474253,0,0,0.0214904,0,0,0.0326243,0.100437,0.0180039,0,0.0336969,0.114408,0.0302332,0.0410406,0.0543617,0.0678228,0.0680358,0.0301915,0.0292596,0.0146054,0.0404517,0.00845262,0.0397444,0.0129686,0.017646,0.0429392,0.0673508,0,0,0,0,0.0651942,0,0.0392464
293,0.0301424,0.0641312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402371,0,0.00968497,0.0776726,0,0,0.00942113,0,0,0.0417285,0.0770263,0.0264985,0.0251264,0.0875495,0.0318708,0.0314239,0.06779,0.0257201,0.0607097,0.0603722,0,0.0359649,0.00968766,0.034425,0.0107226,0.0177307,0.0360307,0,0.0255812,0.0815691,0.0477472,0,0,0.0215437,0,0,0.0330765,0.100669,0.016993,0,0.0333513,0.114695,0.0306409,0.0414006,0.0540543,0.0676354,0.068268,0.0301772,0.0288012,0.0146404,0.0404523,0.00814445,0.0394395,0.0129894,0.0178998,0.0432081,0.0670032,0,0,0,0,0.0646401,0,0.0394907
294,0.0299725,0.0641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039619,0,0.0100748,0.0776029,0,0,0.00954325,0,0,0.0417055,0.07668,0.0256116,0.0258709,0.0875195,0.0323366,0.0319301,0.0674589,0.0250099,0.0606524,0.0600926,0,0.0357311,0.010388,0.0346698,0.0109671,0.017754,0.0348744,0,0.0261243,0.0816083,0.0478942,0,0,0.0217152,0,0,0.0332749,0.100536,0.0160525,0,0.0329028,0.114467,0.0308082,0.0416413,0.054021,0.0675507,0.0683814,0.0298619,0.0285533,0.014238,0.0400841,0.00837381,0.0390713,0.0131975,0.0181748,0.0433158,0.0668384,0,0,0,0,0.0639701,0,0.039519
295,0.0299698,0.0640033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386997,0,0.0104568,0.0774642,0,0,0.00955971,0,0,0.0417023,0.076577,0.0248486,0.0267355,0.087728,0.0327035,0.0327745,0.0671803,0.0239287,0.0606635,0.05981,0,0.0356526,0.0110998,0.0350646,0.0112231,0.0177131,0.0337543,0,0.0269506,0.0818043,0.0478447,0,0,0.0220615,0,0,0.0332901,0.100228,0.0150292,0,0.0325696,0.114139,0.0308972,0.0416239,0.0539642,0.067542,0.0682341,0.0292489,0.0285387,0.0136942,0.0394323,0.00891777,0.0387376,0.0136197,0.0184655,0.0434569,0.0666949,0,0,0,0,0.0633743,0,0.0395065
296,0.0297535,0.064045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381193,0,0.0110717,0.0776586,0,0,0.00970426,0,0,0.0415301,0.0771797,0.023781,0.0278623,0.087792,0.0328332,0.0339954,0.0671472,0.0224816,0.0603927,0.059568,0,0.0352877,0.0122338,0.0352609,0.0113985,0.0179266,0.0327437,0,0.0270243,0.0818025,0.0480528,0,0,0.0221392,0,0,0.0335826,0.100062,0.0134495,0,0.0328878,0.11388,0.0312207,0.0420592,0.0536512,0.0675475,0.0682598,0.0291506,0.0284227,0.0139619,0.0387805,0.00920912,0.0385235,0.0139072,0.0186709,0.0436726,0.0666436,0,0,0,0,0.0626319,0,0.039556
297,0.0295894,0.0647675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037841,0,0.0116966,0.0779048,0,0,0.00981874,0,0,0.0412308,0.0791914,0.0228513,0.029359,0.0878214,0.0328008,0.0348315,0.0673497,0.0209253,0.0600812,0.0593481,0,0.0349883,0.0139712,0.0355308,0.011641,0.0180661,0.0323596,0,0.0271082,0.0815765,0.0482143,0,0,0.022215,0,0,0.0337706,0.0997784,0.0117195,0,0.0339302,0.11381,0.0314294,0.0427477,0.0530669,0.0675989,0.068669,0.0294392,0.0287943,0.0148698,0.0386106,0.00880347,0.0384923,0.0142713,0.0188948,0.0440113,0.0666392,0,0,0,0,0.061728,0,0.0398087
298,0.0296525,0.0648803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427379,0,0.0122241,0.0777333,0,0,0.00967851,0,0,0.0407659,0.0776767,0.0202727,0.0317235,0.0883346,0.0326765,0.036672,0.0685284,0.0190848,0.0595153,0.0583403,0,0.0316583,0.0176499,0.0360074,0.012068,0.0179803,0.0366918,0,0.0307215,0.0817105,0.0483127,0,0,0.0222778,0,0,0.033734,0.0990223,0.0141941,0,0.0343312,0.114099,0.031053,0.042784,0.0529846,0.067981,0.0683347,0.0273119,0.0325712,0.0160681,0.0361178,0.00842823,0.0388333,0.0144659,0.019526,0.0445602,0.0667625,0,0,0,0,0.0609983,0,0.0401907
299,0.0295037,0.0649354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414759,0,0.0131863,0.0772065,0,0,0.00956948,0,0,0.0406216,0.0747359,0.0191087,0.0319998,0.0884405,0.0325914,0.0368608,0.0687796,0.0190052,0.0590407,0.0585151,0,0.0318176,0.0184278,0.0362129,0.0121899,0.0177373,0.0371657,0,0.0303919,0.0812402,0.048422,0,0,0.0223285,0,0,0.0339271,0.0986959,0.0126217,0,0.0349528,0.113717,0.0310686,0.043177,0.0519743,0.0678378,0.0683366,0.027257,0.0342191,0.0169778,0.0366996,0.00904801,0.0392126,0.0144509,0.0197481,0.0452306,0.066607,0,0,0,0,0.0610741,0,0.0401524
300,0.0294705,0.0651077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409233,0,0.0129546,0.0769499,0,0,0.00949297,0,0,0.0404776,0.0731873,0.0187869,0.0320456,0.088826,0.032335,0.0375083,0.0691856,0.018913,0.0585569,0.0590144,0,0.0316805,0.0181107,0.0364382,0.0122673,0.0175072,0.0380494,0,0.0298683,0.0813444,0.0484708,0,0,0.0224071,0,0,0.0341244,0.0991465,0.0119612,0,0.0347972,0.113063,0.0311433,0.0432428,0.0511973,0.067504,0.0681373,0.0269145,0.0349729,0.0173517,0.0366941,0.00980921,0.0395207,0.0146017,0.019914,0.0456103,0.0666245,0,0,0,0,0.06123,0,0.0402617
301,0.0295117,0.0652383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403332,0,0.0126153,0.0772837,0,0,0.00953079,0,0,0.0404524,0.0727378,0.0185824,0.032098,0.0890628,0.0321055,0.0381703,0.0697309,0.0188117,0.057949,0.0596128,0,0.0315843,0.0181179,0.0367402,0.0124045,0.0173256,0.038952,0,0.0289676,0.0815748,0.0483968,0,0,0.022466,0,0,0.0343664,0.0999797,0.0120949,0,0.0341573,0.112667,0.0311727,0.042821,0.0508237,0.0670007,0.0677197,0.0265257,0.0347676,0.0169404,0.035905,0.0101582,0.0398008,0.0148642,0.0199884,0.0458952,0.0667156,0,0,0,0,0.0614637,0,0.0402571
302,0.0296864,0.0652454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396297,0,0.0123682,0.0775266,0,0,0.00951323,0,0,0.0406514,0.0724757,0.0183242,0.0322952,0.0894646,0.0326032,0.0386942,0.0704236,0.0186087,0.0570599,0.0604529,0,0.0316419,0.0184372,0.0370739,0.012443,0.0174537,0.0401206,0,0,0.0813506,0.0481709,0,0,0.0224644,0,0,0.0346138,0.10098,0.0125419,0,0.0319981,0.112427,0.0310078,0.0422757,0.0495332,0.0652344,0.0663932,0.027316,0.0351604,0.0170797,0.0365607,0.0129113,0.0401106,0.015494,0.0198031,0.045967,0.0670171,0,0,0,0,0.0616701,0,0.0402777
303,0.0296514,0.0654471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391459,0,0.0121376,0.0779837,0,0,0.00955248,0,0,0.040703,0.0722779,0.0181969,0.0324721,0.089448,0.0325814,0.0391928,0.0710855,0.0187103,0.0562972,0.0612749,0,0.0316598,0.0191784,0.0374832,0.01266,0.0173463,0.0407574,0,0.0278528,0.0812328,0.0480738,0,0,0.0222859,0,0,0.03485,0.100673,0.0131283,0,0.0327481,0.112104,0.0308928,0.0425862,0.0500169,0.0658048,0.0663694,0.0260073,0.0335831,0.0152856,0.0355284,0.0104153,0.0405869,0.0158529,0.0196203,0.0462491,0.0668312,0,0,0,0,0.0621008,0,0.0406416
