Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
481,0.027294,0.0583738,0,0,0,0,0,0,0,0,0,0,0,0,0.0277481,0,0.0238004,0.032413,0,0.0130445,0,0,0.0395983,0.0368337,0.021279,0.0633135,0.0369976,0.0643697,0.089899,0.0665332,0.0150078,0.0633648,0,0.0232699,0.0691327,0.0345713,0.0117074,0.0194171,0.0145777,0,0.0258597,0.0514721,0.0470781,0,0,0.0163037,0,0,0.0315163,0.0656458,0.018258,0.0207194,0.0273141,0.05776,0.0513795,0.0320273,0.0609513,0.0651633,0.041259,0.0281276,0.0256023,0.0146905,0.0349278,0.0289291,0.0422764,0.00777243,0.0222827,0.050287,0.0476481,0,0,0,0,0.0609654,0,0.0583874,0,0.0204316,0
482,0.027425,0.0584238,0,0,0,0,0,0,0,0,0,0,0,0,0.0280876,0,0.0235957,0.0318752,0,0.0129252,0,0,0.0394721,0.0372333,0.0214763,0.0633826,0.036786,0.0644161,0.0898723,0.0663517,0.0146294,0.0636715,0,0.0230476,0.0706211,0.0347806,0.011658,0.0193612,0.0142849,0,0.0258821,0.0519993,0.0472129,0,0,0.0166265,0,0,0.0316278,0.0653455,0.0184559,0.0206987,0.0273304,0.057488,0.0517179,0.0321472,0.0609177,0.0651191,0.0413322,0.0281504,0.0256527,0.0147201,0.034938,0.0292104,0.0419289,0.00804322,0.0217753,0.0503365,0.0474975,0,0,0,0,0.0612675,0,0.0587901,0,0.0207696,0
483,0.0264495,0.0585927,0,0,0,0,0,0,0,0,0,0,0,0,0.0284242,0,0.0234778,0.0315308,0,0.0127641,0,0,0.0392408,0.0376701,0.0215714,0.063524,0.0364616,0.0641219,0.0896518,0.0661995,0.0142062,0.0638223,0,0.0228649,0.0710575,0.0351024,0.0116205,0.0192088,0.014191,0,0.0259151,0.0525297,0.0469809,0,0,0.017149,0,0,0.031644,0.0650774,0.0186351,0.0206129,0.0273497,0.0570927,0.0520077,0.0322054,0.0608714,0.0650913,0.04143,0.0281148,0.0256465,0.0148124,0.0349288,0.0292082,0.0414547,0.0082191,0.0212722,0.0504797,0.0474658,0,0,0,0,0.0615733,0,0.0592875,0,0.0211943,0
484,0.0264602,0.0586046,0,0,0,0,0,0,0,0,0,0,0,0,0.0287258,0,0.0236055,0.0312849,0,0.0126597,0,0,0.0391281,0.0379578,0.0217595,0.0636179,0.0363711,0.0638376,0.0894253,0.0658959,0.0138354,0.0639413,0,0.0225905,0.0708752,0.0354021,0.0116352,0.0190445,0.0142272,0,0.0259575,0.0529289,0.0470018,0,0,0.0177422,0,0,0.0315617,0.0648493,0.0188404,0.0205266,0.0274043,0.0566893,0.0522558,0.0322343,0.0608222,0.0650709,0.0414821,0.028065,0.0256198,0.0149172,0.0349253,0.0290556,0.0410917,0.00860357,0.0206052,0.0505178,0.0475296,0,0,0,0,0.0619284,0,0.059795,0,0.0215336,0
485,0,0.057143,0,0,0,0,0,0,0,0,0,0,0,0,0.0287503,0,0.0237407,0.0310728,0,0.0121355,0,0,0.0386774,0.0381245,0.0219257,0.0636387,0.0360022,0.0638394,0.0893174,0.0655867,0.013725,0.064029,0,0.0223199,0.0702788,0.0372963,0.0118546,0.0183973,0.0141168,0,0.0260343,0.0533831,0.0445345,0,0,0.0198771,0,0,0.0321688,0.0647174,0.0190261,0.0203081,0.0275196,0.055951,0.0545202,0.0322914,0.0606923,0.0649626,0.0413546,0.0280833,0.0256093,0.0149195,0.0349551,0.029085,0.0394316,0.00914577,0.0205045,0.0496586,0.0488256,0,0,0,0,0.0622244,0,0.0603289,0,0.0219739,0
486,0.0300993,0.0585097,0,0,0,0,0,0,0,0,0,0,0,0,0.0283609,0,0.0237438,0.0309089,0,0.012626,0,0,0.0391493,0.0381177,0.0223008,0.0635475,0.0365617,0.0639913,0.0889993,0.0650497,0.0134009,0.0643153,0,0.0219321,0.0692979,0.0357688,0.0117144,0.0189064,0.0141494,0,0.0260298,0.0535363,0.0477997,0,0,0.0189303,0,0,0.0311364,0.064597,0.0192458,0.0205604,0.0275278,0.0560585,0.0525312,0.0323085,0.0606382,0.0649582,0.0413891,0.0280744,0.0256101,0.0148562,0.0348983,0.0289936,0.0406358,0.00945827,0.0192614,0.0505912,0.047676,0,0,0,0,0.0627174,0,0.0607553,0,0.0220124,0
487,0,0.0572195,0,0,0,0,0,0,0,0,0,0,0,0,0.0275511,0,0.0236106,0.0308502,0,0.0120295,0,0,0.0385943,0.0381258,0.0222678,0.0635978,0.0358667,0.0644216,0.0889732,0.0647287,0.0135365,0.0643966,0,0.021808,0.068006,0.0378817,0.0119722,0.0182392,0.0140659,0,0.0260239,0.0538633,0.0445536,0,0,0.0212463,0,0,0.0318544,0.0643462,0.0193437,0.0205885,0.0275098,0.0554118,0.0547333,0.0319561,0.0605646,0.0648879,0.0414479,0.0280974,0.0256346,0.0148807,0.0348663,0.0289766,0.0386701,0.00996447,0.0193292,0.0499064,0.048778,0,0,0,0,0.0629384,0,0.0611309,0,0.0229024,0
488,0,0.0571828,0,0,0,0,0,0,0,0,0,0,0,0,0.0264509,0,0.0234705,0.0309589,0,0.0120947,0,0,0.0386595,0.0378698,0.0222763,0.0636818,0.0359375,0.0646903,0.0888787,0.0643066,0.0136453,0.0645876,0,0.0217315,0.0663483,0.0380544,0.0119714,0.0182482,0.0140217,0,0.0260154,0.0537967,0.0445308,0,0,0.0216449,0,0,0.0318786,0.0641247,0.0195045,0.0205664,0.0274952,0.0550693,0.0547297,0.0319421,0.0604988,0.0648831,0.0415877,0.0280518,0.0256235,0.0149114,0.0347848,0.0289071,0.0383963,0.0101713,0.0190818,0.0500869,0.0487784,0,0,0,0,0.063183,0,0.0615005,0,0.0241409,0
489,0,0.0571308,0,0,0,0,0,0,0,0,0,0,0,0,0.0252771,0,0.0233772,0.0310443,0,0.0121357,0,0,0.0386557,0.0375039,0.0221548,0.063816,0.036002,0.0648666,0.0887879,0.0639953,0.0138321,0.064677,0,0.0216867,0.0643024,0.0382768,0.0119416,0.0182474,0.0138787,0,0.0260339,0.0537942,0.044562,0,0,0.0218663,0,0,0.0320209,0.0639544,0.0197241,0.0207437,0.0275012,0.0548191,0.0546633,0.0321164,0.0604973,0.0648567,0.0415808,0.027995,0.0255757,0.0149269,0.0347019,0.0290439,0.0382203,0.0104026,0.0189019,0.0502882,0.0487233,0,0,0,0,0.0632715,0,0.0617684,0,0.0249562,0
490,0,0.0570545,0,0,0,0,0,0,0,0,0,0,0,0,0.0241508,0,0.0233446,0.0311072,0,0.0121535,0,0,0.0386024,0.0369665,0.0220006,0.0640687,0.0361833,0.0649965,0.0887117,0.063768,0.0139788,0.0647548,0,0.0216848,0.0620885,0.0384962,0.01193,0.0182495,0.0137261,0,0.0260473,0.0538512,0.0445837,0,0,0.0219842,0,0,0.0320182,0.0638555,0.0198938,0.0208731,0.0275693,0.0549323,0.0544853,0.0322322,0.0604998,0.0646898,0.0415322,0.0280177,0.025559,0.0149502,0.0346196,0.0291566,0.0380848,0.0105852,0.0186571,0.0504126,0.0486617,0,0,0,0,0.0633481,0,0.062034,0,0.0253752,0
491,0,0.0570436,0,0,0,0,0,0,0,0,0,0,0,0,0.0231241,0,0.0232566,0.0312126,0,0.0122288,0,0,0.0386116,0.0363392,0.0219084,0.0643372,0.036385,0.0650755,0.0885959,0.0635331,0.0140975,0.0648532,0,0.0216953,0.0598556,0.0386601,0.0120476,0.0182455,0.013787,0,0.0260407,0.0538556,0.0446144,0,0,0.0219962,0,0,0.0318929,0.0638386,0.0200144,0.0207052,0.0277733,0.0551492,0.0541468,0.0322082,0.060465,0.0646227,0.0415536,0.028009,0.0256069,0.0149912,0.0346732,0.0289719,0.0380342,0.0106685,0.0184398,0.0504617,0.0487634,0,0,0,0,0.0634956,0,0.0623566,0,0.0257811,0
492,0,0.0570364,0,0,0,0,0,0,0,0,0,0,0,0,0.0222661,0,0.0231446,0.0312684,0,0.0122481,0,0,0.0386025,0.0357865,0.0219295,0.0643513,0.0365066,0.0651633,0.0884643,0.0632186,0.0141908,0.0649514,0,0.0216843,0.057813,0.0388211,0.0121352,0.0182645,0.0136944,0,0.0260659,0.053881,0.0447232,0,0,0.0219374,0,0,0.0319666,0.0638166,0.020173,0.0206068,0.0278561,0.055082,0.053829,0.0321743,0.0604373,0.0646712,0.0416882,0.0279451,0.0256012,0.014886,0.0345767,0.0290183,0.0380001,0.0108024,0.0182693,0.0504761,0.0487849,0,0,0,0,0.0636622,0,0.0626478,0,0.0262397,0
493,0,0.057034,0,0,0,0,0,0,0,0,0,0,0,0,0.0216192,0,0.0230799,0.0313294,0,0.012186,0,0,0.0386177,0.035353,0.0219866,0.064221,0.0365615,0.0652286,0.088317,0.0629627,0.0143008,0.0650636,0,0.0216541,0.0559785,0.0389865,0.0121702,0.0183485,0.0135128,0,0.0261246,0.0539791,0.0446718,0,0,0.0218718,0,0,0.0321075,0.0637292,0.020429,0.0206606,0.0278441,0.0548297,0.0535701,0.0322002,0.0604812,0.0646886,0.0417631,0.0278674,0.0255131,0.0148002,0.0343736,0.0292191,0.0379822,0.0109422,0.018124,0.0504784,0.0486947,0,0,0,0,0.0637978,0,0.0628457,0,0.0266547,0
494,0,0.0570522,0,0,0,0,0,0,0,0,0,0,0,0,0.0210784,0,0.0230521,0.0314285,0,0.0121265,0,0,0.0386396,0.03495,0.0220149,0.064256,0.0365984,0.0652852,0.0881857,0.0626915,0.0144478,0.0651669,0,0.0216221,0.0541876,0.0391188,0.012169,0.0184319,0.0134172,0,0.0262939,0.0540783,0.0446001,0,0,0.0218284,0,0,0.0321826,0.0636758,0.0207253,0.020832,0.0278399,0.0548564,0.0533052,0.0322082,0.0605271,0.0645846,0.0417603,0.0279024,0.0254528,0.0147077,0.0344217,0.0293502,0.0380046,0.0110317,0.0180253,0.0504771,0.0486003,0,0,0,0,0.0638663,0,0.0630054,0,0.0270174,0
495,0,0.0571502,0,0,0,0,0,0,0,0,0,0,0,0,0.0206063,0,0.0230336,0.0314559,0,0.0120638,0,0,0.0386305,0.0346272,0.0220521,0.0644043,0.0365503,0.065416,0.0880751,0.0622976,0.0146043,0.0652834,0,0.021537,0.0524661,0.0392368,0.0121754,0.0184632,0.0133681,0,0.0264136,0.0542064,0.0446301,0,0,0.021813,0,0,0.0322587,0.0637883,0.021084,0.0210814,0.0278751,0.0545688,0.0530567,0.0322601,0.060633,0.0644678,0.0416251,0.0281138,0.0253472,0.0145329,0.0348503,0.0295145,0.0379599,0.0110999,0.0179386,0.0505432,0.0485239,0,0,0,0,0.0638862,0,0.0631152,0,0.0272589,0
496,0,0.0572433,0,0,0,0,0,0,0,0,0,0,0,0,0.0202086,0,0.0229532,0.0315264,0,0.0120081,0,0,0.0385729,0.0342209,0.0221149,0.0644987,0.0365248,0.0655736,0.0879472,0.061924,0.0148146,0.065367,0,0.0214378,0.0507666,0.039379,0.0121242,0.0185116,0.0132964,0,0.0264509,0.0543497,0.0447386,0,0,0.0218228,0,0,0.0323611,0.063927,0.0214173,0.0211103,0.0279442,0.0543718,0.0528544,0.0322916,0.0606973,0.0643356,0.0415026,0.0281859,0.0251304,0.0144331,0.0350339,0.0296628,0.0379069,0.0111657,0.017897,0.050577,0.0484556,0,0,0,0,0.0640704,0,0.0631932,0,0.027485,0
497,0,0.0573065,0,0,0,0,0,0,0,0,0,0,0,0,0.0197858,0,0.022892,0.0317358,0,0.0119636,0,0,0.038525,0.0337251,0.0220512,0.064629,0.0365198,0.0656749,0.0877478,0.0616017,0.0150212,0.0654501,0,0.0213254,0.049055,0.0394841,0.0119821,0.0186034,0.0133295,0,0.0264675,0.0545237,0.0448488,0,0,0.0218315,0,0,0.0324381,0.0640249,0.0217215,0.021145,0.0279899,0.0545901,0.0526245,0.0322228,0.0607287,0.0642985,0.0414958,0.0281115,0.0249797,0.0144107,0.0350004,0.0296726,0.0379127,0.011189,0.0178528,0.0505392,0.0484455,0,0,0,0,0.0642404,0,0.0632992,0,0.0277672,0
498,0,0.0573756,0,0,0,0,0,0,0,0,0,0,0,0,0.0193288,0,0.0229034,0.0320278,0,0.0119318,0,0,0.0385985,0.0331625,0.0218896,0.064818,0.0364961,0.0654462,0.0874933,0.0613148,0.0152242,0.065516,0,0.0212466,0.0472806,0.0396097,0.0119966,0.018613,0.0134499,0,0.0265491,0.0547154,0.0449608,0,0,0.0218403,0,0,0.0325031,0.0641559,0.0220006,0.0211146,0.0279932,0.0548167,0.0523312,0.0321557,0.0607377,0.0643187,0.0416552,0.0280438,0.024994,0.014425,0.0349414,0.0295914,0.0379459,0.0111186,0.0178697,0.0504772,0.0484642,0,0,0,0,0.0643063,0,0.063501,0,0.0281877,0
499,0,0.0574495,0,0,0,0,0,0,0,0,0,0,0,0,0.0189034,0,0.0228769,0.0321822,0,0.0119833,0,0,0.0386493,0.0322382,0.0219124,0.0648191,0.0364555,0.0652892,0.0873606,0.061011,0.0154078,0.0655387,0,0.0212792,0.0451115,0.0397041,0.0121486,0.0185119,0.0133795,0,0.026652,0.0547319,0.0450748,0,0,0.0218598,0,0,0.0325119,0.0643144,0.0222585,0.0212114,0.0279908,0.0546086,0.0520708,0.0321296,0.0607878,0.0642671,0.0416489,0.0280294,0.0249729,0.014435,0.0349066,0.0296923,0.037926,0.0111595,0.0178648,0.0504986,0.0484004,0,0,0,0,0.0642703,0,0.0635008,0,0.0284935,0
500,0,0.0575028,0,0,0,0,0,0,0,0,0,0,0,0,0.0186121,0,0.0227199,0.0322152,0,0.0120175,0,0,0.0386232,0.0313398,0.0219123,0.0647208,0.0364058,0.0652071,0.0872333,0.0607576,0.0156714,0.0654659,0,0.0214835,0.0427059,0.0397893,0.0123092,0.0184275,0.0131646,0,0.0267276,0.0547824,0.0451885,0,0,0.0218575,0,0,0.0325701,0.0644861,0.0225329,0.0211726,0.0280162,0.0543068,0.0518435,0.0322358,0.0608689,0.0641768,0.0416194,0.0280371,0.0249521,0.0144554,0.0349234,0.0299373,0.0379328,0.0112399,0.0178323,0.0506242,0.0482515,0,0,0,0,0.0641626,0,0.0637328,0,0.0285112,0
501,0,0.0574998,0,0,0,0,0,0,0,0,0,0,0,0,0.018516,0,0.0225321,0.0322934,0,0.0118952,0,0,0.038703,0.0304542,0.0218721,0.0645601,0.0363304,0.0651582,0.0870815,0.0604064,0.0160034,0.0653364,0,0.0217603,0.0401042,0.039911,0.01216,0.0185305,0.0129281,0,0.0268531,0.0546715,0.0453124,0,0,0.0218121,0,0,0.0326497,0.0647239,0.0228055,0.0212177,0.02804,0.0540695,0.0516295,0.0323671,0.0609268,0.064127,0.0415621,0.0280352,0.024911,0.014411,0.0350941,0.0303418,0.0379866,0.011348,0.0177231,0.0507642,0.0480522,0,0,0,0,0.0640395,0,0.0642986,0,0.0283606,0
502,0,0.0574767,0,0,0,0,0,0,0,0,0,0,0,0,0.0185804,0,0.0223889,0.0324229,0,0.0117622,0,0,0.0388326,0.0296028,0.0218534,0.0643479,0.0363995,0.0649885,0.0868212,0.0600611,0.0162867,0.0652135,0,0.0220936,0.0373505,0.0400228,0.0120725,0.0186267,0.0127136,0,0.0270014,0.0545894,0.0454006,0,0,0.0217513,0,0,0.0327214,0.0649772,0.0228813,0.0209365,0.0280434,0.0541966,0.0513096,0.0324523,0.0609557,0.0640751,0.0415948,0.0280269,0.0248305,0.0143537,0.0352628,0.030695,0.038007,0.0114736,0.0175785,0.0508521,0.0479362,0,0,0,0,0.0638746,0,0.0645462,0,0.0283561,0
503,0,0.057279,0,0,0,0,0,0,0,0,0,0,0,0,0.0192316,0,0.0225559,0.0275404,0,0.0114649,0,0,0.0392526,0.0274396,0.023536,0.0642445,0.0378482,0.0626782,0.08361,0.0580157,0.0179183,0.0670637,0,0.021555,0.0325258,0.0396638,0.0118994,0.0193163,0.0109903,0,0.0265288,0.0574843,0.0451653,0,0,0.0221,0,0,0.0329036,0.0631836,0.0225638,0.0220596,0.0271991,0.0540694,0.0511201,0.0312521,0.0614407,0.0640211,0.0404398,0.0276995,0.0247677,0.0144446,0.0350702,0.0327547,0.0374972,0.0114182,0.0177505,0.0506208,0.0491741,0,0,0,0,0.0657004,0,0,0,0.0279739,0
504,0.0304062,0.0584412,0,0,0,0,0,0,0,0,0,0,0,0,0.0203535,0,0.0224163,0.0277115,0,0.0123748,0,0,0.0397289,0.0261981,0.0237029,0.064079,0.0385055,0.0621528,0.0830808,0.057717,0.0181261,0.0671849,0,0.0217937,0.0291352,0.0378746,0.0115873,0.0198958,0.0109461,0,0.0266915,0.0571984,0.0482744,0,0,0.0199889,0,0,0.0320349,0.0634078,0.0228591,0.0220719,0.0271344,0.0547724,0.0488207,0.0313252,0.0613858,0.0640164,0.040569,0.0276062,0.0245328,0.0143641,0.035259,0.0328222,0.0393293,0.0114175,0.0171315,0.0513834,0.0482571,0,0,0,0,0.0657817,0,0,0,0.0275459,0
505,0,0.0572591,0,0,0,0,0,0,0,0,0,0,0,0,0.0216667,0,0.0222976,0.0280033,0,0.0115375,0,0,0.0392735,0.0253123,0.0235127,0.0642086,0.0379283,0.0618565,0.0827437,0.0576939,0.0186595,0.0670684,0,0.0222328,0.0258976,0.0396925,0.0120517,0.0193531,0.0109783,0,0.0268248,0.0572425,0.0451734,0,0,0.0217731,0,0,0.0326868,0.0635756,0.0230191,0.022049,0.0272515,0.0546775,0.0502022,0.0312776,0.0613167,0.0639812,0.0405725,0.0275885,0.0246148,0.0142079,0.0357139,0.0327308,0.0375445,0.0113059,0.0176656,0.0507073,0.0495245,0,0,0,0,0.0656784,0,0,0,0.0275551,0
506,0.0297243,0.0582984,0,0,0,0,0,0,0,0,0,0,0,0,0.0231507,0,0.0221994,0.0283113,0,0.0122669,0,0,0.0396976,0.0241917,0.0236831,0.0640307,0.0384244,0.0612279,0.0821454,0.0573887,0.0188586,0.0671992,0,0.0225014,0.0227314,0.038043,0.011901,0.0198179,0.0110515,0,0.0268314,0.0569093,0.0483471,0,0,0.0198223,0,0,0.0318294,0.0638098,0.0231836,0.0223573,0.0273863,0.0548257,0.0480767,0.0315222,0.0613746,0.064006,0.0406668,0.0275683,0.0246623,0.0141195,0.0356054,0.0326143,0.0393916,0.0111495,0.0170201,0.0513651,0.0482193,0,0,0,0,0.0658997,0,0,0,0.0271639,0
507,0,0.0571991,0,0,0,0,0,0,0,0,0,0,0,0,0.0248894,0,0.0220268,0.0287035,0,0.0116888,0,0,0.0392056,0.0232681,0.0236155,0.06408,0.0378206,0.0607906,0.0817353,0.0573577,0.0194026,0.0670363,0,0.0230089,0.019566,0.0398032,0.0120773,0.0191473,0.0109791,0,0.0268431,0.0567892,0.0453173,0,0,0.0215899,0,0,0.0325389,0.0640161,0.0230839,0.0221961,0.0275036,0.0542427,0.049553,0.0315364,0.0613679,0.0638862,0.040528,0.0276179,0.0246794,0.0141751,0.0350992,0.0326326,0.0375865,0.011177,0.017613,0.0506925,0.0491053,0,0,0,0,0.0658438,0,0,0,0.0273391,0
508,0.0304835,0.0584236,0,0,0,0,0,0,0,0,0,0,0,0,0.02656,0,0.0220421,0.029223,0,0.0130228,0,0,0.0397201,0.0222815,0.0239838,0.0639477,0.0385327,0.0600292,0.0809992,0.0570878,0.0197248,0.067237,0,0.0232829,0.016734,0.0377022,0.0111968,0.0194485,0.0111316,0,0.0269355,0.0562067,0.0484736,0,0,0.0196266,0,0,0.0316643,0.064343,0.0231642,0.0223487,0.0275386,0.0542961,0.0473143,0.0317425,0.0613704,0.0639357,0.040585,0.0276275,0.0247326,0.0141773,0.0351049,0.0323974,0.0395172,0.0109883,0.0169514,0.0514678,0.0478065,0,0,0,0,0.0660148,0,0,0,0.026903,0
509,0,0.0572424,0,0,0,0,0,0,0,0,0,0,0,0,0.0282617,0,0.0221328,0.0298867,0,0.0130179,0,0,0.0393524,0.0216587,0.0240971,0.064112,0.0384133,0.0596108,0.0805814,0.0571645,0.0205131,0.0670801,0,0.0238686,0.0142667,0.0392119,0.0105753,0.0188051,0.0110703,0,0.0269848,0.0558979,0.0453561,0,0,0.0213747,0,0,0.0325503,0.0646621,0.02305,0.0220499,0.0275124,0.0541047,0.0488047,0.0317536,0.0612893,0.0639179,0.0404755,0.0277124,0.0247631,0.0140622,0.035237,0.0324164,0.0377223,0.0109879,0.0176112,0.0507409,0.0491649,0,0,0,0,0.0658308,0,0,0,0.0270655,0
510,0.0301712,0.0584358,0,0,0,0,0,0,0,0,0,0,0,0,0.0297414,0,0.0223048,0.0306202,0,0.0129178,0,0,0.0395442,0.0209748,0.024594,0.0640025,0.0384221,0.0589651,0.0799208,0.0569733,0.0212272,0.0672278,0,0.024239,0.0122689,0.0377023,0.0110255,0.0195764,0.0111462,0,0.0270091,0.0551908,0.0484398,0,0,0.0193509,0,0,0.0317077,0.0651371,0.0229176,0.0219483,0.0274918,0.0545982,0.0465733,0.0318539,0.0612246,0.063948,0.0405002,0.0277534,0.0247615,0.0139137,0.0352461,0.0323499,0.0396886,0.0108648,0.0168895,0.0514931,0.0481231,0,0,0,0,0.0659527,0,0,0,0.0266537,0
511,0.0299473,0.0586965,0,0,0,0,0,0,0,0,0,0,0,0,0.030432,0,0.0216466,0.0360078,0,0.0123031,0,0,0.0391304,0.021909,0.0227455,0.0641196,0.036928,0.0607825,0.0824378,0.058386,0.0200224,0.0647846,0,0.0257152,0.0117343,0.0384252,0.0119198,0.019131,0.0127999,0,0.027477,0.0519377,0.0487141,0,0,0.0187639,0,0,0.0315359,0.0674604,0.0230128,0.0206934,0.0283697,0.055084,0.0458963,0.0330306,0.0608676,0.0639349,0.0416277,0.0280059,0.0247341,0.0139116,0.0353532,0.0303741,0.0402221,0.0109235,0.0165761,0.051847,0.0472451,0,0,0,0,0.0635776,0,0.0633634,0,0.027689,0
512,0.0297646,0.0586666,0,0,0,0,0,0,0,0,0,0,0,0,0.0310523,0,0.021878,0.0367341,0,0.0122354,0,0,0.0390465,0.0216046,0.0230863,0.0642045,0.0368802,0.0604711,0.081986,0.0582992,0.0206523,0.0648206,0,0.0260243,0.0105412,0.03848,0.0120432,0.0191107,0.0127466,0,0.0275228,0.0514356,0.0487049,0,0,0.0185887,0,0,0.0314924,0.0678223,0.0228493,0.0207483,0.0283483,0.0550681,0.0455474,0.0330847,0.0609155,0.0639579,0.041582,0.0279631,0.0248101,0.0139633,0.0352452,0.0304021,0.0402859,0.0108769,0.0165063,0.0519119,0.047268,0,0,0,0,0.0635728,0,0.063167,0,0.0277677,0
513,0.029753,0.0586362,0,0,0,0,0,0,0,0,0,0,0,0,0.0303758,0,0.022323,0.0375093,0,0.0122542,0,0,0.0390671,0.0214085,0.0233885,0.0643214,0.0369342,0.0601586,0.0815332,0.058317,0.0209837,0.0648901,0,0.0262513,0.00980534,0.038483,0.011992,0.0190915,0.0127221,0,0.0275499,0.0509742,0.0486742,0,0,0.0184251,0,0,0.0314487,0.0681824,0.0225628,0.0207806,0.0283749,0.0550422,0.0451571,0.0332258,0.0609057,0.0639248,0.0416004,0.0279254,0.0248759,0.0138971,0.0351591,0.030364,0.0403908,0.0108209,0.0164331,0.0519336,0.0473211,0,0,0,0,0.0635551,0,0.0630103,0,0.0277792,0
514,0.0297782,0.0585557,0,0,0,0,0,0,0,0,0,0,0,0,0.028644,0,0.0230891,0.038257,0,0.0121832,0,0,0.0391732,0.0212061,0.0236559,0.0644057,0.037,0.0597515,0.0810209,0.0584235,0.0211119,0.0649439,0,0.0261629,0.00993186,0.0385239,0.0120009,0.0191293,0.0126546,0,0.027483,0.0506934,0.0486725,0,0,0.0182491,0,0,0.0314076,0.0684312,0.0222499,0.0208473,0.0283904,0.0549942,0.0448026,0.033427,0.060925,0.063921,0.0416273,0.0278529,0.0248853,0.0137957,0.0348401,0.0303884,0.0405047,0.010787,0.016354,0.0519209,0.0474028,0,0,0,0,0.0634541,0,0.0628943,0,0.0279299,0
515,0.0299144,0.0584402,0,0,0,0,0,0,0,0,0,0,0,0,0.0271075,0,0.0238306,0.0388967,0,0.0120501,0,0,0.0393042,0.0202483,0.0238895,0.0644428,0.037054,0.0596107,0.0807079,0.0583652,0.0211172,0.0650404,0,0.0255888,0.0106507,0.0385659,0.0119925,0.0192214,0.012434,0,0.0274114,0.0503779,0.0486874,0,0,0.0180468,0,0,0.0313744,0.0685829,0.0220733,0.0208787,0.0283678,0.055117,0.0445123,0.0336298,0.0609921,0.063993,0.0415422,0.027688,0.0249607,0.0138615,0.0345782,0.0306539,0.040613,0.0107839,0.0162884,0.0519285,0.0474637,0,0,0,0,0.0633422,0,0.062605,0,0.0279505,0
516,0,0.0570997,0,0,0,0,0,0,0,0,0,0,0,0,0.0263507,0,0.0243943,0.0394196,0,0.0114606,0,0,0.0389813,0.0193569,0.0240975,0.0646267,0.036726,0.0596706,0.0805572,0.0583428,0.0210061,0.0650469,0,0.0247504,0.011677,0.0404854,0.0122265,0.0187819,0.0120971,0,0.0273274,0.0503133,0.0458149,0,0,0.0196263,0,0,0.0320995,0.068642,0.0218605,0.0206889,0.0283019,0.0548456,0.0460044,0.0336267,0.0610952,0.063996,0.0413894,0.0274778,0.0250763,0.0139829,0.0342188,0.031062,0.0387699,0.0106899,0.016992,0.0511367,0.0487911,0,0,0,0,0.0631573,0,0.0622718,0,0.0282511,0
517,0,0.0570501,0,0,0,0,0,0,0,0,0,0,0,0,0.0259634,0,0.0248362,0.0399113,0,0.0112765,0,0,0.0391281,0.0186907,0.0246208,0.064693,0.0368173,0.0593747,0.0801104,0.0582089,0.0205173,0.0653344,0,0.0239573,0.0122942,0.0405164,0.0122006,0.0189084,0.0119267,0,0.0272081,0.0501559,0.0457477,0,0,0.0193708,0,0,0.0320404,0.0688279,0.0216184,0.0206544,0.0282302,0.0547938,0.0456679,0.0335695,0.0611699,0.0639367,0.041405,0.0273476,0.0251443,0.0141182,0.0335795,0.0312825,0.0389068,0.0105459,0.0169852,0.0510932,0.0489002,0,0,0,0,0.0632455,0,0.0620227,0,0.0283267,0
518,0,0.0570117,0,0,0,0,0,0,0,0,0,0,0,0,0.0254407,0,0.0251204,0.0404155,0,0.0110843,0,0,0.0393701,0.0185278,0.0252483,0.064732,0.0369625,0.0587978,0.079526,0.0581717,0.0198547,0.0656142,0,0.0237856,0.0123054,0.0406109,0.0122321,0.0190199,0.0117119,0,0.0270471,0.0499994,0.0456875,0,0,0.0190825,0,0,0.0320543,0.0690944,0.021455,0.0205719,0.0281457,0.0547595,0.0453052,0.0336155,0.0612271,0.0639339,0.0414036,0.0272415,0.0252539,0.0141103,0.0330496,0.0316133,0.0391098,0.0104694,0.0169271,0.051071,0.0490152,0,0,0,0,0.063405,0,0.0617699,0,0.0283756,0
