Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
252,0.0438395,0.0457399,0,0,0,0,0,0,0,0,0,0,0,0,0.0334138,0,0.0228448,0.0407309,0,0.019398,0,0,0.0355153,0.0192123,0.0277964,0.0689981,0.0447443,0.0569429,0.0778613,0.0561757,0.0190566,0.0659309,0.0366976,0.0358794,0.00926385,0.0308331,0,0.0284118,0.0220038,0,0.0243418,0.0561725,0.0410616,0,0,0.020951,0,0,0.0270993,0.0671384,0.0359947,0.0129755,0.020958,0.0610145,0.0417988,0.0463857,0.0734292,0.0732745,0.0431777,0.0225359,0.0207155,0.00954563,0.0278303,0.0458192,0.0448426,0.0129602,0.0102117,0.0373659,0.0667766,0,0,0,0,0.0614118,0,0,0,0.0335899,0
253,0.0439385,0.0457076,0,0,0,0,0,0,0,0,0,0,0,0,0.033622,0,0.0229509,0.041136,0,0.0193944,0,0,0.0355324,0.019117,0.0277938,0.0690882,0.0446074,0.0566709,0.0774036,0.0563659,0.0191597,0.0657033,0.0365092,0.0356576,0.00882602,0.0308336,0,0.0284301,0.0209069,0,0.0243815,0.0560819,0.0410006,0,0,0.0205912,0,0,0.0270202,0.0671341,0.0364135,0.0132754,0.0210959,0.0616057,0.0419382,0.0462023,0.0732273,0.0731882,0.0429364,0.0224207,0.0206915,0.0093589,0.0277096,0.0483632,0.0447149,0.0128276,0.0103475,0.0374846,0.0666612,0,0,0,0,0.0612581,0,0,0,0.0333962,0
254,0.0438566,0.0457024,0,0,0,0,0,0,0,0,0,0,0,0,0.0338323,0,0.0230304,0.0412918,0,0.0194673,0,0,0.0355157,0.0190511,0.0277729,0.069199,0.0444157,0.0564018,0.0769101,0.0565883,0.0193008,0.0654363,0.0363401,0.0353906,0.0084552,0.0308366,0,0.0284009,0.0199564,0,0.0245094,0.0561365,0.0409712,0,0,0.0204012,0,0,0.0268718,0.067217,0.0367921,0.013695,0.0212895,0.0622726,0.0420817,0.0461376,0.0730969,0.0729834,0.042733,0.022364,0.020769,0.00915206,0.0276691,0.0505618,0.0445592,0.0127294,0.0104468,0.0376079,0.0665164,0,0,0,0,0.0608828,0,0,0,0.033128,0
255,0.0438395,0.0457779,0,0,0,0,0,0,0,0,0,0,0,0,0.0340547,0,0.0231006,0.0417667,0,0.0195919,0,0,0.0355195,0.0190588,0.027813,0.0692924,0.0443332,0.05609,0.0765833,0.0568369,0.0194987,0.0651756,0.0361634,0.0350959,0.00805599,0.0308336,0,0.0283908,0.0194786,0,0.0245821,0.0561387,0.0410563,0,0,0.0203059,0,0,0.0268154,0.0673759,0.0371099,0.0142365,0.0215694,0.0629156,0.0421129,0.0460116,0.072964,0.0727558,0.0426087,0.0223893,0.0208422,0.00900357,0.0277277,0.0523514,0.0444027,0.0126537,0.0104041,0.0377379,0.0663022,0,0,0,0,0.0605885,0,0,0,0.0328067,0
256,0.0434677,0.0465618,0,0,0,0,0,0,0,0,0,0,0,0,0.0341862,0,0.0232037,0.042343,0,0.0212339,0,0,0.0434414,0.0191257,0.0279214,0.0692309,0.0483788,0.05567,0.0765649,0.0571242,0.0197487,0.0649203,0.0359502,0.0347903,0.00769983,0.0308834,0.0124611,0.0228319,0.0193585,0,0.0246033,0.0555215,0.0411098,0,0,0.0203467,0,0,0.0268366,0.0675862,0.0372413,0.0148831,0.0218296,0.0634913,0.0416352,0.0458381,0.0727977,0.0725846,0.0426376,0.0224607,0.0207359,0.0086842,0.0277976,0.0536196,0.0443519,0.012713,0.0102642,0.0385649,0.0658334,0,0,0,0,0.060411,0,0,0,0.0324421,0
257,0.0437009,0.0461007,0,0,0,0,0,0,0,0,0,0,0,0,0.0342746,0,0.0233482,0.042782,0,0.0197673,0,0,0.0353704,0.0191328,0.0280844,0.0691253,0.0444718,0.0552366,0.0763732,0.0574289,0.0198306,0.0646745,0.0357467,0.0345081,0.00735345,0.0308726,0,0.0284138,0.0191417,0,0.0247263,0.0551313,0.0413218,0,0,0.0205692,0,0,0.0268779,0.0679342,0.0373863,0.0154618,0.0221585,0.0640483,0.0419311,0.0456964,0.0725943,0.0722978,0.0426035,0.0225231,0.0204799,0.00829968,0.0278777,0.0544881,0.0441614,0.012753,0.0101615,0.0380378,0.0658029,0,0,0,0,0.0600983,0,0,0,0.0321431,0
258,0.0432728,0.0468988,0,0,0,0,0,0,0,0,0,0,0,0,0.0342845,0,0.0235809,0.0433114,0,0.0211766,0,0,0.0432934,0.019158,0.0282575,0.0688208,0.0482655,0.0548867,0.0760938,0.057771,0.0199391,0.0643746,0.035453,0.0342009,0.00709363,0.0309982,0.012677,0.0225826,0.0190187,0,0.0249704,0.055168,0.0413614,0,0,0.020626,0,0,0.027074,0.0682816,0.0375684,0.0161293,0.0224557,0.0645936,0.0414197,0.0457592,0.0724995,0.0720097,0.0425855,0.0225419,0.0200876,0.00804616,0.0279701,0.0550176,0.0441091,0.0128133,0.010131,0.038772,0.0653582,0,0,0,0,0.0599725,0,0,0,0.0317227,0
259,0.0432224,0.0470442,0,0,0,0,0,0,0,0,0,0,0,0,0.0341386,0,0.0238603,0.0438833,0,0.0209116,0,0,0.0433562,0.019141,0.0284833,0.0685728,0.0481186,0.0545922,0.0757947,0.0580768,0.0201502,0.0640662,0.0351268,0.0339166,0.00685052,0.0311516,0.0124765,0.022702,0.0187922,0,0.025127,0.0556671,0.0415258,0,0,0.0207724,0,0,0.027217,0.0687156,0.0376876,0.0167115,0.022972,0.0651179,0.0412672,0.0458386,0.0722947,0.0715625,0.0423685,0.0227333,0.0195355,0.00791389,0.0281046,0.0552018,0.0439993,0.0128776,0.0100782,0.0387874,0.0651357,0,0,0,0,0.0597308,0,0,0,0.0312852,0
260,0.043171,0.0471386,0,0,0,0,0,0,0,0,0,0,0,0,0.0339992,0,0.024112,0.0444887,0,0.0206921,0,0,0.0433809,0.0191979,0.0287977,0.0683309,0.0479833,0.0543235,0.0755163,0.0583323,0.0202829,0.0637759,0.0351956,0.0336032,0.00667677,0.0313301,0.0123579,0.02272,0.0185441,0,0.0251668,0.0560541,0.0416739,0,0,0.0206816,0,0,0.0271879,0.0693708,0.0377392,0.0172485,0.0236549,0.0655086,0.0411005,0.0458777,0.0720567,0.0711708,0.0419851,0.022893,0.0190703,0.00768172,0.0281684,0.0550558,0.0439321,0.0129589,0.010002,0.038902,0.0648745,0,0,0,0,0.0592034,0,0,0,0.0308324,0
261,0.0431055,0.0472174,0,0,0,0,0,0,0,0,0,0,0,0,0.0338106,0,0.0243574,0.0450549,0,0.0204263,0,0,0.0433474,0.0193104,0.0291829,0.0680391,0.0477795,0.0540206,0.0751964,0.0585663,0.0203699,0.0634767,0.0351694,0.0332915,0.00659225,0.0314839,0.01235,0.022629,0.0185802,0,0.0252001,0.0563409,0.0418054,0,0,0.0206571,0,0,0.0271388,0.0701199,0.0377983,0.0178073,0.0243149,0.0657345,0.0408977,0.0456717,0.0717722,0.0707614,0.0419199,0.0229949,0.019032,0.0073942,0.0281827,0.0546663,0.0439153,0.0130328,0.00993467,0.0390275,0.0646333,0,0,0,0,0.0587875,0,0,0,0.0303886,0
262,0.0430326,0.0473091,0,0,0,0,0,0,0,0,0,0,0,0,0.0334754,0,0.0246229,0.0456015,0,0.0201902,0,0,0.0433321,0.0194811,0.0296466,0.0677061,0.0475771,0.0536849,0.0748185,0.0588291,0.0204632,0.0631473,0.0349813,0.0329485,0.0066333,0.0316206,0.0122391,0.0226317,0.0186812,0,0.0253109,0.0566044,0.0419631,0,0,0.0207987,0,0,0.0271301,0.0708162,0.0379238,0.0183581,0.0249249,0.0658435,0.0406675,0.0456004,0.071567,0.0703074,0.0418027,0.0230493,0.0191446,0.00712479,0.0282133,0.0542917,0.0439263,0.013067,0.0098636,0.0391838,0.0644084,0,0,0,0,0.0584893,0,0,0,0.0299135,0
263,0.0429706,0.0473941,0,0,0,0,0,0,0,0,0,0,0,0,0.0330149,0,0.0249031,0.0461447,0,0.0199573,0,0,0.0432646,0.0197314,0.0301365,0.0673913,0.0473192,0.0533513,0.0744536,0.0590847,0.020565,0.0627955,0.0347402,0.0325632,0.00682572,0.0316975,0.0121596,0.0225678,0.0189575,0,0.0254778,0.0568745,0.0421587,0,0,0.0209789,0,0,0.027176,0.0714116,0.0380812,0.0189063,0.0256703,0.0660967,0.0405056,0.0455821,0.071425,0.0698399,0.0415392,0.0231957,0.0189449,0.00691069,0.0283068,0.0540818,0.0439136,0.0130766,0.00987545,0.0393532,0.0641823,0,0,0,0,0.0582718,0,0,0,0.0293952,0
264,0.0432869,0.0468573,0,0,0,0,0,0,0,0,0,0,0,0,0.0324048,0,0.025224,0.0466284,0,0.0183147,0,0,0.0349373,0.0200334,0.0306558,0.0671889,0.0431838,0.0530012,0.0742,0.0592865,0.0206324,0.062459,0.034509,0.0321724,0.00718026,0.0315999,0,0.0276799,0.019198,0,0.0255405,0.0570501,0.0423607,0,0,0.0209467,0,0,0.0270818,0.0720034,0.0382396,0.0193716,0.0262042,0.0663022,0.0407345,0.0454207,0.0712701,0.0693212,0.0411406,0.0235199,0.0186245,0.00667676,0.0284653,0.0539951,0.0437586,0.0130512,0.00982177,0.0388672,0.0642065,0,0,0,0,0.0580814,0,0,0,0.0289675,0
265,0.043257,0.0469066,0,0,0,0,0,0,0,0,0,0,0,0,0.0316409,0,0.0255177,0.0470112,0,0.0180566,0,0,0.034883,0.0203605,0.0311667,0.0669351,0.0429905,0.0526826,0.0740809,0.0594654,0.0206462,0.0621453,0.0342997,0.0318199,0.00777048,0.0317459,0,0.0275614,0.0193158,0,0.0255297,0.057107,0.0424538,0,0,0.0207257,0,0,0.0270021,0.0724708,0.0383871,0.0198027,0.0263982,0.0665571,0.0406072,0.0452388,0.0711781,0.0688725,0.040834,0.0237816,0.0183102,0.00646076,0.0287105,0.0538046,0.0436401,0.0130464,0.00962633,0.0389829,0.0640405,0,0,0,0,0.0576616,0,0,0,0.028565,0
266,0.0432321,0.0470495,0,0,0,0,0,0,0,0,0,0,0,0,0.0318421,0,0.0259082,0.0461992,0,0.0177966,0,0,0.0347911,0.0205693,0.0315218,0.0667483,0.0428555,0.0525851,0.0739462,0.0596484,0.0212975,0.0620066,0.034165,0.0316733,0.00747035,0.0318674,0,0.0274529,0.0260892,0,0.0218229,0.0577933,0.0426053,0,0,0.0206895,0,0,0.0271452,0.0721908,0.0346747,0.0203158,0.0272451,0.0664545,0.0402574,0.0449127,0.0705597,0.0682407,0.0409846,0.0248803,0.0148177,0.00559099,0.0297885,0,0.0437544,0.0131682,0.00999978,0.039179,0.0637465,0,0,0,0,0.0575592,0,0,0,0.0281369,0
267,0.0429937,0.047285,0,0,0,0,0,0,0,0,0,0,0,0,0.031461,0,0.0261544,0.0463987,0,0.0175519,0,0,0.0347147,0.0208517,0.0319393,0.0665511,0.0427601,0.0523794,0.0733882,0.0598303,0.0213209,0.0616577,0.0338951,0.0312775,0.0078784,0.0319723,0,0.0273707,0.0260776,0,0.0213018,0.057866,0.0427187,0,0,0.0207073,0,0,0.0274274,0.0721267,0.0347679,0.0205319,0.0274387,0.0667921,0.0400688,0.0446095,0.070211,0.0676997,0.0409077,0.0251053,0.0145812,0.00552479,0.0302698,0,0.0440093,0.0134777,0.0120818,0.0393233,0.063452,0,0,0,0,0.0573588,0,0,0,0.027871,0
268,0.0424196,0.0481615,0,0,0,0,0,0,0,0,0,0,0,0,0.0309038,0,0.026382,0.0465594,0,0.0189772,0,0,0.042756,0.0211169,0.0323665,0.0664293,0.0466909,0.0521446,0.0729355,0.0599737,0.0212245,0.0613094,0.0336252,0.0309082,0.00839363,0.032143,0.0124826,0.0217354,0.0261306,0,0.0209606,0.0578811,0.0427791,0,0,0.0205004,0,0,0.0272509,0.0720683,0.0349317,0.0206862,0.0274558,0.0670511,0.0396475,0.0444551,0.0698921,0.0672849,0.0409502,0.0256624,0.0146636,0.00551505,0.0305737,0,0.0440372,0.0136046,0.0130087,0.0401447,0.0629461,0,0,0,0,0.057014,0,0,0,0.0275651,0
269,0.0429997,0.04782,0,0,0,0,0,0,0,0,0,0,0,0,0.0294033,0,0.0264654,0.047845,0,0.0187416,0,0,0.0429207,0.0213508,0.0329686,0.065872,0.0466451,0.0514925,0.0725469,0.0599773,0.0203396,0.060841,0.0333188,0.0303749,0.00988897,0.0322488,0.0124273,0.0218614,0.0204528,0,0.0241364,0.0571865,0.0426082,0,0,0.0218537,0,0,0.0246555,0.0725544,0.0379191,0.0206482,0.0268144,0.0673442,0.0400884,0.0443697,0.0703939,0.0672826,0.0402279,0.0248883,0.0175689,0.00561332,0.0301269,0.0510086,0.0424953,0.0133388,0.00229196,0.0401005,0.0634464,0,0,0,0,0.0566742,0,0,0,0.0271707,0
270,0.0451344,0.0465535,0,0,0,0,0,0,0,0,0,0,0,0,0.0292898,0,0.0265244,0.0480646,0,0.0185466,0,0,0.0430382,0.0210168,0.0332891,0.0650096,0.0467704,0.0508808,0.0721332,0.0598482,0.02003,0.060817,0.0333109,0.0302852,0.00986504,0.0324669,0.0126842,0.0218313,0.0209333,0,0.0239626,0.0569342,0.0421838,0,0,0.0269764,0,0,0.0195448,0.0726186,0.0375974,0.0205894,0.0267106,0.0669815,0.0406435,0.0440972,0.0704892,0.0671879,0.0399312,0.0252378,0.0173126,0.00539036,0.0304134,0.0499152,0.039272,0.0193154,0.0362249,0.0399959,0.0648028,0,0,0,0,0.0566563,0,0,0,0.0263536,0
271,0.0459777,0.0460938,0,0,0,0,0,0,0,0,0,0,0,0,0.02891,0,0.0266363,0.0481156,0,0.0183947,0,0,0.0428551,0.0210097,0.0336876,0.0645958,0.0467207,0.0503368,0.0717346,0.0598476,0.0198278,0.0605852,0.0331115,0.0300217,0.0102137,0.032581,0.0122731,0.0220424,0.0213926,0,0.0239581,0.0567487,0.0420877,0,0,0.0287377,0,0,0.0185513,0.0725418,0.0372482,0.0205287,0.0265546,0.0668413,0.0408737,0.0437448,0.0703176,0.0670717,0.0400165,0.0255343,0.017254,0.00548001,0.0309202,0.0493943,0.037766,0.0234969,0.050804,0.0399614,0.0652544,0,0,0,0,0.0563507,0,0,0,0.0259343,0
272,0.0457316,0.0461814,0,0,0,0,0,0,0,0,0,0,0,0,0.0287101,0,0.0267235,0.0481032,0,0.018286,0,0,0.0427276,0.0210582,0.0339698,0.0644618,0.04667,0.0498613,0.071453,0.0598936,0.0197145,0.0603106,0.0328706,0.0297315,0.0104518,0.0325428,0.0121179,0.0221595,0.0220878,0,0.0239411,0.0565299,0.0421836,0,0,0.028541,0,0,0.0188454,0.0723389,0.0369846,0.0204508,0.0264651,0.0668456,0.040643,0.0435853,0.070019,0.0670297,0.0400917,0.025872,0.017036,0.00621512,0.0315008,0.0489796,0.0375321,0.0237673,0.0503365,0.0395885,0.0649433,0,0,0,0,0.0560907,0,0,0,0.0258055,0
273,0.0452897,0.0463204,0,0,0,0,0,0,0,0,0,0,0,0,0.0285608,0,0.0268007,0.0480919,0,0.0182819,0,0,0.0426989,0.0210293,0.0341497,0.0643099,0.046789,0.0495768,0.0712086,0.0599416,0.0196623,0.0600906,0.0326865,0.0294728,0.0105784,0.0324728,0.0121541,0.0222043,0.0228819,0,0.0239358,0.0563366,0.0422847,0,0,0.0283227,0,0,0.0192291,0.072029,0.0369891,0.0202966,0.0263781,0.0668346,0.0402924,0.0432726,0.0698091,0.0672089,0.0403229,0.0261541,0.0167225,0.00643566,0.0319153,0.0484379,0.037422,0.0234913,0.0480433,0.0388392,0.0644849,0,0,0,0,0.0558043,0,0,0,0.0257581,0
274,0.0448985,0.0465585,0,0,0,0,0,0,0,0,0,0,0,0,0.0283137,0,0.0269221,0.0480655,0,0.0182001,0,0,0.0427262,0.0210775,0.0343671,0.0641561,0.0469705,0.049656,0.0709292,0.0599406,0.0195682,0.0598507,0.0325011,0.0291766,0.0108299,0.0325086,0.0122574,0.0221889,0.0235609,0,0.0236772,0.0561603,0.0423859,0,0,0.0285067,0,0,0.0195391,0.0717054,0.0370499,0.0200232,0.0262623,0.0667819,0.040027,0.0428161,0.0698183,0.0674526,0.0405109,0.0264604,0.0163849,0.00658905,0.0322554,0.0475569,0.0372702,0.023799,0.0474328,0.0388607,0.0641168,0,0,0,0,0.0557383,0,0,0,0.025745,0
275,0.0445173,0.0467914,0,0,0,0,0,0,0,0,0,0,0,0,0.0281743,0,0.0270072,0.0479582,0,0.0180771,0,0,0.0427209,0.0210388,0.0345716,0.0643326,0.0470639,0.0495756,0.0706666,0.0599587,0.0194825,0.0596597,0.0323101,0.0289278,0.0109995,0.0326508,0.0123268,0.0221575,0.0242373,0,0.023366,0.0559323,0.0425066,0,0,0.0287446,0,0,0.0198069,0.0713639,0.0367191,0.0197668,0.0262149,0.0665231,0.0397312,0.0422665,0.0700485,0.0676886,0.0406775,0.026886,0.0164042,0.00689492,0.0327019,0.0462875,0.0372151,0.0242233,0.0474321,0.0397513,0.0637713,0,0,0,0,0.0556532,0,0,0,0.0257533,0
276,0.0440921,0.0470611,0,0,0,0,0,0,0,0,0,0,0,0,0.0282133,0,0.0270965,0.0477457,0,0.0180212,0,0,0.0427771,0.0209561,0.0346881,0.064449,0.0471819,0.0494473,0.070473,0.0599849,0.0194505,0.0595274,0.0321748,0.0287464,0.0110563,0.032739,0.0123796,0.0222202,0.0247615,0,0.0230644,0.0558744,0.0426611,0,0,0.0287181,0,0,0.0200569,0.0709536,0.0360359,0.019433,0.0261611,0.0663626,0.0394015,0.0417561,0.0701263,0.0678654,0.0409182,0.0269039,0.0166405,0.00731257,0.03303,0.044959,0.0370863,0.0244686,0.0471818,0.040149,0.0633868,0,0,0,0,0.0557554,0,0,0,0.0257927,0
277,0.0437278,0.0474345,0,0,0,0,0,0,0,0,0,0,0,0,0.0286865,0,0.0274978,0.0462461,0,0.0179464,0,0,0.0428252,0.0210226,0.034728,0.0644701,0.0472266,0.0496589,0.0703274,0.0599835,0.0200198,0.0596532,0.032255,0.0288187,0.0105635,0.0328129,0.0124255,0.0222569,0.0275329,0,0.0205241,0.0564891,0.0430036,0,0,0.0288253,0,0,0.0202936,0.0698505,0.0337971,0.0192161,0.0272713,0.0659829,0.03887,0.0412402,0.0687913,0.0678509,0.0417822,0.0285219,0.0137779,0.00870755,0.0341664,0,0.0369853,0.0246675,0.0467471,0.0403114,0.0627139,0,0,0,0,0.0560369,0,0,0,0.0259213,0
278,0.0431361,0.0478031,0,0,0,0,0,0,0,0,0,0,0,0,0.0293025,0,0.0274548,0.0458512,0,0.0178228,0,0,0.0429217,0.0205305,0.0343086,0.0644974,0.0473186,0.0495901,0.0703846,0.0600664,0.0201817,0.0597586,0.0323072,0.0289341,0.00985995,0.0329222,0.0124706,0.0222989,0.0273615,0,0.0205572,0.0564717,0.0432238,0,0,0.0289415,0,0,0.0207277,0.0692462,0.0324552,0.0189109,0.0272399,0.0658657,0.0385198,0.0411907,0.0685718,0.0681346,0.0422955,0.0286347,0.0143933,0.00903664,0.0344062,0,0.0367609,0.0250382,0.0462204,0.0403615,0.0622007,0,0,0,0,0.0557129,0,0,0,0.0260377,0
279,0.0422629,0.0483069,0,0,0,0,0,0,0,0,0,0,0,0,0.028993,0,0.0271688,0.0463474,0,0.0176539,0,0,0.0429013,0.0200613,0.0337886,0.0641723,0.0469971,0.0495782,0.0706581,0.060042,0.0195281,0.0597636,0.0322837,0.0289678,0.0101339,0.0329691,0.0125985,0.0221054,0.0255008,0,0.0257583,0.0555442,0.04352,0,0,0.0292511,0,0,0.02116,0.0681985,0,0.0189149,0.0268018,0.0660673,0.0384343,0.0408627,0.0690633,0.0698266,0.0428766,0.0237453,0.0196852,0.00803905,0.0295864,0.0420952,0.0365178,0.0250622,0.0455781,0.0404318,0.0614731,0,0,0,0,0.0555539,0,0,0,0.0260264,0
280,0.0415955,0.0487019,0,0,0,0,0,0,0,0,0,0,0,0,0.0291636,0,0.0270108,0.0460578,0,0.0176443,0,0,0.0430813,0.0195964,0.0334088,0.0641756,0.0471746,0.0494447,0.0706978,0.0601011,0.0194897,0.0597942,0.032275,0.0290059,0.00973998,0.0330775,0.0128252,0.0220626,0.0279418,0,0.0274162,0.0555136,0.0436624,0,0,0.0293673,0,0,0.0215519,0.0676164,0,0.0186185,0.0250092,0.0658711,0.0380536,0.0412321,0.0699671,0.0706264,0.043407,0.0227414,0,0.0107142,0.0287014,0.0370965,0.0363648,0.0252586,0.0449709,0.0403067,0.0610035,0,0,0,0,0.0556891,0,0,0,0.0261753,0
281,0.0410395,0.0490481,0,0,0,0,0,0,0,0,0,0,0,0,0.0291641,0,0.0269038,0.0458617,0,0.0177018,0,0,0.0432273,0.0191299,0.0330878,0.0642868,0.047332,0.0493165,0.0706714,0.0600719,0.0194298,0.0598896,0.0324339,0.029109,0.00959755,0.0331754,0.0129223,0.0221034,0.0277918,0,0.0273452,0.0554861,0.0437847,0,0,0.0295421,0,0,0.0219239,0.0671766,0,0.0180698,0.0246243,0.065553,0.037576,0.0413462,0.0700812,0.0713417,0.0442291,0.0229571,0,0.0114867,0.0287685,0.0361922,0.0362608,0.025623,0.0444141,0.0403335,0.0605402,0,0,0,0,0.0556006,0,0,0,0.0263439,0
282,0.0405413,0.0493197,0,0,0,0,0,0,0,0,0,0,0,0,0.0292888,0,0.0268341,0.0456924,0,0.0176217,0,0,0.0431943,0.0186956,0.032758,0.0645524,0.0473972,0.0491932,0.0706591,0.060039,0.0193524,0.0599629,0.032723,0.0292059,0.00947637,0.0332777,0.0126974,0.0222891,0.0281199,0,0.0272551,0.0554629,0.0438873,0,0,0.0297003,0,0,0.0222697,0.0666811,0,0.0176349,0.0241168,0.0650976,0.0371389,0.0414425,0.0702403,0.0719934,0.0450156,0.0232166,0,0.0120008,0.0293159,0.0349545,0.0361572,0.0259869,0.0438871,0.0403151,0.0600905,0,0,0,0,0.0555529,0,0,0,0.0264869,0
283,0.0400262,0.0496029,0,0,0,0,0,0,0,0,0,0,0,0,0.0294882,0,0.0267289,0.0453795,0,0.0174693,0,0,0.0431842,0.0182687,0.0323964,0.0648572,0.0474775,0.0491321,0.0706934,0.0599725,0.0192349,0.0600431,0.0328514,0.0292933,0.00935961,0.0333949,0.0125905,0.0224053,0.0285414,0,0.0278059,0.055404,0.0439603,0,0,0.0297537,0,0,0.0225296,0.06625,0,0.0173083,0.0235498,0.0647118,0.0367509,0.0414618,0.0703405,0.0725264,0.0456873,0.0235051,0,0.0116313,0.0297746,0.0335927,0.0361174,0.0263228,0.0432582,0.0402391,0.0596742,0,0,0,0,0.0555791,0,0,0,0.0265861,0
284,0.0395244,0.0499217,0,0,0,0,0,0,0,0,0,0,0,0,0.0297407,0,0.0266305,0.044927,0,0.0172179,0,0,0.0431419,0.0179058,0.0320129,0.0647818,0.047603,0.0490873,0.070742,0.059922,0.0191987,0.0601124,0.0329061,0.029426,0.00920499,0.0335056,0.0125676,0.0224462,0.0287613,0,0.0286788,0.0553867,0.0440207,0,0,0.0299057,0,0,0.0227444,0.065882,0,0.017138,0.0231201,0.0644666,0.0362529,0.0415185,0.0703542,0.0728984,0.0462835,0.0239146,0,0.0111426,0.0302181,0.0324332,0.0361952,0.0266686,0.0425802,0.0402065,0.0592395,0,0,0,0,0.0555992,0,0,0,0.0265955,0
285,0.0390716,0.0499318,0,0,0,0,0,0,0,0,0,0,0,0,0.0302398,0,0.0265741,0.0442894,0,0.0172223,0,0,0.0432722,0.0175474,0.0317787,0.0643825,0.0485197,0.0486408,0.0704822,0.0598917,0.019573,0.0602237,0.0328583,0.0297306,0.00873522,0.0336779,0.0125496,0.0227394,0.0263586,0,0.0251436,0.0556632,0.0437983,0,0,0.0301242,0,0,0.0229588,0.0669916,0.0289148,0.0159268,0.0240567,0.0638844,0.0355183,0.041165,0.0695941,0.071441,0.0464848,0.0285419,0.0217497,0.0109386,0.0368179,0.0330777,0.0363252,0.0271437,0.0419339,0.0398537,0.0592754,0,0,0,0,0.0556919,0,0,0,0.0269234,0
286,0.0387075,0.0500674,0,0,0,0,0,0,0,0,0,0,0,0,0.0303652,0,0.0264906,0.0441593,0,0.0169281,0,0,0.0431644,0.0173778,0.0315081,0.0638886,0.048669,0.0485212,0.0704662,0.0598136,0.0195611,0.0602272,0.0329434,0.0299966,0.00879638,0.0339104,0.0124876,0.022725,0.0265326,0,0.0256389,0.0557409,0.0436878,0,0,0.0346199,0,0,0.0219382,0.066699,0.0289218,0.0158198,0.0240249,0.0635441,0.0348713,0.0408045,0.0693569,0.0715693,0.04677,0.0287275,0.0224492,0.0114891,0.0370641,0.0320152,0.036905,0.0260148,0.0401663,0.0398461,0.0588849,0,0,0,0,0.055899,0,0,0,0.0268285,0
287,0.0381132,0.0502847,0,0,0,0,0,0,0,0,0,0,0,0,0.0303859,0,0.0263622,0.0441007,0,0.016763,0,0,0.0431002,0.017313,0.0313011,0.0640075,0.0487457,0.0484148,0.070554,0.0597695,0.0195393,0.0601808,0.0328618,0.0299672,0.00899325,0.0340216,0.0124598,0.0227322,0.0265211,0,0.0261083,0.055761,0.0437622,0,0,0.0356416,0,0,0.0221818,0.0664666,0.0287843,0.0157029,0.0239723,0.0632658,0.0344727,0.0405002,0.0692586,0.0717164,0.046988,0.0287753,0.0231719,0.0118154,0.036977,0.0313503,0.0372187,0.0256977,0.038722,0.0399416,0.0584217,0,0,0,0,0.0562464,0,0,0,0.0267394,0
288,0.0369609,0.0508717,0,0,0,0,0,0,0,0,0,0,0,0,0.0307824,0,0.026253,0.0437632,0,0.0165879,0,0,0.0431203,0.0172976,0.0309886,0.0645313,0.0491535,0.04837,0.0707718,0.059812,0.0197569,0.0601675,0.0328902,0.0296799,0.00886012,0.0342438,0.0125225,0.0227445,0.024176,0,0,0.0556786,0.043822,0,0,0.0316998,0,0,0.0259732,0.0664805,0.0300598,0.0148561,0.0231815,0.0630047,0.0328151,0.0399566,0.0680765,0.071181,0.0464337,0.0293121,0.0229726,0.0114862,0.0377204,0.033194,0.0376592,0.0139608,0,0.0401547,0.0576861,0,0,0,0,0.0563332,0,0,0,0.0270444,0
289,0.0366167,0.0510646,0,0,0,0,0,0,0,0,0,0,0,0,0.0312648,0,0.026079,0.0439433,0,0.0162242,0,0,0.0431402,0.0172364,0.0305772,0.064148,0.0489916,0.0483161,0.0707758,0.059838,0.0199937,0.0600406,0.0329671,0.0295215,0.00864281,0.0343571,0.012576,0.022726,0.0252449,0,0.0258432,0.0556079,0.0438632,0,0,0.0325231,0,0,0.0259032,0.0660453,0.0283801,0.0152283,0.0237902,0.0630278,0.0323547,0.0401725,0.0693777,0.0719128,0.0470016,0.028911,0.0227307,0.0118882,0.0371904,0.0322788,0.0377222,0.0140757,0,0.0404303,0.0571058,0,0,0,0,0.056227,0,0,0,0.02667,0
