Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x74,x75,x76,RWRA,,x77,LILC
343,0.0297208,0.060121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432893,0,0.0148027,0.0326723,0,0,0.0377304,0,0,0,0.05551,0.0327695,0.0180485,0.0695671,0.0212362,0.0744858,0.0940878,0.0325598,0,0.0538924,0.0569312,0.0302722,0.0331474,0.00689348,0.067793,0.0960332,0.124112,0,0,0.0243738,0.0622568,0.0444092,0,0,0.014857,0,0,0.0343474,0.0717827,0.0254174,0.026154,0.0237442,0.0510683,0.029816,0.0274309,0.0550134,0.0622923,0.0376051,0.0255946,0.0260287,0.0151696,0.0324583,0.0132172,0.0505208,0.0151366,0.0523783,0.0370609,0,0,0,0.0205225,0,0,0.0361928
344,0.0294542,0.0604484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443675,0,0.0149322,0.0329333,0,0,0.0376566,0,0,0,0.055359,0.0322447,0.0196341,0.0690953,0.0208408,0.0734859,0.0932549,0.0338377,0,0.0541294,0.0570952,0.0306415,0.0331908,0.00462383,0.0675737,0.0955661,0.123655,0,0,0.0245004,0.0619615,0.0446515,0,0,0.0146959,0,0,0.0345433,0.0719765,0.025074,0.0263557,0.0241334,0.0507433,0.029888,0.0273891,0.0546146,0.0619876,0.0376134,0.0258211,0.0260212,0.0152926,0.0328096,0.0129501,0.050621,0.0147231,0.0525224,0.0368768,0,0,0,0.0211621,0,0,0.0359204
345,0.0290411,0.0606685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455414,0,0.0152365,0.033234,0,0,0.03744,0,0,0,0.0552269,0.0319179,0.0212423,0.0686336,0.0204432,0.0725598,0.0923747,0.0350725,0,0.0543119,0.0572464,0.0309754,0.0332016,0.00277966,0.067357,0.0951992,0.123174,0,0,0.0244843,0.0615572,0.0446068,0,0,0.0142653,0,0,0.0347194,0.0721389,0.0247775,0.0266516,0.0243768,0.0504371,0.0298673,0.0273394,0.0542927,0.0616678,0.0374426,0.0260604,0.0260244,0.0154317,0.0330881,0.0127106,0.0508064,0.0142371,0.0526627,0.0367154,0,0,0,0.0218555,0,0,0.0355992
346,0.0288002,0.0608174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452309,0,0.0156992,0.0347822,0,0,0.0402094,0,0,0,0.0539169,0.0327601,0.0221559,0.0679351,0.018887,0.0708701,0.0911784,0.0363214,0,0.0546803,0.0576683,0.0315363,0.0332744,0.003571,0.0691862,0.0878152,0.124029,0,0,0.0249437,0.0600005,0.0449505,0,0,0.0132242,0,0,0.0363049,0.0728267,0.0244758,0.0273023,0.0246089,0.0516883,0.0301341,0.02809,0.0540887,0.0615737,0.0378744,0.0262106,0.0260031,0.0154329,0.0331481,0.0129003,0.050545,0.0135755,0.0526363,0.0366049,0,0,0,0.0216129,0,0,0.0348108
347,0.0285565,0.0608101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474355,0,0.0159367,0.0340011,0,0,0.0368066,0,0,0,0.055019,0.0316944,0.0242489,0.0678803,0.0197831,0.0706694,0.0905011,0.037543,0,0.0546932,0.0575719,0.0317251,0.0330311,0.00166334,0.0667659,0.0937861,0.122226,0,0,0.0243986,0.0605938,0.0451372,0,0,0.0132791,0,0,0.0348955,0.0725098,0.0239498,0.0266167,0.0250704,0.0502192,0.0300946,0.0271789,0.053664,0.0612172,0.0373344,0.0265215,0.025872,0.0153987,0.0332424,0.0127825,0.0513816,0.0136121,0.0526566,0.0367155,0,0,0,0.0232306,0,0,0.0348672
348,0.0283515,0.0609959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465691,0,0.0162427,0.0356188,0,0,0.0394861,0,0,0,0.0539862,0.0325861,0.0249148,0.0673499,0.0184175,0.0691379,0.0895228,0.0383501,0,0.0546552,0.0577874,0.0319022,0.0325287,0.00291426,0.0682959,0.0863954,0.123237,0,0,0.024577,0.0590541,0.0455748,0,0,0.0124046,0,0,0.0365795,0.0731383,0.0238103,0.0272081,0.0254158,0.0515409,0.0305142,0.0279496,0.053478,0.0611821,0.0372501,0.0266018,0.0259882,0.0154035,0.033211,0.0134231,0.0509708,0.0130674,0.0527254,0.0366042,0,0,0,0.0228684,0,0,0.0340992
349,0.0279786,0.0612023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484397,0,0.0162792,0.0345303,0,0,0.0361186,0,0,0,0.0555117,0.0312452,0.0268179,0.0675096,0.019406,0.0692194,0.089051,0.0391239,0,0.0543006,0.05745,0.0317007,0.0319946,0.00342333,0.0658931,0.0923033,0.121607,0,0,0.0238678,0.0598072,0.0456989,0,0,0.0127367,0,0,0.0352209,0.0726451,0.0234042,0.0265111,0.0257874,0.0499817,0.0307688,0.0270018,0.0530804,0.0607918,0.03677,0.0267623,0.0259739,0.0155606,0.0334879,0.0134712,0.0515267,0.013153,0.0528736,0.0367933,0,0,0,0.0243639,0,0,0.0342498
350,0.0275878,0.0615903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490735,0,0.0163042,0.0344778,0,0,0.035672,0,0,0,0.0557426,0.0320835,0.0277407,0.0675359,0.0193347,0.0688128,0.0885301,0.0398772,0,0.0541701,0.0573655,0.0316522,0.0316472,0.00420024,0.0654603,0.0916372,0.121422,0,0,0.0234614,0.0595224,0.0459572,0,0,0.0127602,0,0,0.0354569,0.0726431,0.0231176,0.0264882,0.0260447,0.0498954,0.0313735,0.0269215,0.0529209,0.0605862,0.0368852,0.0268185,0.0260408,0.0156984,0.0336226,0.013839,0.0514224,0.0130158,0.0531069,0.0368683,0,0,0,0.0248032,0,0,0.0340184
351,0.0271643,0.0618764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494931,0,0.0160214,0.0345842,0,0,0.0351715,0,0,0,0.0556936,0.0323226,0.0281115,0.0676251,0.0192898,0.0686426,0.0882874,0.0405219,0,0.0542249,0.0572095,0.0315881,0.0313679,0.00487128,0.0650314,0.0909232,0.121318,0,0,0.0230813,0.0590831,0.0462477,0,0,0.0130103,0,0,0.0357373,0.0727474,0.0229114,0.0261667,0.0263633,0.0498866,0.0322206,0.0268295,0.0527639,0.0604809,0.0370452,0.0267573,0.0260306,0.0157821,0.0336193,0.0143436,0.0512577,0.0129447,0.0532011,0.0368078,0,0,0,0.0251892,0,0,0.0340395
352,0.0272035,0.0624924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441151,0,0.0250927,0.0361486,0,0,0.037564,0,0,0,0.0561517,0,0.0278734,0.0680531,0.0182651,0.0679206,0.0880463,0.0390873,0,0.0491841,0.0536597,0.0269037,0.0259203,0.0128088,0.0664331,0.083874,0.122495,0,0,0.022565,0.0580953,0.0467021,0,0,0.0124139,0,0,0.0376334,0.0727676,0.0232763,0.0266197,0.0263464,0.0504898,0.0325956,0.0276166,0.0530724,0.060857,0.03743,0.0263142,0.025901,0.015762,0.0331978,0.0149667,0.0509832,0.0125361,0.0534036,0.0359367,0,0,0,0.0241992,0,0,0.0347949
353,0.0268516,0.0629086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443502,0,0.0253278,0.0362339,0,0,0.0368751,0,0,0,0.055789,0,0.0274929,0.0681249,0.0183128,0.0681402,0.0881521,0.0390779,0,0.0487838,0.0533466,0.0265744,0.0257151,0.0124364,0.0654978,0.0834323,0.122498,0,0,0.0218686,0.0577707,0.0471257,0,0,0.0128818,0,0,0.0380746,0.0729506,0.0232811,0.0264935,0.0263593,0.0506925,0.0334612,0.0277586,0.0529933,0.0608871,0.037476,0.0263478,0.0258837,0.0159937,0.0330494,0.0153819,0.0506163,0.0123829,0.0533998,0.0355676,0,0,0,0.0242107,0,0,0.0350475
354,0.0267625,0.0628999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442076,0,0.0250725,0.0359456,0,0,0.0364774,0,0,0,0.0555086,0,0.026844,0.0684819,0.0183182,0.0682846,0.0882086,0.0394192,0,0.0487374,0.053195,0.0263351,0.0257834,0.012253,0.0647244,0.0827756,0.122608,0,0,0.0214648,0.0577604,0.0472918,0,0,0.0136168,0,0,0.0380998,0.0730119,0.0232988,0.0261727,0.0263433,0.0507699,0.0345715,0.0278032,0.0530152,0.0609233,0.0374573,0.0260339,0.0260415,0.0161442,0.0326386,0.0160522,0.0502189,0.0123568,0.0533239,0.0354721,0,0,0,0.0246291,0,0,0.0352039
355,0.0273452,0.06318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436793,0,0.023626,0.0367624,0,0,0.0367028,0,0,0,0.0546274,0,0.0258844,0.071474,0.0183468,0.0686267,0.0896197,0.0394008,0,0.0467811,0.0509302,0.0242004,0.0247375,0.0123282,0.0650291,0.0817758,0.122697,0,0,0.0215394,0.059331,0.0469936,0,0,0.0131305,0,0,0.0375139,0.0737194,0.0227007,0.025169,0.0266456,0.0499454,0.0340695,0.0274526,0.05249,0.0604914,0.0372506,0.0257506,0.0267994,0.0166105,0.0322981,0.0167785,0.0504144,0.0123252,0.0533031,0.0354913,0,0,0,0.0254322,0,0,0
356,0.0272689,0.062526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449082,0,0.0241416,0.0356232,0,0,0.0336938,0,0,0,0.0544273,0,0.0253848,0.0716935,0.0195184,0.0693842,0.0899901,0.0389116,0,0.0465023,0.05046,0.0237263,0.0250015,0.011061,0.0629525,0.0876778,0.121601,0,0,0.0203418,0.0601643,0.0469094,0,0,0.013839,0,0,0.0277147,0.0734922,0.022204,0.0245973,0.0268718,0.0488875,0.0355427,0.0268401,0.0522731,0.0602376,0.0368099,0.0257796,0.026704,0.0167251,0.0324752,0.0170525,0.0485371,0.0204814,0.0531356,0.0358554,0,0,0,0,0,0,0
357,0.0271137,0.0619687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434516,0,0.0246098,0.0347747,0,0,0.0360589,0,0,0,0.0531778,0,0.0233199,0.0697253,0.0187265,0.0686212,0.0889402,0.0390463,0,0.0486445,0.0528493,0.0254529,0.0270647,0.0147756,0.0644596,0.0812272,0.12332,0,0,0.0202689,0.057875,0.0469634,0,0,0.0164233,0,0,0.0269828,0.0729217,0.0231923,0.0253857,0.0259303,0.0513755,0.0390471,0.0276425,0.0533394,0.0613687,0.037421,0.0243069,0.0273043,0.0163439,0.0308911,0.0180084,0.0467241,0.0191921,0.0530904,0.035741,0,0,0,0,0,0,0.035615
358,0.0264406,0.0619566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460125,0,0.0174063,0.0335624,0,0,0.0327009,0,0,0,0.0536279,0.0270125,0.0235259,0.0701865,0.020381,0.0710351,0.090721,0.0378266,0,0.0518087,0.0542765,0.0284784,0.0319917,0.00486136,0.0619349,0.0880728,0.122476,0,0,0.0193532,0.0588155,0.0470458,0,0,0.0173441,0,0,0.0240925,0.0724712,0.0229097,0.0246725,0.0256672,0.0503744,0.0408712,0.0267466,0.0533066,0.0611648,0.0370828,0.0240849,0.0277026,0.0167344,0.030758,0.0185915,0.0464024,0.0197982,0.0530404,0.0358254,0,0,0,0,0,0,0.0363739
359,0.0263086,0.0621734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456318,0,0.0173489,0.0349983,0,0,0.0352178,0,0,0,0.053013,0.0257392,0.0217482,0.0711107,0.0196749,0.0704826,0.0908365,0.0376952,0,0.0520329,0.0548864,0.0280948,0.0317578,0.0070471,0.063582,0.0819837,0.123984,0,0,0.0190634,0.0576414,0.0473328,0,0,0.0185471,0,0,0.0241492,0.0726184,0.0231446,0.0253942,0.0251664,0.0518449,0.0428122,0.0278076,0.0538464,0.0615751,0.0376535,0.0233717,0.028132,0.0171021,0.029968,0.0195139,0.0455665,0.01782,0.0530314,0.0356273,0,0,0,0,0,0,0.0368227
360,0.0259274,0.0624981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454884,0,0.0165897,0.0359607,0,0,0.035243,0,0,0,0.0530642,0.0238966,0.0213801,0.0725134,0.0199937,0.0704304,0.09044,0.0380981,0,0.0519255,0.0551631,0.0277114,0.0307865,0.00786952,0.0633877,0.0819282,0.124194,0,0,0.0186342,0.0572455,0.0476016,0,0,0.0194088,0,0,0.0231513,0.0724577,0.0231943,0.0256203,0.0247267,0.0521118,0.0445774,0.0282312,0.0542532,0.0620651,0.0376498,0.0228919,0.0286831,0.0175694,0.029366,0.0206928,0.0452104,0.0173236,0.0530587,0.0355812,0,0,0,0,0,0,0.0377172
361,0.0255871,0.0628213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453459,0,0.0155225,0.0370918,0,0,0.0351878,0,0,0,0.052242,0.0222017,0.0212101,0.0739945,0.0203723,0.0701351,0.0897001,0.0390696,0,0.0515821,0.0552067,0.0273434,0.0297833,0.00793671,0.0632669,0.0820114,0.124485,0,0,0.0184116,0.0565878,0.0479629,0,0,0.020161,0,0,0.0225501,0.0722876,0.0232168,0.0258345,0.0243175,0.0524376,0.0465977,0.0287397,0.0547463,0.0623042,0.0376309,0.0224902,0.0292077,0.0179274,0.0287562,0.0223047,0.0450014,0.0170219,0.053075,0.0356184,0,0,0,0,0,0,0.0383851
362,0.0252229,0.063258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453691,0,0.0152832,0.0382147,0,0,0.0349063,0,0,0,0.0513473,0.0212198,0.0210994,0.0753133,0.0207597,0.0697787,0.0892011,0.0399224,0,0.0511989,0.0549973,0.0269776,0.0289959,0.00758379,0.063029,0.0818948,0.124868,0,0,0.0181188,0.0558949,0.0483463,0,0,0.0207342,0,0,0.0222912,0.0720934,0.0233992,0.0256458,0.0237652,0.0531474,0.048499,0.0294968,0.0554209,0.0625904,0.0375031,0.0223158,0.029691,0.0185654,0.0284697,0.0244429,0.0448584,0.0164464,0.0535789,0.0355658,0,0,0,0,0,0,0.038918
363,0.0248815,0.0633503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450676,0,0.0151581,0.0383022,0,0,0.0347571,0,0,0,0.0514602,0.0201185,0.0208584,0.0766092,0.021446,0.0692707,0.0888299,0.0407606,0,0.0514437,0.0551325,0.027179,0.0292845,0.00695009,0.0628337,0.0820322,0.125418,0,0,0.0180889,0.0557865,0.0483004,0,0,0.0212707,0,0,0.0216656,0.0717297,0.023629,0.0251405,0.0232757,0.0536689,0.0504401,0.0298015,0.0561086,0.063102,0.037286,0.0214456,0.0302256,0.0190819,0.0275986,0.0277008,0.0450149,0.0163943,0.0536921,0.0359938,0,0,0,0,0,0,0.0395217
364,0.0242421,0.0634316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447803,0,0.015172,0.0381458,0,0,0.0346927,0,0,0,0.0514183,0.0202165,0.0200488,0.0775327,0.0221241,0.0688582,0.0886865,0.0408211,0,0.051686,0.0553657,0.0272465,0.0299078,0.00624243,0.0625216,0.0823855,0.126039,0,0,0.0177878,0.0557157,0.0482244,0,0,0.0218757,0,0,0.021333,0.070999,0.0239569,0.0251478,0.0224392,0.0545894,0.0524118,0.0305302,0.0569772,0.0637323,0.0377672,0.0208909,0.0306728,0.0194387,0.0266554,0.0315314,0.0450719,0.016139,0.0537105,0.0364689,0,0,0,0,0,0,0.0397422
365,0.0236815,0.0635435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443982,0,0.0150959,0.0379915,0,0,0.0346509,0,0,0,0.051376,0.0211136,0.0194607,0.0780397,0.0227402,0.0686652,0.0884769,0.0407238,0,0.0518296,0.0554621,0.0272074,0.0305873,0.00560436,0.0622163,0.0828887,0.126766,0,0,0.0178094,0.0558035,0.0480399,0,0,0.0224634,0,0,0.0208747,0.0699016,0.0243965,0.0251461,0.0214596,0.0556512,0.054504,0.0314245,0.0579601,0.0644532,0.0383282,0.0204854,0.0310361,0.0197271,0.025713,0.035614,0.0450505,0.0158136,0.0535405,0.0370768,0,0,0,0,0,0,0.0398029
366,0.0228342,0.0636036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445854,0,0.0158566,0.0381238,0,0,0.0342051,0,0,0,0.0507861,0.023,0.0190814,0.077938,0.0232668,0.068595,0.0883604,0.0402079,0,0.0516729,0.0550959,0.0268832,0.0308356,0.00521345,0.0615653,0.0834332,0.12746,0,0,0.017549,0.055628,0.0480277,0,0,0.0230925,0,0,0.0208552,0.0692173,0.0246861,0.025371,0.0201541,0.0570256,0.0564138,0.0327332,0.0591456,0.0655943,0.0389753,0.0203912,0.0314725,0.0200551,0.0251254,0.039877,0.0450518,0.015228,0.0534751,0.0374064,0,0,0,0,0,0,0.0400928
367,0.0223354,0.0633111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444206,0,0.0164787,0.0378877,0,0,0.0339491,0,0,0,0.0507586,0.0244679,0.0188849,0.0777265,0.0237368,0.0685158,0.0881562,0.0398958,0,0.0516733,0.0547763,0.0266331,0.0311607,0.0049202,0.0612065,0.0836947,0.128316,0,0,0.0178691,0.0558221,0.0477715,0,0,0.0237394,0,0,0.0209292,0.0683087,0.0250758,0.0252321,0.0189302,0.0579641,0.0583405,0.0337045,0.0603762,0.0667788,0.0395821,0.0197645,0.0319923,0.0202599,0.0242844,0.0439934,0.0451153,0.0151647,0.0531675,0.0379873,0,0,0,0,0,0,0.0408592
368,0.0214843,0.0632238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440249,0,0.0164173,0.0373255,0,0,0.0336049,0,0,0,0.0509806,0.0251487,0.0186923,0.0783072,0.0246694,0.0687759,0.0882634,0.039912,0,0.0515934,0.0543857,0.0263752,0.0314751,0.00444885,0.0604649,0.0837061,0.129548,0,0,0.0188794,0.0563472,0.0482692,0,0,0.0242021,0,0,0.0391361,0.0666538,0.0264167,0.0247007,0.0179796,0.0588638,0.0617002,0.0345478,0.0618166,0.0679677,0.0400599,0.0186042,0.0327367,0.0204351,0.0229592,0.0483852,0.0484702,0.0101167,0.0526964,0.0383882,0,0,0,0.0273079,0,0,0.0418974
369,0.0213785,0.0631089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445522,0,0.0172675,0.0379112,0,0,0.0328558,0,0,0,0.0492741,0.0262781,0.0182088,0.0776241,0.0252136,0.0688931,0.0887367,0.0391817,0,0.0511034,0.0540238,0.0256688,0.0310027,0.00418759,0.059979,0.0842776,0.129879,0,0,0.0183786,0.0552356,0.0482458,0,0,0.0250918,0,0,0.0314696,0.0661472,0.0267059,0.0245897,0.0170916,0.0602244,0.0635128,0.0363382,0.0633228,0.0689997,0.0405728,0.0187055,0.0325099,0.0206682,0.0228419,0.0527568,0.0460314,0.0198924,0.0524502,0.0385037,0,0,0,0,0,0,0.041598
370,0.0209733,0.0627345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450424,0,0.0161955,0.0364284,0,0,0.0296159,0,0,0,0.0509432,0.0242024,0.0190699,0.0784969,0.0275643,0.070952,0.0897975,0.0386122,0,0.0510157,0.0537299,0.0256537,0.0312156,0.00248861,0.0573411,0.0924401,0.129909,0,0,0.0201991,0.0571683,0.0482179,0,0,0.025473,0,0,0.0383595,0.0641096,0.0291406,0.0233782,0.017164,0.0592445,0.0655302,0.0363327,0.0643515,0.0695733,0.0401872,0.0184831,0.0325393,0.0200167,0.0217261,0.0572067,0.0485805,0.00934339,0.0517917,0.0390791,0,0,0,0.0292179,0,0,0.0427438
371,0.0207462,0.0624305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447062,0,0.0163466,0.0372554,0,0,0.0290463,0,0,0,0.0513295,0.0243858,0.0193301,0.0785786,0.0284355,0.0713891,0.0901337,0.0382637,0,0.0507223,0.0535923,0.0255096,0.0308737,0.00236204,0.0569427,0.0930176,0.130653,0,0,0.0210066,0.0566787,0.0482381,0,0,0.0263052,0,0,0.0385578,0.0634558,0.0311874,0.0228745,0.0163827,0.0597592,0.0674018,0.037466,0.0661032,0.0708183,0.0407709,0.0186119,0.0327037,0.0196926,0.0213897,0.0613912,0.0488153,0.00871842,0.0514251,0.0392406,0,0,0,0.0296525,0,0,0.0435011
372,0.0210269,0.0620452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430854,0,0.0165403,0.0396373,0,0,0.0321704,0,0,0,0.0500869,0.0263356,0.0190713,0.0784565,0.0280757,0.0700485,0.0895494,0.0387094,0,0.050876,0.0538919,0.0257482,0.0306598,0.00362436,0.0591722,0.0840334,0.132574,0,0,0.0216073,0.0544407,0.0483951,0,0,0.0275248,0,0,0.0401369,0.0636117,0.0330703,0.0226153,0.0150072,0.0616361,0.0697861,0.0396035,0.0685896,0.0728347,0.0421807,0.0184785,0.0336488,0.0202144,0.0210714,0.0648415,0.0494392,0.00812054,0.05065,0.0394407,0,0,0,0.0285683,0,0,0.0437691
373,0.0210752,0.0617955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426126,0,0.0167188,0.0412119,0,0,0.0319986,0,0,0,0.0500163,0.0271662,0.0193989,0.0786762,0.0287923,0.0699269,0.0894386,0.0385912,0,0.0510003,0.0539663,0.0259117,0.0305266,0.00353012,0.0590886,0.0837003,0.133052,0,0,0.0228013,0.0534989,0.0484208,0,0,0.0280536,0,0,0.040165,0.0633762,0.0365987,0.0218331,0.0146752,0.0618214,0.0712789,0.0407944,0.070184,0.0740861,0.0428045,0.0184556,0.0339103,0.0202795,0.0208073,0.0703784,0.0495718,0.0077755,0.0499608,0.0397408,0,0,0,0.0291432,0,0,0.0442334
374,0.02082,0.0613694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421704,0,0.0171085,0.0429976,0,0,0.0318365,0,0,0,0.0497717,0.0281366,0.0197417,0.0788607,0.029388,0.0697986,0.0892386,0.0383873,0,0.0512266,0.0540254,0.0259613,0.0307321,0.00350905,0.0590008,0.0833323,0.133329,0,0,0.0240987,0.0523944,0.0483052,0,0,0.028426,0,0,0.0405061,0.063583,0.0400113,0.0210829,0.0146926,0.0619164,0.0726324,0.0418782,0.0716238,0.075161,0.0433636,0.0181445,0.0338768,0.0199416,0.0204749,0.0762527,0.0497866,0.00774972,0.0492095,0.0401332,0,0,0,0.0294912,0,0,0.0446003
375,0.0207697,0.0608562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418219,0,0.0175037,0.0447191,0,0,0.0316939,0,0,0,0.0494633,0.0289959,0.020127,0.0789531,0.0298305,0.069689,0.0890689,0.038164,0,0.0513624,0.0540457,0.0260171,0.0309757,0.00368723,0.0589747,0.0828594,0.133442,0,0,0.0255699,0.0513103,0.0482509,0,0,0.0288005,0,0,0.0410206,0.0641546,0.0427394,0.0206135,0.0149766,0.0620474,0.073789,0.0427613,0.0729201,0.0760437,0.0436293,0.0174516,0.0334492,0.0191946,0.0205757,0.0810857,0.0499078,0.00780915,0.0485726,0.0405276,0,0,0,0.0298849,0,0,0.0447534
376,0.0206901,0.0603663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416435,0,0.0180258,0.0464273,0,0,0.0313837,0,0,0,0.0492577,0.030097,0.0204661,0.0788516,0.0302094,0.0696282,0.0890009,0.0380043,0,0.0512773,0.0539533,0.0259487,0.0309677,0.00393264,0.0588024,0.0823368,0.133446,0,0,0.0266734,0.0501955,0.0484032,0,0,0.0291678,0,0,0.0415534,0.0650173,0.0439316,0.0203835,0.0151029,0.0623031,0.0746857,0.0433618,0.0738637,0.0767095,0.0438371,0.0172292,0.0323516,0.0180848,0.0209619,0.0827778,0.0498819,0.00793933,0.0481017,0.0409263,0,0,0,0.0302706,0,0,0.0448404
377,0.0206738,0.0599768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418108,0,0.0184655,0.0478454,0,0,0.0310938,0,0,0,0.0492774,0.031167,0.0207566,0.0787159,0.0306206,0.0697037,0.0889722,0.0380001,0,0.0511997,0.0537764,0.0258982,0.030961,0.00412903,0.0585695,0.0817186,0.133441,0,0,0.0267646,0.0495023,0.0485749,0,0,0.029492,0,0,0.041611,0.0660439,0.0431536,0.0201614,0.0150649,0.0625977,0.0753548,0.04366,0.0743426,0.0770449,0.0441014,0.0173448,0.0307711,0.0169792,0.0215914,0.0798891,0.049795,0.00822259,0.0475083,0.0414898,0,0,0,0.0306878,0,0,0.0449189
378,0.0204241,0.0600849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420167,0,0.0188609,0.0489262,0,0,0.0307472,0,0,0,0.0493666,0.0321626,0.021105,0.0786334,0.0311038,0.0699461,0.0890095,0.0380909,0,0.0511633,0.0536081,0.0258599,0.0309835,0.00427688,0.0581197,0.0810523,0.133492,0,0,0.026111,0.0490687,0.0488381,0,0,0.0344438,0,0,0.036678,0.0672646,0.0408976,0.0200624,0.0149807,0.0630125,0.0759983,0.0437878,0.0746147,0.0772052,0.0442619,0.0175535,0.0291554,0.0160422,0.022354,0.0738368,0.0512321,0.0081274,0.0472872,0.0419946,0,0,0,0.0301772,0,0,0.0448819
379,0.0204858,0.0598742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042237,0,0.0192917,0.0498573,0,0,0.030354,0,0,0,0.049526,0.0330618,0.021546,0.0786184,0.0311327,0.0702292,0.0890594,0.0382794,0,0.0511561,0.0534366,0.0258551,0.0310457,0.00433817,0.0575197,0.0803937,0.133564,0,0,0.0256163,0.0486144,0.0489682,0,0,0.0349442,0,0,0.0366047,0.0685903,0.0381952,0.0199148,0.0148489,0.0632734,0.0763113,0.0439939,0.074786,0.0772303,0.0442853,0.017953,0.0277072,0.0150442,0.0228012,0.0667687,0.0511706,0.00848103,0.0471302,0.0426511,0,0,0,0.0302174,0,0,0.0448193
380,0.0208744,0.0594291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423703,0,0.0199592,0.0509698,0,0,0.0300848,0,0,0,0.0493899,0.0340296,0.0216825,0.0785477,0.0310772,0.0701028,0.0890381,0.0383076,0,0.0511689,0.0533129,0.0258017,0.0311648,0.00432703,0.0568424,0.0794875,0.133778,0,0,0.0248843,0.0479159,0.0490596,0,0,0.0302258,0,0,0.0415301,0.0696774,0.0356817,0.0197608,0.0147597,0.0636615,0.0766836,0.0442272,0.0746223,0.0770978,0.0442546,0.0183447,0.0263708,0.0139666,0.0233939,0.0601601,0.0498098,0.00944059,0.0468189,0.0436474,0,0,0,0.0308747,0,0,0.0447148
381,0.0210812,0.0597316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424688,0,0.0199224,0.0515201,0,0,0.0296246,0,0,0,0.0498301,0.0345297,0.0222958,0.0785982,0.0313118,0.0703837,0.0891194,0.0382413,0,0.0511861,0.0533176,0.0257804,0.0311488,0.00454047,0.0561911,0.0795307,0.134015,0,0,0.0242949,0.0480805,0.0484636,0,0,0.0349928,0,0,0.0369277,0.0701485,0.0346097,0.019681,0.0148368,0.0634877,0.0771465,0.0443099,0.0746313,0.076915,0.0439704,0.0186159,0.025717,0.0133947,0.0237915,0.0541698,0.0510192,0.00930187,0.0468455,0.0440556,0,0,0,0.0303929,0,0,0.0448566
