Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,x80,LILC
37,0.0286545,0.0537191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312172,0,0.0226378,0.0561403,0,0,0.0112074,0,0,0.0401037,0.058854,0.0254411,0.0301432,0.054347,0.0378908,0.0505114,0.0694105,0.0533889,0.0175604,0.0541797,0.0579618,0.0321302,0.0299646,0.0110086,0.0381538,0.0122457,0.0194403,0.0190495,0,0.0282339,0.052676,0.0454593,0,0,0.00814695,0,0,0.0350041,0.0728857,0.0160939,0,0.0278848,0.0487019,0.0368588,0.0311655,0.0530073,0.0575268,0.0385992,0.0293688,0.0253019,0.0141751,0.0377326,0.0274008,0.0480879,0.0090628,0.0170837,0.0460785,0.0473391,0,0,0,0,0,0
38,0.0286192,0.0536224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298216,0,0.0222394,0.0540525,0,0,0.0111592,0,0,0.0401389,0.0602691,0.0203941,0.0308375,0.054189,0.0380826,0.0503144,0.0681952,0.0520305,0,0.0566275,0.0600021,0,0.0332912,0.00995289,0.0380129,0.0122357,0.0195215,0.018574,0,0.0280673,0.05311,0.0453785,0,0,0.00812685,0,0,0.0349712,0.0720573,0.0159624,0,0.02745,0.0484347,0.0369624,0.0305738,0.0531023,0.0574718,0.0380009,0.0293094,0.0252675,0.0142068,0.0377311,0.0279866,0.0478939,0.00890318,0.0173874,0.045989,0.0476029,0,0,0,0,0,0
39,0.0288951,0.0536685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325949,0,0.0225233,0.0561179,0,0,0.0110664,0,0,0.0402322,0.0592861,0.022824,0.0296584,0.0562222,0.0386891,0.0516246,0.0699039,0.0532578,0,0.0546379,0.0583273,0.0326925,0.0313914,0.00838017,0.0382571,0.012317,0.0195539,0.0198259,0,0.0279794,0.0517731,0.0450132,0,0,0.00804907,0,0,0.0349292,0.0729355,0.0158114,0.0176996,0.0272742,0.0478132,0.0357077,0.0305323,0.052567,0.057823,0.0392503,0.0292468,0.0256718,0.0143928,0.0378094,0.0262946,0.0487241,0.00951608,0.0164274,0.0453726,0.0481939,0,0,0,0,0,0
40,0.0289401,0.0536375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322358,0,0.0224996,0.0561278,0,0,0.0111162,0,0,0.0403201,0.059408,0.0228186,0.0294656,0.05625,0.0386091,0.0520655,0.0700441,0.0532572,0,0.0547097,0.0583193,0.0327494,0.031433,0.00859158,0.0382682,0.0123476,0.0195256,0.0199917,0,0.0279642,0.0516519,0.0450204,0,0,0.00807375,0,0,0.0348982,0.0731905,0.0157599,0.0180827,0.0272435,0.0477849,0.03561,0.0304902,0.05256,0.0578746,0.0392836,0.0292618,0.0257587,0.0144046,0.0378537,0.0260681,0.0488183,0.00935779,0.0164602,0.0452948,0.0482615,0,0,0,0,0,0
41,0.028874,0.0535771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030533,0,0.0230772,0.0560868,0,0,0.0112403,0,0,0.040197,0.0587142,0.0242168,0.028939,0.0558903,0.038206,0.0513462,0.0699414,0.0532833,0.0174106,0.0546552,0.0585637,0.0327593,0.0312616,0.0107354,0.0381511,0.0122168,0.0194842,0.020349,0,0.0280961,0.0506667,0.0451519,0,0,0.00789109,0,0,0.0346032,0.073803,0.0157653,0.0174539,0.0276614,0.0482018,0.0358372,0.0308329,0.0524262,0.0578494,0.039542,0.029379,0.0257885,0.0144363,0.0379556,0.0256109,0.048652,0.00868791,0.016987,0.0453496,0.0482946,0,0,0,0,0,0
42,0.0288271,0.0532257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302527,0,0.023042,0.0554848,0,0,0.0113429,0,0,0.040063,0.0575196,0.0244479,0.0287234,0.0559253,0.0377768,0.0510814,0.0699554,0.0533903,0.0173584,0.0546393,0.0585924,0.0327114,0.0312104,0.0112465,0.0373736,0.0120916,0.0195368,0.0203373,0,0.0280424,0.0509382,0.045624,0,0,0.00520425,0,0,0.0218621,0.0736785,0.015733,0.0158066,0.0276895,0.0483787,0.0318893,0.030822,0.0525953,0.0578797,0.0393983,0.0293094,0.0257735,0.0144065,0.0379576,0.0256978,0.0491494,0,0.0160737,0.0451589,0.0485917,0,0,0,0,0,0
43,0.0289846,0.0534448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295414,0,0.0233335,0.0557228,0,0,0.011316,0,0,0.0400107,0.0572553,0.0247312,0.0290492,0.0555993,0.0383429,0.0509838,0.0696925,0.0533143,0.017407,0.0545512,0.0585367,0.0326671,0.0310029,0.0118239,0.0379833,0.0123339,0.0192888,0.0201802,0,0.0280081,0.0512571,0.0450819,0,0,0.00778779,0,0,0.0343454,0.07368,0.0157936,0.0159695,0.0276292,0.048155,0.0357313,0.0307218,0.0526025,0.0579084,0.0393519,0.0292446,0.0257665,0.0144229,0.0379548,0.0260852,0.0485148,0.00879377,0.0169359,0.0456853,0.0486186,0,0,0,0,0,0
44,0.0288288,0.053277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238652,0,0.025843,0.0512929,0,0,0.0110138,0,0,0.0402898,0,0.0270217,0.0329,0.0559394,0.0390272,0.0475852,0.0645639,0.0517414,0.0180741,0.0560889,0.0602634,0.0343373,0.0311085,0.0185615,0.0376726,0.0123058,0.0196351,0.0192084,0,0.0274166,0.0547577,0.0447655,0,0,0.00813232,0,0,0.0347447,0.0717167,0.0155058,0.0167166,0.026724,0.0488057,0.0362551,0.0290027,0.0528902,0.0579915,0.0383126,0.0289076,0.0260094,0.0144973,0.037875,0.0269945,0.0480105,0.0089003,0.0170295,0.0451343,0.0498479,0,0,0,0,0,0
45,0.0294478,0.053496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319183,0,0.0215953,0.0586626,0,0,0.0111277,0,0,0.0401689,0.0560781,0.0261757,0.0251135,0.0565685,0.0389612,0.0516654,0.0723853,0,0,0.0527855,0.0560112,0.0300781,0.0308553,0.0102984,0.0383534,0.0122671,0.019478,0.0203019,0,0.0275337,0.0538595,0.0446722,0,0,0.00829641,0,0,0.0346111,0.0730525,0.01598,0.0178907,0.0268951,0.0470452,0.0343442,0.0305145,0.052905,0.0583567,0.0395134,0.0290439,0.0258202,0.0142442,0.0377933,0.0259156,0.049522,0.00988412,0.0155154,0.0453846,0.0486799,0,0,0,0,0,0
46,0.029141,0.0529812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265821,0,0.0238588,0.0534322,0,0,0.0111133,0,0,0.0401847,0,0.0276932,0.0284946,0.0571178,0.039361,0.0482354,0.067219,0,0,0.0544936,0.0577513,0.0320737,0.0310694,0.0164574,0.0372569,0.0119887,0.0199925,0.0194803,0,0.0268311,0.0575973,0.0448334,0,0,0.00445942,0,0,0.0217235,0.070895,0.0158242,0.0181736,0.0255447,0.0479321,0.0308443,0.0288089,0.053319,0.0585506,0.0385138,0.0287476,0.0261976,0.0143888,0.0376308,0.0270212,0.0495274,0,0.0158442,0.0444904,0.0501302,0,0,0,0,0,0
47,0.029139,0.0533942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299274,0,0.0232905,0.0560331,0,0,0.0112651,0,0,0.0398612,0.0571085,0.0243909,0.028214,0.0554492,0.0385761,0.0517569,0.0699284,0.0529803,0.0176054,0.0550892,0.0585763,0.0327682,0.0314932,0.0115378,0.0380292,0.0119892,0.0195352,0.020522,0,0.0277273,0.0511345,0.0448188,0,0,0.0082626,0,0,0.0346096,0.0736554,0.0154814,0.0177974,0.0271376,0.0480546,0.0353295,0.0304743,0.0527798,0.0580528,0.0392586,0.0294234,0.0259075,0.0144065,0.0381896,0.0259978,0.0488775,0.00940647,0.0162761,0.0452298,0.0490975,0,0,0,0,0,0
48,0.0291814,0.0533599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299345,0,0.0233382,0.0561634,0,0,0.0114367,0,0,0.0399147,0.0569435,0.0243742,0.0281449,0.0553903,0.0388575,0.0513199,0.0699619,0.053418,0.0174779,0.0551182,0.058768,0.0327257,0.0314211,0.0114177,0.0379954,0.0123567,0.0192075,0.0205508,0,0.027706,0.0510315,0.0447651,0,0,0.00823601,0,0,0.034242,0.0737395,0.015502,0.0180002,0.0273476,0.0480845,0.0351905,0.0305068,0.052833,0.0581061,0.0392181,0.029267,0.0259047,0.0144905,0.0382343,0.0260381,0.048908,0.0094971,0.0161065,0.0452835,0.0491937,0,0,0,0,0,0
49,0.0292615,0.0532367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248634,0,0.024744,0.0543849,0,0,0.0109915,0,0,0.0401548,0,0.0290281,0.0282787,0.0563242,0.0397731,0.0473774,0.0672753,0,0.0182952,0.0544162,0.0579847,0.0320279,0.0306063,0.0185923,0.0377921,0.0121556,0.0197818,0.0199063,0,0.0269775,0.056167,0.0443123,0,0,0.00817377,0,0,0.0342644,0.0717881,0.0157627,0.0186942,0.026185,0.0482317,0.0347006,0.0291896,0.0532897,0.0586173,0.0387486,0.0287862,0.0260281,0.0145721,0.0378687,0.0268317,0.0489377,0.00941622,0.0161501,0.0447754,0.0501649,0,0,0,0,0,0
50,0.029061,0.0531945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233276,0,0.0259974,0.0521138,0,0,0.0110403,0,0,0.0400444,0,0.0272072,0.0321743,0.0555709,0.0396254,0.0478998,0.0655599,0.0493609,0.0183169,0.0559811,0.0598174,0.0341395,0.031005,0.0190574,0.0374862,0.0120648,0.0197686,0.0196747,0,0.0271373,0.0546322,0.044408,0,0,0.00806466,0,0,0.0344138,0.0718164,0.0154991,0.0181259,0.0263855,0.0487293,0.0354961,0.0289767,0.053242,0.0583034,0.0382181,0.0290743,0.0259545,0.0146866,0.0380355,0.0271414,0.0483917,0.00885364,0.0168186,0.0444449,0.0504494,0,0,0,0,0,0
51,0.0294212,0.0533469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297843,0,0.0225572,0.0578603,0,0,0.0112062,0,0,0.0397929,0.0559078,0.0262751,0.0246965,0.0555153,0.039181,0.0506685,0.0718621,0,0.0268191,0.0543033,0.057693,0.0317492,0.0318833,0.0127725,0.0379518,0.0120455,0.0195172,0.020729,0,0.0274933,0.0520657,0.0445197,0,0,0.00804788,0,0,0.0341434,0.0735022,0.0158262,0.0183161,0.0269691,0.0475881,0.0343466,0.0305416,0.0532029,0.0584016,0.039139,0.029256,0.0256343,0.0144986,0.038027,0.0261074,0.0493076,0.00928255,0.0159157,0.0447728,0.0493584,0,0,0,0,0,0
52,0.0297183,0.0526175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281922,0,0.0247621,0.0490953,0,0,0.00603658,0,0,0.0296921,0,0.0243936,0.0286105,0.0553725,0.033256,0.0453455,0.0649498,0,0.0639768,0.0600355,0.0640381,0.0371673,0.0356833,0.0154986,0.0387048,0,0.0236512,0.0191212,0,0.0269654,0.0542013,0.0440526,0,0,0.00845339,0,0,0.0343805,0.0708635,0.0155034,0.0176772,0.0261403,0.0484918,0.0350305,0.0284117,0.0536598,0.0581696,0.0371071,0.0290999,0.0259037,0.0146549,0.0379756,0.0278937,0.0474393,0.0086553,0.0168982,0.0437095,0.0510093,0,0,0,0,0,0
53,0.0296326,0.053321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309535,0,0.0218565,0.0587711,0,0,0.0110132,0,0,0.0398583,0.0554529,0.0263443,0.0247434,0.0557881,0.0395304,0.0513125,0.0727793,0,0,0.0524059,0.0559369,0.0303238,0.0307841,0.0111597,0.0380268,0.0120245,0.0197171,0.0211546,0,0.0271821,0.0537342,0.0443143,0,0,0.00801844,0,0,0.0341112,0.0730402,0.0161248,0.0188731,0.0266315,0.0472873,0.033595,0.030508,0.0534402,0.0587573,0.039247,0.0288986,0.0256813,0.0143186,0.0378817,0.0258021,0.0497695,0.00930976,0.015838,0.0445496,0.0496199,0,0,0,0,0,0
54,0.0298577,0.0533715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331371,0,0.0220801,0.0617959,0,0,0.0110731,0,0,0.0398737,0.0533188,0.0274493,0.0267842,0.056162,0.0395207,0.0545234,0.0754587,0.0420904,0,0.0491512,0.052693,0.0274579,0.0277946,0.00880689,0.0382352,0.0121025,0.0196308,0.021967,0,0.0271721,0.0539616,0.044302,0,0,0.00806888,0,0,0.0340687,0.0734458,0.0164025,0.0196382,0.0266607,0.0471901,0.0329164,0.0311196,0.0535403,0.0590551,0.0398514,0.0289513,0.0256697,0.0142355,0.0378225,0.0250623,0.0503568,0.00952686,0.0155022,0.0445856,0.0494228,0,0,0,0,0,0
55,0.0293679,0.0530628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239638,0,0.0235968,0.0519489,0,0,0.010744,0,0,0.0401784,0,0.024261,0.0289058,0.0557549,0.0402126,0.0461612,0.0660704,0,0,0.0571562,0.06046,0,0.0336604,0.0180396,0.0374481,0.0118813,0.0202421,0.020164,0,0.0266825,0.0570474,0.0440413,0,0,0.00797993,0,0,0.0343104,0.0704747,0.0160702,0.018508,0.0257091,0.0483587,0.0346287,0.0284916,0.0539104,0.0588115,0.0377458,0.0289323,0.0259378,0.0144885,0.0378429,0.0271254,0.0489056,0.00888438,0.0165693,0.043871,0.0511895,0,0,0,0,0,0
56,0.0295942,0.0531568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269539,0,0.024147,0.0561354,0,0,0.0108601,0,0,0.0400523,0,0.0285945,0.0309449,0.0561705,0.0402135,0.050648,0.0694129,0.0349494,0,0.0515287,0.0553631,0.0299143,0.027748,0.0148395,0.0376813,0.0118976,0.0200697,0.0211126,0,0.0266873,0.0571699,0.0440099,0,0,0.00811164,0,0,0.0341694,0.0711948,0.0164527,0.0191398,0.0257635,0.0480591,0.0337653,0.0293347,0.054005,0.0592028,0.0385684,0.02886,0.025765,0.0143344,0.0377619,0.0262289,0.0496077,0.0092118,0.0160048,0.0439676,0.0507781,0,0,0,0,0,0
57,0.0295473,0.0532164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302973,0,0.0228383,0.0575012,0,0,0.0111171,0,0,0.0399356,0.0562263,0.0242569,0.0281486,0.0550784,0.0395947,0.05197,0.0714026,0.0411438,0,0.0535377,0.0571514,0.0317967,0.0305016,0.0104123,0.0377393,0.0119476,0.0197771,0.021649,0,0.0272715,0.0524782,0.0443409,0,0,0.00805422,0,0,0.0341393,0.0727056,0.0162188,0.018495,0.0267781,0.0477429,0.0340736,0.0303205,0.0537583,0.0587415,0.0385533,0.0293269,0.0254552,0.0143695,0.0380974,0.0257553,0.0494829,0.00915636,0.0161062,0.0442574,0.0501014,0,0,0,0,0,0
58,0.0294315,0.0531762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303407,0,0.0230187,0.0560811,0,0,0.0110439,0,0,0.0398432,0.0569797,0.0229204,0.0283114,0.0547803,0.0394909,0.0509202,0.0702413,0.0580587,0,0.0552261,0.0588961,0.0334513,0.0318384,0.0104708,0.0376753,0.0122416,0.0195925,0.0217445,0,0.0272009,0.051782,0.0443788,0,0,0.00808584,0,0,0.0340871,0.072389,0.0159471,0.0180582,0.0269851,0.0479073,0.0343956,0.029948,0.0539218,0.0585732,0.0380004,0.0293745,0.0253432,0.0143848,0.0382237,0.0257302,0.0491898,0.00901238,0.0162655,0.0441528,0.0502757,0,0,0,0,0,0
59,0.0294102,0.0531312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288179,0,0.0236746,0.0571774,0,0,0.0109629,0,0,0.0394894,0.0562603,0.0248287,0.027848,0.0545131,0.0391296,0.0506749,0.0704783,0.0498661,0.0174454,0.0545267,0.0583066,0.0327443,0.0312325,0.0124965,0.0377471,0.012076,0.0198922,0.0221621,0,0.0273076,0.0508237,0.0444751,0,0,0.00805865,0,0,0.0341734,0.072927,0.0160852,0.018182,0.027164,0.0483019,0.0346173,0.0304199,0.0539856,0.0586723,0.0383434,0.029367,0.025285,0.0143111,0.0382545,0.0253872,0.049263,0.00898048,0.0164052,0.0442762,0.0502545,0,0,0,0,0,0
60,0.0295083,0.0529855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257791,0,0.0242117,0.0543198,0,0,0.0106182,0,0,0.0396313,0,0.0276551,0.0278328,0.055812,0.0406517,0.0470381,0.0676506,0,0,0.0543219,0.0578652,0.0319925,0.0311258,0.0168261,0.0375861,0.0119548,0.0204374,0.021235,0,0.0263565,0.0570338,0.0439866,0,0,0.00817855,0,0,0.0341941,0.0702294,0.0165666,0.0187118,0.0257064,0.0483194,0.0341547,0.0287893,0.0548896,0.0593374,0.0376035,0.0286797,0.0254345,0.0141933,0.0378322,0.0266178,0.0494529,0.00907456,0.0162,0.0439815,0.0513781,0,0,0,0,0,0
61,0.0295801,0.053228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274836,0,0.0240437,0.057632,0,0,0.0127296,0,0,0.0407691,0,0.029585,0.030547,0.0561737,0.0422752,0.0504978,0.0701354,0.0438101,0,0.0503855,0.0544195,0.0284669,0.0270251,0.0142156,0.0368327,0.0115316,0.0194409,0.0220193,0,0.0262769,0.0570638,0.0439402,0,0,0.0082233,0,0,0.0340967,0.0710286,0.0167822,0.0193277,0.0257659,0.0484243,0.0336522,0.0294344,0.0552493,0.0596863,0.0382292,0.0285852,0.0253379,0.0140663,0.0377694,0.0258849,0.0500291,0.00921153,0.0158829,0.0440093,0.0511085,0,0,0,0,0,0
62,0.0295935,0.0536404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285665,0,0.023479,0.0584046,0,0,0.0190237,0,0,0.0433026,0,0.030915,0.0304473,0.0562837,0.0463747,0.0507551,0.0706359,0.0509568,0,0.0495511,0.0538242,0.0276611,0.0260675,0.0140381,0.0352487,0.0184869,0.0181693,0.0223204,0,0.026131,0.0574479,0.043696,0,0,0.00817916,0,0,0.0341263,0.0715291,0.0168993,0.0196536,0.0256934,0.048531,0.0336998,0.0295513,0.0555075,0.0599289,0.0382986,0.0284584,0.02536,0.0139974,0.0376796,0.025648,0.0503436,0.00926412,0.0158501,0.0442021,0.0510677,0,0,0,0,0,0
63,0.0301073,0.0525927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249277,0,0.0240835,0.0549394,0,0,0.00665189,0,0,0.0300021,0,0.0253947,0.0309743,0.0559016,0.0338826,0.0494217,0.0680638,0.0369401,0,0.0538318,0.0571422,0,0.0305997,0.0155929,0.0384541,0,0.0237343,0.0218809,0,0.0262171,0.0557726,0.0437601,0,0,0.00845365,0,0,0.0341701,0.0714255,0.0166894,0.0185407,0.0259591,0.0488016,0.0336625,0.0292375,0.0557482,0.0597258,0.0374811,0.028574,0.025337,0.0139815,0.0377748,0.0262334,0.0488006,0.00882071,0.0163927,0.0434685,0.0517135,0,0,0,0,0,0
64,0.0301899,0.0526374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300846,0,0.0231333,0.0576956,0,0,0.00695184,0,0,0.0296834,0.0556655,0.0246633,0.0275649,0.0552106,0.0333435,0.0519726,0.0716274,0.0403773,0,0.0534777,0.056956,0.0315695,0.0308303,0.0106357,0.0385736,0,0.0234175,0.0228053,0,0.0265527,0.0514311,0.0440185,0,0,0.00832312,0,0,0.034006,0.073191,0.0166132,0.0182966,0.0269261,0.0483533,0.0336081,0.0305539,0.0558416,0.0595896,0.037907,0.0287322,0.025034,0.013792,0.0379447,0.0253028,0.0489318,0.00892698,0.0162073,0.0440362,0.0509781,0,0,0,0,0,0
65,0.0300505,0.0526269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283266,0,0.0241531,0.0569277,0,0,0.00679846,0,0,0.029794,0.056075,0.0251685,0.0276463,0.0547015,0.0326565,0.0505301,0.0702733,0.055708,0.0174593,0.054928,0.0587389,0.0329144,0.0316976,0.0129755,0.0386801,0,0.0234586,0.0231067,0,0.0264606,0.0496614,0.04413,0,0,0.00837086,0,0,0.0340051,0.0735658,0.0165573,0.0179818,0.0273969,0.0489255,0.0341953,0.0307153,0.0561014,0.0594881,0.0376842,0.0286083,0.0248821,0.0136729,0.0380873,0.0250722,0.0485054,0.00871561,0.0164889,0.0438106,0.051139,0,0,0,0,0,0
66,0.0300303,0.0524792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025077,0,0.0259472,0.051816,0,0,0.00610279,0,0,0.0301961,0,0.0254043,0.0315846,0.0550928,0.0335507,0.0477551,0.0655711,0.0535257,0,0.0568378,0.0608928,0.0346882,0.032431,0.0161685,0.0384765,0,0.0240682,0.0215051,0,0.0259211,0.0537151,0.0437773,0,0,0.00849619,0,0,0.034102,0.0711592,0.0171492,0.0173974,0.0264204,0.0491021,0.034447,0.0291364,0.0568113,0.059784,0.0363425,0.028174,0.0249384,0.0136045,0.0378253,0.0271884,0.0480828,0.00852284,0.0168071,0.0433097,0.0522975,0,0,0,0,0,0
67,0.0300464,0.0524535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248354,0,0.0258016,0.052349,0,0,0.00596947,0,0,0.030183,0,0.0256045,0.0314262,0.0550838,0.0335761,0.0480965,0.0662016,0.0511394,0,0.0565853,0.0607395,0.0343499,0.0322336,0.0164888,0.0384677,0,0.02409,0.0234572,0,0.0287062,0.0527441,0.0437537,0,0,0.00858836,0,0,0.0341695,0.0719654,0.0199442,0.0172642,0.0257857,0.0494328,0.0344569,0.0291363,0.0567427,0.0599113,0.03576,0.0267863,0.0269755,0.0138739,0.0356335,0.025487,0.0480166,0.00854302,0.0168341,0.0433178,0.0524703,0,0,0,0,0,0
68,0.0301283,0.0526157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284093,0,0.0242383,0.0575155,0,0,0.00651734,0,0,0.0298552,0.0553008,0.0257403,0.0275111,0.0545906,0.0327875,0.0510233,0.0713161,0.0522686,0.0180426,0.0548582,0.0588456,0.0323554,0.0316758,0.013001,0.038631,0,0.023514,0.0231603,0,0.0258415,0.0488547,0.0440219,0,0,0.00860987,0,0,0.0341219,0.0743409,0.0179277,0.0178116,0.0272258,0.0493797,0.0339714,0.0313288,0.0572374,0.0599584,0.0372394,0.0281087,0.0245363,0.0130427,0.0377315,0.025634,0.0485862,0.00871757,0.0165109,0.0437752,0.051529,0,0,0,0,0,0
69,0.0301633,0.0525916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289292,0,0.0241688,0.0575278,0,0,0.00613186,0,0,0.0299195,0.0550649,0.0256777,0.0273333,0.0545841,0.032451,0.0508082,0.0712627,0.0526534,0.0179109,0.0550819,0.0587646,0.0326363,0.0318823,0.0125843,0.0389538,0,0.0238211,0.0228446,0,0.0255796,0.0486836,0.0439729,0,0,0.00871103,0,0,0.0340426,0.0746578,0.0184585,0.0177032,0.0269717,0.0495221,0.0338663,0.0315083,0.0576953,0.0600294,0.0369631,0.0279601,0.0243717,0.0128006,0.0375102,0.0263238,0.0486527,0.00872569,0.0164221,0.0437358,0.0517144,0,0,0,0,0,0
70,0.0302073,0.0525739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291908,0,0.0243032,0.0574689,0,0,0.00600512,0,0,0.0299942,0.0548961,0.0258867,0.0273668,0.0544688,0.0325802,0.0507892,0.0707821,0.0528641,0.017943,0.0550907,0.0587611,0.0329209,0.0318955,0.012195,0.0390047,0,0.0239694,0.0222694,0,0.0253436,0.0486033,0.0439044,0,0,0.00870483,0,0,0.0339237,0.0749869,0.0190325,0.0176809,0.0266111,0.0497221,0.03388,0.0317343,0.0581426,0.0601231,0.0366493,0.027806,0.0241835,0.012512,0.0372076,0.0273608,0.0486749,0.00870239,0.0163375,0.0438068,0.0518701,0,0,0,0,0,0
71,0.0302219,0.0525497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293532,0,0.0244843,0.0574585,0,0,0.00589939,0,0,0.0299893,0.054767,0.0262569,0.0275127,0.054349,0.0327402,0.0509734,0.0704998,0.0528665,0.0181184,0.0550446,0.058978,0.0330191,0.0318008,0.0119641,0.0390148,0,0.0240469,0.0217139,0,0.0251524,0.0484036,0.0438675,0,0,0.00872875,0,0,0.033884,0.0753901,0.0195551,0.0177217,0.0262186,0.0498457,0.0338862,0.0320127,0.0585061,0.0602191,0.0364383,0.0275783,0.0239742,0.0122236,0.0368146,0.0283611,0.0485717,0.00876247,0.0162417,0.0440134,0.0520308,0,0,0,0,0,0
72,0.0302305,0.0525118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290071,0,0.0247638,0.0578695,0,0,0.00581286,0,0,0.0300539,0.0547174,0.0268232,0.0278824,0.0542152,0.0328881,0.050739,0.0702786,0.0527442,0.0183721,0.054917,0.0589722,0.0329865,0.0315989,0.0121348,0.0390224,0,0.0241507,0.0210978,0,0.0250214,0.0481055,0.0438359,0,0,0.00886926,0,0,0.0339111,0.0757716,0.0200456,0.0177047,0.0257963,0.0498407,0.0338853,0.0323493,0.0587627,0.060305,0.0363018,0.0273076,0.0237433,0.0119677,0.0363499,0.0294191,0.0483938,0.00882213,0.0161727,0.0442852,0.0521986,0,0,0,0,0,0
73,0.0299489,0.052352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233093,0,0.0270666,0.053586,0,0,0.00538945,0,0,0.0302561,0,0.0295762,0.0316989,0.0528791,0.0332255,0.0471981,0.0654101,0.0515434,0.0189282,0.0561164,0.0602813,0.0344086,0.0314486,0.0187043,0.0386183,0,0.0245204,0.0190178,0,0.0249725,0.0519037,0.0439115,0,0,0.00919336,0,0,0.0340825,0.0744015,0.0205626,0,0.0254763,0.0510626,0.0352876,0.0317735,0.0593023,0.060138,0.0345498,0.0271143,0.0232557,0.0116783,0.0358658,0.0329531,0.0472488,0.00846363,0.0169299,0.0443527,0.0527559,0,0,0,0,0,0
74,0.0302891,0.0525453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307473,0,0.0239588,0.0579746,0,0,0.00551485,0,0,0.0301487,0.0549076,0.0255492,0.0280844,0.0542111,0.0335599,0.0507656,0.0703267,0.052664,0,0.0552218,0.0588368,0.0328885,0.0322418,0.00979422,0.0390517,0,0.0243999,0.0194094,0,0.0246014,0.0485298,0.0436178,0,0,0.00895463,0,0,0.0338109,0.0756721,0.0210592,0.0171689,0.0250096,0.0498413,0.033615,0.0325679,0.0595635,0.0604822,0.0353858,0.0266601,0.0231258,0.011389,0.0353551,0.0327787,0.0485052,0.00876085,0.01605,0.0442233,0.0525505,0,0,0,0,0,0
75,0.0303993,0.0525047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03139,0,0.0237714,0.0581056,0,0,0.0056651,0,0,0.0304198,0.0546563,0.025524,0.0278052,0.0543042,0.0330965,0.050785,0.0705908,0.0526333,0,0.0553407,0.0589489,0.0328056,0.0324347,0.00939604,0.03944,0,0.0245067,0.0190011,0,0.0242652,0.0480241,0.0435232,0,0,0.008726,0,0,0.033868,0.0759272,0.0216156,0.0171517,0.0248932,0.0502977,0.0334624,0.0327279,0.0600146,0.0604688,0.0348539,0.0263566,0.0227766,0.0110796,0.0348682,0.0345364,0.0485668,0.00849249,0.0164425,0.0442898,0.052735,0,0,0,0,0,0
