Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,x80,LILC
183,0.0383298,0.0478572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347854,0,0.00912546,0.0473223,0,0,0.0111146,0,0,0.0406046,0.0567864,0.0342403,0.0177326,0.0536062,0.0404294,0.0559802,0,0.0660905,0.0144548,0.0473531,0.0535935,0.0220759,0.026238,0.0203544,0.0354489,0.011363,0.0213206,0.00639885,0,0.0260104,0,0.0463789,0,0,0.011412,0,0,0.03271,0.0699776,0.017366,0.0235269,0.0273727,0.0483572,0.0356513,0.0299704,0.0565687,0.05809,0.0363338,0.0279199,0.0252394,0.0140778,0.0347339,0.035627,0.0439602,0.00859786,0.0156437,0.0420526,0.0572652,0,0,0,0,0,0.02172
184,0.0386375,0.0476244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301195,0,0.00860974,0.0462779,0,0,0.0114541,0,0,0.040479,0.0569563,0.0340084,0.0182982,0.0539164,0.0402237,0.0569268,0,0.066493,0.0144289,0.0471841,0.05317,0.021851,0.0265723,0.0238613,0.0352099,0.0113213,0.0211431,0.00590973,0,0.0261231,0,0.0463359,0,0,0.0114628,0,0,0.0326125,0.069951,0.017328,0.0235904,0.0272214,0.0482611,0.0363669,0.0296914,0.0564823,0.058044,0.0360583,0.0278754,0.0250193,0.0141973,0.0346008,0.0360879,0.0438671,0.0086568,0.0155729,0.0417205,0.057775,0,0,0,0,0,0.0218231
185,0.0389229,0.0472279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265549,0,0.00906624,0.0452508,0,0,0.0118055,0,0,0.0402702,0.0571482,0.0346969,0.0189569,0.0541532,0.0400748,0.0579071,0,0.0667907,0.0144868,0.0476957,0.0530562,0.0221476,0.0273968,0.0293268,0.034952,0.0112483,0.0209468,0.00541114,0,0.026158,0,0.0462657,0,0,0.0114577,0,0,0.0325046,0.0699475,0.0173495,0.0236767,0.0270519,0.0480917,0.0370368,0.0293857,0.056373,0.0580286,0.0359092,0.0277971,0.0251297,0.0143486,0.0344838,0.0365535,0.0438344,0.00875358,0.0154609,0.0414286,0.0583387,0,0,0,0,0,0.022066
186,0.0391139,0.0468715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256922,0,0.010389,0.044292,0,0,0.0129513,0,0,0.0397243,0.0573858,0.0360806,0.0196484,0.0543296,0.0402899,0.0587615,0,0.0670047,0.0145217,0.0484693,0.0533047,0.0228497,0.028533,0.0352078,0.0345047,0.0123116,0.0195053,0.00494273,0,0.0261873,0,0.0462173,0,0,0.0116605,0,0,0.0323058,0.0699066,0.0173832,0.0237129,0.0268952,0.047819,0.0377854,0.0290614,0.0562786,0.0580518,0.0357383,0.0277156,0.0253711,0.0145746,0.0344272,0.0370571,0.0439927,0.00890746,0.0149434,0.0412799,0.0588484,0,0,0,0,0,0.0223804
187,0.0394674,0.0464809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263738,0,0.0113495,0.0435385,0,0,0.0131445,0,0,0.0394016,0.0575861,0.0375152,0.0203645,0.054555,0.0400019,0.0593311,0,0.0672485,0.0145626,0.0492114,0.0537192,0.0235254,0.0295825,0.0398744,0.034411,0.0120543,0.0193482,0.00450077,0,0.0262305,0,0.0461649,0,0,0.0115468,0,0,0.0321241,0.0697979,0.0174884,0.0237183,0.026763,0.047622,0.0383489,0.0288069,0.056278,0.058138,0.0356448,0.0276197,0.0255851,0.0147824,0.0343441,0.0375105,0.0441638,0.00903201,0.0146987,0.041102,0.0593988,0,0,0,0,0,0.0228495
188,0.0398727,0.0461309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267226,0,0.0113757,0.042943,0,0,0.0134043,0,0,0.0392646,0.05777,0.0387715,0.0209933,0.0547571,0.0397092,0.0596567,0,0.0674608,0.0145223,0.0499315,0.0542102,0.0239837,0.0304535,0.0431812,0.0343074,0.0120441,0.0190258,0.00408086,0,0.0263036,0,0.0460656,0,0,0.0112758,0,0,0.0319424,0.0696441,0.0177699,0.0237076,0.0266059,0.0474195,0.0387662,0.0286871,0.0562916,0.0582193,0.0356139,0.0275226,0.0257332,0.0149423,0.0343154,0.037975,0.0442887,0.00923477,0.0144821,0.0409542,0.059939,0,0,0,0,0,0.0234044
189,0.0408524,0.0452356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269662,0,0.0109412,0.0424853,0,0,0.00972381,0,0,0.0310856,0.0578767,0.039719,0.0214454,0.0550265,0.0342211,0.0599228,0,0.0675521,0.014368,0.0506898,0.0547615,0.0243971,0.0313575,0.0454739,0.0352771,0,0.0240481,0.0038445,0,0.0263023,0,0.0456369,0,0,0.0114014,0,0,0.031612,0.0695273,0.018031,0.0236195,0.0265028,0.0470837,0.0393525,0.0286824,0.0563314,0.0582871,0.0355912,0.0274538,0.0258014,0.0150088,0.0342947,0.0382406,0.0442835,0.00925006,0.0139364,0.040051,0.0606979,0,0,0,0,0,0.0239646
190,0.0412765,0.0449143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274339,0,0.0105995,0.0422415,0,0,0.00983313,0,0,0.0309738,0.0579181,0.0401946,0.0216816,0.0551076,0.0340472,0.0600721,0,0.0675338,0.0141992,0.0515372,0.0553488,0.025032,0.0324277,0.0463707,0.0353335,0,0.0238153,0.00366412,0,0.0261499,0,0.0455431,0,0,0.0112864,0,0,0.031293,0.0695107,0.0183118,0.0235618,0.0264321,0.0465314,0.0396987,0.0287595,0.0564502,0.0583206,0.0355779,0.0273705,0.0256854,0.0149955,0.0342061,0.0383986,0.0447577,0.0093414,0.0135835,0.0394039,0.0612582,0,0,0,0,0,0.0244497
191,0.0416773,0.0446285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028044,0,0.0103641,0.0419145,0,0,0.00984631,0,0,0.0308306,0.0578637,0.0403316,0.0217638,0.0553131,0.0338429,0.0601409,0,0.0674175,0.0139416,0.0523195,0.0558135,0.0256584,0.033594,0.0462391,0.0354979,0,0.0235492,0.00372183,0,0.0258368,0,0.0454974,0,0,0.011211,0,0,0.0310656,0.0696209,0.0183994,0.0232379,0.0265567,0.0461342,0.0399188,0.0288615,0.0566609,0.0583008,0.0355387,0.0272865,0.0254169,0.0149284,0.0340959,0.038213,0.0451279,0.00957863,0.0131782,0.0388685,0.0618181,0,0,0,0,0,0.0248
192,0.0417135,0.0445839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288944,0,0.0103427,0.0435262,0,0,0.0100068,0,0,0.0302758,0.0547422,0.0410677,0.0227074,0.0565947,0.0325643,0.0605718,0,0.0656373,0.0114026,0.0539369,0.0568526,0.0268585,0.0358135,0.0482362,0.0357483,0,0.0227783,0.00539192,0,0.0273785,0.0537845,0.0457243,0,0,0.0110321,0,0,0.0309707,0.0730785,0.0174047,0.0191635,0.0291949,0.0482337,0.0400754,0.0289551,0.0546346,0.0563953,0.0357011,0.0289543,0.0256095,0.015583,0.0354739,0.0358841,0.0452249,0.00987338,0.0127655,0.0379498,0.0625734,0,0,0,0,0,0.0229503
193,0.0420049,0.0442902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290526,0,0.0101287,0.0433826,0,0,0.0100816,0,0,0.0301511,0.0547872,0.0407859,0.0225609,0.0565953,0.0325567,0.0606828,0,0.0656801,0.011351,0.0542913,0.0569926,0.0272985,0.0365345,0.0471562,0.0358969,0,0.0226426,0.00516649,0,0.0274903,0.053825,0.0456312,0,0,0.0109417,0,0,0.0309504,0.0731543,0.0177219,0.0190556,0.0291529,0.048009,0.0403863,0.0291129,0.0547502,0.0564437,0.035785,0.0288648,0.0256563,0.0155927,0.0353871,0.0361178,0.045049,0.0103454,0.0123865,0.0379522,0.063044,0,0,0,0,0,0.0232649
194,0.0415777,0.0446351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292515,0,0.00999979,0.0432291,0,0,0.01445,0,0,0.0375872,0.0548846,0.0407992,0.0225162,0.0565357,0.0375274,0.0608602,0,0.065657,0.0112242,0.0544979,0.0569462,0.0275585,0.036996,0.0460309,0.0348514,0.0118573,0.0170144,0.00514688,0,0.0275473,0.0537627,0.0458519,0,0,0.0111054,0,0,0.0309049,0.0731997,0.0178975,0.0189593,0.0292183,0.0476993,0.0405459,0.0291799,0.054834,0.0564577,0.0358781,0.0288413,0.0257051,0.0156332,0.0354075,0.0361139,0.0454443,0.010796,0.0118037,0.0388426,0.0632122,0,0,0,0,0,0.0234901
195,0.0418098,0.0444879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294041,0,0.0101776,0.0429939,0,0,0.0146388,0,0,0.0373867,0.0550441,0.0410206,0.0225366,0.0566435,0.0373547,0.0612234,0,0.0656529,0.0111392,0.0545645,0.0568576,0.027687,0.0371919,0.0454439,0.0348995,0.0117263,0.0169225,0.00505123,0,0.0277699,0.0537908,0.0457475,0,0,0.0112374,0,0,0.0308654,0.0731556,0.0181533,0.0188869,0.0291744,0.0476201,0.0408616,0.0292551,0.0548848,0.056529,0.03598,0.0288655,0.0256083,0.0157376,0.0354591,0.0362066,0.0453952,0.0111501,0.0114429,0.0388019,0.0636344,0,0,0,0,0,0.0237353
196,0.0420646,0.0443527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294626,0,0.0104946,0.0427456,0,0,0.0147032,0,0,0.0372702,0.055235,0.0415011,0.0227426,0.0567836,0.0372318,0.0616516,0,0.0656287,0.0111278,0.054532,0.0568077,0.0277215,0.0372169,0.0454116,0.0349553,0.0114737,0.0168766,0.00493494,0,0.0278566,0.0538668,0.0456512,0,0,0.0112289,0,0,0.0308025,0.0731146,0.0184728,0.0186644,0.0291395,0.0476397,0.0412585,0.0293033,0.0549156,0.0565914,0.0359943,0.0289205,0.0254963,0.0158767,0.0355211,0.0363093,0.0452414,0.011454,0.0111267,0.0385639,0.0640162,0,0,0,0,0,0.0239983
197,0.0422957,0.0442352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295451,0,0.010822,0.0424178,0,0,0.0147881,0,0,0.0373061,0.0554694,0.0420782,0.0229701,0.056987,0.0371655,0.0621319,0,0.0655769,0.0112457,0.0544869,0.0568045,0.02763,0.0371593,0.0456403,0.0350225,0.0114232,0.0168948,0.004797,0,0.0278722,0.0540036,0.045579,0,0,0.0113026,0,0,0.0307068,0.0731498,0.0188756,0.0183946,0.0291575,0.0476596,0.0416668,0.0293265,0.054874,0.0565933,0.0360423,0.0289446,0.0256823,0.0159506,0.0355619,0.0363991,0.0451051,0.011764,0.0108291,0.038352,0.0643651,0,0,0,0,0,0.0242953
198,0.0424412,0.044144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297482,0,0.0110888,0.0420832,0,0,0.0146069,0,0,0.0374923,0.0556295,0.0427479,0.0232187,0.0572168,0.0370601,0.0626384,0,0.0654264,0.011435,0.0544693,0.0567412,0.0275642,0.0371682,0.0460956,0.0351556,0.0109787,0.0174608,0.0047517,0,0.027841,0.0541316,0.0455373,0,0,0.011795,0,0,0.0305547,0.0732472,0.0192102,0.0182327,0.0291858,0.0475659,0.042148,0.0293415,0.0548553,0.056568,0.0361068,0.028922,0.0258166,0.015978,0.0355691,0.0363888,0.0450131,0.012174,0.0100446,0.0382742,0.064631,0,0,0,0,0,0.0246041
199,0.0426054,0.0441132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299868,0,0.0113467,0.0417372,0,0,0.0146902,0,0,0.0375688,0.0556872,0.0432992,0.0234741,0.0574355,0.0370379,0.0632191,0,0.0651928,0.011703,0.054553,0.0566594,0.0277027,0.037316,0.047157,0.0351806,0.0110591,0.0174762,0.00461419,0,0.0278453,0.0543718,0.0455253,0,0,0.0121627,0,0,0.0304586,0.0733018,0.0195552,0.0180764,0.0291134,0.0474293,0.042618,0.0293608,0.0548643,0.0565985,0.0361471,0.0288741,0.0258012,0.0160118,0.0355133,0.0365219,0.0448853,0.0123625,0.00972215,0.0383662,0.0648847,0,0,0,0,0,0.0250144
200,0.0428082,0.0440598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302401,0,0.0115374,0.041442,0,0,0.0147008,0,0,0.0375976,0.0555992,0.0437857,0.0236793,0.0576738,0.0368814,0.0638647,0,0.0649588,0.0120318,0.05473,0.0567539,0.0279944,0.0376167,0.0480927,0.0351922,0.0110645,0.0175267,0.00445822,0,0.0278368,0.0546749,0.0455236,0,0,0.012326,0,0,0.0303337,0.0732551,0.0198577,0.017927,0.0290742,0.0472963,0.0430886,0.0293878,0.05496,0.056682,0.0361523,0.0288014,0.0257824,0.0160501,0.0354259,0.0366768,0.044592,0.0125768,0.00947066,0.0384044,0.0651447,0,0,0,0,0,0.0254636
201,0.0430144,0.0439553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304733,0,0.0116482,0.041194,0,0,0.0146698,0,0,0.0376059,0.0552734,0.0442594,0.0238317,0.0579329,0.0366538,0.0645155,0,0.0647775,0.0124717,0.0550374,0.0570696,0.0282921,0.0380847,0.0489047,0.0352152,0.0109624,0.0176404,0.0042101,0,0.0278006,0.0549839,0.0454935,0,0,0.0124089,0,0,0.0301273,0.0731235,0.020093,0.0177898,0.0290549,0.0471272,0.0435249,0.0293992,0.0550848,0.0567556,0.0361185,0.0287826,0.0258424,0.0160756,0.0353745,0.0368712,0.0443669,0.0128059,0.00923561,0.0382684,0.0653699,0,0,0,0,0,0.0258403
202,0.0430952,0.0439483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307245,0,0.0116642,0.0408291,0,0,0.0150549,0,0,0.0374986,0.0548925,0.0447125,0.0239297,0.0582458,0.0366562,0.0651944,0,0.0645921,0.0130288,0.0554963,0.0574497,0.0287439,0.038756,0.0497133,0.0351074,0.0114134,0.0171236,0.00393383,0,0.0277992,0.0553138,0.0454939,0,0,0.011566,0,0,0.0301953,0.0729193,0.020351,0.0176428,0.028962,0.0466902,0.0437241,0.0293966,0.0551504,0.0568321,0.0361233,0.0287933,0.0259298,0.0161427,0.0353841,0.0371728,0.0441254,0.0124164,0.0106693,0.0381409,0.0655389,0,0,0,0,0,0.0262318
203,0.0431865,0.0439223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310658,0,0.0115787,0.0405353,0,0,0.0150415,0,0,0.0375708,0.0547413,0.0451416,0.0239756,0.0584325,0.0366011,0.0658432,0,0.0644164,0.0136037,0.0561456,0.0578966,0.0294013,0.0396036,0.0506259,0.035169,0.0114802,0.0171291,0.00376202,0,0.0278454,0.0556276,0.045461,0,0,0.011676,0,0,0.0299212,0.0726945,0.0206227,0.017488,0.0288938,0.046235,0.0440719,0.02941,0.0551592,0.0569081,0.03618,0.0287981,0.0260278,0.0162076,0.0354173,0.0373599,0.0440364,0.012662,0.0102916,0.0381087,0.0657149,0,0,0,0,0,0.0266119
204,0.0432958,0.0438564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314323,0,0.0114346,0.0403635,0,0,0.0147396,0,0,0.0378619,0.0550435,0.0455382,0.0240614,0.0585148,0.0364012,0.066367,0,0.0642851,0.0140823,0.0569246,0.058474,0.0301353,0.0405192,0.0516503,0.0353407,0.0113343,0.0175382,0.003611,0,0.0278616,0.055989,0.0454351,0,0,0.012287,0,0,0.0294531,0.0725415,0.0209994,0.0172882,0.0288701,0.0459419,0.0444969,0.0294828,0.0551539,0.0569622,0.0362934,0.0287985,0.0260765,0.016235,0.0354324,0.0374971,0.044046,0.013135,0.0090738,0.0380969,0.0659374,0,0,0,0,0,0.0270371
205,0.0431461,0.0435162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320874,0,0.0101307,0.0334191,0,0,0.0149272,0,0,0.0383067,0,0.0447613,0.0305054,0.0583576,0.0377721,0.0657171,0,0.0629276,0.0127485,0.0583207,0.0589257,0.0305399,0.04224,0.0449036,0.0349682,0.011396,0.0181434,0.00196473,0,0.0273246,0.0596422,0.0446828,0,0,0.0122863,0,0,0.0292082,0.0706822,0.021046,0.0189661,0.0277209,0.0462995,0.0455295,0.0279004,0.0555822,0.0571419,0.035171,0.0284561,0.0263107,0.0164159,0.0352048,0.039404,0.0435716,0.0130337,0.00908185,0.0374966,0.0674516,0,0,0,0,0,0.0252597
206,0.0434393,0.043897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319253,0,0.0111169,0.0400356,0,0,0.0150272,0,0,0.0379427,0.0553762,0.0460724,0.0242448,0.0586601,0.0360657,0.0672,0,0.0640514,0.0147705,0.0584216,0.0595854,0.0313813,0.0420989,0.0535351,0.0353629,0.0117807,0.017193,0.00346197,0,0.0279857,0.0565841,0.045259,0,0,0.0121797,0,0,0.0291161,0.0724593,0.0216763,0.0169354,0.0289433,0.0455576,0.0450169,0.0297788,0.0552052,0.0569895,0.0365281,0.0288415,0.0259733,0.01626,0.0354252,0.0377452,0.0439493,0.0132348,0.00904288,0.0380669,0.0663257,0,0,0,0,0,0.0280724
207,0.0445822,0.0433753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317802,0,0.0113308,0.0417951,0,0,0.0111961,0,0,0.0292628,0.0540064,0.0461506,0.0225216,0.0605113,0.0314496,0.0682084,0,0.0659969,0.0166991,0.0577235,0.0590365,0.0311569,0.0414529,0.0549558,0.0363112,0,0.0220078,0.00370683,0,0.0282075,0.057907,0.045062,0,0,0.012515,0,0,0.0290908,0.0729174,0.0215808,0.0154315,0.0293695,0.0442128,0.0434999,0.0295924,0.0547707,0.0565754,0.036499,0.0292439,0.0259705,0.0165302,0.0357361,0.0374525,0.0440428,0.0134938,0.00866949,0.0371145,0.0665471,0,0,0,0,0,0
208,0.0436482,0.0439041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319781,0,0.0111198,0.0394964,0,0,0.0145931,0,0,0.0381147,0.0553107,0.0462144,0.0244842,0.0587964,0.0357072,0.0679828,0,0.0637913,0.0154885,0.0590868,0.0599813,0.0319709,0.0426413,0.0546021,0.0355663,0.0113336,0.0178607,0.00311335,0,0.0276644,0.0569847,0.0451983,0,0,0.0123391,0,0,0.028855,0.0722717,0.0223478,0.0167754,0.0287638,0.0450033,0.0453046,0.0299062,0.055261,0.0570101,0.0366283,0.0289237,0.025877,0.0163458,0.0353841,0.0381479,0.0438947,0.0133274,0.00864804,0.0379703,0.0667979,0,0,0,0,0,0.0288454
209,0.0441369,0.0439251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316875,0,0.011433,0.0412439,0,0,0.0146524,0,0,0.0378966,0.0541187,0.0462849,0.0228019,0.0604019,0.0359072,0.0688796,0,0.0656614,0.0172473,0.0579061,0.0591325,0.0313371,0.0414832,0.0553018,0.0357889,0.011419,0.0176665,0.00336305,0,0.0279077,0.0582739,0.0452682,0,0,0.0127366,0,0,0.0288366,0.0727504,0.022262,0.0153791,0.0292338,0.0437618,0.0434963,0.0297029,0.0548187,0.0565628,0.0366057,0.0292972,0.025884,0.0165557,0.0357341,0.0379307,0.0442867,0.0134278,0.00830558,0.0376784,0.0667531,0,0,0,0,0,0
210,0.0438093,0.0438471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316051,0,0.0112287,0.0389444,0,0,0.014692,0,0,0.0378852,0.0554706,0.0462712,0.0248699,0.0586484,0.0356475,0.0684679,0,0.0635267,0.0159907,0.0590212,0.0601176,0.032038,0.0422704,0.0542884,0.0356238,0.0113848,0.017738,0.00287161,0,0.0278327,0.0574217,0.0448746,0,0,0.0123627,0,0,0.0289677,0.0722262,0.0229488,0.0167829,0.0288497,0.0449893,0.0453249,0.0300883,0.0552721,0.0569907,0.0368261,0.0289143,0.0256841,0.0164293,0.0353794,0.0386125,0.0440919,0.0131898,0.00887819,0.0378339,0.0672537,0,0,0,0,0,0.029719
211,0.0439314,0.0438116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313894,0,0.01129,0.0387007,0,0,0.0143445,0,0,0.0380125,0.0555153,0.0460407,0.025327,0.0585197,0.0355993,0.0687209,0,0.0634067,0.0162088,0.0589071,0.0600648,0.0319949,0.0419452,0.053629,0.0357725,0.0109986,0.0182887,0.0025897,0,0.0279294,0.0574831,0.0447221,0,0,0.0126036,0,0,0.0290042,0.0722265,0.023239,0.0168357,0.0286695,0.0448903,0.0452731,0.0301296,0.0552664,0.0569893,0.0368854,0.028909,0.025704,0.0164471,0.0352831,0.0390067,0.0441948,0.0132764,0.00865478,0.0377698,0.0675726,0,0,0,0,0,0.0297808
212,0.0438031,0.0437779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313052,0,0.0102662,0.0372937,0,0,0.0146391,0,0,0.0380674,0.0548973,0.0451053,0.0312497,0.0580676,0.0361312,0.0706327,0,0.0646414,0.0166509,0.0582217,0.0587604,0.0310405,0.0416386,0.0466215,0.0356483,0.0115349,0.0179349,0.00245402,0,0.0278154,0.0578818,0.0444612,0,0,0.01258,0,0,0.0289288,0.0721624,0.0232909,0.0169235,0.0284503,0.0451923,0.045521,0.029821,0.0551866,0.0569709,0.036879,0.0289284,0.0259369,0.0165076,0.0351717,0.0391294,0.0441363,0.0131537,0.00860179,0.0376119,0.0680851,0,0,0,0,0,0.0288338
213,0.0437725,0.043778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314083,0,0.0101586,0.0371432,0,0,0.0146259,0,0,0.0381895,0.0548923,0.0446603,0.0313513,0.0580156,0.0362825,0.0707135,0,0.0644628,0.0166083,0.0582602,0.0587596,0.0311552,0.0414806,0.0454596,0.0357526,0.0117398,0.0179014,0.00217732,0,0.0276993,0.057906,0.0444114,0,0,0.0125702,0,0,0.0289249,0.0721902,0.0234973,0.0168759,0.0283563,0.0450525,0.0452861,0.0298402,0.0551839,0.0569962,0.0368595,0.0288434,0.0261268,0.0164654,0.0350669,0.0395169,0.0441943,0.0130813,0.00865152,0.0375704,0.0680876,0,0,0,0,0,0.0290234
214,0.0437136,0.0437781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316102,0,0.00995763,0.0370516,0,0,0.0146035,0,0,0.038348,0.0548548,0.0442301,0.0313886,0.058045,0.0362878,0.0707665,0,0.0643556,0.0165095,0.0584415,0.0590138,0.0313944,0.041473,0.0440651,0.0359023,0.0119013,0.0179076,0.00199209,0,0.0278444,0.0579303,0.044343,0,0,0.012477,0,0,0.0289997,0.0721947,0.0235601,0.0168422,0.0282867,0.0449274,0.0449413,0.0299118,0.0551935,0.0570399,0.0368482,0.0287022,0.0261263,0.0164702,0.0350385,0.0397887,0.0442232,0.0129363,0.00892558,0.0375249,0.0678059,0,0,0,0,0,0.0293135
215,0.0437226,0.0437934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031843,0,0.00966182,0.0370735,0,0,0.0142689,0,0,0.0384506,0.0547516,0.043868,0.0313263,0.0581196,0.0362001,0.0707938,0,0.0643085,0.0164381,0.0586989,0.0593633,0.0317138,0.0415422,0.0427038,0.0360135,0.0113557,0.0185624,0.00191855,0,0.0279709,0.0579484,0.0442876,0,0,0.0125591,0,0,0.0289071,0.0721961,0.0235476,0.0168332,0.0283038,0.0448061,0.0445675,0.0299235,0.0552105,0.0570931,0.036841,0.0284704,0.0262891,0.0164522,0.0350076,0.040006,0.044233,0.0128921,0.00826336,0.0374772,0.0674959,0,0,0,0,0,0.0296511
216,0.0437847,0.0439709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313453,0,0.0103754,0.0383787,0,0,0.0142784,0,0,0.0383761,0.0550664,0.0435577,0.0259025,0.058555,0.036045,0.0693724,0,0.0630942,0.0163156,0.0595474,0.0609676,0.0330282,0.0416373,0.0473416,0.0361852,0.0113437,0.0185408,0.00172773,0,0.028075,0.0576187,0.0444172,0,0,0.0127094,0,0,0.0288858,0.0723061,0.0237891,0.016751,0.0283471,0.0441569,0.0437581,0.030216,0.0552789,0.0571572,0.0368107,0.0283209,0.0262361,0.0163803,0.0348691,0.0404908,0.0443719,0.0128267,0.00800422,0.0376754,0.0670177,0,0,0,0,0,0.031069
217,0.0435446,0.0440617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321927,0,0.00918218,0.037179,0,0,0.014298,0,0,0.038439,0.0545327,0.0431892,0.0312392,0.0582024,0.0363845,0.0709769,0,0.0641557,0.0163879,0.0592163,0.060233,0.0321963,0.0416782,0.0401693,0.0361137,0.0113679,0.018682,0.0017905,0,0.0280078,0.0579937,0.0442353,0,0,0.0127655,0,0,0.0288701,0.0722151,0.0236311,0.0169032,0.0282372,0.0445156,0.0437197,0.0299435,0.0551638,0.0571763,0.0368079,0.0282746,0.0263049,0.0164696,0.0348685,0.0404155,0.0442216,0.0126642,0.00818176,0.0375854,0.0673532,0,0,0,0,0,0.0302124
218,0.0435578,0.0443105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314023,0,0.00996461,0.0384207,0,0,0.0145022,0,0,0.0383986,0.0547927,0.0426739,0.0261329,0.0585487,0.0362898,0.0698673,0,0.0629499,0.016481,0.0599112,0.0615087,0.0333705,0.0416392,0.0454259,0.0361638,0.0116511,0.0183328,0.00170666,0,0.0280607,0.0576428,0.0443707,0,0,0.013069,0,0,0.0287991,0.0723421,0.0238968,0.016876,0.0282968,0.0439305,0.0429481,0.0302479,0.0552243,0.0571945,0.0368202,0.0282792,0.0263586,0.0164223,0.0348855,0.0406813,0.0442668,0.0126589,0.00819112,0.0377946,0.0669747,0,0,0,0,0,0.0314668
219,0.0434594,0.0444612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031253,0,0.00987868,0.0385358,0,0,0.0145324,0,0,0.0386205,0.0546541,0.0422925,0.0261777,0.0585573,0.0363709,0.07016,0,0.0628929,0.016765,0.0599677,0.0615342,0.0334233,0.0416193,0.0449835,0.0361358,0.0116662,0.0184321,0.00182963,0,0.0280729,0.0576465,0.0443491,0,0,0.0131937,0,0,0.0287755,0.072404,0.0239493,0.0168459,0.0282634,0.0438394,0.0425397,0.030294,0.0552144,0.0572059,0.0368425,0.028244,0.0262165,0.0165075,0.0349015,0.040594,0.0442162,0.0127375,0.00802109,0.037774,0.0669204,0,0,0,0,0,0.0317148
220,0.0433707,0.0445864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311664,0,0.00981986,0.0385507,0,0,0.0145809,0,0,0.0387956,0.0545997,0.0419,0.0263089,0.0585823,0.0365212,0.0704929,0,0.0627562,0.0171305,0.0599542,0.0613946,0.0334338,0.0414605,0.0448587,0.0361267,0.0117099,0.0185027,0.00188604,0,0.0281115,0.0577052,0.0443051,0,0,0.0134528,0,0,0.028635,0.0724892,0.0240229,0.0169063,0.0282374,0.0437325,0.0421947,0.0302902,0.0552213,0.057205,0.0368048,0.0281739,0.0261543,0.0165806,0.0348289,0.0406352,0.0441611,0.0127384,0.00778163,0.0377636,0.0668861,0,0,0,0,0,0.0317923
