Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LILC,LTHII
364,0.028254,0.0598198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365424,0,0.0176208,0.0247278,0,0,0.013246,0,0,0.0308726,0.0613601,0.0517761,0.0182336,0.0696145,0.0475623,0.0926778,0.10084,0.0496125,0.0502271,0.0224059,0.0384754,0.0421227,0.0435359,0,0.022944,0.0901349,0,0.0266248,0.0634292,0.042944,0,0,0.0183546,0,0,0.0358165,0.0761865,0.0157987,0.0258078,0.0260706,0.0504885,0.033074,0.0295822,0.0548093,0.0637855,0.0391391,0.0315658,0.015692,0.0142806,0.0370638,0,0.045727,0.0151037,0.0181634,0.0564588,0.0432134,0,0,0,0,0.0361125,0.0646911
365,0.0280551,0.0598189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367012,0,0.0170818,0.0247946,0,0,0.0131526,0,0,0.0308054,0.0612627,0.0513549,0.0179349,0.0695958,0.0473378,0.0928528,0.101146,0.0500041,0.0505253,0.0220456,0.0384047,0.0415049,0.0439519,0,0.0228488,0.0926607,0,0.0258721,0.0635848,0.0430559,0,0,0.0180421,0,0,0.0357476,0.0759487,0.0146178,0.0258936,0.0262695,0.0502679,0.0330811,0.0292586,0.0544252,0.063703,0.0391535,0.031615,0.0164015,0.014578,0.0372082,0,0.04581,0.0152804,0.0180088,0.0564837,0.0429895,0,0,0,0,0.0358351,0.0645753
366,0.0279614,0.0598263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366943,0,0.0163112,0.0249593,0,0,0.0133464,0,0,0.031038,0.0612326,0.0510043,0.0175832,0.0694773,0.0471943,0.0930699,0.101487,0.0504445,0.0506233,0.0222227,0.0382669,0.0413364,0.0441344,0,0.0228167,0.0937546,0,0.0254954,0.0639081,0.0431165,0,0,0.017883,0,0,0.0356531,0.0762019,0.0141727,0.0259499,0.0260435,0.0497907,0.0330948,0.0290366,0.0540385,0.063573,0.0391423,0.0317077,0.0166708,0.014947,0.0371327,0,0.0459643,0.0154979,0.0178353,0.0565247,0.0427938,0,0,0,0,0.0359233,0.064477
367,0.0277947,0.0599189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366223,0,0.0164121,0.0250361,0,0,0.0133005,0,0,0.0315048,0.0612516,0.0507422,0.017303,0.069365,0.0471471,0.0933143,0.101838,0.0506446,0.0509637,0.0228739,0.037919,0.0418799,0.0443138,0,0.022968,0.0940427,0,0.025271,0.0641969,0.0431713,0,0,0.0177229,0,0,0.0356423,0.0764026,0.0140874,0.0259746,0.0259285,0.0492729,0.0330114,0.0287884,0.053798,0.0634147,0.0392188,0.0318094,0.0167061,0.0151928,0.0370396,0,0.0462468,0.0156582,0.0177357,0.0565243,0.0427214,0,0,0,0,0.036027,0.0643051
368,0.0275493,0.0599985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364413,0,0.0164936,0.0249483,0,0,0.0130786,0,0,0.0310703,0.0613296,0.0504777,0.0171684,0.0691539,0.0471907,0.0934378,0.102048,0.0509417,0.0515184,0.0235792,0.0378226,0.0428159,0.0444921,0,0.0227881,0.0939732,0,0.0251827,0.0646507,0.0431789,0,0,0.0174999,0,0,0.0356981,0.0767338,0.0140474,0.0260616,0.0258785,0.0492319,0.0327975,0.028497,0.0536933,0.0632926,0.0393612,0.0318725,0.0167251,0.0153432,0.0370084,0,0.0466562,0.0158236,0.0176982,0.0564805,0.042778,0,0,0,0,0.0354559,0.064024
369,0.0272621,0.0600694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364037,0,0.0164521,0.0248847,0,0,0.0128743,0,0,0.0302603,0.0613779,0.0501417,0.016877,0.0688507,0.0471286,0.0936931,0.102297,0.0513581,0.0521265,0.0241002,0.0379577,0.0439158,0.0446371,0,0.0224394,0.0936463,0,0.0252394,0.0651085,0.0431555,0,0,0.0172656,0,0,0.0358036,0.0771336,0.0141171,0.0261577,0.0256911,0.0491214,0.032512,0.0283707,0.0532808,0.063232,0.0395537,0.0317662,0.0167532,0.0153988,0.0369821,0,0.0470696,0.0160071,0.0176329,0.0564913,0.0429469,0,0,0,0,0.0351094,0.0638357
370,0.026991,0.0601019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363311,0,0.0163882,0.0250481,0,0,0.0127813,0,0,0.0299258,0.0612912,0.0498803,0.0164986,0.0685323,0.0470207,0.094097,0.102533,0.0519216,0.0526688,0.0244297,0.0381862,0.0450557,0.044766,0,0.0222607,0.0930791,0,0.025421,0.0655196,0.0430632,0,0,0.0170818,0,0,0.0360145,0.0774933,0.0141901,0.0263034,0.0254336,0.0488363,0.0322604,0.028293,0.0528462,0.0632503,0.0398531,0.0315419,0.0170689,0.0153605,0.0370305,0,0.0474518,0.0162511,0.0174778,0.0564952,0.0428703,0,0,0,0,0.034854,0.0637854
371,0.0265867,0.0600277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346258,0,0.0193864,0.0248739,0,0,0.0127499,0,0,0.0303426,0.06172,0.0503296,0.0172115,0.0678628,0.0472232,0.0933766,0.101365,0.053862,0.0533184,0.0268229,0,0.0460415,0.0447285,0,0.0224382,0.0923436,0,0.0256558,0.0654779,0.0429846,0,0,0.0172523,0,0,0.0362939,0.078065,0.0141774,0.0263537,0.0252153,0.0489852,0.0325925,0.0281249,0.0524082,0.0631652,0.0402013,0.0315526,0.017305,0.0153775,0.0370703,0,0.0474607,0.0165446,0.0174031,0.0563046,0.0429168,0,0,0,0,0.0340429,0.063184
372,0.0258816,0.0598352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343163,0,0.0192154,0.0249653,0,0,0.0137931,0,0,0,0.0620282,0.0498845,0.0170317,0.0673362,0.0474528,0.0937807,0.101548,0.0546707,0.0541472,0.027723,0,0.0468009,0.043631,0,0.012254,0.0913923,0,0.0258748,0.0657825,0.0434039,0,0,0.0168642,0,0,0.0363203,0.0786751,0.014073,0.0261533,0.0250272,0.0481486,0.0326867,0.0278305,0.0520268,0.0629344,0.0402552,0.0316097,0.0173636,0.0154159,0.0370812,0,0.0480103,0.016847,0.0172044,0.0563577,0.0426285,0,0,0,0,0.0338685,0.0631228
373,0.026541,0.0598696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357018,0,0.0158498,0.0255582,0,0,0.0113108,0,0,0.033866,0.0611859,0.0485057,0.0157094,0.067927,0.0465561,0.0956061,0.103303,0.053896,0.0546824,0.026616,0.0389206,0.0466591,0.0454461,0,0.0240553,0.0908696,0,0.025709,0.0660598,0.042893,0,0,0.0163319,0,0,0.0363853,0.0785724,0.0140718,0.0266301,0.0247358,0.048126,0.0318961,0.0281799,0.0521603,0.0631855,0.0401044,0.0314337,0.0172164,0.0152875,0.0369026,0,0.0484913,0.0171807,0.0169048,0.0561886,0.0419329,0,0,0,0,0.0344681,0.0638387
374,0.0263961,0.0599222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354623,0,0.0149972,0.0257365,0,0,0.0119235,0,0,0.033108,0.0608794,0.0474202,0.015394,0.0675655,0.0466889,0.0959228,0.103294,0.0545115,0.0552732,0.0273239,0.0390879,0.0453385,0.0451484,0,0.0237175,0.0903187,0,0.0257411,0.0661124,0.0427578,0,0,0.0160148,0,0,0.0364877,0.0789381,0.0137913,0.0267143,0.0245276,0.0478994,0.0319293,0.0281737,0.0519191,0.0631298,0.0400179,0.0312685,0.0171579,0.0151359,0.0368474,0,0.0489132,0.0175147,0.0166917,0.0561704,0.0416794,0,0,0,0,0.0342661,0.063831
375,0.026294,0.0600156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350039,0,0.0141292,0.0262494,0,0,0.0120059,0,0,0.0320579,0.0606181,0.0462777,0.0150222,0.0671268,0.0466663,0.096128,0.103125,0.0550071,0.0558966,0.0280957,0.0391484,0.0428627,0.0450547,0,0.0233021,0.0894182,0,0.026091,0.0661209,0.0427423,0,0,0.0157744,0,0,0.0365391,0.0794238,0.0135749,0.0268227,0.0241921,0.0477423,0.0319947,0.0280967,0.0518693,0.0630716,0.0401341,0.0311292,0.017302,0.0150625,0.0366107,0,0.0492883,0.017859,0.0164826,0.0564425,0.0415276,0,0,0,0,0.0340703,0.063835
376,0.0257514,0.0609073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034862,0,0.0140923,0.0267325,0,0,0.0152569,0,0,0.0388643,0.0606152,0.0448662,0.0147252,0.0663973,0.0498827,0.0961618,0.102775,0.0552904,0.0564296,0.0286531,0.0389718,0.0394212,0.0456025,0.0139741,0.0160161,0.0884666,0,0.0264545,0.0660708,0.0428821,0,0,0.0151765,0,0,0.0364644,0.0798947,0.0134571,0.0268817,0.02382,0.0474632,0.0321287,0.027965,0.0517358,0.0629568,0.0402184,0.0309996,0.0175086,0.0149748,0.0361177,0,0.0501533,0.0181387,0.0162722,0.0573003,0.0411873,0,0,0,0,0.0336335,0.0637916
377,0.0256422,0.0611028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349663,0,0.0139358,0.0271005,0,0,0.0145863,0,0,0.0390501,0.0606337,0.0430547,0.0143492,0.0658587,0.049608,0.0961166,0.102211,0.0554284,0.056793,0.0290551,0.0385637,0.0354483,0.0458014,0.0133594,0.0168952,0.0877542,0,0.0267141,0.0659269,0.043056,0,0,0.014936,0,0,0.0365434,0.0803372,0.0134323,0.0270245,0.0235164,0.0473904,0.0319805,0.0279275,0.051543,0.0628466,0.0402559,0.0309009,0.0175453,0.01489,0.0359707,0,0.0504742,0.0184765,0.0160819,0.0574077,0.0410436,0,0,0,0,0.033195,0.0638606
378,0.0255318,0.0613013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353885,0,0.0135799,0.0273643,0,0,0.0142223,0,0,0.0389883,0.0606613,0.0412384,0.0140215,0.0653061,0.0492967,0.0957927,0.101506,0.0556286,0.0570549,0.029536,0.0380196,0.0309146,0.0458478,0.0132596,0.0170056,0.0872514,0,0.0270286,0.0658028,0.0432305,0,0,0.0145591,0,0,0.0365945,0.0810023,0.0134542,0.0272539,0.0233306,0.0473002,0.031859,0.0278985,0.0512718,0.0626928,0.04031,0.0307903,0.0176896,0.0147726,0.0360666,0,0.0508185,0.0187665,0.0158771,0.0575806,0.0406554,0,0,0,0,0.0326701,0.0640114
379,0.0255227,0.061608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360276,0,0.0129655,0.0275261,0,0,0.0138569,0,0,0.0295552,0.0606711,0.0391427,0.0138609,0.0643581,0.0465181,0.0952638,0.100497,0.0558121,0.0572975,0.0301589,0.0374518,0.0260883,0.0455068,0.0197001,0,0.0867855,0,0.0273862,0.0658892,0.0430403,0,0,0.0141525,0,0,0.0366022,0.0822679,0.0134169,0.0272676,0.0233337,0.0467628,0.0320297,0.0274845,0.0507654,0.0623494,0.040283,0.0307679,0.018009,0.014773,0.0360144,0,0.0510745,0.0190618,0.0157546,0.0579528,0.0404097,0,0,0,0,0.0322512,0.0642279
380,0.0254237,0.0616406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366046,0,0.0131072,0.0278137,0,0,0.0131181,0,0,0.038652,0.0602693,0.037003,0.0138542,0.0638362,0.0483651,0.0947554,0.0993154,0.0559212,0.0576058,0.0306578,0.0372477,0.0216254,0.0459604,0.0127178,0.0177361,0.086467,0,0.0276735,0.0657914,0.043331,0,0,0.0135329,0,0,0.0365193,0.0830398,0.0135602,0.0278428,0.0233841,0.0474263,0.0317434,0.0272969,0.0506718,0.0622993,0.0404443,0.0306774,0.0182656,0.0147402,0.0357833,0,0.0515238,0.019305,0.0155897,0.0573567,0.0401852,0,0,0,0,0.0317171,0.0646515
381,0.02539,0.0618687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375409,0,0.013491,0.0281846,0,0,0.013134,0,0,0.0387033,0.0599829,0.0346432,0.0142039,0.0629875,0.0479388,0.0940603,0.0978427,0.0561483,0.0580281,0.0310753,0.0369901,0.0169916,0.0459987,0.0127388,0.0176875,0.0870988,0,0.026872,0.065672,0.0433746,0,0,0.0129905,0,0,0.0364674,0.0831921,0.0125948,0.0279132,0.023611,0.0471286,0.0316448,0.0274187,0.0503024,0.0620609,0.04054,0.0307854,0.0190742,0.0152675,0.0355424,0,0.0519685,0.0195296,0.01546,0.0565881,0.0399987,0,0,0,0,0.0311682,0.0651784
382,0.0253419,0.0622158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390565,0,0.0139218,0.0287532,0,0,0.0130976,0,0,0.0386108,0.0594877,0.0326441,0.0149389,0.0623102,0.0474169,0.0932789,0.0962543,0.0564779,0.0584972,0.0315862,0.0367333,0.0123107,0.0460468,0.0128264,0.0174672,0.0889798,0,0.0250362,0.0651867,0.0435727,0,0,0.0124929,0,0,0.036454,0.0833222,0.0108726,0.027989,0.0238674,0.0468939,0.0315798,0.0277172,0.0499494,0.0617888,0.0406005,0.03095,0.0202342,0.0162705,0.0352661,0,0.0523473,0.01967,0.0153022,0.0563036,0.0397248,0,0,0,0,0.030675,0.0659279
383,0.0253238,0.0626974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414509,0,0.0147105,0.0294791,0,0,0.0131229,0,0,0.0383537,0.0587811,0.0311165,0.0163168,0.0617215,0.0467167,0.0923382,0.0946278,0.0569913,0.0590885,0.0323351,0.0367681,0.00736018,0.046107,0.0130117,0.0170732,0.0908474,0,0.0236518,0.0646144,0.0438728,0,0,0.0120338,0,0,0.0364319,0.0836817,0.00973482,0.0280295,0.0239464,0.0468333,0.0314416,0.0279884,0.0496359,0.061624,0.0406582,0.0311394,0.021172,0.0170883,0.035204,0,0.052707,0.0198171,0.0151587,0.0564131,0.0393629,0,0,0,0,0.0302754,0.0668032
384,0.025278,0.0631323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444078,0,0.0155231,0.0305233,0,0,0.0131272,0,0,0.0381239,0.0582339,0.0302177,0.0184653,0.0611902,0.0460976,0.0912269,0.0931734,0.0575951,0.0597358,0.03327,0.0368025,0.00287718,0.0461805,0.0131383,0.0167819,0.0927552,0,0.0222077,0.063975,0.0441555,0,0,0.0117083,0,0,0.0364582,0.0841121,0.00888068,0.02813,0.024164,0.0464115,0.0312948,0.028258,0.0493523,0.0614904,0.0407266,0.0313777,0.0221521,0.0179427,0.0352314,0,0.0530665,0.0200687,0.0149832,0.0565423,0.0390415,0,0,0,0,0.0299543,0.0676868
385,0.0252121,0.0635614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441858,0,0.0141427,0.0317967,0,0,0.0127664,0,0,0.038392,0.0582484,0.0292715,0.0216707,0.0602101,0.0459532,0.0893231,0.0913496,0.0592824,0.061334,0.0353327,0.0377766,0.00437793,0.0460832,0.0126402,0.0165073,0.0843407,0,0.0279637,0.0632402,0.0439234,0,0,0.011793,0,0,0.0369708,0.0858697,0.0122544,0.0282689,0.0277466,0.0455825,0.0313717,0.0290635,0.048334,0.0614495,0.042031,0.0337388,0.0158254,0.0161718,0.0390771,0,0.0529287,0.0202326,0.0145939,0.0568564,0.0387481,0,0,0,0,0.0298609,0.0685988
386,0.0251126,0.0638967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461195,0,0.0146819,0.0327926,0,0,0.0125979,0,0,0.0381823,0.0584195,0.0294327,0.0244277,0.0598145,0.0456408,0.087841,0.09023,0.0596525,0.0618834,0.036087,0.0374594,0.0039152,0.0460316,0.0126082,0.0164232,0.0852847,0,0.0273266,0.0627315,0.0439825,0,0,0.0116709,0,0,0.0371749,0.0866256,0.0120794,0.0281564,0.0283097,0.0454201,0.0313528,0.0294885,0.0481901,0.0614134,0.0422316,0.0339598,0.015744,0.016253,0.0391493,0,0.0532132,0.020714,0.0143264,0.0569089,0.0385007,0,0,0,0,0.0298857,0.0693229
387,0.0250396,0.0641525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476324,0,0.0152153,0.033464,0,0,0.0124467,0,0,0.0382065,0.0589952,0.0303631,0.0266901,0.0595793,0.045443,0.086416,0.08961,0.0596649,0.0621449,0.0364835,0.0368432,0.0044559,0.0458842,0.012739,0.0163174,0.0861298,0,0.0270809,0.0623446,0.0440911,0,0,0.0114612,0,0,0.0372585,0.0874305,0.0122286,0.0282089,0.0286358,0.0454022,0.0313668,0.0299143,0.0481207,0.0614869,0.0424579,0.034001,0.0158241,0.0164144,0.0393305,0,0.0534927,0.0209784,0.0141001,0.056964,0.0383643,0,0,0,0,0.0298697,0.0697713
388,0.0247911,0.0641384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493389,0,0.0148832,0.0339144,0,0,0.0123957,0,0,0.0385021,0.0594964,0.0316356,0.0271097,0.0593406,0.0452951,0.0857075,0.0889314,0.0600428,0.0626252,0.0368484,0.0368798,0.00447385,0.0457164,0.013122,0.01599,0.0866673,0,0.0272933,0.0620877,0.0441415,0,0,0.0112155,0,0,0.037295,0.0880431,0.0126203,0.0281735,0.0287977,0.0453182,0.0315455,0.0303179,0.048066,0.0615165,0.0425158,0.0340561,0.015932,0.0167395,0.0396141,0,0.0535856,0.0208932,0.0139574,0.0570758,0.0382909,0,0,0,0,0.0295077,0.0702264
389,0.0244276,0.0640257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499622,0,0.0146421,0.0342465,0,0,0.0122417,0,0,0.0386752,0.0598435,0.0324895,0.027114,0.0591393,0.0450712,0.085353,0.0887809,0.0602965,0.0629185,0.0369533,0.0370387,0.00459842,0.0455532,0.0132174,0.0159578,0.0872398,0,0.0277512,0.0619936,0.0440058,0,0,0.0110479,0,0,0.0372202,0.0884617,0.0131744,0.0278387,0.028708,0.0452266,0.0317157,0.0306839,0.048059,0.0613228,0.0425054,0.034152,0.0162607,0.0170365,0.0397191,0,0.0537665,0.0206575,0.0139721,0.057268,0.038205,0,0,0,0,0.0292666,0.0704022
390,0.0241472,0.0641476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547406,0,0.0166686,0.0342699,0,0,0.0125054,0,0,0.0382735,0.0597678,0.0350973,0.0274714,0.0597177,0.0445855,0.0854756,0.0911202,0.0576158,0.0610471,0.0342868,0.0336868,0.00709464,0.0454544,0.0139912,0.0160806,0.0948361,0,0.0248988,0.0621146,0.0440976,0,0,0.0105966,0,0,0.0364863,0.087433,0.0109103,0.027231,0.0258972,0.0457127,0.0315534,0.0305216,0.0487503,0.061466,0.0420433,0.0319729,0.020394,0.0172778,0.0366486,0,0.0543475,0.0205691,0.0142486,0.0572342,0.0381403,0,0,0,0,0.0292343,0.0695632
391,0.0240801,0.0643556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052739,0,0.0179826,0.0342573,0,0,0.0123766,0,0,0.0383865,0.0599295,0.0325138,0.0270394,0.0597859,0.0445691,0.0854333,0.0917354,0.0576418,0.0605962,0.0347539,0.0351224,0.00579717,0.0451643,0.0141088,0.0161104,0.0948607,0,0.0259504,0.0623049,0.0440382,0,0,0.010572,0,0,0.0362481,0.0873997,0.012459,0.027042,0.0259684,0.0457439,0.0316567,0.0308115,0.0488288,0.0616153,0.0423138,0.0319111,0.0197218,0.0167276,0.0369083,0,0.0542396,0.0202918,0.0143265,0.0574533,0.0381237,0,0,0,0,0.0293825,0.0691969
392,0.0240081,0.0645758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518531,0,0.0171416,0.0341196,0,0,0.0122138,0,0,0.0382029,0.0594988,0.0318893,0.0257293,0.0598838,0.0446133,0.0858995,0.092348,0.0577288,0.0604334,0.0346447,0.0357843,0.00580215,0.0449383,0.013523,0.0165428,0.0960547,0,0.0252625,0.0626132,0.0441479,0,0,0.0106242,0,0,0.0361759,0.0869024,0.0121403,0.0269161,0.0260562,0.0455928,0.0319656,0.0310029,0.0490037,0.0618802,0.0422103,0.0318852,0.0196768,0.0169767,0.0369393,0,0.0539935,0.0201331,0.0143414,0.0576778,0.038115,0,0,0,0,0.0295773,0.0687762
393,0.0239247,0.0647836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522763,0,0.0161812,0.0336078,0,0,0.0120266,0,0,0.0379593,0.0586286,0.0309455,0.0235407,0.0601002,0.0447546,0.0870074,0.0929275,0.0581372,0.0601941,0.0344085,0.0370082,0.00581579,0.0446662,0.0128214,0.0171235,0.0974467,0,0.0243634,0.0630069,0.0444119,0,0,0.0107001,0,0,0.0361342,0.0858762,0.0117193,0.0269934,0.0262027,0.0453028,0.032462,0.0309333,0.0491547,0.0621668,0.0423039,0.0317465,0.0195812,0.0171814,0.0369471,0,0.0537091,0.0200804,0.0143687,0.0578757,0.0380771,0,0,0,0,0.0296445,0.0683302
394,0.0238471,0.0650439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527594,0,0.0159638,0.0328949,0,0,0.011878,0,0,0.0381733,0.0581328,0.0288895,0.0213173,0.0605428,0.0451428,0.0883874,0.0934269,0.0583858,0.0599386,0.0338779,0.0382001,0.00567119,0.0444311,0.0131657,0.0172147,0.098761,0,0.0234351,0.0633838,0.0447774,0,0,0.0107602,0,0,0.0361604,0.0845154,0.0113254,0.0270689,0.0263113,0.0450244,0.033073,0.0306659,0.0493789,0.062375,0.0423483,0.0315657,0.0194885,0.0174244,0.0369378,0,0.0534665,0.0201246,0.0143716,0.0580434,0.0379893,0,0,0,0,0.0297513,0.0678785
395,0.0238358,0.0654137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528685,0,0.0159746,0.0324051,0,0,0.0118532,0,0,0.0384989,0.0579602,0.0258874,0.0198018,0.0612549,0.0455851,0.0894191,0.0937066,0.0585077,0.0600776,0.0332514,0.0387577,0.00641041,0.0443504,0.0137132,0.017219,0.0997914,0,0.0221124,0.0636134,0.0451803,0,0,0.0107842,0,0,0.0363182,0.082942,0.0111167,0.0271163,0.0263986,0.0448726,0.033774,0.0305398,0.0497141,0.0625162,0.0422388,0.0312926,0.0193161,0.0176263,0.036864,0,0.0532082,0.0202646,0.0142788,0.0582755,0.037744,0,0,0,0,0.0302171,0.0674254
396,0.0238552,0.0657696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524535,0,0.0153154,0.0324702,0,0,0.0118927,0,0,0.0386412,0.0575799,0.0240031,0.0193556,0.0620175,0.045954,0.0897157,0.0937884,0.0587719,0.0605718,0.0329025,0.038565,0.00716253,0.0441708,0.0138815,0.0173945,0.100588,0,0.0205851,0.0632808,0.0455771,0,0,0.0108525,0,0,0.0364385,0.0815623,0.0112397,0.0270334,0.0266452,0.0450842,0.0347263,0.0305636,0.0499711,0.0626155,0.0420558,0.0310591,0.0191205,0.0178789,0.0368791,0,0.0526702,0.0203727,0.0141984,0.0585424,0.0374359,0,0,0,0,0.0309292,0.0668148
397,0.0238068,0.0660364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513349,0,0.0140682,0.0330202,0,0,0.0118918,0,0,0.0386413,0.0568799,0.0228796,0.0200182,0.0629603,0.0463765,0.0894597,0.0936274,0.0585902,0.0607197,0.0324372,0.0373827,0.00765308,0.0439983,0.01383,0.0176686,0.101292,0,0.0190412,0.0625348,0.0459105,0,0,0.0109911,0,0,0.0363117,0.0803717,0.0118574,0.0267466,0.0269542,0.0455189,0.0357924,0.0302491,0.0502391,0.0627459,0.0418579,0.0308143,0.018995,0.018181,0.0368118,0,0.0521389,0.0204434,0.0141683,0.0588496,0.0373595,0,0,0,0,0.0313757,0.0663301
398,0.0236335,0.0661277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503001,0,0.0133952,0.0338264,0,0,0.011917,0,0,0.0386994,0.0559241,0.0207114,0.0211438,0.0642953,0.0469488,0.0890503,0.0932114,0.0578706,0.0603593,0.0318001,0.0358473,0.00867419,0.0437718,0.0137539,0.018002,0.1017,0,0.0176082,0.0615515,0.0461331,0,0,0.0112368,0,0,0.0361808,0.0791521,0.012396,0.0264038,0.0272388,0.0459756,0.0367207,0.0300027,0.0506331,0.0629518,0.0416389,0.0304369,0.0189118,0.018449,0.0366468,0,0.0517111,0.0205297,0.0141688,0.0591231,0.0375249,0,0,0,0,0.0315112,0.0663747
399,0.0233134,0.0661204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491612,0,0.0134571,0.0344265,0,0,0.0120384,0,0,0.03889,0.0551743,0.0189275,0.0213488,0.0659059,0.0477696,0.0888017,0.0925977,0.0573804,0.0601403,0.0314827,0.0349946,0.0100454,0.0433885,0.0136907,0.0183781,0.101521,0,0.016112,0.0605223,0.046246,0,0,0.011781,0,0,0.0362124,0.0778134,0.012975,0.0259906,0.0274995,0.0469382,0.0379651,0.0298992,0.05112,0.0631386,0.0413849,0.0300457,0.0188751,0.0187041,0.0362941,0,0.0511111,0.0204993,0.0140396,0.0592474,0.0380201,0,0,0,0,0.0317175,0.0668074
400,0.0229643,0.0660598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477201,0,0.0135266,0.0344539,0,0,0.0122762,0,0,0.0392327,0.0549342,0.0183231,0.0201195,0.0677117,0.048863,0.0888507,0.0917164,0.0572166,0.0600504,0.0312387,0.034928,0.0103547,0.0428059,0.0136128,0.0189807,0.10034,0,0.0146851,0.0596602,0.0462429,0,0,0.0125778,0,0,0.0363605,0.0762296,0.0136749,0.0255888,0.0275991,0.048224,0.0397767,0.0301301,0.0517854,0.0631823,0.0412201,0.0297095,0.0189254,0.0188879,0.0356302,0,0.0503747,0.0205821,0.0140786,0.0592314,0.0386376,0,0,0,0,0.0318589,0.0673023
401,0.0225626,0.0658845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464426,0,0.0132945,0.0337353,0,0,0.0126212,0,0,0.0396909,0.054916,0.0188153,0.018413,0.0695535,0.0502303,0.0889949,0.0909252,0.0569362,0.0598634,0.0307169,0.0350742,0.00926951,0.0420821,0.0135487,0.0197648,0.0982908,0,0.0134737,0.0591378,0.0460803,0,0,0.0135083,0,0,0.036532,0.0746556,0.0143722,0.025244,0.0274791,0.0496122,0.0416821,0.030389,0.0526482,0.0633811,0.041188,0.029313,0.0191158,0.018951,0.0350267,0,0.0497215,0.0208174,0.0141947,0.059061,0.0393663,0,0,0,0,0.031963,0.0674723
402,0.0222117,0.0655585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456041,0,0.0131073,0.0324849,0,0,0.0133244,0,0,0.0402043,0.0544139,0.0200554,0.0174423,0.0712581,0.051908,0.0891254,0.0908589,0.0564382,0.0593425,0.0298335,0.0350407,0.00744295,0.0412912,0.0133209,0.0207508,0.095553,0,0.0124661,0.0588589,0.0458379,0,0,0.014519,0,0,0.0367422,0.0730496,0.0149182,0.0249157,0.0270624,0.0511466,0.0435422,0.0307101,0.0536611,0.0640252,0.0409553,0.028788,0.0193474,0.0190984,0.0344363,0,0.0491731,0.0211023,0.0142162,0.058997,0.0401832,0,0,0,0,0.0322284,0.0671474
