Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LILC,LTHII
95,0.0310281,0.054934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266233,0,0.026724,0.0490705,0,0,0.0114922,0,0,0.0414004,0,0.0221403,0.0311846,0.0539431,0.0444951,0.0687497,0.083742,0.0643548,0.0678122,0,0.039369,0.0142853,0.0341315,0.0114061,0.0227321,0.0196526,0,0.0264025,0.0499334,0.0430847,0,0,0.0104663,0,0,0.0334404,0.0767376,0.0334048,0.0212722,0.0233227,0.059691,0.0358321,0.0360818,0.0680554,0.0672439,0.0352217,0.0236759,0.0191936,0.00842182,0.0299367,0.063294,0.0457495,0.00850248,0.0171789,0.0467835,0.0516961,0,0,0,0,0.0768859,0.0534358
96,0,0.0537983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267645,0,0.0265969,0.0490708,0,0,0.0101925,0,0,0.0409303,0,0.0222223,0.0311616,0.0537488,0.0442875,0.0686851,0.0837615,0.0639198,0.0675401,0,0.0393813,0.0142223,0.0362666,0.0116776,0.0219982,0.0199178,0,0.0264838,0.0498835,0.0404392,0,0,0.0120942,0,0,0.0341848,0.0766208,0.0335541,0.0211482,0.0235643,0.0594658,0.0380471,0.03603,0.0679683,0.0670028,0.0350181,0.0238089,0.0189281,0.00839357,0.0300515,0.0639121,0.0436081,0.00847555,0.0178637,0.0463194,0.0532585,0,0,0,0,0.0768659,0.0535183
97,0,0.0536925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267454,0,0.0265566,0.0494208,0,0,0.0101602,0,0,0.0410693,0,0.022417,0.0313717,0.0536869,0.0439966,0.0685776,0.0837472,0.0636184,0.0672837,0,0.039327,0.0142875,0.0364636,0.0117763,0.0219912,0.020121,0,0.0265273,0.0499484,0.040518,0,0,0.0119879,0,0,0.0341549,0.0765494,0.033782,0.0213673,0.0237133,0.0597409,0.0381098,0.0360727,0.0680207,0.066821,0.0348432,0.0239386,0.0186171,0.00837661,0.0301186,0.0643163,0.043489,0.00843033,0.0179219,0.0467408,0.0532057,0,0,0,0,0.0766731,0.0536169
98,0,0.0536915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266707,0,0.0265268,0.0497395,0,0,0.010116,0,0,0.0411031,0,0.0226744,0.0314659,0.0536044,0.0440072,0.0683641,0.0838199,0.0635733,0.0671749,0,0.0392756,0.0144221,0.0365518,0.0118961,0.0219313,0.0202699,0,0.0266039,0.0500446,0.0405377,0,0,0.0119613,0,0,0.0340964,0.0764866,0.0340612,0.0216526,0.0239083,0.0599642,0.0382404,0.0359787,0.0681615,0.0666562,0.0346581,0.0240301,0.0184831,0.00838979,0.0301557,0.0647516,0.0433425,0.00848818,0.017855,0.0467976,0.0531348,0,0,0,0,0.076418,0.0536634
99,0.0309781,0.0550215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264177,0,0.0265924,0.0500254,0,0,0.0113851,0,0,0.0417354,0,0.0230975,0.0315359,0.0533764,0.0440602,0.0679188,0.0837156,0.0636523,0.0671388,0,0.0391452,0.0146776,0.0345769,0.0119395,0.0225917,0.0203261,0,0.0266234,0.0498139,0.0431162,0,0,0.0104705,0,0,0.0333136,0.0765533,0.0343021,0.0222945,0.0239017,0.0605298,0.0362648,0.0359983,0.0682799,0.0665569,0.0347022,0.0240178,0.0185365,0.00841371,0.0301268,0.0648615,0.0452888,0.00874925,0.0169386,0.0472869,0.0512933,0,0,0,0,0.0759514,0.0535957
100,0.031012,0.0552769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260196,0,0.0266714,0.0504423,0,0,0.0113072,0,0,0.0418409,0,0.0237809,0.0317614,0.0531253,0.0444547,0.0675032,0.0835359,0.0635088,0.0669402,0,0.0388936,0.0149654,0.0345795,0.0121761,0.0225836,0.0203187,0,0.0265735,0.0496103,0.0429526,0,0,0.0104377,0,0,0.0332342,0.0766489,0.0343261,0.0225744,0.0239601,0.0607735,0.0364588,0.0360221,0.0682776,0.0663867,0.0346714,0.0240448,0.0185024,0.00826263,0.0302223,0.0648845,0.0453315,0.00888497,0.0167793,0.0473094,0.0511332,0,0,0,0,0.0758005,0.053593
101,0.0309727,0.0552602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255962,0,0.0267249,0.0511685,0,0,0.0112673,0,0,0.0418607,0,0.0244752,0.0321137,0.0529737,0.0444821,0.0670194,0.0834,0.0633306,0.0665833,0,0.0387031,0.01531,0.0346619,0.012223,0.0225696,0.0203644,0,0.0264816,0.0495589,0.0429793,0,0,0.0103889,0,0,0.0331245,0.0767166,0.0341555,0.0227606,0.0240564,0.0609971,0.036535,0.0360056,0.0683981,0.0661995,0.0345626,0.0240937,0.0183329,0.00807505,0.0303813,0.0650249,0.0453759,0.0089123,0.016696,0.0473665,0.0510736,0,0,0,0,0.0756381,0.0536515
102,0.0309657,0.0551065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271732,0,0.0271316,0.0536919,0,0,0.0112735,0,0,0.0415559,0,0.0286356,0.0307202,0.0531105,0.0440376,0.0681912,0.0831246,0.0601307,0.0635702,0.0364072,0.0357929,0.0145524,0.0348966,0.0119054,0.0225055,0.0201738,0,0.0263786,0.0504466,0.0431425,0,0,0.0102521,0,0,0.032922,0.0770449,0.0338361,0.0224633,0.0239796,0.0609602,0.0360982,0.0358738,0.0685105,0.0661532,0.0347962,0.0241928,0.0184281,0.00805009,0.0304562,0.0646722,0.0457335,0.00902057,0.0163907,0.0474549,0.0508731,0,0,0,0,0.0774125,0.0550954
103,0.0309324,0.055032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026758,0,0.0271976,0.0540349,0,0,0.0113035,0,0,0.0414332,0,0.0291974,0.0310025,0.0529657,0.0438716,0.0677281,0.0831113,0.0597304,0.0633282,0.0361557,0.035554,0.0150831,0.0349896,0.0117603,0.0225224,0.020107,0,0.0263606,0.0503631,0.0432299,0,0,0.0102967,0,0,0.0328085,0.0772395,0.033777,0.0226535,0.0240866,0.0611525,0.0361604,0.0358448,0.0685883,0.0660095,0.0347495,0.0243446,0.0185337,0.00809469,0.03056,0.0645164,0.0457075,0.00901764,0.0163259,0.0476044,0.0508769,0,0,0,0,0.0771611,0.0551024
104,0.0309017,0.0550468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026422,0,0.0272895,0.0540856,0,0,0.0113096,0,0,0.0414443,0,0.0297688,0.0311624,0.0527654,0.0437518,0.0672783,0.0830551,0.0595831,0.0631988,0.036182,0.0353471,0.015459,0.0350573,0.0117557,0.0225524,0.0199927,0,0.0263279,0.0503194,0.0432452,0,0,0.0103416,0,0,0.032795,0.0775074,0.0336398,0.0229839,0.0241139,0.0612891,0.0362214,0.0358295,0.0686631,0.0659172,0.034789,0.0244595,0.018704,0.0081165,0.0306892,0.0640983,0.0456884,0.00902119,0.0162818,0.0474616,0.0508406,0,0,0,0,0.0769002,0.0551081
105,0.0314525,0.054484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259254,0,0.0274328,0.0540278,0,0,0.00706945,0,0,0.0318387,0,0.0306147,0.0314577,0.052749,0.0371357,0.0668002,0.0829866,0.059589,0.0630663,0.0361339,0.0351776,0.0159446,0.0360943,0,0.0266066,0.019814,0,0.026311,0.0504004,0.0431578,0,0,0.0106216,0,0,0.0328825,0.0775867,0.0334122,0.0236098,0.0240116,0.0614595,0.0358034,0.035833,0.0687437,0.0658812,0.0348773,0.0245779,0.0188847,0.00815043,0.0307749,0.0636259,0.04508,0.00893388,0.0163708,0.0469859,0.0510538,0,0,0,0,0.0767675,0.0551253
106,0.0308863,0.05511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255533,0,0.027621,0.0539903,0,0,0.0117496,0,0,0.0412388,0,0.0313914,0.0320231,0.0522496,0.0439555,0.0662081,0.082956,0.0594447,0.0630723,0.0361867,0.0349512,0.0164117,0.0351479,0.0121713,0.0219977,0.019481,0,0.0262952,0.0505962,0.0432332,0,0,0.0101578,0,0,0.0327878,0.0771912,0.0330852,0.0244125,0.0239819,0.0612521,0.0362588,0.0357533,0.068667,0.0657294,0.034936,0.024727,0.0190397,0.00823363,0.0308916,0.0629241,0.0457889,0.00899894,0.0162926,0.047385,0.0507695,0,0,0,0,0.0763599,0.0550149
107,0.0308684,0.0550718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251709,0,0.0276447,0.0541495,0,0,0.0114918,0,0,0.0413067,0,0.0319366,0.0325123,0.0520637,0.0439444,0.0658102,0.0829225,0.0592998,0.0627468,0.0361862,0.034667,0.0168235,0.0353692,0.0119723,0.0222214,0.019003,0,0.0262819,0.0506011,0.0432336,0,0,0.0100857,0,0,0.0328012,0.0761117,0.0326945,0.0246649,0.0239957,0.0613334,0.0362569,0.0356337,0.0685657,0.0655135,0.0349873,0.0248502,0.0192207,0.00832095,0.0310066,0.0618041,0.0458504,0.00895921,0.0163169,0.0477401,0.0508099,0,0,0,0,0.0761347,0.0549493
108,0.0308363,0.0550515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247004,0,0.0276918,0.0545056,0,0,0.011328,0,0,0.0413636,0,0.0326044,0.0329069,0.0518952,0.0439299,0.0653706,0.0828795,0.0601503,0.0624096,0.0360655,0.0343432,0.0173764,0.0355463,0.0119034,0.0222781,0.0185685,0,0.0262832,0.0507368,0.0432103,0,0,0.0101292,0,0,0.0328714,0.075591,0.0322125,0.024895,0.0239012,0.0614466,0.0362653,0.0355038,0.0683291,0.0653532,0.035087,0.0249857,0.0195125,0.00843166,0.0310567,0.0603293,0.0460564,0.00897617,0.0162923,0.0479523,0.050868,0,0,0,0,0.0759661,0.0549675
109,0.0309735,0.0545583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218869,0,0.0273799,0.0536529,0,0,0.00643642,0,0,0.0313175,0,0.0293061,0.0348474,0.0509959,0.0353826,0.0629162,0.0827771,0.0645529,0.0653041,0,0.0369924,0.0194964,0.0366995,0,0.0258019,0.0183212,0,0.026023,0.0496623,0.0437377,0,0,0.0110399,0,0,0.0330981,0.0749588,0.032461,0,0.0219938,0.0641309,0.0372378,0.0365646,0.0690372,0.0665612,0.0368669,0.0241355,0.0199551,0.00844387,0.0303513,0.0584673,0.0451121,0.00889877,0.0167316,0.0473623,0.0507522,0,0,0,0,0.0718766,0.0531943
110,0.0303794,0.0552223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232503,0,0.0275869,0.0551831,0,0,0.011123,0,0,0.0409529,0,0.0338954,0.034305,0.0507945,0.0420975,0.0635822,0.0825711,0.0549252,0.0632066,0.0364536,0.0335686,0.0197423,0.0359227,0.0120325,0.0214474,0.0177682,0,0.025878,0.0505526,0.0438262,0,0,0.0106084,0,0,0.0330342,0.0752668,0.0316928,0,0.0218326,0.0639931,0.0374703,0.0361128,0.0687443,0.0663865,0.0371942,0.0238092,0.0203582,0.00865119,0.030522,0.0561121,0.0461151,0.00903284,0.0164947,0.047914,0.050432,0,0,0,0,0.0729718,0.0539855
111,0.0309979,0.0546745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241458,0,0.0235959,0.0514745,0,0,0.00647198,0,0,0.0313526,0,0.0222946,0.0343341,0.0506266,0.035923,0.0636946,0.0766589,0,0.0711262,0,0.0455948,0.0169046,0.0368118,0,0.0258563,0.0178358,0,0.0256592,0.0505335,0.043491,0,0,0.0108582,0,0,0.0330825,0.07388,0.0319028,0,0.0214707,0.0636486,0.0369693,0.0361407,0.0690718,0.0665246,0.0367553,0.0235362,0.0203864,0.00864609,0.0305601,0.0563635,0.0454307,0.00893451,0.0166073,0.0472983,0.0509268,0,0,0,0,0.0698065,0
112,0.0303295,0.0553876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253457,0,0.0256581,0.0502027,0,0,0.0112248,0,0,0.041041,0,0.0202965,0.0365289,0.0494245,0.0427486,0.0608642,0.0817044,0,0.0722577,0,0.0446215,0.0141084,0.0357688,0.0120337,0.0215706,0.0174103,0,0.0256181,0.04807,0.0435898,0,0,0.0107124,0,0,0.0329967,0.0744569,0.0314222,0,0.0219114,0.0640162,0.0381596,0.0361216,0.0687186,0.0660055,0.0364349,0.0237069,0.0206743,0.00869949,0.030876,0.0542174,0.0457518,0.00899275,0.0166335,0.0480129,0.0507343,0,0,0,0,0.0673508,0.0518531
113,0.0307185,0.0546718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246705,0,0.0289148,0.0482719,0,0,0.00664489,0,0,0.031487,0,0.0245917,0.0392106,0.0490664,0.0359011,0.0580001,0.0842509,0.0484026,0.0729673,0,0.0430654,0.0155379,0.0365819,0,0.0259206,0.0172139,0,0.0256842,0.0465138,0.0435926,0,0,0.0116215,0,0,0.0331899,0.0753532,0.0308085,0,0.0221457,0.0650906,0.0387783,0.0358591,0.0682893,0.0656323,0.0361916,0.0238435,0.0212333,0.00887115,0.0311625,0.0520257,0.044472,0.0088342,0.0171017,0.0473416,0.0513062,0,0,0,0,0.0647166,0.0485726
114,0.030704,0.0548419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248467,0,0.029119,0.0476992,0,0,0.00660597,0,0,0.0315475,0,0.0246721,0.0396492,0.048715,0.0359941,0.0578334,0.0842351,0.0540647,0.0732835,0,0.0435795,0.0153992,0.0366566,0,0.0259674,0.0172297,0,0.0255665,0.0462097,0.0434649,0,0,0.0116952,0,0,0.0332433,0.0760649,0.0303027,0,0.0220784,0.0651437,0.0389469,0.0356708,0.0679797,0.0654965,0.0360984,0.0238146,0.0217078,0.00906567,0.0313189,0.0497796,0.0444703,0.00876845,0.0171583,0.0474705,0.051247,0,0,0,0,0.0640973,0.0481229
115,0.0301195,0.0554566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250441,0,0.0291099,0.0478373,0,0,0.0113022,0,0,0.0415756,0,0.0249676,0.0398415,0.0482284,0.0423472,0.0572943,0.0841372,0.0527994,0.0731063,0,0.0434335,0.0151865,0.0358648,0.0125365,0.021397,0.017378,0,0.0253442,0.0462106,0.0435989,0,0,0.011295,0,0,0.0330737,0.0762188,0.0297541,0,0.0221487,0.0648678,0.0393545,0.0353324,0.0676319,0.0652238,0.0360082,0.0238777,0.0220631,0.00923811,0.0315328,0.0472235,0.0452329,0.00893401,0.0168631,0.0480699,0.0509444,0,0,0,0,0.0639937,0.0480296
116,0.030328,0.055056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252291,0,0.0285156,0.0481522,0,0,0.0115081,0,0,0.0419588,0,0.0249552,0.0393575,0.0486128,0.043052,0.0576027,0.0842084,0.0523076,0.0725747,0,0.0430737,0.0148955,0.0358589,0.0125687,0.0218425,0.0173647,0,0.0257343,0.0452846,0.0432477,0,0,0.0110448,0,0,0.0329406,0.0768891,0.0278423,0.0249596,0.0245427,0.0629866,0.0384849,0.0337794,0.0660516,0.0632225,0.0340924,0.0251375,0.0222812,0.00961621,0.0328187,0.0444557,0.0453822,0.00894643,0.0166548,0.0477425,0.051544,0,0,0,0,0.0665654,0.0483062
117,0.0303054,0.0547379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232616,0,0.0278819,0.0513814,0,0,0.0118483,0,0,0.0421263,0,0.024728,0.0388973,0.0490695,0.0436723,0.0576425,0.0834389,0.0522963,0.0718513,0,0.0422443,0.0170072,0.0355509,0.0124795,0.0221694,0.0169789,0,0.0272769,0.0417711,0.043213,0,0,0.0115303,0,0,0.0330109,0,0.0254349,0.0223738,0.0287199,0.0635297,0.0394699,0.0302525,0.0605577,0.059462,0.0333073,0.0284464,0.0215451,0.0108053,0.0356066,0.0435806,0.0445725,0.00877854,0.0171145,0.0472569,0.0526496,0,0,0,0,0.0680574,0.0481599
118,0.0302498,0.0547758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230358,0,0.0278905,0.0512033,0,0,0.011861,0,0,0.0419144,0,0.0251048,0.0391254,0.0488441,0.0437702,0.0574177,0.0832796,0.0524299,0.071884,0,0.0421635,0.0173073,0.0355964,0.012174,0.0222073,0.0174907,0,0.0272411,0.0418938,0.0431447,0,0,0.0115378,0,0,0.0329381,0,0.024948,0.0231357,0.0288328,0.0634224,0.0394835,0.0300922,0.0603099,0.0594387,0.0334517,0.02852,0.0218623,0.0110117,0.0357948,0.0419083,0.0446221,0.00875098,0.0171055,0.0473445,0.0525731,0,0,0,0,0.067877,0.0480851
119,0.0298531,0.0550477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227429,0,0.0282002,0.0520782,0,0,0.011634,0,0,0.0412112,0,0.0252829,0.0397842,0.0485704,0.0422599,0.0565328,0.082982,0.0529652,0.0723795,0,0.042393,0.0176636,0.0358195,0.0117805,0.0216747,0.0184055,0,0.0268473,0.0419885,0.0436068,0,0,0.011566,0,0,0.0329347,0,0.0252448,0,0.0273277,0.0655907,0.0403321,0.0304478,0.0602785,0.0604907,0.0353534,0.0278099,0.0221642,0.0109114,0.0353124,0.0398984,0.0446537,0.00873053,0.0172717,0.0473489,0.0521157,0,0,0,0,0.0650575,0.0475884
120,0.0298237,0.0553878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239652,0,0.0290825,0.0473466,0,0,0.0113411,0,0,0.0408742,0,0.0265766,0.0407848,0.0471347,0.0418609,0.0549272,0.0838889,0.0539469,0.0732629,0,0.0430808,0.0163216,0.0362195,0.0116948,0.0213941,0.0202738,0,0.024713,0.0464724,0.0435244,0,0,0.0110186,0,0,0.0326793,0.0810391,0.0278483,0,0.0223822,0.064727,0.0394939,0.0345747,0.0665249,0.0646596,0.0362835,0.0240427,0.0238369,0.010195,0.03239,0.0373047,0.0454081,0.00892788,0.0167818,0.0480354,0.0507305,0,0,0,0,0.0631136,0.0475461
121,0.0297472,0.055082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229515,0,0.0276743,0.0520149,0,0,0.0114698,0,0,0.041076,0,0.025374,0.0396219,0.04811,0.0419864,0.0552873,0.0828726,0.0484141,0.0720338,0,0.0420531,0.0173524,0.0360446,0.0116305,0.0215928,0.0194673,0,0.0267239,0.0424527,0.0436051,0,0,0.0114157,0,0,0.0327813,0,0.0248091,0,0.0272178,0.0655834,0.0403694,0.0299232,0.0596141,0.0602488,0.0357465,0.027788,0.0225748,0.0111891,0.035589,0.0373669,0.0447187,0.00889399,0.0171531,0.0473191,0.0519792,0,0,0,0,0.0646712,0.0476476
122,0.0302467,0.0546837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229518,0,0.0246069,0.0539122,0,0,0.00785127,0,0,0.0311716,0,0.0223317,0.0371468,0.0485407,0.0362829,0.0576332,0.0803901,0,0.0709833,0,0.0428021,0.0167201,0.0367636,0,0.0252017,0.0200113,0,0.0266004,0.0443206,0.0433547,0,0,0.0112522,0,0,0.0326102,0,0.0247855,0,0.0269298,0.0650025,0.038984,0.0296564,0.0592078,0.0603156,0.0361014,0.0275944,0.0227047,0.0112051,0.0356123,0.0364588,0.0447321,0.00903866,0.0167958,0.046857,0.0517679,0,0,0,0,0.0671838,0.0509399
123,0.0297467,0.0554149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226958,0,0.0246091,0.053841,0,0,0.011539,0,0,0.0408694,0,0.022575,0.0374173,0.0481297,0.0422796,0.0572491,0.0802688,0,0.071129,0,0.0425553,0.0170078,0.0362685,0.0118354,0.0212058,0.0204886,0,0.0266117,0.0445831,0.0433363,0,0,0.0108211,0,0,0.0325069,0,0.0246379,0,0.0270644,0.064911,0.0394148,0.0296911,0.0588568,0.0601772,0.036044,0.02769,0.0227851,0.011271,0.0357792,0.0356861,0.0454245,0.00912592,0.0166908,0.0474916,0.0515043,0,0,0,0,0.0667158,0.0508285
124,0.0297675,0.0556113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308122,0,0.0213952,0.0592591,0,0,0.011294,0,0,0.0406468,0,0.0397209,0.0306069,0.0497954,0.0418617,0.0633769,0.0771324,0.0528688,0.0615287,0.034201,0.0304853,0.0192309,0.0368189,0.011808,0.0209158,0.0217165,0,0.0264864,0.0493849,0.0432049,0,0,0.0102063,0,0,0.0322898,0,0.0240911,0,0.0267694,0.0646627,0.037926,0.0289452,0.0579124,0.0603766,0.0373782,0.0277407,0.023277,0.0115831,0.0359619,0.0334027,0.0464994,0.00927117,0.0161517,0.047433,0.0509586,0,0,0,0,0.073308,0
125,0.0301289,0.0548602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321865,0,0.0202829,0.0562501,0,0,0.00786527,0,0,0.0309019,0,0.0384242,0.0356717,0.0485859,0.0360592,0.0594788,0.0808496,0.0633101,0.0656146,0,0.0309125,0.023073,0.0369983,0,0.0248445,0.0217581,0,0.0267051,0.0465946,0.0432227,0,0,0.0108979,0,0,0.03245,0,0.024134,0,0.0271792,0.0651599,0.0384511,0.0292494,0.0580262,0.0600867,0.0368028,0.0280086,0.0232131,0.0116416,0.036109,0.0333921,0.0452104,0.00913208,0.0167436,0.046942,0.0514207,0,0,0,0,0.0694022,0.0522038
126,0.0298173,0.0554859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319739,0,0.0220902,0.0556979,0,0,0.0113158,0,0,0.0406725,0,0.0420252,0.0317081,0.0481031,0.0410276,0.0625391,0.0775985,0.0578687,0.0614182,0.0341201,0.0296195,0.0201119,0.037236,0.0120967,0.0205037,0.0244485,0,0.0239379,0.0549279,0.0433303,0,0,0.00980553,0,0,0.0322077,0.0828414,0.0271034,0,0.021944,0.0634747,0.0369271,0.0328074,0.0648161,0.0644801,0.0377119,0.0241044,0.0251107,0.0109061,0.0331699,0.0297274,0.0470482,0.00942047,0.0159749,0.0480314,0.0497247,0,0,0,0,0.0720105,0
127,0.0296672,0.0552716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261033,0,0.0252827,0.0509843,0,0,0.0112427,0,0,0.0407836,0,0.0283343,0.036417,0.0466237,0.0411753,0.0578054,0.08049,0,0.0678706,0.042599,0.0386643,0.0142966,0.0370925,0.0119562,0.0207722,0.0239742,0,0.0241526,0.0508406,0.0433573,0,0,0.0100661,0,0,0.03241,0.0813175,0.0271913,0,0.0224189,0.0640289,0.0377687,0.0330059,0.0649356,0.0641539,0.0369049,0.0243927,0.0247212,0.0107315,0.0332188,0.03056,0.0464428,0.00930464,0.0163717,0.047873,0.0501306,0,0,0,0,0.0666111,0.05203
128,0.0301161,0.0545662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256457,0,0.0224243,0.056564,0,0,0.00817974,0,0,0.0309083,0,0.0295638,0.0313907,0.0487507,0.0362521,0.0610799,0.074981,0,0.0659408,0.0404696,0.0385945,0.0160231,0.0372521,0,0.0247654,0.0218712,0,0.026748,0.0489977,0.0430266,0,0,0.0104374,0,0,0.0325224,0,0.0240156,0,0.0266141,0.0647078,0.037637,0.0284529,0.0575713,0.0602308,0.036882,0.02827,0.0234354,0.0119816,0.0362653,0.0328243,0.0455951,0.00921537,0.0165999,0.0466344,0.0515786,0,0,0,0,0.0697278,0
129,0.0296318,0.0551296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319878,0,0.0203824,0.0593158,0,0,0.011544,0,0,0.0406109,0,0.042575,0.0303605,0.0490943,0.0414152,0.0628332,0.0762378,0.0552542,0.0607737,0.0330782,0.0281841,0.0216936,0.0370882,0.0119226,0.0206434,0.0225284,0,0.0268689,0.0507258,0.0430933,0,0,0.00998367,0,0,0.0323989,0,0.0235826,0,0.0266347,0.0646156,0.03764,0.0281742,0.056849,0.0602673,0.0378033,0.0281662,0.0237859,0.0122671,0.0366356,0.0314756,0.0464347,0.0093643,0.0163593,0.0471341,0.0512609,0,0,0,0,0.0722106,0
130,0.0296487,0.0551791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270109,0,0.0234102,0.0578392,0,0,0.0111853,0,0,0.0410484,0,0.0349136,0.0315588,0.0476865,0.0411029,0.0611909,0.0770343,0.0590252,0.062898,0.036961,0.0336075,0.0155398,0.0369896,0.0114186,0.0203012,0.0238482,0,0.0270165,0.0484484,0.0430431,0,0,0.0101289,0,0,0.0325045,0,0.0237871,0,0.0265859,0.0643962,0.0379952,0.0286801,0.057481,0.0605563,0.0377659,0.0276334,0.0244147,0.012324,0.0364246,0.0297217,0.0460724,0.00925975,0.0163606,0.0473658,0.0512012,0,0,0,0,0.0700942,0.0553299
131,0.0296468,0.0551654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270291,0,0.0233363,0.0575936,0,0,0.011125,0,0,0.0411533,0,0.0346423,0.0315771,0.0476539,0.041201,0.0611972,0.0768485,0.0589532,0.062972,0.0369649,0.0335393,0.015322,0.0370698,0.0116455,0.0202057,0.0241131,0,0.0269365,0.0483877,0.0429972,0,0,0.0100168,0,0,0.0324269,0,0.023571,0,0.0267093,0.0639865,0.0378794,0.0288093,0.0573013,0.0606445,0.0379982,0.0278043,0.0245276,0.0125546,0.0367052,0.029166,0.0461484,0.00930256,0.0162681,0.0472236,0.0513134,0,0,0,0,0.069871,0.0553103
132,0.0298696,0.0550951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311688,0,0.0200362,0,0,0,0.011246,0,0,0.0410174,0,0.0392991,0.0318803,0.0439394,0.0416426,0.0636115,0.0803112,0.0551921,0.0608687,0.0335749,0.028076,0.0189325,0.0372521,0.012207,0.0205793,0.02901,0,0.0239526,0.0512208,0.0431272,0,0,0.00983557,0,0,0.0322506,0.0849394,0.0255751,0,0.0230182,0.0611719,0.036983,0.0331232,0.0627783,0.0645304,0.0406348,0.0248176,0.0259913,0.0117739,0.0345897,0.0225042,0.0466345,0.00947958,0.0160204,0.048591,0.0492979,0,0,0,0,0.0720876,0.0553575
133,0.0296992,0.0550257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314215,0,0.0202812,0.0586992,0,0,0.0111131,0,0,0.0410278,0,0.041211,0.0301502,0.0490155,0.0420324,0.0624476,0.0754668,0.0552482,0.0608447,0.0331554,0.0284534,0.0204051,0.0373121,0.011911,0.0208748,0.0237714,0,0.0268536,0.0512107,0.0428104,0,0,0.00981435,0,0,0.0324551,0,0.0227108,0,0.0271142,0.063453,0.0370126,0.0285303,0.0564524,0.060732,0.0388204,0.0286189,0.0243578,0.0130106,0.0371412,0.0291008,0.04671,0.00955162,0.015968,0.0466299,0.05174,0,0,0,0,0.0714935,0
134,0.0307792,0.0540162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032986,0,0.0201312,0.0572619,0,0,0.00928506,0,0,0.0319215,0,0.0401722,0.033018,0.0491818,0.0405874,0.0616489,0.0798035,0.0564086,0.0621388,0.0344695,0.0276519,0.0204302,0.0369015,0,0.0260706,0.0239643,0,0.0296483,0.0468172,0.0414594,0,0,0.00983968,0,0,0.0326401,0,0.0182209,0.0618081,0.0328247,0.059288,0.0351299,0.0260049,0.0534535,0.0560461,0.0350386,0.032467,0.0255832,0.0157466,0.0405484,0.0270133,0.046289,0.00922118,0.0161594,0.0458316,0.0536594,0,0,0,0,0.0758424,0.0541553
