Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTIB
267,0.0414264,0.0476642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456767,0,0.0139534,0.0407496,0,0,0.0155745,0,0,0.0420018,0.0586608,0.0276554,0.0316689,0.0209946,0.0575188,0.0459407,0.0647386,0.0834885,0.0549597,0.0216705,0.0648481,0.0372599,0.0387497,0.00479708,0.0378824,0.0125804,0.0216796,0.00975344,0,0.0264077,0.0538581,0.0419789,0,0,0.0195258,0,0,0.0324253,0.0751002,0.0243705,0.0185303,0.030123,0.051411,0.0295367,0.0317947,0.0552035,0.0592103,0.0385575,0.0294724,0.0251204,0.016708,0.0358118,0.0305119,0.0505912,0.0217529,0.0144382,0.0406849,0.062184,0,0,0,0.0618207
268,0.0413823,0.0476449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459985,0,0.0143537,0.0410717,0,0,0.0156613,0,0,0.0420777,0.0586061,0.0274929,0.0317834,0.0211439,0.0574443,0.0459976,0.0647621,0.083276,0.0548487,0.0221401,0.0648784,0.0374221,0.0386108,0.00426231,0.0379321,0.01276,0.0215312,0.0102781,0,0.0264859,0.0538328,0.0419964,0,0,0.0200684,0,0,0.0335359,0.0753185,0.0242984,0.0187742,0.0301999,0.0516128,0.0292782,0.0317624,0.0550676,0.0591895,0.0384479,0.0295404,0.0251837,0.0167847,0.0358501,0.0299273,0.0508169,0.0219158,0.0143813,0.040528,0.0621858,0,0,0,0.0618795
269,0.0413562,0.0476097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046564,0,0.014724,0.0413566,0,0,0.0157251,0,0,0.0422196,0.0585508,0.0276323,0.031872,0.0213482,0.0573276,0.0460157,0.0647926,0.0831,0.0547185,0.0225698,0.0649422,0.0376276,0.0385202,0.0037387,0.0379723,0.0131357,0.0212948,0.0108073,0,0.02655,0.0538107,0.042005,0,0,0.0202991,0,0,0.0338928,0.0755163,0.0241776,0.0190132,0.0302482,0.0517353,0.0291021,0.031683,0.0549151,0.0591611,0.0383332,0.0295836,0.0252357,0.0168482,0.0358977,0.0293416,0.051007,0.0220467,0.0143315,0.0403737,0.0622136,0,0,0,0.0619347
270,0.0413915,0.0475395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047098,0,0.0150116,0.0416237,0,0,0.0157625,0,0,0.0420526,0.0585009,0.0276461,0.031919,0.0215162,0.057161,0.0458898,0.0648337,0.0830338,0.0545825,0.0229416,0.0649861,0.0377989,0.0384594,0.00339166,0.0379518,0.0128121,0.0213575,0.0113417,0,0.0265943,0.0537779,0.0419718,0,0,0.0201463,0,0,0.0334202,0.0757055,0.024045,0.0192485,0.0302796,0.0517833,0.0290183,0.0315661,0.054722,0.0591045,0.0382137,0.02962,0.0252744,0.0169019,0.0359361,0.0287535,0.0511383,0.0220168,0.014301,0.040238,0.0622695,0,0,0,0.0619479
271,0.0414864,0.0474623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475434,0,0.0151962,0.0418744,0,0,0.0157451,0,0,0.0419428,0.0584954,0.0276204,0.0319721,0.0216684,0.0570553,0.0459127,0.064901,0.0829888,0.0544574,0.0233903,0.0650154,0.0378845,0.0384107,0.00320171,0.0379441,0.0125519,0.0214027,0.0118908,0,0.0265805,0.0536227,0.0419386,0,0,0.0196593,0,0,0.0324227,0.075934,0.0238859,0.0193787,0.0303051,0.0518089,0.0289412,0.0314176,0.0544991,0.0590231,0.0381549,0.0296831,0.0253143,0.0169491,0.0359313,0.0281465,0.0512503,0.0218168,0.0142898,0.0401,0.0623298,0,0,0,0.0619312
272,0.0415378,0.0474549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476833,0,0.0153874,0.0421355,0,0,0.0157021,0,0,0.041983,0.0584609,0.0273883,0.0319995,0.0217579,0.0569905,0.0459861,0.0650084,0.0828771,0.0544063,0.0238674,0.0649997,0.0378621,0.0382477,0.00319816,0.0379311,0.0125214,0.0213758,0.012419,0,0.0265513,0.0535145,0.0419043,0,0,0.0195837,0,0,0.0324394,0.0761778,0.0237155,0.0195544,0.0303106,0.0518341,0.028793,0.0313296,0.0543079,0.0589325,0.0381527,0.0297192,0.025287,0.0169349,0.0358882,0.0276005,0.0513521,0.0217798,0.0142619,0.0399981,0.0623673,0,0,0,0.0619005
273,0.0414993,0.0474862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475407,0,0.0156744,0.0423293,0,0,0.0157056,0,0,0.0420392,0.0583726,0.0270052,0.0319816,0.0217072,0.0567857,0.0459979,0.0651051,0.0829256,0.054394,0.0242801,0.0650167,0.0377167,0.0381315,0.00327931,0.0379472,0.0125283,0.0213326,0.0129412,0,0.02646,0.0534695,0.0419089,0,0,0.0198911,0,0,0.0331226,0.0763746,0.023596,0.0197226,0.0302432,0.0518796,0.0285821,0.0312362,0.0541795,0.058837,0.0381349,0.0296937,0.0251813,0.0168706,0.0358342,0.0271577,0.0515163,0.0219313,0.0142169,0.0399825,0.0623503,0,0,0,0.0619135
274,0.0414896,0.0475169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046737,0,0.0159568,0.0424712,0,0,0.0157498,0,0,0.042043,0.0582278,0.0266485,0.0319921,0.0217481,0.0564227,0.0460386,0.0651586,0.0829084,0.0544095,0.0243533,0.0650643,0.0377234,0.0380862,0.00317198,0.0379963,0.0125136,0.0212954,0.0135142,0,0.0263605,0.0534281,0.0419377,0,0,0.0196285,0,0,0.0324387,0.0765302,0.0234696,0.0197697,0.0301664,0.0519342,0.0283584,0.0310915,0.054081,0.0587629,0.037892,0.029646,0.0250482,0.0168166,0.0358193,0.0266764,0.0516922,0.0218747,0.0141677,0.0399701,0.0623601,0,0,0,0.06192
275,0.0415664,0.0475269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461875,0,0.0161657,0.0425255,0,0,0.015759,0,0,0.0420314,0.0580602,0.0263103,0.0319521,0.0217666,0.0560233,0.0461619,0.0651108,0.0828388,0.05441,0.0240303,0.0651818,0.0378212,0.0381561,0.00319611,0.0380245,0.0124962,0.02128,0.0138355,0,0.0263817,0.0534194,0.0419192,0,0,0.0194072,0,0,0.0317863,0.0766497,0.0233542,0.0197582,0.0300865,0.0519689,0.0282127,0.0308699,0.0540101,0.0586835,0.0376677,0.0295802,0.0250347,0.0167727,0.0357848,0.0262708,0.0518945,0.0218179,0.0141391,0.0398908,0.0623962,0,0,0,0.0619758
276,0.0417035,0.0474864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455147,0,0.0164334,0.0425079,0,0,0.0158047,0,0,0.0419985,0.0578652,0.0262567,0.0318749,0.0217442,0.0556452,0.0462697,0.0649478,0.0826054,0.0544132,0.0233453,0.0653081,0.037994,0.0383428,0.00334647,0.0380031,0.012505,0.0212556,0.0140546,0,0.0263391,0.0534506,0.04184,0,0,0.0194325,0,0,0.0315523,0.0767588,0.0231663,0.0197569,0.0300109,0.0519538,0.0281042,0.0306147,0.0539557,0.0585541,0.0374942,0.0294906,0.0251955,0.0166867,0.0356348,0.0260507,0.0520641,0.0218085,0.0141232,0.039749,0.0624746,0,0,0,0.0620882
277,0.0418202,0.0474601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448041,0,0.0167951,0.0424255,0,0,0.016013,0,0,0.0420221,0.0576393,0.0265539,0.0317925,0.0218612,0.0552935,0.046238,0.0647653,0.0823283,0.0544412,0.0226102,0.0653854,0.0383482,0.0387081,0.00404982,0.0379178,0.0125089,0.0212296,0.0143013,0,0.0261826,0.0534159,0.0417008,0,0,0.0195277,0,0,0.0315279,0.0768536,0.0229673,0.019777,0.0299228,0.0519095,0.0278365,0.0303726,0.0539019,0.0584064,0.0373716,0.0293078,0.0252392,0.0164985,0.0354253,0.0258547,0.0522376,0.0217937,0.0140643,0.0396206,0.0625517,0,0,0,0.0622566
278,0.0418757,0.047461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440105,0,0.0171414,0.0423337,0,0,0.0161686,0,0,0.0420004,0.0573375,0.0268178,0.0317682,0.0220338,0.0549864,0.0463633,0.0644869,0.0821519,0.0544811,0.0219751,0.0653702,0.0384327,0.0391271,0.00516553,0.0378532,0.0124461,0.0212676,0.0144905,0,0.0259647,0.053281,0.0416063,0,0,0.0194808,0,0,0.0315622,0.0769591,0.0227863,0.0197763,0.029734,0.0519332,0.0275394,0.0300909,0.0538384,0.058261,0.0370746,0.029092,0.0252446,0.0161877,0.0352292,0.0257358,0.0524084,0.0217701,0.0139966,0.0395313,0.06262,0,0,0,0.0623626
279,0.0419607,0.047441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042986,0,0.0173311,0.0422781,0,0,0.0161717,0,0,0.0420116,0.056914,0.0268994,0.0317602,0.0221285,0.0547678,0.0467229,0.0641292,0.0821482,0.0545354,0.0212718,0.0652497,0.038208,0.039244,0.00557278,0.037834,0.0122673,0.0214747,0.0145048,0,0.0257918,0.0530392,0.0415225,0,0,0.0194233,0,0,0.0316591,0.0770836,0.0226452,0.0197527,0.0294365,0.0519668,0.0273904,0.0297967,0.0538123,0.0581327,0.03665,0.028811,0.0252571,0.0158936,0.0351186,0.0258398,0.0525725,0.0217974,0.0138621,0.0394328,0.0626729,0,0,0,0.0623439
280,0.0421156,0.0474115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423326,0,0.0173377,0.0424169,0,0,0.0162604,0,0,0.0420139,0.056209,0.0266735,0.0317009,0.0220876,0.0545956,0.047179,0.0637185,0.0822455,0.0546307,0.0204851,0.0650816,0.037954,0.0390301,0.00530531,0.0377843,0.0123033,0.0215309,0.0144957,0,0.0255444,0.0527117,0.0413998,0,0,0.0194304,0,0,0.031792,0.0772174,0.0224321,0.0197375,0.029185,0.0519606,0.0270457,0.029535,0.0538635,0.0580124,0.0364189,0.0284572,0.0252447,0.0158499,0.0347638,0.0260025,0.0528469,0.0217681,0.0136621,0.0393871,0.0627419,0,0,0,0.0622133
281,0.0423317,0.0473847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418143,0,0.0175105,0.0428053,0,0,0.0165711,0,0,0.0419952,0.0554218,0.0258143,0.0317734,0.022042,0.054528,0.0476736,0.0632812,0.0822781,0.0547948,0.0197661,0.0649333,0.0376175,0.0387269,0.00509619,0.0376541,0.0125738,0.021399,0.0148541,0,0.0249599,0.0521811,0.0412494,0,0,0.0194835,0,0,0.0317934,0.0774385,0.0220373,0.0196119,0.0291,0.0519471,0.02669,0.0292708,0.0540163,0.0578744,0.0361645,0.0280613,0.02527,0.0156873,0.034404,0.0258164,0.053232,0.0215613,0.0135059,0.0393849,0.0629156,0,0,0,0.0620014
282,0.0425124,0.0473406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415598,0,0.0180019,0.04335,0,0,0.016657,0,0,0.0419908,0.0548001,0.0242738,0.0319285,0.0220736,0.0546341,0.0479313,0.0627241,0.0821492,0.0548831,0.019218,0.0649117,0.0374209,0.0385349,0.00524241,0.037603,0.0124391,0.0215297,0.0145882,0,0.0246543,0.0515353,0.0410919,0,0,0.0195057,0,0,0.0316236,0.0777064,0.0221016,0.0195156,0.0288233,0.051994,0.0263864,0.0291818,0.05416,0.0577596,0.0357334,0.0277417,0.0253422,0.0154315,0.0339861,0.0264418,0.0535649,0.0214349,0.0133613,0.039381,0.0632005,0,0,0,0.0619215
283,0.0430144,0.0469915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413771,0,0.0184243,0.043914,0,0,0.0167507,0,0,0.0419511,0.054158,0.023089,0.0324648,0.02228,0.0553039,0.0480213,0.0619983,0.0818711,0.0549886,0.0188255,0.0648717,0.0368036,0.0381051,0.00560522,0.0374858,0.012429,0.0215713,0.0148551,0,0.0242206,0.0508085,0.0411082,0,0,0.0145497,0,0,0.0163079,0.0779474,0.0219844,0.0191553,0.0285415,0.0521132,0.0272602,0.0292468,0.0544873,0.0576744,0.0352211,0.0273495,0.0254373,0.0152916,0.0335287,0.0265593,0.0535971,0,0.0120129,0.0391063,0.0638532,0,0,0,0.0617205
284,0.0427953,0.0471216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413673,0,0.0186082,0.0447503,0,0,0.0167932,0,0,0.0420532,0.0536648,0.0219642,0.0325096,0.0228662,0.0554573,0.0483871,0.0612216,0.0814704,0.0549367,0.0184944,0.0649955,0.0367191,0.0377618,0.00594342,0.0374197,0.0124607,0.0216098,0.014757,0,0.0237445,0.0501952,0.0406964,0,0,0.0198965,0,0,0.0312421,0.0782228,0.0221238,0.0190358,0.0285649,0.0519868,0.0260897,0.0293738,0.0547537,0.0576965,0.0349856,0.0268589,0.0250508,0.0148274,0.0330947,0.0273814,0.0541173,0.0211547,0.0130145,0.0393404,0.0639395,0,0,0,0.0616569
285,0.0430003,0.0469805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414848,0,0.0185937,0.0455029,0,0,0.0168301,0,0,0.0420602,0.0534832,0.0215585,0.0326259,0.0236643,0.0562116,0.0485602,0.0605236,0.0808769,0.0548953,0.0180598,0.0650327,0.0365307,0.037592,0.00608539,0.0372679,0.0123515,0.02169,0.0146373,0,0.0233706,0.0497499,0.0404637,0,0,0.0197729,0,0,0.0313876,0.0783783,0.0226449,0.0185688,0.0283689,0.0519566,0.0258979,0.0295518,0.0551295,0.0577204,0.0347576,0.0263454,0.0247944,0.0145161,0.0326443,0.0284129,0.0543764,0.0212512,0.0128022,0.0392972,0.0643902,0,0,0,0.061553
286,0.0430946,0.0468179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421771,0,0.0181297,0.0464194,0,0,0.0173212,0,0,0.0418746,0.0536095,0.0217535,0.032527,0.0241753,0.0568921,0.0492218,0.0600833,0.0805987,0.0546916,0.0172588,0.065023,0.0365395,0.0377322,0.00641521,0.036938,0.0130073,0.0210189,0.0146592,0,0.0227577,0.0494885,0.0402336,0,0,0.0197941,0,0,0.0316643,0.0784365,0.0232414,0.0180209,0.0282373,0.0519446,0.0257874,0.0295973,0.0556083,0.0577142,0.0344741,0.0258816,0.0243289,0.0140996,0.0319943,0.0294368,0.0545672,0.0211888,0.0126421,0.0392017,0.064897,0,0,0,0.0615355
287,0.0431856,0.0466138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399753,0,0.0184025,0.0471332,0,0,0.0170811,0,0,0.0419375,0.0537391,0.0223477,0.0330923,0.0246061,0.0573649,0.0495101,0.0599414,0.0794934,0.0540795,0.0165864,0.0649859,0.0368423,0.0376392,0.00575101,0.03678,0.0125696,0.0215262,0.0148822,0,0.0221338,0.0494438,0.0401469,0,0,0.0197761,0,0,0.0318154,0.0785562,0.0242523,0.0175134,0.0279886,0.0521255,0.0256963,0.0298692,0.0561671,0.0577938,0.0344535,0.0254919,0.0237086,0.0137043,0.0315289,0.0304305,0.0547438,0.0210849,0.0124336,0.0389781,0.0652576,0,0,0,0.0614597
288,0.0434904,0.0462829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429734,0,0.017315,0.04614,0,0,0.0172475,0,0,0.0419699,0.0538471,0.0227082,0.0325954,0.0238986,0.057729,0.0496258,0.0596519,0.0801169,0.0540565,0.0152817,0.0649049,0.0364124,0.0384074,0.00672496,0.0364412,0.012488,0.0217871,0.0154052,0,0.0216724,0.0491248,0.0402268,0,0,0.014033,0,0,0.0157439,0.0784876,0.025417,0.0167216,0.0278222,0.0525085,0.0271887,0.0299681,0.0567107,0.0577559,0.0339833,0.0252099,0.0231578,0.0133603,0.0310023,0.0314912,0.054556,0,0.0114891,0.0384374,0.0659861,0,0,0,0.0615298
289,0.043234,0.0464163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435424,0,0.0172386,0.0458701,0,0,0.0173359,0,0,0.0420631,0.0536591,0.0226856,0.0324296,0.0239387,0.057039,0.0501935,0.0593276,0.0798851,0.0538689,0.0145443,0.0650792,0.0363067,0.0383894,0.00711369,0.0363603,0.0124871,0.0219706,0.0166802,0,0.0209618,0.0487092,0.0399061,0,0,0.0196863,0,0,0.0315428,0.0785915,0.0268386,0.0164029,0.0278089,0.0526129,0.0259597,0.0304775,0.0572455,0.0578437,0.0339321,0.0250116,0.0226234,0.0129391,0.0304735,0.0323117,0.0545929,0.0206322,0.0122062,0.0383806,0.0660844,0,0,0,0.061564
290,0.0435895,0.0462611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442297,0,0.0172603,0.0453377,0,0,0.0176614,0,0,0.0419917,0.0531723,0.0224065,0.0327551,0.0239439,0.057172,0.0501656,0.0589831,0.0796852,0.0541416,0.0141784,0.0650281,0.0358771,0.0379013,0.00769549,0.0360644,0.0124863,0.0220525,0.0183992,0,0.0202037,0.0481379,0.0400865,0,0,0.0136189,0,0,0.0155454,0.0785673,0.0282636,0.0156345,0.0277311,0.0527782,0.0273727,0.0312069,0.0579745,0.0580094,0.0340146,0.0248733,0.0220023,0.012639,0.0299423,0.0326299,0.0544746,0,0.0112691,0.0378995,0.0665727,0,0,0,0.0612502
291,0.0433942,0.0464154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448013,0,0.0173962,0.0453993,0,0,0.0180729,0,0,0.0420486,0.0528504,0.0215561,0.0325643,0.0241603,0.0563447,0.0505926,0.0585209,0.079341,0.054344,0.0137981,0.0649105,0.0357566,0.0375495,0.00844433,0.0360301,0.0125125,0.0220941,0.0203423,0,0.0194946,0.0477068,0.0397916,0,0,0.0191556,0,0,0.031217,0.0785771,0.0298429,0.0153045,0.0278287,0.052684,0.0260625,0.0322915,0.0589498,0.0583447,0.0344528,0.0249315,0.0209188,0.0123046,0.0295155,0.0326659,0.0544582,0.020174,0.0119583,0.0379175,0.0665191,0,0,0,0.0610512
292,0.0435695,0.046344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452914,0,0.0174719,0.0452881,0,0,0.0185529,0,0,0.0420743,0.0526957,0.0210437,0.0327994,0.0241709,0.056544,0.0507136,0.0580074,0.0789696,0.0546632,0.0135624,0.0645613,0.0356295,0.0372158,0.00906461,0.0357708,0.0126171,0.022187,0.0228419,0,0.0190131,0.0473815,0.0399501,0,0,0.0133292,0,0,0.0156764,0.0783892,0.0313774,0.0144296,0.0277618,0.0528726,0.0274814,0.033742,0.0603305,0.0588837,0.0349582,0.0249355,0.0199995,0.0119399,0.0289559,0.0319816,0.0542791,0,0.0112455,0.0375915,0.0667689,0,0,0,0.060782
293,0.0433142,0.0462821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452802,0,0.0178352,0.0459588,0,0,0.0190564,0,0,0.0421991,0.0527803,0.020166,0.0327838,0.0243688,0.0559225,0.0516933,0.057597,0.0784451,0.0546642,0.0135321,0.0642732,0.0357287,0.0370444,0.00919408,0.0359425,0.012915,0.0222169,0.0249163,0,0.0181249,0.0473187,0.0397376,0,0,0.0187049,0,0,0.031299,0.0782946,0.0332988,0.014044,0.0280196,0.0526758,0.0260524,0.0354992,0.061692,0.0596049,0.0357939,0.0252377,0.018721,0.0115033,0.0284959,0.0319777,0.0541808,0.0197589,0.0116805,0.0377074,0.066581,0,0,0,0.0606628
294,0.0433377,0.0461436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443323,0,0.0184907,0.0467218,0,0,0.0193516,0,0,0.0423475,0.0528576,0.0197113,0.0331645,0.02458,0.056024,0.0522576,0.0572242,0.0778517,0.0545908,0.0136388,0.0641913,0.0357504,0.0367871,0.00853024,0.0360225,0.0129824,0.0224243,0.0289864,0,0.021035,0.0472259,0.0397326,0,0,0.0185964,0,0,0.0311633,0.078298,0.0375618,0.0136197,0.0278255,0.0527472,0.0260841,0.0372029,0.0626201,0.0604761,0.0365188,0.0243897,0.0189071,0.0108182,0.0265696,0.0301056,0.054005,0.0195584,0.0115585,0.0377476,0.0665596,0,0,0,0.060556
295,0.0434893,0.0460078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395665,0,0.0199324,0.0478087,0,0,0.0196286,0,0,0.042552,0.0533458,0.0197467,0.0342816,0.0259262,0.0566418,0.0526201,0.0570819,0.0760577,0.053885,0.0146054,0.0645614,0.0363097,0.0359215,0.00449819,0.0360654,0.0128263,0.0226355,0.0311503,0,0.0202448,0.0475202,0.0396937,0,0,0.0185336,0,0,0.0308658,0.0782423,0.0386341,0.0133057,0.027491,0.0526117,0.0258324,0.0392591,0.0642372,0.0614712,0.0377736,0.0243662,0.0182036,0.0108002,0.0261299,0.0303623,0.0540504,0.0196265,0.0114565,0.0378755,0.0664415,0,0,0,0.0604985
296,0.0434806,0.0457686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443524,0,0.0190564,0.0475847,0,0,0.0200107,0,0,0.0428389,0.0533183,0.0188321,0.0331887,0.0249276,0.0571275,0.0533637,0.0563143,0.0771819,0.0542192,0.0143751,0.0646213,0.0356818,0.0366652,0.00944865,0.0361624,0.0127066,0.0229946,0.0325548,0,0.0196541,0.0476056,0.0394746,0,0,0.0184449,0,0,0.0304243,0.0780622,0.038825,0.0128198,0.0271494,0.0526262,0.0260701,0.0407668,0.0654736,0.0621843,0.0386659,0.024188,0.017879,0.010601,0.025779,0.0309366,0.0537506,0.0199593,0.0116287,0.0379986,0.0666741,0,0,0,0.0606006
297,0.0434765,0.0455832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454107,0,0.0189839,0.0478003,0,0,0.0203492,0,0,0.0430674,0.053442,0.0182499,0.0328973,0.0250743,0.0579806,0.0541749,0.0558056,0.07707,0.0540128,0.0147925,0.0646581,0.0355376,0.0366889,0.0105157,0.0363134,0.0129582,0.0230963,0.032958,0,0.0189014,0.0478962,0.0393437,0,0,0.018464,0,0,0.0299577,0.0778806,0.0386318,0.012487,0.0266482,0.0525814,0.0259936,0.0423698,0.0665867,0.0629623,0.0395508,0.0236402,0.0180928,0.010333,0.0254027,0.031934,0.0537123,0.0204433,0.0118111,0.0382023,0.0668081,0,0,0,0.060627
298,0.0440664,0.0450389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045333,0,0.0193834,0.048514,0,0,0.0207806,0,0,0.0432382,0.0534646,0.0178412,0.0327858,0.0253789,0.0585046,0.0551067,0.0552359,0.076662,0.0537507,0.0150913,0.0646222,0.0355247,0.0365261,0.0105389,0.0364113,0.0130256,0.0232217,0.0306751,0,0.0153365,0.0481733,0.0390493,0,0,0.0188031,0,0,0.0305365,0.0777918,0.0359525,0.0122846,0.0261169,0.0525911,0.0263042,0.0438473,0.0679875,0.0637369,0.040466,0.0235204,0.0180322,0.0106477,0.0262764,0.0357576,0.0532563,0.0179671,0,0.0383485,0.0673317,0,0,0,0.0605698
299,0.0437094,0.0451227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451047,0,0.0197234,0.0490825,0,0,0.021018,0,0,0.0433131,0.0534768,0.0176855,0.0328257,0.0254543,0.0593211,0.0556721,0.0548043,0.0764191,0.0536728,0.0154373,0.0644324,0.0353339,0.0363071,0.0103991,0.0364046,0.0131129,0.0232233,0.029251,0,0.0159132,0.0483504,0.0390527,0,0,0.0182412,0,0,0.0304815,0.0776372,0.0359976,0.0120933,0.0255618,0.0529829,0.0258346,0.0446239,0.06877,0.0643329,0.0407486,0.0227652,0.0189978,0.0106252,0.0265014,0.0385995,0.0536707,0.019413,0.0109584,0.03852,0.0672481,0,0,0,0.0604609
300,0.0438716,0.0449479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044822,0,0.020073,0.0498553,0,0,0.0210725,0,0,0.0433064,0.0536742,0.0174754,0.0326427,0.0255814,0.0594417,0.0562167,0.0543744,0.076273,0.0536834,0.0156863,0.0644087,0.0351421,0.0361008,0.010158,0.0364648,0.0131408,0.0232388,0.0273614,0,0.0175505,0.0484942,0.0389295,0,0,0.0182621,0,0,0.0305715,0.0775609,0.0366935,0.0122247,0.025024,0.0535227,0.0257143,0.045036,0.0692814,0.0648249,0.04074,0.0223002,0.0197106,0.00982484,0.0269572,0.0425185,0.0536901,0.0191904,0.0106996,0.038533,0.067479,0,0,0,0.0603124
301,0.0440083,0.0448529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446351,0,0.0203072,0.0505923,0,0,0.0210448,0,0,0.0432518,0.0539098,0.0172461,0.0323432,0.0256896,0.0591012,0.0564996,0.0540218,0.0763084,0.0537116,0.015938,0.0643277,0.0348993,0.0358653,0.00986359,0.0364769,0.01309,0.0232145,0.0259575,0,0.0195908,0.0486609,0.0388557,0,0,0.0183444,0,0,0.0304381,0.077532,0.0375417,0.0125214,0.0245392,0.0541391,0.0255293,0.0451754,0.0692846,0.0651656,0.0403778,0.0222025,0.0198891,0.00882595,0.0275102,0.0461978,0.0537559,0.019056,0.0104907,0.0383877,0.0676982,0,0,0,0.0600634
302,0.0442198,0.0448606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370751,0,0.0221032,0.0521809,0,0,0.0210097,0,0,0.0431107,0.054654,0.0181718,0.0337446,0.027197,0.0591187,0.0561478,0.0540654,0.0739251,0.0531308,0.0166215,0.0638289,0.035236,0.0343389,0.00282752,0.0362358,0.0130558,0.0230478,0.0247878,0,0.0209399,0.049206,0.0392217,0,0,0.0126303,0,0,0.01536,0.0776639,0.0378551,0.0128309,0.0241362,0.0547063,0.0267857,0.0451231,0.0691038,0.0655681,0.0400171,0.0222149,0.0199714,0.00855305,0.0277959,0.0485338,0.0540746,0,0.0101366,0.037883,0.0678792,0,0,0,0.0594516
303,0.0442991,0.0448558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416853,0,0.0212387,0.0520111,0,0,0.0210737,0,0,0.0430513,0.054147,0.0170193,0.0322983,0.0256097,0.0581611,0.0559465,0.0535024,0.0755513,0.0539111,0.0160572,0.0637039,0.0344767,0.0349874,0.00710018,0.0360785,0.0129214,0.0230137,0.0233159,0,0.021471,0.0490481,0.0392187,0,0,0.0127987,0,0,0.0156452,0.0776156,0.0378142,0.0128992,0.0245189,0.0548595,0.0266459,0.0446415,0.0689896,0.0654457,0.0389547,0.0223306,0.019849,0.0084892,0.0277563,0.0506067,0.0539754,0,0.0100707,0.0375336,0.0680597,0,0,0,0.0593566
304,0.0443908,0.0448481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420385,0,0.0208664,0.0520202,0,0,0.0210895,0,0,0.0429459,0.0541518,0.0164326,0.0316133,0.025465,0.0574983,0.055519,0.05322,0.0759051,0.0541893,0.0158503,0.0636645,0.0342512,0.0349184,0.00791511,0.0359211,0.0128344,0.0228879,0.0220429,0,0.0216081,0.0490748,0.0392988,0,0,0.0127921,0,0,0.0156044,0.0774067,0.0376328,0.012793,0.0249649,0.054729,0.0264723,0.0441229,0.0688528,0.0654358,0.0379871,0.0224709,0.0195915,0.00847275,0.0275829,0.0523012,0.0540492,0,0.00995013,0.0372957,0.068046,0,0,0,0.0592272
