Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
596,0.0321818,0.054905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339982,0,0.02183,0.0568316,0,0,0.00986278,0,0,0.0424139,0.0526372,0.0331847,0.024939,0.0600247,0.0422394,0.0491282,0.0743654,0.0589835,0.0626635,0.0340829,0.0341883,0.0180509,0.034719,0.0103151,0.0196321,0.017941,0,0.0303081,0.0447426,0.0429301,0,0,0.00897784,0,0,0.0349725,0.0869597,0,0.0175796,0.0334137,0.0476462,0.037939,0.0349422,0.0514243,0.051515,0.0355665,0.0425496,0.0368877,0.222757,0.0463055,0.0355138,0.0446569,0.00736845,0.017304,0.0479678,0.0508422,0,0,0,0.0169474,0.0589262,0,0
597,0.0321987,0.0549809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339731,0,0.0218659,0.0568792,0,0,0.0100845,0,0,0.0423815,0.0525449,0.0331998,0.0249151,0.0599258,0.0421353,0.0491438,0.0743926,0.0589649,0.0626689,0.0340879,0.0339951,0.0180903,0.0345668,0.0102454,0.0196805,0.0179117,0,0.0303094,0.0447127,0.0429057,0,0,0.00905101,0,0,0.0348169,0.0868577,0,0.0178531,0.0333395,0.0474121,0.0379188,0.0352704,0.0515748,0.0516235,0.0356147,0.0424702,0.0368939,0.222834,0.0462567,0.0357028,0.0445631,0.00732898,0.0173002,0.0480255,0.0508426,0,0,0,0.0171342,0.0589453,0,0
598,0.0323049,0.0550434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339314,0,0.0218796,0.0569664,0,0,0.0102682,0,0,0.0423586,0.0525124,0.0331875,0.0249037,0.0599254,0.0421223,0.0491459,0.0743869,0.0589802,0.0626847,0.0340786,0.0339034,0.0181399,0.0344348,0.010167,0.0197567,0.0178938,0,0.0303239,0.0446659,0.0429462,0,0,0.00919214,0,0,0.0347275,0.0868052,0,0.0180793,0.0331598,0.0476679,0.0378428,0.0353236,0.0516632,0.0517097,0.0356448,0.0424778,0.0369345,0.222855,0.0462489,0.035775,0.0444439,0.00728678,0.0172872,0.0480458,0.0509124,0,0,0,0.0170857,0.0589649,0,0
599,0.032166,0.0550222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338932,0,0.0219252,0.0570503,0,0,0.0104432,0,0,0.0423252,0.0525424,0.0332159,0.0248902,0.060001,0.0421782,0.0491112,0.0744017,0.0589841,0.0627126,0.0340682,0.033951,0.0181911,0.0343365,0.0101393,0.0197641,0.0179119,0,0.0303326,0.0446027,0.0430008,0,0,0.00932055,0,0,0.0346152,0.0867998,0,0.0179851,0.0330891,0.0478462,0.0378175,0.0352392,0.0516542,0.0517609,0.035668,0.0425184,0.0369692,0.222843,0.0462777,0.0357435,0.0443465,0.00724802,0.0172505,0.0480033,0.0510403,0,0,0,0.0170544,0.0589801,0,0
600,0.0322145,0.0551401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338494,0,0.0219942,0.057074,0,0,0.0107236,0,0,0.0422502,0.0525925,0.0333205,0.0248697,0.0600352,0.0422326,0.0490743,0.0744093,0.0590073,0.0627407,0.0340559,0.0341208,0.018301,0.034263,0.0104101,0.0193764,0.0179334,0,0.0303566,0.0446095,0.0430331,0,0,0.00979354,0,0,0.0343074,0.0867738,0,0.0177344,0.0330241,0.0477959,0.0378354,0.0353083,0.0516582,0.0518049,0.0356404,0.0425252,0.0370209,0.222859,0.0462221,0.0357216,0.0442615,0.00765928,0.0166361,0.0480998,0.0510378,0,0,0,0.0171443,0.058986,0,0
601,0.0326347,0.0552628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337716,0,0.0220676,0.0570771,0,0,0.0108197,0,0,0.0422584,0.0525084,0.0334564,0.0248285,0.0600253,0.0420535,0.0490994,0.0744406,0.0589787,0.0627366,0.0340341,0.0343407,0.0184554,0.0341588,0.0103482,0.0192713,0.0179342,0,0.0303536,0.0446736,0.043065,0,0,0.00968396,0,0,0.0343084,0.0867283,0,0.0176623,0.0328464,0.0475954,0.0377477,0.0354571,0.0517831,0.0518522,0.0355397,0.0425313,0.0370921,0.222874,0.0462143,0.0358191,0.0442154,0.00748106,0.0168491,0.0482668,0.0509248,0,0,0,0.0171751,0.0589552,0,0
602,0.0326808,0.0552744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336959,0,0.0221015,0.057099,0,0,0.0108647,0,0,0.0422636,0.0523026,0.0334053,0.0248341,0.0602774,0.042001,0.0491637,0.0744823,0.0588307,0.0627288,0.0340586,0.0344486,0.0184294,0.0340927,0.0103167,0.0192494,0.0179125,0,0.0303627,0.044636,0.0431137,0,0,0.00965746,0,0,0.0343335,0.0867297,0,0.0177219,0.0328357,0.0475661,0.0377491,0.0354678,0.0518753,0.0518824,0.0353831,0.0425771,0.0371082,0.222865,0.0462404,0.0358709,0.0441443,0.00729465,0.0170632,0.0483099,0.0509131,0,0,0,0.0171133,0.0589582,0,0
603,0.0326987,0.0549161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321737,0,0.0239426,0.0529588,0,0,0.010886,0,0,0.0427595,0,0.0357429,0.0267237,0.0607026,0.042987,0.0454929,0.0712187,0.0588192,0.0650744,0.0358426,0.0354751,0.0233145,0.0338684,0.00989827,0.019755,0.0170431,0,0.0299601,0.0477135,0.0428891,0,0,0.0102362,0,0,0.0343039,0.084975,0,0.0160869,0.0323348,0.0472893,0.0383553,0.0334774,0.052026,0.0519378,0.0339373,0.0421973,0.0369125,0.223154,0.0459923,0.0369448,0.0435458,0.00703856,0.0176642,0.0478641,0.0520791,0,0,0,0.0192325,0.0610172,0,0
604,0.0325897,0.0549432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336111,0,0.0232605,0.0549533,0,0,0.0108694,0,0,0.0421934,0.054488,0.0316461,0.027054,0.0595693,0.042037,0.0473908,0.0720788,0.0570862,0.0649971,0.036113,0.0356167,0.0180763,0.0339746,0.0102008,0.0196635,0.0174576,0,0.0298112,0.0445384,0.0433963,0,0,0.0104917,0,0,0.0343519,0.0856501,0,0.0158606,0.032126,0.0483237,0.0389748,0.0347347,0.0522433,0.0525427,0.0354052,0.0418953,0.0368557,0.22361,0.0456658,0.0357963,0.0431596,0.00711875,0.0181986,0.0480971,0.0515016,0,0,0,0.0177213,0.0609406,0.0344707,0
605,0.0325259,0.0549506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336409,0,0.023284,0.0549018,0,0,0.0109279,0,0,0.0422236,0.0544962,0.0315955,0.0270672,0.059614,0.0420301,0.047364,0.072027,0.0570982,0.0649832,0.0359907,0.0356437,0.0179719,0.0339636,0.0102373,0.0196436,0.0174857,0,0.0298428,0.0446205,0.0433949,0,0,0.0104996,0,0,0.0343622,0.0855891,0,0.0150927,0.032118,0.0482737,0.0389441,0.0347238,0.052228,0.0525452,0.0355037,0.0419561,0.0369082,0.22358,0.0457195,0.0357937,0.0431904,0.00713405,0.0181536,0.0481039,0.0516248,0,0,0,0.0178242,0.060934,0.0344375,0
606,0.0327064,0.0549916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335681,0,0.023324,0.054935,0,0,0.0109629,0,0,0.0422471,0.0544471,0.0316403,0.0270741,0.0595644,0.0420012,0.0473675,0.0719818,0.0570897,0.0649493,0.0359071,0.0356377,0.0180372,0.0339625,0.0103989,0.0195263,0.0174526,0,0.0298152,0.0446565,0.0433863,0,0,0.0104623,0,0,0.0343891,0.0854904,0,0.0144696,0.0320762,0.0482754,0.0388644,0.034822,0.0522608,0.0525721,0.0355832,0.0419491,0.0368947,0.223551,0.0457079,0.0358521,0.0432086,0.00707196,0.0182473,0.048181,0.0516533,0,0,0,0.0178279,0.0609332,0.0344907,0
607,0.0327012,0.0549758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334603,0,0.0233772,0.0550001,0,0,0.0109774,0,0,0.0422719,0.0544187,0.0316686,0.027077,0.0595065,0.042006,0.0473913,0.0719651,0.0570181,0.0649194,0.0358891,0.0355497,0.0180859,0.0339606,0.0104415,0.0195164,0.017394,0,0.029762,0.0446711,0.0434074,0,0,0.0106016,0,0,0.0343837,0.0853882,0,0.0148199,0.0319675,0.0484467,0.0388496,0.034865,0.0522998,0.0526091,0.035577,0.0419647,0.0368378,0.223467,0.0456925,0.0359458,0.0432134,0.00713352,0.0181758,0.0482339,0.0516583,0,0,0,0.0177822,0.0609273,0.0345313,0
608,0.0325922,0.0549391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033341,0,0.0234006,0.0550287,0,0,0.0109297,0,0,0.0422904,0.0544001,0.0316695,0.027099,0.0594539,0.0419988,0.0474163,0.0719614,0.056962,0.064876,0.035887,0.0354304,0.0181545,0.0339981,0.0104398,0.0195286,0.0172925,0,0.029769,0.0446867,0.043462,0,0,0.0106312,0,0,0.0344367,0.0852929,0,0.0153902,0.0317352,0.0484731,0.0388674,0.0348721,0.0523621,0.0526549,0.0354745,0.0419904,0.0367576,0.223412,0.0457008,0.0360541,0.0432386,0.00715073,0.0181712,0.0482564,0.0516548,0,0,0,0.0177116,0.0609055,0.0345373,0
609,0.0323778,0.0549044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033277,0,0.0234435,0.0550458,0,0,0.0108816,0,0,0.042318,0.0544018,0.0316786,0.0271525,0.0595261,0.0420208,0.0473972,0.0719339,0.056904,0.0648401,0.035884,0.0354857,0.0181952,0.0340415,0.0104243,0.0195584,0.0173391,0,0.0297936,0.0446105,0.0434761,0,0,0.0105873,0,0,0.0344925,0.0852262,0,0.0156692,0.0315834,0.0482551,0.0388798,0.0347846,0.0523325,0.052681,0.035479,0.0420135,0.0368101,0.223416,0.0457535,0.0360419,0.043304,0.00719057,0.0181268,0.0482254,0.0517517,0,0,0,0.0176457,0.0608688,0.0345557,0
610,0.0323974,0.0549452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332334,0,0.0234722,0.0550975,0,0,0.0108238,0,0,0.0423411,0.0543955,0.0316662,0.0271707,0.059607,0.0420941,0.0473538,0.0719139,0.0568701,0.0648003,0.0358523,0.0354709,0.018213,0.0340427,0.0104249,0.0195833,0.0174013,0,0.0297851,0.044508,0.0434302,0,0,0.0104792,0,0,0.0345205,0.0851885,0,0.0155487,0.0316599,0.0482309,0.0388453,0.0344663,0.0522497,0.052664,0.0354605,0.0420612,0.0368067,0.223382,0.0458564,0.0359319,0.0433916,0.00719242,0.0181212,0.0482317,0.0519181,0,0,0,0.0176179,0.060848,0.0345889,0
611,0.032746,0.0550384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331552,0,0.0234947,0.0551493,0,0,0.0107739,0,0,0.0423499,0.0543826,0.0316372,0.0271561,0.0597385,0.0421381,0.0473325,0.0719093,0.0568371,0.0647582,0.0358137,0.0354366,0.0182298,0.0340419,0.0104035,0.0196417,0.017358,0,0.0297641,0.0444415,0.0434155,0,0,0.010327,0,0,0.0344508,0.0851248,0,0.0153576,0.0317155,0.0484565,0.0387843,0.0344219,0.0522033,0.0526369,0.0354963,0.0420516,0.036849,0.223384,0.0458928,0.0358533,0.043483,0.00720124,0.0181087,0.0482917,0.0520082,0,0,0,0.017628,0.0608174,0.0345978,0
612,0.0328827,0.0550582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330292,0,0.0235148,0.0551615,0,0,0.0107298,0,0,0.0423677,0.0543398,0.0315749,0.0271627,0.059887,0.0422083,0.0473638,0.0719034,0.0567624,0.0647134,0.0357727,0.0353491,0.0182071,0.0340617,0.0103784,0.0197316,0.0173332,0,0.0297463,0.0444282,0.0434237,0,0,0.0103038,0,0,0.0344655,0.0850433,0,0.0152774,0.0317842,0.048665,0.0387774,0.0345327,0.0521994,0.0526417,0.0354377,0.0420218,0.0369309,0.223407,0.0459058,0.0358282,0.0435048,0.00719887,0.0181034,0.0483056,0.051976,0,0,0,0.0176009,0.0607778,0.0346066,0
613,0.0326105,0.0549649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328597,0,0.0235558,0.0551395,0,0,0.0106645,0,0,0.0423912,0.0542962,0.0314706,0.027212,0.0598669,0.0423029,0.0474186,0.0718779,0.0566772,0.0646476,0.0357248,0.0352486,0.0181681,0.0341376,0.010373,0.0198204,0.0173783,0,0.0297528,0.0444537,0.0434471,0,0,0.0104152,0,0,0.0345514,0.0849511,0,0.0152383,0.0317658,0.0488212,0.0388412,0.0346674,0.0522275,0.0526545,0.0353122,0.0420254,0.0369629,0.223419,0.0459284,0.0358613,0.043478,0.00722119,0.0181101,0.0482604,0.0518243,0,0,0,0.0175608,0.0607391,0.0346308,0
614,0.0324312,0.0549015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326966,0,0.0235996,0.0550523,0,0,0.0105766,0,0,0.0423849,0.0542634,0.0313544,0.0272925,0.0597774,0.0423429,0.047463,0.0718369,0.0565924,0.0645619,0.0356471,0.035207,0.0181309,0.0342267,0.0103649,0.0198986,0.0174753,0,0.0297757,0.0444936,0.043441,0,0,0.0104171,0,0,0.0345591,0.0848357,0,0.0152138,0.0317382,0.0487062,0.038869,0.034641,0.0522833,0.0526877,0.0353201,0.042003,0.0369844,0.223426,0.0459412,0.0359293,0.0434945,0.00725613,0.0181263,0.0482417,0.051668,0,0,0,0.0174939,0.0606888,0.0345828,0
615,0.032716,0.0549587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325493,0,0.0236488,0.0549877,0,0,0.0105402,0,0,0.0423601,0.0542452,0.0312384,0.0273861,0.0596861,0.0424123,0.0475198,0.0718131,0.0564629,0.0644912,0.0355807,0.0351898,0.0180453,0.0342505,0.0103341,0.0200152,0.0175118,0,0.0297711,0.0444956,0.0434362,0,0,0.0103146,0,0,0.0344735,0.084756,0,0.0151812,0.0316982,0.0488443,0.0387654,0.0346749,0.0523257,0.0527148,0.0353842,0.0419862,0.0369816,0.223442,0.0459511,0.0359631,0.043569,0.0072965,0.0181021,0.0483092,0.0517955,0,0,0,0.0174714,0.060619,0.0345432,0
616,0.0331556,0.0555084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324449,0,0.0237217,0.0549576,0,0,0.0130197,0,0,0.0416092,0.0542708,0.0309945,0.0275128,0.0595508,0.0436408,0.0475586,0.0717385,0.0562121,0.0645063,0.0356085,0.0351948,0.0178142,0.0338014,0.0129429,0.0176097,0.0175604,0,0.0297961,0.0444206,0.043286,0,0,0.0129758,0,0,0.0333269,0.0847762,0,0.0152659,0.031737,0.0490571,0.0393155,0.034786,0.0522696,0.0526525,0.0354517,0.0420663,0.0369952,0.223387,0.0459958,0.0358357,0.0434517,0.011932,0.0145356,0.0487971,0.0516888,0,0,0,0.0174696,0.0606135,0.0344565,0
617,0.0333218,0.0555207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328283,0,0.0237564,0.0540907,0,0,0.0150776,0,0,0.0407129,0.0542618,0.0291778,0.0281017,0.0602766,0.0442799,0.0480021,0.0715202,0.0553965,0.0647833,0.0359844,0.0353438,0.0157719,0.0335656,0.0129134,0.0171145,0.017935,0,0.0299205,0.0439755,0.0431431,0,0,0.01319,0,0,0.0331229,0.0849433,0,0.0152575,0.0319891,0.0494945,0.0396166,0.0348131,0.0522082,0.0523415,0.0352854,0.0422782,0.0369949,0.223113,0.0462527,0.0353385,0.0435732,0.0148178,0.0137254,0.048582,0.0518832,0,0,0,0.0175416,0.0608787,0.0342344,0
618,0.0327108,0.055302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320505,0,0.0237955,0.0548309,0,0,0.012836,0,0,0.0415643,0.0543631,0.0306875,0.027646,0.0597693,0.0441052,0.0476829,0.0715995,0.0559474,0.0643501,0.0355202,0.0347617,0.0175373,0.0339784,0.0130577,0.0177402,0.0175452,0,0.0297778,0.0442396,0.043168,0,0,0.0128345,0,0,0.0333006,0.0847249,0,0.0153131,0.0316734,0.0491534,0.0392865,0.03488,0.0522446,0.0527488,0.0356683,0.0421459,0.0370295,0.223408,0.045999,0.0357393,0.0435914,0.0120587,0.0144143,0.0487027,0.0517896,0,0,0,0.0174711,0.0604645,0.0344029,0
619,0.0331195,0.0548713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302501,0,0.0244921,0.0528354,0,0,0.0102461,0,0,0.0428582,0,0.0347508,0.027201,0.0613906,0.0442531,0.0457958,0.0706627,0.0576138,0.0641769,0.0350451,0.0343397,0.0228172,0.034412,0.0100645,0.0204938,0.0170606,0,0.0299598,0.0474098,0.0427527,0,0,0.00979089,0,0,0.0343196,0.0839672,0,0.0150046,0.0318379,0.0484835,0.0377842,0.0335815,0.0520612,0.0522716,0.0343493,0.0424469,0.03718,0.223043,0.0463504,0.0369055,0.0443396,0.00717614,0.017585,0.0481181,0.0528276,0,0,0,0.0189197,0.060275,0,0
620,0.0326411,0.0548453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314141,0,0.0239286,0.0546694,0,0,0.0100574,0,0,0.0423045,0.0548328,0.0308117,0.0276218,0.0599997,0.0434629,0.047676,0.0715957,0.0560372,0.0639207,0.0352226,0.034354,0.0179899,0.0346013,0.0103271,0.0205732,0.0175094,0,0.0296615,0.0444369,0.043186,0,0,0.0100561,0,0,0.0343479,0.0847905,0,0.0147936,0.0314716,0.0494343,0.0384066,0.0349496,0.0524478,0.0529856,0.0357125,0.0420674,0.0370218,0.223576,0.0459878,0.0358705,0.0440191,0.00733372,0.0180268,0.0484006,0.0523374,0,0,0,0.0174587,0.060087,0.0344317,0
621,0.0324031,0.0547928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311377,0,0.0240285,0.0545045,0,0,0.00996504,0,0,0.042307,0.0549742,0.0307659,0.0277372,0.060063,0.0436704,0.0477579,0.0715644,0.0559208,0.0638077,0.0351372,0.0342531,0.0179069,0.0347286,0.010284,0.0207547,0.0175487,0,0.0295907,0.0445257,0.0431132,0,0,0.0101201,0,0,0.0343732,0.0851582,0,0.014845,0.0314225,0.0494213,0.0383326,0.0349895,0.0525852,0.0530427,0.0355541,0.0420651,0.0370316,0.22358,0.0460274,0.0358463,0.0441152,0.00748506,0.0178725,0.048398,0.0524969,0,0,0,0.017373,0.0599801,0.034346,0
622,0.0327793,0.0548538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308868,0,0.0240898,0.0543796,0,0,0.00988051,0,0,0.0423004,0.054987,0.030633,0.0278295,0.0601851,0.0438018,0.0478622,0.071551,0.055778,0.0637274,0.0350675,0.0341619,0.0177934,0.0348727,0.0101584,0.0209192,0.0175071,0,0.0295801,0.0445132,0.0430044,0,0,0.00990867,0,0,0.0345271,0.0853009,0,0.0148671,0.0313751,0.0495422,0.0383052,0.0350811,0.0526617,0.0530921,0.0355264,0.042059,0.0370561,0.223608,0.0460288,0.0358731,0.0442321,0.00773028,0.0178148,0.0484355,0.0526081,0,0,0,0.0172922,0.0598975,0.0342495,0
623,0,0.0538546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310518,0,0.0242962,0.0545557,0,0,0.00863243,0,0,0.0418546,0.0547581,0.0307278,0.0278304,0.060133,0.0440477,0.0484207,0.0717745,0.0555883,0.0634272,0.0347494,0.0337701,0.017409,0.0369056,0.0106062,0.0200308,0.0177817,0,0.0295908,0.0445147,0.0403162,0,0,0.0116925,0,0,0.035278,0.0853006,0,0.0147254,0.0314722,0.0492452,0.0402911,0.0353317,0.0528206,0.0530849,0.0354969,0.0423118,0.0373367,0.223373,0.0462658,0.0361656,0.0421646,0.0071543,0.0183512,0.0479483,0.0541494,0,0,0,0.0171004,0.0595198,0.0344217,0
624,0,0.0539253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307877,0,0.0243441,0.0544483,0,0,0.00853092,0,0,0.041985,0.0547311,0.0305262,0.0278658,0.0601758,0.0441905,0.0485239,0.0717548,0.0555056,0.0633873,0.0347332,0.0336914,0.0174422,0.0369647,0.0108109,0.0201214,0.0177241,0,0.02958,0.0445196,0.0404074,0,0,0.0118503,0,0,0.035167,0.0852375,0,0.0151022,0.0314177,0.0491915,0.0402253,0.0354582,0.0529231,0.0531414,0.0355217,0.0422432,0.0373232,0.223426,0.0462235,0.0362916,0.0422827,0.00694907,0.0182947,0.0480083,0.0541281,0,0,0,0.0169878,0.0594555,0.0343372,0
625,0.0332983,0.0551579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302186,0,0.0242084,0.0540703,0,0,0.00953431,0,0,0.0425159,0.0549315,0.0301466,0.0279541,0.060274,0.0442426,0.04818,0.0714945,0.0555277,0.0635887,0.0349768,0.0339504,0.0178036,0.0351301,0.0104517,0.0211887,0.0173953,0,0.0295636,0.0445449,0.043098,0,0,0.0100615,0,0,0.0341907,0.0851474,0,0.0152262,0.0312173,0.0498366,0.0381001,0.0353676,0.0529233,0.0532553,0.0356334,0.041929,0.0370854,0.223739,0.0459123,0.0361287,0.0445962,0.0077652,0.0174914,0.0487014,0.0526103,0,0,0,0.0168735,0.0597053,0.0340642,0
626,0.0331054,0.0551287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301551,0,0.0242453,0.0539944,0,0,0.00962078,0,0,0.0424748,0.0549616,0.030129,0.0280016,0.0599704,0.0446221,0.0482027,0.0714513,0.0554637,0.0635753,0.0349591,0.0339997,0.0177294,0.035187,0.0108674,0.0209757,0.0174654,0,0.0295535,0.0445921,0.0430566,0,0,0.0100261,0,0,0.034077,0.0851295,0,0.0152174,0.0311948,0.050332,0.0382024,0.0353511,0.0529278,0.0532862,0.0356592,0.0419489,0.0370848,0.22371,0.0458925,0.0360734,0.044633,0.00807576,0.0172304,0.0487304,0.0526869,0,0,0,0.0164444,0.0596853,0.0340654,0
627,0.0329088,0.0550742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301705,0,0.0242715,0.0539501,0,0,0.00942155,0,0,0.042569,0.0550088,0.0301454,0.028011,0.0594536,0.0447949,0.0481645,0.0714113,0.0554381,0.0635416,0.0349395,0.0341587,0.0176864,0.0353433,0.0108386,0.0211733,0.0175775,0,0.0295369,0.0445885,0.0430101,0,0,0.00998194,0,0,0.0341124,0.0851424,0,0.0148951,0.0312062,0.0504806,0.03819,0.0352397,0.0528501,0.0532663,0.0356757,0.0419506,0.0370837,0.223652,0.0459352,0.0359199,0.0446769,0.00790527,0.0173142,0.0486936,0.0528644,0,0,0,0.0163465,0.0596478,0.0341034,0
628,0.0326756,0.0550662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301697,0,0.0242895,0.0539497,0,0,0.00905608,0,0,0.0426845,0.0550335,0.0301149,0.0280363,0.0595187,0.044906,0.0481265,0.0714011,0.0554527,0.0635226,0.0349313,0.0341869,0.0177049,0.0355694,0.0104677,0.0215504,0.0176424,0,0.0295082,0.0445206,0.0429889,0,0,0.0101178,0,0,0.0341425,0.0852018,0,0.014558,0.0312378,0.0504064,0.0381923,0.035102,0.0527476,0.0532344,0.0357234,0.0419775,0.0370481,0.223659,0.0460012,0.0357098,0.0446998,0.00792732,0.0171962,0.0486364,0.0530182,0,0,0,0.0164167,0.0596278,0.0341302,0
629,0.0324518,0.0550461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301351,0,0.0242906,0.0539509,0,0,0.00884301,0,0,0.0427493,0.0550134,0.0300522,0.0280572,0.0596705,0.0450924,0.0481175,0.0714434,0.0554753,0.0635215,0.0349231,0.0341429,0.0177741,0.0357394,0.0105086,0.0215843,0.0176315,0,0.0294822,0.0445289,0.043021,0,0,0.0101086,0,0,0.0340665,0.0852308,0,0.0145461,0.0312575,0.0503771,0.0383141,0.0351166,0.0527071,0.0532252,0.0357459,0.0419981,0.0370519,0.223646,0.0460558,0.0355559,0.0447275,0.00797677,0.0171223,0.048609,0.0529497,0,0,0,0.0165072,0.0596206,0.0341455,0
630,0.0326233,0.0551245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300934,0,0.024274,0.0539234,0,0,0.00870226,0,0,0.0428313,0.0549544,0.0299899,0.0280323,0.0597628,0.0451032,0.0481368,0.0714947,0.0554526,0.0635405,0.0349441,0.0339876,0.0178437,0.0358429,0.0105451,0.0216298,0.0176985,0,0.0294571,0.0445536,0.0430231,0,0,0.0100843,0,0,0.0340149,0.0852346,0,0.0146564,0.0312558,0.0502539,0.0384303,0.0351652,0.0526985,0.0532488,0.0357254,0.0419748,0.0370648,0.223627,0.0460834,0.0354355,0.0447793,0.0080081,0.0171028,0.0486763,0.0528205,0,0,0,0.0166076,0.059647,0.0342035,0
631,0.0325285,0.0550547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300809,0,0.0242892,0.0539155,0,0,0.00853221,0,0,0.0429832,0.0549059,0.0299734,0.02798,0.0598945,0.0452026,0.0481546,0.0715321,0.0554827,0.063545,0.0349241,0.0339186,0.0179451,0.0359721,0.0107257,0.0216825,0.0178699,0,0.0294508,0.0445577,0.0430311,0,0,0.00982371,0,0,0.0341566,0.0852672,0,0.0146322,0.0312657,0.050228,0.038568,0.0351296,0.0526606,0.0532676,0.0357053,0.0419663,0.0370559,0.223587,0.0461051,0.0352441,0.0448484,0.00774114,0.017534,0.0486754,0.052766,0,0,0,0.0167559,0.0596449,0.0342652,0
632,0.0326367,0.0551058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300787,0,0.0243265,0.0538796,0,0,0.00830346,0,0,0.04302,0.0548552,0.0300278,0.027993,0.0600987,0.0452386,0.0481742,0.071547,0.0554674,0.0635453,0.0349037,0.0338683,0.0180061,0.036146,0.0106802,0.0217718,0.0179884,0,0.0294198,0.0445496,0.0430467,0,0,0.0098046,0,0,0.0341322,0.0853197,0,0.0146352,0.0312683,0.0500306,0.0386413,0.0351026,0.0526742,0.0532865,0.035741,0.0419586,0.0370399,0.223548,0.0461369,0.0350968,0.0448781,0.00769831,0.0175959,0.0487858,0.0525993,0,0,0,0.0168509,0.0596282,0.0342827,0
633,0.0329344,0.0553745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300333,0,0.0243445,0.053861,0,0,0.00829513,0,0,0.0430306,0.0547972,0.0301305,0.0280229,0.0601302,0.0453459,0.048207,0.0715749,0.055416,0.0635657,0.0349054,0.0339021,0.0180235,0.0362828,0.0107483,0.0216645,0.0180652,0,0.0294063,0.0445179,0.0430451,0,0,0.0102231,0,0,0.0338256,0.0853889,0,0.0146411,0.0312866,0.0499862,0.0387446,0.034857,0.0526827,0.0532615,0.0357838,0.0419846,0.0370125,0.223494,0.0462366,0.0349451,0.0448699,0.00815113,0.0169449,0.0490684,0.0525488,0,0,0,0.0169308,0.0596299,0.0343319,0
