Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
318,0.035727,0.0502458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042588,0,0.0269395,0.0444636,0,0,0.0170773,0,0,0.0445113,0,0.0146706,0.0294563,0.0592196,0.0553573,0.0400334,0.0639341,0.0535597,0.0653586,0.036289,0.0330917,0.00724525,0.0361761,0.0130314,0.0243746,0.0194857,0,0.0308812,0.0520389,0.0420779,0,0,0.0173754,0,0,0.032216,0.0780211,0,0.00976419,0.0324817,0.0606348,0.0391381,0.0344881,0.0541567,0.0550297,0.0385866,0.0429955,0.0336418,0.226468,0.0470988,0.0479817,0.0367724,0.008623,0.0172215,0.03714,0.0637768,0,0,0,0.0212707,0.0604932,0.0738739,0
319,0.0352387,0.0505626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424839,0,0.0268348,0.0443687,0,0,0.0170919,0,0,0.0447887,0,0.0149957,0.0294294,0.0597502,0.055363,0.0400795,0.0638048,0.0535823,0.0651764,0.0362863,0.0330407,0.0071242,0.0362141,0.0126241,0.024948,0.0190518,0,0.0308188,0.0521355,0.0421988,0,0,0.0175133,0,0,0.0327288,0.0778565,0,0.00975407,0.0324566,0.0607702,0.0400461,0.034324,0.0538588,0.0547862,0.0387216,0.0427627,0.0336034,0.226555,0.0470014,0.0486157,0.0360443,0.00838291,0.0180914,0.0371093,0.0633996,0,0,0,0.0213276,0.0604055,0.0741541,0
320,0.0346867,0.050897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423678,0,0.0266454,0.0442889,0,0,0.0174394,0,0,0.0449998,0,0.0152788,0.0293561,0.0602023,0.0556353,0.0400747,0.0637708,0.0536731,0.0649511,0.0361927,0.0330324,0.00697412,0.0362274,0.0126493,0.0250654,0.0183433,0,0.0307803,0.0522279,0.042293,0,0,0.0180266,0,0,0.0330865,0.0777705,0,0.009801,0.0323686,0.0608265,0.041091,0.0343944,0.0540195,0.0545911,0.0388061,0.042628,0.0339851,0.226675,0.0468458,0.0493945,0.0353115,0.00823828,0.0186463,0.0371902,0.0629683,0,0,0,0.0212337,0.0602279,0.0743765,0
321,0.034065,0.0512294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420367,0,0.0265555,0.0442891,0,0,0.0178577,0,0,0.0452092,0,0.0157469,0.0292596,0.0605873,0.0559725,0.0400859,0.0637633,0.0537226,0.0648716,0.0361649,0.0329063,0.0065985,0.0361923,0.0126697,0.0251952,0.0177367,0,0.0306677,0.0522846,0.0424363,0,0,0.0185654,0,0,0.0334718,0.0778079,0,0.00989273,0.0322703,0.0612128,0.0419168,0.0345851,0.0541352,0.054505,0.0387417,0.0425259,0.0341774,0.226758,0.0465519,0.0504513,0.034524,0.00809272,0.0192678,0.0373733,0.0623141,0,0,0,0.0211377,0.0601962,0.0746101,0
322,0.0333384,0.0515374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410828,0,0.0265376,0.0444118,0,0,0.0182055,0,0,0.0454303,0,0.0163713,0.0292404,0.0611454,0.0563339,0.0401193,0.0636776,0.0537078,0.0648168,0.0360607,0.0327947,0.00560295,0.0361914,0.0127369,0.0253204,0.0170875,0,0.0305329,0.0522609,0.0426226,0,0,0.0192118,0,0,0.0339029,0.0778881,0,0.0100376,0.0321731,0.0616668,0.0425589,0.0346746,0.0540646,0.0545374,0.0385457,0.0423916,0.0341437,0.226854,0.0461797,0.0516191,0.0336309,0.00788547,0.0199776,0.0375668,0.0616812,0,0,0,0.0210496,0.0598767,0.0748629,0
323,0.0325943,0.051828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394776,0,0.0266818,0.0447015,0,0,0.0185258,0,0,0.0455964,0,0.017344,0.0294371,0.061586,0.0566294,0.0402119,0.0634493,0.0537199,0.0645666,0.0359921,0.0325103,0.00374866,0.0361986,0.0128347,0.0253966,0.016659,0,0.0306256,0.0522452,0.0427663,0,0,0.0199605,0,0,0.034365,0.0779414,0,0.010229,0.0320881,0.0620822,0.0432135,0.0347366,0.0540558,0.0545785,0.0385661,0.0422871,0.0341366,0.226919,0.046039,0.052749,0.0327486,0.00767702,0.0208138,0.0377551,0.0611554,0,0,0,0.0207519,0.0594931,0.0751611,0
324,0.0318706,0.0521156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036722,0,0.0271923,0.0451002,0,0,0.0189777,0,0,0.0457877,0,0.0189423,0.0301012,0.0619028,0.0569584,0.0403147,0.0629034,0.0537226,0.0640668,0.0357769,0.0319271,0.00106354,0.0361537,0.01291,0.025443,0.0163852,0,0.0305766,0.05249,0.0428832,0,0,0.0208955,0,0,0.0349348,0.0779913,0,0.0106895,0.0319653,0.0624217,0.0438907,0.0347684,0.0540768,0.0546186,0.0387728,0.0422609,0.0343295,0.227011,0.0459555,0.0537579,0.0318623,0.00752472,0.0216671,0.0378623,0.0607347,0,0,0,0.0203181,0.0591937,0.0755066,0
325,0.0311124,0.0524037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314819,0,0.0270498,0.0450472,0,0,0.019387,0,0,0.0459565,0,0.0200772,0.0324958,0.0625305,0.0573188,0.0406073,0.0615581,0.0533303,0.0636581,0.0361109,0.0312991,0.00638084,0.036183,0.012982,0.0254552,0.0161991,0,0.0302721,0.053473,0.0430158,0,0,0.021792,0,0,0.0355366,0.077647,0,0.0111112,0.0316123,0.0627271,0.0444136,0.0346142,0.0543071,0.0546627,0.0387401,0.0420576,0.0347581,0.226915,0.0459385,0.055237,0.0310781,0.00729625,0.0223696,0.0380237,0.0602518,0,0,0,0.0202123,0.0593337,0.0758298,0
326,0.0304425,0.0524719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375334,0,0.0266787,0.0453515,0,0,0.0196881,0,0,0.0461007,0,0.0192666,0.0297444,0.0627302,0.0575101,0.0404043,0.0633387,0.0539597,0.0638885,0.0356334,0.0318122,0.00154796,0.0361821,0.0130266,0.0254735,0.0161931,0,0.0303318,0.0526336,0.0432464,0,0,0.0227681,0,0,0.0361353,0.0776879,0,0.0115907,0.0314879,0.0628992,0.0451521,0.0349907,0.0546466,0.0548446,0.0387325,0.0416841,0.0346716,0.226076,0.0457554,0.0569469,0.0301589,0.00716203,0.023008,0.0384474,0.0595871,0,0,0,0.0203725,0.0594524,0.0759619,0
327,0.0299152,0.0523623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411061,0,0.0254891,0.0451263,0,0,0.0200061,0,0,0.0462342,0,0.0179258,0.02863,0.0631101,0.0577426,0.0403936,0.0644495,0.0542057,0.0642456,0.0354886,0.0324009,0.00494053,0.0361478,0.013087,0.0254961,0.0168294,0,0.0305821,0.0520355,0.0434129,0,0,0.02366,0,0,0.0365482,0.0773433,0,0.0119621,0.0311995,0.0629727,0.045504,0.0352209,0.0551133,0.055069,0.0386112,0.0411064,0.0340186,0.224265,0.045445,0.0584838,0.0292948,0.00742239,0.0233907,0.0389588,0.0589795,0,0,0,0.0208188,0.0596742,0.0759571,0
328,0.0291765,0.0525423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390281,0,0.0226675,0.044911,0,0,0.0203861,0,0,0.045842,0,0.0166806,0.0280457,0.0631065,0.0576924,0.0387976,0.0642244,0.0549761,0.0651762,0.0365456,0.0342563,0.00172419,0.0360112,0.0135971,0.0253915,0.0147839,0,0.0330333,0.0512459,0.0439843,0,0,0.0243907,0,0,0.0369362,0.0764375,0,0.0126116,0.0292472,0.0637101,0.0462284,0.0362033,0.0576937,0.0562556,0.0382517,0.0382813,0.0355373,0.223487,0.0425533,0.0503253,0.0285066,0.00792734,0.0236781,0.0394576,0.0584238,0,0,0,0.0217077,0.0608254,0.0754653,0
329,0.0288156,0.0532728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402512,0,0.021764,0.044677,0,0,0.0203971,0,0,0.0458916,0,0.0164043,0.0277166,0.0634737,0.057788,0.0390209,0.0645859,0.0551732,0.0653286,0.0367179,0.0346222,0.00272794,0.0361132,0.0136112,0.025274,0.0147467,0,0.0331497,0.0509796,0.0441493,0,0,0.025434,0,0,0.0370918,0.0761409,0,0.0130762,0.0290361,0.0637336,0.0464682,0.0361822,0.0578165,0.056242,0.0378981,0.0377257,0.0354947,0.22016,0.0415328,0.0499276,0.0276087,0.0081827,0.0241378,0.0400481,0.0579577,0,0,0,0.021971,0.0609209,0.0755317,0
330,0.0295906,0.0531733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409836,0,0.0213713,0.0446448,0,0,0.0199693,0,0,0.0458057,0,0.0162483,0.0277158,0.0628669,0.0575777,0.0392674,0.0646223,0.0551918,0.0656626,0.0369738,0.0348573,0.00339448,0.0364052,0.0137515,0.0250929,0.0141399,0,0.0330302,0.0513035,0.0437164,0,0,0.0389145,0,0,0.0304438,0.0761301,0,0.0134327,0.0291088,0.0636194,0.0478038,0.0361412,0.057197,0.0560218,0.0373251,0.0378108,0.0360751,0.216631,0.0412586,0.0487668,0.0248531,0.0127664,0.0208876,0.0406289,0.058124,0,0,0,0.0219531,0.0612028,0.0749761,0
331,0.0290873,0.0535861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394325,0,0.0218454,0.0448245,0,0,0.0197922,0,0,0.0457672,0,0.0172885,0.0279009,0.0627941,0.0573582,0.0398105,0.0644035,0.055239,0.0653529,0.0368014,0.0342097,0.00264741,0.0364032,0.0136819,0.0249671,0.0125785,0,0.03294,0.0519551,0.0439902,0,0,0.0400623,0,0,0.0306498,0.0762432,0,0.0135224,0.029348,0.0636983,0.0482638,0.0354797,0.0560591,0.0557234,0.0369967,0.0384611,0.037174,0.213738,0.0418263,0.0472605,0.0241434,0.0128064,0.0214097,0.0412402,0.0575981,0,0,0,0.0215031,0.0608534,0.0751636,0
332,0.0286473,0.0540675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038705,0,0.0242375,0.0447198,0,0,0.0197196,0,0,0.0461527,0,0.0194352,0.0298295,0.0631914,0.0574446,0.0419257,0.0640531,0.054321,0.0643071,0.0361616,0.0318838,0.00343642,0.036353,0.0131682,0.0250291,0.0160424,0,0.0307597,0.0528954,0.0440857,0,0,0.0410271,0,0,0.0309282,0.0769583,0,0.0130866,0.0314886,0.063132,0.0481145,0.0339487,0.053069,0.0546964,0.038124,0.041525,0.0363241,0.209707,0.0450799,0.0552996,0.0238044,0.0123499,0.0220442,0.0418584,0.0571062,0,0,0,0.0203352,0.0594071,0.0757834,0
333,0.0277682,0.0544467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410085,0,0.0212504,0.0441202,0,0,0.0200184,0,0,0.0455887,0,0.0178011,0.0272783,0.0627361,0.0569773,0.0407081,0.0653436,0.0556082,0.0653604,0.0365947,0.0340256,0.00395341,0.0361094,0.0134717,0.0248652,0.012211,0,0.0332644,0.0520609,0.0447865,0,0,0.0416071,0,0,0.031627,0.0767727,0,0.0136672,0.0301115,0.0636465,0.0491773,0.0342244,0.0551698,0.0555002,0.038408,0.0402014,0.038932,0.210881,0.0436083,0.046143,0.0231016,0.0125678,0.0223193,0.0424861,0.0564705,0,0,0,0.0210538,0.0606773,0.0747689,0
334,0.027668,0.0546359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433808,0,0.0192068,0.0429693,0,0,0.0197455,0,0,0.0453688,0,0.0171883,0.0264503,0.0632879,0.0567966,0.040895,0.0664446,0.056168,0.0657833,0.0366951,0.0350752,0.00531868,0.0363041,0.0134792,0.0247686,0.0117618,0,0.0333614,0.0522056,0.0447032,0,0,0.0425969,0,0,0.0321231,0.0767392,0,0.013847,0.0300311,0.0636185,0.0495527,0.0337921,0.0548056,0.0554087,0.0384235,0.0402794,0.0389102,0.210845,0.0437477,0.0458314,0.0222722,0.0130749,0.0226121,0.0429143,0.0561959,0,0,0,0.0217976,0.0612337,0.0742158,0
335,0.0271464,0.0547602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453689,0,0.0183414,0.0425755,0,0,0.0204737,0,0,0.0455854,0,0.017436,0.0261288,0.063904,0.0574201,0.04104,0.0672235,0.0560391,0.0662178,0.0368232,0.0353975,0.00668818,0.036174,0.013363,0.0249317,0.0100601,0,0,0.05123,0.044838,0,0,0.043094,0,0,0.032651,0.0778672,0,0.0127799,0.0307743,0.0633931,0.0501522,0.0335936,0.0534793,0.0542724,0.0368492,0.0404062,0.0402254,0.211253,0.0434673,0.0456671,0.0215024,0.0137777,0.0224317,0.0432943,0.0563337,0,0,0,0.0213716,0.0615019,0.0740695,0
336,0.0277802,0.0547866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047131,0,0.0175391,0.0422294,0,0,0.0198946,0,0,0.0452252,0,0.0181613,0.0255958,0.0633106,0.0565555,0.0413135,0.0679816,0.0565496,0.0663128,0.0367218,0.0356207,0.00777114,0.036205,0.0132695,0.024647,0.0122955,0,0.0327121,0.0515592,0.0446289,0,0,0.043261,0,0,0.0327144,0.0769285,0,0.0145503,0.029964,0.0633653,0.0512628,0.0347121,0.0549383,0.0551305,0.0379571,0.039649,0.0379205,0.21168,0.0432223,0.0475751,0.0201345,0.0125696,0,0.0438968,0.0559483,0,0,0,0.0214286,0.061513,0.0727058,0
337,0.027265,0.0545718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482589,0,0.0168328,0.0416445,0,0,0.0200215,0,0,0.0360783,0,0.0190064,0.0252734,0.0645844,0.0538759,0.0418229,0.0686998,0.0568991,0.0665279,0.0366168,0.035806,0.00845255,0.0345184,0,0.0299736,0.0103598,0,0,0.0507789,0.0451657,0,0,0.043899,0,0,0.032873,0.0779897,0,0.013719,0.0312744,0.0633084,0.0507861,0.0346257,0.0541464,0.0536835,0.0358783,0.0395205,0.0388467,0.212578,0.0427267,0.0471353,0.0200981,0.0145516,0.0226684,0.0435465,0.0561158,0,0,0,0.0208865,0.0615305,0.0729278,0
338,0.0270436,0.0550451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482693,0,0.0169214,0.0428815,0,0,0.0200667,0,0,0.0358713,0,0.0182649,0.0246576,0.0651547,0.0533566,0,0.0703807,0.0562494,0.065732,0.036253,0.0344435,0.0105877,0.0343214,0,0.0299614,0.010709,0,0,0.0504865,0.045636,0,0,0.0433535,0,0,0.0325414,0.0780421,0,0.0133411,0.0315438,0.0623784,0.0495683,0.0356316,0.0546109,0.053562,0.0358801,0.0392665,0.0379922,0.213326,0.0425146,0.0477255,0.0209955,0.0143255,0.0226769,0.0442342,0.0550354,0,0,0,0.0193447,0.0602395,0.0746612,0
339,0.0266289,0.0556682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500611,0,0.0162391,0.0405473,0,0,0.0207614,0,0,0.0447338,0,0.0213527,0.0247964,0.0643182,0.0560217,0.0427388,0.0702064,0.0576789,0.0666515,0.0361365,0.0358875,0.00983266,0.0360112,0.0139471,0.0241306,0.0130306,0,0.0303399,0.0507163,0.0457441,0,0,0.0443634,0,0,0.0325009,0.0775777,0,0.0160052,0.0313251,0.0631378,0.0505472,0.0361292,0.0554819,0.0537295,0.0370801,0.0397595,0.0358435,0.213094,0.0438292,0.047351,0.0205909,0.0143464,0.023089,0.045053,0.055036,0,0,0,0.0202128,0.0613935,0.0708501,0
340,0.0273251,0.0551404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049447,0,0.0201368,0.0412159,0,0,0.0193102,0,0,0.0361127,0,0.0225337,0.0245839,0.0653716,0.0531214,0.0451788,0.0701024,0.0572057,0.065972,0.0359971,0.0330171,0.0100144,0.0348577,0,0.0296849,0.0153298,0,0.0289829,0.0517698,0.0451181,0,0,0.0452545,0,0,0.0321414,0.0785914,0,0.0149356,0.033034,0.06158,0.0492854,0.0351709,0.0527685,0.0526593,0.0374457,0.0420626,0.0342041,0.211587,0.0462936,0.0539512,0.0210081,0.01425,0.0232788,0.0447456,0.054924,0,0,0,0.0189062,0.0600796,0.0726919,0
341,0.0268333,0.0549372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492725,0,0.0157182,0.039558,0,0,0.0197357,0,0,0.035775,0,0.0234039,0.0243366,0.0646933,0.0534828,0.0440586,0.071204,0.0580859,0.0668141,0.0363052,0.0354103,0.0105569,0.0348808,0,0.0297031,0.0132724,0,0.0308733,0.050629,0.0454149,0,0,0.0451584,0,0,0.0324361,0.0783044,0,0.0157014,0.0313645,0.0619152,0.0496243,0.0359278,0.0546204,0.0537616,0.0368284,0.0401073,0.0359258,0.213581,0.0441431,0.0449802,0.0208268,0.0144158,0.0232074,0.04494,0.0548019,0,0,0,0.0189341,0.0614804,0.0707855,0
342,0.0269054,0.0547787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500763,0,0.0149626,0.0379202,0,0,0.0198687,0,0,0.0357296,0,0.0248178,0.0244818,0.0643061,0.0541369,0.0445854,0.0721389,0.0581918,0.0669572,0.0360545,0.0356408,0.0115916,0.0351466,0,0.0297361,0.0131482,0,0.0306072,0.0505462,0.0450812,0,0,0.0450139,0,0,0.0324172,0.0783512,0,0.016032,0.0313523,0.0618543,0.0491033,0.0358126,0.0543804,0.053844,0.0367076,0.040278,0.0359211,0.213589,0.0443216,0.0441536,0.0211846,0.0147876,0.0230389,0.0450935,0.0548638,0,0,0,0.0183277,0.0616849,0.0701599,0
343,0.0275546,0.0546116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557312,0,0.0174628,0.0362054,0,0,0.0201009,0,0,0.0361467,0,0.0258814,0.0244275,0.0644154,0.0551749,0.0469355,0.0748212,0.0583244,0.0658894,0.0341415,0.0336902,0.0154873,0.0355951,0,0.0298088,0.0144022,0,0.0290465,0.0508956,0.0442346,0,0,0.045058,0,0,0.0321791,0.0789545,0,0.0159044,0.0329572,0.061207,0.0483414,0.0350484,0.0520395,0.0528618,0.0370737,0.0424117,0.0343038,0.211811,0.0466293,0.0512983,0.0217655,0.0152989,0.0229147,0.0453123,0.0551898,0,0,0,0.0165059,0.0600305,0.0701089,0
344,0.0273566,0.0542804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492835,0,0.0143071,0.0352154,0,0,0.0203414,0,0,0.0358842,0,0.0272972,0.0250318,0.0635884,0.0554821,0.0463168,0.0738458,0.0585337,0.0667125,0.0351676,0.0351086,0.0137613,0.0359514,0,0.0297613,0.0132272,0,0.0300661,0.0507311,0.0445716,0,0,0.0444326,0,0,0.0324523,0.0785292,0,0.0165824,0.0314902,0.0620338,0.0484186,0.0361183,0.0534749,0.0535487,0.036864,0.0403994,0.0358466,0.213741,0.0444114,0.042648,0.0218263,0.015818,0.0224629,0.045425,0.0551876,0,0,0,0.0171532,0.0614841,0.0689463,0
345,0.0278649,0.0540909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516918,0,0.0162695,0.0339299,0,0,0.0203913,0,0,0.0364258,0,0.0279262,0.0255374,0.0637472,0.0563408,0.0487837,0.0762471,0.0592103,0.0655834,0.0335856,0.0334346,0.0145869,0.0366217,0,0.03,0.0142869,0,0.02871,0.0512795,0.0439093,0,0,0.0445501,0,0,0.0321222,0.0793611,0,0.0162222,0.033385,0.0616051,0.0477519,0.0346874,0.0510771,0.0524637,0.0370384,0.0423642,0.0340228,0.212293,0.046493,0.0495256,0.0224084,0.0159873,0.0223464,0.0457998,0.055352,0,0,0,0.0154083,0.0594936,0.0689882,0
346,0.0283145,0.054382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462661,0,0.0155041,0.0342346,0,0,0.020566,0,0,0.0362798,0,0.0264935,0.0247101,0.0646237,0.0563355,0,0.07866,0.0590195,0.0655689,0.0343427,0.0325255,0.0167612,0.0365983,0,0.029644,0.014273,0,0.028017,0.0519377,0.0433816,0,0,0.0432034,0,0,0.0315598,0.0790577,0,0.0154008,0.0330532,0.0606298,0.0456415,0.0333188,0.0512346,0.0526709,0.0365487,0.0421071,0.0336672,0.213009,0.0461919,0.0497351,0.0241005,0.016029,0.0219281,0.0465526,0.0543154,0,0,0,0.014142,0.0589941,0.0723078,0
347,0.0287725,0.0544866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390763,0,0.013776,0.0375907,0,0,0.0205268,0,0,0.0361533,0,0.032728,0.020833,0.0672113,0.0570995,0.0539658,0.0804808,0.0633861,0.0627484,0.0320975,0.0318684,0.0263618,0.0372066,0,0.0296114,0.0140233,0,0.0296682,0.0534178,0.0428973,0,0,0.0418899,0,0,0.0306932,0.0815316,0,0.00917902,0.0350487,0.0586852,0.0426654,0.0326694,0.0494383,0.0506584,0.035638,0.0434216,0.0343506,0.212008,0.0475293,0.0474016,0.0265333,0.0158565,0.021361,0.0467695,0.0537789,0,0,0,0.0150406,0.0570666,0,0
348,0.0285935,0.05466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371785,0,0.0111089,0.0396521,0,0,0.0202251,0,0,0.0356125,0.0517861,0.0344837,0.0232463,0.0672254,0.0563923,0.0574148,0.085966,0.065423,0.0604896,0.0299031,0.0318048,0.0294535,0.0373216,0,0.0292025,0.0139835,0,0.0301574,0.0501267,0.0431046,0,0,0.0422697,0,0,0.0305932,0.0832748,0,0.00799998,0.0360721,0.0589646,0.0430271,0.0325408,0.0489602,0.050409,0.0366089,0.0437139,0.0343472,0.212356,0.0477282,0.0456289,0.0266672,0.0157457,0.0214787,0.0473556,0.0531758,0,0,0,0.0120661,0.0552316,0,0
349,0.028632,0.0547476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314777,0,0.0119888,0.0394459,0,0,0.0200553,0,0,0.0357733,0.0527821,0.0357939,0.0213043,0.0685475,0.0565049,0.0584245,0.0854049,0.0655525,0.0613764,0.0313296,0.032803,0.0420663,0.037745,0,0.0291706,0.0142066,0,0.0298472,0.0506866,0.0429412,0,0,0.0422543,0,0,0.0304259,0.0831809,0,0.00755383,0.0363421,0.0582686,0.0424806,0.0320135,0.0487837,0.0504081,0.0366951,0.0435972,0.0338688,0.213037,0.0476762,0.0445056,0.0273727,0.0156349,0.0214033,0.0475048,0.0528638,0,0,0,0.0129989,0.0565348,0,0
350,0.0286656,0.0547124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301272,0,0.0124126,0.0381812,0,0,0.020008,0,0,0.0365438,0.0532909,0.0381081,0.0217965,0.0692255,0.0568435,0.0596243,0.0861125,0.0660707,0.0612258,0.0317347,0.0344594,0.0494301,0.0381628,0,0.0294287,0.0144658,0,0.0296352,0.0510159,0.0427196,0,0,0.0424798,0,0,0.0304395,0.0832393,0,0.00777347,0.0365055,0.0578294,0.0426517,0.0324283,0.0485897,0.0502658,0.0365071,0.0434947,0.0335662,0.213689,0.0475579,0.0434592,0.0275137,0.0157143,0.0213703,0.0473451,0.0529179,0,0,0,0.0130252,0.0573517,0,0
351,0.0286733,0.0546897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311263,0,0.0133363,0.0372312,0,0,0.0201266,0,0,0.036868,0.0539079,0.0405818,0.0221966,0.0696548,0.0571533,0.0603476,0.0865747,0.0663736,0.0616761,0.0325259,0.0366362,0.0560697,0.0385706,0,0.029512,0.0146754,0,0.0294468,0.0512249,0.0425226,0,0,0.0425134,0,0,0.0304548,0.083414,0,0.00800194,0.0365343,0.0573327,0.0428101,0.0324515,0.0485045,0.0501226,0.0364362,0.0433797,0.0335918,0.214368,0.0474192,0.0423748,0.0277054,0.0159301,0.0212818,0.0472303,0.0529941,0,0,0,0.0131057,0.0583647,0,0
352,0.0286488,0.054617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325274,0,0.0141872,0.0366917,0,0,0.0203526,0,0,0.0367706,0.0549645,0.0423982,0.0219608,0.0699914,0.0573657,0.0609411,0.0867497,0.0661868,0.0621726,0.033193,0.0384757,0.0613834,0.0390192,0,0.0294037,0.0148722,0,0.0293149,0.0512066,0.0423905,0,0,0.0423627,0,0,0.0304532,0.0836998,0,0.00815115,0.0365505,0.0569155,0.042947,0.0324454,0.0484611,0.0498563,0.0361917,0.0433485,0.0335198,0.214913,0.0473915,0.0412778,0.0279663,0.016209,0.0210605,0.0475118,0.0530583,0,0,0,0.0131592,0.0591529,0,0
353,0.0286681,0.0545693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03282,0,0.0137796,0.0363036,0,0,0.0203565,0,0,0.0365571,0.0567067,0.0436712,0.0213938,0.0703074,0.0573773,0.0613696,0.0865484,0.0659561,0.0622713,0.0330597,0.0396616,0.0643004,0.0391913,0,0.0292113,0.0151658,0,0.0292906,0.0508596,0.0423042,0,0,0.0420515,0,0,0.0303553,0.0840984,0,0.00808838,0.0366238,0.0566532,0.0430398,0.032162,0.0483368,0.0496396,0.0358493,0.0434452,0.033349,0.21533,0.0475061,0.0402908,0.028296,0.0165323,0.0207586,0.0478216,0.0531125,0,0,0,0.0130283,0.0593721,0,0
354,0.028785,0.0547338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323736,0,0.0128565,0.0360099,0,0,0.0201686,0,0,0.0364261,0.0564678,0.0444892,0.0211383,0.0705531,0.0572995,0.0616067,0.0861356,0.065678,0.0619758,0.0324168,0.0401197,0.0645002,0.0393671,0,0.0290124,0.015602,0,0.02924,0.0507849,0.0423193,0,0,0.0416273,0,0,0.030169,0.0844261,0,0.00790922,0.0366638,0.056443,0.0430096,0.0323462,0.0480934,0.0494748,0.0355431,0.0435204,0.0331101,0.215778,0.0476492,0.0393687,0.0287513,0.0167281,0.0205015,0.048042,0.0531777,0,0,0,0.0127407,0.0593639,0,0
355,0.0288372,0.0550559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323395,0,0.0123286,0.0358022,0,0,0.0199505,0,0,0.0363149,0.0560853,0.0450178,0.0213295,0.0706518,0.0571178,0.0611799,0.0857295,0.0654499,0.0612461,0.0316732,0.0401307,0.0632592,0.0396288,0,0.0288198,0.0160256,0,0.0291941,0.0507546,0.0423516,0,0,0.0413295,0,0,0.0299182,0.0846362,0,0.00786815,0.0367512,0.0562686,0.0428535,0.0323718,0.0479506,0.0493287,0.0352645,0.043633,0.0331622,0.21614,0.0478547,0.0385144,0.0293158,0.0167802,0.02032,0.0482044,0.0532808,0,0,0,0.0122123,0.0589538,0,0
356,0.0287061,0.0553386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328973,0,0.0124796,0.0358642,0,0,0.0197254,0,0,0.0361733,0.0558917,0.0453207,0.0214809,0.0704673,0.0568568,0.0608455,0.0854095,0.0651101,0.0601284,0.0309745,0.0398734,0.0612702,0.0399007,0,0.0286098,0.0161818,0,0.029108,0.0504723,0.0423568,0,0,0.0413292,0,0,0.0296964,0.0848157,0,0.0077509,0.0368141,0.0560504,0.04264,0.0321519,0.0480219,0.0492508,0.0350544,0.0436802,0.0333323,0.216481,0.0480601,0.0376342,0.0299056,0.0166815,0.0202284,0.0483567,0.0533837,0,0,0,0.0117918,0.0582969,0,0
