Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LILC,,x77
385,0.0191733,0.0611784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189214,0,0.022849,0.0589905,0,0,0.0156703,0,0,0.043964,0.05217,0.0380467,0.0205833,0.0702803,0.0467378,0.0637843,0.0843298,0.0592364,0.0518445,0.0553944,0.0265154,0.0304194,0.0323857,0.0314995,0.0121687,0.0280173,0.0243581,0,0.0233721,0.0440674,0.04695,0,0,0.0379091,0,0,0.0328704,0.0789989,0.0368833,0.0195335,0.026774,0.0654735,0.0850736,0.0406543,0.0687415,0.0660099,0.0344854,0.0260378,0.0139678,0.00505239,0.0313869,0.050513,0.0530763,0.0195605,0.0166096,0.0473161,0.0521155,0,0,0,0.0291135,0.0345022,0,0
386,0.0191781,0.0613907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183917,0,0.0229832,0.0593618,0,0,0.0159965,0,0,0.0439075,0.0520732,0.038315,0.0204902,0.0699487,0.0469317,0.0638174,0.0845302,0.0592884,0.0517904,0.0552827,0.0264037,0.0304455,0.033208,0.0315722,0.0123735,0.0277278,0.024066,0,0.0235515,0.0441001,0.046703,0,0,0.0376531,0,0,0.0328789,0.0792194,0.0374362,0.0198249,0.0270543,0.0657492,0.0850958,0.0411078,0.0689162,0.0659042,0.0348674,0.0261952,0.0138081,0.0048259,0.0315325,0.0519419,0.0530847,0.0194265,0.0169362,0.0475314,0.0518732,0,0,0,0.0295964,0.0340885,0,0
387,0.0191708,0.0614916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179326,0,0.0230988,0.059727,0,0,0.0160695,0,0,0.043929,0.051918,0.0386665,0.0204556,0.0697142,0.0471078,0.0638876,0.0846824,0.0593668,0.0517516,0.0551863,0.0263244,0.0305622,0.0339114,0.0315639,0.0124402,0.0276496,0.0237437,0,0.0238773,0.0442707,0.0464256,0,0,0.0372143,0,0,0.0328561,0.0787201,0.0380273,0.0200344,0.027163,0.0659328,0.0852424,0.0413215,0.0688306,0.0656208,0.0350086,0.0262576,0.0139314,0.00466681,0.0314883,0.053466,0.0530558,0.01936,0.0171845,0.047678,0.0517148,0,0,0,0.0300575,0.0337375,0,0
388,0.019174,0.0615509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175584,0,0.0231979,0.0600134,0,0,0.016143,0,0,0.04392,0.0517801,0.0388908,0.0204397,0.0695605,0.0473381,0.0638305,0.08483,0.0594045,0.0517241,0.0551363,0.0262873,0.0305443,0.0345546,0.0315783,0.0124732,0.0275473,0.0232191,0,0.0241691,0.044418,0.0461168,0,0,0.0366904,0,0,0.0328056,0.0785164,0.0386179,0.0200774,0.0270777,0.0659603,0.0854667,0.0415787,0.0687299,0.0653062,0.0348681,0.0260945,0.0142856,0.00486221,0.0314927,0.0549228,0.0530262,0.0193548,0.0174422,0.0480281,0.0515895,0,0,0,0.0303839,0.0334235,0,0
389,0.0191535,0.061597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172106,0,0.0232971,0.0602426,0,0,0.0162126,0,0,0.0438785,0.0516994,0.0390697,0.0204593,0.0694381,0.0476363,0.0635699,0.0849015,0.0593926,0.0516933,0.0551161,0.0262592,0.0303861,0.0351275,0.0316338,0.0124366,0.0274684,0.0227256,0,0.0242386,0.0444873,0.0457825,0,0,0.0361895,0,0,0.0328107,0.0789219,0.0390237,0.0199782,0.0269198,0.065843,0.085714,0.041817,0.0686696,0.0650254,0.0348066,0.0258915,0.0149609,0.00515541,0.0315397,0.0560493,0.0529839,0.0193358,0.0177584,0.0482999,0.0514892,0,0,0,0.0305104,0.033136,0,0
390,0.0191819,0.0615883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169247,0,0.0233768,0.0604601,0,0,0.0163288,0,0,0.0438783,0.0516377,0.0393825,0.0205172,0.0693231,0.0479736,0.0634822,0.0849006,0.059376,0.0516608,0.0550109,0.0262275,0.0303136,0.0355415,0.0317073,0.0123591,0.0274029,0.0223135,0,0.0243164,0.0445731,0.045384,0,0,0.0357648,0,0,0.0328673,0.0793055,0.0391667,0.019893,0.026778,0.0656462,0.0857557,0.0414923,0.0684325,0.064684,0.034744,0.0258088,0.0158445,0.00549098,0.0314934,0.056778,0.0529017,0.0191506,0.0182046,0.0484282,0.0514842,0,0,0,0.0304712,0.0328222,0,0
391,0.0193203,0.0615195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167583,0,0.0234126,0.0605807,0,0,0.0164477,0,0,0.0439436,0.0516515,0.0396207,0.0205792,0.0691498,0.0483185,0.0634892,0.0848379,0.0593937,0.0516224,0.0547563,0.0262026,0.0303267,0.0357728,0.0317212,0.0123061,0.027345,0.0221207,0,0.0243926,0.0447733,0.0449415,0,0,0.0353879,0,0,0.0329266,0.0793433,0.0391917,0.0203099,0.0266348,0.0655709,0.0854424,0.0409831,0.0680319,0.0643102,0.0345942,0.0257488,0.0164734,0.00567057,0.0312869,0.0569005,0.0527598,0.0186854,0.0186415,0.0484366,0.0515404,0,0,0,0.0303492,0.0324371,0,0
392,0.019527,0.0614682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166648,0,0.0234023,0.0606093,0,0,0.0165612,0,0,0.044001,0.0516614,0.0396344,0.0206419,0.0688397,0.0486187,0.0633084,0.0847528,0.059386,0.0515736,0.054602,0.0261925,0.0303513,0.0359368,0.0318114,0.0122257,0.0272941,0.0220987,0,0.024375,0.0448137,0.0445448,0,0,0.0351094,0,0,0.0328933,0.0793682,0.0388339,0.0206214,0.0264843,0.0656373,0.0849477,0.0407366,0.0678221,0.0640478,0.0344258,0.0258741,0.0167791,0.0058099,0.0312346,0.0562737,0.052549,0.0180742,0.0190427,0.0484797,0.0516002,0,0,0,0.0300801,0.0320903,0,0
393,0.019749,0.0613995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016552,0,0.0233994,0.0605784,0,0,0.0166182,0,0,0.0439103,0.0515962,0.0396176,0.0206883,0.0684513,0.0488117,0.0630895,0.0846558,0.0593545,0.0515544,0.0546003,0.0262313,0.0303021,0.0360639,0.0320057,0.0121438,0.0271826,0.0222028,0,0.0243727,0.0447028,0.0441751,0,0,0.0349011,0,0,0.032606,0.079468,0.0380361,0.0207201,0.0264313,0.0657522,0.0841061,0.04065,0.0677858,0.0639025,0.0343431,0.0262648,0.0168841,0.00582754,0.0314636,0.0548751,0.0523438,0.0175818,0.0195188,0.0485425,0.0516843,0,0,0,0.0296991,0.0318042,0,0
394,0.0199545,0.06142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163729,0,0.0234256,0.0605422,0,0,0.0166689,0,0,0.0438884,0.051487,0.0395677,0.0207416,0.0680761,0.0490018,0.0628659,0.0845621,0.059309,0.0515732,0.0548739,0.0263166,0.0301841,0.036164,0.032313,0.012133,0.0269968,0.0224511,0,0.0243884,0.0444917,0.0438053,0,0,0.0346525,0,0,0.0322265,0.0797654,0.037013,0.0206544,0.0264407,0.0658314,0.0831004,0.0405965,0.0678269,0.06382,0.0343436,0.026587,0.0168071,0.00586073,0.0318208,0.0531349,0.0519849,0.0172327,0.0196803,0.0485933,0.0518288,0,0,0,0.0292668,0.0316047,0,0
395,0.0198077,0.0618507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162218,0,0.0235498,0.0609245,0,0,0.0161059,0,0,0.0434966,0.0516301,0.0390107,0.0210347,0.0675009,0.0477785,0.0623305,0.0841018,0.0588869,0.0519426,0.0556489,0.0267019,0.030295,0.0358387,0.0326407,0.0120083,0.0262308,0.0228472,0,0.02427,0.0450947,0.0437351,0,0,0.034156,0,0,0.0318068,0.0794455,0.035997,0,0.0250712,0.0674252,0.0818811,0.0407435,0.0681821,0.0647936,0.0355925,0.0263589,0.0168894,0.00608606,0.0318525,0.051175,0.0516433,0.0168396,0.0196259,0.048835,0.0513628,0,0,0,0.0287197,0.0293872,0,0
396,0.0202737,0.0615435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159808,0,0.0235148,0.0605655,0,0,0.0163622,0,0,0.0436506,0.0511337,0.038957,0.0208212,0.067305,0.0491728,0.0623848,0.0843101,0.0592194,0.0516066,0.0554019,0.0264181,0.0301564,0.0364105,0.0330385,0.0119787,0.0265127,0.0231278,0,0.0241352,0.0441835,0.0432208,0,0,0.0339484,0,0,0.0316023,0.0801898,0.0352248,0.0204869,0.0264472,0.0658379,0.0807351,0.0402852,0.0677039,0.063607,0.0340869,0.0270346,0.0165952,0.00618292,0.0325597,0.0497331,0.051122,0.0164865,0.0195475,0.048778,0.0522595,0,0,0,0.0283642,0.0311463,0,0
397,0.0203049,0.061668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157638,0,0.0235266,0.0604982,0,0,0.0162438,0,0,0.0433709,0.0510501,0.0386931,0.0209166,0.066968,0.0492585,0.0621673,0.0841599,0.0591577,0.0516368,0.0554756,0.0265229,0.0302406,0.0366994,0.033406,0.0119178,0.0261415,0.0233583,0,0.0239382,0.0440192,0.043074,0,0,0.0334729,0,0,0.0313313,0.0803742,0.0343751,0.0201435,0.0265057,0.0657377,0.0796378,0.0399256,0.0675004,0.0634754,0.0338763,0.0271261,0.016799,0.00653458,0.0327604,0.0482186,0.0507739,0.0161797,0.0195143,0.0489157,0.052515,0,0,0,0.0282595,0.0309486,0,0
398,0.0204001,0.0617418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155739,0,0.0235873,0.0604268,0,0,0.0161091,0,0,0.0431585,0.050977,0.038567,0.0210315,0.0666434,0.0493966,0.0620094,0.0840775,0.0591018,0.051692,0.0555491,0.0266286,0.0302347,0.0369769,0.0336466,0.0118543,0.0258454,0.0234045,0,0.023895,0.0438932,0.0429358,0,0,0.0329946,0,0,0.0310596,0.0803772,0.0336711,0.0205123,0.0264864,0.0655043,0.0784553,0.0395314,0.0672359,0.0633831,0.0336684,0.0271613,0.0172919,0.00690508,0.0328764,0.0471183,0.0504411,0.0158971,0.0194977,0.0490912,0.0527817,0,0,0,0.0283576,0.030812,0,0
399,0.0205862,0.0617684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154004,0,0.0236431,0.0604016,0,0,0.0159839,0,0,0.0429634,0.0508922,0.0384571,0.021129,0.0664626,0.0495636,0.0618531,0.0840084,0.0590215,0.0518086,0.0556731,0.0267769,0.0301636,0.0372068,0.0336815,0.0118227,0.0255998,0.0232218,0,0.0239514,0.0437848,0.0428199,0,0,0.032595,0,0,0.0307906,0.0803125,0.0331294,0.020858,0.0263888,0.0652856,0.0773719,0.0390368,0.0669593,0.0632341,0.0335517,0.0271288,0.0180312,0.00723461,0.0330409,0.0465137,0.0500671,0.0155259,0.0194575,0.0493001,0.0530409,0,0,0,0.0283233,0.0306617,0,0
400,0.0208218,0.0617675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015264,0,0.0237025,0.0603414,0,0,0.0158862,0,0,0.0426092,0.0507502,0.0383265,0.0212953,0.066248,0.0496577,0.0617286,0.0839261,0.0589047,0.0519682,0.0558329,0.0269552,0.0301819,0.0373632,0.0339026,0.0117406,0.0253569,0.0230505,0,0.0239644,0.0437092,0.0427207,0,0,0.0321912,0,0,0.0305019,0.0804408,0.0327673,0.0207921,0.0261439,0.0651076,0.0761769,0.0386291,0.0667343,0.0631378,0.0335369,0.0270081,0.0187139,0.00757712,0.0332203,0.0462353,0.0496453,0.0151253,0.0194027,0.0496292,0.0532294,0,0,0,0.0279955,0.0304654,0,0
401,0.0210784,0.0618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151972,0,0.0237846,0.0602606,0,0,0.0158873,0,0,0.0422787,0.0504599,0.038214,0.0215145,0.065998,0.0497126,0.061579,0.0838453,0.058802,0.0521402,0.0560009,0.0271757,0.0302993,0.0374156,0.0342457,0.0116502,0.0251204,0.0229556,0,0.0238724,0.0436915,0.0425636,0,0,0.0317727,0,0,0.0301702,0.080627,0.0324709,0.0205609,0.0260501,0.0648943,0.0749001,0.0382948,0.0665606,0.0630856,0.0335347,0.0269464,0.0192836,0.00807581,0.0334648,0.0458836,0.0492854,0.0146032,0.0194723,0.0498728,0.053371,0,0,0,0.0278007,0.0302433,0,0
402,0.0212266,0.0619539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155842,0,0.0237237,0.0601042,0,0,0.0161887,0,0,0.0419584,0.0504033,0.037945,0.0214488,0.0656441,0.0498143,0.0614856,0.0839071,0.0587416,0.0523929,0.0562285,0.0273945,0.0305967,0.0368116,0.0342897,0.0118943,0.0246075,0.0228423,0,0.0237695,0.0436772,0.0424104,0,0,0.0318502,0,0,0.029897,0.0806922,0.0323305,0.0202005,0.025855,0.0647982,0.073615,0.038089,0.0664933,0.0631341,0.0336052,0.0269468,0.0197508,0.00833587,0.033692,0.0456249,0.0491979,0.0149206,0.0181221,0.050171,0.0533996,0,0,0,0.0280518,0.029957,0,0
403,0.0217569,0.0617662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176943,0,0.0234908,0.055676,0,0,0.0163426,0,0,0.0419507,0,0.0346319,0.0226173,0.0654343,0.0507335,0.0618119,0.0830887,0.0570517,0.0543891,0.0582208,0.0291472,0.0322792,0.0314642,0.0343847,0.0117809,0.0247237,0.022472,0,0.024833,0.0455264,0.0420656,0,0,0.031372,0,0,0.0295278,0.0789151,0.0336529,0.020508,0.0252688,0.0639604,0.07243,0.0372845,0.0666967,0.0634188,0.0330323,0.0267647,0.0200303,0.00878501,0.0335124,0.0475204,0.0488276,0.014021,0.0187118,0.0501064,0.054164,0,0,0,0.0306838,0.026793,0,0
404,0.0219413,0.0616955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178241,0,0.0236437,0.0557299,0,0,0.0161903,0,0,0.0417383,0,0.0345847,0.0228496,0.064928,0.0507862,0.0618734,0.0829292,0.0567805,0.0546435,0.058461,0.0293694,0.0324721,0.0312244,0.0346448,0.0117204,0.0244824,0.0229,0,0.0253285,0.0453066,0.0418068,0,0,0.0311181,0,0,0.0288931,0.0790991,0.0334237,0.0202138,0.0251817,0.0638059,0.0713255,0.0369771,0.0664739,0.0634266,0.0332724,0.0267897,0.0204436,0.00918298,0.0336119,0.0463444,0.0485411,0.0136033,0.0188192,0.0502651,0.054161,0,0,0,0.0308577,0.0265686,0,0
405,0.0221172,0.0616163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179533,0,0.0238028,0.0557724,0,0,0.015971,0,0,0.0415568,0,0.0345206,0.0231271,0.0644024,0.0508237,0.061982,0.0827203,0.0565561,0.0549003,0.0587268,0.029625,0.0326185,0.0310295,0.0350101,0.0117416,0.0242447,0.0232661,0,0.0255394,0.0450623,0.0415184,0,0,0.0306561,0,0,0.028178,0.0791649,0.0330298,0.0198373,0.0250766,0.0636523,0.0700259,0.036714,0.0662904,0.0635424,0.0334865,0.0268694,0.0207687,0.00947999,0.0336974,0.0449936,0.0480964,0.0131865,0.0187788,0.0504422,0.0540758,0,0,0,0.0310557,0.0263002,0,0
406,0.0221237,0.0617984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160424,0,0.0241969,0.0604804,0,0,0.0154369,0,0,0.0412206,0.0527874,0.0378025,0.0221854,0.0635702,0.0498083,0.061384,0.0833507,0.0578352,0.0532933,0.0571028,0.0282324,0.0312031,0.0358504,0.0353597,0.0117477,0.0236843,0.024868,0,0.0259191,0.0427711,0.0413516,0,0,0.0301093,0,0,0.02716,0.0813203,0.0320741,0.0190716,0.0254602,0.0639849,0.0687065,0.036889,0.0654839,0.0633112,0.0346279,0.0270481,0.021624,0.00987155,0.0338935,0.0399566,0.0476733,0.0127046,0.0185187,0.0509328,0.0532554,0,0,0,0.0286041,0.0291983,0,0
407,0.022718,0.06142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154531,0,0.0246711,0.0607441,0,0,0.015401,0,0,0.0411799,0.0524797,0.0383667,0.0227935,0.0631123,0.0493672,0.0606561,0.082866,0.0576486,0.0533757,0.0571926,0.0284382,0.0310462,0.0365388,0.0355432,0.0117147,0.0235836,0.0254053,0,0.0258235,0.0426523,0.0409327,0,0,0.025981,0,0,0.0182023,0.0815604,0.0312495,0.0188189,0.0253498,0.0636409,0.0660236,0.0365525,0.0651638,0.0633739,0.0349104,0.0273209,0.0218289,0.0102138,0.0342494,0.0382682,0.0454884,0,0.0176735,0.0509119,0.0533893,0,0,0,0.0288104,0.0292267,0,0
408,0.0231356,0.0614204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157392,0,0.0248228,0.06066,0,0,0.0153132,0,0,0.0411004,0.0521437,0.0382783,0.0230707,0.0626371,0.0491931,0.0602804,0.0825872,0.0572611,0.0536764,0.0574319,0.0287402,0.0312469,0.0360083,0.0361651,0.011736,0.0233865,0.0261391,0,0.0257536,0.0425183,0.0406194,0,0,0.0259058,0,0,0.0173288,0.0813784,0.0303762,0.0185863,0.0252858,0.0633393,0.0646423,0.0361809,0.0648705,0.0634383,0.0352064,0.0275413,0.0222105,0.0105941,0.0346171,0.0367417,0.0451709,0,0.0173133,0.0511899,0.0533423,0,0,0,0.0289563,0.0290359,0,0
409,0.0224089,0.0625363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157388,0,0.025142,0.059174,0,0,0.0137278,0,0,0.0398954,0.0514971,0.0374318,0.0242442,0.0660175,0.0441905,0.0589688,0.0813299,0.056176,0.0543731,0.058206,0.0296384,0.0314677,0.0351317,0.0372621,0.0118022,0.0211952,0.0275237,0,0.0255998,0.0408754,0.0415855,0,0,0.0250191,0,0,0.0162934,0.0813972,0.0297092,0.0223146,0.0244058,0,0.0628989,0.036724,0.0649427,0.0642453,0.0368893,0.0272523,0.0228051,0.0109243,0.0345924,0.0340902,0.0459361,0,0.0166356,0.0504823,0.0522015,0,0,0,0.0281304,0.0291965,0,0
410,0.0228061,0.0624647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159247,0,0.0253224,0.0589293,0,0,0.0133614,0,0,0.0400418,0.0516269,0.0373223,0.0246558,0.065628,0.0440765,0.0587259,0.0808743,0.055852,0.0546692,0.0584621,0.0299581,0.0317091,0.0346442,0.0378573,0.0118588,0.0210872,0.0280835,0,0.0256431,0.0405673,0.0413922,0,0,0.0247965,0,0,0.0157311,0.0814027,0.0289303,0.0220749,0.0244431,0,0.0613557,0.0364527,0.0646618,0.0644105,0.0372875,0.0273836,0.0232972,0.0113017,0.0348676,0.0325408,0.0459354,0,0.0162676,0.0505196,0.0520896,0,0,0,0.0279903,0.0290294,0,0
411,0.023196,0.0622989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161137,0,0.0255319,0.0588173,0,0,0.0131415,0,0,0.0400631,0.0516187,0.0372528,0.0250514,0.0650857,0.0440678,0.0583441,0.0803895,0.0556866,0.054904,0.0586353,0.0302169,0.0318527,0.0341373,0.0382019,0.0119396,0.0209817,0.0286332,0,0.0256321,0.0403729,0.0411956,0,0,0.0245398,0,0,0.0155985,0.0814731,0.0282181,0.0218876,0.0244745,0,0.0595802,0.0360708,0.064219,0.0644816,0.0375866,0.0274549,0.0238306,0.0117225,0.0352165,0.0310189,0.0461721,0,0.016166,0.0504407,0.0520214,0,0,0,0.0278203,0.0288401,0,0
412,0.0238241,0.0615597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016042,0,0.0257449,0.0586573,0,0,0.0125917,0,0,0.0401857,0.0515178,0.037599,0.025265,0.0652612,0.0433305,0.0582875,0.0801525,0.0557343,0.0548521,0.058484,0.0301905,0.0317925,0.0341823,0.0383947,0.0113785,0.0214915,0.0290722,0,0.0255783,0.0403649,0.0411473,0,0,0.00916746,0,0,0.0212469,0.0813234,0.0277861,0.0215209,0.0243914,0,0.0536183,0.035571,0.063709,0.0645102,0.037858,0.0274484,0.024352,0.01205,0.0355829,0.0299068,0.0526317,0,0.0253239,0.0497161,0.0522268,0,0,0,0.0277702,0.0291542,0,0
413,0.0243492,0.0614105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163813,0,0.0259091,0.0587153,0,0,0.0124933,0,0,0.0401495,0.0514409,0.0374316,0.0256612,0.0645688,0.04329,0.0578281,0.0796568,0.0553819,0.0551249,0.0587237,0.0304785,0.0319373,0.0334478,0.039004,0.0115047,0.0213111,0.0298518,0,0.025342,0.040105,0.0411911,0,0,0.00916236,0,0,0.0204647,0.0814423,0.0271054,0.0215046,0.0246845,0,0.0520426,0.0349453,0.0629985,0.0643112,0.0379865,0.0275507,0.0248528,0.0124646,0.0358304,0.0282993,0.0526725,0,0.0245377,0.0499204,0.0521177,0,0,0,0.0275259,0.0288952,0,0
414,0.0247116,0.0615892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167285,0,0.0254295,0.059713,0,0,0.0122596,0,0,0.0398861,0.0494274,0.0379738,0.0251491,0.0658849,0.0426724,0.0577417,0.0802822,0.0568093,0.0536948,0.056961,0.0291528,0.0311435,0.0332673,0.0399862,0.0116062,0.020817,0.0310646,0,0.0252496,0.039752,0.041492,0,0,0.00965969,0,0,0.0198311,0.0823732,0.0260948,0.0203909,0.0261065,0,0.0492882,0.034436,0.0619988,0.063519,0.0376879,0.0280647,0.02527,0.0129411,0.0362873,0.0258846,0.0534333,0,0.0237036,0.049815,0.0519232,0,0,0,0.0273111,0,0,0
415,0.0249286,0.0620085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163231,0,0.0258308,0.0599483,0,0,0.011744,0,0,0.0398496,0.0493678,0.0383883,0.0259783,0.0650523,0.0429594,0.0571516,0.0794435,0.0564946,0.053788,0.0569186,0.0293469,0.0310136,0.0334825,0.0408347,0.0112675,0.0210716,0.0320961,0,0.02503,0.0394966,0.0418107,0,0,0.0151115,0,0,0.0272141,0.0825062,0.0256392,0.0206117,0.0263444,0,0.0527742,0.0338481,0.0613605,0.063276,0.0376438,0.0282379,0.0254786,0.0131235,0.0363696,0.0240921,0.0511384,0.0101763,0.017274,0.0504231,0.0515506,0,0,0,0.0271835,0,0,0
416,0.0262819,0.0606262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165426,0,0.0267758,0.0591392,0,0,0.0118171,0,0,0.0399869,0.0515354,0.0378587,0.0274078,0.062323,0.0438351,0.0562305,0.077624,0.0545166,0.0556644,0.0589851,0.0311532,0.0320064,0.032476,0.0408551,0.0113173,0.0213376,0.032748,0,0.0246061,0.0394101,0.0416394,0,0,0.0202928,0,0,0.0188836,0.0816858,0.0255619,0.0214645,0.025406,0,0.033201,0.0332152,0.0611348,0.0636212,0.0378206,0.0279866,0.0255836,0.0131902,0.0362202,0.0229904,0.0585541,0,0.0242707,0.0499677,0.0523136,0,0,0,0.0273162,0.0280835,0,0
417,0.0258178,0.0614504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166157,0,0.0269734,0.0591303,0,0,0.0118337,0,0,0.0399488,0.0517891,0.0380839,0.0277315,0.0622426,0.0438697,0.0560182,0.0772689,0.0544798,0.0556497,0.0591126,0.0311551,0.0319857,0.0322921,0.041194,0.0113333,0.0212886,0.033636,0,0.0244637,0.0393564,0.0419315,0,0,0.0149236,0,0,0.0272776,0.0815215,0.0253744,0.0212216,0.0251743,0,0.0505294,0.0331322,0.0608037,0.0636651,0.0379098,0.0279525,0.0256422,0.013398,0.036339,0.0215745,0.0515003,0.00984109,0.0179607,0.0505232,0.0518429,0,0,0,0.0274202,0.0281752,0,0
418,0.0272103,0.0602175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167095,0,0.0272771,0.0590769,0,0,0.0118183,0,0,0.0398913,0.0522184,0.0378502,0.0283264,0.0616801,0.0440539,0.0553662,0.0765074,0.0540147,0.0559639,0.0597295,0.0315204,0.0321228,0.0318475,0.0414971,0.0113574,0.0212692,0.0344845,0,0.0245903,0.0389097,0.0414498,0,0,0.018918,0,0,0.0187804,0.0817418,0.0250279,0.0213725,0.0251566,0,0.0315283,0.0329618,0.0602913,0.0635112,0.0381858,0.0280754,0.0258136,0.0139012,0.0365019,0.0200219,0.0577492,0,0.0226867,0.0496701,0.0526648,0,0,0,0.0272358,0.0279163,0,0
419,0.0264158,0.0610222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168799,0,0.0274063,0.0590712,0,0,0.0117834,0,0,0.0399246,0.0523767,0.0381175,0.0285342,0.0618597,0.0441925,0.0553574,0.0762608,0.054089,0.0557416,0.0594106,0.0312995,0.0318593,0.0317592,0.0414845,0.0113463,0.0213778,0.0347524,0,0.024533,0.0390639,0.0419579,0,0,0.0151652,0,0,0.0269811,0.0813948,0.0248775,0.0211532,0.0248889,0,0.0480977,0.0329716,0.0601103,0.063727,0.0385903,0.028075,0.0261254,0.0142785,0.0364695,0.0191528,0.0519797,0.00968601,0.0177939,0.0502036,0.0519064,0,0,0,0.027468,0.0281451,0,0
420,0.0283031,0.0593952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170461,0,0.027683,0.0590805,0,0,0.0118374,0,0,0.0399018,0.0522895,0.0379471,0.0291833,0.0611353,0.0442678,0.0547457,0.0754438,0.0536818,0.0559924,0.0596277,0.0315986,0.0317835,0.0312549,0.0415306,0.0113637,0.0214643,0.0350335,0,0.0245562,0.0387413,0.0412161,0,0,0.0169612,0,0,0.0145981,0.081453,0.0243313,0.0215654,0.0250895,0,0.029656,0.0329891,0.0597267,0.0637867,0.0390691,0.0282653,0.0267537,0.0146605,0.0366539,0.0178665,0.0582419,0,0.0259369,0.0491529,0.0528466,0,0,0,0.0273684,0.0277609,0,0
421,0.028115,0.0592827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017462,0,0.0277438,0.0588246,0,0,0.0116849,0,0,0.0399713,0.0524859,0.0377626,0.0293718,0.0612098,0.0444099,0.0545826,0.0751656,0.0536104,0.0561221,0.0596959,0.0317053,0.0318248,0.0306111,0.0416852,0.0114317,0.0215896,0.035348,0,0.0244884,0.0386952,0.041234,0,0,0.0188318,0,0,0.017795,0.0812508,0.0238379,0.0215854,0.0252086,0,0.029135,0.0330526,0.0594775,0.0639963,0.0395926,0.028367,0.0273828,0.0149781,0.0367739,0.0168417,0.0582429,0,0.0215409,0.0490853,0.0525357,0,0,0,0.0273637,0.0277513,0,0
422,0.0282464,0.0590685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176424,0,0.0278678,0.0586045,0,0,0.0116844,0,0,0.0400269,0.0529925,0.0376664,0.0296846,0.0611027,0.0445354,0.0543559,0.074814,0.0534823,0.0561823,0.0597379,0.0317936,0.031859,0.0302265,0.0418925,0.0114372,0.0216908,0.0361003,0,0.0245065,0.0387632,0.0410504,0,0,0.0189088,0,0,0.0173359,0.0811642,0.0233165,0.0217755,0.0253208,0,0.0286115,0.033107,0.0591484,0.0641714,0.0401597,0.0284781,0.0278462,0.0152952,0.0370244,0.0157458,0.0584411,0,0.0223637,0.0489478,0.0524128,0,0,0,0.0272419,0.0277623,0,0
