Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LILC,,x77
347,0.0228406,0.0593548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350115,0,0.0167322,0.0379073,0,0,0.00731152,0,0,0.0405962,0.0534034,0.0287515,0.0196185,0.0659859,0.0432053,0.0639339,0.0884955,0.0640143,0.0578091,0.0612066,0.0342046,0.0363953,0.00920292,0.0428277,0.0115796,0.0209208,0.0310166,0,0.0227093,0.0518259,0.0478261,0,0,0.0317802,0,0,0.0167216,0.0821664,0.0192258,0.0191316,0.0258617,0.0487769,0.0500365,0.0254385,0.0496526,0.0589364,0.0372979,0.0284649,0.0277337,0.0169333,0.0368532,0.0142052,0.04311,0,0.012923,0.0502685,0.0458498,0,0,0,0.0278993,0.032073,0,0
348,0.0226456,0.0590572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356812,0,0.0157792,0.038433,0,0,0.0072666,0,0,0.0405626,0.0528701,0.0279346,0.0193079,0.0666523,0.0429357,0.0641909,0.088395,0.0635455,0.0573261,0.0606222,0.033461,0.0363224,0.00924338,0.0425605,0.011594,0.0209922,0.0309099,0,0.022171,0.0513338,0.0481866,0,0,0.0322162,0,0,0.0168713,0.0824975,0.0194106,0.0189189,0.0258075,0.0487725,0.0514274,0.0254387,0.0499458,0.0590954,0.037307,0.0280888,0.0279031,0.0171049,0.0363868,0.0146083,0.0428023,0,0.0129167,0.0502603,0.0459527,0,0,0,0.0280708,0.0326906,0,0
349,0.02241,0.05869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370174,0,0.0157911,0.0389252,0,0,0.00725616,0,0,0.0405738,0.0527689,0.0282285,0.0186996,0.0673937,0.0426832,0.0648872,0.0884816,0.0629144,0.056999,0.060005,0.0328409,0.0365723,0.00976436,0.0422499,0.0115473,0.0211318,0.0306204,0,0.0217029,0.0508056,0.0485258,0,0,0.0326346,0,0,0.017153,0.0827083,0.0197831,0.0187601,0.0257629,0.0489893,0.0528007,0.0252626,0.0502827,0.0593776,0.0369723,0.0276103,0.028304,0.0172291,0.0360932,0.0150151,0.0423938,0,0.0130209,0.0501497,0.046198,0,0,0,0.0282931,0.0331955,0,0
350,0.022135,0.0586985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387112,0,0.0168866,0.0394721,0,0,0.00733507,0,0,0.0406882,0.0527361,0.0283731,0.0183162,0.0682563,0.042515,0.0659082,0.0886987,0.0623275,0.0568488,0.0596731,0.0323556,0.0369372,0.0101848,0.0419814,0.0116125,0.0212371,0.0300163,0,0.0212597,0.0503049,0.0487653,0,0,0.0330393,0,0,0.0174938,0.0822084,0.0202604,0.0187041,0.0255683,0.0493384,0.0543914,0.025357,0.0506899,0.0596738,0.0371364,0.0270878,0.0290277,0.0172757,0.0359919,0.0155401,0.042291,0,0.0131792,0.0500189,0.0464436,0,0,0,0.0286372,0.0336909,0,0
351,0.0218649,0.0587972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402045,0,0.0176594,0.0403803,0,0,0.0074674,0,0,0.0408935,0.051907,0.0266035,0.0182717,0.0692209,0.0424218,0.0667842,0.0888063,0.061924,0.0568698,0.059847,0.0319951,0.0369048,0.00999598,0.0417739,0.0117895,0.0213358,0.0288153,0,0.0207958,0.0498541,0.048934,0,0,0.033437,0,0,0.0176908,0.0818435,0.0207811,0.0187669,0.0252092,0.0495394,0.0560778,0.0256256,0.0511847,0.0599306,0.0372155,0.0267586,0.0292739,0.0173315,0.0357327,0.0161887,0.0425089,0,0.0132304,0.0499798,0.0465959,0,0,0,0.0290603,0.0342843,0,0
352,0.0216119,0.0589955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407277,0,0.0173295,0.0414444,0,0,0.00767845,0,0,0.0411236,0.0515754,0.0245138,0.0187135,0.0701389,0.0423158,0.0666621,0.088097,0.0615168,0.0571364,0.0603543,0.0319762,0.0364312,0.00908167,0.0416327,0.0120873,0.0213862,0.027451,0,0.02043,0.04935,0.0490778,0,0,0.0337496,0,0,0.0177318,0.0819398,0.0211087,0.0189409,0.0249309,0.0497275,0.0577485,0.0260152,0.0517703,0.060452,0.0374776,0.0264469,0.0295832,0.0174967,0.0353197,0.0171895,0.0429385,0,0.0131999,0.0500313,0.0466719,0,0,0,0.028908,0.0350563,0,0
353,0.0213854,0.0593721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406603,0,0.0164344,0.0424206,0,0,0.00788064,0,0,0.0412768,0.0517676,0.0230107,0.0195578,0.070923,0.0421907,0.0656855,0.0866181,0.0609933,0.0570835,0.0605438,0.0319876,0.0355947,0.00723513,0.0415367,0.0123413,0.0214684,0.0261975,0,0.0200325,0.0486906,0.0491776,0,0,0.0339291,0,0,0.0177222,0.0822676,0.0213207,0.0190123,0.0248062,0.0500432,0.0594728,0.026517,0.0523672,0.0609772,0.0376406,0.02606,0.0299082,0.0178531,0.0348504,0.0188232,0.0434956,0,0.0131915,0.0501311,0.0467748,0,0,0,0.0280834,0.0358605,0,0
354,0.0212127,0.0597827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040412,0,0.0159526,0.0430181,0,0,0.00808874,0,0,0.0414804,0.0519191,0.0220232,0.020568,0.0714943,0.042211,0.0646709,0.0852001,0.0605522,0.0565511,0.0601835,0.0315331,0.0346674,0.00530049,0.0413961,0.0125921,0.0215678,0.0251095,0,0.0195407,0.0480603,0.0493025,0,0,0.0341211,0,0,0.0177097,0.0824208,0.0214259,0.018894,0.0245279,0.0505021,0.0612462,0.0271822,0.0529572,0.0614301,0.0374424,0.0256825,0.0300056,0.0181927,0.0342606,0.0211711,0.043925,0,0.0132101,0.0501623,0.0470221,0,0,0,0.0267085,0.0364901,0,0
355,0.0211476,0.060132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401213,0,0.0161945,0.042959,0,0,0.00850669,0,0,0.0416968,0.0518773,0.021538,0.0209758,0.0718847,0.0423362,0.0639531,0.0844855,0.0603118,0.0559244,0.0596403,0.0309082,0.0340483,0.00458352,0.0410611,0.0125824,0.0218161,0.0243231,0,0.0190403,0.0477522,0.0494412,0,0,0.0343351,0,0,0.0176733,0.0821742,0.0215871,0.0186855,0.0241381,0.0511081,0.0629999,0.0277842,0.0535486,0.0618157,0.0370062,0.0252559,0.0298446,0.0186365,0.0335021,0.0242136,0.0442124,0,0.0132443,0.0501307,0.0474201,0,0,0,0.0248534,0.0368438,0,0
356,0.0209964,0.060305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396816,0,0.0161854,0.0423752,0,0,0.00904838,0,0,0.0419586,0.0516197,0.0219758,0.0205367,0.0720835,0.0425952,0.0632571,0.084272,0.059962,0.0556267,0.0593221,0.0304593,0.0339568,0.00493241,0.0405643,0.0125016,0.0221743,0.0238257,0,0.0185089,0.0477839,0.0496069,0,0,0.0346143,0,0,0.0176635,0.0804807,0.0218374,0.0183725,0.0236454,0.0518555,0.0649973,0.0280056,0.0541887,0.0621033,0.0368759,0.0248966,0.0295955,0.0185872,0.0324699,0.0279974,0.0446397,0,0.0132759,0.050093,0.0480428,0,0,0,0.0226985,0.0369564,0,0
357,0.0208512,0.060251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039219,0,0.015579,0.0414049,0,0,0.00913928,0,0,0.0422263,0.0511291,0.023386,0.0199341,0.0720326,0.0429028,0.0625144,0.084171,0.0595646,0.0556959,0.0592415,0.03026,0.0343249,0.00592493,0.0399854,0.0118707,0.0231482,0.0236004,0,0.0181484,0.0482328,0.049835,0,0,0.0349036,0,0,0.0175922,0.0789716,0.0225257,0.0177836,0.0232188,0.0527168,0.0672501,0.0283853,0.0550566,0.0624699,0.036493,0.0245284,0.0292795,0.0183637,0.0314782,0.0324657,0.045309,0,0.0134135,0.0499775,0.0488864,0,0,0,0.0211035,0.0369681,0,0
358,0.0206499,0.060002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384077,0,0.0153788,0.0406739,0,0,0.00885996,0,0,0.042444,0.0506611,0.0250561,0.0196082,0.0717907,0.0431594,0.0621691,0.0840434,0.0592835,0.0557928,0.0591227,0.030063,0.0346413,0.00725306,0.0394187,0.0110976,0.0243043,0.0239225,0,0.017957,0.0487648,0.0500879,0,0,0.0353376,0,0,0.017875,0.0779885,0.0231997,0.017268,0.0228406,0.053582,0.0692544,0.0292821,0.0561826,0.0630621,0.0362753,0.0243098,0.0289801,0.0180835,0.0306501,0.0370321,0.0461403,0,0.0135075,0.0492257,0.0496169,0,0,0,0.0205747,0.0370647,0,0
359,0.0207282,0.0594175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376257,0,0.0157285,0.0396112,0,0,0.00977696,0,0,0.0427351,0.0508404,0.0262748,0.0194291,0.0719771,0.0443282,0.0620788,0.0840013,0.058958,0.055854,0.0590657,0.0298052,0.0348253,0.00822314,0.038651,0.0115366,0.0245879,0.0283298,0,0.0158127,0.0486988,0.0502397,0,0,0.0360357,0,0,0.0182703,0.0751185,0.0269374,0.016253,0.0238484,0.0538482,0.0713663,0.0294021,0.05946,0.0646373,0.0355727,0.0213544,0.0324784,0.0185729,0.0276392,0.0369046,0.0469783,0,0.0137796,0.0484995,0.0508735,0,0,0,0.0207871,0.0375349,0,0
360,0.0201258,0.0590619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370715,0,0.0162927,0.0394109,0,0,0.0106037,0,0,0.0432234,0.0507785,0.0272648,0.0189023,0.0724834,0.0442684,0.062625,0.0845176,0.0591268,0.0552974,0.0584879,0.0291234,0.0346289,0.0087927,0.0376213,0.0111323,0.0255892,0.0264605,0,0.01611,0.0486572,0.0507263,0,0,0.030938,0,0,0.0373944,0.074706,0.0269658,0.0150428,0.0230631,0.0546342,0.0741485,0.0306381,0.0608901,0.0657393,0.035942,0.0213157,0.0323139,0.0186631,0.027007,0.0412469,0.0505214,0.0225829,0.0167284,0.0475866,0.0513964,0,0,0,0.0215095,0.0380416,0,0
361,0.0194567,0.0595815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365344,0,0.0167293,0.0396796,0,0,0.011645,0,0,0.0438135,0.0502082,0.0279699,0.0189138,0.0721704,0.0449251,0.063211,0.0849668,0.0588831,0.0548954,0.0582614,0.0288226,0.0344943,0.00880778,0.0373173,0.0120582,0.0257461,0.0238665,0,0.0164839,0.0484049,0.0510685,0,0,0.039201,0,0,0.0298768,0.0745063,0.0267881,0.0144479,0.0223742,0.0550412,0.0756451,0.0318843,0.0622515,0.0667778,0.0362848,0.0211324,0.0320368,0.0185,0.026431,0.0451267,0.0524413,0.0224415,0.0164314,0.0470577,0.0516656,0,0,0,0.0217748,0.0382421,0,0
362,0.019316,0.0597004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359715,0,0.0169947,0.0403203,0,0,0.0120132,0,0,0.044541,0.0496335,0.0284637,0.0191474,0.0719243,0.0454895,0.0636897,0.0852401,0.0585338,0.0545063,0.0581487,0.0285798,0.034161,0.00847436,0.0372987,0.0136428,0.0258437,0.021261,0,0.0169935,0.0480112,0.051212,0,0,0.0395074,0,0,0.0298704,0.0742583,0.0264761,0.0137909,0.0217128,0.0556147,0.0768349,0.0332311,0.0636828,0.0678929,0.037006,0.0207962,0.0315385,0.0181628,0.0259928,0.0486112,0.052831,0.0219227,0.0165412,0.0463285,0.0518552,0,0,0,0.021863,0.0384744,0,0
363,0.0192815,0.0594683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354648,0,0.0172833,0.0415568,0,0,0.0125633,0,0,0.0449819,0.0496451,0.0287041,0.0193827,0.0716988,0.0460132,0.0639465,0.0853333,0.0582342,0.0543736,0.0581324,0.0284764,0.0339246,0.00868761,0.0371595,0.0143156,0.0261501,0.0191347,0,0.0180241,0.0471849,0.0512485,0,0,0.039582,0,0,0.0296908,0.074346,0.0268484,0.0131075,0.0212777,0.0561737,0.0780096,0.0344381,0.0651042,0.0690657,0.0378191,0.0207369,0.0306058,0.017611,0.0257891,0.0523567,0.053174,0.0217518,0.01646,0.0460256,0.0519395,0,0,0,0.0223487,0.0388631,0,0
364,0.0189693,0.0593944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351753,0,0.0176469,0.0432972,0,0,0.0125969,0,0,0.0452057,0.05047,0.0289195,0.0193059,0.0712996,0.0458083,0.0643081,0.0856309,0.0581281,0.0543207,0.0580189,0.0283496,0.0339271,0.00967324,0.0372103,0.0148412,0.0261134,0.0196983,0,0.0205407,0.0463515,0.0513113,0,0,0.039373,0,0,0.0294024,0.0768026,0.0284014,0.0133442,0.0196764,0.0570696,0.0787248,0.0356757,0.0642386,0.0689074,0.0387382,0.0229745,0.0258617,0.015926,0.0275547,0.0626179,0.0533405,0.0216202,0.0164046,0.0463298,0.0515301,0,0,0,0.0235257,0.0386533,0,0
365,0.0195088,0.0582609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365085,0,0.0172675,0.0407319,0,0,0.00938368,0,0,0.0345645,0,0.0267459,0.0209161,0.0714232,0.0422239,0.0647707,0.0848689,0.0562155,0.0561011,0.0597638,0.0299014,0.0352193,0.00801143,0.0368992,0,0.0318832,0.0221406,0,0.0217692,0.0472929,0.0513504,0,0,0.0396472,0,0,0.0295062,0.0753058,0.0315797,0.0126179,0.020477,0.0570852,0.0798679,0.0353614,0.0650167,0.0690018,0.0380642,0.0230021,0.0242672,0.0147842,0.0275161,0.0708213,0.0532871,0.0216711,0.0168084,0.0454335,0.0527067,0,0,0,0.0266554,0.0356674,0,0
366,0.0197718,0.0582861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287757,0,0.0194467,0.0481153,0,0,0.0087007,0,0,0.0343485,0.0517181,0.0327875,0.0211573,0.0723751,0.0410773,0.064493,0.0836273,0.0578135,0.0545129,0.0585205,0.0295835,0.0327479,0.019124,0.0372027,0,0.0316098,0.0241214,0,0.0228126,0.0439573,0.0513047,0,0,0.0320345,0,0,0.0369675,0.0777208,0.033212,0.0131364,0.020349,0.0581122,0.0800304,0.0366868,0.0659699,0.0699279,0.0388421,0.023175,0.0238732,0.01414,0.0276994,0.0754409,0.0515232,0.0209543,0.017102,0.0450719,0.0524459,0,0,0,0.02687,0.0404529,0,0
367,0.0189218,0.0597072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326442,0,0.0175203,0.049366,0,0,0.0139115,0,0,0.045637,0.0529534,0.0321334,0.0194757,0.071704,0.0455928,0.0637331,0.0853174,0.0575035,0.055138,0.0585526,0.0292855,0.0346116,0.0146919,0.0367693,0.0145373,0.0263167,0.0207161,0,0.0284796,0.0415895,0.0519996,0,0,0.0386488,0,0,0.02966,0.0774585,0.0412248,0.014493,0.0215413,0.0595179,0.0817348,0.0373634,0.0679752,0.0716902,0.0394108,0.0206564,0.0274077,0.0148182,0.0259696,0.0701317,0.0535513,0.0201543,0.0155523,0.046123,0.0522616,0,0,0,0.0258394,0.0380811,0,0
368,0.0190388,0.0595044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319867,0,0.0177766,0.0508191,0,0,0.0136353,0,0,0.0455839,0.0534018,0.0322664,0.0193881,0.0721092,0.0453916,0.0635505,0.0852713,0.0575122,0.0550632,0.0584128,0.0291803,0.0346014,0.0154864,0.0367427,0.0148445,0.0264677,0.0215491,0,0.0295912,0.0407642,0.0519424,0,0,0.0386165,0,0,0.0296011,0.0780937,0.0437135,0.0145105,0.0224369,0.0599044,0.0822178,0.0373404,0.0682145,0.0716249,0.0389911,0.0209663,0.0264107,0.0140624,0.0269444,0.0712169,0.0536036,0.0202209,0.015672,0.0459528,0.0527233,0,0,0,0.0265231,0.0378381,0,0
369,0.0190872,0.0591326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318437,0,0.0178956,0.0517629,0,0,0.0132964,0,0,0.0453665,0.0535195,0.0322699,0.0193253,0.0723324,0.0452398,0.0635525,0.0854025,0.0575316,0.0549943,0.0582704,0.0289912,0.0346199,0.0156634,0.0363969,0.0145832,0.02664,0.0210021,0,0.0293165,0.0402725,0.0519326,0,0,0.0385448,0,0,0.0297219,0.0784507,0.0435608,0.0143615,0.0231185,0.0601955,0.0823722,0.0371663,0.0681167,0.071339,0.0385633,0.0215822,0.0250321,0.0133045,0.0271513,0.0696727,0.0535622,0.0202433,0.0157846,0.0459989,0.0531144,0,0,0,0.0270873,0.0374121,0,0
370,0.0193585,0.0586696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330455,0,0.017205,0.0480553,0,0,0.0133246,0,0,0.0454689,0,0.0296206,0.0210103,0.072003,0.0455526,0.0637069,0.0844254,0.0557313,0.0568262,0.0600618,0.0304676,0.0358205,0.0132342,0.0358384,0.0139438,0.027159,0.0206845,0,0.0287516,0.0422574,0.0518954,0,0,0.0384951,0,0,0.0300181,0.0762308,0.0429423,0.014403,0.0238277,0.0600116,0.0826576,0.0367371,0.068038,0.0707603,0.0375585,0.0222257,0.0233635,0.012551,0.0276874,0.0676324,0.0535337,0.0199637,0.0155105,0.0460351,0.0539015,0,0,0,0.0293326,0.0337516,0,0
371,0.0196585,0.0585856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337817,0,0.0183455,0.048052,0,0,0.0128344,0,0,0.0452224,0,0.0304428,0.0204857,0.0722602,0.0453949,0.0642402,0.0849054,0.0562235,0.0560324,0.0593011,0.0296772,0.0350979,0.0123918,0.035888,0.0136773,0.0276693,0.0234331,0,0.0247369,0.0431665,0.0515495,0,0,0.0387265,0,0,0.0294277,0.0768084,0.0366371,0.0137135,0.0242321,0.0597107,0.0825097,0.0363767,0.0665721,0.0686633,0.0355947,0.025436,0.0184459,0.0101861,0.0301601,0.0721423,0.0533922,0.0202274,0.0160536,0.046016,0.0543724,0,0,0,0.0297897,0.0343598,0,0
372,0.0195456,0.0588005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324577,0,0.0189862,0.0485141,0,0,0.0127664,0,0,0.0450219,0,0.0306965,0.0204101,0.0717095,0.0450961,0.0641959,0.0846897,0.0564304,0.0557489,0.0590565,0.0294616,0.0346439,0.0135613,0.0354347,0.0130718,0.0278211,0.0204218,0,0.0247801,0.0433624,0.0515312,0,0,0.038771,0,0,0.0295282,0.0769777,0.0348773,0.0141195,0.024658,0.0597401,0.0827087,0.0365357,0.0665809,0.0683147,0.0352023,0.0253905,0.0180998,0.00969548,0.0304053,0.0659554,0.0533747,0.0198253,0.015992,0.046207,0.0545833,0,0,0,0.0296476,0.0343688,0,0
373,0.019315,0.0591817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027816,0,0.0199728,0.0492904,0,0,0.0129054,0,0,0.0446065,0,0.0319434,0.021643,0.0714115,0.0449407,0.0640434,0.0829286,0.0566014,0.0556154,0.0592168,0.0299622,0.0335831,0.0191974,0.0349053,0.0122929,0.0278329,0.018487,0,0.0249446,0.0439488,0.0513224,0,0,0.0388449,0,0,0.0295885,0.076833,0.0335233,0.0142881,0.0246572,0.0596337,0.0826779,0.0366375,0.066533,0.0680617,0.0350169,0.0252248,0.0180656,0.00949086,0.030479,0.0606632,0.0532417,0.0195522,0.015872,0.0463722,0.0546661,0,0,0,0.0302022,0.0351126,0,0
374,0.0193533,0.0593198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317531,0,0.0192165,0.0486223,0,0,0.0132649,0,0,0.044269,0,0.0306691,0.020097,0.0707923,0.0451771,0.0647255,0.0848217,0.0566692,0.0552608,0.0586181,0.0289157,0.0342718,0.0141828,0.0343001,0.0132803,0.0271612,0.0180038,0,0.0250295,0.0440119,0.0511819,0,0,0.0389515,0,0,0.0298591,0.0767321,0.0325778,0.0147075,0.0246079,0.0597427,0.0833614,0.0366967,0.0664844,0.0676431,0.0344651,0.0251233,0.0181268,0.0092597,0.0304792,0.0561953,0.0532811,0.0195374,0.0157204,0.0464729,0.0549626,0,0,0,0.029131,0.0338628,0,0
375,0.0192436,0.0598234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307104,0,0.0195416,0.0502976,0,0,0.0132978,0,0,0.0437818,0,0.0323947,0.0183997,0.0727376,0.0451798,0.0652986,0.0859616,0.059016,0.0530457,0.0562254,0.0270139,0.0330156,0.015459,0.0339506,0.012889,0.0269966,0.0182431,0,0.0248952,0.0452738,0.0506699,0,0,0.038499,0,0,0.0298001,0.0774868,0.0318493,0.0121444,0.0252248,0.0598293,0.0822454,0.0364947,0.0659975,0.0666857,0.0332678,0.0250707,0.0182687,0.00892551,0.0304734,0.0517248,0.0529925,0.0192737,0.0155413,0.0460909,0.0550412,0,0,0,0.0293853,0,0,0
376,0.0192864,0.0599841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295165,0,0.0200195,0.0508319,0,0,0.0137568,0,0,0.0435161,0,0.0327063,0.0185067,0.0725211,0.0454102,0.0652343,0.0858355,0.0591629,0.0527232,0.0559638,0.0268296,0.0327437,0.0164567,0.0333759,0.0125672,0.0271017,0.0189941,0,0.0248491,0.0453612,0.0502812,0,0,0.0386148,0,0,0.0298933,0.0773767,0.0318282,0.0122729,0.025038,0.0601898,0.0824602,0.0367386,0.0662024,0.0665474,0.0331366,0.0249101,0.0183512,0.00866031,0.0302406,0.0490291,0.0530333,0.0194242,0.0153827,0.0461815,0.0549535,0,0,0,0.0290358,0,0,0
377,0.018924,0.0605828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222364,0,0.0213554,0.0566773,0,0,0.0137552,0,0,0.0431453,0.0497615,0.0369897,0.0198847,0.0726356,0.0446107,0.0652014,0.0853837,0.0609333,0.0505789,0.0541223,0.0258306,0.0301017,0.027147,0.0329448,0.0125732,0.0266809,0.0202947,0,0.0244601,0.0430201,0.0497524,0,0,0.0382527,0,0,0.0302712,0.0795761,0.0312193,0.0124237,0.0248214,0.061142,0.082176,0.0375722,0.0662826,0.0665256,0.0335761,0.024615,0.0188526,0.0086724,0.0298851,0.0449548,0.0528327,0.0195434,0.0149177,0.0464373,0.0539695,0,0,0,0.0277041,0,0,0
378,0.0188085,0.0607687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216253,0,0.0214999,0.0572629,0,0,0.0141934,0,0,0.0431771,0.049807,0.0374532,0.0199493,0.0727092,0.0449009,0.0649258,0.0853648,0.0610467,0.0504679,0.0539956,0.0257917,0.0298941,0.0279862,0.0324424,0.0125102,0.0268451,0.0212766,0,0.0244027,0.0431631,0.0492001,0,0,0.0381888,0,0,0.0307721,0.0798891,0.031782,0.0129455,0.0249479,0.0616789,0.0823672,0.0380738,0.0664665,0.0663028,0.0333412,0.0246678,0.0185862,0.00844051,0.0298941,0.0441965,0.0527086,0.0197096,0.0147468,0.0460846,0.0537159,0,0,0,0.0273687,0,0,0
379,0.0189146,0.0608282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212224,0,0.0216815,0.0578968,0,0,0.0146498,0,0,0.0432613,0.049786,0.0378739,0.0200419,0.0729384,0.0452544,0.0647535,0.0853533,0.0611534,0.050438,0.053924,0.0257663,0.0298236,0.0288013,0.0320572,0.0124029,0.0270211,0.0221848,0,0.0243263,0.0433213,0.0486647,0,0,0.0383043,0,0,0.0311839,0.079988,0.0324837,0.0134823,0.0252221,0.062284,0.0826561,0.0384202,0.0666466,0.0660899,0.0332372,0.0247654,0.0183397,0.00797523,0.030131,0.0439868,0.05276,0.0197779,0.0147811,0.0457469,0.0535093,0,0,0,0.0273891,0,0,0
380,0.0189965,0.0608266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02083,0,0.0218425,0.0584602,0,0,0.0149807,0,0,0.04337,0.0499124,0.0381843,0.020105,0.0731641,0.0455957,0.0646987,0.0853323,0.0611907,0.0503869,0.053825,0.0256401,0.0298277,0.0296741,0.0317066,0.0124697,0.0271529,0.0230624,0,0.0242563,0.0436916,0.0482077,0,0,0.0383381,0,0,0.031585,0.0797676,0.0332135,0.014012,0.0257102,0.0628794,0.0829144,0.0387077,0.0668514,0.0658727,0.0331863,0.0249182,0.017855,0.00716075,0.0303119,0.0441729,0.052814,0.0198467,0.0148408,0.0457879,0.0533328,0,0,0,0.0275506,0,0,0
381,0.0189903,0.0608788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204594,0,0.0219864,0.0589685,0,0,0.0153051,0,0,0.0434433,0.0500499,0.0383768,0.0201374,0.0732774,0.0458887,0.0647415,0.0853577,0.0612194,0.0502807,0.0536951,0.0254214,0.0298313,0.0305493,0.0315301,0.0125297,0.0272156,0.0237412,0,0.0242037,0.044007,0.0478266,0,0,0.0383026,0,0,0.0319255,0.0795812,0.033971,0.0145217,0.0263458,0.0634893,0.0830961,0.0389988,0.0671677,0.0656604,0.0331444,0.0250474,0.0170345,0.00655832,0.0304737,0.0447246,0.0528283,0.0199072,0.0149019,0.046069,0.0530741,0,0,0,0.0278466,0,0,0
382,0.0189594,0.0609683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200784,0,0.0221425,0.0594291,0,0,0.0156206,0,0,0.0435027,0.0501515,0.0386728,0.0200952,0.0732366,0.0462088,0.0647814,0.0854688,0.0612409,0.0501513,0.0535322,0.0251976,0.0297409,0.0313706,0.0314825,0.0126191,0.0271917,0.0244342,0,0.0240262,0.0440923,0.0475133,0,0,0.0382587,0,0,0.0322333,0.0794182,0.034686,0.0150244,0.0268466,0.0640459,0.0833026,0.0393343,0.0675383,0.065505,0.033136,0.0253366,0.016055,0.00615581,0.0306527,0.0456122,0.0528311,0.0198821,0.0150985,0.0463079,0.0527585,0,0,0,0.0282797,0,0,0
383,0.0190623,0.0606647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199481,0,0.0225046,0.0583211,0,0,0.0154857,0,0,0.0439225,0.0524401,0.0374504,0.0208195,0.0709009,0.0464621,0.0638801,0.0840572,0.0591134,0.0520761,0.0556665,0.0268054,0.0306075,0.0308998,0.0313732,0.0121934,0.0280382,0.0245969,0,0.0237819,0.044055,0.0474911,0,0,0.0385784,0,0,0.0326489,0.0784746,0.0354885,0.0186064,0.0262698,0.0646244,0.0847671,0.0397788,0.06819,0.0661539,0.0339542,0.0255643,0.0151315,0.00578054,0.0308197,0.0474814,0.0530709,0.0199364,0.015653,0.0467845,0.0525306,0,0,0,0.0281332,0.0350602,0,0
384,0.0191142,0.060917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194668,0,0.0226929,0.0586798,0,0,0.0155814,0,0,0.0439673,0.052393,0.0377586,0.0206916,0.0706391,0.0466206,0.0638292,0.0841777,0.0591795,0.0519423,0.0554968,0.026647,0.0304841,0.0315893,0.031433,0.0121845,0.0280442,0.0245594,0,0.0233473,0.0440454,0.0472066,0,0,0.0382744,0,0,0.0327898,0.0786022,0.0362291,0.0191233,0.0265149,0.0651036,0.0849564,0.040128,0.0684364,0.0660566,0.034239,0.0257911,0.014388,0.00531209,0.0311019,0.0490716,0.0530772,0.0197364,0.0161675,0.0470298,0.0523252,0,0,0,0.0286235,0.0348356,0,0
