Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,
66,0,0,0,0,0.014639,0.0229746,0,0,0,0.102671,0.0106879,0.0427699,0.00695608,0,0,0.0104356,0,0.0193252,0.00380863,0.0413979,0.0593435,0.0258562,0.0259092,0.0148861,0.0186349,0.0173868,0.0333812,0.0211596,0.0662623,0.0232975,0.0441949,0.0173405,0.0185529,0.135531,0.0110387,0.0087693,0.00282588,0.0243256,0.0124662,0.0182293,0.0163678,0.0125515,0,0,0.0332072,0,0.0127212,0.023784,0.0728463,0.0226181,0.0190519,0.0125078,0.0200316,0.0231021,0.00256999,0.0553471,0,0.0865221,0.014739,0.0231939,0,0,0.0257505,0.0186115,0.0100961,0.0114607,0.0241344,0.00769185,0,0,0,0,0,0
67,0,0,0,0,0.0147,0.0229997,0,0,0,0.103987,0.0107329,0.0430251,0.00743379,0,0,0.0104159,0,0.0193933,0.00385008,0.0414128,0.0601861,0.0255895,0.0248283,0.0151647,0.018403,0.017496,0.0321177,0.0211343,0.0655593,0.0227421,0.0438988,0.0169903,0.0189457,0.136903,0.0108497,0.00876148,0.00300051,0.0232296,0.0124346,0.0180023,0.0159929,0.012531,0,0,0.0332573,0,0.0127477,0.023836,0.0727525,0.0235321,0.0186597,0.0117808,0.0196192,0.023109,0.00384342,0.0553472,0,0.0865318,0.0148583,0.022637,0,0,0.0245274,0.018595,0.0101033,0.01156,0.0240327,0.0071517,0,0,0,0,0,0
68,0,0,0,0,0.0146247,0.0228742,0,0,0,0.104636,0.0107802,0.043152,0.00780426,0,0,0.010268,0,0.0194735,0.00375761,0.041431,0.0608973,0.0251703,0.0235102,0.015446,0.0180139,0.0174075,0.0304941,0.0210277,0.0647653,0.0221027,0.0433471,0.0166443,0.0193314,0.137423,0.0106468,0.00875865,0.00301296,0.020681,0.0124344,0.0168035,0.0155569,0.0123305,0,0,0.0332832,0,0.0127845,0.0238071,0.0723431,0.0243688,0.0182303,0.00975541,0.0191564,0.0231001,0.00563613,0.0557549,0,0.0851212,0.014072,0.0226385,0.0208882,0.019348,0.0214999,0.0185704,0.0101424,0.0116517,0.0238205,0.00672066,0,0,0,0,0,0
69,0,0,0,0,0.0148137,0.0229033,0,0,0,0.104609,0.0106856,0.0435308,0.00809655,0,0,0.0102465,0,0.0195442,0.00369464,0.0413565,0.0612441,0.0250124,0.0221907,0.0156214,0.0179075,0.0170182,0.028638,0.0209431,0.064142,0.0212592,0.0424928,0.0161474,0.0196059,0.136852,0.0105816,0.00880483,0.00290301,0.0211366,0.0124489,0.0186769,0.0154304,0.0124104,0,0,0.0334366,0,0.012848,0.023831,0.0725681,0.0266501,0.0179972,0.010435,0.0188439,0.0230627,0.0052544,0.0551166,0,0.086197,0.0160744,0.0214361,0.0217446,0,0.0220777,0.0186318,0.0102257,0.0117497,0.0237816,0.00682029,0,0,0,0,0,0
70,0,0,0,0,0.0148513,0.0228016,0,0,0,0.103899,0.0106195,0.0437363,0.00836179,0,0,0.0100567,0,0.0196346,0.00360527,0.0413847,0.0611744,0.0245972,0.0209486,0.0159918,0.0176465,0.0159729,0.0266925,0.0207447,0.0634409,0.0201182,0.041395,0.0156622,0.0197822,0.135367,0.0105106,0.00892045,0.00271213,0.0183075,0.0124414,0.017178,0.0150672,0.0122006,0,0,0.0335473,0,0.0129247,0.0238633,0.0722271,0.0265649,0.0176693,0.00853544,0.0185504,0.0229787,0.00401938,0.0556574,0,0.0840654,0.0152573,0.0220019,0.0222694,0.0202668,0.0186147,0.0187934,0.01024,0.0118516,0.0237091,0.00699333,0,0,0,0,0,0
71,0,0,0,0,0.0149678,0.0229782,0,0,0,0.102417,0.010468,0.0434457,0.00866144,0,0,0.0100255,0,0.0197486,0.00362896,0.041433,0.0606342,0.0242322,0.0197975,0.0165472,0.0175224,0.0149183,0.0247225,0.0205219,0.0628564,0.0186757,0.0399971,0.0152231,0.0197932,0.132866,0.0105078,0.00912142,0.00257166,0.0169568,0.0123679,0.0175055,0.0150262,0.0120351,0,0,0.0340359,0,0.0130207,0.0242781,0.072324,0.0275218,0.0173828,0.00798156,0.0185534,0.0230328,0.00401081,0.0556951,0,0.0832761,0.0164235,0.0217804,0.0226183,0.0213231,0.017216,0.0191825,0.0103549,0.0120278,0.0238944,0.00741774,0,0,0,0,0,0
72,0,0,0,0,0.0151056,0.0232678,0,0,0,0.100002,0.0103273,0.0429349,0.00893559,0,0,0.0101353,0,0.0198677,0.00368317,0.0414407,0.05948,0.0239541,0.0188169,0.0168725,0.0176007,0.0138307,0.0225923,0.0203501,0.062384,0.0173198,0.0381936,0.0148136,0.0196128,0.129274,0.0105551,0.00928151,0.0025433,0.0176492,0.0123001,0.0191074,0.0150067,0.0120809,0,0,0.034471,0,0.013067,0.0245722,0.0727526,0.0290248,0.0172972,0.00910813,0.0183948,0.0230501,0.00429909,0.0551761,0,0.0842546,0.0194689,0.0207632,0,0,0.018112,0.019431,0.0105602,0.0121597,0.0240837,0.00810843,0,0,0,0,0,0
73,0,0,0,0,0.0149774,0.0233121,0,0,0,0.0969695,0.0102975,0.0420787,0.0092874,0,0,0.0101196,0,0.0199476,0.00370463,0.0416188,0.0577848,0.0234135,0.0179707,0.0172574,0.0175087,0.0125542,0.0204797,0.0201897,0.0617268,0.016149,0.0359275,0.0142986,0.0192957,0.124974,0.0105379,0.00929882,0.00254246,0.0158671,0.0123012,0.0184563,0.0145907,0.0119251,0,0,0.0345527,0,0.0130982,0.0245198,0.0725153,0.0299455,0.0172448,0.0070334,0.0180257,0.022971,0.0027722,0.0554899,0,0.0818963,0.0193719,0.0211668,0.024047,0.0236408,0.0153417,0.0195808,0.0105933,0.0122231,0.0240949,0.00857239,0,0,0,0,0,0
74,0,0,0,0,0.0151823,0.0235417,0,0,0,0.0932197,0.0102226,0.040687,0.00962815,0,0,0.0100788,0,0.0199727,0.0037509,0.0417472,0.0553994,0.0230965,0.0174255,0.0175307,0.0176191,0.0112465,0.0185497,0.0202071,0.0612154,0.0147007,0.0333885,0.0136549,0.0187831,0.119796,0.0105132,0.00931978,0.00254219,0.0162765,0.0123353,0.0206875,0.0144917,0.0120646,0,0,0.0345779,0,0.013137,0.0245196,0.0727416,0.0326827,0.0172884,0.00857736,0.0178475,0.0228554,0.0036922,0.055022,0,0.0833258,0.0222121,0.0198698,0.0249318,0,0.0162863,0.0197429,0.0105454,0.0122751,0.0242861,0.00907195,0,0,0,0,0,0
75,0,0,0,0,0.0153289,0.023646,0,0,0,0.0887045,0.0101928,0.0389302,0.00990144,0,0,0.0100011,0,0.019947,0.00375057,0.0419225,0.0525234,0.0226771,0.0171122,0.0178892,0.0175437,0.0100078,0.0169531,0.0202656,0.0606462,0.0128615,0.0307039,0.0129004,0.0181808,0.113752,0.0104155,0.00933677,0.00252025,0.0132016,0.0123679,0.019069,0.0140868,0.0120445,0,0,0.0345041,0,0.0131778,0.0245092,0.072422,0.0319491,0.0173565,0.00691806,0.0174998,0.0226403,0.00403369,0.0557673,0,0.0813937,0.0212223,0.0205691,0.0252532,0.0243306,0.0130698,0.0197904,0.0104645,0.0123252,0.0244185,0.00911489,0,0,0,0,0,0
76,0,0,0,0,0.0156513,0.0238824,0,0,0,0.0834965,0.0101511,0.0369159,0.0102292,0,0,0.00999245,0,0.0199172,0.00377497,0.0420855,0.0492238,0.0224041,0.0170865,0.0181416,0.0175755,0.00904061,0.0157218,0.0203114,0.0601821,0.0107549,0.0278479,0.0121907,0.0174849,0.106715,0.0102887,0.0093537,0.00256777,0.0113045,0.0123731,0.0186119,0.0139533,0.012134,0,0,0.0344702,0,0.0131768,0.0245398,0.0722007,0.032267,0.0174119,0.00689954,0.0172179,0.0224862,0.00402483,0.0559301,0,0.080992,0.0216641,0.0205209,0,0.0247848,0.0117133,0.0197509,0.0103984,0.0122777,0.0246762,0.00894914,0,0,0,0,0,0
77,0,0,0,0,0.0158206,0.0240384,0,0,0,0.0775553,0.0101648,0.0348055,0.0108795,0,0,0.00984613,0,0.0198724,0.00373341,0.0422872,0.0458662,0.0220756,0.0172448,0.0183327,0.0174938,0.00833678,0.0149182,0.0203618,0.0596555,0.00886686,0.0249986,0.0115863,0.0167749,0.0988942,0.0101229,0.00932701,0.00265792,0.010261,0.0124245,0.0186918,0.0138185,0.0121313,0,0,0.0343321,0,0.0131736,0.0244907,0.0721017,0.033364,0.0174851,0.00688986,0.0169533,0.0222923,0.00472097,0.0557674,0,0.080678,0.0224291,0.0202428,0,0.0262859,0.010847,0.0195691,0.0102458,0.0121583,0.0248467,0.00848224,0,0,0,0,0,0
78,0,0,0,0,0.016014,0.0241341,0,0,0,0.0711145,0.0101559,0.0326015,0.0119274,0,0,0.00957736,0,0.0197822,0.0036481,0.0424871,0.0425322,0.0217327,0.0175108,0.0184752,0.0173718,0.00804675,0.0142117,0.0201173,0.0591492,0.00737711,0.022266,0.0109121,0.0161046,0.0904382,0.00991394,0.00929439,0.00274423,0.00939233,0.0124898,0.0188857,0.0136549,0.0121149,0,0,0.0341951,0,0.0131698,0.0244191,0.0720224,0.0346553,0.0175548,0.00695701,0.0167168,0.0220097,0.00534117,0.0556375,0,0.080365,0.0233057,0.0200281,0,0.0275329,0.0102321,0.0193874,0.0100874,0.0120506,0.0249824,0.00802228,0,0,0,0,0,0
79,0,0,0,0,0.0159727,0.0243105,0,0,0,0.0641862,0.010186,0.030489,0.0125353,0,0,0.00940932,0,0.0196932,0.00358243,0.0427556,0.0388379,0.0214279,0.0177171,0.0186483,0.0172508,0.00821627,0.0132676,0.0197634,0.058597,0.00649192,0.0197623,0.0102645,0.0154741,0.0812455,0.00970693,0.00922113,0.00284082,0.00841132,0.0125565,0.0192957,0.0134735,0.0121127,0,0,0.0340632,0,0.0131533,0.0242562,0.0719477,0.0360643,0.0176027,0.00711866,0.0165181,0.0218036,0.00581439,0.0555211,0,0.0799775,0.0242327,0.0200081,0,0.0285899,0.00995527,0.0192088,0.00989691,0.0119808,0.0252377,0.00768709,0,0,0,0,0,0
80,0,0,0,0,0.0158742,0.0244763,0,0,0,0.0566283,0.0103233,0.0284759,0.0128684,0,0,0.00924176,0,0.0196607,0.00349758,0.043162,0.034865,0.021213,0.0177465,0.0187469,0.0171972,0.00856762,0.0127511,0.0190808,0.0579847,0.00618284,0.0175227,0.00972142,0.0148654,0.0711049,0.00950695,0.00911158,0.0029362,0.00774612,0.0126946,0.019782,0.0132585,0.0121586,0,0,0.0337854,0,0.013138,0.0239586,0.0718183,0.0372333,0.0176618,0.00746528,0.016217,0.0215541,0.0063998,0.0553285,0,0.0794773,0.0250063,0.0201727,0,0.0295188,0.0101266,0.0189394,0.00974416,0.0118302,0.0254176,0.00747734,0,0,0,0,0,0
81,0,0,0,0,0.0159702,0.0245261,0,0,0,0.0484461,0.0104499,0.0265936,0.0131061,0,0,0.00895873,0,0.0196088,0.00333712,0.043682,0.031053,0.021029,0.0173754,0.0186549,0.017189,0.00856056,0.0124577,0.0179578,0.0573144,0.00644438,0.0157176,0.00923706,0.0143284,0.0602665,0.00925093,0.00905551,0.00293979,0.00741096,0.012868,0.0200634,0.0128562,0.0122369,0,0,0.0332332,0,0.0130963,0.0236137,0.0716427,0.038013,0.0177025,0.00796076,0.0156839,0.0211178,0.00686864,0.0551465,0,0.0790321,0.0254915,0.0200722,0,0.0298163,0.010676,0.0185493,0.00950435,0.0115244,0.0254142,0.00741055,0,0,0,0,0,0
82,0,0,0,0,0.0161528,0.0246961,0,0,0,0.0397836,0.0104203,0.0248655,0.0131353,0,0,0.00878428,0,0.0195675,0.00321087,0.044354,0.0276212,0.020918,0.016515,0.0186929,0.0172576,0.00830107,0.0120659,0.0164896,0.0565713,0.00725689,0.0143279,0.00884419,0.0138752,0.0486672,0.00904736,0.00904652,0.00290192,0.0075001,0.0130017,0.0196795,0.0126566,0.0122158,0,0,0.0329318,0,0.0130759,0.0233943,0.071565,0.0382944,0.0175591,0.00836446,0.0154688,0.0206706,0.00713842,0.0550099,0,0.0787762,0.0257445,0.0194141,0,0.0294548,0.0116084,0.0183944,0.00921487,0.0112769,0.0255359,0.00746588,0,0,0,0,0,0
83,0,0,0,0,0.0162636,0.0250424,0,0,0,0.0317918,0.0104048,0.0232475,0.0129057,0,0,0.00868842,0,0.0195973,0.00315223,0.0448998,0.0251499,0.0209243,0.0147992,0.018793,0.0174475,0.00797265,0.0107398,0.0142178,0.0557288,0.00850163,0.0135066,0.00851208,0.0134714,0.0377125,0.00896202,0.00903798,0.00287949,0.00777839,0.0131309,0.0192982,0.0127225,0.012207,0,0,0.032787,0,0.0130807,0.0232777,0.0715633,0.0386866,0.0172811,0.00866875,0.0155031,0.0202947,0.00736845,0.054896,0,0.0786203,0.0259232,0.0191028,0,0.0297459,0.0125657,0.018389,0.00890357,0.0110261,0.0258556,0.00768166,0,0,0,0,0,0
84,0,0,0,0,0.0164155,0.0254581,0,0,0,0.0264127,0.0103786,0.0217744,0.0124389,0,0,0.00866219,0,0.0196246,0.00315089,0.0452631,0.0233858,0.0210726,0.012555,0.0188469,0.0177004,0.00674609,0.00831393,0.0106253,0.0549212,0.0100147,0.0132504,0.00818046,0.0130781,0.0297215,0.00900606,0.0090507,0.00288719,0.00832719,0.0132199,0.0190462,0.0128901,0.0122051,0,0,0.0326815,0,0.013085,0.0232198,0.0715863,0.0388416,0.0168576,0.00885217,0.0157858,0.0199839,0.00752347,0.0547025,0,0.0785047,0.026137,0.0190707,0,0.0304562,0.0133226,0.0184137,0.0086826,0.0108514,0.0262538,0.00807538,0,0,0,0,0,0
85,0,0,0,0,0.016522,0.0258754,0,0,0,0.0252099,0.010351,0.0209487,0.011705,0,0,0.00862175,0,0.0196503,0.00309549,0.0456662,0.022528,0.0214454,0.0105966,0.0188389,0.0180138,0.00502282,0.00521697,0.00720311,0.0544782,0.0116289,0.0134809,0.0078019,0.0127194,0.0271502,0.00901232,0.00908813,0.00283421,0.00906763,0.0133016,0.0187855,0.0131183,0.0122687,0,0,0.0325314,0,0.0130914,0.0231984,0.0715961,0.0388294,0.0162728,0.00891154,0.0162078,0.0196405,0.00763701,0.0543649,0,0.0784251,0.0262721,0.0190151,0,0.0305515,0.0138655,0.0183489,0.00854682,0.0107605,0.0266342,0.00853757,0,0,0,0,0,0
86,0,0,0,0,0.0166517,0.0262032,0,0,0,0.0281371,0.0103606,0.0221999,0.0108697,0,0,0.0085964,0,0.0196882,0.00299768,0.04599,0.0226533,0.022113,0.00992366,0.0187868,0.018407,0.00545808,0.00412996,0.00686147,0.0546881,0.0132424,0.0141532,0.00765022,0.0123262,0.0296482,0.00906368,0.0090969,0.0027853,0.00963043,0.0133699,0.0184839,0.0134348,0.0123604,0,0,0.0322655,0,0.0130821,0.0231961,0.0715822,0.0386112,0.0155263,0.00890178,0.0167741,0.0192971,0.00782394,0.0539296,0,0.0782389,0.0261139,0.0190655,0,0.0301297,0.0142136,0.0181777,0.0084613,0.0106772,0.0270223,0.00901924,0,0,0,0,0,0
87,0,0,0,0,0.0167431,0.0264881,0,0,0,0.0328192,0.0103685,0.0240938,0.0101875,0,0,0.0086017,0,0.0196328,0.00289034,0.0460979,0.0240202,0.0230035,0.011058,0.0187801,0.018798,0.00916602,0.00788802,0.0101759,0.0557184,0.014766,0.0151261,0.00791242,0.0117832,0.0343594,0.00905356,0.00903436,0.00273725,0.00982551,0.0134441,0.0180558,0.0138698,0.0124969,0,0,0.0319723,0,0.0130653,0.0231524,0.0714748,0.0381829,0.0146973,0.0088501,0.0174744,0.0190555,0.00807788,0.0534358,0,0.0780088,0.0257152,0.0192974,0,0.0299797,0.0143794,0.0179809,0.00832719,0.0104733,0.0274236,0.00938803,0,0,0,0,0,0
88,0,0,0,0,0.0167678,0.0267864,0,0,0,0.0376753,0.0104063,0.026492,0.0098336,0,0,0.0085119,0,0.0195981,0.00283558,0.0460363,0.0271375,0.0238701,0.0133267,0.0188599,0.0191624,0.0143162,0.013467,0.0140614,0.0571504,0.0162702,0.0162738,0.00872949,0.0112224,0.0394689,0.00902889,0.00893574,0.00270361,0.00998238,0.0135163,0.0176563,0.0143261,0.0126359,0,0,0.0317981,0,0.0130644,0.0231346,0.0713715,0.0378717,0.0139338,0.00881422,0.0182195,0.0189553,0.00838924,0.052975,0,0.077929,0.0252798,0.0195651,0,0.0296997,0.0147655,0.0177645,0.00819684,0.0103022,0.0279073,0.00958668,0,0,0,0,0,0
89,0,0,0,0,0.0167833,0.0271322,0,0,0,0.0424135,0.0104068,0.0291103,0.00973072,0,0,0.0084546,0,0.0195632,0.00281895,0.045861,0.0309147,0.0245197,0.0158745,0.0190473,0.0194755,0.0195191,0.0192135,0.0175101,0.0584226,0.0175586,0.0171657,0.00969032,0.0108283,0.0442448,0.00902435,0.00885234,0.00264228,0.0103864,0.0135533,0.0173545,0.0146449,0.0126876,0,0,0.0318184,0,0.0130754,0.0231941,0.0715095,0.0378824,0.013313,0.00868029,0.0189306,0.0190195,0.00863203,0.0526839,0,0.0791516,0.0249747,0.0196187,0,0.0296277,0.0153804,0.0176773,0.00814265,0.0102494,0.0284479,0.0096925,0,0,0,0,0,0
90,0,0,0,0,0.0168589,0.0275514,0,0,0,0.0468874,0.0103524,0.031589,0.00966513,0,0,0.0086464,0,0.0196305,0.00289008,0.0455737,0.0342414,0.0248267,0.0182126,0.0194357,0.0199443,0.0237561,0.0237936,0.0202126,0.0593107,0.0183148,0.0175705,0.0104331,0.0105151,0.0484173,0.00911546,0.00889538,0.00263685,0.0108692,0.0134934,0.0170522,0.0146768,0.0127436,0,0,0.0321986,0,0.0130966,0.023447,0.0718257,0.0378285,0.0129154,0.00832616,0.0196315,0.0192601,0.00849359,0.052774,0,0,0.0255082,0.0200623,0.0279497,0.029436,0.0171855,0.0178676,0.00817347,0.0103142,0.0290909,0.00977544,0,0,0,0,0,0
91,0,0,0,0,0.0168334,0.0277536,0,0,0,0.0518881,0.010328,0.0349663,0.00935097,0,0,0.00884495,0,0.0196321,0.0029978,0.0452649,0.0370253,0.024999,0.0195378,0.0197685,0.0201983,0.0262069,0.0264442,0.0216363,0.0597105,0.0188479,0.0184315,0.0121415,0.00984526,0.0533679,0.00927725,0.00890484,0.00263679,0.0114419,0.0133311,0.0170077,0.014613,0.0128332,0,0,0.0326176,0,0.0130138,0.0236946,0.0720012,0.0379149,0.0125734,0.00817216,0.0200307,0.0195147,0.00879438,0.0527895,0.00392622,0,0.0252351,0.020229,0,0.0290487,0.0182235,0.0181093,0.00817978,0.010343,0.0295436,0.0099014,0,0,0,0,0,0
92,0,0,0,0,0.0165644,0.0278579,0,0,0,0.0555683,0.0103111,0.0373843,0.00871032,0,0,0.00909922,0,0.019626,0.00310333,0.045296,0.038679,0.0248979,0.0203172,0.0200644,0.0201942,0.0270278,0.0277099,0.0222106,0.0594881,0.0185717,0.0186589,0.0131222,0.00933247,0.0575502,0.00936433,0.00887009,0.00266094,0.0118645,0.0131676,0.0169291,0.0145432,0.0126722,0,0,0.0331225,0,0.0129629,0.0239548,0.0719279,0.0379193,0.0124202,0.00781537,0.0202526,0.0197528,0.00902216,0.0527739,0.00337664,0,0.0247708,0.0204142,0.0274201,0.0290244,0.0189234,0.0183767,0.00820312,0.0103832,0.0298814,0.00981625,0,0,0,0,0,0
93,0,0,0,0,0.0162704,0.0280114,0,0,0,0.0568814,0.0102925,0.0367775,0.00789507,0,0,0.00947525,0,0.0196183,0.0032874,0.0456706,0.0373807,0.0247171,0.0208419,0.0203241,0.0201593,0.0265075,0.027975,0.0220489,0.0586668,0.017196,0.0173608,0.011751,0.00967901,0.0590412,0.00950888,0.00882508,0.002797,0.0118482,0.0130915,0.0169947,0.0143677,0.0124172,0,0,0.0339099,0,0.0130178,0.0243434,0.0717995,0.0380446,0.0124458,0.00758761,0.0202665,0.020021,0.0090535,0.0529791,0.00327886,0,0.0243626,0.0203693,0.0271676,0.0287377,0.0195396,0.0187305,0.00829678,0.0104591,0.0301971,0.0095667,0,0,0,0,0,0
94,0,0,0,0,0.0160157,0.0279756,0,0,0,0.0569618,0.0103208,0.0347132,0.00717184,0,0,0.00980261,0,0.019579,0.00344404,0.046146,0.0342791,0.0244356,0.020692,0.0204232,0.0199913,0.0250998,0.0272717,0.0211073,0.0575427,0.0158775,0.0157702,0.00965675,0.0106786,0.0587394,0.00953809,0.00878126,0.00294705,0.0117679,0.0129945,0.017203,0.0140154,0.0120768,0,0,0.0346818,0,0.0130235,0.0247123,0.0716496,0.0383176,0.0127577,0.00745112,0.0198463,0.020402,0.00888901,0.0532955,0.00295412,0,0.0240142,0.0201341,0.0270862,0.0279823,0.020109,0.0190044,0.00839342,0.0105509,0.0302145,0.00904829,0,0,0,0,0,0
95,0,0,0,0,0.0157829,0.0278641,0,0,0,0.0568841,0.0103268,0.0339084,0.0068506,0,0,0.0101424,0,0.0195924,0.00363176,0.046682,0.0320888,0.0241385,0.0193686,0.0206283,0.0196829,0.0233285,0.0256002,0.0195533,0.0563682,0.0158075,0.0156995,0.00941365,0.0109611,0.0585916,0.00963873,0.008744,0.0030729,0.0118319,0.0128412,0.0174505,0.0136143,0.0117794,0,0,0.0354867,0,0.0130859,0.0251381,0.0715235,0.0384789,0.013266,0.00728468,0.0194025,0.0207447,0.00847173,0.0536672,0.00222115,0,0.0236483,0.0198097,0.0272355,0.0272901,0.020843,0.0194155,0.00858508,0.0107402,0.0301287,0.0086493,0,0,0,0,0,0
96,0,0,0,0,0.0155317,0.0278595,0,0,0,0.0554685,0.0103223,0.0326954,0.00691497,0,0,0.010517,0,0.0197007,0.00381956,0.0471135,0.0293089,0.0238005,0.0172045,0.0210094,0.0193116,0.0214616,0.0232875,0.0173791,0.0552295,0.0160018,0.0159757,0.00941316,0.0111182,0.0575058,0.00976493,0.00876405,0.00318564,0.0116696,0.0126562,0.0176114,0.0132098,0.0114878,0,0,0.0364814,0,0.0131878,0.0256759,0.0714398,0.0381247,0.0138677,0.00704156,0.0190445,0.0211608,0.00775371,0.054063,0.00178724,0,0.0232494,0.0194678,0.0273626,0.0266206,0.0216904,0.0199946,0.00887916,0.0110173,0.0301066,0.00838266,0,0,0,0,0,0
97,0,0,0,0,0.0151356,0.0278661,0,0,0,0.053266,0.0103954,0.0308679,0.0071015,0,0,0.0109448,0,0.0199065,0.00395975,0.0473436,0.0256349,0.0233885,0.014422,0.0213203,0.0188719,0.0194274,0.0208499,0.0147665,0.0541309,0.0163907,0.0165199,0.00943383,0.0111903,0.0560162,0.00982235,0.00882597,0.00330339,0.0111329,0.0124708,0.0178331,0.0129453,0.0111217,0,0,0.0375365,0,0.0133145,0.0262827,0.0710149,0.0375597,0.0144373,0.0068342,0.0185785,0.0216917,0.00683197,0.0543827,0.00182355,0,0.0226434,0.0190879,0.0274717,0.0257835,0.0223202,0.0205326,0.0092305,0.0113318,0.0300463,0.00815801,0,0,0,0,0,0
98,0,0,0,0,0.0148125,0.0278494,0,0,0,0.0509035,0.0103844,0.0287136,0.00739355,0,0,0.0114402,0,0.0199585,0.00408521,0.0474252,0.0219513,0.0229184,0.0114774,0.0214219,0.0184122,0.0172273,0.0186104,0.0120512,0.0531443,0.0167603,0.0170894,0.00931065,0.0113105,0.0545577,0.0099028,0.00888262,0.00344575,0.010551,0.0122848,0.0180214,0.0127396,0.0107282,0,0,0.0386146,0,0.0134593,0.0269743,0.0704384,0.036905,0.0149854,0.00670124,0.0179591,0.0222869,0.00582194,0.0547233,0.00207316,0,0.0218027,0.0187074,0.0275301,0.0242769,0.022733,0.0210921,0.00964229,0.0116487,0.029918,0.00796051,0,0,0,0,0,0
99,0,0,0,0,0.0147468,0.0278906,0,0,0,0.0483798,0.0101714,0.0270528,0.00772189,0,0,0.0121194,0,0.0199489,0.00436498,0.047331,0.0189513,0.0223204,0.00925575,0.0213935,0.0180943,0.0150393,0.0168723,0.00968972,0.0524126,0.0167391,0.0173809,0.0090736,0.0114488,0.0527931,0.010072,0.00897517,0.00366535,0.0100294,0.0120444,0.0182214,0.0122412,0.0103935,0,0,0.0399242,0,0.0136362,0.0278757,0.0706404,0.0361086,0.0155619,0.00671647,0.0174621,0.0229583,0.00434474,0.0552436,0.00268644,0,0.0205968,0.0185271,0.0273448,0.0227402,0.0231201,0.0219041,0.0101465,0.0121375,0.0298758,0.00782848,0,0,0,0,0,0
100,0,0,0,0,0.0148093,0.028038,0,0,0,0.0448405,0.00984476,0.0255989,0.00780658,0,0,0.0129894,0,0.019996,0.00488131,0.0469667,0.0151363,0.0217802,0.00821447,0.0212492,0.0180009,0.0129213,0.0156097,0.00823894,0.0520203,0.0163088,0.0174151,0.00923255,0.0112254,0.0504494,0.0101832,0.00904846,0.00391612,0.00939042,0.0117674,0.0181996,0.0117808,0.0101053,0,0,0.0416046,0,0.0138515,0.029026,0.0708716,0.0346278,0.0159658,0.00704724,0.0171682,0.0238413,0.00277879,0.0558055,0.00377242,0,0.0187383,0.0184317,0.0269623,0.0210731,0.0224835,0.0230215,0.0106942,0.0126898,0.0300203,0.00769867,0,0,0,0,0,0
101,0,0,0,0,0.0146924,0.0281391,0,0,0,0.0401393,0.00955686,0.0228016,0.00784896,0,0,0.0139157,0,0.0201229,0.00561804,0.0463491,0.0100657,0.021521,0.00779425,0.0210903,0.0177827,0.0113156,0.0146725,0.00821457,0.0519773,0.0162347,0.017727,0.0103447,0.010245,0.0467252,0.0103551,0.00915164,0.0041521,0.00815898,0.0114685,0.0176947,0.0115393,0.00979502,0,0,0.0435267,0,0.0140562,0.0302605,0.0711054,0.0319252,0.0162071,0.00760033,0.0170236,0.0247729,0.00254465,0.0562729,0.00504468,0,0.0164144,0.0183995,0.0263412,0.0185399,0.0217712,0.0243373,0.0112113,0.0131739,0.0301938,0.00746684,0,0,0,0,0,0
102,0,0,0,0,0.014546,0.0281768,0,0,0,0.0349138,0.00925405,0.0188566,0.00780571,0,0,0.0147566,0,0.0201993,0.00622356,0.0457874,0.00550402,0.0215243,0.00754351,0.0210773,0.0174483,0.0106855,0.013916,0.00871348,0.0524969,0.0172706,0.01866,0.0117238,0.00894576,0.0421867,0.0107907,0.00920923,0.00439773,0.00718217,0.0111453,0.0165217,0.0116465,0.00949378,0,0,0.045468,0,0.0142457,0.0314182,0.071258,0.0279907,0.0163137,0.00834722,0.0169953,0.0256523,0.00400305,0.056593,0.00622177,0,0.0137461,0.0187515,0.0251966,0.0153349,0.021039,0.02564,0.0115793,0.0137179,0.0303733,0.00696456,0,0,0,0,0,0
103,0,0,0,0,0.0147321,0.028154,0,0,0,0.0305632,0.00905168,0.0160597,0.00742476,0,0,0.0152262,0,0.0202809,0.00659269,0.0456633,0.00459704,0.0217284,0.00769878,0.0211701,0.0170623,0.0109353,0.0131106,0.00873103,0.0534677,0.0185273,0.0195199,0.0124434,0.00806742,0.0376066,0.0113543,0.00930986,0.00457175,0.00704342,0.0108549,0.0150395,0.0118503,0.00938135,0,0,0.0469686,0,0.0144245,0.0323435,0.0714926,0.0231798,0.0163823,0.00912079,0.0170219,0.0263728,0.0055747,0.0567977,0.00727863,0,0.010903,0.0194365,0.0240092,0.0121191,0.0198292,0.0267103,0.0118477,0.0143946,0.0304727,0.00614256,0,0,0,0,0,0
