Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,
142,0,0,0,0,0.0164412,0.0230822,0,0,0,0.064875,0.0103936,0.0310107,0.00501474,0,0,0.0037618,0,0.0186454,0.0017507,0.040776,0.0173975,0.0307806,0.0149137,0.0146558,0.0130601,0.00854711,0.0124789,0.0191837,0.0540282,0.020993,0.0261582,0.0168735,0.0197798,0.074453,0.00549809,0.00893382,0.00281103,0.00636621,0.0136839,0.0167101,0.0221193,0.013655,0,0,0.0384948,0,0.0130396,0.0264554,0.072539,0.0248665,0.0168956,0.0165132,0.0263713,0.0227903,0.00112047,0.0514456,0,0.00627515,0.0177239,0,0.0170535,0.104644,0.0121749,0.0213834,0.00908634,0.00948367,0.0241325,0.00952802,0,0,0,0,0,0
143,0,0,0,0,0.0163894,0.0234417,0,0,0,0.0652855,0.0102567,0.0312605,0.00448397,0,0,0.00411378,0,0.0187563,0.00194677,0.0407749,0.0175835,0.0305493,0.0149613,0.0153327,0.0132053,0.00840914,0.0122673,0.018862,0.053701,0.0207005,0.0258837,0.0168601,0.0197071,0.0746941,0.0055885,0.00906503,0.00285587,0.0134635,0.0134329,0.0227445,0.0215875,0.0133853,0,0,0.0391373,0,0.0130098,0.026975,0.0720668,0.0307096,0.0162255,0.0144198,0.026646,0.0229604,0.0029489,0.0512721,0,0.00477944,0.0184355,0,0,0.104259,0.0169333,0.0218689,0.00949143,0.00967386,0.0246576,0.00964651,0,0,0,0,0,0
144,0,0,0,0,0.0161476,0.0238772,0,0,0,0.0655513,0.0101223,0.0314924,0.00385804,0,0,0.00449976,0,0.0188921,0.00220822,0.0408714,0.0176878,0.0301127,0.0148589,0.0162379,0.0134158,0.00819457,0.0118894,0.0184033,0.0533897,0.0204417,0.0256309,0.0167619,0.0195164,0.0748002,0.00575585,0.00920768,0.00290918,0.0193612,0.0132513,0.0253083,0.0213081,0.0131193,0,0,0.0397898,0,0.0130999,0.0274724,0.0716025,0.0323563,0.01561,0.0110714,0.0272228,0.0232089,0.00608871,0.0508838,0,0.00485189,0.0167525,0,0.0195325,0.103087,0.0215921,0.0224602,0.0101448,0.00978718,0.0252907,0.00967656,0,0,0,0,0,0
145,0,0,0,0,0.0159671,0.0240739,0,0,0,0.0654286,0.0100765,0.0315803,0.00325077,0,0,0.00463955,0,0.0189754,0.00229715,0.0409114,0.0176924,0.0295946,0.0145788,0.0168952,0.0134055,0.00787531,0.0114541,0.0182473,0.0530188,0.0201783,0.0253662,0.0165852,0.0192407,0.0743635,0.00601356,0.00928095,0.00288845,0.0258205,0.0132128,0.0283229,0.0210732,0.0129605,0,0,0.0400812,0,0.0132443,0.027742,0.0711049,0.0345382,0.0153494,0.00783727,0.0274871,0.0234595,0.00876371,0.0508165,0,0.0077299,0.0149531,0,0.0204566,0.103016,0.0273171,0.0229091,0.0106883,0.00981425,0.0256476,0.00944881,0,0,0,0,0,0
146,0,0,0,0,0.0159185,0.0241225,0,0,0,0.0649281,0.0100648,0.0313534,0.00278438,0,0,0.00471065,0,0.0190167,0.00237535,0.0408278,0.0176689,0.0290704,0.0141189,0.0170735,0.0133313,0.00749454,0.0108983,0.0177349,0.0526582,0.0199529,0.0250999,0.0164169,0.018938,0.0735596,0.00637855,0.00932291,0.00291044,0.0313359,0.0131912,0.0309052,0.0209162,0.0125386,0,0,0.0402381,0,0.013369,0.0280532,0.0707555,0.0361449,0.0152329,0.00524557,0.0276339,0.0236607,0.0106388,0.0508453,0,0.0110279,0.0130586,0,0.0219,0.103998,0.0324114,0.0231849,0.0111104,0.00995774,0.0258759,0.00909958,0,0,0,0,0,0
147,0,0,0,0,0.0157704,0.0241394,0,0,0,0.0639304,0.010053,0.0308259,0.00240817,0,0,0.00479529,0,0.0190307,0.00249016,0.040736,0.017535,0.028538,0.0134364,0.0170752,0.0133314,0.00701764,0.010188,0.0168672,0.0523023,0.0198025,0.0248892,0.0162561,0.0186808,0.0723833,0.00631718,0.00936048,0.00298609,0.0388059,0.0130456,0.0353793,0.0207795,0.0121326,0,0,0.040311,0,0.0133054,0.0285261,0.0703899,0.040213,0.0150917,0.00260834,0.0278521,0.0238929,0.0124702,0.0510854,0,0.0145783,0.012892,0,0.0245076,0.107762,0.040143,0.0233333,0.0113869,0.0101802,0.0260813,0.00875417,0,0,0,0,0,0
148,0,0,0,0,0.0157295,0.0242098,0,0,0,0.0623856,0.0100509,0.0300445,0.00194892,0,0,0.00489956,0,0.0190589,0.00254774,0.0406932,0.0173586,0.0281574,0.012469,0.0170865,0.0134883,0.00643617,0.00935747,0.0157158,0.0520547,0.0197994,0.024656,0.0160126,0.0186958,0.0707047,0.00658126,0.0093738,0.00300385,0.0446693,0.0129124,0.0388713,0.0206881,0.0119501,0,0,0.0403626,0,0.0132705,0.0289543,0.0701066,0.0431033,0.0149976,0.00168328,0.0280967,0.0242544,0.0139826,0.0512185,0,0.0172314,0.014729,0,0.027018,0.111425,0.0460292,0.0232738,0.011433,0.0104495,0.026319,0.00855136,0,0,0,0,0,0
149,0,0,0,0,0.0157387,0.024295,0,0,0,0.0599006,0.010041,0.0288754,0.00158595,0,0,0.00502908,0,0.0190838,0.00260876,0.0406367,0.017311,0.0280678,0.0114341,0.0170736,0.0136885,0.00601738,0.00866511,0.0143915,0.0520609,0.0199249,0.0244682,0.015766,0.0186785,0.068084,0.00723293,0.00938737,0.00297483,0.0489691,0.0127916,0.0417765,0.0204839,0.0118132,0,0,0.0406138,0,0.0131929,0.0290775,0.0699243,0.0448655,0.014881,0.00144245,0.028184,0.0244828,0.0150267,0.0511688,0,0.0176672,0.0177309,0,0,0.114848,0.0502728,0.0233543,0.0113517,0.0101188,0.0264629,0.00867382,0,0,0,0,0,0
150,0,0,0,0,0.0157271,0.0241526,0,0,0,0.056942,0.0100628,0.0273634,0.00198566,0,0,0.00506104,0,0.0190509,0.00271441,0.0404167,0.0172416,0.0281663,0.0103546,0.0166074,0.0138132,0.00582056,0.00813041,0.0126067,0.0522366,0.0201197,0.0244337,0.0154508,0.0185149,0.0650378,0.00701128,0.00938204,0.00304155,0.0474345,0.0128133,0.0393545,0.0199377,0.0115603,0,0,0.0405028,0,0.0131265,0.028519,0.0699223,0.040936,0.0154503,0.00158244,0.0278722,0.0246242,0.0153928,0.0505129,0,0.0174536,0.0179873,0,0.0292708,0.114563,0.0487007,0.0233386,0.0111492,0.00948,0.0262519,0.00889613,0,0,0,0,0,0
151,0,0,0,0,0.0160649,0.0238824,0,0,0,0.0531426,0.0100907,0.0254383,0.00229416,0,0,0.00492726,0,0.018991,0.00279021,0.0400587,0.01704,0.0284994,0.00927319,0.0161193,0.0139838,0.00589891,0.00780618,0.0105274,0.0525168,0.020325,0.0241231,0.0149154,0.0181822,0.06118,0.00703026,0.00933762,0.00312278,0.0437598,0.0129416,0.0359465,0.0188081,0.0119044,0,0,0.0398033,0,0.0130459,0.0280133,0.0698184,0.0359903,0.0171844,0.000994845,0.0269677,0.0244991,0.0154551,0.0497786,0,0.0157053,0.018086,0,0.0283072,0.113273,0.045264,0.0230019,0.0109327,0.00929029,0.0257198,0.0092002,0,0,0,0,0,0
152,0,0,0,0,0.0158859,0.0233057,0,0,0,0.0487274,0.0101314,0.0235585,0.00219279,0,0,0.00472528,0,0.0189479,0.00265194,0.0398863,0.0172517,0.0284512,0.00824572,0.015621,0.0140845,0.00622796,0.00786865,0.00882268,0.0529039,0.0203616,0.0234682,0.0142446,0.0176297,0.0569374,0.00711126,0.00930216,0.00305248,0.0377619,0.0129096,0.030787,0.0173725,0.0119348,0,0,0.0389087,0,0.0128204,0.0279769,0.0699441,0.030449,0.0174797,0.00167646,0.0258377,0.023925,0.0150919,0.04875,0,0,0.0154479,0,0.0252172,0.109096,0.0395092,0.0230438,0.0108171,0.00961906,0.0249744,0.00925912,0,0,0,0,0,0
153,0,0,0,0,0.0161487,0.0234253,0,0,0,0.0436089,0.0100467,0.0217781,0.00207489,0,0,0.0050583,0,0.0190265,0.00275587,0.039647,0.0177209,0.0284387,0.00822193,0.014967,0.014708,0.00724644,0.008591,0.00771155,0.0537004,0.0203768,0.022616,0.0135698,0.0170834,0.051864,0.007738,0.00937026,0.00309125,0.0343224,0.012864,0.0279631,0.0170648,0.012298,0,0,0.0390765,0,0.0128339,0.0280847,0.0702352,0.0273766,0.017585,0.00175167,0.0257262,0.023878,0.013137,0.0482907,0,0,0.0141307,0,0.0234909,0.107278,0.0361114,0.0233472,0.0108939,0.00989565,0.0250131,0.00946415,0,0,0,0,0,0
154,0,0,0,0,0.0164976,0.0235102,0,0,0,0.0373152,0.00991641,0.0200374,0.00201353,0,0,0.00555881,0,0.0191397,0.00300047,0.0393767,0.0182171,0.0283851,0.00943492,0.0148593,0.0152447,0.00870785,0.00985313,0.00787567,0.05476,0.0201523,0.0214928,0.0128134,0.0163244,0.0456275,0.00794334,0.00947273,0.00317502,0.0307194,0.0127772,0.0259802,0.0171209,0.0126576,0,0,0.0390595,0,0.0127927,0.0281411,0.0704869,0.0251596,0.0177568,0.00212027,0.0256972,0.0239102,0.0118617,0.0480108,0,0,0.0139687,0,0.0219056,0.106401,0.0324361,0.0235118,0.0110508,0.0100187,0.0251355,0.00994812,0,0,0,0,0,0
155,0,0,0,0,0.0166989,0.0234284,0,0,0,0.0298807,0.00977704,0.0188218,0.0020947,0,0,0.00599912,0,0.019243,0.00318204,0.0390888,0.0183566,0.028439,0.0115438,0.0152856,0.0156077,0.0104008,0.011326,0.00986265,0.05608,0.0196054,0.0201375,0.012133,0.0155051,0.0380383,0.00845259,0.00955314,0.00319453,0.0274544,0.0127246,0.0248824,0.0174242,0.0130927,0,0,0.0387818,0,0.0127321,0.0281845,0.0704422,0.0237403,0.0181421,0.00329387,0.0256863,0.0238285,0.0120038,0.0475107,0,0,0.0154721,0,0.021218,0.107352,0.0286495,0.0235391,0.0111121,0.0100832,0.0252063,0.0105946,0,0,0,0,0,0
156,0,0,0,0,0.0168291,0.0231949,0,0,0,0.0215843,0.00961268,0.0186936,0.00214644,0,0,0.00637053,0,0.0193427,0.00334523,0.0388366,0.0181973,0.0286153,0.0140866,0.0150263,0.0159007,0.0119604,0.0126902,0.0126664,0.0577399,0.0187746,0.0187313,0.0117618,0.0147124,0.0292377,0.00824324,0.0096193,0.00315407,0.0252012,0.0127399,0.0235572,0.0180625,0.0136434,0,0,0.0384024,0,0.0126659,0.0277259,0.0705301,0.0218738,0.0188278,0.00477707,0.0256794,0.0235907,0.0119155,0.0467958,0,0,0.0172421,0,0.0211882,0.109071,0.0257691,0.0232394,0.011004,0.0100259,0.0251494,0.0112948,0,0,0,0,0,0
157,0,0,0,0,0.0169693,0.0228809,0,0,0,0.0139927,0.00948384,0.0198362,0.00213562,0,0,0.00640011,0,0.0193691,0.00331967,0.0386669,0.0175394,0.0289827,0.0168357,0.0143906,0.0161397,0.0134723,0.0141517,0.0162508,0.0598393,0.0177391,0.0176439,0.0117706,0.0137941,0.020259,0.00828401,0.00961672,0.00306916,0.0236805,0.0127956,0.021554,0.0188628,0.0141686,0,0,0.0374581,0,0.0125599,0.0269117,0.0708517,0.0191877,0.0196328,0.00627181,0.0257598,0.0231314,0.0126469,0.0464107,0,0,0.0184975,0,0.0210228,0.110274,0.0237995,0.0226096,0.0108387,0.00973595,0.0249261,0.0118376,0,0,0,0,0,0
158,0,0,0,0,0.0169071,0.0226266,0,0,0,0.0112448,0.00943671,0.0221062,0.00236438,0,0,0.00601512,0,0.0193431,0.0030455,0.0386759,0.0169064,0.029456,0.0193037,0.0142883,0.0162642,0.0148351,0.0155797,0.0197002,0.062074,0.0166738,0.0174852,0.0121987,0.0127989,0.0129382,0.0085057,0.00954593,0.00294004,0.0211264,0.0127817,0.0189395,0.0195991,0.0142996,0,0,0.0359492,0,0.0123724,0.0258236,0.0708668,0.0161819,0.0202679,0.00742398,0.0260121,0.0225258,0.011959,0.0465018,0,0,0.0189249,0,0.0204727,0.110407,0.0210353,0.0216066,0.01075,0.00958199,0.0246283,0.0121068,0,0,0,0,0,0
159,0,0,0,0,0.0166084,0.022236,0,0,0,0.0175499,0.00949565,0.0252048,0.00279727,0,0,0.00524904,0,0.0192831,0.00267582,0.0387862,0.0165293,0.0298787,0.021043,0.013895,0.0162453,0.0157947,0.0169156,0.0220918,0.0641244,0.0158037,0.0188163,0.0129805,0.0119369,0.0131561,0.00794224,0.00944481,0.00282995,0.0175546,0.0129004,0.0162115,0.020036,0.01469,0,0,0.0342226,0,0.0123608,0.0246943,0.070999,0.0132871,0.0207688,0.00827353,0.0261963,0.0218526,0.00990445,0.0468365,0,0,0.0185262,0,0.0194978,0.110056,0.0170671,0.0202953,0.0106242,0.00948424,0.0239858,0.0124702,0,0,0,0,0,0
160,0,0,0,0,0.016577,0.0218919,0,0,0,0.0269455,0.0096386,0.0283812,0.00343934,0,0,0.00451387,0,0.019216,0.00219727,0.0389605,0.0169626,0.030157,0.0220217,0.0139133,0.0163209,0.0162949,0.0182254,0.023952,0.0657369,0.0150959,0.0212788,0.0138015,0.0113054,0.021512,0.00753432,0.0093315,0.00270076,0.0154772,0.0129618,0.0155713,0.0201241,0.0150053,0,0,0.0325311,0,0.012324,0.0237153,0.0710838,0.0128114,0.0211248,0.00971579,0.0263122,0.021244,0.00712979,0.0474171,0,0,0.0186046,0,0,0.110742,0.0147729,0.0190722,0.0106549,0.00961104,0.0231702,0.0125118,0,0,0,0,0,0
161,0,0,0,0,0.0164512,0.0214964,0,0,0,0.0362952,0.0098247,0.0314917,0.00403572,0,0,0.00436369,0,0.0191766,0.0018639,0.0391555,0.0187534,0.0301891,0.0223186,0.0138728,0.0165228,0.0164456,0.0193656,0.0253791,0.0668584,0.0143102,0.0241054,0.0144779,0.0109215,0.0327013,0.00678905,0.00925046,0.00270213,0.0129684,0.0130004,0.0135616,0.0199368,0.0150278,0,0,0.0313408,0,0.0123468,0.0230407,0.0711554,0.0105129,0.0213558,0.0107812,0.0265074,0.0209394,0.00596217,0.0479194,0,0,0.018405,0,0,0.111025,0.0120326,0.0182303,0.0108054,0.00955527,0.0223185,0.0119992,0,0,0,0,0,0
162,0,0,0,0,0.0163263,0.0211521,0,0,0,0.0451509,0.0100348,0.0343558,0.00443603,0,0,0.00443696,0,0.0191276,0.00164186,0.0393793,0.0215305,0.02999,0.022008,0.0143369,0.0166933,0.0163624,0.0201851,0.0256689,0.0675809,0.0141431,0.0268219,0.0152114,0.0107358,0.0445293,0.00666952,0.00915494,0.00281164,0.011584,0.0128849,0.0121066,0.0196052,0.0150419,0,0,0.0310328,0,0.0122294,0.0227392,0.0711558,0.00872187,0.02143,0.0119558,0.026561,0.0210726,0.00550482,0.048677,0,0,0.018817,0,0,0.111286,0.0102912,0.017981,0.010952,0.00959602,0.0216,0.0114028,0,0,0,0,0,0
163,0,0,0,0,0.0161321,0.0208666,0,0,0,0.0531728,0.0102956,0.0365849,0.00470618,0,0,0.00464207,0,0.0191334,0.00168352,0.0397696,0.0243392,0.0296634,0.0214092,0.0145136,0.0166744,0.0161149,0.0207591,0.0254463,0.0680363,0.0144271,0.0292205,0.0157067,0.0107175,0.0563737,0.00711091,0.00909597,0.00300979,0.0112507,0.0126443,0.0114282,0.0196682,0.0150233,0,0,0.0311676,0,0.0120834,0.0226266,0.0711757,0.00806757,0.0215767,0.0130373,0.026538,0.0214797,0.00530836,0.049599,0,0,0.0192528,0,0,0.111142,0.00954343,0.0181516,0.0110047,0.00968812,0.0211472,0.0110475,0,0,0,0,0,0
164,0,0,0,0,0.016093,0.0206393,0,0,0,0.0603722,0.0105948,0.0381627,0.00470673,0,0,0.00505735,0,0.0191216,0.00208219,0.0401604,0.0262959,0.0297244,0.0210042,0.0149431,0.0166774,0.0159907,0.0213044,0.0254617,0.0686127,0.0150247,0.0312658,0.0164424,0.0108382,0.0684357,0.00707743,0.00903002,0.00319098,0.0112184,0.0124731,0.0105583,0.0211344,0.0151207,0,0,0.0311087,0,0.0118971,0.0226093,0.0710731,0.00728372,0.0224283,0.0142021,0.0266565,0.021839,0.00458709,0.0510136,0,0.00549761,0.019516,0,0,0.110964,0.00915963,0.018304,0.0112113,0.00987138,0.020949,0.0111081,0,0,0,0,0,0
165,0,0,0,0,0.0158237,0.0204291,0,0,0,0.0675274,0.0107605,0.0395082,0.0043219,0,0,0.00567103,0,0.0191757,0.0026311,0.0405865,0.028755,0.0293645,0.0205443,0.0156116,0.0166253,0.0154939,0.0215038,0.0252783,0.0685395,0.0157733,0.0332317,0.0172145,0.0112086,0.0809659,0.0076646,0.00900628,0.00324462,0.0112195,0.012333,0.0106666,0.0213384,0.0148984,0,0,0.0311967,0,0.011881,0.0227109,0.0710538,0.0079364,0.0224761,0.0145921,0.0265131,0.0219639,0.0046091,0.0517702,0,0.00522148,0.0189447,0,0,0.109883,0.00897561,0.0187416,0.0114458,0.00996739,0.0209953,0.0111993,0,0,0,0,0,0
166,0,0,0,0,0.015762,0.0206306,0,0,0,0.0748852,0.0107615,0.0403634,0.00370106,0,0,0.00666124,0,0.0193143,0.00317211,0.041056,0.0319997,0.0289964,0.0202683,0.0158099,0.0168175,0.0148726,0.0218721,0.0246251,0.0684618,0.0165643,0.0349188,0.0179229,0.0115841,0.0922337,0.00904137,0.00902401,0.00327334,0.0110174,0.0122156,0.010767,0.0213541,0.0145263,0,0,0.0314912,0,0.0120028,0.0228733,0.0709203,0.00851251,0.0223967,0.0146877,0.0264295,0.0218473,0.00462189,0.0522294,0,0.0058903,0.0184939,0,0,0.108859,0.00899901,0.0193886,0.0116764,0.0100838,0.0214283,0.0110777,0,0,0,0,0,0
167,0,0,0,0,0.0158602,0.02099,0,0,0,0.081677,0.0106816,0.0405837,0.00319906,0,0,0.00778744,0,0.0195544,0.00359589,0.0418055,0.0360904,0.0285691,0.0203437,0.0150294,0.0171365,0.0143732,0.0227904,0.0235497,0.0688175,0.0175756,0.0364302,0.0184973,0.0120399,0.102747,0.0097608,0.00914283,0.00313829,0.0107907,0.0120783,0.0106193,0.0214591,0.0141001,0,0,0.0316714,0,0.0121545,0.0231455,0.0706682,0.00858995,0.0222724,0.0146717,0.0263253,0.0214228,0.00459732,0.052606,0,0.00619356,0.018241,0,0,0.108096,0.00908937,0.0199065,0.0118114,0.0101219,0.0218802,0.0109034,0,0,0,0,0,0
168,0,0,0,0,0.0162855,0.0216016,0,0,0,0.0877915,0.0104784,0.0406844,0.00298637,0,0,0.00858143,0,0.019862,0.00392492,0.0423285,0.040523,0.0282085,0.0206937,0.0151321,0.0177027,0.0140683,0.0239802,0.0227871,0.0689826,0.0187236,0.0381156,0.018886,0.012654,0.112459,0.0116402,0.00933037,0.00286266,0.0105624,0.011861,0.0103469,0.0211437,0.0137091,0,0,0.0322636,0,0.0121899,0.0236255,0.0703416,0.00836199,0.0218821,0.0147867,0.0262006,0.0209172,0.00462675,0.0529749,0,0.0061692,0.0177266,0,0,0.107555,0.00919468,0.0205719,0.0119668,0.0102898,0.0224781,0.0109773,0,0,0,0,0,0
169,0,0,0,0,0.0149132,0.0163113,0,0,0,0.094628,0.0114871,0.0442088,0.00522762,0,0,0.00798316,0,0.0190074,0.00335448,0.0452691,0.0458844,0.0256521,0.0173918,0.0195244,0.0124784,0.00976638,0.0198159,0.0214561,0.067555,0.0201791,0.0395573,0.0208068,0.0140022,0.12145,0.0116439,0.00861819,0.00187444,0.0195829,0.0124676,0.0282164,0.0287206,0.00900134,0,0,0.0282605,0,0.0118208,0.0204935,0,0.0386833,0.026355,0.0151243,0.0310145,0.0191669,0.0196315,0.0301987,0,0,0.021223,0,0,0.0992905,0.0297823,0.0180389,0.0112293,0.00929656,0.0173981,0.0100806,0,0,0,0,0,0
170,0,0,0,0,0.0147145,0.0165675,0,0,0,0.0997645,0.0112015,0.0454119,0.0053846,0,0,0.00830985,0,0.019196,0.00337114,0.0457054,0.0490981,0.0252758,0.0175654,0.0203589,0.0128401,0.00998689,0.0208413,0.0215345,0.067799,0.0209575,0.0411659,0.020897,0.0148176,0.128903,0.0120094,0.00881455,0.00161928,0.0230242,0.0124342,0.0341019,0.0287818,0.00890197,0,0,0.0289183,0,0.0119761,0.0204859,0,0.0503664,0.0267681,0.0241395,0.0311074,0.0187892,0.0152398,0.0297356,0,0,0.0270557,0,0,0,0.0382879,0.0184415,0.0111385,0.0101081,0.0174825,0.00961566,0,0,0,0,0,0
171,0,0,0,0,0.017154,0.022618,0,0,0,0.103493,0.0094583,0.0435284,0.00300473,0,0,0.0106721,0,0.0205115,0.00464386,0.0423892,0.0513399,0.0283581,0.0223888,0.0155636,0.0203247,0.0154425,0.0281406,0.0228074,0.0698838,0.0211621,0.0432718,0.0191197,0.0150786,0.135616,0.0141084,0.00983833,0.00259111,0.0182701,0.0117705,0.0114513,0.0203001,0.0155364,0,0,0.0335565,0,0.0124958,0.0236441,0.0687728,0.0144168,0.0225995,0.0114934,0.0244793,0.019437,0.00151309,0.054268,0,0.00577289,0.0113248,0.0241749,0,0,0.0208633,0.0216965,0.0116627,0.0125034,0.0228466,0.0146176,0,0,0,0,0,0
172,0,0,0,0,0.0168296,0.0230923,0,0,0,0.107855,0.0094281,0.0450719,0.00276292,0,0,0.0108251,0,0.0206312,0.00455262,0.0426013,0.0538356,0.0271317,0.0224582,0.0165772,0.0201699,0.0155245,0.0290869,0.0222603,0.0692761,0.0219402,0.0448419,0.0191749,0.0161072,0.141495,0.0125884,0.0100029,0.00273588,0.0197895,0.0116465,0.0120987,0.0181769,0.0148054,0,0,0.0339819,0,0.0125072,0.0239992,0.0686672,0.0126318,0.0220259,0.0104277,0.0243422,0.019762,0.00157966,0.0538056,0,0,0.00964262,0.0243847,0,0,0.0222168,0.0219454,0.0120746,0.0117541,0.0233581,0.0136626,0,0,0,0,0,0
173,0,0,0,0,0.0173342,0.0234169,0,0,0,0.111545,0.00946291,0.0466013,0.00307683,0,0,0.0105169,0,0.0205899,0.00421169,0.0426862,0.055604,0.0262731,0.0223801,0.017022,0.0200111,0.0153996,0.0294195,0.0219559,0.0687681,0.0225614,0.0461537,0.0192012,0.0169394,0.146077,0.0124604,0.00999705,0.00271717,0.0197336,0.0115297,0.0120317,0.0170482,0.0144286,0,0,0.0340661,0,0.012466,0.0240774,0.0686572,0.0125614,0.0215228,0.0107657,0.0239464,0.0200659,0.00154138,0.0539794,0.00639232,0,0.00981762,0.0240454,0,0,0.0220595,0.0218756,0.0123549,0.0113359,0.0235018,0.012385,0,0,0,0,0,0
174,0,0,0,0,0.0178248,0.0234914,0,0,0,0.114146,0.00950305,0.047664,0.00348798,0,0,0.0102528,0,0.0205333,0.00407409,0.0427044,0.0568362,0.0257204,0.0221593,0.0172355,0.019764,0.0152917,0.0293114,0.0217754,0.0682766,0.0228491,0.0469519,0.0191781,0.0176063,0.149056,0.0126182,0.00994779,0.00281951,0.0189519,0.0114786,0.0121881,0.0166087,0.0146227,0,0,0.0339883,0,0.0125379,0.0239062,0.0684949,0.0133562,0.0212289,0.0114198,0.0234837,0.0202344,0.00171923,0.0544796,0,0,0.0100365,0.0234539,0,0,0.0210677,0.0216763,0.0124434,0.0115361,0.0233549,0.0113427,0,0,0,0,0,0
175,0,0,0,0,0.0180033,0.0234306,0,0,0,0.115556,0.00956359,0.0482605,0.00408476,0,0,0.0099844,0,0.0204883,0.00414528,0.0426414,0.057723,0.0251134,0.0214582,0.0175527,0.0191645,0,0.0285861,0.0216056,0.0677895,0.0225784,0.0470792,0.0189704,0.0181206,0.150445,0.0123911,0.00989433,0.00300205,0.0182816,0.0114613,0.0132392,0.0161891,0.0149087,0,0,0.0340362,0,0.0125646,0.0238656,0.0684381,0.0150681,0.020941,0.0111258,0.0230058,0.020337,0.00179897,0.0547288,0,0,0.00998336,0.0232698,0.0178243,0,0.0201523,0.0214864,0.0125219,0.0116888,0.0231744,0.0104451,0,0,0,0,0,0
176,0,0,0,0,0.0182896,0.0234301,0,0,0,0.115987,0.00958007,0.0483892,0.00478292,0,0,0.00983546,0,0.0205033,0.00426969,0.0426441,0.0582198,0.0246518,0.0208678,0.0177026,0.0186574,0,0.0279182,0.0214612,0.0671231,0.0222902,0.0468188,0.0186335,0.0184728,0.150721,0.0119688,0.00988376,0.00319832,0.017607,0.011429,0.01399,0.0158221,0.0152092,0,0,0.0337868,0,0.0126056,0.0238226,0.0684292,0.0165052,0.0206975,0.00976672,0.0225254,0.020331,0.0021301,0.0548859,0,0,0.00972425,0.0239241,0.0184344,0,0.0193483,0.0213042,0.0125608,0.011762,0.0231307,0.0100303,0,0,0,0,0,0
177,0,0,0,0,0.0171156,0.0220312,0,0,0,0.115886,0.0099219,0.0487025,0.00579725,0,0,0.00841401,0,0.0202465,0.00376681,0.0434259,0.0593142,0.0229059,0.0195732,0.0185243,0.0167388,0.0133704,0.0264815,0.020583,0.0652626,0.0222272,0.0462924,0.0185669,0.018886,0.150502,0.0104849,0.00968816,0.00307798,0.0102649,0.0115002,0.00689351,0.0150557,0.013453,0,0,0.0325207,0,0.0125277,0.0230345,0.0698388,0.00451455,0.019326,0.0161495,0.0220505,0.0200384,0.00580103,0.0557418,0,0,0.0165902,0,0.0171939,0,0.0102986,0.0203912,0.0124365,0.0114802,0.0215343,0.00820769,0,0,0,0,0,0
178,0,0,0,0,0.0170297,0.0220053,0,0,0,0.114305,0.00989461,0.0478419,0.00645753,0,0,0.00847907,0,0.0202756,0.00383602,0.0433759,0.0588487,0.0224761,0.0184921,0.0188581,0.0166965,0.0129452,0.025279,0.0203946,0.0643392,0.021284,0.0448357,0.0180516,0.0189775,0.148464,0.00995308,0.00970957,0.0031381,0.0104226,0.0114429,0.00600525,0.0147659,0.0137136,0,0,0.032321,0,0.0124944,0.0230204,0.0698226,0.00510866,0.0191482,0.015757,0.0216,0.0198656,0.00556916,0.055796,0,0,0.016524,0,0.0178716,0,0.0100177,0.0202293,0.012449,0.0114175,0.0210118,0.00850345,0,0,0,0,0,0
179,0,0,0,0,0.0184396,0.0233519,0,0,0,0.111281,0.00958032,0.0459849,0.00656301,0,0,0.00954769,0,0.0205463,0.00431165,0.0425504,0.0572055,0.0235378,0.0179479,0.018266,0.0183787,0.0135451,0.0245251,0.0208463,0.0643721,0.0194959,0.0429036,0.0171247,0.0187487,0.144771,0.0116686,0.0098631,0.00328876,0.0146057,0.0114025,0.0156258,0.0148953,0.0159333,0,0,0.0328407,0,0.0125634,0.0234354,0.0685185,0.0212767,0.0197604,0.0101555,0.0209099,0.0198954,0.00310381,0.0550197,0,0,0.0110422,0.0255029,0.0200768,0,0.0149825,0.020617,0.012583,0.011734,0.0227166,0.0105445,0,0,0,0,0,0
