Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_M,
138,0,0,0,0,0.00351443,0.00450498,0,0,0.052943,0.0107162,0.0493695,0.00266101,0,0,0.00512569,0,0.0193222,0.00201022,0.0524543,0.0629496,0.0316951,0.0209407,0.00253791,0.00463846,0.0272843,0.028735,0.0225936,0.0538908,0.0148626,0.019034,0.0222313,0.0129843,0.0594583,0.00414985,0.00906789,0.000892836,0.0314525,0.0146362,0.0112341,0.00346879,0.00626251,0,0,0.0037292,0,0.0131558,0.0020467,0.0696519,0.0134937,0.0210585,0.0372259,0.0022252,0.00492431,0,0.0478396,0,0.0189408,0.0130033,0,0.0201815,0.0193184,0.0406069,0.00573144,0.00400261,0.0020322,0.00551571,0.00655747,0,0,0,0,0,0,0
139,0,0,0,0,0.00353209,0.00468349,0,0,0.0573307,0.0106037,0.0517997,0.00256414,0,0,0.00478075,0,0.0192882,0.00197416,0.0525947,0.064342,0.0319108,0.0217726,0.00257241,0.00433365,0.0282735,0.0300668,0.0231447,0.0538958,0.0153689,0.0199394,0.023068,0.0123491,0.0636933,0.00402834,0.00912189,0.000841966,0.0322344,0.0145858,0.0117353,0.00359591,0.00619237,0,0,0.00371034,0,0.0131379,0.00203796,0.0690736,0.0142504,0.0204622,0.0474967,0.00237877,0.00500464,0,0.0488909,0,0.0177972,0.0132642,0,0.0208458,0.0186816,0.0418046,0.00575604,0.00402999,0.00195502,0.00571703,0.00614801,0,0,0,0,0,0,0
140,0,0,0,0,0.00349646,0.00437801,0,0,0.0579084,0.0105109,0.0498961,0.00229204,0,0,0.00326275,0,0.0193434,0.00158485,0.0530975,0.0607476,0.0311395,0.0215331,0.00263675,0.00307054,0.0275282,0.0298337,0.0225098,0.0529891,0.0142445,0.0185516,0.021466,0.0125346,0.0624385,0.00239473,0.00942632,0.000915603,0.0319678,0.014434,0.0124281,0.00278916,0.00582805,0,0,0.00419543,0,0.0132936,0.00244365,0.0691544,0.0121619,0.0211013,0.0473026,0.00173174,0.00785231,0,0.048705,0,0.016211,0.0119761,0,0.0205578,0.017248,0.0406775,0.00723443,0.00227638,0.00216598,0.00699067,0.00530921,0,0,0,0,0,0,0
141,0,0,0,0,0.00306596,0.00436249,0,0,0.0541285,0.0103593,0.0459757,0.00302209,0,0,0.00356591,0,0.0193113,0.00167096,0.0534599,0.0558792,0.0312514,0.021026,0.00255092,0.0026886,0.0263225,0.0294533,0.0204457,0.0517276,0.0135619,0.0168617,0.0194685,0.0132871,0.0582112,0.00270496,0.00932069,0.000902151,0.0330642,0.0143459,0.0125166,0.00306918,0.00542756,0,0,0.00392672,0,0.0132545,0.00228711,0.0687218,0.0131227,0.0211261,0.0452977,0.00213332,0.00645818,0,0.0492925,0,0.0151399,0.011815,0,0.0209571,0.0167115,0.0423581,0.00646144,0.0028222,0.00201423,0.00640909,0.00501154,0,0,0,0,0,0,0
142,0,0,0,0,0.00395361,0.00496149,0,0,0.0501727,0.0103093,0.0409457,0.00556721,0,0,0.00231371,0,0.0192903,0.000835211,0.0532921,0.0485409,0.0315424,0.0194301,0.00219348,0.0032404,0.0250307,0.0281199,0.0182279,0.0512004,0.0123887,0.014513,0.0170722,0.0154622,0.0528151,0.00229719,0.00910588,0.000807908,0.0252562,0.0141879,0.0137157,0.00550212,0.00599386,0,0,0.00454154,0,0.013102,0.00313509,0.0679052,0.0208606,0.0205356,0.0442305,0.00143269,0.00359744,0,0.0495361,0,0.0160639,0.0162914,0.0170903,0.0237113,0.020475,0.0357926,0.00531734,0.00360704,0.00224541,0.00628676,0.00568236,0,0,0,0,0,0,0
143,0,0,0,0,0.00373235,0.00449727,0,0,0.0473996,0.0101784,0.0370963,0.00471642,0,0,0.00199082,0,0.0192903,0.000921469,0.053706,0.0428057,0.0306196,0.0163942,0.00279349,0.00292842,0.0222189,0.0253342,0.0152203,0.0494405,0.0117538,0.0136793,0.0157377,0.0164445,0.0500458,0.00209714,0.00912266,0.000810936,0.0258809,0.014052,0.0124326,0.00259793,0.00559866,0,0,0.00500693,0,0.0131568,0.00339725,0.0692237,0.0179678,0.0222998,0,0.00140343,0.00269332,0,0.0480702,0,0.0142111,0.0145201,0.0186099,0.0209107,0.0184378,0.0361729,0.0054547,0.00360038,0.00236208,0.00566826,0.00573198,0,0,0,0,0,0,0
144,0,0,0,0,0.00361499,0.00418932,0,0,0.0477854,0.0100679,0.0345004,0.00483975,0,0,0.00195552,0,0.0192903,0.001004,0.0538446,0.0384402,0.0299631,0.0122878,0.00320342,0.00314186,0.0192107,0.0217662,0.0123883,0.0482445,0.0116207,0.0144035,0.0149777,0.0164208,0.0514266,0.00211166,0.00913929,0.000799988,0.0263504,0.0139039,0.0127174,0.00186109,0.00515313,0,0,0.00583653,0,0.0131842,0.00385928,0.069516,0.0175743,0.023229,0,0.00144839,0.00163052,0,0.048296,0,0.0119601,0.0132116,0.018962,0.0204934,0.0170802,0.036494,0.00574691,0.00382001,0.00257564,0.00531083,0.00586677,0,0,0,0,0,0,0
145,0,0,0,0,0.00334334,0.00389921,0,0,0.0473112,0.00996714,0.032112,0.00511915,0,0,0.00226936,0,0.0193288,0.00117956,0.053747,0.0343616,0.029328,0.00888692,0.00345017,0.0036107,0.0159305,0.0184636,0.00971224,0.0471897,0.011355,0.0151918,0.0144889,0.0167327,0.0519034,0.00235667,0.00918025,0.00073292,0.0262171,0.0137181,0.012587,0.0012955,0.00452476,0,0,0.00679653,0,0.0131952,0.00450348,0.0697066,0.0168248,0.0240956,0,0.0016961,0.0004377,0,0.0487952,0.00871652,0.00929359,0.0110249,0.0195573,0.0203019,0.0158941,0.0360026,0.00616658,0.00416383,0.00282368,0.00496933,0.00610663,0,0,0,0,0,0,0
146,0,0,0,0,0.00302206,0.00370739,0,0,0.045159,0.00983926,0.0295494,0.00564502,0,0,0.00298578,0,0.0193812,0.00160312,0.053282,0.0295664,0.0288756,0.00691336,0.00339768,0.00419841,0.0126034,0.015522,0.00883492,0.046353,0.0113367,0.0157254,0.0138241,0.0164353,0.0502468,0.00292869,0.00924406,0.000745609,0.0267797,0.0135318,0.0125088,0.00136961,0.00367292,0,0,0.00810791,0,0.0132244,0.00536266,0.0700156,0.0162235,0.0247717,0,0.00172237,0.000916971,0,0.0494056,0.0085101,0.0059979,0.00875312,0.0201936,0.0196584,0.0144631,0.0359433,0.00690542,0.00450015,0.00308568,0.00470982,0.00634114,0,0,0,0,0,0,0
147,0,0,0,0,0.00269958,0.00361498,0,0,0.0415385,0.00971309,0.0260727,0.0062047,0,0,0.00391633,0,0.0194245,0.00218315,0.0525502,0.0251436,0.0287299,0.00586609,0.00321154,0.00460082,0.00955042,0.0126415,0.00965838,0.0459896,0.0122161,0.0164464,0.0132289,0.0147806,0.046778,0.00379723,0.00932297,0.000842455,0.0277784,0.0133578,0.012324,0.00159382,0.00261132,0,0,0.00986627,0,0.0132816,0.00633083,0.0702951,0.0160368,0.0252975,0,0.00143711,0.00202132,0,0.0499287,0.00946887,0.0025152,0.00570431,0.0211599,0.0190388,0.0138141,0.0363618,0.00790939,0.00474763,0.00335806,0.00449622,0.00581141,0,0,0,0,0,0,0
148,0,0,0,0,0.00216715,0.00357073,0,0,0.0373918,0.0095607,0.0233865,0.00654844,0,0,0.00480525,0,0.0195083,0.00278003,0.0520583,0.023665,0.0289915,0.00453963,0.00293199,0.00476413,0.00765127,0.0103579,0.0105641,0.0465538,0.0139547,0.0181456,0.0135482,0.0126432,0.0424889,0.00457749,0.00941387,0.00108606,0.0297746,0.0132419,0.0123933,0.00174545,0.00137023,0,0,0.0115985,0,0.0133753,0.00725824,0.070481,0.0165233,0.0257287,0,0.00120671,0.00300098,0,0.0502925,0.0108442,0.00145612,0.00230005,0.0222871,0.0185723,0.0147404,0.037204,0.00904127,0.00476672,0.00359243,0.00431116,0.0043886,0,0,0,0,0,0,0
149,0,0,0,0,0.00369108,0.00390518,0,0,0.0348417,0.00954751,0.0227355,0.00625391,0,0,0.00485765,0,0.0196013,0.00293817,0.0522755,0.0234273,0.0294166,0.00337147,0.00274182,0.0051864,0.00700743,0.00863643,0.0107778,0.0478272,0.0155994,0.0203912,0.0140594,0.0114076,0.0397006,0.00475124,0.00938423,0.0011578,0.0314758,0.0130735,0.0130812,0.00183023,0.00264617,0,0,0.0127789,0,0.0134221,0.00820015,0.0705986,0.0202265,0.0259576,0,0.000898808,0.00413398,0,0.0508676,0.0122973,0.0039105,0.00209865,0.0233566,0.0185368,0.0172428,0.0389263,0.00906653,0.00455633,0.00402899,0.00406202,0.00359112,0,0,0,0,0,0,0
150,0,0,0,0,0.00388859,0.00382268,0,0,0.0334877,0.00941621,0.0228012,0.0054182,0,0,0.00505293,0,0.0197316,0.00324198,0.0528651,0.0231661,0.029799,0.00499447,0.00266221,0.00546212,0.00649222,0.00772282,0.0097665,0.0487166,0.0163733,0.0216644,0.0139545,0.0111308,0.0377852,0.00502008,0.00944181,0.00121581,0.0334317,0.0129676,0.0140932,0.00236271,0.00286736,0,0,0.0136889,0,0.0134625,0.00879421,0.0709123,0.0239627,0.0263711,0,0.000867364,0.00468371,0,0.0516493,0.0134137,0.00625748,0.00577594,0.0243389,0.0188628,0.0202721,0.0406815,0.00989171,0.00446577,0.00414318,0.00383165,0.0015705,0,0,0,0,0,0,0
151,0,0,0,0,0.00402597,0.00356056,0,0,0.0342318,0.00926245,0.0223034,0.0046666,0,0,0.00522242,0,0.0198411,0.00342816,0.0536441,0.021035,0.029789,0.00811425,0.0029479,0.00572954,0.00543576,0.00927904,0.00871088,0.0483638,0.0163632,0.0224174,0.0133111,0.0117272,0.0379272,0.00511411,0.00952293,0.00127154,0.0354509,0.0129025,0.0150936,0.00327541,0.00324356,0,0,0.0142627,0,0.0135452,0.00926072,0.071331,0.0275221,0.0270763,0,0.00114703,0.00518074,0,0.0527342,0.014153,0.00838821,0.00889124,0.0253972,0.0194004,0.0233327,0.0422562,0.0106113,0.00455464,0.00426704,0.00361027,0.00127381,0,0,0,0,0,0,0
152,0,0,0,0,0.0037914,0.00327359,0,0,0.0336807,0.00915518,0.0206983,0.00428829,0,0,0.00548213,0,0.019872,0.00352471,0.0541916,0.0178356,0.0293837,0.0115458,0.00365874,0.00591488,0.00659936,0.0126889,0.00764187,0.0470942,0.0161825,0.0229185,0.0126143,0.0126103,0.0369114,0.00516523,0.00959439,0.00134012,0.0367768,0.0128531,0.0157387,0.00425414,0.00362195,0,0,0.0146261,0,0.0136225,0.00972302,0.0715455,0.0308805,0.0278768,0,0.00160476,0.00574288,0,0.0538366,0.0149644,0.0104087,0.0115858,0.0266942,0.0198865,0.0259465,0.0433762,0.0111286,0.00482636,0.00442887,0.00353279,0.00227412,0,0,0,0,0,0,0
153,0,0,0,0,0.00368002,0.00303363,0,0,0.031318,0.00925114,0.0182123,0.00453069,0,0,0.00550467,0,0.0198694,0.00328619,0.0544641,0.0139833,0.0287931,0.014486,0.0044486,0.00597305,0.00951568,0.0158802,0.00752898,0.0458145,0.0163012,0.0233354,0.0120593,0.013479,0.0341882,0.00523001,0.00955247,0.0012052,0.0382281,0.0128111,0.0162099,0.00517553,0.0041651,0,0,0.0144816,0,0.0136514,0.0100909,0.0714275,0.032953,0.0284554,0,0.00188301,0.00642945,0,0.0546811,0.0152199,0.012282,0.013935,0.0280644,0.0202281,0.028048,0.0428495,0.0112483,0.00498595,0.0046443,0.00363341,0.00237019,0,0,0,0,0,0,0
154,0,0,0,0,0.00324073,0.0028508,0,0,0.0286508,0.00943543,0.0158047,0.00507112,0,0,0.0055078,0,0.0198284,0.00294723,0.0546642,0.0108261,0.0282527,0.0167281,0.00497822,0.006008,0.011285,0.0177427,0.00810299,0.0451974,0.0167833,0.023603,0.0114766,0.0142301,0.031385,0.00517712,0.00944451,0.000974613,0.0397449,0.0128857,0.0177415,0.00581414,0.00412017,0,0,0.013649,0,0.0136161,0.00998571,0.0709978,0.0373733,0.0286069,0,0.00196778,0.00665033,0,0.0552854,0.0138966,0.0140774,0.0156102,0.0293687,0.0208649,0.0298686,0.0435169,0.0111232,0.00501631,0.00460733,0.00384317,0.00193493,0,0,0,0,0,0,0
155,0,0,0,0,0.00221488,0.00280137,0,0,0.0269239,0.00958998,0.0140184,0.00585804,0,0,0.00593047,0,0.0197619,0.00288776,0.054732,0.00821548,0.0279475,0.0183096,0.00522675,0.00569272,0.0114649,0.0182666,0.00866356,0.045357,0.017261,0.0236598,0.0108213,0.0148831,0.0296291,0.00524713,0.00937609,0.000810021,0.0465447,0.013111,0.0243413,0.0057079,0.00342685,0,0,0.0124692,0,0.0135472,0.00932952,0.0708248,0.0501631,0.0282031,0,0.00206746,0.00601461,0,0.0563149,0,0.0156814,0.0156551,0.0310082,0.0218683,0.0327181,0.049457,0.0109894,0.00491961,0.0042755,0.00411368,0.00177632,0,0,0,0,0,0,0
156,0,0,0,0,0.00290887,0.00370166,0,0,0.0250788,0.0102164,0.012442,0.00650864,0,0,0.00468025,0,0.0193995,0.00208823,0.0559517,0.00579928,0.0257636,0.0196514,0.00632122,0.00521868,0.0118345,0.0183317,0.0101253,0.0444922,0.0167699,0.0224148,0.00998213,0.0156923,0.0267746,0.00403544,0.00907773,0.000417142,0.0726035,0.0134609,0.0504153,0.011688,0.00246408,0,0,0.0105661,0,0.0134486,0.00788772,0.0720494,0.076738,0.0310932,0.0188014,0.00200836,0.0061312,0,0.0563784,0,0.023224,0.0308673,0,0.0352877,0.0480438,0.0706613,0.00946012,0.00426076,0.00385826,0.00425612,0.00272491,0,0,0,0,0,0,0
157,0,0,0,0,0.00337852,0.00391588,0,0,0.0249278,0.0105659,0.0111624,0.00707425,0,0,0.00445892,0,0.0191515,0.00184738,0.0556305,0.00371767,0.025427,0.0201854,0.00645153,0.00491964,0.0115263,0.0180195,0.0105582,0.0448274,0.0161824,0.0212709,0.00930409,0.0162138,0.026041,0.00338922,0.00888107,0.000455806,0.0784164,0.0137789,0.0556232,0.0115648,0.00269318,0,0,0.00889368,0,0.0133311,0.00659787,0.0719314,0.0830778,0.03073,0,0.00202607,0.00572556,0,0.0575559,0,0.0258625,0.0322998,0,0.0362814,0.0495337,0.0716491,0.00838798,0.00379636,0.00343988,0.00428378,0.00285393,0,0,0,0,0,0,0
158,0,0,0,0,0.00354138,0.00387991,0,0,0.0245786,0.0108566,0.0103017,0.00747881,0,0,0.00441834,0,0.0189663,0.00175787,0.0551323,0.00255409,0.0250699,0.0197531,0.00667301,0.00462435,0.0112213,0.0171196,0.0106448,0.0453343,0.0153618,0.020075,0.00871145,0.0164394,0.0253754,0.00284878,0.00870656,0.000601837,0.0752253,0.0140939,0.0559206,0.0119918,0.00282584,0,0,0.00737598,0,0.0132687,0.00550279,0.072739,0.0840059,0.0308364,0.0134716,0.00175985,0.00501586,0,0.0564638,0,0.0250138,0.0305709,0,0.0365077,0.0480095,0.0657979,0.00773919,0.00320427,0.0031318,0.00393708,0.0032747,0,0,0,0,0,0,0
159,0,0,0,0,0.0037298,0.0038418,0,0,0.0247835,0.0110941,0.0100264,0.00760053,0,0,0.00436141,0,0.0188235,0.00162836,0.0545227,0.00246618,0.024879,0.0190607,0.00653545,0.0040601,0.0110215,0.0162481,0.0106301,0.0460109,0.0150207,0.0197637,0.00836049,0.0161842,0.0254047,0.00239887,0.00855016,0.000752739,0.0729848,0.0144114,0.0584299,0.0119002,0.00315028,0,0,0.0061483,0,0.0132276,0.00450627,0.07337,0.0869715,0.0305203,0.0113509,0.00125812,0.00437012,0,0.0559187,0,0.0252215,0.0308343,0,0.0374604,0.0473775,0.0624115,0.00722911,0.00264209,0.00290844,0.0036521,0.00374805,0,0,0,0,0,0,0
160,0,0,0,0,0.00407128,0.00385647,0,0,0.0254312,0.0112538,0.010241,0.00756486,0,0,0.0041006,0,0.0186195,0.00133971,0.0541748,0.00286324,0.0246454,0.0185671,0.00625063,0.00334062,0.0111561,0.0157697,0.0108134,0.0466074,0.0153489,0.0203781,0.00829001,0.015619,0.0262707,0.00200447,0.0084225,0.000786968,0.0591976,0.0147124,0.0547911,0.0123178,0.00366687,0,0,0.00517344,0,0.0132227,0.00365832,0.0742983,0.0806023,0.0304965,0.0117611,0.00108567,0.00356513,0,0.0552943,0,0.026911,0,0,0.0355059,0.0453973,0.049956,0.00672116,0.00214375,0.00271852,0.00351346,0.00440087,0,0,0,0,0,0,0
161,0,0,0,0,0.00385234,0.0035939,0,0,0.026355,0.0112951,0.0106596,0.00699459,0,0,0.00401871,0,0.0184556,0.0011172,0.0537296,0.00393505,0.0250878,0.0181222,0.00592041,0.00278055,0.0113134,0.0153151,0.0107021,0.0474269,0.0160693,0.0214154,0.00817494,0.0150204,0.0272656,0.00182379,0.00833149,0.000718004,0.0648315,0.0149651,0.0605626,0.0117376,0.00354919,0,0,0.00477239,0,0.0132186,0.00322466,0.0741777,0.0862264,0.0298818,0.00903614,0.00100521,0.00294508,0,0.0550446,0,0.0263104,0.0325129,0,0.0407639,0.049065,0.0527804,0.00628077,0.00190043,0.00256895,0.00347389,0.00438421,0,0,0,0,0,0,0
162,0,0,0,0,0.00376039,0.00348854,0,0,0.0273151,0.0113727,0.011062,0.00643896,0,0,0.00356842,0,0.0182769,0.000779734,0.0537304,0.00461827,0.0255891,0.0179341,0.00556052,0.00228614,0.011268,0.0150726,0.0104458,0.0479887,0.016815,0.0225313,0.00816027,0.0145644,0.02857,0.00148377,0.00822171,0.000757986,0.0601978,0.0152504,0.0600226,0.0114801,0.00357927,0,0,0.00446358,0,0.0132586,0.00281507,0.0743135,0.0839353,0.0294086,0.00882804,0.000827534,0.00241985,0,0.0546541,0,0.0270503,0.0340659,0,0.0422165,0.0510915,0.0468312,0.0057049,0.00192092,0.00240829,0.00351668,0.00454105,0,0,0,0,0,0,0
163,0,0,0,0,0.00409453,0.00360103,0,0,0.0281162,0.0114597,0.011318,0.00607032,0,0,0.00312406,0,0.0180978,0.000617013,0.0539955,0.00487626,0.0259552,0.0178077,0.00529105,0.00182501,0.010912,0.0150181,0.0101091,0.0482068,0.017216,0.0231835,0.00837233,0.0143682,0.0296355,0.00110711,0.00810559,0.000878489,0.0452873,0.015581,0.0536216,0.0116336,0.00377692,0,0,0.00409815,0,0.0133066,0.00239677,0.0750094,0.0762788,0.0290711,0.0107049,0.000736482,0.0021557,0,0.0542442,0,0.0286558,0,0,0.039206,0.0503619,0.0314635,0.00504856,0.00218052,0.0023221,0.00349179,0.00510974,0,0,0,0,0,0,0
164,0,0,0,0,0.00399362,0.00364781,0,0,0.0290345,0.0114797,0.0112068,0.00572706,0,0,0.00294846,0,0.0180078,0.000693092,0.0534904,0.00552587,0.0266642,0.0179046,0.00498597,0.00119727,0.0107452,0.0154733,0.00963098,0.0484147,0.0173691,0.0234393,0.00846528,0.0144737,0.0308495,0.000820695,0.00806873,0.000910031,0.0506208,0.0158602,0.0580379,0.0110057,0.00340458,0,0,0.00387942,0,0.0133457,0.00219856,0.0748611,0.0796488,0.0284554,0.0108895,0.000507445,0.00186182,0,0.0540894,0,0.0288921,0.0391901,0,0.0440621,0.0554627,0.0345865,0.00447347,0.00227372,0.00243307,0.00354432,0.00522589,0,0,0,0,0,0,0
165,0,0,0,0,0.00435822,0.00386754,0,0,0.0301792,0.0115705,0.0110046,0.00553257,0,0,0.0028379,0,0.0179338,0.000835577,0.0531311,0.00611681,0.0271688,0.0180097,0.00454194,0.000593601,0.0107636,0.0159796,0.00916848,0.0482824,0.0172818,0.0234508,0.00842598,0.0146782,0.0323116,0.000489006,0.00802911,0.00099888,0.0369421,0.0161699,0.0524888,0.010751,0.00367242,0,0,0.00311731,0,0.0134301,0.00183178,0.0750637,0.0748445,0.0277818,0.0134351,0.000829877,0.00117064,0,0.0537378,0,0.0303201,0,0,0.0407072,0.0549823,0.0208703,0.00394646,0.00270814,0.00263124,0.00356167,0.00628977,0,0,0,0,0,0,0
166,0,0,0,0,0.00397332,0.00394639,0,0,0.030643,0.0116315,0.0107951,0.00514623,0,0,0.00279652,0,0.0179176,0.000953256,0.0526031,0.00659649,0.0277422,0.0174844,0.0043148,0.000355721,0.0106055,0.0158196,0.0085318,0.048383,0.0169863,0.0231687,0.00830241,0.0149616,0.0330349,0.000747782,0.00798141,0.00110789,0.0428869,0.0164188,0.0565747,0.0100538,0.00312731,0,0,0.00276549,0,0.013449,0.00187667,0.0750814,0.0778255,0.027068,0.0137285,0.00104192,0.00124756,0,0.0539987,0,0.029782,0.043549,0,0.0444843,0.0601522,0.0240378,0.00327965,0.00309483,0.00287793,0.00357317,0.00595869,0,0,0,0,0,0,0
167,0,0,0,0,0.00399922,0.00401615,0,0,0.0312154,0.0117163,0.0108686,0.00488271,0,0,0.00302645,0,0.0178981,0.00116401,0.0521692,0.00681647,0.0281031,0.0166831,0.00407387,0.000677562,0.010438,0.0154915,0.00794967,0.0482607,0.0167918,0.0231056,0.0082544,0.0151701,0.0339104,0.00129128,0.00791999,0.00125489,0.0387184,0.016696,0.0553859,0.00962662,0.00296157,0,0,0.00221304,0,0.0134917,0.00200845,0.0753833,0.0767678,0.026361,0.0147846,0.0013746,0.00143539,0.0149346,0.0540777,0,0.0292741,0.0450729,0,0.0447086,0.0615315,0.0201624,0.00260255,0.00341799,0.00310943,0.00359443,0.0057207,0,0,0,0,0,0,0
168,0,0,0,0,0.00414978,0.00407286,0,0,0.0316926,0.0118307,0.0112025,0.00473901,0,0,0.00354262,0,0.0178662,0.00142155,0.0519122,0.00678839,0.0283198,0.0155538,0.00392477,0.00107663,0.010252,0.0148664,0.00728125,0.0479827,0.0166605,0.0231244,0.00829877,0.0153923,0.0347855,0.00179949,0.00784805,0.00136566,0.0344566,0.0169653,0.0539097,0.00952645,0.00298717,0,0,0.00157863,0,0.013553,0.00222839,0.0753951,0.0754989,0.0258067,0.0163635,0.00168092,0.00156718,0.0142601,0.0547666,0,0.0288066,0.0468353,0,0.0448786,0.0624515,0.0162747,0.00213738,0.00385728,0.00330582,0.00362911,0.00541668,0,0,0,0,0,0,0
169,0,0,0,0,0.00198607,0.00434886,0,0,0.0318327,0.0116216,0.0120627,0.00462665,0,0,0.00242905,0,0.0180426,0.000958512,0.0492152,0.00909091,0.0323409,0.0136286,0.0037505,0.00182449,0.00960873,0.0136577,0.0062645,0.0501858,0.0173388,0.0235908,0.0091425,0.0163119,0.0357534,0.00128248,0.00803779,0.00122217,0.0433975,0.0170214,0.0442013,0.00300733,0.00204756,0,0,0.00137364,0,0.013569,0.00230106,0.0508886,0.0517745,0.0215203,0.0779967,0.0051706,0.00185008,0.05115,0,0,0.0656661,0.0670381,0,0.0544259,0.0672037,0.0420717,0.00249701,0.00428067,0.00340759,0.00571812,0.000397448,0,0,0,0,0,0,0
170,0,0,0,0,0.00172401,0.00429478,0,0,0.0327674,0.0117389,0.0125629,0.00439702,0,0,0.00275874,0,0.0180102,0.00124771,0.0490525,0.00927269,0.0323948,0.0125754,0.00354561,0.00172488,0.00947391,0.0132539,0.00569407,0.0496923,0.0171592,0.0235384,0.00940399,0.0166933,0.036979,0.00171248,0.00800696,0.00139694,0.0366115,0.0172103,0.0373583,0.00267025,0.00174076,0,0,0.00144635,0,0.0136376,0.00259185,0.0520727,0.0448116,0.0212432,0.0810021,0.0050279,0.00167844,0.05318,0,0.0764557,0.0649428,0.0679468,0,0.0551059,0.0672317,0.0360745,0.00216587,0.00436792,0.00359741,0.00562081,0.000601367,0,0,0,0,0,0,0
171,0,0,0,0,0.00178937,0.00436587,0,0,0.0348766,0.011964,0.0132723,0.00470937,0,0,0.00362559,0,0.0179305,0.00168389,0.0488121,0.00949308,0.0327052,0.0119284,0.00229178,0.0017363,0.00934684,0.0132604,0.00530884,0.0493768,0.0171643,0.0238126,0.00973914,0.0170426,0.0395487,0.00243431,0.00789951,0.00156862,0.0382661,0.0174743,0.0343725,0.00410977,0.00135067,0,0,0.00187688,0,0.0137173,0.00301343,0.0504817,0.0385454,0.0196677,0,0.00437526,0.00203954,0.0798474,0,0.0916771,0.0721383,0.0753519,0,0.0588858,0.0701662,0.0429158,0.00215999,0.00459527,0.00394738,0.00553889,0.00109336,0,0,0,0,0,0,0
172,0,0,0,0,0.00169544,0.0044218,0,0,0.0367596,0.0120371,0.0141012,0.00522026,0,0,0.00459505,0,0.0179037,0.00190698,0.0483989,0.00985336,0.0335004,0.0110514,0.00134378,0.0018985,0.00891473,0.0129099,0.00519194,0.0494478,0.017195,0.0239115,0.0101802,0.0174711,0.0416737,0.00297455,0.00782732,0.00163392,0.0281973,0.0177378,0.0292918,0.00610746,0.00119384,0,0,0.00228708,0,0.0139094,0.00335752,0.0523352,0.0309891,0.0183467,0.0895126,0.00431975,0.00267983,0.116783,0,0.0845575,0.0654036,0.0709394,0,0.054948,0.0668741,0.0317435,0.00269369,0.0049214,0.00421224,0.00577272,0.00189185,0,0,0,0,0,0,0
173,0,0,0,0,0.00246406,0.00464063,0,0,0.0390127,0.0121424,0.0149381,0.005792,0,0,0.00539404,0,0.0178304,0.0021484,0.0481347,0.00981959,0.0342921,0.0104666,0.000954265,0.00246364,0.00846391,0.0127308,0.00576491,0.0496357,0.0172607,0.0241387,0.0106177,0.0177891,0.0445033,0.00358818,0.0077651,0.0016815,0.0244295,0.0178886,0.0234559,0.00825796,0.00195033,0,0,0.00357114,0,0.0139872,0.0041596,0.0523946,0.0248053,0.0168209,0.0920347,0.00462102,0.00288754,0.13509,0,0.0869578,0.064351,0.0704592,0,0.0535274,0.0651248,0.0293296,0.00259357,0.00476693,0.00444818,0.00603744,0.0032785,0,0,0,0,0,0,0
174,0,0,0,0,0.00255945,0.004727,0,0,0.0407602,0.0121841,0.0159268,0.00601393,0,0,0.00554893,0,0.0177968,0.00222069,0.0479252,0.00946173,0.0349317,0.0097423,0.00123848,0.00236776,0.00780543,0.0121106,0.00663791,0.0498598,0.0172551,0.0241747,0.0110706,0.0180421,0.0467895,0.00383693,0.00772954,0.00176969,0.0218699,0.0179279,0.0176552,0.00950169,0.0020757,0,0,0.00337941,0,0.013981,0.00405059,0.0521105,0.0203163,0.0160599,0.0950362,0.00505418,0.00307909,0.135981,0,0.0902618,0.0637864,0.0694476,0,0.051707,0.062502,0.0281763,0.00281147,0.00518556,0.0045642,0.00598422,0.00347374,0,0,0,0,0,0,0
175,0,0,0,0,0.00263343,0.00471448,0,0,0.0424569,0.012222,0.0169885,0.00622388,0,0,0.00575163,0,0.017807,0.00223584,0.0477153,0.00934034,0.035601,0.00912328,0.0017858,0.00249551,0.00708411,0.0113334,0.00773173,0.0500572,0.0172957,0.0242772,0.0114603,0.0182573,0.048983,0.00391594,0.0077053,0.0017957,0.0192053,0.0179557,0.0119566,0.0106779,0.00228615,0,0,0.00319342,0,0.0140001,0.00393413,0.0518106,0.0189433,0.0155283,0.0968797,0.00542646,0.0033595,0.134697,0,0.0926417,0.0625782,0.0668916,0,0.0488189,0.0583538,0.0268586,0.00282553,0.00546285,0.00456638,0.0058693,0.00366605,0,0,0,0,0,0,0
