Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M
180,0,0,0,0,0,0.0484211,0,0.0366491,0.00824644,0.0384414,0.0236441,0,0,0.0186016,0,0.0204736,0.00879968,0.0450779,0.0297704,0.0265931,0.0144345,0.0264361,0.0416515,0.00947634,0.0180624,0.0114315,0.0517155,0.0122305,0.0270439,0.014297,0.0132522,0.0301817,0.00949394,0.009438,0.00636864,0.0408036,0.0072615,0.00578625,0.0066893,0.0156375,0,0,0.0585659,0,0.0163731,0.040687,0.0597042,0.0164353,0.0249072,0.0104909,0.0359355,0.0423212,0.004117,0.0545072,0.0103833,0.00866905,0.00763744,0.0178067,0,0.0114168,0.0526854,0.0322334,0.0195003,0.0201689,0.0471148,0.0122543,0,0,0,0,0,0,0
181,0,0,0,0,0.0313054,0.045735,0,0.0420915,0.00850659,0.040375,0.0239223,0,0,0.01792,0,0.0201894,0.0081242,0.0445652,0.0299643,0.0271314,0.0153002,0.0263227,0.0402631,0.0101438,0.0200626,0.0115547,0.0535643,0.0131422,0.0293531,0.0148081,0.0134398,0.0388863,0.00842907,0.00916683,0.00614997,0.0420748,0.00714466,0.00670404,0.00636212,0.0139107,0,0,0.0579568,0,0.0160125,0.0404169,0.0601348,0.0177852,0.025305,0.0109338,0.0359211,0.0408484,0.00380681,0.0541155,0.00930111,0.00718684,0.00809508,0.01727,0,0.0120371,0.0551931,0.0333086,0.019321,0.0200037,0.0447866,0.01093,0,0,0,0,0,0,0
182,0,0,0,0,0,0.0480334,0,0.0467284,0.00880229,0.041419,0.0246627,0,0,0.0188041,0,0.0199851,0.00816991,0.0440487,0.0299941,0.0269892,0.0158469,0.0272161,0.0426855,0.0104839,0.0217317,0.0113236,0.0545789,0.0137986,0.0308395,0.0152251,0.013456,0.0474304,0.00861813,0.00894283,0.00624445,0.0422899,0.00719793,0.00651445,0.00680381,0.015727,0,0,0.0567755,0,0.0158038,0.0396231,0.0607037,0.0183718,0.0249462,0.0109623,0.0365225,0.0417439,0.00391199,0.0537097,0.00871981,0.00648855,0.00771916,0.0173117,0,0.0123781,0.0561203,0.0312129,0.0189214,0.0197074,0.0464396,0.0114166,0,0,0,0,0,0,0
183,0,0,0,0,0,0.0481836,0,0.051208,0.00910757,0.0419331,0.0249448,0,0,0.0189957,0,0.0196751,0.00813567,0.0435395,0.0299673,0.026877,0.0168047,0.0275572,0.0430082,0.0110602,0.0235695,0.0109742,0.0561806,0.0146072,0.0323903,0.0157508,0.0135107,0.0573469,0.00851665,0.00866093,0.00624244,0.0421279,0.00727827,0.00641432,0.0068714,0.0159314,0,0,0.0563008,0,0.0157762,0.0392365,0.0607519,0.0181643,0.0249414,0,0.0370353,0.0419438,0.0036743,0.0539058,0.00879558,0.00639742,0.00718514,0.0171202,0,0.0125852,0.0564094,0.0304764,0.0189013,0.0196444,0.0466271,0.0109444,0,0,0,0,0,0,0
184,0,0,0,0,0.0312144,0.0452236,0,0.0552859,0.00951936,0.0417508,0.0237778,0,0,0.017931,0,0.01936,0.00763135,0.0428382,0.0299509,0.0269901,0.0176138,0.0267802,0.0406707,0.0116697,0.0250876,0.0107647,0.0575841,0.0152837,0.0335809,0.01608,0.0135651,0.067849,0.00791365,0.00839677,0.00582415,0.0412496,0.00728269,0.00614798,0.0059069,0.013771,0,0,0.0560404,0,0.0156589,0.0390232,0.0605993,0.0171478,0.0250355,0.0102559,0.0364305,0.0403381,0.00291205,0.0544103,0.00873263,0.00654739,0.00620424,0.0171445,0,0.0123756,0.055368,0.0314963,0.0190537,0.0197067,0.0443134,0.00969546,0,0,0,0,0,0,0
185,0,0,0,0,0.0309826,0.045,0,0.0593675,0.00972619,0.0411825,0.0230144,0,0,0.0181941,0,0.0192014,0.00769839,0.0424769,0.0307425,0.0266415,0.0180514,0.0266772,0.0397997,0.0121451,0.0261822,0.0106096,0.0584721,0.0159817,0.0345619,0.016432,0.0135721,0.0770588,0.00802948,0.00826632,0.0054862,0.0405385,0.00727784,0.00589027,0.00576265,0.013543,0,0,0.055964,0,0.015587,0.0389083,0.0603634,0.0160974,0.0248082,0.00972018,0.0361112,0.0400681,0.0023305,0.0549318,0.00890273,0.00781137,0.00514952,0.0174389,0,0.012626,0.054163,0.03128,0.0190999,0.0197804,0.0441227,0.00953839,0,0,0,0,0,0,0
186,0,0,0,0,0.0300564,0.0450056,0,0.0640059,0.00975014,0.0403806,0.0220379,0,0,0.0186966,0,0.0192014,0.00811511,0.0421534,0.0320367,0.0260392,0.0183879,0.0269154,0.0386891,0.0124021,0.0271936,0.0105896,0.0590903,0.0166652,0.0354368,0.0167754,0.0136546,0.0845431,0.00807582,0.0082581,0.00530641,0.0398825,0.00724118,0.00543546,0.00557401,0.0134621,0,0,0.0564429,0,0.0156912,0.039131,0.0600472,0.014377,0.0244779,0.00946301,0.0356825,0.0400171,0.00241389,0.0554595,0.00934695,0.00726775,0.00437653,0.0177309,0,0.0129883,0.0530417,0.0311504,0.0192554,0.0199908,0.044139,0.00938547,0,0,0,0,0,0,0
187,0,0,0,0,0,0.0479926,0,0.0687454,0.00951144,0.0398939,0.0216961,0,0,0.0197827,0,0.0195101,0.00909846,0.0421044,0.0346319,0.0250194,0.0187244,0.0278065,0.0395903,0.0126047,0.0281359,0.0107181,0.0597093,0.0173757,0.0361721,0.0170219,0.0139879,0.09143,0.00844026,0.0084495,0.00549366,0.0394691,0.00714491,0.00560497,0.00616225,0.0160091,0,0,0.0570276,0,0.0157993,0.039354,0.060151,0.0122626,0.0237548,0.00891158,0.035497,0.0418445,0.00274886,0.0554134,0.00942024,0.00718195,0.00371254,0.0182833,0,0.0133837,0.0521928,0.0298361,0.0193113,0.0201603,0.0464773,0.0105663,0,0,0,0,0,0,0
188,0,0,0,0,0.0303229,0.0456133,0,0.073645,0.00912628,0.0400255,0.0203345,0,0,0.0203958,0,0.0198758,0.00980224,0.0414629,0.0377941,0.0247001,0.01955,0.0282117,0.0369374,0.0129998,0.029294,0.0115497,0.0610099,0.0180623,0.0370291,0.0168004,0.0145802,0.0984089,0.00847226,0.00870997,0.00586477,0.039384,0.0069483,0.00667082,0.00516093,0.0134599,0,0,0.0589237,0,0.0161098,0.0404398,0.0597847,0.00988625,0.0239762,0.00904296,0.0352251,0.0408743,0.00294696,0.0559908,0.00992247,0.00701785,0.00442454,0.0179568,0,0.0124594,0.0516387,0.0321916,0.0197597,0.0207015,0.0447891,0.00929905,0,0,0,0,0,0,0
189,0,0,0,0,0.0307596,0.044458,0,0.0783073,0.00932116,0.0409596,0.0194413,0,0,0.0182361,0,0.01986,0.0090718,0.0421304,0.0415777,0.0250595,0.0198338,0.0257337,0.0361973,0.013234,0.0302301,0.0116171,0.0611065,0.0186209,0.037833,0.0166075,0.0154054,0.104665,0.00731766,0.00870392,0.00534839,0.0398119,0.00701473,0.00754154,0.00404872,0.0142252,0,0,0.0571788,0,0.0158263,0.0391522,0.0600682,0.00754057,0.0247365,0.00856604,0.032551,0.0396647,0.0026124,0.0559675,0.00936885,0.00642391,0.00505456,0.0180455,0,0.0119952,0.0517238,0.0314986,0.0194134,0.0201623,0.0430058,0.010929,0,0,0,0,0,0,0
190,0,0,0,0,0.0311196,0.044256,0,0.0831197,0.00913965,0.0418334,0.0198607,0,0,0.0181978,0,0.0203336,0.00915972,0.0424052,0.0448769,0.0249706,0.0207028,0.0252927,0.0358101,0.013829,0.0316731,0.0114572,0.0612509,0.01932,0.0389849,0.0162847,0.0162883,0.111099,0.00726526,0.00893631,0.00520297,0.0405487,0.0069622,0.00831716,0.00424774,0.0143373,0,0,0.0569124,0,0.0158219,0.0388725,0.060293,0.00731129,0.0252853,0.00848497,0.0317857,0.0390796,0.0020446,0.0558954,0.00901184,0.00587333,0.00575164,0.0178977,0,0.0118928,0.0523626,0.0315509,0.019156,0.0199459,0.0424909,0.0115278,0,0,0,0,0,0,0
191,0,0,0,0,0.0314895,0.04433,0,0.088165,0.00883224,0.0426386,0.0206834,0,0,0.0186252,0,0.0209346,0.00936821,0.0426762,0.0488081,0.0247874,0.0227589,0.0252652,0.0355663,0.0147578,0.0340405,0.0117423,0.0621365,0.0204129,0.0407402,0.0162229,0.016934,0.117381,0.00752314,0.0092205,0.00518605,0.0414464,0.00692217,0.00816774,0.00539695,0.0145177,0,0,0.0568082,0,0.0159611,0.0388344,0.0603499,0.00911371,0.026062,0.00866248,0.0312545,0.0386991,0.00140162,0.0559065,0.00895617,0.00494632,0.00605424,0.0176485,0,0.0119086,0.0535201,0.0315491,0.0189495,0.0197698,0.0422939,0.0120915,0,0,0,0,0,0,0
