Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M
36,0,0,0,0,0.0336231,0.0491711,0,0.0268175,0.0102957,0.0205968,0.0197062,0,0,0.0117201,0,0.0193476,0.00577888,0.0512559,0.0210151,0.022201,0.0178329,0.0301234,0.0460772,0.0126746,0.0199701,0.0160244,0.0458129,0.0145745,0.0154941,0.0101504,0.0107041,0.0295515,0.0122693,0.00871342,0.00366399,0.0418957,0.0102954,0.0161601,0.0148761,0.0127248,0,0,0.0466093,0,0.0136276,0.0301253,0.0580044,0.0302498,0.022752,0.00999654,0.0345765,0.027854,0.00605806,0.0574108,0.0127585,0.00810171,0.01587,0.0195758,0.021877,0.0241983,0.0537633,0.0255535,0.0110558,0.012983,0.0465814,0.0123555,0,0,0,0,0,0,0
37,0,0,0,0,0.0333813,0.0490491,0,0.0278972,0.0101794,0.0213198,0.0195412,0,0,0.0110563,0,0.0194143,0.00524507,0.0512011,0.0209598,0.0224394,0.0183274,0.029962,0.0455561,0.0124454,0.0198546,0.0163027,0.0456986,0.0147191,0.0156463,0.0103694,0.0108032,0.0304733,0.0119562,0.00877384,0.00360323,0.0422413,0.0103062,0.0166225,0.0146019,0.0126824,0,0,0.0470671,0,0.013675,0.0303786,0.0578503,0.031795,0.0227266,0.00968531,0.0346314,0.0281847,0.00568767,0.0572346,0.0120845,0.0077972,0.016128,0.0192131,0.0235102,0.0235516,0.0544954,0.0258109,0.0111375,0.0130847,0.046524,0.0120901,0,0,0,0,0,0,0
38,0,0,0,0,0.0335944,0.0483629,0,0.0298227,0.0104865,0.0220762,0.019566,0,0,0.00906641,0,0.0191628,0.00414295,0.0513906,0.0204443,0.0219485,0.0184311,0.0292869,0.044784,0.0118641,0.019181,0.0162495,0.0451492,0.0147439,0.015616,0.0105452,0.0105087,0.0321627,0.0114454,0.00860837,0.00340818,0.0282064,0.0105053,0.0115407,0.0162867,0.0132883,0,0,0.046296,0,0.0135433,0.0298937,0.0598476,0.0317236,0.0216195,0.00838804,0.0333482,0.028323,0.00569929,0.0555191,0.0122925,0.00847947,0.0193095,0,0.0238492,0.0307451,0.0382158,0.0252013,0.0109331,0.0128468,0.0454615,0.012546,0,0,0,0,0,0,0
39,0,0,0,0,0.0328302,0.0487945,0,0.0303163,0.0100846,0.0228738,0.0192514,0,0,0.00970319,0,0.0193814,0.00417742,0.0509907,0.0208074,0.0229851,0.019264,0.0296594,0.0446057,0.0119181,0.0195881,0.0163638,0.0453878,0.0149224,0.0157084,0.0106591,0.0109778,0.0327158,0.0107402,0.0087134,0.00351456,0.0422906,0.0103461,0.0162402,0.0140246,0.0127144,0,0,0.0480514,0,0.0137371,0.0311194,0.057615,0.0324228,0.0228829,0.0094586,0.0349123,0.0288207,0.00492311,0.0568609,0.0108049,0.00730561,0.0133901,0.0182637,0.0236155,0.0239951,0.0545795,0.02618,0.0112853,0.0132242,0.0461743,0.0117796,0,0,0,0,0,0,0
40,0,0,0,0,0.0326984,0.0488248,0,0.0313741,0.0101176,0.0234002,0.0192617,0,0,0.00921171,0,0.0193024,0.00364169,0.0508415,0.0208829,0.0230858,0.0195119,0.0297046,0.0442646,0.0117793,0.0194713,0.0163256,0.0451113,0.0149331,0.015675,0.0108037,0.0110423,0.033953,0.0100916,0.0086396,0.00348002,0.0422388,0.0103837,0.0156973,0.0140639,0.0128395,0,0,0.0485173,0,0.0137759,0.0314315,0.0574956,0.0320395,0.0226964,0.00958891,0.0351485,0.0292825,0.00457305,0.0566761,0.0104207,0.00715502,0.010283,0.0176016,0.0227584,0.0231003,0.0540856,0.0263725,0.0112637,0.013267,0.0461794,0.011705,0,0,0,0,0,0,0
41,0,0,0,0,0.0325479,0.0487832,0,0.0323161,0.01021,0.0237872,0.019188,0,0,0.00881934,0,0.0191572,0.00309313,0.0506933,0.020969,0.0231687,0.0197127,0.0296013,0.0439924,0.0117308,0.0194767,0.0163676,0.0449692,0.014978,0.015659,0.0108952,0.0110818,0.0350438,0.00950005,0.00851525,0.00346283,0.0416618,0.0104734,0.0153411,0.0139774,0.0130199,0,0,0.048739,0,0.0138275,0.0315523,0.0573702,0.0315216,0.0225528,0.00974269,0.0352548,0.029705,0.00437412,0.0566396,0.00994677,0.00721604,0.00950444,0.0169894,0.023259,0.0219263,0.0530086,0.0265127,0.0111947,0.0132861,0.046083,0.0116219,0,0,0,0,0,0,0
42,0,0,0,0,0.0323753,0.0487111,0,0.0332238,0.0103686,0.0241203,0.0191599,0,0,0.00901453,0,0.0189825,0.00268529,0.0506518,0.0209293,0.0232876,0.0198667,0.0294919,0.0438618,0.0116566,0.0193798,0.016702,0.0450628,0.0149784,0.0156109,0.0108629,0.011047,0.0360623,0.00907421,0.00833459,0.0036017,0.0405234,0.0105885,0.0153302,0.0139653,0.0131265,0,0,0.0490024,0,0.0139509,0.0316985,0.0572951,0.0307648,0.0224137,0.00996798,0.0353926,0.0300827,0.00425512,0.0567117,0.00963739,0.00738536,0.00930194,0.0164508,0.0236365,0.0204891,0.0513944,0.0267196,0.0112387,0.0133859,0.0460198,0.0114624,0,0,0,0,0,0,0
43,0,0,0,0,0.0322774,0.0486293,0,0.0341183,0.0105511,0.0244448,0.0192079,0,0,0.00914961,0,0.0187906,0.00233714,0.0506432,0.0209203,0.0233696,0.0200448,0.0294317,0.0438295,0.011669,0.0191752,0.0168715,0.0451443,0.0149605,0.0155489,0.0108414,0.0110057,0.0367425,0.00869921,0.00814734,0.00370803,0.039036,0.0107271,0.0154775,0.0140384,0.01319,0,0,0.0492302,0,0.0140575,0.0318863,0.0572102,0.0300473,0.0223624,0.0102726,0.0356145,0.0304305,0.00421251,0.0567901,0.00951099,0.00752288,0.00887851,0.0160682,0.0238677,0.0189521,0.0493931,0.0268995,0.0113035,0.0134524,0.0461231,0.0112646,0,0,0,0,0,0,0
44,0,0,0,0,0.0323254,0.0486468,0,0.034989,0.0107426,0.0248135,0.0191683,0,0,0.00929621,0,0.0185857,0.00203012,0.0505222,0.0210372,0.0233545,0.0202192,0.0294796,0.0438877,0.0117863,0.019241,0.0168109,0.0449704,0.0149305,0.0154919,0.0109374,0.0109945,0.037317,0.00848523,0.00796684,0.00376529,0.0371338,0.0107651,0.0158223,0.0141332,0.0132897,0,0,0.0493985,0,0.014045,0.0321101,0.0570481,0.0294649,0.0223508,0.0106192,0.035888,0.030831,0.00433119,0.0568291,0.00964077,0.0076274,0.00829315,0.0157499,0.024015,0.0179515,0.0467107,0.0270171,0.0113026,0.0134047,0.0463048,0.0111169,0,0,0,0,0,0,0
45,0,0,0,0,0.0323256,0.0487243,0,0.0358614,0.010936,0.0251033,0.0191349,0,0,0.00943838,0,0.0184001,0.00176301,0.0503295,0.0211443,0.0232672,0.0204542,0.0294798,0.0440183,0.0119936,0.0192739,0.0169308,0.0446058,0.014877,0.0154141,0.0108786,0.0109592,0.0381499,0.00837537,0.00779752,0.00380245,0.0346222,0.0107761,0.0164298,0.0143082,0.0134157,0,0,0.0496428,0,0.0140342,0.032251,0.0567613,0.0292346,0.0223429,0.0109862,0.0361335,0.0312348,0.0046496,0.0569114,0.00988891,0.00786381,0.00777627,0.0154776,0.0240139,0.0172181,0.0433901,0.0270956,0.0113558,0.0133324,0.046508,0.0110531,0,0,0,0,0,0,0
46,0,0,0,0,0.0322382,0.0488694,0,0.0368379,0.0111019,0.0254396,0.0190416,0,0,0.00950642,0,0.0182783,0.00158946,0.0500694,0.0212362,0.0231014,0.0206318,0.0297032,0.0441596,0.0122822,0.0191953,0.0171515,0.0440835,0.0148197,0.0153724,0.0108626,0.0108066,0.0392579,0.00833567,0.00768296,0.00387551,0.0315621,0.0107793,0.0167041,0.0146083,0.0135594,0,0,0.0499843,0,0.0140518,0.0324902,0.0564092,0.0293791,0.0222383,0.0114085,0.0364152,0.0316781,0.00526436,0.0569942,0.0103346,0.00826904,0.00734898,0.0151946,0.0238587,0.0164455,0.0396262,0.0271901,0.0114982,0.0132551,0.0467578,0.0110786,0,0,0,0,0,0,0
47,0,0,0,0,0.0321436,0.0490346,0,0.0378438,0.0112813,0.0258517,0.0190238,0,0,0.00954033,0,0.018163,0.00151484,0.0499662,0.0212977,0.0228634,0.0207163,0.03011,0.0442859,0.0126313,0.01916,0.0174286,0.0436796,0.0146369,0.0152678,0.0109643,0.0106633,0.040235,0.00821213,0.00753569,0.00400959,0.0283751,0.0108014,0.01677,0.0150722,0.0136799,0,0,0.0503135,0,0.0140689,0.0327731,0.056078,0.0301848,0.0220829,0.0119005,0.0366963,0.0321209,0.00618561,0.0570528,0.0110485,0.00885825,0.00702781,0.0148588,0.0238323,0.0156717,0.0356955,0.0272888,0.0116472,0.0132014,0.0470692,0.0111771,0,0,0,0,0,0,0
48,0,0,0,0,0.0321241,0.049252,0,0.0388631,0.0114691,0.0263351,0.0192144,0,0,0.00959368,0,0.0180654,0.00152183,0.0499705,0.0210724,0.0225592,0.020789,0.0306866,0.0443357,0.012983,0.0191867,0.017783,0.0432961,0.014388,0.0150999,0.010982,0.0105418,0.0409404,0.00807262,0.00738439,0.00412852,0.0257027,0.0108075,0.017082,0.0158123,0.0138047,0,0,0.050701,0,0.0140789,0.0329673,0.0557972,0.0314583,0.0220088,0.0124644,0.0370371,0.0326558,0.00736505,0.0569787,0.0120319,0.00945446,0.00700377,0.0145692,0.0238719,0.0147902,0.0322471,0.0274346,0.0117887,0.0131196,0.0474935,0.0113262,0,0,0,0,0,0,0
49,0,0,0,0,0.0322213,0.0494814,0,0.0398094,0.0116019,0.0267895,0.0194908,0,0,0.00954126,0,0.0179807,0.00153512,0.0499988,0.0212764,0.0221732,0.0207808,0.0312511,0.0444297,0.0132536,0.0191966,0.0179553,0.0428505,0.0141241,0.0148836,0.0109441,0.0104293,0.0417072,0.00797833,0.00728656,0.00418755,0.024174,0.010787,0.0176866,0.016747,0.0139385,0,0,0.051044,0,0.014054,0.0331609,0.0555621,0.0326966,0.0219947,0.0134034,0.0373549,0.0332606,0.00886652,0.0568318,0.0133986,0.0103099,0.00752645,0.0144188,0.0240214,0.0136846,0.0297976,0.0275143,0.0119188,0.0129914,0.0478932,0.0114966,0,0,0,0,0,0,0
50,0,0,0,0,0.0323015,0.0495443,0,0.0404532,0.0116178,0.0269365,0.0196145,0,0,0.0093703,0,0.0179059,0.00139153,0.050001,0.0216243,0.0217319,0.0206373,0.0316306,0.044452,0.0135064,0.0189914,0.0179063,0.0423887,0.0138891,0.0147117,0.0108982,0.0102514,0.0425589,0.0080827,0.00725922,0.00393822,0.0257841,0.010801,0.0237129,0.0175095,0.0140028,0,0,0.0512073,0,0.0140139,0.0332315,0.0551021,0.039387,0.0219579,0.0144371,0.037508,0.0337025,0.0110773,0.0571271,0.0151772,0.0122572,0.010753,0.0147014,0.0255503,0.00943739,0.0354677,0.0275378,0.0119893,0.0128905,0.0480323,0.0116191,0,0,0,0,0,0,0
51,0,0,0,0,0.0326069,0.0498078,0,0.0406634,0.0116815,0.0268992,0.0195427,0,0,0.008864,0,0.0178272,0.00159268,0.0499091,0.0219008,0.0212777,0.0203632,0.0320115,0.0446883,0.0137373,0.0187926,0.0177211,0.042023,0.0137185,0.0147314,0.010835,0.0100929,0.0430109,0.00829505,0.00721842,0.00410794,0.0361931,0.0107678,0.0350523,0.0181003,0.0141291,0,0,0.0518655,0,0.0140586,0.0335625,0.0545379,0.0506196,0.0219148,0.0153195,0.0376658,0.034237,0.0136164,0.0577179,0.0176373,0.0148953,0.0151584,0.0179418,0.0291877,0.00740456,0.0475072,0.0276722,0.0123695,0.0128338,0.0483752,0.0117163,0,0,0,0,0,0,0
52,0,0,0,0,0.0326688,0.0500062,0,0.040743,0.0116453,0.0267248,0.019506,0,0,0.0084316,0,0.0178555,0.00177427,0.0497674,0.0218455,0.0209771,0.0198635,0.0323996,0.0447013,0.0138787,0.0184748,0.0175704,0.0417569,0.0136221,0.014804,0.0107056,0.00997433,0.0434121,0.00832449,0.00725988,0.00416026,0.0463176,0.0107923,0.04429,0.0184728,0.0141231,0,0,0.0524391,0,0.0141426,0.0338635,0.0538215,0.0596686,0.0219421,0.016038,0.0378735,0.0346813,0.0160286,0.0584217,0.0203896,0.0175279,0.0184254,0.0219291,0.0325232,0.00902694,0.0571522,0.027801,0.012654,0.0128325,0.0487612,0.011677,0,0,0,0,0,0,0
53,0,0,0,0,0.0326467,0.0501943,0,0.0405907,0.0114795,0.0264177,0.0194113,0,0,0.00791064,0,0.0179108,0.00197007,0.0495891,0.0220471,0.0207963,0.0191434,0.0327123,0.0447288,0.013901,0.017913,0.0170774,0.0414888,0.0136031,0.0147523,0.01064,0.00993302,0.0434669,0.00836316,0.00737168,0.00426805,0.0534426,0.0107462,0.0502078,0.0185803,0.0140557,0,0,0.0528891,0,0.0141614,0.034219,0.0531896,0.065707,0.0220272,0.0162972,0.0380132,0.0351394,0.0178278,0.0591161,0.0224676,0.0194036,0.0203743,0.0251149,0.0345215,0.0108041,0.0634809,0.027977,0.0128956,0.012792,0.0491199,0.0116246,0,0,0,0,0,0,0
54,0,0,0,0,0.0324605,0.0503542,0,0.0400289,0.0111771,0.0259977,0.019143,0,0,0.00729807,0,0.018001,0.00220691,0.049321,0.0221398,0.0206665,0.0182367,0.0328513,0.0447681,0.0137639,0.0171289,0.0162801,0.0412114,0.013656,0.0146636,0.0105289,0.0098183,0.0430838,0.0084277,0.00756415,0.00445414,0.0560643,0.0106974,0.0520649,0.0183539,0.0139123,0,0,0.0532923,0,0.0141513,0.0345171,0.0528709,0.0677773,0.0220816,0.0160943,0.0380405,0.0355257,0.0188335,0.0594738,0.0231308,0.020158,0.0208862,0.0263418,0.0350087,0.011416,0.0656736,0.0281748,0.0131765,0.0127273,0.0494121,0.0115754,0,0,0,0,0,0,0
55,0,0,0,0,0.032219,0.0505371,0,0.0391262,0.0107103,0.0254725,0.0189836,0,0,0.00689258,0,0.018236,0.00237118,0.0490062,0.0218131,0.0206367,0.0173198,0.0328332,0.0448647,0.0134306,0.0163551,0.0151254,0.0411122,0.0136453,0.0146059,0.0103243,0.00990113,0.0421312,0.00880919,0.00785063,0.00450452,0.0538094,0.0106998,0.0497758,0.0178906,0.0137105,0,0,0.0534102,0,0.0141584,0.0345411,0.0529832,0.0656392,0.0221137,0.0154303,0.0380522,0.0356379,0.018492,0.0592793,0.0222263,0.0194095,0.0200492,0.0254351,0.0339322,0.0108331,0.0636514,0.0281649,0.0132851,0.0126395,0.0497323,0.0115676,0,0,0,0,0,0,0
56,0,0,0,0,0.032103,0.0506512,0,0.037783,0.0102357,0.0246676,0.0188808,0,0,0.00637246,0,0.0185468,0.00259929,0.0486958,0.0216466,0.0207282,0.0163755,0.0326422,0.0449787,0.0129122,0.015528,0.0141458,0.0411453,0.0134898,0.0145211,0.0100615,0.0100829,0.0404665,0.00968246,0.00813236,0.00469319,0.0470367,0.0106453,0.0435001,0.0171746,0.0133629,0,0,0.0535482,0,0.0141282,0.0345862,0.0535163,0.0593323,0.0222188,0.0143879,0.0381233,0.0356919,0.0169346,0.0585926,0.0203201,0.0177361,0.0179674,0.0228828,0.0312548,0.00874045,0.0570001,0.0281171,0.0134857,0.0125453,0.050052,0.0114446,0,0,0,0,0,0,0
57,0,0,0,0,0.0317735,0.0507464,0,0.0359763,0.00970285,0.023741,0.018783,0,0,0.00595084,0,0.018863,0.00291372,0.0484457,0.0212937,0.0209795,0.0154135,0.0323152,0.0451735,0.0123265,0.0146525,0.0133006,0.0413429,0.0133661,0.0143864,0.00984772,0.0102711,0.0384815,0.0107885,0.00839752,0.00503901,0.0372441,0.0106239,0.034288,0.0163921,0.0129215,0,0,0.053689,0,0.0141601,0.0347493,0.0542522,0.0497615,0.0223647,0.0131047,0.0382516,0.0356616,0.0148163,0.0576277,0.0179725,0.01545,0.0150892,0.0196897,0.0278695,0.00641742,0.0470273,0.0279697,0.013777,0.0125056,0.0503985,0.0110612,0,0,0,0,0,0,0
58,0,0,0,0,0.0314658,0.0507729,0,0.0339025,0.00929466,0.0227851,0.0185365,0,0,0.00581879,0,0.0190823,0.00332806,0.0482383,0.021017,0.0213818,0.0143583,0.0317743,0.045541,0.0116819,0.0137654,0.0124003,0.0416722,0.0133112,0.0142444,0.00961696,0.0104369,0.0361527,0.0116254,0.00855566,0.0057419,0.0275494,0.0106033,0.0240564,0.0155836,0.0124749,0,0,0.0537787,0,0.0141966,0.0349968,0.0550673,0.0378426,0.0225974,0.012124,0.0383231,0.0355258,0.0125104,0.0565304,0.0155749,0.0127941,0.0118505,0.016829,0.024904,0.00643134,0.0364918,0.027837,0.0142002,0.0125277,0.0506623,0.0105553,0,0,0,0,0,0,0
59,0,0,0,0,0.0311237,0.0507483,0,0.0318533,0.0092963,0.0220392,0.0181704,0,0,0.00626985,0,0.0192217,0.00345884,0.0480644,0.0210515,0.021882,0.013182,0.0309829,0.0461012,0.0109215,0.0128324,0.0110072,0.0421137,0.0132888,0.0142183,0.00945863,0.0106396,0.0334935,0.0115609,0.0085598,0.00674531,0.0232707,0.010573,0.0161183,0.0145247,0.0120549,0,0,0.0535521,0,0.0142364,0.0351739,0.0557408,0.0272521,0.0229816,0.0118491,0.0382903,0.0355304,0.010104,0.0555384,0.0134486,0.0100903,0.008945,0.0156575,0.023436,0.0094196,0.0307131,0.0278204,0.0146613,0.0126633,0.0507567,0.0100424,0,0,0,0,0,0,0
60,0,0,0,0,0.0308713,0.0507487,0,0.0291501,0.0091952,0.0212503,0.0180379,0,0,0.00715565,0,0.01941,0.00336125,0.0479307,0.0208976,0.0222804,0.0120363,0.0304486,0.0462759,0.0101536,0.0120846,0.00948613,0.0426353,0.0132437,0.0141529,0.00927623,0.0108832,0.0297974,0.0112355,0.00865053,0.0072073,0.024571,0.0103898,0.0122473,0.013435,0.0115384,0,0,0.0536309,0,0.0142931,0.0354639,0.0559899,0.0209383,0.0233345,0.0117682,0.0385379,0.0357339,0.00790072,0.0550219,0.0119565,0.00815458,0.00713121,0.0163847,0.0226695,0.0123057,0.0316831,0.0278973,0.0152532,0.012879,0.0508786,0.00921127,0,0,0,0,0,0,0
61,0,0,0,0,0.0302985,0.0507375,0,0.0256336,0.00912508,0.0207868,0.0182064,0,0,0.00848501,0,0.0194599,0.00325361,0.0478252,0.02119,0.0225564,0.0110447,0.0300923,0.0461815,0.00945746,0.0115625,0.00799819,0.0432237,0.0130776,0.0141042,0.00925695,0.0111559,0.0252287,0.0104766,0.00866934,0.00758168,0.0255503,0.0102227,0.010174,0.0122753,0.0109905,0,0,0.0540805,0,0.0144196,0.0360103,0.0558306,0.0181008,0.0237839,0.0113966,0.0387042,0.0360556,0.00620165,0.0551229,0.0112097,0.00796615,0.00685611,0.0175971,0.0212495,0.0133493,0.0335466,0.0282291,0.015744,0.0131969,0.0510679,0.00854195,0,0,0,0,0,0,0
62,0,0,0,0,0.0295158,0.0505679,0,0.0215451,0.00914095,0.0210542,0.0185966,0,0,0.00986684,0,0.0193527,0.00319144,0.0477559,0.0221056,0.0227074,0.0106229,0.0298517,0.0457787,0.00874386,0.0113162,0.00690241,0.044107,0.0127508,0.0143124,0.00944233,0.0114785,0.0196875,0.00984603,0.00855874,0.00782358,0.0255639,0.0101091,0.00732134,0.0113263,0.010441,0,0,0.0546895,0,0.0145124,0.0365338,0.0556005,0.0162572,0.0242223,0.0111744,0.0385869,0.0363906,0.00589743,0.0552507,0.0117331,0.00933072,0.00680665,0.0187132,0.0196535,0.0129434,0.0327024,0.028774,0.0160722,0.0135056,0.0512397,0.00818516,0,0,0,0,0,0,0
63,0,0,0,0,0.0289695,0.0500149,0,0.0188637,0.00922228,0.0222865,0.0192335,0,0,0.0107946,0,0.0191588,0.00322353,0.0478091,0.0232864,0.0228342,0.0108265,0.0294778,0.045176,0.00817847,0.0114786,0.00621174,0.0452503,0.0121206,0.0150372,0.00982423,0.0118304,0.0130368,0.00909502,0.00839374,0.00769121,0.0265811,0.0100471,0.0044954,0.0106768,0.00995564,0,0,0.0550958,0,0.0145193,0.0367589,0.0556393,0.0151936,0.0245973,0.0111034,0.0381742,0.0364738,0.00728047,0.0550351,0.0134913,0.0112587,0.00611532,0.0194457,0.0187093,0.011039,0.0323711,0.029211,0.0161768,0.0136573,0.0511653,0.00793367,0,0,0,0,0,0,0
64,0,0,0,0,0.028876,0.049678,0,0.0191389,0.00935946,0.0246251,0.0200896,0,0,0.0118208,0,0.0189843,0.00327265,0.0478419,0.0246893,0.0231186,0.0116315,0.0292452,0.044916,0.00820731,0.0124317,0.00648128,0.0463126,0.0113761,0.0164961,0.0104357,0.0121069,0.00827962,0.00828254,0.0082301,0.0075327,0.0283305,0.0099502,0.00369413,0.0104876,0.00977935,0,0,0.05505,0,0.0144636,0.0367854,0.0560707,0.014309,0.0246798,0.0107933,0.0379345,0.0368277,0.00883832,0.0548259,0.0152031,0.0129439,0.0062994,0.019607,0.0186104,0.00969463,0.0332361,0.0292774,0.0161664,0.0137088,0.0511507,0.00768581,0,0,0,0,0,0,0
65,0,0,0,0,0.0287451,0.0493286,0,0.0228082,0.00961437,0.0279081,0.020803,0,0,0.0125349,0,0.0187354,0.00334183,0.0477029,0.0262664,0.0236655,0.0128149,0.0288308,0.0449917,0.00875071,0.0142034,0.0080126,0.0474567,0.0111016,0.0188958,0.0112447,0.0123726,0.0108679,0.00776841,0.00798668,0.00763499,0.0297124,0.00993076,0.00378418,0.0104606,0.00978015,0,0,0.054553,0,0.0143977,0.0365145,0.0568449,0.0142263,0.0245452,0.010508,0.0375768,0.0368256,0.00888574,0.0548247,0.015506,0.0132256,0.0066034,0.0192395,0.0188354,0.00966158,0.0349733,0.0289574,0.0160394,0.0136266,0.0507441,0.00780016,0,0,0,0,0,0,0
66,0,0,0,0,0.0283715,0.0490368,0,0.028571,0.00995436,0.0314783,0.0214406,0,0,0.0132158,0,0.0184866,0.00327205,0.0473981,0.0276249,0.0244368,0.0140687,0.0282917,0.0453553,0.00961799,0.0163645,0.00960912,0.0487549,0.0114618,0.02195,0.0120856,0.0127473,0.018787,0.00704235,0.00769347,0.00793659,0.0306114,0.0100295,0.00377637,0.0104025,0.00989889,0,0,0.0536061,0,0.014362,0.036035,0.0576022,0.0148418,0.0243321,0.0103891,0.037238,0.0365307,0.00705058,0.054751,0.0140841,0.011769,0.00608095,0.0185284,0.0194873,0.0102756,0.0372134,0.0283773,0.0158181,0.0134436,0.0500396,0.00827645,0,0,0,0,0,0,0
67,0,0,0,0,0.0285137,0.0486887,0,0.0351384,0.0103521,0.034596,0.0221985,0,0,0.0138622,0,0.0182623,0.00295079,0.0469933,0.0286355,0.025271,0.0152666,0.0277111,0.0457375,0.0105881,0.0184821,0.0106305,0.0502438,0.0121498,0.0249155,0.0127267,0.0132052,0.0278574,0.0060423,0.00738653,0.00839569,0.0318524,0.0101513,0.00465888,0.0103119,0.0100382,0,0,0.0523583,0,0.0142867,0.0354474,0.0582537,0.0163215,0.0241879,0.010343,0.0370304,0.0360955,0.00458544,0.0541633,0.0115459,0.00985272,0.0059077,0.0175904,0.0208713,0.0111102,0.040032,0.0277178,0.0155868,0.0132141,0.0491476,0.00867298,0,0,0,0,0,0,0
68,0,0,0,0,0.0290124,0.0482312,0,0.0412763,0.0107845,0.037003,0.0232008,0,0,0.0143831,0,0.0180987,0.00245973,0.0465431,0.0293244,0.0260191,0.0163113,0.0271676,0.0461375,0.0114989,0.0204256,0.011465,0.051816,0.0128777,0.02731,0.0130317,0.0136403,0.0366165,0.00511288,0.00712607,0.00876052,0.0329749,0.0102448,0.00591625,0.0104452,0.0101331,0,0,0.0509689,0,0.0141251,0.0347808,0.0588815,0.017522,0.0241126,0.0104637,0.0369401,0.0357557,0.00334938,0.0533027,0.00953312,0.0100699,0.00673811,0.0167119,0.0223598,0.011998,0.0422517,0.0270255,0.0153542,0.0129695,0.048168,0.00855787,0,0,0,0,0,0,0
69,0,0,0,0,0.0294008,0.0477618,0,0.0468875,0.0110675,0.0386907,0.0244204,0,0,0.0148762,0,0.0180396,0.00189046,0.0461549,0.0298121,0.026529,0.0171293,0.026997,0.0465519,0.0123588,0.0221981,0.0122485,0.0530602,0.0135247,0.02917,0.0131276,0.0139691,0.0458754,0.00460343,0.0069897,0.00873594,0.0337124,0.0103101,0.00639317,0.0111566,0.0100902,0,0,0.0500157,0,0.0140315,0.0343428,0.0595982,0.0172687,0.0239673,0.0107482,0.0370327,0.0356528,0.00364895,0.0525898,0.00891315,0.00691935,0.00756606,0.0163662,0.0232461,0.0124716,0.0435934,0.0265561,0.015147,0.012851,0.0473786,0.00777649,0,0,0,0,0,0,0
70,0,0,0,0,0.0296058,0.047255,0,0.0520855,0.0112208,0.0397425,0.0254045,0,0,0.015134,0,0.0179828,0.00135709,0.0458144,0.0304188,0.026739,0.0178132,0.0267615,0.0468709,0.0130463,0.0239381,0.0127905,0.0539837,0.0141252,0.0306463,0.0131538,0.014189,0.0553679,0.00460758,0.00691205,0.00837831,0.0339327,0.0103936,0.00621437,0.0117425,0.010091,0,0,0.0493962,0,0.0139837,0.0340501,0.0601034,0.0156729,0.0238896,0.0107028,0.0370516,0.0356735,0.00392865,0.0524006,0.00912686,0.00595713,0.00752361,0.0165499,0.0231886,0.0124002,0.0439108,0.0262763,0.0149803,0.0128152,0.0467126,0.00695733,0,0,0,0,0,0,0
71,0,0,0,0,0.0294555,0.0467192,0,0.0570604,0.0112764,0.0401107,0.0257015,0,0,0.0150057,0,0.0179169,0.000977609,0.0453397,0.0311761,0.0267446,0.0184118,0.0263537,0.0468564,0.0134447,0.0253933,0.0129554,0.0548746,0.0146824,0.0317811,0.013197,0.0143296,0.0654702,0.00514589,0.00691036,0.00775461,0.0335951,0.0104433,0.00563461,0.0118054,0.0101913,0,0,0.0489646,0,0.0138996,0.0337377,0.0602501,0.0133751,0.0237768,0.0102318,0.0367399,0.0357356,0.00358232,0.0526248,0.00941969,0.0062178,0.00667136,0.0170737,0.0223348,0.0121198,0.0433508,0.0260902,0.0148503,0.0127664,0.0460912,0.00653335,0,0,0,0,0,0,0
72,0,0,0,0,0.0290821,0.0461636,0,0.0620952,0.0111974,0.039622,0.0255219,0,0,0.0141966,0,0.0179056,0.00105145,0.0448764,0.0320767,0.0266881,0.0188775,0.0257762,0.0465224,0.0135529,0.0265161,0.0125831,0.0556139,0.0150753,0.0326078,0.0131657,0.0144269,0.0767311,0.00570981,0.00699477,0.00689742,0.0329101,0.0104997,0.0050414,0.011469,0.0102759,0,0,0.0486328,0,0.0138482,0.0334279,0.0602005,0.0111011,0.0236216,0.00969643,0.0360066,0.0356635,0.00311084,0.0530759,0.00959324,0.00622819,0.00540882,0.0176828,0.021286,0.0120381,0.042543,0.0259571,0.01474,0.0127182,0.045509,0.00648994,0,0,0,0,0,0,0
