Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
111,0,0,0,0,0.00765674,0.00400288,0,0,0.0203303,0.0111651,0.00601922,0.00551275,0,0,0.0134204,0,0.0192541,0.00508874,0.054657,0.00792666,0.0278068,0.0171367,0.00397301,0.0155967,0.00848456,0.015205,0.00677884,0.0118876,0.00175786,0.0195856,0.0221135,0.013796,0.00801851,0.00144345,0.0177863,0.01143,0.00876959,0.00469814,0,0,0.0101324,0,0.0136673,0.00900177,0.0724845,0.0253043,0.0322003,0.0115602,0.00561048,0.00760341,0.00915324,0.0531924,0.0145929,0.0271839,0.0180082,0.00748116,0.00791701,0.00647323,0.00426734,0.00295696,0,0,0,0,0,0.00900695,0.0399337,0.0140204,0,0.0223726,0.0145562,0,0.0257401,0,0
112,0,0,0,0,0.00656972,0.00410753,0,0,0.0190915,0.0115691,0.00521991,0.00599992,0,0,0.0128484,0,0.0190685,0.00454649,0.0546086,0.00762151,0.027396,0.0158532,0.00450635,0.0145705,0.00686176,0.0127796,0.00684717,0.011646,0.00155357,0.0190726,0.0207532,0.013126,0.00787306,0.00137748,0.0191831,0.0116114,0.00937498,0.00366794,0,0,0.00895444,0,0.0135817,0.00814137,0.0725224,0.0290248,0.0321923,0.0118249,0.00534673,0.00710161,0.0101337,0.0535138,0.0144259,0.0270639,0.0145883,0.00652607,0.00757692,0.00619795,0.00460711,0.00266447,0,0,0,0,0,0.00848203,0.0401842,0.0132726,0,0.0224155,0.015463,0,0.0270121,0,0
113,0,0,0,0,0.00596138,0.00400568,0,0,0.018224,0.0119444,0.00459555,0.00632199,0,0,0.0120991,0,0.0188809,0.00434351,0.0545441,0.00671618,0.0269408,0.0142746,0.00493414,0.0138247,0.00544477,0.0104877,0.00672353,0.0111601,0.00149253,0.0185278,0.0201255,0.0125702,0.00767292,0.00154869,0.0197186,0.01182,0.0104507,0.00315183,0,0,0.00797382,0,0.0134776,0.00737244,0.0727688,0.0318221,0.032339,0.0122933,0.0050326,0.00680771,0.010933,0.053592,0.0138165,0.0263369,0.0115685,0.00559633,0.00730002,0.00583093,0.0047554,0.0027808,0,0,0,0,0,0.00807484,0.0408044,0.0135495,0,0.0226109,0.0179215,0,0.0279341,0,0
114,0,0,0,0,0.00503017,0.00394571,0,0,0.0181565,0.0123722,0.00413161,0.00643123,0,0,0.0113255,0,0.018669,0.0041308,0.0543965,0.0060533,0.0263446,0.0126809,0.00500675,0.0128785,0.00489442,0.00875243,0.00652757,0.010574,0.00176805,0.0180745,0.0192381,0.0117075,0.00744108,0.00187666,0.0188722,0.0119784,0.0119455,0.00245435,0,0,0.00624982,0,0.0133791,0.00619438,0.0732194,0.0345723,0.0328056,0.0122222,0.00494359,0.00643832,0.011301,0.0530851,0,0.0260009,0.010932,0.00439384,0.00656916,0.00546886,0.00482203,0.00272471,0,0,0,0,0,0.00789959,0.0414712,0.0147169,0,0.0232329,0.0633731,0,0.0284612,0,0
115,0,0,0,0,0.00420665,0.00377523,0,0,0.0185796,0.0127751,0.00402178,0.00607848,0,0,0.0107813,0,0.018485,0.00397844,0.0539621,0.00566562,0.0260317,0.0111229,0.00468155,0.0118474,0.00486689,0.00759764,0.00643835,0.0102387,0.00241681,0.0177627,0.019192,0.0108429,0.00727623,0.00215783,0.0173653,0.012143,0.0125882,0.00244649,0,0,0.00480071,0,0.0132565,0.00523318,0.0734636,0.0353608,0.0328246,0.0120716,0.00474815,0.00587802,0.0120111,0.0527802,0.0135817,0.0259321,0.00948045,0.00336636,0.00602987,0.00508039,0.00462007,0.00288951,0,0,0,0,0,0.00791598,0.0423665,0.0154154,0,0.0241753,0.0817573,0,0.0284638,0,0
116,0,0,0,0,0.00443889,0.00463847,0,0,0.0200686,0.0133241,0.00441526,0.00570241,0,0,0.00924861,0,0.01813,0.00345176,0.054133,0.00615841,0.0251556,0.010813,0.00374187,0.0108389,0.00619128,0.00819834,0.00683762,0.0105736,0.0038228,0.0175999,0.0202126,0.0093813,0.00699452,0.00246717,0.0368972,0.0124721,0.0152825,0.0047005,0,0,0.00260954,0,0.013083,0.00380844,0.074057,0.0564077,0.0335539,0.00920409,0.00575454,0.0052255,0.0112854,0.0530952,0.0263516,0.0361367,0.030871,0.00171733,0.00533181,0.00445205,0.0054268,0.00437015,0,0,0,0,0,0.00893532,0.0427863,0.0361428,0,0.0288551,0.0917272,0,0,0,0
117,0,0,0,0,0.00426163,0.00445112,0,0,0.0211793,0.0133863,0.00467732,0.00513162,0,0,0.00898858,0,0.0178572,0.00329508,0.053671,0.00695695,0.0254908,0.00995994,0.00319241,0.0100754,0.00644518,0.00814173,0.00729539,0.0108128,0.0043927,0.0173366,0.0213457,0.00897591,0.00684096,0.00252232,0.0333664,0.0126264,0.0147878,0.00521197,0,0,0.00191016,0,0.0129979,0.00330322,0.074252,0.0560036,0.0329149,0.00972688,0.00563052,0.00451154,0.0119241,0.053315,0.0273805,0.0374659,0.0269431,0.00121195,0.00502748,0.00417108,0.00483876,0.00444545,0,0,0,0,0,0.0090311,0.0438776,0.0365401,0,0.0288824,0.0896451,0,0,0,0
118,0,0,0,0,0.00421526,0.00433239,0,0,0.0226301,0.0133426,0.00490952,0.0044838,0,0,0.00844609,0,0.0175833,0.00290822,0.0532251,0.00759141,0.0260231,0.00971181,0.0026489,0.00910949,0.00662625,0.00841392,0.00800518,0.0117156,0.00461954,0.016999,0.0229528,0.00848565,0.00677296,0.00255157,0.0230951,0.0127933,0.0141455,0.00577705,0,0,0.00138325,0,0.0129706,0.0028882,0.0742849,0.0507385,0.0321154,0.0118186,0.00565274,0.00378568,0.0122292,0.0534984,0,0.0362919,0.0179341,0.000977161,0.00459968,0.00387576,0.00436515,0.00465799,0,0,0,0,0,0.00902344,0.0444571,0.0336203,0,0.0261785,0.09162,0,0,0,0
119,0,0,0,0,0.00225705,0.00275488,0,0,0.0225922,0.0129743,0.00476586,0.00390512,0,0,0.00938919,0,0.0175793,0.00299393,0.0521887,0.00740109,0.0275375,0.00827921,0.00286351,0.00845203,0.00521854,0.00713034,0.00828289,0.0121828,0.00376374,0.0166956,0.0232199,0.00915131,0.00689028,0.00243802,0.0115502,0.0127199,0.0109471,0.00343785,0,0,0.00257138,0,0.0129992,0.00344009,0.0738685,0.030578,0.030845,0.0100458,0.0035928,0.0035259,0.0126519,0.0523123,0,0.0283868,0.0158319,0.00196567,0.00480254,0.00400239,0.00248703,0.00221259,0,0,0,0,0,0.00787613,0.0453517,0.0140071,0,0.0231884,0.0779132,0,0.0302301,0,0
120,0,0,0,0,0.00196796,0.00258801,0,0,0.0231314,0.012977,0.00449924,0.00331989,0,0,0.00893038,0,0.017462,0.0025877,0.0518319,0.00792851,0.028219,0.00807527,0.00271027,0.00744321,0.00479862,0.00674952,0.00852288,0.0126204,0.00338322,0.0165778,0.0241776,0.00861004,0.00684788,0.00248968,0.0138251,0.01283,0.0100116,0.00346531,0,0,0.0023831,0,0.0129442,0.00310416,0.0738645,0.028708,0.0302207,0.00956197,0.00323638,0.00344067,0.0124287,0.0517718,0,0.0288823,0.0206834,0.00202072,0.00464354,0.00380355,0.00216092,0.00253102,0,0,0,0,0,0.00733104,0.0453955,0.0125522,0,0.0223228,0.0779733,0,0.0303891,0,0
121,0,0,0,0,0.00406035,0.00396981,0,0,0.0244898,0.0132446,0.00404487,0.00270158,0,0,0.00714897,0,0.0171753,0.002377,0.0521402,0.00899051,0.0281782,0.00902287,0.00149413,0.00675152,0.00555762,0.00776966,0.00875885,0.0131943,0.00346696,0.0164964,0.0265544,0.00703786,0.00659299,0.0026384,0.0107727,0.0132115,0.0115942,0.00620218,0,0,0.000909884,0,0.0128112,0.00218961,0.0744519,0.0464408,0.029841,0.0133199,0.00508761,0.0030835,0.0116167,0.0521846,0,0.0398565,0.00590186,0.00131364,0.00425382,0.00310731,0.00330825,0.00561552,0,0,0,0,0,0.00728679,0.0448021,0.0302238,0,0.0244941,0.0925032,0,0,0,0
122,0,0,0,0,0.00417697,0.00411438,0,0,0.0253458,0.0132875,0.00343181,0.00235897,0,0,0.00652137,0,0.0171017,0.00210569,0.0518244,0.0096766,0.0287862,0.00872379,0.00119614,0.00580585,0.00516359,0.00770469,0.00862806,0.0132395,0.00272109,0.0165888,0.0276215,0.0063233,0.00653053,0.00279796,0.00816084,0.0133267,0.0107833,0.00629637,0,0,0.000664249,0,0.0128177,0.00190394,0.0745764,0.0442119,0.0290941,0.0131669,0.00486834,0.00300481,0.0109522,0.0517943,0,0.0400515,0.00793207,0.00164197,0.00399299,0.00295655,0.00325269,0.00601166,0,0,0,0,0,0.00650445,0.0447766,0.0281761,0,0.0234563,0.0919442,0,0,0,0
123,0,0,0,0,0.00433379,0.00429288,0,0,0.0264207,0.0133317,0.00305597,0.00205843,0,0,0.0058523,0,0.0170923,0.00191702,0.0513461,0.0103384,0.0293541,0.00842941,0.00108646,0.00503594,0.00498236,0.00778457,0.00852919,0.0133571,0.00217664,0.0167453,0.0290435,0.00572955,0.00652422,0.00284237,0.0080309,0.0134391,0.0100295,0.00640293,0,0,0.000650929,0,0.0128211,0.00171815,0.074711,0.0414577,0.0283527,0.0129315,0.00463109,0.00302982,0.0101327,0.0513829,0,0.0400053,0.0117684,0.00185984,0.00391432,0.0028638,0.00330945,0.00621255,0,0,0,0,0,0.00597185,0.0445606,0.025942,0,0.0223283,0.0914785,0,0,0,0
124,0,0,0,0,0.00440789,0.0044699,0,0,0.0275073,0.0132867,0.00320147,0.00177848,0,0,0.00472125,0,0.0170759,0.00171041,0.0508833,0.0108183,0.029737,0.00794302,0.00108781,0.00437549,0.00489206,0.00761601,0.0085053,0.0133412,0.00200628,0.0168913,0.0303191,0.00508776,0.00658878,0.0027439,0.0108595,0.0135463,0.00927921,0.00652288,0,0,0.000733353,0,0.01281,0.00153559,0.0748141,0.0380078,0.0276549,0.0125301,0.00442684,0.00293752,0.00927258,0.0509657,0,0.0400207,0.0163367,0.0020026,0.00391041,0.00274459,0.00343366,0.00630153,0,0,0,0,0,0.00564129,0.0442055,0.0234727,0,0.0213006,0.0910823,0,0,0,0
125,0,0,0,0,0.00464219,0.00477764,0,0,0.0283126,0.0132907,0.00392985,0.00131328,0,0,0.00339038,0,0.0171174,0.00160519,0.0505226,0.0110483,0.0297892,0.00738613,0.000708914,0.00386593,0.00477779,0.00718297,0.00836305,0.0131951,0.00197125,0.0170414,0.0313477,0.00427537,0.00670991,0.00279462,0.015891,0.0136414,0.00835601,0.00685251,0,0,0.00110678,0,0.0127662,0.00129445,0.0748494,0.0335074,0.0267853,0.0118454,0.00426256,0.00267564,0.00790603,0.050537,0,0.0401516,0.0213646,0.00223031,0.0036692,0.00247721,0.00359523,0.00649932,0,0,0,0,0,0.00552604,0.0438964,0.0202404,0,0.0199691,0.09049,0,0,0,0
126,0,0,0,0,0.00498907,0.00504446,0,0,0.0295574,0.0133852,0.00523557,0.000961909,0,0,0.0032156,0,0.0170581,0.00164279,0.0501288,0.0113662,0.0301404,0.00723436,0.000393466,0.00355686,0.00473167,0.00720267,0.00838338,0.0133834,0.00218303,0.0171838,0.0329212,0.0035706,0.00665189,0.00296652,0.0251453,0.0137298,0.00737904,0.00724058,0,0,0.00161887,0,0.0127322,0.00122658,0.0747087,0.0247029,0.0257465,0.010496,0.00408346,0.00229984,0.00586552,0.0501897,0,0.038608,0.0298479,0.00243789,0.00349962,0.00227119,0.00368706,0.00668258,0,0,0,0,0,0.00560098,0.0438435,0.0150203,0,0.0168666,0.0895596,0,0,0,0
127,0,0,0,0,0.00552358,0.00536354,0,0,0.0309652,0.0135362,0.00638522,0.000878609,0,0,0.00310772,0,0.016882,0.00161395,0.0497042,0.0116089,0.0307663,0.00721931,0.000484426,0.00325834,0.00471164,0.00726802,0.00842233,0.0136764,0.00264816,0.017343,0.0347913,0.00316493,0.00640736,0.00296238,0.0388425,0.0138268,0.00635129,0.00771507,0,0,0.00208794,0,0.0127252,0.00125072,0.0742718,0.0158207,0.0245832,0.00857282,0.00392746,0.00197349,0.00412887,0.0499856,0,0.0369035,0.0424518,0.00263832,0.00348401,0.00213009,0.00378475,0.00699811,0,0,0,0,0,0.00588276,0.0440432,0.0168661,0,0.0152895,0.0883694,0,0,0,0
128,0,0,0,0,0.00401034,0.00443892,0,0,0.0300343,0.0133174,0.00715127,0.00131383,0,0,0.00382371,0,0.0169875,0.00138409,0.0489013,0.0112636,0.0318882,0.0062496,0.00257736,0.00195742,0.00377056,0.00560391,0.00833252,0.0132216,0.00315066,0.017681,0.0341373,0.00392958,0.00650013,0.00277276,0.0478883,0.0136961,0.00381141,0.00575333,0,0,0.000716134,0,0.012792,0.00153961,0.0727179,0.0145127,0.0247141,0.0141578,0.00160568,0.00165504,0.00955574,0.0498643,0,0.0319806,0.0551794,0.00175541,0.00400437,0.0024051,0.00258828,0.00552176,0,0,0,0,0,0.00622292,0.0447277,0.0160483,0,0.0262169,0.0741442,0,0.0281118,0,0
129,0,0,0,0,0.00474829,0.0049142,0,0,0.0312893,0.0133598,0.00801659,0.00165796,0,0,0.00374901,0,0.0170747,0.00181624,0.048573,0.0112938,0.0324781,0.00638187,0.00278241,0.00157089,0.00356819,0.00548488,0.0084561,0.0135478,0.00368473,0.017866,0.0361043,0.00393943,0.00651626,0.00268647,0.0495927,0.0137481,0.00293911,0.00634787,0,0,0.000823699,0,0.0128003,0.00149553,0.0727128,0.0155203,0.0240767,0.012409,0.0016269,0.00148624,0.00786154,0.0497602,0,0.0313724,0.0560765,0.00189849,0.00410385,0.00239888,0.00263718,0.00603659,0,0,0,0,0,0.00707215,0.0449312,0.0183119,0,0.0253229,0.0752767,0,0.0275895,0,0
130,0,0,0,0,0.00485146,0.00510064,0,0,0.0324939,0.0134044,0.00891825,0.00219224,0,0,0.00327085,0,0.017004,0.00147009,0.0482419,0.0114889,0.0330902,0.006582,0.00315289,0.00168577,0.00317102,0.00529416,0.00858658,0.0134694,0.00419023,0.0179628,0.0376893,0.00370373,0.00641159,0.00268753,0.0502651,0.0137267,0.00204316,0.00636436,0,0,0.000723509,0,0.0128391,0.00150007,0.0725492,0.0160171,0.0236175,0.0101941,0.00196329,0.00146292,0.00608593,0.0491971,0,0.0308687,0.0562873,0.00203546,0.00407621,0.00238833,0.00268921,0.00604864,0,0,0,0,0,0.00801085,0.0451739,0.0194625,0,0.0246414,0.0764142,0,0.027548,0,0
131,0,0,0,0,0.00504075,0.00530592,0,0,0.0339225,0.0133266,0.00970555,0.00294362,0,0,0.00274455,0,0.0168964,0.00112868,0.0478846,0.0117841,0.0337487,0.00695089,0.00344334,0.00203261,0.00283717,0.00518095,0.00887692,0.0134709,0.00456461,0.0180388,0.0393358,0.00338094,0.00639745,0.0026391,0.05312,0.013714,0.000965383,0.00647292,0,0,0.000710532,0,0.0128677,0.0015153,0.0720493,0.0206479,0.0229865,0.00976132,0.0022314,0.00138979,0.00536071,0.0492813,0.0178486,0.0301849,0.0580187,0.00212603,0.00396177,0.00238277,0.00284704,0.00618032,0,0,0,0,0,0.00892868,0.0454723,0.023979,0,0.0256486,0.0765563,0,0.0272457,0,0
132,0,0,0,0,0.00437678,0.00516789,0,0,0.0344329,0.0132329,0.0104142,0.00301983,0,0,0.00238945,0,0.0169414,0.000294088,0.0477951,0.0118687,0.0339665,0.00745546,0.00403734,0.00221111,0.0024052,0.0047552,0.00895513,0.0134151,0.00477693,0.0181046,0.0401643,0.00344428,0.00644671,0.00267547,0.0457609,0.0135942,0.00110942,0.00567011,0,0,0.000284079,0,0.0129191,0.00173601,0.0730227,0.0144012,0.023499,0.00786093,0.00308064,0.00195138,0.00659473,0.0474318,0.0180909,0.0300541,0.0524434,0.00206301,0.0039159,0.00265752,0.00312391,0.00563809,0,0,0,0,0,0.00982018,0.0455173,0.0138603,0,0.0232679,0.077207,0,0.0278853,0,0
133,0,0,0,0,0.00495249,0.00540897,0,0,0.0358172,0.0131799,0.0113667,0.00395137,0,0,0.00218763,0,0.0170194,0.000238564,0.0473782,0.0124813,0.0348809,0.00822114,0.00418126,0.00271613,0.00234477,0.00492838,0.0094168,0.0139745,0.00540063,0.0183296,0.0422113,0.00312486,0.00650998,0.00266257,0.0517599,0.0136141,0.00080153,0.00606345,0,0,0.00041387,0,0.0129462,0.00163324,0.0722274,0.0198152,0.0224054,0.00732888,0.00312613,0.00172855,0.00588928,0.0482885,0.0150147,0.0288894,0.0558953,0.00193349,0.0038105,0.00270557,0.00326286,0.00606923,0,0,0,0,0,0.0105554,0.0459048,0.024017,0,0,0.0793108,0,0.0282385,0,0
134,0,0,0,0,0.00565857,0.00572302,0,0,0.036985,0.0131509,0.0120976,0.00439341,0,0,0.00237065,0,0.0171454,0.000282021,0.0471788,0.0128742,0.035403,0.00902924,0.00448858,0.00321281,0.00232533,0.00498485,0.00968757,0.0140448,0.00582835,0.0185682,0.0438949,0.00298322,0.00656919,0.00263407,0.0508993,0.0135901,0.00158179,0.00646796,0,0,0.000432982,0,0.012946,0.00170048,0.0719666,0.0201647,0.0220642,0.00610209,0.00347146,0.00169428,0.00571437,0.0480622,0.0136032,0.0279034,0.0545165,0.00175079,0.00391561,0.00265108,0.00353022,0.00650753,0,0,0,0,0,0.0112273,0.0460267,0.0244916,0,0.0235545,0.0804102,0,0.0283948,0,0
135,0,0,0,0,0.00665883,0.00633677,0,0,0.0373528,0.0130313,0.0127356,0.00417256,0,0,0.0025531,0,0.0171941,0.000163785,0.0472326,0.012714,0.0354149,0.00988692,0.00494273,0.00367745,0.00229505,0.0049064,0.00965969,0.0136811,0.00589224,0.0187385,0.0444017,0.00285888,0.00663434,0.00257434,0.0418768,0.0135338,0.00123759,0.00709295,0,0,0.000514122,0,0.0129624,0.00183806,0.072615,0.00924333,0.0227739,0.00350739,0.00427067,0.00191432,0.0060263,0.0460492,0.0129817,0.0281671,0.0476978,0.00156867,0.00403456,0.00265232,0.00405299,0.00717614,0,0,0,0,0,0.0119467,0.045931,0.0111889,0,0.0193895,0.0812406,0,0.0292541,0,0
136,0,0,0,0,0.00720262,0.00671779,0,0,0.0386775,0.01301,0.013555,0.00482487,0,0,0.002909,0,0.0170515,0.000322566,0.0468779,0.0131028,0.0360463,0.0107129,0.00490064,0.00440273,0.0023806,0.00513488,0.00989885,0.0136769,0.00622256,0.019057,0.0458788,0.00285585,0.00653958,0.0026458,0.0470857,0.013546,0.00244455,0.00760934,0,0,0.000527165,0,0.0129442,0.0016424,0.0719964,0.0172006,0.0219126,0.00249373,0.00419231,0.0019366,0.00596431,0.0473331,0.0121757,0.0289401,0.0503721,0.00152847,0.0039515,0.0026304,0.00433848,0.00756221,0,0,0,0,0,0.0126318,0.0462268,0.0224587,0,0.0209056,0.082093,0,0.028567,0,0
137,0,0,0,0,0.00763906,0.00710932,0,0,0.0398695,0.0129984,0.0143183,0.00528028,0,0,0.00332161,0,0.0170238,0.000438936,0.0466822,0.0132025,0.0363124,0.0115182,0.00494455,0.00501637,0.00242546,0.00529816,0.00996422,0.0131012,0.00641922,0.0193456,0.0469555,0.00296898,0.00649231,0.0027151,0.0444855,0.01357,0.00296752,0.00812434,0,0,0.00064083,0,0.0129506,0.00162056,0.0721801,0.0157377,0.0217243,0.00279239,0.00422661,0.00206539,0.00668297,0.0469571,0.0125632,0,0.0473053,0.00150779,0.00378348,0.00268043,0.00469008,0.00794567,0,0,0,0,0,0.0132317,0.046223,0.0219768,0,0.0201598,0.0840546,0,0.0288442,0,0
138,0,0,0,0,0.00843513,0.00754665,0,0,0.0409355,0.013014,0.0149558,0.00559494,0,0,0.00342878,0,0.0171166,0.00040111,0.0465155,0.0133814,0.036407,0.0124446,0.00494072,0.00582238,0.00260809,0.00565226,0.0099627,0.0126969,0.00661665,0.0195783,0.0481935,0.00307463,0.00654596,0.00274585,0.0415702,0.0136167,0.00350396,0.00901839,0,0,0.000829363,0,0.0129695,0.0016737,0.0722512,0.0131235,0.0215323,0.00496283,0.00409418,0.0017873,0.00743575,0.0463855,0.0126961,0,0.0441586,0.00147387,0.00358221,0.00258377,0.00495118,0.00866481,0,0,0,0,0,0.0139027,0.0461439,0.0202946,0,0,0.0851931,0,0.0282539,0,0
139,0,0,0,0,0.00866159,0.00804528,0,0,0.0415875,0.0130879,0.0154275,0.00551672,0,0,0.00391813,0,0.017187,0.000540804,0.0464392,0.0135679,0.0363575,0.0133928,0.00496796,0.00643406,0.00289837,0.00609603,0.00983292,0.0123741,0.00668765,0.019742,0.0493346,0.00352812,0.00654815,0.00280828,0.0363164,0.0136057,0.00322829,0.00935709,0,0,0.000945423,0,0.0129905,0.00178661,0.0722931,0.00691213,0.021649,0.00545072,0.00418377,0.00217568,0.00726947,0.0458549,0.0106993,0.0242334,0.0397159,0.00150136,0.00361017,0.00264573,0.00546382,0.00885449,0,0,0,0,0,0.0146135,0.045919,0.014765,0,0,0.0850502,0,0.0268164,0,0
140,0,0,0,0,0.00919362,0.00856774,0,0,0.0427229,0.0131094,0.0160672,0.00496306,0,0,0.00440177,0,0.0171149,0.000724884,0.0463493,0.0137133,0.0363479,0.0141887,0.00478198,0.00716207,0.00326968,0.00658964,0.00979713,0.01236,0.0068082,0.0199376,0.0509021,0.0038185,0.00649205,0.00282582,0.031315,0.0136409,0.00292129,0.0098499,0,0,0.00101948,0,0.0129949,0.00171991,0.0722525,0.0045745,0.0215704,0.00654176,0.00394216,0.00251656,0.00754154,0.0458591,0.00998137,0.0224333,0.0344934,0.00157891,0.00345821,0.00265212,0.00604679,0.00923044,0,0,0,0,0,0.0153051,0.0457335,0.0119015,0,0.0126307,0.0845894,0,0.0258056,0,0
141,0,0,0,0,0.00992579,0.00911651,0,0,0.0438529,0.0131584,0.0166489,0.00457925,0,0,0.00480671,0,0.0170834,0.000840263,0.04633,0.013797,0.0361682,0.0149361,0.00458381,0.00794247,0.00365568,0.00706998,0.00972287,0.0123303,0.00678735,0.0200104,0.0522397,0.00409173,0.00643743,0.00288009,0.0256002,0.0136729,0.00213473,0.0104404,0,0,0.00108636,0,0.0129899,0.00185779,0.0723849,0.00324885,0.0216846,0.00818209,0.00363812,0.0028712,0.00798771,0.0454316,0.00928009,0.0204675,0.0289947,0.00168545,0.00339102,0.00265015,0.0066916,0.00978191,0,0,0,0,0,0.0159925,0.0455055,0.00745659,0,0.0111582,0.0830754,0,0.0249407,0,0
142,0,0,0,0,0.0107985,0.00965955,0,0,0.045188,0.0131671,0.0171687,0.00435412,0,0,0.00516559,0,0.017001,0.000949174,0.046384,0.0138714,0.0358231,0.0156044,0.00432089,0.00878355,0.00414859,0.00754954,0.00956269,0.0121304,0.00666735,0.0199921,0.0535007,0.00434612,0.00637236,0.00297359,0.0200724,0.0137275,0.00115667,0.0111361,0,0,0.00116672,0,0.0129901,0.0020129,0.0724934,0.00665151,0.021869,0.0093953,0.00321121,0.00323908,0.00896127,0.0449351,0.00882748,0.0184796,0.0237153,0.00184542,0.00329193,0.00268342,0.0073426,0.010511,0,0,0,0,0,0.016629,0.0452833,0.0039142,0,0.0110868,0.08198,0,0.0240846,0,0
143,0,0,0,0,0.0116952,0.0102258,0,0,0.0465519,0.0131819,0.0176622,0.00410321,0,0,0.00554493,0,0.0169409,0.00109245,0.0465234,0.0139541,0.0354345,0.0160785,0.00402461,0.0096827,0.00472921,0.00799425,0.00938815,0.0121056,0.0065515,0.0200255,0.0548961,0.00466872,0.00630978,0.00300162,0.0154648,0.0137813,0.000739715,0.0119029,0,0,0.00123531,0,0.0129717,0.00202645,0.0724944,0.0111242,0.0221138,0.0101124,0.0026588,0.00361967,0.0107877,0.0445602,0.00871556,0.0165489,0.0194559,0.00196476,0.00322105,0.00271816,0.00803809,0.0113693,0,0,0,0,0,0.017106,0.0450617,0.00470787,0,0.0120956,0.0808484,0,0.0233045,0,0
144,0,0,0,0,0.0126748,0.0107984,0,0,0.0477588,0.013208,0.0182272,0.00382253,0,0,0.00592096,0,0.0168908,0.00124661,0.0466694,0.0142306,0.0350691,0.0164273,0.00375623,0.0106577,0.00533443,0.00833662,0.009179,0.0121917,0.00649197,0.0200365,0.0562608,0.00507854,0.00626964,0.00296258,0.0128906,0.0138412,0.00171429,0.0127001,0,0,0.00125748,0,0.0129626,0.00197477,0.0721698,0.0150446,0.0224288,0.0104367,0.00209411,0.00399093,0.0127504,0.0442662,0.00866546,0.0148303,0.0168689,0.00201422,0.00324508,0.00264659,0.00872432,0.0122689,0,0,0,0,0,0.0175272,0.0448342,0.00773726,0,0.0131885,0.0791193,0,0.0227097,0,0
145,0,0,0,0,0.0135394,0.0114135,0,0,0.0489515,0.0132669,0.0187273,0.0034741,0,0,0.00620998,0,0.0168485,0.00136908,0.0468295,0.014698,0.034704,0.0166143,0.00351327,0.0116704,0.00584286,0.0086401,0.00890775,0.012213,0.00639626,0.0199699,0.0574854,0.00551908,0.00623945,0.00291221,0.0123009,0.0139065,0.00281646,0.0135733,0,0,0.00113937,0,0.0129383,0.00191112,0.0714957,0.0180563,0.0227344,0.011096,0.00154915,0.00433078,0.0147563,0.0442349,0.00905539,0.0134457,0.0158044,0.00206869,0.00319967,0.00262832,0.00942185,0.0131787,0,0,0,0,0,0.0177995,0.0446308,0.0104369,0,0.0140111,0.0771033,0,0.0223641,0,0
146,0,0,0,0,0.0153036,0.0123147,0,0,0.0500548,0.0132612,0.0189767,0.00303444,0,0,0.00537554,0,0.0169387,0.0010538,0.0469344,0.0152381,0.0343283,0.0165918,0.00332417,0.012649,0.00614951,0.00880934,0.00869047,0.0122824,0.00619811,0.0198871,0.0587199,0.00507753,0.00635485,0.00275513,0.0197846,0.013955,0.00387143,0.0151185,0,0,0.00105423,0,0.0129103,0.00188886,0.0707002,0.0251009,0.0231445,0.0118115,0.0011194,0.00442444,0.0173074,0.0447107,0.0106269,0.0100357,0.0239773,0.00222278,0.00310607,0.00265142,0.0100638,0.0146756,0,0,0,0,0,0.0177895,0.0443974,0.017247,0,0.0158247,0.0739634,0,0.0231833,0,0
147,0,0,0,0,0.0154907,0.0127629,0,0,0.051188,0.0133887,0.0192519,0.00280944,0,0,0.00593898,0,0.0168062,0.00127241,0.0468076,0.0165714,0.0339732,0.0165149,0.00310471,0.0131163,0.00615342,0.00890689,0.00845179,0.012469,0.00627631,0.0199679,0.0603394,0.00559723,0.00618917,0.00319223,0.0301937,0.0139493,0.00477107,0.015134,0,0,0.0011725,0,0.0129188,0.00203995,0.069986,0.0324451,0.0233996,0.0136715,0.0010848,0.00530713,0.0202866,0.0454954,0.012981,0.00785416,0.0333657,0.00235598,0.00291817,0.00282081,0.0108341,0.0146492,0,0,0,0,0,0.0175848,0.0439394,0.0251474,0,0.018239,0.0706329,0,0.0252987,0,0
