Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
234,0,0,0,0,0.00800699,0.00728541,0,0,0.0191294,0.0120898,0.00474518,0.00209559,0,0,0.00671687,0,0.0179977,0.00305399,0.0537108,0.0050902,0.0288809,0.00533377,0.00389366,0.00364886,0.00457895,0.00634378,0.00839776,0.00973303,0.00454961,0.0163331,0.0208716,0.005622,0.00761073,0.0021573,0.016249,0.0111246,0.00979797,0.00724927,0,0,0.00484229,0,0.0125511,0.00537288,0.0722431,0.0577164,0.0288911,0,0.00558025,0.00388438,0.0160278,0.0557947,0.0755955,0,0.00914175,0.00492852,0.00694991,0.00551289,0.00812557,0.00646232,0,0,0,0,0,0.00327879,0.0438014,0.0399795,0.0225969,0.0342004,0,0,0,0,0
235,0,0,0,0,0.00809522,0.00735562,0,0,0.0202494,0.01225,0.00463632,0.00167247,0,0,0.00639949,0,0.0178988,0.00277749,0.0532205,0.00555136,0.0293323,0.0047496,0.0037404,0.00324293,0.00465409,0.00618648,0.00812278,0.00965301,0.0039778,0.0163232,0.0223393,0.00496979,0.00753453,0.0020985,0.0137605,0.0112073,0.00931864,0.00735543,0,0,0.00393473,0,0.0124047,0.00481844,0.0723887,0.0559089,0.0282788,0,0.00553477,0.00385877,0.015034,0.0553145,0.0750334,0,0.00854231,0.00444449,0.00668966,0.00526292,0.00817156,0.00680192,0,0,0,0,0,0.00333353,0.0436891,0.0387159,0.022135,0.033011,0,0,0,0,0
236,0,0,0,0,0.00806987,0.00769893,0,0,0.0217331,0.0124314,0.00476737,0.00137089,0,0,0.00600641,0,0.0178122,0.00266742,0.0527771,0.00614299,0.0296793,0.00431078,0.00354091,0.00290749,0.0047825,0.00592835,0.00801005,0.00977889,0.00351983,0.0164474,0.0242784,0.00434581,0.00744408,0.00211947,0.00882129,0.0112992,0.00877985,0.00779559,0,0,0.00307687,0,0.0122264,0.00417817,0.0725519,0.0554127,0.0276052,0,0.00541016,0.00364498,0.0147404,0.0554298,0.0731261,0,0.0112609,0.00392058,0.00648013,0.00501114,0.0084117,0.00730354,0,0,0,0,0,0.00369436,0.0435741,0.0382839,0.0237809,0,0,0,0,0,0
237,0,0,0,0,0.00836256,0.00808431,0,0,0.0230704,0.012568,0.00520681,0.00126089,0,0,0.00587275,0,0.0177859,0.00267404,0.0523623,0.00639443,0.0300052,0.00404029,0.00360845,0.00258173,0.00462161,0.00535368,0.00776347,0.00976361,0.00299449,0.0166755,0.026079,0.00399145,0.00740374,0.00220992,0.0073158,0.0115694,0.00815993,0.00820092,0,0,0.00256573,0,0.0124527,0.00364196,0.0728812,0.0539211,0.027038,0,0.00482504,0.00354652,0.0132484,0.0548458,0.0729144,0,0.0109794,0.00369152,0.00639048,0.00482921,0.0086449,0.00760476,0,0,0,0,0,0.0044983,0.0433534,0.0368319,0.02323,0,0,0,0,0,0
238,0,0,0,0,0.0106111,0.00908543,0,0,0.0243933,0.0124458,0.00601267,0.00137288,0,0,0.00717203,0,0.0178783,0.00366303,0.0520377,0.00661187,0.0303633,0.00425688,0.00351407,0.00164528,0.00439844,0.00462366,0.0075061,0.00975169,0.00247247,0.0169428,0.0278917,0.00437022,0.00754598,0.00229713,0.00862332,0.0119812,0.00739014,0.0100056,0,0,0.00295844,0,0.0125411,0.0038675,0.0734993,0.0509013,0.0266476,0,0.00470761,0.00294912,0.010467,0.0533818,0.0732185,0,0.0101595,0.00558072,0.00500184,0.00417648,0.00880557,0.00917655,0,0,0,0,0,0.00502151,0.0431012,0.0336988,0.0206612,0.0290498,0,0,0,0,0
239,0,0,0,0,0.0111861,0.00932312,0,0,0.0259642,0.012609,0.00700194,0.00122865,0,0,0.00690648,0,0.0178597,0.00348832,0.0517549,0.00710867,0.0307515,0.00459472,0.00335893,0.00181257,0.0043769,0.00429498,0.00755559,0.00987997,0.00230138,0.0170412,0.0297522,0.00406004,0.0075002,0.00244804,0.00922971,0.0120215,0.00678115,0.0101494,0,0,0.0024661,0,0.0126662,0.00345053,0.0739183,0.0493196,0.026063,0,0.00464329,0.00282354,0.00941323,0.0525986,0.0728266,0,0.0128443,0.00472736,0.00523966,0.00413153,0.00894072,0.00892176,0,0,0,0,0,0.00529128,0.0430381,0.0321054,0.0197857,0.0278731,0,0,0,0,0
240,0,0,0,0,0.0115407,0.00950615,0,0,0.0275157,0.0127429,0.008058,0.00105379,0,0,0.00674153,0,0.0178828,0.00338136,0.0515192,0.00759491,0.031247,0.00511593,0.00284192,0.00203557,0.0043102,0.004038,0.0076752,0.0100366,0.00236374,0.0171293,0.0316608,0.00376411,0.00747805,0.00260523,0.0105638,0.0119455,0.00605488,0.0102089,0,0,0.00217587,0,0.0125349,0.00316316,0.0744101,0.0478708,0.0254431,0,0.00429762,0.00271411,0.00817421,0.051682,0.072528,0,0.0153199,0.00396041,0.00529497,0.00407342,0.00898246,0.00874728,0,0,0,0,0,0.00559021,0.0432644,0.0306627,0.01888,0.0267315,0,0,0,0,0
241,0,0,0,0,0.011822,0.00971667,0,0,0.0289193,0.0128296,0.0090406,0.00132799,0,0,0.00657955,0,0.0179089,0.00328585,0.051169,0.00808147,0.0318183,0.00601431,0.00195707,0.00236936,0.00378602,0.00382936,0.00768763,0.0100735,0.00255675,0.0174156,0.0334364,0.0035126,0.0074542,0.00267732,0.0129319,0.0118371,0.00513314,0.0102669,0,0,0.00205928,0,0.0123818,0.00299269,0.0750079,0.0457896,0.0247808,0,0.0036954,0.00270923,0.00608067,0.0503616,0.0725537,0,0.018428,0.0033254,0.00519899,0.00400785,0.00905151,0.00860704,0,0,0,0,0,0.00623428,0.0434828,0.0286372,0.0171534,0.0254375,0.015268,0,0,0,0
242,0,0,0,0,0.0121215,0.0100566,0,0,0.0302659,0.0127948,0.00980847,0.00178656,0,0,0.00640688,0,0.0179063,0.00319307,0.0507508,0.0084183,0.0323431,0.00681163,0.00169224,0.00281406,0.00329622,0.00369872,0.00780671,0.0101578,0.00286083,0.0175592,0.0351609,0.00335977,0.00746349,0.00274622,0.0152677,0.0119502,0.00452496,0.010356,0,0,0.00224907,0,0.0127057,0.00310782,0.0753233,0.0445388,0.0243281,0,0.00292471,0.00292531,0.00533709,0.0495163,0.0720518,0,0.0204765,0.00314878,0.00523765,0.00411235,0.0092908,0.00857245,0,0,0,0,0,0.00761951,0.0436937,0.0275424,0.0166648,0.0246095,0.0129342,0,0,0,0
243,0,0,0,0,0.0123273,0.0103005,0,0,0.0315822,0.0127021,0.010674,0.00226511,0,0,0.0060916,0,0.0179402,0.00310037,0.050403,0.00873779,0.0329038,0.00749644,0.0018035,0.00331666,0.00303072,0.00361725,0.00807421,0.010349,0.00321349,0.0175773,0.0368869,0.0031818,0.00750785,0.00276821,0.0180613,0.0120217,0.00397945,0.0105918,0,0,0.00280703,0,0.0129529,0.00339191,0.0755345,0.043327,0.023985,0,0.00296354,0.00306313,0.00535683,0.048788,0.0710393,0,0.0228589,0.00315542,0.00537747,0.00420514,0.00943889,0.00856225,0,0,0,0,0,0.00871592,0.043851,0.026447,0.0164526,0.0235495,0.0112138,0,0,0,0
244,0,0,0,0,0.0123997,0.0104449,0,0,0.0327983,0.0125684,0.0116179,0.00278751,0,0,0.00566433,0,0.0179796,0.00288803,0.0501491,0.0091357,0.0334371,0.00826891,0.00130902,0.0037851,0.0027972,0.0036536,0.00838011,0.0105543,0.00372026,0.0176581,0.0384526,0.00294055,0.00756825,0.00277659,0.0213248,0.0119767,0.003373,0.010947,0,0,0.00342219,0,0.0129883,0.00364959,0.0757021,0.0419614,0.0236197,0,0.00303871,0.00305726,0.00595157,0.0481682,0.0695264,0,0.0257094,0.0031801,0.00544025,0.00423557,0.00949839,0.00874461,0,0,0,0,0,0.00955111,0.0440145,0.0253412,0.0166638,0.0222383,0.0100181,0,0,0,0
245,0,0,0,0,0.0124922,0.0106177,0,0,0.0339032,0.01244,0.0125111,0.0033543,0,0,0.00503446,0,0.0179694,0.00252761,0.0499884,0.00960476,0.034007,0.00929062,0.000801709,0.00423844,0.00272946,0.00411276,0.00853157,0.0105986,0.00400507,0.01782,0.0397902,0.00263064,0.00762329,0.00275193,0.0255245,0.0119417,0.00269483,0.0111706,0,0,0.00406887,0,0.0130054,0.00387925,0.0757665,0.0393852,0.0231264,0,0.00295216,0.00310212,0.00680154,0.0477254,0.0675195,0,0.0295833,0.00325228,0.0054047,0.00421966,0.00965823,0.00892261,0,0,0,0,0,0.0103856,0.0445471,0.0234318,0.0170132,0.0203496,0.00922181,0,0,0,0
246,0,0,0,0,0.0122096,0.0101329,0,0,0.0342462,0.012088,0.0137648,0.00570782,0,0,0.00551995,0,0.0181434,0.00258539,0.0489174,0.0108201,0.0362938,0.0104876,0.00206118,0.0041259,0.00185796,0.00375991,0.00955469,0.0108928,0.00490582,0.0182855,0.0403516,0.00309366,0.00785421,0.00253018,0.0501328,0.011866,0.00341959,0.0105987,0,0,0.00524719,0,0.0130921,0.00450116,0.0712194,0.00441895,0.0217802,0,0.00359954,0.00376083,0.00361539,0.0506204,0.0679873,0,0.0548917,0.00437146,0.00519861,0.00436838,0.00900204,0.00891623,0,0,0,0,0,0.0114093,0.0462188,0.0164955,0.00619013,0.0201208,0.00274036,0,0.0290531,0,0
247,0,0,0,0,0.011466,0.00999853,0,0,0.0355299,0.0120918,0.0145574,0.00632874,0,0,0.00403002,0,0.0180884,0.00147515,0.0486224,0.0113995,0.0368515,0.0114758,0.00231512,0.00461481,0.00216538,0.00401861,0.00993309,0.0109817,0.00532877,0.0185078,0.0420281,0.00262912,0.00775982,0.00248978,0.0503782,0.0118566,0.00448334,0.0101484,0,0,0.00573404,0,0.013162,0.00471822,0.0711365,0.00481027,0.021227,0,0.00372327,0.00417435,0.00482076,0.0508062,0.0645349,0,0.0544298,0.00458985,0.0051806,0.0044894,0.00935957,0.00833664,0,0,0,0,0,0.0124593,0.0465666,0.0174648,0.00846832,0.0187424,0.000656931,0,0.0287027,0,0
248,0,0,0,0,0.0126443,0.0107898,0,0,0.0368183,0.0118913,0.0152081,0.00660563,0,0,0.00398311,0,0.018108,0.001844,0.048428,0.0117346,0.0370625,0.012485,0.00248914,0.00540283,0.00237857,0.00445756,0.0101866,0.0109485,0.00567592,0.0187896,0.0438226,0.00233634,0.00783757,0.00247948,0.0495788,0.0118096,0.00499482,0.0109907,0,0,0.00563774,0,0.0132323,0.00462043,0.0712223,0.00525774,0.020844,0,0.00379348,0.00377423,0.00632072,0.0507837,0.0604534,0,0.0534109,0.00427657,0.00549307,0.00467825,0.00992951,0.00916865,0,0,0,0,0,0.0133633,0.0466094,0.0175671,0.0103772,0.0175224,0.00233698,0,0.0276182,0,0
249,0,0,0,0,0.0129973,0.0113757,0,0,0.038055,0.0117487,0.0159223,0.00675871,0,0,0.00316871,0,0.018115,0.00161016,0.0482323,0.0121683,0.0371736,0.0134577,0.00222806,0.00613282,0.00241807,0.00488447,0.0104125,0.0108814,0.00584651,0.0190386,0.0453934,0.00224263,0.00784796,0.00247751,0.0470557,0.0117946,0.00515664,0.0111285,0,0,0.00584242,0,0.0132735,0.00464443,0.0714537,0.00361501,0.0206788,0,0.00377797,0.0038402,0.00737985,0.0505515,0.0556807,0,0.0508133,0.00422342,0.00555626,0.00471696,0.0105975,0.00929327,0,0,0,0,0,0.0140129,0.0465826,0.0160247,0.0120166,0.0158111,0.00359306,0,0.0265017,0,0
250,0,0,0,0,0.0136126,0.0121458,0,0,0.0392833,0.0116819,0.0164852,0.00676993,0,0,0.00243472,0,0.0181244,0.00137609,0.0480761,0.0126732,0.0371445,0.0143908,0.00168383,0.00697737,0.00274295,0.00528547,0.0104549,0.0107713,0.00594416,0.0191525,0.0468123,0.00232348,0.00787739,0.00258107,0.0436729,0.0117743,0.00490603,0.0110693,0,0,0.00592199,0,0.0132899,0.00465539,0.0718371,0.00470659,0.0206382,0,0.00364319,0.00395671,0.00826595,0.0500729,0.0535014,0,0.047257,0.00419519,0.00549985,0.00472684,0.0114184,0.00956204,0,0,0,0,0,0.0146436,0.0464763,0.0134888,0.0135674,0,0.0047495,0,0.0253399,0,0
251,0,0,0,0,0.0143025,0.012921,0,0,0.0407356,0.0117338,0.0169574,0.00670784,0,0,0.00212223,0,0.0181201,0.00139265,0.0478196,0.0128208,0.0370562,0.0151502,0.00159222,0.00786218,0.00323236,0.00575339,0.0104282,0.0107223,0.00603267,0.0191928,0.048565,0.00261172,0.00786447,0.00276158,0.0395653,0.0118027,0.00448449,0.0117054,0,0,0.00606444,0,0.0133936,0.00464232,0.0720255,0.0067421,0.0205418,0,0.00346155,0.00403522,0.00899965,0.0497706,0.0523456,0,0.0426589,0.00431917,0.00548115,0.00463575,0.012261,0.00996431,0,0,0,0,0,0.0152666,0.0463085,0.011251,0.0142395,0,0.00540339,0,0.0239533,0,0
252,0,0,0,0,0.015001,0.0136655,0,0,0.042277,0.0118304,0.0173046,0.00656006,0,0,0.00203347,0,0.0180773,0.00163462,0.0477443,0.012985,0.0368551,0.0158258,0.00122109,0.0087024,0.00382732,0.0063334,0.0104098,0.0107091,0.00608619,0.0192456,0.0504761,0.00303372,0.00779722,0.00294274,0.0356312,0.0118816,0.00399435,0.0126654,0,0,0.00637702,0,0.0134962,0.00485471,0.0718291,0.00688441,0.0204941,0,0.00327707,0.00398107,0.00958678,0.0496539,0.0501151,0,0.0380479,0.0044904,0.0056578,0.00464264,0.0130898,0.010446,0,0,0,0,0,0.0159354,0.0461573,0.0104471,0.014261,0.0123288,0.00554872,0,0.0224259,0,0
253,0,0,0,0,0.0157143,0.0142995,0,0,0.0434642,0.0118259,0.0174966,0.00620925,0,0,0.00212764,0,0.018061,0.00158405,0.0479508,0.0130842,0.0364419,0.016406,0.000954676,0.00937911,0.0044523,0.00687287,0.0102251,0.0105764,0.00600386,0.0192447,0.0519124,0.00338827,0.0077562,0.00297354,0.0300852,0.0118955,0.00270349,0.0137106,0,0,0.0069855,0,0.0135776,0.00523976,0.0719874,0.0110706,0.0208801,0,0.00303943,0.00394045,0.00836098,0.0489497,0.049765,0,0.0324209,0.0048144,0.00576117,0.0046988,0.0138421,0.0108609,0,0,0,0,0,0.0166268,0.0458167,0.00680753,0.0142661,0.0121376,0.00499764,0,0.0216237,0,0
254,0,0,0,0,0.0167611,0.0150062,0,0,0.0447961,0.0117928,0.0179118,0.00567055,0,0,0.00218517,0,0.0180266,0.001452,0.0481288,0.0130893,0.0359012,0.0169325,7.30159e-05,0.0100072,0.00516473,0.00740083,0.00991535,0.0104571,0.00588462,0.019191,0.0534231,0.00364226,0.00774027,0.00302504,0.0277634,0.0118568,0.00141417,0.0144569,0,0,0.00768522,0,0.0135565,0.00562665,0.0718997,0.0136726,0.0215029,0,0.00287851,0.0041192,0.00796831,0.048075,0,0,0.0285292,0.00512779,0.00577179,0.00476739,0.0146876,0.0113894,0,0,0,0,0,0.0172801,0.0454376,0.00826724,0.0138918,0.012753,0.00461067,0,0.0202922,0,0
255,0,0,0,0,0.019163,0.0161716,0,0,0.0459689,0.0116291,0.0181763,0.00538995,0,0,0.00282439,0,0.0181551,0.00224376,0.0482212,0.0131596,0.0353337,0.0172223,0.000795113,0.0105602,0.00576983,0.00775924,0.00961778,0.0103151,0.00568455,0.0191484,0.0548895,0.00297104,0.0079015,0.0029963,0.0211169,0.0118327,0.0015664,0.0159164,0,0,0.00813865,0,0.0134745,0.00588499,0.071813,0.0153087,0.0222724,0,0.00249499,0.00376927,0,0.047022,0,0,0.023852,0.00586096,0.00545428,0.00471108,0.0155435,0.0129329,0,0,0,0,0,0.017276,0.04499,0.00558156,0.012375,0.0139844,0.00483295,0,0.0200299,0,0
256,0,0,0,0,0.0179064,0.0162881,0,0,0.0474189,0.0117563,0.0185405,0.00538277,0,0,0.00227554,0,0.0180012,0.00147696,0.0483861,0.0138392,0.0348959,0.017428,0.00151243,0.0107905,0.00623393,0.00807061,0.00936382,0.0102689,0.0057055,0.0191705,0.0564062,0.00366761,0.00770141,0.00334691,0.0199465,0.0117081,0.00280734,0.0151123,0,0,0.00914116,0,0.0132782,0.00652775,0.0711303,0.0236055,0.022585,0,0.00256762,0.00495283,0.0101911,0.0464225,0,0,0.0276483,0.00631154,0.00518263,0.00476182,0.016319,0.0120588,0,0,0,0,0,0.0175239,0.0446732,0.0154485,0.00943656,0.0182502,0.00929017,0,0.0222094,0,0
257,0,0,0,0,0.018351,0.0167789,0,0,0.0488029,0.0117265,0.0189048,0.00548044,0,0,0.00245817,0,0.0179953,0.00159218,0.0484183,0.0145651,0.0344899,0.0173908,0.00187823,0.0113603,0.00651429,0.00819506,0.00920845,0.0103602,0.00578068,0.0191372,0.0579073,0.00386933,0.00770841,0.0033003,0.0321815,0.0116632,0.00374752,0.0156986,0,0,0.00926691,0,0.0131508,0.00657714,0.0703864,0.0372788,0.0230681,0,0.00241984,0.00491605,0.0141436,0.0462187,0,0,0.0397217,0.00638878,0.00519075,0.00482551,0.0168736,0.0125754,0,0,0,0,0,0.018002,0.0443507,0.029809,0.010668,0.0237836,0.0147983,0,0.0259256,0,0
258,0,0,0,0,0.0193268,0.0172369,0,0,0.0501296,0.0116937,0.0191526,0.0056929,0,0,0.00266223,0,0.0179554,0.0015394,0.0481725,0.0151022,0.0342081,0.0171607,0.00212262,0.0119698,0.00663597,0.00821529,0.00912536,0.0105723,0.00585519,0.0190785,0.0593192,0.00417939,0.0077203,0.00322505,0.0458933,0.0115909,0.0044219,0.0162033,0,0,0.00939017,0,0.0130728,0.0067355,0.0697219,0,0.0233508,0,0.00227126,0.00486566,0.0183941,0.0463181,0,0,0.051742,0.0064727,0.00527873,0.0048148,0.0173708,0.0131088,0,0,0,0,0,0.0180367,0.0439813,0.0418023,0.0148036,0.0293622,0,0,0.030052,0,0
259,0,0,0,0,0.0199173,0.0177853,0,0,0.0508799,0.0116403,0.0192335,0.00556337,0,0,0.00290218,0,0.017934,0.00122434,0.0479577,0.0155446,0.0338379,0.0167599,0.00233126,0.0126512,0.00661729,0.0080946,0.00927437,0.0108612,0.00594195,0.0190425,0.060285,0.0044983,0.00775949,0.00308152,0.0565385,0.0116013,0.0046288,0.0167279,0,0,0.00942083,0,0.0130422,0.00683625,0.0689338,0.0569495,0.0236224,0,0.00200927,0.00490821,0,0.0468499,0,0,0.0601133,0.0064332,0.00531999,0.0047831,0.0179409,0.0135308,0,0,0,0,0,0.0175822,0.0438845,0.0498238,0.0199043,0,0,0,0.0332919,0,0
260,0,0,0,0,0.0204997,0.0179628,0,0,0.0512282,0.0115554,0.0193128,0.00588444,0,0,0.00311204,0,0.017907,0.000972277,0.0478569,0.0163086,0.0337346,0.0163193,0.00268164,0.0130022,0.00633041,0.00798893,0.00896703,0.0111498,0.00599926,0.0189944,0.0606613,0.00455209,0.00778983,0.00310863,0.0647529,0.0116168,0.00495401,0.0170713,0,0,0.00991929,0,0.0131357,0.00722259,0.0680544,0.0665972,0.0240893,0,0.00196891,0.00468567,0.0244043,0.0479517,0,0.0144979,0.0682537,0.00702357,0.00549569,0.00487831,0.0181827,0.013938,0,0,0,0,0,0.0167713,0.0434895,0.0568604,0.0226756,0.035133,0.027752,0,0.0355744,0,0
261,0,0,0,0,0.0196978,0.0182023,0,0,0.0510125,0.0115295,0.0190576,0.00545468,0,0,0.00332927,0,0.0178434,0.000514731,0.0473199,0.0167424,0.0336284,0.01535,0.00291709,0.0132253,0.00576318,0.0076585,0.0090076,0.0115863,0.00599968,0.0188671,0.0607647,0.00481416,0.00775181,0.00288757,0.0665907,0.0115979,0.00468362,0.0169897,0,0,0.00975854,0,0.0130181,0.00717964,0.0679094,0.0661023,0.023837,0,0.00193097,0.00549103,0.0267742,0.0483964,0,0.0146783,0.0688328,0.00649504,0.0054631,0.00473712,0.0187656,0.0135003,0,0,0,0,0,0.0153286,0.0434299,0.0570416,0.0247236,0,0,0,0.035798,0,0
262,0,0,0,0,0,0.0170643,0,0,0.0520225,0.0113483,0.0190823,0.00486838,0,0,0.00422885,0,0.0179237,0.00063148,0.0472055,0.0179057,0.0339975,0.0146224,0.00214863,0.0129108,0.00530307,0.00838942,0.0089638,0.0124853,0.00624355,0.0187401,0.0619694,0.00457751,0.00775767,0.00259397,0.0650187,0.0114026,0.00427305,0.0222977,0,0,0.00966152,0,0.0132321,0.00652716,0.0686242,0.0644681,0.0243106,0,0.00047956,0.0180784,0.0269183,0.0475525,0,0.0135382,0.0672878,0.0146628,0.00637788,0.00485071,0.0157697,0.0199384,0,0,0,0,0,0.0140715,0.0432583,0.0553112,0.0236564,0,0,0,0.0358019,0,0
263,0,0,0,0,0.0208813,0.0185604,0,0,0.051138,0.0113642,0.0186004,0.00435243,0,0,0.00353951,0,0.0179412,0.000945088,0.0467402,0.0187853,0.0334887,0.013637,0.0025718,0.0139912,0.00461395,0.00869166,0.00911694,0.0127969,0.00639343,0.0186632,0.0607798,0.00460432,0.00786716,0.00237635,0.059947,0.0116218,0.00406072,0.0183763,0,0,0.00945282,0,0.0130101,0.00722214,0.0684653,0.0628846,0.0237152,0,0.00204096,0.00487054,0.0246072,0.0472811,0,0.0107945,0.0643887,0.00670793,0.00586201,0.00498623,0.0186896,0.0150724,0,0,0,0,0,0.0123988,0.0433689,0.0523787,0.020355,0.0331944,0.0254273,0,0.0344609,0,0
264,0,0,0,0,0.0206938,0.0184241,0,0,0.0499188,0.011347,0.0179653,0.00451698,0,0,0.00364045,0,0.0179335,0.000912562,0.0462639,0.0189876,0.0337468,0.0123033,0.0017318,0.0141785,0.00434442,0.00929693,0.00948466,0.0132578,0.00645914,0.018406,0.0598237,0.00488216,0.00784605,0.00222101,0.0500637,0.0116094,0.00313611,0.0181893,0,0,0.00956051,0,0.0128901,0.00752492,0.0692708,0.0543114,0.0229044,0,0.0022577,0.00499847,0.0223967,0.0460921,0,0.00892933,0.0552542,0.00669659,0.0056449,0.00504597,0.0184908,0.0148036,0,0,0,0,0,0.0104779,0.0437733,0.0444675,0.0173251,0,0.0225712,0,0.0319952,0,0
265,0,0,0,0,0.0203718,0.0181157,0,0,0.0486239,0.0113504,0.0176706,0.0048336,0,0,0.00373229,0,0.0179111,0.000957722,0.0457587,0.0196057,0.0341054,0.011112,0.00136939,0.0142282,0.00436658,0.0103732,0.00999453,0.0140171,0.0066495,0.0180955,0.0590111,0.0050583,0.00780178,0.00221768,0.0379857,0.0116321,0.00214077,0.0179594,0,0,0.00962054,0,0.0128706,0.00774511,0.070061,0.0430084,0.0220611,0,0.00252817,0.00485065,0.0201572,0.0449442,0,0.00734909,0.0432704,0.00670166,0.00559396,0.00501246,0.0180365,0.0144893,0,0,0,0,0,0.00826601,0.0443468,0.0340619,0.0144665,0,0.0190551,0,0.0288184,0,0
266,0,0,0,0,0.0191541,0.017666,0,0,0.0471479,0.0113526,0.0173586,0.00501418,0,0,0.00382821,0,0.0178961,0.000868546,0.0453315,0.0202836,0.0344898,0.0101691,0.00151262,0.0140824,0.00491171,0.0116019,0.01057,0.0148815,0.00682366,0.0177523,0.0580266,0.00514505,0.00777764,0.00230629,0.0268433,0.0115451,0.00156103,0.0175813,0,0,0.00953002,0,0.0126889,0.00784602,0.0707231,0.0310711,0.0213159,0,0.00281566,0.00460105,0.0179496,0.0438803,0,0.00760186,0.0312914,0.00668093,0.00558371,0.00497582,0.0174317,0.0140766,0,0,0,0,0,0.00591333,0.0450394,0.0234478,0.012116,0,0.0154918,0,0.025594,0,0
267,0,0,0,0,0,0.016108,0,0,0.0465667,0.0113147,0.0172848,0.00543111,0,0,0.00498998,0,0.0178788,0.00110525,0.0451101,0.0217376,0.0356459,0.010517,0.0031135,0.0121168,0.00642934,0.0141998,0.0113927,0.0161423,0.00718559,0.0174153,0.0586623,0.00484241,0.00765832,0.00223885,0.0186688,0.0112421,0.00192432,0.0208241,0,0,0.00794191,0,0.0128024,0.00602776,0.0716453,0.0213458,0.0211492,0,0.00160797,0.0177385,0.0162648,0.0426591,0,0.00963078,0.0226937,0.0134677,0.0062037,0.00484474,0.0140906,0.0188735,0,0,0,0,0,0.00402644,0.0457192,0.0153808,0.0109954,0,0.0128666,0,0.0238337,0,0
268,0,0,0,0,0.0149424,0.01588,0,0,0.0383056,0.011419,0.0135179,0.0120314,0,0,0.00438882,0,0.0177713,0.000912458,0,0.0174514,0.0391562,0.00853819,0.00605903,0.0129564,0.0088451,0.0121527,0.00783446,0.0113169,0.00620115,0.0169213,0.0494683,0.00559281,0.00768525,0.00223324,0.014973,0.0117072,0.0021705,0.0165229,0,0,0.00626245,0,0.0127133,0.00623673,0.0707306,0.0157782,0.0197853,0,0.00430838,0.00188625,0.0128439,0.042184,0,0.0115643,0.0205813,0.00565619,0.00555411,0.00468497,0.0146221,0.0122369,0,0,0,0,0,0.00835906,0.0395489,0.0111938,0.00963234,0,0.00906756,0,0.0237848,0,0
269,0,0,0,0,0.01343,0.0161091,0,0,0.0408883,0.0111531,0.0162313,0.00596011,0,0,0.00471959,0,0.0178945,0.00117795,0.0437335,0.0218887,0.0360865,0.0121145,0.00342261,0.0121947,0.00990627,0.0175606,0.0126109,0.016792,0.00702073,0.0161117,0.0543501,0.00542948,0.0078475,0.00214448,0.00869648,0.011317,0.00418089,0.0154409,0,0,0.00863739,0,0.0127964,0.00761195,0.0709139,0.00967526,0.0204912,0,0.00304966,0.00444567,0.0134591,0.0431402,0,0.0124863,0.0132192,0.00621167,0.00609687,0.00537641,0.0155573,0.0117003,0,0,0,0,0,0.00563345,0.0477631,0.00894771,0.0104214,0,0.00980229,0,0.0240497,0,0
270,0,0,0,0,0,0.0151991,0,0,0.0402328,0.0110147,0.0153064,0.00620879,0,0,0.00580407,0,0.0179245,0.00152925,0.0434713,0.016431,0.036805,0.014081,0.00577743,0.010469,0.0118556,0.0192379,0.0141223,0.0187385,0.00669207,0.0138872,0.0559936,0.00551552,0.00778277,0.0016557,0.0106437,0.0109021,0.00530853,0.0186153,0,0,0.0088503,0,0.013096,0.00698076,0.0712705,0.00992484,0.0214961,0,0.0014264,0.0190509,0.0134695,0.0424558,0,0.0145711,0.0111881,0.0149426,0.00713872,0.00576022,0.0122413,0.0174171,0,0,0,0,0,0.00993971,0.0492665,0.00760977,0.0110799,0,0.0106446,0,0.0257575,0,0
271,0,0,0,0,0.0104659,0.014056,0,0,0.0322264,0.0110288,0.0141465,0.00524461,0,0,0.00510121,0,0.0179043,0.00141653,0.0423521,0.0315219,0.0362895,0.0215638,0.00519788,0.00957802,0.0177633,0.0281541,0.0120913,0.0168073,0.0062165,0.0190242,0,0.0046046,0.00785452,0.00136526,0.0192785,0.0111883,0.00607406,0.0135096,0,0,0.00853988,0,0.0129686,0.00781811,0.071208,0.0177927,0.0216136,0,0.00243384,0.00421294,0.014344,0.0422105,0,0.0176393,0.0164356,0.00641282,0.0067511,0.00590088,0.0133768,0.0085569,0,0,0,0,0,0.0151037,0.050677,0.0110834,0.0129548,0,0,0,0.0256146,0,0
