Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBI,IMU_M,IMU_B
161,0,0,0,0,0.050326,0.0624872,0,0.0468361,0.0115857,0.0287119,0.019558,0,0,0.0117551,0,0.0176845,0.00529002,0.0509868,0.0319185,0.021041,0.0227094,0.0328947,0.0536934,0.0161964,0.0215801,0.0189505,0.0413498,0.0149638,0.0148869,0.00985063,0.0107165,0.0497269,0.020891,0.00760584,0.00225053,0.0514946,0.00947886,0.0495003,0.0170927,0.0300618,0,0,0.0524395,0,0.0157827,0.03935,0.0563149,0.0622896,0.0212899,0.0187493,0.0398926,0.0520116,0.0221902,0.06034,0.026595,0.024763,0.0201058,0.0231452,0.0045891,0.0588011,0.0240459,0.0209838,0.0174206,0.0574525,0.0175481,0,0,0,0,0,0.0336822,0,0
162,0,0,0,0,0.0502068,0.062403,0,0.0463354,0.0116625,0.0282245,0.0192663,0,0,0.0119902,0,0.0176562,0.00537617,0.050798,0.0317592,0.0209052,0.0221916,0.0327812,0.053749,0.0160303,0.020981,0.0186453,0.0412726,0.0148353,0.0148155,0.00961855,0.0106069,0.0493283,0.0208598,0.0075432,0.00229711,0.0510041,0.00949769,0.0481554,0.0168348,0.0298202,0,0,0.0526217,0,0.0157655,0.0393836,0.0564254,0.0604577,0.0213876,0.0185233,0.0398105,0.0520449,0.022552,0.0603752,0.026059,0.0241806,0.0199711,0.0229656,0.00407875,0.0572148,0.0241242,0.0210144,0.0174228,0.0575805,0.0170451,0,0,0,0,0,0.0330484,0,0
163,0,0,0,0,0.0501626,0.0624341,0,0.0452713,0.0117146,0.0274304,0.0190521,0,0,0.0122755,0,0.0176205,0.00556788,0.0505323,0.0313452,0.0210103,0.0215852,0.0326137,0.0538376,0.015766,0.0203225,0.0182756,0.0413318,0.014565,0.0145799,0.00914214,0.0105643,0.0483832,0.0208191,0.00748322,0.00219882,0.0439171,0.00951745,0.0419104,0.0162138,0.0296659,0,0,0.0527242,0,0.0157643,0.0393467,0.0566816,0.0532099,0.0214806,0.0177244,0.0398006,0.051995,0.0216662,0.0598555,0.0241545,0.0218239,0.0183364,0.0208178,0.00443471,0.0493385,0.0241688,0.0209079,0.0174548,0.0578243,0.0162707,0,0,0,0,0,0.0307429,0,0
164,0,0,0,0,0.0501822,0.0626007,0,0.0442732,0.011698,0.0267559,0.0187473,0,0,0.012458,0,0.0175699,0.00569404,0.0502817,0.0312247,0.0212354,0.0208246,0.0323527,0.0540645,0.0154071,0.0195442,0.017749,0.0415549,0.0141578,0.0142349,0.00877478,0.0106632,0.0474041,0.0207611,0.00742965,0.00213743,0.0320369,0.00946693,0.0328382,0.0153797,0.029591,0,0,0.0528587,0,0.015693,0.0393123,0.0572055,0.0431568,0.0217047,0.0165646,0.0399352,0.0518723,0.0199904,0.0588946,0.021732,0.0193506,0.0156679,0.0178677,0.0067627,0.0365836,0.0242016,0.0208309,0.0174369,0.0580827,0.0158429,0,0,0,0,0,0.0278958,0,0
165,0,0,0,0,0.050225,0.0628002,0,0.0433062,0.0116897,0.0262191,0.0183694,0,0,0.0125228,0,0.0175431,0.00575743,0.0500524,0.0312597,0.0215385,0.0199382,0.0319126,0.0543925,0.0149694,0.018777,0.0166882,0.0418863,0.0137124,0.014093,0.00851502,0.0109073,0.0463538,0.0205923,0.00738344,0.00208441,0.0194583,0.00937472,0.0236814,0.0145714,0.0295488,0,0,0.0529592,0,0.0155638,0.0392776,0.0578265,0.0326622,0.0219456,0.0154166,0.0402147,0.0516912,0.0178766,0.0579057,0.0192185,0.0170685,0.0125145,0.0155928,0.0096942,0.0209316,0.0242086,0.0208137,0.0173432,0.0582747,0.0158308,0,0,0,0,0,0.0256274,0,0
166,0,0,0,0,0.0503364,0.0630421,0,0.0424669,0.0117178,0.0257791,0.0181723,0,0,0.0123948,0,0.0175486,0.00568423,0.0498472,0.0311277,0.0219938,0.0188828,0.0313445,0.0549192,0.0144031,0.017842,0.0156273,0.0423377,0.0135197,0.0141618,0.00826985,0.0111226,0.0452521,0.0203927,0.00735178,0.00209506,0.0131565,0.00938479,0.0186306,0.0136321,0.029667,0,0,0.0528915,0,0.0154943,0.0392605,0.0584383,0.0250799,0.022232,0.0147387,0.0404198,0.0515462,0.0158134,0.0570987,0,0.0146871,0.0101976,0.0149752,0.0120868,0.00929765,0.0240275,0.0209247,0.0172599,0.0584472,0.0161611,0,0,0,0,0,0.0250768,0,0
167,0,0,0,0,0.0503149,0.0632792,0,0.0409699,0.0116359,0.0251947,0.0179242,0,0,0.0123598,0,0.017594,0.0055795,0.0497516,0.0309513,0.0224159,0.018122,0.0308693,0.0553795,0.0138873,0.0172331,0.014682,0.04285,0.0134476,0.0142779,0.00789636,0.0113194,0.0436429,0.0203002,0.00736352,0.00212011,0.0119775,0.00934928,0.0165804,0.0130068,0.0296595,0,0,0.0529174,0,0.0155121,0.039369,0.0588414,0.0217694,0.0224841,0.0140974,0.0406206,0.0513963,0.013065,0.0566199,0.0154947,0.0121166,0.0105462,0.0149713,0.0131651,0.0102683,0.0239193,0.0210586,0.0173369,0.0586277,0.016445,0,0,0,0,0,0.0255092,0,0
168,0,0,0,0,0.0500453,0.0634431,0,0.0391013,0.0115016,0.0248639,0.0174493,0,0,0.0122586,0,0.0176967,0.00537223,0.0496165,0.0310549,0.0227721,0.0175282,0.0304087,0.0556193,0.0133324,0.0167908,0.0137402,0.0434038,0.0134079,0.0145848,0.0078881,0.0115758,0.0418151,0.020013,0.00741845,0.00223967,0.011843,0.00924825,0.0145728,0.0123386,0.0295013,0,0,0.0532353,0,0.0155524,0.0396944,0.0589509,0.0180406,0.0227439,0.0137432,0.0406157,0.0513179,0.0103237,0.0565324,0.0141181,0.0101865,0.00995847,0.0152802,0.0125608,0.0125651,0.0240588,0.0212886,0.0175487,0.0588753,0.0165974,0,0,0,0,0,0.0253514,0,0
169,0,0,0,0,0.0493525,0.0635369,0,0.0366882,0.0112831,0.0248851,0.0170969,0,0,0.0120414,0,0.0178229,0.00512908,0.0494822,0.0313927,0.0230168,0.0171061,0.0301187,0.0554373,0.0127529,0.0165569,0.0127103,0.0439414,0.0132251,0.0150983,0.00799057,0.0118713,0.0392965,0.0194537,0.00754926,0.00225868,0.00992519,0.00906942,0.0129525,0.0116385,0.0291918,0,0,0.0540683,0,0.01565,0.0403467,0.0587676,0.0134329,0.0230471,0.0134561,0.0404323,0.0512905,0.00822335,0.0568295,0.0130124,0.00964887,0.00816169,0.0161979,0.011675,0.0132161,0.0245685,0.0216187,0.0179795,0.0592526,0.0164628,0,0,0,0,0,0.0239875,0,0
170,0,0,0,0,0.0484616,0.0635801,0,0.0338071,0.0110199,0.0255541,0.01717,0,0,0.0117705,0,0.0179622,0.00481703,0.049437,0.032261,0.0232068,0.0170725,0.0299537,0.05475,0.0121729,0.0165887,0.0117724,0.0446678,0.0128255,0.0159646,0.0083311,0.0122584,0.036061,0.0186384,0.00768801,0.00234078,0.00773535,0.00883426,0.0100197,0.0111826,0.0288131,0,0,0.055212,0,0.0157921,0.0411657,0.0584687,0.00919964,0.0232869,0.013352,0.0402865,0.0514472,0.00755901,0.0571941,0.0131414,0.011093,0.00664974,0.0171611,0.0103711,0.0120654,0.0253313,0.0220332,0.0185773,0.0597067,0.0162675,0,0,0,0,0,0.0222051,0,0
171,0,0,0,0,0.0476319,0.0632569,0,0.0311031,0.0107575,0.0274942,0.017683,0,0,0.0117205,0,0.0180409,0.00456859,0.0494582,0.0339666,0.0234244,0.0176046,0.0298008,0.0536632,0.0117474,0.0170932,0.0113744,0.0456442,0.0125498,0.0176967,0.00911387,0.012825,0.0326328,0.0177591,0.00777688,0.00241712,0.0103925,0.00867796,0.00691398,0.0109851,0.028411,0,0,0.0563083,0,0.0159554,0.0418033,0.0583154,0.00822967,0.0234859,0.0126875,0.039847,0.0514579,0.00868553,0.0571574,0.0146988,0.0133324,0.00699385,0.0176931,0.00912738,0.0133909,0.0259612,0.0224081,0.0190975,0.0597736,0.0162712,0,0,0,0,0,0.0211264,0,0
172,0,0,0,0,0.0471433,0.0626992,0,0.0292011,0.0105161,0.0309143,0.0186175,0,0,0.0117375,0,0.0181115,0.00437027,0.0494608,0.0367993,0.0236984,0.0184773,0.0298301,0.052644,0.0116941,0.0180862,0.0117391,0.0467447,0.012953,0.0207944,0.0102949,0.0134478,0.0296976,0.0168201,0.00787792,0.00247317,0.0136299,0.00859612,0.00552511,0.0108922,0.028064,0,0,0.0571002,0,0.0161313,0.0422113,0.0584825,0.00880631,0.0236557,0.0116323,0.0392643,0.051386,0.0100977,0.0568213,0.0159621,0.0148215,0.00829898,0.0177007,0.0087272,0.0155754,0.0262857,0.022767,0.0194438,0.0594826,0.0165839,0,0,0,0,0,0.0206597,0,0
173,0,0,0,0,0.047002,0.0620835,0,0.0287134,0.0102565,0.0352425,0.0198037,0,0,0.0113908,0,0.0182719,0.00419958,0.0492769,0.0397011,0.0240713,0.0192261,0.0298726,0.0519786,0.0119824,0.0196861,0.012787,0.0478469,0.014095,0.0249658,0.0117019,0.014094,0.0279653,0.015861,0.0079957,0.0025911,0.0148746,0.00850567,0.0048035,0.0106784,0.0277956,0,0,0.0573586,0,0.0162926,0.0424382,0.0589119,0.00842997,0.0238369,0.0110541,0.0387073,0.0513956,0.0101339,0.0565745,0.015896,0.0150222,0.00850648,0.0173559,0.00911967,0.0170446,0.0263119,0.0230469,0.0196909,0.0589877,0.0172063,0,0,0,0,0,0.0204688,0,0
174,0,0,0,0,0.0470542,0.0614692,0,0.0297306,0.0100419,0.0390809,0.0209036,0,0,0.0106194,0,0.018468,0.00406303,0.0489237,0.0413589,0.0246308,0.0197695,0.0296732,0.0515678,0.0124764,0.0216392,0.0139697,0.0490959,0.015497,0.0292059,0.0131059,0.0145235,0.0273115,0.0151581,0.00811512,0.00276747,0.0151495,0.00835365,0.00472527,0.0102025,0.0277279,0,0,0.0570137,0,0.0162929,0.0423364,0.0594656,0.00899007,0.0240466,0.010843,0.0382543,0.0513416,0.0082878,0.0562728,0.0142871,0.013328,0.00753054,0.016809,0.0100233,0.0186984,0.0262408,0.0230809,0.0197749,0.0583013,0.0180119,0,0,0,0,0,0.0209775,0,0
175,0,0,0,0,0.0470816,0.0610123,0,0.0317533,0.0098814,0.0415121,0.0219791,0,0,0.0103472,0,0.0186672,0.00390013,0.0485684,0.0411481,0.0253228,0.0204244,0.0293823,0.0513187,0.0130083,0.0237356,0.014818,0.0505051,0.0166673,0.0324464,0.0142126,0.0146324,0.0279477,0.0147231,0.0082405,0.00305385,0.0163784,0.00832906,0.00627012,0.00974737,0.0277541,0,0,0.0564493,0,0.016334,0.0420617,0.0600785,0.0118395,0.0242361,0.011035,0.0381575,0.0511498,0.00590398,0.0555315,0.0117457,0.0103149,0.0074811,0.0159461,0.0114682,0.0218378,0.0262252,0.0229416,0.0197879,0.0575285,0.0187018,0,0,0,0,0,0.0225514,0,0
176,0,0,0,0,0.046932,0.060656,0,0.0341963,0.0098253,0.0427355,0.0231011,0,0,0.0105847,0,0.0188259,0.00362857,0.0483442,0.0395923,0.0259503,0.0212656,0.029265,0.0512828,0.0136086,0.0259161,0.0152605,0.0520439,0.0174469,0.0344194,0.0150516,0.0145513,0.030433,0.0146001,0.00831955,0.00334092,0.0182588,0.00836986,0.00811722,0.00961222,0.0277833,0,0,0.0558129,0,0.0163167,0.0416505,0.0607755,0.0147941,0.0243668,0.0117149,0.0383982,0.0509252,0.0048596,0.0544495,0.00983645,0.00777923,0.00902961,0.0149093,0.0129416,0.0249924,0.0260325,0.0226807,0.0197126,0.0567661,0.0190053,0,0,0,0,0,0.0244908,0,0
177,0,0,0,0,0.0465762,0.0602748,0,0.0366979,0.00987255,0.0433036,0.0242506,0,0,0.0109147,0,0.0188834,0.00343354,0.0480277,0.0378241,0.0264449,0.022302,0.0290482,0.0513356,0.0143634,0.0281727,0.0153221,0.0534869,0.0180284,0.0355498,0.0155275,0.0144775,0.0346704,0.0148258,0.00833571,0.00357893,0.0195814,0.00839962,0.00919022,0.00980343,0.0278552,0,0,0.0551801,0,0.0161603,0.0411486,0.0614789,0.0161982,0.0244556,0.0122664,0.0387513,0.0507229,0.00545212,0.0535735,0.00915736,0.00669956,0.010383,0.0142457,0.0136438,0.0266812,0.0257734,0.0222605,0.0195909,0.0560172,0.0188722,0,0,0,0,0,0.0257488,0,0
178,0,0,0,0,0.0459473,0.0599148,0,0.0387382,0.009944,0.0434332,0.0253152,0,0,0.0109982,0,0.0188876,0.00336201,0.047453,0.0362155,0.0268545,0.0233235,0.028736,0.0513932,0.0152729,0.0303692,0.015208,0.0547035,0.0185477,0.036243,0.0158897,0.0144754,0.0400604,0.0152663,0.00834906,0.00363443,0.020229,0.0083991,0.0092894,0.0102784,0.0281335,0,0,0.0543657,0,0.0159466,0.0406144,0.0619435,0.0159157,0.0243371,0.0121646,0.0390939,0.0507285,0.00594255,0.0533472,0.0094493,0.00684408,0.0107953,0.0142261,0.0135058,0.0271475,0.0254889,0.0217365,0.0193301,0.0553928,0.0185177,0,0,0,0,0,0.0261618,0,0
179,0,0,0,0,0.0457598,0.0594486,0,0.0405072,0.010032,0.0431419,0.0260812,0,0,0.010706,0,0.0188171,0.00328346,0.0469603,0.0350236,0.0272395,0.0241772,0.0283333,0.0512017,0.0161322,0.0323113,0.0147525,0.055728,0.0190055,0.0364281,0.0162615,0.0145259,0.0461185,0.0158084,0.00834961,0.00336847,0.0202943,0.00847242,0.00878519,0.0108394,0.0285263,0,0,0.0533628,0,0.0157642,0.0401088,0.0620724,0.0145779,0.0239807,0.0115905,0.0392048,0.05077,0.00566761,0.0537392,0.00993386,0.00716877,0.0103428,0.0146764,0.0130548,0.0268639,0.0252945,0.0213635,0.0191622,0.0548804,0.0181039,0,0,0,0,0,0.0256135,0,0
180,0,0,0,0,0.0460864,0.0588456,0,0.0422484,0.0101465,0.0423142,0.0264429,0,0,0.0101486,0,0.0186675,0.00316522,0.0465458,0.0343114,0.0274678,0.0248236,0.0278999,0.0506093,0.0168502,0.0340823,0.0141236,0.056503,0.0192623,0.0362419,0.0161408,0.0145989,0.0528515,0.0161152,0.00832334,0.00300185,0.0201068,0.00853255,0.0078584,0.0112399,0.0288616,0,0,0.052338,0,0.01561,0.0397549,0.061884,0.0127471,0.0235266,0.010946,0.0388915,0.0507812,0.0051407,0.0544012,0.0101476,0.00730186,0.00875978,0.0152889,0.012744,0.0263525,0.0251198,0.0212085,0.0190743,0.0544614,0.0177672,0,0,0,0,0,0.0245374,0,0
181,0,0,0,0,0.0460713,0.058255,0,0.0441584,0.0101922,0.0412352,0.0264212,0,0,0.00940977,0,0.0185063,0.00299483,0.0461805,0.034154,0.0275306,0.0252753,0.0274117,0.0498027,0.0174343,0.0355486,0.0136646,0.0568874,0.0193312,0.035822,0.0157409,0.0146411,0.0593642,0.0160854,0.00828975,0.00260389,0.0198019,0.00850678,0.00682662,0.0112547,0.0292196,0,0,0.0516285,0,0.0154499,0.0396171,0.06159,0.0107993,0.0231654,0.0103829,0.0382417,0.050768,0.00493334,0.0550565,0.0101731,0.0079596,0.00719936,0.0159194,0.0128546,0.0256571,0.0250312,0.0211783,0.0190691,0.054119,0.0178415,0,0,0,0,0,0.0232878,0,0
182,0,0,0,0,0.0460167,0.0577667,0,0.0461723,0.0101864,0.0398388,0.0261433,0,0,0.00856945,0,0.0183949,0.00265721,0.0458862,0.03448,0.0275234,0.0254815,0.0269822,0.0488207,0.0177051,0.0365375,0.0133527,0.0570543,0.0193201,0.0352693,0.0153272,0.0146371,0.0648799,0.0156195,0.00829649,0.00230404,0.0192863,0.00843159,0.00627718,0.0109337,0.029519,0,0,0.0515071,0,0.0153143,0.0396383,0.0614279,0.00918925,0.0229577,0.00992264,0.0376876,0.0506568,0.00510125,0.0555677,0.0102049,0.00858516,0.00683329,0.0165294,0.0142701,0.0248244,0.0251442,0.0211531,0.0191213,0.0537871,0.0183572,0,0,0,0,0,0.0221078,0,0
183,0,0,0,0,0.0460077,0.0574456,0,0.0489238,0.0101307,0.0382455,0.0258399,0,0,0.00750373,0,0.0183901,0.00215563,0.0455927,0.035538,0.0274532,0.0255258,0.0266165,0.0477593,0.0176028,0.036898,0.0131775,0.0571611,0.0192702,0.034764,0.0148891,0.0147417,0.0701037,0.014759,0.00837937,0.00206982,0.0189775,0.00844151,0.00649006,0.0103799,0.0294625,0,0,0.0517769,0,0.0153023,0.0396946,0.0615467,0.0084555,0.0229163,0.00955233,0.0374463,0.0503677,0.00518181,0.0558285,0.0100365,0.00893678,0.00633747,0.0169398,0.0141836,0.0242222,0.0252428,0.0211299,0.0192771,0.0534465,0.0192563,0,0,0,0,0,0.0213655,0,0
184,0,0,0,0,0.0449527,0.0593091,0,0.0511813,0.00880173,0.0360315,0.0250697,0,0,0.0104855,0,0.0195946,0.00356312,0.0450994,0.0366301,0.0291709,0.0267316,0.0275125,0.0489344,0.0196787,0.0384404,0.0150766,0.0591221,0.0189224,0.0339843,0.0139873,0.0147776,0.0734774,0.01088,0.00919819,0.0033781,0.00716647,0.00788217,0.0222533,0.00331116,0.0285687,0,0,0.0554409,0,0.0160384,0.0421191,0.0501524,0.0385902,0.0316425,0.0187852,0.0424163,0.0492178,0.0115073,0,0.020203,0.0122259,0.0142116,0.0153245,0.0199494,0.011908,0.0276111,0.0220626,0.0206861,0.0559948,0.0202933,0,0,0,0,0,0,0,0
185,0,0,0,0,0.0461293,0.0571428,0,0.0577169,0.00984728,0.0369429,0.0255081,0,0,0.00578053,0,0.0186496,0.00129691,0.04531,0.0412033,0.0273055,0.0255362,0.0262826,0.0464716,0.0176511,0.0376041,0.0135816,0.0578165,0.0191769,0.0343074,0.0139646,0.0156594,0.0820792,0.0123514,0.0085947,0.00204039,0.019368,0.00826333,0.00787387,0.00921865,0.0286772,0,0,0.0519473,0,0.0153443,0.0394432,0.062387,0.00966055,0.0231127,0.00909551,0.0361798,0.0498977,0.00480868,0.0556336,0.00898004,0.0103595,0.00646623,0.0167745,0.0126112,0.0237905,0.0253844,0.0209657,0.0195762,0.0528494,0.0214635,0,0,0,0,0,0.02151,0,0
186,0,0,0,0,0.0459568,0.0569173,0,0.0626155,0.00980624,0.0371275,0.0253235,0,0,0.00597251,0,0.0188063,0.0013097,0.0451152,0.0443593,0.0272316,0.0255793,0.0262349,0.0462692,0.0178519,0.0383029,0.0138671,0.0581238,0.019106,0.0343495,0.0135319,0.0164105,0.0889585,0.0112861,0.00860308,0.00210417,0.0191635,0.00821947,0.00867581,0.00887445,0.028531,0,0,0.0520522,0,0.0153094,0.0392753,0.0628931,0.0107881,0.0231624,0.00908894,0.0354072,0.049709,0.00402331,0.0554505,0,0.0104343,0.00731874,0.0164925,0.0132877,0.0237236,0.0252753,0.0207641,0.0194279,0.0525433,0.0221375,0,0,0,0,0,0.0220922,0,0
187,0,0,0,0,0.0458486,0.0566559,0,0.0677287,0.00984583,0.0376978,0.0249551,0,0,0.00661687,0,0.0188805,0.00162246,0.0449984,0.0476343,0.0271381,0.0257434,0.0262622,0.0461755,0.018291,0.0389758,0.0142759,0.0584399,0.0191632,0.0348187,0.0132219,0.0171175,0.0956879,0.0105311,0.00854676,0.00212898,0.018835,0.00823738,0.00937987,0.00866692,0.0283666,0,0,0.0518959,0,0.0152847,0.0390153,0.063311,0.012639,0.0232568,0.00919526,0.0346952,0.0495653,0.00291125,0.0551556,0,0.00961263,0.00856019,0.0160598,0.0145032,0.0233311,0.0251498,0.0204198,0.0193636,0.0522332,0.0219415,0,0,0,0,0,0.0226633,0,0
188,0,0,0,0,0.0458951,0.0564579,0,0.0727851,0.00990168,0.0382844,0.0245323,0,0,0.00726275,0,0.0189042,0.00195335,0.0449085,0.0505223,0.0268764,0.0258847,0.0266153,0.0460352,0.0187108,0.0390554,0.0146259,0.0585593,0.0193414,0.0356599,0.0130856,0.0177198,0.10211,0.00998737,0.0084819,0.00216968,0.0184552,0.00821219,0.0100186,0.00855882,0.0283754,0,0,0.0516306,0,0.0152343,0.0388108,0.0635954,0.0133797,0.0232978,0.00939153,0.0342689,0.0495201,0.00261097,0.054873,0,0.0086192,0.0094496,0.0155184,0.0159913,0.022782,0.02503,0.0201207,0.0193821,0.051983,0.0212145,0,0,0,0,0,0.0231791,0,0
189,0,0,0,0,0.0459391,0.0563007,0,0.0775786,0.0100433,0.0388011,0.0239932,0,0,0.00785794,0,0.0188785,0.00227978,0.0449208,0.0529572,0.0265406,0.0259391,0.0267399,0.045777,0.0189836,0.0386824,0.01492,0.0585322,0.0197795,0.0366546,0.013225,0.0181569,0.107907,0.00962441,0.00836003,0.00238301,0.0178968,0.00819239,0.0105527,0.0085377,0.0285012,0,0,0.0513317,0,0.0152145,0.0386433,0.0637497,0.0135718,0.0232367,0.00958772,0.0340367,0.0496067,0.00279875,0.0550368,0,0.00796166,0.0100678,0.0150272,0.0165604,0.0220525,0.0247545,0.0199243,0.0193392,0.05176,0.0203135,0,0,0,0,0,0.0236926,0,0
190,0,0,0,0,0.0461214,0.0561975,0,0.081849,0.0102432,0.0391299,0.0234226,0,0,0.00842737,0,0.0188256,0.00261879,0.0449278,0.0546374,0.0262382,0.0257694,0.0266839,0.0453703,0.0190227,0.0387106,0.0151292,0.0583694,0.0201077,0.0375457,0.0132762,0.0184377,0.112919,0.0092909,0.00817541,0.00271134,0.017139,0.00814206,0.0110225,0.00854721,0.0285993,0,0,0.0510918,0,0.0151856,0.0385633,0.063761,0.0138754,0.0231951,0.00988018,0.0336716,0.0497848,0.00305493,0.0553561,0,0.00757499,0.0103863,0.0146253,0.0166466,0.0212707,0.024582,0.019819,0.019305,0.0515599,0.0195695,0,0,0,0,0,0.0241315,0,0
191,0,0,0,0,0.0462321,0.0561677,0,0.0852749,0.0104388,0.0392337,0.0227686,0,0,0.00875097,0,0.0187396,0.00288413,0.0450002,0.055729,0.0259579,0.0255631,0.0268549,0.0449201,0.0191359,0.0380667,0.0153237,0.0581492,0.020231,0.0383203,0.0132563,0.0185901,0.117215,0.0089814,0.00803358,0.00289208,0.0161848,0.00810918,0.011266,0.00845267,0.0287567,0,0,0.0509119,0,0.0151887,0.0385704,0.0637553,0.0145401,0.0231831,0.0101529,0.0333013,0.0500535,0.00331842,0.055657,0,0.00733526,0.0104568,0.0143374,0.0166953,0.0203123,0.0245023,0.0197849,0.0193473,0.0514293,0.0192032,0,0,0,0,0,0.0245115,0,0
192,0,0,0,0,0.0462697,0.0561803,0,0.0881483,0.0106212,0.0392023,0.0221423,0,0,0.00913013,0,0.0186816,0.00308679,0.0451051,0.056622,0.0255433,0.0252983,0.0272321,0.0445312,0.0192718,0.0374051,0.0154447,0.0579933,0.0202591,0.039015,0.0135033,0.0186895,0.120847,0.00871823,0.00792574,0.00298275,0.0150696,0.00811764,0.0116391,0.00825569,0.0289469,0,0,0.0508317,0,0.0152484,0.0385736,0.0636898,0.0155056,0.023194,0.0105083,0.0330274,0.0502962,0.003528,0.0558863,0,0.00742898,0.0108328,0.01425,0.0165767,0.0190038,0.0243551,0.0198586,0.0194254,0.0513838,0.019338,0,0,0,0,0,0.0249775,0,0
193,0,0,0,0,0.0462709,0.0562285,0,0.0906255,0.0107915,0.0391319,0.021462,0,0,0.00952855,0,0.0186683,0.0031874,0.0451751,0.0575778,0.0251173,0.0248598,0.0276215,0.0441992,0.0192441,0.0367724,0.0153915,0.0577888,0.0202256,0.039596,0.0138856,0.0187805,0.123805,0.00849903,0.00784121,0.00305124,0.0137517,0.00809756,0.0121867,0.00800178,0.0291988,0,0,0.0509545,0,0.0152982,0.0385658,0.0635174,0.0165926,0.0232122,0.010816,0.0327865,0.0505867,0.00360591,0.0560256,0,0.00759748,0.0113049,0.0142818,0.0166657,0.0173989,0.0242758,0.0198817,0.0195126,0.0514176,0.0199048,0,0,0,0,0,0.0254961,0,0
194,0,0,0,0,0.0463207,0.0563129,0,0.092685,0.0109725,0.0390805,0.0206885,0,0,0.00992962,0,0.0186717,0.00328076,0.0452949,0.0581173,0.0246939,0.0242371,0.0280045,0.0439116,0.0190645,0.0361215,0.0152188,0.0574506,0.0200454,0.0397648,0.0137999,0.0188774,0.125866,0.00834844,0.00776139,0.00308454,0.0126022,0.00808049,0.0125053,0.00784305,0.0295381,0,0,0.0511749,0,0.0152992,0.0385454,0.0633887,0.0176018,0.0231726,0.0109421,0.0324538,0.0508988,0.00367334,0.0560261,0,0.00770016,0.0117381,0.0136181,0.0174463,0.0159185,0.0242986,0.0198453,0.0195364,0.0514492,0.0206382,0,0,0,0,0,0.0258966,0,0
195,0,0,0,0,0.0468984,0.0564307,0,0.0942926,0.0111124,0.0391603,0.0198672,0,0,0.0102644,0,0.0187237,0.00349792,0.0453556,0.0582061,0.0243858,0.0235251,0.0283843,0.043629,0.0187574,0.0354792,0.0150767,0.0571436,0.0197514,0.0397104,0.0137215,0.0189546,0.127148,0.00819814,0.007718,0.00310066,0.0113739,0.00808662,0.0132428,0.00762678,0.0297157,0,0,0.0514756,0,0.0153088,0.0384548,0.0632409,0.0188039,0.0231967,0.0111461,0.0320752,0.0510434,0.00384254,0.055839,0,0.00838196,0.0123269,0.0131183,0.0179292,0.0144309,0.0242556,0.0197901,0.0194402,0.0514894,0.0212929,0,0,0,0,0,0.0264848,0,0
196,0,0,0,0,0.0473466,0.0566466,0,0.0951464,0.011198,0.0392809,0.0191209,0,0,0.010573,0,0.0187936,0.00375379,0.0454475,0.0580042,0.0240017,0.0227706,0.0287386,0.0433757,0.0183525,0.0352093,0.0148246,0.056917,0.0193852,0.0396184,0.0137033,0.0190042,0.127593,0.00808762,0.00772528,0.00299788,0.00951436,0.00809756,0.0139695,0.00746151,0.0299314,0,0,0.0517447,0,0.0153313,0.0383344,0.0630829,0.0198631,0.0232108,0.0113059,0.0317457,0.0510359,0.00403701,0.0559378,0,0.00866681,0.0131282,0.0129105,0.0179415,0.0125561,0.0242043,0.0196519,0.0193094,0.0516033,0.0218138,0,0,0,0,0,0.0267692,0,0
197,0,0,0,0,0.0473882,0.05698,0,0.0952593,0.0112326,0.0392857,0.0184151,0,0,0.0109107,0,0.0188635,0.00403536,0.0456376,0.0578213,0.023586,0.0221363,0.0291411,0.0432919,0.0179268,0.0341435,0.014518,0.0567336,0.0189172,0.0395505,0.0137328,0.0190102,0.127244,0.00802136,0.00774083,0.00293207,0.0077632,0.00813915,0.0143794,0.00727837,0.0303053,0,0,0.0519968,0,0.0153946,0.0382165,0.0628732,0.0207103,0.0231957,0.0116364,0.0315132,0.0510348,0.00438939,0.055929,0,0.00889735,0.01369,0.012664,0.0177739,0.0111039,0.0241803,0.0194628,0.0193184,0.0518619,0.0222654,0,0,0,0,0,0.0270891,0,0
