Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,IMU_T
36,0,0,0,0,0.0348802,0.0554556,0.0312423,0.00641941,0.0351897,0.0261679,0,0,0.0190305,0,0.0243231,0.0104399,0.0524824,0.0490228,0.0228873,0.026823,0.0439456,0.046418,0.0301862,0.0351887,0.0223408,0.0531509,0.0133131,0.0145903,0.0122328,0.0146232,0.0408046,0.0102603,0.0118395,0.00771576,0.00574026,0.0087648,0.0153173,0.0164599,0.0114338,0,0,0.0578795,0,0.0164824,0.0405858,0.0604041,0.0288858,0.0177919,0.0130439,0.0430772,0.0334841,0.0106115,0.0506431,0.00979085,0.0146663,0.0188948,0.0153187,0,0.0256223,0.00750459,0.0319818,0.0178246,0.0183945,0.0569888,0.00621717,0,0,0,0,0,0,0,0
37,0,0,0,0,0.0351645,0.0556889,0.0303067,0.00642602,0.0334761,0.0259366,0,0,0.0191382,0,0.0242994,0.0105561,0.0532103,0.0461362,0.0226893,0.0242272,0.0440813,0.0459009,0.0278375,0.0322845,0.0197881,0.0518221,0.0132449,0.0145012,0.01203,0.0142637,0.0397715,0.00997116,0.0118258,0.00779567,0.00509036,0.00853006,0.0159394,0.0165468,0.011387,0,0,0.0589693,0,0.0166401,0.0415111,0.0601645,0.0287938,0.0179019,0.0122559,0.0426938,0.0344224,0.00982964,0.050926,0.00895785,0.0134458,0.0183929,0.0148087,0,0.0249667,0.00704751,0.0324214,0.0181465,0.0187893,0.0568561,0.00595101,0,0,0,0,0,0,0,0
38,0,0,0,0,0.0354643,0.0557373,0.0304704,0.00644538,0.0319463,0.0260913,0,0,0.0192567,0,0.0243002,0.0107027,0.0536763,0.044403,0.0225578,0.0209846,0.0442382,0.0452106,0.025131,0.02893,0.0167605,0.0503979,0.0129432,0.014128,0.0117179,0.0139588,0.0394092,0.00971113,0.0118128,0.00786594,0.00447105,0.008343,0.0165224,0.0167113,0.0114261,0,0,0.0599446,0,0.0168861,0.0423798,0.0600691,0.0284969,0.0180444,0.0112486,0.0423167,0.0354874,0.00887104,0.0512853,0.00806921,0.0118409,0.0178341,0.0143399,0,0.0241751,0.00677268,0.0328707,0.018514,0.019258,0.056717,0.00583096,0,0,0,0,0,0,0,0
39,0,0,0,0,0.0358259,0.0558072,0.0318129,0.00644984,0.0312222,0.0263919,0,0,0.0196136,0,0.0243911,0.0109207,0.0537703,0.044166,0.0223681,0.0176324,0.0443943,0.0445292,0.0220755,0.0255909,0.0138989,0.0490956,0.012058,0.0133996,0.011365,0.0140057,0.0405356,0.00952045,0.0118067,0.00793909,0.00455528,0.00824134,0.0168972,0.0169118,0.0116565,0,0,0.0609233,0,0.0172044,0.0432922,0.0600594,0.0277873,0.0181555,0.0100075,0.0419942,0.036624,0.00778263,0.0516974,0.00701559,0.00988506,0.0170162,0.0139911,0,0.0230697,0.00704214,0.0334125,0.0188463,0.0196198,0.0565698,0.00586807,0,0,0,0,0,0,0,0
40,0,0,0,0,0.0362385,0.0559878,0.031904,0.00643315,0.031034,0.0265558,0,0,0.0200512,0,0.0245696,0.0112353,0.0535499,0.0433222,0.0221488,0.0154084,0.0445066,0.043948,0.019055,0.0224968,0.0121161,0.0480274,0.0104621,0.0123715,0.0113519,0.0140887,0.0415966,0.00939074,0.0118515,0.00807559,0.00568161,0.00817341,0.0175183,0.01725,0.0119602,0,0,0.0620858,0,0.0175739,0.0442742,0.0601514,0.0270937,0.0181322,0.00896142,0.0419157,0.0378833,0.0066344,0.0520776,0.00620162,0.00796975,0.0161545,0.0138094,0,0.0221425,0.00738435,0.0341229,0.0191797,0.0201076,0.0565845,0.00598313,0,0,0,0,0,0,0,0
41,0,0,0,0,0.036791,0.0562817,0.0285346,0.00640108,0.0291606,0.0265346,0,0,0.0206935,0,0.0248305,0.0116706,0.0532282,0.0400777,0.0219362,0.014567,0.0447044,0.0433812,0.016408,0.0197409,0.0113792,0.0471452,0.00932039,0.0122653,0.0117684,0.013342,0.0398975,0.00939837,0.0119129,0.0082971,0.00736727,0.00810667,0.0172726,0.017918,0.0123626,0,0,0.0634563,0,0.0179555,0.0453004,0.0605317,0.0250015,0.0179952,0.00797965,0.0421658,0.039199,0.00544571,0.052445,0.00575816,0.0058477,0.014492,0.0141774,0.0248424,0.0206411,0.0074581,0.0350961,0.0194203,0.0207193,0.0567742,0.00626129,0,0,0,0,0,0,0,0
42,0,0,0,0,0.0375994,0.0567096,0.0235163,0.00639973,0.025477,0.0263083,0,0,0.0214813,0,0.0251198,0.0122106,0.052858,0.0362265,0.0218041,0.0139353,0.0449907,0.0428262,0.0141225,0.0171939,0.0105967,0.0466778,0.0102842,0.0137747,0.0126754,0.011657,0.0358673,0.0096101,0.0119622,0.00862245,0.00942662,0.00803901,0.0171543,0.0185541,0.0129744,0,0,0.0649279,0,0.0183156,0.0463112,0.0608141,0.023201,0.0179223,0.00744781,0.0425841,0.0403137,0.00444446,0.0530577,0.00584229,0.00396604,0.01262,0.014654,0.0250357,0.019188,0.00742831,0.0361002,0.0195806,0.0212902,0.0570414,0.00685947,0,0,0,0,0,0,0,0
43,0,0,0,0,0.0385159,0.0568932,0.0193999,0.00644528,0.022963,0.0262799,0,0,0.0218408,0,0.0253135,0.012751,0.0528405,0.0344568,0.0217736,0.0124993,0.0452758,0.0422364,0.0121313,0.014516,0.0094773,0.0470307,0.0123363,0.0154658,0.0137923,0.00991306,0.0324533,0.00982224,0.0119863,0.0088694,0.0111043,0.00792377,0.0169908,0.0193353,0.0137813,0,0,0.0659459,0,0.0185286,0.0470325,0.0609028,0.0215119,0.0178359,0.00713758,0.0429322,0.0413059,0.00401574,0.0537324,0.00633177,0.00284961,0.0105041,0.0152896,0.0239651,0.0178087,0.00753917,0.0367315,0.0196157,0.0216435,0.0571122,0.00791353,0,0,0,0,0,0,0,0
44,0,0,0,0,0.0393206,0.0569386,0.0175696,0.00644136,0.0221813,0.0267604,0,0,0.0218191,0,0.0254024,0.0130615,0.053396,0.0339408,0.0220191,0.0104567,0.0455086,0.0416154,0.0105164,0.011567,0.00764071,0.0479385,0.014002,0.0166896,0.0144029,0.00872091,0.0308178,0.00979062,0.0119582,0.00897875,0.0124395,0.0078081,0.0174517,0.0202858,0.014756,0,0,0.0661694,0,0.0186911,0.0474076,0.0609694,0.0205914,0.0179771,0.00704437,0.0431707,0.042143,0.00382359,0.054406,0.00714576,0.00307308,0.00862035,0.0158579,0.0230422,0.0168949,0.00786165,0.0369421,0.0197125,0.0218477,0.0569746,0.00921878,0,0,0,0,0,0,0,0
45,0,0,0,0,0.0398248,0.0570355,0.0175355,0.00637913,0.0219189,0.0275406,0,0,0.0215929,0,0.0254266,0.0131749,0.0539491,0.0332824,0.0224489,0.00851792,0.0457738,0.0410206,0.00856615,0.00848756,0.00537688,0.0484265,0.0148476,0.0174108,0.0143253,0.00814826,0.0304105,0.00966311,0.0119194,0.00898623,0.0134669,0.00777246,0.0184194,0.0212805,0.0158333,0,0,0.0656784,0,0.0189074,0.0475698,0.0610505,0.0199932,0.0183078,0.00727194,0.0433596,0.042901,0.00406609,0.0550372,0.00831521,0.00382487,0.00721343,0.0162062,0.0225233,0.0165156,0.00851755,0.0367557,0.0199764,0.0219351,0.0567843,0.0102346,0,0,0,0,0,0,0,0
46,0,0,0,0,0.0401168,0.0570568,0.0180362,0.0063689,0.0213528,0.0283825,0,0,0.021456,0,0.0254552,0.0131423,0.0542488,0.0325427,0.0226478,0.00730638,0.0461065,0.0403582,0.00592737,0.00563105,0.0034614,0.0481656,0.0149505,0.0176492,0.0140929,0.00803203,0.0304227,0.00959042,0.0118674,0.00893861,0.0146988,0.00782858,0.0191853,0.0223878,0.016742,0,0,0.0649865,0,0.0191734,0.0476821,0.0612342,0.0188899,0.0181321,0.00777286,0.0436941,0.0435914,0.00393325,0.0556818,0.0093172,0.0045665,0.00621316,0.0165106,0.022094,0.0167205,0.009421,0.0364033,0.0200929,0.0220752,0.0565508,0.0104968,0,0,0,0,0,0,0,0
47,0,0,0,0,0.0404467,0.057038,0.0183931,0.00640199,0.020149,0.0291631,0,0,0.0213552,0,0.0254884,0.0130311,0.0543381,0.0312541,0.0224414,0.00721557,0.0465452,0.0397325,0.00461715,0.00450053,0.0029758,0.0474673,0.0146578,0.0175123,0.0138982,0.00826861,0.0305689,0.0096529,0.011825,0.00882667,0.0160536,0.00786503,0.0193743,0.0236592,0.0174085,0,0,0.064362,0,0.0193141,0.0476597,0.0615105,0.0171248,0.0173154,0.00845552,0.0442887,0.0442982,0.00347538,0.0562859,0.0101003,0.00554991,0.00560436,0.0168185,0.0216714,0.0172182,0.0105679,0.0359615,0.0201139,0.0222295,0.0562499,0.0103789,0,0,0,0,0,0,0,0
48,0,0,0,0,0.0406493,0.0568009,0.0188251,0.00647123,0.0183377,0.029837,0,0,0.0212347,0,0.0255005,0.0128355,0.0544275,0.0291484,0.0223728,0.00776076,0.0469243,0.0391512,0.00514648,0.00534742,0.0041769,0.0468439,0.0143427,0.0171686,0.0136922,0.00864977,0.0309228,0.00989373,0.0117919,0.00866188,0.0174474,0.00791604,0.0186824,0.0248254,0.0177707,0,0,0.0637075,0,0.0193627,0.0473606,0.061768,0.0147295,0.0169483,0.00920179,0.0447025,0.0448436,0.00339159,0.0567841,0.0109059,0.00654786,0.00530642,0.0171991,0.0211867,0.0176693,0.0121224,0.0354547,0.0201968,0.022192,0.0558304,0.0102304,0,0,0,0,0,0,0,0
49,0,0,0,0,0.0405888,0.0563239,0.0198804,0.00658573,0.0165086,0.0303731,0,0,0.0208454,0,0.0254492,0.0125169,0.0544544,0.0271225,0.0224636,0.00830688,0.0472373,0.0386671,0.00614765,0.00655711,0.00537851,0.0467379,0.013921,0.0165879,0.0133348,0.00902127,0.0320026,0.0101641,0.011776,0.00844397,0.0190982,0.00797116,0.0170567,0.0258189,0.0179062,0,0,0.0629916,0,0.0193332,0.046778,0.0619648,0.0120168,0.0168617,0.00998638,0.0449542,0.0451569,0.00371756,0.0572152,0.0117293,0.00738828,0.00510272,0.0177489,0.0206702,0.0180062,0.0145409,0.0349954,0.0202204,0.0221006,0.05541,0.010279,0,0,0,0,0,0,0,0
50,0,0,0,0,0.0403506,0.0558169,0.0215246,0.00672469,0.0152281,0.0307591,0,0,0.0201318,0,0.0253413,0.0121454,0.0545597,0.0258814,0.0225608,0.00881838,0.0474973,0.038279,0.00689957,0.00739682,0.00605238,0.0469923,0.0134434,0.0158973,0.0128201,0.0093101,0.0337016,0.0103928,0.0117353,0.00817122,0.0213681,0.00802223,0.0151685,0.026735,0.0179054,0,0,0.0622366,0,0.0192413,0.0461429,0.061988,0.0095377,0.016911,0.0108229,0.0450401,0.0452549,0.00435118,0.0576519,0.0125758,0.0081121,0.0048389,0.0183092,0.020077,0.01809,0.0181388,0.0345544,0.0201278,0.0219549,0.0550012,0.0106404,0,0,0,0,0,0,0,0
51,0,0,0,0,0.0400853,0.0552167,0.0235495,0.00693253,0.0145084,0.031136,0,0,0.0190253,0,0.025049,0.0116165,0.054502,0.0255261,0.0226289,0.00919367,0.047636,0.0378989,0.0069852,0.00778472,0.00616944,0.0472934,0.0128135,0.0150671,0.0121272,0.00956513,0.03574,0.0105495,0.0116306,0.00776732,0.0248487,0.00799831,0,0.0279191,0.0181119,0,0,0.0613264,0,0.0189555,0.0453821,0.0618231,0.00847131,0.0171023,0.0116245,0.0446539,0.0449856,0.00465622,0.0583775,0.0123439,0.0092062,0.00606234,0.0174649,0.0216405,0.0178049,0.0244249,0.0340456,0.0199114,0.021625,0.0543725,0.0113941,0,0,0,0,0,0,0,0
52,0,0,0,0,0.039851,0.0549084,0.0250324,0.00705219,0.0140695,0.0313184,0,0,0.0184898,0,0.0248718,0.0113918,0.0544702,0.0252957,0.0225883,0.0094694,0.0476211,0.0378945,0.00671355,0.00803257,0.00601582,0.0477192,0.0123545,0.0145312,0.0115505,0.00972546,0.0368714,0.0109614,0.01158,0.00757528,0.0256,0.00795629,0.0134915,0.0281348,0.0182698,0,0,0.0609095,0,0.0187343,0.0449438,0.0618379,0.0094078,0.0173751,0.0122953,0.0446251,0.0445954,0.00553346,0.058915,0.0143798,0.00942535,0.00404995,0.0191733,0.0194471,0.0172396,0.0269937,0.0338046,0.0196688,0.0213664,0.0540594,0.0116511,0,0,0,0,0,0,0,0
53,0,0,0,0,0.0397825,0.054459,0.0257957,0.00729175,0.0135265,0.0314918,0,0,0.0172955,0,0.0244638,0.0107943,0.0543863,0.0240687,0.0223324,0.0098457,0.0474856,0.0378925,0.00631525,0.00816353,0.00591742,0.0480021,0.0123154,0.014498,0.0112016,0.00958212,0.0368883,0.0110202,0.0114573,0.00719062,0.0286831,0.00794985,0,0.0291684,0.0185967,0,0,0.0600681,0,0.0184108,0.0442705,0.0616607,0.00977398,0.0172683,0.0129264,0.0443509,0.0438397,0.00577076,0.0592056,0.0141597,0.0106547,0.00546235,0.0174821,0.0216706,0.0175585,0.0318328,0.0334624,0.0192671,0.0209482,0.0535327,0.0122068,0,0,0,0,0,0,0,0
54,0,0,0,0,0.0396491,0.0542665,0.0258279,0.00739412,0.0131074,0.0314893,0,0,0.0164836,0,0.0241117,0.0103277,0.0541985,0.0228819,0.0220733,0.0101257,0.0471982,0.038106,0.00570815,0.00819247,0.00569281,0.0484068,0.0125353,0.0145631,0.0110854,0.00927056,0.0360003,0.0109232,0.0113731,0.00695709,0.0297281,0.00797766,0,0.0295503,0.0186532,0,0,0.0594519,0,0.0181651,0.0437568,0.0616658,0.0119499,0.0171741,0.0135664,0.0443141,0.0430163,0.00592842,0.0592104,0.0146411,0.0114503,0.00592918,0.0168261,0.0222601,0.0180278,0.0338838,0.0332796,0.0188476,0.0205759,0.0533294,0.0123467,0,0,0,0,0,0,0,0
55,0,0,0,0,0.0395678,0.0541947,0.0253862,0.00740553,0.0128719,0.0315451,0,0,0.0157488,0,0.0237869,0.00991679,0.054019,0.0219987,0.0219264,0.0105304,0.0470207,0.0384177,0.0048819,0.00820103,0.00554311,0.0487936,0.0129948,0.0148222,0.0111204,0.00885345,0.0345777,0.0108559,0.0113098,0.00675454,0.0302687,0.00801623,0,0.0300197,0.0185834,0,0,0.0589991,0,0.0179358,0.0433,0.0614706,0.012925,0.0171181,0.0134849,0.0443823,0.0421753,0.00619145,0.0595215,0.0149636,0.0118252,0.00583516,0.0172901,0.0219943,0.0174769,0.0356107,0.033156,0.0185008,0.0202364,0.05319,0.0123661,0,0,0,0,0,0,0,0
56,0,0,0,0,0.039638,0.0541158,0.0247373,0.00739509,0.0128683,0.0317447,0,0,0.0150344,0,0.0234973,0.00953021,0.0538978,0.0213742,0.0218974,0.0107762,0.0469089,0.0388597,0.00432503,0.0080655,0.00547252,0.0492722,0.013638,0.0153035,0.0112793,0.00842699,0.0329331,0.0109001,0.0112628,0.00653951,0.0310484,0.00807004,0,0.0304462,0.0184734,0,0,0.0586577,0,0.0177212,0.0429309,0.061282,0.0136965,0.0170408,0.0132905,0.044547,0.0413338,0.00658345,0.0599347,0.0152594,0.0122857,0.00609495,0.0184316,0.0217902,0.017183,0.0372801,0.0330919,0.018253,0.0199735,0.0530882,0.0123356,0,0,0,0,0,0,0,0
57,0,0,0,0,0.0397626,0.0540263,0.023983,0.00741199,0.0130355,0.0319202,0,0,0.014347,0,0.0232533,0.00907222,0.0537124,0.0208467,0.0220104,0.0108946,0.0466539,0.039275,0.00417165,0.00799282,0.00542569,0.049649,0.0144591,0.0159525,0.0115587,0.00806561,0.0313482,0.0107716,0.0112121,0.0063765,0.0318862,0.00814876,0,0.0307093,0.0182667,0,0,0.0584245,0,0.0175579,0.0426532,0.0610921,0.0142428,0.0168919,0.0127997,0.0447443,0.0405672,0.00690004,0.0602009,0.0154593,0.0125282,0.00631797,0.0196202,0.0212641,0.0182488,0.0386423,0.0330451,0.018022,0.0197345,0.053001,0.0122145,0,0,0,0,0,0,0,0
58,0,0,0,0,0.0396976,0.0539316,0.0232937,0.00743451,0.0131316,0.0319444,0,0,0.0136051,0,0.023049,0.00859216,0.0535023,0.0202648,0.0222519,0.0108406,0.0461799,0.0397158,0.00442759,0.00809218,0.00553062,0.0498573,0.0150807,0.0164868,0.0117135,0.00786068,0.0300831,0.0107997,0.0111806,0.00621845,0.0322001,0.00822023,0,0.0307641,0.0179887,0,0,0.0581113,0,0.0173905,0.0423556,0.0609968,0.0155227,0.0167184,0.0124049,0.0448108,0.0399528,0.0071805,0.0603246,0.0155062,0.012789,0.00711473,0.0202412,0.0210379,0.0195443,0.0402195,0.0329598,0.0178295,0.0194582,0.0528864,0.0120989,0,0,0,0,0,0,0,0
59,0,0,0,0,0.0392985,0.0541035,0.0231519,0.0073698,0.0134099,0.031991,0,0,0.0132242,0,0.0229619,0.00834238,0.0533215,0.0199751,0.0224865,0.0107643,0.0458979,0.0402283,0.00505496,0.00842102,0.00595156,0.0499433,0.015408,0.0168108,0.0117866,0.00792078,0.0293968,0.0109651,0.0112126,0.00617769,0.030727,0.00826606,0.0118717,0.0301874,0.0174789,0,0,0.0581518,0,0.0173121,0.0422673,0.0610276,0.0175803,0.0167199,0.0123407,0.0452236,0.0396085,0.00728271,0.0602405,0.0166569,0.0122758,0.00744844,0.0221733,0.0190719,0.0206394,0.0399237,0.032988,0.0177121,0.0193164,0.0530829,0.0116445,0,0,0,0,0,0,0,0
60,0,0,0,0,0.0389206,0.0540303,0.0236875,0.0074387,0.0138682,0.0320887,0,0,0.0123734,0,0.0227671,0.00786007,0.0531803,0.0199561,0.0226246,0.0107208,0.0456905,0.0405203,0.00554595,0.00863052,0.00641982,0.0498385,0.015354,0.016786,0.0117921,0.00816683,0.0293422,0.0111773,0.0111687,0.00596206,0.0319192,0.00836686,0.0110412,0.0300671,0.0171971,0,0,0.0577953,0,0.0171676,0.0419068,0.0610218,0.0196757,0.0165899,0.0120243,0.0453325,0.0392133,0.00721863,0.0603045,0.0165464,0.0122464,0.00868258,0.0220249,0.0195247,0.021649,0.0415757,0.0328249,0.0175305,0.0190954,0.0530226,0.0114799,0,0,0,0,0,0,0,0
61,0,0,0,0,0.0387161,0.053952,0.0243138,0.00754539,0.0145142,0.0322705,0,0,0.011558,0,0.0225894,0.0073614,0.0530657,0.0203584,0.0227367,0.0105135,0.0456283,0.040768,0.00599601,0.00897424,0.00684216,0.0496553,0.0151006,0.0165446,0.0117475,0.00851004,0.0296221,0.0114031,0.0111018,0.00572951,0.0333526,0.00847207,0.0111237,0.0298981,0.0169432,0,0,0.0574201,0,0.0170266,0.0414925,0.0609298,0.0215332,0.0165269,0.0119914,0.0455,0.0388328,0.0070637,0.0601791,0.0165478,0.0119832,0.00967084,0.021964,0.0191802,0.0227392,0.0434452,0.0326556,0.0173098,0.0188605,0.0529311,0.0112032,0,0,0,0,0,0,0,0
62,0,0,0,0,0.0384877,0.0538645,0.0247143,0.00766268,0.015224,0.0323734,0,0,0.0108309,0,0.0224202,0.00688271,0.0530163,0.0203359,0.0228186,0.0101988,0.0456176,0.0409955,0.00658429,0.00934478,0.00707342,0.049341,0.0150132,0.0164396,0.0117331,0.00879361,0.0297698,0.0116463,0.0110341,0.00550668,0.0349773,0.00857702,0.0112387,0.029746,0.0166927,0,0,0.0570409,0,0.0169007,0.0409607,0.0607819,0.0233732,0.0165377,0.0120181,0.0457251,0.0384352,0.00678172,0.0599878,0.0164706,0.0116125,0.0104832,0.0218319,0.0191619,0.023716,0.0453738,0.0325445,0.0170945,0.0186728,0.0528745,0.0108427,0,0,0,0,0,0,0,0
63,0,0,0,0,0.038352,0.0537379,0.0247876,0.0077873,0.0157565,0.0324216,0,0,0.0101926,0,0.0222341,0.00650287,0.0530019,0.0202243,0.0228883,0.0098329,0.045347,0.041181,0.00714386,0.00970337,0.00721338,0.0490075,0.015126,0.0165332,0.0117815,0.00901277,0.0296162,0.0118789,0.0109668,0.00530931,0.0367221,0.00871219,0.01153,0.0295921,0.0164413,0,0,0.0566685,0,0.0168296,0.0405979,0.0606342,0.0251438,0.0166197,0.0119262,0.0460263,0.0380177,0.00640001,0.0597591,0.0162856,0.0111285,0.0111987,0.0216071,0.0193584,0.0245108,0.0476142,0.0324148,0.0168757,0.0185099,0.052834,0.0105204,0,0,0,0,0,0,0,0
64,0,0,0,0,0.0382568,0.0536437,0.0247651,0.00790527,0.0163029,0.0324914,0,0,0.00968559,0,0.0220451,0.00622218,0.0530093,0.0202223,0.0229436,0.00946269,0.0450407,0.0413421,0.00744598,0.0100306,0.00735827,0.048768,0.015373,0.0168239,0.0119492,0.00917731,0.02933,0.012271,0.0109191,0.00514634,0.0382999,0.00888912,0.0121677,0.0294382,0.0162046,0,0,0.0563425,0,0.016812,0.0403686,0.0604824,0.0270772,0.01672,0.011592,0.0464223,0.0376078,0.00604764,0.0595292,0.0159773,0.0106607,0.0120203,0.0213401,0.0197159,0.0253472,0.0500872,0.0323063,0.0166811,0.0183821,0.0527972,0.0102238,0,0,0,0,0,0,0,0
65,0,0,0,0,0.0379671,0.0534868,0.024703,0.008046,0.0168386,0.0326174,0,0,0.00927516,0,0.0218512,0.00595434,0.0529849,0.0202494,0.0229627,0.00919673,0.0448231,0.0414212,0.00760295,0.010381,0.00756083,0.0485351,0.0156172,0.0171855,0.0121164,0.00934207,0.0289314,0.0128681,0.0108553,0.00498611,0.0396976,0.00899375,0.0129548,0.0292841,0.0159268,0,0,0.0560535,0,0.0167159,0.0401046,0.0603059,0.0292824,0.0168139,0.0112373,0.0468429,0.0371386,0.00578828,0.0593241,0.0155429,0.0102525,0.0131803,0.0211921,0.0203382,0.026498,0.0522845,0.0321745,0.0164581,0.0181935,0.0526748,0.00987333,0,0,0,0,0,0,0,0
66,0,0,0,0,0.0376679,0.0533892,0.0246633,0.008172,0.0173737,0.0328301,0,0,0.0089827,0,0.0216846,0.00578342,0.0529231,0.0205626,0.0230127,0.00902875,0.0447029,0.0415634,0.00773224,0.0107329,0.00777535,0.0482399,0.0157329,0.0174055,0.012269,0.00954296,0.0285316,0.0131404,0.0108055,0.00486216,0.0411237,0.00905119,0.0137609,0.0292465,0.0157137,0,0,0.0557579,0,0.0166238,0.0398738,0.0600789,0.0315154,0.0169339,0.011017,0.0473346,0.0367584,0.00561558,0.0590439,0.015192,0.009771,0.0142376,0.0211304,0.0207902,0.027598,0.0544794,0.0320425,0.016289,0.0180419,0.0525976,0.00956344,0,0,0,0,0,0,0,0
67,0,0,0,0,0.0372659,0.0532496,0.0247351,0.00825593,0.0179004,0.0330341,0,0,0.00872237,0,0.02154,0.00564553,0.0527984,0.0212272,0.0230649,0.00894709,0.0445817,0.0416237,0.00783983,0.011006,0.00800585,0.0478782,0.015761,0.0175086,0.0123791,0.00975999,0.0281935,0.0129904,0.0107609,0.00473866,0.0424921,0.00911053,0.0146191,0.029286,0.0154945,0,0,0.0555357,0,0.0165701,0.0396992,0.0598283,0.0336378,0.0170158,0.01082,0.0478727,0.0364042,0.00545238,0.058817,0.0148151,0.0092784,0.0152621,0.021059,0.0212208,0.0286626,0.0566628,0.0318856,0.0161988,0.0179102,0.0525582,0.00925863,0,0,0,0,0,0,0,0
68,0,0,0,0,0.0368965,0.0531076,0.0249401,0.00828859,0.0184557,0.0332292,0,0,0.00848445,0,0.0214433,0.0054895,0.0526293,0.0217146,0.0230806,0.00898451,0.0445147,0.0416066,0.00789301,0.0111889,0.00826406,0.0475423,0.0157149,0.0175262,0.0125044,0.00997705,0.0281803,0.0129539,0.0107225,0.00461093,0.043679,0.0091275,0.0152985,0.0293845,0.0152708,0,0,0.0553808,0,0.0164741,0.0396098,0.0595391,0.0356663,0.0170571,0.010565,0.04842,0.0361162,0.00531075,0.0586442,0.0143593,0.00878467,0.0165551,0.0209298,0.0217277,0.0298134,0.0586443,0.0317583,0.0161502,0.0178051,0.0525401,0.00893287,0,0,0,0,0,0,0,0
69,0,0,0,0,0.0364944,0.0529587,0.0251413,0.00830535,0.0191158,0.0333849,0,0,0.00820404,0,0.0213963,0.00535853,0.0524436,0.0221225,0.0230676,0.00920729,0.0445006,0.0414835,0.00790974,0.0114369,0.00857778,0.0472706,0.0156196,0.0174878,0.0126397,0.0102003,0.0282723,0.012988,0.0107175,0.00453307,0.0447175,0.00918042,0.0157014,0.0294832,0.0150146,0,0,0.0552897,0,0.0164437,0.0396432,0.0592098,0.037515,0.0170487,0.0103166,0.0489367,0.0359015,0.00515883,0.0584871,0.013803,0.00828159,0.0186424,0.020653,0.0222765,0.0307469,0.0602502,0.0316531,0.0161105,0.0177272,0.0525193,0.00854722,0,0,0,0,0,0,0,0
70,0,0,0,0,0.0363148,0.0528687,0.0253479,0.00832618,0.019792,0.0332989,0,0,0.00786199,0,0.0213453,0.00523811,0.0522588,0.0224028,0.0230584,0.00954958,0.0445417,0.0414258,0.00787335,0.011624,0.00900716,0.0468981,0.0156183,0.0174753,0.0127791,0.0104065,0.028345,0.0129747,0.0107296,0.00451786,0.0457873,0.00921004,0.0165354,0.0295096,0.0147372,0,0,0.0552985,0,0.0164443,0.0396466,0.0589193,0.0390301,0.0170578,0.0100876,0.049379,0.0357582,0.0050037,0.0583534,0.0132515,0.00769744,0.0211564,0.0202827,0.0227866,0.0312145,0.0615936,0.0315816,0.0161249,0.0176663,0.0525318,0.00812414,0,0,0,0,0,0,0,0
71,0,0,0,0,0.0361574,0.052782,0.0256345,0.00833524,0.0204488,0.0330848,0,0,0.00754141,0,0.0212771,0.00511011,0.0520994,0.0225614,0.0230595,0.0099601,0.0445188,0.0413931,0.00778746,0.0117122,0.00938894,0.0465475,0.0156385,0.0174962,0.0129026,0.0105788,0.0284261,0.0129384,0.0107218,0.00451584,0.0464195,0.00920234,0.0175101,0.0294401,0.0144738,0,0,0.0552502,0,0.0164326,0.0396095,0.0586512,0.0402904,0.0170541,0.00993774,0.0496742,0.0357123,0.00478673,0.0582252,0.0126248,0.00719577,0.0215049,0.0198721,0.0234365,0.0313553,0.0626092,0.0314662,0.0162239,0.0176124,0.0525731,0.00768376,0,0,0,0,0,0,0,0
72,0,0,0,0,0.0360987,0.0526875,0.0261773,0.0083141,0.0211578,0.032851,0,0,0.00729909,0,0.0212059,0.00497555,0.0519919,0.0228338,0.0230182,0.0102722,0.0444067,0.0412914,0.00761534,0.0116637,0.00974305,0.046288,0.0156633,0.017631,0.0130752,0.0107162,0.0286969,0.0128963,0.0107339,0.00448663,0.046607,0.00918918,0.0182274,0.0293066,0.0142346,0,0,0.055254,0,0.0164428,0.0396333,0.0584115,0.0414856,0.0170505,0.00986228,0.0498952,0.0357233,0.00453785,0.0580737,0.0119528,0.00683008,0.0211106,0.0194274,0.0242259,0.0311591,0.0630994,0.0313373,0.0163812,0.0175926,0.0526339,0.00725905,0,0,0,0,0,0,0,0
