Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,IMU_T
186,0,0,0,0,0.0430801,0.0591944,0.042837,0.00680159,0.0282121,0.0269543,0,0,0.0131598,0,0.0233499,0.00837765,0.051817,0.0277697,0.0219046,0.0142633,0.0407173,0.0476654,0.00932649,0.0122252,0.0131784,0.0430583,0.0138861,0.016293,0.0134832,0.0114927,0.0449446,0.0104733,0.0118404,0.00659327,0.0387276,0.00912126,0.0174368,0.0252985,0.0163405,0,0,0.0581577,0,0.0172925,0.0424473,0.0596465,0.0384873,0.0172727,0.00925401,0.0470127,0.037276,0.00248674,0.05887,0.00940112,0.00912661,0.0124998,0.0183347,0.0241083,0.0250466,0.0527508,0.0324085,0.0211153,0.0185945,0.0581882,0.0105182,0,0,0,0,0,0,0,0
187,0,0,0,0,0.0426712,0.0592318,0.0439087,0.00685479,0.0286209,0.0269925,0,0,0.0129573,0,0.0233434,0.00826313,0.051932,0.0277557,0.0216065,0.014615,0.0408581,0.0475957,0.0094256,0.012481,0.0130016,0.042746,0.0138187,0.0161138,0.0135037,0.0113074,0.0459715,0.01049,0.0118399,0.00655315,0.0350287,0.00908949,0.0178081,0.0255427,0.0164297,0,0,0.0583773,0,0.0173741,0.0427729,0.0594732,0.0381666,0.0172606,0.0092573,0.0470681,0.0376891,0.0029548,0.0584344,0.00971392,0.00874189,0.0106171,0.01815,0.0238085,0.0219996,0.048296,0.0326958,0.0212905,0.0188048,0.0582793,0.0104912,0,0,0,0,0,0,0,0
188,0,0,0,0,0.042561,0.0591692,0.0448881,0.00690081,0.0289773,0.0270494,0,0,0.0127551,0,0.0232603,0.00815322,0.0521104,0.0279528,0.0213244,0.0149501,0.0409867,0.0474812,0.00948895,0.0127296,0.0128318,0.0423827,0.0137611,0.0160204,0.0135174,0.0110953,0.0468145,0.0105434,0.0118278,0.00651652,0.030874,0.00902437,0.0182758,0.0258511,0.0165379,0,0,0.0586181,0,0.017426,0.0430568,0.0593315,0.0375719,0.0172339,0.0100697,0.0469929,0.0380921,0.00446163,0.0578416,0,0.0082027,0.0086767,0.0176868,0.023605,0.0193482,0.0430329,0.0328277,0.0214289,0.0189528,0.0582925,0.0105418,0,0,0,0,0,0,0,0
189,0,0,0,0,0.0426564,0.0590381,0.0458365,0.00694732,0.0293296,0.0273534,0,0,0.0124903,0,0.0231261,0.00800971,0.0523873,0.0280582,0.0208669,0.0150427,0.0411059,0.0473978,0.0097354,0.0130136,0.0132774,0.0419203,0.0136498,0.015978,0.0135314,0.0108448,0.0478192,0.010648,0.011782,0.0064653,0.0268374,0.00892332,0.0186564,0.0262808,0.0167508,0,0,0.0588858,0,0.0174681,0.0432635,0.0593874,0.0374421,0.0173643,0.0111828,0.0468947,0.0385213,0.00657202,0.0570771,0.0116564,0.00800143,0.00728447,0.017287,0.0233042,0.0172682,0.0377909,0.0327794,0.0216395,0.0190103,0.0582289,0.0107501,0,0,0,0,0,0,0,0
190,0,0,0,0,0.0427002,0.0589259,0.0468753,0.00699141,0.0296173,0.0277883,0,0,0.0120932,0,0.0229959,0.00783805,0.0525419,0.028097,0.0203974,0.0148025,0.0412297,0.0473685,0.0100494,0.0131137,0.0134878,0.0414412,0.0135216,0.0159645,0.0135383,0.0105829,0.0488484,0.0108124,0.0117228,0.00637241,0.0232929,0.00889686,0.0195446,0.0268009,0.0170067,0,0,0.0590032,0,0.0175022,0.0433559,0.0593964,0.0374722,0.017438,0.0123024,0.0468929,0.0388483,0.00924982,0.0565915,0.0130772,0.00931646,0.00712078,0.016996,0.0231676,0.0152257,0.0332896,0.0327983,0.0217942,0.0190961,0.058201,0.0109907,0,0,0,0,0,0,0,0
191,0,0,0,0,0.0423818,0.0589022,0.0476749,0.00703696,0.0297829,0.0280243,0,0,0.0118183,0,0.0228931,0.00765432,0.0525381,0.0281119,0.0200675,0.0142087,0.0414157,0.0474595,0.0102863,0.0129649,0.0128396,0.0410149,0.0134514,0.0159955,0.0135223,0.0103751,0.0496292,0.0110617,0.0116664,0.00630958,0.0262602,0.00886754,0.027298,0.0271766,0.0171618,0,0,0.0591617,0,0.0175142,0.0434539,0.0588515,0.044663,0.0174152,0.0140295,0.0470011,0.0392644,0.012892,0.0568679,0,0.0133733,0.0105762,0.0180446,0.0247199,0.0100301,0.0397574,0.0328896,0.0219546,0.0191916,0.0583067,0.0110787,0,0,0,0,0,0,0,0
192,0,0,0,0,0.0419092,0.0589098,0.0481339,0.00707339,0.0297961,0.0281115,0,0,0.0116471,0,0.0227934,0.00745615,0.0525298,0.0283807,0.019811,0.0133365,0.0415389,0.0475078,0.0104559,0.0126385,0.0121442,0.0406596,0.0133738,0.016063,0.0135001,0.0102104,0.0500577,0.0114064,0.0116089,0.00625721,0.0350778,0.00882043,0.0356996,0.0274066,0.0172578,0,0,0.0594365,0,0.0175034,0.043557,0.0581902,0.0512476,0.0174737,0.0158367,0.0471571,0.0398407,0.0160484,0.0574379,0,0.0171136,0.0142124,0.0210748,0.0272233,0.00654582,0.0470376,0.0329465,0.0221146,0.0192779,0.0584514,0.0110226,0,0,0,0,0,0,0,0
193,0,0,0,0,0.0415747,0.0589179,0.0480647,0.00712454,0.029487,0.0280831,0,0,0.011548,0,0.0226952,0.00733574,0.052525,0.0283522,0.019632,0.0122453,0.0416923,0.0476309,0.0104621,0.0120368,0.0120175,0.0404536,0.0132594,0.0160526,0.0133166,0.0100259,0.0498786,0.0117588,0.0115528,0.0062028,0.0419952,0.00877159,0.0410737,0.027504,0.0173031,0,0,0.0596962,0,0.0174952,0.043672,0.057749,0.0551806,0.0175913,0.0167031,0.0473037,0.0403178,0.0183339,0.0580595,0,0.0199844,0.0166713,0.0236045,0.02892,0.00676533,0.0519909,0.0330445,0.0222973,0.019385,0.0585934,0.0109189,0,0,0,0,0,0,0,0
194,0,0,0,0,0.0416813,0.0588236,0.0474837,0.00715578,0.0290077,0.0279965,0,0,0.0115207,0,0.0225963,0.00724501,0.0523976,0.0282188,0.0196227,0.0110449,0.0417602,0.0477951,0.0104183,0.0112638,0.011575,0.0404016,0.0132653,0.0161281,0.0131844,0.00994036,0.0492923,0.0121091,0.0115032,0.00616173,0.0445639,0.00875634,0.0425586,0.0274536,0.0171662,0,0,0.0598741,0,0.0174918,0.0437551,0.0576654,0.0559546,0.0176747,0.0164897,0.0475217,0.0404475,0.0192976,0.0582868,0,0.0209215,0.0173199,0.0243869,0.029217,0.00747445,0.0531169,0.0331837,0.0223366,0.0194071,0.058645,0.0107833,0,0,0,0,0,0,0,0
195,0,0,0,0,0.0413422,0.0589253,0.0461555,0.00709444,0.0283631,0.027875,0,0,0.0115886,0,0.0225643,0.00723918,0.0520848,0.028009,0.0196876,0.0100329,0.0417233,0.0481526,0.0104261,0.0108664,0.0106009,0.0406489,0.0134533,0.0162785,0.0130662,0.00998012,0.0483299,0.012435,0.0115084,0.00610856,0.0413574,0.00879382,0.039471,0.0271067,0.0172161,0,0,0.059911,0,0.017496,0.0437472,0.057963,0.0523259,0.0177571,0.0155608,0.0479192,0.0405142,0.0185605,0.0579614,0,0.0198581,0.0161694,0.0231045,0.0279238,0.00599512,0.0488451,0.0332704,0.0221593,0.0193327,0.0587682,0.0107124,0,0,0,0,0,0,0,0
196,0,0,0,0,0.0411823,0.0591128,0.0446087,0.00708928,0.0274539,0.0278251,0,0,0.0115493,0,0.0225173,0.00723685,0.0517631,0.0276553,0.0198137,0.00891212,0.0416346,0.0485352,0.0102797,0.0103253,0.00955919,0.0410505,0.0135405,0.0163006,0.0127369,0.00994885,0.047065,0.0127895,0.0115031,0.00611485,0.0324763,0.00883354,0.0323267,0.0266383,0.0172709,0,0,0.0599837,0,0.0175255,0.0437585,0.0585396,0.0444285,0.0179395,0.0141488,0.048215,0.040479,0.0164518,0.0572615,0,0.017494,0.0136668,0.0206712,0.0255255,0.00387894,0.0394599,0.0333584,0.0220725,0.0194064,0.0589165,0.0104557,0,0,0,0,0,0,0,0
197,0,0,0,0,0.0412085,0.0592984,0.0426249,0.00706482,0.0261573,0.0278305,0,0,0.0116459,0,0.022508,0.00723067,0.0514181,0.0269764,0.0199739,0.00776086,0.0414969,0.0489495,0.0100762,0.00985543,0.0089756,0.0415516,0.0134921,0.0160691,0.0121531,0.00978858,0.0450039,0.0131154,0.0115123,0.0061343,0.0210895,0.00879292,0.0238413,0.0261509,0.0172537,0,0,0.0600934,0,0.0175159,0.0438001,0.0591127,0.0342445,0.0182347,0.0124427,0.0484864,0.0403298,0.0135309,0.0564687,0.0171277,0.0147589,0.011119,0.0186231,0,0.0062972,0.0275778,0.0331934,0.0220935,0.0194868,0.059085,0.010082,0,0,0,0,0,0,0,0
198,0,0,0,0,0.0411104,0.0591874,0.041362,0.00719389,0.0251591,0.0279023,0,0,0.0114628,0,0.022403,0.00700144,0.0511836,0.026566,0.0202359,0.00597584,0.0410758,0.0492864,0.00965313,0.00917188,0.00790276,0.042195,0.0136157,0.0161465,0.0118374,0.00970726,0.0435149,0.0134241,0.011444,0.00603168,0.0117341,0.00874022,0.0160554,0.0256338,0.0171479,0,0,0.0598793,0,0.0174132,0.0436629,0.0598273,0.0233502,0.0185209,0.0111889,0.048432,0.0400702,0.0106798,0.0555058,0.0155848,0.0120047,0.00821808,0.0177405,0.0224364,0.0101116,0.0165115,0.0330452,0.0221727,0.0194929,0.0589821,0.0100574,0,0,0,0,0,0,0,0
199,0,0,0,0,0.0410427,0.0593981,0.0388999,0.00715298,0.0240874,0.0277364,0,0,0.0121102,0,0.0224951,0.00712262,0.0508671,0.0262333,0.020496,0.00548047,0.0409857,0.0498473,0.00957846,0.00964062,0.00749872,0.0431239,0.013677,0.0160085,0.011502,0.00978105,0.04072,0.0136478,0.0115096,0.00607299,0.0113573,0.00867081,0.0130022,0.0248499,0.0170196,0,0,0.0598911,0,0.0173825,0.0436463,0.0598303,0.018105,0.0188697,0.0107845,0.0487906,0.0399861,0.0084073,0.0553493,0.0136331,0.0103428,0.00676404,0.0182579,0,0.0109355,0.016554,0.0329889,0.0223265,0.0195877,0.0592511,0.00997426,0,0,0,0,0,0,0,0
200,0,0,0,0,0.0409455,0.0596308,0.0356833,0.00713185,0.0230409,0.0275855,0,0,0.0127172,0,0.0226507,0.00734745,0.0503874,0.0260289,0.0205627,0.00589404,0.0411584,0.0502515,0.00963427,0.0102406,0.00779002,0.044007,0.01342,0.0155002,0.0109813,0.00985049,0.0368766,0.0139023,0.0116125,0.00621,0.0125424,0.00867677,0.0105116,0.0239868,0.0168591,0,0,0.060031,0,0.0174727,0.0437859,0.0596892,0.013821,0.019124,0.0103882,0.0490952,0.0399842,0.0061433,0.0552963,0.0117926,0.00962134,0.00519629,0.0192944,0.0213141,0.0111688,0.0192277,0.0330082,0.0224841,0.0197705,0.0596041,0.00967691,0,0,0,0,0,0,0,0
201,0,0,0,0,0.040696,0.0598942,0.0318477,0.00707372,0.0224486,0.0277437,0,0,0.0131935,0,0.0228177,0.00775636,0.0498072,0.0262649,0.0204973,0.00700574,0.0413191,0.0502682,0.00982407,0.0108964,0.00853963,0.0448058,0.0126303,0.014603,0.010299,0.00999573,0.0317471,0.0141292,0.0117899,0.00644603,0.0134035,0.00862734,0.00809991,0.0230642,0.0166701,0,0,0.0606199,0,0.0175913,0.044222,0.0593474,0.0112843,0.0196581,0.00997489,0.0493365,0.040247,0.00488496,0.05537,0.0112061,0.0108282,0.00461424,0.0205366,0.0196891,0.0115662,0.0202431,0.0333643,0.0225879,0.0200664,0.0601408,0.0088504,0,0,0,0,0,0,0,0
202,0,0,0,0,0.0404716,0.0601513,0.0281632,0.00695877,0.0226923,0.0283189,0,0,0.0140127,0,0.0230735,0.00830805,0.0494389,0.0272015,0.0205055,0.00842696,0.041533,0.0500303,0.0102087,0.0119292,0.010104,0.045951,0.0112818,0.0136511,0.00971833,0.0103012,0.0258884,0.0143267,0.0119822,0.00670549,0.0154033,0.00858697,0.00524263,0.0224169,0.016654,0,0,0.0613383,0,0.0177804,0.0446726,0.0590069,0.0114359,0.0203397,0.00959186,0.0494277,0.0406966,0.00604527,0.0551226,0.0121442,0.0126868,0.00507999,0.021298,0,0.011233,0.021249,0.0337686,0.0227475,0.0204394,0.0607116,0.00807188,0,0,0,0,0,0,0,0
203,0,0,0,0,0.0403357,0.0601997,0.0257794,0.0068578,0.0240925,0.028978,0,0,0.0149658,0,0.0233271,0.00885186,0.0496503,0.0288323,0.0206658,0.0101279,0.0418312,0.049685,0.0110949,0.0132886,0.0127092,0.047523,0.0096222,0.0131836,0.00939724,0.0106837,0.0201777,0.0144824,0.0121199,0.00694922,0.0183904,0.0086204,0.00409139,0.0222322,0.0167057,0,0,0.061785,0,0.0180419,0.0448947,0.0592266,0.0126667,0.0206614,0.00889684,0.0493766,0.0410929,0.00765869,0.0545453,0.0134142,0.0138703,0.00562507,0.0213475,0,0.0103834,0.0236622,0.033786,0.0228196,0.0207633,0.0609978,0.00783262,0,0,0,0,0,0,0,0
204,0,0,0,0,0.0404193,0.0600987,0.0262113,0.0068652,0.0271509,0.0298244,0,0,0.0153928,0,0.0234994,0.00919236,0.0492581,0.0313869,0.0210224,0.0118487,0.0419779,0.0495171,0.0115874,0.0148878,0.014955,0.0491519,0.00769573,0.0140916,0.00937749,0.0113028,0.016942,0.0144869,0.0121376,0.00706581,0.020991,0.00872871,0.00411612,0.0220937,0.016947,0,0,0.0615926,0,0.0182783,0.0447423,0.0598343,0.013304,0.0208794,0.00847367,0.0491845,0.041355,0.00811576,0.0543783,0.0139822,0.0137182,0.00579016,0.0207898,0,0.00988653,0.0263499,0.0334485,0.0227635,0.0208744,0.0608982,0.00845351,0,0,0,0,0,0,0,0
205,0,0,0,0,0.0405883,0.0598247,0.030571,0.00700537,0.0313657,0.0306682,0,0,0.0152616,0,0.0236542,0.00919028,0.0481444,0.0341826,0.0216209,0.0135442,0.0418714,0.0494783,0.0117066,0.016729,0.0160807,0.050569,0.00676598,0.0174737,0.00985461,0.0120991,0.0207344,0.0142645,0.0120813,0.00707613,0.0222061,0.00849533,0.00416197,0.0218907,0.0171229,0,0,0.0610073,0,0.0179462,0.0443037,0.060617,0.0124749,0.021029,0.00844014,0.0488094,0.0412929,0.00693034,0.0543338,0.0131735,0.0117828,0.00532718,0.0200418,0.019391,0.0099779,0.0285031,0.0332811,0.0226177,0.0206155,0.0603694,0.00957132,0,0,0,0,0,0,0,0
206,0,0,0,0,0.0404787,0.0625789,0.0376876,0.00657464,0.0351726,0.0331034,0,0,0.0215093,0,0.0250965,0.0121092,0.0479658,0.0365832,0.0234412,0.016986,0.0448001,0.0511956,0.0141146,0.0218152,0.0170244,0.0521923,0.00790112,0.0227936,0.0099502,0.0135925,0.0318156,0.0156354,0.0127946,0.00878815,0.012422,0.00806562,0.0185994,0.017864,0.015418,0,0,0.0640702,0,0.0187301,0.0464033,0.0510851,0.0247147,0.0274621,0.0201218,0.055095,0.0430042,0.00941933,0,0.0227774,0.0143843,0.0158885,0.0181191,0.0326614,0.0190489,0.0154275,0.034887,0.023239,0.0217462,0.0636903,0.00939172,0,0,0,0,0,0,0,0
207,0,0,0,0,0.0413967,0.0598736,0.0435996,0.00709035,0.0389944,0.0323202,0,0,0.0151953,0,0.0236972,0.00878147,0.0471604,0.0373574,0.0227189,0.0165705,0.0422276,0.0501823,0.0133514,0.0216768,0.0181873,0.0532536,0.00931221,0.026511,0.0116875,0.0136518,0.0393405,0.0134354,0.0120006,0.00690369,0.0252245,0.00828219,0.00622629,0.0223743,0.0175316,0,0,0.0598131,0,0.0177765,0.0436321,0.0614797,0.0134537,0.0210926,0.010226,0.049325,0.0419125,0.00431402,0.0536931,0.0102812,0.00952768,0.00644887,0.0181674,0,0.011589,0.034575,0.032522,0.0221748,0.0204855,0.0595926,0.0114941,0,0,0,0,0,0,0,0
208,0,0,0,0,0.0413573,0.0596467,0.0494604,0.00706601,0.041383,0.0330071,0,0,0.0149553,0,0.0236583,0.00844815,0.0473255,0.0380765,0.0227769,0.017522,0.0423889,0.0507515,0.0143331,0.0235776,0.0191807,0.0549949,0.0107423,0.0296371,0.0125062,0.0140307,0.0485031,0.0130127,0.01198,0.00684635,0.0269081,0.00833262,0.00637191,0.0228984,0.0173555,0,0,0.0595358,0,0.0177314,0.0434207,0.0620181,0.0140898,0.0208656,0.0105959,0.0497115,0.0416756,0.00397163,0.053159,0.0093751,0.008384,0.00728278,0.017701,0.0239759,0.0123252,0.0368377,0.0315761,0.0218807,0.0204296,0.0590749,0.0115738,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0.0630416,0.0549288,0.00718965,0.0426103,0.0337697,0,0,0.0144479,0,0.0235889,0.00820605,0.047119,0.0390059,0.0228181,0.0190061,0.0426001,0.053919,0.0153386,0.0256705,0.0198522,0.0565525,0.01227,0.0322943,0.0130361,0.0143035,0.0585342,0.013112,0.0119251,0.00681501,0.0278596,0.00853941,0.00609552,0.0233904,0.0220545,0,0,0.0578497,0,0.0175743,0.0423058,0.062212,0.014082,0.020917,0.0107622,0.0503442,0.0441861,0.00405894,0.0532436,0.00961755,0.00817601,0.00751704,0.0175706,0,0.0125804,0.0383958,0.0295521,0.0214072,0.0200404,0.0610263,0.0146395,0,0,0,0,0,0,0,0
210,0,0,0,0,0.0417877,0.0594975,0.0597724,0.00710466,0.0428759,0.0340833,0,0,0.0143079,0,0.0236046,0.00820377,0.0463935,0.0404542,0.0228362,0.0209291,0.0423934,0.0514359,0.016371,0.0287045,0.0201947,0.0577244,0.0138323,0.0346419,0.0135727,0.0145001,0.0691148,0.0126087,0.0119399,0.00688546,0.0280888,0.00844578,0.00490109,0.0234577,0.0182402,0,0,0.0585781,0,0.0176585,0.0429442,0.0622464,0.0130579,0.0210651,0.0104027,0.0504759,0.0420076,0.00389451,0.0535833,0.00982226,0.00849814,0.00683047,0.0178447,0,0.0126272,0.0387708,0.0322666,0.0214856,0.0204877,0.0587415,0.0109511,0,0,0,0,0,0,0,0
211,0,0,0,0,0.0416658,0.05911,0.0639242,0.00718768,0.0423027,0.0340368,0,0,0.0138491,0,0.0235551,0.0081668,0.0451802,0.0426736,0.0228055,0.0232074,0.0419666,0.0512154,0.0174,0.0315429,0.0200994,0.0584276,0.0154357,0.0366446,0.0141164,0.0146927,0.0804179,0.0124916,0.0119143,0.00680794,0.0278712,0.00843858,0.00376445,0.0231462,0.018445,0,0,0.058033,0,0.0175637,0.0427677,0.0621065,0.0119465,0.0211642,0.00993382,0.0502297,0.0417586,0.00379866,0.0539937,0.00985586,0.00899713,0.00571938,0.0181684,0,0.0130236,0.0386829,0.0320362,0.0213659,0.020566,0.0584835,0.010507,0,0,0,0,0,0,0,0
212,0,0,0,0,0.0415824,0.0588216,0.0679193,0.00722799,0.0412256,0.0337645,0,0,0.0135243,0,0.0235094,0.00836603,0.0436583,0.0461098,0.0225497,0.0261148,0.0415867,0.0506424,0.0185695,0.0349456,0.0197141,0.0586888,0.0171989,0.0385049,0.0145712,0.0149439,0.091742,0.0125055,0.011868,0.00679866,0.0276128,0.00833412,0.00290144,0.0225423,0.0187187,0,0,0.0575724,0,0.0173437,0.0426616,0.0618123,0.0112178,0.0213212,0.00947211,0.0497426,0.0415413,0.00397784,0.0543272,0.00984102,0.00965198,0.00458404,0.018345,0,0.013627,0.0384658,0.0319168,0.0213378,0.0205107,0.0583112,0.0104452,0,0,0,0,0,0,0,0
213,0,0,0,0,0.0407211,0.0614381,0.0708828,0.00656679,0.0385957,0.0345612,0,0,0.0197947,0,0.0249372,0.0117777,0.042681,0.0503536,0.0234904,0.031173,0.0439894,0.0513567,0.0224978,0.0411934,0.0211051,0.0598927,0.0186668,0.0400894,0.0141233,0.0151366,0.0996267,0.0135077,0.012618,0.00857686,0.0165329,0.00797643,0.016923,0.0165258,0.0167665,0,0,0.0610668,0,0.0182038,0.0451333,0.0511014,0.0268064,0.0283875,0.0191813,0.0553422,0.0424944,0.0113286,0,0.0200707,0.0108863,0.0130135,0.0169099,0,0.0159899,0.0206335,0.0337007,0.0222527,0.0216979,0.0619486,0.00662425,0,0,0,0,0,0,0,0
214,0,0,0,0,0.0415626,0.0589004,0.0763688,0.00706197,0.0387199,0.0326318,0,0,0.0140838,0,0.023783,0.00913204,0.0425195,0.055642,0.0219324,0.0310075,0.0413738,0.0490102,0.0202071,0.0404683,0.0192537,0.0585751,0.020303,0.0418202,0.0155296,0.0154292,0.108716,0.0123147,0.012033,0.0069354,0.0275124,0.00817357,0.00196545,0.0213158,0.0193487,0,0,0.05784,0,0.017417,0.0428503,0.0615408,0.00979927,0.0213728,0.00892074,0.0490042,0.0415767,0.00447075,0.0551056,0.00998604,0.0105347,0.00335949,0.0188157,0,0.0144844,0.0377565,0.0323819,0.0215512,0.0206035,0.0583937,0.011106,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0.0641473,0.0791758,0.00663986,0.0369368,0.0319186,0,0,0.018724,0,0.0249481,0.0114531,0.0423885,0.0594006,0.0228574,0.0333054,0.0427147,0.0521493,0.0221869,0.0432166,0.0205138,0.0598416,0.0209959,0.0426555,0.0153845,0.0157306,0.114985,0.0130293,0.0126674,0.00813722,0.0280716,0.00804122,0.0210865,0.01607,0.02222,0,0,0.0596934,0,0.0179839,0.0439273,0.0501345,0.0180829,0.0257864,0.0329372,0.0525703,0.0448755,0.0233593,0,0.0328711,0.0222175,0.0264036,0,0,0.0171183,0.0293248,0.0311703,0.0221541,0.0212611,0.0630128,0.0125347,0,0,0,0,0,0,0,0
216,0,0,0,0,0.0419318,0.0590655,0.0847862,0.00682643,0.0377313,0.0318139,0,0,0.0160989,0,0.0242825,0.00979905,0.0439923,0.0634749,0.021675,0.0331627,0.0418285,0.0484202,0.0207195,0.0428926,0.020008,0.0593446,0.0218436,0.0435461,0.0158257,0.016766,0.12296,0.0119033,0.0123184,0.00724991,0.0278564,0.00801578,0.00258631,0.0210599,0.0193903,0,0,0.0591122,0,0.0176268,0.0433019,0.0616777,0.00800248,0.0209707,0.00861015,0.0488487,0.0421312,0.00426102,0.0550104,0.00952557,0.0102842,0.00326811,0.0186669,0,0.0143242,0.0380575,0.0328579,0.0217385,0.0210755,0.058457,0.0121663,0,0,0,0,0,0,0,0
217,0,0,0,0,0.0418548,0.0589371,0.0895111,0.00673179,0.0379595,0.0319226,0,0,0.0166765,0,0.0244173,0.00991443,0.0446353,0.0657216,0.0216199,0.0338178,0.0420595,0.0482821,0.0208808,0.0438501,0.0205725,0.0599673,0.0222787,0.0439163,0.0155976,0.0177569,0.129018,0.0117055,0.0123533,0.00741777,0.0281299,0.00798071,0.00276649,0.021216,0.0193053,0,0,0.059477,0,0.0176995,0.0433381,0.0619425,0.00771455,0.0208489,0.008622,0.0487822,0.0420315,0.00399335,0.05479,0.00941728,0.01061,0.00363041,0.0183429,0,0.0140248,0.0382568,0.0331229,0.0215907,0.0212074,0.0582466,0.0126697,0,0,0,0,0,0,0,0
218,0,0,0,0,0.0419033,0.0588759,0.0933843,0.0066981,0.0383618,0.032378,0,0,0.0170981,0,0.0244762,0.0098778,0.0445056,0.0683301,0.0216692,0.0345865,0.0422606,0.0482387,0.0214158,0.0445363,0.0214621,0.0602954,0.0227251,0.044482,0.0154876,0.0185688,0.133597,0.0115503,0.01234,0.00747591,0.0281506,0.00796299,0.003291,0.0214231,0.0193005,0,0,0.0595083,0,0.017747,0.0432633,0.0622275,0.00786622,0.020898,0.00865557,0.0486562,0.0419504,0.00361663,0.0545882,0.00949533,0.0101952,0.0042522,0.0180163,0,0.0138705,0.03855,0.0331388,0.0213678,0.0212163,0.058061,0.0130501,0,0,0,0,0,0,0,0
219,0,0,0,0,0.0421332,0.0587636,0.0962594,0.00659799,0.0385951,0.0325905,0,0,0.0172973,0,0.0245158,0.00976377,0.0441823,0.0692432,0.0216671,0.0352034,0.0423564,0.0480871,0.0220927,0.0447718,0.022144,0.0603984,0.0231898,0.0451402,0.0153934,0.0193482,0.137223,0.0114736,0.0122927,0.00748812,0.0281761,0.00795577,0.00401297,0.0214804,0.019242,0,0,0.0593605,0,0.0177922,0.0430925,0.0625208,0.00810408,0.0209386,0.0087182,0.0484229,0.041827,0.00319051,0.0544868,0.00968995,0.00945182,0.00498323,0.0176942,0,0.0137138,0.0383818,0.0329067,0.0211115,0.021126,0.0578257,0.013,0,0,0,0,0,0,0,0
220,0,0,0,0,0.0423773,0.0586735,0.0983544,0.00658966,0.0389997,0.0324123,0,0,0.017537,0,0.0245272,0.00981337,0.0440076,0.0695534,0.0216621,0.0351555,0.0423688,0.0479361,0.0225249,0.0449455,0.0226787,0.0603315,0.0232916,0.0452908,0.0147643,0.0199254,0.139218,0.0113625,0.0122385,0.00745928,0.0278356,0.00793539,0.00421316,0.0213547,0.019194,0,0,0.0591435,0,0.0177941,0.0429249,0.0627612,0.00803459,0.0209166,0.00877956,0.0480925,0.0417882,0.00288341,0.0545189,0.00935557,0.00864506,0.0055953,0.0173858,0,0.014048,0.0378646,0.0326607,0.0209352,0.0210675,0.0576073,0.0126854,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0.0617416,0.0995196,0.00671308,0.0392297,0.0322327,0,0,0.0169838,0,0.0243919,0.00972858,0.0440359,0.0689652,0.0217583,0.0344911,0.0422614,0.0502119,0.0226813,0.0449562,0.022832,0.0600301,0.0229538,0.044792,0.0142581,0.02041,0.139808,0.0113126,0.0120681,0.00732332,0.0273675,0.00805538,0.00434604,0.0213196,0.0233357,0,0,0.0576784,0,0.017678,0.0419298,0.0629976,0.00821464,0.0208258,0.00885769,0.0476707,0.0437985,0.00311322,0.0544885,0.00879834,0.00809198,0.00599798,0.0171649,0,0.0143351,0.0372821,0.0301705,0.0204994,0.0207522,0.0593637,0.0153855,0,0,0,0,0,0,0,0
222,0,0,0,0,0.0431196,0.0586542,0.0998101,0.00654891,0.0392669,0.03183,0,0,0.0179425,0,0.0245882,0.0103563,0.0439075,0.0681374,0.0218746,0.0333817,0.0422694,0.0476664,0.0226059,0.0447176,0.0228375,0.0599075,0.0223858,0.0442111,0.0140701,0.0205948,0.139205,0.0108635,0.0121307,0.00757635,0.0263256,0.00786379,0.00451703,0.0210097,0.0196351,0,0,0.0587183,0,0.0177743,0.0428022,0.0629925,0.0082241,0.0208731,0.00887335,0.047349,0.0419791,0.00360303,0.0546148,0.00839391,0.00756545,0.00630144,0.0169114,0,0.0144563,0.0362157,0.0323653,0.020817,0.0211301,0.0573419,0.0121087,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0.0616348,0.0999859,0.00696853,0.0394436,0.0320049,0,0,0.0153433,0,0.0240965,0.00925446,0.0439906,0.0677733,0.0214221,0.0319836,0.0421373,0.0499441,0.0217599,0.0432894,0.0220224,0.0589786,0.0218844,0.0437382,0.0137352,0.0207981,0.13875,0.0104555,0.011827,0.00687122,0.00936284,0.00810687,0.0152687,0.0238665,0.0254583,0,0,0.0558166,0,0.0172988,0.040928,0.0647328,0.0212479,0.018876,0.00425103,0.0455718,0.0440761,0.00470519,0.0537693,0.00350953,0.00868256,0.00817437,0,0,0.018585,0.0201604,0.029025,0.0202117,0.0201967,0.058494,0.0165886,0,0,0,0,0,0,0,0
