Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBP,LTHI,LHEE,LTHII,RTIBI,
73,0,0,0,0,0.0114426,0.00865438,0,0,0,0.0462083,0.0110994,0.0415152,0.00530314,0,0,0.00427044,0,0.0184993,0.0012296,0.0537377,0.0316031,0.0320295,0.00324506,0.0101256,0.0345894,0.049984,0.0226952,0.0271257,0.0181304,0.00486224,0.0609295,0.0053891,0.00832207,0.000957489,0.0168689,0.015325,0.0140936,0.00237488,0.00981484,0,0,0.00426561,0,0.0127918,0.00199226,0.0684237,0.0313146,0.0239857,0.018894,0.00316474,0.00957617,0.017935,0.0477476,0.0127388,0.0261862,0.0252489,0.0179993,0.0266935,0.00389774,0.00214631,0.00107215,0.00773362,0.0114954,0,0,0,0,0,0.0322563,0.0297329,0.056275,0.0288015,0.0248912,0
74,0,0,0,0,0.0104711,0.00792658,0,0,0,0.0575596,0.0108465,0.0508006,0.00595821,0,0,0.00544622,0,0.018816,0.00187569,0.0537295,0.0318293,0.0340338,0.00359853,0.00971117,0.0381407,0.0512222,0.024825,0.0308843,0.0235684,0.00579542,0.0713918,0.00600968,0.00880555,0.00212788,0.0185669,0.0154071,0.0144017,0.00314864,0.00934353,0,0,0.00380502,0,0.0128492,0.00155265,0.0683054,0.0323642,0.0233174,0.0186735,0.00266385,0.010141,0.0181326,0.0475311,0.0128772,0.0265852,0.0252736,0.0185249,0.0285081,0.00384705,0.00306565,0.00114775,0.00741892,0.0109782,0,0,0,0,0,0.0328829,0.0333218,0.0663941,0.0308008,0.0247334,0
75,0,0,0,0,0.0118857,0.00915888,0,0,0,0.0644204,0.010851,0.0571727,0.00569376,0,0,0.00440483,0,0.0184738,0.00134734,0.0537273,0.0321181,0.0353989,0.00355027,0.0102716,0.0401907,0.0520987,0.0259532,0.0333816,0.027073,0.00767998,0.0795431,0.00563456,0.00843428,0.00114729,0.0173735,0.0154131,0.0147714,0.00318404,0.0104019,0,0,0.00428423,0,0.0128162,0.00190159,0.0685163,0.0324269,0.0233036,0.0182639,0.00298787,0.0103014,0.0180428,0.0474573,0.0126225,0.0261154,0.025289,0.018388,0.0277148,0.00393586,0.00214967,0.0013102,0.00836116,0.0116239,0,0,0,0,0,0.0327321,0.0355146,0.0731177,0.0319133,0.0246592,0
76,0,0,0,0,0.0177365,0.0118785,0,0,0,0.0663326,0.0113043,0.0584698,0.00526972,0,0,0.00427491,0,0.0179543,0.00197298,0.053854,0.0320739,0.035987,0.00355195,0.0121091,0.0410477,0.0520923,0.0258052,0.0333832,0.0272738,0.00762727,0.0819504,0.00416183,0.00777136,0.000221444,0.0165902,0.0152176,0.0154655,0.00327896,0.0157411,0,0,0.00323692,0,0.0127432,0.00167771,0.068453,0.0335095,0.0232825,0.0180911,0.00297734,0.00936883,0.0178992,0.0477185,0.0126071,0.0259756,0.0253753,0.0182795,0.0271111,0.00298486,0.00133048,0.00131301,0.00944908,0.0159453,0,0,0,0,0,0.0329804,0.0362164,0.0744942,0.0320744,0.0249265,0
77,0,0,0,0,0.0144286,0.0107463,0,0,0,0.0627259,0.0110101,0.054747,0.00465602,0,0,0.00324553,0,0.018111,0.00032195,0.0541434,0.0317972,0.0357564,0.00364505,0.0108793,0.0411659,0.0511484,0.0249569,0.031708,0.0245465,0.00557642,0.0773315,0.00451973,0.00798657,0.000559391,0.0163516,0.0153338,0.0162037,0.00311326,0.0125219,0,0,0.0038621,0,0.0128076,0.00184145,0.0684174,0.0343042,0.023542,0.0178294,0.00318598,0.0103104,0.0176604,0.047869,0.0127662,0.0256799,0.0253545,0.0181181,0.0275044,0.00352661,0.00174684,0.00163218,0.00924117,0.0126436,0,0,0,0,0,0.0331251,0.0359553,0.0702246,0.031301,0.0252499,0
78,0,0,0,0,0.0150198,0.0109526,0,0,0,0.0540894,0.0111323,0.0469289,0.00393809,0,0,0.00355563,0,0.0179538,0.000614088,0.0544584,0.0313748,0.0346772,0.0037706,0.0110326,0.0405244,0.0497482,0.0236955,0.0289797,0.0198499,0.00332417,0.0673545,0.00427849,0.00780833,0.000459051,0.0158619,0.0152462,0.0172862,0.00277561,0.0130304,0,0,0.00363016,0,0.0127733,0.0016858,0.0682203,0.0356275,0.0238244,0.0174787,0.00330685,0.00990818,0.0172606,0.0482058,0.0124107,0.0253247,0.025378,0.0177696,0.0276191,0.00337431,0.0017128,0.00155601,0.00911035,0.0126363,0,0,0,0,0,0.0333638,0.0349151,0.0610276,0.0296827,0.025775,0
79,0,0,0,0,0.0153466,0.0109425,0,0,0,0.0419542,0.0112468,0.0362435,0.00333392,0,0,0.00385455,0,0.0178089,0.00107944,0.0548286,0.0308872,0.0330468,0.00395242,0.0111764,0.0390721,0.0482327,0.0213384,0.0248326,0.0138031,0.00584235,0.0534404,0.00426706,0.00768357,0.000409276,0.0152199,0.0152058,0.0186327,0.00236112,0.0132353,0,0,0.00340303,0,0.0127745,0.001536,0.0679778,0.0371277,0.0241851,0.0169861,0.00344134,0.00920761,0.0166415,0.0486368,0.0118481,0.0247885,0.0253825,0.01729,0.0276157,0.00307668,0.0018629,0.00145888,0.00872301,0.0125476,0,0,0,0,0,0.0335483,0.033382,0.0487187,0.0274867,0.0263552,0
80,0,0,0,0,0.0154111,0.0107146,0,0,0,0.0285022,0.011423,0.0243053,0.002795,0,0,0.00438229,0,0.0177066,0.00140353,0.0551581,0.0303919,0.030932,0.00423378,0.0114153,0.0370727,0.0468184,0.0181839,0.0194195,0.00734535,0.0115538,0.0372611,0.00427055,0.00754928,0.000382412,0.0144182,0.0152275,0.020221,0.00190765,0.0131794,0,0,0.00306751,0,0.0128435,0.00145238,0.0677523,0.0388485,0.0246238,0.0164405,0.00366255,0.00819936,0.015853,0.049111,0.0113988,0.0240545,0.0253207,0.0167377,0.0275688,0.00267895,0.0017572,0.00139628,0.00812844,0.0125364,0,0,0,0,0,0.0335613,0.0315462,0.0356632,0.0249641,0.027065,0
81,0,0,0,0,0.015919,0.0103413,0,0,0,0.0189102,0.0116659,0.0149166,0.00225969,0,0,0.00473122,0,0.0176219,0.00162015,0.0552523,0.029807,0.028248,0.00475795,0.0120701,0.034586,0.0455669,0.0145202,0.0136783,0.00653481,0.018253,0.0213925,0.00445377,0.00739449,0.000394515,0.0132194,0.0151926,0.0220755,0.00168517,0.0137353,0,0,0.00232085,0,0.0128331,0.00148578,0.0675664,0.0409669,0.0251253,0.015846,0.00397481,0.00654185,0.0149205,0.0496078,0.0111888,0.0231806,0.0251138,0.016163,0.0272669,0.0020939,0.00125717,0.00122676,0.0071704,0.0133018,0,0,0,0,0,0.0335741,0.0293899,0.0253364,0.0223571,0.0282149,0
82,0,0,0,0,0.0153173,0.00994166,0,0,0,0.0190031,0.0117709,0.0133082,0.00187641,0,0,0.0051402,0,0.0175959,0.00165265,0.0552546,0.0292761,0.0234681,0.00512708,0.0122012,0.0304907,0.0443711,0.0123662,0.0105325,0.00691151,0.019539,0.0230157,0.00496147,0.00732654,0.000650799,0.0122233,0.015064,0.0236674,0.00165872,0.0128908,0,0,0.00185263,0,0.0128471,0.00174654,0.0676211,0.0419358,0.0256803,0.0148047,0.00446937,0.00559674,0.0137739,0.0498338,0.0104174,0.0216903,0.0245242,0.0155386,0.0270726,0.00145931,0.00116518,0.00117517,0.00650764,0.013171,0,0,0,0,0,0.0332169,0.0260899,0.0221371,0.0196332,0.0295796,0
83,0,0,0,0,0.0144074,0.009264,0,0,0,0.0212375,0.0116737,0.0125367,0.00164102,0,0,0.00496743,0,0.017659,0.00125191,0.0550797,0.028769,0.0189734,0.00526248,0.0123181,0.0262083,0.0432569,0.00997236,0.00735442,0.00708844,0.0208574,0.0247959,0.00536685,0.00739386,0.000964995,0.0109609,0.0148996,0.0249477,0.00146799,0.011791,0,0,0.00142144,0,0.012815,0.00208908,0.0678146,0.0422384,0.0262911,0.0132891,0.00485135,0.00500324,0.0122196,0.0501432,0.00865404,0.0195076,0.0235708,0.0150334,0.0267327,0.000811829,0.0014661,0.00118948,0.00573358,0.0128956,0,0,0,0,0,0.0324392,0.0225065,0.0198566,0.0173945,0.0302231,0
84,0,0,0,0,0.0160842,0.00929918,0,0,0,0.0207806,0.0117229,0.0120915,0.00145519,0,0,0.00564141,0,0.0176403,0.00162081,0.0546226,0.0283502,0.0160399,0.00515426,0.0136562,0.0222113,0.0422781,0.00780025,0.00514604,0.00666843,0.0213161,0.0255352,0.00607809,0.00731581,0.00114266,0.00943014,0.0146363,0.0258875,0.00168556,0.0134504,0,0,0.00235386,0,0.0127767,0.00322495,0.0681533,0.0416832,0.0267791,0.011675,0.00495433,0.0038598,0.010427,0.0504395,0.00699335,0.0166318,0.022243,0.0147672,0.0264658,0.000735991,0.00140729,0.00141157,0.00517778,0.0148384,0,0,0,0,0,0.0309606,0.0189636,0.0170444,0.0161002,0.0301534,0
85,0,0,0,0,0.0160756,0.00911269,0,0,0,0.0192392,0.0116207,0.0111021,0.00149981,0,0,0.00638776,0,0.0177481,0.00171906,0.0539508,0.0281121,0.0144751,0.00470493,0.013879,0.0180426,0.0417644,0.00605396,0.00501148,0.00588275,0.020396,0.0239883,0.00696454,0.00738803,0.00136875,0.00871172,0.0144516,0.0261752,0.00208313,0.0133162,0,0,0.00375087,0,0.0128184,0.0041649,0.0686708,0.0398935,0.0272097,0.0103088,0.0050946,0.00420232,0.00847079,0.0507526,0.00548731,0.0135267,0.0202911,0.014916,0.0256107,0.00217024,0.00173713,0.0017845,0.0048661,0.0150352,0,0,0,0,0,0.0287537,0.0153781,0.0134083,0.0159505,0.0293612,0
86,0,0,0,0,0.0160545,0.00908489,0,0,0,0.0180964,0.011405,0.00956841,0.00149903,0,0,0.00725421,0,0.0178626,0.00224196,0.0534035,0.0280207,0.0131228,0.0041092,0.013971,0.0149139,0.0423371,0.00527519,0.00655097,0.00570201,0.0188035,0.0225751,0.00770164,0.00748613,0.00149579,0.00884928,0.0142574,0.0255199,0.00292089,0.013281,0,0,0.0053345,0,0.0128318,0.0050809,0.0692811,0.0366894,0.0276817,0.00924164,0.00524509,0.00484025,0.00639305,0.051261,0.00383903,0.010344,0.0173179,0.015446,0.0246879,0.00376703,0.00183168,0.00212147,0.00473222,0.0147972,0,0,0,0,0,0.0256133,0.0123236,0.0103039,0.0173872,0.0280396,0
87,0,0,0,0,0.0160786,0.00920042,0,0,0,0.0191652,0.0111367,0.0089944,0.00111107,0,0,0.0077091,0,0.0179825,0.00275764,0.0536494,0.0280788,0.0124999,0.00334415,0.0141032,0.0147388,0.0440851,0.00508081,0.00921096,0.00537847,0.0177177,0.0232214,0.00819605,0.00761316,0.0014566,0.00956338,0.0141231,0.02439,0.00404821,0.0132619,0,0,0.00636139,0,0.0128518,0.00564515,0.0701354,0.0323995,0.0282229,0.00803179,0.00531316,0.00529334,0.0047968,0.0516357,0.00250115,0.0078589,0.0139119,0.0160347,0.0239272,0.00488201,0.00186003,0.00226008,0.0048325,0.014009,0,0,0,0,0,0.0221499,0.0113707,0.00798409,0.0195927,0.0265647,0
88,0,0,0,0,0.0163087,0.00925407,0,0,0,0.0233694,0.0108448,0.00967818,0.00104743,0,0,0.0078899,0,0.0180746,0.00295223,0.0548213,0.0282163,0.0159838,0.00270144,0.0145503,0.0177024,0.0456178,0.00622258,0.013418,0.00450988,0.0172489,0.0270634,0.00830533,0.0077495,0.00136901,0.0113062,0.0140347,0.02301,0.0052786,0.0133412,0,0,0.00676427,0,0.0128852,0.00590878,0.0712333,0.0270833,0.0288967,0.0072938,0.0053272,0.00542337,0.00383575,0.051789,0.00177656,0.00657321,0.010321,0.0166456,0.0230709,0.00543059,0.00185538,0.00219789,0.00499638,0.0129196,0,0,0,0,0,0.0190248,0.0115094,0.00474911,0.0213908,0.0249177,0
89,0,0,0,0,0.0167197,0.00875221,0,0,0,0.00592919,0.010436,0.00992657,0.00158757,0,0,0.00912754,0,0.0182713,0.00334537,0.0526333,0.0292857,0.0154678,0.00509243,0.0147799,0.0162515,0.0458431,0.0128656,0.0109662,0.0092601,0.0163214,0.0100194,0.00894754,0.00797361,0.00153749,0.0142347,0.0136128,0.0211854,0.00708584,0.0137496,0,0,0.00952787,0,0.0130486,0.00776305,0.0716646,0.0204321,0.0295062,0.00753502,0.00400736,0.00597043,0.00343042,0.05187,0.00227409,0.00683154,0.00776081,0.0174496,0.0210623,0.007476,0.00256751,0.00288871,0.00378067,0.0114951,0,0,0,0,0,0.0178354,0.0142755,0.0204689,0.0125867,0.0233682,0
90,0,0,0,0,0.0169345,0.00827532,0,0,0,0.00754907,0.0103097,0.0104443,0.00208447,0,0,0.00925842,0,0.0183866,0.00342366,0.0531074,0.029222,0.0132926,0.00591292,0.0150805,0.0127901,0.0448413,0.0113862,0.00982436,0.0083391,0.0165906,0.0112617,0.00901944,0.00808372,0.00156517,0.0169528,0.0134739,0.0191346,0.00834971,0.0140939,0,0,0.010251,0,0.0131125,0.0083879,0.0724469,0.0156451,0.0303074,0.00805548,0.00355658,0.00608102,0.0039708,0.0519726,0.00341516,0.00819233,0.00812788,0.018733,0.0207168,0.00766414,0.00288804,0.00310268,0.0032699,0.010679,0,0,0,0,0,0.01938,0.0111499,0.0199599,0.01117,0.0223683,0
91,0,0,0,0,0.0141195,0.0074857,0,0,0,0.026353,0.0103865,0.00926084,0.00261123,0,0,0.00793313,0,0.0184221,0.00293851,0.0563193,0.0277171,0.0219381,0.00478429,0.0144336,0.0226417,0.0423585,0.0104174,0.018643,0.00434001,0.0170051,0.0287253,0.00825443,0.00816501,0.00163621,0.0176726,0.0138835,0.0163885,0.00896564,0.011428,0,0,0.00735296,0,0.0130503,0.00659398,0.0736139,0.0137766,0.0314526,0.00866858,0.00455483,0.00523257,0.00548712,0.0521097,0.00477526,0.0100374,0.00964511,0.0204572,0.0213193,0.00598786,0.0031024,0.00205772,0.00427215,0.00843879,0,0,0,0,0,0.0215867,0.0122206,0.00458936,0.0151956,0.0215987,0
92,0,0,0,0,0.0141652,0.00677896,0,0,0,0.00874418,0.0105067,0.00917232,0.00292285,0,0,0.0085081,0,0.0185352,0.00309225,0.0541109,0.0283453,0.00822882,0.00776082,0.0143898,0.00803277,0.0415902,0.00809965,0.00729409,0.00589914,0.0169815,0.01364,0.00877953,0.00820494,0.00162855,0.0185612,0.0134433,0.0145081,0.0107922,0.0123749,0,0,0.00975634,0,0.0131039,0.00819307,0.0727221,0.014874,0.03152,0.00977195,0.00322954,0.00570016,0.00678426,0.0527898,0.00644997,0.0116182,0.0115769,0.021971,0.0204285,0.007139,0.00350538,0.00286445,0.00311596,0.00875994,0,0,0,0,0,0.0241127,0.0069764,0.0156722,0.00961795,0.0218592,0
93,0,0,0,0,0.0127646,0.0062924,0,0,0,0.00818785,0.0108128,0.00836355,0.00362004,0,0,0.00777867,0,0.0184944,0.00274064,0.0547837,0.0276498,0.00603621,0.00826786,0.0140545,0.00752395,0.0408816,0.00679342,0.00659477,0.00494005,0.0170229,0.013783,0.00850525,0.00813861,0.00139009,0.0177063,0.0136555,0.0124854,0.0119327,0.0112128,0,0,0.00851922,0,0.0130961,0.00728031,0.07255,0.0183246,0.0318247,0.0105045,0.00317689,0.00518749,0.00828947,0.0536184,0.00756296,0.0131593,0.0118404,0.0237055,0.0204992,0.00624067,0.00349895,0.00264107,0.00356555,0.00818404,0,0,0,0,0,0.024881,0.00728187,0.0130136,0.00863875,0.0218784,0
94,0,0,0,0,0.0118037,0.00619733,0,0,0,0.00773763,0.0112472,0.00767071,0.00436883,0,0,0.00707732,0,0.0184381,0.00249563,0.0554344,0.0269286,0.00439912,0.008521,0.0136921,0.00698054,0.0407918,0.00590031,0.00628144,0.00432868,0.0171275,0.0130406,0.0079794,0.00800685,0.00104346,0.0185566,0.0138774,0.0112023,0.0126847,0.0100276,0,0,0.0070988,0,0.0130591,0.00615842,0.0724472,0.0221243,0.0320863,0.0113611,0.00309475,0.00450523,0.00966065,0.0542066,0.00799173,0.014646,0.0112075,0.0252246,0.0189167,0.00523627,0.00319204,0.00228264,0.00413024,0.00780047,0,0,0,0,0,0.0244481,0.00757687,0.0104204,0.00769222,0.0220262,0
95,0,0,0,0,0.0110167,0.00605617,0,0,0,0.00847709,0.0116877,0.00689069,0.00499664,0,0,0.00625819,0,0.0183448,0.00222703,0.0558304,0.0263057,0.00377041,0.00853902,0.0131844,0.00609712,0.0409505,0.00534775,0.00613817,0.00397217,0.0172706,0.0123651,0.00731975,0.00784792,0.000905443,0.0200196,0.0140768,0.0109285,0.0130432,0.00894634,0,0,0.0055281,0,0.0129658,0.00491998,0.0724833,0.0256802,0.032214,0.0121595,0.00309212,0.00363491,0.0106755,0.0546564,0.00871,0.0159183,0.0101754,0.0264794,0.0174235,0.00406139,0.00269601,0.00185428,0.00446695,0.00751832,0,0,0,0,0,0.0234448,0.007303,0.00764886,0.00676811,0.0220349,0
96,0,0,0,0,0.0114573,0.00583603,0,0,0,0.0109931,0.0121121,0.00610784,0.00522956,0,0,0.00501714,0,0.018172,0.00159409,0.0558686,0.0257672,0.0043449,0.00836543,0.0132276,0.00507998,0.0411927,0.0051368,0.00628121,0.00368992,0.0173687,0.0124586,0.00650936,0.00761993,0.000886018,0.0203418,0.0142772,0.0114238,0.012913,0.00952614,0,0,0.00430314,0,0.0128614,0.00396726,0.0726649,0.0288495,0.0320741,0.0121443,0.00303086,0.003527,0.0114056,0.0549587,0.00928187,0.0171025,0.00948037,0.0274513,0.0169889,0.00265107,0.00203765,0.00159588,0.0045331,0.00868204,0,0,0,0,0,0.0223743,0.00630508,0.00481571,0.0058443,0.0218711,0
97,0,0,0,0,0.0105734,0.00560185,0,0,0,0.0117354,0.0123084,0.00617039,0.00499013,0,0,0.00450283,0,0.0180334,0.00148059,0.0554506,0.0254529,0.00404874,0.00803499,0.0126289,0.00496876,0.0416445,0.00540811,0.00603454,0.00432262,0.0173595,0.0128338,0.00597612,0.00749163,0.00104435,0.0193254,0.0144631,0.0119443,0.0126794,0.00861238,0,0,0.00335957,0,0.012816,0.00310518,0.0728963,0.0297825,0.0318065,0.011267,0.00284497,0.00265185,0.0117776,0.0550467,0.00940553,0.0182058,0,0.0284517,0.0156339,0.00177343,0.00144735,0.00129362,0.00441797,0.00870635,0,0,0,0,0,0.0215039,0.00582709,0.00364283,0.00549269,0.0211654,0
98,0,0,0,0,0.0100794,0.00553438,0,0,0,0.0122805,0.0123781,0.00669756,0.00447513,0,0,0.00423619,0,0.0178811,0.00121218,0.054938,0.0254447,0.00386302,0.00756761,0.0120785,0.00468153,0.0425439,0.00598712,0.00617597,0.0049456,0.0172299,0.0130515,0.00564377,0.00740283,0.000944199,0.0178519,0.0146836,0.0126427,0.0124028,0.00822996,0,0,0.00291224,0,0.0128351,0.00246064,0.0731381,0.0295322,0.0313378,0.0112339,0.00268737,0.00184829,0.0128223,0.0549871,0.00945647,0.0198357,0.00926016,0.0289338,0.0136359,0.00115808,0.00126906,0.0010366,0.00404303,0.0088877,0,0,0,0,0,0.022133,0.00515821,0.00325714,0.00501358,0.0218644,0
99,0,0,0,0,0.00808052,0.00518298,0,0,0,0.0126097,0.0121864,0.00739692,0.00395499,0,0,0.00475051,0,0.0176889,0.00154787,0.0546654,0.0256371,0.00381727,0.0068364,0.0106112,0.00438137,0.0436769,0.00670913,0.00654892,0.00534454,0.017059,0.0140517,0.00567653,0.00745087,0.000764345,0.0153982,0.0150087,0.0110626,0.0122436,0.00619748,0,0,0.00314405,0,0.0129056,0.00175185,0.073237,0.0252801,0.0308193,0.0103741,0.00245606,0.00096729,0.0137202,0.0552249,0.0089626,0.0215524,0,0.0299088,0.0085164,0.00111002,0.00109589,0.000977535,0.00365514,0.00712385,0,0,0,0,0,0.0223814,0.00446802,0.00339728,0.00462553,0.0213825,0
100,0,0,0,0,0.00862878,0.00522508,0,0,0,0.0138333,0.0121158,0.00802297,0.00351276,0,0,0.00416973,0,0.0175446,0.000869366,0.0544106,0.02598,0.00378679,0.00640745,0.010055,0.00425235,0.0448328,0.00752687,0.00711701,0.0051582,0.0167727,0.0144672,0.00531941,0.00735868,0.000533242,0.0125131,0.0151801,0.0109746,0.0119605,0.00700733,0,0,0.00314866,0,0.0129016,0.0015398,0.0735557,0.0244912,0.030254,0.0105286,0.00206948,0.00139886,0.0146771,0.0555354,0.00904409,0.0226832,0.0118432,0.0301801,0.00900261,0.00102327,0.00164173,0.00105484,0.00337948,0.00726162,0,0,0,0,0,0.0244865,0.00412487,0.00362706,0.00457094,0.0221591,0
101,0,0,0,0,0.00907572,0.00524173,0,0,0,0.0153813,0.0120368,0.00838287,0.0029911,0,0,0.00350023,0,0.017436,0.000214264,0.0542069,0.0264612,0.00383356,0.00609823,0.00934736,0.00385643,0.0452849,0.00840933,0.00809673,0.00490352,0.0162222,0.0160766,0.00461918,0.00731399,0.000425142,0.00993555,0.0153168,0.00913529,0.0117721,0.00755366,0,0,0.00316764,0,0.0128954,0.00140349,0.0732629,0.0210513,0.0296089,0.0104337,0.00138888,0.00172536,0.0158029,0.05581,0.00900247,0.0244228,0,0.0312424,0.00909806,0.00121226,0.00227303,0.00117713,0.00328962,0.0068926,0,0,0,0,0,0.0252231,0.00397805,0.00379389,0.00460137,0.0219085,0
102,0,0,0,0,0.0106109,0.00560672,0,0,0,0.0169248,0.0120258,0.00824071,0.00263429,0,0,0.00360193,0,0.0173527,0.0012225,0.0540207,0.0270697,0.00363215,0.00600797,0.00909909,0.00345237,0.0456679,0.00871853,0.00869186,0.00431351,0.0158928,0.0179415,0.00425823,0.00722306,0.00044743,0.012235,0.0154018,0.00871512,0.0112503,0.00919218,0,0,0.0023937,0,0.0128944,0.00116349,0.0736616,0.0200344,0.0290646,0.0101809,0.000760942,0.00238221,0.0156501,0.0548812,0.00940646,0.0244396,0.015023,0.0309682,0.0110707,0.000756187,0.00312881,0.00122871,0.0033456,0.00750486,0,0,0,0,0,0.0271808,0.00392382,0.00356886,0.0048115,0.0227105,0
103,0,0,0,0,0.00961722,0.00512134,0,0,0,0.0186251,0.0118415,0.00758049,0.00228764,0,0,0.00295695,0,0.0173767,0.000864256,0.0537421,0.0277036,0.00289991,0.00572581,0.00793634,0.00295937,0.0457028,0.00846742,0.00874615,0.00331996,0.0159337,0.019957,0.00348803,0.00733164,0.000318595,0.011428,0.015507,0.00770324,0.0103448,0.00835551,0,0,0.00323113,0,0.0128732,0.00132506,0.0737638,0.0196584,0.0284556,0.00990043,0.000646715,0.00193032,0.015707,0.0543164,0.00988464,0.0248648,0.0162561,0.0309676,0.0148992,0.00183234,0.00285412,0.00130809,0.0031766,0.00628707,0,0,0,0,0,0.028517,0.00383805,0.00298522,0.00482096,0.0227158,0
104,0,0,0,0,0.0094967,0.00491705,0,0,0,0.020815,0.0118399,0.00677114,0.0022187,0,0,0.00250849,0,0.0173508,0.00122738,0.0534189,0.0282246,0.00204068,0.00557379,0.00722612,0.00247087,0.04561,0.00807245,0.00867395,0.00235275,0.016185,0.0223163,0.0029502,0.00733435,0.000386943,0.0137917,0.0156642,0.00636041,0.00939226,0.00845039,0,0,0.00348958,0,0.0128866,0.00140635,0.0738883,0.0181936,0.0277472,0.00973249,0.000941288,0.00178479,0.0156141,0.0536777,0.00953845,0.0250881,0.0177901,0.0306411,0.0185873,0.00228778,0.00299718,0.00149376,0.00302516,0.0061666,0,0,0,0,0,0.0291253,0.00382763,0.00298717,0.00487312,0.0220683,0
105,0,0,0,0,0.00935819,0.00481159,0,0,0,0.0233352,0.0119077,0.00620013,0.00217051,0,0,0.00263271,0,0.0172853,0.00165819,0.0530853,0.0287852,0.00128299,0.00544867,0.00681588,0.00203333,0.0454219,0.00782735,0.00885168,0.001529,0.0164774,0.0249956,0.00278192,0.00725527,0.000440807,0.0175338,0.0157979,0.00456702,0.00851233,0.00834867,0,0,0.00303737,0,0.0129134,0.00109563,0.0738257,0.0156581,0.0269888,0.0095482,0.00130543,0.0023574,0.0152891,0.0531368,0.00864402,0.0252476,0,0.0308084,0.0222855,0.00195069,0.00397251,0.00186332,0.00296481,0.00626812,0,0,0,0,0,0.0291282,0.00351247,0.00413207,0.0051361,0.0209001,0
106,0,0,0,0,0.00882568,0.0044032,0,0,0,0.0254651,0.011939,0.00629865,0.00215093,0,0,0.00252741,0,0.017268,0.0016393,0.0527756,0.0292627,0.00124075,0.00556707,0.00626079,0.00169285,0.0451026,0.00773172,0.0089982,0.000963868,0.016768,0.0276335,0.00244593,0.00721201,0.000462826,0.021063,0.0158603,0.00421447,0.00772594,0.00784698,0,0,0.00343492,0,0.0129153,0.00121352,0.0737939,0.0144463,0.026387,0.0101507,0.00199093,0.00227129,0.0145423,0.0524023,0.00836577,0.0244995,0,0.0310098,0.0267017,0.00233847,0.00419115,0.00199195,0.00262347,0.00624124,0,0,0,0,0,0.0293725,0.00327063,0.00536838,0.00584615,0.0207815,0
107,0,0,0,0,0.0087345,0.00392577,0,0,0,0.0270367,0.0120341,0.00702567,0.0020541,0,0,0.00223627,0,0.0172386,0.00173923,0.0524818,0.0293462,0.00224443,0.00569369,0.00582741,0.00121361,0.0447544,0.00769976,0.00902252,0.000953444,0.0171537,0.02999,0.00214896,0.00718058,0.000526288,0.0242978,0.0159413,0.00616171,0.00701718,0.00788088,0,0,0.00439186,0,0.0129107,0.00174619,0.0736446,0.0147176,0.0258477,0.012107,0.00274587,0.00158075,0.0146295,0.0518888,0.00928366,0.0240702,0,0.0320276,0.0302548,0.00338521,0.00388342,0.0019354,0.00220597,0.006592,0,0,0,0,0,0.0302304,0.0031938,0.00631137,0.00678391,0.0221281,0
108,0,0,0,0,0.00744494,0.00333688,0,0,0,0.0285808,0.0119166,0.0083078,0.00199121,0,0,0.00137264,0,0.0172012,0.00158883,0.0521463,0.0295851,0.00365794,0.0056018,0.00464748,0.00109799,0.0445746,0.00768509,0.00907089,0.00142856,0.0175217,0.0321189,0.00157401,0.00728417,0.000475506,0.0279741,0.0161572,0.00794788,0.00644835,0.00641318,0,0,0.00486,0,0.0130665,0.00204507,0.0735313,0.0136806,0.0253208,0.0132874,0.00327083,0.00216781,0.0143943,0.0514822,0.00988707,0.0237762,0,0.0324068,0.0336436,0.00354323,0.00402165,0.00208327,0.00215842,0.00599844,0,0,0,0,0,0.0308421,0.00320455,0.0074416,0.0077976,0.0233725,0
109,0,0,0,0,0.00728514,0.00304434,0,0,0,0.030458,0.0119413,0.00966299,0.0021739,0,0,0.0015365,0,0.017113,0.00196003,0.051781,0.0300616,0.00504532,0.00554367,0.00424236,0.0013068,0.0444988,0.00775254,0.00919963,0.0020794,0.017992,0.0348838,0.0017382,0.00726533,0.000684294,0.0324027,0.0162608,0.0110976,0.00578024,0.00639566,0,0,0.00496501,0,0.0130973,0.00213136,0.0731437,0.0126826,0.024623,0.0140504,0.00379884,0.00216696,0.0136206,0.0513192,0.00985595,0.0230316,0,0.0318718,0.0378037,0.00376896,0.00428058,0.00225013,0.00199762,0.00630981,0,0,0,0,0,0.0306779,0.00330162,0.00816,0.00882324,0.0261349,0
