Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LHEE,RTHI,,IMU_T
69,0,0,0,0,0.0343293,0.0481742,0,0.052012,0.0093664,0.0278289,0.0233938,0,0,0.0125677,0,0.0201291,0.00672798,0.0501961,0.0198406,0.0208206,0.0285054,0.0459404,0.0137241,0.0173203,0.0212607,0.0552731,0.0046414,0.0101653,0.00591278,0.0165789,0.0652703,0.0125349,0.00929154,0.00346263,0.0390332,0.0107885,0.040084,0.0153944,0.010333,0,0,0.0476823,0,0.0143034,0.0321339,0.0671594,0.0458513,0.0222673,0.00562286,0.0230384,0.0278124,0.0520551,0.00204126,0.00970334,0.00955227,0,0,0.0316543,0.0433046,0.0288117,0.0135007,0.0141263,0.0470385,0.0128313,0,0,0,0,0,0.0381362,0.00732039,0,0
70,0,0,0,0,0.0343948,0.048455,0,0.0450696,0.00918433,0.0263378,0.0231568,0,0,0.0128911,0,0.0202284,0.00684507,0.0512311,0.0197736,0.0200023,0.0285243,0.0460869,0.0138117,0.0174441,0.019726,0.0539914,0.00549622,0.0091087,0.00589397,0.0162054,0.0563059,0.0121915,0.0093212,0.00366679,0.0393982,0.010882,0.0397269,0.0150862,0.0102247,0,0,0.0480114,0,0.0143812,0.0323493,0.0668492,0.0455363,0.0222392,0.00647972,0.0228067,0.0275705,0.0515662,0.00335782,0.0103408,0.0104081,0,0,0.0317055,0.0448606,0.0290194,0.0133576,0.0141229,0.0473832,0.0124838,0,0,0,0,0,0.0357238,0.00765381,0,0
71,0,0,0,0,0.0344168,0.0486957,0,0.0393562,0.00909138,0.0254043,0.0229109,0,0,0.0132804,0,0.0203404,0.00701453,0.0522208,0.0196806,0.0178785,0.0284626,0.0461661,0.0131831,0.0165895,0.0173609,0.052484,0.00641818,0.00914077,0.0063779,0.0159521,0.0490353,0.0118351,0.00934145,0.00388588,0.0400173,0.0109279,0.0393816,0.0149383,0.0101631,0,0,0.0484873,0,0.0144442,0.0326623,0.0665771,0.045174,0.0221481,0.0072054,0.0226183,0.0274747,0.0511076,0.00483926,0.0110804,0.0109404,0,0,0.0318222,0.0465511,0.0292807,0.01335,0.0141538,0.0476713,0.0120469,0,0,0,0,0,0.0340427,0.00814326,0,0
72,0,0,0,0,0.0344876,0.0489391,0,0.0350115,0.00906243,0.0253203,0.0225632,0,0,0.0136983,0,0.0205229,0.00721268,0.0531229,0.0196633,0.0144755,0.0283039,0.0461948,0.0117998,0.0142008,0.0139168,0.0510821,0.00704484,0.00969601,0.00715897,0.0156731,0.0437053,0.0115303,0.00939233,0.00404641,0.040274,0.0109662,0.0387674,0.0147823,0.0100923,0,0,0.0490831,0,0.0144755,0.0330137,0.0663715,0.0457811,0.0221514,0.00808118,0.0224437,0.0274836,0.0507442,0.0074319,0.011911,0.0113747,0,0,0.0320155,0.0477382,0.0295347,0.0133537,0.0141877,0.0479782,0.0116571,0,0,0,0,0,0.0331567,0.00867901,0,0
73,0,0,0,0,0.0345071,0.0492214,0,0.0321644,0.00898251,0.0260595,0.0222091,0,0,0.0141371,0,0.0206734,0.00745554,0.0539279,0.0197018,0.0102154,0.0281366,0.0462375,0.009813,0.0108649,0.0101271,0.0498218,0.00752841,0.0104196,0.00799335,0.0152334,0.0402991,0.0113856,0.00945759,0.00424175,0.0407009,0.0109462,0.0383564,0.0146433,0.0100716,0,0,0.0496624,0,0.01446,0.033361,0.0661853,0.0461599,0.0221505,0.00899706,0.0223733,0.0276266,0.0504013,0.00829643,0.012799,0.0118283,0,0,0.0322186,0.04898,0.0297843,0.0132719,0.0142228,0.0483819,0.011319,0,0,0,0,0,0.0331691,0.00927542,0,0
74,0,0,0,0,0.034577,0.0495507,0,0.0303883,0.00886523,0.0271914,0.0217268,0,0,0.014618,0,0.0207411,0.00767747,0.0545162,0.0197415,0.00714787,0.0279522,0.0462963,0.00789706,0.0083566,0.00750326,0.0486165,0.00831662,0.0113001,0.00886229,0.0147221,0.0386659,0.0112509,0.00951345,0.00443597,0.0408215,0.0108998,0.0377368,0.0145997,0.0100704,0,0,0.0503669,0,0.0145083,0.0338406,0.0659844,0.0451613,0.0219122,0.00969358,0.0225625,0.0278494,0.0499308,0.00946057,0.0137758,0.0122634,0,0,0.0324002,0.0496461,0.0300826,0.0132713,0.0143644,0.0488551,0.0109172,0,0,0,0,0,0.0343241,0.00993651,0,0
75,0,0,0,0,0.0347589,0.0499431,0,0.0295818,0.00880445,0.0283779,0.0212493,0,0,0.015104,0,0.0208444,0.00786353,0.0549953,0.0198903,0.00919633,0.0277003,0.0463515,0.00779191,0.00962804,0.00818251,0.0478746,0.00945285,0.0122757,0.00969087,0.0143751,0.038164,0.0111266,0.00955139,0.00457223,0.0398782,0.0108729,0.0360294,0.0146199,0.0101137,0,0,0.0509052,0,0.0145472,0.0343007,0.0657166,0.0433845,0.0216322,0.0107034,0.0229094,0.0280933,0.0493939,0.0120386,0.0147798,0.0126413,0,0,0.0322299,0.0490434,0.0304367,0.0133779,0.0144733,0.0493727,0.0105284,0,0,0,0,0,0.0365126,0.0106812,0,0
76,0,0,0,0,0.0349331,0.0503337,0,0.0300377,0.00874734,0.0301656,0.0209828,0,0,0.0155395,0,0.0209506,0.00800745,0.0554918,0.020243,0.0131746,0.0274102,0.0464259,0.00980389,0.0130338,0.0110619,0.0477634,0.0104112,0.0130128,0.0104344,0.0145627,0.0386372,0.0110803,0.00958172,0.00465523,0.0399384,0.0108873,0.034852,0.0147055,0.0103057,0,0,0.0510949,0,0.0145387,0.0345929,0.0655804,0.0421039,0.0213154,0.0114895,0.0232122,0.028183,0.0487264,0.0127725,0.0157709,0.0129883,0,0,0.0324443,0.0493846,0.0306841,0.013502,0.0144815,0.0498828,0.01051,0,0,0,0,0,0.0397606,0.0114155,0,0
77,0,0,0,0,0.0350886,0.0506971,0,0.031275,0.00867361,0.0322833,0.0208714,0,0,0.015916,0,0.0210026,0.00808514,0.0559849,0.0206779,0.0172657,0.0270794,0.0465977,0.0135923,0.0175591,0.0148537,0.0484026,0.0111117,0.0135402,0.0110076,0.0149723,0.039843,0.0110973,0.00961246,0.00468595,0.0406039,0.0109339,0.0342481,0.0148523,0.0105462,0,0,0.0511291,0,0.0145169,0.0347646,0.0656213,0.0417572,0.0208939,0.0120382,0.0234606,0.0281474,0.0480716,0.0112953,0.0166673,0.0132917,0,0,0.0328283,0.0502975,0.0307909,0.0136269,0.0144708,0.0503694,0.0107884,0,0,0,0,0,0.0433317,0.0121519,0,0
78,0,0,0,0,0.0351878,0.0510226,0,0.0320925,0.00860793,0.0340588,0.0207015,0,0,0.0163665,0,0.0210189,0.00824178,0.0562672,0.0210781,0.0215178,0.0267874,0.0467531,0.018617,0.0233367,0.0187309,0.0494571,0.0117969,0.0140636,0.0117464,0.0151255,0.0408223,0.0114002,0.00964357,0.00480212,0.0413139,0.0110388,0.0356823,0.0149539,0.0107275,0,0,0.0511716,0,0.014568,0.034915,0.0657743,0.041699,0.0204106,0.0122722,0.0237626,0.0280402,0.0475905,0.0106175,0.017237,0.0135081,0,0,0.0330678,0.0512912,0.0309599,0.0137914,0.0144986,0.0508869,0.0111403,0,0,0,0,0,0.0471893,0.0128111,0,0
79,0,0,0,0,0.035164,0.0513285,0,0.0331392,0.00853802,0.0357456,0.0206563,0,0,0.0168576,0,0.0210482,0.00842953,0.0562343,0.0213979,0.0252426,0.0265962,0.0469383,0.0239589,0.0293634,0.0219835,0.0506817,0.01251,0.0146547,0.012732,0.0149534,0.0415012,0.0116019,0.00967389,0.00497507,0.042548,0.0110729,0.0376283,0.0150277,0.0108952,0,0,0.0512515,0,0.0146063,0.035102,0.0659673,0.0428608,0.0199477,0.0122334,0.0241218,0.0279003,0.0471798,0.0111849,0.0176255,0.0138483,0,0,0.0335943,0.053345,0.0311329,0.0139489,0.0145401,0.0514552,0.011606,0,0,0,0,0,0.0509325,0.0133285,0,0
80,0,0,0,0,0.035149,0.0516398,0,0.0381035,0.00847007,0.0394797,0.0205901,0,0,0.017341,0,0.0210465,0.00869151,0.0561549,0.0215529,0.0275869,0.0264233,0.047247,0.0284855,0.0338984,0.0244724,0.0519959,0.0138404,0.0161353,0.0145665,0.0135289,0.0466597,0.0118564,0.00969276,0.00516858,0.0448347,0.0110621,0.0396694,0.0149688,0.0110958,0,0,0.0513233,0,0.0145302,0.0352647,0.0661031,0.0449224,0.0195766,0.012091,0.0243803,0.0277205,0.0468855,0.0119613,0.0177982,0.0142255,0,0,0.0341617,0.0559934,0.0313671,0.0139559,0.014556,0.0519953,0.0122795,0,0,0,0,0,0.055298,0.0135926,0,0
81,0,0,0,0,0.0353413,0.0519999,0,0.0457035,0.00834846,0.0450071,0.0204125,0,0,0.0176414,0,0.0210275,0.00885337,0.0560758,0.0216152,0.028935,0.0262972,0.0477436,0.0316954,0.0367283,0.0259178,0.0529951,0.015699,0.0186706,0.0176169,0.0117087,0.0557608,0.0119099,0.00968984,0.00531517,0.0467774,0.0110983,0.0411029,0.0149662,0.0112274,0,0,0.0513511,0,0.0145291,0.0353195,0.0662057,0.0464964,0.0192335,0.0120056,0.0246337,0.0275033,0.0466993,0.0106943,0.0178813,0.0144635,0,0,0.0347893,0.0577766,0.0315953,0.0138585,0.014574,0.052533,0.0130238,0,0,0,0,0,0.0610108,0.0136999,0,0
82,0,0,0,0,0.0355543,0.0522808,0,0.0501344,0.00819487,0.0477943,0.020022,0,0,0.017875,0,0.0209984,0.00897786,0.056101,0.0215358,0.0295013,0.0262732,0.048241,0.033211,0.0379391,0.0266956,0.0533872,0.0162736,0.0197196,0.0189894,0.0110807,0.0603421,0.0119133,0.00968525,0.00545062,0.0473595,0.0111188,0.0413414,0.0148355,0.0112521,0,0,0.0513848,0,0.0145561,0.0352857,0.0661773,0.0467555,0.0190015,0.0119363,0.0246872,0.0272166,0.0467263,0.00988059,0.0179371,0.0145909,0,0,0.0351385,0.0585686,0.031802,0.013676,0.0145646,0.0529777,0.0136902,0,0,0,0,0,0.0635996,0.0137614,0,0
83,0,0,0,0,0.0357668,0.0524839,0,0.0505603,0.00810474,0.0471316,0.0193582,0,0,0.0180454,0,0.0209577,0.00907063,0.0562122,0.0213652,0.0294288,0.0262587,0.0487518,0.0331128,0.0380181,0.0265221,0.0530658,0.0158581,0.0192414,0.0183538,0.0109124,0.0601047,0.0119085,0.009715,0.00557612,0.0479195,0.0111269,0.0406127,0.0144748,0.0113227,0,0,0.0513037,0,0.0145203,0.0351135,0.0659874,0.0459318,0.0187281,0.011089,0.0244238,0.0269051,0.046913,0.00943402,0.0173227,0.0141964,0,0.0256071,0.0344561,0.0590198,0.0317534,0.0134304,0.0145214,0.0532659,0.0140603,0,0,0,0,0,0.0625376,0.0137404,0,0
84,0,0,0,0,0.0358236,0.0525909,0,0.047556,0.00799152,0.0434971,0.0186403,0,0,0.0180789,0,0.0209799,0.00910321,0.0563686,0.0211131,0.0287639,0.0263944,0.0492832,0.0320291,0.0373531,0.0249668,0.0522245,0.0148197,0.0175025,0.0162037,0.0114092,0.0554876,0.011772,0.00975751,0.00571478,0.0487047,0.0110457,0.0406953,0.0140216,0.0112561,0,0,0.0513093,0,0.0145084,0.0349911,0.0655492,0.0459105,0.0187035,0.0106138,0.0241112,0.0267057,0.0470058,0.00862953,0.0168618,0.0150041,0,0.0255194,0.0343494,0.0598044,0.0318495,0.0131918,0.0145501,0.0534315,0.0141032,0,0,0,0,0,0.0579128,0.0136737,0,0
85,0,0,0,0,0.0356264,0.0524735,0,0.0419826,0.00794624,0.0380196,0.0178585,0,0,0.0180169,0,0.0209545,0.00890074,0.0564421,0.0207956,0.0277202,0.0264248,0.0496339,0.0305352,0.0360498,0.022674,0.0510996,0.01346,0.0150346,0.013471,0.01311,0.0477143,0.0113238,0.00975217,0.00570344,0.0493593,0.0109616,0.0409443,0.0134653,0.011009,0,0,0.051387,0,0.0145723,0.0349766,0.0648604,0.0457311,0.0188765,0.0100135,0.0235939,0.0266037,0.0472051,0.00773763,0.0161569,0.0147669,0,0.0253184,0.0341363,0.0609208,0.0321029,0.0130437,0.0146365,0.0533204,0.0138204,0,0,0,0,0,0.0507407,0.0133224,0,0
86,0,0,0,0,0.035412,0.0523483,0,0.0404702,0.00787759,0.0358314,0.0172617,0,0,0.0182361,0,0.0209539,0.00881165,0.0565481,0.0204781,0.0254704,0.0264728,0.0498182,0.0285629,0.0334781,0.0200786,0.0498614,0.0132975,0.0145977,0.0126899,0.0132751,0.0460068,0.0109246,0.00975042,0.0057149,0.0504489,0.0108566,0.0411771,0.013015,0.0107648,0,0,0.0516427,0,0.0147096,0.0351453,0.0645112,0.0458848,0.0192098,0.00915653,0.0232254,0.0267045,0.0475833,0.00692927,0.0151773,0.0135449,0,0.0255316,0.0338582,0.0628244,0.0322584,0.0130832,0.0148147,0.0531414,0.0133171,0,0,0,0,0,0.0461426,0.0127834,0,0
87,0,0,0,0,0.0351725,0.052246,0,0.0406633,0.0078277,0.0343612,0.0171427,0,0,0.0185346,0,0.0209954,0.00872804,0.0565287,0.0201167,0.0222744,0.0264614,0.0498955,0.0261959,0.0303057,0.0175368,0.0487893,0.0132267,0.0144269,0.0122284,0.0128204,0.0460836,0.0104785,0.00978126,0.00575266,0.0520441,0.0107308,0.0411143,0.0126425,0.0105307,0,0,0.0521606,0,0.0149249,0.035577,0.0645328,0.0461656,0.0196463,0.00795595,0.0229263,0.0269997,0.0481376,0.00613748,0.0139327,0.0125278,0,0.0258217,0.0334825,0.065003,0.0323932,0.0133712,0.0151198,0.052928,0.0126898,0,0,0,0,0,0.0427605,0.0120149,0,0
88,0,0,0,0,0.0350315,0.0521257,0,0.0413388,0.00776074,0.0332728,0.0172612,0,0,0.0189755,0,0.0210824,0.00879332,0.0562841,0.0196657,0.0185016,0.0265128,0.0498613,0.0234891,0.0271546,0.0149019,0.0478669,0.012786,0.0140166,0.0120032,0.0123226,0.0464849,0.0101961,0.00981394,0.00586943,0.0540591,0.010523,0.0412085,0.0124246,0.0102385,0,0,0.0528347,0,0.015134,0.0360645,0.0645896,0.0463462,0.0200855,0.00622914,0.022733,0.0275619,0.0487036,0.005249,0.012168,0.0116589,0,0.0260993,0.0330186,0.0670474,0.0325978,0.0137632,0.0154943,0.0526964,0.0120308,0,0,0,0,0,0.0407283,0.0110279,0,0
89,0,0,0,0,0.0348305,0.0519095,0,0.041059,0.007668,0.0325586,0.0171855,0,0,0.0195727,0,0.0212072,0.00906406,0.0558895,0.0191286,0.0151098,0.0264424,0.0497551,0.0205118,0.0242199,0.0126879,0.0468922,0.0121363,0.0137823,0.0123362,0.0118985,0.0460156,0.0100936,0.00984059,0.00606037,0.0565604,0.0102258,0.0418805,0.0123557,0.00973654,0,0,0.053822,0,0.0153374,0.036721,0.0646588,0.0464111,0.0203863,0.00436294,0.0224896,0.0282786,0.0491868,0.00448825,0.0100321,0.0108378,0,0.0265115,0.0326267,0.0688499,0.0329812,0.0142179,0.0159457,0.0524983,0.0114444,0,0,0,0,0,0.038294,0.00997193,0,0
90,0,0,0,0,0.0347099,0.0517526,0,0.0375799,0.00752387,0.030147,0.016924,0,0,0.0203429,0,0.0213686,0.00950373,0.0553015,0.0186123,0.0130228,0.0263976,0.0496375,0.0174696,0.0214606,0.0112262,0.046139,0.0119696,0.0143478,0.0128014,0.0108393,0.0421285,0.0101158,0.00991181,0.00634137,0.0594493,0.00988463,0.0426479,0.0126513,0.00908979,0,0,0.0554105,0,0.0156368,0.0377742,0.0648895,0.0466028,0.0207486,0.00298398,0.0225306,0.0291601,0.0497011,0.00410334,0.00792461,0.0106014,0,0.0273161,0.0328259,0.0708188,0.0337331,0.0146701,0.0166022,0.0523959,0.0109509,0,0,0,0,0,0.0339233,0.0092116,0,0
91,0,0,0,0,0.034783,0.0516621,0,0.0317355,0.00740355,0.0258418,0.0167105,0,0,0.0211043,0,0.0215498,0.00999295,0.0545771,0.0183531,0.0115446,0.0265058,0.0495209,0.0143706,0.0183544,0.00987246,0.04587,0.0132877,0.0158595,0.0135134,0.00902095,0.035962,0.0100821,0.00998423,0.00663798,0.0627366,0.00954697,0.0434028,0.0131491,0.00863887,0,0,0.0570365,0,0.0159164,0.0388155,0.0652267,0.0473374,0.021024,0.00313137,0.022671,0.0299222,0.0502361,0.00526048,0.00675742,0.0119176,0,0.028615,0.0341337,0.0729913,0.0345401,0.014904,0.0172419,0.0523077,0.0108074,0,0,0,0,0,0.0293159,0.0087714,0,0
92,0,0,0,0,0.0350516,0.051546,0,0.0264199,0.00733849,0.0223943,0.0167163,0,0,0.0216079,0,0.0217202,0.0104067,0.0542447,0.0184136,0.0099352,0.0267603,0.0494195,0.0113578,0.0147363,0.00831738,0.0465251,0.0150975,0.0175677,0.014247,0.00739336,0.0308264,0.010038,0.010049,0.00682831,0.0664986,0.00931634,0.0442737,0.0138902,0.00864056,0,0,0.0581761,0,0.0161786,0.0394369,0.0656302,0.0489606,0.0213102,0.00390218,0.0229773,0.0305277,0.0507124,0.00732286,0.00690768,0.0146365,0,0.0304003,0.0364281,0.0754625,0.0351525,0.0149797,0.0176861,0.0521144,0.0110541,0,0,0,0,0,0.0270609,0.00808612,0,0
93,0,0,0,0,0.0354258,0.0514536,0,0.0232533,0.00729137,0.0209755,0.0170766,0,0,0.0217156,0,0.0218892,0.0106603,0.0545063,0.0187381,0.00894643,0.0270907,0.0493756,0.00881852,0.0108358,0.00661566,0.0475345,0.0163161,0.0186435,0.0145362,0.0066375,0.0281871,0.00993155,0.0101048,0.00691236,0.0705515,0.00910693,0.0453654,0.0147845,0.00909488,0,0,0.0585755,0,0.0163982,0.039736,0.0659408,0.0521706,0.0215953,0.00470058,0.0234596,0.0309875,0.0511984,0,0.00748209,0.0177296,0,0.0321769,0.0389525,0.0786805,0.0354957,0.0151807,0.0180043,0.0518259,0.0116694,0,0,0,0,0,0.0266936,0.00711644,0,0
94,0,0,0,0,0.035785,0.0513304,0,0.0225072,0.00720717,0.0204543,0.0177922,0,0,0.0215829,0,0.0220592,0.0107329,0.0549422,0.0190227,0.00836487,0.0275098,0.0493343,0.00657998,0.00726133,0.00451163,0.0479663,0.0165341,0.0187448,0.0142251,0.00662495,0.027559,0.00966498,0.01015,0.00690122,0.0743243,0.00891862,0.046636,0.0158815,0.00971959,0,0,0.0582581,0,0.0165489,0.0397402,0.0660593,0.0565777,0.022006,0.00341351,0.024011,0.0313141,0.0518543,0.00870559,0.00786363,0.0209884,0,0.034757,0.0419364,0.0823588,0.0356237,0.0154266,0.0182082,0.0513906,0.0123549,0,0,0,0,0,0.0265036,0.00616636,0,0
95,0,0,0,0,0.0360652,0.0511775,0,0.0228096,0.00714341,0.0199849,0.0186332,0,0,0.0214696,0,0.0221713,0.0107295,0.0552608,0.0190709,0.00792255,0.0279427,0.0493126,0.00428313,0.00444355,0.00244712,0.047537,0.016137,0.0184368,0.0136675,0.00703351,0.0276544,0.00943962,0.0101496,0.00685894,0.0781324,0.00877038,0.0486369,0.0169436,0.0102392,0,0,0.0576002,0,0.0166999,0.0397157,0.066088,0.0627251,0.022419,0.00329732,0.0247332,0.0316289,0.0527384,0.00873593,0.00752794,0.0228249,0,0.0372596,0.0445732,0.0862201,0.0354168,0.0156874,0.0183993,0.0508409,0.0127837,0,0,0,0,0,0.0260084,0.00529087,0,0
96,0,0,0,0,0.0363758,0.0509081,0,0.022886,0.00718674,0.0191073,0.0193555,0,0,0.0212988,0,0.0222318,0.0106094,0.0554463,0.0189772,0.00789812,0.0283671,0.0492749,0.0031684,0.00347268,0.0022297,0.046798,0.0156761,0.0182858,0.0132537,0.00761124,0.0275549,0.00939156,0.0101554,0.00676645,0.081331,0.00872909,0.0510389,0.0179562,0.0105476,0,0,0.0566185,0,0.0168271,0.0397552,0.0659521,0.0699809,0.0226591,0.00417871,0.0250609,0.0319492,0.0537239,0.00912018,0.00674618,0.0245969,0,0.0397205,0.046786,0.0896172,0.0348287,0.0159959,0.0185537,0.0502232,0.012795,0,0,0,0,0,0.0253789,0.00511262,0,0
97,0,0,0,0,0.0359967,0.0510201,0,0.0225835,0.00702629,0.0173455,0.0174253,0,0,0.0225954,0,0.0226641,0.0111546,0.0547853,0.0200406,0.0085657,0.0276654,0.049874,0.0036238,0.00429222,0.00373815,0.04699,0.0160886,0.0189076,0.0130562,0.00803123,0.0262787,0.0099969,0.0103066,0.00709854,0.0486168,0.0087113,0.0261082,0.0140439,0.0103021,0,0,0.0564892,0,0.0171312,0.040391,0.0632456,0.0448557,0.0214158,0.00886931,0.0256206,0.0318934,0.0581926,0,0.00682362,0.0137575,0.0253659,0.0280633,0.0317825,0.058717,0.034929,0.0165511,0.0189562,0.0503913,0.0126287,0,0,0,0,0,0.0230711,0.00547236,0,0
98,0,0,0,0,0.0364603,0.0502186,0,0.0219668,0.00752488,0.0158219,0.0206441,0,0,0.0205772,0,0.0222942,0.0102427,0.0557097,0.0188812,0.00848075,0.0291762,0.0494721,0.0052593,0.00605158,0.00521437,0.0461921,0.0155917,0.0182807,0.0128652,0.00853195,0.0265937,0.0100136,0.0101783,0.00640546,0.0848789,0.00894277,0.0546845,0.0197898,0.010789,0,0,0.0542151,0,0.016885,0.0391985,0.0656674,0.083837,0.0226136,0.00683982,0.025464,0.0320428,0.0549968,0,0.00614031,0.0271191,0,0.0427142,0.0493915,0.0920436,0.0334539,0.0163384,0.0185729,0.0491691,0.0120446,0,0,0,0,0,0.0226096,0.00366309,0,0
99,0,0,0,0,0.035836,0.0504255,0,0.0217847,0.00754574,0.0139825,0.0193347,0,0,0.0213218,0,0.0224427,0.0106328,0.0549561,0.0197962,0.0090905,0.0285971,0.0501115,0.0057256,0.00670449,0.00581384,0.0469682,0.0159773,0.0183509,0.0125301,0.00866102,0.0258309,0.0108314,0.0102349,0.00660282,0.0403226,0.00900832,0.0232928,0.0170371,0.0104532,0,0,0.0534964,0,0.0168231,0.0389318,0.0628487,0.0475469,0.021485,0.011312,0.0257706,0.0317026,0.0590304,0.0108187,0.0106167,0.0149128,0.0244135,0.0291719,0.031231,0.0477137,0.0334704,0.0163741,0.0186079,0.0495367,0.0117739,0,0,0,0,0,0.0196782,0.00590268,0,0
100,0,0,0,0,0.0357203,0.0503849,0,0.0226473,0.00782955,0.0131914,0.0200493,0,0,0.0206502,0,0.0222168,0.0104294,0.0547908,0.0196044,0.0093036,0.028959,0.0502588,0.00611022,0.00718679,0.00585726,0.0472579,0.0155573,0.0175961,0.012076,0.00880042,0.0268886,0.0111646,0.0101729,0.00641254,0.0395849,0.00918267,0.0234961,0.0180757,0.0105043,0,0,0.0523444,0,0.0165982,0.0380429,0.0628219,0.045918,0.0216605,0.0135523,0.0259197,0.0315273,0.0593452,0,0.0125442,0.0152878,0.0237341,0.0309709,0.0308265,0.0420568,0.032917,0.0159545,0.0183808,0.0495241,0.0115767,0,0,0,0,0,0.018738,0.00685336,0,0
101,0,0,0,0,0.0358176,0.0504058,0,0.0238209,0.00810514,0.0127635,0.0202265,0,0,0.019752,0,0.0218936,0.0102,0.0544209,0.0194182,0.00953898,0.0290866,0.0504033,0.00582748,0.00700488,0.00550394,0.0476954,0.0149454,0.0166415,0.0114639,0.00879553,0.0280802,0.0114615,0.0100704,0.00620617,0,0.00939425,0.0302255,0.0187555,0.0107351,0,0,0.0512467,0,0.0163097,0.0370337,0.0624332,0.0521017,0.0214768,0.0131964,0.025991,0.0311191,0.0607013,0.0126594,0.0139817,0.0173157,0.0254755,0.0343489,0.0331236,0.0497471,0.0323122,0.0155073,0.0180149,0.0496062,0.0117819,0,0,0,0,0,0.0182178,0.00792697,0,0
102,0,0,0,0,0.0363883,0.0505042,0,0.0248564,0.00828263,0.0125299,0.0207053,0,0,0.0188669,0,0.0216395,0.00995121,0.0540945,0.0191241,0.00953457,0.029388,0.0504244,0.0052126,0.00668131,0.00490087,0.0481558,0.0144213,0.0158135,0.0109217,0.00871087,0.0289727,0.0117064,0.00998759,0.00602831,0,0.00959605,0.0304457,0.0197135,0.0109247,0,0,0.0506451,0,0.0160602,0.0363132,0.0625505,0.0510133,0.0216505,0,0.0261787,0.0305929,0.0606824,0.0135305,0.0160104,0.0180709,0.0247328,0.0354242,0.03288,0.0471912,0.0320583,0.0150307,0.0176559,0.0497714,0.0121854,0,0,0,0,0,0.0180388,0.00914148,0,0
103,0,0,0,0,0.0367405,0.0506763,0,0.0253259,0.00835364,0.0123685,0.0210602,0,0,0.0179525,0,0.0213867,0.00962501,0.053768,0.0188888,0.00953311,0.0296701,0.0504763,0.00438308,0.00644056,0.00429631,0.0484303,0.0144316,0.0156069,0.0108034,0.00839129,0.0289833,0.0117842,0.00991716,0.00580012,0,0.00979557,0.0302176,0.0206632,0.0112571,0,0,0.0503425,0,0.0158333,0.035801,0.0623546,0.0501238,0.0217632,0.0137117,0.0263824,0.0300093,0.0606731,0.0136251,0.0177642,0.0183749,0.0241674,0.0357769,0.032448,0.0429086,0.0319811,0.0144765,0.0172933,0.04994,0.0128492,0,0,0,0,0,0.017742,0.0103721,0,0
104,0,0,0,0,0.0373443,0.0509712,0,0.0251041,0.00831008,0.012096,0.0211514,0,0,0.0174836,0,0.0212272,0.0093335,0.0537223,0.0189198,0.00959954,0.0299,0.0507381,0.00368741,0.00651969,0.00379661,0.0487719,0.0148263,0.0159049,0.0109608,0.00797898,0.0281638,0.0117109,0.0098922,0.00561296,0,0.00993633,0.028727,0.0212547,0.0114404,0,0,0.0505321,0,0.015675,0.0356174,0.0623771,0.0460511,0.0218638,0.013655,0.0267985,0.0294149,0.0605005,0,0.0185412,0.0192269,0.0242059,0.0343505,0.0323747,0.0384016,0.0321976,0.0140773,0.0170264,0.0502801,0.0133462,0,0,0,0,0,0.0173885,0.010914,0,0
105,0,0,0,0,0.0378852,0.0510558,0,0.0246747,0.00836032,0.0119126,0.0216864,0,0,0.016533,0,0.0209344,0.00868771,0.0540395,0.0187705,0.00963448,0.0300996,0.0509112,0.00313671,0.00656713,0.00370499,0.0488774,0.015365,0.0165682,0.0110473,0.00754305,0.0269699,0.0114545,0.00978151,0.00530321,0.0323024,0.0101265,0.0213692,0.0229593,0.0119273,0,0,0.050324,0,0.0154321,0.0350857,0.0630024,0.0372278,0.0219294,0.0143951,0.0269673,0.0288775,0.0599687,0.0144498,0.0200404,0.0212339,0.0225212,0.0288204,0.0309526,0.0265594,0.0321184,0.0135974,0.0166021,0.050285,0.0138466,0,0,0,0,0,0.0170559,0.0112235,0,0
106,0,0,0,0,0.0385072,0.0512983,0,0.0241114,0.00829457,0.0119367,0.021948,0,0,0.015782,0,0.0207556,0.00814753,0.0542561,0.0188512,0.00971098,0.0303565,0.0513085,0.00300087,0.00648923,0.00386641,0.0489836,0.0161461,0.0175924,0.0112385,0.00716442,0.0259241,0.0112259,0.00975772,0.00507564,0.0325261,0.0102696,0.0209433,0.023756,0.0121038,0,0,0.0504786,0,0.0152668,0.034784,0.0629861,0.034061,0.0216569,0.0154927,0.0273244,0.0284874,0.0601487,0.0150718,0.0207571,0,0.0229188,0,0.0325113,0.0267009,0.0321396,0.0131996,0.0162688,0.0503977,0.0140235,0,0,0,0,0,0.0165636,0.0114088,0,0
