Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LHEE,RTHI,,IMU_T
107,0,0,0,0,0.038628,0.0515124,0,0.0237632,0.00825188,0.0120257,0.0221787,0,0,0.0151901,0,0.0207305,0.00768289,0.0544477,0.0191264,0.00974295,0.0311818,0.0518818,0.00321755,0.00657927,0.00371343,0.0491278,0.0167688,0.0182882,0.0113566,0.00706604,0.025442,0.0111633,0.00978362,0.00490281,0.0323453,0.0104258,0.0205732,0.024219,0.0120098,0,0,0.0506395,0,0.0151584,0.0346109,0.0630939,0.031478,0.0213841,0.0154118,0.0276828,0.0282918,0.0603186,0.0151113,0.0211211,0,0.0238904,0,0.0336955,0.0276217,0.0320935,0.0129055,0.0159749,0.0505355,0.0138533,0,0,0,0,0,0.0161709,0.0114763,0,0
108,0,0,0,0,0.038851,0.0515636,0,0.0238186,0.00829008,0.0119967,0.0216884,0,0,0.0146847,0,0.0207174,0.00734885,0.0544062,0.0196306,0.00988303,0.0312168,0.0524084,0.00312134,0.0064431,0.0039673,0.0492995,0.017177,0.018645,0.0113655,0.00714374,0.0253127,0.0113538,0.00979101,0.00475945,0.0407357,0.0105874,0.023849,0.0236403,0.0116555,0,0,0.050457,0,0.0150665,0.0343872,0.0625648,0.030454,0.0205861,0.012234,0.0277017,0.0280953,0.0609867,0.0137756,0.0195639,0.10398,0.0262492,0,0.0341408,0.0370061,0.0318128,0.0126866,0.0156977,0.0505857,0.0134094,0,0,0,0,0,0.0155298,0.0106961,0,0
109,0,0,0,0,0.0389133,0.0513698,0,0.0242374,0.00843712,0.0120687,0.0213044,0,0,0.0139984,0,0.0206022,0.00702695,0.054247,0.02004,0.00999221,0.0303944,0.0526361,0.00319274,0.00633895,0.00445972,0.0491928,0.017268,0.0186927,0.0113339,0.00734343,0.0255678,0.0117957,0.00972934,0.00457803,0.0502613,0.010801,0,0.0237058,0.011321,0,0,0.0497865,0,0.0149946,0.0339539,0.0621455,0.0335196,0.0199774,0.0144068,0.0273605,0.027964,0.0620232,0.0146539,0.0204815,0.113144,0.0269317,0,0.036265,0.0475105,0.0312644,0.0124794,0.0154155,0.0503619,0.0129139,0,0,0,0,0,0.0151967,0.0119031,0,0
110,0,0,0,0,0.0387806,0.0513631,0,0.0245053,0.00848624,0.0123793,0.0210459,0,0,0.0137274,0,0.0204937,0.00691797,0.0539617,0.0204881,0.00993102,0.0297111,0.052725,0.003609,0.00662201,0.00493615,0.0489773,0.0172502,0.0186981,0.0112875,0.00764303,0.0258297,0.0119089,0.00969049,0.00454831,0.0547958,0.0109001,0,0.0232955,0.0106708,0,0,0.0494067,0,0.0149402,0.0337567,0.0622403,0.0323791,0.0196249,0.0140622,0.0273745,0.0279992,0.0621634,0.0141681,0.0198248,0.112948,0.0280804,0,0.0368274,0.0525451,0.0308625,0.0123413,0.0152272,0.0503305,0.0122547,0,0,0,0,0,0.0152521,0.0116875,0,0
111,0,0,0,0,0.0382476,0.0514267,0,0.0244095,0.00854138,0.0128741,0.0219613,0,0,0.0138611,0,0.0204632,0.00695787,0.0539705,0.0205778,0.00957266,0.0301043,0.052682,0.00432088,0.00741029,0.00527329,0.0485204,0.0171027,0.0185748,0.0112609,0.00808083,0.0260313,0.0119454,0.00967996,0.00460318,0.0436635,0.0109553,0,0.0237715,0.0100564,0,0,0.0493795,0,0.0149677,0.033778,0.0639847,0.0280607,0.0202713,0.0122646,0.0278828,0.0282597,0.0599119,0.0125298,0.0196008,0.112672,0.0290752,0,0.0374218,0.0415668,0.0306544,0.0123147,0.0151543,0.0504349,0.0115907,0,0,0,0,0,0.0158153,0.0105222,0,0
112,0,0,0,0,0.0374877,0.0516232,0,0.0243141,0.0085964,0.0133693,0.0223725,0,0,0.0141891,0,0.0204877,0.00716222,0.0538081,0.020823,0.00917887,0.0304119,0.0528106,0.00489916,0.00791692,0.00548221,0.0483254,0.0172406,0.0187838,0.0114071,0.00847403,0.0261013,0.0120528,0.00968903,0.00469586,0.0417602,0.0109743,0.0179734,0.0232359,0.00957184,0,0,0.0494791,0,0.0149807,0.0338989,0.0646932,0.0296975,0.0203916,0.00980391,0.02867,0.0285628,0.0589854,0.0117135,0.0179909,0.109719,0.0307581,0,0.038794,0.0407281,0.0304769,0.0123382,0.0150732,0.0507737,0.0110891,0,0,0,0,0,0.0161372,0.00904886,0,0
113,0,0,0,0,0.0370925,0.0514265,0,0.0243004,0.00887398,0.0139661,0.0233485,0,0,0.0135935,0,0.0203259,0.00692735,0.0539382,0.0207032,0.00859651,0.0307224,0.0525816,0.00540996,0.00837326,0.00563727,0.0478627,0.0172083,0.0188409,0.0115454,0.00881649,0.0263804,0.0121681,0.00960308,0.00454107,0.0318233,0.0110738,0,0.0241962,0.00952162,0,0,0.0492105,0,0.014929,0.0336936,0.0661284,0.0404792,0.0208513,0.0105369,0.0291461,0.0286956,0.0575758,0.011278,0.0186972,0.111647,0.0318019,0,0.0440042,0.0350044,0.0301544,0.0121067,0.0148757,0.0506216,0.0109199,0,0,0,0,0,0.0167944,0.00884269,0,0
114,0,0,0,0,0.0371655,0.0515469,0,0.0244285,0.0090138,0.0147543,0.0235063,0,0,0.0136514,0,0.0202595,0.00687913,0.0537408,0.0209123,0.00823104,0.0308458,0.0525043,0.00579869,0.00863816,0.00597617,0.0476422,0.0173784,0.0191274,0.0117659,0.00919409,0.0268113,0.0122928,0.00954463,0.00452963,0.0315453,0.0110966,0.0213817,0.0237861,0.00929962,0,0,0.049441,0,0.0149156,0.0337121,0.066504,0.0439908,0.0208012,0.007956,0.0300685,0.0287694,0.0571697,0.010447,0.0174018,0.11005,0.0329009,0,0.0466995,0.0372336,0.0301919,0.01197,0.0147347,0.0508633,0.0105357,0,0,0,0,0,0.0173719,0.00754329,0,0
115,0,0,0,0,0.0381544,0.0501189,0,0.0258509,0.00986906,0.0155435,0.0235884,0,0,0.0106403,0,0.0195111,0.00539701,0.0539306,0.0203221,0.00730465,0.0302273,0.051677,0.00550532,0.00743981,0.00571191,0.0466776,0.0174764,0.0194851,0.0118926,0.00902369,0.0278061,0.0132122,0.00911162,0.00370939,0.0507142,0.0117087,0.062418,0.0266368,0.011043,0,0,0.0465527,0,0.0144791,0.0316222,0.0695115,0.0840605,0.0199074,0.0147749,0.02873,0.0278738,0.0555277,0.0163741,0.0245322,0.0999865,0,0,0.0700294,0.0291865,0.028461,0.0110614,0.0137825,0.0489302,0.0120455,0,0,0,0,0,0.0167308,0.0109021,0,0
116,0,0,0,0,0.0375172,0.0501372,0,0.0274195,0.0100186,0.0162856,0.021506,0,0,0.0106673,0,0.0194676,0.00554991,0.0532597,0.0209552,0.00693334,0.0291385,0.0519261,0.00538887,0.00671803,0.00604699,0.0470332,0.018123,0.0203715,0.0122457,0.00937102,0.0290528,0.0135482,0.00905305,0.00370251,0.0871952,0.0118249,0.061839,0.0234956,0.0106048,0,0,0.0462755,0,0.014376,0.0312388,0.0672421,0.0586077,0.0181855,0.0104122,0.0292077,0.0271747,0.0573194,0.0148202,0.0133666,0.089608,0,0,0.0591651,0.0793587,0.0284725,0.010744,0.0134625,0.0490015,0.011573,0,0,0,0,0,0.0160868,0.00883478,0,0
117,0,0,0,0,0.0371284,0.050108,0,0.0283457,0.0101873,0.0172603,0.0213284,0,0,0.0104532,0,0.0193883,0.00547837,0.053114,0.0211598,0.00670068,0.029379,0.0520187,0.00535635,0.00657193,0.00645995,0.046871,0.0182629,0.0206527,0.0126112,0.00960757,0.0300251,0.0138088,0.00898369,0.00362735,0.083653,0.0118687,0.0591953,0.0233209,0.0105243,0,0,0.0462472,0,0.0142887,0.0310096,0.0673081,0.0535975,0.017933,0.0111585,0.029682,0.0268147,0.0572593,0.0154314,0.0135183,0.0902742,0,0,0.0588282,0.0767045,0.0286697,0.010394,0.0132586,0.0489642,0.0113098,0,0,0,0,0,0.0167678,0.00858144,0,0
118,0,0,0,0,0.0370888,0.0501793,0,0.0293551,0.010277,0.0182142,0.0212486,0,0,0.010169,0,0.019296,0.00532335,0.0529775,0.0213519,0.00658728,0.0295051,0.0521355,0.00518639,0.00650162,0.00689992,0.0467119,0.0183973,0.020983,0.013079,0.00980661,0.0311452,0.0141669,0.00893612,0.00357201,0.0811845,0.0119192,0.0563288,0.0232362,0.0105064,0,0,0.0464481,0,0.0142719,0.0309725,0.0672615,0.0496999,0.0177186,0.0115865,0.0302195,0.0265455,0.0572085,0.0151475,0.0138156,0.0906612,0,0,0.0585049,0.0750487,0.0289432,0.0101224,0.0131053,0.0490389,0.0111054,0,0,0,0,0,0.016984,0.00833454,0,0
119,0,0,0,0,0.0371895,0.0503152,0,0.0304123,0.0102409,0.0191791,0.0212639,0,0,0.00985055,0,0.0191953,0.00520961,0.0528988,0.0214903,0.00671922,0.029523,0.0522934,0.00512204,0.00669179,0.00738214,0.0465031,0.0185209,0.021199,0.0134648,0.0100575,0.0322542,0.0146175,0.00894067,0.00351678,0.0794195,0.0119851,0.0541519,0.0231753,0.0104944,0,0,0.0466622,0,0.0142972,0.0309815,0.0671737,0.0467673,0.0175018,0.0117156,0.0307242,0.026378,0.0571358,0.0147133,0.0136184,0.0909177,0,0,0.0567074,0.0738108,0.0292595,0.00992532,0.0130366,0.0492009,0.0109671,0,0,0,0,0,0.0166366,0.00830429,0,0
120,0,0,0,0,0.0372968,0.0504334,0,0.0317593,0.0102126,0.0203512,0.0211707,0,0,0.00942899,0,0.0191138,0.00503002,0.0529107,0.0216012,0.00697875,0.0295248,0.0524233,0.00511026,0.00707348,0.00799696,0.0464259,0.0186291,0.0213379,0.0138719,0.0102854,0.0334221,0.0147368,0.00891723,0.00339799,0.077935,0.0120396,0.0525304,0.0231096,0.0104862,0,0,0.0468983,0,0.0143522,0.0310591,0.0671897,0.0448484,0.0173413,0.0114577,0.0311754,0.0262683,0.057145,0.0142478,0.013312,0.0913946,0,0,0.0553289,0.07267,0.0295474,0.00989366,0.0130232,0.0493501,0.0109345,0,0,0,0,0,0.0161606,0.00930541,0,0
121,0,0,0,0,0.0373084,0.0505348,0,0.0331853,0.0102013,0.021422,0.021069,0,0,0.00892934,0,0.0190866,0.00480183,0.0529571,0.0217277,0.00731737,0.0293724,0.0525851,0.00516495,0.00754089,0.00855621,0.0464746,0.0186887,0.0215047,0.0142494,0.0104978,0.0346533,0.01485,0.00891329,0.00325729,0.0766266,0.0120322,0.0516798,0.023055,0.0104582,0,0,0.0471464,0,0.0144043,0.0312112,0.0673032,0.043836,0.0172338,0.0108232,0.0315837,0.026133,0.0571882,0.0136557,0.0128875,0.091937,0,0,0.0545114,0.071477,0.0298168,0.00999011,0.0130337,0.0494743,0.0109743,0,0,0,0,0,0.017016,0.0110958,0,0
122,0,0,0,0,0.0371841,0.0506364,0,0.0343128,0.0102081,0.0222584,0.0209213,0,0,0.00830971,0,0.0190419,0.00447984,0.0530069,0.021848,0.00787556,0.0291351,0.0527872,0.00530473,0.00800036,0.00932156,0.0464361,0.0185965,0.0214906,0.0143045,0.0107795,0.0358577,0.0149998,0.00892529,0.00312699,0.0752534,0.0119887,0.0510313,0.0229497,0.0104036,0,0,0.0473828,0,0.0144319,0.0314518,0.0670982,0.0434505,0.0171703,0.010264,0.0319326,0.026077,0.0568667,0.0132716,0.0125423,0.0920143,0,0,0.0529781,0.0701109,0.0300451,0.010095,0.013031,0.0495904,0.0109423,0,0,0,0,0,0.0183361,0.0101681,0,0
123,0,0,0,0,0.0370483,0.050729,0,0.0353967,0.0102158,0.0231822,0.0207329,0,0,0.00770676,0,0.0189706,0.00416637,0.0531013,0.0218517,0.00859733,0.0290662,0.0530426,0.00544722,0.00852868,0.0101919,0.046234,0.0186143,0.0214951,0.0145817,0.0109867,0.037298,0.0151253,0.00892191,0.00306926,0.0735116,0.0119879,0.0500734,0.0228041,0.0103279,0,0,0.0475737,0,0.0144861,0.0317145,0.0669438,0.04365,0.017186,0.00933585,0.0321439,0.0260973,0.056493,0.0124469,0.0121059,0.0922007,0,0,0.0510298,0.0679998,0.0302915,0.0102514,0.0130371,0.0497044,0.0108129,0,0,0,0,0,0.0184272,0.00964604,0,0
124,0,0,0,0,0.0363807,0.0523768,0,0.0350662,0.00952343,0.0236581,0.0197193,0,0,0.0103614,0,0.0194872,0.00524684,0.0524341,0.023054,0.0103262,0.0297266,0.0540986,0.0060245,0.0103295,0.0113009,0.0469925,0.0188941,0.0214896,0.0149228,0.0119416,0.0373452,0.014573,0.00930834,0.00371819,0.0598147,0.0114942,0.0299503,0.0182228,0.00883746,0,0,0.0506334,0,0.0149393,0.0338445,0.0628247,0.0208456,0.0185626,0.0102484,0.0348418,0.0268473,0.0599807,0.0147037,0.012123,0.0914836,0.0316918,0,0.036627,0.0597323,0.032319,0.011238,0.0137673,0.0520741,0.00933379,0,0,0,0,0,0.0188228,0.0112961,0,0
125,0,0,0,0,0.0363528,0.0523698,0,0.0363833,0.00956181,0.0243401,0.01994,0,0,0.00990088,0,0.0193817,0.00480943,0.0524744,0.0228957,0.0108463,0.0297478,0.0542539,0.0060709,0.010797,0.0117384,0.0465943,0.0188841,0.0215557,0.0150723,0.0119194,0.0386011,0.0146571,0.00931742,0.00347892,0.0547967,0.011453,0.0269786,0.0184305,0.00892303,0,0,0.0508009,0,0.0150091,0.0340379,0.0628302,0.0220554,0.0188013,0.00822896,0.0350362,0.0271357,0.0590042,0.0124093,0.0108726,0,0.0301958,0,0.0370763,0.0545929,0.0324003,0.0115222,0.0138619,0.0520981,0.00915216,0,0,0,0,0,0.0191314,0.00984271,0,0
126,0,0,0,0,0.0363383,0.0522681,0,0.0379065,0.00967998,0.0251941,0.0199472,0,0,0.00932133,0,0.019276,0.00435473,0.0525113,0.0227228,0.0112595,0.0294528,0.054378,0.00623394,0.0110844,0.0120826,0.0463244,0.0189479,0.0217218,0.0151956,0.0118936,0.0400616,0.0148145,0.00925635,0.00328083,0.0528475,0.0114294,0.0268682,0.0183334,0.0090924,0,0,0.0508367,0,0.0150178,0.0341866,0.0632544,0.0250279,0.01889,0.0080659,0.0350162,0.027398,0.058325,0.0122851,0.0103963,0,0.0288619,0,0.0365504,0.0516103,0.0322787,0.0117609,0.013897,0.051943,0.00896852,0,0,0,0,0,0.0191812,0.00981891,0,0
127,0,0,0,0,0.0363361,0.052093,0,0.0391629,0.00979582,0.0259476,0.0200193,0,0,0.00892834,0,0.0192182,0.00400888,0.0525322,0.0225096,0.0115281,0.0292197,0.054464,0.00651708,0.0112349,0.0125353,0.0460824,0.0189376,0.0217912,0.0154183,0.0118888,0.0412481,0.0150398,0.00916537,0.00319677,0.0510032,0.0113862,0.0268633,0.018435,0.00919832,0,0,0.0508428,0,0.0150288,0.0342494,0.0636996,0.0282112,0.0189662,0.00947337,0.0349353,0.0275286,0.0572192,0.0131404,0.0108495,0,0.0275406,0,0.0345414,0.048679,0.0321193,0.0118703,0.0139073,0.0517353,0.00872605,0,0,0,0,0,0.0190865,0.0100447,0,0
128,0,0,0,0,0.0363216,0.0518345,0,0.0401243,0.00986651,0.0262898,0.0202351,0,0,0.00856289,0,0.0191276,0.00367994,0.0525394,0.0222366,0.0116687,0.0291687,0.0544798,0.00687772,0.0112507,0.0127886,0.0458011,0.0187792,0.0216926,0.0154466,0.0118575,0.0422776,0.0153113,0.00909033,0.00322533,0.0495884,0.011334,0.0273083,0.0188909,0.00923605,0,0,0.050856,0,0.0149765,0.0342278,0.0641171,0.0315525,0.0190257,0.0118209,0.034755,0.0276296,0.0556661,0.0144861,0.0115998,0,0.0259162,0,0.0326244,0.0461829,0.0319698,0.0119558,0.0138041,0.0514687,0.00839899,0,0,0,0,0,0.0192646,0.0101799,0,0
129,0,0,0,0,0.0363146,0.0515022,0,0.0408485,0.00991303,0.0266224,0.020454,0,0,0.00810393,0,0.0190086,0.00346186,0.0525606,0.0218662,0.0117443,0.0291478,0.0543666,0.0070597,0.0111592,0.0127042,0.045414,0.0185493,0.0215335,0.0152974,0.0117186,0.0431434,0.0154865,0.00898992,0.00336285,0.0478563,0.0113484,0.0275143,0.0196631,0.00928477,0,0,0.0507661,0,0.0149494,0.0341246,0.0646153,0.0339731,0.0189652,0.0137212,0.0343758,0.0276677,0.0542626,0.0151032,0.0110721,0,0.02419,0.019156,0.0313673,0.043628,0.0317791,0.0119628,0.0136246,0.0510928,0.00812216,0,0,0,0,0,0.0191698,0.00968027,0,0
130,0,0,0,0,0.0363647,0.0512952,0,0.0414996,0.00991286,0.0270934,0.0206659,0,0,0.00783509,0,0.0189524,0.00334753,0.052556,0.0215224,0.0117014,0.0291536,0.0544728,0.00733077,0.0109284,0.0124187,0.0450192,0.0183965,0.0214422,0.0152078,0.0114972,0.0439419,0.0155244,0.00899599,0.0033253,0.0336078,0.0114145,0.015932,0.0204741,0.0093651,0,0,0.050624,0,0.0149047,0.0340453,0.0644671,0.0284445,0.0188839,0.0118083,0.0339979,0.0276453,0.0534307,0.0122505,0.00611191,0,0.0212691,0.016988,0.0249989,0.034791,0.0316081,0.0120293,0.013472,0.050869,0.00799398,0,0,0,0,0,0.0188905,0.00742388,0,0
131,0,0,0,0,0.0362024,0.0509,0,0.0420269,0.00994306,0.0274202,0.0206076,0,0,0.00714144,0,0.0188929,0.00308399,0.0524639,0.0211103,0.011615,0.0289677,0.0542171,0.0074309,0.0107094,0.0122518,0.044668,0.0183229,0.0214164,0.0152181,0.0112797,0.0443887,0.0157825,0.00894187,0.00322953,0.0252753,0.011389,0.0151144,0.0210478,0.00942344,0,0,0.0505266,0,0.0149492,0.0339994,0.0641186,0.0335772,0.0188647,0.00928345,0.0335055,0.0275523,0.0529623,0.00934087,0.00148768,0,0.0213411,0.0187755,0.0152625,0.036072,0.0314528,0.0120652,0.0134338,0.0504722,0.00798595,0,0,0,0,0,0.0190963,0.00586534,0,0
132,0,0,0,0,0.0361461,0.050695,0,0.0426174,0.00995404,0.0272755,0.0207547,0,0,0.00686751,0,0.0188556,0.00293201,0.052416,0.0206772,0.0115183,0.028899,0.0541359,0.00748686,0.0105109,0.0119439,0.0443646,0.0181611,0.0212749,0.0150414,0.0110597,0.0444527,0.0159641,0.00895997,0.00310047,0.033719,0.01136,0.0283711,0.0213735,0.00954326,0,0,0.0504094,0,0.0149271,0.0339752,0.0635652,0.0453245,0.0190436,0.00852749,0.0331861,0.0275759,0.0527599,0.00931187,0.00515678,0,0.0247465,0.0240245,0.00833724,0.0466566,0.031344,0.012164,0.0133909,0.0503014,0.00811239,0,0,0,0,0,0.0193944,0.00701035,0,0
133,0,0,0,0,0.0361139,0.050595,0,0.0431196,0.00994878,0.0271436,0.0208847,0,0,0.00664351,0,0.018852,0.00284131,0.0523154,0.0203183,0.0112341,0.028938,0.0541129,0.00746114,0.0102072,0.0117643,0.0441845,0.0180756,0.0211522,0.0148987,0.0108333,0.0446059,0.0161294,0.0089853,0.00305059,0.0461802,0.0112946,0.0410384,0.0214886,0.00967102,0,0,0.0504164,0,0.0148731,0.034051,0.0629176,0.0570481,0.0193382,0.00933096,0.0330233,0.0277238,0.0529929,0.0121237,0.00986707,0,0.0297212,0.0295545,0.010794,0.0583234,0.0313434,0.0123749,0.0133409,0.0502483,0.00829664,0,0,0,0,0,0.0191604,0.00974963,0,0
134,0,0,0,0,0.0409262,0.0529178,0,0.043751,0.0107806,0.0275553,0.0204142,0,0,0.00580983,0,0.0177268,0.00253862,0.0524729,0.0206658,0.010321,0.0267773,0.0568848,0.00712823,0.00951076,0.0107645,0.0436122,0.0180085,0.0212451,0.015235,0.0102957,0.0451281,0.0175972,0.00969642,0.00302121,0.015266,0.0114598,0.0176928,0.0207962,0.0147821,0,0,0.0478603,0,0.014775,0.0323784,0.0617363,0.0331015,0.0206126,0.0230371,0.0305776,0.0289127,0.0563388,0.0287637,0.0280362,0,0.0290826,0.0170836,0.0211734,0.0248421,0.027474,0.0125483,0.0122173,0.0509391,0.0126964,0,0,0,0,0,0.0198648,0.0213777,0,0
135,0,0,0,0,0.0411915,0.0529587,0,0.0437494,0.0107816,0.0272182,0.0204857,0,0,0.00576332,0,0.0177007,0.00249847,0.0523787,0.0205626,0.00932845,0.026534,0.0569629,0.00678333,0.00860548,0.00951373,0.0435279,0.018051,0.0214508,0.0151092,0.00996455,0.0451204,0.0179326,0.00975428,0.00300954,0.018061,0.0114588,0.0198627,0.0206502,0.0151827,0,0,0.0478142,0,0.014807,0.0324839,0.0612342,0.0345261,0.0207979,0.0249027,0.0304082,0.0291871,0.0574047,0.0324678,0.0320066,0,0.0301602,0.0163845,0.0213865,0.0276126,0.0271454,0.0129812,0.012187,0.0509359,0.0131976,0,0,0,0,0,0.0193866,0.0251558,0,0
136,0,0,0,0,0.041175,0.0527872,0,0.0433462,0.0107123,0.026597,0.0206388,0,0,0.00579074,0,0.0176788,0.00254406,0.0522228,0.0203806,0.00823461,0.0264051,0.056896,0.00646111,0.00767697,0.00850857,0.0436414,0.0182212,0.0217753,0.0148821,0.00963272,0.0447123,0.0179607,0.00985638,0.00299043,0.0194793,0.0114167,0.0208181,0.0205845,0.0151923,0,0,0.0478911,0,0.0148249,0.0325836,0.0611475,0.0357514,0.0208672,0.0250287,0.0303605,0.0292701,0.0576882,0.033214,0.0334207,0,0.0301749,0.0166229,0.0217193,0.0294767,0.0270328,0.0133102,0.0122043,0.0508212,0.0132693,0,0,0,0,0,0.0187716,0.026539,0,0
137,0,0,0,0,0.0408432,0.0524761,0,0.0423322,0.0107032,0.0255826,0.020704,0,0,0.00581027,0,0.0176679,0.00265955,0.0520041,0.020279,0.00718975,0.0263896,0.0565577,0.00620075,0.00686629,0.00778681,0.0437847,0.0183127,0.0218491,0.0145392,0.00942073,0.0435762,0.0179001,0.00994569,0.00312049,0.016817,0.0113817,0.0195631,0.0202702,0.0148583,0,0,0.0482395,0,0.014772,0.0327682,0.061422,0.0348032,0.0207964,0.0238934,0.0305281,0.0292629,0.0570034,0.031178,0.0321486,0,0.0293721,0.017086,0.0215874,0.0274466,0.0272342,0.0134585,0.0123329,0.0506683,0.0129007,0,0,0,0,0,0.017928,0.0253832,0,0
138,0,0,0,0,0.0403541,0.0522546,0,0.0404362,0.0106146,0.0244502,0.0206361,0,0,0.005914,0,0.0176966,0.00286317,0.0517633,0.0203466,0.00646966,0.0265112,0.056231,0.00617903,0.00636974,0.00690534,0.0440968,0.0183403,0.021739,0.014203,0.00929538,0.041707,0.0177457,0.0100514,0.00328713,0.0130809,0.011296,0.0173604,0.0197878,0.0143502,0,0,0.0488104,0,0.0147405,0.0329794,0.0618929,0.0318861,0.0207867,0.0210766,0.0308999,0.0292214,0.0556326,0.0271127,0.028875,0,0.0284075,0.0172947,0.0208385,0.0230865,0.0276424,0.0133643,0.0125171,0.0506543,0.012401,0,0,0,0,0,0.0172294,0.0223071,0,0
139,0,0,0,0,0.0356119,0.0500584,0,0.0374942,0.00954829,0.0227318,0.0209624,0,0,0.0067699,0,0.0190769,0.00323088,0.0511758,0.0199734,0.00637368,0.0284131,0.0536682,0.00647118,0.00631742,0.00657493,0.0449224,0.0182806,0.0213779,0.013306,0.00952719,0.0391863,0.016661,0.00923752,0.00324483,0.0408751,0.0109153,0.0360854,0.0198608,0.00950337,0,0,0.051549,0,0.0149494,0.0347052,0.062887,0.050112,0.0200634,0.00847721,0.0334099,0.0284246,0.0516797,0.0122083,0.0109491,0,0.0300283,0.0279196,0.00969865,0.051357,0.0315061,0.013309,0.0134791,0.0501282,0.00832,0,0,0,0,0,0.0158852,0.0124112,0,0
140,0,0,0,0,0.0357238,0.050249,0,0.0351399,0.00948605,0.0218616,0.0207771,0,0,0.00704345,0,0.0191392,0.0034157,0.0508752,0.020216,0.00632014,0.0282018,0.0538892,0.00657389,0.00638171,0.00619793,0.0454714,0.018186,0.0210087,0.0129942,0.00952443,0.0364967,0.0164577,0.00928195,0.0033936,0.0284333,0.010881,0.0233001,0.0191699,0.00952931,0,0,0.0518975,0,0.0149594,0.0348455,0.0632977,0.0351731,0.0202639,0.00803833,0.0336379,0.0284606,0.0507939,0.0105445,0.00748801,0.0150426,0.0261975,0.0221856,0.0066615,0.0380634,0.03165,0.0132618,0.0135301,0.0502956,0.00841204,0,0,0,0,0,0.0158784,0.0102729,0,0
141,0,0,0,0,0.0357133,0.0504183,0,0.0328864,0.00937177,0.0209576,0.0204601,0,0,0.00756985,0,0.0192937,0.00368645,0.0509115,0.0203601,0.00674538,0.0280483,0.0540797,0.00681618,0.00676712,0.00590265,0.0460204,0.0180907,0.020573,0.0126903,0.00952978,0.0334573,0.0163231,0.00934312,0.00356313,0.0216178,0.0107857,0.0137042,0.0183954,0.00934041,0,0,0.0523703,0,0.0150086,0.0352026,0.0635377,0.0244511,0.0203276,0.00814621,0.0338328,0.0285127,0.0503377,0.00891078,0.00384622,0.0128526,0.0242292,0.0178968,0.00878993,0.0299979,0.0321046,0.0133559,0.0136936,0.0505272,0.008309,0,0,0,0,0,0.0158133,0.00767653,0,0
142,0,0,0,0,0.0355195,0.0505945,0,0.0295691,0.00918861,0.019433,0.0201967,0,0,0.00841928,0,0.0194641,0.00411384,0.0509402,0.0203942,0.00762209,0.0278768,0.0540631,0.00722389,0.00751052,0.00627803,0.0466793,0.017646,0.019647,0.0119704,0.00946469,0.029269,0.0161907,0.00945809,0.00382253,0.0211066,0.0106241,0.0080516,0.0172586,0.00909853,0,0,0.0531012,0,0.0151287,0.0358427,0.0634534,0.0190959,0.0205157,0.0087239,0.03387,0.0286229,0.0503148,0.00803561,0.00345705,0.0114249,0.0244011,0.014865,0.0128222,0.0277048,0.032827,0.0135797,0.0139749,0.0509163,0.00805845,0,0,0,0,0,0.0153355,0.00515234,0,0
143,0,0,0,0,0.0351268,0.0537545,0,0.0232497,0.00809314,0.0189311,0.0212956,0,0,0.0151332,0,0.0205775,0.00716813,0.0510826,0.0214719,0.00930084,0.0305062,0.0549543,0.00850122,0.00914343,0.00743792,0.047963,0.0166919,0.0180759,0.0115349,0.0102774,0.0215835,0.0157389,0.0103329,0.00545626,0.0286353,0.00957279,0.0186863,0.0121932,0.00961319,0,0,0.0589239,0,0.0160566,0.0400748,0.0543057,0.0276159,0.0272804,0.00943574,0.0395059,0.0310922,0,0.0117646,0.00397324,0.00543205,0.0237426,0.0193701,0.0155143,0.0241451,0.0364472,0.0152801,0.0159236,0.0553076,0.00976069,0,0,0,0,0,0.016773,0.00836896,0,0
144,0,0,0,0,0.0355628,0.0517998,0,0.0207293,0.00896874,0.0183403,0.0207673,0,0,0.0117432,0,0.0197569,0.00532953,0.0509379,0.0208407,0.00977884,0.0278476,0.0539116,0.00838004,0.00933623,0.00822217,0.0482867,0.0158867,0.0173291,0.0110467,0.00949316,0.0178565,0.0154368,0.00982454,0.00425099,0.0395604,0.0100801,0.0188913,0.0151876,0.0101541,0,0,0.0553683,0,0.0154475,0.0378375,0.0630259,0.0295133,0.0213437,0.0113737,0.0343784,0.0306149,0.0502091,0.00729847,0.00597396,0.0127841,0.0258113,0.0105616,0.0201102,0.0344588,0.0340844,0.0146434,0.0149311,0.0527114,0.00895117,0,0,0,0,0,0.0163959,0.00352644,0,0
