Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,
216,0,0,0,0,0.0263801,0.0316058,0,0.0471975,0.0121102,0.0367995,0.004403,0,0,0.0172141,0,0.0199178,0.00692854,0.0528576,0.0440572,0.0265354,0.0128472,0.012301,0.0220585,0.0210826,0.0217763,0.0143863,0.0455547,0.0118691,0.0147303,0.0137155,0.0120294,0.0510524,0.014718,0.00760694,0.00578721,0.0379006,0.010228,0.024477,0.0084714,0.013131,0,0,0.0401639,0,0.0138974,0.0306687,0.063054,0.0261435,0.0296134,0.00841924,0.0105551,0.0279201,0.00180025,0.0559125,0.00486811,0.0034575,0.00847618,0,0.0269449,0,0.0460644,0.0215514,0.0192025,0.0161361,0.0292494,0.0165049,0,0,0,0,0,0,0,0
217,0,0,0,0,0.0262743,0.03184,0,0.0471643,0.0119303,0.0363589,0.00470613,0,0,0.0172377,0,0.0197894,0.00687864,0.0525615,0.0415934,0.0260911,0.0107456,0.012089,0.0210503,0.0182658,0.019046,0.01287,0.0444531,0.0116704,0.0151239,0.0136862,0.0117882,0.0512277,0.0145239,0.00755743,0.00603019,0.0398837,0.0100638,0.0259781,0.00900291,0.0131295,0,0,0.0414266,0,0.014122,0.0314931,0.0635809,0.0283271,0.030182,0.00899591,0.0105849,0.0289218,0.00157129,0.0561608,0.00636236,0.00390912,0.00939543,0,0.0276006,0,0.0472625,0.0222318,0.0195348,0.0165338,0.0294416,0.0164226,0,0,0,0,0,0,0,0
218,0,0,0,0,0.0260382,0.0321995,0,0.0444531,0.0116481,0.0346547,0.00469858,0,0,0.0174596,0,0.0197033,0.00684919,0.0519886,0.0375057,0.0257135,0.0100407,0.011624,0.020202,0.0155497,0.0166478,0.0121007,0.0435097,0.0122155,0.016244,0.0144064,0.0108645,0.0486896,0.0142624,0.00752853,0.00622703,0.0425354,0.00981104,0.0276038,0.00943294,0.0131797,0,0,0.0432335,0,0.0143599,0.0325494,0.0640064,0.0311146,0.0307633,0.00953281,0.0107982,0.029974,0.00248643,0.0562385,0.0076326,0.00575445,0.0100309,0,0.0280698,0,0.0491294,0.0231985,0.0198572,0.0169778,0.0297859,0.0166208,0,0,0,0,0,0,0,0
219,0,0,0,0,0.0265139,0.0325622,0,0.0391462,0.0112898,0.03091,0.00463758,0,0,0.0177935,0,0.0196508,0.00691942,0.0514162,0.0330469,0.0254118,0.00947106,0.0110187,0.0194933,0.0130627,0.0140133,0.011699,0.0432956,0.0141147,0.0182527,0.0157221,0.00904835,0.0438596,0.0138555,0.00751466,0.00629965,0.0456733,0.00951644,0.0290381,0.00993792,0.0133275,0,0,0.0453088,0,0.0145666,0.0336251,0.0644714,0.0344717,0.0314242,0.00951465,0.0110961,0.0309607,0.00370572,0.0563235,0.00880745,0.00798976,0.0108505,0,0.0287135,0,0.0515303,0.0243987,0.0200937,0.0174576,0.0301548,0.0170762,0,0,0,0,0,0,0,0
220,0,0,0,0,0.0270506,0.0327036,0,0,0.011082,0.0300845,0.00509243,0,0,0.0175606,0,0.0195446,0.0067299,0.0514472,0.0314669,0.0248539,0.00606351,0.00998259,0.0187996,0.00967556,0.00945281,0.0106617,0.0440297,0.0179924,0.0224813,0.0185977,0.00691242,0.0431805,0.0129762,0.00745874,0.00603353,0.0488625,0.00924005,0.0301103,0.0106388,0.0138093,0,0,0.0466925,0,0.0146538,0.0342765,0.0649675,0.038222,0.0321909,0.0095426,0.0108015,0.0316186,0.00505206,0.0565521,0.01053,0.0103881,0.0123581,0,0.0302248,0,0.054005,0.0252055,0.020122,0.0177366,0.0302159,0.0178235,0,0,0,0,0,0,0,0
221,0,0,0,0,0.0274722,0.0329213,0,0.0307334,0.0108152,0.0270108,0.00502478,0,0,0.0173967,0,0.0195241,0.00647399,0.0514553,0.030502,0.0251211,0.00648885,0.00964566,0.018364,0.00950101,0.00900446,0.010056,0.0454081,0.0189367,0.0224876,0.0179887,0.00640161,0.0359577,0.0121147,0.00744942,0.00577832,0.0526629,0.00900882,0.0313906,0.0107913,0.0142797,0,0,0.0480033,0,0.014839,0.0349723,0.0653697,0.0422747,0.0326164,0.0102422,0.0108784,0.0321832,0.00588857,0.0564718,0.0120607,0.0125125,0.0144578,0,0.0324616,0,0.0569263,0.0262419,0.0201248,0.0179897,0.0303751,0.0185843,0,0,0,0,0,0,0,0
222,0,0,0,0,0.0278296,0.0331438,0,0.0300407,0.0106925,0.0269526,0.00529632,0,0,0.0168547,0,0.0194661,0.00602304,0.0519431,0.0305976,0.0251988,0.00558579,0.00966069,0.0180701,0.00767273,0.00571874,0.00810563,0.0460218,0.0193837,0.023205,0.0180988,0.00600624,0.034338,0.0110482,0.00741203,0.00551652,0.0570912,0.00901223,0.0325577,0.0110929,0.0149085,0,0,0.0482882,0,0.0150462,0.0352681,0.0656638,0.0458288,0.0331659,0.0111635,0.0107994,0.032569,0.00634334,0.0565428,0.0127704,0.0140076,0.0165429,0,0.0316907,0,0.060797,0.0268055,0.0201951,0.0180519,0.0304085,0.0189337,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0.0362499,0,0.0299649,0.010899,0.0265969,0.00577589,0,0,0.0155953,0,0.0192851,0.00531692,0.0525243,0.0301865,0.0251909,0.00512073,0.01006,0.0191714,0.00484398,0.00208921,0.00561861,0.0453981,0.0188655,0.0230753,0.0175758,0.00600825,0.0332058,0.00899958,0.00726848,0.00522676,0.0608653,0.00904789,0.0335036,0.0114077,0.018867,0,0,0.0474655,0,0.0151502,0.0352182,0.0658971,0.0493106,0.0336261,0.0117242,0.010745,0.0350616,0.00704774,0.0568218,0.013163,0.0152853,0.0186149,0,0.0311444,0,0.0645701,0.0247388,0.0205804,0.0179337,0.0326177,0.0209559,0,0,0,0,0,0,0,0
224,0,0,0,0,0.029234,0.0332935,0,0.0286844,0.0107232,0.0250619,0.00652749,0,0,0.0160479,0,0.0194061,0.00526168,0.0530744,0.0287838,0.0249966,0.00574006,0.0106232,0.0177005,0.00397304,0.00429979,0.00391504,0.0442177,0.0182998,0.022627,0.0167494,0.00648301,0.03121,0.00952293,0.00723606,0.0051222,0.064082,0.00884249,0.0344052,0.0119218,0.0161436,0,0,0.0471918,0,0.0152971,0.035562,0.0660319,0.0528553,0.0341577,0.0121729,0.0108634,0.0328047,0.00801209,0.0573724,0.0137016,0.0164393,0.0199514,0,0.0311967,0,0.0680035,0.026037,0.0209158,0.018111,0.0301222,0.0191252,0,0,0,0,0,0,0,0
225,0,0,0,0,0.0292692,0.033018,0,0.026577,0.0109753,0.0226565,0.00746741,0,0,0.0159107,0,0.0194158,0.0048384,0.0533503,0.0262433,0.0246522,0.00714639,0.0113554,0.0175939,0.0062842,0.00729252,0.00472127,0.0431925,0.0179264,0.0221489,0.0160312,0.00708011,0.0291805,0.00935971,0.00712509,0.0049701,0.0686978,0.00891942,0.037992,0.0125041,0.0163699,0,0,0.0462734,0,0.0154065,0.035289,0.0661687,0.0602706,0.0345525,0.0129314,0.0111513,0.0325407,0.00913147,0.0579884,0.0136141,0.0176338,0.0214973,0,0,0,0.0729223,0.0253561,0.0209906,0.0179564,0.0297415,0.0194002,0,0,0,0,0,0,0,0
226,0,0,0,0,0.0291864,0.0320078,0,0.0289938,0.0115541,0.0196701,0.010188,0,0,0.0155936,0,0.0193478,0.00441367,0.0511192,0.0191551,0.0265763,0.0112939,0.00847158,0.0187897,0.00606307,0.0108458,0.00449693,0.0458467,0.020293,0.0249824,0.0158182,0.0067986,0.0299737,0.00961108,0.00691627,0.00493239,0.0912589,0.00935154,0.0278568,0.0177878,0.0173554,0,0,0.0425987,0,0.0151277,0.0331677,0.0419751,0.0616554,0.0316294,0.0558838,0.0111474,0.0303577,0.0440694,0,0.0575417,0.0462511,0.0317526,0,0.0288368,0,0.114009,0.0234847,0.0204326,0.0171601,0.0287681,0.0222413,0,0,0,0,0,0,0,0
227,0,0,0,0,0.0290175,0.0316302,0,0.0243727,0.0120966,0.0180001,0.00922189,0,0,0.0149747,0,0.0195252,0.00412988,0.0539648,0.022689,0.0240314,0.00969241,0.0128762,0.0168733,0.00793875,0.00889236,0.00666164,0.043271,0.0177346,0.0212306,0.0149016,0.00789058,0.0273433,0.00974229,0.00673901,0.00492956,0.0763388,0.00934527,0.0412021,0.0135627,0.0161645,0,0,0.0435977,0,0.015324,0.0333441,0.0659799,0.0668482,0.0348457,0.0140071,0.0117298,0.0315216,0.0109058,0.0588904,0.0142695,0.0205563,0.0207285,0,0,0,0.0750894,0.0235985,0.0202967,0.0172313,0.0283718,0.019123,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0.0342847,0,0.0243842,0.0129724,0.0174984,0.00987653,0,0,0.0134717,0,0.0194142,0.00378078,0.0545593,0.0228898,0.0236513,0.00992275,0.013504,0.0181362,0.00775806,0.00857397,0.00684925,0.0438682,0.0171691,0.0202126,0.0144159,0.00831175,0.028433,0.0090306,0.00642211,0.00512721,0.0777372,0.00959205,0.0393281,0.014474,0.0198815,0,0,0.0413806,0,0.0150742,0.0316081,0.0652242,0.0642495,0.0355052,0.0134744,0.0124914,0.034129,0.0114319,0.0591484,0.0151473,0.0216079,0.0185761,0,0.0322985,0,0.0711281,0.0206199,0.0198343,0.016471,0.030381,0.0209692,0,0,0,0,0,0,0,0
