Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,
73,0,0,0,0,0.0221675,0.0272549,0,0.0948686,0.0168479,0.0428764,0.00880647,0,0,0.00783756,0,0.0173346,0.00511354,0.0424036,0.0568984,0.0249891,0.0154505,0.0118948,0.023774,0.00869013,0.0191227,0.0191221,0.0583317,0.0174184,0.0342618,0.0161665,0.0196132,0.123142,0.00688684,0.00511914,0.00635759,0.0219045,0.0139076,0.0265353,0.00796082,0.0126514,0,0,0.0325033,0,0.0124659,0.0226724,0.0635807,0.0269026,0.0295058,0.00979997,0.0120542,0.0261542,0.0020129,0.0571943,0.00734219,0.00563001,0.00539696,0,0.0269489,0.0995613,0.0220229,0.0177155,0.0106034,0.00794368,0.0243877,0.0100401,0,0,0,0,0,0,0,0
74,0,0,0,0,0.0223574,0.0270145,0,0.0895254,0.0164752,0.041186,0.00886941,0,0,0.00681478,0,0.0171155,0.00468954,0.0422391,0.0545051,0.0242866,0.0158804,0.0117221,0.0235862,0.00765814,0.0155989,0.019849,0.058242,0.0150938,0.0298818,0.014877,0.0190153,0.115274,0.00615093,0.00518595,0.00584213,0.0213292,0.0138963,0.0259852,0.00832589,0.0127639,0,0,0.0319359,0,0.0124293,0.0224107,0.0636503,0.0271155,0.0296942,0.00975282,0.0110817,0.0256773,0.00209306,0.0575401,0.00736355,0.00613444,0.00750768,0,0.027092,0.09799,0.0223377,0.0172545,0.0105993,0.0079288,0.0240407,0.0107121,0,0,0,0,0,0,0,0
75,0,0,0,0,0.0226818,0.0267072,0,0.083119,0.0162077,0.039316,0.00927727,0,0,0.00588399,0,0.0169106,0.00434142,0.0419608,0.0516727,0.0235713,0.0185274,0.0115497,0.0233078,0.00796106,0.0133552,0.021534,0.0582535,0.0126211,0.0246513,0.0133034,0.0183001,0.105755,0.00555601,0.00520087,0.0054872,0.0208574,0.0138711,0.025414,0.00880419,0.0129241,0,0,0.0311372,0,0.0123516,0.0220161,0.0636887,0.0275961,0.0299253,0.00983259,0.00999999,0.0250817,0.00289403,0.0580074,0,0.00683331,0.00808158,0,0.0271865,0.0965871,0.0229738,0.0166455,0.0105741,0.00782435,0.0236548,0.0113638,0,0,0,0,0,0,0,0
76,0,0,0,0,0.0230538,0.0263998,0,0.0757829,0.0159856,0.0373528,0.0100281,0,0,0.00515791,0,0.0167441,0.00412315,0.0418345,0.0486879,0.0229651,0.0235006,0.0115266,0.0230206,0.0105344,0.0155577,0.0243326,0.0584987,0.0106607,0.0189729,0.0115189,0.0175112,0.0948113,0.00503023,0.0051907,0.00521546,0.0208006,0.0139151,0.0251373,0.00941789,0.0131231,0,0,0.0302979,0,0.0123127,0.0215606,0.0636006,0.028413,0.030247,0.0100073,0.00893996,0.0244339,0.00276278,0.0582295,0,0.00755998,0.0109365,0,0.0271942,0.096797,0.0241186,0.0160456,0.0104802,0.00771046,0.0232699,0.0118469,0,0,0,0,0,0,0,0
77,0,0,0,0,0.0230281,0.0262606,0,0.0683576,0.0157824,0.0353599,0.0109625,0,0,0.00470539,0,0.0166212,0.0039912,0.0419262,0.0460136,0.0224749,0.0286833,0.0116916,0.0228757,0.013816,0.0202614,0.0270959,0.0585158,0.0100479,0.0142574,0.00988003,0.0167694,0.0840458,0.00462819,0.00519106,0.00498092,0.0209319,0.0140249,0.024863,0.0101011,0.0133858,0,0,0.0295471,0,0.0123197,0.0211284,0.0632499,0.0292929,0.0306118,0.0102488,0.00797279,0.0238942,0.00257954,0.0583146,0,0.00835043,0.0135684,0,0.0273466,0.0976195,0.0255146,0.0155235,0.0103469,0.00771557,0.0230166,0.0121849,0,0,0,0,0,0,0,0
78,0,0,0,0,0.0231219,0.0261631,0,0.061429,0.0156681,0.0334207,0.0118084,0,0,0.00455184,0,0.0165745,0.003847,0.0421882,0.0437509,0.0220034,0.0324609,0.0119355,0.0227231,0.0165923,0.0247897,0.0285911,0.0581991,0.0102686,0.0112226,0.00853657,0.016161,0.0742904,0.00431336,0.00519578,0.00484086,0.0211055,0.0141,0.0243871,0.0108205,0.0136422,0,0,0.0289132,0,0.0123171,0.0209368,0.0627989,0.030159,0.0309818,0.0105194,0.00716975,0.0234172,0.00272667,0.0582823,0.00683839,0.00931956,0.0150323,0,0.0275749,0.0969946,0.0268367,0.0150913,0.010239,0.00779078,0.0228777,0.0123784,0,0,0,0,0,0,0,0
79,0,0,0,0,0.0233675,0.0261084,0,0.055044,0.0156154,0.0315366,0.0125818,0,0,0.00463061,0,0.0165508,0.0037194,0.0426071,0.0417191,0.0216992,0.0347649,0.012265,0.0225222,0.0187295,0.028408,0.0291728,0.0575806,0.0106392,0.00983266,0.00752301,0.0156694,0.065423,0.00402027,0.00518274,0.00476602,0.0215119,0.0141344,0.0240333,0.0114135,0.0138529,0,0,0.028494,0,0.0123234,0.0208142,0.0625467,0.0312623,0.0313337,0.0112032,0.00661366,0.0230178,0.00352493,0.058396,0,0.0109022,0.0152004,0,0.0279826,0.0960724,0.0284255,0.0147952,0.0101179,0.0078558,0.022856,0.0124581,0,0,0,0,0,0,0,0
80,0,0,0,0,0.0235673,0.0261397,0,0.0492614,0.0155891,0.029923,0.0133012,0,0,0.0048056,0,0.016531,0.00360871,0.0431747,0.0402992,0.0215381,0.0358732,0.0126511,0.0223782,0.0202882,0.0311529,0.0290558,0.0564907,0.01123,0.00969122,0.00689135,0.015348,0.0573414,0.00375625,0.00515744,0.00481656,0.0225219,0.0140927,0.0237372,0.0119032,0.0139543,0,0,0.0282332,0,0.0122915,0.0207392,0.0623596,0.032326,0.031668,0.0115123,0.00635032,0.0226773,0.00412675,0.0584634,0.00851592,0.0118136,0.0158249,0,0.0276622,0.0961531,0.0302958,0.0146431,0.0100357,0.00787386,0.0229307,0.0124742,0,0,0,0,0,0,0,0
81,0,0,0,0,0.0237541,0.0263307,0,0.0443839,0.0155344,0.0288451,0.0138061,0,0,0.00511865,0,0.016543,0.00350855,0.0438116,0.0390769,0.0215044,0.0356469,0.0129954,0.0223186,0.0211518,0.0326947,0.0280817,0.0551009,0.0115116,0.0101788,0.00659463,0.015185,0.0506489,0.00352189,0.00515666,0.00494344,0.0239086,0.0140281,0.0235447,0.0122155,0.0140515,0,0,0.0282389,0,0.0122759,0.0208304,0.062094,0.0333163,0.031931,0.0117656,0.00619232,0.022503,0.0049567,0.0585566,0.00850706,0.0127334,0.0167056,0,0.0273601,0.0964196,0.0325595,0.01459,0.0100835,0.00789735,0.0231412,0.0125727,0,0,0,0,0,0,0,0
82,0,0,0,0,0.0238807,0.0265586,0,0.0410724,0.0155089,0.0283712,0.0137337,0,0,0.0055531,0,0.0165806,0.0034274,0.044793,0.0381838,0.0214618,0.033762,0.0130281,0.0222979,0.0209918,0.0325901,0.0260044,0.0535572,0.0112263,0.0105087,0.00666957,0.0152179,0.0461166,0.00344106,0.00514087,0.00501548,0.0248832,0.0139751,0.0234866,0.0123445,0.0141029,0,0,0.0283721,0,0.0122835,0.0210273,0.0618305,0.0338419,0.0320875,0.0121615,0.00610681,0.0223986,0.00572106,0.0583857,0.00840757,0.0136907,0.017024,0,0.0272858,0.0962798,0.0342249,0.014636,0.0101754,0.00799663,0.0234615,0.0127774,0,0,0,0,0,0,0,0
83,0,0,0,0,0.0240218,0.0268519,0,0.0388448,0.0155008,0.0283739,0.0134249,0,0,0.00608687,0,0.0166542,0.00329978,0.0457434,0.0374973,0.0215412,0.0306817,0.0129785,0.0223603,0.0200028,0.0312518,0.0231132,0.0519269,0.0105364,0.0107212,0.00707787,0.0152399,0.0431436,0.003609,0.00514751,0.00516965,0.0255567,0.0139045,0.023557,0.0123024,0.0141696,0,0,0.0285794,0,0.0122952,0.0213129,0.0616049,0.0343973,0.032095,0.0128472,0.00618286,0.022359,0.00651945,0.0581558,0,0.0150234,0.0171788,0,0.0274147,0.0956669,0.0355136,0.0147464,0.0103136,0.00813062,0.0238902,0.0131686,0,0,0,0,0,0,0,0
84,0,0,0,0,0.0241153,0.0272047,0,0.037693,0.0154658,0.0288833,0.0129257,0,0,0.0066834,0,0.0167471,0.00314798,0.0466813,0.0371572,0.0217212,0.0262288,0.0129273,0.0224982,0.0180179,0.0285695,0.019152,0.0502179,0.00952907,0.0107273,0.00771262,0.0152717,0.041853,0.0039699,0.00518009,0.00535574,0.0264493,0.0138872,0.0235764,0.0120659,0.0141685,0,0,0.0288993,0,0.0123751,0.021679,0.0614924,0.0344362,0.0320159,0.0130314,0.00645701,0.0223721,0.00709423,0.0578114,0.00871773,0.015758,0.0171877,0,0.0273508,0.0955112,0.0368021,0.0149329,0.0105024,0.00831305,0.0243267,0.0136732,0,0,0,0,0,0,0,0
85,0,0,0,0,0.0243511,0.0275308,0,0.037331,0.0153718,0.0298968,0.0121756,0,0,0.00736511,0,0.016832,0.00311039,0.047501,0.0375669,0.0221151,0.0203075,0.0129677,0.0226602,0.0148686,0.0242723,0.0139781,0.0487977,0.00809325,0.0104373,0.00854153,0.0153648,0.0419734,0.00442114,0.00522432,0.00550197,0.0272233,0.0138595,0.0236362,0.0115937,0.0140687,0,0,0.0292638,0,0.0124497,0.0220027,0.0613979,0.0343712,0.03174,0.0134007,0.00686755,0.0223555,0.00778429,0.0574344,0.0088828,0.016639,0.0169912,0,0.0272709,0.0951726,0.0380129,0.0151956,0.0107138,0.00850885,0.0247563,0.014232,0,0,0,0,0,0,0,0
86,0,0,0,0,0.0247934,0.0278948,0,0.037373,0.015258,0.0311231,0.0108001,0,0,0.00809857,0,0.0169359,0.00322283,0.0481604,0.0396146,0.0227156,0.0133776,0.0131192,0.0228671,0.0108178,0.0184038,0.00817035,0.0479209,0.00669108,0.0101544,0.00963507,0.0154419,0.0431576,0.00492188,0.00529298,0.00565813,0.027881,0.0137362,0.023706,0.0109138,0.0139469,0,0,0.0296778,0,0.0124306,0.0223927,0.061401,0.0338894,0.0313332,0.0134298,0.00741996,0.0223733,0.00829055,0.0569805,0.00895324,0.0171062,0.0164443,0,0.027062,0.0949254,0.0389631,0.0155175,0.0109413,0.00870017,0.025212,0.0147572,0,0,0,0,0,0,0,0
87,0,0,0,0,0.0249704,0.028394,0,0.0371482,0.01515,0.0326729,0.00927567,0,0,0.0088507,0,0.0170527,0.0032775,0.048573,0.0433277,0.023532,0.00610336,0.0133003,0.0231899,0.00670516,0.0110455,0.00440186,0.0477707,0.00562736,0.00994561,0.0106718,0.015516,0.0446803,0.00537456,0.00539861,0.00584807,0.028439,0.0136188,0.0238676,0.00996834,0.0138462,0,0,0.0301298,0,0.0124206,0.0228721,0.0614603,0.0333003,0.0307507,0.0132381,0.0081068,0.0225133,0.00862227,0.0564489,0.0091291,0.0172566,0.0159781,0,0.0267702,0.094656,0.0394615,0.0158149,0.0111787,0.00894179,0.0257906,0.0151219,0,0,0,0,0,0,0,0
88,0,0,0,0,0.0249844,0.0288198,0,0.0361972,0.0150538,0.0342486,0.00792803,0,0,0.00949791,0,0.017143,0.00329737,0.048747,0.0478563,0.024448,0.00568682,0.0134703,0.023542,0.00671534,0.00408957,0.00810048,0.0483359,0.00579953,0.010257,0.0113109,0.0155252,0.0456761,0.00567971,0.00547751,0.00597716,0.0287323,0.0135215,0.024259,0.00894766,0.013821,0,0,0.0304669,0,0.0124352,0.023229,0.0615134,0.0327775,0.0301089,0.0130702,0.00888628,0.0226594,0.00890948,0.0558681,0.00903758,0.0173725,0.0154952,0,0.0265135,0.0941359,0.0396831,0.0159793,0.0113471,0.00915085,0.0263172,0.0152426,0,0,0,0,0,0,0,0
89,0,0,0,0,0.0248136,0.0291772,0,0.0359553,0.0149582,0.0358505,0.00668413,0,0,0.0099363,0,0.0172366,0.00333587,0.0488535,0.0518775,0.0253572,0.0110962,0.0136087,0.0239837,0.0106414,0.00690833,0.0125498,0.0490991,0.0067085,0.0108637,0.011999,0.0156792,0.0463729,0.00595053,0.00553845,0.00604759,0.0288762,0.0134434,0.0245893,0.00796965,0.0138752,0,0,0.0306347,0,0.0124517,0.0234374,0.0616269,0.0325076,0.0294835,0.0129391,0.00967523,0.0227071,0.00915758,0.0553096,0.00882134,0.0175064,0.0149199,0,0.0263289,0.0934872,0.0398791,0.0160298,0.0114896,0.00931949,0.0268545,0.0151361,0,0,0,0,0,0,0,0
90,0,0,0,0,0.0247856,0.029493,0,0.0362815,0.0148114,0.037266,0.00587363,0,0,0.0102529,0,0.0173283,0.00333788,0.048796,0.0544153,0.0261312,0.015803,0.0137494,0.0244463,0.0152043,0.0134069,0.0163761,0.0498323,0.00784263,0.0115634,0.0126575,0.0155418,0.0463485,0.00616718,0.00562246,0.00610957,0.0288558,0.0133616,0.024761,0.00717497,0.0139239,0,0,0.0307494,0,0.0124513,0.0236232,0.0617284,0.0324957,0.0289107,0.0127896,0.0104138,0.0227036,0.00930652,0.0548342,0.00857561,0.0175798,0.0143123,0,0.0262675,0.0928019,0.0399349,0.0160906,0.011632,0.00948794,0.0273233,0.014851,0,0,0,0,0,0,0,0
91,0,0,0,0,0.0249003,0.0298456,0,0.0365437,0.0146857,0.0379202,0.00546292,0,0,0.0105455,0,0.0174476,0.00332377,0.0484699,0.0556939,0.0267914,0.0196141,0.013968,0.0248644,0.0195919,0.019851,0.0194837,0.0504819,0.00912098,0.012253,0.0133073,0.0150221,0.0458063,0.00628839,0.00574633,0.00607363,0.0286749,0.013325,0.0250649,0.00654034,0.0139712,0,0,0.0308597,0,0.0124568,0.023874,0.0618058,0.0321223,0.0283396,0.0126407,0.0110996,0.0227926,0.00935275,0.0544325,0.00839837,0.0175559,0.0137128,0,0.0262653,0.0917728,0.0399298,0.0161953,0.0117837,0.00966514,0.0277917,0.0144995,0,0,0,0,0,0,0,0
92,0,0,0,0,0.0250555,0.0301797,0,0.0376345,0.014553,0.0386219,0.00506858,0,0,0.0107657,0,0.0174729,0.003299,0.0479783,0.0556706,0.0273971,0.0224088,0.0139365,0.0252183,0.0234248,0.0253429,0.0217499,0.0511832,0.0103821,0.0127556,0.0139511,0.0142641,0.0453022,0.00624661,0.0058337,0.005911,0.0252116,0.0132689,0.0212355,0.00600579,0.0140145,0,0,0.0309329,0,0.0124264,0.0240426,0.0617268,0.0290963,0.027572,0.0111476,0.0117003,0.0229001,0.00932773,0.0542787,0.0064995,0.0163562,0.0148554,0,0.0255103,0,0.03642,0.0162939,0.0120206,0.00981819,0.028285,0.014248,0,0,0,0,0,0,0,0
93,0,0,0,0,0.0254029,0.030842,0,0.0451796,0.0143079,0.0430946,0.00400024,0,0,0.0111719,0,0.0174839,0.00336773,0.0475591,0.0579817,0.0279239,0.0235185,0.0137268,0.0259358,0.0262313,0.0285137,0.0233605,0.052512,0.0128802,0.0152955,0.0162957,0.0118134,0.0521438,0.00649019,0.00585735,0.00579502,0.0132483,0.0131206,0.0220492,0.00678351,0.014287,0,0,0.0316375,0,0.0124747,0.0246011,0.0613856,0.0359294,0.0270882,0.0147112,0.012828,0.0231531,0.0125119,0.0534761,0.00984112,0.0188686,0.0229141,0.0153231,0.028576,0,0.0257289,0.016814,0.012509,0.0101174,0.0291784,0.0146251,0,0,0,0,0,0,0,0
94,0,0,0,0,0.0251576,0.0307178,0,0.0507086,0.0142627,0.0460963,0.00384916,0,0,0.0110804,0,0.0174395,0.00325135,0.0476178,0.0594473,0.028291,0.0236722,0.0134382,0.0258712,0.0276729,0.0303009,0.0234499,0.0528892,0.0145225,0.0172523,0.0179244,0.0100263,0.0572188,0.00629412,0.00588968,0.005666,0.0133398,0.0131028,0.0219495,0.00674447,0.0141271,0,0,0.0314759,0,0.0123989,0.0246045,0.0613518,0.0350354,0.0269408,0.0139645,0.0129688,0.0229626,0.0118438,0.0535439,0.009184,0.0174596,0.0221172,0.0153232,0.028094,0,0.0255303,0.01676,0.0127377,0.0101918,0.0291919,0.0143841,0,0,0,0,0,0,0,0
95,0,0,0,0,0.0250134,0.0306491,0,0.052354,0.0141572,0.0460778,0.00366231,0,0,0.0109212,0,0.0175021,0.00309784,0.0476851,0.0581128,0.0284709,0.0233842,0.0134667,0.0257802,0.0280984,0.0308044,0.0229495,0.0527943,0.0147517,0.0173488,0.0176431,0.00951336,0.0578726,0.00616402,0.00596199,0.0055249,0.013673,0.0130009,0.0220883,0.00671092,0.0140188,0,0,0.0316088,0,0.012394,0.0248008,0.0613785,0.0341507,0.0269728,0.0132854,0.0131485,0.022995,0.011081,0.0535567,0.00855494,0.016027,0.0211462,0.015624,0.0275143,0,0.0256131,0.0169116,0.0129786,0.0103959,0.0292004,0.0141655,0,0,0,0,0,0,0,0
96,0,0,0,0,0.0250711,0.0306342,0,0.0502215,0.0140811,0.0431015,0.00362069,0,0,0.0109823,0,0.0175593,0.00300511,0.0477013,0.0533555,0.0285043,0.0228044,0.0136377,0.0257111,0.027799,0.0305048,0.021668,0.0522836,0.0138631,0.0158582,0.0157341,0.0102457,0.0543665,0.0060728,0.0060244,0.00540051,0.0141575,0.0129738,0.0222775,0.00677303,0.014007,0,0,0.0318556,0,0.012459,0.0250487,0.061438,0.0333489,0.0271592,0.0126977,0.0132648,0.0232188,0.0102581,0.0536087,0.00795188,0.0145581,0.0201782,0.0160183,0.0269592,0,0.0258132,0.0171348,0.0132578,0.0105506,0.0291823,0.0139561,0,0,0,0,0,0,0,0
97,0,0,0,0,0.0253356,0.0307057,0,0.0468418,0.0140115,0.0393074,0.00363519,0,0,0.0112108,0,0.0175193,0.00301701,0.0476847,0.047507,0.0283467,0.0216805,0.0139126,0.0256435,0.0268582,0.0295095,0.0199537,0.0514898,0.0128552,0.0142353,0.0138909,0.0115686,0.0501136,0.00596575,0.00605067,0.0054105,0.0143749,0.0129059,0.0220952,0.00696576,0.0141427,0,0,0.0321929,0,0.0125131,0.0254305,0.0615188,0.0322458,0.027461,0.0121927,0.013279,0.0236482,0.00925398,0.0536678,0.00748942,0.0129118,0.0188569,0.0163864,0.026655,0,0.0255426,0.0173893,0.0136146,0.0107635,0.029162,0.0137473,0,0,0,0,0,0,0,0
98,0,0,0,0,0.0254948,0.0306318,0,0.0467441,0.0139666,0.0380356,0.00357247,0,0,0.0114345,0,0.0175394,0.00307232,0.0480079,0.0447358,0.0280257,0.0190192,0.0140956,0.0253972,0.0248629,0.026992,0.017594,0.0505124,0.0129167,0.014425,0.0137398,0.0113378,0.0505014,0.0059521,0.00607583,0.0054237,0.0151364,0.012714,0.021923,0.00728947,0.0141749,0,0,0.0324446,0,0.0125385,0.0258048,0.0615785,0.0309179,0.0277391,0.0118212,0.0131815,0.0240396,0.00811746,0.0537824,0.00722746,0.0109691,0.0173564,0.0168214,0.0264308,0,0.0256127,0.0176484,0.0140395,0.0110411,0.0289656,0.0134384,0,0,0,0,0,0,0,0
99,0,0,0,0,0.0254604,0.0306078,0,0.0469415,0.0139081,0.0373973,0.0035621,0,0,0.0117092,0,0.0176097,0.0031985,0.0481946,0.0426169,0.0274246,0.0158435,0.01411,0.0251501,0.0221639,0.0237644,0.0154079,0.0494131,0.0124972,0.0145018,0.013772,0.0111249,0.0509598,0.00613197,0.00612169,0.00542854,0.0169843,0.0124516,0.0223711,0.00789835,0.014203,0,0,0.0329227,0,0.0125713,0.026349,0.0617348,0.0297009,0.0281917,0.0116358,0.0131486,0.0245629,0.0067225,0.0539175,0.00717423,0.0090241,0.015955,0.0178183,0.0264184,0,0.0263902,0.0180025,0.0146058,0.0114038,0.0288363,0.0131999,0,0,0,0,0,0,0,0
100,0,0,0,0,0.0249955,0.0301952,0,0.0436842,0.0139354,0.0361306,0.00454569,0,0,0.0116333,0,0.0175909,0.00328898,0.0484027,0.0392275,0.0264207,0.0136249,0.0145106,0.0243171,0.0188993,0.0208382,0.0134158,0.0473475,0.0116467,0.0146091,0.0138008,0.0108748,0.048374,0.00600948,0.00610662,0.0055109,0.0280534,0.0122654,0.0234041,0.00743893,0.0134493,0,0,0.0336451,0,0.0126814,0.0269449,0.0621934,0.0223706,0.0288049,0.00859949,0.0125021,0.0250938,0.00159349,0.0549727,0.00517028,0.00474373,0.00708071,0,0.0256231,0,0.0367375,0.0185743,0.0150425,0.0118153,0.0283682,0.0120267,0,0,0,0,0,0,0,0
101,0,0,0,0,0.0250229,0.0302559,0,0.0389267,0.013785,0.0335719,0.00451708,0,0,0.0122872,0,0.0175334,0.00357043,0.0481365,0.0340676,0.0258967,0.0123758,0.0144942,0.0239816,0.0163078,0.0184712,0.0125837,0.0459846,0.0121616,0.0157623,0.0144597,0.00994636,0.0436672,0.00622465,0.00610544,0.00563877,0.0287583,0.0120304,0.024601,0.00814443,0.0132637,0,0,0.0352042,0,0.0127902,0.028048,0.0624547,0.0227115,0.0293642,0.00968895,0.0126776,0.0260844,0.00251946,0.0552676,0.00663356,0.00600388,0.00732335,0,0.0261879,0,0.0362079,0.0195908,0.0157918,0.012336,0.0284825,0.0119483,0,0,0,0,0,0,0,0
102,0,0,0,0,0.0249752,0.0301372,0,0.0337986,0.0136584,0.0300777,0.00483096,0,0,0.0127681,0,0.0175494,0.00379536,0.0479072,0.0298394,0.0255505,0.0108851,0.0145741,0.0235638,0.0139782,0.0160963,0.0119644,0.0452556,0.0137785,0.0173305,0.015542,0.00861338,0.0383773,0.00650921,0.00610008,0.00574785,0.029257,0.0117413,0.0258729,0.00880508,0.0131362,0,0,0.0368632,0,0.0129275,0.0290725,0.0628527,0.0247276,0.0300627,0.0109117,0.01283,0.0270718,0.00435584,0.0556036,0.00822999,0.00848248,0.00852046,0,0.0270183,0,0.0351803,0.0206363,0.016223,0.0128502,0.0284255,0.0120365,0,0,0,0,0,0,0,0
103,0,0,0,0,0.0249683,0.0299192,0,0.0303804,0.0135709,0.0278657,0.00535604,0,0,0.0129827,0,0.0176164,0.00386833,0.0479858,0.02769,0.0253083,0.00869182,0.014629,0.0231614,0.012147,0.0135158,0.0109528,0.0452568,0.0152802,0.0187722,0.016319,0.00768152,0.0346066,0.00678944,0.00611838,0.00567047,0.0302111,0.0115102,0.0272473,0.009331,0.013136,0,0,0.0382148,0,0.0131302,0.0298653,0.0633715,0.0287084,0.0307451,0.0120918,0.0128778,0.0278462,0.00615483,0.0559352,0,0.0111551,0.0110017,0,0.0282001,0,0.0346051,0.0214682,0.0163592,0.0132995,0.0281379,0.012219,0,0,0,0,0,0,0,0
104,0,0,0,0,0.0248957,0.0296676,0,0.0286548,0.0135002,0.0265813,0.00564994,0,0,0.0129753,0,0.0176376,0.00376835,0.0485465,0.0261939,0.0250708,0.00634749,0.0147865,0.0227663,0.0105076,0.0103685,0.00924632,0.0456404,0.0160928,0.0196366,0.0167145,0.00725279,0.032384,0.00679231,0.00613604,0.00554127,0.0316954,0.0113024,0.029267,0.00984078,0.0131158,0,0,0.0389894,0,0.013298,0.0303229,0.0641008,0.0343897,0.0313954,0.0125355,0.0128498,0.0282738,0.00722667,0.0560713,0.0104402,0.0133479,0.0141248,0,0.0299601,0,0.0347328,0.0219563,0.0165257,0.0135802,0.0276775,0.0123711,0,0,0,0,0,0,0,0
105,0,0,0,0,0.0249572,0.0294282,0,0.0283505,0.013422,0.0256185,0.00615736,0,0,0.0128692,0,0.0175995,0.00366743,0.0492603,0.0247665,0.0248626,0.00415786,0.0149694,0.0223994,0.0079897,0.00641254,0.00693013,0.0457886,0.0163679,0.0199586,0.0165009,0.00701498,0.0315035,0.00651082,0.00614735,0.00537324,0.0340732,0.0110755,0.0320174,0.0104636,0.0132046,0,0,0.0392778,0,0.0134153,0.0306177,0.0647814,0.0412082,0.0320102,0.0127456,0.0128198,0.0285802,0.00782914,0.056429,0.0109381,0.0150112,0.0172927,0,0.0320774,0,0.0355373,0.0220829,0.0167683,0.013803,0.0272937,0.0124244,0,0,0,0,0,0,0,0
106,0,0,0,0,0.0249597,0.0290825,0,0.0284334,0.0133873,0.0248998,0.00693307,0,0,0.0127492,0,0.0176192,0.0035679,0.0498677,0.0236918,0.0246432,0.00353671,0.0152807,0.0220035,0.00432207,0.00197094,0.00428073,0.0452838,0.0163451,0.0200856,0.0158418,0.00686683,0.0311476,0.00607325,0.00618264,0.00518354,0.0366849,0.010901,0.0348888,0.0112024,0.0133845,0,0,0.0392058,0,0.0135742,0.0308291,0.065155,0.0475669,0.0325993,0.0130184,0.0127995,0.0287167,0.00836234,0.05675,0.0115587,0.0162652,0.0203846,0,0.0340808,0,0.0369229,0.0219108,0.0169561,0.0140085,0.0268668,0.0122655,0,0,0,0,0,0,0,0
107,0,0,0,0,0.0248818,0.0287954,0,0.0280758,0.0134043,0.0241001,0.00787798,0,0,0.0125556,0,0.0176875,0.00359084,0.0503095,0.0230874,0.0243213,0.00562784,0.0158075,0.0217741,0.00274722,0.00318321,0.00277885,0.0444417,0.0163522,0.0204549,0.0152144,0.00686067,0.0304497,0.00608835,0.00621812,0.00504026,0.0391462,0.0108097,0.0372841,0.0119702,0.0137048,0,0,0.0388805,0,0.0137803,0.0309263,0.0653245,0.0533194,0.0330773,0.0134994,0.0128239,0.0288556,0.00891438,0.0570124,0.0123467,0.0173969,0.0231901,0,0.0357643,0,0.0387936,0.0215806,0.0172155,0.0142273,0.0264315,0.0119654,0,0,0,0,0,0,0,0
108,0,0,0,0,0.0248864,0.0284967,0,0.0270402,0.0134818,0.0227842,0.0088896,0,0,0.0124096,0,0.017793,0.00370901,0.0506171,0.0222365,0.0241567,0.00813412,0.0162274,0.02165,0.00462407,0.00619062,0.00395541,0.0439211,0.0167446,0.0212156,0.0148978,0.00698581,0.0291092,0.00661884,0.00624177,0.00502088,0.0420739,0.0107176,0.0392083,0.0127016,0.0140329,0,0,0.038425,0,0.0139741,0.0309372,0.0655474,0.0581406,0.0333728,0.0141826,0.012994,0.0289528,0.00965043,0.0572821,0,0.0185183,0.025249,0,0.0367834,0,0.0406786,0.0212517,0.0175434,0.0144168,0.0260129,0.0116312,0,0,0,0,0,0,0,0
109,0,0,0,0,0.0248753,0.0282082,0,0.0255373,0.0136216,0.0208988,0.00984867,0,0,0.0123688,0,0.0179025,0.0040187,0.0508878,0.0208319,0.0239952,0.0100967,0.0164788,0.0215023,0.00571323,0.00738635,0.0053548,0.043888,0.0174197,0.022049,0.0147882,0.00710613,0.0273141,0.00720389,0.0062505,0.00509662,0.045363,0.0106584,0.0410297,0.0133489,0.0142306,0,0,0.0378646,0,0.0141307,0.0308043,0.0659479,0.0624139,0.0334513,0.0145107,0.0132535,0.0290315,0.0105288,0.0575331,0,0.0197368,0.0271723,0,0.037832,0,0.0426625,0.0209472,0.0177611,0.0146101,0.0257075,0.0112874,0,0,0,0,0,0,0,0
