Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LGTR,,LASI,LTHII
77,0,0,0,0,0.00611815,0.00441133,0,0,0,0.0448021,0.0114089,0.0333535,0,0,0.0101537,0,0.0195682,0.00392427,0.030475,0.0277028,0.0309888,0.00641194,0.00605002,0.019533,0.0294437,0.0517972,0.021978,0.0197231,0.0317261,0.0449165,0.00893216,0.00885669,0.00121292,0.0213668,0.01623,0.012213,0.00120987,0.00634836,0,0,0.00839265,0,0.012671,0.00642382,0.0738692,0.0340306,0.025465,0.00611948,0.00905563,0.00504901,0.00799053,0.052457,0.00693624,0.0135958,0.0178314,0,0,0.100459,0.0263618,0.00651586,0.0027299,0.00293308,0.00542809,0.00543089,0,0,0,0,0,0.0525362,0,0.00977978,0.0284822
78,0,0,0,0,0.00571693,0.00479908,0,0,0,0.0398469,0.0114295,0.0315504,0,0,0.00928428,0,0.019343,0.00360026,0.0295879,0.0277934,0.0295156,0.0065598,0.00568123,0.0197842,0.029416,0.0497832,0.0196392,0.0178008,0.0337385,0.0392715,0.0082282,0.00870812,0.00123153,0.0229736,0.0161947,0.0119233,0.00110672,0.00617506,0,0,0.00856936,0,0.0126737,0.00642583,0.0736549,0.0346894,0.0256286,0.00626808,0.00931001,0.00522818,0.00841899,0.0521239,0.00646607,0.0144781,0.0185794,0,0,0.101059,0.0284359,0.00651536,0.00270992,0.00289663,0.00578045,0.00532475,0,0,0,0,0,0.0536323,0,0.00995184,0.0263311
79,0,0,0,0,0.00566232,0.00503011,0,0,0,0.0351842,0.011452,0.0294854,0,0,0.00849341,0,0.0190788,0.00332518,0.0287308,0.027916,0.0269459,0.00665201,0.00541177,0.0197139,0.0283438,0.0483637,0.01765,0.0165143,0.0357264,0.0337568,0.00756899,0.00855596,0.00123787,0.0248689,0.0161579,0.0119081,0.00104585,0.00620308,0,0,0.00862096,0,0.0126655,0.00636963,0.0736323,0.0357727,0.026022,0.00654954,0.00955886,0.00528143,0.00904966,0.0517709,0,0.0156286,0.0192925,0,0,0.103115,0.0308011,0.00650619,0.00272032,0.00285671,0.00600567,0.00540537,0,0,0,0,0,0.0548598,0,0.0100278,0.0233345
80,0,0,0,0,0.00564714,0.00521048,0,0,0,0.0307965,0.0114283,0.0270696,0,0,0.00766719,0,0.0188594,0.00303793,0.0273988,0.0282074,0.0235291,0.00664865,0.00531602,0.0184393,0.02637,0.0467565,0.0160687,0.0157267,0.0377573,0.0284224,0.0071166,0.0084433,0.00122088,0.0258469,0.016146,0.011983,0.000894101,0.00610178,0,0,0.00848937,0,0.0126743,0.00620469,0.0735069,0.0363147,0.0261493,0.00742743,0.00958344,0.00526821,0.00968545,0.0515152,0.0062351,0.0166835,0.0198292,0,0,0.103342,0.0319831,0.00637583,0.0027341,0.00274423,0.00634979,0.00540555,0,0,0,0,0,0.0560538,0,0.0099001,0.0196904
81,0,0,0,0,0.00546292,0.00579522,0,0,0,0.0269072,0.0115963,0.0246519,0,0,0.0061302,0,0.018651,0.00244282,0.0263104,0.0284948,0.0193022,0.00650198,0.00464209,0.0161228,0.0235356,0.044887,0.0151229,0.0153481,0.0395887,0.0235445,0.00619745,0.00822236,0.00138859,0.0266954,0.0160452,0.0110884,0.00144621,0.00605723,0,0,0.00802332,0,0.0125918,0.00581071,0.0733381,0.0351539,0.0261708,0.00699397,0.00954153,0.00451604,0.0102388,0.050627,0,0.0166114,0.0209781,0,0,0.0952718,0.0326257,0.00620431,0.00279745,0.00246639,0.00672144,0.00611004,0,0,0,0,0,0.0571939,0,0.00960896,0.0153084
82,0,0,0,0,0.00507369,0.00571227,0,0,0,0.0227153,0.0113662,0.0223434,0,0,0.0060167,0,0.0185649,0.00231394,0.0249594,0.028992,0.0140933,0.00626465,0.00471499,0.0125926,0.0193944,0.0432135,0.014921,0.0153543,0.041096,0.0193041,0.00583606,0.00827855,0.0011314,0.027641,0.0160343,0.00946221,0.00192248,0.00611857,0,0,0.00777743,0,0.0126686,0.00569868,0.0734653,0.0328934,0.0260957,0.00674989,0.00937874,0.00515057,0.0105697,0.0500189,0.00564526,0.0162994,0.0219173,0,0,0.0830055,0.0337074,0.00581667,0.00267426,0.00253301,0.00707234,0.00570185,0,0,0,0,0,0.0581485,0,0.00909664,0.010531
83,0,0,0,0,0.00421235,0.00613141,0,0,0,0.020311,0.0112935,0.0206429,0,0,0.00484117,0,0.0185078,0.0017683,0.024077,0.0304901,0.00782974,0.00577479,0.00432799,0.00777159,0.013125,0.0427351,0.0152315,0.0156581,0.0424537,0.01626,0.00488973,0.00825867,0.00105111,0.0157997,0.0159324,0.0213025,0.00186939,0.00572178,0,0,0.00705458,0,0.0126466,0.00515129,0.0726646,0.0458478,0.0243986,0.0133086,0.0078835,0.00494291,0.0133962,0.0490987,0,0.0209437,0.0294467,0.0183284,0,0.0846574,0.0247911,0.00558493,0.00237649,0.00233707,0.00751801,0.00559506,0,0,0,0,0,0.0582102,0,0.00782931,0.00610563
84,0,0,0,0,0.00363485,0.00588645,0,0,0,0.021199,0.0110973,0.0207513,0,0,0.00455308,0,0.0185274,0.00162044,0.025202,0.0313502,0.00476564,0.00497265,0.00448845,0.00579084,0.00588411,0.042505,0.0162541,0.0165894,0.0420661,0.0147179,0.0046105,0.00834126,0.000858716,0.0157653,0.0158606,0.0217366,0.00222183,0.00547782,0,0,0.00643194,0,0.012688,0.0047415,0.0723076,0.0458728,0.0239505,0.0145968,0.00706408,0.00524451,0.013992,0.0487586,0.00860598,0.0220671,0.0289158,0.0191077,0,0.0836358,0.0255271,0.00530557,0.00208789,0.00225796,0.0077162,0.00504283,0,0,0,0,0,0.0582133,0,0.00664551,0.00803379
85,0,0,0,0,0.00454119,0.00628652,0,0,0,0.0247878,0.0111885,0.0230859,0,0,0.00364535,0,0.0185108,0.00145718,0.0303128,0.0324747,0.0131009,0.00405083,0.00384897,0.0111909,0.0108726,0.0429327,0.017126,0.0181375,0.0413926,0.0161997,0.00416999,0.008279,0.000846535,0.0161163,0.01563,0.0212946,0.00297336,0.00630101,0,0,0.0055708,0,0.0125581,0.00411769,0.0720497,0.0453397,0.0232025,0.015122,0.005986,0.00390043,0.0144459,0.0483705,0.00932184,0.02268,0.0287898,0.0193246,0,0.0832229,0.0259104,0.00477992,0.00231638,0.00176931,0.00787541,0.00640192,0,0,0,0,0,0.0579292,0,0.00566741,0.0139963
86,0,0,0,0,0.00422934,0.00625693,0,0,0,0.0300666,0.0111047,0.0260935,0,0,0.00322935,0,0.0185475,0.00122411,0.036784,0.0337614,0.0224376,0.00349151,0.00395908,0.0186172,0.0219565,0.0440928,0.0176086,0.0201122,0.040676,0.020769,0.0040522,0.00834159,0.000736866,0.0163347,0.0155952,0.0209281,0.00377634,0.00631494,0,0,0.00522184,0,0.0125967,0.00378326,0.0718501,0.044822,0.0224934,0.015373,0.00507966,0.00394442,0.0149504,0.0479004,0.00990203,0.0231483,0.0289092,0.0195672,0,0.0828708,0.0261254,0.00452597,0.00208638,0.00168648,0.00823384,0.00630374,0,0,0,0,0,0.0577363,0,0.00539471,0.0194817
87,0,0,0,0,0.00467349,0.00663623,0,0,0,0.0196361,0.0111799,0.0186368,0,0,0.0031153,0,0.018409,0.00112048,0.0332881,0.0345005,0.026702,0.00344832,0.00382441,0.023839,0.0278544,0.0457716,0.0163758,0.0183786,0.0419309,0.0177405,0.00400154,0.00830131,0.000637341,0.0169638,0.0155878,0.0209204,0.00417458,0.00696604,0,0,0.00511675,0,0.0125662,0.00355523,0.07168,0.0447245,0.0221562,0.0154394,0.00476083,0.00415651,0.015476,0.0474328,0.0103334,0.0236083,0.029005,0.0198334,0,0.0825056,0.0263435,0.00469227,0.0016614,0.00168211,0.00878769,0.00703577,0,0,0,0,0,0.0578213,0,0.0055983,0.023573
88,0,0,0,0,0.00473897,0.00680279,0,0,0,0.00995196,0.0112109,0.0124944,0,0,0.00297757,0,0.0183497,0.00105316,0.0331963,0.0353222,0.030302,0.00334531,0.0039007,0.0291236,0.0338643,0.0476372,0.0154107,0.0176901,0.0451311,0.0295242,0.00396732,0.00827611,0.000581791,0.0172555,0.0155439,0.0210327,0.0048674,0.00740045,0,0,0.00510393,0,0.0125432,0.00342634,0.0714938,0.0448752,0.0215844,0.0154009,0.00429936,0.0042596,0.0158662,0.0470223,0.0105623,0.0239037,0.0288491,0.0200857,0,0.0821254,0.0267504,0.00486186,0.00142457,0.00161432,0.00924994,0.00749021,0,0,0,0,0,0.0577354,0,0.00600401,0.0272883
89,0,0,0,0,0.00322418,0.00595391,0,0,0,0.0168681,0.0109109,0.0180276,0,0,0.00440168,0,0.0185114,0.00189417,0.0377769,0.0359128,0.0329645,0.00341428,0.00507539,0.033681,0.0388872,0.0493761,0.0158875,0.0187074,0.0478539,0.0379747,0.00486418,0.00847287,0.000909447,0.017193,0.0156329,0.0215392,0.0055713,0.00719541,0,0,0.00597663,0,0.012673,0.00384904,0.0711688,0.0461874,0.0211222,0.015502,0.00409887,0.00558653,0.0162425,0.0470639,0.0106172,0.0243751,0.0287185,0.0203989,0,0.0819901,0.028114,0.00552432,0.00159419,0.00195799,0.00940963,0.00611605,0,0,0,0,0,0.0575599,0,0.00638618,0.0303216
90,0,0,0,0,0.00309728,0.00590265,0,0,0,0.0243153,0.0109355,0.0239337,0,0,0.00530396,0,0.0185316,0.00241923,0.0415677,0.0360852,0.0349594,0.00344147,0.00559646,0.0371509,0.0426205,0.0508437,0.0164029,0.0194854,0.0495651,0.0441098,0.00540747,0.00845884,0.000919651,0.0172101,0.0156783,0.0217662,0.00602089,0.0075875,0,0,0.00614987,0,0.0126894,0.00374435,0.0710969,0.0465212,0.0208674,0.0153086,0.00399237,0.00600121,0.0163667,0.0470395,0.0105621,0.0242287,0.0283107,0.020378,0,0.081737,0.0286049,0.00597236,0.00147735,0.00206098,0.00974982,0.00608875,0,0,0,0,0,0.0573368,0,0.0065075,0.0326084
91,0,0,0,0,0.00229407,0.00379473,0,0,0,0.0139242,0.0102478,0.016105,0,0,0.00648932,0,0.0192136,0.00363025,0.0353398,0.0309559,0.0417399,0.0018935,0.00671346,0.0471483,0.0532559,0,0.0231076,0.0226833,0.0474466,0.0260591,0.00542843,0.00900477,0.00196274,0.0164446,0.0152519,0.0229933,0.00369466,0.00492801,0,0,0.00363789,0,0.012872,0.00229983,0.0693082,0.0480748,0.0239226,0.0153679,0.00422664,0.00344455,0.0153971,0.0492343,0.00908938,0.0238998,0.0286666,0.0179328,0,0.0836596,0.0296001,0.00436318,0.000987571,0.00171129,0.00815804,0.00129822,0,0,0,0,0,0.0506902,0,0.00289115,0.0425819
92,0,0,0,0,0.00313099,0.0052499,0,0,0,0.0310348,0.0107757,0.0267048,0,0,0.00769153,0,0.0190091,0.00365768,0.0418238,0.0355411,0.0361665,0.00331051,0.00715012,0.0393234,0.045095,0.0516511,0.0162398,0.018869,0.049376,0.0435473,0.00706347,0.00895619,0.00239387,0.0165081,0.0157214,0.0223701,0.00624153,0.00805478,0,0,0.00655862,0,0.0126614,0.00406286,0.0709253,0.0472764,0.0211403,0.0148166,0.0040582,0.0068234,0.0161836,0.0473633,0.0105319,0.0239934,0.0269668,0.0205555,0,0.0811187,0.0295881,0.00735677,0.00126283,0.00256396,0.0100247,0.00523796,0,0,0,0,0,0.057444,0,0.0057733,0.0338735
93,0,0,0,0,0.00296104,0.00611998,0,0,0,0.0275493,0.0111969,0.0205449,0,0,0.00759951,0,0.0193784,0.00333651,0.0341947,0.034059,0.0351802,0.00306611,0.00745098,0.0381931,0.0435675,0.0510477,0.0158094,0.0163299,0.0462051,0.0327825,0.00731718,0.00947217,0.00473932,0.015112,0.0155229,0.0217957,0.0054921,0.00832517,0,0,0.00628179,0,0.0127002,0.00357231,0.0710327,0.0454953,0.0226018,0.0152955,0.00429213,0.00770351,0.0159436,0.047004,0.0110429,0.0233657,0.025211,0.0211391,0,0.0801339,0.0283384,0.00805178,0.000778488,0.00256476,0.0112091,0.0050046,0,0,0,0,0,0.0580762,0,0.00492264,0.0331081
94,0,0,0,0,0.00370721,0.00504352,0,0,0,0.0216382,0.0107726,0.0181746,0,0,0.00708024,0,0.01886,0.00341661,0.0326889,0.0349164,0.0339388,0.0033291,0.00700647,0.0373282,0.0433518,0.0494552,0.0155146,0.0168493,0.0457748,0.0311119,0.00658237,0.00887631,0.0022964,0.0153755,0.01552,0.0233257,0.00620789,0.00820141,0,0,0.00651626,0,0.0126525,0.00380727,0.0707126,0.0476858,0.0214431,0.0141578,0.00447489,0.0064636,0.0150924,0.0480272,0.00980275,0.0224906,0.0257696,0.0203979,0,0.0807379,0.030377,0.0076118,0.00100186,0.00260031,0.0099666,0.00478455,0,0,0,0,0,0.0583307,0,0.00406416,0.0290721
95,0,0,0,0,0.00423086,0.00458464,0,0,0,0.0135448,0.0108396,0.0134986,0,0,0.00581425,0,0.0186519,0.00288034,0.0281412,0.0347029,0.0321894,0.00332352,0.00637095,0.0357496,0.041745,0.0475877,0.0150296,0.0158482,0.0438756,0.0227606,0.00563045,0.00863347,0.00130285,0.015047,0.015383,0.0244562,0.00631617,0.00820736,0,0,0.006402,0,0.0126437,0.00371257,0.0705063,0.0489276,0.0215894,0.0134285,0.0049732,0.00573792,0.0143923,0.0486544,0,0.021774,0.0254273,0.0200204,0,0.0809962,0.0309937,0.00718961,0.00103877,0.00243794,0.00934412,0.00481917,0,0,0,0,0,0.0587534,0,0.0033985,0.0254103
96,0,0,0,0,0.00437135,0.00427348,0,0,0,0.00977264,0.0110216,0.0130007,0,0,0.00435994,0,0.0184791,0.00216365,0.0259917,0.0342817,0.0301647,0.00318197,0.00590394,0.0337179,0.0398243,0.0456493,0.0144351,0.0147471,0.0416467,0.0124877,0.00467877,0.00842541,0.00080016,0.0144508,0.0152065,0.0255074,0.00589123,0.00794799,0,0,0.00595375,0,0.0126074,0.00347542,0.0701454,0.0496651,0.0219418,0.0133935,0.00535876,0.00490435,0.0132362,0.0496685,0.00884848,0.0208905,0.0244463,0.0192456,0,0.0816001,0.0310061,0.00673581,0.00102919,0.00214815,0.00876992,0.00483715,0,0,0,0,0,0.0590435,0,0.00276552,0.0221643
97,0,0,0,0,0.0044919,0.00469822,0,0,0,0.0138369,0.0116007,0.0177798,0,0,0.0017402,0,0.0180493,0.000674957,0.0282268,0.0334875,0.0280994,0.00284856,0.00471691,0.030961,0.03749,0.0438857,0.0141745,0.0147813,0.0398472,0.0137463,0.00348902,0.0080747,0.000432118,0.0134344,0.0147828,0.0272936,0.00553479,0.00760352,0,0,0.00420747,0,0.0122406,0.00203363,0.0699721,0.0515815,0.0226893,0.0144097,0.00577118,0.00415249,0.0123084,0.050798,0.00948935,0.0205507,0.023564,0.01856,0,0.0824232,0.0299228,0.00479906,0.00370556,0.000758378,0.00796145,0.00618412,0,0,0,0,0,0.0591332,0,0.0022037,0
98,0,0,0,0,0.00426159,0.00445733,0,0,0,0.0206009,0.0116156,0.0219817,0,0,0.00150933,0,0.0178644,0.00050135,0.0318583,0.0329216,0.0259815,0.00279599,0.00422087,0.0280211,0.0350226,0.0424954,0.0147298,0.0161319,0.038897,0.0166645,0.00286359,0.00791172,0.000336588,0.0122441,0.0145999,0.0279687,0.00519615,0.0072219,0,0,0.00352442,0,0.012292,0.00130514,0.0701382,0.0508546,0.0234366,0.0142995,0.00622733,0.00409708,0.0113725,0.05118,0.00954346,0.0192455,0.0223501,0.01793,0,0.0825629,0.0298396,0.00425721,0.00362737,0.000775645,0.00733815,0.00599749,0,0,0,0,0,0.059188,0,0.00177676,0.0190452
99,0,0,0,0,0.00402114,0.00413263,0,0,0,0.0214602,0.0116927,0.0201226,0,0,0.00163494,0,0.017819,0.000687805,0.0310856,0.032243,0.0239152,0.002784,0.00381094,0.024454,0.0315618,0.0414405,0.0147135,0.015478,0.0388495,0.0183822,0.00209851,0.00780472,0.000145828,0.0109239,0.0144334,0.0280592,0.00488829,0.00680314,0,0,0.00238823,0,0.0122902,0.000422526,0.0703563,0.0488838,0.0242578,0.0144587,0.00666258,0.00401581,0.0106047,0.0513804,0.00969156,0.017918,0.0206117,0.0174808,0,0.0825539,0.0292356,0.00381267,0.00339245,0.00098363,0.00668142,0.0058254,0,0,0,0,0,0.0591185,0,0.00135903,0.0186487
100,0,0,0,0,0.00369916,0.00389312,0,0,0,0.0242279,0.011583,0.0206859,0,0,0.00243561,0,0.0179894,0.00115398,0.0329408,0.0318035,0.0223871,0.00277753,0.00358725,0.0212197,0.0279947,0.0406452,0.0138401,0.0138935,0.0384514,0.0202454,0.00148172,0.00796583,0.00027006,0.00996009,0.0142059,0.0270489,0.00488831,0.00624075,0,0,0.00155937,0,0.0122784,0.000880046,0.0708335,0.0449771,0.0251331,0.0143658,0.00694313,0.00355748,0.00992105,0.0513679,0.00908896,0.0164818,0.0183044,0.0174442,0,0.0820595,0.0279792,0.00348383,0.00335416,0.00135056,0.00628864,0.00535608,0,0,0,0,0,0.0586268,0,0.00114248,0.0183909
101,0,0,0,0,0.00344458,0.00378577,0,0,0,0.0271449,0.0113722,0.0236925,0,0,0.0034367,0,0.0183307,0.00176054,0.0360964,0.0316763,0.020421,0.00284277,0.00352127,0.0184049,0.0244385,0.0404571,0.0120948,0.0114917,0.0378763,0.0218984,0.00141846,0.00826647,0.000647576,0.0101939,0.0139776,0.0245137,0.00522757,0.00571879,0,0,0.00266016,0,0.0122813,0.00210067,0.0716914,0.0384877,0.0261054,0.0138937,0.00714799,0.00281299,0.00933115,0.0510706,0.00800608,0.0150245,0.015312,0.0178278,0,0.0812034,0.0271859,0.00403269,0.00332849,0.0016815,0.00619728,0.00458452,0,0,0,0,0,0.0579748,0,0.00109434,0.0175499
102,0,0,0,0,0.00430296,0.00436255,0,0,0,0.0288091,0.011434,0.0271206,0,0,0.0031937,0,0.0182854,0.0014943,0.0386316,0.0317158,0.0179587,0.00304057,0.00249609,0.0163072,0.0211103,0.0411289,0.0107264,0.00921268,0.0372644,0.0226537,0.00117128,0.00824513,0.000663428,0.0116969,0.0135737,0.0202058,0.00573689,0.00543018,0,0,0.00326888,0,0.0121655,0.00307625,0.072692,0.0298573,0.0269553,0.0124841,0.0071203,0.00497154,0.00857396,0.0507256,0.00651387,0.0130912,0.0115583,0.0187488,0,0.0800546,0.0271558,0.00282933,0.00487135,0.00225965,0.006216,0.00583228,0,0,0,0,0,0.0579149,0,0.00151995,0
103,0,0,0,0,0.0043337,0.00440137,0,0,0,0.0293757,0.0113145,0.0296764,0,0,0.00372859,0,0.0184396,0.00200635,0.0398741,0.0318774,0.0158513,0.00309471,0.00230299,0.0143875,0.017737,0.0415531,0.00974538,0.00772001,0.0369219,0.0226566,0.00161613,0.00831935,0.000875817,0.014155,0.013421,0.0164132,0.00645746,0.00493667,0,0,0.00419493,0,0.0121834,0.00379265,0.0737986,0.0214667,0.0278565,0.0110047,0.00701383,0.00499488,0.00807727,0.0503934,0.00516087,0.0127808,0.00864924,0.0197685,0,0.0789903,0.0280937,0.00374536,0.00503454,0.00244534,0.00616797,0.00559436,0,0,0,0,0,0.0582307,0,0.00216832,0
104,0,0,0,0,0.00398603,0.00436033,0,0,0,0.0294352,0.0112123,0.0309546,0,0,0.00408062,0,0.0185719,0.00227858,0.0395935,0.0318166,0.0141793,0.00305389,0.00219946,0.0122243,0.0143019,0.0413505,0.00925078,0.00770715,0.0370754,0.0221773,0.00191869,0.00837836,0.000940306,0.0175851,0.0133761,0.0147793,0.00714135,0.00442929,0,0,0.00477849,0,0.0122687,0.00432731,0.0747998,0.0146582,0.028792,0.00968347,0.0069022,0.00469456,0.0076329,0.0501587,0.00381974,0,0.00813187,0.0206894,0,0.07802,0.0291591,0.00486862,0.00489773,0.00241537,0.00593566,0.00527683,0,0,0,0,0,0.0587124,0,0.00290178,0.0150473
105,0,0,0,0,0.00374555,0.00415168,0,0,0,0.0292482,0.0111728,0.0317378,0,0,0.00415106,0,0.01863,0.00227995,0.0389089,0.0314196,0.0129296,0.00308752,0.0019779,0.0104343,0.0117709,0.040112,0.00922772,0.00830556,0.0375473,0.0215193,0.00160626,0.00840307,0.000907861,0.0199297,0.0133084,0.0144047,0.00761878,0.00413936,0,0,0.00487568,0,0.0122928,0.00458317,0.0754058,0.0123506,0.0294951,0.009294,0.0067534,0.00528068,0.0075572,0.0504672,0.0025548,0.0167782,0.0105082,0.0222045,0,0.0770975,0.0303969,0.0050722,0.00508582,0.00247429,0.00541769,0.00520658,0,0,0,0,0,0.059329,0,0.00366396,0.0140356
106,0,0,0,0,0.00318817,0.00377281,0,0,0,0.0291504,0.0111021,0.0325916,0,0,0.0041215,0,0.0183928,0.00203778,0.0381625,0.030761,0.0118615,0.00333561,0.00200195,0.0100234,0.0108743,0.0386218,0.00914264,0.00874099,0.0382927,0.0213221,0.001303,0.00839125,0.000967396,0.0212437,0.0132997,0.0131473,0.00820678,0.00385562,0,0,0.00458931,0,0.0122936,0.00455697,0.0757146,0.013132,0.0300296,0.00922001,0.00661821,0.00582491,0.00787216,0.0509059,0.00221837,0.0175885,0.0141948,0.0241281,0,0.0759704,0.0304503,0.00489416,0.00506817,0.00254608,0.00484476,0.00474234,0,0,0,0,0,0.0598964,0,0.00445962,0.0132942
107,0,0,0,0,0.00350404,0.00252102,0,0,0,0.0293953,0.0113878,0.0339623,0,0,0.00297337,0,0.0180806,0.00126072,0.038022,0.0288908,0.0117177,0.00349637,0.0024273,0.0115385,0.0119939,0.0366664,0.00943826,0.00925389,0.0381176,0.02126,0.000734254,0.00822544,0.000869939,0.0374405,0.0135044,0.0176909,0.0133554,0.00393018,0,0,0.00351769,0,0.0122492,0.00368416,0.0766455,0.026925,0.0324082,0.00824641,0.00698457,0.00645257,0.00785684,0.0506687,0,0.0172004,0.0204551,0,0,0.0706473,0.0455931,0.00409288,0.00489229,0.00228882,0.0041819,0.00433984,0,0,0,0,0,0.0613199,0,0.00712136,0.0135824
108,0,0,0,0,0.00368014,0.00213737,0,0,0,0.0296434,0.0115871,0.0351143,0,0,0.00277323,0,0.0178099,0.00115844,0.0379956,0.0281491,0.0114449,0.00396725,0.00302299,0.0123782,0.0128092,0.0362858,0.0091634,0.00927105,0.0382156,0.0214328,0.000714427,0.00809514,0.000983621,0.0386109,0.013689,0.0210782,0.0144879,0.00418784,0,0,0.00302951,0,0.0121836,0.00285589,0.0767956,0.0316866,0.0327112,0.00903539,0.00685567,0.00650348,0.00913026,0.0510664,0.0126389,0.0190983,0,0,0,0.0704479,0.0435617,0.00388938,0.00470137,0.00200477,0.00394586,0.00415732,0,0,0,0,0,0.0619256,0,0.00801603,0.0136744
109,0,0,0,0,0.00460437,0.00164268,0,0,0,0.0291792,0.0116135,0.035989,0,0,0.00387349,0,0.0177306,0.00185819,0.037991,0.0276446,0.0113518,0.00433644,0.00434652,0.0126485,0.0134455,0.0364564,0.00911599,0.00945206,0.0379373,0.0213936,0.00117483,0.00812417,0.00102129,0.047103,0.0140959,0.0272385,0.015068,0.00520259,0,0,0.00178474,0,0.0122198,0.00186624,0.0765909,0.0448015,0.0326834,0.0102322,0.00676051,0.0038744,0.0111634,0.0519434,0.0131129,0.0220037,0.0266102,0,0,0.0671817,0.0502238,0.00569986,0.00321471,0.00121329,0.00374123,0.00452492,0,0,0,0,0,0.0620596,0,0.00848805,0.0135598
110,0,0,0,0,0.00570983,0.00168601,0,0,0,0.0291961,0.0120425,0.0367698,0,0,0.00376529,0,0.0176107,0.00160586,0.0381539,0.027114,0.0118236,0.00451168,0.0048363,0.0127171,0.0140228,0.0366038,0.00947145,0.00986143,0.0371409,0.0209545,0.0018993,0.00795001,0.0009643,0.045116,0.0142775,0.0286917,0.0157857,0.00611103,0,0,0.00299362,0,0.0121513,0.000623107,0.0764937,0.0452625,0.0324946,0.0126223,0.006618,0.00449528,0.0127034,0.052684,0.0146489,0.023895,0,0,0,0.0678126,0.0464439,0.00539647,0.00345167,0.000933487,0.00369181,0.00562626,0,0,0,0,0,0.0619576,0,0.00880491,0.0135186
111,0,0,0,0,0.0067261,0.00187106,0,0,0,0.0291467,0.012412,0.0374473,0,0,0.00397054,0,0.0175975,0.00167994,0.0384375,0.0267487,0.0124104,0.00455456,0.00532302,0.0123515,0.0141588,0.037006,0.010014,0.0102361,0.0362843,0.0204587,0.00277212,0.00783035,0.000974529,0.0469859,0.014484,0.0323495,0.0161177,0.0070605,0,0,0.00445596,0,0.0121072,0.000741478,0.0760877,0.049569,0.0320921,0.0161618,0.00651341,0.00490356,0.015136,0.0538944,0.0151792,0,0,0,0,0.0670173,0.0480024,0.00552038,0.00372017,0.000595641,0.00369439,0.00677384,0,0,0,0,0,0.0615805,0,0.00882456,0.0131812
112,0,0,0,0,0.0076309,0.00215796,0,0,0,0.0291468,0.0126444,0.0383256,0,0,0.00432781,0,0.0175323,0.00178001,0.0393085,0.0266325,0.0135309,0.00444519,0.00587332,0.0120403,0.0143301,0.0373524,0.0105567,0.0104441,0.0352241,0.020194,0.00362012,0.00772167,0.00104614,0.0469692,0.0147147,0.0348052,0.0160977,0.00807922,0,0,0.00602415,0,0.0121092,0.00188726,0.0759744,0.0518476,0.0315396,0.0191386,0.00645993,0.00520573,0.0173385,0.0548996,0.0165507,0,0,0,0,0.065668,0.0477587,0.00575023,0.00401004,0.000382525,0.0037591,0.00781518,0,0,0,0,0,0.0612287,0,0.00862756,0
113,0,0,0,0,0.00812604,0.00235358,0,0,0,0.0291285,0.0126214,0.0388641,0,0,0.00452073,0,0.0174209,0.00183334,0.0398846,0.0266605,0.0138974,0.00431847,0.00641427,0.0112985,0.0138341,0.0378304,0.0108685,0.010624,0.0347777,0.0200885,0.00422225,0.00769225,0.00113531,0.0455251,0.0148898,0.0366474,0.0155989,0.00878983,0,0,0.00719363,0,0.0121297,0.00276898,0.0760244,0.0527811,0.0309619,0.0213413,0.00628876,0.00543774,0.019508,0.0558773,0.0193653,0,0,0,0,0.0638663,0.0459301,0.00591983,0.00450818,0.000454617,0.00379943,0.00838797,0,0,0,0,0,0.0608635,0,0.00802835,0
114,0,0,0,0,0.00832972,0.00249265,0,0,0,0.0290719,0.0125117,0.0390971,0,0,0.00453053,0,0.0173465,0.00186609,0.0399849,0.0268201,0.0135578,0.00429442,0.00693163,0.0104759,0.0130752,0.0383104,0.0108985,0.0106644,0.0349089,0.020016,0.00453499,0.00767641,0.00127856,0.0429641,0.0150383,0.03785,0.015164,0.00919468,0,0,0.00788779,0,0.0121539,0.00339541,0.0761059,0.0530874,0.030382,0.023106,0.00602399,0.00554484,0.0218199,0.0564353,0.0216712,0,0,0,0,0.0615566,0.0425977,0.00600053,0.0049886,0.000739509,0.0039157,0.00851769,0,0,0,0,0,0.0606739,0,0.00731445,0.00989783
