Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTHI,RTIBI,LTHII,
36,0,0,0,0,0.0440727,0.0531453,0,0,0,0.10227,0.00944689,0.0393622,0.0196429,0,0,0.019703,0,0.0212647,0.00892974,0.0453528,0.060397,0.0285314,0.021152,0.0180045,0.0590102,0.0144142,0.0319359,0.0595892,0.0202176,0.041058,0.0131194,0.0182088,0.141317,0.027282,0.0102006,0.00397775,0.0397852,0.0118527,0.0303483,0.00156726,0.0193741,0,0,0.0411804,0,0.0123862,0.027873,0.0633693,0.0309316,0.0258805,0.0250535,0.0254281,0.0225519,0.0542874,0.0190122,0.0144032,0.016378,0.0231446,0.0240524,0.0387105,0.026813,0.00923589,0.0112795,0.0510427,0.0218432,0,0,0,0,0,0.00916149,0,0.0128379,0
37,0,0,0,0,0.0441192,0.0531415,0,0,0,0.106408,0.00945442,0.0405396,0.0192684,0,0,0.0201706,0,0.021126,0.00926488,0.0456462,0.0621114,0.0279813,0.0213189,0.0179665,0.0586394,0.0147564,0.0323925,0.0594904,0.0209684,0.0424303,0.0132417,0.0191232,0.14621,0.0272232,0.0101285,0.00436845,0.0398605,0.0118877,0.0307004,0.00191576,0.0195472,0,0,0.041106,0,0.0124061,0.0278202,0.0634638,0.0303484,0.0259537,0.0251627,0.0247925,0.0226237,0.0540801,0.0185619,0.0142788,0.0161377,0.0225532,0.0223614,0.0386566,0.0267162,0.00965767,0.0112313,0.0509953,0.0211709,0,0,0,0,0,0.00960721,0,0.0128325,0
38,0,0,0,0,0.0442464,0.0530705,0,0,0,0.109555,0.00946517,0.0417733,0.0189884,0,0,0.0202607,0,0.0209781,0.00950022,0.045977,0.0632651,0.0274218,0.0214485,0.0179592,0.0580637,0.015078,0.0325274,0.0592097,0.0216788,0.0436763,0.0133228,0.0199376,0.149501,0.0269764,0.010078,0.00480301,0.0398797,0.0119241,0.0310003,0.00221186,0.0196644,0,0,0.0410676,0,0.012432,0.0277489,0.0636488,0.030109,0.0259188,0.0253485,0.0240697,0.0226137,0.0541145,0.0184375,0.0141846,0.0159978,0.021986,0.020262,0.0386655,0.0266606,0.0099527,0.0111908,0.0508548,0.0207169,0,0,0,0,0,0.00980458,0,0.0128058,0
39,0,0,0,0,0.044427,0.0530034,0,0,0,0.111658,0.00949989,0.04291,0.0184544,0,0,0.0200462,0,0.0209587,0.00964173,0.0463774,0.0638929,0.0268491,0.0214847,0.0180247,0.057673,0.0152855,0.0323965,0.0587402,0.0221321,0.0446037,0.0133252,0.0206164,0.151421,0.026645,0.0100301,0.00514466,0.039603,0.0118814,0.0310647,0.00241969,0.0197065,0,0,0.0409689,0,0.0123933,0.0277396,0.0638134,0.0299868,0.0258073,0.0252851,0.0233736,0.0225597,0.0544225,0.0184579,0.0139455,0.015986,0.0216407,0.0189479,0.0384582,0.0266623,0.00998326,0.0111832,0.0506836,0.0206884,0,0,0,0,0,0.00972786,0,0.0128297,0
40,0,0,0,0,0.0445404,0.0529746,0,0,0,0.11258,0.00951202,0.0437568,0.0180779,0,0,0.0197804,0,0.0210335,0.00974593,0.0467127,0.063988,0.0262934,0.0213216,0.0181601,0.0573614,0.0153633,0.0322353,0.0579576,0.0222222,0.0450005,0.0133658,0.0211096,0.151844,0.0265308,0.00997854,0.00533589,0.0388751,0.011846,0.0307248,0.00250625,0.0197093,0,0,0.0409017,0,0.0123721,0.0277702,0.0638891,0.0292177,0.0256876,0.0251613,0.0227775,0.0224508,0.0548927,0.0180145,0.0139436,0.0162193,0.0214897,0.018294,0.0378712,0.0267011,0.00994038,0.0112118,0.0505067,0.0210437,0,0,0,0,0,0.00997378,0,0.0130248,0
41,0,0,0,0,0.0445502,0.0528602,0,0,0,0.112471,0.00944332,0.0441626,0.0178553,0,0,0.0194859,0,0.0210003,0.00959393,0.0470247,0.0637945,0.0257764,0.0210021,0.0184125,0.056991,0.015382,0.0319335,0.0570371,0.0221182,0.0449436,0.0132723,0.0213953,0.151028,0.0263949,0.00993691,0.00536345,0.036822,0.011887,0.0299582,0.00275267,0.0197875,0,0,0.0408442,0,0.0124129,0.0277613,0.0641718,0.0279326,0.0255383,0.0244393,0.0221638,0.0222549,0.0553549,0.0172455,0.0137661,0.015744,0.0218516,0,0.0358807,0.0267252,0.00994729,0.0112254,0.050276,0.0216137,0,0,0,0,0,0.00981109,0,0.0131469,0
42,0,0,0,0,0.044506,0.0527159,0,0,0,0.111489,0.00934779,0.0441525,0.0175563,0,0,0.0191254,0,0.0209026,0.00936052,0.0472719,0.0634878,0.0253857,0.0205933,0.0186636,0.0567745,0.0154861,0.0314689,0.0562052,0.0217661,0.044476,0.0131168,0.0215015,0.149257,0.0262071,0.00991444,0.00527532,0.0355193,0.0119705,0.0296293,0.00290124,0.0198454,0,0,0.0407243,0,0.0124703,0.0276519,0.0643155,0.0268446,0.0254348,0.0239597,0.0216288,0.022001,0.0558821,0.0169217,0.0134268,0.0152593,0.0213717,0,0.0344849,0.02672,0.00994691,0.0111751,0.0501238,0.0222072,0,0,0,0,0,0.00990844,0,0.0131745,0
43,0,0,0,0,0.0444789,0.0525489,0,0,0,0.109914,0.00926421,0.0436753,0.0174004,0,0,0.0187736,0,0.0208659,0.00910446,0.0475547,0.0630572,0.0250633,0.0201557,0.0189641,0.0567352,0.0156241,0.0308058,0.0554264,0.0212021,0.0436857,0.0129002,0.0214641,0.146839,0.0260777,0.00991905,0.00513016,0.0342069,0.0120087,0.0294429,0.00302849,0.0198889,0,0,0.0405434,0,0.0124769,0.0275294,0.0644898,0.025866,0.0253633,0.0236859,0.0211896,0.021739,0.0561955,0.0165755,0.0134103,0.0150235,0.020874,0,0.0330058,0.026699,0.00993965,0.0111526,0.0500493,0.0226707,0,0,0,0,0,0.0100463,0,0.0131979,0
44,0,0,0,0,0.0444768,0.0524529,0,0,0,0.107745,0.00921082,0.0428458,0.0172251,0,0,0.0184253,0,0.020858,0.00888046,0.0478564,0.0623941,0.0247411,0.0196205,0.0191973,0.0568032,0.0157647,0.0298806,0.0547017,0.0204654,0.0425424,0.0126192,0.021292,0.143847,0.0259743,0.00996515,0.00502065,0.0333734,0.0119582,0.0292699,0.00301071,0.0199502,0,0,0.0403135,0,0.0124134,0.027383,0.0643547,0.0249448,0.0253466,0.0235862,0.0207912,0.0214657,0.056238,0.016203,0.0136451,0.0147255,0.020689,0,0.0319986,0.0266254,0.00993019,0.0111389,0.0500423,0.0229127,0,0,0,0,0,0.00985212,0,0.0132809,0
45,0,0,0,0,0.0444882,0.0524182,0,0,0,0.105099,0.00916935,0.0417461,0.0171205,0,0,0.0180315,0,0.020845,0.00868007,0.04813,0.0614828,0.0244438,0.0190199,0.0193687,0.056973,0.0157891,0.0287815,0.0539976,0.0196027,0.0410947,0.01229,0.0210166,0.140293,0.0259041,0.0100176,0.00498864,0.0325492,0.0119574,0.0287983,0.00299898,0.0200473,0,0,0.0400343,0,0.012371,0.0272302,0.0641839,0.0244699,0.025283,0.0235272,0.0203757,0.021151,0.0561769,0.0160094,0.0136441,0.0144312,0.0203556,0,0.0310531,0.0265163,0.00988447,0.0110981,0.0500386,0.0229199,0,0,0,0,0,0.00964258,0,0.0133532,0
46,0,0,0,0,0.0445576,0.0523659,0,0,0,0.102012,0.00912416,0.0404152,0.0170474,0,0,0.0176201,0,0.0208138,0.00847632,0.0483667,0.0602887,0.0242219,0.0184121,0.0195379,0.0571881,0.0157282,0.0277981,0.0533624,0.0186252,0.0393473,0.0118709,0.0206893,0.136269,0.0256792,0.0100353,0.00493997,0.0317139,0.0119934,0.0283913,0.00304477,0.0201649,0,0,0.0397181,0,0.0123613,0.027053,0.0641073,0.024627,0.0252153,0.0230857,0.0199834,0.0208621,0.0561244,0.0157317,0.0131082,0.0139262,0.0199039,0,0.030151,0.0264099,0.00983728,0.0110661,0.0500281,0.022771,0,0,0,0,0,0.00945859,0,0.0134049,0
47,0,0,0,0,0.0446711,0.0522728,0,0,0,0.0987207,0.00909854,0.0389435,0.0169601,0,0,0.0173062,0,0.0208079,0.00829472,0.0485574,0.0590852,0.0239802,0.0178353,0.0196884,0.0574884,0.0156048,0.0266743,0.0528145,0.0175776,0.0373358,0.0114011,0.0203184,0.13183,0.0253805,0.0099996,0.00488385,0.0311075,0.0120437,0.0281481,0.00300938,0.0202251,0,0,0.0393543,0,0.0123503,0.0268532,0.0640513,0.0252183,0.0251777,0.0222432,0.0196447,0.020641,0.0561175,0.0152662,0.0119649,0.0136168,0.0196921,0,0.0294795,0.026287,0.00979875,0.0110002,0.0500525,0.0225878,0,0,0,0,0,0.00921818,0,0.013456,0
48,0,0,0,0,0.0447944,0.0522368,0,0,0,0.0953257,0.00908324,0.0374068,0.0166475,0,0,0.0169513,0,0.0208181,0.00808791,0.0488112,0.0578256,0.0237223,0.0172475,0.0198128,0.0577077,0.0153899,0.0253214,0.0522309,0.0165362,0.035227,0.0109568,0.0199046,0.127122,0.0252659,0.00998012,0.00479458,0.0303388,0.0121072,0.0280017,0.00298019,0.0202224,0,0,0.0390681,0,0.0123634,0.0266738,0.0640165,0.0252957,0.0251214,0.0211005,0.0193447,0.0204549,0.0560509,0.0149211,0.0111949,0.0139416,0.0193317,0,0.0287036,0.0261758,0.00974942,0.010925,0.0500608,0.0224017,0,0,0,0,0,0.00901731,0,0.013532,0
49,0,0,0,0,0.0448565,0.052289,0,0,0,0.0916477,0.00904173,0.0358285,0.0164255,0,0,0.0166816,0,0.0208606,0.0078659,0.0490924,0.0564635,0.023438,0.0166184,0.0199394,0.0578148,0.0151267,0.0237797,0.0517443,0.0154813,0.0332158,0.0104598,0.0194387,0.122303,0.0251967,0.00999545,0.00467038,0.0294098,0.012153,0.028177,0.00306828,0.0201674,0,0,0.038843,0,0.0123784,0.0265253,0.0639407,0.0251148,0.025066,0.0204315,0.0190718,0.0202905,0.0559247,0.0146715,0.0106538,0.0140966,0.0188879,0,0.0278191,0.0260587,0.00975318,0.010826,0.0500897,0.0222435,0,0,0,0,0,0.00878137,0,0.0136351,0
50,0,0,0,0,0.0448201,0.0522859,0,0,0,0.0877106,0.00896311,0.0341231,0.0162925,0,0,0.0165111,0,0.020915,0.00766928,0.0493678,0.0547195,0.023197,0.0159787,0.0200688,0.0579189,0.0149058,0.0224173,0.0514029,0.014428,0.0311628,0.0100255,0.0188944,0.117295,0.0251111,0.0100122,0.00455353,0.0287393,0.0121196,0.0282094,0.00301892,0.0200458,0,0,0.038615,0,0.01233,0.0263731,0.0638152,0.0253819,0.0250781,0.0199519,0.0188654,0.0201666,0.0558275,0.0143456,0.0100376,0.0137672,0.0188992,0,0.0273228,0.0259142,0.00972893,0.0107278,0.050213,0.0221337,0,0,0,0,0,0.00848697,0,0.0137389,0
51,0,0,0,0,0.044567,0.0522946,0,0,0,0.0834322,0.00890357,0.0323171,0.0160373,0,0,0.0163697,0,0.02097,0.00753809,0.0496559,0.0524903,0.0229037,0.0153354,0.0201886,0.0580267,0.0145496,0.0214105,0.0509577,0.0132782,0.0290872,0.00964897,0.018253,0.111842,0.0250335,0.0100339,0.00446514,0.0282793,0.0121055,0.0283853,0.00305531,0.0198779,0,0,0.0384493,0,0.0122852,0.0262472,0.0636801,0.0262211,0.0251427,0.0192921,0.018628,0.020078,0.0556811,0.0138757,0.00911255,0.0137693,0.019062,0,0.0270257,0.0257157,0.00966404,0.0106482,0.0503439,0.0221076,0,0,0,0,0,0.00814714,0.0207724,0.0137966,0
52,0,0,0,0,0.0443666,0.0523458,0,0,0,0.0786649,0.00886116,0.0303412,0.0157425,0,0,0.0162486,0,0.0209817,0.0074477,0.0499222,0.0497514,0.0226897,0.014825,0.0202901,0.0581742,0.0140522,0.0204127,0.0504852,0.0119567,0.026957,0.00927873,0.0175152,0.105715,0.0249981,0.0100521,0.00439868,0.027649,0.0121468,0.0286424,0.00301031,0.0196139,0,0,0.0383221,0,0.0122849,0.0261302,0.063548,0.0269218,0.0252459,0.0189163,0.0184294,0.0199629,0.0556635,0.0135494,0.00841283,0.0141109,0.0191857,0,0.0263448,0.0254628,0.00963297,0.0105196,0.0505465,0.0221128,0,0,0,0,0,0.00790418,0.0207179,0.0138206,0
53,0,0,0,0,0.0442809,0.0523596,0,0,0,0.0732122,0.00887687,0.028181,0.0154436,0,0,0.016146,0,0.0209912,0.00742571,0.0502484,0.0466831,0.0224929,0.0143934,0.0203904,0.0582984,0.0134705,0.0193714,0.0499838,0.0107009,0.0248234,0.00887849,0.0166999,0.0986481,0.0249996,0.0100488,0.004369,0.0263243,0.0121767,0.0285417,0.00302551,0.0194189,0,0,0.0381723,0,0.0122889,0.0260324,0.0633631,0.0270869,0.0253163,0.0188787,0.0181726,0.0198351,0.0556338,0.0134605,0.00799844,0.0146013,0.0188029,0,0.0250456,0.0253053,0.00960544,0.0104216,0.0505771,0.0221397,0,0,0,0,0,0.00788809,0.0208046,0.0137947,0
54,0,0,0,0,0.0442065,0.0523527,0,0,0,0.0671804,0.00889209,0.0258887,0.0152777,0,0,0.0161158,0,0.0209445,0.00747107,0.0506546,0.0436837,0.0223002,0.0139866,0.0204559,0.0583591,0.0128544,0.018336,0.0495075,0.00968184,0.0228208,0.00843275,0.0158605,0.0907275,0.0249931,0.0100048,0.00434516,0.0250906,0.0121677,0.0284222,0.00311419,0.0192698,0,0,0.038012,0,0.0122774,0.0259234,0.0631985,0.0272974,0.0254054,0.0185674,0.0179034,0.0196988,0.0555051,0.013301,0.00785186,0.014778,0.0183195,0,0.0238975,0.0251334,0.00958691,0.0103269,0.0506089,0.0221906,0,0,0,0,0,0.00789432,0.0213824,0.0135579,0
55,0,0,0,0,0.0440738,0.052421,0,0,0,0.0604521,0.00893764,0.0236856,0.0152339,0,0,0.0161591,0,0.0209367,0.00755139,0.0510781,0.0401026,0.0221467,0.0135308,0.0205131,0.0584987,0.0121323,0.0172341,0.0489725,0.00897795,0.0208265,0.00810678,0.0149789,0.0819663,0.0249772,0.00998898,0.00434939,0.0241516,0.0122288,0.0284163,0.00319059,0.0191166,0,0,0.0378179,0,0.0122981,0.0257624,0.0630702,0.0278594,0.0255052,0.018003,0.0176591,0.0195992,0.0553454,0.0130636,0.00761956,0.0144985,0.0180003,0,0.023229,0.0249038,0.00952863,0.0102446,0.0506946,0.0221864,0,0,0,0,0,0.00790463,0.0222608,0.0131265,0
56,0,0,0,0,0.0441912,0.0520827,0,0,0,0.0542218,0.00915661,0.0220759,0.016196,0,0,0.0163382,0,0.0208035,0.0076564,0.0517443,0.03728,0.0217222,0.0129406,0.0210678,0.0582285,0.0112742,0.0162196,0.0478631,0.00883295,0.0193003,0.00792626,0.0142304,0.0742032,0.0250532,0.00992445,0.00444157,0.0234357,0.0122938,0.0322131,0.00509689,0.0198693,0,0,0.0374371,0,0.0122928,0.0254702,0.0633673,0.0285714,0.0248747,0.0159539,0.016724,0.019337,0.0558288,0.0117949,0.00830347,0.0112417,0,0,0.0214693,0.024635,0.00949973,0.0101089,0.0502901,0.0222902,0,0,0,0,0,0.00807654,0.0211628,0.0124062,0
57,0,0,0,0,0.0442101,0.052261,0,0,0,0.0465712,0.00912649,0.0208981,0.0161066,0,0,0.016458,0,0.0208145,0.00779912,0.0522303,0.0345219,0.0216899,0.012417,0.0210781,0.0584222,0.010453,0.0149726,0.0474534,0.00899239,0.0176042,0.00767371,0.0134295,0.0644473,0.0251051,0.00992536,0.00446636,0.0232521,0.0122878,0.0317809,0.00489916,0.0197385,0,0,0.0372871,0,0.0122461,0.0253764,0.0630762,0.0281098,0.0249381,0.0152065,0.016587,0.0192569,0.0557723,0.0111296,0.00706923,0.0112435,0,0.014813,0.0221537,0.0244428,0.00950801,0.0100206,0.0505713,0.0221393,0,0,0,0,0,0.00758565,0.0219445,0.0114668,0
58,0,0,0,0,0.0441779,0.0523248,0,0,0,0.0389334,0.00910865,0.0203923,0.0159718,0,0,0.0165222,0,0.0208798,0.00791453,0.0527066,0.0327119,0.0218321,0.0121882,0.0210388,0.0585905,0.00963055,0.0137663,0.0470445,0.00950537,0.0162455,0.00740613,0.0126987,0.0547881,0.0253829,0.00995044,0.00446589,0.0234365,0.0122446,0.0317679,0.00486431,0.0196416,0,0,0.0369837,0,0.0121725,0.0252443,0.0629359,0.0280706,0.0249333,0.0143929,0.0164278,0.0190727,0.0555953,0.010577,0.00624617,0.0111891,0,0.0147492,0.0230023,0.0242664,0.00949966,0.00997612,0.0506742,0.0219374,0,0,0,0,0,0.00686799,0.0224702,0.010424,0
59,0,0,0,0,0.0441321,0.0524397,0,0,0,0.0322729,0.00904566,0.0207514,0.0157829,0,0,0.0165381,0,0.0209651,0.00789857,0.0531445,0.0318829,0.022023,0.0125903,0.0210312,0.058684,0.00915249,0.0129331,0.0466617,0.0101351,0.0152825,0.00712911,0.0120668,0.0463263,0.0254197,0.00998185,0.00443412,0.0236323,0.0121782,0.0317432,0.00478318,0.0196,0,0,0.0368931,0,0.0121388,0.0252452,0.0627623,0.0280406,0.0249391,0.0131306,0.0164719,0.0189973,0.055239,0.0105562,0.00545851,0.0109377,0,0.0146538,0.0240385,0.02421,0.00952816,0.00999961,0.0508619,0.0216425,0,0,0,0,0,0.00649687,0.0224112,0.00981924,0
60,0,0,0,0,0.0438513,0.0528497,0,0,0,0.0264637,0.00885864,0.0221783,0.0146538,0,0,0.016503,0,0.0211458,0.00789536,0.0533457,0.032334,0.0226866,0.0137476,0.0204026,0.0593058,0.00960663,0.0126857,0.0470192,0.0108697,0.0143772,0.0069208,0.0115314,0.0386038,0.0251653,0.0100848,0.00430894,0.0194976,0.0121776,0.027525,0.00326786,0.0188248,0,0,0.0368144,0,0.0121485,0.0253001,0.0621758,0.0286658,0.0253236,0.0154877,0.017132,0.0189832,0.054295,0.013556,0.00726878,0.0163101,0.0165488,0.0192351,0.0206963,0.0241834,0.00950833,0.0100109,0.0515147,0.02115,0,0,0,0,0,0.00804414,0.0240335,0.0107879,0
61,0,0,0,0,0.0436893,0.0529084,0,0,0,0.0251779,0.00884185,0.0246747,0.0143999,0,0,0.0164217,0,0.0211516,0.00786723,0.0536696,0.03508,0.0232838,0.0158317,0.0203089,0.0596919,0.0114882,0.0141948,0.0474696,0.0114872,0.014174,0.00718415,0.0112886,0.0360141,0.0251478,0.0101134,0.00420959,0.0189985,0.012209,0.027466,0.00285881,0.0187675,0,0,0.0365231,0,0.0121673,0.0252303,0.0620656,0.0289803,0.0249415,0.0150881,0.017432,0.0188426,0.054031,0.0147323,0.00770652,0.0168471,0.0165447,0.0197469,0.02068,0.0241639,0.00937811,0.0100324,0.0517193,0.0206457,0,0,0,0,0,0.00862479,0.0238944,0.013431,0
62,0,0,0,0,0.0436453,0.0530302,0,0,0,0.0262555,0.0088587,0.0276257,0.0141855,0,0,0.0164647,0,0.0211547,0.00793179,0.053829,0.0389491,0.0239986,0.0187068,0.0202747,0.0600853,0.0152251,0.0176843,0.0485928,0.012134,0.0143658,0.00787306,0.0113738,0.0362092,0.0251901,0.0100981,0.00418459,0.0186305,0.0121949,0.0272607,0.00228892,0.0187488,0,0,0.0362692,0,0.0121553,0.0251917,0.062058,0.0289415,0.0243893,0.0147568,0.017912,0.0187666,0.0536344,0.0152969,0.00820594,0.0171641,0.0165787,0.0201407,0.0208771,0.0241227,0.00946447,0.0100698,0.0519492,0.0202711,0,0,0,0,0,0.00920595,0.0237675,0.017112,0
63,0,0,0,0,0.0436378,0.05313,0,0,0,0.0281583,0.00884521,0.0303852,0.0139824,0,0,0.0165986,0,0.0211814,0.00798324,0.0538115,0.0430221,0.0246677,0.0219222,0.0202401,0.0601773,0.0203654,0.0226692,0.0501865,0.0126173,0.0146177,0.00871645,0.0116087,0.037552,0.0252752,0.0101095,0.00415633,0.0185474,0.0121861,0.0268778,0.00167887,0.0187468,0,0,0.0361204,0,0.0121548,0.0251874,0.0619326,0.028625,0.0238128,0.0145419,0.0184396,0.018729,0.0530426,0.0155951,0.0086748,0.0171229,0.0165526,0.0202149,0.0211539,0.0241303,0.00952488,0.0101114,0.0521612,0.0199994,0,0,0,0,0,0.00967658,0.0236132,0.020632,0
64,0,0,0,0,0.0435807,0.053191,0,0,0,0.0302378,0.00880454,0.0325657,0.0138912,0,0,0.0167314,0,0.0212419,0.00804902,0.0536292,0.0465619,0.0251359,0.0250419,0.020206,0.0602601,0.0256673,0.0280612,0.0516579,0.0131492,0.0149755,0.00941659,0.0118721,0.0390887,0.0254983,0.0101445,0.0041498,0.0178698,0.012173,0.0259041,0.00151201,0.0187651,0,0,0.035998,0,0.0121432,0.0251583,0.0618492,0.0279686,0.0233024,0.015219,0.0188787,0.0186493,0.0523729,0,0.00925817,0.0171974,0.0165027,0.0198094,0.0210382,0.0240984,0.00951021,0.0101682,0.0523519,0.0198024,0,0,0,0,0,0.0102915,0.0233623,0.0235884,0
65,0,0,0,0,0.0434013,0.053259,0,0,0,0.0391074,0.00875073,0.0396748,0.0137238,0,0,0.016917,0,0.0212235,0.00814615,0.0535274,0.0542326,0.0254301,0.0277183,0.0200784,0.0604629,0.0299563,0.0323322,0.0528681,0.0156809,0.0188255,0.0136324,0.00935115,0.0502256,0.0255805,0.0101484,0.00416859,0.0186672,0.0121601,0.0265293,0.00127946,0.0186435,0,0,0.0359359,0,0.012151,0.0251663,0.061549,0.0285428,0.0230741,0.0157069,0.0192541,0.0185648,0.0519726,0.016013,0.00942637,0.0169324,0.0163951,0.0194769,0.0223326,0.0240701,0.00962794,0.0102253,0.0526656,0.0196083,0,0,0,0,0,0.0104096,0.0234128,0.0259784,0
66,0,0,0,0,0.0432448,0.0533233,0,0,0,0.0481559,0.00868078,0.046742,0.0134431,0,0,0.0168869,0,0.0211938,0.00810419,0.0536283,0.061916,0.0255736,0.0299549,0.0199517,0.0606502,0.03261,0.0351783,0.0535065,0.0177227,0.0223608,0.0177949,0.00826099,0.0610788,0.0255338,0.0101179,0.0041102,0.0190865,0.0120908,0.0266248,0.00127195,0.0186134,0,0,0.0358772,0,0.0121539,0.025231,0.0614999,0.0288481,0.0228812,0.0158555,0.0193862,0.0184911,0.0516802,0.0146769,0.00974775,0.0171764,0.0163418,0.0203385,0.0229768,0.0240394,0.00977716,0.0103284,0.0528665,0.0194832,0,0,0,0,0,0.0107042,0.0232271,0.0276609,0
67,0,0,0,0,0.0431901,0.0534041,0,0,0,0.0528185,0.00865557,0.0498799,0.0129992,0,0,0.0168079,0,0.0211616,0.00806571,0.0539349,0.0658961,0.0254177,0.0313903,0.0200097,0.0606667,0.033686,0.0367889,0.0534013,0.0182917,0.0236874,0.0192404,0.00829613,0.0663021,0.025543,0.0100817,0.00407594,0.0197789,0.0119933,0.0267329,0.00128568,0.0185509,0,0,0.0361258,0,0.012182,0.0254292,0.0615858,0.0296154,0.0228019,0.015766,0.0193789,0.0185398,0.0515324,0.0124325,0.0102628,0.0176175,0.0163016,0.0213881,0.0239275,0.0241604,0.00999342,0.0105132,0.0529727,0.0194225,0,0,0,0,0,0.0111632,0.0230346,0.0285671,0
68,0,0,0,0,0.0431801,0.0533925,0,0,0,0.0522186,0.00867685,0.0486748,0.012434,0,0,0.0166512,0,0.0210894,0.00805772,0.0543444,0.0654048,0.0251971,0.0317595,0.020131,0.0606308,0.0335885,0.0373256,0.0526851,0.0177346,0.0229325,0.0181642,0.00848418,0.0655185,0.0254792,0.0100376,0.00405632,0.0200212,0.0118825,0.0264367,0.00132903,0.0184777,0,0,0.0363542,0,0.0122101,0.0256304,0.0614517,0.0298088,0.0228305,0.0156786,0.0192254,0.0186136,0.0517035,0.0121104,0.0105799,0.0177813,0.0159896,0.0217163,0.0245958,0.0243545,0.0101673,0.0107137,0.0529825,0.0195139,0,0,0,0,0,0.0114751,0.0230785,0.0284159,0
69,0,0,0,0,0.0431643,0.0533392,0,0,0,0.0465144,0.0087306,0.0437485,0.0117588,0,0,0.0163875,0,0.0209431,0.00807172,0.0547912,0.0605471,0.024984,0.0310999,0.0203019,0.0605507,0.0328691,0.0368927,0.0517458,0.0161247,0.0205069,0.015054,0.00945216,0.058902,0.025538,0.0099592,0.00402074,0.0206172,0.0117709,0.0264925,0.00153455,0.0184019,0,0,0.0365882,0,0.0122362,0.0258311,0.061296,0.030271,0.0230523,0.0154593,0.0189868,0.0186546,0.0521964,0.0122655,0.0105822,0.0175349,0.015941,0.0220214,0.0256262,0.0245111,0.0103483,0.0109046,0.052862,0.0197287,0,0,0,0,0,0.0115208,0.0234075,0.0274031,0
70,0,0,0,0,0.0431279,0.0532358,0,0,0,0.0374377,0.00881431,0.0363683,0.0111731,0,0,0.0161263,0,0.0207317,0.00796939,0.0552627,0.0527081,0.0247375,0.029647,0.0205191,0.0604219,0.0318871,0.0357103,0.0506511,0.0137082,0.0168391,0.0108057,0.0120166,0.0476346,0.0255873,0.00986233,0.00395621,0.0213326,0.0116406,0.0264968,0.0017898,0.0183903,0,0,0.0369738,0,0.012299,0.0261728,0.0610189,0.0307278,0.0233072,0.0152102,0.0186799,0.0187479,0.0528339,0.0122964,0.0103272,0.0171748,0.0158185,0.022195,0.0266934,0.0246323,0.0106406,0.0111555,0.052606,0.0199681,0,0,0,0,0,0.0113002,0.0236362,0.025589,0
71,0,0,0,0,0.0431652,0.0531191,0,0,0,0.0332399,0.00891116,0.0327203,0.0107161,0,0,0.0159792,0,0.0205694,0.00781891,0.0557039,0.0479439,0.024431,0.02737,0.0207509,0.0602507,0.0306415,0.0340503,0.0494397,0.0126635,0.0151891,0.00929795,0.0127306,0.0423046,0.0256385,0.00980339,0.00394333,0.0221191,0.0114786,0.0263488,0.00205523,0.0184219,0,0,0.0374685,0,0.012397,0.0267494,0.0607139,0.030971,0.0235606,0.0149267,0.0184256,0.0189804,0.0535335,0.0119555,0.00980884,0.0168467,0.0155575,0.0219108,0.0276778,0.0247604,0.0109827,0.0114419,0.0522647,0.0201502,0,0,0,0,0,0.0108196,0.0238671,0.0232369,0
72,0,0,0,0,0.0432889,0.0530092,0,0,0,0.0324265,0.00900389,0.0308024,0.0104467,0,0,0.0160285,0,0.0205291,0.00778441,0.055907,0.0445659,0.0240547,0.0246035,0.0209461,0.0600508,0.0291874,0.0319968,0.0482112,0.0124418,0.0145686,0.00878918,0.0122462,0.0411423,0.0256419,0.00978147,0.00400573,0.0228339,0.0112768,0.026169,0.00225611,0.0185275,0,0,0.0380585,0,0.0124949,0.0272368,0.0603547,0.0308935,0.0238557,0.0145791,0.0181831,0.0193678,0.0542199,0.011101,0.0088662,0.0164023,0.0153257,0.0212339,0.0286711,0.0249244,0.0113361,0.0117324,0.0519093,0.0202591,0,0,0,0,0,0.0100833,0.0240821,0.0205672,0
