Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTHI,RTIBI,LTHII,
209,0,0,0,0,0.048319,0.0542925,0,0,0,0.0203162,0.00770517,0.0116011,0.0112386,0,0,0.0140665,0,0.0222953,0.00500468,0.0551026,0.0155938,0.0238999,0.0127502,0.0199521,0.056967,0.00933538,0.0133307,0.0440775,0.0141313,0.0143131,0.00935414,0.00903379,0.0266611,0.0276674,0.0112966,0.00388486,0.0310936,0.0101018,0.0455771,0.0111746,0.0192463,0,0,0.0472201,0,0.0136545,0.0334087,0.0613198,0.0668287,0.0216219,0,0.0208853,0.0291182,0.0616736,0.0293338,0.0266204,0.0776011,0,0,0.0164035,0.0282311,0.0143465,0.0143164,0.0504257,0.021774,0,0,0,0,0,0.0153571,0.0345697,0.0109654,0
210,0,0,0,0,0.0481381,0.054015,0,0,0,0.0202401,0.00783303,0.0123699,0.0111048,0,0,0.0144119,0,0.0221407,0.00521962,0.0548399,0.015664,0.0243007,0.0129025,0.0197348,0.057019,0.00927397,0.0132426,0.0440327,0.0144122,0.0145246,0.00940723,0.0090069,0.025669,0.027678,0.011236,0.0037351,0.0312514,0.0102974,0.0440639,0.010862,0.0194235,0,0,0.0467075,0,0.013574,0.0329423,0.0612998,0.064044,0.0211973,0,0.0211821,0.0284901,0.0613675,0.0283287,0.0244762,0.0780061,0,0,0.0170567,0.0279848,0.0140749,0.0141065,0.0501371,0.0217568,0,0,0,0,0,0.0139596,0.0343828,0.0116741,0
211,0,0,0,0,0.0479235,0.0541281,0,0,0,0.0194665,0.00790392,0.0150099,0.00841853,0,0,0.0141932,0,0.0220643,0.0051798,0.0468037,0.0164843,0.0224655,0.0148094,0.0218987,0.0568625,0.00901533,0.0118331,0,0.0188225,0.0189594,0.0107195,0.01122,0.0222517,0.0271793,0.0112322,0.0036299,0.0318662,0.00987318,0.041018,0.00815009,0.0192141,0,0,0.0501097,0,0.0140022,0.0349747,0.061581,0.0582097,0.0234502,0,0.0188447,0.0303937,0.0624188,0.0290908,0.0236604,0.0758208,0,0,0.0186014,0.0295901,0.0146154,0.0148433,0.0499802,0.023035,0,0,0,0,0,0.0142261,0.0319469,0.0142269,0
212,0,0,0,0,0,0.055497,0,0,0,0.0215939,0.00820895,0.0138934,0.0110996,0,0,0.0151477,0,0.0215874,0.00554284,0.0541382,0.0153816,0.0248511,0.0128969,0.0188158,0.0580625,0.00878843,0.0122803,0.0439821,0.0149589,0.015039,0.00936785,0.00888064,0.0248652,0.028211,0.0109844,0.00348438,0.0329201,0.0109628,0.0401275,0.0118279,0.0218372,0,0,0.0431842,0,0.0130606,0.0303785,0.0622527,0.0536024,0.0194504,0,0.0209001,0.0287916,0.0599997,0.0381693,0.0203014,0.0768332,0,0,0.0215713,0.0242332,0.0129566,0.0129391,0.0502708,0.023517,0,0,0,0,0,0.0124033,0.0321856,0.0126917,0
213,0,0,0,0,0.0478805,0.0539579,0,0,0,0.0234535,0.00802436,0.0177558,0.00803931,0,0,0.0138991,0,0.0217503,0.00509064,0.0462139,0.0178471,0.0227954,0.0152502,0.020976,0.0572409,0.00903302,0.0117585,0,0.0196622,0.0200314,0.0116605,0.0121981,0.0256176,0.0268515,0.0110877,0.0034651,0.0339866,0.0101618,0.0351485,0.00702587,0.0188632,0,0,0.0492452,0,0.0137336,0.0342072,0.0598547,0.0442014,0.0226722,0,0.0195925,0.0296074,0.0632998,0,0.0214557,0.0728828,0,0,0.0243335,0.0289387,0.0142323,0.0141689,0.0498323,0.0228982,0,0,0,0,0,0.0149172,0.0284498,0.0154277,0
214,0,0,0,0,0.0477404,0.0531819,0,0,0,0.0239499,0.00819025,0.0168324,0.0105344,0,0,0.0142223,0,0.0214307,0.00515394,0.0534752,0.017079,0.0258553,0.0138899,0.0192648,0.0573715,0.00848388,0.0124204,0.0441695,0.015181,0.0154971,0.00978869,0.00896766,0.0266538,0.0272094,0.01089,0.00336285,0.032621,0.0109557,0.0360892,0.00957615,0.0191469,0,0,0.0448971,0,0.013305,0.0312438,0.059682,0.0451202,0.0194568,0.0172447,0.0220461,0.0265157,0.0618016,0.0196886,0.0192238,0.0758512,0,0,0.0222451,0.0267273,0.0130841,0.0130505,0.0493057,0.021717,0,0,0,0,0,0.0126279,0.030999,0.0138987,0
215,0,0,0,0,0.047875,0.0534882,0,0,0,0.0253943,0.00823874,0.0183237,0.0103189,0,0,0.0136846,0,0.0213141,0.00501217,0.0532744,0.0179382,0.026301,0.0145487,0.0199225,0.0575457,0.00859415,0.0124749,0.0440793,0.0151846,0.0156617,0.010266,0.00901937,0.0279909,0.0268372,0.0108453,0.00327731,0.0306141,0.0110578,0.0370482,0.00939722,0.0189664,0,0,0.0451861,0,0.0134923,0.0311596,0.0592757,0.0468066,0.0189644,0.0196269,0.022653,0.0262536,0.0625041,0,0.0202927,0.0748057,0,0,0.0189336,0.0266515,0.0130144,0.0130972,0.0495733,0.0217267,0,0,0,0,0,0,0.0312005,0.0144106,0
216,0,0,0,0,0.0478991,0.0534082,0,0,0,0.0276228,0.00838967,0.0198483,0.00930005,0,0,0.0135086,0,0.0210801,0.00494125,0.0529844,0.0183023,0.0268897,0.0151287,0.0192319,0.0576359,0.00867711,0.0122086,0.0442952,0.015427,0.0159795,0.0108931,0.00917964,0.0299302,0.0268413,0.0106942,0.00316289,0.0287728,0.011259,0.0381603,0.00866473,0.0190679,0,0,0.0445899,0,0.0134804,0.030692,0.0596304,0.0480486,0.0182286,0.021593,0.0226403,0.0256317,0.0624871,0,0.0206655,0.0734234,0,0,0.0160469,0.0265815,0.0128563,0.0127341,0.0493945,0.0219281,0,0,0,0,0,0,0.031553,0.0150642,0
217,0,0,0,0,0.0473869,0.0532499,0,0,0,0.0308526,0.00846184,0.021574,0.00524541,0,0,0.0127167,0,0.0209334,0.00467827,0.0517039,0.0183161,0.0294921,0.015772,0.0158798,0.0582819,0.00826658,0.0114662,0.046334,0.0164244,0.0169357,0.0111953,0.0101792,0.032936,0.0267671,0.0105676,0.00302471,0.0270247,0.0115898,0.0368254,0.00790672,0.0183026,0,0,0.0429437,0,0.0133557,0.0297814,0.0591175,0.0470153,0.0180182,0.0268669,0.0227357,0.0240442,0.0646486,0.0951519,0.023072,0.0696455,0,0,0.0139078,0.0259492,0.012523,0.012007,0.0496129,0.0218584,0,0,0,0,0,0,0.0305849,0.0159396,0
218,0,0,0,0,0.0476757,0.0533109,0,0,0,0.0333953,0.00868656,0.0231499,0.00431132,0,0,0.0124717,0,0.0206969,0.00464999,0.0513939,0.0192486,0.0304045,0.0165343,0.0145156,0.0588658,0.00830933,0.0112737,0.0471859,0.0169145,0.0174031,0.0116286,0.0105434,0.0353445,0.0270671,0.0103563,0.00283878,0.0256336,0.0117558,0.0367796,0.0097468,0.0185693,0,0,0.0420355,0,0.0134027,0.0292011,0.0599653,0.0480051,0.0176701,0.0285816,0.0227415,0.0233228,0.0644747,0.103946,0.0233126,0.0675604,0,0,0.0120957,0.0254352,0.0121893,0.0115947,0.0496627,0.0222786,0,0,0,0,0,0,0.0307785,0.0166746,0
219,0,0,0,0,0.0492144,0.0548762,0,0,0,0.0342332,0.00885525,0.0244812,0.00460922,0,0,0.0120622,0,0.0205427,0.00460954,0.0515466,0.0203142,0.0306281,0.017613,0.0147692,0.061191,0.00897781,0.0120573,0.0469485,0.017148,0.0175251,0.0119644,0.0104413,0.0363518,0.0278217,0.0101713,0.00257338,0.0247881,0.0114478,0.0395238,0.00872703,0.0195826,0,0,0.0427109,0,0.0134899,0.029465,0.0601511,0.052617,0.0182245,0.0283326,0.0229703,0.0235864,0.0638488,0.099866,0.0233347,0.0672984,0,0,0.00996102,0.0257923,0.0124005,0.011602,0.051138,0.0231879,0,0,0,0,0,0,0,0.0175158,0
