Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,T10,x68,x69,x70,x71,x72,STRN,RTIBP,LTHII,RTIBI,
66,0,0,0,0,0.0400575,0.0476183,0,0,0,0.0405331,0.0108967,0.023043,0.0066655,0,0,0.0102959,0,0.0176726,0.00653279,0.0444185,0.0205599,0.0272424,0.00891555,0.0222727,0.0598917,0.00443019,0.00492759,0.0470397,0.0161195,0.0187253,0.0120958,0.0137124,0.0449097,0.0263221,0.00802233,0.00295561,0.0323327,0.0116476,0.0372114,0.00977311,0.0183107,0,0,0.0401857,0,0.0134352,0.0294174,0.0594882,0.0471751,0.0212015,0.0131386,0.0232954,0.022037,0.0176578,0.0566836,0.0180842,0.0158842,0.0165671,0.0258574,0.0390625,0.0255626,0.0170267,0.0113399,0.0210713,0,0,0,0,0,0.0439158,0,0.00945824,0.0301215,0
67,0,0,0,0,0.0400218,0.0479094,0,0,0,0.0390583,0.0108545,0.0223967,0.00627272,0,0,0.0100015,0,0.0177641,0.00642589,0.0441919,0.0203079,0.0271268,0.00845875,0.0221024,0.0598159,0.00467935,0.0047024,0.0472516,0.0162633,0.0187531,0.01199,0.0134665,0.0438553,0.0262528,0.00802503,0.0029286,0.0304572,0.0114526,0.0347404,0.00905568,0.0182331,0,0,0.0410369,0,0.0134715,0.0298193,0.0592386,0.0446943,0.0214393,0.0136815,0.0234786,0.0226323,0.0190814,0.0569454,0.0200034,0.0180721,0.0175922,0.025614,0.0373545,0.0260337,0.0168222,0.0116281,0.020787,0,0,0,0,0,0.044253,0.00675163,0.00886059,0.029401,0
68,0,0,0,0,0.0399244,0.0480632,0,0,0,0.0373825,0.0107628,0.0213415,0.00606984,0,0,0.00975017,0,0.0178883,0.0062969,0.0438729,0.0198251,0.027151,0.0081563,0.0219687,0.0596784,0.00506365,0.00488087,0.047555,0.0164644,0.0186985,0.0115983,0.0131256,0.0421881,0.0260336,0.00807254,0.00286847,0.0278199,0.0112722,0.0334715,0.0086901,0.0181586,0,0,0.0418996,0,0.0134831,0.0303475,0.0593106,0.0452616,0.0215664,0.0125811,0.0234809,0.0228829,0.0184026,0.0566863,0.0191438,0.0175569,0.0182551,0.0268809,0.0366316,0.026565,0.016649,0.0117959,0.0207097,0,0,0,0,0,0.0444398,0.00737371,0.0080981,0.0292242,0
69,0,0,0,0,0.0397921,0.0482432,0,0,0,0.0362329,0.010613,0.0200482,0.00590784,0,0,0.00952706,0,0.0179807,0.00622395,0.04353,0.0193732,0.0273904,0.00807022,0.0218398,0.0595192,0.00560432,0.00545929,0.0480437,0.0166518,0.0186024,0.0111696,0.012797,0.0398794,0.0257851,0.00814835,0.00281272,0.0220647,0.0110853,0.0299779,0.00820382,0.018001,0,0,0.0428155,0,0.0135244,0.0311406,0.0596115,0.0434028,0.0216779,0.0113829,0.0235279,0.0231332,0.0169007,0.05598,0.0171393,0.0157982,0.0171532,0.0265673,0.0325439,0.0270984,0.0165945,0.0119854,0.0208009,0,0,0,0,0,0.0446243,0.00753678,0.00764908,0.028119,0
70,0,0,0,0,0.0396297,0.0483805,0,0,0,0.0352451,0.0104589,0.0185254,0.00573333,0,0,0.00929566,0,0.0180754,0.0061241,0.0431699,0.018911,0.0277375,0.00831905,0.0216483,0.0593511,0.00625727,0.0063283,0.048716,0.0168092,0.0184739,0.0107197,0.0124594,0.0370458,0.025635,0.00823683,0.00277976,0.015159,0.0108605,0.025732,0.00765334,0.0178205,0,0,0.0435939,0,0.0135176,0.0317077,0.060136,0.0399991,0.0217556,0.0105614,0.0236218,0.0233259,0.0146309,0.0550962,0.0144223,0.0130769,0.0156094,0.0251532,0.0264231,0.0275005,0.0167673,0.0121815,0.0210139,0,0,0,0,0,0.0448332,0.00901269,0.0075941,0.0266321,0
71,0,0,0,0,0.0394744,0.0484594,0,0,0,0.0318554,0.0103586,0.0170655,0.0055164,0,0,0.00899153,0,0.018247,0.00601904,0.0428378,0.0185447,0.0280242,0.00897275,0.0213293,0.0592625,0.00704891,0.00742526,0.0495279,0.0170072,0.0183535,0.0103571,0.0120907,0.033969,0.0255866,0.00833629,0.00278453,0.0108307,0.0107861,0.0224891,0.00708842,0.0176088,0,0,0.044085,0,0.0135566,0.0320728,0.0608233,0.0359859,0.0218209,0.0105874,0.0237387,0.0234855,0.0117739,0.0543462,0.0117017,0.00976342,0.0141717,0.0237505,0.0204779,0.0277243,0.0172318,0.0123593,0.0212427,0,0,0,0,0,0.0450962,0.0119427,0.00796175,0.0253438,0
72,0,0,0,0,0.039431,0.0485618,0,0,0,0.0292444,0.010266,0.0156022,0.0052717,0,0,0.00868563,0,0.0183925,0.00585227,0.0425042,0.0182018,0.0283747,0.0103205,0.0208525,0.0592178,0.00794086,0.0086672,0.05048,0.0171749,0.0181662,0.0100187,0.0117851,0.0305471,0.0253065,0.0083802,0.00279758,0.0132109,0.0107365,0.0210571,0.0064722,0.017378,0,0,0.0443079,0,0.0135918,0.0323319,0.0614397,0.0324792,0.0219704,0.0111453,0.023804,0.0236534,0.00899603,0.053866,0.00986378,0.00642274,0.0128686,0.0230746,0.0188041,0.0277877,0.0176786,0.0125026,0.0213735,0,0,0,0,0,0.0453144,0.0150834,0.00882795,0.0246128,0
73,0,0,0,0,0.0393804,0.0487947,0,0,0,0.0263973,0.0102041,0.0143972,0.00491933,0,0,0.00815596,0,0.0184789,0.00564548,0.0420829,0.0181451,0.0287559,0.0119897,0.02018,0.0592138,0.00894921,0.0100364,0.0516011,0.0172533,0.0179048,0.00976649,0.0115263,0.0266621,0.024977,0.0084052,0.00281242,0.0183184,0.0107068,0.019907,0.00558648,0.0170638,0,0,0.0442142,0,0.0136126,0.0325646,0.0617127,0.0298118,0.0224336,0.0122478,0.0237459,0.0240319,0.00701015,0.0535279,0.00963918,0.00441618,0.0118693,0.0229875,0.021661,0.0276884,0.0179926,0.0126909,0.0213367,0,0,0,0,0,0.045664,0.0179333,0.0100016,0.0239556,0
74,0,0,0,0,0.0391777,0.0492673,0,0,0,0.0238611,0.0100674,0.0137331,0.00424469,0,0,0.00729348,0,0.0185178,0.00530422,0.0420048,0.0178494,0.0287697,0.0140301,0.0191171,0.0592305,0.00994873,0.0114773,0.0529875,0.0171788,0.0176236,0.00954789,0.0112387,0.0224792,0.0244405,0.00846168,0.00274501,0.0303613,0.0105382,0.00741364,0.00317858,0.0166818,0,0,0.0446205,0,0.0137283,0.0331479,0.0609444,0.00640885,0.0237603,0.0160562,0.0241202,0.0247925,0.0109986,0.0531737,0.012483,0.00602864,0.00655328,0.0153314,0.0329558,0.0280189,0.0183094,0.0130891,0.0212244,0,0,0,0,0,0.0463853,0.0109373,0.0117586,0.0193673,0
75,0,0,0,0,0.0390161,0.04967,0,0,0,0.0195046,0.00995643,0.0134736,0.00422246,0,0,0.00650998,0,0.0185393,0.0050548,0.0419437,0.0177359,0.0287341,0.016148,0.0187176,0.0590591,0.011044,0.0129809,0.0542006,0.016644,0.0169515,0.00927853,0.0107469,0.0164784,0.0239954,0.00852887,0.00261445,0.0345389,0.0103888,0.00829075,0.00339976,0.0162699,0,0,0.045215,0,0.0138584,0.0337344,0.0608399,0.00961923,0.0247186,0.0164971,0.0238277,0.0251546,0.0099182,0.0527421,0.0123627,0.00595696,0.00751007,0.0159611,0.0366872,0.0284421,0.0184583,0.0134713,0.0207117,0,0,0,0,0,0.0470278,0.0106411,0.0138008,0.0181731,0
76,0,0,0,0,0.0389603,0.0500359,0,0,0,0.0181297,0.00993328,0.0144168,0.00436535,0,0,0.00589435,0,0.0186033,0.00497734,0.0420475,0.0183403,0.0285912,0.0184131,0.0183874,0.0587727,0.0121303,0.0145667,0.0555657,0.0155867,0.0162133,0.00913621,0.0103413,0.0104778,0.0236832,0.00859184,0.00253919,0.0383419,0.0102432,0.0115508,0.00387011,0.0159768,0,0,0.0458144,0,0.0139485,0.0342411,0.0609289,0.0143434,0.0256597,0.0170759,0.0233514,0.0255616,0.0093388,0.0523953,0.0128469,0.00694845,0.0100947,0.0162014,0.0393818,0.0288411,0.018579,0.0138259,0.0201028,0,0,0,0,0,0.0474635,0.0105899,0.0159026,0.0178879,0
77,0,0,0,0,0.0389607,0.0502878,0,0,0,0.0199308,0.0100129,0.0170418,0.00454277,0,0,0.00544731,0,0.0187184,0.00468068,0.042178,0.0204142,0.028466,0.0205529,0.0181144,0.0583336,0.0131775,0.0163086,0.0570901,0.0139189,0.0160347,0.00929392,0.0101427,0.00847046,0.0233677,0.00860233,0.00256696,0.0411287,0.0101226,0.0151475,0.00427238,0.0158308,0,0,0.0460799,0,0.0139541,0.0344524,0.0611272,0.0182758,0.0263825,0.0178133,0.022768,0.0258891,0.00956547,0.0521385,0.0139103,0.00848411,0.014828,0.0161236,0.0411801,0.0290552,0.0186202,0.0139747,0.0196288,0,0,0,0,0,0.0476513,0.0126326,0.0183567,0.0181712,0
78,0,0,0,0,0.0389916,0.050373,0,0,0,0.0248479,0.0101029,0.0215298,0.00474995,0,0,0.00517863,0,0.018689,0.00452336,0.0421336,0.023878,0.0284764,0.0220969,0.017932,0.0579246,0.0142733,0.0181971,0.0586003,0.0120036,0.0174785,0.00984356,0.0102079,0.0143362,0.0230023,0.00852192,0.00263564,0.0430729,0.0100957,0.0184191,0.00435874,0.0158283,0,0,0.0458424,0,0.0139443,0.034341,0.0614147,0.0205851,0.0267417,0.0184062,0.0222819,0.0261157,0.0096931,0.0525842,0.0145124,0.00929542,0.0183294,0.0161043,0.0425075,0.0291229,0.0185122,0.0139673,0.0194934,0,0,0,0,0,0.0476813,0.0161483,0.0208339,0.0186786,0
79,0,0,0,0,0.0389874,0.0503307,0,0,0,0.0318057,0.0101183,0.0269906,0.0049811,0,0,0.00511663,0,0.0186023,0.00453579,0.0418288,0.0274462,0.0285375,0.0229211,0.0179371,0.0577885,0.0153764,0.0200736,0.0598612,0.0108335,0.0207426,0.0106306,0.0105521,0.0228816,0.0227044,0.0084476,0.00275733,0.0450138,0.0101382,0.0208939,0.00430169,0.0158689,0,0,0.0452886,0,0.0138963,0.0339472,0.0617112,0.0218052,0.0269104,0.0182926,0.0220526,0.0260993,0.00937851,0.0531808,0.0142967,0.00883388,0.0194912,0.0161269,0.0445344,0.029037,0.0182765,0.0138248,0.0197896,0,0,0,0,0,0.0476104,0.0187956,0.0227855,0.0192675,0
80,0,0,0,0,0.0390209,0.0502353,0,0,0,0.0391315,0.010108,0.0317555,0.00528233,0,0,0.0052395,0,0.0186267,0.00456603,0.0413694,0.0298054,0.0285251,0.0232502,0.0181246,0.0579747,0.0165074,0.0218534,0.060764,0.0106156,0.0244484,0.0113627,0.0110946,0.0323271,0.0223299,0.00845151,0.00295764,0.0468261,0.010223,0.0224823,0.00426619,0.0158886,0,0,0.0445766,0,0.0138213,0.0333985,0.061913,0.022128,0.0270178,0.0181694,0.0221791,0.0259056,0.00957852,0.0534745,0.0138211,0.00823677,0.0188641,0.0159116,0.0468741,0.0287313,0.0180372,0.0135947,0.0203905,0,0,0,0,0,0.0474446,0.0201641,0.02417,0.0200215,0
81,0,0,0,0,0.0390934,0.0500272,0,0,0,0.0459154,0.0101492,0.0352749,0.00578395,0,0,0.00544395,0,0.0187968,0.00468008,0.0408756,0.0311218,0.0284469,0.0232792,0.0184134,0.0583289,0.0174515,0.0233838,0.0615346,0.0109554,0.027574,0.0120681,0.0116818,0.0415988,0.0220491,0.0084996,0.00322076,0.0480073,0.010335,0.0236082,0.00438489,0.0159085,0,0,0.0436722,0,0.0137372,0.0328155,0.0620418,0.0221735,0.0271889,0.0179204,0.0226393,0.025599,0.010659,0.0534709,0.0138673,0.00852938,0.0181681,0.0154376,0.0486084,0.0282508,0.0178189,0.0133579,0.0210229,0,0,0,0,0,0.0472311,0.0207449,0.0251318,0.0207475,0
82,0,0,0,0,0.039165,0.0495964,0,0,0,0.0521402,0.0101698,0.0378191,0.00633528,0,0,0.00574141,0,0.0188914,0.00487906,0.0404011,0.0322479,0.028346,0.0231426,0.0185327,0.0587966,0.0179781,0.024648,0.0623435,0.011524,0.0301102,0.0127019,0.0122147,0.0506909,0.0220535,0.00855884,0.00335825,0.0485774,0.0105139,0.0247088,0.00454386,0.0159343,0,0,0.0425211,0,0.0136313,0.0321681,0.062032,0.0226191,0.0273678,0.0177771,0.0231744,0.025138,0.0115322,0.0533852,0.0143313,0.00896918,0.0179724,0.0151605,0.0494081,0.0276966,0.0175787,0.0131135,0.0214967,0,0,0,0,0,0.0470368,0.0210386,0.0257568,0.0210477,0
83,0,0,0,0,0.0390591,0.0492537,0,0,0,0.0580905,0.0101423,0.03973,0.00676861,0,0,0.00610668,0,0.0189559,0.00480746,0.0398882,0.033765,0.0282846,0.0230514,0.0185412,0.0591679,0.0181811,0.0257674,0.0631792,0.0123117,0.032353,0.0134529,0.0126462,0.0600751,0.0222298,0.00862219,0.00334382,0.0486901,0.0106425,0.0258468,0.0045827,0.015858,0,0,0.0414734,0,0.0134806,0.0315842,0.0620408,0.0235613,0.0274251,0.0178084,0.0236845,0.0246149,0.0116012,0.0538017,0.0145204,0.00877583,0.017978,0.0153693,0.0494944,0.0272237,0.017367,0.0128806,0.0216317,0,0,0,0,0,0.0469252,0.021147,0.0260341,0.0207784,0
84,0,0,0,0,0.0387762,0.0490741,0,0,0,0.0635639,0.0101166,0.0408605,0.00699263,0,0,0.00636637,0,0.0189306,0.00458851,0.0394202,0.03575,0.0282408,0.0232145,0.0184497,0.059283,0.0181397,0.0268172,0.0639424,0.01345,0.0345227,0.0142882,0.0129705,0.0700414,0.0225882,0.00866525,0.00313309,0.0485842,0.0106921,0.0270144,0.00453683,0.0157159,0,0,0.0406525,0,0.0133093,0.0310059,0.0619606,0.0248166,0.0273649,0.0181782,0.0239767,0.0240765,0.0110426,0.0544977,0.0143738,0.00825555,0.0177175,0.0159424,0.0493095,0.0267779,0.0169978,0.012762,0.0214961,0,0,0,0,0,0.0469015,0.0210241,0.0259485,0.020044,0
85,0,0,0,0,0.0384505,0.0490442,0,0,0,0.0685112,0.0100614,0.041256,0.00688882,0,0,0.00646223,0,0.0188311,0.00462036,0.0391078,0.0384476,0.0282373,0.0236274,0.018283,0.0591114,0.0179587,0.0278908,0.0645266,0.0148809,0.0364507,0.0150822,0.013256,0.0804873,0.0229993,0.00872277,0.00281579,0.0482576,0.0107898,0.0281836,0.00456146,0.0155828,0,0,0.0400203,0,0.0131995,0.0304127,0.0617142,0.026269,0.0272902,0.0188137,0.0239516,0.0235785,0.0103747,0.0551797,0.0143727,0.00784472,0.0172696,0.0167057,0.0489233,0.0263998,0.0166486,0.0126263,0.0211496,0,0,0,0,0,0.0469237,0.0207722,0.0255039,0.0189352,0
86,0,0,0,0,0.0382348,0.0490646,0,0,0,0.0729662,0.010101,0.041075,0.00642395,0,0,0.006458,0,0.0187321,0.00447505,0.0389521,0.0417594,0.0282497,0.0243198,0.018085,0.0586286,0.0176746,0.0290308,0.0648643,0.0163451,0.0380967,0.0158334,0.0135867,0.0911716,0.023291,0.00870534,0.00259052,0.047629,0.0108594,0.0291796,0.00468274,0.0154981,0,0,0.0396294,0,0.0131692,0.0301593,0.0613071,0.0276051,0.0272503,0.0193316,0.0236181,0.0231492,0.00987066,0.0558842,0.0147327,0.0076595,0.0167269,0.0174729,0.0482288,0.0261814,0.0164227,0.0125192,0.0206457,0,0,0,0,0,0.0469829,0.0206121,0.0247995,0.0176816,0
87,0,0,0,0,0.0381469,0.0491609,0,0,0,0.0770816,0.0101874,0.040328,0.00567424,0,0,0.00648269,0,0.0186393,0.00413184,0.0388679,0.0458725,0.0282053,0.0252544,0.0179114,0.0580316,0.017379,0.0302171,0.0649242,0.0176319,0.0393911,0.0165263,0.0139347,0.100743,0.0233303,0.00867047,0.00241543,0.0468428,0.0108755,0.0297613,0.00497331,0.0154639,0,0,0.0395575,0,0.013137,0.0300069,0.0608903,0.0284328,0.0272454,0.0192441,0.0231164,0.0227863,0.00975368,0.0566118,0.015145,0.00796446,0.0159067,0.0180169,0.0472228,0.0261304,0.0163305,0.0124853,0.0201349,0,0,0,0,0,0.0470551,0.0204699,0.0241543,0.0167487,0
88,0,0,0,0,0.0382131,0.0492396,0,0,0,0.0813904,0.0102853,0.0389015,0.00510365,0,0,0.00633257,0,0.0185651,0.00396983,0.038877,0.0501382,0.0282402,0.0262882,0.0178452,0.0575736,0.0171608,0.0312985,0.0649692,0.0186977,0.0403568,0.0170994,0.0142777,0.108761,0.0232173,0.00862796,0.00236171,0.0463454,0.0108533,0.0301861,0.00533965,0.0154442,0,0,0.0398219,0,0.0131307,0.0299585,0.0606604,0.0288449,0.0272543,0.019001,0.0226831,0.0225161,0.00977577,0.0571868,0.0149986,0.00861259,0.0152799,0.018036,0.0467166,0.0261923,0.0163132,0.0125135,0.0198421,0,0,0,0,0,0.0471118,0.020174,0.0237291,0,0
89,0,0,0,0,0.0383369,0.0492102,0,0,0,0.0854311,0.0104102,0.0372283,0.00495095,0,0,0.00621815,0,0.018516,0.00409455,0.0389733,0.0541542,0.0282653,0.0272712,0.0178473,0.0572962,0.0171055,0.0322389,0.0651304,0.0195358,0.0410155,0.0173858,0.0146778,0.1158,0.0230555,0.00857717,0.00248073,0.0454701,0.0108328,0.0301257,0.00540883,0.0154549,0,0,0.0402176,0,0.0131488,0.0299049,0.0606205,0.0287867,0.0271935,0.0191097,0.0222472,0.0223647,0.00985633,0.0575685,0.0146258,0.00876294,0.0146284,0.0178226,0.0458874,0.0263368,0.0163042,0.012538,0.0199067,0,0,0,0,0,0.0470336,0.0201197,0.0236193,0,0
90,0,0,0,0,0.0383857,0.0491283,0,0,0,0.0891322,0.0105114,0.0362233,0.00504621,0,0,0.00632677,0,0.0184849,0.00439468,0.0390808,0.0578913,0.0281851,0.0280926,0.0179049,0.057143,0.0172733,0.0333747,0.0653793,0.0200805,0.0413313,0.0173751,0.015213,0.122204,0.022732,0.00852842,0.00273984,0.044411,0.0107927,0.0296503,0.00536015,0.0154747,0,0,0.0404845,0,0.0131358,0.0298419,0.0606598,0.0284001,0.0271415,0.0193003,0.0218934,0.0222964,0.0103987,0.0578306,0.0146506,0.00917301,0.0147518,0.0175026,0.0451127,0.0264647,0.0162378,0.0125011,0.0203739,0,0,0,0,0,0.0469444,0.0208541,0.0238334,0,0
91,0,0,0,0,0.038312,0.0489566,0,0,0,0.0923857,0.0105939,0.0361599,0.00520108,0,0,0.00658507,0,0.0184531,0.00481166,0.0391625,0.0606458,0.0279503,0.0286053,0.0179417,0.0569829,0.017475,0.0343754,0.0655686,0.0203672,0.0414211,0.0172748,0.0159425,0.128036,0.0224083,0.00848114,0.00307669,0.0419189,0.0107024,0.0289539,0.00519792,0.0155214,0,0,0.0405145,0,0.0130655,0.0297964,0.06049,0.0275436,0.0270505,0.0177351,0.0215396,0.0222197,0.00986353,0.0581819,0.0136069,0.00875619,0.0141764,0.0171669,0.0427624,0.0264561,0.016156,0.012536,0.0210573,0,0,0,0,0,0.0468099,0.0207589,0.0241753,0,0
92,0,0,0,0,0.0381599,0.0487389,0,0,0,0.0953657,0.0106343,0.0364818,0.00523183,0,0,0.00682226,0,0.018429,0.00495449,0.0391322,0.0625553,0.0277004,0.0289399,0.0179572,0.0567138,0.01774,0.035119,0.065661,0.0205626,0.0415367,0.0172054,0.0167481,0.132817,0.0221752,0.00842176,0.0034296,0.0406817,0.010601,0.0289976,0.005082,0.0155759,0,0,0.0403703,0,0.0129892,0.0297312,0.0604835,0.0274121,0.0269776,0.0167573,0.0212347,0.0221494,0.00924924,0.0583487,0.0130526,0.00861854,0.0144209,0.0168135,0.0417108,0.0263669,0.0160675,0.0126316,0.0216765,0,0,0,0,0,0.0466572,0.0209148,0.0244696,0,0
93,0,0,0,0,0.037981,0.0485037,0,0,0,0.0980927,0.0106522,0.0367696,0.00508858,0,0,0.00703472,0,0.0183964,0.00481159,0.0391212,0.0635219,0.0273981,0.0290224,0.0179637,0.0563027,0.0180033,0.0355413,0.065609,0.0207424,0.0417502,0.0171178,0.0175049,0.136455,0.0220307,0.00835712,0.00370762,0.0390934,0.010567,0.0287233,0.00489359,0.0156615,0,0,0.0401289,0,0.0129552,0.029612,0.0604648,0.0272803,0.0268327,0.0156154,0.0208422,0.0220784,0.00810366,0.0585917,0.0123685,0.00824764,0.0145533,0.0161918,0.0401583,0.0262134,0.0159997,0.0127016,0.0219709,0,0,0,0,0,0.0464228,0.0212359,0.0246191,0,0
94,0,0,0,0,0.0378481,0.0482789,0,0,0,0.100418,0.0106817,0.0371586,0.00486654,0,0,0.00715956,0,0.0184409,0.00473293,0.0391809,0.0636902,0.0270292,0.0288761,0.0179957,0.0558255,0.0181864,0.0356167,0.0654263,0.020861,0.041983,0.0170364,0.0181604,0.13883,0.0219703,0.00838153,0.00382705,0.0370264,0.0105225,0.0280907,0.00463942,0.0157406,0,0,0.0398808,0,0.0129167,0.029513,0.0604468,0.0273144,0.0266017,0.0145717,0.0203585,0.0220324,0.00788273,0.0589621,0.0117726,0.00736267,0.0145521,0.0153372,0.0380399,0.0260222,0.0159516,0.0127508,0.0220189,0,0,0,0,0,0.0460902,0.0216689,0.024637,0,0
95,0,0,0,0,0.0378526,0.0480823,0,0,0,0.102042,0.010651,0.0376926,0.00460133,0,0,0.00727107,0,0.0184652,0.00474676,0.0393454,0.0632764,0.0267311,0.0284983,0.0180205,0.0553702,0.0182013,0.0352774,0.0651552,0.020824,0.0421185,0.0169205,0.0186694,0.139724,0.0219322,0.00842489,0.00381817,0.0344268,0.0104648,0.0273786,0.00435953,0.015815,0,0,0.0396485,0,0.0128844,0.0294442,0.0602994,0.0275038,0.0263175,0.0134839,0.0198679,0.0219595,0.00809188,0.0594195,0.0111516,0.00632711,0.0146701,0.0146096,0.0353535,0.0258518,0.0159787,0.0127868,0.0219935,0,0,0,0,0,0.0457894,0.022254,0.0245053,0,0
96,0,0,0,0,0.0378774,0.0479383,0,0,0,0.102708,0.0105904,0.0380825,0.00443612,0,0,0.00725395,0,0.0184137,0.00461906,0.0395395,0.0623025,0.0264767,0.0279369,0.0180855,0.0549546,0.0180139,0.0346006,0.0647745,0.0206253,0.0419958,0.0167212,0.0190541,0.139947,0.0218303,0.00842998,0.0037249,0.0313117,0.010424,0.0267547,0.00403058,0.0159143,0,0,0.0395047,0,0.0129025,0.0293583,0.060066,0.0281741,0.0260274,0.012308,0.0193635,0.0218601,0.00790095,0.0599816,0.0105019,0.00680288,0.0146665,0.0140819,0.0320563,0.0257357,0.0160392,0.0129032,0.0220303,0,0,0,0,0,0.0455222,0.0227555,0.0241998,0,0
97,0,0,0,0,0.0379118,0.0478973,0,0,0,0.102521,0.0104877,0.0382447,0.00435597,0,0,0.00728644,0,0.0183674,0.0047006,0.0397201,0.061001,0.0262811,0.0272583,0.0181612,0.0546294,0.0177418,0.0337153,0.0643048,0.0202872,0.0416611,0.016427,0.0192561,0.139205,0.0216958,0.00842961,0.00357248,0.0292758,0.0103639,0.0267107,0.0038925,0.0160261,0,0,0.0394617,0,0.0129233,0.0292892,0.0600094,0.0291027,0.0258885,0.0123847,0.0189421,0.0217604,0.00808851,0.0601224,0.0105783,0.00803342,0.0151357,0.01338,0.0300062,0.0256352,0.0161097,0.0130325,0.0220977,0,0,0,0,0,0.0452879,0.0230516,0.024008,0,0
98,0,0,0,0,0.0380372,0.0478711,0,0,0,0.101606,0.0104522,0.0381649,0.00441049,0,0,0.0072267,0,0.0184123,0.00463554,0.0399598,0.0597433,0.0260863,0.0265035,0.0182362,0.0544205,0.017453,0.0326711,0.0638049,0.0197314,0.0410443,0.016044,0.0192855,0.137464,0.0215713,0.00849741,0.00337692,0.0272427,0.0102715,0.0265995,0.0037516,0.0160852,0,0,0.0394509,0,0.0129415,0.0294409,0.0599471,0.0298502,0.025859,0.0125065,0.0185304,0.0216702,0.00813251,0.0601452,0.0106747,0.00918611,0.0156265,0.0128282,0.0279854,0.0256,0.0162075,0.0131601,0.0221022,0,0,0,0,0,0.0451163,0.0236445,0.0247392,0,0
99,0,0,0,0,0.0381422,0.0478474,0,0,0,0.100624,0.0104498,0.037985,0.0045646,0,0,0.00721612,0,0.0185436,0.0043674,0.0401636,0.0584832,0.0258684,0.0256643,0.0183661,0.054325,0.0171583,0.0314698,0.0632738,0.0189472,0.0401344,0.0156263,0.019237,0.135082,0.0214555,0.00858069,0.00331217,0.0252116,0.0101524,0.0264446,0.00364231,0.0161474,0,0,0.0395215,0,0.012953,0.0295155,0.0598889,0.0307972,0.0259634,0.0125539,0.018165,0.0215662,0.0080411,0.0600474,0.0107671,0.00980143,0.0162543,0.0124175,0.0259908,0.0256519,0.0163031,0.0133603,0.022022,0,0,0,0,0,0.04501,0.025214,0.0255781,0,0
100,0,0,0,0,0.0381637,0.0478294,0,0,0,0.0990268,0.0103892,0.037553,0.00469791,0,0,0.00716333,0,0.0185777,0.00420228,0.0402285,0.0571926,0.025572,0.0251838,0.0187142,0.0542524,0.0169139,0.0302633,0.0629022,0.0181682,0.0390794,0.0154718,0.0191301,0.132203,0.021266,0.00861903,0.00331646,0.0235468,0.0100784,0.0267661,0.00353971,0.0162302,0,0,0.0397784,0,0.0130175,0.0295804,0.0598938,0.0322825,0.0261874,0.0124878,0.017835,0.0215125,0.00787765,0.0598984,0.0107437,0,0.0168685,0.0120109,0.0242233,0.0258535,0.0164199,0.0135568,0.0219208,0,0,0,0,0,0.0449835,0.0257513,0,0,0
101,0,0,0,0,0.0381909,0.0478231,0,0,0,0.0967606,0.0102923,0.0367166,0.0049079,0,0,0.00718338,0,0.0185676,0.00423228,0.0404052,0.0555695,0.0252838,0.0242204,0.0189108,0.0542426,0.0163542,0.0284739,0.0624291,0.0170441,0.0374885,0.0149476,0.0189017,0.128743,0.0211593,0.00864707,0.00333867,0.0235046,0.0100724,0.0284229,0.00363917,0.016311,0,0,0.0397727,0,0.0130808,0.0296943,0.0599985,0.0348268,0.0264024,0.012972,0.0175558,0.0213911,0.00812632,0.0595562,0.0109332,0,0.0173507,0.0116894,0.02411,0.0259145,0.0165005,0.0136702,0.0218476,0,0,0,0,0,0.0449968,0.0243467,0,0,0
102,0,0,0,0,0.0381871,0.0478679,0,0,0,0.0940412,0.0102318,0.0356719,0.00516485,0,0,0.00705898,0,0.0185757,0.00439806,0.0407295,0.0537278,0.0250423,0.0229684,0.0189964,0.0543187,0.0155745,0.0264321,0.0617821,0.0156374,0.0354439,0.0140666,0.018575,0.124723,0.0209965,0.00864704,0.00337643,0.0266164,0.0100505,0.0315568,0.00391983,0.0163363,0,0,0.0395877,0,0.0131187,0.0296708,0.0604421,0.0379115,0.0266933,0.0145822,0.0173086,0.0211498,0.00920218,0.058678,0.012084,0,0.0183692,0.0117519,0.0275531,0.0258902,0.0165607,0.0137798,0.0218399,0,0,0,0,0,0.0450278,0.0634867,0.0255172,0,0
