Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,T10,x68,x69,x70,x71,x72,STRN,RTIBP,LTHII,RTIBI,
179,0,0,0,0,0.0392586,0.0496498,0,0,0,0.0433174,0.0115451,0.0235191,0.00466288,0,0,0.00485293,0,0.0176519,0.00294023,0.0429097,0.0210907,0.0289504,0.00915775,0.0174865,0.0576949,0.00550594,0.00510895,0.047889,0.0173851,0.0204245,0.0121587,0.0141346,0.04768,0.0212571,0.00795812,0.0012269,0.0174832,0.0110075,0.0122718,0.00475292,0.0159189,0,0,0.0434556,0,0.0141135,0.0320281,0.0604203,0.0130555,0.0242171,0.0172503,0.0205604,0.0218448,0.0162987,0.0537108,0.0158484,0.0121107,0.0156586,0.0165195,0.0156183,0.0279597,0.0146566,0.0142022,0.0211634,0,0,0,0,0,0.0471087,0.075977,0.00912935,0,0
180,0,0,0,0,0.0393466,0.0496639,0,0,0,0.040464,0.0113984,0.0216569,0.00464704,0,0,0.00470031,0,0.017597,0.00285688,0.0427746,0.0203342,0.0289636,0.0082108,0.0172817,0.0577186,0.00567731,0.00484342,0.0483735,0.0176854,0.0204608,0.0116589,0.0136015,0.0449736,0.0213363,0.00796738,0.00115661,0.0181296,0.0109724,0.0117993,0.00475172,0.0158069,0,0,0.0436477,0,0.0141841,0.0322027,0.0605097,0.0111945,0.0244986,0.0171159,0.0204961,0.0218555,0.0156955,0.053305,0.0151056,0.011882,0.0157921,0.0162107,0.0166355,0.0278816,0.0147795,0.0142082,0.0209133,0,0,0,0,0,0.0472639,0.076183,0.00781748,0,0
181,0,0,0,0,0.0395125,0.0497357,0,0,0,0.0374176,0.0113454,0.0195918,0.0046173,0,0,0.00450214,0,0.0175656,0.00282284,0.0427572,0.0194876,0.0291367,0.00785691,0.016949,0.0576711,0.00617111,0.0052919,0.0490778,0.01808,0.0204535,0.0111418,0.0131283,0.0417093,0.0213075,0.00794549,0.00116574,0.0201034,0.0108697,0.0117886,0.00452733,0.0155764,0,0,0.04406,0,0.0142398,0.0323756,0.0607704,0.0090764,0.0248324,0.0169029,0.0204017,0.0218849,0.0143331,0.052833,0.0141884,0.0109081,0.0159031,0.0158728,0.018487,0.0279801,0.015026,0.0143192,0.0207722,0,0,0,0,0,0.047456,0.0762791,0.00689614,0,0
182,0,0,0,0,0.0397283,0.049854,0,0,0,0.0337244,0.0113264,0.017354,0.00462703,0,0,0.00417249,0,0.0175446,0.00281842,0.0427567,0.018797,0.0294464,0.00857279,0.0165585,0.0576066,0.0070265,0.00642263,0.0500933,0.0184942,0.0202491,0.0106035,0.0126581,0.0376435,0.0211773,0.00791714,0.00124805,0.0229639,0.0107524,0.0126231,0.00435486,0.0154681,0,0,0.0446186,0,0.0143,0.0325692,0.0609702,0.00945346,0.0251255,0.0168827,0.0202818,0.0218637,0.0124275,0.052435,0.0133705,0.00961098,0.0150979,0.0158622,0.0210475,0.0282345,0.0152809,0.0144785,0.0208085,0,0,0,0,0,0.0476608,0.0760033,0.00688057,0,0
183,0,0,0,0,0.039431,0.0500718,0,0,0,0.0292538,0.0112686,0.0149946,0.00488212,0,0,0.00355757,0,0.0175987,0.00273058,0.0426875,0.0185287,0.0297396,0.0103014,0.0162413,0.0576216,0.00817353,0.00801741,0.051391,0.0187261,0.0196555,0.0100366,0.012141,0.0325058,0.021091,0.00796817,0.00129401,0.0262368,0.0106315,0.0141852,0.0042459,0.0155172,0,0,0.0449967,0,0.0143769,0.0329397,0.0609283,0.0124309,0.0253876,0.0175178,0.0201236,0.0218742,0.0102278,0.0523201,0.0129819,0.00802185,0.0138763,0.016703,0.0242684,0.0285659,0.0154571,0.0146727,0.0210345,0,0,0,0,0,0.0479989,0.0747978,0.0079831,0,0
184,0,0,0,0,0.0391619,0.0503378,0,0,0,0.024404,0.0111178,0.0126968,0.00505939,0,0,0.00286417,0,0.0176983,0.00258502,0.0424998,0.0184304,0.0298857,0.012545,0.015882,0.0576488,0.00964858,0.00999899,0.0528182,0.0185741,0.0186914,0.00948972,0.0115231,0.026271,0.020917,0.00812445,0.00136628,0.0291801,0.0105213,0.0160821,0.00422337,0.0153501,0,0,0.0455225,0,0.014474,0.0333886,0.0606393,0.0160204,0.0258327,0.0185859,0.0198339,0.0219983,0.00831137,0.052494,0.0130999,0.0066277,0.0125732,0.0184197,0.0272219,0.0290254,0.0156492,0.0149329,0.0213679,0,0,0,0,0,0.0484932,0.0731727,0.00995041,0,0
185,0,0,0,0,0.0389663,0.050574,0,0,0,0.0198918,0.0110117,0.0111374,0.00520683,0,0,0.00228949,0,0.0177442,0.00241816,0.0423323,0.018477,0.029927,0.0150231,0.0154672,0.0577018,0.0113982,0.012167,0.0544614,0.0179807,0.0175429,0.00886917,0.0108564,0.0193356,0.0205535,0.00817534,0.00143527,0.0317779,0.0104015,0.0184499,0.0045257,0.0149063,0,0,0.0460689,0,0.014514,0.033773,0.0603539,0.0197632,0.0264796,0.0192042,0.0195219,0.0221476,0.00708002,0.0526137,0.0132207,0.00597589,0.0129758,0.0201808,0.0296399,0.0294085,0.0158127,0.0152442,0.0217747,0,0,0,0,0,0.0489987,0.0721158,0.0126344,0,0
186,0,0,0,0,0.0387954,0.0506371,0,0,0,0.0169829,0.0109632,0.0108569,0.00526281,0,0,0.00172549,0,0.0177165,0.00227794,0.0421045,0.0186439,0.0300219,0.0176942,0.0151097,0.0577472,0.0132055,0.0142715,0.0562562,0.0170505,0.0164567,0.00859656,0.0102993,0.0122158,0.0201843,0.00812871,0.00153362,0.0344083,0.0102908,0.0213026,0.00524631,0.0143893,0,0,0.0462044,0,0.0144557,0.0338525,0.0604056,0.022912,0.0271649,0.0189093,0.0192701,0.0222148,0.00671253,0.0524141,0.012928,0.0057107,0.0143527,0.0209529,0.0321883,0.0294579,0.0157722,0.0153095,0.0221816,0,0,0,0,0,0.0493841,0.0718667,0.0156186,0,0
187,0,0,0,0,0.0386611,0.0504396,0,0,0,0.0177617,0.0109528,0.0123218,0.00500094,0,0,0.0012725,0,0.0177246,0.00219716,0.0419235,0.0194256,0.0301965,0.0202374,0.0147988,0.0577339,0.0147266,0.0160922,0.0583341,0.015711,0.0155978,0.0086326,0.00999901,0.00743201,0.0199337,0.00808336,0.00161609,0.0369693,0.0102793,0.0238152,0.00597044,0.0141436,0,0,0.0456148,0,0.0143349,0.0334479,0.0607363,0.0252606,0.0276945,0.0180872,0.0192783,0.0220197,0.00692508,0.0521466,0.0124344,0.00535997,0.0159078,0.0205506,0.0348779,0.0290589,0.0154781,0.0152158,0.0224796,0,0,0,0,0,0.0494602,0.072406,0.0186142,0,0
188,0,0,0,0,0.0386566,0.0500624,0,0,0,0.0228297,0.0109832,0.0154957,0.00479072,0,0,0.00111734,0,0.0177382,0.00215371,0.0416913,0.0214135,0.0303886,0.0222598,0.0145858,0.0577995,0.015807,0.018035,0.0602892,0.0138853,0.0155849,0.0091573,0.00995235,0.0126372,0.0198576,0.00801775,0.00164174,0.039253,0.0103793,0.0255662,0.00629685,0.0139319,0,0,0.0443391,0,0.0141971,0.0325846,0.0611039,0.026902,0.0279234,0.0171519,0.0195205,0.0215744,0.00706903,0.0519901,0.0121665,0.00594755,0.0178027,0.0192493,0.0373353,0.0283003,0.0150349,0.0149525,0.0226036,0,0,0,0,0,0.0492331,0.0735559,0.0214026,0,0
189,0,0,0,0,0.0386864,0.0496454,0,0,0,0.0302477,0.0110222,0.0199091,0.00481374,0,0,0.00156827,0,0.0177348,0.00220747,0.0414091,0.0241905,0.0305026,0.0236117,0.0144892,0.0580732,0.0166104,0.0198705,0.061828,0.0119988,0.0170932,0.00986605,0.0101229,0.0222955,0.020004,0.00796706,0.00161799,0.0412105,0.0104648,0.0272199,0.00619347,0.013885,0,0,0.042909,0,0.0140464,0.0316593,0.0614203,0.0283644,0.0278526,0.0161753,0.0198395,0.0210236,0.0069833,0.0520921,0.0124409,0.00669894,0.0189566,0.0178959,0.0394726,0.0273938,0.0146757,0.0146417,0.0224923,0,0,0,0,0,0.0487461,0.074787,0.0240126,0,0
190,0,0,0,0,0.0387322,0.0492386,0,0,0,0.0384252,0.0111039,0.0247102,0.00466809,0,0,0.00222071,0,0.0178056,0.00235928,0.0409724,0.0270307,0.0304424,0.0242757,0.0144426,0.0584831,0.0174262,0.0214626,0.0629312,0.0105237,0.0198214,0.0105652,0.0105609,0.0324933,0.0202664,0.00796856,0.00158618,0.0426898,0.0105062,0.0288603,0.0057708,0.0140441,0,0,0.0417591,0,0.0139027,0.0309971,0.0616644,0.0300589,0.0276608,0.015418,0.0201909,0.020632,0.00692538,0.0525322,0.0125867,0.00662471,0.0195668,0.0171754,0.0411725,0.0265701,0.0144653,0.0144397,0.022091,0,0,0,0,0,0.0481293,0.0757545,0.0259774,0,0
191,0,0,0,0,0.0388344,0.0488846,0,0,0,0.0460933,0.0112269,0.0289057,0.00426077,0,0,0.00282509,0,0.0178851,0.00250213,0.0404709,0.0293579,0.0302557,0.0243001,0.0143382,0.058796,0.0182097,0.0228348,0.0636724,0.00982513,0.0228999,0.0111919,0.0111944,0.0428055,0.0204384,0.00798812,0.00180078,0.0438352,0.0105073,0.030421,0.00525882,0.014413,0,0,0.0411438,0,0.0138518,0.0307558,0.0618093,0.0319422,0.0274507,0.0151655,0.020225,0.02059,0.00653098,0.0532117,0.0124443,0.00586659,0.0200547,0.0171488,0.0424872,0.0259713,0.0143958,0.0144405,0.0214921,0,0,0,0,0,0.04752,0.0761784,0.0269841,0,0
192,0,0,0,0,0.0389387,0.048637,0,0,0,0.0535058,0.0113464,0.0322576,0.00452686,0,0,0.00312795,0,0.0179007,0.00259262,0.0399815,0.0310813,0.0299529,0.0237848,0.0142027,0.0589133,0.0186019,0.024089,0.0641327,0.00991958,0.0256678,0.0116378,0.0118367,0.0534648,0.0204651,0.00798676,0.00211569,0.0447984,0.0104883,0.0318812,0.0048425,0.0146907,0,0,0.040974,0,0.0139175,0.0306541,0.0618121,0.033865,0.0272791,0.0153365,0.0199302,0.0207759,0.00578392,0.0538358,0.0120608,0.00508774,0.0202999,0.0176537,0.0434168,0.0256767,0.0144268,0.0146177,0.0208989,0,0,0,0,0,0.047055,0.0758426,0.027147,0,0
193,0,0,0,0,0.0388536,0.0484897,0,0,0,0.0610175,0.0114351,0.0345301,0.0051016,0,0,0.00322327,0,0.0178707,0.00253507,0.0395737,0.0326606,0.0296389,0.0231859,0.0140146,0.0587098,0.0185605,0.025296,0.0645207,0.0108753,0.0284432,0.0121777,0.0125473,0.0648405,0.0203677,0.00797387,0.00230242,0.0454713,0.0103657,0.0332091,0.00464769,0.0148264,0,0,0.0410851,0,0.0138835,0.0306457,0.0617114,0.0355526,0.0271894,0.01554,0.0194797,0.0209725,0.00500972,0.0543059,0.0115999,0.00440452,0.0202259,0.0185111,0.0439341,0.0257168,0.014541,0.0147022,0.0204679,0,0,0,0,0,0.046876,0.0747212,0.0272863,0,0
194,0,0,0,0,0.0386849,0.0484297,0,0,0,0.0684647,0.01148,0.0358376,0.00544234,0,0,0.00312563,0,0.0177627,0.00241332,0.0393963,0.0348138,0.0294077,0.0229948,0.01379,0.0581576,0.0182377,0.0263236,0.0650678,0.0123037,0.031286,0.0128613,0.0133475,0.0778619,0.0203081,0.00798189,0.00239742,0.0459266,0.0102777,0.0343583,0.00480119,0.0150315,0,0,0.0413004,0,0.0138177,0.0307106,0.0615549,0.0368319,0.0272024,0.0154543,0.0190882,0.021074,0.00470634,0.0546955,0.0113324,0.00371163,0.020039,0.0196213,0.0443084,0.025955,0.0145934,0.0146519,0.0202386,0,0,0,0,0,0.0469432,0.0733732,0.0267898,0,0
195,0,0,0,0,0.0385371,0.048502,0,0,0,0.076205,0.0115705,0.0357688,0.00528286,0,0,0.00316191,0,0.0176742,0.00237974,0.0393739,0.0377926,0.0293182,0.023432,0.0136917,0.0574175,0.017712,0.0272293,0.0656952,0.013818,0.0338632,0.0135495,0.0141332,0.0926024,0.0203134,0.00798756,0.00235247,0.0463302,0.0102288,0.0352517,0.0052305,0.0151188,0,0,0.0415751,0,0.0138128,0.0307108,0.0614338,0.0379496,0.0272728,0.0152533,0.0188192,0.0210637,0.00440613,0.0549948,0.0109233,0.00308583,0.0202401,0.0205004,0.0447693,0.026196,0.014545,0.0145884,0.0201272,0,0,0,0,0,0.0471511,0.0723833,0.0262547,0,0
196,0,0,0,0,0.0384931,0.0486141,0,0,0,0.0843191,0.0117653,0.0348138,0.00469652,0,0,0.00364223,0,0.0176978,0.00253915,0.0393001,0.0420062,0.0292854,0.0243771,0.0138225,0.056663,0.0173475,0.0283691,0.0660878,0.0154274,0.0358167,0.0145036,0.0147919,0.106784,0.0203998,0.00797224,0.00219079,0.0468663,0.0102007,0.0360299,0.00582559,0.015261,0,0,0.0415959,0,0.0138023,0.0307179,0.0613887,0.0388229,0.0273195,0.0150441,0.0186505,0.020864,0.004149,0.0552659,0.0106275,0.0026214,0.0205151,0.0209655,0.045483,0.0264793,0.014415,0.0146204,0.0201887,0,0,0,0,0,0.0473407,0.0705622,0.0261806,0,0
197,0,0,0,0,0.0385074,0.048804,0,0,0,0.0923383,0.0116743,0.0338975,0.00400237,0,0,0.00441797,0,0.017807,0.00269781,0.0392686,0.0478778,0.0294513,0.0252889,0.0139716,0.0560872,0.0171007,0.0295422,0.0666752,0.0168937,0.0373806,0.0152887,0.0155661,0.119646,0.0204341,0.00805444,0.0020399,0.047089,0.010151,0.0360684,0.00673529,0.0152714,0,0,0.0412981,0,0.0137052,0.0306059,0.0612602,0.0386292,0.0274314,0.0146691,0.0186682,0.0204807,0.0040123,0.0558291,0.0104956,0.00253305,0.0196448,0.0208591,0.0462107,0.026684,0.0143451,0.0146586,0.0206224,0,0,0,0,0,0.047556,0,0.025957,0,0
198,0,0,0,0,0.0387306,0.04891,0,0,0,0.0998923,0.0114333,0.0336031,0.00359582,0,0,0.00517774,0,0.0179345,0.00286448,0.0395361,0.0546661,0.0292928,0.0260899,0.0139842,0.0557601,0.017347,0.0305607,0.0669805,0.0183221,0.0391091,0.0160379,0.0165295,0.132047,0.0205339,0.00821502,0.00185589,0.0469716,0.0101764,0.0359719,0.00696827,0.0152577,0,0,0.0410307,0,0.0137589,0.0303283,0.061314,0.0381942,0.0273294,0.0145431,0.0184201,0.0200308,0.00403065,0.0560965,0.0104242,0.00221936,0.0183755,0.0208464,0.0463376,0.0267621,0.0141551,0.0146325,0.0214015,0,0,0,0,0,0.0475023,0,0.0255061,0.0204938,0
199,0,0,0,0,0.0390242,0.0489941,0,0,0,0.107047,0.0112101,0.0340684,0.00266207,0,0,0.00548466,0,0.0180855,0.00288548,0.0396592,0.0604353,0.0291859,0.026755,0.0140392,0.0558333,0.0177448,0.0311472,0.0671165,0.0197237,0.0410277,0.0167039,0.0175655,0.143406,0.0207822,0.0083833,0.00165014,0.0484663,0.0102458,0.0371362,0.00709596,0.0151734,0,0,0.0408464,0,0.0137847,0.030024,0.0612197,0.0391007,0.0272845,0.0142389,0.0182959,0.0196632,0.00421278,0.0562774,0.0104463,0.00255242,0.0179956,0.0204403,0.0479584,0.0266913,0.0139493,0.0145893,0.0223975,0,0,0,0,0,0.0474747,0,0.0253117,0,0
200,0,0,0,0,0.0391581,0.0489727,0,0,0,0.113267,0.0109912,0.0352004,0.00199745,0,0,0.00568358,0,0.0182133,0.00283105,0.0397662,0.0648754,0.0290134,0.0271838,0.0141736,0.0561329,0.0174425,0.0314103,0.0670268,0.0210241,0.0428968,0.0174577,0.0185541,0.152732,0.0210664,0.00853915,0.00154541,0.0492639,0.0103319,0.0375575,0.00682114,0.0150352,0,0,0.0407072,0,0.0137764,0.0297001,0.0611781,0.0390286,0.0271786,0.0142655,0.0180865,0.0194264,0.00454817,0.056564,0.010612,0.00281098,0.0173693,0.0199325,0.0489369,0.0264747,0.0137541,0.0143985,0.0231521,0,0,0,0,0,0.0474483,0,0.0252733,0,0
201,0,0,0,0,0.0391956,0.0488831,0,0,0,0.118296,0.0107923,0.0366796,0.00164255,0,0,0.00567349,0,0.0183187,0.002719,0.0399376,0.0676288,0.0287914,0.0274789,0.0143151,0.0564576,0.0163612,0.0318195,0.0668346,0.022151,0.0445662,0.0178482,0.0194675,0.1599,0.0212494,0.00863671,0.00136103,0.0501297,0.010345,0.0380599,0.00646078,0.0149658,0,0,0.0404006,0,0.0137495,0.0293863,0.0611311,0.0389762,0.027066,0.0143715,0.0177705,0.0192706,0.00498642,0.0569493,0.0109173,0.00326375,0.0170387,0.0194696,0.04995,0.026137,0.0136289,0.0139655,0.023356,0,0,0,0,0,0.0473913,0,0.0252845,0,0
202,0,0,0,0,0.0392234,0.0487811,0,0,0,0.121866,0.0106563,0.038567,0.00142449,0,0,0.00570502,0,0.01837,0.002724,0.0399668,0.0685707,0.0285239,0.0273466,0.0145138,0.0566534,0,0.0319375,0.066718,0.0225608,0.0458354,0.0178195,0.0202601,0.164191,0.0213216,0.0086812,0.00121161,0.0509291,0.0103851,0.0376936,0.00611168,0.0150942,0,0,0.0398519,0,0.0137508,0.0291486,0.0612369,0.037444,0.0270222,0.0143739,0.0174168,0.019154,0.00499752,0.0571763,0.0112772,0.00365421,0,0.0191454,0.0510936,0.0258701,0.0135594,0.0136542,0.0228486,0,0,0,0,0,0.0472682,0,0.0253264,0,0
203,0,0,0,0,0.0391921,0.0487427,0,0,0,0.123624,0.0105843,0.0404481,0.00121979,0,0,0.00576137,0,0.0183761,0.00279493,0.0401073,0.0684561,0.0281969,0.0274495,0.0146158,0.0566754,0,0.0322711,0.0663459,0.0225759,0.0469929,0.0178591,0.0208549,0.165805,0.0214065,0.00867859,0.00112551,0.0522505,0.010415,0.0399488,0.00595723,0.0151225,0,0,0.0391765,0,0.0136263,0.02907,0.0609535,0.0399455,0.0270049,0.0145588,0.0170436,0.0191429,0.00551023,0.0579588,0.0115239,0.00434144,0.0173572,0.0191912,0.0522347,0.0256659,0.0135329,0.0136533,0.0221223,0,0,0,0,0,0.0471154,0,0.0252637,0,0
204,0,0,0,0,0.0392854,0.0487168,0,0,0,0.123682,0.0106278,0.041046,0.000973764,0,0,0.00599205,0,0.0183837,0.00300564,0.0401011,0.0678387,0.0278921,0.0275972,0.0147693,0.0564364,0,0.0325597,0.0658087,0.0227267,0.0478063,0.0179885,0.0212448,0.16516,0.0213352,0.00867423,0.00121482,0.0531178,0.0104037,0.0407993,0.00585992,0.0149266,0,0,0.038832,0,0.0134971,0.0290542,0.0608839,0.0408081,0.02695,0,0.016569,0.0191147,0.00610598,0.0584714,0.0113452,0.00497909,0.0179274,0.0188814,0.0531692,0.0255301,0.0134787,0.0135862,0.0215753,0,0,0,0,0,0.0469243,0,0.0250306,0,0
205,0,0,0,0,0.0394002,0.048694,0,0,0,0.122294,0.0107215,0.0418263,0.000782143,0,0,0.00632209,0,0.0183782,0.00329226,0.0403434,0.0666326,0.0275962,0.0273423,0.0150378,0.0559927,0,0.0324229,0.0652189,0.0228338,0.0479358,0.0179688,0.0214064,0.162441,0.021196,0.00865172,0.00143584,0.0535638,0.0103628,0.0412213,0.00558104,0.0149927,0,0,0.0389275,0,0.013486,0.0291144,0.060854,0.041206,0.0268615,0.0142696,0.0160536,0.0190805,0.00611089,0.0588557,0.0109355,0.0052609,0.0181996,0.0181984,0.0537228,0.0255204,0.0135077,0.0135563,0.0213064,0,0,0,0,0,0.0466945,0,0.0247861,0,0
206,0,0,0,0,0.0395988,0.0487231,0,0,0,0.119762,0.0107979,0.0427903,0.00114352,0,0,0.00682629,0,0.0183713,0.00359615,0.0406691,0.0653649,0.0274197,0.0271315,0.0154238,0.0554811,0.0181042,0.0323856,0.0643365,0.0228537,0.0475562,0.0177995,0.0213759,0.158293,0.0209079,0.00862238,0.0017481,0.0539644,0.0103653,0.0416623,0.00527957,0.0150866,0,0,0.0392892,0,0.0135636,0.0291785,0.0608451,0.04166,0.0267849,0.0140949,0.0157582,0.0191184,0.00611634,0.0590425,0.0109123,0.00547188,0.0185229,0.0175484,0.0541795,0.0255872,0.0135759,0.0136378,0.0213191,0,0,0,0,0,0.0465672,0,0.0244754,0,0
207,0,0,0,0,0.0399929,0.0487524,0,0,0,0.116095,0.010851,0.0431733,0.00139698,0,0,0.00757175,0,0.0184221,0.00391049,0.0408322,0.0635455,0.0272289,0.0265759,0.0158626,0.0548539,0.0182531,0.0317501,0.0635538,0.0222179,0.0462405,0.0176753,0.0211541,0.15259,0.0206203,0.00860727,0.00200572,0.0540397,0.0103095,0.0421621,0.00515195,0.0152312,0,0,0.0397635,0,0.0136567,0.029224,0.0607035,0.0425151,0.0267994,0.0143147,0.0156285,0.0191481,0.00629468,0.0590372,0.0111284,0.00586533,0.018862,0.0171804,0.054276,0.0257671,0.0136456,0.0137696,0.021533,0,0,0,0,0,0.0465393,0,0.0244038,0,0
208,0,0,0,0,0.0404196,0.048741,0,0,0,0.111765,0.0109711,0.0423335,0.00170808,0,0,0.00826337,0,0.0185325,0.00420127,0.0411051,0.0616033,0.0269979,0.0261355,0.0160973,0.0542706,0.0182564,0.0311555,0.0627822,0.0214569,0.0445088,0.0173679,0.0207579,0.146235,0.020462,0.00861842,0.00217294,0.0537723,0.0103401,0.0425948,0.00509115,0.0155413,0,0,0.0398306,0,0.0138353,0.0290841,0.0606306,0.0433997,0.0267941,0.0143331,0.0154374,0.0190657,0.00662184,0.0591929,0.0112342,0.00616154,0.0190398,0.0168946,0.0541392,0.0258761,0.013618,0.0139109,0.0217605,0,0,0,0,0,0.046535,0,0.0242582,0,0
209,0,0,0,0,0.0403291,0.0487755,0,0,0,0.107047,0.011092,0.0412429,0.00206737,0,0,0.00880063,0,0.0186777,0.0044939,0.0412139,0.059453,0.0268276,0.0256327,0.0163764,0.0539981,0.018018,0.0302743,0.0620299,0.0202965,0.0424354,0.0168887,0.0202895,0.139531,0.020398,0.00865373,0.00233177,0.0533598,0.0103723,0.0428053,0.00496603,0.0155202,0,0,0.0396929,0,0.0138425,0.0289923,0.0606112,0.0441,0.0267385,0.0140225,0.0152013,0.0188965,0.00713843,0.0594019,0.0111705,0.00637774,0.0192018,0.0165942,0.0537475,0.0258754,0.0135598,0.0138997,0.0220251,0,0,0,0,0,0.046559,0,0.0240193,0,0
210,0,0,0,0,0.0404424,0.0487813,0,0,0,0.102069,0.0111949,0.0396778,0.00242999,0,0,0.00940436,0,0.0188149,0.00478922,0.041507,0.0577727,0.0266612,0.0250458,0.0164324,0.0538813,0.0178195,0.0293217,0.0618329,0.0189963,0.0401511,0.0157852,0.019731,0.13286,0.0204985,0.00869244,0.002527,0.0527814,0.0103691,0.0428677,0.00482381,0.0153033,0,0,0.0395015,0,0.0136714,0.0288625,0.0605941,0.0446759,0.0266036,0.0135469,0.0149826,0.018639,0.00767751,0.0595487,0.0109328,0.00673899,0.0196176,0.0162731,0.0530528,0.0258193,0.0134603,0.0136463,0.0221979,0,0,0,0,0,0.0465125,0,0.0232115,0,0
211,0,0,0,0,0.0412294,0.0488943,0,0,0,0.0983816,0.0112615,0.0377823,0.00431733,0,0,0.010082,0,0.0188733,0.0051325,0.0420753,0.0582416,0.0255528,0.025432,0.0188589,0.0535889,0.0177702,0.0299691,0.0609563,0.0177944,0.0387674,0.0141822,0.019622,0.129141,0.0207264,0.00869541,0.0026171,0.022038,0.010302,0.0438174,0.00857363,0.0150048,0,0,0.0400637,0,0.0136451,0.0290455,0.0647619,0.0478185,0.027432,0.0179907,0.0144333,0.0186942,0.0117015,0.057791,0.0143631,0.0202508,0.0235756,0,0.0157735,0.0262201,0.0134043,0.0135801,0.0214848,0,0,0,0,0,0.0463279,0,0.0223626,0,0
212,0,0,0,0,0.0413019,0.0489218,0,0,0,0.0916718,0.011157,0.0356589,0.00274591,0,0,0.010465,0,0.0188202,0.00532666,0.042153,0.0541656,0.0264424,0.0237276,0.0167574,0.0538689,0.017057,0.0276817,0.0613772,0.0151889,0.0349497,0.0135486,0.0184628,0.119696,0.0209917,0.00867009,0.00247222,0.0515057,0.0104484,0.0422407,0.0049628,0.0151169,0,0,0.0389996,0,0.0135853,0.0283781,0.0605176,0.0436252,0.026591,0.0130647,0.0148918,0.0181335,0.00768357,0.0595844,0.0103748,0.00692307,0.0189644,0.016309,0.0521598,0.0256294,0.0132312,0.013348,0.0223834,0,0,0,0,0,0.0465063,0.0306546,0.0226095,0,0
213,0,0,0,0,0.0413841,0.0488746,0,0,0,0.0866683,0.011093,0.0332167,0.00272365,0,0,0.0104189,0,0.0187925,0.00532839,0.0424456,0.052099,0.0264198,0.0234017,0.0169179,0.0539694,0.0163767,0.0268988,0.0606837,0.0135011,0.0319437,0.0125721,0.0176596,0.113531,0.021048,0.00866038,0.0023021,0.0518568,0.0105495,0.0433058,0.00520532,0.0152085,0,0,0.0385693,0,0.0137761,0.0281786,0.0603996,0.0445464,0.0266626,0.012543,0.014812,0.0179046,0.00745213,0.059546,0.0102368,0.00705779,0.0186868,0.017085,0.0527508,0.0255205,0.013166,0.0133159,0.0224488,0,0,0,0,0,0.0465468,0.0334064,0.0224123,0,0
214,0,0,0,0,0.0415371,0.0486167,0,0,0,0.0822733,0.011116,0.0306212,0.00324692,0,0,0.0103401,0,0.0187446,0.00527115,0.0429695,0.0498063,0.0262674,0.0228908,0.0169842,0.0538996,0.0155994,0.0257714,0.060103,0.0120848,0.0291595,0.0116952,0.0168068,0.108165,0.0211336,0.00863179,0.00220015,0.0485174,0.010711,0.0407949,0.00470224,0.0153648,0,0,0.0379348,0,0.0140029,0.0277115,0.0604579,0.0436566,0.0260955,0.0136665,0.0141614,0.0175648,0.00909435,0.0598449,0.0111869,0.00779656,0.0210144,0.0138531,0.0497622,0.0251193,0.0130718,0.0131133,0.0223914,0,0,0,0,0,0.0463022,0.0285702,0.022002,0,0
215,0,0,0,0,0.0418281,0.0476503,0,0,0,0.0789027,0.0114493,0.028364,0.00441046,0,0,0.0106234,0,0.0184703,0.00516423,0.0439259,0.0480588,0.0257222,0.0218401,0.0164696,0.0533838,0.0141654,0.024028,0.0588406,0.0112236,0.0269516,0.0110339,0.0161036,0.103947,0.0217675,0.00842015,0.00212482,0.0409875,0.0108333,0.032853,0.00321531,0.0162811,0,0,0.0364961,0,0.0137414,0.0266235,0.0613508,0.0428579,0.0237897,0.0253072,0.0118407,0.0167398,0.0192538,0.0627833,0.0218953,0.0171012,0,0.0289808,0.0414346,0.0240788,0.0127757,0.0127113,0.0220777,0,0,0,0,0,0.0449858,0,0.0210975,0,0
216,0,0,0,0,0.0417864,0.0482701,0,0,0,0.0754495,0.0110739,0.0256473,0.00403327,0,0,0.0101809,0,0.0186619,0.00505846,0.0442133,0.0465733,0.0254966,0.0223866,0.0173407,0.0538276,0.0150167,0.0245225,0.0584595,0.0103713,0.0253788,0.00984979,0.0155339,0.100515,0.0212586,0.008534,0.00201183,0.0467051,0.010561,0.0411611,0.00568165,0.0155508,0,0,0.0375931,0,0.0136401,0.0271025,0.0620799,0.0400438,0.026191,0.00876736,0.013204,0.0170993,0.00540941,0.0575689,0.00684707,0.00502097,0,0,0.0476909,0.0247208,0.0130036,0.0130201,0.0216914,0,0,0,0,0,0.0459001,0,0.0212081,0,0
