Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,IMU_M,
191,0,0,0,0,0.00600617,0.00516124,0,0,0.0966581,0.00909438,0.0330097,0.00490162,0,0,0.00524626,0,0.0196193,0.00333359,0.0433572,0.0252907,0.0288963,0.0105005,0.00403124,0.0107688,0.00750654,0.0100786,0.0193432,0.031633,0.0159716,0.0321999,0.118591,0.00533531,0.00939909,0.00294632,0.0141487,0.0163511,0.0174968,0.00516247,0.00682689,0,0,0.00467659,0,0.0129117,0.00241142,0.0695077,0.0260746,0.0236491,0.00499763,0.00370791,0.00366224,0.00400736,0.0536104,0,0.0106323,0,0.0227741,0.0214899,0.0230403,0.0146127,0.00503947,0.00270273,0.00244529,0.00441867,0.0062623,0,0,0,0,0,0.0202725,0.061096,0,0
192,0,0,0,0,0.00667651,0.00548408,0,0,0.0930688,0.00913191,0.0311367,0.0050059,0,0,0.00517329,0,0.0196097,0.00328979,0.043884,0.0248521,0.0286708,0.0107457,0.00417495,0.0109689,0.00700903,0.00992509,0.0182515,0.0298124,0.0151348,0.0316533,0.114377,0.00518837,0.0093953,0.00283075,0.0136984,0.0163821,0.0182355,0.00547536,0.00736167,0,0,0.00491421,0,0.0129179,0.00275561,0.0693083,0.0284954,0.0237701,0.0059718,0.00359586,0.00326122,0.00460153,0.053621,0,0.0119851,0.0153865,0.0219432,0.022946,0.0241367,0.0140621,0.00490161,0.0025456,0.00257052,0.00446836,0.00647502,0,0,0,0,0,0.0194752,0.0599277,0,0
193,0,0,0,0,0.00728038,0.00571564,0,0,0.0889774,0.00915061,0.0295088,0.00545651,0,0,0.00496734,0,0.0195682,0.00325114,0.0443914,0.0241636,0.0284062,0.0113224,0.00433038,0.0110794,0.0066393,0.0101411,0.017024,0.0279401,0.0143393,0.0310318,0.109544,0.00501217,0.00938037,0.00276263,0.0125356,0.0163622,0.017982,0.00549546,0.0079498,0,0,0.00523603,0,0.0128971,0.00301575,0.0694363,0.0287824,0.0239566,0.0063206,0.00351303,0.002897,0.00478735,0.0534315,0,0.0123839,0.0164003,0.0211933,0.0233554,0.0242357,0.0129134,0.00489723,0.00244169,0.00271736,0.00443414,0.00652887,0,0,0,0,0,0.0191033,0.0587503,0,0
194,0,0,0,0,0.0077587,0.00606607,0,0,0.0845372,0.00920909,0.0279714,0.00524405,0,0,0.00479026,0,0.0195407,0.00304193,0.0449207,0.023389,0.0281128,0.011899,0.00444438,0.011229,0.00641164,0.0103997,0.0156529,0.0259717,0.0136207,0.0302865,0.104215,0.00487883,0.00933117,0.00268578,0.0109765,0.0162909,0.0174759,0.00519008,0.00855507,0,0,0.00558716,0,0.0128408,0.00315951,0.0695328,0.02872,0.0240728,0.00661313,0.00354807,0.00243252,0.00504247,0.0532525,0,0.0126101,0.0166683,0.0200017,0.0234625,0.0245411,0.0113677,0.00490943,0.00236185,0.00270176,0.00443839,0.0065545,0,0,0,0,0,0.0185815,0.0575884,0,0
195,0,0,0,0,0.00846605,0.006399,0,0,0.0800295,0.00926286,0.0265305,0.00536277,0,0,0.00455615,0,0.0195413,0.00278092,0.045415,0.0223142,0.0278389,0.0124215,0.00443162,0.0112994,0.00637588,0.0105262,0.0142729,0.024045,0.0131718,0.0294172,0.0984896,0.00475428,0.00927653,0.00265146,0.00962587,0.0162101,0.0172917,0.00487882,0.00928228,0,0,0.00567484,0,0.0127837,0.00319586,0.0695778,0.0290726,0.0242679,0.00711886,0.00346245,0.00198671,0.00539488,0.053189,0,0.012945,0.0161151,0.0194356,0.0237495,0.025429,0.0102906,0.00479503,0.00220288,0.00249579,0.0044772,0.00664292,0,0,0,0,0,0.0182161,0.0565485,0,0
196,0,0,0,0,0.00859458,0.00668127,0,0,0.0754368,0.00919584,0.0254351,0.0056449,0,0,0.00416647,0,0.0195813,0.00245432,0.0458849,0.0207529,0.0275213,0.0129588,0.00429379,0.0109483,0.0067673,0.0107505,0.0127602,0.0221285,0.0129542,0.0284923,0.0921606,0.00452565,0.00929036,0.0026149,0.00859688,0.0163983,0.0174324,0.00468499,0.00947307,0,0,0.0051046,0,0.0128991,0.0029493,0.0698925,0.0298404,0.024763,0.00769776,0.00308862,0.00158009,0.00578141,0.0531343,0,0.0136528,0.0163032,0.0192245,0.0242039,0.0263045,0.00958811,0.00438587,0.00191301,0.00215758,0.00468721,0.00648896,0,0,0,0,0,0.0177725,0.0555641,0,0
197,0,0,0,0,0.011304,0.00755332,0,0,0.0705167,0.009429,0.0244347,0.00592273,0,0,0.0049712,0,0.0193314,0.00313753,0.0464117,0.0184542,0.0270554,0.0134254,0.00451349,0.0119674,0.00746415,0.0113235,0.0111595,0.0201808,0.013018,0.0275868,0.0853465,0.00475819,0.0090618,0.00258813,0.00750197,0.0163285,0.0176364,0.00442669,0.0122589,0,0,0.00612867,0,0.0128113,0.00336492,0.0706255,0.0309677,0.0253547,0.00817986,0.00274222,0.00239625,0.0061776,0.053201,0,0.0145488,0.0172842,0.0191137,0.0246194,0.0271983,0.0095343,0.00499983,0.00181528,0.00224208,0.00461947,0.0083831,0,0,0,0,0,0.0174211,0.0545776,0,0
198,0,0,0,0,0.0117589,0.00789922,0,0,0.0649489,0.0094492,0.0233877,0.00630623,0,0,0.0049681,0,0.019276,0.00312088,0.0469508,0.0161414,0.0266982,0.0137051,0.00500209,0.0118384,0.00816594,0.012018,0.00959223,0.0181596,0.0134051,0.0266661,0.0777211,0.00471752,0.00901634,0.00246528,0.00643428,0.0164132,0.0179171,0.00420221,0.0128255,0,0,0.0063508,0,0.0128101,0.00355563,0.070935,0.031791,0.0257628,0.00873118,0.00256952,0.00216904,0.00666376,0.0531325,0,0.0153888,0.0181651,0.0189376,0.0249761,0.0279098,0.00973946,0.00503636,0.00172856,0.00228702,0.00474104,0.0089085,0,0,0,0,0,0.0170873,0.0534973,0,0
199,0,0,0,0,0.0120379,0.00831896,0,0,0.0587228,0.00951365,0.0221,0.00684463,0,0,0.00493738,0,0.0191948,0.00317817,0.0476513,0.0143234,0.0264491,0.0134805,0.00529728,0.0116317,0.00873394,0.0125771,0.00833269,0.0162958,0.0138099,0.0258075,0.0694173,0.00476627,0.00894334,0.00233926,0.00526027,0.0165085,0.0179843,0.00396686,0.0132247,0,0,0.0067177,0,0.0127691,0.00378884,0.070955,0.0323617,0.0259641,0.00926784,0.00251356,0.0018502,0.00716738,0.0530638,0,0.0163288,0.0190259,0.018779,0.0253645,0.0286042,0.0101546,0.00506693,0.00177667,0.00254377,0.00504171,0.00953025,0,0,0,0,0,0.0161936,0.0523125,0,0
200,0,0,0,0,0.0121656,0.00866556,0,0,0.0519521,0.00956106,0.0203839,0.0072464,0,0,0.00489371,0,0.0191228,0.00319947,0.0485114,0.0123648,0.026326,0.0125903,0.00543675,0.011452,0.00889356,0.0125216,0.00753465,0.0148118,0.0138359,0.0250255,0.0607079,0.00481797,0.00890019,0.00230452,0.00422619,0.0167093,0.0177135,0.00371948,0.0135034,0,0,0.00715788,0,0.0128324,0.00401679,0.0709914,0.0327122,0.0260598,0.00987097,0.00254252,0.00146137,0.00778729,0.0531419,0.00493468,0.0172787,0.0195322,0.0186266,0.0257635,0.0292077,0.0106862,0.00520737,0.00180962,0.00260919,0.00539652,0.0101895,0,0,0,0,0,0.0148563,0.0511833,0,0
201,0,0,0,0,0.0120179,0.00886481,0,0,0.044716,0.00956992,0.0182695,0.00677207,0,0,0.00474511,0,0.019117,0.00317802,0.0493979,0.010419,0.0263471,0.0112037,0.00530564,0.0113533,0.00872971,0.0118622,0.00741841,0.0137063,0.013184,0.0244941,0.0518214,0.00478219,0.00887035,0.00223138,0.00388902,0.0168836,0.0173291,0.00334617,0.0137461,0,0,0.00717004,0,0.0129339,0.004104,0.0710115,0.0329581,0.0259948,0.0103951,0.00256105,0.000956688,0.00937156,0.0529634,0.00552522,0.0180572,0.0204374,0.0183449,0.0259722,0.0295961,0.0113906,0.00527086,0.00209666,0.0026659,0.005648,0.0108508,0,0,0,0,0,0.0128723,0.050145,0,0
202,0,0,0,0,0.0121426,0.00926386,0,0,0.036921,0.00954349,0.015691,0.00626063,0,0,0.00494465,0,0.0191143,0.00345577,0.0503223,0.00764875,0.0265168,0.00973827,0.0050744,0.0115838,0.00808557,0.0105651,0.00827417,0.0130577,0.0119844,0.0241769,0.0427221,0.00487872,0.00881532,0.00222588,0.00427007,0.0169677,0.0170508,0.00282753,0.0142573,0,0,0.00751477,0,0.0129952,0.00427837,0.0710219,0.0331603,0.0259218,0.0108512,0.00253111,0.000803084,0.0107137,0.0526371,0.00653311,0.0187226,0.0211997,0.0180221,0.0261172,0.0300888,0.0123976,0.00559271,0.00231193,0.00280299,0.00601472,0.0117005,0,0,0,0,0,0.010851,0.0492454,0,0
203,0,0,0,0,0.0125854,0.00970425,0,0,0.0291948,0.00950567,0.0124157,0.0055389,0,0,0.00505342,0,0.0190678,0.00371488,0.0512918,0.00438668,0.027024,0.00934459,0.00502628,0.0119346,0.00678283,0.00883055,0.0100832,0.0131422,0.0115513,0.0232674,0.0340255,0.00500598,0.00879858,0.00232246,0.0049355,0.016973,0.0169343,0.00217632,0.014723,0,0,0.00791437,0,0.0129632,0.00451795,0.0710364,0.0333429,0.0256474,0.0113487,0.00253331,0.000719073,0.0109682,0.0522554,0.00740888,0.0188258,0.0218829,0.018093,0.0261901,0.0304347,0.0136748,0.00593836,0.00254783,0.00297635,0.00648209,0.0124653,0,0,0,0,0,0.00919206,0.0484032,0,0
204,0,0,0,0,0.0113176,0.00927746,0,0,0.0219419,0.00931856,0.00948599,0.00458505,0,0,0.00427929,0,0.0191847,0.00287017,0.0521001,0.00442813,0.0276922,0.0118555,0.00471526,0.0114768,0.0058534,0.00852836,0.0121554,0.0138318,0.0109807,0.0224437,0.0267079,0.00471856,0.00898989,0.00234115,0.00593667,0.0171895,0.0168854,0.00145421,0.0130694,0,0,0.0081505,0,0.0131466,0.00497669,0.0710604,0.0338491,0.0253741,0.0117086,0.00252133,0.00219675,0.0112329,0.0519532,0.00777175,0.0184219,0.0222602,0.0181929,0.0261798,0.0306434,0.0152799,0.00520022,0.00334033,0.00352228,0.00689403,0.0114291,0,0,0,0,0,0.00954301,0.0476617,0,0
205,0,0,0,0,0.0143208,0.0101563,0,0,0.0165491,0.00960758,0.00813568,0.0033986,0,0,0.00484647,0,0.0190165,0.00353947,0.0526208,0.00873848,0.0285362,0.0166633,0.00478241,0.0127652,0.00725668,0.0116117,0.0141239,0.0150682,0.0099312,0.0215748,0.0216607,0.00495773,0.00887386,0.00245367,0.00668446,0.017143,0.0166225,0.000818617,0.0151938,0,0,0.009355,0,0.0130304,0.00512885,0.0709867,0.0338662,0.024862,0.0120479,0.00262373,0.000960541,0.011585,0.051521,0.00815226,0.0188933,0.0222084,0.0185131,0.0260286,0.0307329,0.0161308,0.00694478,0.00270888,0.00297475,0.00731062,0.0131948,0,0,0,0,0,0.0127314,0.0475141,0,0
206,0,0,0,0,0.0145829,0.010565,0,0,0.0142877,0.00959368,0.00797827,0.00210389,0,0,0.00457858,0,0.0190361,0.00351382,0.0529606,0.0138724,0.0296794,0.0236609,0.00521114,0.013525,0.011875,0.0182908,0.0162663,0.0172917,0.00833495,0.0200408,0.0198235,0.00496645,0.00894023,0.00246222,0.00743468,0.0172115,0.0160634,0.0013635,0.0154802,0,0,0.00982418,0,0.0130796,0.00526111,0.0708756,0.0334573,0.024379,0.0122924,0.00282629,0.000869615,0.0118733,0.0509022,0.00853308,0.0186084,0.021927,0.0187223,0.0256206,0.030458,0.0165703,0.00693252,0.00324368,0.00311668,0.0079776,0.0136302,0,0,0,0,0,0.018072,0.0482405,0,0
207,0,0,0,0,0.0153406,0.0109999,0,0,0.013971,0.00960875,0.00887477,0.00161293,0,0,0.00450974,0,0.019061,0.00358058,0.0533003,0.018647,0.0308463,0.030238,0.00528848,0.0144993,0.0178063,0.0257319,0.0182056,0.0196072,0.00672316,0.0182989,0.0189692,0.00507229,0.00898981,0.0024946,0.00795393,0.0172595,0.0156524,0.00198314,0.0164913,0,0,0.00999907,0,0.0131142,0.00526207,0.0707813,0.0330068,0.0237111,0.0126704,0.00313062,0.000684752,0.0124933,0.0501082,0.0089174,0.0189196,0.021646,0.0190949,0.0252785,0.030201,0.0168716,0.00703018,0.00381351,0.00328155,0.00845765,0.0146583,0,0,0,0,0,0.0225488,0.0495278,0,0
208,0,0,0,0,0.0154027,0.011409,0,0,0.0225267,0.00959364,0.0217909,0.00217071,0,0,0.00426811,0,0.0190936,0.00355981,0.0534388,0.0287191,0.0317291,0.0328015,0.00491315,0.0153959,0.0231432,0.030618,0.0227568,0.0248889,0.0101434,0.0106819,0.0359368,0.00521785,0.00904138,0.00262977,0.00864789,0.0173012,0.0154169,0.00260148,0.0172727,0,0,0.0099532,0,0.0131206,0.00524104,0.0706895,0.0328462,0.0230697,0.0126954,0.00352292,0.00095003,0.0129937,0.0494993,0.00881755,0.0200467,0.0215278,0.0192616,0.0249796,0.0300425,0.0174952,0.00703965,0.00400093,0.00331931,0.00893881,0.0156259,0,0,0,0,0,0.0249069,0.0508944,0,0
209,0,0,0,0,0.00943909,0.0100039,0,0,0.0407233,0.00900674,0.0365429,0.00290195,0,0,0.00471254,0,0.0193898,0.00186574,0.053607,0.0433098,0.0324187,0.0345242,0.00422411,0.0148123,0.0284279,0.0355952,0.0273681,0.0307641,0.0187889,0.00761816,0.051167,0.00690162,0.00946496,0.00221785,0.00920765,0.0175728,0.0152745,0.00346359,0.012751,0,0,0.0104359,0,0.0135387,0.00614827,0.070506,0.0334424,0.0225963,0.0124709,0.00362035,0.00708514,0.0133487,0.0491697,0.00854183,0.0204293,0.0217124,0.0193209,0.0248087,0.030298,0.0189349,0.00486416,0.00535032,0.00442755,0.00983772,0.0123551,0,0,0,0,0,0.0266958,0.0520641,0,0
210,0,0,0,0,0.00880176,0.00998403,0,0,0.0520557,0.0089197,0.0480917,0.00326531,0,0,0.00548124,0,0.0195175,0.00189425,0.0536625,0.0555966,0.0327989,0.0360379,0.00388242,0.0153929,0.0325063,0.0393483,0.0303981,0.034862,0.025454,0.00992349,0.0636977,0.00780385,0.00957349,0.0023333,0.00958084,0.0176202,0.0152736,0.00396908,0.012453,0,0,0.0104553,0,0.0136089,0.00617784,0.0703913,0.0338751,0.0222501,0.0121313,0.00367463,0.00822119,0.0135061,0.0490335,0.00857765,0.0197895,0.0220427,0.019485,0.0246184,0.0305039,0.0193986,0.00456667,0.005699,0.00465059,0.0102099,0.0124788,0,0,0,0,0,0.0280782,0.0532125,0,0
211,0,0,0,0,0.0081814,0.00963036,0,0,0,0.008804,0.0546013,0.00305104,0,0,0.00609247,0,0.0196929,0.00195579,0.0536621,0.0629236,0.032876,0.0368296,0.0040866,0.0156703,0.0343378,0.040634,0.0314739,0.0365016,0.0288912,0.0118734,0.0700455,0.00833318,0.00972355,0.00260251,0.00967691,0.0176642,0.0154637,0.0040908,0.0120427,0,0,0.0103186,0,0.0136697,0.00608962,0.0703373,0.0340962,0.0220078,0.0120061,0.00364325,0.00916962,0.0135608,0.0490591,0.00832956,0.0200815,0.0214788,0.019661,0.0245338,0.030834,0.0193076,0.00416225,0.00581548,0.00473731,0.0103237,0.0122224,0,0,0,0,0,0.0288409,0.0539682,0,0
212,0,0,0,0,0.00748631,0.00926359,0,0,0,0.00867085,0.0563609,0.00225863,0,0,0.00602932,0,0.0199327,0.00198049,0.0538533,0.0662481,0.0324104,0.0374697,0.0042448,0.015592,0.0346066,0.0409739,0.0321248,0.0371506,0.0299652,0.0125137,0.072292,0.00851027,0.00989805,0.00339639,0.00981541,0.0175891,0.0157524,0.00410943,0.0116399,0,0,0.00941008,0,0.0137054,0.00555235,0.0702341,0.0340991,0.0222653,0.0118403,0.00346613,0.0104519,0.013387,0.0491721,0.00821839,0.019914,0.0205798,0.0200506,0.0244457,0.0307774,0.0193091,0.00318447,0.0058186,0.00480296,0.0104888,0.0116874,0,0,0,0,0,0.0290002,0.0535313,0,0
213,0,0,0,0,0.00686036,0.00966459,0,0,0,0.00877912,0.0520384,0.00136071,0,0,0.00485572,0,0.0203914,0.00176178,0.0543398,0.061859,0.0308409,0.0369499,0.00494376,0.0150513,0.0334328,0.0397343,0.0313335,0.035138,0.027521,0.0110275,0.0672692,0.00778701,0.0101931,0.00576416,0.0103537,0.0173215,0.0153309,0.00419093,0.0122681,0,0,0.00706057,0,0.0137914,0.00436899,0.0702063,0.032921,0.0236509,0.011711,0.00321651,0.0132807,0.0131446,0.0489119,0.00868559,0.0190925,0.0192003,0.0201858,0.0240252,0.0297846,0.0191097,0.00203393,0.00552404,0.00461932,0.0114003,0.0114772,0,0,0,0,0,0.0284222,0.0524175,0,0
214,0,0,0,0,0.0064251,0.00850062,0,0,0,0.00855292,0.0504182,0.000416385,0,0,0.00593084,0,0.019979,0.0021491,0.054739,0.0609881,0.0316841,0.0380336,0.00418694,0.0152353,0.032886,0.0408807,0.032912,0.0368879,0.0278476,0.0111434,0.0675587,0.00845871,0.00996812,0.00351178,0.00928871,0.0172395,0.0168486,0.00388509,0.0112616,0,0,0.00775162,0,0.0136718,0.00459668,0.0699754,0.0348753,0.0228317,0.0104313,0.00308214,0.0101783,0.0124879,0.0496977,0.00711371,0.0179507,0.01971,0.0191411,0.0248531,0.0300254,0.0195046,0.00196952,0.00553337,0.00433962,0.00964818,0.0105992,0,0,0,0,0,0.0268023,0.0511097,0,0
215,0,0,0,0,0.00648236,0.00824867,0,0,0.0505981,0.00855826,0.0453198,0.00101154,0,0,0.00569154,0,0.0197478,0.00197543,0.0551986,0.0549431,0.0316521,0.0387824,0.00455642,0.0152257,0.0321669,0.0415949,0.033194,0.0367926,0.025808,0.00989825,0.0634535,0.00817535,0.00982569,0.00272381,0.00788105,0.0170206,0.0179633,0.00368008,0.011441,0,0,0.00706199,0,0.0135945,0.00411622,0.0695602,0.0359235,0.0229172,0.0100602,0.00289968,0.0086768,0.012058,0.0499103,0.00595296,0.0166791,0.019266,0.0184238,0.0257263,0.0295577,0.018231,0.00172762,0.00495625,0.00410603,0.0087864,0.0102903,0,0,0,0,0,0.0255291,0.0499624,0,0
216,0,0,0,0,0.015984,0.0113656,0,0,0.0419786,0.00972381,0.0382083,0.00153029,0,0,0.0015178,0,0.0190307,0.0032283,0.0553757,0.0461945,0.0308252,0.0384905,0.00527911,0.0176984,0.0307928,0.0410134,0.0316144,0.0340608,0.0217978,0.00745023,0,0.00505111,0.00898831,0.00236755,0.0051443,0.0163342,0.0194708,0.00334858,0.0186012,0,0,0.00655507,0,0.0129706,0.00213886,0.0690768,0.0378144,0.0235032,0.0101203,0.00269828,0.0024208,0.0114546,0.0505291,0,0.0164894,0.0188972,0.0180058,0.0267392,0.0289455,0.0176468,0.00610525,0.00252364,0.00236357,0.00797827,0.0166902,0,0,0,0,0,0.0247867,0.0490282,0,0
217,0,0,0,0,0.0157639,0.0109359,0,0,0.0331567,0.009495,0.0315258,0.00262104,0,0,0.00138414,0,0.0190795,0.00286773,0.0553226,0.037249,0.0294326,0.0378471,0.00575668,0.0176262,0.0289313,0.0392353,0.0294906,0.0301099,0.0177103,0.00677893,0.0449779,0.0047925,0.00903819,0.00218624,0.0039515,0.0161179,0.0202067,0.00321752,0.0181863,0,0,0.005835,0,0.0130735,0.00176689,0.0688493,0.0374634,0.0247656,0.0101375,0.00215291,0.00346399,0.0104419,0.0511053,0.00581239,0.0154495,0.0179662,0.0178747,0.0270172,0.0278582,0.0172223,0.00595706,0.00250851,0.00210703,0.00730612,0.0161262,0,0,0,0,0,0.025096,0.0481376,0,0
218,0,0,0,0,0.0151864,0.0105058,0,0,0.0441213,0.00943368,0.0255769,0,0,0,0.00154796,0,0.0189395,0.00281683,0.0554865,0.0209661,0.0299628,0.0101182,0.00452497,0.0171002,0.0111855,0.011675,0.00670268,0.0119495,0.00718583,0.0180332,0.0479643,0.00455179,0.00897626,0.00202129,0.0047746,0.0161509,0.0211123,0.00348362,0.0171901,0,0,0.00594948,0,0.0130403,0.00179422,0.069673,0.0372659,0.0239305,0.00979396,0.0035309,0.003355,0.00955959,0.0516777,0.00558062,0.0141503,0.0172968,0.0177302,0.0273042,0.0272174,0.0168425,0.00597628,0.00234443,0.0019281,0.00703415,0.0155301,0,0,0,0,0,0.0139578,0.0464889,0,0
219,0,0,0,0,0.0144553,0.0100688,0,0,0.0524892,0.00937535,0.0249728,0.00420963,0,0,0.00144439,0,0.018917,0.0026043,0.0566205,0.0117028,0.0292575,0.0175611,0.00493286,0.0168221,0.00568939,0.0149489,0.00912157,0.0174263,0.00685531,0.0185842,0.0578259,0.00428061,0.00896855,0.00191265,0.00465078,0.0161502,0.0219495,0.00339432,0.0160966,0,0,0.00542997,0,0.01306,0.00114568,0.0698235,0.0361153,0.0245034,0.00930988,0.00448587,0.00343397,0.00774863,0.0524005,0,0.011767,0.0157618,0.01796,0.0270559,0.0256697,0.0143968,0.00570962,0.00230089,0.00186706,0.00657748,0.0147154,0,0,0,0,0,0.0186831,0.0456017,0,0
220,0,0,0,0,0.0143127,0.00981174,0,0,0.0530835,0.00937036,0.0219228,0.00506814,0,0,0.00170577,0,0.018904,0.00258075,0.0573919,0.00819777,0.0289447,0.0252931,0.00537846,0.0168181,0.00919703,0.0240135,0.0120014,0.0216723,0.00778768,0.0184143,0.0593516,0.00400635,0.00894597,0.00183524,0.00605774,0.0159938,0.0222125,0.0036237,0.0159405,0,0,0.00561776,0,0.0130448,0.00111876,0.069961,0.0335267,0.0251293,0.00943088,0.00511388,0.00422755,0.00605184,0.0530306,0,0.00948966,0.0137233,0.0183702,0.026409,0.0236072,0.0128857,0.00650252,0.00184668,0.00163986,0.00604682,0.0141849,0,0,0,0,0,0.0238513,0.0455756,0,0
221,0,0,0,0,0.011947,0.0088992,0,0,0.048489,0.00904583,0.0179249,0.00520918,0,0,0.00166449,0,0.0191189,0.00188715,0.0577345,0.00807916,0.0287593,0.0293197,0.00542554,0.0159793,0.0130049,0.0295474,0.0138446,0.0241803,0.00805654,0.0183717,0.0545792,0.00398224,0.00910078,0.00190498,0.00791162,0.0159498,0.0217848,0.00425384,0.0140394,0,0,0.00493268,0,0.0131206,0.00120476,0.0703006,0.0296941,0.0258658,0.0101789,0.00538629,0.00422984,0.00517425,0.0532556,0.00567623,0.00807291,0.0119084,0.018699,0.0255644,0.0219304,0.0118177,0.00563042,0.00179873,0.00185492,0.00558696,0.0115257,0,0,0,0,0,0.0258694,0.0465042,0,0
222,0,0,0,0,0.0139438,0.00877967,0,0,0.0400103,0.00928585,0.0139086,0,0,0,0.00289878,0,0.0190113,0.00277872,0.0585705,0.00647221,0.0276504,0.0294507,0.00657148,0.017166,0.014271,0.0301091,0.0136842,0.0234276,0.00674831,0.0185678,0.0449454,0.00393785,0.00891697,0.00190685,0.00653198,0.0153717,0.0155129,0.00878303,0.0146393,0,0,0.00632081,0,0.0128857,0.00257896,0.0719062,0.0187054,0.0283881,0.00653083,0.00545764,0.00652612,0.00432624,0.051625,0.00418983,0.00477505,0.0073206,0,0.0194153,0.0201729,0.0153161,0.00803399,0.00221481,0.00138035,0.00457067,0.0114794,0,0,0,0,0,0.0242252,0.0466408,0,0
223,0,0,0,0,0.0141919,0.00859593,0,0,0.032936,0.00907806,0.010922,0.00361107,0,0,0.00335731,0,0.0192567,0.00286153,0.0572851,0.00540081,0.0287729,0.0270775,0.00661628,0.0173406,0.0142839,0.0282921,0.0127587,0.0213597,0.00580597,0.019288,0.0367997,0.00409378,0.00905514,0.00201792,0.00941994,0.0150846,0.0195567,0.00642727,0.0148836,0,0,0.0064578,0,0.0128965,0.00335982,0.0715717,0.0201491,0.0275137,0.0101522,0.00461161,0.00691215,0.00483816,0.0529189,0.00561319,0.00752134,0.0114232,0.0197818,0.0234446,0.0217058,0.00903285,0.00820838,0.00268929,0.00164623,0.00444808,0.0103512,0,0,0,0,0,0.0216527,0.0474399,0,0
224,0,0,0,0,0.0126403,0.00743326,0,0,0.0241642,0.00918905,0.00792242,0.00479407,0,0,0.00323683,0,0.0193116,0.00290384,0.0576964,0.0039484,0.0275506,0.023779,0.0072821,0.0170837,0.0134886,0.0244065,0.0104878,0.0176963,0.00410963,0.0198382,0.0263241,0.00412406,0.00907017,0.00199948,0.0213249,0.0149319,0.027647,0.0122126,0.013032,0,0,0.00667541,0,0.0129802,0.00367571,0.0746344,0.0359819,0.0308835,0.0100762,0.00426326,0.00774114,0.00664864,0.0513685,0.00832029,0.0126527,0.0227194,0,0.026905,0.0332149,0,0.00822987,0.00295602,0.0018616,0.00377745,0.00825705,0,0,0,0,0,0.0181348,0.045771,0,0
225,0,0,0,0,0.012958,0.0074035,0,0,0.0184667,0.00914477,0.00569143,0.00421811,0,0,0.00361688,0,0.0194912,0.00285178,0.0565424,0.00457247,0.0285252,0.0204885,0.00609661,0.0172294,0.0117259,0.0205916,0.00964542,0.0159439,0.00410181,0.020338,0.019842,0.00436439,0.00915836,0.00203173,0.0147643,0.0146954,0.020653,0.00857673,0.0142055,0,0,0.00712176,0,0.0130124,0.00448316,0.0731624,0.021247,0.0292698,0.00981223,0.0031431,0.00819061,0.00625113,0.0526031,0,0.00937453,0.0167778,0.0226087,0.0245426,0.0274482,0.00668766,0.00827877,0.00326331,0.00228329,0.00373647,0.00897982,0,0,0,0,0,0.0137114,0.0455552,0,0
226,0,0,0,0,0.0119957,0.00696855,0,0,0.0132531,0.00931416,0.00357254,0.0044692,0,0,0.00328545,0,0.0195208,0.00271303,0.0563531,0.00402172,0.0282807,0.0177776,0.00652022,0.0169187,0.0100244,0.0171319,0.00898311,0.0143559,0.00377687,0.0201842,0.014421,0.0042779,0.00917144,0.00184317,0.013048,0.0145867,0.0194567,0.00925651,0.0139544,0,0,0.00690655,0,0.013041,0.00448805,0.0724477,0.017485,0.029388,0.0106811,0.00293613,0.00865624,0.00671018,0.0536686,0,0.00945239,0.0160656,0.0219812,0.0234771,0.0265413,0,0.0081757,0.00351878,0.00252702,0.00378779,0.00948851,0,0,0,0,0,0.00974331,0.0450977,0,0
227,0,0,0,0,0.011695,0.00678912,0,0,0.010367,0.00944651,0.00263844,0.00605498,0,0,0.0029678,0,0.0196638,0.00273916,0.0561188,0.00384982,0.0279254,0.0154536,0.00708163,0.0167031,0.00838032,0.0143718,0.00850988,0.0128863,0.00335724,0.0197395,0.0109786,0.00424349,0.00924051,0.00164721,0.0144222,0.0144866,0.0191296,0.0102948,0.0142078,0,0,0.00705234,0,0.0130563,0.00457595,0.0735307,0.0271169,0.0298575,0.0109015,0.00295085,0.00895805,0.00895974,0.0526951,0,0.0119071,0.0196715,0.0248446,0.0248415,0.0320906,0.00769556,0.00824599,0.00365103,0.0026057,0.00365887,0.0110316,0,0,0,0,0,0.00743556,0.0451869,0,0
