Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,IMU_M,
All Timesteps RMSE,0,0,0,0,0.00914094,0.00672195,0,0,0.0541665,0.00982154,0.0240233,0.00631095,0,0,0.00621254,0,0.0191517,0.00279568,0.0497306,0.0223877,0.0313345,0.0195307,0.00472058,0.0116967,0.0143818,0.0184707,0.0143354,0.0190678,0.0114554,0.0220096,0.0645711,0.0062936,0.00893443,0.00218456,0.0304131,0.0154038,0.023223,0.00693351,0.00896995,0,0,0.00669182,0,0.012956,0.00445363,0.0719162,0.0327472,0.0250162,0.0136027,0.00519033,0.00587653,0.0131585,0.0505781,0.0118847,0.0177048,0.0221676,0.025533,0.0374519,0.0468948,0.0355715,0.00601217,0.00458526,0.00360283,0.00595976,0.00827776,0,0,0,0,0,0.0205529,0.0527547,0,0
0,0,0,0,0,0.0139411,0.00934502,0,0,0.0220659,0.0101291,0.0214977,0.0164844,0,0,0.00712942,0,0.0192244,0.00136396,0.0481676,0.0247114,0.0254059,0.014675,0.00824915,0.0130663,0.0201058,0.0211321,0.0101662,0.010659,0.00908644,0.0220086,0.0239837,0.00419163,0.0087526,0.00143231,0.0373683,0.0149108,0.0210687,0.00448002,0.0152302,0,0,0.00372147,0,0.0125472,0.00439783,0.0675231,0.0380266,0.0289207,0.0149168,0.00710004,0.0062638,0.0144662,0.0501397,0.0110248,0.0214675,0.0238193,0.0153537,0.0280037,0.0322497,0.0527885,0.00347587,0.0036552,0.00412695,0.00628036,0.0126077,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0133957,0.00846386,0,0,0.0205634,0.0100907,0.0188823,0.0152789,0,0,0.00731678,0,0.0190848,0.00147277,0.0490359,0.0214914,0.0264032,0.00939647,0.00919059,0.0124848,0.0133084,0.0140814,0.0113592,0.0133906,0.00867171,0.0216898,0.0219918,0.0043533,0.00857611,0.00131813,0.0367704,0.0146922,0.0216152,0.0053382,0.0147432,0,0,0.00542004,0,0.0126522,0.0048354,0.0670429,0.0377633,0.0296538,0.0134044,0.00749631,0.00570555,0.013072,0.0502513,0.00998326,0.0192464,0.0223114,0.0155802,0.0275758,0.03049,0.0517666,0.00443086,0.0033322,0.00410117,0.00477283,0.0124051,0,0,0,0,0,0.0129266,0,0,0
2,0,0,0,0,0.0126574,0.00726832,0,0,0.0185267,0.0100949,0.016492,0,0,0,0.00756064,0,0.0189953,0.00160664,0.0486129,0.0172731,0.0261616,0.00776207,0.00932412,0.0117601,0.0090508,0.0100986,0.0115012,0.0137314,0.00791764,0.0211923,0.0204034,0.00463473,0.00849121,0.00116281,0.0362906,0.0145065,0.0228052,0.00615647,0.0139261,0,0,0.00679472,0,0.0126723,0.00533784,0.0669255,0.0379633,0.0304969,0.0119157,0.00810817,0.00530518,0.0116001,0.0507761,0.0085964,0.0171351,0.0210966,0.0153621,0.0275028,0.0290943,0.051833,0.00541116,0.00335571,0.00417497,0.00385879,0.012098,0,0,0,0,0,0.00991652,0,0,0
3,0,0,0,0,0.0119127,0.0066865,0,0,0.0172562,0.0099179,0.0146869,0,0,0,0.00865722,0,0.0190948,0.00215473,0.0479906,0.0131233,0.0260971,0.00774716,0.00857305,0.0111375,0.00670269,0.0089797,0.0103435,0.011994,0.00703803,0.0201785,0.0192301,0.00537334,0.00852985,0.00131516,0.0360382,0.0142236,0.0238704,0.00656823,0.0131677,0,0,0.00891836,0,0.0126764,0.00627059,0.0669482,0.0375195,0.0309717,0.010339,0.00798923,0.00551344,0.0099601,0.0514784,0.00618228,0.014851,0.0192225,0.015586,0.0271906,0.0272755,0.0520777,0.00729347,0.00346045,0.00445995,0.00361644,0.0118351,0,0,0,0,0,0.00964644,0,0,0
4,0,0,0,0,0.0119747,0.00735491,0,0,0.0102963,0.00973837,0.00885246,0.0111255,0,0,0.00909747,0,0.0190981,0.00246613,0.0550753,0.0152878,0.0262456,0.0177241,0.00353342,0.0112512,0.00671264,0.0150523,0.0116252,0.0100926,0.0145455,0,0.0137311,0.00576876,0.00852019,0.00155777,0.0359275,0.0142899,0.0233686,0.00541456,0.0126138,0,0,0.00809218,0,0.0125959,0.00562498,0.0678076,0.0354671,0.0287554,0.00759518,0.00650184,0.00739799,0.00841577,0.050869,0,0.0122431,0.0155811,0.0181794,0.024841,0.0246258,0.0519334,0.00773827,0.00379041,0.00432339,0.00512332,0.0129968,0,0,0,0,0,0.0204054,0.0443677,0,0
5,0,0,0,0,0.013381,0.00756952,0,0,0.0192777,0.00973243,0.00992293,0.0103324,0,0,0.00903473,0,0.0189658,0.00250637,0.0543614,0.00789709,0.0257202,0.00428677,0.00309927,0.0108502,0.00186634,0.0068978,0.00558521,0.00966022,0.00425226,0.0169784,0.0211347,0.00548764,0.00841675,0.00158874,0.0358942,0.013972,0.024029,0.00523387,0.0130952,0,0,0.00968076,0,0.0124929,0.00653098,0.0679421,0.0350537,0.0296087,0.0071458,0.0070448,0.00667779,0.00633386,0.052085,0,0.00988175,0.0126274,0.0187672,0.0240491,0.0222109,0.0520546,0.00844885,0.00483876,0.00481111,0.00453564,0.0127697,0,0,0,0,0,0.0100397,0.0447766,0,0
6,0,0,0,0,0.01341,0.00717378,0,0,0.0186399,0.00942562,0.00889241,0.00852168,0,0,0.00919814,0,0.0189559,0.00304946,0.0548718,0.00750938,0.0261737,0.0050155,0.00309796,0.0105193,0.00267446,0.00674176,0.00655202,0.0104608,0.00457909,0.0169162,0.0202937,0.00525803,0.00846707,0.00197389,0.0356867,0.0137954,0.0235605,0.00518117,0.012208,0,0,0.0107561,0,0.0125375,0.00672924,0.0681715,0.032812,0.0302726,0.00846589,0.00693875,0.00665418,0.00458114,0.0529593,0,0.00837587,0.00942849,0.0194878,0.0228427,0.0199219,0.0514866,0.00933864,0.00563393,0.00467807,0.00438128,0.0105249,0,0,0,0,0,0.008651,0.0457447,0,0
7,0,0,0,0,0.0134632,0.00660183,0,0,0.0178639,0.00919106,0.007327,0.00697277,0,0,0.00917147,0,0.0189467,0.00332484,0.055713,0.00631709,0.0263574,0.0062474,0.00320895,0.0105001,0.00206306,0.0066022,0.00748618,0.0116794,0.00361217,0.0167126,0.019617,0.00480811,0.00850504,0.00237203,0.0350793,0.0137367,0.0223236,0.00568704,0.011797,0,0,0.0107799,0,0.0126877,0.00661037,0.0687384,0.0294614,0.0307719,0.00957997,0.0064688,0.00617801,0.00350172,0.0537479,0,0.00820324,0.0071229,0.0201256,0.0218802,0.0185482,0.0511261,0.00957857,0.00680525,0.0043595,0.00411155,0.00877937,0,0,0,0,0,0.00646775,0.0457346,0,0
8,0,0,0,0,0.0114314,0.00525644,0,0,0.0156833,0.00903377,0.0111052,0.0135979,0,0,0.0106305,0,0.0191806,0.00395733,0.0484547,0.0144037,0.0262443,0.00706072,0.0090221,0.0092084,0.00549984,0.00662397,0.0122657,0.0151681,0.00637426,0.0172064,0.0166785,0.00535732,0.00869086,0.00276342,0.0360941,0.0130726,0.0212479,0.00731374,0.0114251,0,0,0.0145149,0,0.0129755,0.00912983,0.0688548,0.0249599,0.0333702,0.0103665,0.0067823,0.00620065,0.00310024,0.0559673,0,0.00855912,0.00707734,0.0194632,0.0226015,0.0177281,0.0500456,0.0119319,0.00757629,0.00491778,0.00234342,0.00521371,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0118254,0.00518171,0,0,0.0157716,0.00965123,0.00556608,0.00509596,0,0,0.00923933,0,0.0188811,0.00293983,0.0564364,0.00640018,0.0260943,0.00664949,0.00386455,0.00959163,0.00511671,0.00721313,0.00837752,0.0123922,0.00210082,0.0172262,0.0176352,0.00427145,0.00840291,0.00260138,0.0346162,0.0135587,0.0180051,0.00778324,0.0119139,0,0,0.0086934,0,0.0127859,0.00622255,0.0707144,0.0202287,0.0316321,0.0108744,0.00531836,0.00438098,0.00541699,0.0551259,0,0.0108651,0.00813143,0.022378,0.0212306,0.0189589,0.0476387,0.00894983,0.00682495,0.00415807,0.00321335,0.0082709,0,0,0,0,0,0.00391463,0.0443688,0,0
10,0,0,0,0,0.00973757,0.00421001,0,0,0.0160772,0.0100292,0.00508718,0.00522751,0,0,0.0087572,0,0.0185789,0.00239781,0.0567241,0.00589007,0.025746,0.0070318,0.00443656,0.00850077,0.00589227,0.00734676,0.00840086,0.0118186,0.00193316,0.0177407,0.0174613,0.00404162,0.00822119,0.0022326,0.0333188,0.0135729,0.0153301,0.00886725,0.0109137,0,0,0.00689021,0,0.012715,0.00553265,0.0714775,0.0188094,0.0316946,0.0119878,0.00477077,0.00339114,0.00711878,0.0557195,0.0090847,0.0127936,0.010096,0.0239122,0.0219558,0.0204458,0.0449044,0.008317,0.00702887,0.00408861,0.00268474,0.00845631,0,0,0,0,0,0.00318081,0.0441182,0,0
11,0,0,0,0,0.00814718,0.00254895,0,0,0.0168614,0.010672,0.00418842,0.00588,0,0,0.00715823,0,0.0180653,0.00155313,0.0576921,0.00489849,0.0243729,0.00733052,0.00545061,0.00690079,0.00620633,0.00722254,0.00734169,0.0103722,0.00147272,0.0180861,0.0175314,0.0031777,0.00788751,0.00156569,0.0508306,0.013865,0.0149914,0.0136708,0.00888609,0,0,0.00492625,0,0.0126263,0.00419986,0.072221,0.0196476,0.033547,0.0135258,0.00528873,0.00259727,0.00907361,0.0565773,0.0122951,0.0163103,0.0168894,0,0.0213435,0.0253368,0.0606145,0.00730734,0.00741596,0.00387058,0.00216911,0.00909937,0,0,0,0,0,0.00372894,0.0431229,0,0
12,0,0,0,0,0.00619309,0.00603912,0,0,0.0120895,0.0117113,0.00269471,0.00760573,0,0,0.0036573,0,0.0173839,0.000790224,0.0594635,0.00518755,0,0.00385925,0.00660414,0.00517803,0.00653603,0.00445194,0.00419741,0.00575326,0.00238701,0.0189993,0.0141239,0.00150239,0.00741475,0.000782461,0.0536832,0.0153681,0.0185789,0.0102032,0.00636064,0,0,0.00565316,0,0.0125081,0.00374579,0.0717696,0.0296008,0.0275026,0.0150277,0.00723545,0.00671628,0.0103373,0.0591034,0.0144413,0.0183899,0.0177311,0,0.0229636,0.025822,0.061096,0.00696509,0.00773843,0.00315384,0.00862415,0.00759014,0,0,0,0,0,0,0.0419266,0,0
13,0,0,0,0,0.00282648,0.00195249,0,0,0.0188801,0.0109639,0.00931249,0.0149613,0,0,0.00791133,0,0.0182745,0.00207057,0.0492289,0.0118313,0.0255022,0.0107563,0.0105486,0.00452655,0.00743884,0.00841618,0.0130237,0.0148152,0.00607845,0.016552,0.0197108,0.00325522,0.00802413,0.00122284,0.0328402,0.0139698,0.00868945,0.0109657,0.00482569,0,0,0.00799344,0,0.0127525,0.00462006,0.0709,0.0318993,0.0330361,0.0117333,0.00485837,0.00365638,0.00887267,0.058107,0.0119679,0.0152058,0.00997436,0.0249999,0.0242391,0.0223736,0.036718,0.00923329,0.00751628,0.00387762,0.00322846,0.00422546,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0.00535776,0.00138271,0,0,0.0176173,0.0116149,0.00326444,0.00924523,0,0,0.00636752,0,0.0181872,0.00137561,0.0557163,0.00480355,0.0255684,0.00463137,0.00536756,0.00504686,0.00270256,0.00247404,0.00684805,0.00901104,0.00090722,0.0178477,0.0183733,0.00222274,0.00778508,0.000785601,0.0273802,0.0146264,0.0157407,0.0104323,0.00621933,0,0,0.0033155,0,0.0126273,0.00270914,0.0707612,0.0232665,0.0306257,0.0172449,0.00329624,0.00365102,0.014288,0.0590979,0.0167542,0.0211776,0,0.0374309,0,0.0213661,0.0267334,0.00719756,0.00787974,0.00395204,0.00173887,0.00817954,0,0,0,0,0,0.00273993,0.0451013,0,0
15,0,0,0,0,0.00527855,0.00212196,0,0,0.0179298,0.0115613,0.00314122,0.00804854,0,0,0.00664843,0,0.018298,0.00162407,0.0549788,0.00450195,0.0265057,0.00475077,0.00608814,0.00506427,0.00199776,0.00221536,0.00766772,0.009554,0.000619655,0.0173768,0.018881,0.00236787,0.00785734,0.000976035,0.0622931,0.014563,0.0605639,0.0102638,0.00689417,0,0,0.00352225,0,0.0126071,0.0032744,0.0685595,0.0531379,0.030481,0.0367097,0.00408995,0.00439841,0.0274812,0.0662845,0.0341453,0,0,0.0622416,0,0.0369295,0.0542449,0.00732117,0.00813655,0.00421844,0.00140205,0.00859072,0,0,0,0,0,0,0.0462666,0,0
16,0,0,0,0,0.00522023,0.00236424,0,0,0.0184404,0.0114785,0.00295865,0.00767628,0,0,0.00615333,0,0.0182573,0.00158809,0.0546446,0.00461819,0.0265323,0.00423787,0.00631656,0.00458027,0.0011805,0.00202283,0.00771576,0.0095435,0.00065356,0.0174236,0.0192923,0.00210121,0.00784784,0.000997607,0.0880237,0.014598,0.0842063,0.0112237,0.00696356,0,0,0.00361699,0,0.0125962,0.00358118,0.068179,0.0816868,0.0308969,0.0448517,0.0044672,0.00485022,0.0334126,0.0690739,0.0415378,0.0433695,0,0.0707521,0,0.0505515,0.0804892,0.00721162,0.00824806,0.00421882,0.00175096,0.00828372,0,0,0,0,0,0.00175288,0.0469133,0,0
17,0,0,0,0,0.00533376,0.0026253,0,0,0.0203369,0.0111971,0.00306812,0.00757751,0,0,0.00553259,0,0.0181855,0.0014502,0.0547211,0.00469771,0.0266454,0.00402023,0.00591607,0.00389666,0.00122814,0.00193526,0.00790458,0.00979243,0.000422959,0.0171773,0.0211797,0.00167063,0.00789087,0.00108799,0.0868471,0.0147671,0.0832453,0.0112295,0.00691248,0,0,0.00376441,0,0.0126495,0.00376965,0.0686085,0.0834518,0.0307269,0.043829,0.00425432,0.00516795,0.0335635,0.0680234,0.0406307,0.0441747,0,0.0694313,0,0.050433,0.0816507,0.00691722,0.00818139,0.00418682,0.00235569,0.00747158,0,0,0,0,0,0.00223972,0.0471762,0,0
18,0,0,0,0,0.00787259,0.0011174,0,0,0.0257843,0.011537,0.00342414,0.0086857,0,0,0.0020769,0,0.0177159,0.000268482,0.0564821,0.00518496,0.0251175,0.00476452,0.00453112,0.00122813,0.00251636,0.00377116,0.00798412,0.0108206,0.00093169,0.0166659,0.0272538,0.00146046,0.00755175,0.000423901,0.036698,0.0154367,0.0324618,0.012633,0.00706804,0,0,0.00187209,0,0.0126476,0.00330492,0.0732368,0.0446318,0.0302332,0.0170823,0.00517643,0.00495479,0.0175077,0.0575834,0.016785,0.030031,0,0,0,0.0352003,0.0345162,0.00476998,0.00819438,0.00401664,0.00128423,0.00836032,0,0,0,0,0,0.00420107,0.0456672,0,0
19,0,0,0,0,0.00780299,0.00131979,0,0,0.0274346,0.0111026,0.00359189,0.00844496,0,0,0.00201371,0,0.01781,0.000562345,0.0562924,0.00600541,0.0258894,0.00462355,0.004066,0.000609826,0.00233981,0.00390329,0.00833844,0.0108905,0.000818534,0.016508,0.0292896,0.00218427,0.0076927,0.000779346,0.0380685,0.0156267,0.0379257,0.0118137,0.0067969,0,0,0.00205033,0,0.0127215,0.00329769,0.0735266,0.051975,0.0296473,0.0163032,0.00480574,0.00529922,0.0176204,0.056949,0.0159956,0.0308892,0.032156,0,0,0.0423419,0.0337592,0.00455023,0.00775049,0.00402364,0.00124339,0.007326,0,0,0,0,0,0.00403577,0.0460536,0,0
20,0,0,0,0,0.00740349,0.00161594,0,0,0.0288524,0.0107015,0.00390626,0.00759707,0,0,0.00245165,0,0.0179283,0.000964906,0.0559695,0.0068671,0.0266358,0.00482566,0.00362919,0.00155043,0.00230845,0.00413345,0.00887318,0.0112539,0.000971453,0.0164206,0.0313573,0.00322334,0.00782759,0.00121932,0.0316537,0.0158901,0.037827,0.0109491,0.00629511,0,0,0.0013329,0,0.0128207,0.00293305,0.0736631,0.0519379,0.0288275,0.0166826,0.00464145,0.00612672,0.0175642,0.0566046,0.0161998,0.0314342,0.0339985,0,0,0.0447479,0.026542,0.00487777,0.00691756,0.0039942,0.00136406,0.00670288,0,0,0,0,0,0.00364962,0.046305,0,0
21,0,0,0,0,0.00734718,0.00212889,0,0,0.0299275,0.0105314,0.0044532,0.00749354,0,0,0.00410793,0,0.0179269,0.00202096,0.055624,0.00761325,0.0272682,0.0047459,0.00315827,0.00230855,0.00226509,0.00390061,0.00942254,0.0117354,0.00130651,0.0164343,0.0327973,0.00471104,0.00781258,0.00153981,0.024564,0.01617,0.0368612,0.0100283,0.00624883,0,0,0.000976962,0,0.0128902,0.00268632,0.0737283,0.0514773,0.0279348,0.0171763,0.0043647,0.00670635,0.0173124,0.0562732,0.0163976,0.0313354,0.0357697,0,0,0.0463205,0.0180963,0.00515336,0.00617354,0.00414834,0.00171772,0.00670192,0,0,0,0,0,0.00321121,0.0464234,0,0
22,0,0,0,0,0.00444114,0.00266145,0,0,0.0313317,0.0101766,0.0112604,0.0170738,0,0,0.00451883,0,0.0181726,0.00200293,0.047059,0.0128483,0.0265032,0.00935385,0.00691462,0.00369598,0.00603166,0.00630927,0.015654,0.0176541,0.00776747,0.0168483,0.0349032,0.00534701,0.00803152,0.00175635,0.0176294,0.0160294,0.0341986,0.00690661,0.00258258,0,0,0.00380338,0,0.012887,0.0033167,0.0733084,0.0487648,0.0291722,0.0180708,0.00496411,0.00426431,0.0165902,0.0579814,0.0176161,0.030767,0.0356673,0,0,0.0457265,0.0109765,0.00513242,0.00641247,0.00424668,0.00176657,0.00325534,0,0,0,0,0,0.00634716,0,0,0
23,0,0,0,0,0.00664492,0.00253101,0,0,0.0304352,0.0103971,0.0053575,0.00823699,0,0,0.00575286,0,0.0179478,0.00291865,0.0550199,0.00843393,0.0281165,0.00373375,0.00230503,0.00392296,0.00190247,0.00312519,0.0100923,0.0125253,0.00217631,0.0166787,0.0340077,0.00677042,0.00779909,0.00187589,0.0111369,0.0166148,0.0325935,0.00808239,0.00523933,0,0,0.00143161,0,0.0128985,0.00395924,0.0738864,0.0479367,0.026159,0.0179998,0.00378697,0.00596149,0.0161118,0.0556018,0.016743,0.0295139,0.0377785,0,0,0.0480554,0.00644615,0.00373163,0.00660505,0.00492203,0.00211577,0.00659935,0,0,0,0,0,0.00313722,0.046726,0,0
24,0,0,0,0,0.00410456,0.00276233,0,0,0.0324782,0.010183,0.012487,0.0161366,0,0,0.00576258,0,0.0180064,0.00278384,0.0463225,0.0147097,0.0268749,0.00949451,0.00605491,0.00497017,0.00638976,0.00677251,0.0169879,0.0190121,0.00911174,0.0174432,0.0370139,0.00689609,0.00790821,0.00182131,0.00810576,0.016457,0.0282103,0.00463368,0.0022095,0,0,0.00263024,0,0.0128985,0.00368576,0.0736389,0.0432951,0.0271904,0.0184008,0.00406752,0.00414095,0.0149542,0.0569071,0.017819,0.0282793,0.0364616,0,0,0.0464604,0.00944228,0.00429527,0.00625281,0.00484615,0.00220676,0.0027124,0,0,0,0,0,0.00685783,0,0,0
25,0,0,0,0,0.00579543,0.00252315,0,0,0.0311693,0.0105244,0.00663599,0.00773425,0,0,0.00649967,0,0.0177275,0.00335107,0.054178,0.00981866,0.0289645,0.00302897,0.00171683,0.00509301,0.00165174,0.00336216,0.0108052,0.0131177,0.00342447,0.0170477,0.0357344,0.0077653,0.00768908,0.00174255,0.0132031,0.0169791,0.0243454,0.00610014,0.00457429,0,0,0.0026843,0,0.0129656,0.00476435,0.0738139,0.0395779,0.0243509,0.017685,0.00282638,0.00617078,0.0141801,0.0541051,0.0169528,0.0261374,0.0369691,0,0,0.0472208,0.0188351,0.00352762,0.00657586,0.00541477,0.00254655,0.00589702,0,0,0,0,0,0.00339444,0.046899,0,0
26,0,0,0,0,0.00536741,0.00270465,0,0,0.0323034,0.0107259,0.00761152,0.0084989,0,0,0.0063406,0,0.0177069,0.0033625,0.0535599,0.010128,0.0298663,0.00292093,0.00147098,0.00552947,0.00175898,0.00390104,0.0112822,0.0137054,0.00416043,0.0171991,0.0373873,0.00797506,0.00772469,0.00149474,0.0275268,0.0171071,0.016938,0.00476087,0.00440213,0,0,0.00320388,0,0.0130114,0.00509253,0.0734929,0.028218,0.0233906,0.0161889,0.00229291,0.00623449,0.0122801,0.0538617,0.0163667,0,0.0339298,0,0,0.0435051,0.0330653,0.00325136,0.00653939,0.00555486,0.00295724,0.0054442,0,0,0,0,0,0.00366481,0.0468284,0,0
27,0,0,0,0,0.00525277,0.00283369,0,0,0.0335946,0.0110762,0.00850971,0.00885961,0,0,0.00594385,0,0.0176608,0.00317666,0.0529182,0.0104965,0.0307068,0.00282881,0.00123359,0.00584335,0.00201593,0.00447058,0.0117066,0.0142408,0.00482072,0.017454,0.0391532,0.00802255,0.00765677,0.00119877,0.0427914,0.0172623,0.0171411,0.00380041,0.00439342,0,0,0.00384374,0,0.0130752,0.0054103,0.0734769,0.0170132,0.0224318,0.0141009,0.00217641,0.00634889,0.00979573,0.0536774,0.0147113,0.0176779,0.0310651,0,0,0.0400799,0.0472668,0.00305299,0.00644002,0.00563626,0.00329816,0.00527033,0,0,0,0,0,0.0041192,0.0467826,0,0
28,0,0,0,0,0.0031944,0.00428177,0,0,0.03215,0.0110072,0.00944444,0.00772643,0,0,0.00479815,0,0.0178236,0.00249723,0.051866,0.0105549,0.0317941,0.00298544,0.00266676,0.00642521,0.00200919,0.00359416,0.0121436,0.0142111,0.00574871,0.0180863,0.037589,0.00678468,0.00780909,0.00119772,0.0569063,0.0171254,0.0159039,0.00201369,0.00373324,0,0,0.00277225,0,0.0131085,0.0048549,0.0722829,0.0178322,0.0229858,0.0133553,0.00299082,0.00668917,0.00638167,0.0522011,0.00762796,0.013746,0.0249863,0.0296502,0,0.0329902,0.0673977,0.00303074,0.00577951,0.00551475,0.0049022,0.00356431,0,0,0,0,0,0.00535426,0.0476618,0,0
29,0,0,0,0,0.00337202,0.00435195,0,0,0.0330763,0.0111185,0.01028,0.00685547,0,0,0.00381044,0,0.017846,0.00197585,0.0514384,0.010777,0.0321483,0.00344462,0.00274324,0.00758978,0.00227178,0.00385857,0.0124369,0.0145587,0.00630474,0.0185049,0.0385662,0.00673303,0.00787246,0.000978269,0.0605801,0.017236,0.0188952,0.00257685,0.00276761,0,0,0.00402846,0,0.0131686,0.00565075,0.0721368,0.0166632,0.022165,0.0115978,0.00343917,0.00667884,0.00566783,0.0520784,0.00717338,0.0122177,0.0260534,0.0297823,0,0.0358077,0.0704676,0.00197269,0.00621766,0.00573061,0.00548722,0.002521,0,0,0,0,0,0.00619358,0.0479714,0,0
30,0,0,0,0,0.00360653,0.00478207,0,0,0.0345845,0.0111788,0.011253,0.00676018,0,0,0.00381877,0,0.0179189,0.00224326,0.051014,0.0110371,0.0330223,0.00408339,0.00303119,0.00794452,0.0023649,0.00403808,0.012882,0.0149103,0.0068677,0.018887,0.040041,0.00680165,0.00796936,0.000684099,0.0622305,0.0172806,0.0202429,0.00318272,0.00266063,0,0,0.00352444,0,0.013215,0.00540088,0.0719953,0.0162401,0.0219018,0.0106364,0.00415941,0.00690786,0.00539816,0.0517659,0.00662157,0.0104965,0.0264826,0.0305256,0,0.0363364,0.0715359,0.0022597,0.00579396,0.00575242,0.00589399,0.00236982,0,0,0,0,0,0.00713049,0.04814,0,0
31,0,0,0,0,0.00563403,0.00429017,0,0,0.0379464,0.0114005,0.0121238,0.0063486,0,0,0.00479339,0,0.0179045,0.00258329,0.0514157,0.01097,0.0327568,0.00418448,0.000977395,0.00813105,0.00220941,0.00457801,0.0129,0.0154393,0.00698266,0.0188583,0.043989,0.00795523,0.00800816,0.000296803,0.0645314,0.0174683,0.030879,0.00237637,0.00336583,0,0,0.00416447,0,0.0132641,0.00584582,0.0753284,0.0211852,0.0206235,0.0105374,0.00189139,0.0066015,0.00708517,0.0481742,0.0128816,0.00713681,0.0315868,0,0,0.0241018,0.0682117,0.00202603,0.0059369,0.00590595,0.00484212,0.00361179,0,0,0,0,0,0.00789572,0.0474686,0,0
32,0,0,0,0,0.00439238,0.00549528,0,0,0.0375296,0.0110491,0.0129642,0.00598906,0,0,0.00401713,0,0.0182337,0.00196396,0.0503207,0.0114713,0.0345192,0.00584088,0.00344805,0.00872251,0.00232546,0.0044818,0.0138601,0.0159188,0.00807161,0.0194855,0.0435729,0.00747284,0.00832734,0.000537218,0.0611899,0.0172897,0.0203189,0.00456127,0.00185278,0,0,0.00268053,0,0.0132938,0.00530264,0.0721641,0.0119715,0.0213216,0.00722812,0.00499078,0.00706036,0.00412595,0.0506229,0.00594082,0.00662636,0.0232684,0.0320504,0,0.0472078,0.0690927,0.00247206,0.00543393,0.00582501,0.00631922,0.00148804,0,0,0,0,0,0.00940884,0.0484237,0,0
33,0,0,0,0,0.00505309,0.00587163,0,0,0.0386335,0.0110249,0.0139085,0.00644355,0,0,0.00418708,0,0.018177,0.00186141,0.050109,0.0116469,0.0350727,0.00690904,0.00367329,0.009269,0.00229503,0.00482214,0.0142099,0.0162977,0.00856948,0.01981,0.0452953,0.00766108,0.00826507,0.000608773,0.0599995,0.0172894,0.0205839,0.00521301,0.00117229,0,0,0.00228328,0,0.0133105,0.00532599,0.0720513,0.0106478,0.0210049,0.0057268,0.00543826,0.00679561,0.00385809,0.0502407,0.00674418,0.00516478,0.0211383,0.0323405,0,0.0670194,0.067275,0.00248726,0.00529077,0.00591858,0.00643733,0.00122443,0,0,0,0,0,0.0105908,0.0485484,0,0
34,0,0,0,0,0.00570279,0.0061549,0,0,0.040185,0.0109415,0.0150032,0.00660695,0,0,0.0043116,0,0.0182154,0.00185632,0.0499253,0.0119289,0.035684,0.00812987,0.0038926,0.00972545,0.00216776,0.00527772,0.0144525,0.0164599,0.00903819,0.0201855,0.0473566,0.0077274,0.00827324,0.000725895,0.0582847,0.0173189,0.0210636,0.00591936,0.000637558,0,0,0.00192801,0,0.0133663,0.00537149,0.0718851,0.0100225,0.0207546,0.00484007,0.00583602,0.006613,0.00445419,0.0499345,0.00762409,0.00408375,0.0196422,0.0322081,0,0.0663249,0.0651049,0.0026544,0.0051144,0.0060113,0.00653613,0.0014972,0,0,0,0,0,0.0116904,0.0487016,0,0
35,0,0,0,0,0.00640142,0.00651515,0,0,0.042135,0.0108225,0.015797,0.0064972,0,0,0.00469033,0,0.0183242,0.00197092,0.0497412,0.0124018,0.0360585,0.0093268,0.00411467,0.0102298,0.00224785,0.00574279,0.0146178,0.0165539,0.00944485,0.0205699,0.04973,0.00766728,0.00836809,0.00084107,0.0551866,0.0173354,0.0209331,0.00655132,0.000594548,0,0,0.0018079,0,0.0134111,0.00540038,0.0718435,0.00953881,0.0205128,0.00520042,0.0060679,0.00644484,0.00518887,0.0496371,0.00880124,0.00341503,0.0182832,0.031422,0,0.0636749,0.0616484,0.00291104,0.00492061,0.00605726,0.00665361,0.00208703,0,0,0,0,0,0.0127637,0.048739,0,0
