Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x75,x76,x77,LTHII,x72
60,0.012647,0.00715121,0,0,0,0,0,0,0.032808,0.0146157,0.0217685,0.00943218,0,0,0.0393022,0,0.0194866,0.0234565,0.0390687,0.0217433,0.0118043,0.0143392,0.0204946,0.0169367,0.00738605,0.015818,0.0213635,0.0124738,0.00657964,0.00744557,0.0262794,0.0280941,0.0231617,0.0142026,0.0107935,0.014666,0.00720858,0.00934466,0.00429372,0.0161055,0,0,0.0246481,0,0.0118619,0.0200652,0.0710173,0.0179296,0.0163758,0.0112969,0.0128846,0.0175663,0.0050495,0.0353608,0.00714917,0.0123777,0.011275,0.00974888,0.0127078,0.0218893,0.0231939,0.0142652,0.00768136,0.00883772,0.00796525,0.0150051,0,0,0,0,0,0,0,0,0.0179614,0
61,0.0125757,0.00716611,0,0,0,0,0,0,0.0338822,0.0147068,0.0220427,0.00919566,0,0,0.0400763,0,0.0192973,0.023801,0.0401108,0.0217004,0.0122849,0.0149301,0.0215373,0.0174751,0.0082561,0.01618,0.0216583,0.0124798,0.00675083,0.00745888,0.0262604,0.0292049,0.0236147,0.0141174,0.0108764,0.0149392,0.007199,0.0095782,0.00468646,0.0160526,0,0,0.0248939,0,0.0118476,0.0202275,0.0718776,0.0182305,0.0164553,0.01139,0.0136547,0.0177065,0.0053614,0.0357928,0.00715216,0.0127182,0.0111971,0.00948122,0.0127284,0.0218648,0.0236092,0.0145511,0.00768078,0.00897231,0.00821845,0.0150429,0,0,0,0,0,0,0,0,0.0184048,0
62,0.0122866,0.00708643,0,0,0,0,0,0,0.0338653,0.0149264,0.0219389,0.00878873,0,0,0.0405985,0,0.0191096,0.024026,0.0410475,0.0216477,0.0124556,0.0156544,0.0225612,0.0180007,0.0087698,0.0165456,0.0214544,0.0124235,0.00680524,0.00761619,0.0261677,0.0294011,0.0238242,0.0139668,0.0108035,0.0149383,0.0072427,0.00970555,0.00485084,0.0157582,0,0,0.0250044,0,0.0117555,0.0202862,0.0727695,0.0184188,0.0164931,0.0112488,0.014297,0.0178231,0.00554967,0.0362499,0.0070493,0.0127342,0.011055,0.00909182,0.0126245,0.0215527,0.0232388,0.0148119,0.00765807,0.00895797,0.00840197,0.0148603,0,0,0,0,0,0,0,0,0.0188088,0
63,0.0118567,0.00694742,0,0,0,0,0,0,0.0335036,0.0152212,0.0218377,0.00852418,0,0,0.0407755,0,0.0189344,0.0241634,0.0415544,0.0218458,0.0123383,0.016394,0.0234582,0.0184634,0.008827,0.0167153,0.0210895,0.0122945,0.00669128,0.00760033,0.0260193,0.0292544,0.023885,0.0138256,0.0106553,0.0146582,0.00735367,0.00987645,0.00481307,0.0152245,0,0,0.0249571,0,0.0116409,0.0203018,0.0735919,0.0184736,0.0165113,0.0107015,0.0147894,0.017936,0.00558311,0.0367027,0.00685196,0.0123631,0.0108194,0.00855744,0.0123858,0.0208904,0.0227658,0.0148784,0.00761957,0.00884513,0.00849948,0.0144506,0,0,0,0,0,0,0,0,0.0191066,0
64,0.0112762,0.00677949,0,0,0,0,0,0,0.0333581,0.0154976,0.021788,0.00839193,0,0,0.0407849,0,0.018677,0.0242905,0.0415698,0.022372,0.0119853,0.0171006,0.0241442,0.0189639,0.00841179,0.0166473,0.0206758,0.0119089,0.00630267,0.00758045,0.0258332,0.0291966,0.0240299,0.0136737,0.0105105,0.0143622,0.00747563,0.0101671,0.00462533,0.0144455,0,0,0.0248067,0,0.0115328,0.0203138,0.0742454,0.0184926,0.0165296,0.00991754,0.0151122,0.0180972,0.00552971,0.0371163,0.00665012,0.0117586,0.0104548,0.00790116,0.0120064,0.0200875,0.0223725,0.0147535,0.00761634,0.00866024,0.00851247,0.0137896,0,0,0,0,0,0,0,0,0.0193044,0
65,0.0106732,0.00657592,0,0,0,0,0,0,0.0333805,0.0157292,0.0219451,0.00825988,0,0,0.040784,0,0.0183968,0.0243542,0.0413186,0.0228362,0.0116188,0.0177159,0.0245715,0.0193136,0.00759165,0.0163151,0.0203245,0.0112084,0.00572173,0.00769624,0.0255939,0.0291517,0.0243587,0.0135045,0.0104034,0.0139792,0.00755245,0.0101353,0.00425033,0.013605,0,0,0.0246644,0,0.0114673,0.0202829,0.0747037,0.0186823,0.016599,0.00887187,0.015224,0.0183151,0.00545595,0.0374333,0.00642458,0.01096,0.0100634,0.00717954,0.0116469,0.0192154,0.0219173,0.0146898,0.00768691,0.00852016,0.00842505,0.0130972,0,0,0,0,0,0,0,0,0.0193842,0
66,0.0101335,0.00637205,0,0,0,0,0,0,0.0335988,0.0159671,0.0225187,0.00823733,0,0,0.0408827,0,0.018099,0.0243792,0.0409253,0.0233101,0.0111901,0.0182111,0.0248156,0.0196538,0.00642777,0.0157235,0.0198355,0.0103208,0.00506599,0.00782539,0.0251875,0.0290155,0.0248522,0.0134088,0.0103417,0.0135698,0.00761264,0.0104989,0.00388442,0.0128073,0,0,0.0245069,0,0.0114243,0.0202152,0.0750254,0.0190654,0.0167199,0.00781044,0.0152302,0.0185257,0.00541375,0.0377223,0.00620019,0.01005,0.00969372,0.00635863,0.0113807,0.0184494,0.021451,0.0145983,0.00775715,0.00840888,0.00826271,0.0125086,0,0,0,0,0,0,0,0,0.0192423,0
67,0.00976299,0.00617183,0,0,0,0,0,0,0.0340998,0.0161784,0.0232177,0.00841614,0,0,0.0408987,0,0.017833,0.024277,0.0405358,0.0239188,0.0108193,0.0179344,0.0248847,0.0200426,0.00500631,0.0148712,0.019485,0.00947593,0.00464805,0.00769125,0.0245419,0.0288789,0.0252535,0.0133834,0.0103092,0.0130744,0.00765825,0.0112475,0.00351843,0.0120878,0,0,0.0243597,0,0.0113891,0.0201833,0.075283,0.0197954,0.0168681,0.00681706,0.0151286,0.0188055,0.00540696,0.0380809,0.00601906,0.00908603,0.00936128,0.00542177,0.0112693,0.0177897,0.0210076,0.014312,0.00784131,0.00835863,0.00807823,0.0120813,0,0,0,0,0,0,0,0,0.0184696,0
68,0.00955678,0.00601719,0,0,0,0,0,0,0.0344423,0.0163801,0.0233432,0.00876261,0,0,0.0408304,0,0.0177035,0.0240968,0.0401346,0.0244377,0.0105541,0.0169096,0.0248116,0.020291,0.00383955,0.0138797,0.0197771,0.00880093,0.0046634,0.00736793,0.0238114,0.0285945,0.025458,0.0134083,0.0102888,0.0124359,0.00767066,0.0121718,0.00312688,0.0114191,0,0,0.0242045,0,0.0113387,0.0200884,0.0755038,0.0206203,0.017042,0.00592812,0.0148946,0.0191266,0.00535666,0.0384534,0.00586944,0.00812652,0.00907051,0.00443661,0.0112506,0.0171834,0.0207306,0.0140386,0.00783488,0.00838272,0.00790655,0.0118045,0,0,0,0,0,0,0,0,0.016947,0
69,0.00944464,0.00585398,0,0,0,0,0,0,0.0344305,0.0165618,0.0234192,0.00937972,0,0,0.0409203,0,0.0175531,0.0241084,0.039487,0.0253762,0.0101424,0.0168705,0.0245306,0.0203444,0.00344517,0.0129797,0.0194703,0.00827434,0.004996,0.00706217,0.0230238,0.0283108,0.0256442,0.0133137,0.010203,0.0121037,0.00766052,0.0130721,0.00319125,0.0107272,0,0,0.02404,0,0.0113226,0.0199848,0.0755995,0.0214802,0.0172844,0.00472799,0.0145312,0.0195306,0.00517271,0.0386602,0.00576848,0.00709531,0.00880019,0.00351977,0.0112922,0.0165404,0.0207551,0.013776,0.00784051,0.00839261,0.00772644,0.0115056,0,0,0,0,0,0,0,0,0.0155106,0
70,0.00938789,0.00567823,0,0,0,0,0,0,0.0340548,0.0166738,0.0239613,0.0100699,0,0,0.0410585,0,0.0175783,0.0242359,0.0386191,0.0266852,0.009766,0.0172904,0.024035,0.0204272,0.00346929,0.0121125,0.0188369,0.00792535,0.00561107,0.00693651,0.0224016,0.028133,0.0258128,0.0132932,0.0101839,0.0120558,0.00755341,0.0139708,0.00365708,0.0100336,0,0,0.0240146,0,0.0113943,0.0200172,0.0755909,0.0220798,0.0176757,0.00348984,0.0140986,0.0201326,0.0049264,0.0387392,0.00582744,0.00597797,0.00850447,0.00265827,0.0114158,0.0157228,0.0209446,0.0136344,0.00789734,0.00843673,0.00755758,0.0111629,0,0,0,0,0,0,0,0,0.0143878,0
71,0.00947181,0.00546585,0,0,0,0,0,0,0.0331113,0.0166199,0.0256243,0.0103434,0,0,0.0415963,0,0.0175672,0.0246269,0.0379074,0.0268508,0.00984279,0.0175796,0.023579,0.0205855,0.00359781,0.0113382,0.0188134,0.00759488,0.00611134,0.00699207,0.0222423,0.0281231,0.026277,0.0132296,0.0102227,0.0123969,0.00735461,0.0148158,0.00392375,0.00950073,0,0,0.0241433,0,0.0115608,0.0201639,0.0756093,0.0222122,0.0181354,0.00247037,0.0135373,0.0209178,0.00461263,0.038774,0.00594604,0.00474444,0.00817896,0.00190959,0.0113722,0.0145195,0.0210765,0.0136581,0.00792808,0.00849845,0.00735153,0.0109343,0,0,0,0,0,0,0,0,0.0138055,0
72,0.0097828,0.00519866,0,0,0,0,0,0,0.031046,0.016417,0.0270688,0.0100257,0,0,0.0422881,0,0.0177808,0.0251133,0.0377586,0.0249928,0.0104728,0.0179294,0.0233293,0.0208323,0.00419955,0.0112281,0.0200593,0.00755643,0.00588063,0.00696531,0.0225763,0.0276944,0.0270231,0.0133344,0.0103451,0.0125486,0.00699987,0.0155805,0.00390329,0.00938823,0,0,0.0247542,0,0.0118856,0.0205457,0.0758645,0.0222124,0.0187904,0.00178679,0.0129534,0.021726,0.00426151,0.0387103,0.00613716,0.00347182,0.00771004,0.00154666,0.0110558,0.0128899,0.0212308,0.0139901,0.00797839,0.00869259,0.00698762,0.0109567,0,0,0,0,0,0,0,0,0.0140946,0
73,0.0100251,0.00482927,0,0,0,0,0,0,0.0268892,0.0162229,0.0253649,0.00957672,0,0,0.0429626,0,0.0180827,0.0255768,0.0379507,0.0220717,0.0110061,0.0189176,0.0229733,0.0210919,0.00552505,0.0124206,0.0217491,0.00815984,0.0055729,0.00654525,0.022996,0.0258467,0.0279011,0.0135098,0.0105258,0.0126725,0.00659823,0.0160661,0.00371276,0.00924795,0,0,0.0255018,0,0.012247,0.0209824,0.0763604,0.0219153,0.0194829,0.00193954,0.0122794,0.0225715,0.00405043,0.0387321,0.00646309,0.00218351,0.00708607,0.0016065,0.0104411,0.0109038,0.0212118,0.0145116,0.00800923,0.00895387,0.00646635,0.0109115,0,0,0,0,0,0,0,0,0.0153431,0
74,0.00983748,0.0043969,0,0,0,0,0,0,0.0212882,0.0161176,0.022407,0.00954998,0,0,0.0435423,0,0.0181716,0.0259685,0.0378341,0.0198108,0.0108535,0.0198606,0.0221866,0.0211846,0.00685141,0.0138777,0.0222988,0.00845172,0.00580167,0.00585389,0.0228677,0.0228376,0.0286757,0.0135024,0.0106185,0.012672,0.00630753,0.0161699,0.00396541,0.00867935,0,0,0.0260907,0,0.0124958,0.0212854,0.0768698,0.0207066,0.0199102,0.00291937,0.0116561,0.0231255,0.00408546,0.0389305,0.00700705,0.00144921,0.00655635,0.00183426,0.00974684,0.00891035,0.0206944,0.0150675,0.00802313,0.00920391,0.0058563,0.0105042,0,0,0,0,0,0,0,0,0.0160406,0
75,0.00929803,0.00395834,0,0,0,0,0,0,0.0185638,0.0161195,0.0213895,0.00970976,0,0,0.0436186,0,0.0181342,0.0259535,0.0373839,0.0191552,0.0102317,0.0200633,0.0212532,0.0210709,0.00770692,0.0146022,0.0215989,0.00809312,0.00669715,0.00556345,0.0222927,0.0223731,0.0290147,0.0134979,0.0105951,0.0128416,0.00619447,0.0159389,0.00454803,0.00796121,0,0,0.0264622,0,0.0126568,0.0214516,0.0772901,0.0184994,0.0201585,0.00409203,0.0111089,0.0234784,0.0040767,0.0388924,0.00773571,0.00233846,0.00631173,0.00221695,0.00916938,0.00727283,0.0203075,0.0155702,0.00796471,0.00935888,0.00523996,0.0098786,0,0,0,0,0,0,0,0,0.01512,0
76,0.00889118,0.00356386,0,0,0,0,0,0,0.0206751,0.016229,0.0221245,0.00975164,0,0,0.0431944,0,0.0180917,0.0256254,0.0369296,0.0201131,0.00966848,0.0200429,0.0204659,0.0207026,0.00833943,0.0148228,0.0206579,0.00709468,0.00760893,0.00609712,0.0215247,0.024448,0.0289153,0.0135094,0.0105078,0.0127494,0.00620062,0.0154408,0.00498303,0.00747131,0,0,0.0266016,0,0.0127686,0.0214115,0.0775592,0.0156665,0.0204004,0.00530756,0.0106319,0.023826,0.0037659,0.0384497,0.00860769,0.00401055,0.00638579,0.00282381,0.00869942,0.00621528,0.0209807,0.0158142,0.00783978,0.00936033,0.00457762,0.00939871,0,0,0,0,0,0,0,0,0.0132042,0
77,0.00909087,0.00337579,0,0,0,0,0,0,0.0238695,0.0163411,0.0231941,0.00981772,0,0,0.0428002,0,0.017866,0.0253468,0.0364971,0.0213148,0.00950324,0.0202178,0.0199655,0.0200715,0.00870034,0.0142078,0.0202539,0.00571221,0.00779913,0.00671645,0.020735,0.0255277,0.0286877,0.0133467,0.0103795,0.0131564,0.00621083,0.0146998,0.00562705,0.00733645,0,0,0.0265792,0,0.0128911,0.0212941,0.0775767,0.0129938,0.0206892,0.00700904,0.0102463,0.0245004,0.00281992,0.0378353,0.00953488,0.00579905,0.00673875,0.00359512,0.00834447,0.00587358,0.0219405,0.0156909,0.00779753,0.00930239,0.00394046,0.00924657,0,0,0,0,0,0,0,0,0.0115,0
78,0.00966269,0.00345509,0,0,0,0,0,0,0.026287,0.0165318,0.0236812,0.0100784,0,0,0.0420417,0,0.0176124,0.0249259,0.0359576,0.0219297,0.00946042,0.0205477,0.0194249,0.0194434,0.00814776,0.0122479,0.0199322,0.00481746,0.00741564,0.00682207,0.020022,0.0258721,0.0280449,0.0131941,0.0102504,0.0130833,0.00624482,0.013591,0.00654249,0.00738797,0,0,0.0262835,0,0.0129434,0.0211229,0.0772341,0.0114177,0.0207601,0.00903437,0.00986804,0.0251127,0.00176179,0.0371185,0.0105361,0.00748721,0.00711018,0.00422667,0.00790775,0.00592225,0.0222106,0.0151749,0.00783114,0.00914892,0.00350184,0.0091699,0,0,0,0,0,0,0,0,0.0107426,0
79,0.010328,0.00375338,0,0,0,0,0,0,0.0274321,0.0167132,0.023054,0.0104147,0,0,0.0408368,0,0.0174821,0.0243702,0.0355004,0.0210675,0.00950561,0.0212453,0.0188857,0.0189728,0.00692811,0.01024,0.0197208,0.0049863,0.00743794,0.00648506,0.0196492,0.025849,0.0270712,0.0131993,0.0101419,0.0121776,0.00635041,0.0119862,0.00762658,0.00760456,0,0,0.0257257,0,0.0129854,0.0207452,0.0765989,0.0110554,0.0206194,0.0112478,0.00952383,0.0257812,0.00121024,0.0360848,0.0116381,0.00908967,0.00728097,0.00443901,0.00719636,0.00590824,0.0213011,0.0146588,0.00777539,0.00897696,0.00347327,0.00913761,0,0,0,0,0,0,0,0,0.0110851,0
80,0.0107995,0.00416,0,0,0,0,0,0,0.0267683,0.0168791,0.0214307,0.0108055,0,0,0.039443,0,0.0174113,0.0237119,0.0352565,0.0192506,0.0094012,0.0221088,0.0184483,0.0185825,0.00537689,0.00943069,0.0195134,0.00586593,0.00838021,0.00603091,0.0197541,0.0248925,0.0259756,0.0132869,0.0099646,0.0103322,0.00645404,0.0101127,0.00870283,0.00777568,0,0,0.0252029,0,0.0129934,0.0204514,0.0759037,0.0122768,0.0202532,0.0135043,0.00931841,0.0263953,0.00200807,0.0348951,0.0127308,0.010393,0.00724475,0.00427369,0.00627417,0.00596895,0.0199165,0.0140649,0.00762712,0.00880498,0.0036996,0.00915976,0,0,0,0,0,0,0,0,0.012403,0
81,0.0110418,0.0045035,0,0,0,0,0,0,0.0262246,0.0170497,0.0200933,0.0111585,0,0,0.038309,0,0.017258,0.0231945,0.0352579,0.0174909,0.00924935,0.0227564,0.0177178,0.0183228,0.00395113,0.00967249,0.0194869,0.00704871,0.00934457,0.00542781,0.0201368,0.0240241,0.0250428,0.013228,0.00963077,0.0111427,0.00660488,0.0085917,0.00945234,0.00779189,0,0,0.0247194,0,0.0129256,0.0202878,0.0755885,0.0143471,0.0196017,0.0147408,0.00925473,0.0268413,0.00307172,0.0338698,0.0138657,0.0113943,0.00716719,0.0039615,0.00531727,0.00624333,0.0184692,0.0134922,0.00754389,0.00858184,0.00400683,0.00932058,0,0,0,0,0,0,0,0,0.0140287,0
82,0.011037,0.00471273,0,0,0,0,0,0,0.0264232,0.0171866,0.0189642,0.0113316,0,0,0.0374938,0,0.0170336,0.0228754,0.0355673,0.0160426,0.00926277,0.0227032,0.0171698,0.0182228,0.00377506,0.0101096,0.0197611,0.00835747,0.00989105,0.00492173,0.0204891,0.0240376,0.024308,0.0130229,0.00927603,0.0140258,0.00680017,0.00795727,0.00996974,0.00761866,0,0,0.0243914,0,0.0127955,0.0200974,0.075803,0.0163438,0.0188111,0.0154733,0.0094873,0.0269245,0.0037247,0.0331945,0.0144661,0.0119796,0.00726049,0.00374028,0.00450863,0.00659675,0.0182082,0.0131458,0.00748215,0.00835534,0.0042727,0.00951097,0,0,0,0,0,0,0,0,0.0150768,0
83,0.0107315,0.00469632,0,0,0,0,0,0,0.0268481,0.0173842,0.0180124,0.0113549,0,0,0.0364596,0,0.0168813,0.0224047,0.0361887,0.0150672,0.00940769,0.0220095,0.0168699,0.018197,0.00434052,0.0103317,0.0198813,0.0090164,0.0103301,0.00474113,0.0205654,0.0244322,0.0234514,0.012931,0.00891864,0.0171848,0.00707576,0.00819904,0.010219,0.00721214,0,0,0.0241476,0,0.0125833,0.01982,0.0763749,0.0173939,0.0179003,0.0163151,0.00985975,0.0266426,0.00393454,0.0329154,0.0147105,0.0121866,0.00765849,0.00365682,0.00389195,0.00696604,0.0202647,0.0129151,0.00743454,0.00809855,0.00439853,0.00939951,0,0,0,0,0,0,0,0,0.0153894,0
84,0.0101793,0.00457395,0,0,0,0,0,0,0.0278492,0.0176431,0.0177297,0.0111587,0,0,0.035154,0,0.016806,0.0217361,0.0369989,0.0151609,0.00964688,0.0213503,0.016701,0.0180071,0.00494172,0.010505,0.0197635,0.00888719,0.0104178,0.0047562,0.0204166,0.0249827,0.0225054,0.0129133,0.00855151,0.020142,0.00737451,0.009121,0.0102136,0.00659347,0,0,0.0238891,0,0.0122833,0.0196758,0.0770426,0.0174004,0.0169293,0.017372,0.0103904,0.0262669,0.00390998,0.0329784,0.0150526,0.0122145,0.00818952,0.00357972,0.00341463,0.0073091,0.0237221,0.0127417,0.00740812,0.00787544,0.0043852,0.00884134,0,0,0,0,0,0,0,0,0.0152437,0
85,0.0095297,0.00448491,0,0,0,0,0,0,0.0291509,0.0178762,0.0180131,0.0106141,0,0,0.0339371,0,0.0164962,0.021161,0.0376364,0.0161969,0.0099163,0.0212211,0.0166009,0.0176514,0.00554897,0.0109009,0.019555,0.00835191,0.00989873,0.00482076,0.0201798,0.0259111,0.0217205,0.0126958,0.00815497,0.0228223,0.00772252,0.00996393,0.0100215,0.00587179,0,0,0.0235679,0,0.0119774,0.0196722,0.0775629,0.0167274,0.0159265,0.0183603,0.0111297,0.025744,0.00393276,0.0332697,0.0156319,0.0123819,0.00842568,0.00342119,0.00298203,0.00757949,0.0258578,0.0126023,0.00736296,0.00769059,0.00430007,0.00796657,0,0,0,0,0,0,0,0,0.0148484,0
86,0.00893393,0.00445201,0,0,0,0,0,0,0.0303463,0.0180225,0.018422,0.00993936,0,0,0.032877,0,0.0161672,0.0205813,0.0377836,0.017168,0.0101313,0.0215219,0.0164173,0.0172684,0.0059874,0.0113117,0.0194047,0.00812724,0.00939738,0.00491063,0.0200338,0.0269968,0.0208347,0.012551,0.00784582,0.0241806,0.00805064,0.0100214,0.0097039,0.005247,0,0,0.023361,0,0.0117368,0.019598,0.0777027,0.0156545,0.0150478,0.0189519,0.0120101,0.0252254,0.00411604,0.0334956,0.0162641,0.012797,0.00790409,0.00315734,0.00271333,0.00795722,0.0265731,0.0126366,0.0073242,0.00751939,0.00428409,0.00707138,0,0,0,0,0,0,0,0,0.0145377,0
87,0.00846857,0.00441465,0,0,0,0,0,0,0.0312216,0.0181089,0.0186141,0.00928176,0,0,0.0319548,0,0.0160675,0.0200034,0.0374742,0.017479,0.0103053,0.0219157,0.0159212,0.0168998,0.00620431,0.0119019,0.0194194,0.00815862,0.00935517,0.00484441,0.0200468,0.0278651,0.0201676,0.0125476,0.00771436,0.024086,0.00823491,0.0095554,0.00933575,0.00481327,0,0,0.0234355,0,0.0116084,0.0195716,0.0773399,0.014553,0.014351,0.019029,0.0125987,0.0248313,0.00433501,0.033537,0.0167199,0.0132132,0.00707398,0.00291032,0.00286287,0.00896016,0.0267055,0.0128423,0.00734997,0.0074613,0.00430686,0.00634726,0,0,0,0,0,0,0,0,0.01444,0
88,0.00819622,0.00435314,0,0,0,0,0,0,0.0319852,0.0181221,0.0187408,0.00870614,0,0,0.0315305,0,0.0159429,0.0197822,0.0369644,0.0172775,0.0105543,0.0220791,0.0151116,0.0164695,0.00628218,0.0129772,0.0195627,0.00848105,0.00991716,0.00462893,0.0201608,0.0289234,0.01991,0.0124894,0.00769717,0.0229609,0.00831132,0.00888598,0.00908879,0.00459061,0,0,0.0236294,0,0.011555,0.0196663,0.07647,0.0137065,0.0137643,0.0188578,0.0128579,0.0246137,0.0046442,0.0334532,0.0170336,0.0134728,0.00644309,0.00279514,0.00344815,0.0107613,0.0261337,0.013065,0.00720532,0.00738793,0.00431635,0.00587868,0,0,0,0,0,0,0,0,0.0143774,0
89,0.00798058,0.00414082,0,0,0,0,0,0,0.0328804,0.0180654,0.0187523,0.00819219,0,0,0.0314736,0,0.0158314,0.0197725,0.0363815,0.0169228,0.0106464,0.0222274,0.0140129,0.0160352,0.0063726,0.0136714,0.0194367,0.00896794,0.010764,0.00439072,0.020113,0.0300821,0.0197978,0.0124506,0.00770777,0.0209863,0.00833749,0.00813885,0.00896514,0.00450879,0,0,0.023822,0,0.0115382,0.0196982,0.0752624,0.0131385,0.0131759,0.018758,0.0127702,0.024419,0.00497078,0.0332869,0.0173332,0.0135864,0.00608519,0.00274757,0.00419286,0.0127454,0.0243872,0.0132454,0.00708376,0.00732339,0.00408504,0.00556885,0,0,0,0,0,0,0,0,0.0144311,0
90,0.0076957,0.00377217,0,0,0,0,0,0,0.0339887,0.0179054,0.0188057,0.00795659,0,0,0.0314867,0,0.0159416,0.0198283,0.0359215,0.0166049,0.0107942,0.0225033,0.0129134,0.0155948,0.0065217,0.0140912,0.0191888,0.00953941,0.0118269,0.00419966,0.0198861,0.0313885,0.0196249,0.012555,0.00772725,0.0180573,0.0083314,0.00745478,0.00905368,0.00461801,0,0,0.0241011,0,0.011644,0.0198076,0.0737773,0.0126745,0.0127066,0.0187733,0.0125496,0.0242108,0.00517588,0.0331328,0.0177617,0.0136709,0.00584299,0.00268602,0.00493204,0.0144081,0.0218438,0.0135281,0.00698981,0.00731828,0.00373209,0.00546414,0,0,0,0,0,0,0,0,0.0146206,0
91,0.00741787,0.0033635,0,0,0,0,0,0,0.0350947,0.0177357,0.0186541,0.0078264,0,0,0.0317862,0,0.0161657,0.0200939,0.035706,0.0160272,0.0112441,0.022574,0.0119402,0.0150795,0.0066416,0.0144471,0.0193703,0.0103741,0.0129986,0.00403242,0.0197405,0.0329654,0.0196271,0.0126119,0.00772756,0.0147813,0.00826807,0.00690805,0.00918696,0.00488275,0,0,0.024391,0,0.011778,0.0199591,0.0720499,0.0120374,0.0123202,0.0187584,0.0122963,0.0239702,0.00522055,0.0332303,0.018316,0.013858,0.005689,0.00261605,0.00559155,0.0155376,0.0190065,0.013835,0.00688479,0.00734998,0.00347997,0.00561086,0,0,0,0,0,0,0,0,0.0146535,0
92,0.00715779,0.00289221,0,0,0,0,0,0,0.0360937,0.0175729,0.0185615,0.00776941,0,0,0.031981,0,0.0165057,0.0201726,0.0356367,0.0155867,0.0116918,0.0226111,0.0110208,0.0145667,0.0067649,0.0148924,0.0195358,0.0109898,0.0140115,0.00390401,0.0196192,0.0347092,0.0196282,0.012774,0.00771885,0.0121357,0.00822172,0.0065982,0.00929478,0.00513816,0,0,0.0246724,0,0.0118944,0.0201091,0.0701917,0.0114744,0.0119013,0.0183819,0.0120773,0.023719,0.00526258,0.033345,0.0187236,0.0141254,0.00566571,0.0025786,0.00600584,0.0160794,0.0165283,0.0140242,0.00672818,0.00729786,0.00320738,0.00582886,0,0,0,0,0,0,0,0,0.0146648,0
93,0.0069268,0.00242693,0,0,0,0,0,0,0.0371373,0.0174291,0.0187298,0.00769703,0,0,0.0321862,0,0.0167548,0.0201757,0.035643,0.0155369,0.012085,0.0226255,0.0101748,0.0140069,0.0069546,0.0153653,0.0195069,0.0117267,0.0148147,0.00378809,0.0194747,0.0364909,0.0197852,0.0128389,0.00769819,0.0106766,0.00823837,0.0064515,0.00937874,0.00537092,0,0,0.0248807,0,0.0119928,0.0201868,0.0683563,0.0109379,0.0114028,0.0174192,0.0117796,0.023513,0.00544753,0.0334234,0.0190162,0.0143867,0.00571156,0.00253507,0.00614601,0.0160883,0.0149049,0.0140552,0.00661254,0.0071733,0.00283776,0.00607817,0,0,0,0,0,0,0,0,0.0146995,0
94,0.00669814,0.00198621,0,0,0,0,0,0,0.0381991,0.0172358,0.0189366,0.0076565,0,0,0.0323985,0,0.0168523,0.0201936,0.0356864,0.0154184,0.0124714,0.0226155,0.00957361,0.0133409,0.00714764,0.0158281,0.0194251,0.0121213,0.0154891,0.00375688,0.0193093,0.0381255,0.0199084,0.0127698,0.00765556,0.0101175,0.00829514,0.00642669,0.00949407,0.00559182,0,0,0.0250174,0,0.0120754,0.0202177,0.0666703,0.010334,0.0108905,0.0161986,0.0114934,0.0232295,0.00570618,0.0335616,0.0191541,0.0144682,0.00570935,0.00241751,0.00612812,0.0157511,0.0140692,0.0140765,0.00654429,0.00705046,0.00251929,0.00635203,0,0,0,0,0,0,0,0,0.0146854,0
95,0.00637208,0.00161023,0,0,0,0,0,0,0.0393461,0.0170567,0.0192659,0.00776381,0,0,0.0322267,0,0.0170239,0.019978,0.0356831,0.0152526,0.0129927,0.0229025,0.00927013,0.0126366,0.00747423,0.0164147,0.0194514,0.0120978,0.0161364,0.00376299,0.0190872,0.0397405,0.0199981,0.0127993,0.00757424,0.00974989,0.00829246,0.00632444,0.00980625,0.00572367,0,0,0.0250971,0,0.0121646,0.0201998,0.0650373,0.00961456,0.0107345,0.0166986,0.0113189,0.0229894,0.005938,0.0337738,0.0192465,0.0143847,0.00563654,0.00223983,0.00611762,0.015211,0.0137405,0.0142512,0.00651062,0.00695161,0.00193134,0.00645859,0,0,0,0,0,0,0,0,0.0148345,0
