Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,x77,
65,0.0158969,0.0124388,0,0,0,0,0,0,0.0293904,0.0215889,0.0158725,0.00252486,0,0,0.00751936,0,0.0182378,0.00276471,0.0396248,0.00619098,0.0155678,0.0182989,0.00583019,0.00895736,0.00531823,0.0122536,0.0101588,0.013297,0.0161443,0.0199178,0.00764604,0.0222684,0.0331995,0.00604792,0.0132088,0.00312884,0.0267031,0.0146808,0.0157947,0.00385318,0.0163094,0,0,0.00187625,0,0.014278,0.00308251,0.0704806,0.0247407,0.0178954,0.0191055,0.00519274,0.0176867,0.00411627,0.0327153,0.0192677,0.0152626,0.00700268,0.00209566,0.0100543,0.0184956,0.0288812,0.00702493,0.00546846,0.00469366,0.0139787,0.014003,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0155637,0.0122071,0,0,0,0,0,0,0.030654,0.0215957,0.0160983,0.00240503,0,0,0.00808101,0,0.0181674,0.00304417,0.0400565,0.00610748,0.0157942,0.0181085,0.00523465,0.00919245,0.00567059,0.0126005,0.0101532,0.0142022,0.0170114,0.0207819,0.00765104,0.0223723,0.0350857,0.00668054,0.0132054,0.00306981,0.0249095,0.014714,0.015888,0.00397128,0.0158729,0,0,0.0020834,0,0.0144157,0.00330772,0.0692578,0.0246996,0.0174257,0.0189295,0.00522975,0.0172483,0.00450547,0.032703,0.0186055,0.0152296,0.00775279,0.00176299,0.0107078,0.0201034,0.0274146,0.00706185,0.00535761,0.00464157,0.0137678,0.0137162,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0158478,0.0124259,0,0,0,0,0,0,0.0318975,0.0216335,0.0164365,0.00242526,0,0,0.00744495,0,0.0183156,0.00281154,0.0402418,0.00649351,0.0159673,0.0182866,0.00489587,0.00908369,0.00593793,0.0129277,0.0105135,0.0144855,0.0176341,0.0216651,0.00763506,0.022215,0.036849,0.00635385,0.0132783,0.00314585,0.022336,0.0147285,0.0158468,0.00425726,0.0162554,0,0,0.00207445,0,0.0143101,0.00322535,0.0678517,0.0244955,0.0168724,0.0186001,0.00545723,0.0177011,0.00478733,0.0327616,0.0178585,0.0154519,0.0082468,0.00132819,0.0112866,0.0213927,0.0248995,0.00708288,0.0054547,0.00482248,0.0139851,0.014315,0,0,0,0,0,0,0,0,0,0,0,0
68,0.0160401,0.0125701,0,0,0,0,0,0,0.0326992,0.0217464,0.0166557,0.00239633,0,0,0.00703402,0,0.0184018,0.00262327,0.0403459,0.0071898,0.0160221,0.0183449,0.00470269,0.00883413,0.00597599,0.0130405,0.010798,0.0144157,0.0179484,0.0221907,0.00757091,0.0219823,0.0379482,0.00611512,0.0133192,0.00324133,0.0194343,0.0147576,0.0156233,0.00456797,0.0165735,0,0,0.00219536,0,0.0142032,0.00332756,0.0662599,0.0239049,0.0163655,0.0181813,0.00572649,0.0180586,0.00510627,0.0328463,0.0175815,0.0157391,0.00804935,0.000861703,0.0117339,0.0222159,0.0219863,0.00720746,0.00549166,0.00500768,0.0140506,0.0145623,0,0,0,0,0,0,0,0,0,0,0,0
69,0.016117,0.0126532,0,0,0,0,0,0,0.0332901,0.0219056,0.0167703,0.00232445,0,0,0.00706786,0,0.0184076,0.00263269,0.0403883,0.00782509,0.0160605,0.0180896,0.00457076,0.00868467,0.00601855,0.0131279,0.0108713,0.0143662,0.0180569,0.022422,0.00745366,0.0216803,0.0387181,0.00611134,0.0133019,0.00331896,0.0166955,0.0148344,0.0152033,0.00479533,0.0167977,0,0,0.00241435,0,0.0141798,0.00348958,0.0645876,0.0228467,0.0159711,0.0176196,0.00593082,0.0183185,0.00553401,0.033003,0.0181379,0.0152252,0.00793912,0.000418554,0.0119451,0.0224156,0.0192537,0.00739446,0.00582557,0.00511852,0.0140644,0.0148343,0,0,0,0,0,0,0,0,0,0,0,0
70,0.0160897,0.0126748,0,0,0,0,0,0,0.0337473,0.0220619,0.0168884,0.00219465,0,0,0.0071324,0,0.0184531,0.00267948,0.0402121,0.00835775,0.016172,0.0174251,0.00439827,0.00859663,0.0060161,0.0129899,0.0106787,0.0144077,0.0181128,0.0224128,0.00731207,0.0215155,0.0395998,0.00616495,0.0132642,0.00341391,0.0143647,0.0149035,0.0145654,0.00495946,0.0167403,0,0,0.00253383,0,0.0141817,0.00365798,0.0630091,0.0214174,0.0155782,0.0168062,0.00611301,0.0184446,0.00604814,0.0332364,0.0193932,0.014382,0.00798856,0.000405837,0.0117688,0.0221186,0.0170018,0.00754246,0.00604902,0.00518816,0.01405,0.0151961,0,0,0,0,0,0,0,0,0,0,0,0
71,0.0156847,0.0123947,0,0,0,0,0,0,0.0334112,0.0221773,0.0171139,0.00216388,0,0,0.00766214,0,0.0184327,0.00284743,0.0400158,0.00883183,0.0164067,0.0160574,0.00422268,0.00849581,0.00578533,0.0122957,0.0100773,0.014477,0.0182597,0.0220379,0.00715579,0.0217597,0.0397257,0.0065756,0.013232,0.00346937,0.0132133,0.0149128,0.0136595,0.00514078,0.0161419,0,0,0.00291238,0,0.0142971,0.00402162,0.0616103,0.0197453,0.0151173,0.0158806,0.00621703,0.0179989,0.00644491,0.0335792,0.0201064,0.0138805,0.00798598,0.00106217,0.0114761,0.0213016,0.014882,0.00772779,0.00601286,0.00524341,0.0137394,0.0148074,0,0,0,0,0,0,0,0,0,0,0,0
72,0.0154973,0.0122211,0,0,0,0,0,0,0.0339005,0.0223101,0.0176384,0.00226855,0,0,0.00856954,0,0.0183035,0.00327692,0.039981,0.00962903,0.0165253,0.0157435,0.00403207,0.00848642,0.00593541,0.0123182,0.00990356,0.0145316,0.0183331,0.0219265,0.00698379,0.0215554,0.0404978,0.00717892,0.0131991,0.00346582,0.0120112,0.0149823,0.0128737,0.00533264,0.0157959,0,0,0.00332902,0,0.0143667,0.00438903,0.0603101,0.0181565,0.0147129,0.0148766,0.00629751,0.0177424,0.0067153,0.0338484,0.019283,0.0136662,0.00803683,0.00196933,0.01132,0.0200992,0.0142274,0.00786768,0.00610788,0.00531602,0.0135056,0.0145688,0,0,0,0,0,0,0,0,0,0,0,0
73,0.015753,0.0124026,0,0,0,0,0,0,0.0346915,0.0224646,0.0177018,0.00247786,0,0,0.00854497,0,0.0183261,0.00334276,0.0400779,0.0104242,0.0165917,0.015677,0.00390061,0.00832683,0.00619307,0.0125306,0.00991307,0.0144702,0.0184369,0.0219871,0.0068764,0.0212252,0.0414793,0.00698065,0.0132007,0.00356444,0.0111858,0.0150723,0.0125819,0.00557662,0.0159956,0,0,0.00348195,0,0.0143262,0.00448229,0.0591232,0.0172804,0.0143655,0.0137253,0.00646807,0.0181801,0.00694073,0.0339388,0.0181935,0.0134252,0.00861166,0.00284563,0.0116056,0.0189792,0.0138856,0.00799482,0.00641639,0.00549303,0.0136566,0.014283,0,0,0,0,0,0,0,0,0,0,0,0
74,0.0159347,0.0125875,0,0,0,0,0,0,0.0353434,0.0225915,0.0179636,0.00267401,0,0,0.00835881,0,0.0183367,0.00329629,0.0402261,0.0111617,0.0166739,0.0153745,0.00371189,0.00821632,0.00629829,0.0124903,0.00984792,0.014391,0.0185794,0.0221152,0.00689825,0.0211489,0.0423799,0.00664518,0.0132554,0.00365088,0.0111338,0.0151051,0.0123003,0.00602316,0.0161619,0,0,0.00369974,0,0.014293,0.0046186,0.0580728,0.0164659,0.0139183,0.0127687,0.00678871,0.0185152,0.00721724,0.0340608,0.0171385,0.0131361,0.00940784,0.00386313,0.0120055,0.0181629,0.0140836,0.00815208,0.00654646,0.00558022,0.0138495,0.0141208,0,0,0,0,0,0,0,0,0,0,0,0
75,0.0160542,0.0127688,0,0,0,0,0,0,0.0361157,0.0227046,0.0183268,0.00287232,0,0,0.0082235,0,0.018401,0.0033307,0.040442,0.0115005,0.0167865,0.0150615,0.00356357,0.00811491,0.00639693,0.0124915,0.00979745,0.0144619,0.0187271,0.022205,0.00688002,0.0211031,0.0433377,0.00632722,0.0132535,0.00382904,0.0112897,0.0151923,0.0120373,0.00659642,0.0163808,0,0,0.00387045,0,0.0142612,0.00478462,0.0571804,0.0154162,0.0134386,0.0112964,0.00715603,0.0188567,0.00748834,0.0342101,0.0160363,0.012852,0.0104998,0.0051006,0.0126729,0.0177435,0.0147925,0.00842515,0.00644913,0.00565022,0.0140308,0.0141003,0,0,0,0,0,0,0,0,0,0,0,0
76,0.0161065,0.0129588,0,0,0,0,0,0,0.0368517,0.0228427,0.0186383,0.00315575,0,0,0.00807744,0,0.018478,0.0034564,0.0406884,0.0116914,0.0169098,0.0146205,0.00361976,0.00804246,0.00681323,0.0124408,0.00966953,0.0145539,0.0188443,0.0222285,0.00677789,0.0210403,0.044263,0.00604484,0.0132678,0.00395568,0.0116817,0.0152663,0.0120379,0.00719687,0.0166157,0,0,0.00403171,0,0.0142373,0.00489696,0.0564135,0.0143777,0.0129506,0.00927951,0.00757752,0.0192372,0.00776431,0.0343437,0.0149755,0.0125598,0.0117203,0.00638143,0.0133992,0.0173834,0.0160003,0.00869026,0.00649583,0.00575603,0.0142331,0.0140624,0,0,0,0,0,0,0,0,0,0,0,0
77,0.0156645,0.012872,0,0,0,0,0,0,0.0371594,0.022995,0.018947,0.00365083,0,0,0.00850681,0,0.0183764,0.00370535,0.0408972,0.011787,0.0171802,0.0137049,0.00390267,0.00804323,0.00782742,0.0120695,0.00939023,0.0145985,0.0190484,0.0222052,0.00670581,0.0211362,0.0449498,0.00620618,0.0132547,0.00403348,0.0128788,0.0154143,0.0119447,0.00770142,0.0161611,0,0,0.00470472,0,0.0144175,0.00567151,0.0556976,0.0138327,0.0124899,0.00768562,0.00791485,0.0187246,0.00808564,0.0344595,0.0142235,0.0122059,0.0125084,0.00760322,0.0137628,0.0167783,0.0175323,0.00868087,0.00685441,0.00606191,0.014164,0.0136304,0,0,0,0,0,0,0,0,0,0,0,0
78,0.0160611,0.01353,0,0,0,0,0,0,0.0374538,0.0231564,0.0189752,0.00403496,0,0,0.00830892,0,0.0183596,0.00370005,0.0410372,0.0119981,0.0173953,0.012873,0.00401063,0.00793704,0.00832544,0.0117194,0.00915013,0.0146423,0.0192598,0.0221234,0.00656643,0.0211777,0.0457724,0.00587856,0.0132578,0.00414344,0.0141616,0.0154439,0.0119985,0.00810612,0.0168528,0,0,0.00433331,0,0.0142002,0.0051504,0.055082,0.0139165,0.0121068,0.00705038,0.00833063,0.0201272,0.0083371,0.0344542,0.013661,0.0117062,0.0129953,0.00847422,0.0139832,0.0165118,0.0186529,0.00907612,0.00683652,0.00603887,0.0148605,0.0140964,0,0,0,0,0,0,0,0,0,0,0,0
79,0.0159004,0.0137808,0,0,0,0,0,0,0.0381979,0.0232777,0.0189791,0.00425395,0,0,0.00865232,0,0.0182455,0.00384898,0.0411088,0.0122823,0.017489,0.0124853,0.00388816,0.00776652,0.00844566,0.011644,0.00907555,0.014684,0.0193495,0.0220903,0.00640377,0.0210961,0.0471263,0.00597434,0.0132295,0.00414192,0.0144554,0.0155093,0.0120988,0.00829446,0.0169375,0,0,0.0042872,0,0.0142229,0.00523121,0.0545639,0.0142398,0.011915,0.00734422,0.00863722,0.0204382,0.0084152,0.0342369,0.0131307,0.0110654,0.0134052,0.00903191,0.0141891,0.0166657,0.0194689,0.00911157,0.00699797,0.006138,0.0150528,0.0139461,0,0,0,0,0,0,0,0,0,0,0,0
80,0.0157395,0.0140001,0,0,0,0,0,0,0.0390465,0.0233196,0.0194554,0.00438931,0,0,0.00889584,0,0.0182669,0.00394353,0.0410804,0.0127165,0.0175622,0.0120932,0.00384191,0.00759617,0.00855208,0.0115662,0.00902741,0.0147279,0.019413,0.0220859,0.00627212,0.0210119,0.0483134,0.0060082,0.0131562,0.00411946,0.0143162,0.0155231,0.0120945,0.00838322,0.0170118,0,0,0.0041672,0,0.0142632,0.00527171,0.054316,0.0144253,0.0119112,0.00835363,0.00884926,0.020693,0.00835243,0.0338688,0.012694,0.0103896,0.0136952,0.00925833,0.0141686,0.0167938,0.0191786,0.00898256,0.00711538,0.00620382,0.0152172,0.013712,0,0,0,0,0,0,0,0,0,0,0,0
81,0.0155566,0.0141594,0,0,0,0,0,0,0.0399852,0.0233276,0.019696,0.00452608,0,0,0.00906771,0,0.0184619,0.00401248,0.0410134,0.0133148,0.0176251,0.0115832,0.00372203,0.0074425,0.00880425,0.0114977,0.00894432,0.0148159,0.0195912,0.0221391,0.00625103,0.0209555,0.0491649,0.00602013,0.0130325,0.00397475,0.0138024,0.0154801,0.0120793,0.00847577,0.0168676,0,0,0.00396877,0,0.014288,0.00524689,0.0542923,0.0148235,0.0120563,0.0098156,0.00897106,0.0208261,0.00830933,0.0333723,0.012554,0.00983907,0.0138342,0.00922217,0.0139332,0.0166994,0.0184752,0.00876337,0.00684878,0.00617412,0.015322,0.0133532,0,0,0,0,0,0,0,0,0,0,0,0
82,0.0153231,0.0142441,0,0,0,0,0,0,0.0407985,0.0233991,0.0199597,0.00464151,0,0,0.00919232,0,0.0185379,0.0040394,0.0408685,0.0138035,0.0176578,0.0109457,0.00340339,0.00733966,0.00904371,0.0114374,0.00877087,0.0148873,0.01973,0.0221294,0.00623926,0.0208761,0.0498946,0.00604999,0.0130344,0.00399177,0.0130343,0.0154067,0.0120452,0.00850514,0.0165262,0,0,0.00385309,0,0.0143161,0.00519835,0.0543858,0.0151358,0.0123028,0.0114291,0.00894041,0.0208472,0.00840408,0.0327819,0.0128399,0.00948375,0.0137341,0.00904427,0.013337,0.0164503,0.0172759,0.00854607,0.00616437,0.0060991,0.015364,0.0128992,0,0,0,0,0,0,0,0,0,0,0,0
83,0.014741,0.0142426,0,0,0,0,0,0,0.0415748,0.0235111,0.020318,0.00471526,0,0,0.00938858,0,0.0185648,0.00415114,0.0406499,0.0141194,0.0176406,0.0109089,0.00319019,0.00734975,0.00915192,0.0114807,0.00862337,0.014938,0.019754,0.0220558,0.00621733,0.0207596,0.0507021,0.00613266,0.013139,0.0041137,0.0124173,0.0152756,0.0121058,0.00846981,0.0159965,0,0,0.00386169,0,0.0144418,0.00520046,0.0543424,0.015514,0.0126496,0.0130464,0.00877428,0.0207059,0.00857293,0.0320455,0.0134015,0.00932737,0.013478,0.00881824,0.0124488,0.0161217,0.0158259,0.0084752,0.00579561,0.00603705,0.0152751,0.0123919,0,0,0,0,0,0,0,0,0,0,0,0
84,0.0148189,0.0150018,0,0,0,0,0,0,0.041675,0.0236198,0.0206805,0.00489582,0,0,0.00859733,0,0.0187615,0.00398209,0.040504,0.0145161,0.0177223,0.0101554,0.00303702,0.00736404,0.00892904,0.0111082,0.00824524,0.014904,0.0198311,0.0219251,0.00620375,0.0207133,0.0509437,0.00551784,0.0132572,0.0043758,0.0126819,0.0151217,0.012068,0.00845653,0.0166455,0,0,0.00302563,0,0.0141456,0.00439703,0.0544654,0.0155844,0.0128275,0.0143951,0.00873812,0.0221115,0.00883027,0.031213,0.0141315,0.00947612,0.0128581,0.00867521,0.0110028,0.0151171,0.0140569,0.00821797,0.00567857,0.0058341,0.0160302,0.0128134,0,0,0,0,0,0,0,0,0,0,0,0
85,0.0143704,0.0151641,0,0,0,0,0,0,0.0420613,0.0236867,0.0211403,0.00504903,0,0,0.00865782,0,0.0188154,0.0040945,0.0403903,0.0151647,0.0177368,0.0093512,0.00275634,0.00730697,0.00875393,0.0109147,0.00799794,0.0149849,0.0198335,0.0218638,0.00624408,0.0205559,0.0514912,0.00557927,0.0133276,0.00445908,0.0132491,0.0149697,0.0121933,0.00826812,0.0163933,0,0,0.00301598,0,0.0141948,0.00431898,0.0547332,0.0157816,0.0131162,0.0155579,0.00852723,0.0222158,0.00903665,0.0303517,0.0151059,0.00988743,0.0119326,0.00890735,0.00911164,0.0133788,0.0126052,0.00797708,0.00562766,0.00569857,0.01621,0.0124965,0,0,0,0,0,0,0,0,0,0,0,0
86,0.014132,0.0153312,0,0,0,0,0,0,0.0423722,0.0237603,0.0215286,0.00514016,0,0,0.0087978,0,0.0189006,0.00398419,0.0403385,0.0158288,0.0177078,0.00887494,0.00234016,0.00713442,0.00855419,0.0107553,0.00771919,0.0150397,0.0197779,0.0217848,0.00633784,0.0203774,0.0518344,0.00566504,0.013366,0.00441641,0.0141885,0.0148112,0.0123671,0.00796396,0.0161309,0,0,0.00312186,0,0.0142344,0.00427516,0.0552033,0.0151723,0.0134345,0.0164649,0.00827282,0.0222875,0.00923428,0.0295875,0.0163867,0.00995003,0.0105407,0.00967064,0.00661428,0.0107284,0.0116635,0.00771701,0.00561647,0.00558424,0.0163921,0.0120855,0,0,0,0,0,0,0,0,0,0,0,0
87,0.0141047,0.0154236,0,0,0,0,0,0,0.0427236,0.0238083,0.0218188,0.00511796,0,0,0.00908018,0,0.0189836,0.00396822,0.0402512,0.0163408,0.017643,0.00869282,0.00199439,0.0069092,0.00841637,0.010601,0.00741277,0.0151069,0.0197617,0.0217505,0.00651071,0.0202115,0.0522464,0.00586464,0.013383,0.00434035,0.015591,0.0146898,0.0126488,0.00751307,0.0157639,0,0,0.00324769,0,0.014317,0.00429696,0.055891,0.0142099,0.0137274,0.0172163,0.00801695,0.0222217,0.00937176,0.0289484,0.017679,0.00910945,0.0088152,0.0110764,0.0035898,0.00758111,0.0116696,0.00739512,0.00563149,0.00550049,0.0165019,0.0116698,0,0,0,0,0,0,0,0,0,0,0,0
88,0.0138653,0.0154488,0,0,0,0,0,0,0.0431867,0.0237907,0.0219538,0.00496777,0,0,0.00938831,0,0.0189837,0.00408308,0.0401861,0.0166657,0.0175327,0.00865575,0.00174426,0.00670387,0.00834442,0.010487,0.0071434,0.0151864,0.0197594,0.0216911,0.00662825,0.0200729,0.0528042,0.00615568,0.0133763,0.00429514,0.0176699,0.0145679,0.0128765,0.00695319,0.0152911,0,0,0.00340213,0,0.0144521,0.00429517,0.0566243,0.013407,0.0140679,0.0181881,0.00779133,0.0220196,0.00929945,0.0283692,0.0187911,0.00763513,0.00750847,0.0129581,0.00157264,0.00575536,0.0133692,0.0070964,0.0057384,0.00537816,0.0165607,0.0113347,0,0,0,0,0,0,0,0,0,0,0,0
89,0.0134719,0.0153983,0,0,0,0,0,0,0.0437504,0.023741,0.0223068,0.00474724,0,0,0.00964541,0,0.0188943,0.00414822,0.0402224,0.0170352,0.0174169,0.00832944,0.00159863,0.00658962,0.00813095,0.0104062,0.00692909,0.0153536,0.0197193,0.0216515,0.00673225,0.0199712,0.05344,0.00642142,0.0133429,0.00426411,0.0205112,0.0143646,0.0127884,0.00630837,0.0148026,0,0,0.00357168,0,0.0145937,0.00422684,0.0575175,0.0117135,0.0144179,0.0190525,0.00762223,0.0216917,0.00902936,0.027951,0.0196536,0.00738554,0.00739931,0.0151019,0.00404104,0.00689214,0.0169204,0.00678884,0.00592573,0.00520717,0.0165452,0.0106604,0,0,0,0,0,0,0,0,0,0,0,0
90,0.0135665,0.0156834,0,0,0,0,0,0,0.0443377,0.0236841,0.0228851,0.0044789,0,0,0.00921988,0,0.0190231,0.00382502,0.0403301,0.0175499,0.0173092,0.00829582,0.00169766,0.00665489,0.00783341,0.0102431,0.00673686,0.0155389,0.0196596,0.0217225,0.00682547,0.0198656,0.0540969,0.00617363,0.0133651,0.00428424,0.024443,0.01411,0.0126487,0.0055913,0.0148093,0,0,0.00396096,0,0.0145812,0.00389174,0.0585289,0.0099179,0.0147992,0.019244,0.00761561,0.0220688,0.00839507,0.0276695,0.0200928,0.00928087,0.00862885,0.0171732,0.00703026,0.00944787,0.0223703,0.00627028,0.00610972,0.00500899,0.0168661,0.0104145,0,0,0,0,0,0,0,0,0,0,0,0
91,0.013669,0.0159337,0,0,0,0,0,0,0.0448701,0.0236018,0.0232051,0.00427104,0,0,0.00886277,0,0.0191701,0.00352225,0.0405217,0.0180464,0.0171765,0.00860389,0.00196835,0.00663956,0.00764334,0.0101615,0.00670327,0.0154189,0.0195686,0.0217532,0.00687457,0.0196577,0.0546571,0.00593137,0.0133983,0.00420722,0.0296809,0.0138436,0.0131855,0.00479054,0.0148339,0,0,0.00428542,0,0.0145564,0.00374792,0.0595481,0.00959736,0.0152322,0.0191497,0.00781732,0.0223519,0.00778517,0.0273471,0.0203832,0.012109,0.0105816,0.0191077,0.0095977,0.0118829,0.0291708,0.00580204,0.00591708,0.0047949,0.0171345,0.00992015,0,0,0,0,0,0,0,0,0,0,0,0
92,0.0137222,0.0161893,0,0,0,0,0,0,0.0454767,0.0234711,0.0234584,0.00411597,0,0,0.00905745,0,0.0191531,0.00364148,0.0408841,0.0185756,0.0169996,0.00954676,0.00219185,0.00660261,0.00763289,0.0103338,0.00714206,0.0146066,0.0192343,0.0216901,0.0070612,0.0190943,0.0551875,0.00608239,0.0133605,0.00411453,0.034825,0.0136551,0.0145277,0.00388977,0.0147944,0,0,0.00560537,0,0.0145189,0.00412554,0.0605588,0.0102639,0.0156813,0.0185715,0.00822567,0.0222946,0.00776326,0.0269267,0.0203649,0.0145038,0.012714,0.021159,0.0121398,0.0136571,0.0356851,0.00502927,0.00589092,0.00466219,0.0174166,0.00980378,0,0,0,0,0,0,0,0,0,0,0,0
93,0.0136162,0.0163803,0,0,0,0,0,0,0.0460417,0.0233507,0.0236256,0.0041719,0,0,0.00926123,0,0.0192224,0.00377226,0.041281,0.0190476,0.0169268,0.010084,0.00245199,0.00661574,0.00753093,0.0103705,0.00730726,0.0142966,0.0190903,0.0218101,0.0071598,0.0187855,0.0559389,0.00620099,0.0133586,0.00398687,0.0393381,0.0133965,0.0166148,0.00320801,0.0146135,0,0,0.00610913,0,0.0146026,0.00421064,0.0616018,0.0121586,0.0160634,0.0183297,0.00871065,0.0222332,0.00829709,0.0266917,0.0204288,0.0156604,0.0145297,0.0231561,0.0138893,0.0144437,0.0409041,0.00454839,0.00571521,0.00442129,0.0176429,0.0090095,0,0,0,0,0,0,0,0,0,0,0,0
94,0.0134797,0.0165075,0,0,0,0,0,0,0.0466998,0.0232227,0.02386,0.00439735,0,0,0.00945331,0,0.019279,0.00385245,0.0416907,0.0194392,0.0169137,0.0102606,0.00260767,0.00666292,0.00745814,0.0104066,0.00726652,0.0143447,0.0191523,0.0220867,0.00723072,0.0185706,0.056952,0.00635934,0.0133154,0.00389848,0.0415798,0.0132334,0.0181689,0.00257075,0.0144077,0,0,0.00642365,0,0.0146871,0.00429331,0.062523,0.0139114,0.0161123,0.0181292,0.0090876,0.0221438,0.00877364,0.0264929,0.0202921,0.0153748,0.0157813,0.0246142,0.0150433,0.014749,0.0435333,0.00427185,0.00552989,0.004223,0.0178616,0.00867204,0,0,0,0,0,0,0,0,0,0,0,0
95,0.013323,0.0165167,0,0,0,0,0,0,0.0471674,0.0231035,0.0239188,0.00460616,0,0,0.00951127,0,0.0194039,0.00395533,0.0419968,0.0194814,0.0168943,0.010266,0.00274078,0.00669377,0.00745713,0.0105106,0.0071212,0.0143408,0.0193364,0.0223516,0.00728892,0.0183871,0.0577741,0.00642805,0.0132645,0.00376001,0.0411238,0.0131542,0.018774,0.00211323,0.0141538,0,0,0.00642749,0,0.0147567,0.00417697,0.0629328,0.0149744,0.0159214,0.0179894,0.00941232,0.0219392,0.00869944,0.0265164,0.0202675,0.0144504,0.0162433,0.0251783,0.015406,0.0146353,0.043715,0.00418907,0.00518078,0.00405158,0.0180156,0.00879362,0,0,0,0,0,0,0,0,0,0,0,0
96,0.0135099,0.0166953,0,0,0,0,0,0,0.0474156,0.0229694,0.0238612,0.00481063,0,0,0.00910618,0,0.019452,0.00411707,0.0421973,0.0194903,0.016909,0.0101957,0.0028249,0.00668886,0.0075692,0.0107715,0.00689775,0.014212,0.0195416,0.0226309,0.00730938,0.0181892,0.0583855,0.00620591,0.0132237,0.00364147,0.0383867,0.0131116,0.0184328,0.00197228,0.0141651,0,0,0.00658219,0,0.0146587,0.00410088,0.0627147,0.0153324,0.0155311,0.017578,0.00968329,0.0221423,0.00814116,0.0265723,0.0199416,0.0135989,0.0158673,0.0248065,0.0149851,0.0139635,0.0413293,0.00421896,0.0048531,0.00396017,0.0183852,0.00903639,0,0,0,0,0,0,0,0,0,0,0,0
97,0.0138652,0.0167983,0,0,0,0,0,0,0.0477799,0.0228043,0.0237806,0.00497613,0,0,0.00876658,0,0.0193576,0.00399775,0.0421946,0.0195515,0.0169801,0.0100632,0.00273557,0.00664302,0.00780395,0.0112153,0.0067072,0.0139554,0.0198377,0.0230239,0.00730288,0.0179544,0.0589996,0.00608101,0.0132276,0.00307254,0.0343526,0.0131302,0.0174377,0.00220157,0.014233,0,0,0.00654415,0,0.014507,0.00411174,0.0619537,0.0148886,0.0150391,0.0170123,0.00981588,0.0222716,0.00751412,0.026632,0.0192255,0.0123396,0.0148485,0.023729,0.0139291,0.0127401,0.0369554,0.00437187,0.00463324,0.00391802,0.0186249,0.00914333,0,0,0,0,0,0,0,0,0,0,0,0
98,0.0142304,0.0168068,0,0,0,0,0,0,0.0482252,0.0226168,0.0236039,0.0050051,0,0,0.00852395,0,0.019097,0.0037633,0.0419499,0.0194521,0.0170951,0.0100179,0.00249424,0.00660796,0.00811741,0.0117811,0.00661781,0.0136069,0.0200755,0.0234468,0.00726561,0.0176996,0.0595687,0.00605101,0.0133665,0.0025715,0.0297079,0.0132635,0.0159877,0.00267224,0.0145898,0,0,0.00630795,0,0.0143777,0.0040623,0.060817,0.0139411,0.0145437,0.0162767,0.00987351,0.0222047,0.00703402,0.0266834,0.0186728,0.0108633,0.0134182,0.0222961,0.0123248,0.0111255,0.0316923,0.00455033,0.00444407,0.00390721,0.0186708,0.0092459,0,0,0,0,0,0,0,0,0,0,0,0
99,0.0145125,0.0167169,0,0,0,0,0,0,0.0483049,0.0224086,0.0230871,0.00498702,0,0,0.00819924,0,0.0190359,0.00373829,0.0417324,0.0191496,0.0171565,0.0101109,0.00229726,0.00645677,0.0085027,0.0123561,0.00665907,0.0133472,0.0201291,0.0236016,0.00720245,0.0174822,0.0597394,0.00586891,0.0134111,0.00274648,0.0249365,0.0134812,0.01394,0.00330448,0.0148877,0,0,0.00568975,0,0.014241,0.00384267,0.0596782,0.0121338,0.0140693,0.0154695,0.00989888,0.0220166,0.00666838,0.0267313,0.0182785,0.00929303,0.0118636,0.0207286,0.0103036,0.00949515,0.0261888,0.00472576,0.00428137,0.0038797,0.0185407,0.00977435,0,0,0,0,0,0,0,0,0,0,0,0
100,0.0142099,0.0161254,0,0,0,0,0,0,0.0482117,0.0221571,0.022429,0.00497141,0,0,0.00812975,0,0.0190875,0.00370444,0.0415463,0.0187982,0.0171082,0.0104034,0.00200476,0.00640134,0.00899931,0.012988,0.00681358,0.0132166,0.0200881,0.0235628,0.0071154,0.0172327,0.0601894,0.00572894,0.013334,0.00263064,0.0204749,0.0136768,0.0113453,0.00406492,0.0145877,0,0,0.00448531,0,0.0143827,0.00356075,0.0587603,0.0102478,0.0136837,0.0156402,0.00979028,0.0208663,0.00645385,0.0269543,0.0180641,0.00832818,0.0106972,0.0189459,0.00823011,0.00823848,0.0206521,0.00499602,0.00407338,0.00384642,0.0178747,0.00980086,0,0,0,0,0,0,0,0,0,0,0,0
