Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP
All Timesteps RMSE,0.0174766,0.0165426,0,0,0,0,0,0,0.0284184,0.0139004,0.0181359,0.00561036,0,0,0.00504975,0,0.0236725,0.00338007,0.0403698,0.0189847,0.0167933,0.0106246,0.00881902,0.00461759,0.00690264,0.00896027,0.0110939,0.0128369,0.00736964,0.0163842,0.0359652,0.00393136,0.0146068,0.00446857,0.0176829,0.0058025,0.0119631,0.00695217,0.0210862,0,0,0.0131496,0,0.0129099,0.00842527,0.0606217,0.0181857,0.0213537,0.0119266,0.00694081,0.0259448,0.00582227,0.0311295,0.0112035,0.00897105,0.00832358,0.00863321,0.00914274,0.0136741,0.0219538,0.0165857,0.00802668,0.00618184,0.0168578,0.0152639,0,0,0,0,0,0,0,0,0.00676514,0.0123182
0,0.0214042,0.0192482,0,0,0,0,0,0,0.0308398,0.01213,0.0158124,0.00535115,0,0,0.00408065,0,0.0232957,0.00151119,0.036866,0.0153476,0.0108218,0.016457,0.00550653,0.00470209,0.00700046,0.00753601,0.0154965,0.0161233,0.00595195,0.0138279,0.0379106,0.00494828,0.0149176,0.00468555,0.00735154,0.00531469,0.0184857,0.0112879,0.0211964,0,0,0.0143962,0,0.0119932,0.00845586,0.0766663,0.0235769,0.0289038,0.00638485,0.0120442,0.0243203,0.00520596,0.0372282,0.00655162,0.00243269,0.00652016,0.00273064,0.00978705,0.00923046,0.0128369,0.0169499,0.00659671,0.00729378,0.0194721,0.0145651,0,0,0,0,0,0,0,0,0,0
1,0.0201859,0.0193341,0,0,0,0,0,0,0.0296677,0.0120556,0.0142548,0.00585892,0,0,0.00365095,0,0.0235633,0.000583352,0.0375675,0.0149046,0.0108825,0,0.00447436,0.00536514,0.00771648,0.00875619,0.0154738,0.0160853,0.00585013,0.0141285,0.0371321,0.00537414,0.014997,0.00445078,0.00877208,0.0048288,0.016525,0.0101457,0.0213887,0,0,0.0157164,0,0.0123329,0.00926987,0.0755626,0.0189833,0.0299163,0.00838221,0.0111909,0.0250015,0.00575464,0.0370354,0.00691812,0.00337167,0.00563089,0.00233818,0.00798757,0.00600523,0.011946,0.0179521,0.00701115,0.00753483,0.0197183,0.0143907,0,0,0,0,0,0,0,0,0,0
2,0.0193342,0.0189395,0,0,0,0,0,0,0.0281599,0.0118616,0.0130675,0.00641811,0,0,0.00348225,0,0.0239591,0.00051317,0.0377854,0.0145022,0.0108791,0,0.00415291,0.00516513,0.00819322,0.00978622,0.0151378,0.0156543,0.00574547,0.0142274,0.0353712,0.00533286,0.0150634,0.00455041,0.00665019,0.00437986,0.0148327,0.00908347,0.0211862,0,0,0.018432,0,0.0125798,0.010415,0.0747214,0.0147796,0.0297481,0.0102621,0.0103454,0.0249529,0.00595431,0.0364798,0.00733989,0.00491319,0.00510887,0.00211338,0.00629361,0.00347083,0.0142373,0.0196983,0.00783739,0.00775515,0.0190736,0.0140275,0,0,0,0,0,0,0,0,0,0
3,0.0187524,0.0188095,0,0,0,0,0,0,0.0261073,0.0117703,0.012024,0.00665363,0,0,0.0039807,0,0.0242395,0.000528232,0.0376227,0.0139366,0.0110743,0,0.00360758,0.00457495,0.00817009,0.00955369,0.014404,0.0148784,0.00537546,0.0142693,0.0327348,0.0050934,0.0150176,0.00478453,0.00774358,0.00411111,0.0132789,0.00833526,0.0209289,0,0,0.0192943,0,0.0127537,0.0111595,0.0741574,0.0113832,0.0296096,0.0121305,0.0102076,0.0247795,0.00553078,0.0357375,0.00848093,0.0064991,0.00482082,0.00193931,0.00483613,0.00280296,0.0158024,0.0203751,0.00813536,0.00800552,0.0187322,0.0136246,0,0,0,0,0,0,0,0,0,0
4,0.0184421,0.0187136,0,0,0,0,0,0,0.0246245,0.0116735,0.0112984,0.00678858,0,0,0.00444932,0,0.024532,0.000821987,0.0373348,0.013104,0.0115776,0.0123867,0.00297712,0.00387779,0.00793499,0.00888432,0.0137523,0.0142634,0.00528016,0.014323,0.0305802,0.00484507,0.0149123,0.0051009,0.00967434,0.00385316,0.0118344,0.00767898,0.0208977,0,0,0.019975,0,0.0129343,0.0117591,0.0736629,0.00899639,0.029493,0.0136033,0.0100843,0.0246792,0.00493358,0.0348371,0.00989108,0.00807779,0.00498493,0.0017611,0.00371432,0.00413933,0.016859,0.0209786,0.0084775,0.00812957,0.0186875,0.0134753,0,0,0,0,0,0,0,0,0,0
5,0.0180565,0.018613,0,0,0,0,0,0,0.0235274,0.0117068,0.0111443,0.00720488,0,0,0.00520275,0,0.0246122,0.000941931,0.0369853,0.0125382,0.0117008,0.0109514,0.0021921,0.00323371,0.00790885,0.00788989,0.0136455,0.0141506,0.00552625,0.0144795,0.0286426,0.00486518,0.0149802,0.005101,0.012074,0.00370631,0.0103227,0.00742773,0.0206634,0,0,0.0200597,0,0.0130928,0.0120679,0.0730273,0.00814922,0.029299,0.0148739,0.0101024,0.0244716,0.00463678,0.0339332,0.0109035,0.00944115,0.00550807,0.0015577,0.00300841,0.00562,0.0172292,0.021108,0.00886697,0.00812335,0.0186787,0.0132079,0,0,0,0,0,0,0,0,0,0
6,0.0177133,0.0185451,0,0,0,0,0,0,0.0228406,0.0118315,0.0110422,0.00717161,0,0,0.00578512,0,0.0246162,0.00103169,0.0365369,0.0124984,0.0118013,0.0102407,0.001681,0.00280797,0.00808019,0.00722217,0.0135665,0.0141763,0.00576338,0.0146503,0.0270647,0.00523209,0.0150959,0.0048788,0.0155558,0.00371907,0.00891893,0.00724801,0.0204166,0,0,0.0196327,0,0.0131456,0.0120387,0.0724589,0.00907551,0.0286566,0.0163612,0.0103675,0.0242101,0.0044545,0.0334126,0.0117926,0.0105889,0.0059289,0.00133991,0.00253751,0.00657837,0.0170667,0.0207671,0.00903411,0.00825488,0.0186697,0.0129443,0,0,0,0,0,0,0,0,0,0
7,0.0167512,0.0176512,0,0,0,0,0,0,0.0221931,0.0118384,0.0107885,0.00692768,0,0,0.00662405,0,0.024863,0.00150324,0.0361614,0.0123274,0.0117173,0.0100832,0.00169927,0.00224831,0.00840314,0.00704428,0.0134461,0.0141309,0.00598177,0.0148123,0.0260327,0.00586351,0.0150606,0.00504687,0.017701,0.00358612,0.0079963,0.00716396,0.0187724,0,0,0.0200318,0,0.0130185,0.0123791,0.0719029,0.0107687,0.0278466,0.0171896,0.0103631,0.0220163,0.00426907,0.0331341,0.0122947,0.0111275,0.0060908,0.00117111,0.0026905,0.00709167,0.0184894,0.0201642,0.00985295,0.00836771,0.0176783,0.0116698,0,0,0,0,0,0,0,0,0,0
8,0.0162612,0.0169451,0,0,0,0,0,0,0.0215137,0.0119691,0.0103528,0.00636635,0,0,0.00708465,0,0.024965,0.00142715,0.0359727,0.0118403,0.0119006,0.0103094,0.00161213,0.00208815,0.00869423,0.00722072,0.0133196,0.0138759,0.0061594,0.0149381,0.0249451,0.00654336,0.0150417,0.00510103,0.0201743,0.00347366,0.00841611,0.00645271,0.018198,0,0,0.0200317,0,0.0130699,0.012564,0.0716412,0.0126968,0.0275259,0.0183786,0.00975641,0.0209218,0.00397405,0.0331345,0.0128855,0.0117868,0.0064545,0.00136435,0.00264035,0.00732438,0.0208038,0.0196147,0.0100566,0.00885673,0.0169248,0.011325,0,0,0,0,0,0,0,0,0,0
9,0.015764,0.0161149,0,0,0,0,0,0,0.0206818,0.0121428,0.00984126,0.00576218,0,0,0.00751722,0,0.0248157,0.00155368,0.0359249,0.0113665,0.0121517,0.0106483,0.00169615,0.00208646,0.00889627,0.00772057,0.0132029,0.013722,0.00625938,0.0150922,0.0237939,0.00717372,0.0150384,0.00495713,0.0228737,0.00346576,0.00962729,0.00569309,0.0175126,0,0,0.0197813,0,0.0130826,0.0123941,0.0715639,0.0142089,0.0272353,0.0194076,0.00899697,0.0196619,0.00350585,0.0331883,0.0136739,0.0123102,0.00695743,0.00187297,0.00277132,0.00758098,0.0239741,0.0189311,0.0102819,0.00878253,0.0161562,0.0109296,0,0,0,0,0,0,0,0,0,0
10,0.015148,0.0152813,0,0,0,0,0,0,0.0198404,0.0124097,0.00934336,0.00508567,0,0,0.00813665,0,0.0244623,0.0019542,0.0359177,0.0111946,0.0122907,0.010776,0.00211567,0.00213208,0.00902904,0.00791793,0.0129724,0.013609,0.00619782,0.0152433,0.0225852,0.00778744,0.0150596,0.00457654,0.0253626,0.00361786,0.010893,0.00492676,0.01659,0,0,0.0191537,0,0.0130111,0.0117906,0.0715097,0.015051,0.0267056,0.0200156,0.00835163,0.018242,0.00305348,0.0331199,0.0144867,0.0127027,0.00728942,0.00227849,0.00310492,0.00786522,0.0262465,0.0180017,0.0101569,0.00845846,0.0152088,0.0103563,0,0,0,0,0,0,0,0,0,0
11,0.0145239,0.0146137,0,0,0,0,0,0,0.0188741,0.0126951,0.00888524,0.00433721,0,0,0.00873338,0,0.0242124,0.0023063,0.0360342,0.0111281,0.0124565,0.0107097,0.00281929,0.00222884,0.00909939,0.00790955,0.0126301,0.0133075,0.00605034,0.0153067,0.0210153,0.00846727,0.0150111,0.00431335,0.0266358,0.00384559,0.0117562,0.00415217,0.0156878,0,0,0.0183768,0,0.012954,0.0113529,0.0712361,0.0158257,0.0258837,0.0205982,0.00782949,0.0169401,0.00281906,0.0327664,0.0150862,0.0130593,0.00737543,0.00257667,0.00365451,0.00843127,0.0277773,0.0170307,0.0102455,0.00814121,0.0143339,0.00976126,0,0,0,0,0,0,0,0,0,0
12,0.0136393,0.0136791,0,0,0,0,0,0,0.0177829,0.012869,0.00855996,0.00367156,0,0,0.00916238,0,0.0240901,0.0028218,0.0362752,0.0106121,0.0125698,0.0104799,0.00344027,0.00228755,0.00923749,0.00798172,0.0124437,0.0128446,0.00644571,0.0152591,0.0192413,0.00889068,0.014888,0.00434633,0.0268594,0.0040622,0.0120191,0.00345389,0.0139253,0,0,0.0182816,0,0.0129252,0.0113017,0.0707371,0.0162505,0.0250398,0.0210029,0.00732683,0.0146874,0.00284684,0.0325005,0.0154365,0.013412,0.00725382,0.00283299,0.00434561,0.00915158,0.0286254,0.0162878,0.0102019,0.00769811,0.0133297,0.00849229,0,0,0,0,0,0,0,0,0,0
13,0.00813673,0.005951,0,0,0,0,0,0,0.0165371,0.011545,0.00801406,0.00314894,0,0,0.00309347,0,0.0257614,0.00177359,0.0370201,0.0100281,0.0130516,0.00999341,0.00429055,0.00382364,0.0092828,0.00814277,0.0121025,0.0122317,0.00670833,0.015158,0.0173426,0.00396229,0.0154605,0.00552149,0.0265241,0.00505121,0.0118119,0.00317137,0.00690851,0,0,0.0171495,0,0.0130308,0.0103268,0.0696173,0.016317,0.0245596,0.0208188,0.00755306,0.0164024,0.00267633,0.0327124,0.0153515,0.0135397,0.00689437,0.00302849,0.00517175,0.0102119,0.0282639,0.0127915,0.00969658,0.00634259,0.00629642,0.00698874,0,0,0,0,0,0,0,0,0,0
14,0.0112211,0.0100656,0,0,0,0,0,0,0.0161199,0.0130358,0.00806551,0.00257578,0,0,0.00960505,0,0.0237556,0.00362651,0.0369006,0.0102398,0.0129461,0.00967059,0.00499171,0.0023034,0.00940383,0.00846635,0.0120057,0.0120827,0.00628582,0.0153036,0.0163218,0.00881178,0.0143828,0.00479203,0.026376,0.00427534,0.0120234,0.00263131,0.00677456,0,0,0.0191084,0,0.0128877,0.011638,0.0689424,0.0168075,0.023588,0.0209783,0.00717327,0.00673205,0.00314445,0.0319401,0.015713,0.0138598,0.00699623,0.00327281,0.00586732,0.0115489,0.0277504,0.0145472,0.0102423,0.00667306,0.00950589,0.00455297,0,0,0,0,0,0,0,0,0,0
15,0.0117445,0.0114333,0,0,0,0,0,0,0.0156278,0.0130228,0.00792473,0.00244114,0,0,0.00944934,0,0.0237248,0.0038445,0.0374153,0.0102102,0.0132427,0.00874603,0.00570073,0.0023827,0.00912476,0.008318,0.0116789,0.0117725,0.00578408,0.0153114,0.0151595,0.00832296,0.0143588,0.0048456,0.0259375,0.00436193,0.0121743,0.00241309,0.00895306,0,0,0.0184812,0,0.0128025,0.0112418,0.0679669,0.017286,0.0231479,0.0212481,0.00710856,0.00859005,0.00338927,0.0311113,0.0160532,0.014078,0.00713763,0.00364541,0.00620622,0.0129566,0.0271806,0.0146911,0.00998566,0.00659361,0.0110627,0.00538706,0,0,0,0,0,0,0,0,0,0
16,0.0122248,0.012807,0,0,0,0,0,0,0.016542,0.0132568,0.00901941,0.00534851,0,0,0.0105501,0,0.0233853,0.00412454,0.036998,0.0113932,0.0120953,0.0100959,0.0064007,0.00270568,0.00974676,0.00878654,0.012247,0.0124834,0.006056,0.0157507,0.0155918,0.00884244,0.0143281,0.0044532,0.0262088,0.00445451,0.0188646,0.00432667,0.0128424,0,0,0.0165862,0,0.012907,0.0103278,0.0620559,0.0226735,0.0243349,0.0316841,0.00814773,0.0118355,0.00796337,0,0.0237592,0.0190725,0.0156915,0.0143583,0.0129357,0.0201474,0.0274602,0.0142368,0.00929602,0.00685866,0.0124292,0.00852551,0,0,0,0,0,0,0,0,0,0
17,0.0135578,0.0145374,0,0,0,0,0,0,0.0144694,0.0128408,0.00742225,0.00169866,0,0,0.00905591,0,0.0239743,0.0033786,0.0380825,0.00947336,0.0138668,0.00922185,0.00729502,0.00266518,0.00838915,0.00770847,0.0108991,0.0109801,0.0056126,0.0152947,0.0129518,0.00786166,0.0146285,0.00455457,0.0232242,0.00442459,0.0116403,0.00233314,0.0142746,0,0,0.016712,0,0.012928,0.0104649,0.0661813,0.0164739,0.022324,0.0207011,0.00753752,0.0151991,0.00351625,0.0316469,0.0164958,0.0138171,0.00739014,0.00322275,0.00597931,0.0144424,0.0247109,0.0154629,0.00918596,0.00687723,0.0143462,0.00838962,0,0,0,0,0,0,0,0,0,0
18,0.0142441,0.0152095,0,0,0,0,0,0,0.0141114,0.012804,0.00700375,0.001311,0,0,0.00881578,0,0.0239872,0.00356371,0.0382344,0.00930236,0.0141729,0.00928375,0.00790426,0.00253345,0.0080367,0.00750367,0.0105255,0.0104912,0.00550698,0.0151524,0.0124662,0.00759843,0.0145701,0.00472147,0.0217026,0.0044865,0.0116839,0.00281432,0.0153907,0,0,0.016858,0,0.0128633,0.01054,0.0651083,0.016721,0.0219097,0.0207455,0.00765404,0.0167519,0.0033947,0.0319988,0.0172712,0.0134152,0.00713002,0.00296137,0.00632618,0.0146915,0.0233477,0.0160191,0.0090937,0.00657697,0.015049,0.00902071,0,0,0,0,0,0,0,0,0,0
19,0.0150468,0.0158511,0,0,0,0,0,0,0.0137082,0.012831,0.00641706,0.000963562,0,0,0.00844045,0,0.0239783,0.00369617,0.0382521,0.00900937,0.014496,0.00883578,0.00850564,0.00237822,0.00771608,0.00737654,0.0101172,0.00999724,0.00537393,0.0150672,0.0123372,0.00739442,0.0144877,0.00485518,0.0207079,0.00459201,0.0116187,0.00334116,0.0166335,0,0,0.0168095,0,0.012815,0.010455,0.0639451,0.0165979,0.0214993,0.0204185,0.00765393,0.0183873,0.00364885,0.0328363,0.0175925,0.0134226,0.00702598,0.00245925,0.00660292,0.0147956,0.0221941,0.016484,0.00896094,0.00627675,0.0157584,0.00979271,0,0,0,0,0,0,0,0,0,0
20,0.0157681,0.0163655,0,0,0,0,0,0,0.01362,0.0129197,0.00596613,0.000733434,0,0,0.00828082,0,0.0241886,0.00389863,0.0382188,0.00916458,0.0147581,0.00865491,0.00908047,0.002281,0.00749993,0.00726106,0.00961659,0.00943987,0.00516334,0.0148919,0.0127477,0.00737344,0.0145826,0.00480788,0.020247,0.00474641,0.011673,0.00373477,0.0175921,0,0,0.0165496,0,0.012759,0.0102454,0.06276,0.0166613,0.0210903,0.0200409,0.00761255,0.0196689,0.00409327,0.0330024,0.0176732,0.0133852,0.00682724,0.00221483,0.00681194,0.0148137,0.0214204,0.0167676,0.00880253,0.00601518,0.0162894,0.0104432,0,0,0,0,0,0,0,0,0,0
21,0.0164529,0.0167891,0,0,0,0,0,0,0.0135484,0.0130723,0.00547876,0.000577979,0,0,0.00802372,0,0.0242005,0.0040988,0.0383463,0.00902278,0.0150372,0.00843057,0.00955597,0.00233962,0.00736374,0.00718937,0.00907277,0.00885342,0.00492749,0.0147796,0.0133155,0.00718269,0.014744,0.00469898,0.0194832,0.00495189,0.0116858,0.00414731,0.0185352,0,0,0.0162487,0,0.0127588,0.00998583,0.0616882,0.016681,0.0207039,0.0195263,0.00742079,0.0208882,0.00489872,0.0328971,0.0178206,0.0130873,0.00650048,0.00204467,0.00694032,0.0146742,0.0210811,0.0170707,0.00859521,0.00580494,0.0168058,0.0111511,0,0,0,0,0,0,0,0,0,0
22,0.0170519,0.0171512,0,0,0,0,0,0,0.0135942,0.0131864,0.00478559,0.000607929,0,0,0.00771185,0,0.0241506,0.00415822,0.0386715,0.00856735,0.0152995,0.00833955,0.00999175,0.00245739,0.00720277,0.00737086,0.00860828,0.00821969,0.00458097,0.0145422,0.0140912,0.00689469,0.014814,0.00470282,0.0183068,0.00514305,0.0115255,0.00456715,0.019412,0,0,0.0160097,0,0.0127762,0.00974644,0.0608155,0.0164978,0.0203454,0.0188819,0.00710245,0.022062,0.00531723,0.0329458,0.017929,0.0125272,0.00624242,0.00183073,0.00703475,0.0144441,0.021016,0.0174019,0.00842322,0.00566242,0.0173156,0.0118632,0,0,0,0,0,0,0,0,0,0
23,0.0180279,0.017923,0,0,0,0,0,0,0.012853,0.0132479,0.0036537,0.00106997,0,0,0.00691273,0,0.0240412,0.00362162,0.0391532,0.00726482,0.0156963,0.00743797,0.0103765,0.00275087,0.00730928,0.00862432,0.00823472,0.0078119,0.00451244,0.0145641,0.0139391,0.00637985,0.0148086,0.00462144,0.0174008,0.00527772,0.0113737,0.0051776,0.02105,0,0,0.0153558,0,0.0128684,0.00935647,0.0602273,0.0161491,0.0201241,0.0183183,0.00684628,0.0243154,0.00557507,0.0330452,0.0179962,0.0123498,0.00598158,0.0016275,0.00713434,0.014143,0.0209848,0.0179046,0.00799792,0.00568962,0.0181794,0.0131238,0,0,0,0,0,0,0,0,0.00924121,0
24,0.0183667,0.0182,0,0,0,0,0,0,0.0132564,0.0132787,0.00319797,0.00132713,0,0,0.00658273,0,0.0239471,0.00333456,0.0396161,0.00683709,0.015989,0.00730275,0.0108625,0.00286187,0.00725643,0.00901672,0.00789246,0.00727261,0.00417137,0.0144231,0.0150115,0.00606976,0.0147473,0.00466329,0.0170744,0.00540399,0.0113139,0.00560655,0.021598,0,0,0.0150405,0,0.012841,0.00928729,0.0594868,0.0159456,0.0198877,0.0178613,0.00664627,0.0251591,0.00584499,0.0331561,0.0178173,0.0122043,0.0057801,0.00146147,0.00740137,0.0139268,0.0210331,0.0181344,0.00780386,0.00559829,0.0184322,0.0135012,0,0,0,0,0,0,0,0,0.00878397,0
25,0.018629,0.018423,0,0,0,0,0,0,0.0139829,0.0133648,0.00292024,0.00154144,0,0,0.00635207,0,0.0240023,0.00334369,0.0400286,0.00679051,0.0162926,0.00732402,0.0112877,0.00284263,0.00718205,0.00890103,0.0075726,0.00675935,0.00382991,0.0142669,0.0164073,0.00570777,0.0147009,0.00473685,0.0167931,0.00553065,0.0112842,0.00597893,0.0220013,0,0,0.0149705,0,0.0128732,0.00932327,0.0586072,0.0158729,0.0195939,0.0173399,0.00650436,0.0258535,0.00618743,0.033218,0.0179663,0.0118854,0.00575695,0.00130519,0.00789207,0.0137451,0.0212411,0.0184537,0.00777794,0.00548822,0.0186015,0.0138225,0,0,0,0,0,0,0,0,0.00864955,0
26,0.0187931,0.0186052,0,0,0,0,0,0,0.0145089,0.0135112,0.00273623,0.00205261,0,0,0.00631382,0,0.0240071,0.00339926,0.0402932,0.00673613,0.0161707,0.00728066,0.0119068,0.00275098,0.00703025,0.00867386,0.00730227,0.00630973,0.00365422,0.0141678,0.017587,0.0056145,0.0146667,0.00477748,0.0170491,0.00573937,0.0111732,0.00655707,0.022189,0,0,0.0145282,0,0.0128636,0.00914835,0.0577351,0.0156713,0.0190796,0.0166761,0.00648752,0.0262989,0.00650482,0.0331685,0.0180438,0.0117538,0.00586487,0.00145053,0.00816182,0.0134778,0.0219912,0.0184409,0.00772986,0.00529349,0.0187033,0.013978,0,0,0,0,0,0,0,0,0.00873634,0
27,0.0188752,0.0187402,0,0,0,0,0,0,0.0150409,0.0136998,0.00297767,0.00275655,0,0,0.006397,0,0.0239433,0.00344256,0.0404863,0.00681961,0.0155448,0.00735528,0.0125201,0.00267142,0.00681025,0.00848607,0.0070358,0.00580504,0.00352047,0.0139332,0.0185089,0.00558934,0.0146348,0.00474991,0.0177464,0.00597102,0.0110285,0.00711739,0.0222841,0,0,0.0140499,0,0.0128181,0.00893556,0.0568636,0.0154779,0.0185056,0.0158738,0.00644567,0.0265154,0.00670155,0.0330121,0.017842,0.0116766,0.00602964,0.0018173,0.0083313,0.0131773,0.0232946,0.0183745,0.00782868,0.00502933,0.0187947,0.0140496,0,0,0,0,0,0,0,0,0.00885417,0
28,0.0189544,0.0188396,0,0,0,0,0,0,0.0153005,0.013841,0.00317676,0.00315109,0,0,0.00630003,0,0.0239743,0.00338486,0.04082,0.00661477,0.0155583,0.00727941,0.0128693,0.00249788,0.00676116,0.00857472,0.00672451,0.00526344,0.00318217,0.0137738,0.0193164,0.00562752,0.0146298,0.00473451,0.0181284,0.00609584,0.0108631,0.00740961,0.0224495,0,0,0.0138531,0,0.0128301,0.00885292,0.0559875,0.0152569,0.0181976,0.014995,0.0063653,0.0267101,0.00675183,0.032805,0.0171709,0.0114504,0.00616626,0.00215043,0.00851624,0.0129195,0.0239575,0.0185724,0.00795506,0.00483039,0.0189041,0.0142046,0,0,0,0,0,0,0,0,0.00877871,0
29,0.019543,0.0188705,0,0,0,0,0,0,0.0173185,0.0138508,0.00619667,0.00538077,0,0,0.00552514,0,0.0239597,0.00317459,0.041428,0.00576475,0.0173701,0.0028899,0.0119382,0.00249102,0.00335626,0.00396849,0.00266124,0.00222818,0.00193665,0.0158829,0.0246635,0.00505851,0.0144923,0.00489843,0.0182943,0.00585509,0.0105035,0.00813238,0.023237,0,0,0.0148136,0,0.0129923,0.00941634,0.05594,0.0144746,0.0181904,0.0142519,0.00614685,0.0274222,0.00719606,0.0322131,0.0169162,0.0114695,0.00637615,0.00248992,0.00851317,0.0125275,0.0241429,0.0196314,0.00814102,0.00507544,0.0188211,0.0148843,0,0,0,0,0,0,0,0,0.00365092,0.0136047
30,0.0194235,0.0187753,0,0,0,0,0,0,0.0178596,0.0140083,0.00677427,0.00538864,0,0,0.00521845,0,0.0237311,0.0030203,0.0415013,0.00635161,0.0171909,0.00283947,0.0120722,0.00259495,0.00380789,0.00358449,0.00261387,0.0020505,0.00186291,0.0156828,0.02547,0.00480113,0.0143075,0.00500171,0.0183281,0.00592316,0.0100609,0.00808476,0.0232184,0,0,0.0145165,0,0.0129348,0.00920074,0.0553244,0.0140069,0.0179463,0.0132095,0.00596215,0.0273033,0.00697025,0.0317915,0.0157333,0.0108867,0.00644644,0.00263574,0.00865044,0.0125486,0.0247409,0.0195633,0.00802559,0.00505103,0.0187444,0.0148747,0,0,0,0,0,0,0,0,0.0036515,0.0136821
31,0.019553,0.0188135,0,0,0,0,0,0,0.0186874,0.0142084,0.00701899,0.00554494,0,0,0.00501475,0,0.0234363,0.00292671,0.0415505,0.00688564,0.0170073,0.00291469,0.0121745,0.00248188,0.00368515,0.00333579,0.00262067,0.00195681,0.00182466,0.0153882,0.0265421,0.00455563,0.0141937,0.00512101,0.0181994,0.00610235,0.00945778,0.00790224,0.0234836,0,0,0.0140149,0,0.0128663,0.00890686,0.0549072,0.0135574,0.0177332,0.0121702,0.00575809,0.0274822,0.00671456,0.0312814,0.0141535,0.0101474,0.00646865,0.00265544,0.00869689,0.0127161,0.0253942,0.019428,0.00772739,0.00500542,0.0188166,0.0151145,0,0,0,0,0,0,0,0,0.00379198,0.0136428
32,0.0198741,0.0189707,0,0,0,0,0,0,0.0195293,0.0144151,0.00746895,0.00550311,0,0,0.0048511,0,0.0232586,0.00280744,0.0415158,0.00751199,0.0172322,0.0029442,0.0120687,0.00228366,0.00334462,0.0032026,0.00275728,0.00208538,0.0018431,0.0152017,0.0276369,0.00432195,0.0142227,0.00513903,0.0179712,0.0062191,0.00878663,0.00750271,0.0239413,0,0,0.0136086,0,0.0128374,0.00858875,0.054601,0.0131375,0.0176359,0.0112453,0.00545841,0.0278933,0.00635603,0.0306731,0.0125567,0.00930388,0.00635196,0.00256315,0.00856127,0.0129042,0.0256628,0.0192997,0.00755093,0.00493381,0.0189896,0.0155634,0,0,0,0,0,0,0,0,0.00370278,0.0136887
33,0.0202661,0.0191615,0,0,0,0,0,0,0.020316,0.0145797,0.00842662,0.00544812,0,0,0.00483517,0,0.0233382,0.00265471,0.041395,0.00823432,0.0174892,0.00302538,0.0119114,0.0023137,0.0031377,0.00308867,0.00306961,0.00245027,0.00195159,0.0151622,0.0290413,0.00445749,0.0144369,0.00487637,0.0175429,0.00631449,0.00792437,0.00703071,0.0244565,0,0,0.0131453,0,0.012781,0.00823805,0.0544048,0.0124328,0.017558,0.0104807,0.00506503,0.0284101,0.00593174,0.0299224,0.0110984,0.00843308,0.0060075,0.00246554,0.00818851,0.0129545,0.0248735,0.019132,0.00742417,0.00478185,0.0192534,0.0160869,0,0,0,0,0,0,0,0,0.00356181,0.0140718
34,0.0207932,0.0194727,0,0,0,0,0,0,0.021062,0.0147236,0.00980252,0.00557287,0,0,0.00451796,0,0.0232725,0.00263693,0.0412326,0.0092339,0.0177672,0.00335049,0.011883,0.0024423,0.00315757,0.00307017,0.00357732,0.00296456,0.00207289,0.0153006,0.0305214,0.00427817,0.0144129,0.00455041,0.0165853,0.00643891,0.00683097,0.0067291,0.0251908,0,0,0.0124663,0,0.0127752,0.00790386,0.0543199,0.0112371,0.0174609,0.00983886,0.00472975,0.0292701,0.00559636,0.029108,0.00976797,0.00766414,0.00556853,0.00255109,0.0076422,0.0127621,0.0235698,0.0189836,0.0070448,0.00478721,0.019695,0.0167701,0,0,0,0,0,0,0,0,0.00340692,0.0145835
35,0.020936,0.019529,0,0,0,0,0,0,0.0221182,0.0148286,0.0105025,0.00525774,0,0,0.00414923,0,0.0229543,0.00260067,0.0411126,0.00981292,0.0180189,0.00301995,0.0117015,0.00238808,0.00352982,0.00306855,0.00384416,0.00306802,0.002292,0.0148764,0.0318994,0.00399437,0.0141921,0.00453817,0.015177,0.00653689,0.00555503,0.00615271,0.0253921,0,0,0.0122425,0,0.0127616,0.00771969,0.0541643,0.00968834,0.0174814,0.00912617,0.00439447,0.0293272,0.00541448,0.02818,0.00844396,0.00693462,0.00526276,0.00295056,0.00700829,0.0124288,0.0221295,0.0188594,0.00699869,0.00459924,0.0197987,0.0169907,0,0,0,0,0,0,0,0,0.00333952,0.0142897
