Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP
116,0.0217408,0.0197315,0,0,0,0,0,0,0.00724989,0.013682,0.00373629,0.00477945,0,0,0.00176347,0,0.025119,0.00253577,0.0420347,0.0115571,0.0170648,0.0100198,0.00776965,0.00449696,0.0078236,0.00944648,0.0055375,0.00488242,0.00560565,0.0240471,0.00923389,0.00163618,0.0150627,0.00400474,0.0167317,0.00606464,0.0121603,0.0131543,0.0231805,0,0,0.0107217,0,0.0124287,0.00658317,0.0716695,0.0248421,0.0277409,0.00713303,0.0104804,0.0292798,0.00429966,0.0386252,0.00667893,0.0101585,0.0120646,0.00717737,0.0138201,0.0241259,0.0289225,0.0168237,0.00737213,0.00578024,0.0211158,0.0179572,0,0,0,0,0,0,0,0,0.00513222,0.0109107
117,0.0220056,0.0190674,0,0,0,0,0,0,0.00797501,0.0137267,0.00589013,0.00546153,0,0,0.00170986,0,0.0250074,0.00240099,0.0418831,0.0164191,0.0174849,0.00726381,0.00729908,0.00391713,0.00698278,0.00743101,0.00768773,0.00689501,0.00704592,0.0243402,0.0130439,0.00164087,0.0150867,0.00404214,0.0164293,0.00560667,0.0131722,0.0140491,0.0233805,0,0,0.0121534,0,0.0125579,0.00747424,0.0724312,0.0259403,0.0286484,0.00659623,0.0112151,0.0289334,0.00399482,0.0383433,0.00617668,0.00963852,0.012046,0.00655909,0.0139782,0.0239966,0.028806,0.0173544,0.0075998,0.00608854,0.0204044,0.0184909,0,0,0,0,0,0,0,0,0.00374703,0.0106973
118,0.0219063,0.0182228,0,0,0,0,0,0,0.00846767,0.0137704,0.00655951,0.0059712,0,0,0.0014236,0,0.0249572,0.0021921,0.041337,0.0194768,0.0174654,0.00448823,0.00672992,0.00336026,0.00610145,0.00492673,0.0086769,0.00808474,0.00770874,0.024347,0.0156224,0.00167287,0.0150582,0.00403867,0.0149368,0.00510696,0.0140098,0.0147976,0.0233575,0,0,0.0139142,0,0.0127194,0.00841658,0.0730715,0.0265429,0.0294008,0.00607188,0.0118519,0.0285199,0.00379411,0.0381571,0.00582236,0.00890838,0.0117246,0.0061691,0.0140818,0.0234518,0.0275218,0.0181926,0.00783356,0.00647274,0.0195186,0.0190548,0,0,0,0,0,0,0,0,0.00150413,0.0108419
119,0.0207003,0.0174429,0,0,0,0,0,0,0.00508404,0.0138554,0.00956107,0.00446643,0,0,0.00152635,0,0.0246171,0.00161342,0.0412576,0.0121622,0.0145532,0.0184437,0.00453396,0.00356244,0.00574867,0.0108486,0.00965687,0.0094572,0.00335744,0.0159595,0.0130373,0.00203135,0.0149137,0.00400072,0.0128233,0.00489124,0.0143998,0.0146576,0.0224036,0,0,0.0151852,0,0.0127959,0.00893268,0.0731269,0.0262763,0.0296316,0.00518083,0.0118827,0.0277003,0.00417441,0.0386423,0.00612905,0.00764083,0.011065,0.00603174,0.0139845,0.0221258,0.025032,0.0187786,0.00792958,0.00671065,0.0186703,0.0176309,0,0,0,0,0,0,0,0,0.010428,0.0152099
120,0.0201858,0.0169698,0,0,0,0,0,0,0.00880603,0.013984,0.00931391,0.0042681,0,0,0.00183779,0,0.0243766,0.00155111,0.0395382,0.0105017,0.0136665,0.0198944,0.00388457,0.00353935,0.00742851,0.0124181,0.009927,0.00885534,0.00185298,0.0144129,0.0177157,0.00228469,0.0147674,0.00396049,0.0108676,0.00445508,0.0146452,0.0149019,0.02249,0,0,0.0163697,0,0.0130389,0.00961406,0.0736309,0.0258015,0.0300564,0.00415443,0.0122343,0.0279355,0.00407789,0.038808,0.0060234,0.00667092,0.0105109,0.00530613,0.013378,0.0206841,0.0224,0.0199278,0.00798876,0.00709193,0.0180284,0.0172664,0,0,0,0,0,0,0,0,0.0108333,0.0149968
121,0.019644,0.0163081,0,0,0,0,0,0,0.0129251,0.0141279,0.0095759,0.0042861,0,0,0.00203758,0,0.024196,0.00186747,0.037966,0.010357,0.0133673,0.0167124,0.00412746,0.00334572,0.00906138,0.0126668,0.0104227,0.00843865,0.00153546,0.0141444,0.0225399,0.00202117,0.0146814,0.00394467,0.00901101,0.00398111,0.014624,0.0150251,0.0223457,0,0,0.0178557,0,0.0133165,0.0106129,0.0742085,0.024834,0.030469,0.00326983,0.0124734,0.027572,0.00382092,0.038946,0.00589474,0.00562406,0.00974494,0.00436866,0.0124,0.0187861,0.0198329,0.0210098,0.00830595,0.00747229,0.0170635,0.0170086,0,0,0,0,0,0,0,0,0.00893681,0.0138733
122,0.0192557,0.015545,0,0,0,0,0,0,0.0156478,0.0142417,0.00996962,0.00451516,0,0,0.00257911,0,0.0240383,0.00207343,0.0367353,0.0107516,0.0133812,0.0127601,0.00462849,0.00333686,0.00988524,0.0123059,0.0115615,0.00870945,0.00175859,0.0138363,0.0251831,0.00174722,0.014646,0.00387089,0.00736747,0.00344799,0.0143914,0.0149946,0.0220321,0,0,0.0192372,0,0.0135512,0.0115572,0.0747116,0.0234432,0.0307606,0.00332332,0.012581,0.0268396,0.0035511,0.0390374,0.00581212,0.00441929,0.00881069,0.00350556,0.0115029,0.0164914,0.0174599,0.0216407,0.00867863,0.00796343,0.0160195,0.0166599,0,0,0,0,0,0,0,0,0.00655808,0.0129841
123,0.0176259,0.0135415,0,0,0,0,0,0,0.0167833,0.0142401,0.00938676,0.00459247,0,0,0.00344821,0,0.0240486,0.00263264,0.0358981,0.0104287,0.0135108,0.0104655,0.00512242,0.0036077,0.0099852,0.0112072,0.0121819,0.00892892,0.00202237,0.0136425,0.0258783,0.00124595,0.0146298,0.00403485,0.0052893,0.00278714,0.0138237,0.0143678,0.0195091,0,0,0.0214065,0,0.0134846,0.0133266,0.0749622,0.021449,0.0306509,0.00433968,0.0122475,0.023118,0.00339169,0.0391635,0.00593876,0.00319264,0.00766792,0.00286824,0.0103073,0.0136777,0.0154165,0.0212573,0.00949364,0.00811142,0.0137838,0.0147069,0,0,0,0,0,0,0,0,0.00545453,0.0129847
124,0.00451246,0.00871716,0,0,0,0,0,0,0.0169416,0.0129895,0.0078866,0.00503189,0,0,0.00235838,0,0.0251679,0.00251494,0.0356734,0.00954729,0.0139584,0.00958563,0.00487076,0.0061383,0.00955693,0.00963414,0.0117108,0.00861171,0.00191297,0.0134774,0.0252515,0.00437135,0.0152315,0.00443917,0.00511672,0.00365478,0.0133676,0.0138143,0.00394846,0,0,0.0196908,0,0.0142903,0.0114665,0.0749145,0.0191931,0.0308317,0.0058958,0.0125629,0.0127116,0.00365272,0.0394809,0.00639352,0.00213174,0.00667866,0.00232323,0.00908004,0.0108196,0.0131052,0.0124035,0.00887512,0.00726058,0.00928337,0.00271851,0,0,0,0,0,0,0,0,0.0052865,0.0135158
125,0.0198238,0.0148096,0,0,0,0,0,0,0.0181111,0.0141873,0.00682813,0.00481663,0,0,0.00395443,0,0.0239525,0.00154846,0.0355143,0.00898048,0.0137667,0.00948716,0.00535066,0.00416354,0.00837598,0.00740584,0.0105363,0.00810582,0.00155693,0.013424,0.0260608,0.00172354,0.0146838,0.00377122,0.0044684,0.0027478,0.0127773,0.0132984,0.0229323,0,0,0.0207112,0,0.01381,0.0125462,0.074965,0.0166061,0.030805,0.00764769,0.0126807,0.0270754,0.00337232,0.0388786,0.00644494,0.00239471,0.00618207,0.00155916,0.00787632,0.00802659,0.0128826,0.0212661,0.00933507,0.00895948,0.0151776,0.0178379,0,0,0,0,0,0,0,0,0.00555171,0.013835
126,0.019849,0.0150693,0,0,0,0,0,0,0.0182956,0.0142101,0.0062214,0.0048254,0,0,0.00435256,0,0.0240326,0.00157346,0.0357548,0.00841855,0.0138154,0.0108233,0.00499203,0.00437376,0.00679863,0.00582752,0.00910832,0.0076893,0.00166651,0.0136386,0.0251145,0.00203601,0.0146816,0.00377764,0.00762738,0.00281497,0.0120927,0.0126548,0.0233168,0,0,0.0201658,0,0.013819,0.0122143,0.0747149,0.013721,0.0308362,0.0091587,0.0128483,0.0273904,0.00364818,0.0383444,0.00689322,0.0034465,0.00599005,0.000984102,0.00676233,0.0056176,0.0128753,0.0206434,0.00926533,0.0090196,0.0153063,0.0182405,0,0,0,0,0,0,0,0,0.00631047,0.013742
127,0.0194991,0.0150866,0,0,0,0,0,0,0.0180772,0.0142559,0.00640358,0.00477196,0,0,0.0046321,0,0.0241597,0.00192574,0.0359729,0.00780597,0.0137976,0.0118555,0.00442587,0.00461232,0.00535544,0.00466772,0.00805106,0.00752606,0.0017621,0.0139407,0.0239541,0.00207238,0.0147057,0.00384369,0.0106472,0.00277882,0.0112513,0.011874,0.0231925,0,0,0.0197765,0,0.013745,0.0120262,0.0742272,0.0105656,0.0307971,0.0102747,0.012757,0.0271102,0.0037957,0.0376098,0.00747494,0.00490895,0.00604,0.000880295,0.00582586,0.0038959,0.0143634,0.0201171,0.00928105,0.00891651,0.0151456,0.0181427,0,0,0,0,0,0,0,0,0.0071937,0.0137439
128,0.0189166,0.0148633,0,0,0,0,0,0,0.0176056,0.0143091,0.0070088,0.00471345,0,0,0.00488937,0,0.0242735,0.00219913,0.036047,0.00729087,0.0137227,0.0119512,0.00384843,0.0049621,0.00487406,0.00424711,0.007699,0.00766212,0.0019906,0.014292,0.0231187,0.00206533,0.0147409,0.00390857,0.012522,0.00269043,0.0105068,0.0109601,0.0227952,0,0,0.0193631,0,0.0136471,0.0118827,0.0736902,0.00776064,0.030666,0.0113783,0.0124258,0.0265562,0.00363239,0.0368279,0.0081875,0.00641047,0.00629348,0.00130776,0.00531579,0.00395354,0.0162078,0.0195785,0.00930134,0.00880377,0.014853,0.0180876,0,0,0,0,0,0,0,0,0.00777283,0.0138587
129,0.0180438,0.0142762,0,0,0,0,0,0,0.0176064,0.0143522,0.00791222,0.00480326,0,0,0.00505187,0,0.0243683,0.00236216,0.0359129,0.00735188,0.0136282,0.0119961,0.00351332,0.00541436,0.00533093,0.00441008,0.00793999,0.00793929,0.00217977,0.0145619,0.0227623,0.00197209,0.0147619,0.00402304,0.0131761,0.00283759,0.0100697,0.0100299,0.0219447,0,0,0.0187954,0,0.0136508,0.0115414,0.0733577,0.00624521,0.0304782,0.0132471,0.0120797,0.0254609,0.00378814,0.0361674,0.00915416,0.00773317,0.00654313,0.00189507,0.0049993,0.00520537,0.0178241,0.0187797,0.00919776,0.00862604,0.0143239,0.0176042,0,0,0,0,0,0,0,0,0.0078233,0.0138142
130,0.00318604,0.0085141,0,0,0,0,0,0,0.0178866,0.013341,0.00887548,0.00541441,0,0,0.00218258,0,0.0252088,0.00149477,0.0358627,0.00800609,0.0134877,0.0120068,0.00341665,0.00729863,0.00602921,0.00484745,0.00841962,0.00810814,0.00218105,0.01472,0.0227548,0.00235992,0.0151014,0.00446653,0.0123735,0.00324801,0.00944788,0.00860835,0.00361544,0,0,0.0183611,0,0.0142988,0.0112116,0.0726653,0.00680944,0.029699,0.0144775,0.0106403,0.00946649,0.00423874,0.0357407,0.0103038,0.0088363,0.00654943,0.00215547,0.00471978,0.00668048,0.0196867,0.0105245,0.00910408,0.00735341,0.00922177,0.0023513,0,0,0,0,0,0,0,0,0.00740323,0.013487
131,0.00336076,0.00927354,0,0,0,0,0,0,0.0181435,0.0133305,0.00976928,0.00576999,0,0,0.00278195,0,0.0250861,0.0013334,0.0352876,0.00887301,0.0133733,0.0121259,0.00279018,0.00775063,0.0068161,0.00575744,0.0088468,0.00833528,0.00228017,0.0149771,0.0226879,0.00272254,0.0150399,0.0045056,0.0139855,0.00337478,0.00877836,0.00788857,0.00425524,0,0,0.0184651,0,0.0143026,0.0111779,0.0721045,0.00905631,0.0292345,0.0154864,0.010112,0.0105977,0.00414368,0.0350129,0.0118266,0.0100424,0.0066903,0.00234451,0.00465685,0.00808815,0.0196302,0.011214,0.00911459,0.00720956,0.00991752,0.00215162,0,0,0,0,0,0,0,0,0.00721653,0.0132826
132,0.00343188,0.0100065,0,0,0,0,0,0,0.0180174,0.0134455,0.00988454,0.0057472,0,0,0.00330476,0,0.0249424,0.00123332,0.034623,0.00897014,0.0133394,0.0122854,0.0017728,0.00808552,0.00727281,0.00650035,0.00890576,0.00831201,0.00230211,0.0151832,0.0219788,0.00296199,0.0149358,0.00449536,0.0167211,0.00360477,0.00859588,0.00731953,0.00489319,0,0,0.0183072,0,0.0141839,0.0110826,0.0716496,0.0120301,0.0284887,0.0166386,0.00969528,0.0114178,0.00407864,0.0342401,0.0128049,0.0111898,0.0067303,0.00224013,0.00453218,0.00915529,0.0190299,0.0116935,0.00915746,0.0071558,0.0104492,0.00234545,0,0,0,0,0,0,0,0,0.00710742,0.0132503
133,0.00406845,0.0105916,0,0,0,0,0,0,0.0173189,0.0135606,0.00907834,0.00552422,0,0,0.00321776,0,0.0248853,0.00134685,0.0341336,0.0078757,0.0133452,0.0118554,0.00108248,0.00830317,0.0072926,0.00660197,0.00852549,0.00795559,0.00231473,0.0153578,0.0214626,0.00260657,0.0148782,0.00459267,0.0185201,0.00357139,0.00894998,0.00676252,0.00565257,0,0,0.0162141,0,0.013994,0.0106837,0.0713586,0.0144888,0.0278262,0.0174649,0.0091725,0.0131433,0.00393528,0.0336199,0.0133247,0.0118555,0.00683796,0.00208865,0.00459508,0.00970181,0.0200432,0.010057,0.00916263,0.00706016,0.0109843,0.00269472,0,0,0,0,0,0,0,0,0.00696767,0.0133839
134,0.00435835,0.0105904,0,0,0,0,0,0,0.0160978,0.0136892,0.00759168,0.00498277,0,0,0.00358605,0,0.0247573,0.00126974,0.0339657,0.00600226,0.0133943,0.0111745,0.000714281,0.00837317,0.00700359,0.00644538,0.00771263,0.00739753,0.00243764,0.0153013,0.0199815,0.00244278,0.0148096,0.00459624,0.0211482,0.00390691,0.010257,0.00623427,0.00612673,0,0,0.0159138,0,0.0138681,0.0104324,0.071346,0.0168336,0.0271545,0.0185448,0.00870629,0.0137843,0.00371981,0.0333303,0.0142316,0.0123395,0.0070232,0.00210904,0.00444668,0.00986398,0.0229947,0.0103645,0.00919162,0.00682465,0.0110144,0.00323654,0,0,0,0,0,0,0,0,0.00682414,0.0135806
135,0.00463813,0.0104922,0,0,0,0,0,0,0.0141208,0.0138081,0.0059309,0.00432728,0,0,0.00378403,0,0.0245132,0.00126001,0.0339307,0.00372708,0.0135356,0.0106785,0.00107976,0.00831188,0.00647194,0.00606521,0.0066137,0.00676556,0.00258296,0.0151462,0.0178712,0.00231019,0.0147001,0.0045889,0.0244354,0.00426598,0.0123055,0.00570698,0.00659654,0,0,0.0156509,0,0.0137216,0.0102006,0.0713367,0.0191176,0.0263605,0.0195002,0.00816462,0.0143382,0.00369561,0.0334813,0.0152565,0.0125574,0.00727347,0.00232699,0.00456016,0.010065,0.0267443,0.0107981,0.00922102,0.00658978,0.0109182,0.00367552,0,0,0,0,0,0,0,0,0.00673073,0.0137436
136,0.00483879,0.0104387,0,0,0,0,0,0,0.0120565,0.0139026,0.00483155,0.00367013,0,0,0.0039841,0,0.0241709,0.00128382,0.033944,0.00184454,0.0137296,0.0102263,0.0017636,0.00818538,0.00584805,0.00577299,0.0054737,0.00634624,0.00269375,0.0150738,0.0156965,0.00225482,0.014533,0.00465875,0.0274496,0.00465407,0.0140018,0.00506585,0.00702315,0,0,0.0154691,0,0.0136033,0.00997782,0.0711774,0.0210022,0.025466,0.0200534,0.00754312,0.0147327,0.0032691,0.0338939,0.0161319,0.0124806,0.00737912,0.00245002,0.00507145,0.0104718,0.0297402,0.0113318,0.00922606,0.00637487,0.0107878,0.00402369,0,0,0,0,0,0,0,0,0.00671606,0.0138574
137,0.00498265,0.010327,0,0,0,0,0,0,0.0104218,0.0140078,0.00490453,0.00304466,0,0,0.00418461,0,0.0239273,0.00138324,0.0340928,0.00171028,0.0139194,0.0100007,0.00246396,0.00798372,0.00531013,0.0055877,0.00454251,0.00634076,0.00301893,0.0150952,0.0135099,0.00230776,0.0144525,0.00466539,0.0296264,0.00503899,0.0152298,0.00438136,0.00733632,0,0,0.0154233,0,0.0134687,0.00974106,0.0708016,0.0225138,0.0246264,0.020429,0.00693902,0.0149342,0.00272111,0.0338978,0.0169872,0.0125542,0.00725362,0.00246334,0.00589214,0.0113371,0.0323764,0.0119275,0.00902154,0.0061792,0.0106472,0.00430326,0,0,0,0,0,0,0,0,0.00670009,0.0140175
138,0.00578968,0.0105532,0,0,0,0,0,0,0.00895353,0.0141549,0.00556081,0.00245033,0,0,0.00350197,0,0.0239734,0.00185105,0.0345079,0.00224429,0.0140647,0.00989759,0.00298177,0.00774425,0.0049385,0.00552244,0.00398533,0.00649743,0.00335508,0.0152392,0.0114773,0.00158053,0.01462,0.00466404,0.0312262,0.00510422,0.0161278,0.00375681,0.00812447,0,0,0.0110378,0,0.013188,0.00823412,0.0702158,0.023845,0.0238087,0.0205489,0.00650209,0.0162191,0.0028899,0.0337895,0.0177749,0.0127545,0.00696929,0.0025574,0.00677085,0.0125812,0.0343231,0.00913659,0.00810703,0.0060147,0.0109827,0.004783,0,0,0,0,0,0,0,0,0.00664053,0.0141927
139,0.00603304,0.0104011,0,0,0,0,0,0,0.00777081,0.0142187,0.00586645,0.00195179,0,0,0.00340937,0,0.0239257,0.00189843,0.0352527,0.00246884,0.014259,0.00970386,0.00339198,0.00740738,0.00461996,0.00530501,0.00367257,0.00648345,0.00353404,0.0154238,0.0095394,0.00152729,0.0148034,0.00453908,0.0321164,0.00543681,0.0171591,0.00335223,0.00833235,0,0,0.0111995,0,0.0130795,0.00799355,0.06945,0.0253905,0.0229874,0.0204866,0.00620072,0.0162788,0.00358848,0.0338537,0.0185193,0.0128032,0.00672096,0.00259611,0.00777494,0.0140534,0.0357949,0.00981027,0.00787899,0.00573099,0.0109275,0.00504174,0,0,0,0,0,0,0,0,0.00646321,0.014221
140,0.00619465,0.0102816,0,0,0,0,0,0,0.00673598,0.0141215,0.00578707,0.00160953,0,0,0.00329625,0,0.0238207,0.00186321,0.0360386,0.00236992,0.014563,0.00981612,0.00378825,0.00707773,0.00446411,0.00525407,0.00346761,0.00635657,0.00358393,0.0155967,0.00750506,0.00137664,0.0146253,0.00461233,0.0323197,0.00571479,0.0182981,0.00319212,0.00846973,0,0,0.0114986,0,0.0130024,0.00782838,0.0684716,0.0270966,0.0221152,0.0204363,0.00596598,0.0162935,0.00484585,0.0340998,0.0192774,0.0127078,0.00665622,0.00252176,0.00873387,0.0155254,0.0363641,0.0103673,0.00775148,0.00544591,0.010857,0.0052457,0,0,0,0,0,0,0,0,0.00633707,0.0140729
141,0.00629155,0.0102082,0,0,0,0,0,0,0.0062301,0.0140508,0.00561822,0.00145017,0,0,0.0030559,0,0.023708,0.00187697,0.0368548,0.00269662,0.0148541,0.010216,0.00431339,0.00673684,0.00438062,0.00533494,0.00343067,0.00604961,0.00353661,0.0157851,0.00633775,0.00132201,0.0144606,0.00471958,0.031942,0.00605287,0.0191549,0.00343266,0.00851514,0,0,0.0117947,0,0.0129919,0.00767997,0.0672651,0.0283999,0.0213139,0.0204414,0.00581845,0.0162032,0.00625135,0.0343758,0.0198755,0.0128011,0.00668484,0.00236471,0.00956278,0.016751,0.0360388,0.0108149,0.00768471,0.00506773,0.0108238,0.0053823,0,0,0,0,0,0,0,0,0.00616821,0.0139411
142,0.0065115,0.0103085,0,0,0,0,0,0,0.00613625,0.0140552,0.00546328,0.00144558,0,0,0.00281196,0,0.0238109,0.00238012,0.0374752,0.00316879,0.0151345,0.0105072,0.00498655,0.00640419,0.00434486,0.00527709,0.00330157,0.00575755,0.00347734,0.015841,0.0059302,0.00108039,0.0145043,0.00480448,0.031024,0.00625217,0.0196718,0.00408557,0.00863315,0,0,0.0112958,0,0.0129801,0.00750884,0.0657405,0.0289927,0.0206181,0.0205149,0.00582992,0.0163649,0.00691482,0.0344621,0.0201113,0.0129332,0.00670648,0.00218461,0.0102009,0.017657,0.0352653,0.0106126,0.00749758,0.00486014,0.0109579,0.00555191,0,0,0,0,0,0,0,0,0.00600411,0.0137289
143,0.00622619,0.0102076,0,0,0,0,0,0,0.00602496,0.013981,0.00521778,0.00152346,0,0,0.00272408,0,0.0236962,0.00201255,0.0377479,0.00365886,0.0154377,0.0104042,0.00571939,0.00619877,0.00411966,0.00510627,0.00309978,0.00548687,0.00348553,0.0158761,0.00614804,0.00146176,0.014492,0.00475682,0.029792,0.00650786,0.019805,0.00475321,0.00823238,0,0,0.0126141,0,0.0130709,0.00799294,0.0641103,0.0289166,0.020082,0.0206005,0.00581903,0.0158337,0.00701945,0.0344754,0.0201027,0.0129629,0.00677257,0.00203932,0.0105701,0.0182951,0.0339743,0.0115176,0.00773821,0.00472591,0.0107971,0.00527287,0,0,0,0,0,0,0,0,0.0057674,0.0135311
144,0.00668386,0.010611,0,0,0,0,0,0,0.00609081,0.0139532,0.00477757,0.00168322,0,0,0.0024563,0,0.0237813,0.00248285,0.0376409,0.00378693,0.0157145,0.0104604,0.00650617,0.00594983,0.00359016,0.00519126,0.00281009,0.00547496,0.0035061,0.0158268,0.00698693,0.0011408,0.0144844,0.00486092,0.0284591,0.00630183,0.0197793,0.00525552,0.00864101,0,0,0.00806531,0,0.0129411,0.00656045,0.0626923,0.0287565,0.0197025,0.0205152,0.0058487,0.0167651,0.0069391,0.0344584,0.0201804,0.0127227,0.00689017,0.00188252,0.0107993,0.0186758,0.0329013,0.00848183,0.00694993,0.00467709,0.0111084,0.00550057,0,0,0,0,0,0,0,0,0.00567347,0.0134166
145,0.00651524,0.010609,0,0,0,0,0,0,0.00641557,0.0139043,0.00468099,0.00192043,0,0,0.00234025,0,0.0238204,0.00259374,0.0373857,0.00430534,0.0159886,0.0104679,0.00711947,0.00582867,0.00328423,0.00550665,0.00250228,0.00546022,0.00344663,0.0157224,0.00817142,0.0012885,0.0144335,0.00496651,0.0272716,0.00640361,0.0196441,0.00553001,0.00841892,0,0,0.00865857,0,0.0130215,0.00675624,0.0616291,0.0283002,0.0193991,0.0202466,0.00576421,0.0166044,0.00718299,0.0344585,0.0202487,0.0124339,0.00694366,0.00178785,0.0108799,0.0187655,0.0322135,0.00862359,0.00709068,0.00459476,0.0109769,0.00520118,0,0,0,0,0,0,0,0,0.00553448,0.0133896
146,0.00630618,0.0105775,0,0,0,0,0,0,0.00719425,0.0138651,0.0048486,0.00228551,0,0,0.00227583,0,0.0238341,0.00271627,0.0371683,0.00485049,0.0162427,0.0101804,0.00766034,0.00575878,0.00320291,0.00601008,0.00220755,0.00529088,0.00323985,0.0155839,0.00953334,0.00142385,0.0144072,0.00504369,0.0262062,0.00647369,0.0192372,0.00574344,0.00813759,0,0,0.00932631,0,0.0131207,0.00699309,0.0609789,0.0274779,0.0191885,0.0198653,0.00563573,0.0164338,0.00747618,0.0344829,0.0210193,0.0127037,0.00689497,0.00173392,0.0107145,0.0184818,0.0311798,0.00875908,0.00730903,0.00458008,0.0108264,0.00487656,0,0,0,0,0,0,0,0,0.00534009,0.0133692
147,0.00609783,0.0105194,0,0,0,0,0,0,0.00815289,0.0138201,0.00509696,0.00275257,0,0,0.00234798,0,0.0238285,0.0028497,0.0370991,0.00522102,0.0164047,0.00979186,0.00825653,0.00570831,0.00328319,0.00634678,0.0018636,0.00497849,0.00291137,0.0154631,0.0108948,0.00144112,0.0144259,0.00503708,0.0252505,0.00653098,0.0186895,0.00601129,0.00786173,0,0,0.0100339,0,0.0132277,0.00726178,0.0605983,0.0265132,0.018985,0.0196712,0.00556853,0.0162372,0.00777094,0.0345435,0.0217948,0.0132039,0.00687942,0.00171948,0.0104674,0.0179542,0.0298268,0.00892488,0.0075729,0.00460775,0.0107116,0.00467458,0,0,0,0,0,0,0,0,0.00505924,0.0134134
148,0.0059858,0.0104556,0,0,0,0,0,0,0.00919362,0.0138372,0.00538408,0.00328757,0,0,0.00243266,0,0.0237895,0.00292862,0.0371779,0.00529862,0.0165443,0.00941741,0.00890767,0.00566689,0.00326998,0.00666324,0.00140988,0.00456048,0.00264661,0.0153389,0.0123415,0.00140279,0.0146194,0.00488068,0.0242786,0.00654427,0.0181053,0.00633625,0.00762144,0,0,0.0107169,0,0.01327,0.00756182,0.0601503,0.0253826,0.0187105,0.0191467,0.00555021,0.0160099,0.00810536,0.0346309,0.0216415,0.0137214,0.00692446,0.00181939,0.0103615,0.0173144,0.0288546,0.00910789,0.00788131,0.00465447,0.0105951,0.00464608,0,0,0,0,0,0,0,0,0.00476666,0.0135305
149,0.005891,0.0103402,0,0,0,0,0,0,0.010271,0.0139903,0.00581298,0.00372287,0,0,0.00227511,0,0.0239474,0.00291585,0.0373908,0.00554953,0.0167446,0.0088286,0.00957756,0.005677,0.00312497,0.00668935,0.000984892,0.00409921,0.00248923,0.0152042,0.0138813,0.00149472,0.0150757,0.00474506,0.0231771,0.00666517,0.0175904,0.00668623,0.00738569,0,0,0.0115668,0,0.01334,0.00794732,0.059396,0.0241536,0.0184099,0.0181845,0.00553299,0.0156539,0.00827912,0.0346683,0.020865,0.0140201,0.00709406,0.00205548,0.0104251,0.0166932,0.0278712,0.00948431,0.00825582,0.00460921,0.010477,0.0046505,0,0,0,0,0,0,0,0,0.00444962,0.013689
150,0.00653076,0.0107641,0,0,0,0,0,0,0.011379,0.014086,0.00644424,0.00422725,0,0,0.00267355,0,0.0240851,0.00332413,0.0376995,0.00620559,0.0170304,0.00816435,0.0103723,0.00548608,0.00289413,0.00637809,0.000719961,0.00374289,0.00230578,0.015127,0.015403,0.00131212,0.0151196,0.0049671,0.0222523,0.00633054,0.0168674,0.0071312,0.00805315,0,0,0.00524599,0,0.0131467,0.00625642,0.0584296,0.0229962,0.0181254,0.0171835,0.0056165,0.0172832,0.00858679,0.0345628,0.0197635,0.0139972,0.00724641,0.00245401,0.0103421,0.0160281,0.0272135,0.00597334,0.0070892,0.00457239,0.010923,0.00511435,0,0,0,0,0,0,0,0,0.00413818,0.0138774
151,0.00638825,0.010586,0,0,0,0,0,0,0.0125975,0.0140541,0.00715178,0.00475347,0,0,0.0025706,0,0.0241209,0.00332127,0.0381637,0.00730998,0.0172557,0.00753139,0.0109269,0.00544413,0.00261253,0.00591656,0.000764821,0.00362138,0.00223433,0.0149885,0.0171035,0.00132722,0.0148324,0.00507214,0.0227253,0.00643139,0.0159962,0.00754515,0.00783862,0,0,0.00585735,0,0.01322,0.00641348,0.0574293,0.0218423,0.0177498,0.0162653,0.00557119,0.0170908,0.00868213,0.0344069,0.0191558,0.0137648,0.00730468,0.00310581,0.0100386,0.0151871,0.0276607,0.0059288,0.00721387,0.00454781,0.0107415,0.00502159,0,0,0,0,0,0,0,0,0.00386041,0.0140421
