Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,IMUL_R
35,0.00550071,0.00505436,0,0,0,0,0,0.0232762,0.0173876,0.0238334,0.0127499,0,0,0.0240364,0,0.0186181,0.0173545,0.0357648,0.0332317,0.00406105,0.0348921,0.0155151,0.0205991,0.0215887,0.02812,0.0200854,0.00969881,0.0180229,0.0144056,0.00176082,0.0122972,0.0215582,0.0130788,0.0135864,0.00732034,0.0138225,0.0109984,0.0125034,0.00324601,0.0105748,0,0,0.0195872,0,0.0106905,0.0160335,0.0698592,0.0171834,0.0175832,0.00962737,0.0113439,0.0170889,0.00813322,0.0365786,0.0120332,0.0113449,0.0115514,0.0140446,0.0134002,0.0191288,0.0139475,0.0177517,0.00754559,0.0042091,0.00627766,0.00613422,0,0,0,0,0,0,0,0,0,0
36,0.00552704,0.00540863,0,0,0,0,0,0.0197475,0.017252,0.0206948,0.0124439,0,0,0.0246867,0,0.0187353,0.0177229,0.0362129,0.0294113,0.00456075,0.0334141,0.0154807,0.0209201,0.0203046,0.0264938,0.0189615,0.0102594,0.0163202,0.0139532,0.00109472,0.0116046,0.0152069,0.0135932,0.0135803,0.00743364,0.014249,0.0108273,0.0122148,0.00330766,0.0107668,0,0,0.0199121,0,0.0107343,0.0161972,0.0702305,0.0170881,0.0176875,0.0100483,0.0111487,0.0171296,0.00798732,0.0368318,0.0121805,0.0116261,0.0118384,0.0141701,0.0135537,0.0195792,0.0152185,0.0179841,0.00771311,0.00404387,0.00675722,0.00633825,0,0,0,0,0,0,0,0,0,0
37,0.00557304,0.00577952,0,0,0,0,0,0.0197265,0.0171634,0.0178156,0.0122452,0,0,0.0253196,0,0.018841,0.0180761,0.0365296,0.0251592,0.00507266,0.0315045,0.0154056,0.0212346,0.0185155,0.0243156,0.0178288,0.0110364,0.0144857,0.0135314,0.00139479,0.0110253,0.0129184,0.014222,0.0136346,0.00755664,0.014719,0.0107061,0.0118484,0.00340853,0.0109971,0,0,0.020102,0,0.0108051,0.0164122,0.0705463,0.0168491,0.0177409,0.0104784,0.0108653,0.0171713,0.00802977,0.0370866,0.012311,0.0119256,0.0120776,0.0142371,0.0135869,0.0198223,0.0165229,0.0182138,0.00783739,0.00373575,0.0072531,0.00658322,0,0,0,0,0,0,0,0,0,0
38,0.00567899,0.00619926,0,0,0,0,0,0.0227631,0.0170514,0.0159267,0.0122089,0,0,0.0259299,0,0.0189181,0.0183898,0.0367194,0.0211378,0.00565896,0.0293388,0.0153724,0.0215089,0.0163415,0.0218686,0.0166771,0.0120111,0.0125895,0.0131094,0.00227479,0.0107186,0.0160428,0.0147699,0.0137226,0.00770523,0.0152503,0.0105904,0.0114805,0.00363594,0.0112414,0,0,0.0201542,0,0.0108279,0.0165429,0.0707374,0.0165416,0.017745,0.0109655,0.0106052,0.0171738,0.00822607,0.0372941,0.0124927,0.0122847,0.0122957,0.0143158,0.0136091,0.0200496,0.0178754,0.0184303,0.00779074,0.00370815,0.00772795,0.00685617,0,0,0,0,0,0,0,0,0,0
39,0.00582426,0.00664062,0,0,0,0,0,0.0268295,0.0169621,0.015162,0.01213,0,0,0.0265215,0,0.0192299,0.0187314,0.0367612,0.0172575,0.00642013,0.0267671,0.0153581,0.0218665,0.0138622,0.0192284,0.0152964,0.0131649,0.0107737,0.0124984,0.00303522,0.0108483,0.0214834,0.0151746,0.0138333,0.00785413,0.0157838,0.0104965,0.01121,0.0040532,0.0114758,0,0,0.0202457,0,0.0108621,0.0166212,0.070813,0.0164077,0.017694,0.0116237,0.0103983,0.0172835,0.00840372,0.0374332,0.0127404,0.0127289,0.0125206,0.0144028,0.0137377,0.0204688,0.0191937,0.0185437,0.00785973,0.00389383,0.00819312,0.00711499,0,0,0,0,0,0,0,0,0,0
40,0.00592787,0.00707503,0,0,0,0,0,0.0313548,0.0168556,0.0154448,0.01226,0,0,0.0272219,0,0.0193727,0.0192398,0.0367399,0.0146175,0.00727953,0.0242981,0.01549,0.0222414,0.011368,0.017041,0.0146512,0.0145182,0.00918923,0.0117511,0.00351185,0.01128,0.0270643,0.0154835,0.0138833,0.00800456,0.0162531,0.0104208,0.0110775,0.00465027,0.0116516,0,0,0.0204258,0,0.0109619,0.0168495,0.0708045,0.0166159,0.0176442,0.012133,0.01032,0.0174254,0.00868592,0.0375423,0.0130148,0.013242,0.0127919,0.0144958,0.0140252,0.0210539,0.0203829,0.0185957,0.00807468,0.00392667,0.00860768,0.00736225,0,0,0,0,0,0,0,0,0,0
41,0.0060136,0.00748076,0,0,0,0,0,0.0356679,0.0167897,0.01629,0.0126246,0,0,0.0281083,0,0.0193029,0.0197438,0.0367335,0.013151,0.008042,0.0222901,0.0157446,0.022576,0.00904199,0.0155952,0.014692,0.015973,0.00795205,0.0109932,0.00398537,0.01185,0.0322306,0.0158489,0.0138555,0.0081982,0.0165715,0.0103185,0.0111141,0.00530686,0.0117876,0,0,0.0205994,0,0.0110194,0.01711,0.0707766,0.0170357,0.0175381,0.0122074,0.0104158,0.0175528,0.0090882,0.0374901,0.0131903,0.0137634,0.013312,0.0147259,0.0145516,0.0219069,0.021537,0.0186214,0.00804015,0.00382881,0.00891015,0.00757727,0,0,0,0,0,0,0,0,0,0
42,0.00607529,0.00781896,0,0,0,0,0,0.0388892,0.0168121,0.0171549,0.0131087,0,0,0.028897,0,0.0192284,0.0202055,0.0367619,0.0118184,0.00865974,0.0206197,0.0161007,0.0229876,0.00689234,0.0143775,0.0150274,0.0173702,0.00702025,0.0102426,0.00438877,0.0126057,0.0359255,0.0162891,0.0138135,0.00846708,0.0171679,0.0102634,0.0111441,0.00597832,0.0118131,0,0,0.020646,0,0.010995,0.0171038,0.0708597,0.0172973,0.0173472,0.0126303,0.010636,0.017662,0.00944272,0.0375412,0.0134902,0.0143314,0.0135208,0.0148586,0.0148353,0.0225058,0.0226137,0.0185786,0.00792528,0.00378241,0.0093337,0.00770814,0,0,0,0,0,0,0,0,0,0
43,0.0061031,0.00806933,0,0,0,0,0,0.0410778,0.0168027,0.0179593,0.0135515,0,0,0.029557,0,0.0192006,0.0205685,0.0370346,0.0112526,0.00916997,0.0194345,0.0165674,0.0235645,0.0051996,0.0136752,0.0155705,0.0186449,0.0063173,0.00968027,0.00471141,0.013278,0.0381624,0.0166796,0.013807,0.00875341,0.0179904,0.0100979,0.0111079,0.0065801,0.0117915,0,0,0.0207224,0,0.010937,0.0172765,0.0711276,0.017497,0.0172453,0.0133016,0.010881,0.0177874,0.00970279,0.0380307,0.0138118,0.0148566,0.0134252,0.0148533,0.0148314,0.0227643,0.0235924,0.018535,0.00798948,0.00400029,0.00983133,0.00782992,0,0,0,0,0,0,0,0,0,0
44,0.00609284,0.00839611,0,0,0,0,0,0.0420018,0.0167742,0.018702,0.0138147,0,0,0.0301496,0,0.0191795,0.0209317,0.0373761,0.0117632,0.00962332,0.0184164,0.0171237,0.0241314,0.00400766,0.0135188,0.0160166,0.0198123,0.0059235,0.00930321,0.00504443,0.013997,0.0391854,0.0169863,0.0137975,0.00902171,0.0184974,0.0098292,0.0112633,0.00708994,0.0117746,0,0,0.0209739,0,0.010859,0.01752,0.0714328,0.0179159,0.0172216,0.0137775,0.0111362,0.0179933,0.00960197,0.0385426,0.0140311,0.0153231,0.0134393,0.0147913,0.0149168,0.0230401,0.0244392,0.0185469,0.00816129,0.00414709,0.0103241,0.00796172,0,0,0,0,0,0,0,0,0,0
45,0.00615315,0.00878162,0,0,0,0,0,0.0421834,0.0167558,0.0195308,0.0138831,0,0,0.0305795,0,0.0191058,0.0212241,0.0377073,0.013225,0.00994678,0.0178351,0.0176924,0.0244229,0.0033267,0.0136243,0.0163937,0.0209499,0.00583575,0.00912451,0.00541285,0.0146186,0.0393494,0.017163,0.0137313,0.00922602,0.0188113,0.00992743,0.0115254,0.00739945,0.0117814,0,0,0.0210335,0,0.0108986,0.0174148,0.0717766,0.0183396,0.0172289,0.0141275,0.0113885,0.0180772,0.00921097,0.038913,0.0141161,0.0156372,0.0135011,0.0147498,0.0150788,0.0233141,0.0250907,0.0185353,0.00808371,0.00428323,0.0108092,0.00812307,0,0,0,0,0,0,0,0,0,0
46,0.0061448,0.00911852,0,0,0,0,0,0.0416901,0.0167342,0.0199856,0.013629,0,0,0.0309238,0,0.0190708,0.0214435,0.0380158,0.0145827,0.0101841,0.0175796,0.0181844,0.0245913,0.00292351,0.0138095,0.0167166,0.0216209,0.00598082,0.00897887,0.00570856,0.0150919,0.0386553,0.0173847,0.0136792,0.00937391,0.0189354,0.0100231,0.011834,0.00743906,0.0117012,0,0,0.0211197,0,0.0109652,0.0173005,0.0721891,0.0189316,0.0173257,0.0140366,0.0115618,0.0181641,0.00905021,0.0392129,0.0140282,0.0157948,0.0137283,0.0147226,0.0154156,0.0237623,0.0256009,0.0185432,0.00801213,0.00438641,0.0112062,0.00818527,0,0,0,0,0,0,0,0,0,0
47,0.00606982,0.0092812,0,0,0,0,0,0.0405952,0.0167585,0.0198772,0.0131274,0,0,0.0311625,0,0.0190649,0.0214589,0.0382848,0.0151884,0.0102715,0.0184751,0.0185839,0.0247172,0.00259719,0.0139374,0.0168383,0.021765,0.00632776,0.00884196,0.00573624,0.0154379,0.037413,0.0176412,0.0137322,0.00938767,0.0189738,0.00992924,0.0121096,0.00729199,0.0114951,0,0,0.0212207,0,0.0109409,0.0174635,0.0727046,0.0195267,0.017516,0.0135,0.0115944,0.0182886,0.00896734,0.0395154,0.0138972,0.0158416,0.0138658,0.0146129,0.0157256,0.0241059,0.0259389,0.0185456,0.00808707,0.00451469,0.0114408,0.00813699,0,0,0,0,0,0,0,0,0,0
48,0.00594187,0.00930989,0,0,0,0,0,0.0389753,0.0168345,0.0192478,0.0124186,0,0,0.0312981,0,0.0190866,0.021399,0.0385119,0.0152358,0.0101702,0.0188369,0.0188383,0.024746,0.00228098,0.0141484,0.0165783,0.0215533,0.00668955,0.00867112,0.00550022,0.0156546,0.0355918,0.0178248,0.0138866,0.00925969,0.0186656,0.00975661,0.0122763,0.00689239,0.0112557,0,0,0.0213377,0,0.0109006,0.0177801,0.0733391,0.0200035,0.0177749,0.0128611,0.0114679,0.0184466,0.00902586,0.0398415,0.0137022,0.0157773,0.0139786,0.0144134,0.0159152,0.0243675,0.026048,0.0186252,0.00829591,0.00460996,0.0115345,0.0080068,0,0,0,0,0,0,0,0,0,0
49,0.00586195,0.00924227,0,0,0,0,0,0.0371906,0.0168842,0.0184989,0.0116169,0,0,0.0313239,0,0.0190973,0.0213444,0.0386471,0.0150513,0.00991913,0.0185078,0.0189601,0.0246317,0.00225916,0.0140437,0.0161073,0.0211454,0.00714844,0.00855822,0.00509843,0.0156935,0.033495,0.0177722,0.0139623,0.0091642,0.0183932,0.00969518,0.0122919,0.00632069,0.011092,0,0,0.0213365,0,0.0108469,0.0178419,0.0741103,0.0201853,0.0180365,0.0124541,0.0112427,0.0185551,0.00970868,0.0401547,0.0134945,0.0156251,0.0139056,0.0140965,0.0158604,0.0243811,0.0260933,0.018673,0.00836331,0.00454113,0.0115004,0.00790319,0,0,0,0,0,0,0,0,0,0
50,0.00588999,0.00915109,0,0,0,0,0,0.0355684,0.0168866,0.0179097,0.0108837,0,0,0.0311995,0,0.019126,0.0212122,0.0386699,0.0149157,0.00962534,0.0183508,0.0189157,0.0243923,0.00271866,0.0137481,0.0155316,0.0206482,0.0077105,0.00855264,0.00462801,0.0155602,0.0316882,0.0177007,0.0139763,0.00910286,0.0181593,0.00978237,0.0124382,0.00566901,0.0110715,0,0,0.0213325,0,0.0108599,0.0177476,0.0748756,0.0206823,0.0183345,0.0119609,0.0109518,0.0185158,0.0100364,0.0402749,0.0132637,0.0154788,0.0139769,0.0138359,0.0159108,0.0245167,0.0261695,0.0186935,0.00836339,0.00462395,0.0114069,0.00795951,0,0,0,0,0,0,0,0,0,0
51,0.00599624,0.0090986,0,0,0,0,0,0.0340152,0.0167845,0.0175143,0.0103063,0,0,0.0310711,0,0.019146,0.0211181,0.0385931,0.0147279,0.00927652,0.0185239,0.0187156,0.0241685,0.00367193,0.013769,0.0149678,0.0199834,0.00827695,0.00862196,0.00417696,0.0152406,0.0300089,0.0177007,0.0140058,0.00908816,0.0179985,0.00976257,0.0125012,0.00508474,0.0111316,0,0,0.0214384,0,0.0108271,0.0178235,0.0755765,0.0212114,0.0186814,0.0112741,0.0105904,0.018359,0.00982395,0.0403986,0.0129399,0.0152846,0.0140691,0.0135522,0.0159788,0.0246531,0.0264985,0.0187564,0.00830954,0.00472863,0.0113006,0.00810609,0,0,0,0,0,0,0,0,0,0
52,0.0060676,0.00896124,0,0,0,0,0,0.0327339,0.0167437,0.0170983,0.00979819,0,0,0.0310209,0,0.0191659,0.0211031,0.0384697,0.0141253,0.00883222,0.0193235,0.0183961,0.0239573,0.00496254,0.013837,0.014683,0.0189708,0.00887041,0.0087386,0.00367283,0.014618,0.028628,0.0177048,0.0140233,0.00911352,0.0179357,0.00969826,0.0125377,0.00457549,0.0111402,0,0,0.0216199,0,0.0107976,0.0179982,0.0762844,0.0216579,0.0190588,0.0106553,0.0101486,0.0182352,0.00957137,0.040589,0.0125384,0.0149812,0.0140183,0.0131465,0.0159225,0.0245989,0.0267934,0.0188407,0.00839001,0.00521085,0.0110898,0.0082558,0,0,0,0,0,0,0,0,0,0
53,0.00601706,0.00872743,0,0,0,0,0,0.0319758,0.0167316,0.0166136,0.00935947,0,0,0.031069,0,0.0191203,0.021104,0.0383064,0.0136513,0.00826194,0.0207173,0.0180065,0.0238152,0.00645473,0.0143911,0.0149604,0.0175255,0.00956621,0.00900967,0.00317023,0.013657,0.0275792,0.01763,0.0140284,0.0091215,0.0177291,0.00967741,0.0126755,0.00406944,0.0110123,0,0,0.0219038,0,0.0108315,0.0181784,0.0769481,0.0221799,0.0194711,0.00994026,0.00964848,0.0182155,0.00938424,0.0407838,0.0120774,0.0145865,0.0140381,0.0126451,0.0158452,0.0245577,0.0271288,0.0189293,0.00857873,0.00566036,0.0107715,0.0083908,0,0,0,0,0,0,0,0,0,0
54,0.00596378,0.00855898,0,0,0,0,0,0.0314813,0.0167367,0.0164737,0.00919733,0,0,0.0312959,0,0.0190727,0.0211962,0.0381152,0.0137005,0.00776484,0.0219848,0.0176634,0.0238188,0.00791361,0.014976,0.0151262,0.016472,0.0101249,0.00947913,0.00311865,0.0127745,0.0268986,0.0177125,0.0140277,0.00914444,0.0174828,0.00958194,0.0128093,0.00365786,0.0108601,0,0,0.0219938,0,0.0107246,0.0181317,0.0775208,0.0225316,0.0198475,0.00908354,0.00923469,0.018231,0.00926548,0.0409337,0.0115756,0.0140983,0.0139794,0.0121455,0.0157576,0.0243936,0.0272859,0.0188172,0.00845365,0.00567359,0.0105458,0.0085499,0,0,0,0,0,0,0,0,0,0
55,0.00579747,0.00844567,0,0,0,0,0,0.0306942,0.016664,0.0175212,0.00921133,0,0,0.031667,0,0.019129,0.0213709,0.0379277,0.0143432,0.00749539,0.0230464,0.0173043,0.0238615,0.00915151,0.0157009,0.0153131,0.0159798,0.0108797,0.0106857,0.00364211,0.0120614,0.0266762,0.0178322,0.0140687,0.00922171,0.0172459,0.00946577,0.0130318,0.00345695,0.0106185,0,0,0.0221677,0,0.0107324,0.0182424,0.0779751,0.0228269,0.0203298,0.00812761,0.00895452,0.0184192,0.00882834,0.0410018,0.0109431,0.0135313,0.0139004,0.0115531,0.0156456,0.0240819,0.0274629,0.0187546,0.0084857,0.00564121,0.010362,0.00863222,0,0,0,0,0,0,0,0,0,0
56,0.00551817,0.00830878,0,0,0,0,0,0.0290067,0.016577,0.0190608,0.00909215,0,0,0.0321965,0,0.019331,0.0216281,0.0377467,0.0150598,0.00750725,0.0238392,0.0168615,0.0239557,0.00985467,0.0164105,0.0159348,0.0158352,0.0120537,0.0124753,0.00417491,0.0116362,0.0257999,0.018131,0.0142102,0.00936593,0.0173305,0.00923997,0.0131992,0.0034721,0.0102727,0,0,0.0224072,0,0.0108064,0.0184567,0.078492,0.0231178,0.0208977,0.00710457,0.00870072,0.018764,0.00838221,0.0409952,0.00993422,0.0127779,0.0135199,0.0109243,0.0152641,0.0232868,0.0275519,0.018726,0.00858128,0.00572359,0.0101007,0.00857576,0,0,0,0,0,0,0,0,0,0
57,0.00517102,0.00804583,0,0,0,0,0,0.0264622,0.0163912,0.0184528,0.0087015,0,0,0.0330239,0,0.0195032,0.0220465,0.037508,0.0150594,0.00781762,0.0244724,0.0163773,0.0239636,0.0101994,0.0167905,0.0168769,0.0160694,0.0125665,0.0131515,0.00401056,0.0116291,0.0232994,0.0187651,0.0143011,0.00952264,0.0171656,0.00886359,0.0134843,0.00377361,0.00981127,0,0,0.0226763,0,0.0108855,0.0187769,0.0790827,0.0234896,0.0214802,0.00605168,0.00835499,0.0192074,0.00839966,0.0410001,0.00888732,0.0119253,0.0128112,0.0102651,0.0146426,0.0221082,0.0270053,0.0188035,0.00857448,0.0061547,0.00973132,0.00840563,0,0,0,0,0,0,0,0,0,0
58,0.00478758,0.00773565,0,0,0,0,0,0.0234514,0.0161644,0.0160328,0.00826897,0,0,0.0338002,0,0.0197587,0.0224572,0.0372043,0.0139418,0.0081326,0.0249045,0.0158567,0.0237844,0.0106925,0.0173786,0.017165,0.0168709,0.0113333,0.012214,0.00382994,0.0119108,0.0198814,0.0194515,0.0144803,0.0096796,0.0166457,0.0084401,0.0134413,0.00417124,0.00925313,0,0,0.02312,0,0.0109817,0.0192384,0.0796643,0.0232034,0.0220262,0.00492843,0.00801946,0.0197386,0.00834254,0.041178,0.00858617,0.0109235,0.0117598,0.00963161,0.0136943,0.0205183,0.0261384,0.0190021,0.00856842,0.00637835,0.00937015,0.00815384,0,0,0,0,0,0,0,0,0,0
59,0.00430191,0.00733223,0,0,0,0,0,0.0197142,0.0159398,0.0142083,0.00831768,0,0,0.0344704,0,0.0198752,0.0228485,0.036696,0.0125541,0.00794131,0.0254308,0.0153271,0.0234886,0.0112546,0.0180521,0.0166552,0.0168139,0.00988225,0.0113393,0.00412139,0.011778,0.016685,0.0200378,0.0144655,0.00975305,0.0156528,0.00819646,0.0133449,0.00447301,0.00873763,0,0,0.0235689,0,0.0111108,0.0196385,0.0801113,0.0224375,0.022419,0.00423761,0.00794449,0.0200956,0.00820894,0.0415135,0.00875541,0.00979259,0.0105885,0.00899984,0.0126867,0.0185803,0.0247431,0.0192395,0.00856596,0.00636619,0.0089951,0.00789693,0,0,0,0,0,0,0,0,0,0
