Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,IMUL_R
126,0.00485936,0.00365546,0,0,0,0,0,0.0295058,0.0135071,0.0145969,0.0080003,0,0,0.0212226,0,0.0220639,0.0160483,0.039635,0.0189059,0.0161491,0.0120542,0.0103065,0.0123446,0.0126128,0.0217084,0.00970283,0.00948231,0.00355664,0.00224504,0.00609791,0.00861596,0.0442703,0.0105305,0.0151728,0.00805046,0.0125439,0.00767565,0.0111984,0.0113979,0.00589581,0,0,0.021298,0,0.0113272,0.0184149,0.0552668,0.0154935,0.0118407,0.0214961,0.00755264,0.0199823,0.0107292,0.0331626,0.0103642,0.0144754,0.00920392,0.0129072,0.00144461,0.00752851,0.0213464,0.017511,0.00842707,0.00681609,0.0044858,0.00407977,0,0,0,0,0,0,0,0,0,0
127,0.00526315,0.00380599,0,0,0,0,0,0.0248405,0.0135023,0.0173385,0.00830947,0,0,0.0200667,0,0.0222295,0.0154381,0.0398916,0.0221113,0.0160813,0.0125108,0.0104661,0.0120284,0.0125768,0.0212891,0.0102476,0.00897314,0.00380425,0.00242386,0.00616336,0.00895258,0.0398278,0.00932249,0.0153149,0.00785105,0.0129062,0.00771382,0.00986793,0.0115327,0.00628139,0,0,0.0211956,0,0.0113094,0.0183384,0.0552262,0.0125739,0.011884,0.0206739,0.00737726,0.0199439,0.010855,0.0321777,0.0109513,0.0148242,0.00810891,0.0129696,0.00168242,0.0063548,0.0193493,0.0174391,0.00847739,0.00667379,0.00451963,0.00439289,0,0,0,0,0,0,0,0,0,0
128,0.00555179,0.00388731,0,0,0,0,0,0.0198923,0.0135575,0.0204413,0.00875881,0,0,0.0189628,0,0.0223298,0.0148055,0.0399894,0.0259474,0.0159098,0.0128618,0.0104827,0.0117407,0.0122876,0.020268,0.0106159,0.00860322,0.00448862,0.00336186,0.0061277,0.00948481,0.0345075,0.00821931,0.0154291,0.00768505,0.0138738,0.00780275,0.00933743,0.0118535,0.00650805,0,0,0.0210097,0,0.0112442,0.0182726,0.0554352,0.0106093,0.0120475,0.0195717,0.00750163,0.0198867,0.0103069,0.0316923,0.0113614,0.0149931,0.00757683,0.0129222,0.00216749,0.00569152,0.018479,0.0172694,0.00859692,0.00651424,0.00462119,0.00455324,0,0,0,0,0,0,0,0,0,0
129,0.00565946,0.00385203,0,0,0,0,0,0.0146254,0.0136198,0.0235859,0.00936902,0,0,0.0181632,0,0.0223778,0.0142936,0.0399303,0.0302065,0.0156747,0.0130088,0.0102836,0.0115316,0.0116941,0.0187271,0.0108575,0.0082509,0.00572726,0.00498366,0.00632586,0.0100778,0.0282244,0.00747978,0.0154257,0.00746259,0.0146751,0.00792176,0.00942243,0.0123168,0.00667909,0,0,0.0208392,0,0.0111629,0.018213,0.0555272,0.00997893,0.0121581,0.0185665,0.00806434,0.0197964,0.0101112,0.0318336,0.0113491,0.0151273,0.00751997,0.0126252,0.00236682,0.00538333,0.0182314,0.0170314,0.00874553,0.00639356,0.00470492,0.0046053,0,0,0,0,0,0,0,0,0,0
130,0.00572728,0.00368869,0,0,0,0,0,0.00976132,0.0137065,0.0265483,0.0101851,0,0,0.0175765,0,0.0223649,0.014047,0.03972,0.034307,0.01542,0.012866,0.00986141,0.0113936,0.0110017,0.0173413,0.0108855,0.00785764,0.00734478,0.00701121,0.00666002,0.0106775,0.021253,0.0071154,0.0153452,0.00717151,0.0148552,0.00806412,0.00962261,0.0128538,0.00693812,0,0,0.0206312,0,0.0110581,0.0181105,0.0554646,0.00987554,0.0121017,0.0177928,0.00854095,0.0195318,0.0102175,0.0323366,0.0112106,0.0151505,0.00787468,0.0124925,0.00214362,0.00579837,0.0182999,0.016895,0.00888979,0.00629224,0.00469725,0.00469392,0,0,0,0,0,0,0,0,0,0
131,0.00589483,0.00343101,0,0,0,0,0,0.00845869,0.0139173,0.0293074,0.0109415,0,0,0.0170352,0,0.0222068,0.0139927,0.0394561,0.0378884,0.015157,0.0120553,0.00932193,0.0113747,0.0106266,0.0161075,0.0107205,0.00740147,0.00898623,0.00922775,0.00710963,0.0112951,0.0146063,0.00692256,0.0152595,0.00685705,0.0149953,0.0082649,0.00981122,0.0133001,0.00726805,0,0,0.0204015,0,0.0108803,0.0179689,0.0552272,0.0102413,0.0118478,0.0174112,0.00890394,0.019085,0.0104471,0.0329757,0.0111913,0.0151547,0.00830559,0.012338,0.00213771,0.00669821,0.0186034,0.0168817,0.00902245,0.00618021,0.00460976,0.00484675,0,0,0,0,0,0,0,0,0,0
132,0.00615444,0.0031141,0,0,0,0,0,0.011021,0.0141488,0.0317395,0.0116422,0,0,0.0166226,0,0.021943,0.0139317,0.0392522,0.0410552,0.0148074,0.0111953,0.00868252,0.0113599,0.010104,0.014585,0.0105074,0.00731254,0.0102642,0.0113653,0.00765462,0.0118831,0.010748,0.00679513,0.0151193,0.00663059,0.0150565,0.0084543,0.00984565,0.0136182,0.00764464,0,0,0.0202602,0,0.0106889,0.0177429,0.054906,0.0106341,0.0115138,0.0173351,0.0092131,0.0186388,0.0106869,0.0335961,0.0112434,0.0151693,0.00838359,0.0119994,0.00217554,0.00713826,0.0189617,0.0169098,0.00905582,0.00606133,0.00453615,0.00502021,0,0,0,0,0,0,0,0,0,0
133,0.00653533,0.00281374,0,0,0,0,0,0.014985,0.0144025,0.0335857,0.0122504,0,0,0.0163498,0,0.0216298,0.0137842,0.0390442,0.0437783,0.0143494,0.00979738,0.00805673,0.0114318,0.00941598,0.0127142,0.0101226,0.00755325,0.0114056,0.0132824,0.00825215,0.0123861,0.0123946,0.00685445,0.0149916,0.00649094,0.0150552,0.00864311,0.00940242,0.0137008,0.00801898,0,0,0.0202345,0,0.0105178,0.0175371,0.054692,0.0106125,0.0113027,0.0171034,0.00937052,0.0183256,0.0109031,0.034068,0.0113425,0.0152033,0.00812372,0.01176,0.00200851,0.0067516,0.0189356,0.0170204,0.0090269,0.00596526,0.00455866,0.00525545,0,0,0,0,0,0,0,0,0,0
134,0.00684364,0.00260427,0,0,0,0,0,0.0192641,0.0146246,0.0343384,0.0127785,0,0,0.0163771,0,0.0212947,0.0137532,0.0387423,0.045236,0.0138056,0.00820157,0.00755043,0.0115508,0.00865278,0.0106073,0.00952956,0.0080483,0.0123047,0.0147303,0.00883972,0.012845,0.0173223,0.00715696,0.0147789,0.00649464,0.0149239,0.00882554,0.00864284,0.0136096,0.00825478,0,0,0.0201266,0,0.0104077,0.0173095,0.0546474,0.010327,0.0112854,0.0158395,0.00938837,0.0181283,0.0110772,0.0344256,0.0114721,0.0153787,0.00764073,0.0115371,0.00188158,0.00605689,0.018528,0.0171955,0.00889401,0.00593031,0.00477776,0.00542456,0,0,0,0,0,0,0,0,0,0
135,0.00698942,0.00247267,0,0,0,0,0,0.0229136,0.0148169,0.0339023,0.0132493,0,0,0.0166428,0,0.0210102,0.0138173,0.0383817,0.0443705,0.0132589,0.0062067,0.00731683,0.0116869,0.00782338,0.00839675,0.00887898,0.00869974,0.0129059,0.0157908,0.00932419,0.0132906,0.0226941,0.00755751,0.0146094,0.00647311,0.014819,0.00893443,0.00789918,0.0133879,0.00838246,0,0,0.0200801,0,0.0103304,0.0171032,0.0548316,0.00962071,0.0115418,0.0148426,0.0092884,0.0179735,0.0111667,0.0346473,0.0115511,0.0154209,0.0069651,0.0115859,0.00185437,0.00546966,0.0179293,0.0173141,0.00872898,0.00584276,0.00502966,0.00554983,0,0,0,0,0,0,0,0,0,0
136,0.00704155,0.0023914,0,0,0,0,0,0.0260491,0.0150101,0.0328944,0.0136455,0,0,0.0169089,0,0.0207847,0.0139099,0.0379839,0.0414303,0.0127518,0.00437951,0.00735573,0.0117937,0.00700507,0.00642764,0.00830871,0.00933305,0.0133339,0.0166029,0.00951525,0.0137444,0.0274535,0.00796586,0.0145459,0.0064188,0.0147943,0.00898664,0.00717879,0.0130464,0.00845077,0,0,0.0200338,0,0.0102832,0.0169369,0.0551774,0.00860027,0.0119161,0.0145357,0.00908517,0.0179208,0.0112411,0.0347998,0.0114895,0.0153993,0.0062743,0.011653,0.00224079,0.00533072,0.0172181,0.0173435,0.00863213,0.00574061,0.00513373,0.00560405,0,0,0,0,0,0,0,0,0,0
137,0.00705963,0.0023174,0,0,0,0,0,0.0289123,0.0152181,0.0320629,0.0139265,0,0,0.0170392,0,0.0205499,0.0139385,0.0376012,0.0378519,0.0122675,0.00294267,0.0074654,0.011925,0.00589693,0.00502095,0.00792601,0.00977687,0.013779,0.0171922,0.00937253,0.0141221,0.0312306,0.00832697,0.0145118,0.00641687,0.0147755,0.00905653,0.00662045,0.012495,0.00847035,0,0,0.019854,0,0.0102615,0.016735,0.0555819,0.00782836,0.0120252,0.0144044,0.0088193,0.0179721,0.0112874,0.0348373,0.0114197,0.0153961,0.00578953,0.0117185,0.00291243,0.00573196,0.0166119,0.0172122,0.00854637,0.00566073,0.00498003,0.00556387,0,0,0,0,0,0,0,0,0,0
138,0.00702167,0.00230634,0,0,0,0,0,0.0322315,0.0154462,0.0317751,0.0139881,0,0,0.0171163,0,0.0202998,0.0139128,0.0373225,0.0351526,0.0117777,0.00181324,0.00762829,0.0120158,0.00480478,0.00422859,0.00764998,0.00990461,0.0144591,0.0177131,0.00904007,0.0144183,0.0355841,0.00842004,0.0143615,0.00636517,0.0150764,0.00920173,0.00662554,0.0116287,0.00841039,0,0,0.0195273,0,0.01022,0.0164016,0.0559343,0.00746401,0.0116902,0.0140085,0.00856876,0.0179275,0.0112988,0.0347802,0.0119268,0.0155125,0.00560495,0.0114283,0.00397153,0.00644963,0.0164855,0.0169787,0.00831805,0.00562861,0.00451184,0.00547473,0,0,0,0,0,0,0,0,0,0
139,0.00686255,0.00244642,0,0,0,0,0,0.0363094,0.0156717,0.0317934,0.0140553,0,0,0.0173889,0,0.0201664,0.0139784,0.0371461,0.0337089,0.011339,0.000993269,0.0077644,0.0119861,0.00390462,0.00387661,0.00742804,0.00978489,0.0153986,0.0182852,0.00870523,0.0146092,0.0410019,0.0085355,0.0142799,0.00626256,0.016002,0.00929818,0.00759043,0.010909,0.00820979,0,0,0.019309,0,0.0102249,0.0161377,0.0562201,0.00773928,0.0116737,0.0133092,0.00860517,0.0179395,0.0114133,0.034871,0.0121098,0.015715,0.00590807,0.0109123,0.00560673,0.00753111,0.0166994,0.0168673,0.00806675,0.00552392,0.00415236,0.00542046,0,0,0,0,0,0,0,0,0,0
140,0.00659398,0.00259356,0,0,0,0,0,0.0405689,0.0157838,0.0319297,0.0141065,0,0,0.0177223,0,0.0201398,0.0141123,0.0369532,0.0330261,0.0109571,0.000811883,0.00789881,0.0119068,0.00386739,0.00389039,0.0074534,0.009574,0.0164106,0.0188557,0.00850295,0.0147931,0.0466193,0.0086236,0.0142008,0.00616703,0.0159684,0.00931592,0.00805727,0.0103487,0.0079136,0,0,0.0192828,0,0.0102991,0.0159934,0.0566895,0.00787549,0.011997,0.0129052,0.00875833,0.0180087,0.01123,0.034833,0.0119092,0.0156849,0.0060733,0.0111296,0.00636316,0.00820252,0.016116,0.0168565,0.0078625,0.00549991,0.0038862,0.00520706,0,0,0,0,0,0,0,0,0,0
141,0.00630646,0.00269031,0,0,0,0,0,0.0444579,0.0158627,0.0320726,0.0140265,0,0,0.017919,0,0.0201469,0.0140968,0.0366535,0.0324999,0.0105331,0.00104509,0.00807022,0.0118734,0.00426934,0.0043261,0.00748471,0.00933122,0.0173761,0.0194503,0.00829464,0.0148994,0.052335,0.00867785,0.0141602,0.00608916,0.015533,0.00929832,0.00834445,0.00979554,0.00760036,0,0,0.019079,0,0.0103874,0.0158207,0.0573385,0.00807186,0.0123993,0.01274,0.00890657,0.018315,0.0108635,0.034726,0.0116263,0.0154811,0.00609665,0.0116453,0.00671814,0.00859816,0.0152179,0.0167921,0.00768381,0.00537295,0.00360487,0.00481246,0,0,0,0,0,0,0,0,0,0
142,0.00596751,0.0028728,0,0,0,0,0,0.0481511,0.0158897,0.0321881,0.0138332,0,0,0.0179984,0,0.020116,0.0139943,0.0359069,0.0321069,0.0100273,0.00106272,0.00846345,0.01181,0.00498127,0.00496212,0.0079259,0.00890812,0.0182732,0.0198337,0.00793592,0.015087,0.0576878,0.0087954,0.0141115,0.00605528,0.0153749,0.00928726,0.00889531,0.00918342,0.00724005,0,0,0.0186765,0,0.0105002,0.0155963,0.0580324,0.00872384,0.0128356,0.0125143,0.00902611,0.0186397,0.0105973,0.0346575,0.0115429,0.0152842,0.00632945,0.0120814,0.00724048,0.00916256,0.0144256,0.0168116,0.00750144,0.00517338,0.00342141,0.00443405,0,0,0,0,0,0,0,0,0,0
143,0.00562417,0.00304634,0,0,0,0,0,0.0515803,0.0158881,0.0324448,0.0136191,0,0,0.0179528,0,0.0201157,0.0137858,0.0346606,0.0318372,0.00949298,0.00214863,0.00905043,0.0117374,0.00618249,0.00609256,0.0086836,0.00836542,0.0191533,0.0199965,0.0073783,0.0153349,0.0623233,0.00891977,0.0141239,0.00602449,0.0155604,0.00925945,0.00977445,0.00854285,0.00688076,0,0,0.0183083,0,0.0106309,0.0153299,0.0586747,0.00985658,0.0134023,0.0120036,0.00910604,0.0189,0.0105774,0.0347127,0.0116157,0.0151148,0.00676104,0.0123829,0.00805746,0.0100273,0.0140355,0.0168629,0.00736987,0.00499125,0.00336167,0.00406556,0,0,0,0,0,0,0,0,0,0
144,0.00530174,0.00318227,0,0,0,0,0,0.0542622,0.015898,0.032963,0.0135569,0,0,0.0177589,0,0.0201184,0.013535,0.0330244,0.0322043,0.00891356,0.00415429,0.00981371,0.0116246,0.00763904,0.00773542,0.00963047,0.0078964,0.0200507,0.019866,0.00662061,0.0156576,0.0659943,0.00890487,0.0141608,0.00599109,0.0154656,0.00923411,0.0106527,0.00793429,0.00658275,0,0,0.0180205,0,0.0107939,0.0151146,0.0592554,0.010694,0.0140547,0.0114318,0.00912707,0.0191273,0.0103978,0.0348044,0.0118028,0.0149523,0.00718365,0.012587,0.00871502,0.0107898,0.013418,0.0169405,0.0072422,0.00489768,0.00340994,0.00374829,0,0,0,0,0,0,0,0,0,0
145,0.00501229,0.00325547,0,0,0,0,0,0.0560034,0.0159123,0.0337766,0.0137087,0,0,0.0174094,0,0.0201727,0.0133885,0.0313414,0.0333526,0.00832678,0.00746021,0.0100701,0.0115733,0.00968442,0.0097048,0.011223,0.00766255,0.0210372,0.0193852,0.00575527,0.0161032,0.0685752,0.0087594,0.0141539,0.00595307,0.0149983,0.00923043,0.0116115,0.00738789,0.00637644,0,0,0.0177833,0,0.0109874,0.0149805,0.059822,0.0109893,0.0147412,0.0113371,0.00907186,0.0193406,0.00996548,0.0348882,0.0119485,0.0146332,0.00756248,0.012785,0.00913343,0.0114536,0.012487,0.0170084,0.00717128,0.00480218,0.00347917,0.00347927,0,0,0,0,0,0,0,0,0,0
146,0.0047744,0.00325022,0,0,0,0,0,0.0576527,0.0159064,0.0346472,0.014369,0,0,0.016973,0,0.020258,0.0132511,0.0302728,0.0353409,0.00791009,0.0125592,0.0101657,0.0115671,0.0127734,0.0123446,0.0145652,0.00804499,0.0224437,0.018623,0.0046446,0.0168068,0.0699792,0.00848316,0.0141543,0.00594523,0.0150024,0.00916696,0.0122261,0.00754654,0.00624613,0,0,0.0177026,0,0.0111725,0.0148012,0.0601658,0.0114668,0.0157225,0.01136,0.00877329,0.0195091,0.00985036,0.0349074,0.0116425,0.0146738,0.00801488,0.0129478,0.00960773,0.0123548,0.0120601,0.0169045,0.00721338,0.00454548,0.00353366,0.00332491,0,0,0,0,0,0,0,0,0,0
