Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M
65,0.0116373,0.0104421,0,0,0,0,0,0.0283448,0.018836,0.0197015,0.00552438,0,0,0.00142792,0,0.0213314,0.00206399,0.0413262,0.0186753,0.016934,0.00795065,0.00264337,0.00466132,0.00392036,0.0045061,0.00648033,0.0139042,0.00858315,0.00918432,0.00714757,0.0126501,0.0371794,0.00258763,0.0135096,0.00108338,0.0271532,0.0116826,0.0118386,0.00434923,0.0159263,0,0,0.00457857,0,0.0130914,0.00468828,0.0559389,0.00927189,0.0148783,0.0141933,0.00539223,0.0242407,0.00623175,0.0261674,0.0145501,0.0117555,0.0100579,0.01901,0.00836258,0.00895933,0.0274524,0.0123118,0.00821454,0.00423963,0.0103336,0.00794361,0,0,0,0,0,0,0,0,0
66,0.0116646,0.0105822,0,0,0,0,0,0.0297532,0.0187479,0.020253,0.00564485,0,0,0.0014788,0,0.021314,0.00195794,0.0413996,0.0190685,0.0170568,0.00797028,0.00244161,0.00455005,0.00403326,0.00472944,0.00667393,0.0142124,0.00886491,0.00941733,0.00744143,0.0124124,0.0389526,0.00265136,0.0134854,0.00108067,0.0263097,0.0115911,0.012291,0.00435648,0.015993,0,0,0.00449873,0,0.013077,0.00467865,0.056254,0.0101314,0.0146378,0.0147228,0.00585863,0.0242032,0.0061193,0.0260346,0.0142144,0.0118292,0.0105878,0.019488,0.00864193,0.0088739,0.026963,0.0123125,0.00819352,0.00414228,0.0105464,0.00765448,0,0,0,0,0,0,0,0,0
67,0.0114621,0.0104473,0,0,0,0,0,0.0310465,0.0186445,0.0208527,0.00593211,0,0,0.00108143,0,0.0214763,0.00160053,0.0414617,0.0195198,0.0172858,0.00793696,0.00241933,0.00456104,0.00466204,0.00489003,0.00680747,0.0144096,0.00916561,0.00971794,0.00779318,0.0121748,0.0405086,0.00256454,0.0134923,0.00121049,0.024579,0.0116393,0.0125632,0.00441284,0.0157786,0,0,0.00457686,0,0.013174,0.00521767,0.0563922,0.0113915,0.0142955,0.0150368,0.00618187,0.0233769,0.00592082,0.0260292,0.0136936,0.0113368,0.0107782,0.0194731,0.00854415,0.0084974,0.0254339,0.0116496,0.00852013,0.00448725,0.0105162,0.0074781,0,0,0,0,0,0,0,0,0
68,0.0116507,0.0105637,0,0,0,0,0,0.0323381,0.0184855,0.0213286,0.0062248,0,0,0.00202287,0,0.0214227,0.00203672,0.0414963,0.0198192,0.0174985,0.00783319,0.00263755,0.00457589,0.0056997,0.00507271,0.00673707,0.0144607,0.00936829,0.00988565,0.00814739,0.0118544,0.042127,0.00247396,0.0134523,0.00131093,0.0222137,0.0115704,0.0127629,0.00461705,0.0158907,0,0,0.00472673,0,0.0131177,0.00490239,0.0562615,0.0127533,0.0139553,0.0154097,0.00628052,0.0234363,0.00562196,0.0261833,0.0131377,0.0102982,0.0106998,0.0189165,0.0081131,0.00803454,0.0230821,0.0119718,0.00816147,0.00428427,0.0107198,0.00739441,0,0,0,0,0,0,0,0,0
69,0.0118217,0.0105513,0,0,0,0,0,0.0333721,0.0183917,0.0215135,0.00647772,0,0,0.00185833,0,0.0216468,0.00188597,0.0415511,0.0199055,0.01767,0.00781358,0.00283273,0.0045625,0.00583276,0.00527746,0.00659761,0.014442,0.00949726,0.010005,0.00829565,0.0115592,0.0435814,0.00237753,0.0135226,0.00145731,0.0191578,0.011573,0.0125649,0.00498067,0.0159578,0,0,0.00485657,0,0.0130704,0.004932,0.055879,0.0138963,0.0135682,0.015399,0.00630684,0.0230803,0.00516664,0.0263431,0.01233,0.00899407,0.0104036,0.0178414,0.00754082,0.00782378,0.0201491,0.0118658,0.00817363,0.00419538,0.0107402,0.00746387,0,0,0,0,0,0,0,0,0
70,0.0120659,0.0105683,0,0,0,0,0,0.0342974,0.0182714,0.0213504,0.00673859,0,0,0.00163761,0,0.0219109,0.00173599,0.0416191,0.0198554,0.0179533,0.00759333,0.0029671,0.004693,0.00529802,0.00547078,0.00647878,0.014554,0.00958684,0.0101144,0.00833951,0.0113279,0.0449783,0.00223017,0.0136105,0.00151811,0.0159745,0.0115479,0.0121038,0.00551481,0.0160762,0,0,0.00491941,0,0.0130249,0.00486228,0.0552507,0.0154058,0.0133382,0.0150949,0.00630078,0.0226998,0.00453531,0.0265206,0.0112358,0.00786448,0.00999918,0.0165288,0.00670064,0.00787429,0.0176157,0.0117559,0.00814575,0.00417211,0.010818,0.00745603,0,0,0,0,0,0,0,0,0
71,0.0122352,0.0105497,0,0,0,0,0,0.0348552,0.0181188,0.0211681,0.006972,0,0,0.0014098,0,0.0222073,0.00159257,0.0417817,0.0195749,0.0183329,0.00720743,0.00305178,0.00480742,0.00478028,0.00575913,0.00636054,0.0145125,0.00966731,0.0101759,0.00852532,0.0110774,0.0460213,0.00211026,0.0136978,0.00150733,0.0128313,0.0114564,0.0121583,0.00613425,0.0161823,0,0,0.00480476,0,0.0129907,0.00473575,0.0545623,0.0180759,0.0133511,0.0147167,0.00645018,0.0222324,0.00395577,0.026791,0.0100199,0.00696602,0.0100361,0.0156489,0.00613549,0.00848469,0.0159725,0.0115184,0.00812615,0.00411574,0.0109181,0.00766903,0,0,0,0,0,0,0,0,0
72,0.0123943,0.0106521,0,0,0,0,0,0.0351407,0.0180045,0.0207874,0.00727735,0,0,0.00120659,0,0.022447,0.00152146,0.042123,0.0190128,0.0187538,0.00722362,0.00345732,0.00479244,0.00429961,0.0060492,0.00613693,0.0143072,0.00968274,0.0101624,0.00865687,0.0108042,0.0468015,0.00204113,0.0137909,0.00152254,0.0103056,0.0114095,0.0136855,0.00623029,0.0164397,0,0,0.00482463,0,0.012921,0.00463319,0.0541819,0.0214395,0.0131333,0.0149812,0.00644296,0.0218251,0.0035395,0.0271734,0.00918071,0.00650448,0.0114799,0.0155096,0.00659239,0.0106048,0.0162568,0.0113636,0.00822749,0.00406076,0.011163,0.00780786,0,0,0,0,0,0,0,0,0
73,0.0125214,0.0108359,0,0,0,0,0,0.0351027,0.017855,0.0198818,0.00764045,0,0,0.00139376,0,0.0225816,0.001569,0.0426656,0.0180376,0.0192107,0.00641033,0.00406908,0.00483668,0.00398908,0.00635747,0.00580693,0.0138816,0.00948606,0.00998698,0.00858488,0.0105783,0.0471034,0.00213124,0.0138464,0.00151878,0.00974058,0.0113485,0.0160519,0.00588358,0.0166851,0,0,0.00469434,0,0.0128102,0.00444178,0.054288,0.0232597,0.0129461,0.0161881,0.00618258,0.0215814,0.00311339,0.0278533,0.00922288,0.00685329,0.013798,0.015879,0.00797755,0.0141206,0.0202966,0.0112632,0.00815007,0.00396669,0.0114901,0.00830412,0,0,0,0,0,0,0,0,0
74,0.0126615,0.0109205,0,0,0,0,0,0.0345166,0.0176889,0.018521,0.00786938,0,0,0.00184465,0,0.0226237,0.00172066,0.0433438,0.0167601,0.0195206,0.00537606,0.00471061,0.00492352,0.00365957,0.00674822,0.00544975,0.013314,0.00908144,0.00954214,0.00829573,0.0103976,0.0467542,0.00249077,0.0138794,0.00151356,0.0101811,0.0112433,0.0165949,0.00540982,0.0168447,0,0,0.00436758,0,0.0127183,0.0043697,0.0545199,0.0231272,0.0130408,0.0171815,0.00578798,0.021165,0.00285183,0.0285458,0.00984465,0.00774739,0.0147346,0.0159559,0.00897364,0.0163923,0.0251143,0.0109924,0.00791568,0.00387692,0.0115645,0.00902118,0,0,0,0,0,0,0,0,0
75,0.0130303,0.0108358,0,0,0,0,0,0.0336325,0.0175364,0.0171655,0.00791405,0,0,0.00258403,0,0.022529,0.00194243,0.0440225,0.0153129,0.0197108,0.00463945,0.00537823,0.00497184,0.00333062,0.00737665,0.00519155,0.0127991,0.0086141,0.00891601,0.00795998,0.0101635,0.0459917,0.0032284,0.0138279,0.00147001,0.00979893,0.011096,0.0156148,0.0049856,0.0170586,0,0,0.00400045,0,0.0126779,0.00435031,0.0542796,0.022307,0.0133511,0.016678,0.00534987,0.0205112,0.00277092,0.0289732,0.0103074,0.00847678,0.0140032,0.0150759,0.0090813,0.0165584,0.0261071,0.0106025,0.00773869,0.00374771,0.0112497,0.00981366,0,0,0,0,0,0,0,0,0
76,0.0136648,0.0106383,0,0,0,0,0,0.0322742,0.0173674,0.0154885,0.00775323,0,0,0.00345029,0,0.0223445,0.00221985,0.0445952,0.0135038,0.0198393,0.00426958,0.00604942,0.00491875,0.00292048,0.00818927,0.00506842,0.0121781,0.00811965,0.00814657,0.00766693,0.00985729,0.0446756,0.00420721,0.0136954,0.00145936,0.00842307,0.0109858,0.0147458,0.00458204,0.017265,0,0,0.0037798,0,0.0126528,0.00429299,0.0534409,0.0221818,0.0137775,0.0147852,0.00476651,0.0196527,0.00263123,0.029316,0.00990634,0.00837845,0.012911,0.013556,0.00920886,0.0164897,0.0238229,0.0101904,0.00765143,0.00362822,0.0107212,0.0104249,0,0,0,0,0,0,0,0,0
77,0.0142458,0.0103656,0,0,0,0,0,0.0300633,0.0172684,0.0134677,0.0074812,0,0,0.00414372,0,0.0221456,0.00247511,0.045011,0.0114905,0.0198379,0.00445353,0.00661501,0.00497248,0.00274142,0.00891616,0.00513718,0.0113686,0.00757513,0.00727033,0.00739048,0.00964673,0.042345,0.00509803,0.0136311,0.00138864,0.00711227,0.0109263,0.0148793,0.00420659,0.0173003,0,0,0.00359867,0,0.0126389,0.00413891,0.0525288,0.0225794,0.0141071,0.0132795,0.00410203,0.0187961,0.00212977,0.0297074,0.00846367,0.00752763,0.0125919,0.0121106,0.00988489,0.0172613,0.0220373,0.00984789,0.00746613,0.00347334,0.0102478,0.0112922,0,0,0,0,0,0,0,0,0
78,0.0141206,0.00979394,0,0,0,0,0,0.0275213,0.0173029,0.0112333,0.00710939,0,0,0.0049444,0,0.0224,0.00247953,0.0453378,0.00968966,0.0196767,0.00500328,0.00721675,0.00410723,0.00289569,0.00975688,0.00530592,0.0106694,0.00697803,0.00629859,0.00720314,0.0094116,0.0397961,0.0052397,0.0137555,0.00143637,0.00767528,0.0110186,0.0154615,0.00392386,0.0167572,0,0,0.00384611,0,0.012819,0.00395564,0.0518471,0.0227832,0.0141714,0.012936,0.00342007,0.0172727,0.00180345,0.0300708,0.00641655,0.00629119,0.0127886,0.0109359,0.0104335,0.0178887,0.0216758,0.00939323,0.00724747,0.00352828,0.00974436,0.0115407,0,0,0,0,0,0,0,0,0
79,0.0142994,0.00965741,0,0,0,0,0,0.0245136,0.017201,0.0095075,0.00662371,0,0,0.00516494,0,0.0223929,0.0025737,0.0456878,0.00854341,0.0196618,0.00592371,0.0077026,0.00439077,0.0031099,0.0104466,0.00589242,0.010165,0.00627235,0.00528625,0.00692715,0.00938519,0.0368548,0.00536469,0.0137651,0.00139273,0.00869967,0.0110347,0.0158304,0.00371276,0.0167717,0,0,0.00381098,0,0.0127787,0.0035926,0.0513394,0.0231828,0.0141278,0.0135946,0.00289151,0.0167745,0.00225087,0.0302431,0.00473521,0.00577123,0.0130005,0.0102792,0.0106386,0.0177944,0.0214665,0.00938552,0.00706667,0.00329913,0.0098118,0.0121816,0,0,0,0,0,0,0,0,0
80,0.0145219,0.00952094,0,0,0,0,0,0.0209689,0.0169982,0.00880803,0.00598468,0,0,0.00531076,0,0.0225423,0.00266114,0.0460588,0.0086266,0.0198918,0.00690153,0.00805749,0.00464758,0.00347305,0.0109045,0.00651928,0.0094608,0.00555213,0.00425391,0.00654554,0.00946114,0.0334669,0.00518969,0.0138068,0.00140258,0.00948542,0.011087,0.0155979,0.00351411,0.0169287,0,0,0.00386641,0,0.0127626,0.0033321,0.0507429,0.022922,0.0140359,0.014448,0.00263737,0.0163233,0.00280773,0.0300702,0.00433037,0.00611745,0.0127682,0.0100576,0.0104431,0.0167955,0.020773,0.0092845,0.00691621,0.00316358,0.00975217,0.0126189,0,0,0,0,0,0,0,0,0
81,0.0149787,0.00950149,0,0,0,0,0,0.0167254,0.0168556,0.00969597,0.00550549,0,0,0.00542167,0,0.0227839,0.00268903,0.0464529,0.0100733,0.0199784,0.00799337,0.00844878,0.00472875,0.003728,0.0107808,0.00713863,0.00875616,0.00485823,0.00346122,0.00612147,0.00982489,0.0293762,0.00467901,0.0138932,0.00147126,0.00948335,0.0111798,0.0147318,0.00341264,0.0172909,0,0,0.00398039,0,0.0127107,0.00320803,0.050006,0.0208777,0.0138799,0.0148685,0.00254842,0.0161448,0.00295567,0.029495,0.00456257,0.00679261,0.0117173,0.00994822,0.00963907,0.0149331,0.0196094,0.00915961,0.00680479,0.00315831,0.00966839,0.0128606,0,0,0,0,0,0,0,0,0
82,0.015552,0.00948881,0,0,0,0,0,0.0123876,0.0167035,0.0117863,0.00500431,0,0,0.00549265,0,0.0230387,0.00276952,0.0468695,0.0123896,0.0199168,0.00895516,0.00878079,0.00472434,0.00400326,0.010304,0.00760486,0.00826721,0.0043347,0.00345627,0.00606748,0.0103244,0.0255096,0.00407476,0.0139677,0.00162548,0.00925984,0.0112856,0.0133385,0.00338593,0.0176685,0,0,0.00422827,0,0.0126712,0.00308795,0.049328,0.0179709,0.0137128,0.0145677,0.00262553,0.0160819,0.00320773,0.0287005,0.00555585,0.00762992,0.010372,0.00986269,0.00858431,0.0129418,0.0180285,0.00909154,0.00673143,0.00317296,0.00954525,0.0130053,0,0,0,0,0,0,0,0,0
83,0.016094,0.00943062,0,0,0,0,0,0.00899521,0.016535,0.0144381,0.00438725,0,0,0.00554064,0,0.0233225,0.00301154,0.0473185,0.0150881,0.0198365,0.00945313,0.00892512,0.00473856,0.00428197,0.00941901,0.00795906,0.00798846,0.00414122,0.00440567,0.00620585,0.0109496,0.0222264,0.00366087,0.0140521,0.00184049,0.00913394,0.0113578,0.0119003,0.00332284,0.0180283,0,0,0.00438969,0,0.0126447,0.00309012,0.0489697,0.0165893,0.0136785,0.0138616,0.00280403,0.015954,0.00347845,0.0279784,0.00649121,0.00835335,0.00949019,0.00994653,0.007902,0.0116414,0.0165947,0.00893641,0.00673508,0.00322051,0.00935394,0.013417,0,0,0,0,0,0,0,0,0
84,0.0165135,0.00942953,0,0,0,0,0,0.00814889,0.0165006,0.0172841,0.0036298,0,0,0.00548328,0,0.0235606,0.00319504,0.0477574,0.0181481,0.0197491,0.00934427,0.00888029,0.0047571,0.00450031,0.00828276,0.00820208,0.00785495,0.00437902,0.00588845,0.00642952,0.0116627,0.0198538,0.00336656,0.0141613,0.00194723,0.00905864,0.0114258,0.0111605,0.00313616,0.0183283,0,0,0.00457023,0,0.0126681,0.00311703,0.048985,0.0158393,0.0137634,0.0130312,0.00295102,0.0157449,0.003721,0.0275985,0.00673148,0.00886097,0.00928219,0.0100489,0.00777833,0.0113629,0.0156474,0.00883134,0.0068263,0.00333292,0.00923142,0.013591,0,0,0,0,0,0,0,0,0
85,0.0168394,0.00954341,0,0,0,0,0,0.00990422,0.0164661,0.0199603,0.00277584,0,0,0.00502722,0,0.0235885,0.00309498,0.0481559,0.0214113,0.0195388,0.00916205,0.00857885,0.00531581,0.00466995,0.00692776,0.00834203,0.00777781,0.00507261,0.00770356,0.00674084,0.0124545,0.0185069,0.00312327,0.0141999,0.00194543,0.00872644,0.0114607,0.0111939,0.00293877,0.0185953,0,0,0.00483549,0,0.01265,0.00321119,0.0493148,0.0150185,0.0139337,0.0125126,0.00307879,0.0156622,0.00401977,0.0276491,0.00654711,0.0091517,0.00949482,0.00999177,0.00811761,0.0118935,0.0153173,0.0088578,0.00705771,0.00343926,0.00932076,0.0135004,0,0,0,0,0,0,0,0,0
86,0.0168857,0.00958548,0,0,0,0,0,0.0136899,0.0164706,0.0221464,0.00200694,0,0,0.00490634,0,0.0237036,0.00299153,0.0485425,0.0246344,0.0192627,0.00889598,0.00806502,0.00539531,0.00480934,0.00533787,0.00838482,0.00775357,0.00617039,0.00965563,0.00715413,0.0133378,0.0182902,0.00312841,0.0142403,0.00199218,0.00881196,0.0114888,0.011428,0.00284279,0.0187375,0,0,0.00514264,0,0.0126367,0.00334841,0.0499147,0.014122,0.0141579,0.0117562,0.00313063,0.0155234,0.00434449,0.0280884,0.00608768,0.00914309,0.00945316,0.0097191,0.0083142,0.0122819,0.0151859,0.00898252,0.00728056,0.0036342,0.00943414,0.01352,0,0,0,0,0,0,0,0,0
87,0.0167467,0.00957316,0,0,0,0,0,0.0183812,0.0165305,0.0238588,0.00158555,0,0,0.00479301,0,0.0237452,0.00289936,0.0488963,0.0274145,0.0189243,0.00833626,0.00731273,0.00538915,0.00461437,0.00391132,0.00827752,0.00775753,0.00753289,0.0116423,0.00763467,0.0142642,0.0203687,0.00319004,0.0142594,0.00204577,0.00881203,0.0115558,0.0113658,0.00283982,0.0188013,0,0,0.00555629,0,0.0126268,0.00343824,0.050597,0.0139573,0.0143968,0.0112448,0.00314056,0.0153909,0.00469794,0.0287657,0.00593571,0.0090798,0.0092856,0.00944377,0.00830248,0.0123185,0.0149422,0.00926042,0.00749987,0.00387304,0.00941586,0.0136258,0,0,0,0,0,0,0,0,0
88,0.0166035,0.00955323,0,0,0,0,0,0.023085,0.0166662,0.0252478,0.00192094,0,0,0.00467277,0,0.0236997,0.00283798,0.0491872,0.0298786,0.0184759,0.00782376,0.00633014,0.00525689,0.00436725,0.00354025,0.00807901,0.00771856,0.00894997,0.0136335,0.00820249,0.0151032,0.0251013,0.0031987,0.0142577,0.00213785,0.00879278,0.0116487,0.0110055,0.00290407,0.0188444,0,0,0.00611115,0,0.0126064,0.00340856,0.0511791,0.0141431,0.0145848,0.0109785,0.00313471,0.0153666,0.00504207,0.0294847,0.00566571,0.00903684,0.00894405,0.00930207,0.00810321,0.0119192,0.0146341,0.00971935,0.00765419,0.00405235,0.00927542,0.0134838,0,0,0,0,0,0,0,0,0
89,0.0165586,0.00949614,0,0,0,0,0,0.0272598,0.0168207,0.0262849,0.00265496,0,0,0.00445559,0,0.0235489,0.00283602,0.0495185,0.0319895,0.0179863,0.00771041,0.00524652,0.00518167,0.00457982,0.00454419,0.00778441,0.00764984,0.00996067,0.0153991,0.00876545,0.0158172,0.0305086,0.00303203,0.0141968,0.00217602,0.00887506,0.011787,0.0105268,0.00285422,0.0189603,0,0,0.0067126,0,0.0125341,0.0033917,0.0515719,0.0139568,0.0147331,0.0107502,0.00311093,0.0155085,0.00535697,0.0301048,0.00533106,0.00898791,0.00852408,0.00912791,0.00784274,0.0112397,0.0138789,0.0102498,0.00776446,0.00417879,0.00905425,0.0135451,0,0,0,0,0,0,0,0,0
90,0.0165424,0.00940513,0,0,0,0,0,0.0317657,0.0168796,0.0267881,0.00351246,0,0,0.00393003,0,0.0232495,0.00266282,0.0497783,0.0327519,0.0174561,0.00794003,0.00417393,0.00525918,0.00496519,0.00557688,0.00737013,0.00748457,0.0108877,0.0168783,0.00935385,0.0164739,0.0363781,0.00275198,0.0140983,0.00213977,0.00874713,0.0119353,0.00999181,0.00267835,0.0189256,0,0,0.00752828,0,0.0124934,0.00340184,0.0517506,0.0137149,0.0148379,0.0106084,0.00309139,0.0155729,0.00561484,0.0305228,0.00510754,0.00864336,0.00797489,0.00896954,0.0074637,0.0103712,0.0133646,0.0109343,0.00742563,0.00426913,0.00869652,0.013037,0,0,0,0,0,0,0,0,0
91,0.0168394,0.00956214,0,0,0,0,0,0.0368108,0.016975,0.0266588,0.0041608,0,0,0.00378924,0,0.0230424,0.00266076,0.0498964,0.031706,0.0169778,0.00842536,0.00322526,0.00498323,0.00523816,0.00650054,0.00702546,0.00732167,0.0118707,0.018034,0.0098368,0.0171228,0.0429601,0.00253796,0.0140229,0.00225654,0.00934233,0.0121071,0.0094403,0.00230651,0.0192759,0,0,0.00804556,0,0.0123692,0.003574,0.0518638,0.0135298,0.0149582,0.0104282,0.00308833,0.0161333,0.00577157,0.0307428,0.00497346,0.00809174,0.00742418,0.00892679,0.00706184,0.00952883,0.0125741,0.011545,0.00739999,0.00433577,0.00862352,0.012607,0,0,0,0,0,0,0,0,0
92,0.016603,0.00940963,0,0,0,0,0,0.0421105,0.0171921,0.0265885,0.00479601,0,0,0.00366135,0,0.0228544,0.00248644,0.0496524,0.0294162,0.0165242,0.00916889,0.00237539,0.00501472,0.00579912,0.00770495,0.00668038,0.00724881,0.0129018,0.0191594,0.0102471,0.0177342,0.0495348,0.00261014,0.0140176,0.00228179,0.00944563,0.0122136,0.00890966,0.0019648,0.0191424,0,0,0.00852473,0,0.0123369,0.00361316,0.0519544,0.0137603,0.015081,0.0100555,0.00306283,0.0162329,0.0058784,0.0308759,0.00493984,0.00821667,0.00707761,0.00895321,0.00681363,0.0090099,0.0122182,0.0119083,0.00714045,0.00430476,0.00841021,0.0130733,0,0,0,0,0,0,0,0,0
93,0.016336,0.00929739,0,0,0,0,0,0.0468891,0.0173724,0.0271902,0.00532547,0,0,0.00360623,0,0.0226356,0.00239024,0.049167,0.0276868,0.0160875,0.0102121,0.00166186,0.00496586,0.00718743,0.00929051,0.00632382,0.00717837,0.0141682,0.0205053,0.0106039,0.018239,0.0559966,0.00278221,0.0139572,0.00240394,0.00943464,0.0122928,0.00819607,0.0018037,0.0189995,0,0,0.00885049,0,0.0123177,0.00364177,0.0520584,0.0136492,0.0152551,0.00924821,0.00301869,0.0163561,0.00603958,0.0310825,0.00496846,0.00833603,0.00673463,0.00882012,0.00656063,0.00857941,0.0118899,0.0121496,0.006867,0.00424987,0.00849252,0.0132441,0,0,0,0,0,0,0,0,0
94,0.0161394,0.00927624,0,0,0,0,0,0.0517249,0.0175112,0.0283738,0.00571154,0,0,0.00353651,0,0.0224107,0.00235424,0.048741,0.0275355,0.0156278,0.0113969,0.00119784,0.0047858,0.00880277,0.0115159,0.0059743,0.00707205,0.0156263,0.0221576,0.0109878,0.0186124,0.0629487,0.00286289,0.0138805,0.00249999,0.00930726,0.012307,0.00778984,0.00178827,0.0188515,0,0,0.00903453,0,0.01228,0.00369282,0.0522853,0.0127769,0.015512,0.00862128,0.00303356,0.0165594,0.00623306,0.0312658,0.00515012,0.00836426,0.00641446,0.00868176,0.00629769,0.00824205,0.0116322,0.0123352,0.0066094,0.00420632,0.00876553,0.0129236,0,0,0,0,0,0,0,0,0
95,0.0157817,0.0091209,0,0,0,0,0,0.0566913,0.0176869,0.0300685,0.00610125,0,0,0.00385167,0,0.0222593,0.00244525,0.0483368,0.0284207,0.0152074,0.0121223,0.00100919,0.00441076,0.00866113,0.0133575,0.00578211,0.00707523,0.0170655,0.0239566,0.0114265,0.0190589,0.0698555,0.00290801,0.0138616,0.00248326,0.00889649,0.0122721,0.00756758,0.00192246,0.018442,0,0,0.008852,0,0.0123302,0.00369494,0.0526145,0.0119959,0.0158236,0.00835472,0.00341455,0.0165442,0.00641753,0.0313815,0.00554329,0.00835728,0.0060894,0.00858167,0.00599598,0.00790838,0.0115405,0.0123228,0.00642176,0.00423537,0.00885965,0.0127753,0,0,0,0,0,0,0,0,0
96,0.015849,0.0092849,0,0,0,0,0,0.0612775,0.0179017,0.0317687,0.00647732,0,0,0.00341203,0,0.0219122,0.00202362,0.047797,0.029428,0.0147988,0.0129381,0.00114042,0.00478274,0.00775775,0.0145598,0.00570301,0.00698005,0.0183856,0.0256432,0.0119241,0.0195368,0.076047,0.00279204,0.0137939,0.0022821,0.00837625,0.0122096,0.00711998,0.002153,0.0184163,0,0,0.00822733,0,0.0122509,0.00356527,0.0529435,0.0114482,0.0161516,0.00824847,0.00410181,0.0171266,0.00660742,0.0314108,0.00594593,0.00843671,0.00571814,0.00858102,0.00558061,0.00734089,0.0113554,0.0123733,0.00665644,0.00422968,0.00919168,0.012878,0,0,0,0,0,0,0,0,0
97,0.0156522,0.00933506,0,0,0,0,0,0.0651754,0.0181034,0.0332592,0.00663227,0,0,0.00338608,0,0.0216986,0.00199016,0.0470251,0.030563,0.0143945,0.0136611,0.00126469,0.0046756,0.00709858,0.0150368,0.00574327,0.0066803,0.0195825,0.0271973,0.0124669,0.020011,0.0810919,0.00275092,0.0136796,0.00229953,0.00832972,0.0122082,0.00641219,0.00218037,0.018066,0,0,0.00800258,0,0.0123238,0.00360041,0.0532769,0.010708,0.0164109,0.00815259,0.00400844,0.0173613,0.00670253,0.0312984,0.00629713,0.00851582,0.00525285,0.00862498,0.00500331,0.00654027,0.0107925,0.0124687,0.00683774,0.0043288,0.00927588,0.0125581,0,0,0,0,0,0,0,0,0
98,0.0155102,0.00946579,0,0,0,0,0,0.0680661,0.0182674,0.0345541,0.0066555,0,0,0.00330434,0,0.0214808,0.00195635,0.0459181,0.031603,0.0139103,0.0141358,0.00124829,0.00453191,0.00670097,0.0152318,0.00611211,0.00607046,0.0205882,0.0285645,0.0129272,0.0203925,0.0847611,0.00279614,0.0135904,0.00240503,0.00849398,0.0122731,0.00548821,0.0021881,0.0178331,0,0,0.00800692,0,0.0123709,0.00376879,0.0536379,0.00973397,0.0163381,0.00796375,0.00313857,0.0176913,0.00667457,0.0310413,0.00669432,0.00854861,0.00478593,0.00868851,0.00441638,0.00576101,0.0100694,0.0126204,0.00699046,0.00449409,0.00934919,0.012216,0,0,0,0,0,0,0,0,0
99,0.0153229,0.00959361,0,0,0,0,0,0.0699574,0.0183984,0.035708,0.00667772,0,0,0.00334455,0,0.0213535,0.00201363,0.0444668,0.0323814,0.0134314,0.0139095,0.00141977,0.00435336,0.00631686,0.0152426,0.00700245,0.00515088,0.0215471,0.0297473,0.0132279,0.0207343,0.0874447,0.00301103,0.0135025,0.00245901,0.0084993,0.0123449,0.00470723,0.00244526,0.0176273,0,0,0.00794324,0,0.0124499,0.00398338,0.0540997,0.0083808,0.0164407,0.00778208,0.00232047,0.0180236,0.00666928,0.0307817,0.00706913,0.00858322,0.00433285,0.00867423,0.00387101,0.00508131,0.00920028,0.0126512,0.00711841,0.00463876,0.0094147,0.0118333,0,0,0,0,0,0,0,0,0
100,0.0150955,0.00970822,0,0,0,0,0,0.0713552,0.0184329,0.0367341,0.00682843,0,0,0.00350715,0,0.0213089,0.00214054,0.0427651,0.0330862,0.0130775,0.0135685,0.00174998,0.00422608,0.00622247,0.0149143,0.00778127,0.00414362,0.0224353,0.0305945,0.013391,0.021137,0.0893498,0.00330703,0.0134628,0.00245756,0.00835982,0.0123333,0.00374593,0.00285673,0.0173985,0,0,0.00765167,0,0.0125764,0.00409381,0.0546636,0.00731612,0.0168538,0.00762965,0.00194808,0.0182955,0.00680792,0.0306686,0.00744212,0.00863024,0.00381838,0.00869566,0.00321589,0.00437407,0.00851926,0.0124653,0.00725825,0.00469583,0.00949944,0.0114704,0,0,0,0,0,0,0,0,0
