Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M
101,0.0149524,0.00987844,0,0,0,0,0,0.0723677,0.0183768,0.0375613,0.00707418,0,0,0.00389253,0,0.0213037,0.00243514,0.0410234,0.0336952,0.0128056,0.0130862,0.00214866,0.00398425,0.00644306,0.014411,0.00832711,0.00353594,0.0231546,0.0311732,0.013515,0.0215629,0.0908336,0.00355876,0.0134765,0.0024952,0.00818389,0.0122915,0.00250618,0.00330013,0.0171557,0,0,0.00722357,0,0.012716,0.00406031,0.0552892,0.00642358,0.0174147,0.00751586,0.00188295,0.0185689,0.00704731,0.0306861,0.00772085,0.00857759,0.00325162,0.00869115,0.00251509,0.00376009,0.00805432,0.0121894,0.00748087,0.00470785,0.0096138,0.0107742,0,0,0,0,0,0,0,0,0
102,0.0151456,0.0102653,0,0,0,0,0,0.0730849,0.018259,0.0380027,0.00721666,0,0,0.0027352,0,0.0209649,0.00173464,0.0396456,0.0344836,0.012512,0.0123339,0.00250337,0.0051319,0.00653007,0.0143164,0.00869504,0.00328166,0.0235599,0.0315877,0.0135043,0.021818,0.0919498,0.00347963,0.0133721,0.00226562,0.00765658,0.0122934,0.00148252,0.00368893,0.0171092,0,0,0.00687606,0,0.0126893,0.00397876,0.0559541,0.00568713,0.0179808,0.00739036,0.0020173,0.0191511,0.00707398,0.0308076,0.00780385,0.00832425,0.00265699,0.00859925,0.00182274,0.00338064,0.00798567,0.0120383,0.00780485,0.00474162,0.00993382,0.00986411,0,0,0,0,0,0,0,0,0
103,0.0151403,0.0104398,0,0,0,0,0,0.0737076,0.0182494,0.0380045,0.00720102,0,0,0.00263476,0,0.0210613,0.00185533,0.0388407,0.0352909,0.0119046,0.0114061,0.00284028,0.00502577,0.00681324,0.0143734,0.00881585,0.00288296,0.0239282,0.0319428,0.0133636,0.0218278,0.0927933,0.00310826,0.0133875,0.00237283,0.00775339,0.0123347,0.000440171,0.00395706,0.0170367,0,0,0.00679481,0,0.0127235,0.00386679,0.0566181,0.00561964,0.018411,0.00714974,0.00220683,0.0195347,0.00699667,0.0309059,0.00754693,0.008171,0.00209503,0.00846747,0.00136086,0.00360493,0.00809319,0.0119871,0.00770565,0.00475067,0.0101101,0.00978981,0,0,0,0,0,0,0,0,0
104,0.0149424,0.0106364,0,0,0,0,0,0.0740994,0.0182941,0.0376609,0.00701677,0,0,0.00255366,0,0.021183,0.00190369,0.0384521,0.0357021,0.0111032,0.0096442,0.00316366,0.00491302,0.00691944,0.0141329,0.00880461,0.00312066,0.0241698,0.0318069,0.013058,0.0217624,0.0930128,0.00269833,0.0133966,0.00250054,0.00793611,0.0124158,0.000884879,0.00418978,0.0170906,0,0,0.00685478,0,0.0126983,0.00377098,0.0572593,0.00610307,0.0187059,0.00684528,0.00233097,0.0199434,0.0068741,0.0309038,0.0072145,0.00778403,0.00186214,0.00845865,0.00168024,0.00442682,0.00844847,0.0121526,0.00757023,0.00476358,0.0103108,0.00991672,0,0,0,0,0,0,0,0,0
105,0.0149949,0.0109826,0,0,0,0,0,0.0739905,0.01835,0.0370052,0.00692278,0,0,0.00261103,0,0.0213543,0.00195772,0.0380949,0.035544,0.010678,0.00817889,0.003642,0.00460265,0.00696341,0.0133584,0.00872467,0.00369627,0.0241386,0.0311697,0.012631,0.021564,0.0927071,0.00237665,0.0133911,0.00259097,0.00817816,0.0124992,0.00146518,0.00447344,0.0173139,0,0,0.0069424,0,0.0127166,0.00377201,0.0577304,0.00663178,0.0189535,0.00688257,0.00235272,0.0205363,0.00675463,0.0308667,0.00688738,0.00809729,0.0020609,0.00851903,0.00229801,0.00540381,0.00914066,0.012365,0.00741917,0.00484532,0.0106016,0.00892938,0,0,0,0,0,0,0,0,0
106,0.014866,0.0110641,0,0,0,0,0,0.0736586,0.0184575,0.0362344,0.0070075,0,0,0.0026337,0,0.0214445,0.00200879,0.037636,0.0351017,0.0104405,0.00708435,0.0043023,0.00436118,0.00704057,0.0124603,0.0087804,0.00420998,0.023856,0.0302942,0.012075,0.0212321,0.0924193,0.00226926,0.0133424,0.00259234,0.00849688,0.0125738,0.00164869,0.00477844,0.0173228,0,0,0.00695967,0,0.0127619,0.00375084,0.0581869,0.00696823,0.0191029,0.00717963,0.00230862,0.0208398,0.00674844,0.0308613,0.00662419,0.0081727,0.00237505,0.0085708,0.00269574,0.0061116,0.00998855,0.012484,0.00738113,0.00494941,0.0106538,0.00889512,0,0,0,0,0,0,0,0,0
107,0.0144567,0.0108621,0,0,0,0,0,0.073148,0.0186062,0.0353114,0.00722905,0,0,0.00261596,0,0.0214374,0.00202248,0.0371776,0.0345023,0.0101421,0.00631627,0.00511075,0.00428605,0.00707395,0.0115903,0.00866328,0.00449928,0.0234264,0.0291886,0.011506,0.0207887,0.0921197,0.00238351,0.0132557,0.00250848,0.0085369,0.0126596,0.00147556,0.00509049,0.0171045,0,0,0.0068941,0,0.0128467,0.00375614,0.0587729,0.00697922,0.0192619,0.00725848,0.0021403,0.0207758,0.0067853,0.0309849,0.00665876,0.00731127,0.00259271,0.00856119,0.00283193,0.00647232,0.0107706,0.0123753,0.0075051,0.00509527,0.0104363,0.010146,0,0,0,0,0,0,0,0,0
108,0.0144599,0.010934,0,0,0,0,0,0.0724617,0.0188014,0.034242,0.00748041,0,0,0.00217731,0,0.0212359,0.00180793,0.0368653,0.0338415,0.00982595,0.00564631,0.00576247,0.00446998,0.00695331,0.0107532,0.00829606,0.00453127,0.0229629,0.0277546,0.0109912,0.0202215,0.0915959,0.00266076,0.0131899,0.0024509,0.00860688,0.0127551,0.00141661,0.0054566,0.0172911,0,0,0.00725467,0,0.0128439,0.00367203,0.0593509,0.00683824,0.0195056,0.00719717,0.00200195,0.0211635,0.00686195,0.0311971,0.00702141,0.00603984,0.00286696,0.00857027,0.00300936,0.00678765,0.0114728,0.0127294,0.00762602,0.005175,0.0104986,0.0109517,0,0,0,0,0,0,0,0,0
109,0.0143294,0.0108878,0,0,0,0,0,0.0716558,0.0189686,0.0331845,0.00761817,0,0,0.00219738,0,0.0209606,0.00174791,0.0366417,0.0335804,0.00961576,0.00503754,0.00644626,0.00449696,0.0066488,0.00997665,0.00787029,0.00434833,0.0224398,0.0266435,0.0104396,0.0196004,0.0908769,0.00318322,0.0132282,0.00243679,0.00907593,0.0128653,0.00144676,0.00577097,0.0171618,0,0,0.00714194,0,0.0129782,0.00384231,0.0599511,0.00685221,0.0197116,0.00742429,0.00183241,0.0210617,0.0068585,0.0314889,0.0072056,0.00587604,0.0031885,0.00858303,0.00322742,0.00714926,0.0121198,0.0125101,0.0078839,0.00539244,0.0104196,0.0104268,0,0,0,0,0,0,0,0,0
110,0.0144451,0.0110402,0,0,0,0,0,0.0708127,0.0189944,0.0323524,0.00764128,0,0,0.00223727,0,0.0207923,0.00177989,0.0364943,0.0339464,0.00957375,0.00426796,0.0069723,0.00442143,0.00619149,0.0091173,0.00743646,0.00394272,0.0218269,0.0257137,0.0101644,0.0189758,0.0899392,0.00352164,0.0132165,0.00239637,0.00933614,0.0128851,0.00141739,0.00619019,0.0173169,0,0,0.00714523,0,0.0130016,0.00385628,0.0606618,0.00663821,0.0200172,0.00766357,0.00164905,0.0212987,0.00659367,0.0318172,0.00697938,0.00587554,0.00354321,0.00865246,0.00347449,0.0075076,0.0127455,0.0125333,0.00795547,0.00547423,0.010497,0.00961695,0,0,0,0,0,0,0,0,0
111,0.0144714,0.0111059,0,0,0,0,0,0.0698329,0.0189665,0.031785,0.0076766,0,0,0.00231232,0,0.0207108,0.0017856,0.0364318,0.0337812,0.0095589,0.00407092,0.00743406,0.0043642,0.00580324,0.00818594,0.00695776,0.00352823,0.0212232,0.0244102,0.00985106,0.0183683,0.0886424,0.00375889,0.0132038,0.00228154,0.00946256,0.0128901,0.00137721,0.00658906,0.017439,0,0,0.00705916,0,0.0130354,0.0038132,0.0613526,0.00629374,0.0203576,0.00800168,0.00145691,0.0214195,0.00639455,0.0322068,0.00677664,0.00571202,0.0039384,0.00877403,0.00376527,0.00779992,0.0132514,0.0124082,0.00797307,0.00552694,0.0104764,0.00920306,0,0,0,0,0,0,0,0,0
112,0.0144066,0.0110972,0,0,0,0,0,0.0684445,0.0189859,0.0314158,0.00768153,0,0,0.00297511,0,0.0208368,0.00212441,0.0364974,0.0327287,0.00959289,0.00384263,0.00766323,0.00378538,0.00518911,0.0074033,0.00671133,0.00336115,0.0203976,0.0236162,0.00974249,0.0178012,0.0866766,0.00372356,0.0132186,0.00233937,0.00962639,0.0129237,0.00142858,0.00694993,0.0175912,0,0,0.00690062,0,0.0130716,0.00383322,0.0620053,0.00589607,0.0206936,0.00843489,0.00135176,0.0214869,0.00696381,0.0325629,0.0066376,0.00556302,0.00436652,0.00890544,0.00400023,0.00809336,0.0138312,0.0122189,0.00817115,0.00563702,0.0104365,0.00945087,0,0,0,0,0,0,0,0,0
113,0.014465,0.0112034,0,0,0,0,0,0.0665519,0.0189982,0.0308271,0.00753199,0,0,0.00288024,0,0.020698,0.0019031,0.0366648,0.030576,0.00985722,0.00352223,0.0078307,0.004215,0.00459629,0.00718707,0.00675904,0.00344432,0.0189669,0.0229094,0.00982044,0.0174242,0.0843007,0.00366091,0.0131749,0.00225466,0.0100132,0.0129064,0.00141197,0.00725971,0.017968,0,0,0.00702085,0,0.0129918,0.00356495,0.0625908,0.00542166,0.0209978,0.00887871,0.00128555,0.0218987,0.00738108,0.0328566,0.00640923,0.00592046,0.00480825,0.00902001,0.00412973,0.00840419,0.0144937,0.012419,0.00813262,0.00550392,0.0106244,0.0103349,0,0,0,0,0,0,0,0,0
114,0.0143039,0.0111152,0,0,0,0,0,0.0645888,0.0189994,0.0297236,0.00721927,0,0,0.0031991,0,0.0207323,0.00191521,0.0369325,0.0281768,0.0103189,0.00356751,0.00819859,0.00430943,0.00419372,0.00805156,0.00649069,0.00352249,0.0172867,0.0224211,0.0104853,0.0176888,0.0818245,0.00363527,0.0132505,0.00221712,0.0105547,0.0129185,0.00145148,0.00751868,0.0180723,0,0,0.00680774,0,0.013049,0.00354296,0.0630806,0.00506311,0.0212019,0.00898298,0.00119309,0.0218593,0.00734941,0.0330552,0.00610469,0.00591575,0.00523096,0.00912522,0.00430604,0.00870501,0.0154049,0.0123509,0.00829049,0.00538036,0.0106795,0.0106781,0,0,0,0,0,0,0,0,0
115,0.0142895,0.0111058,0,0,0,0,0,0.0621577,0.01895,0.0284138,0.0067558,0,0,0.00347825,0,0.0208633,0.00196009,0.0373859,0.0254738,0.0110211,0.0057812,0.00851705,0.00435722,0.00424427,0.00992644,0.00664268,0.00313653,0.0153568,0.0222944,0.0114602,0.0190474,0.0786452,0.00373316,0.0133115,0.00214821,0.0113085,0.0129323,0.00149906,0.00789183,0.0182877,0,0,0.00650492,0,0.0130859,0.00359472,0.0636519,0.00490001,0.0214752,0.00915152,0.00136203,0.0219092,0.0072902,0.033196,0.00585952,0.00565735,0.00556002,0.00928928,0.00442583,0.00893491,0.016767,0.0122648,0.0083906,0.00536094,0.0107874,0.0108597,0,0,0,0,0,0,0,0,0
116,0.0143086,0.0110895,0,0,0,0,0,0.0581897,0.0188294,0.0269516,0.00641972,0,0,0.00399468,0,0.0212086,0.00220807,0.0379675,0.0221463,0.0116704,0.00897073,0.00899832,0.00425235,0.00464074,0.0117288,0.0073213,0.00232624,0.013523,0.0216343,0.0122089,0.0209361,0.073566,0.00413346,0.0132068,0.00196311,0.0121918,0.012871,0.001656,0.00825515,0.0184482,0,0,0.00621265,0,0.0131565,0.00361088,0.0642322,0.00452805,0.0216859,0.00954222,0.00161365,0.0218971,0.00700823,0.0333657,0.00599721,0.00619567,0.00582279,0.00965767,0.00449176,0.009127,0.0184746,0.0121275,0.00837297,0.00533913,0.0108131,0.0107444,0,0,0,0,0,0,0,0,0
117,0.0143288,0.0111796,0,0,0,0,0,0.0521466,0.0187571,0.0247922,0.00622276,0,0,0.00421579,0,0.0213146,0.00234948,0.0385756,0.0183132,0.0122057,0.0115807,0.00931974,0.004297,0.00499422,0.0126266,0.008237,0.00165747,0.0115024,0.0196169,0.0122193,0.0224779,0.0656743,0.00449855,0.0131441,0.00185059,0.0133027,0.0128713,0.00185328,0.00873513,0.0188019,0,0,0.00601486,0,0.0132077,0.00362064,0.0648914,0.00423704,0.0219702,0.00974364,0.00190877,0.0221031,0.00652099,0.0336473,0.00634773,0.00705262,0.00638645,0.0101011,0.00488417,0.00964751,0.0201267,0.0120009,0.00839774,0.00537286,0.0109027,0.0107244,0,0,0,0,0,0,0,0,0
118,0.0140522,0.0110869,0,0,0,0,0,0.0445827,0.0187485,0.0212046,0.00610201,0,0,0.00453394,0,0.0213705,0.00251613,0.0391774,0.0140207,0.0124437,0.0135222,0.00933259,0.00393312,0.00517799,0.0127673,0.00865421,0.00169917,0.010163,0.0167989,0.0114209,0.023132,0.0559647,0.0047052,0.0131808,0.00197755,0.0144217,0.0129948,0.00202761,0.00906902,0.0189205,0,0,0.00578057,0,0.0133347,0.00386562,0.0654855,0.00435613,0.022129,0.00975169,0.00213391,0.0219635,0.00592898,0.033918,0.00648347,0.0073106,0.00714961,0.0104712,0.00556346,0.0105902,0.0217462,0.0117058,0.00866225,0.00562446,0.0107914,0.0109176,0,0,0,0,0,0,0,0,0
119,0.0143057,0.0113591,0,0,0,0,0,0.0361929,0.0187798,0.0163177,0.00582235,0,0,0.00468071,0,0.021287,0.00258069,0.0398157,0.00897882,0.0124017,0.0150402,0.00896557,0.0037859,0.00512702,0.0124944,0.0081622,0.00193123,0.00905964,0.0139043,0.0101018,0.0230452,0.0454525,0.00486422,0.0132031,0.00210071,0.0156067,0.0129913,0.00232755,0.00914593,0.0194677,0,0,0.006528,0,0.0132437,0.00361481,0.065995,0.00513811,0.0221383,0.0096316,0.00237166,0.0227016,0.00550357,0.0341559,0.00633941,0.00724411,0.00791129,0.010964,0.00633597,0.0116198,0.0235332,0.0123767,0.00849874,0.00544152,0.0110149,0.0109597,0,0,0,0,0,0,0,0,0
120,0.0141264,0.0111352,0,0,0,0,0,0.0277138,0.018778,0.0113899,0.00547215,0,0,0.00491156,0,0.0210953,0.00254658,0.0403848,0.00663109,0.012337,0.015889,0.00895759,0.00422301,0.00489774,0.0120214,0.00667602,0.00267081,0.00806669,0.011423,0.0085383,0.0224579,0.0351509,0.00511686,0.0132047,0.00201978,0.0169673,0.0130645,0.00267718,0.00871371,0.019283,0,0,0.00632465,0,0.0133112,0.00392593,0.066377,0.00569748,0.0220007,0.0098145,0.00243408,0.0222692,0.00548121,0.0346303,0.00638781,0.0075229,0.00852876,0.0116153,0.00699865,0.0124141,0.0253107,0.0121612,0.00898828,0.00572186,0.0107262,0.0106141,0,0,0,0,0,0,0,0,0
121,0.0141207,0.0109969,0,0,0,0,0,0.0198286,0.0188087,0.0076269,0.00501767,0,0,0.00531791,0,0.0209436,0.00256238,0.0406588,0.00536316,0.0125303,0.0162523,0.00904488,0.00435776,0.00496854,0.0117888,0.00586698,0.00437488,0.00747276,0.00936083,0.00673961,0.021868,0.0258803,0.00531468,0.0131933,0.00195322,0.0183794,0.0130673,0.00303676,0.0081781,0.0193263,0,0,0.00656645,0,0.0132761,0.00391904,0.0666779,0.00607755,0.0217521,0.0101417,0.00269606,0.0222843,0.00590157,0.0351773,0.00648806,0.00779774,0.00913042,0.0119921,0.00762327,0.013253,0.0270308,0.0124149,0.00910405,0.0056766,0.0105444,0.0107738,0,0,0,0,0,0,0,0,0
122,0.0141295,0.0108935,0,0,0,0,0,0.0146351,0.0188555,0.00596174,0.00441981,0,0,0.00564548,0,0.0207767,0.00271261,0.0408131,0.00724233,0.0126068,0.0161725,0.00923324,0.00449108,0.00578101,0.0120416,0.00661419,0.00694874,0.00698576,0.00816275,0.0049852,0.0212692,0.0185246,0.00542638,0.0131697,0.00188797,0.0198829,0.0131376,0.00328653,0.00769222,0.0194594,0,0,0.00702379,0,0.0132129,0.00394916,0.0670071,0.00660192,0.0214169,0.0104661,0.00327556,0.0223033,0.00594143,0.0357563,0.00656323,0.00820065,0.00976119,0.0124161,0.00827503,0.0141282,0.0288532,0.0128178,0.00883864,0.00567928,0.0103692,0.0110838,0,0,0,0,0,0,0,0,0
123,0.0142725,0.0108973,0,0,0,0,0,0.011704,0.0189043,0.00618542,0.0037625,0,0,0.00587723,0,0.0206934,0.00274756,0.0408373,0.00986881,0.0127704,0.0158531,0.00955481,0.00452659,0.00731848,0.0128267,0.00850253,0.0099693,0.00626807,0.00745044,0.00348348,0.020894,0.0131102,0.00541825,0.013155,0.0017754,0.0212589,0.0132764,0.00353841,0.00734924,0.0197438,0,0,0.00779043,0,0.0131254,0.00395483,0.0672311,0.00669308,0.0209096,0.0109633,0.00391877,0.022529,0.0062349,0.0361255,0.0068582,0.00885762,0.0102088,0.0129503,0.0087334,0.0146483,0.0303925,0.013415,0.00852766,0.00570865,0.010277,0.010994,0,0,0,0,0,0,0,0,0
124,0.0141858,0.0106067,0,0,0,0,0,0.0105972,0.0189353,0.00713301,0.0032183,0,0,0.00646504,0,0.0209311,0.00287703,0.0409309,0.0117125,0.0132333,0.015747,0.0100494,0.00375552,0.00930261,0.0141426,0.0106401,0.0127082,0.00528065,0.00716779,0.00222307,0.020817,0.00986877,0.00543895,0.0132457,0.00182615,0.0225437,0.0134317,0.00387445,0.00697356,0.0197992,0,0,0.00824891,0,0.0131756,0.00427249,0.0675123,0.00685815,0.0206256,0.0113414,0.00436974,0.0223619,0.00648575,0.0364622,0.00725513,0.00962377,0.0105817,0.0131952,0.00908497,0.015069,0.0318351,0.0136305,0.00848836,0.00591134,0.00998185,0.0108146,0,0,0,0,0,0,0,0,0
125,0.0144128,0.0105991,0,0,0,0,0,0.0103932,0.0188507,0.00787667,0.00275035,0,0,0.00683556,0,0.0209883,0.00307134,0.0412756,0.0122785,0.0138582,0.0159744,0.010744,0.00383625,0.0111954,0.0155344,0.0123344,0.0146957,0.00416175,0.00711782,0.00115282,0.0206677,0.00806884,0.00552839,0.0132976,0.00175009,0.0236652,0.0134449,0.00404151,0.00672062,0.0202479,0,0,0.00895563,0,0.0130784,0.00397602,0.0679731,0.00713168,0.0205975,0.0115491,0.0046408,0.0227815,0.00664286,0.0367805,0.00765211,0.0102056,0.0109359,0.0133382,0.00940772,0.015543,0.0332725,0.0141442,0.00799327,0.00568799,0.0100067,0.0110778,0,0,0,0,0,0,0,0,0
126,0.0145103,0.0106796,0,0,0,0,0,0.0102604,0.0186817,0.00792229,0.00240034,0,0,0.00730469,0,0.0210206,0.003284,0.0420516,0.0112697,0.0142352,0.0156145,0.0116276,0.00422782,0.0123692,0.0169022,0.0132667,0.0158366,0.00309086,0.00699473,0.000705114,0.0202102,0.00613128,0.00563913,0.0133229,0.00167218,0.0245887,0.0135449,0.00408226,0.00663217,0.0205207,0,0,0.00883036,0,0.0130383,0.00418827,0.0684778,0.00726773,0.020536,0.0116356,0.00495817,0.0227992,0.00699617,0.0369919,0.00773963,0.0106293,0.0111385,0.0135095,0.00959142,0.0159352,0.0343851,0.0140187,0.00812311,0.00586689,0.0100093,0.0113926,0,0,0,0,0,0,0,0,0
127,0.0145405,0.010736,0,0,0,0,0,0.0101302,0.018598,0.00837135,0.00185566,0,0,0.00757259,0,0.0210941,0.00336463,0.0430695,0.0116783,0.0145691,0.0154529,0.0121765,0.00428581,0.0128265,0.0190241,0.0132914,0.0159645,0.00254775,0.00681281,0.00118374,0.0199958,0.00579985,0.00565657,0.0133235,0.00145356,0.0250639,0.0136028,0.00383013,0.00701298,0.0208301,0,0,0.00926571,0,0.0129747,0.0041834,0.0690795,0.00763543,0.0205177,0.0114644,0.00527201,0.0229421,0.007714,0.0370842,0.00770244,0.0108808,0.0111969,0.0135348,0.00963716,0.01609,0.035127,0.0143286,0.00794517,0.00586797,0.0101142,0.0119128,0,0,0,0,0,0,0,0,0
128,0.014496,0.0106379,0,0,0,0,0,0.0100374,0.0185896,0.00905435,0.00159477,0,0,0.00755121,0,0.0211971,0.0034077,0.0439024,0.0127583,0.0147635,0.0152661,0.0124604,0.00422899,0.0126857,0.0193435,0.0126292,0.0154948,0.00252679,0.00668844,0.00166852,0.0197336,0.00618573,0.00563045,0.013311,0.00123792,0.0252862,0.0136447,0.00348839,0.00749681,0.0210119,0,0,0.00971399,0,0.0129213,0.00423025,0.0695662,0.00807773,0.020524,0.011332,0.00559552,0.0229667,0.00887263,0.037184,0.00748239,0.0110208,0.0110812,0.0131412,0.00960056,0.0160492,0.0355241,0.0146829,0.00777632,0.00584566,0.0102123,0.012428,0,0,0,0,0,0,0,0,0
129,0.0144454,0.0105904,0,0,0,0,0,0.00981334,0.0185465,0.0100492,0.00172704,0,0,0.00739336,0,0.021378,0.00325065,0.0443394,0.0134318,0.0147995,0.0149799,0.0125872,0.00406188,0.0122525,0.0181826,0.0116153,0.0148695,0.00266267,0.00658923,0.00184762,0.0194512,0.00682495,0.0055721,0.0132712,0.00111491,0.025231,0.0136425,0.00316756,0.00790594,0.0210243,0,0,0.00997856,0,0.012911,0.00421415,0.0700624,0.00872053,0.0206609,0.0109009,0.00577172,0.0229448,0.00968803,0.0373519,0.00728888,0.0108239,0.0107688,0.0126698,0.00943621,0.0159632,0.0356973,0.0149353,0.00761901,0.00579942,0.010348,0.0124471,0,0,0,0,0,0,0,0,0
130,0.0141112,0.0103407,0,0,0,0,0,0.0095052,0.0185536,0.010173,0.00203205,0,0,0.00718485,0,0.0214641,0.00315097,0.0443836,0.0128822,0.0146614,0.0143468,0.0126334,0.00376946,0.01172,0.0171872,0.0104676,0.0140723,0.00271948,0.00652899,0.00180166,0.0192836,0.00732679,0.00558101,0.013276,0.00119278,0.024976,0.0136998,0.00267311,0.00823675,0.0205878,0,0,0.0099329,0,0.0130325,0.00452511,0.070498,0.00923578,0.020888,0.0102284,0.00577416,0.0224372,0.00927817,0.037593,0.0071392,0.0102909,0.0102981,0.012261,0.00912381,0.0156894,0.0356777,0.0148421,0.00773267,0.00597033,0.0102203,0.0121296,0,0,0,0,0,0,0,0,0
131,0.0142366,0.0104101,0,0,0,0,0,0.00937417,0.0186321,0.0095396,0.00245749,0,0,0.00708551,0,0.0212078,0.00322767,0.0442364,0.0119266,0.0144353,0.0136318,0.0126709,0.00387289,0.0111497,0.0162347,0.00920832,0.0128866,0.00255282,0.00649271,0.00167559,0.019485,0.00806309,0.00582103,0.0134149,0.0013369,0.0242305,0.0136461,0.00257157,0.008421,0.0205149,0,0,0.00982647,0,0.012991,0.00439868,0.0707679,0.00990436,0.0211004,0.00955103,0.00573513,0.0225226,0.00851434,0.037845,0.00695717,0.00989368,0.0101047,0.011652,0.00909495,0.0155479,0.0350301,0.0147801,0.00763786,0.00585577,0.0102968,0.012108,0,0,0,0,0,0,0,0,0
132,0.0144017,0.0103312,0,0,0,0,0,0.00932084,0.0187119,0.00833484,0.00293506,0,0,0.00679068,0,0.0209979,0.00309709,0.0441163,0.0107915,0.0142589,0.0135612,0.0127199,0.00388798,0.0104006,0.0151558,0.007782,0.0112704,0.00222124,0.00638155,0.00145641,0.0197408,0.00872012,0.0059636,0.0135347,0.00149001,0.0231312,0.013566,0.00303196,0.00853854,0.0203609,0,0,0.00970339,0,0.0129668,0.00426393,0.0709653,0.010755,0.0213271,0.00880242,0.00570732,0.0225851,0.00786448,0.0380481,0.00669717,0.00961866,0.0101275,0.0106512,0.00933007,0.0155183,0.0340453,0.0146639,0.0074791,0.00575905,0.0102609,0.0120782,0,0,0,0,0,0,0,0,0
133,0.0144047,0.0102957,0,0,0,0,0,0.00899153,0.0187283,0.0060617,0.00333268,0,0,0.0064932,0,0.0210184,0.00291152,0.0440328,0.00859403,0.0141989,0.0131355,0.0127186,0.00378501,0.00946217,0.0138251,0.00637634,0.00973787,0.00149435,0.00585859,0.00125602,0.0198096,0.0094067,0.00602375,0.013519,0.00149565,0.0223932,0.0134382,0.00341298,0.00872016,0.0202477,0,0,0.00947495,0,0.0129324,0.00401584,0.0712551,0.0113248,0.021655,0.00804624,0.00571997,0.022738,0.0071608,0.0381818,0.00642885,0.00911023,0.00972605,0.00994201,0.0091406,0.0150602,0.0335129,0.014525,0.0073467,0.00567548,0.010235,0.0121081,0,0,0,0,0,0,0,0,0
134,0.0141715,0.0104239,0,0,0,0,0,0.00878359,0.0186762,0.0025722,0.00365701,0,0,0.00633128,0,0.0211263,0.0028234,0.0439603,0.0084203,0.0144972,0.0122179,0.0126228,0.00370473,0.00845391,0.012523,0.00521981,0.0090094,0.000814982,0.0047667,0.00172252,0.0198538,0.0107854,0.00606477,0.0135169,0.0015473,0.0215557,0.0132078,0.00410138,0.00907941,0.0200241,0,0,0.00878098,0,0.0129055,0.00365014,0.0715929,0.0120027,0.0221982,0.00714734,0.00576763,0.0229921,0.00648444,0.0382229,0.00614614,0.00845128,0.00930575,0.00894733,0.00889103,0.0145805,0.032754,0.0142155,0.00721212,0.00540471,0.0104566,0.0117942,0,0,0,0,0,0,0,0,0
135,0.0135538,0.0104845,0,0,0,0,0,0.0101277,0.0185039,0.00199438,0.00412014,0,0,0.00639238,0,0.0212514,0.0029065,0.0439375,0.0127594,0.0153209,0.0118647,0.0123816,0.00364062,0.0075015,0.0109694,0.00478514,0.00963909,0.0024141,0.00459499,0.00259054,0.0202205,0.0149222,0.0061142,0.0135612,0.00155505,0.0206491,0.0129383,0.00499482,0.00978298,0.0191792,0,0,0.0066846,0,0.013038,0.00350617,0.0721167,0.0127919,0.0229888,0.00616258,0.00597565,0.0226306,0.00578308,0.0381077,0.00587702,0.00765586,0.0085988,0.00821249,0.00844654,0.0139672,0.0315849,0.0130349,0.00756971,0.00525578,0.0107043,0.0112192,0,0,0,0,0,0,0,0,0
136,0.0136887,0.0111132,0,0,0,0,0,0.0140179,0.0182988,0.00273192,0.00486655,0,0,0.00633311,0,0.0213391,0.00297112,0.0438103,0.0175179,0.0159617,0.0122932,0.012197,0.00375642,0.00646433,0.00915631,0.00471594,0.0106851,0.00314119,0.00504661,0.00314949,0.0210118,0.0199552,0.00604715,0.013617,0.00154227,0.0190832,0.0124446,0.00592554,0.010474,0.018838,0,0,0.00408687,0,0.0129612,0.00342769,0.0727854,0.013401,0.0237466,0.0051687,0.00625517,0.0233721,0.00539689,0.0381407,0.00560998,0.00682498,0.00792464,0.00726984,0.00819793,0.0133236,0.0297233,0.0116072,0.0078715,0.00471769,0.0114258,0.0108996,0,0,0,0,0,0,0,0,0
