Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIP
71,0.0113076,0.0143902,0,0,0,0,0,0,0.0525439,0.023513,0.032895,0.00968457,0,0,0.00607491,0,0.0141324,0.00344816,0.0460564,0.0287371,0.0124192,0.0102425,0.00720943,0.00486306,0.00500445,0.00929302,0.00565819,0.015416,0.0223168,0.0137243,0.0198982,0.0617552,0.00649213,0.0114989,0.00364172,0.0161644,0.0183405,0.00419347,0.0122925,0.0214069,0,0,0.0261608,0,0.0143548,0.0183426,0.0554635,0.0045558,0.0113976,0.00564032,0.0118322,0.0242984,0.00421767,0.029318,0.00420342,0.00781299,0.00128202,0.00783396,0.00168068,0.00355686,0.015329,0.0233223,0.0228588,0.00747618,0.0139547,0.0171723,0,0,0,0,0,0,0,0,0.00768318
72,0.0115948,0.0146965,0,0,0,0,0,0,0.0564026,0.0236918,0.0349358,0.0098914,0,0,0.00612942,0,0.0140273,0.00371719,0.0447462,0.0306373,0.0119965,0.0107738,0.0077018,0.00505745,0.00629985,0.0109102,0.00517039,0.0170213,0.0247434,0.0145808,0.020312,0.0664397,0.00647466,0.0117052,0.00368099,0.0165174,0.0182997,0.00506377,0.0115945,0.0216652,0,0,0.0266431,0,0.0142484,0.0185881,0.0556747,0.00533965,0.0117086,0.00570353,0.0112919,0.0248143,0.00430573,0.0295125,0.00396635,0.00777079,0.00150932,0.00781654,0.00222417,0.00436701,0.0154539,0.0236367,0.0231557,0.00767529,0.0143727,0.0174202,0,0,0,0,0,0,0,0,0.00792442
73,0.011835,0.0148639,0,0,0,0,0,0,0.0593987,0.0238274,0.0369948,0.0102723,0,0,0.00640801,0,0.0139901,0.00427078,0.0436381,0.0324966,0.0117103,0.0117966,0.00795747,0.00525252,0.0062743,0.0125613,0.00456139,0.0184874,0.0272595,0.0154992,0.0204488,0.0701083,0.00649201,0.0120631,0.00389799,0.016299,0.0182512,0.00519262,0.0109864,0.0218459,0,0,0.0271576,0,0.0141673,0.0188293,0.0557541,0.00582375,0.0118057,0.00569065,0.0107595,0.0252165,0.00427193,0.029547,0.00375859,0.007793,0.00151075,0.00776157,0.00243726,0.004547,0.0153302,0.0239933,0.0234092,0.00781266,0.0147648,0.0176059,0,0,0,0,0,0,0,0,0.00789934
74,0.0134262,0.0162282,0,0,0,0,0,0,0.0617399,0.0240332,0.0387672,0.0107432,0,0,0.0064417,0,0.0139622,0.00413878,0.0426866,0.0343378,0.0114952,0.0137557,0.00828079,0.00575199,0.0062542,0.0142759,0.0039875,0.0200132,0.0297834,0.0163039,0.0203642,0.0730828,0.00643779,0.0117406,0.00388571,0.015658,0.0177078,0.00506357,0.010642,0.0235827,0,0,0.0313523,0,0.0132874,0.0200466,0.0558243,0.00626804,0.0119913,0.00607838,0.0105227,0.0276068,0.00417354,0.0295402,0.0039899,0.00796414,0.00145196,0.00771925,0.00260637,0.00468622,0.0149993,0.0272528,0.0244816,0.00847955,0.0163994,0.018853,0,0,0,0,0,0,0,0,0.00769062
75,0.00789063,0.0115848,0,0,0,0,0,0,0.0628791,0.0240511,0.0401799,0.0111274,0,0,0.00561328,0,0.0132475,0.00420123,0.0417648,0.0359586,0.0111537,0.0134852,0.00920435,0.00405805,0.00601262,0.0151085,0.00413545,0.0211046,0.0314895,0.0168164,0.020683,0.0744094,0.00485953,0.0116357,0.00433447,0.0153743,0.0194328,0.005341,0.0107293,0.0169193,0,0,0.0166683,0,0.0165701,0.01674,0.055985,0.00727579,0.0122298,0.0067018,0.0107854,0.0189034,0.00410921,0.0294731,0.00483287,0.00823789,0.001487,0.00772359,0.00284977,0.00515914,0.0143593,0.0163831,0.0187518,0.00736896,0.0118275,0.0139907,0,0,0,0,0,0,0,0,0.00756804
76,0.00957873,0.013022,0,0,0,0,0,0,0.0633807,0.0241219,0.0409405,0.0110732,0,0,0.00646404,0,0.0136743,0.00453512,0.0404538,0.0371028,0.0107736,0.0133208,0.009488,0.00580154,0.00554574,0.0155474,0.0043009,0.021913,0.0327008,0.0169867,0.0210427,0.0751302,0.00612118,0.0119012,0.00399077,0.0151554,0.0188752,0.00642172,0.0104785,0.018761,0,0,0.0194771,0,0.0155493,0.0166705,0.056349,0.00930699,0.0126997,0.00699194,0.0103977,0.0219607,0.00409312,0.029301,0.0055005,0.0084596,0.00172421,0.00782335,0.00354387,0.006248,0.0135515,0.0189449,0.0208136,0.00708586,0.0134124,0.0152841,0,0,0,0,0,0,0,0,0.00734133
77,0.0113515,0.0146639,0,0,0,0,0,0,0.0634381,0.024151,0.0410412,0.0109836,0,0,0.0068415,0,0.0136408,0.00472941,0.0390065,0.0377149,0.0103867,0.0134621,0.00983335,0.0061958,0.00497324,0.0156577,0.00473053,0.0225524,0.0333667,0.0170074,0.0212219,0.0756573,0.00642775,0.0118635,0.00383157,0.014851,0.0182684,0.00790713,0.0104199,0.0206872,0,0,0.0243468,0,0.0145042,0.0174344,0.0568518,0.0119984,0.0132668,0.00659716,0.0099289,0.0251593,0.00405684,0.0291047,0.00621109,0.00879935,0.0021109,0.00800886,0.00456932,0.00775861,0.0126283,0.0228645,0.0224689,0.00739805,0.0149959,0.0166002,0,0,0,0,0,0,0,0,0.00678152
78,0.0130897,0.0163817,0,0,0,0,0,0,0.06352,0.0241535,0.0405705,0.0109568,0,0,0.00686565,0,0.0136566,0.0047202,0.0375272,0.0378752,0.010063,0.0133586,0.0102467,0.00624532,0.00478599,0.0152725,0.00549705,0.0230682,0.0335063,0.0166739,0.0212368,0.0763523,0.00659626,0.0118661,0.00378507,0.0144283,0.0176288,0.00961185,0.0103757,0.0226688,0,0,0.0293233,0,0.0134807,0.0185424,0.0575192,0.0146907,0.0138532,0.0069734,0.00947924,0.0280944,0.00400159,0.0289265,0.00711025,0.00908101,0.00259751,0.00816202,0.00571612,0.0093886,0.0115218,0.026679,0.0237009,0.00808732,0.0165724,0.0179473,0,0,0,0,0,0,0,0,0.0057258
79,0.0146841,0.0180239,0,0,0,0,0,0,0.0636642,0.0241328,0.0396264,0.0109534,0,0,0.00683714,0,0.0137721,0.00480097,0.0360949,0.0377357,0.00976555,0.012745,0.0107059,0.00612094,0.00468883,0.0145689,0.00641776,0.0234192,0.0331137,0.0160141,0.0211944,0.0772389,0.00677106,0.0120028,0.00381034,0.013901,0.0170243,0.0112952,0.0102615,0.0246154,0,0,0.0338819,0,0.0125636,0.0198884,0.0582014,0.0172587,0.0143971,0.00780601,0.009005,0.0305247,0.00395682,0.0287747,0.0081704,0.00928281,0.0029119,0.00813824,0.00677384,0.0108996,0.0102569,0.0300041,0.0243508,0.00882439,0.018127,0.0192262,0,0,0,0,0,0,0,0,0.00445774
80,0.0146475,0.0183023,0,0,0,0,0,0,0.0640213,0.0241791,0.038426,0.0109166,0,0,0.00699329,0,0.0139548,0.00491945,0.0348574,0.0373522,0.00945156,0.0116763,0.0113067,0.00620884,0.00482232,0.0135641,0.00745403,0.023585,0.0322232,0.0150191,0.021192,0.0783561,0.00711049,0.0121268,0.00377553,0.0135838,0.0170156,0.0127229,0.0101424,0.0247082,0,0,0.0343077,0,0.0125748,0.0200043,0.0588229,0.0198405,0.0148296,0.00866936,0.00860939,0.0309353,0.00388755,0.0286831,0.00895267,0.00935335,0.00322384,0.00806554,0.00782515,0.0123059,0.00901416,0.0303356,0.0243444,0.00877214,0.0183684,0.0191297,0,0,0,0,0,0,0,0,0.00377187
81,0.00731845,0.0124175,0,0,0,0,0,0,0.0645238,0.0241619,0.0370404,0.0110794,0,0,0.0064056,0,0.013353,0.00501678,0.0340043,0.0367011,0.00911784,0.0108087,0.0127663,0.00372522,0.00544385,0.0131942,0.00845709,0.0235834,0.0311498,0.0139955,0.0211508,0.0797678,0.00577269,0.0120146,0.00422937,0.0132341,0.0196321,0.0139531,0.0104725,0.016012,0,0,0.0160445,0,0.0168928,0.0164161,0.0592193,0.0223138,0.015004,0.00960504,0.00887164,0.0205572,0.00383056,0.0286746,0.0096068,0.0095457,0.00354086,0.00799615,0.00890721,0.0135976,0.0081343,0.0164175,0.0182915,0.0077561,0.0123177,0.012657,0,0,0,0,0,0,0,0,0.00399906
82,0.0138817,0.0182723,0,0,0,0,0,0,0.065274,0.024282,0.0358956,0.0107111,0,0,0.00657726,0,0.0137389,0.00489069,0.0329307,0.0362707,0.00894237,0.00965106,0.0127708,0.00511865,0.00603518,0.0125877,0.00902432,0.0236526,0.0304608,0.0130941,0.0211431,0.0812039,0.00628487,0.0119986,0.00384059,0.0126615,0.017372,0.0149161,0.00980688,0.0241544,0,0,0.0337129,0,0.0129942,0.0198962,0.0594956,0.0242981,0.0155281,0.0106752,0.008127,0.0309768,0.00374567,0.0287284,0.0104615,0.00984793,0.00366039,0.00795086,0.00961813,0.0146504,0.00724571,0.0299176,0.024174,0.0084725,0.0182154,0.0183276,0,0,0,0,0,0,0,0,0.00484274
83,0.0136091,0.0182678,0,0,0,0,0,0,0.0661018,0.0243917,0.034802,0.0106656,0,0,0.00675357,0,0.0137205,0.00499039,0.0321742,0.0358592,0.00880818,0.00845234,0.0136511,0.00523648,0.00668099,0.0118513,0.00931011,0.0236072,0.0296223,0.0121503,0.021109,0.0826746,0.00624735,0.0119669,0.00379649,0.01258,0.0175279,0.0159139,0.00957894,0.0240389,0,0,0.0334255,0,0.0131604,0.0198128,0.0595208,0.0260728,0.0157547,0.012,0.00809847,0.0310571,0.0037854,0.0288658,0.0113275,0.0102467,0.00392665,0.0079052,0.0102888,0.0157419,0.00685331,0.0297239,0.0240707,0.00834233,0.0181824,0.0180789,0,0,0,0,0,0,0,0,0.0057182
84,0.0132968,0.0181816,0,0,0,0,0,0,0.0665474,0.0244741,0.0339762,0.0108089,0,0,0.00688391,0,0.0137333,0.00507433,0.0316545,0.0355159,0.00884155,0.00723386,0.0147593,0.00532621,0.00732043,0.0111574,0.00939394,0.0235204,0.0287117,0.0113768,0.02105,0.0839479,0.00614178,0.0120324,0.00382673,0.0129729,0.0176513,0.0172427,0.00953693,0.0238247,0,0,0.0329623,0,0.0133414,0.0196506,0.0595291,0.028141,0.0160461,0.0135926,0.0082076,0.031025,0.00394812,0.0292644,0.0123387,0.0106873,0.00439142,0.00801111,0.0111712,0.0170533,0.00693644,0.0293976,0.0239189,0.00818662,0.0180694,0.0177786,0,0,0,0,0,0,0,0,0.0065532
85,0.0148283,0.0196899,0,0,0,0,0,0,0.0668852,0.0244851,0.0332291,0.0110568,0,0,0.00678691,0,0.0136561,0.00496346,0.0313025,0.0352284,0.00900093,0.00617409,0.0157477,0.00543121,0.00783974,0.0106112,0.00942444,0.0234486,0.027946,0.0107818,0.0209252,0.0850113,0.00591084,0.0119878,0.00378194,0.0135922,0.017071,0.0187283,0.00949555,0.0258235,0,0,0.0372991,0,0.0124895,0.020984,0.0597494,0.0302878,0.016505,0.0153865,0.00822501,0.0330089,0.00409145,0.0299418,0.0135702,0.0111004,0.00494179,0.00820973,0.0120885,0.01836,0.00730576,0.032375,0.0243436,0.0088196,0.0195562,0.0191006,0,0,0,0,0,0,0,0,0.0072431
86,0.00886795,0.0144214,0,0,0,0,0,0,0.0667097,0.0248446,0.0322814,0.0111659,0,0,0.00730612,0,0.0130177,0.00533933,0.0313175,0.0351973,0.00899296,0.00514042,0.0169914,0.00514083,0.00873114,0.0105777,0.00962651,0.0229622,0.0268997,0.00997943,0.0209534,0.0854678,0.00611207,0.0118745,0.00349084,0.0135425,0.0190882,0.0202778,0.00962599,0.018698,0,0,0.0215881,0,0.0160398,0.0172575,0.060245,0.032734,0.016518,0.0178298,0.00861356,0.0248858,0.00430629,0.0306071,0.0151586,0.0118193,0.00590166,0.00869311,0.0129965,0.0197329,0.00754652,0.0209086,0.0210559,0.00756931,0.0141482,0.0139035,0,0,0,0,0,0,0,0,0.0075341
87,0.0157875,0.0207886,0,0,0,0,0,0,0.0668768,0.0247188,0.0318851,0.0109085,0,0,0.00718329,0,0.013661,0.0052681,0.0310999,0.0349713,0.00870351,0.00413294,0.0166301,0.00576953,0.00898188,0.0100871,0.00894865,0.0232686,0.0268613,0.0101629,0.0206064,0.0858937,0.00600442,0.0120227,0.00388005,0.0153249,0.016813,0.0214916,0.00900817,0.0272942,0,0,0.0408203,0,0.0120012,0.0222618,0.0606434,0.0343235,0.0171818,0.0195456,0.00781297,0.0342829,0.00468057,0.0321593,0.016129,0.0119366,0.00598185,0.0090982,0.0135175,0.0206377,0.00996383,0.0347058,0.0248435,0.0092356,0.0205406,0.0200409,0,0,0,0,0,0,0,0,0.00812509
88,0.0155958,0.0206868,0,0,0,0,0,0,0.0664473,0.024831,0.0319048,0.0110259,0,0,0.00722959,0,0.0135942,0.0053275,0.0310586,0.0353093,0.0087201,0.00332668,0.017177,0.00578829,0.00926844,0.00965213,0.0085851,0.0233087,0.0263773,0.0100525,0.0203964,0.0853347,0.00618547,0.0119478,0.00402893,0.0165795,0.0169868,0.0224391,0.00896767,0.0271799,0,0,0.040684,0,0.0121373,0.0222838,0.0610195,0.0359046,0.0173474,0.0215027,0.00758488,0.0342871,0.00518219,0.0335092,0.0174766,0.0122234,0.00640731,0.00975244,0.0139711,0.0215832,0.0117107,0.034672,0.0249489,0.00917911,0.0203706,0.0198967,0,0,0,0,0,0,0,0,0.00813704
89,0.0156728,0.020753,0,0,0,0,0,0,0.0654082,0.024855,0.0321126,0.0114098,0,0,0.00694761,0,0.0134679,0.00519618,0.0310908,0.035627,0.00876586,0.00371427,0.0179561,0.00545509,0.00951327,0.00936402,0.00821912,0.0232335,0.0257503,0.00993349,0.0200264,0.0840364,0.00606057,0.0119513,0.00416604,0.0182178,0.0170206,0.0230926,0.00908791,0.027313,0,0,0.0409784,0,0.0121468,0.0224504,0.0613109,0.0371584,0.0176826,0.0231577,0.00765922,0.0344257,0.00588478,0.0350497,0.0188766,0.012322,0.00667008,0.0104418,0.0142662,0.0223725,0.0139033,0.034854,0.0249692,0.00928538,0.0203755,0.0199158,0,0,0,0,0,0,0,0,0.00782442
90,0.0154378,0.0209304,0,0,0,0,0,0,0.0621819,0.0244467,0.0316474,0.0105099,0,0,0.00448535,0,0.0137195,0.00385161,0.0331208,0.0348228,0.00839055,0.00731713,0.01749,0.00441353,0.00985489,0.00950977,0.00813909,0.0221615,0.0240658,0.0094413,0.0192379,0.079736,0.00480177,0.0118857,0.00416676,0.0138739,0.0167297,0.0179366,0.00551252,0.0271633,0,0,0.0401005,0,0.0119752,0.0219093,0.0660237,0.0246615,0.0183744,0.00379672,0.00727995,0.0341814,0.00353179,0.0271143,0.00746702,0.00723773,0.0118415,0.00827901,0.0148474,0.0211214,0.00946878,0.0340928,0.0243533,0.00930679,0.0204043,0.0194524,0,0,0,0,0,0,0,0,0.00735053
91,0.015723,0.0211282,0,0,0,0,0,0,0.0591581,0.0244824,0.0315195,0.0105915,0,0,0.00435721,0,0.0137569,0.00385163,0.0335634,0.0347115,0.0080495,0.00955717,0.0176122,0.00444864,0.0100278,0.00991465,0.00793196,0.0215532,0.0227856,0.00912258,0.0184347,0.0754708,0.00461979,0.0118993,0.00416184,0.0135999,0.0166916,0.0183287,0.00549797,0.0276417,0,0,0.0410897,0,0.0119079,0.0223088,0.0662987,0.0254277,0.0188653,0.00511819,0.00712825,0.0343704,0.00363205,0.0274771,0.00817703,0.00782388,0.0121733,0.00840071,0.0154851,0.021893,0.00861784,0.034706,0.0244309,0.00942037,0.0205089,0.0197574,0,0,0,0,0,0,0,0,0.00638759
92,0.00676138,0.0131347,0,0,0,0,0,0,0.0549133,0.024535,0.0307592,0.0109202,0,0,0.0045572,0,0.0134491,0.00426437,0.0344136,0.0342149,0.0077122,0.0117319,0.0185951,0.00393125,0.0104911,0.0105052,0.00822076,0.0208046,0.0209874,0.00886969,0.0173441,0.0694522,0.00419775,0.0119273,0.00424469,0.013016,0.020168,0.0186999,0.00592028,0.0162964,0,0,0.0186798,0,0.0174081,0.0176831,0.0663528,0.0265807,0.018782,0.00707419,0.00768539,0.0226297,0.00382738,0.0277537,0.00924538,0.0087174,0.0121168,0.0083232,0.0160461,0.0226693,0.00743812,0.0185616,0.0187958,0.00861816,0.0123121,0.0112549,0,0,0,0,0,0,0,0,0.00521388
93,0.0166266,0.0216496,0,0,0,0,0,0,0.0485455,0.024533,0.029715,0.0105486,0,0,0.00485982,0,0.0137949,0.00409465,0.0349564,0.033811,0.00724637,0.0155068,0.0169963,0.00509917,0.0116274,0.0121742,0.00976475,0.0201498,0.0185003,0.00834359,0.0160125,0.0607723,0.00489967,0.0121205,0.0040193,0.012067,0.0164336,0.0192901,0.00542483,0.0290543,0,0,0.04417,0,0.0118571,0.0238192,0.0664999,0.0282424,0.0196965,0.00878386,0.00627072,0.0347664,0.00422867,0.0281051,0.0101627,0.00945266,0.0122318,0.00842641,0.0166467,0.0237967,0.00650861,0.036542,0.0256717,0.00998042,0.0209028,0.0208256,0,0,0,0,0,0,0,0,0.00480021
94,0.0167897,0.0215694,0,0,0,0,0,0,0.0391743,0.0245522,0.0280563,0.0108345,0,0,0.00478943,0,0.0137464,0.00409311,0.0362079,0.0334742,0.00662815,0.0217357,0.0167027,0.00503085,0.0140813,0.0160469,0.0130743,0.019589,0.0155336,0.00738153,0.0144428,0.0482277,0.0046912,0.012275,0.00400664,0.011771,0.0165085,0.0198196,0.00550722,0.0293025,0,0,0.0441934,0,0.0118119,0.0237551,0.0666287,0.029664,0.0199402,0.0106242,0.00608515,0.0346488,0.00454219,0.0287214,0.0111924,0.0101503,0.0123648,0.00853973,0.0171734,0.0248572,0.00654366,0.0365299,0.0252786,0.00998763,0.0207152,0.0210377,0,0,0,0,0,0,0,0,0.00572673
95,0.0162178,0.0208626,0,0,0,0,0,0,0.0271787,0.0246375,0.0252541,0.0110375,0,0,0.00473623,0,0.0137936,0.00415356,0.0379449,0.0327741,0.00614237,0.0294205,0.0163074,0.00497306,0.0175582,0.0216398,0.0174778,0.0191545,0.0134529,0.0061771,0.0128305,0.0317645,0.00447972,0.0124703,0.00419112,0.0119346,0.0168518,0.020315,0.00551861,0.0286544,0,0,0.0429123,0,0.0119143,0.0231219,0.0669521,0.0311136,0.0202556,0.0125843,0.00591703,0.0340411,0.00453732,0.0295533,0.0120551,0.0106547,0.0126299,0.00868613,0.0177008,0.0261144,0.00834347,0.0357269,0.0249727,0.0095354,0.0198876,0.020595,0,0,0,0,0,0,0,0,0.00776807
96,0.0165692,0.0210594,0,0,0,0,0,0,0.0170686,0.024556,0.0214267,0.0109968,0,0,0.00457071,0,0.0139537,0.00402144,0.0394927,0.0305463,0.00598322,0.0340743,0.0160699,0.00483544,0.0195305,0.024997,0.0200765,0.018211,0.0134224,0.00545581,0.0112797,0.0165503,0.00415212,0.0122584,0.00420724,0.0126617,0.0167152,0.0206988,0.00540066,0.0291024,0,0,0.0436577,0,0.0117143,0.023312,0.06727,0.0323722,0.0205066,0.0140697,0.00586505,0.0340949,0.00455683,0.0303889,0.0127723,0.0111643,0.0128683,0.00885827,0.0181469,0.0273757,0.0110297,0.0361618,0.0250248,0.00962215,0.0200058,0.020923,0,0,0,0,0,0,0,0,0.0098032
97,0.0166491,0.0211898,0,0,0,0,0,0,0.0134179,0.0244273,0.0177613,0.010583,0,0,0.00410665,0,0.0140864,0.00380759,0.0397875,0.0261551,0.00638499,0.03056,0.0161005,0.00460139,0.0169955,0.0216901,0.0182868,0.0156284,0.0122304,0.00457932,0.00997376,0.0102297,0.00397112,0.0122604,0.00422258,0.01378,0.0165252,0.0208352,0.00514264,0.0291423,0,0,0.0439516,0,0.0115116,0.023283,0.0674112,0.0330891,0.0205352,0.0152214,0.00582087,0.0340361,0.00452813,0.030988,0.0133053,0.0116835,0.0128954,0.00909754,0.018308,0.0281915,0.0137821,0.036387,0.0249408,0.00962046,0.0201214,0.020896,0,0,0,0,0,0,0,0,0.0112892
98,0.00768095,0.0137493,0,0,0,0,0,0,0.0263013,0.0239375,0.0128593,0.00711409,0,0,0.00127531,0,0.0141026,0.00281958,0.038232,0.00762017,0.012708,0.0167701,0.0204528,0.00343044,0.00643375,0.0162241,0.00653786,0.00918559,0.0131956,0.00988446,0.0236393,0.0357694,0.00211281,0.012444,0.00448183,0.0147219,0.0194719,0.0196451,0.00510386,0.0155247,0,0,0.0143784,0,0.0169524,0.0150332,0.0678064,0.0321833,0.0198888,0.0161057,0.00736253,0.0222626,0.00340807,0.0301997,0.0130382,0.0118483,0.0125343,0.0090257,0.0177033,0.0280856,0.0161918,0.0160932,0.0173992,0.00794307,0.0130399,0.010101,0,0,0,0,0,0,0,0,0.00348684
99,0.0157086,0.0212868,0,0,0,0,0,0,0.0200166,0.0238143,0.00929933,0.00644332,0,0,0.00405038,0,0.0148149,0.00224901,0.0386749,0.00770405,0.0130076,0.0189209,0.0191278,0.00458462,0.00689835,0.017328,0.00649676,0.00960042,0.0113814,0.00907855,0.0246235,0.0268715,0.00466851,0.0124764,0.00405766,0.0158668,0.0157928,0.0193954,0.00427447,0.0269274,0,0,0.0389089,0,0.0118748,0.0211175,0.0682031,0.0324882,0.0203456,0.0161564,0.00638907,0.0337147,0.00334856,0.0307365,0.0128753,0.0121864,0.01273,0.00939956,0.0178652,0.0287926,0.0189101,0.0333946,0.0236101,0.00919602,0.0206784,0.0187586,0,0,0,0,0,0,0,0,0.00349683
100,0.0157859,0.021139,0,0,0,0,0,0,0.0158713,0.0236399,0.00768275,0.00687831,0,0,0.00394991,0,0.0148421,0.00196835,0.0391601,0.00955867,0.0129352,0.0200098,0.0189879,0.00434453,0.00799329,0.0181718,0.00669565,0.0099223,0.0104411,0.00801295,0.0245563,0.0195563,0.0045866,0.0123686,0.00400349,0.0170118,0.0157785,0.0191604,0.00410853,0.0269646,0,0,0.038908,0,0.011788,0.0210462,0.0683887,0.0324865,0.0202016,0.0162534,0.00674254,0.0334374,0.00350555,0.0313208,0.0127348,0.0126021,0.0129606,0.0096772,0.0179759,0.0291828,0.0210363,0.0333014,0.0230465,0.00918253,0.020421,0.018839,0,0,0,0,0,0,0,0,0.00390102
101,0.0151414,0.0202529,0,0,0,0,0,0,0.0135966,0.0235002,0.00748214,0.00732695,0,0,0.0043994,0,0.0148891,0.00195711,0.0395306,0.0115896,0.012886,0.0202812,0.0187517,0.00441246,0.00951852,0.0188749,0.00749396,0.00981289,0.00966132,0.00669892,0.0242949,0.0140239,0.00490432,0.0123761,0.00393756,0.0178945,0.0161571,0.0186986,0.00393492,0.0261066,0,0,0.0368256,0,0.0120317,0.0201323,0.0685705,0.032054,0.0200406,0.0161648,0.0070889,0.0324779,0.00375087,0.0319707,0.0124517,0.0129784,0.0132162,0.009835,0.017944,0.0293996,0.0230231,0.0317757,0.0227034,0.00870478,0.0193965,0.0183087,0,0,0,0,0,0,0,0,0.00572608
102,0.0150736,0.0198515,0,0,0,0,0,0,0.013296,0.0233499,0.00780187,0.00772865,0,0,0.0043471,0,0.0149229,0.0016451,0.0398675,0.0125523,0.01292,0.0199343,0.0185787,0.00405163,0.011344,0.0197447,0.00887779,0.00912465,0.00893542,0.0052968,0.0238537,0.0107062,0.00470353,0.0123988,0.00394072,0.0187666,0.0162661,0.0172899,0.00383967,0.0259834,0,0,0.0363843,0,0.0121353,0.0200168,0.0688572,0.0305341,0.0199374,0.0160346,0.00746007,0.0318632,0.00396444,0.0326238,0.012221,0.0131404,0.0128063,0.0102634,0.0171567,0.0288548,0.0253063,0.0311882,0.0227322,0.00867197,0.0188468,0.0183744,0,0,0,0,0,0,0,0,0.00821207
103,0.0150042,0.0194578,0,0,0,0,0,0,0.0137752,0.0231659,0.00805647,0.00793572,0,0,0.00344904,0,0.0147588,0.00124784,0.0402772,0.0129976,0.0131001,0.0192132,0.0185722,0.00314154,0.013202,0.0205684,0.0106303,0.00803147,0.00810698,0.00394768,0.0233965,0.00879145,0.00358009,0.0123446,0.00402708,0.0194434,0.0163932,0.0160148,0.00382727,0.0258405,0,0,0.0359336,0,0.0122404,0.0199075,0.0691797,0.0290473,0.0198634,0.0159726,0.00785444,0.0311876,0.00416447,0.0332514,0.0119639,0.0132469,0.0124238,0.0105406,0.0164217,0.0282602,0.0271286,0.0305933,0.0227932,0.00866651,0.0182769,0.018425,0,0,0,0,0,0,0,0,0.0108979
104,0.0102664,0.0146043,0,0,0,0,0,0,0.0145257,0.0231557,0.00939231,0.00793962,0,0,0.00472355,0,0.0149385,0.00172766,0.0408577,0.0139553,0.0132413,0.0185344,0.0193244,0.00385879,0.0151893,0.0217275,0.0126178,0.0063618,0.0073066,0.00236962,0.0228822,0.00942359,0.0044153,0.0121614,0.00384535,0.0200009,0.0184335,0.0153378,0.00385577,0.0193294,0,0,0.0191696,0,0.0157615,0.0152748,0.0694969,0.0282291,0.0196509,0.0156978,0.00870802,0.0237642,0.00425997,0.0338317,0.0114385,0.0132479,0.012471,0.0104694,0.0161165,0.0281032,0.0283472,0.0185757,0.0199052,0.00716243,0.0132898,0.0137296,0,0,0,0,0,0,0,0,0.0137986
105,0.0165813,0.0201418,0,0,0,0,0,0,0.0143135,0.0229091,0.00992385,0.00710236,0,0,0.00698008,0,0.0153297,0.00203228,0.0413926,0.0146799,0.0140192,0.0181355,0.0185742,0.00494094,0.0161312,0.021624,0.0132541,0.00568469,0.00698064,0.00200216,0.0232008,0.00860569,0.00638566,0.0125001,0.00352958,0.020218,0.0158452,0.0145059,0.00328224,0.0280106,0,0,0.0397479,0,0.0115493,0.0215011,0.0700613,0.0275031,0.020043,0.0151058,0.00826167,0.0314271,0.0045105,0.034296,0.0110523,0.0133414,0.0124039,0.010414,0.0156891,0.0278626,0.0293973,0.0326672,0.0231787,0.00939787,0.0187788,0.0204151,0,0,0,0,0,0,0,0,0.0153778
106,0.0166327,0.0199304,0,0,0,0,0,0,0.0138139,0.0227461,0.0102105,0.00660482,0,0,0.00699194,0,0.0151626,0.00184566,0.0420947,0.0150443,0.0143745,0.0174713,0.0189365,0.00461623,0.0165608,0.0213279,0.0133432,0.00453827,0.00668235,0.00168654,0.0231079,0.0082825,0.00631015,0.0124956,0.00360571,0.0204319,0.0158232,0.014097,0.00313529,0.0279317,0,0,0.0392465,0,0.0115724,0.0213131,0.0705334,0.0271412,0.0201699,0.0143342,0.00857927,0.0310716,0.00466968,0.0347931,0.010654,0.013254,0.0122783,0.0102462,0.0154151,0.027551,0.0300092,0.0322665,0.0231203,0.00929088,0.0184749,0.020542,0,0,0,0,0,0,0,0,0.0164329
107,0.0131749,0.016617,0,0,0,0,0,0,0.0132927,0.0226437,0.0103158,0.00600133,0,0,0.00635675,0,0.0149055,0.00136872,0.0426799,0.0151538,0.0146083,0.0172547,0.0195904,0.00378391,0.0162396,0.0207216,0.0128476,0.00373158,0.00662812,0.00162839,0.0230596,0.00866178,0.00519517,0.0124085,0.00376757,0.0202483,0.0172685,0.0139155,0.00296241,0.0231412,0,0,0.0283327,0,0.0136573,0.0173713,0.0710741,0.0271045,0.0202278,0.0135581,0.00903422,0.0271117,0.004744,0.0351801,0.0102491,0.0130075,0.0120915,0.00998569,0.0151966,0.0271666,0.0302692,0.024642,0.0219385,0.00754477,0.015093,0.0171316,0,0,0,0,0,0,0,0,0.0165855
