Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,
389,0,0,0,0,0,0,0.0190784,0.0393144,0,0,0,0.053166,0,0.0349289,0.0256757,0,0,0.00692512,0,0,0.0512246,0.035972,0.0414849,0.0223679,0.021559,0.0309161,0.0390579,0.0307598,0.0375831,0.0371886,0.0317657,0.041157,0.0379722,0.0300206,0.0411622,0.0214229,0.054697,0.0112292,0.0141656,0.0512491,0,0.027587,0.0417844,0.0391026,0,0,0.0119854,0,0,0.0289611,0.0463954,0.0413889,0.0165608,0.0232112,0.0286756,0.0439967,0.041312,0.0666403,0.0571311,0.0349105,0.0747958,0.0524082,0.0452512,0.0710792,0.0331364,0.0479281,0.0162202,0.0121563,0.0532426,0.0686214,0,0,0,0,0,0
390,0,0,0,0,0,0,0.0190236,0.0393997,0,0,0,0.0531815,0,0.035015,0.0257737,0,0,0.00698831,0,0,0.0511703,0.0359671,0.0415541,0.022471,0.021499,0.03093,0.0389301,0.0308092,0.037643,0.0371338,0.0316512,0.041059,0.0378528,0.0298766,0.0410262,0.0213763,0.0546042,0.0111727,0.0141897,0.0512856,0,0.0275682,0.0417465,0.0391651,0,0,0.0119611,0,0,0.0289017,0.0464155,0.0413984,0.0165535,0.0232082,0.0286667,0.0439583,0.0415325,0.0666819,0.0571694,0.0349497,0.074706,0.0523686,0.045192,0.0709343,0.0332355,0.0479404,0.0161921,0.0119404,0.0532729,0.0685163,0,0,0,0,0,0
391,0,0,0,0,0,0,0.0190692,0.0394238,0,0,0,0.0531095,0,0.0351473,0.0261872,0,0,0.00711505,0,0,0.0510215,0.0360379,0.0415314,0.0227611,0.021404,0.0308077,0.0387985,0.0309946,0.037782,0.0369647,0.0314511,0.0409709,0.0377818,0.0297838,0.04085,0.0212711,0.0544918,0.0112505,0.0143233,0.0512685,0,0.0274375,0.0417138,0.0392519,0,0,0.0119952,0,0,0.0288479,0.0464029,0.041221,0.0167273,0.0231969,0.0284796,0.0439432,0.0417602,0.0668039,0.0572032,0.034994,0.0746119,0.0523364,0.045222,0.0707996,0.0332588,0.0479787,0.0160832,0.0118964,0.0532895,0.0684435,0,0,0,0,0,0
392,0,0,0,0,0,0,0.0191583,0.0394484,0,0,0,0.0529554,0,0.0350248,0.0261962,0,0,0.00704012,0,0,0.0510945,0.0361442,0.0414343,0.0226776,0.0214514,0.0310577,0.0388331,0.0310282,0.0376426,0.036992,0.031601,0.041015,0.0377452,0.0298652,0.0409242,0.0214428,0.0545519,0.0111226,0.0141587,0.0511548,0,0.0274784,0.0417619,0.0391623,0,0,0.0118277,0,0,0.0287006,0.0462823,0.0413921,0.0164234,0.023089,0.0285923,0.043934,0.0414637,0.0667312,0.0572197,0.0348248,0.0746862,0.0523215,0.0453958,0.0709095,0.0332111,0.0477674,0.0159436,0.0120192,0.0532029,0.0686208,0,0,0,0,0,0
393,0,0,0,0,0,0,0.0192612,0.0394041,0,0,0,0.0527659,0,0.0349974,0.0261214,0,0,0.00710707,0,0,0.0510675,0.0361969,0.0412868,0.0225734,0.0215182,0.0312083,0.0388709,0.0311068,0.0375335,0.0369773,0.0317037,0.0410556,0.0377065,0.0299631,0.0410117,0.021446,0.0545518,0.0111542,0.0141616,0.0510145,0,0.0273941,0.0417617,0.0391948,0,0,0.0117605,0,0,0.0284343,0.0462359,0.0413539,0.0162632,0.0230776,0.0286963,0.0439583,0.0412973,0.0667046,0.0572059,0.0347863,0.0747812,0.0523761,0.0455456,0.0709367,0.0331037,0.0476225,0.0158114,0.0120958,0.0531159,0.068682,0,0,0,0,0,0
394,0,0,0,0,0,0,0.0192301,0.0394747,0,0,0,0.0527717,0,0.0350433,0.0260877,0,0,0.00712271,0,0,0.0510212,0.0361996,0.0413098,0.0226878,0.0215157,0.03127,0.0387488,0.031218,0.0375696,0.0369424,0.0316563,0.0409501,0.0376504,0.029873,0.0409088,0.0214433,0.0545105,0.0110889,0.0141677,0.0511087,0,0.0274389,0.0417797,0.0392616,0,0,0.0116991,0,0,0.0283837,0.0462325,0.0413797,0.0162662,0.0231019,0.028732,0.043926,0.0413086,0.0667449,0.0572326,0.0348111,0.0747175,0.05234,0.0454978,0.0708716,0.0331624,0.0476043,0.0158549,0.011916,0.0531751,0.0686868,0,0,0,0,0,0
395,0,0,0,0,0,0,0.0194603,0.0392785,0,0,0,0.0524427,0,0.0352686,0.0259826,0,0,0.00745405,0,0,0.0507677,0.0360768,0.0411323,0.0228156,0.0215532,0.031308,0.0387153,0.0311895,0.0376402,0.0369934,0.0316293,0.0409697,0.0376816,0.030016,0.0410011,0.0211329,0.0543824,0.011297,0.0144225,0.0508887,0,0.0272051,0.0416738,0.0394789,0,0,0.0119626,0,0,0.0282284,0.0463678,0.0409927,0.0162166,0.0233449,0.0288695,0.043975,0.0413069,0.0666887,0.0572143,0.0349485,0.0748596,0.0525276,0.0456837,0.0709632,0.0330041,0.0476722,0.0158214,0.0120194,0.0529998,0.0687856,0,0,0,0,0,0
396,0,0,0,0,0,0,0.0193892,0.0395365,0,0,0,0.0524965,0,0.0351313,0.0255365,0,0,0.00723581,0,0,0.0509421,0.0362551,0.0412483,0.0232011,0.0215712,0.031412,0.0386037,0.0314362,0.0377192,0.0368653,0.0315153,0.040806,0.0375171,0.0298038,0.0407801,0.0214378,0.0544073,0.0110618,0.014103,0.051092,0,0.0275112,0.0417293,0.039316,0,0,0.0116624,0,0,0.0282207,0.0462591,0.041367,0.0160739,0.0231583,0.0287765,0.0438843,0.0412821,0.0667709,0.0572748,0.0348374,0.0747084,0.052312,0.0454723,0.0708754,0.0331501,0.04757,0.0157611,0.0118837,0.053178,0.0687464,0,0,0,0,0,0
397,0,0,0,0,0,0,0.0194246,0.0396266,0,0,0,0.0524585,0,0.035211,0.0253664,0,0,0.00724358,0,0,0.0508462,0.0363692,0.041312,0.0235069,0.0214467,0.0313703,0.0384743,0.0317503,0.037789,0.0366672,0.0312895,0.0406503,0.037356,0.0296227,0.0405768,0.0214547,0.0543954,0.0110698,0.0141527,0.051185,0,0.0275187,0.0416942,0.0393294,0,0,0.0116005,0,0,0.0281704,0.0462386,0.0413104,0.0162674,0.0230696,0.0286214,0.0438273,0.04146,0.0669476,0.0573536,0.0348952,0.0745864,0.0522112,0.0453992,0.0707201,0.0331524,0.0475636,0.0156624,0.0118473,0.0532825,0.0686291,0,0,0,0,0,0
398,0,0,0,0,0,0,0.0194241,0.0396421,0,0,0,0.0523266,0,0.0352763,0.0254183,0,0,0.00721399,0,0,0.0509024,0.0363026,0.0413779,0.0232678,0.0214215,0.0315692,0.0384154,0.0317098,0.0375394,0.0367274,0.031386,0.0406411,0.0373161,0.0296257,0.0405894,0.0214494,0.0543831,0.0109255,0.0141264,0.0511261,0,0.0275126,0.0416061,0.0393937,0,0,0.0115344,0,0,0.0281839,0.0462787,0.0414036,0.0160399,0.023099,0.0288769,0.0438261,0.0412146,0.066802,0.0573428,0.0349023,0.0746642,0.0522958,0.0454798,0.0707127,0.033192,0.0475242,0.0155396,0.011717,0.0532379,0.068772,0,0,0,0,0,0
399,0,0,0,0,0,0,0.019471,0.0396124,0,0,0,0.0522586,0,0.0353355,0.0256593,0,0,0.00726644,0,0,0.0508721,0.0363278,0.041381,0.0230088,0.0214462,0.0317486,0.0383435,0.0317378,0.0374187,0.0367623,0.0314838,0.0406281,0.0372421,0.0296264,0.0405755,0.0213749,0.0543537,0.0108757,0.0141499,0.0511013,0,0.0274897,0.0415889,0.0394672,0,0,0.011473,0,0,0.0280251,0.0462555,0.0413293,0.0160427,0.023101,0.0290513,0.0438139,0.0411322,0.0667781,0.0573188,0.0348847,0.0747146,0.0523395,0.0456189,0.0707083,0.0331244,0.0474892,0.0154692,0.0116363,0.0531696,0.068898,0,0,0,0,0,0
400,0,0,0,0,0,0,0.0196991,0.0393515,0,0,0,0.0518502,0,0.0356828,0.0258723,0,0,0.00767547,0,0,0.0505698,0.0361906,0.041301,0.0227608,0.0214568,0.031875,0.0383213,0.031597,0.0373816,0.0368326,0.0315176,0.0406641,0.0372152,0.0297893,0.0407242,0.0209083,0.0541609,0.0111388,0.0145202,0.050762,0,0.027108,0.0413871,0.039786,0,0,0.0117808,0,0,0.0278425,0.0464556,0.0408453,0.0159388,0.0234201,0.029358,0.0438762,0.0410732,0.0666289,0.0572939,0.0351149,0.0749111,0.0526328,0.0460171,0.0707896,0.0329444,0.0475772,0.0152201,0.0116701,0.0528836,0.0690674,0,0,0,0,0,0
401,0,0,0,0,0,0,0.0195359,0.0396597,0,0,0,0.0519768,0,0.0354571,0.0256553,0,0,0.00738625,0,0,0.050834,0.0365505,0.0414548,0.022834,0.0215626,0.0320255,0.0382289,0.0319967,0.0373817,0.0366445,0.0314904,0.0404636,0.0369736,0.0294536,0.0404384,0.0212503,0.0542193,0.0108131,0.0141473,0.0510431,0,0.0274689,0.0415072,0.0396228,0,0,0.0113174,0,0,0.0280577,0.0461875,0.0412923,0.0155694,0.0231479,0.0292427,0.0437683,0.0411108,0.0668145,0.0573335,0.0348858,0.0746511,0.0523335,0.0456976,0.0706948,0.0331046,0.0473543,0.0150892,0.0116874,0.0530712,0.0689807,0,0,0,0,0,0
402,0,0,0,0,0,0,0.0195378,0.0397125,0,0,0,0.051875,0,0.0355525,0.0254442,0,0,0.00742519,0,0,0.0508418,0.0366391,0.0413781,0.0227261,0.0215174,0.0320524,0.0381507,0.0320896,0.0373752,0.0365581,0.0313963,0.0403248,0.0368153,0.0293227,0.0402384,0.0212276,0.0541698,0.0108232,0.0140945,0.0510054,0,0.0274427,0.0415424,0.03968,0,0,0.0112832,0,0,0.0280707,0.0461012,0.0413095,0.0147761,0.0230991,0.0292795,0.0437575,0.0412671,0.0669208,0.0573557,0.0348494,0.0745135,0.0522862,0.0455775,0.0707314,0.033154,0.0472969,0.0150941,0.0116269,0.0531011,0.0689112,0,0,0,0,0,0
403,0,0,0,0,0,0,0.0195643,0.0397192,0,0,0,0.0517584,0,0.0356584,0.0251135,0,0,0.00746337,0,0,0.0508377,0.0366995,0.0413307,0.0225604,0.0215329,0.0321569,0.0380798,0.0321331,0.0373271,0.0364992,0.0313514,0.0402117,0.036699,0.0292226,0.0401051,0.0212027,0.0541346,0.0108111,0.014031,0.0509747,0,0.0274413,0.0415453,0.0397063,0,0,0.0112734,0,0,0.0279438,0.0460682,0.0412898,0.0144894,0.0231801,0.0294449,0.0437706,0.0413365,0.066965,0.057369,0.034817,0.0744453,0.0522462,0.0455739,0.0707456,0.033104,0.0472423,0.0150988,0.0115061,0.0530386,0.0689366,0,0,0,0,0,0
404,0,0,0,0,0,0,0.0195608,0.0397359,0,0,0,0.05159,0,0.0357833,0.0250203,0,0,0.00752488,0,0,0.0508238,0.0367242,0.0413249,0.0224631,0.021583,0.0323327,0.0379961,0.0322031,0.0372848,0.0363979,0.0312877,0.0400915,0.0365148,0.0290736,0.0399669,0.0211193,0.0540661,0.0108216,0.0140266,0.0509555,0,0.0274184,0.0414824,0.0397836,0,0,0.0112211,0,0,0.0277921,0.0461077,0.0412282,0.0145316,0.0232145,0.0296481,0.0437673,0.0413315,0.0669774,0.0574143,0.0347904,0.0744111,0.0522203,0.0456846,0.0707409,0.0330627,0.0472106,0.0149439,0.0114283,0.052866,0.0690337,0,0,0,0,0,0
405,0,0,0,0,0,0,0.0195888,0.039748,0,0,0,0.051348,0,0.0358414,0.0251155,0,0,0.00757567,0,0,0.0508032,0.0367541,0.0412325,0.0223982,0.0216781,0.0325225,0.0379775,0.0323393,0.0372604,0.0362501,0.0312598,0.0400139,0.0363145,0.0289649,0.0398521,0.0210534,0.0539991,0.0108283,0.0140545,0.0508751,0,0.0274103,0.0414208,0.0398624,0,0,0.0112012,0,0,0.0276724,0.0461232,0.0411449,0.0145646,0.0232255,0.0298354,0.0437557,0.0412661,0.0670018,0.0574426,0.0347926,0.0744107,0.052244,0.0457517,0.0707053,0.0330077,0.0471566,0.0148587,0.0114665,0.0525786,0.069188,0,0,0,0,0,0
406,0,0,0,0,0,0,0.0195382,0.0398375,0,0,0,0.0512061,0,0.0358905,0.0253132,0,0,0.0075597,0,0,0.0508326,0.0368397,0.0411646,0.0224109,0.0217255,0.0326341,0.0378757,0.0325435,0.0372956,0.0360414,0.0311344,0.0398585,0.0360656,0.0287527,0.0395871,0.021059,0.0539154,0.0107678,0.0140377,0.0509023,0,0.0274435,0.0414104,0.0399076,0,0,0.0111415,0,0,0.027695,0.0460897,0.0412119,0.0146345,0.0232102,0.0299365,0.0437004,0.0413799,0.0671395,0.0575308,0.0348757,0.0742837,0.0521767,0.0456334,0.0704908,0.0330642,0.0471073,0.0148163,0.0113183,0.0525792,0.0692754,0,0,0,0,0,0
407,0,0,0,0,0,0,0.019526,0.0398648,0,0,0,0.0509867,0,0.0359898,0.0252831,0,0,0.00758272,0,0,0.0508626,0.0368861,0.0411669,0.022332,0.021749,0.0327942,0.0378131,0.0327017,0.0373268,0.0358536,0.0309945,0.0397152,0.0358674,0.0286112,0.0393955,0.0210169,0.053804,0.0107322,0.0140286,0.0508492,0,0.0274217,0.0413162,0.0399649,0,0,0.0110241,0,0,0.0274829,0.0460969,0.0412178,0.0145931,0.0232287,0.0300857,0.0436651,0.041481,0.0671712,0.0576033,0.0350417,0.0742268,0.0520758,0.0455585,0.0703329,0.0330315,0.0470591,0.0145993,0.0112289,0.0526518,0.0693892,0,0,0,0,0,0
408,0,0,0,0,0,0,0.0195975,0.0398172,0,0,0,0.0506555,0,0.0360383,0.0250617,0,0,0.00762204,0,0,0.0508864,0.0369774,0.0410351,0.0221884,0.021867,0.0330428,0.0378708,0.0328951,0.0373542,0.0356952,0.0309244,0.0395977,0.0357229,0.0285409,0.0392478,0.0210306,0.0537563,0.0107842,0.0139937,0.0507022,0,0.0274215,0.0412216,0.0399709,0,0,0.0109319,0,0,0.0272376,0.0460698,0.0411303,0.014408,0.0231886,0.0302127,0.0436834,0.0414727,0.0671644,0.0576483,0.0351054,0.0742375,0.0520206,0.0455545,0.0703345,0.0328408,0.0469345,0.0145393,0.0113579,0.0524854,0.0695121,0,0,0,0,0,0
409,0,0,0,0,0,0,0.0195693,0.0398036,0,0,0,0.0504295,0,0.0361924,0.0250697,0,0,0.00771551,0,0,0.0508702,0.036982,0.0409116,0.0219698,0.0219987,0.0332175,0.0378171,0.0330526,0.0374759,0.0355564,0.0307989,0.0394052,0.0355221,0.0283875,0.0389865,0.0209002,0.0536431,0.0109094,0.0140342,0.0506092,0,0.0273499,0.0410625,0.0400762,0,0,0.0108722,0,0,0.0272071,0.0461277,0.0409996,0.0143133,0.0231271,0.0304438,0.0436916,0.0415411,0.0671689,0.0576744,0.035237,0.0741769,0.0519781,0.045536,0.0702864,0.0327775,0.0468992,0.0144592,0.0113897,0.0523315,0.0696539,0,0,0,0,0,0
410,0,0,0,0,0,0,0.0196362,0.0397418,0,0,0,0.0500973,0,0.0363599,0.0249876,0,0,0.00782492,0,0,0.0508359,0.0370039,0.0407359,0.021771,0.0221529,0.0334331,0.0378025,0.0331673,0.0374762,0.0353966,0.0307047,0.0392716,0.0353181,0.0282814,0.0388428,0.0207883,0.0535591,0.0109989,0.0140877,0.0504631,0,0.0272511,0.0409058,0.0401675,0,0,0.0109075,0,0,0.027155,0.0462271,0.0408429,0.014138,0.0230231,0.0306898,0.0437238,0.0414937,0.0671635,0.0576683,0.035337,0.0741586,0.0519691,0.0455722,0.0703311,0.0326162,0.046808,0.0144638,0.0114457,0.052178,0.0698741,0,0,0,0,0,0
411,0,0,0,0,0,0,0.0195829,0.0398336,0,0,0,0.0499869,0,0.0364541,0.0250434,0,0,0.00779492,0,0,0.0508682,0.0371602,0.0406845,0.0214848,0.0222749,0.0336452,0.037735,0.0333909,0.0374196,0.0351638,0.030588,0.0390563,0.0351287,0.0279692,0.0385256,0.0207706,0.0535659,0.0109059,0.0139467,0.0504928,0,0.0273141,0.0408604,0.0401552,0,0,0.0107816,0,0,0.0271522,0.0463043,0.0408512,0.0141527,0.0228513,0.0308451,0.0436904,0.041589,0.0672929,0.0577042,0.035376,0.0739772,0.0517962,0.0454206,0.0701874,0.0325996,0.046707,0.0144715,0.0114245,0.0521666,0.0699719,0,0,0,0,0,0
412,0,0,0,0,0,0,0.019556,0.0398432,0,0,0,0.0497838,0,0.0367197,0.0251977,0,0,0.00789466,0,0,0.0508334,0.037162,0.0406798,0.0211443,0.0223586,0.0338046,0.0377161,0.0335247,0.0373089,0.0349625,0.030417,0.0388216,0.0348472,0.0277289,0.0382312,0.0205563,0.0534305,0.010998,0.0140092,0.0503692,0,0.0272066,0.0407204,0.0403226,0,0,0.0106687,0,0,0.0273508,0.0465747,0.0406756,0.0140589,0.0228387,0.031108,0.0436149,0.0417185,0.0673018,0.0577684,0.0355726,0.0738134,0.0517114,0.045324,0.0699869,0.0326355,0.046738,0.0141605,0.0120065,0.052104,0.0700213,0,0,0,0,0,0
413,0,0,0,0,0,0,0.0185328,0.0406279,0,0,0,0.0501696,0,0.0366264,0.02555,0,0,0.00717278,0,0,0.0514943,0.0369065,0.0409887,0.0199239,0.0224426,0.0350774,0.0373655,0.0329488,0.0367447,0.0353554,0.0309313,0.0385583,0.0346032,0.0273702,0.0380236,0.0202988,0.0533432,0.0104876,0.0134787,0.0504912,0,0.0279901,0.0406278,0.0402031,0,0,0.00975096,0,0,0.0285383,0.047207,0.0428408,0.0116106,0.0228426,0.0327059,0.0432872,0.0401901,0.0661826,0.0578981,0.0355348,0.0736558,0.0515119,0.0448594,0.069709,0.0342218,0.0468045,0.0142422,0.0110483,0.0522874,0.0705826,0,0,0,0,0,0
414,0,0,0,0,0,0,0.0185802,0.0406318,0,0,0,0.0498676,0,0.0367476,0.0255369,0,0,0.00725421,0,0,0.0515445,0.0370738,0.0408349,0.0197541,0.0226547,0.0353212,0.0373728,0.0332788,0.0367507,0.0350741,0.0308646,0.0383618,0.0343022,0.0272055,0.0377765,0.020184,0.053278,0.0106128,0.01333,0.0503744,0,0.0280057,0.0406319,0.0402328,0,0,0.00978944,0,0,0.0283026,0.0473213,0.0427423,0.0114715,0.0227462,0.0328433,0.0433218,0.0402784,0.0662485,0.05793,0.0356179,0.0734623,0.051317,0.0446774,0.0696376,0.0340143,0.0466535,0.0144896,0.0104246,0.0523951,0.0707959,0,0,0,0,0,0
415,0,0,0,0,0,0,0.0186153,0.0406699,0,0,0,0.0495944,0,0.0367741,0.0254389,0,0,0.00727585,0,0,0.0515591,0.0373033,0.0406141,0.0196233,0.0229961,0.0356205,0.0374429,0.0337107,0.0367815,0.034772,0.030787,0.0381434,0.033902,0.0270035,0.0374994,0.020176,0.0533297,0.0106636,0.013106,0.0503064,0,0.0280886,0.0406601,0.0401651,0,0,0.00970073,0,0,0.0280922,0.0473367,0.0426702,0.0113154,0.0225596,0.0329629,0.043271,0.0404432,0.0664097,0.0579607,0.0356518,0.0732229,0.0510324,0.0443281,0.0699143,0.0337236,0.0464754,0.0146565,0.0104594,0.052386,0.0709542,0,0,0,0,0,0
416,0,0,0,0,0,0,0.0186448,0.0406244,0,0,0,0.0492465,0,0.0369668,0.0254743,0,0,0.00747141,0,0,0.0514993,0.0373431,0.0404299,0.0193486,0.023292,0.0358447,0.0374994,0.0339692,0.0368351,0.0344917,0.0306614,0.0379045,0.0336348,0.0268033,0.0372445,0.0199631,0.0532912,0.0108627,0.0130036,0.050073,0,0.0279674,0.0405984,0.0402433,0,0,0.00975897,0,0,0.0279826,0.0475388,0.0424019,0.0111278,0.0225218,0.0332295,0.0432458,0.0406668,0.0664917,0.058025,0.0358412,0.0730419,0.0508648,0.044175,0.0702824,0.0334984,0.0463835,0.0147125,0.010454,0.0521442,0.0711537,0,0,0,0,0,0
417,0,0,0,0,0,0,0.018701,0.0405669,0,0,0,0.0488853,0,0.0371687,0.0255057,0,0,0.00771234,0,0,0.0514746,0.0374085,0.040205,0.0190424,0.0236097,0.0360707,0.0375772,0.0343112,0.036864,0.0341812,0.0305032,0.0376532,0.0333881,0.0265237,0.0369682,0.0197698,0.0531939,0.0111291,0.0128172,0.0497394,0,0.0278616,0.0404838,0.0403094,0,0,0.00982658,0,0,0.0278935,0.0477192,0.042082,0.0109369,0.0224581,0.0334808,0.043237,0.0408211,0.0665557,0.058091,0.0360039,0.072847,0.0506918,0.04419,0.0699893,0.033233,0.046273,0.0147718,0.0104171,0.0518999,0.071439,0,0,0,0,0,0
418,0,0,0,0,0,0,0.0187761,0.0404895,0,0,0,0.04846,0,0.0375099,0.0255726,0,0,0.00799636,0,0,0.0514036,0.0374868,0.0398945,0.0187255,0.023941,0.0362956,0.0376868,0.0346635,0.0368148,0.0338626,0.0303168,0.0374532,0.0331251,0.0262584,0.0366414,0.0195287,0.0530858,0.0114494,0.0125354,0.0493404,0,0.027732,0.040269,0.0404058,0,0,0.00992404,0,0,0.0277772,0.0479123,0.041707,0.0107445,0.0224132,0.033774,0.0432446,0.0410043,0.0665795,0.0581167,0.0361747,0.0724568,0.050508,0.0441691,0.0696544,0.0329042,0.0461578,0.0148252,0.0103262,0.0517,0.0716479,0,0,0,0,0,0
419,0,0,0,0,0,0,0.0188494,0.0404006,0,0,0,0.0480311,0,0.0378485,0.0257158,0,0,0.00833203,0,0,0.0513238,0.0375818,0.0395966,0.0183788,0.0243762,0.0365291,0.0378617,0.0349522,0.036702,0.0335862,0.0301732,0.0371348,0.0328185,0.0260395,0.0362767,0.0192654,0.0529835,0.0118447,0.012146,0.0489136,0,0.0275749,0.0400611,0.0405012,0,0,0.0100755,0,0,0.0276376,0.0480726,0.0412968,0.0105116,0.022384,0.0341219,0.0432642,0.0412261,0.0666032,0.0581429,0.0364191,0.0721271,0.0502499,0.0440657,0.0694724,0.0324788,0.0460389,0.0149395,0.0101865,0.0515198,0.0718691,0,0,0,0,0,0
420,0,0,0,0,0,0,0.0189911,0.0402194,0,0,0,0.0475075,0,0.0382777,0.0258725,0,0,0.0078209,0,0,0.0514077,0.0376468,0.0392868,0.0180463,0.0248686,0.0368149,0.0376531,0.0353056,0.036722,0.0332703,0.0300671,0.0366326,0.0325151,0.025861,0.0359301,0.0190972,0.0530045,0.0112644,0.0138687,0.0484592,0,0.0274433,0.0398738,0.0406155,0,0,0.0100633,0,0,0.0276463,0.0482394,0.0408682,0.0102381,0.022335,0.0345364,0.0432075,0.0415177,0.0666666,0.0582,0.0366694,0.0717946,0.0498737,0.0438607,0.069302,0.0320437,0.0459549,0.0148887,0.0110762,0.0512808,0.0720882,0,0,0,0,0,0
421,0,0,0,0,0,0,0.0180176,0.0409726,0,0,0,0.0472217,0,0.0390275,0.0262873,0,0,0.00908998,0,0,0.0510457,0.0374399,0.0387582,0.0172301,0.025315,0.0378932,0.037659,0.0354288,0.0365691,0.0330387,0.0302826,0.0362446,0.0323231,0.0257167,0.0357886,0.0179158,0.0524089,0.0136467,0.0112608,0.0481088,0,0.0273763,0.0395008,0.0407208,0,0,0.0107718,0,0,0.0271883,0.0490471,0.04174,0.00806593,0.0226259,0.0360034,0.0428964,0.0406872,0.0656845,0.0581182,0.0369291,0.0712899,0.0496739,0.0434897,0.0688341,0.0332378,0.0462773,0.0157384,0.00964397,0.0515014,0.0726534,0,0,0,0,0,0
422,0,0,0,0,0,0,0.0191561,0.040197,0,0,0,0.0462031,0,0.039274,0.0258912,0,0,0.009956,0,0,0.0508891,0.0376286,0.038482,0.0179629,0.0260958,0.037209,0.0386359,0.0366746,0.0370648,0.0322307,0.0295146,0.0359005,0.0318146,0.0252974,0.0351248,0.0190949,0.05263,0.0138504,0.00978768,0.0473837,0,0.0272015,0.0393092,0.0406905,0,0,0.010783,0,0,0.0270443,0.0486873,0.0398878,0.00940446,0.0222619,0.0350985,0.0433613,0.042322,0.066925,0.0583642,0.0373303,0.0706199,0.0490248,0.0433857,0.0687395,0.0310188,0.045542,0.0154706,0.00948241,0.0511842,0.0726263,0,0,0,0,0,0
423,0,0,0,0,0,0,0.0194035,0.0399541,0,0,0,0.0458368,0,0.0392704,0.026234,0,0,0.00824747,0,0,0.0512492,0.0376287,0.0384644,0.0176909,0.0262843,0.037625,0.0377792,0.0367784,0.0370123,0.032127,0.02936,0.0355801,0.031407,0.0249079,0.0347331,0.0191311,0.0528726,0.0117608,0.0143253,0.0467692,0,0.0270988,0.0390192,0.0408056,0,0,0.0105974,0,0,0.0270463,0.0489155,0.0392974,0.00900207,0.0221797,0.0355547,0.0432471,0.042801,0.0670839,0.0584396,0.0377531,0.0700064,0.0486487,0.0431063,0.0684847,0.0304246,0.0454625,0.015094,0.011202,0.050902,0.0729617,0,0,0,0,0,0
424,0,0,0,0,0,0,0.019479,0.0398308,0,0,0,0.0458241,0,0.0392134,0.0265163,0,0,0.00831361,0,0,0.0513016,0.0379314,0.0382536,0.0170682,0.0262151,0.0381496,0.0377867,0.036614,0.0371768,0.0322529,0.0295118,0.0353765,0.0312318,0.0247431,0.0346058,0.0188515,0.0528393,0.0118733,0.0144342,0.0461029,0,0.0269025,0.0388694,0.0408531,0,0,0.0107963,0,0,0.0268315,0.0490011,0.0385424,0.00869709,0.0221481,0.0360797,0.0432643,0.0433456,0.0672706,0.0584868,0.0380725,0.0694101,0.0482462,0.0428824,0.0683093,0.0297944,0.0453418,0.0152805,0.0112435,0.0506945,0.0731968,0,0,0,0,0,0
425,0,0,0,0,0,0,0.0194658,0.039794,0,0,0,0.0465891,0,0.0387285,0.0265472,0,0,0.0119444,0,0,0.0503521,0.0386653,0.037212,0.0166295,0.0257191,0.0388115,0.0402292,0.0366372,0.037668,0.0323842,0.0300154,0.0354461,0.0315045,0.0249326,0.0350116,0.0179623,0.0520476,0.0195489,0.00619551,0.0454715,0,0.0263643,0.0385046,0.040838,0,0,0.0114386,0,0,0.0264542,0.0490046,0.0368371,0.00820756,0.0223901,0.0365449,0.0433621,0.0440977,0.0676244,0.0584312,0.0384245,0.0689556,0.0477403,0.0427696,0.0682206,0.0285824,0.0452301,0.0174623,0.00718782,0.050552,0.0734181,0,0,0,0,0,0
426,0,0,0,0,0,0,0.0196711,0.0395795,0,0,0,0.0464583,0,0.0385959,0.0270239,0,0,0.00840432,0,0,0.051439,0.0387691,0.0372565,0.0160518,0.0255249,0.0392454,0.0376537,0.0365855,0.0379295,0.0326433,0.0299593,0.0350922,0.03116,0.024585,0.0347041,0.0179199,0.0528667,0.0121448,0.0144496,0.0443527,0,0.0264357,0.0385552,0.0408498,0,0,0.0112179,0,0,0.026376,0.0492069,0.0367113,0.00801782,0.0224145,0.0371896,0.0432186,0.0445111,0.0678524,0.0588385,0.0387756,0.0682779,0.0469059,0.0421724,0.0678679,0.028494,0.0451571,0.0157329,0.011281,0.0503334,0.0735634,0,0,0,0,0,0
