Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,RASI,
988,0,0,0,0,0,0,0.0209784,0.0384803,0,0,0,0.0581199,0,0.0326385,0.0340019,0,0,0.00652105,0,0,0.0529288,0.0357719,0.0442292,0.0239877,0.0223712,0.0283171,0.0362187,0.0265021,0.037214,0.0431312,0.0350657,0.0455887,0.0422746,0.0328879,0.04429,0.0233298,0.058456,0.0120559,0.01064,0.0611317,0,0.02837,0.0377579,0,0,0.013195,0,0,0.0291175,0.0453743,0.0362899,0.0183934,0.120834,0.0277677,0.0423856,0.0419363,0,0.0613288,0.0392343,0.0755836,0.0525049,0.0520357,0.0759499,0.0281638,0.051211,0.0182404,0.0134457,0.052399,0.0683694,0,0,0,0,0,0,0.049946,0
989,0,0,0,0,0,0,0.0210042,0.0384388,0,0,0,0.0582922,0,0.0320384,0.0338966,0,0,0.00650681,0,0,0.0528243,0.0358603,0.0442859,0.0238665,0.0223649,0.0284688,0.0362183,0.0264167,0.0372499,0.0432063,0.0346528,0.0455275,0.0422595,0.0328456,0.0442319,0.0233252,0.0584287,0.0119262,0.0107737,0.0611259,0,0.0283776,0.0378008,0,0,0.0131849,0,0,0.0290479,0.045421,0.0363061,0.0183648,0.120861,0.0278795,0.0424262,0.0419639,0,0.0613358,0.0392321,0.0755544,0.0524936,0.0519991,0.0758663,0.0281344,0.0511445,0.0182099,0.0133918,0.0523821,0.0682987,0,0,0,0,0,0,0.0499819,0
990,0,0,0,0,0,0,0.0210173,0.0383925,0,0,0,0.0583115,0,0.0320591,0.0337965,0,0,0.00652013,0,0,0.0527911,0.0360862,0.0444557,0.0237084,0.022316,0.0285854,0.0361681,0.0262527,0.0372305,0.043344,0.0345614,0.0454989,0.0422593,0.0328287,0.0441912,0.0234632,0.0584262,0.0117689,0.0108725,0.0610994,0,0.028395,0.0378499,0,0,0.0132133,0,0,0.0289317,0.0454374,0.036317,0.0183295,0.120872,0.0280031,0.0424944,0.0419835,0,0.0613624,0.0392255,0.0755298,0.0524789,0.0519874,0.0758136,0.0281339,0.0510635,0.0182495,0.0130859,0.0523616,0.0682718,0,0,0,0,0,0,0.0500143,0
991,0,0,0,0,0,0,0.0210276,0.0384008,0,0,0,0.0581353,0,0.0327907,0.0337432,0,0,0.00639531,0,0,0.052765,0.0361862,0.0447658,0.0236551,0.0223339,0.028712,0.0362198,0.0260822,0.037181,0.0435152,0.0346522,0.0455068,0.042274,0.0328606,0.0442209,0.0237203,0.0583102,0.0115792,0.0111223,0.0611102,0,0.0284177,0.0379245,0,0,0.0131499,0,0,0.0289378,0.0453861,0.0363337,0.0182464,0.120877,0.0280438,0.0425223,0.0420315,0,0.0613844,0.0392273,0.0754875,0.0524456,0.0519726,0.0757893,0.0281593,0.0510292,0.0181497,0.0133156,0.0523309,0.0683608,0,0,0,0,0,0,0.050043,0
992,0,0,0,0,0,0,0.0210837,0.0384119,0,0,0,0.0580919,0,0.0330349,0.0338001,0,0,0.00645941,0,0,0.0526594,0.0363101,0.0444042,0.0240849,0.0223331,0.0286808,0.0361704,0.0263469,0.0371817,0.0431629,0.0344891,0.0455129,0.0423446,0.0328912,0.0442426,0.0234049,0.0582912,0.0115113,0.0114099,0.0610467,0,0.0283672,0.0379975,0,0,0.0131238,0,0,0.0288628,0.0454304,0.0362401,0.0182104,0.120996,0.0279343,0.0425352,0.0421941,0,0.0613378,0.0392114,0.0754612,0.0524522,0.0519722,0.0758261,0.0281289,0.0510223,0.0181055,0.0133247,0.0522927,0.068298,0,0,0,0,0,0,0.0497632,0
993,0,0,0,0,0,0,0.0211543,0.0384028,0,0,0,0.0580973,0,0.0329748,0.0338045,0,0,0.00655755,0,0,0.0525342,0.0364234,0.0441779,0.0242795,0.0223067,0.0287111,0.0361434,0.0264833,0.0371682,0.0429648,0.0343995,0.0454894,0.0423876,0.03291,0.0442655,0.0231738,0.0582574,0.0114494,0.0115931,0.060978,0,0.0283235,0.0380206,0,0,0.0130909,0,0,0.0288119,0.0454711,0.036213,0.0181614,0.121045,0.0279039,0.0425698,0.0422547,0,0.061313,0.039197,0.0754531,0.0524587,0.0519457,0.075788,0.0280779,0.0510137,0.0180073,0.0133533,0.0522244,0.0682199,0,0,0,0,0,0,0.0495672,0
994,0,0,0,0,0,0,0.0211941,0.0384165,0,0,0,0.0581302,0,0.0327016,0.0336895,0,0,0.00657817,0,0,0.0524131,0.0364394,0.0442104,0.0242919,0.0222485,0.0287723,0.0361272,0.0265127,0.0371874,0.042932,0.0343751,0.0453952,0.0423186,0.0328611,0.0442026,0.0231242,0.0582226,0.0113096,0.0117156,0.0609651,0,0.0283309,0.038013,0,0,0.0130881,0,0,0.0287764,0.0454772,0.036263,0.0181554,0.121078,0.0278964,0.0425866,0.0422645,0,0.0612943,0.0392277,0.0754359,0.0524592,0.0517997,0.0756649,0.0280464,0.0510246,0.017931,0.0133717,0.0521824,0.0682012,0,0,0,0,0,0,0.049464,0
995,0,0,0,0,0,0,0.0212568,0.0384048,0,0,0,0.0581264,0,0.0323475,0.0335193,0,0,0.00656812,0,0,0.0522961,0.0364446,0.044275,0.0243229,0.0222207,0.0288669,0.0361418,0.0265184,0.0372664,0.0429297,0.0343783,0.0453291,0.0422344,0.0328029,0.0441755,0.023127,0.0582224,0.0110995,0.0119787,0.0609356,0,0.0283518,0.0380462,0,0,0.0131211,0,0,0.0287348,0.0454677,0.0362078,0.0181661,0.121095,0.0279088,0.0426129,0.0422612,0,0.0612888,0.0392953,0.07543,0.052473,0.051688,0.0755833,0.0279931,0.0510808,0.0178729,0.0133554,0.0521336,0.0682295,0,0,0,0,0,0,0.0494069,0
996,0,0,0,0,0,0,0.0212765,0.0383973,0,0,0,0.0580652,0,0.0325133,0.033594,0,0,0.00654879,0,0,0.0522209,0.0364956,0.0443288,0.0242052,0.0222572,0.0289437,0.0361229,0.0265303,0.0373446,0.0429304,0.0344256,0.04531,0.0422298,0.0327988,0.0441621,0.0231273,0.0582492,0.0110181,0.0122763,0.0608909,0,0.0283291,0.0381116,0,0,0.0131237,0,0,0.0287623,0.0454144,0.0361395,0.0181562,0.121128,0.027981,0.0426192,0.0422737,0,0.0612973,0.0393134,0.0754169,0.0524314,0.0516423,0.0755241,0.027988,0.0511233,0.0177902,0.01333,0.0520744,0.0683347,0,0,0,0,0,0,0.0493631,0
997,0,0,0,0,0,0,0.021307,0.0384043,0,0,0,0.0580362,0,0.0323667,0.0336268,0,0,0.00651724,0,0,0.0521603,0.0365768,0.0443915,0.0240865,0.0221999,0.0289615,0.0360816,0.0265764,0.0375542,0.0429362,0.0344135,0.0452629,0.0422132,0.0327562,0.0441231,0.0231507,0.0583543,0.0110363,0.0125416,0.0608421,0,0.0283074,0.0381728,0,0,0.0130349,0,0,0.0286742,0.0453904,0.0361188,0.0178189,0.12116,0.0280052,0.042595,0.0423722,0,0.0613208,0.0392896,0.0753625,0.0523827,0.0516178,0.0755226,0.0279853,0.0511279,0.0176605,0.0134238,0.0520564,0.0684235,0,0,0,0,0,0,0.049382,0
998,0,0,0,0,0,0,0.021359,0.0384166,0,0,0,0.058003,0,0.0322568,0.0335514,0,0,0.00655277,0,0,0.0520627,0.0366563,0.0444424,0.0239842,0.0221498,0.0289493,0.0360084,0.0266449,0.0375736,0.0429218,0.034415,0.0452191,0.0421389,0.0326982,0.0440834,0.0231158,0.0583774,0.0109337,0.0126793,0.0607737,0,0.0282623,0.0382434,0,0,0.0130536,0,0,0.0286515,0.0454248,0.0361191,0.0170352,0.121221,0.0279895,0.0426208,0.0425151,0,0.0613345,0.0392567,0.0753008,0.0523737,0.0515847,0.0755706,0.0279621,0.0511182,0.0176259,0.0134066,0.0520508,0.0683403,0,0,0,0,0,0,0.0494484,0
999,0,0,0,0,0,0,0.02139,0.0384016,0,0,0,0.0579824,0,0.0322028,0.0334748,0,0,0.00661064,0,0,0.0519643,0.0367059,0.0444662,0.023955,0.0221285,0.0289986,0.0359694,0.0267301,0.0374227,0.0428845,0.0344572,0.0451657,0.0420502,0.0326432,0.0440309,0.0230176,0.058359,0.01081,0.0127482,0.0607646,0,0.028237,0.0382939,0,0,0.0131112,0,0,0.0286592,0.0456598,0.0361052,0.0168006,0.121278,0.0280395,0.0426304,0.0425712,0,0.0613323,0.0392585,0.0752549,0.0523539,0.0516123,0.0755484,0.0279491,0.0511109,0.0176691,0.0133369,0.052024,0.0683102,0,0,0,0,0,0,0.0494534,0
1000,0,0,0,0,0,0,0.0214048,0.0383785,0,0,0,0.0579514,0,0.0321335,0.0333774,0,0,0.00669056,0,0,0.0518946,0.0367552,0.0445016,0.024102,0.0220835,0.0290981,0.0359446,0.026884,0.0373367,0.0428085,0.0344604,0.0450965,0.0419838,0.0325796,0.0439819,0.022959,0.0583603,0.0107445,0.0128199,0.0607981,0,0.0282158,0.03833,0,0,0.0131214,0,0,0.0286308,0.045799,0.0361055,0.0168828,0.121281,0.0279989,0.0425712,0.0425781,0,0.0613084,0.0392935,0.0751894,0.052273,0.0515827,0.0754587,0.0279284,0.0511134,0.0176863,0.0132566,0.0520205,0.0682922,0,0,0,0,0,0,0.0494037,0
1001,0,0,0,0,0,0,0.0214654,0.0383572,0,0,0,0.0578651,0,0.0321363,0.0332943,0,0,0.00677174,0,0,0.0518632,0.0367921,0.0445069,0.0241893,0.0220172,0.0292079,0.0359491,0.0269613,0.0373217,0.0427522,0.0344518,0.0450509,0.0419671,0.032545,0.0439814,0.022914,0.0583788,0.0106885,0.0128929,0.06076,0,0.0281964,0.0383642,0,0,0.0130962,0,0,0.0285427,0.0458098,0.0360725,0.0169991,0.121295,0.0280132,0.0425164,0.0425856,0,0.0612844,0.0393435,0.0751651,0.0522062,0.0515488,0.0754005,0.0279089,0.0511206,0.017645,0.0131815,0.0519896,0.0683235,0,0,0,0,0,0,0.0493052,0
1002,0,0,0,0,0,0,0.0215098,0.0383925,0,0,0,0.0577858,0,0.0321502,0.0332436,0,0,0.00682139,0,0,0.0518497,0.0368344,0.0444904,0.0241808,0.0219995,0.0292922,0.035928,0.0269617,0.0373618,0.0426885,0.034413,0.0450057,0.0419262,0.0324985,0.0439513,0.0228415,0.0583903,0.0106849,0.0128673,0.060721,0,0.0282086,0.0383815,0,0,0.0130272,0,0,0.0284226,0.0457718,0.0360057,0.0170808,0.121332,0.028104,0.0424818,0.0426491,0,0.0613027,0.0393925,0.0751181,0.0521726,0.0514856,0.0753605,0.0278997,0.0511152,0.0175941,0.0131333,0.0519854,0.0684026,0,0,0,0,0,0,0.0491812,0
1003,0,0,0,0,0,0,0.0215373,0.0384239,0,0,0,0.0577077,0,0.0322393,0.0331871,0,0,0.00681198,0,0,0.0518073,0.0368485,0.0444846,0.0243363,0.0219947,0.0294198,0.0358895,0.026924,0.0373694,0.0426598,0.0344048,0.0449202,0.0418742,0.0324377,0.0439305,0.022792,0.0583591,0.0106217,0.0129237,0.0607294,0,0.0282124,0.038422,0,0,0.0129847,0,0,0.0283615,0.0457538,0.0359539,0.0171381,0.121375,0.0282243,0.0424829,0.0427283,0,0.0613035,0.0393958,0.0750363,0.0521288,0.0514837,0.0753924,0.027881,0.0510811,0.0175449,0.0131346,0.0519735,0.0684518,0,0,0,0,0,0,0.0490904,0
1004,0,0,0,0,0,0,0.0215579,0.0384291,0,0,0,0.0575588,0,0.0324131,0.0330418,0,0,0.00677497,0,0,0.0517262,0.0368008,0.0444904,0.0246033,0.021989,0.0295682,0.0358615,0.0270029,0.0372569,0.0426937,0.0344521,0.0448638,0.041793,0.0323718,0.0439115,0.0227774,0.0583082,0.0105231,0.013018,0.06079,0,0.0282066,0.0384761,0,0,0.0129578,0,0,0.0283093,0.0457051,0.03592,0.0172009,0.121407,0.0283504,0.0424964,0.0426998,0,0.0612923,0.0393523,0.0749335,0.0520587,0.0515787,0.0754559,0.0278698,0.0510044,0.0174441,0.013138,0.0519544,0.0685169,0,0,0,0,0,0,0.0490649,0
1005,0,0,0,0,0,0,0.0215876,0.038429,0,0,0,0.0573801,0,0.0325324,0.0329497,0,0,0.00682409,0,0,0.051625,0.0366656,0.0445548,0.0247558,0.0219381,0.0297225,0.0358526,0.0271036,0.0370846,0.0427655,0.0345195,0.0448552,0.0416967,0.0322972,0.04386,0.0227334,0.0582534,0.0104748,0.0130272,0.0608492,0,0.0281871,0.0385172,0,0,0.0129768,0,0,0.0283249,0.0456415,0.0358729,0.0172402,0.121416,0.0284936,0.0425071,0.0425971,0,0.061324,0.0392973,0.0748649,0.0520084,0.0515559,0.0754362,0.0278313,0.050892,0.0172889,0.0131085,0.0519196,0.068607,0,0,0,0,0,0,0.0490786,0
1006,0,0,0,0,0,0,0.0216148,0.0384602,0,0,0,0.0572135,0,0.0325517,0.0328966,0,0,0.00687194,0,0,0.0515944,0.0365084,0.0445997,0.0247031,0.0219059,0.0298434,0.0358626,0.0271856,0.0370904,0.0427539,0.0345459,0.0447807,0.0417066,0.0322273,0.0437476,0.022682,0.0581994,0.0104497,0.0130415,0.0608425,0,0.0281822,0.0385388,0,0,0.013016,0,0,0.0284474,0.045569,0.0358627,0.0172594,0.121419,0.0286013,0.0425464,0.0425574,0,0.0613608,0.0393118,0.0748128,0.0519644,0.0514389,0.0753744,0.0278194,0.050743,0.0172678,0.0129946,0.0519101,0.0686606,0,0,0,0,0,0,0.049078,0
1007,0,0,0,0,0,0,0.0216469,0.0384805,0,0,0,0.0570276,0,0.0325184,0.0328048,0,0,0.00694108,0,0,0.0515894,0.0363983,0.0445289,0.0245332,0.0218973,0.0299171,0.0358312,0.0272847,0.0369826,0.0426255,0.0344908,0.044592,0.0416756,0.0321376,0.0436471,0.0225224,0.0581343,0.0104094,0.0131224,0.0607417,0,0.0281458,0.0386046,0,0,0.0130397,0,0,0.0284371,0.0455393,0.0358674,0.0172668,0.12144,0.0287325,0.0425829,0.0425927,0,0.061383,0.0393506,0.0747533,0.0518945,0.0513388,0.0752963,0.0278218,0.0507194,0.0172918,0.0129274,0.0518977,0.0686654,0,0,0,0,0,0,0.0489807,0
1008,0,0,0,0,0,0,0.0224222,0.0380319,0,0,0,0.0568693,0,0.0323461,0.0329444,0,0,0.00759378,0,0,0.0505975,0.0375718,0.0424562,0.0269271,0.0216845,0.029469,0.0359792,0.0293504,0.037602,0.040935,0.0335214,0.0442079,0.0413599,0.0320067,0.0435556,0.020659,0.0577212,0.0116793,0.0143945,0.0592699,0,0.0282034,0.0388511,0,0,0.013235,0,0,0.0282695,0.044985,0.0366984,0.0180538,0.121783,0.0273179,0.0425835,0.042957,0,0.0614255,0.0386661,0.074489,0.051852,0.0510604,0.07526,0.0279923,0.0508251,0.0173037,0.0128073,0.0519887,0.0681775,0,0,0,0,0,0,0.0488456,0
1009,0,0,0,0,0,0,0.0223194,0.0380941,0,0,0,0.0566587,0,0.0324968,0.0329215,0,0,0.00757906,0,0,0.0505462,0.0373177,0.0427344,0.0266258,0.0216239,0.0295203,0.0358479,0.0292483,0.0377732,0.0409917,0.0334871,0.0440994,0.0412106,0.0318622,0.0434361,0.020577,0.0575931,0.0116499,0.0143945,0.0593095,0,0.0280855,0.0389792,0,0,0.0133253,0,0,0.0283221,0.0451251,0.0366221,0.0179663,0.121792,0.0276965,0.0426511,0.042964,0,0.0614776,0.0388857,0.0744364,0.0518617,0.0510309,0.0753179,0.0279632,0.0508155,0.0172128,0.0126714,0.0519541,0.0682013,0,0,0,0,0,0,0.0486964,0
1010,0,0,0,0,0,0,0.022483,0.0381137,0,0,0,0.056458,0,0.0322493,0.0326557,0,0,0.00760162,0,0,0.0504896,0.0376317,0.0425159,0.026744,0.0216067,0.029723,0.0359794,0.0296973,0.0379533,0.0408146,0.0335314,0.0439628,0.0410591,0.0317825,0.0433578,0.0206431,0.0576893,0.0116406,0.0142955,0.0592522,0,0.0282797,0.0387927,0,0,0.0131226,0,0,0.0281039,0.0448153,0.0367325,0.0179964,0.121841,0.0276682,0.0426541,0.0428935,0,0.061543,0.0387004,0.074299,0.0516156,0.0509889,0.0756247,0.0279141,0.0505486,0.0172352,0.0128201,0.0519386,0.0681269,0,0,0,0,0,0,0.0487824,0
1011,0,0,0,0,0,0,0.02243,0.038171,0,0,0,0.056231,0,0.0325997,0.0326267,0,0,0.00755581,0,0,0.0505112,0.0374091,0.0426714,0.0264779,0.0214948,0.0297545,0.0358763,0.0295991,0.0379943,0.0408698,0.0334864,0.0439352,0.0409505,0.0316551,0.0432299,0.0205995,0.0575886,0.0115439,0.0143073,0.0592957,0,0.0282166,0.0389028,0,0,0.0131828,0,0,0.0281982,0.0449551,0.0366406,0.017901,0.121806,0.0279224,0.0426919,0.0429069,0,0.0615617,0.038914,0.0742382,0.0515492,0.0510721,0.075507,0.0279313,0.0505643,0.0170676,0.0126717,0.0519442,0.0681432,0,0,0,0,0,0,0.0486883,0
1012,0,0,0,0,0,0,0.021759,0.0386301,0,0,0,0.0559304,0,0.0331191,0.032281,0,0,0.00701252,0,0,0.0513332,0.0363283,0.0443052,0.0241913,0.0215671,0.0303195,0.0356897,0.0280631,0.0372688,0.042064,0.0342857,0.0438791,0.040964,0.0315453,0.0431273,0.0220321,0.0578063,0.0103674,0.0133092,0.0605609,0,0.0280988,0.038762,0,0,0.012856,0,0,0.0282522,0.0453979,0.0357961,0.0171414,0.121661,0.0294481,0.0426828,0.0427045,0,0.0615088,0.0395784,0.0742785,0.0513822,0.0510162,0.0754148,0.0276953,0.050352,0.0168604,0.0134659,0.0519001,0.068633,0,0,0,0,0,0,0.0485964,0
1013,0,0,0,0,0,0,0.0218115,0.0386704,0,0,0,0.0556431,0,0.0332955,0.0320627,0,0,0.00699004,0,0,0.0513173,0.0363003,0.0443468,0.0242528,0.0214677,0.0303729,0.035692,0.0282339,0.0371393,0.0418533,0.0344113,0.0435157,0.0408075,0.0314427,0.0430232,0.0219367,0.0576763,0.0104342,0.0133563,0.0606311,0,0.0281069,0.0388058,0,0,0.0128823,0,0,0.0280116,0.0454301,0.0357196,0.0170982,0.121664,0.0296668,0.0428151,0.0427131,0,0.0615067,0.0395901,0.0742324,0.0513294,0.0509255,0.0751053,0.0274932,0.0502933,0.0170256,0.0129603,0.0519705,0.0687322,0,0,0,0,0,0,0.0484344,0
1014,0,0,0,0,0,0,0.0218354,0.0387077,0,0,0,0.0554502,0,0.0333679,0.0320248,0,0,0.00700768,0,0,0.0512985,0.0363122,0.0443864,0.0241541,0.0214698,0.0304803,0.0356602,0.0283727,0.0372369,0.0417273,0.0344892,0.0432517,0.0406442,0.0313249,0.042921,0.0218053,0.0576667,0.0104214,0.0134189,0.060633,0,0.0280746,0.0388578,0,0,0.0128664,0,0,0.0278772,0.0454089,0.0356941,0.0170955,0.1216,0.0299005,0.0428732,0.0427073,0,0.0614987,0.0395999,0.0742802,0.051304,0.0509304,0.0749096,0.0275639,0.0503778,0.0170054,0.012935,0.0520018,0.0688512,0,0,0,0,0,0,0.0483041,0
1015,0,0,0,0,0,0,0.0218568,0.0387376,0,0,0,0.0552601,0,0.0334277,0.0320106,0,0,0.00702713,0,0,0.0512981,0.0363726,0.0443686,0.0240277,0.0215069,0.0305884,0.0356183,0.0284961,0.0373121,0.0416165,0.0344479,0.04307,0.0404937,0.0311889,0.0427997,0.0216325,0.0576746,0.0103991,0.0134245,0.0607895,0,0.0280436,0.0388541,0,0,0.0128315,0,0,0.0278173,0.0453681,0.0356029,0.0171147,0.1215,0.0300478,0.0428809,0.0426991,0,0.0614841,0.0396005,0.074327,0.0512481,0.0508599,0.0747769,0.0270965,0.0503808,0.0169803,0.0129363,0.0520289,0.0688473,0,0,0,0,0,0,0.0482203,0
1016,0,0,0,0,0,0,0.0219031,0.0387506,0,0,0,0.0550646,0,0.0334442,0.0319304,0,0,0.00705667,0,0,0.0512954,0.0364877,0.0442624,0.0239165,0.0214948,0.0306842,0.0356027,0.0286405,0.0373481,0.0414836,0.0342541,0.0429233,0.040296,0.0310206,0.0426587,0.0214358,0.0576652,0.0104124,0.0134438,0.0609988,0,0.0280241,0.0388944,0,0,0.0127895,0,0,0.0277441,0.0453073,0.0354711,0.0171315,0.121402,0.0301491,0.0428817,0.0426405,0,0.0614902,0.0395883,0.0741767,0.0511979,0.0507445,0.0745863,0.0262746,0.0503378,0.0169495,0.012908,0.052062,0.0687798,0,0,0,0,0,0,0.0481765,0
1017,0,0,0,0,0,0,0.0219371,0.0387678,0,0,0,0.0549179,0,0.0334042,0.0318182,0,0,0.00706833,0,0,0.0512631,0.036588,0.0441721,0.0237831,0.0214163,0.0308223,0.035593,0.0287951,0.0373447,0.041316,0.0339278,0.0428849,0.040102,0.0308316,0.0425329,0.0212664,0.05762,0.0104338,0.0134969,0.0607635,0,0.0279662,0.0389639,0,0,0.0127602,0,0,0.0276969,0.0452817,0.0355981,0.0170977,0.12142,0.0302597,0.0429275,0.0426436,0,0.0614958,0.0396363,0.0740871,0.0511412,0.0507728,0.074571,0.0270847,0.0503132,0.0169162,0.0128645,0.0520716,0.0688508,0,0,0,0,0,0,0.0480826,0
1018,0,0,0,0,0,0,0.0219665,0.0387839,0,0,0,0.0547605,0,0.0335406,0.0316986,0,0,0.00709611,0,0,0.0512439,0.0366499,0.0441213,0.0235958,0.0213614,0.0309704,0.0355795,0.0289432,0.037258,0.0411828,0.0338007,0.0429862,0.0398591,0.0306345,0.0424184,0.0211098,0.0575884,0.0104477,0.0135543,0.0606109,0,0.0279281,0.0390322,0,0,0.012774,0,0,0.0276893,0.0453016,0.0356699,0.0170619,0.121404,0.0304034,0.0429922,0.0426718,0,0.0615173,0.0396999,0.0740446,0.0510939,0.0507787,0.0747498,0.0276771,0.0503146,0.0169003,0.012836,0.0520581,0.0689721,0,0,0,0,0,0,0.047999,0
1019,0,0,0,0,0,0,0.0220036,0.0387831,0,0,0,0.0546371,0,0.033489,0.0316304,0,0,0.00715538,0,0,0.051248,0.0367131,0.0440701,0.0233808,0.0214081,0.0311112,0.035532,0.0291223,0.0370616,0.041068,0.0337741,0.0427801,0.0396092,0.0304898,0.0422996,0.0209529,0.0575938,0.0105202,0.0135692,0.0606489,0,0.0279308,0.0390908,0,0,0.0127452,0,0,0.0276555,0.0453302,0.0357052,0.01705,0.121341,0.0305988,0.0430292,0.0426918,0,0.0615246,0.0397644,0.0739918,0.0510433,0.0507176,0.0751241,0.0277923,0.0502975,0.0168638,0.0128177,0.0520212,0.069025,0,0,0,0,0,0,0.0479129,0
1020,0,0,0,0,0,0,0.022039,0.0387578,0,0,0,0.0544501,0,0.0335671,0.0315792,0,0,0.00722348,0,0,0.0512286,0.0368214,0.0440204,0.0232437,0.0214408,0.0312342,0.0355429,0.0292981,0.0369756,0.0409004,0.0337259,0.0423627,0.0394785,0.0304343,0.042212,0.0208247,0.0575687,0.0106304,0.01339,0.0606207,0,0.0279434,0.0391614,0,0,0.0126689,0,0,0.0276494,0.0453286,0.0357243,0.0170103,0.12133,0.0307725,0.0430624,0.0427043,0,0.0615247,0.0397981,0.0739032,0.0509863,0.0506451,0.0751276,0.0277077,0.0502785,0.0166603,0.0132413,0.0519926,0.0690828,0,0,0,0,0,0,0.0478274,0
1021,0,0,0,0,0,0,0.0216938,0.0391957,0,0,0,0.0545835,0,0.0334692,0.0314002,0,0,0.00699166,0,0,0.0515399,0.037011,0.0443807,0.0227973,0.0214513,0.0314512,0.0353859,0.0294312,0.036846,0.0408286,0.0337516,0.041983,0.0392819,0.0301018,0.041824,0.0216072,0.0579194,0.0102911,0.0130829,0.0614525,0,0.0281858,0.0388403,0,0,0.0122481,0,0,0.0274838,0.0451522,0.0356482,0.0170752,0.121405,0.0309962,0.04305,0.0428032,0,0.0615232,0.0397418,0.0736817,0.050589,0.0503456,0.0747573,0.0279885,0.0500034,0.0169094,0.0129717,0.0522237,0.0690632,0,0,0,0,0,0,0.0478276,0
1022,0,0,0,0,0,0,0.0217198,0.0390893,0,0,0,0.0543245,0,0.0338759,0.0317562,0,0,0.00709354,0,0,0.0513003,0.0369238,0.044227,0.0229214,0.0212921,0.0313159,0.0351932,0.0294477,0.0370726,0.0405638,0.0333979,0.0417291,0.0391565,0.0299789,0.0415782,0.0208134,0.0575499,0.0104676,0.013371,0.0610973,0,0.0278863,0.0392685,0,0,0.0126043,0,0,0.0276273,0.0454671,0.0357129,0.0171476,0.121344,0.0312017,0.0431425,0.0429157,0,0.0615762,0.0400136,0.0737126,0.0508286,0.050503,0.0746954,0.0279955,0.0502138,0.0166678,0.0126626,0.0521745,0.068986,0,0,0,0,0,0,0.0475104,0
1023,0,0,0,0,0,0,0.0220317,0.0388712,0,0,0,0.0538248,0,0.0338009,0.031437,0,0,0.00719874,0,0,0.0512051,0.0373366,0.0437432,0.0231491,0.0213975,0.0314981,0.0353694,0.0297579,0.037089,0.0403174,0.0333518,0.0416749,0.039081,0.030095,0.0417439,0.0204413,0.0575211,0.0106357,0.0133488,0.0607699,0,0.0278334,0.0392786,0,0,0.0126098,0,0,0.0273831,0.0453245,0.0356803,0.0169729,0.121184,0.0311795,0.0432282,0.0427217,0,0.0615808,0.0397931,0.0738721,0.0509505,0.0507868,0.0748271,0.0277805,0.049921,0.016562,0.0128735,0.052001,0.0690521,0,0,0,0,0,0,0.0474084,0
1024,0,0,0,0,0,0,0.0220531,0.0388921,0,0,0,0.0535522,0,0.0339049,0.0312513,0,0,0.00721627,0,0,0.0511951,0.0375616,0.0436495,0.0232529,0.0213759,0.0315543,0.0353474,0.0299216,0.0371686,0.0400635,0.0331519,0.0414953,0.038961,0.0299742,0.0416358,0.0202772,0.0574745,0.0107249,0.0133356,0.0608215,0,0.0278111,0.0393113,0,0,0.0125947,0,0,0.0273275,0.0454147,0.0356522,0.0169125,0.121096,0.031174,0.0432732,0.0427663,0,0.0616322,0.0398053,0.0738287,0.0509062,0.0506797,0.0750457,0.0277893,0.0498736,0.016595,0.0128897,0.0520343,0.0691048,0,0,0,0,0,0,0.0472651,0
1025,0,0,0,0,0,0,0.0220614,0.0388705,0,0,0,0.0533902,0,0.0339348,0.0313766,0,0,0.00728097,0,0,0.0511744,0.0377904,0.0435242,0.0229926,0.0213367,0.0316843,0.0353253,0.0298497,0.0372087,0.0398923,0.0331192,0.041306,0.0387388,0.0298526,0.0415044,0.0200779,0.0574898,0.0107808,0.0132414,0.0608697,0,0.0277646,0.039332,0,0,0.0126075,0,0,0.027333,0.0454518,0.0355568,0.016926,0.121017,0.031289,0.0432963,0.0428174,0,0.0616417,0.0397721,0.0738018,0.0508781,0.0506274,0.0752064,0.027785,0.0497733,0.0166415,0.0129301,0.0520331,0.0692144,0,0,0,0,0,0,0.0471828,0
