Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,RASI,
31,0,0,0,0,0,0,0.029214,0.0291779,0,0,0,0.0272265,0,0.037641,0.0471422,0,0,0.0231926,0,0,0.0427082,0.0490423,0.0307826,0.00849343,0.021591,0.0516547,0.0323294,0.0334376,0.0453048,0.0439746,0.0276164,0.0308336,0.0287503,0.0179872,0.0222,0.0370487,0.0435214,0.0114305,0.0106119,0.0300646,0,0.0281506,0.0426506,0,0,0.0221651,0,0,0.0108817,0.0496911,0.0497636,0.0173066,0.0360105,0.0542302,0.0421342,0.0350721,0.0670395,0.0630476,0.0311038,0.0610527,0.0399138,0.0400911,0.0721501,0.048435,0.0359161,0.00258231,0,0.0413051,0.0683067,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0.0295617,0.0290302,0,0,0,0.0271213,0,0.0375143,0.0471923,0,0,0.0232558,0,0,0.0426698,0.0493165,0.0304705,0.00812683,0.021607,0.0517862,0.0324749,0.0334173,0.0453786,0.0441061,0.027772,0.0307307,0.0286959,0.0178382,0.0219819,0.0369083,0.0435703,0.0113159,0.0106096,0.029969,0,0.0282417,0.0426144,0,0,0.0221277,0,0,0.0107344,0.0498033,0.0498062,0.0171331,0.0365663,0.0542905,0.0422656,0.0349855,0.0666904,0.0630131,0.0310402,0.0606041,0.0395908,0.0399365,0.0717563,0.0478092,0.036105,0.0024526,0,0.0414175,0.0683096,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0.0298888,0.028884,0,0,0,0.0269547,0,0.0373763,0.04749,0,0,0.0233483,0,0,0.0426055,0.0496058,0.0302477,0.00783151,0.0217165,0.051923,0.0326678,0.0333566,0.0453167,0.0442158,0.0280976,0.0307052,0.0287558,0.0177704,0.0217785,0.0368375,0.0436049,0.0112301,0.0106127,0.0298704,0,0.0282582,0.0425509,0,0,0.0221506,0,0,0.0108237,0.0500216,0.0498072,0.0170668,0.0370415,0.0544665,0.04246,0.0349856,0.0666106,0.0630223,0.0310234,0.0603195,0.0393165,0.0396943,0.0713585,0.0471864,0.0362195,0.00242178,0,0.0414722,0.0682055,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0.0301416,0.0286953,0,0,0,0.0268438,0,0.0372906,0.0479297,0,0,0.0234402,0,0,0.0426734,0.050055,0.030137,0.00751696,0.0218905,0.0520806,0.0328885,0.033398,0.0450546,0.0441753,0.02844,0.0308103,0.02873,0.0175836,0.0214969,0.0366849,0.0436281,0.0111043,0.0107544,0.0297807,0,0.0283669,0.0424943,0,0,0.0221463,0,0,0.0111696,0.0503112,0.0498963,0.016916,0.0376374,0.0547188,0.042607,0.0349686,0.0667871,0.0630347,0.0309278,0.0600333,0.0390166,0.0393243,0.071104,0.0466843,0.0362503,0.00236064,0,0.0414045,0.0680342,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0.0305869,0.0284697,0,0,0,0.0266872,0,0.0371992,0.0496262,0,0,0.0235171,0,0,0.0428766,0.0502635,0.0297636,0,0.0218981,0.0528682,0.0333477,0.0330156,0.0447743,0.0444536,0.0287502,0.0309302,0.0288323,0.0173636,0.021187,0.0364486,0.0436262,0.0108587,0.0112132,0.0296283,0,0.0285848,0.0424379,0,0,0.0219403,0,0,0.0113634,0.0503801,0.0501129,0.0152992,0.0382747,0.0545736,0.0420833,0.0349708,0.0667867,0.0628999,0.0306251,0.0597454,0.0387105,0.0388781,0.07071,0.0463645,0.0364503,0.00236563,0,0.0412055,0.0676652,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0.0305365,0.0283216,0,0,0,0.0266541,0,0.0371751,0.0487762,0,0,0.0235443,0,0,0.0428939,0.0509489,0.0297976,0.00700206,0.0222079,0.052322,0.0332164,0.0337628,0.0446583,0.0439689,0.0290296,0.0306782,0.0287523,0.0170275,0.0209074,0.0361529,0.0436576,0.0107989,0.0112299,0.029445,0,0.0287475,0.0426752,0,0,0.0220257,0,0,0.0115756,0.0507982,0.050206,0.0165742,0.0386805,0.0550111,0.0426905,0.0348101,0.0666398,0.0629086,0.0307552,0.0592683,0.0382275,0.0384767,0.0703058,0.0458972,0.0364378,0.00230442,0,0.0413096,0.0677774,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0.0307684,0.0282008,0,0,0,0.026542,0,0.037023,0.0489078,0,0,0.0234439,0,0,0.0426647,0.0512456,0.0294579,0.00675706,0.0222382,0.0523344,0.0332556,0.033871,0.0446347,0.0441108,0.0292209,0.0302791,0.0288401,0.0168536,0.0207046,0.0359466,0.0438583,0.0109214,0.0108244,0.0293477,0,0.0289537,0.0427984,0,0,0.0218614,0,0,0.011695,0.0511517,0.0503341,0.0164492,0.0392049,0.0551619,0.0427427,0.034585,0.0661846,0.0627094,0.0307216,0.0588869,0.0376552,0.0381384,0.0699377,0.0454084,0.0365592,0.00232423,0,0.0415837,0.0677231,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0.0309736,0.0281601,0,0,0,0.0264837,0,0.0368385,0.0491005,0,0,0.0232795,0,0,0.0425356,0.0515472,0.0292109,0.00647798,0.0222368,0.0523943,0.0333457,0.0339873,0.0445968,0.0441993,0.0294026,0.0296455,0.0289316,0.0167982,0.020593,0.0356978,0.0439534,0.0109632,0.0106198,0.0292473,0,0.0290851,0.0429737,0,0,0.0217206,0,0,0.0117553,0.0514674,0.0502979,0.016233,0.039672,0.0552625,0.0428685,0.0343576,0.0657926,0.0624404,0.0305706,0.0586415,0.0371304,0.0377312,0.0694225,0.0449889,0.0365062,0.00235603,0,0.0416597,0.0675611,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0.0311641,0.0282234,0,0,0,0.0264355,0,0.0366966,0.0495156,0,0,0.023127,0,0,0.0427286,0.0517692,0.0289283,0.00625636,0.0222995,0.0526025,0.0335589,0.0339011,0.0445232,0.0442914,0.0296133,0.0295417,0.0289618,0.0167462,0.0205235,0.0354269,0.0439265,0.0110371,0.0106052,0.0291942,0,0.0290356,0.0431322,0,0,0.0216916,0,0,0.0118376,0.0517374,0.0499927,0.0160557,0.0402068,0.0553278,0.0431621,0.0340867,0.0654346,0.0623137,0.0303491,0.0583397,0.0367247,0.0373219,0.0690179,0.0446597,0.0363017,0.00239263,0,0.0418331,0.0673052,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0.0326503,0.0283343,0,0,0,0.0263274,0,0.03564,0,0,0,0.0228591,0,0,0.0428718,0.0457208,0.0272219,0.0163515,0.0241491,0.0537689,0.0334274,0.0275264,0.0413748,0.0459048,0.0320086,0.0309949,0.0302678,0.0180422,0.0213529,0.0363068,0.0441488,0.0110492,0.0106937,0.0296542,0,0.0282187,0.0433128,0,0,0.0215746,0,0,0.0119254,0.0561158,0.048091,0.0146556,0.0400944,0.0549445,0.0429351,0.032565,0.0640391,0.0628258,0.0322515,0.05812,0.0358582,0.0369515,0.0686978,0.0417948,0.0363514,0.00248961,0,0.0429628,0.0654061,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0.0316942,0.0282376,0,0,0,0.0261507,0,0.0364409,0.049791,0,0,0.0227842,0,0,0.0431662,0.0524851,0.0287044,0.00565605,0.022479,0.0533712,0.0339525,0.0338987,0.0445207,0.044294,0.0300316,0.0296483,0.0290107,0.0164542,0.0200692,0.034608,0.0437617,0.0111017,0.0106943,0.0291698,0,0.0291073,0.0433321,0,0,0.0221705,0,0,0.0132069,0.0522493,0.0495045,0.0156713,0.0413267,0.0558404,0.0434943,0.0338567,0.0652329,0.0621508,0.0299797,0.0577234,0.036102,0.0367497,0.0685887,0.0438321,0.0358575,0.0027614,0,0.0421649,0.0667564,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0.0317737,0.0282476,0,0,0,0.0260139,0,0.0363047,0.0498467,0,0,0.0225959,0,0,0.0432315,0.0527619,0.0286274,0.00534757,0.0227085,0.0535474,0.0343758,0.0339692,0.0442699,0.0441661,0.0303592,0.0296955,0.0291,0.0163188,0.0199059,0.0338261,0.043808,0.0111211,0.010747,0.0291604,0,0.0290217,0.0431748,0,0,0.0242073,0,0,0.022056,0.0525983,0.0493378,0.0155145,0.041839,0.0560182,0.043207,0.0336683,0.065101,0.0620621,0.0299289,0.0574673,0.035811,0.0364493,0.0683815,0.0434334,0.0353892,0.00426134,0.00612589,0.0425013,0.0662966,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0.0322169,0.0281824,0,0,0,0.0259305,0,0.0361719,0.0498834,0,0,0.0225036,0,0,0.0432605,0.0529845,0.028645,0.00526407,0.0228411,0.0540658,0.0346326,0.0340686,0.0439782,0.0440569,0.030619,0.0297793,0.0292425,0.0161147,0.0197201,0.033057,0.0436923,0.0110723,0.0107144,0.029239,0,0.0289652,0.043644,0,0,0.0217796,0,0,0.0124953,0.0530329,0.0492456,0.0154649,0.0422872,0.0565836,0.0440735,0.0334525,0.0649087,0.0619058,0.029928,0.0571364,0.035394,0.0360871,0.0682105,0.0429709,0.0353804,0.00256645,0,0.042676,0.0656911,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0.0336359,0.0280996,0,0,0,0.0258336,0,0.0351086,0,0,0,0.0222865,0,0,0.0431995,0.0466147,0.0272838,0.0156021,0.0251576,0.0550152,0.034924,0.02789,0.040133,0.0453247,0.0332666,0.0312088,0.0306572,0.0175049,0.0207059,0.03375,0.0440508,0.011015,0.0107606,0.0298419,0,0.0281639,0.0436322,0,0,0.023762,0,0,0.0216809,0.0576113,0.0474557,0.0141891,0.0419585,0.0560117,0.0431735,0.0317107,0.0632456,0.0622575,0.0321351,0.0568826,0.0344358,0.0356904,0.0680604,0.040146,0.0350594,0.00452237,0.00581443,0.0441459,0.0634852,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0.03263,0.0279691,0,0,0,0.025775,0,0.0358487,0.049923,0,0,0.0223324,0,0,0.0434261,0.0534766,0.0291264,0.00471043,0.0231495,0.0546203,0.0354222,0.0343137,0.0437773,0.0438149,0.0311209,0.0300766,0.0295374,0.015956,0.019508,0.032147,0.0438636,0.0110341,0.0107827,0.029388,0,0.029102,0.0436871,0,0,0.0238358,0,0,0.0217187,0.0539341,0.0490884,0.0152964,0.0430824,0.0571418,0.043821,0.0330595,0.0644107,0.0614166,0.0297509,0.0561723,0.0343882,0.0353184,0.0676572,0.0421832,0.0346693,0.00451487,0.00610838,0.043298,0.0646942,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0.0334283,0.0279205,0,0,0,0.0258208,0,0.0356183,0.0500026,0,0,0.0223719,0,0,0.0435731,0.0536634,0.0291859,0.004472,0.0232305,0.0551162,0.0357143,0.0342223,0.043866,0.0438567,0.0313479,0.0302665,0.029645,0.0159404,0.019386,0.0317298,0.0437943,0.011065,0.0107113,0.0294597,0,0.0291763,0.0440237,0,0,0.0216792,0,0,0.0136015,0.0543746,0.0489324,0.0153921,0.0434458,0.0576349,0.0446639,0.0328299,0.0641105,0.0612555,0.0292347,0.055887,0.0339706,0.0350145,0.0673139,0.0418709,0.0345894,0.0029618,0,0.0434564,0.0641131,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0.0336797,0.0280099,0,0,0,0.0258031,0,0.0353655,0.0500512,0,0,0.0223754,0,0,0.0435787,0.0538741,0.0299913,0.00409851,0.0233061,0.0553741,0.0362359,0.0343339,0.0438246,0.0437572,0.0315652,0.0303913,0.0298294,0.0160814,0.0193513,0.0314636,0.0437762,0.011068,0.0107812,0.0295163,0,0.0291529,0.0437687,0,0,0.0234848,0,0,0.0219503,0.054809,0.0487801,0.0152898,0.0438694,0.0579377,0.0445912,0.0325855,0.0638598,0.060861,0.0288807,0.0557038,0.0336633,0.0346492,0.0670583,0.0418368,0.0341438,0.00474098,0.00608562,0.0439126,0.0635179,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0.0341033,0.027985,0,0,0,0.0258642,0,0.035233,0.050235,0,0,0.0223294,0,0,0.0437463,0.0540578,0.0288022,0.00379109,0.0233384,0.0557445,0.0366046,0.0344304,0.0436155,0.0438362,0.0319697,0.0302435,0.0298359,0.0157714,0.0189134,0.0309156,0.0436754,0.0108437,0.0111682,0.0296345,0,0.0292317,0.0438564,0,0,0.0231933,0,0,0.0218625,0.055306,0.0487159,0.0152275,0.0443662,0.0583829,0.0450677,0.0323583,0.0636241,0.0603779,0.0288313,0.0555021,0.0333553,0.0343082,0.0669104,0.0417508,0.0340315,0.00473252,0.00628108,0.04429,0.0629886,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0.0347022,0.0279447,0,0,0,0.0259168,0,0.0351694,0.0503994,0,0,0.0223364,0,0,0.0438375,0.0542434,0.0282163,0.00360011,0.0235665,0.0561576,0.0368169,0.0345103,0.043387,0.0438569,0.0323184,0.0302351,0.0299467,0.0153586,0.0185181,0.0304279,0.0436575,0.0107648,0.0112294,0.0298389,0,0.0293146,0.0442642,0,0,0.0207261,0,0,0.0127263,0.0557644,0.0488243,0.015128,0.044857,0.0588835,0.0460677,0.0321749,0.0633999,0.0600817,0.0286076,0.0553231,0.033104,0.0340463,0.0668327,0.0416555,0.0342999,0.00281691,0,0.0446442,0.0625314,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0.0364589,0.0280219,0,0,0,0.0258152,0,0.034192,0,0,0,0.0222644,0,0,0.0437097,0.0475258,0.0275261,0.0142804,0.0263604,0.0570267,0.0370466,0.0286745,0.0391284,0.0446619,0.0351077,0.0314416,0.0312193,0.0166676,0.0196545,0.0314205,0.0440647,0.0107127,0.0111882,0.0305268,0,0.0284765,0.044241,0,0,0.0225831,0,0,0.0217909,0.0601652,0.0470531,0.0138807,0.0445129,0.0581027,0.0454402,0.0301624,0.061642,0.0602645,0.0303085,0.0555386,0.0325407,0.033886,0.0668233,0.0392855,0.0342375,0.00468456,0.00598047,0.0464185,0.0603865,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0.0354859,0.0280338,0,0,0,0.025705,0,0.0349218,0.0508944,0,0,0.0223308,0,0,0.0436936,0.0548128,0.0293407,0.00301686,0.0238406,0.0563882,0.0370765,0.0348394,0.0430651,0.0433467,0.0328944,0.0305456,0.0304979,0.0150379,0.0182634,0.0300204,0.0439922,0.0107502,0.0110166,0.0301765,0,0.0295213,0.0442323,0,0,0.0227172,0,0,0.0217886,0.0564455,0.0486733,0.0144597,0.0456219,0.0589739,0.0462169,0.031911,0.0630645,0.059486,0.0278495,0.0549521,0.0324935,0.033359,0.0663485,0.0411888,0.0340112,0.00459713,0.00596368,0.0455725,0.0618051,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0.0358854,0.0281526,0,0,0,0.0258133,0,0.0348967,0.0510506,0,0,0.0223342,0,0,0.0434901,0.0550729,0.0281289,0.00268925,0.0239594,0.0565219,0.0370381,0.0349421,0.0429138,0.0432565,0.033305,0.0304067,0.0305065,0.0146509,0.0178032,0.029383,0.0441871,0.0108905,0.0105997,0.0303545,0,0.0295662,0.0443314,0,0,0.0226682,0,0,0.0217805,0.0567474,0.0485028,0.0140284,0.046043,0.0590046,0.0467057,0.0318597,0.0629088,0.0590087,0.0275082,0.0547088,0.0321374,0.0329536,0.0659825,0.0406886,0.0341477,0.00442931,0.00604468,0.0459373,0.0615451,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0.0362535,0.028229,0,0,0,0.0260184,0,0.0347981,0.0513873,0,0,0.0223858,0,0,0.0434021,0.0553541,0.0276362,0.00241358,0.0240726,0.0566361,0.0370776,0.0352021,0.0428443,0.0432669,0.0335613,0.0304704,0.0302717,0.0144814,0.0174708,0.0286694,0.0442527,0.0109563,0.0104108,0.0305108,0,0.0296827,0.044403,0,0,0.02254,0,0,0.0218302,0.056982,0.0481166,0.0136337,0.0464477,0.059074,0.0472011,0.0317145,0.0626875,0.0586827,0.0272654,0.0544585,0.0318681,0.0325689,0.065663,0.0401132,0.0343479,0.00430794,0.0061275,0.0462523,0.0614541,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0.0364189,0.0282237,0,0,0,0.0261908,0,0.0346474,0.051692,0,0,0.0223968,0,0,0.0434096,0.0555608,0.0276554,0.00221519,0.0241119,0.056706,0.0371217,0.0356645,0.0428344,0.043319,0.0337392,0.0305823,0.0301667,0.0143711,0.0173558,0.0280274,0.0442798,0.0109845,0.0103814,0.0306073,0,0.0298394,0.0444585,0,0,0.0223647,0,0,0.0218295,0.0572525,0.047909,0.0133037,0.0467491,0.0590613,0.0475556,0.0315414,0.0624629,0.0584648,0.0270922,0.0542486,0.0316793,0.0322731,0.0654224,0.0396441,0.0345077,0.00425955,0.006153,0.0465768,0.0615306,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0.0365073,0.0281301,0,0,0,0.0264459,0,0.0344728,0.0507569,0,0,0.0223049,0,0,0.0434183,0.0556569,0.02743,0.00203552,0.0242452,0.0567111,0.0370943,0.0360413,0.0427021,0.0433287,0.0339979,0.0305591,0.0301316,0.014235,0.017358,0.0271386,0.044308,0.0109902,0.0104036,0.0307326,0,0.0298573,0.0445495,0,0,0.0222011,0,0,0.0217006,0.0576239,0.0478916,0.0131523,0.0470092,0.0590402,0.0477845,0.0313852,0.0622886,0.0582294,0.026993,0.0540937,0.0313482,0.0321183,0.065224,0.0391937,0.034696,0.00425754,0.00615156,0.0467745,0.0615197,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0.0382032,0.0281344,0,0,0,0.0264866,0,0.0335293,0,0,0,0.0222537,0,0,0.0434194,0.0485567,0.026693,0.0127375,0.0271628,0.0575507,0.0374239,0.0306127,0.0384408,0.0440953,0.0366704,0.0313455,0.0309247,0.0157061,0.0186989,0.0275493,0.0444563,0.0109617,0.0104366,0.0313679,0,0.0286993,0.044827,0,0,0.0219799,0,0,0.0215113,0.0619017,0.0462257,0.0120774,0.0465276,0.058239,0.0475817,0.0293084,0.0604611,0.0584373,0.028816,0.0543364,0.0307195,0.0322927,0.0652302,0.0367459,0.0349392,0.00428011,0.00598778,0.0483661,0.0595432,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0.0382507,0.0280236,0,0,0,0.0266898,0,0.0334215,0,0,0,0.0223659,0,0,0.0434645,0.0487315,0.0253111,0.0123227,0.0272212,0.0575557,0.037518,0.0302243,0.0383695,0.0441347,0.0369193,0.031072,0.0309204,0.0154779,0.0183439,0.0265185,0.0442885,0.0109341,0.0104816,0.0314285,0,0.0284534,0.0449601,0,0,0.0220235,0,0,0.0214044,0.0622574,0.0460048,0.0119937,0.0467551,0.0583951,0.0478004,0.0292528,0.0605085,0.0582643,0.0286016,0.0540425,0.0302769,0.0320722,0.0649432,0.0362666,0.0349184,0.00420488,0.00600129,0.0485412,0.0593103,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0.0382374,0.02794,0,0,0,0.0267669,0,0.0332909,0,0,0,0.0223897,0,0,0.0434448,0.0489348,0.0242587,0.0120516,0.0272812,0.0576103,0.0376039,0.0295578,0.0382665,0.0441091,0.0371599,0.0309714,0.0311618,0.0151463,0.0180699,0.0258578,0.044255,0.0109554,0.0104489,0.0314812,0,0.0283038,0.0450715,0,0,0.0222328,0,0,0.0212932,0.0626032,0.0455509,0.0119959,0.0469333,0.0586019,0.0480211,0.0291604,0.0605935,0.0580062,0.0284018,0.0537466,0.029936,0.031675,0.0644835,0.035743,0.0348999,0.00412797,0.00605275,0.0488205,0.0591964,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0.0384527,0.0278155,0,0,0,0.0267594,0,0.0331354,0,0,0,0.0223641,0,0,0.0433689,0.0491345,0.0237691,0.0119241,0.0273379,0.0577832,0.0376162,0.0293711,0.0381999,0.0440474,0.0373484,0.0308368,0.0313205,0.0148861,0.0178639,0.0255438,0.0441724,0.0109681,0.0103517,0.0317302,0,0.0283251,0.0453766,0,0,0.0206317,0,0,0.0136549,0.0629201,0.0452489,0.0120053,0.0471903,0.0588083,0.0486991,0.0291137,0.0604912,0.0577817,0.0282612,0.0534844,0.0296092,0.0312785,0.0639068,0.0351092,0.0349283,0.00237162,0,0.0491318,0.0591095,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0.0384694,0.0277873,0,0,0,0.0267194,0,0.0330509,0,0,0,0.0222729,0,0,0.0431702,0.0494409,0.0239023,0.0117841,0.0274679,0.0578294,0.0376856,0.0295513,0.0381506,0.0438897,0.0375188,0.0308155,0.0313822,0.014747,0.01766,0.0254949,0.0441393,0.01082,0.0105551,0.0320877,0,0.0283244,0.0451025,0,0,0.0223639,0,0,0.0211319,0.0631441,0.0450446,0.0118466,0.0474333,0.0588595,0.0484991,0.0290813,0.0603761,0.0576804,0.0280585,0.0532463,0.0292718,0.0309191,0.0632119,0.0344008,0.0347283,0.0042835,0.00584348,0.0495957,0.058999,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0.0386592,0.0277565,0,0,0,0.0267158,0,0.0329818,0,0,0,0.0222215,0,0,0.0431165,0.0497638,0.0246356,0.0117018,0.0276624,0.0579001,0.0377671,0.0294032,0.038031,0.0436547,0.037679,0.0308626,0.0315358,0.0146465,0.0175907,0.0256316,0.044056,0.0107461,0.0106719,0.0327147,0,0.0283439,0.0450169,0,0,0.0222827,0,0,0.0211365,0.0632501,0.0447664,0.0117216,0.0475794,0.0589357,0.0487606,0.0289504,0.0602388,0.0574975,0.0277977,0.0530323,0.0289103,0.0305036,0.0624409,0.0333724,0.0346371,0.00446379,0.00594066,0.0499974,0.0588337,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0.0388381,0.0277523,0,0,0,0.0266949,0,0.032906,0,0,0,0.0221072,0,0,0.0431507,0.0499723,0.0258187,0.0114222,0.0278577,0.0580441,0.0378132,0.0295205,0.0379003,0.0433808,0.0377898,0.0309989,0.0317609,0.0146509,0.0175736,0.0259082,0.0441085,0.0108747,0.0105258,0.0335689,0,0.0283778,0.0449514,0,0,0.0222453,0,0,0.0211954,0.0632878,0.0444404,0.011541,0.0477344,0.0590469,0.0489672,0.0288582,0.0601327,0.0572115,0.0275228,0.0527776,0.0285317,0.0300257,0.061562,0.0320418,0.034566,0.00471533,0.00576901,0.0503478,0.0586872,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0.0390471,0.0277577,0,0,0,0.0267722,0,0.0327713,0,0,0,0.0220377,0,0,0.0433507,0.0500973,0.024985,0.0110722,0.0279787,0.0581119,0.0377958,0.0296426,0.0377139,0.0433235,0.0380756,0.0310055,0.0318765,0.0143515,0.0172453,0.025765,0.0441995,0.0109491,0.0105238,0.0337199,0,0.0284478,0.0450646,0,0,0.0221232,0,0,0.0211673,0.0634894,0.0440721,0.0113956,0.0479579,0.0590962,0.0492157,0.0287981,0.0600275,0.0568908,0.027381,0.0525452,0.0282579,0.0296936,0.0607048,0.0314127,0.0344731,0.00484041,0.00580252,0.0506797,0.0586389,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0.0392935,0.0278742,0,0,0,0.0268619,0,0.0326085,0,0,0,0.0220924,0,0,0.0435096,0.0500559,0.0246311,0.0107234,0.028106,0.0581754,0.037851,0.02977,0.0375662,0.0433155,0.0382855,0.0311709,0.0320788,0.0142655,0.0170686,0.0254826,0.0442297,0.0108333,0.0106995,0.034013,0,0.028367,0.045261,0,0,0.0220682,0,0,0.0212591,0.0636628,0.0435765,0.0113125,0.0481393,0.0589944,0.0494321,0.0286982,0.0598142,0.0566791,0.0272676,0.0523908,0.0281328,0.0293606,0.0597208,0.0305958,0.0342641,0.00484674,0.00581989,0.0510676,0.0584948,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0.0394971,0.0281189,0,0,0,0.0239378,0,0.0360318,0,0,0,0.0221566,0,0,0.0435114,0.0495479,0.0231474,0.010473,0.0282699,0.0582979,0.0379027,0.0299065,0.0374132,0.0433912,0.0384675,0.0307802,0.0313237,0.0151046,0.0183484,0.0264207,0.0442414,0.0107939,0.0106689,0.0312197,0,0.0292522,0.0454275,0,0,0.0221982,0,0,0.0213424,0.0638582,0.0409889,0.0113206,0.0482562,0.059028,0.0496415,0.0285637,0.059641,0.056429,0.0270263,0.0533685,0.028918,0.0309307,0.0600223,0.0303164,0.0340019,0.00477196,0.0057946,0.0514238,0.0581088,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0.0416135,0.0286148,0,0,0,0.0236608,0,0.0353644,0,0,0,0.0225231,0,0,0.0430509,0.0488836,0.0219022,0.0130814,0.0269691,0.0602779,0.0363281,0.0287224,0.0383833,0.0441315,0.0373267,0.0324144,0.0329142,0.016287,0.0185514,0.0255453,0.0449097,0.0107185,0.0103033,0.0308609,0,0.0287363,0.0462397,0,0,0.0224949,0,0,0.0213007,0.0637972,0.0402238,0.0129912,0.0469504,0.0608124,0.0481163,0.0283853,0.0605525,0.05779,0.0278724,0.0533851,0.0286423,0.0308595,0.0598943,0.0298379,0.0344007,0.004769,0.00534944,0.0520431,0.0557304,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0.0419149,0.0287576,0,0,0,0.0207029,0,0.0376435,0,0,0,0.0219616,0,0,0.0432436,0.0513324,0.0198194,0.0102496,0.0265611,0.0606931,0.0362378,0,0.0387011,0.0423394,0.0360903,0.0348038,0.0347496,0.0198943,0.0218104,0.0264787,0.0453384,0.0105047,0.0103404,0.0285786,0,0.0280594,0.0461782,0,0,0.0204299,0,0,0.0109515,0.0618319,0.0375262,0.0146392,0.0437356,0.0617086,0.0489421,0.0292767,0.0615737,0.0565856,0.0250695,0.0571581,0.0302773,0.0339681,0,0.0268415,0.0343302,0.0027446,0,0.0520142,0.0556668,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0.042673,0.0290201,0,0,0,0.0204895,0,0.0383585,0,0,0,0.0220311,0,0,0.0430614,0.0498837,0.0200458,0.0142682,0.026179,0.0617716,0.0363371,0.0283706,0.0388688,0.0442811,0.0365309,0.0338135,0.0337604,0.0186905,0.0205795,0.0266956,0.045525,0.0106669,0.0100749,0.0275549,0,0.0279425,0.046278,0,0,0.0212319,0,0,0.0135959,0.0626439,0.0361247,0.0150901,0.0433172,0.0620391,0.0484099,0.0287142,0.0614726,0.0569914,0.0258276,0.0574573,0.0305631,0.0342293,0,0.0265297,0.034187,0.00290798,0,0.0529362,0.0544661,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0.0438097,0.0293389,0,0,0,0.0191281,0,0.0397971,0,0,0,0.0190587,0,0,0.0347833,0.0497637,0.0195557,0.0158368,0.0255026,0.0633663,0.0344513,0.0280673,0.0395742,0.0447185,0.0361824,0.0343005,0.033855,0.0195074,0.0213288,0.0276101,0.046618,0.0161412,0,0.0258765,0,0.0285683,0.0462976,0,0,0.0211351,0,0,0.0113071,0.0626576,0.0345015,0.0165371,0.0426967,0.0635694,0.0483478,0.0288003,0.0618072,0.0574766,0.0262594,0.0581544,0.0311965,0.0351983,0,0.0265686,0.0342399,0.00326689,0,0.0532077,0.0532545,0,0,0,0,0,0,0,0
