Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,x73,x74,LWRB,RTIBP,LASI,RASI,RWRB
819,0,0,0,0,0,0,0.0166539,0.0339236,0,0,0,0.0488402,0,0.03706,0,0,0.0210906,0,0,0.0456293,0.0363542,0.0397598,0.0203118,0.0226094,0.0420804,0.02914,0.0346442,0.0381433,0.0349567,0.0290545,0.0373484,0.0335355,0.0283684,0.0379125,0.0214482,0.0409031,0.0122751,0.046622,0,0.0280638,0.0388227,0,0,0.030686,0,0,0.0233153,0.0439449,0.0430547,0.00898236,0.0217999,0.0379121,0.0369463,0.0437822,0.0698217,0.0616284,0.0370315,0.074034,0.0514979,0.0417705,0.0360647,0.0346482,0.0102037,0.0383928,0.0662463,0,0,0,0,0,0.0100749,0.0676493,0.0261849,0.0365241,0
820,0,0,0,0,0,0,0.0163638,0.0343238,0,0,0,0.0489478,0,0.036925,0,0,0.0209952,0,0,0.0455528,0.0366026,0.0397477,0.0204174,0.0226012,0.0426235,0.0288898,0.034715,0.0382609,0.0350434,0.0290857,0.0372537,0.0334695,0.0282877,0.0378628,0.0215956,0.0408673,0.0123751,0.0465953,0,0.0282324,0.0388939,0,0,0.0317279,0,0,0.0240775,0.0436884,0.0432024,0.00873351,0.0216266,0.038145,0.0364007,0.0437367,0.0699364,0.061691,0.0368931,0.073908,0.0513787,0.04175,0.035989,0.0352927,0.0106447,0.038608,0.0661697,0,0,0,0,0,0.00999855,0.0676637,0.0260315,0.0365791,0.00762421
821,0,0,0,0,0,0,0.0164422,0.0343166,0,0,0,0.048972,0,0.0368767,0,0,0.0209739,0,0,0.0455094,0.0366113,0.039684,0.0204209,0.0225943,0.0427224,0.0288109,0.0346598,0.0382428,0.0350725,0.0290925,0.0372462,0.0334851,0.0283069,0.0378576,0.0215694,0.0409553,0.0123321,0.0465981,0,0.0282058,0.0389187,0,0,0.0317852,0,0,0.0240322,0.0436627,0.0431644,0.00869463,0.0216192,0.0381509,0.0363999,0.0438,0.069998,0.0617332,0.036921,0.0738148,0.0513535,0.0418317,0.0359745,0.0352574,0.0107262,0.038596,0.0662972,0,0,0,0,0,0.00995502,0.0679422,0.0260467,0.0365473,0.00771452
822,0,0,0,0,0,0,0.0165141,0.0343041,0,0,0,0.0490082,0,0.0368521,0,0,0.0209206,0,0,0.0454861,0.0366122,0.0396513,0.020424,0.0225946,0.0427939,0.0287725,0.0346653,0.0382055,0.0350938,0.0291162,0.0372362,0.0334942,0.028336,0.0378796,0.0215269,0.0411149,0.0123192,0.0465558,0,0.0281723,0.0389638,0,0,0.0318006,0,0,0.0238736,0.0436696,0.043066,0.00866549,0.0216278,0.0381265,0.0364189,0.0438176,0.0700296,0.0617292,0.0369176,0.0737605,0.0513685,0.0418213,0.0359666,0.0352573,0.0108529,0.0385981,0.0664048,0,0,0,0,0,0.00994532,0.067718,0.026074,0.0364969,0.00773324
823,0,0,0,0,0,0,0.0165702,0.0342955,0,0,0,0.0490324,0,0.0368569,0,0,0.0208505,0,0,0.0454726,0.0366196,0.039657,0.020392,0.0226251,0.0427869,0.0286691,0.0346503,0.038167,0.035111,0.0291778,0.0372448,0.0335264,0.0283826,0.0379302,0.0214573,0.0412231,0.0122931,0.0464738,0,0.0281186,0.0390427,0,0,0.0318514,0,0,0.0236932,0.0436934,0.0429882,0.00863389,0.0216323,0.0381281,0.0364366,0.0438079,0.0700125,0.0617334,0.0369023,0.0737549,0.0514433,0.0418685,0.0359574,0.0352456,0.0108994,0.0386129,0.0664646,0,0,0,0,0,0.00996304,0.0675798,0.0260942,0.036473,0.00764906
824,0,0,0,0,0,0,0.016606,0.0343234,0,0,0,0.0490408,0,0.0368838,0,0,0.0207592,0,0,0.0454781,0.0366169,0.0396211,0.0204236,0.0226313,0.0427337,0.0284986,0.0346469,0.0381166,0.0350983,0.029202,0.0372711,0.0335676,0.0283781,0.037942,0.0214051,0.041306,0.0122702,0.0463971,0,0.0280715,0.0391192,0,0,0.0319626,0,0,0.0236613,0.0437143,0.0429422,0.00857938,0.0216034,0.0381136,0.0364729,0.043831,0.0700179,0.0617421,0.0369107,0.0737528,0.051507,0.0419225,0.0359372,0.0352369,0.0108849,0.0386395,0.0664518,0,0,0,0,0,0.0100337,0.067439,0.0260453,0.0364615,0.00770145
825,0,0,0,0,0,0,0.0166599,0.0343232,0,0,0,0.0490301,0,0.0368768,0,0,0.0207771,0,0,0.0454173,0.0365733,0.0395282,0.0204815,0.022654,0.0426959,0.0283534,0.0347306,0.0380168,0.0350544,0.0291567,0.0372552,0.0335467,0.0283426,0.0379198,0.0213214,0.0412749,0.0123604,0.0463106,0,0.0280578,0.0391506,0,0,0.0320768,0,0,0.0236117,0.0437633,0.0429135,0.00850794,0.0215858,0.0380855,0.036535,0.0438807,0.0700263,0.0617456,0.0369583,0.0737343,0.0514059,0.0418193,0.0358932,0.0352137,0.010831,0.0386783,0.0664876,0,0,0,0,0,0.00992298,0.0673775,0.0259865,0.0364377,0.00765459
826,0,0,0,0,0,0,0.0167396,0.0343286,0,0,0,0.0490213,0,0.0368545,0,0,0.0207382,0,0,0.0454536,0.0365559,0.0394016,0.0204703,0.0227297,0.0427427,0.0282871,0.034822,0.0379212,0.0350391,0.0291399,0.0371952,0.0334956,0.0283148,0.0378597,0.0212418,0.04129,0.0124007,0.0462314,0,0.0280776,0.0391274,0,0,0.0321709,0,0,0.023589,0.0437676,0.0429414,0.00845301,0.0215559,0.0381053,0.0365922,0.043936,0.0700626,0.0617557,0.0370031,0.0737276,0.0512856,0.0417132,0.0358087,0.0351876,0.0107376,0.0386833,0.0666049,0,0,0,0,0,0.00986839,0.0675508,0.0260133,0.0364623,0.0076437
827,0,0,0,0,0,0,0.0167582,0.0343545,0,0,0,0.0490412,0,0.03687,0,0,0.0206436,0,0,0.0455924,0.0366272,0.0393502,0.0204203,0.0227875,0.0428423,0.0282566,0.034888,0.0379118,0.0350077,0.0291461,0.0371402,0.0334514,0.0282859,0.0377765,0.0211702,0.0413538,0.0123735,0.0461565,0,0.0280926,0.0391226,0,0,0.0321829,0,0,0.0235257,0.0437802,0.0429417,0.00844839,0.0215344,0.0381866,0.0366317,0.0440357,0.070121,0.0617942,0.0370792,0.0736509,0.0511851,0.0416202,0.0357625,0.0351451,0.0107298,0.0386753,0.0666854,0,0,0,0,0,0.00998028,0.06784,0.0261138,0.036456,0.00773136
828,0,0,0,0,0,0,0.0168219,0.0343345,0,0,0,0.04899,0,0.0368834,0,0,0.0206457,0,0,0.0456441,0.0366696,0.0393006,0.0203444,0.02283,0.0429973,0.0282433,0.0349191,0.0379152,0.0349518,0.0291487,0.0371336,0.0334259,0.0282852,0.0377497,0.0210953,0.0413866,0.0123574,0.0459954,0,0.0280917,0.0391382,0,0,0.0321648,0,0,0.023416,0.0438223,0.0428533,0.00836684,0.0215218,0.0382995,0.0366589,0.0441108,0.0701407,0.0618,0.0371354,0.073661,0.0511595,0.041612,0.0356643,0.0350558,0.0106903,0.0386275,0.0667835,0,0,0,0,0,0.0100112,0.0674851,0.0261266,0.0364351,0.00791438
829,0,0,0,0,0,0,0.0168393,0.0342994,0,0,0,0.0489032,0,0.0369252,0,0,0.0207616,0,0,0.045563,0.0366904,0.0392379,0.0202282,0.0229126,0.0430995,0.0282397,0.0349983,0.0379146,0.0349228,0.0291043,0.0371348,0.0333999,0.0282208,0.0377024,0.0210267,0.0413584,0.0124674,0.0458679,0,0.0281272,0.039165,0,0,0.0323738,0,0,0.0232682,0.0438601,0.0427657,0.00829273,0.0215139,0.0383791,0.0367078,0.0442265,0.0701814,0.061818,0.0371843,0.0736109,0.0511245,0.0415895,0.0355778,0.0349748,0.0108625,0.0385962,0.0668558,0,0,0,0,0,0.00985836,0.0672254,0.026129,0.0363901,0.00738098
830,0,0,0,0,0,0,0.0172596,0.0337882,0,0,0,0.0486061,0,0.037037,0,0,0.0207414,0,0,0.0455999,0.0364967,0.0390003,0.019958,0.023013,0.0428938,0.028425,0.0348836,0.03775,0.034842,0.0292109,0.0372787,0.0333821,0.0283511,0.037792,0.0208237,0.041399,0.0121919,0.0455383,0,0.0279593,0.03913,0,0,0.0316476,0,0,0.0223918,0.0441004,0.0424116,0.00828364,0.0217357,0.0384186,0.0372092,0.0443315,0.0701086,0.0617815,0.0373132,0.0736594,0.0512589,0.0417251,0.0354009,0.0341284,0.0103218,0.0382538,0.0672547,0,0,0,0,0,0.00994313,0.0672126,0.0262876,0.0362539,0
831,0,0,0,0,0,0,0.0167806,0.0342435,0,0,0,0.0487692,0,0.0370005,0,0,0.0207281,0,0,0.0455387,0.0367328,0.039032,0.0200491,0.0230949,0.0433631,0.0282688,0.0352002,0.0379405,0.0347611,0.0291232,0.0370892,0.0329425,0.0280536,0.0375049,0.0209656,0.0413397,0.0123503,0.0456234,0,0.0281253,0.0392337,0,0,0.0325462,0,0,0.0232225,0.0439091,0.042649,0.00815361,0.021576,0.0386557,0.0367435,0.0444555,0.0703042,0.0618374,0.037309,0.0734379,0.0510322,0.0415806,0.0354167,0.0349334,0.0107828,0.0385257,0.0671109,0,0,0,0,0,0.010096,0.0670403,0.0261375,0.0362843,0.00734353
832,0,0,0,0,0,0,0.0167694,0.0342256,0,0,0,0.048691,0,0.0370872,0,0,0.020765,0,0,0.0454759,0.0367424,0.0388639,0.0199182,0.0232383,0.0435309,0.0283228,0.0353224,0.0379507,0.0346673,0.0291101,0.0370161,0.0327645,0.0279905,0.0373792,0.0208833,0.0412781,0.012345,0.0455027,0,0.0280713,0.0392625,0,0,0.0325864,0,0,0.0232677,0.0439464,0.042609,0.00806212,0.021613,0.0388164,0.0367748,0.0445525,0.0703327,0.0618471,0.0374011,0.0733836,0.0509994,0.0416707,0.0353125,0.0349267,0.0107697,0.0384172,0.0672386,0,0,0,0,0,0.0101308,0.0669404,0.0261385,0.0362556,0.00736911
833,0,0,0,0,0,0,0.0167899,0.0342153,0,0,0,0.0485706,0,0.0372006,0,0,0.0207328,0,0,0.0454184,0.0367546,0.0387369,0.0197936,0.0233645,0.0436602,0.0283728,0.0354487,0.0380126,0.0345656,0.029036,0.0369209,0.032687,0.0279092,0.0372289,0.0207899,0.041216,0.0123726,0.0453932,0,0.0280223,0.0392508,0,0,0.0326174,0,0,0.0233126,0.0439732,0.042588,0.00799414,0.0216149,0.0389447,0.0368111,0.0446235,0.070352,0.061861,0.0374396,0.0732877,0.0509459,0.0416362,0.0352212,0.0349374,0.0107229,0.0382974,0.0673624,0,0,0,0,0,0.0101075,0.0669102,0.0261549,0.0362233,0.0073937
834,0,0,0,0,0,0,0.0168533,0.03418,0,0,0,0.0484849,0,0.0373168,0,0,0.020727,0,0,0.0453797,0.0368222,0.038667,0.0196669,0.0235005,0.0437578,0.028419,0.0355979,0.0381891,0.0344346,0.0289269,0.0368226,0.0326955,0.0278268,0.0370985,0.0207648,0.0412017,0.012387,0.0453282,0,0.0279812,0.0392493,0,0,0.0326168,0,0,0.0232643,0.0439927,0.0424715,0.00795052,0.0215805,0.0390641,0.0368436,0.0446853,0.0703852,0.0618955,0.0374599,0.0731463,0.0508736,0.0415866,0.0351524,0.0349411,0.010682,0.0381852,0.0674818,0,0,0,0,0,0.0100912,0.0669462,0.0262193,0.0361596,0.00739857
835,0,0,0,0,0,0,0.0168999,0.0341404,0,0,0,0.0484611,0,0.0373842,0,0,0.0207224,0,0,0.045499,0.0368562,0.0385826,0.0195026,0.0236928,0.0438825,0.0284559,0.0357708,0.038281,0.0342796,0.0288205,0.0367379,0.0326278,0.0277346,0.0369907,0.0207239,0.0411981,0.0123686,0.0452044,0,0.0279741,0.0392931,0,0,0.0325777,0,0,0.0231892,0.0440304,0.0423752,0.00789434,0.0215615,0.0392008,0.0368328,0.0447345,0.070402,0.0619422,0.0374769,0.0730612,0.0508218,0.0415342,0.0350729,0.0348954,0.0106822,0.0380464,0.0677244,0,0,0,0,0,0.0101788,0.0669685,0.0263245,0.0360537,0.00740649
836,0,0,0,0,0,0,0.0169043,0.0341231,0,0,0,0.0485696,0,0.0374717,0,0,0.0206707,0,0,0.0456756,0.0368582,0.0384561,0.0193861,0.0239149,0.0439657,0.0284773,0.0359717,0.0383156,0.0341221,0.0286978,0.0366161,0.0324968,0.0276185,0.0368472,0.0206628,0.0411917,0.0122898,0.0451209,0,0.0280406,0.0393707,0,0,0.0325301,0,0,0.0231503,0.0440664,0.0422564,0.00787298,0.0215178,0.0393366,0.0367987,0.0447942,0.0704216,0.0619941,0.0375076,0.0730227,0.0507555,0.0415725,0.0350348,0.0348627,0.0107241,0.0379271,0.0679144,0,0,0,0,0,0.0104098,0.0668799,0.0264278,0.0359359,0.00735991
837,0,0,0,0,0,0,0.0169362,0.0341354,0,0,0,0.0485521,0,0.0375919,0,0,0.0206753,0,0,0.0457456,0.0368739,0.0383113,0.0192723,0.0241646,0.0440337,0.0284916,0.0361552,0.0383334,0.0339345,0.0285792,0.0364353,0.0323873,0.0274518,0.0366959,0.0206136,0.0412121,0.0123232,0.0450696,0,0.0280154,0.0394423,0,0,0.0325233,0,0,0.0231849,0.0440697,0.0420979,0.0078555,0.0214703,0.0394811,0.0367815,0.0448417,0.0704388,0.0619978,0.0375378,0.0729486,0.0506776,0.0415743,0.0349785,0.034835,0.0107365,0.0378709,0.0680354,0,0,0,0,0,0.0104835,0.0666184,0.0264785,0.0358519,0.00734902
838,0,0,0,0,0,0,0.0170001,0.0341353,0,0,0,0.0479573,0,0.0378037,0,0,0.0207312,0,0,0.0456664,0.0369043,0.0381368,0.0191027,0.0243954,0.0441813,0.0284963,0.036304,0.0383686,0.0337862,0.0285002,0.0362847,0.0322582,0.0272447,0.0364918,0.0204882,0.0411851,0.0124596,0.0449606,0,0.0278555,0.0395144,0,0,0.0325009,0,0,0.0233057,0.0440979,0.0419855,0.00776556,0.0215075,0.0397206,0.0367677,0.0448592,0.0704176,0.06198,0.037601,0.0728792,0.0506456,0.0415471,0.0348667,0.034812,0.0106577,0.0378603,0.0681338,0,0,0,0,0,0.0103587,0.0665376,0.0265512,0.035806,0.00749762
839,0,0,0,0,0,0,0.017187,0.0341504,0,0,0,0.0471876,0,0.0378508,0,0,0.02079,0,0,0.0455615,0.0371721,0.0382093,0.0193581,0.0247599,0.0439059,0.0286064,0.0369458,0.0387369,0.03342,0.0280337,0.0359825,0.0319608,0.0266699,0.0358129,0.0210183,0.0412894,0.0125006,0.0452832,0,0.0278483,0.0393181,0,0,0.0327324,0,0,0.0231729,0.0439666,0.0412793,0.00862772,0.0213284,0.039234,0.0370066,0.0457162,0.0711216,0.0620889,0.0377131,0.0724403,0.0502638,0.0413098,0.0339998,0.0345848,0.0105294,0.0381083,0.0680505,0,0,0,0,0,0.0102666,0.0663372,0.0263015,0.0358774,0.00799061
840,0,0,0,0,0,0,0.0174408,0.0338586,0,0,0,0.0462591,0,0.0384617,0,0,0.0211504,0,0,0.0455014,0.0367346,0.0381646,0.0189669,0.0247244,0.0441901,0.0286179,0.0366148,0.0385485,0.0334087,0.0279325,0.0359919,0.0319171,0.0268303,0.0358361,0.0205094,0.0409239,0.0123893,0.0447081,0,0.0273004,0.0397265,0,0,0.0324252,0,0,0.0234543,0.0444593,0.0405453,0.00830828,0.0219127,0.0398588,0.0369555,0.0457434,0.0707253,0.062009,0.0381558,0.0725637,0.0507818,0.0416461,0.0338354,0.0345344,0.00995801,0.0378845,0.0684529,0,0,0,0,0,0.0106094,0.0659418,0.0267794,0.0354832,0.00839054
841,0,0,0,0,0,0,0.016862,0.034373,0,0,0,0.0466565,0,0.0381908,0,0,0.0209698,0,0,0.0454956,0.037189,0.03774,0.0188082,0.0252927,0.0447315,0.0286799,0.0371181,0.0386779,0.0331025,0.0279581,0.0359311,0.0317164,0.0263277,0.0354792,0.0201283,0.0410238,0.0125364,0.0447844,0,0.0279596,0.0395009,0,0,0.0324444,0,0,0.0232691,0.0442595,0.0420828,0.00746953,0.0216333,0.0403346,0.0368074,0.0451962,0.0702819,0.0620089,0.0378912,0.0722706,0.0504593,0.0411692,0.0347116,0.0349362,0.0108697,0.0382696,0.0686238,0,0,0,0,0,0.0106796,0.0647477,0.0268508,0.0355549,0.00741545
842,0,0,0,0,0,0,0.0172089,0.034071,0,0,0,0.0461326,0,0.0384051,0,0,0.0208663,0,0,0.0456201,0.037277,0.037524,0.0185752,0.0255231,0.0450352,0.028827,0.0371537,0.0385379,0.0330236,0.0280098,0.0359699,0.0314583,0.0264248,0.0355225,0.0202989,0.0410419,0.01248,0.0443672,0,0.0278403,0.0395355,0,0,0.0324867,0,0,0.0231065,0.0442803,0.0416432,0.0073297,0.02171,0.0406137,0.0368553,0.0452868,0.0703155,0.062005,0.0380052,0.072425,0.0504952,0.0413757,0.0341607,0.0347506,0.0105743,0.0380105,0.0687695,0,0,0,0,0,0.0106488,0.0644279,0.0269445,0.0355713,0.00772454
843,0,0,0,0,0,0,0.0172083,0.0340574,0,0,0,0.0459915,0,0.0384934,0,0,0.0208257,0,0,0.0456527,0.0373961,0.0374004,0.0183729,0.0256781,0.045204,0.0288724,0.0373252,0.038542,0.0329002,0.0279955,0.0358754,0.0313142,0.0262933,0.0352846,0.0202754,0.0410468,0.012562,0.0442414,0,0.0278503,0.0395599,0,0,0.0324894,0,0,0.0229944,0.0443547,0.0414896,0.00722479,0.0216819,0.0408187,0.036921,0.0454746,0.0704297,0.0620792,0.0381373,0.0723492,0.0503844,0.0412888,0.0340417,0.0347533,0.010487,0.0379958,0.0688896,0,0,0,0,0,0.0106803,0.0643811,0.0270446,0.0355545,0.00765065
844,0,0,0,0,0,0,0.0173551,0.0340873,0,0,0,0.0459627,0,0.0384871,0,0,0.0207457,0,0,0.0457351,0.0375174,0.0373677,0.0182074,0.0255672,0.0453626,0.0289112,0.0373731,0.0386197,0.0329024,0.0280818,0.0358313,0.0313806,0.0262681,0.0352345,0.0202213,0.0409715,0.0125722,0.044061,0,0.0277832,0.0395372,0,0,0.0325409,0,0,0.0229349,0.0444277,0.0412731,0.00709613,0.0216275,0.0410074,0.036998,0.0456202,0.0705828,0.0621589,0.0382422,0.0722161,0.0502894,0.0411651,0.0339474,0.0347607,0.0104058,0.0380186,0.0689888,0,0,0,0,0,0.0107412,0.0643251,0.0271569,0.0355076,0.00762121
845,0,0,0,0,0,0,0.0176107,0.0341551,0,0,0,0.0460232,0,0.0384772,0,0,0.0207593,0,0,0.0457075,0.0376993,0.0373486,0.018131,0.025488,0.0454894,0.0289408,0.0374633,0.038749,0.0329063,0.0281009,0.035745,0.0315209,0.0262404,0.0351622,0.0201464,0.0408926,0.0126097,0.043881,0,0.0277218,0.0395157,0,0,0.0326125,0,0,0.0228991,0.0444711,0.0411171,0.00699031,0.0216096,0.0411701,0.0370817,0.0457894,0.0707302,0.0622232,0.0383758,0.071966,0.0501711,0.041187,0.0338349,0.0347996,0.0104003,0.0380966,0.0690452,0,0,0,0,0,0.0107245,0.0641462,0.0272088,0.035455,0.00756872
846,0,0,0,0,0,0,0.017455,0.0341047,0,0,0,0.046046,0,0.0384827,0,0,0.0207697,0,0,0.0456719,0.0378733,0.0372795,0.0180581,0.0254392,0.0456409,0.0290454,0.0374689,0.0387773,0.032968,0.0281544,0.0356713,0.0314659,0.0262316,0.0351555,0.0200438,0.0408258,0.0125273,0.0436342,0,0.0276504,0.0395966,0,0,0.0326424,0,0,0.0229962,0.044529,0.0408588,0.00685024,0.0216084,0.0413477,0.0371393,0.0459432,0.0708208,0.062266,0.0384978,0.0717854,0.0500671,0.0411805,0.0336801,0.0347031,0.0103807,0.0381321,0.0691305,0,0,0,0,0,0.0108255,0.0641502,0.0272475,0.0353836,0.00767316
847,0,0,0,0,0,0,0.0173351,0.0341049,0,0,0,0.0460569,0,0.0384903,0,0,0.0207931,0,0,0.0455891,0.0380169,0.0372658,0.0179928,0.0253846,0.0457863,0.029153,0.037434,0.0387852,0.0330124,0.0282424,0.0356073,0.0312243,0.0261845,0.0351441,0.0199634,0.0407947,0.0124869,0.0434523,0,0.0276362,0.0396303,0,0,0.0326775,0,0,0.0231428,0.0445912,0.040507,0.00673918,0.021552,0.0415279,0.0372002,0.0461033,0.0709193,0.0623199,0.0385671,0.0714686,0.0499065,0.0409761,0.033547,0.03462,0.0103474,0.0381902,0.0692236,0,0,0,0,0,0.0108706,0.0647724,0.02726,0.0353043,0.00795631
848,0,0,0,0,0,0,0.0173694,0.0341488,0,0,0,0.0461249,0,0.0385039,0,0,0.0208257,0,0,0.0454796,0.0381456,0.0373172,0.0178908,0.0253365,0.0459249,0.0292203,0.0374761,0.0388076,0.0330415,0.0283006,0.0355392,0.0311054,0.026128,0.0350958,0.0198959,0.0408096,0.0125077,0.0433277,0,0.0277026,0.0396205,0,0,0.032697,0,0,0.0231509,0.0446312,0.0402649,0.00667946,0.0215207,0.0416934,0.0372635,0.0463061,0.0710821,0.0624218,0.0386577,0.0710614,0.0497023,0.040774,0.0334235,0.0345944,0.0103378,0.0382835,0.06935,0,0,0,0,0,0.010842,0.065867,0.0273074,0.0352654,0.00818433
849,0,0,0,0,0,0,0.0175618,0.0341529,0,0,0,0.0461278,0,0.0385406,0,0,0.0208286,0,0,0.0454953,0.0382314,0.0372928,0.0177667,0.0252409,0.0461165,0.0292461,0.0374636,0.0388024,0.0330882,0.0283338,0.0355037,0.0311366,0.0261356,0.0350779,0.0197992,0.040784,0.0126005,0.0430015,0,0.0276117,0.0396442,0,0,0.032714,0,0,0.023058,0.0447246,0.0399579,0.00650726,0.0215739,0.0418884,0.0372902,0.0465065,0.071192,0.0624866,0.0387853,0.0706745,0.0495716,0.0407756,0.0332122,0.0345629,0.0102007,0.0383317,0.0693988,0,0,0,0,0,0.0107848,0.0655447,0.0273939,0.0351359,0.00830012
850,0,0,0,0,0,0,0.0177901,0.0341755,0,0,0,0.0461645,0,0.0385075,0,0,0.0207885,0,0,0.0455962,0.0383186,0.0372281,0.0177444,0.0251407,0.0463006,0.0292217,0.0374723,0.03885,0.0331271,0.0283318,0.0354363,0.0312263,0.0261063,0.0350488,0.0196723,0.0407824,0.0126796,0.0426827,0,0.0274426,0.039678,0,0,0.0327541,0,0,0.022997,0.0448201,0.0396194,0.00631068,0.0216596,0.042033,0.037279,0.0467232,0.0713176,0.0625659,0.0389626,0.0701473,0.0493844,0.0407426,0.0329809,0.0345422,0.00998565,0.0384031,0.0694771,0,0,0,0,0,0.0108011,0.064952,0.0273373,0.0350601,0.00849657
851,0,0,0,0,0,0,0.0176515,0.0341459,0,0,0,0.0461059,0,0.0385736,0,0,0.0207569,0,0,0.0457233,0.0383392,0.0371795,0.0176473,0.0251577,0.0464631,0.0292574,0.0374499,0.0388541,0.033168,0.028289,0.0353604,0.0312239,0.0260235,0.0349843,0.0196035,0.040795,0.0126691,0.0424257,0,0.0273401,0.0398027,0,0,0.0330585,0,0,0.0228659,0.0449199,0.0393708,0.00616808,0.0216799,0.0422101,0.0372865,0.0469353,0.0714261,0.062673,0.0391924,0.0700758,0.0491292,0.0406186,0.0327846,0.0344925,0.010064,0.0383841,0.0696381,0,0,0,0,0,0.0109321,0.0648608,0.0272938,0.0350249,0.00795704
852,0,0,0,0,0,0,0.0179944,0.0337409,0,0,0,0.0461442,0,0.0384167,0,0,0.020685,0,0,0.0457633,0.0384155,0.0367705,0.01738,0.0251467,0.0464556,0.0294882,0.0373663,0.0387773,0.0332073,0.0283958,0.0354642,0.031355,0.0261245,0.0351638,0.0194359,0.0409653,0.0125175,0.0421216,0,0.0272835,0.0397156,0,0,0.0323763,0,0,0.0218585,0.0450626,0.0390087,0.00610411,0.021708,0.0422587,0.0377536,0.0471963,0.071509,0.0627416,0.0394529,0.0700061,0.0489302,0.0405241,0.0324397,0.0336888,0.00998755,0.0381668,0.0699092,0,0,0,0,0,0.0109348,0.0654012,0.0272299,0.0350028,0
853,0,0,0,0,0,0,0.0175602,0.0341479,0,0,0,0.0463231,0,0.0384342,0,0,0.0208763,0,0,0.0456265,0.0386576,0.0367601,0.017412,0.0250257,0.0469867,0.029373,0.0374107,0.0389391,0.0333086,0.0282437,0.0353286,0.0312776,0.0259329,0.0350686,0.0192936,0.0408557,0.0126934,0.0419658,0,0.0272891,0.0399592,0,0,0.033093,0,0,0.0227401,0.0451178,0.0388245,0.00595858,0.0217595,0.0425832,0.0373641,0.0475898,0.07166,0.0629057,0.0397008,0.0696067,0.0486263,0.0402827,0.0323496,0.0345185,0.0100979,0.0384794,0.0696693,0,0,0,0,0,0.0109539,0.0657398,0.0274077,0.0350425,0.00814083
854,0,0,0,0,0,0,0.0176246,0.0341307,0,0,0,0.0462884,0,0.0384267,0,0,0.0209377,0,0,0.0455783,0.0388604,0.0366192,0.0173027,0.0249499,0.0473234,0.0294628,0.0373805,0.0389117,0.0334042,0.0283527,0.0353192,0.0312146,0.0258719,0.0350757,0.0191643,0.0407898,0.0127779,0.0414815,0,0.027299,0.0399923,0,0,0.0330353,0,0,0.0228035,0.0453051,0.0384367,0.00580714,0.0219188,0.0428012,0.0374222,0.0478713,0.0717399,0.0629844,0.0399086,0.0693315,0.0484768,0.0403004,0.0321277,0.0344861,0.00997516,0.0384788,0.0699267,0,0,0,0,0,0.0108834,0.0652783,0.0280202,0.0352222,0.00817898
855,0,0,0,0,0,0,0.0177074,0.0342153,0,0,0,0.0461088,0,0.0385059,0,0,0.0209771,0,0,0.0455323,0.0390598,0.0367313,0.0172531,0.0249011,0.0475864,0.0295401,0.0374086,0.0389799,0.0335461,0.0284455,0.0352385,0.0309893,0.0256685,0.0348717,0.0191882,0.0407378,0.012827,0.0410725,0,0.0273318,0.0399761,0,0,0.0328851,0,0,0.02285,0.0455281,0.0380939,0.00570717,0.0220709,0.0429865,0.0374939,0.048187,0.0719609,0.0630636,0.0402021,0.0689495,0.0481882,0.0402042,0.0319677,0.0344862,0.00985234,0.0384361,0.0704241,0,0,0,0,0,0.0108824,0.0649457,0.0283932,0.0351829,0.00855687
856,0,0,0,0,0,0,0.017906,0.0343032,0,0,0,0.0459798,0,0.0385367,0,0,0.020993,0,0,0.0455028,0.0392958,0.0366706,0.0171696,0.0247531,0.0478461,0.0295881,0.0373543,0.039118,0.0337619,0.0285969,0.0351602,0.0309047,0.0255189,0.0347997,0.0190922,0.0406988,0.0127635,0.0406317,0,0.0272496,0.0399559,0,0,0.0328268,0,0,0.0228949,0.0457443,0.0376976,0.0056467,0.0222183,0.0432692,0.0375922,0.0485125,0.0721438,0.0631429,0.0405524,0.0685755,0.047898,0.0399805,0.0317519,0.0344465,0.00981651,0.0382277,0.0710734,0,0,0,0,0,0.011022,0.0649745,0.0285603,0.0348507,0.008748
