Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,x73,x74,LWRB,RTIBP,LASI,RASI,RWRB
29,0,0,0,0,0,0,0.0439426,0.0314013,0,0,0,0.0253671,0,0.0351693,0,0,0.0235419,0,0,0.0454792,0.0530164,0.0204787,0.0164319,0.024091,0.0643311,0.0407857,0.0297244,0.0428471,0.0457495,0.0331479,0.0304172,0.0290016,0.0177181,0.020551,0.025862,0.038848,0.0106523,0.0208015,0,0.0301277,0.0462915,0,0,0.0302578,0,0,0.0137603,0.0605051,0.0298667,0.0135702,0.0368927,0.061513,0.0402369,0,0,0.0684984,0.0309608,0.0640483,0.0352455,0.0284808,0.0312096,0.037138,0.00523665,0.0519433,0.0524646,0,0,0,0,0,0.0119804,0,0,0,0
30,0,0,0,0,0,0,0.0403672,0.0309629,0,0,0,0.0264884,0,0.0359798,0,0,0.0229701,0,0,0.0459697,0.0542766,0.0227102,0.0129693,0.0261347,0.0604427,0.0435666,0.0319133,0.0415996,0.0439376,0.0344071,0.0277727,0.0264921,0.0166392,0.0204829,0.0263836,0.0379362,0.0115657,0.0212728,0,0.0309684,0.0443522,0,0,0.0306388,0,0,0.0142102,0.0607545,0.0310054,0.0100428,0.0396565,0.058056,0.0423019,0,0,0.0654232,0.0281296,0.0643266,0.0352181,0.0278695,0.034266,0.0356189,0.00467461,0.0503191,0.0560356,0,0,0,0,0,0.0119636,0,0,0,0
31,0,0,0,0,0,0,0.0401834,0.0308686,0,0,0,0.0293599,0,0.0321922,0,0,0.022784,0,0,0.045963,0.0527078,0.0254174,0.0129989,0.0257323,0.0603604,0.043032,0.0321334,0.0420543,0.04368,0.0338302,0.027668,0.0270035,0.0149062,0.0187389,0.0270849,0.0377674,0.0115346,0.0253665,0,0.0291193,0.0442189,0,0,0.0308884,0,0,0.0140968,0.0619309,0.0365078,0.0102861,0.0422842,0.0579678,0.0423324,0,0,0.0662632,0.0299615,0.0594465,0.0331646,0.0227136,0.0391447,0.035633,0.00471943,0.0497845,0.0561084,0,0,0,0,0,0.0122167,0.0604163,0,0,0
32,0,0,0,0,0,0,0.0401699,0.0307802,0,0,0,0.0288659,0,0.0325527,0,0,0.0226869,0,0,0.0460156,0.0520239,0.026091,0.0130988,0.0254815,0.0607718,0.0427155,0.0322728,0.0423001,0.0435995,0.0334487,0.0275459,0.0266838,0.0153841,0.0191654,0.0289328,0.0376604,0.0115384,0.0294714,0,0.0263408,0.0442344,0,0,0.0307128,0,0,0.0128647,0.0616103,0.0413883,0.0102702,0.0417402,0.0577758,0.0421908,0,0,0.0664951,0.0302341,0.0578626,0.0326999,0.020447,0.041184,0.0358657,0.00463659,0.0492681,0.0561076,0,0,0,0,0,0.0122859,0.0595797,0,0,0
33,0,0,0,0,0,0,0.0404766,0.030823,0,0,0,0.0289179,0,0.0323155,0,0,0.022695,0,0,0.0461302,0.0520244,0.0258427,0.0128738,0.0265078,0.0601757,0.0426121,0.0311772,0.0409868,0.0437554,0.0341153,0.0279336,0.0269582,0.0161042,0.0198916,0.0296866,0.0377528,0.0115824,0.0304858,0,0.0273401,0.0443406,0,0,0.0310821,0,0,0.0130719,0.060703,0.0439386,0.0131926,0.0428167,0.0578462,0.0419164,0.0386897,0,0.0634632,0.0290808,0.0589342,0.0334028,0.0208169,0.0421083,0.0360498,0.00471721,0.0494198,0.0555779,0,0,0,0,0,0.0120757,0.060986,0,0,0
34,0,0,0,0,0,0,0.040448,0.0307914,0,0,0,0.0288938,0,0.0321486,0,0,0.0228086,0,0,0.0463058,0.0514411,0.025875,0.0125472,0.0280833,0.0597509,0.0425627,0.0300729,0.039151,0.0434301,0.0351055,0.0282521,0.0272243,0.0168025,0.0206802,0.0307328,0.0379894,0.0116871,0.0318875,0,0.0287101,0.0444102,0,0,0.0312832,0,0,0.0131556,0.0626204,0.0469623,0.0178603,0.0443182,0.0583937,0.0412056,0.0328078,0.060905,0.0584529,0.0290136,0.0611392,0.0361689,0.0221648,0.042534,0.0360513,0.00485704,0.0491471,0.0554074,0,0,0,0,0,0.0117656,0.0618424,0,0,0
35,0,0,0,0,0,0,0.0400849,0.030769,0,0,0,0.0284475,0,0.032384,0,0,0.0227788,0,0,0.046614,0.0510622,0.0263616,0.0126189,0.0278997,0.0595859,0.0421563,0.0299147,0.0391719,0.0434279,0.0348808,0.0282661,0.027226,0.0170205,0.020843,0.0324705,0.0381141,0.0116495,0.031914,0,0.0289249,0.0444511,0,0,0.0318251,0,0,0.0138529,0.0622977,0.0475325,0.0180609,0.0436716,0.0582452,0.0408183,0.0327098,0.0611388,0.0586259,0.0292394,0.0613596,0.0364624,0.022592,0.0434537,0.0359938,0.00495439,0.0487603,0.0553246,0,0,0,0,0,0.0120033,0.0624254,0,0,0
36,0,0,0,0,0,0,0.0398536,0.0307594,0,0,0,0.0281266,0,0.0325531,0,0,0.0227643,0,0,0.0467454,0.0505256,0.0267598,0.0127805,0.0277615,0.0594621,0.0417777,0.0296949,0.0392422,0.0434102,0.0346342,0.0283768,0.0273179,0.0173035,0.0210518,0.0340769,0.0381323,0.0116698,0.0319229,0,0.0288665,0.0444151,0,0,0.0318674,0,0,0.013675,0.0620955,0.0480892,0.0183364,0.0430684,0.0582007,0.0406619,0.0325997,0.0616673,0.0584049,0.0294193,0.0615715,0.0368147,0.0231579,0.0443799,0.0358048,0.00506424,0.0483705,0.0553442,0,0,0,0,0,0.012161,0.0626468,0,0,0
37,0,0,0,0,0,0,0.0397541,0.0308356,0,0,0,0.0279111,0,0.0326893,0,0,0.022801,0,0,0.0466567,0.0500634,0.0271646,0.0129858,0.027626,0.0592774,0.0414283,0.0295726,0.0393493,0.0434271,0.0343847,0.0285817,0.0274049,0.0176263,0.0213022,0.0355258,0.0380295,0.01169,0.0319356,0,0.0288023,0.044296,0,0,0.0319442,0,0,0.0134436,0.0618584,0.0484642,0.0185945,0.0424395,0.0581936,0.0405143,0.0325413,0.0621004,0.0583361,0.029615,0.0618904,0.0371222,0.0235564,0.0451615,0.0356384,0.00520501,0.0479946,0.0554387,0,0,0,0,0,0.0121273,0.0628997,0,0,0
38,0,0,0,0,0,0,0.0396843,0.0309346,0,0,0,0.0277292,0,0.0327691,0,0,0.0228623,0,0,0.0463843,0.0497343,0.0275509,0.0132398,0.0275176,0.0590692,0.0409993,0.0295265,0.0394021,0.0434923,0.0341634,0.0288611,0.0274878,0.0178427,0.0214567,0.0368012,0.0379426,0.0116585,0.0318941,0,0.0287251,0.0441472,0,0,0.0321059,0,0,0.0132434,0.0615779,0.0486392,0.0188088,0.0417839,0.0581074,0.0403609,0.0325408,0.0622126,0.058377,0.0297694,0.0622246,0.0374225,0.0237928,0.0457348,0.0355629,0.00538192,0.0476258,0.0555726,0,0,0,0,0,0.0120351,0.0630008,0,0,0
39,0,0,0,0,0,0,0.0393502,0.0310452,0,0,0,0.0275659,0,0.0328144,0,0,0.022953,0,0,0.0461369,0.0494778,0.0278705,0.0135347,0.0274388,0.0589125,0.0404335,0.0296227,0.0393682,0.0435021,0.0339269,0.0289384,0.0275835,0.0179081,0.0215042,0.0379775,0.0378765,0.0116399,0.0317056,0,0.0286027,0.0441267,0,0,0.0323149,0,0,0.0131279,0.0612953,0.0486745,0.0189592,0.0410583,0.057905,0.0401031,0.0325693,0.0621245,0.0582856,0.0299293,0.0621723,0.0376299,0.0240177,0.0461792,0.0354756,0.00551794,0.0472428,0.0557224,0,0,0,0,0,0.011951,0.0629488,0,0,0
40,0,0,0,0,0,0,0.0390015,0.0311179,0,0,0,0.0274314,0,0.0328838,0,0,0.0230215,0,0,0.0460737,0.0493133,0.02809,0.0138494,0.0274556,0.0588108,0.0398651,0.0296071,0.0391815,0.0433712,0.0337991,0.0290144,0.027719,0.0178699,0.021485,0.0390353,0.0377936,0.0116574,0.0312936,0,0.0284146,0.044156,0,0,0.0324322,0,0,0.0130187,0.0609607,0.0485762,0.0191707,0.0402457,0.0575934,0.0398183,0.0325543,0.0621201,0.058316,0.0300756,0.0618387,0.037707,0.0242561,0.0465593,0.0352957,0.00564612,0.046985,0.0559796,0,0,0,0,0,0.0119379,0.0629239,0,0,0
41,0,0,0,0,0,0,0.0386779,0.0312198,0,0,0,0.0273441,0,0.0330406,0,0,0.0231662,0,0,0.0461403,0.049199,0.0283209,0.0141026,0.0275138,0.058774,0.0393327,0.0294881,0.0389782,0.0432439,0.033695,0.0292721,0.027828,0.0178081,0.021434,0.0399962,0.0377034,0.011668,0.030721,0,0.028487,0.044156,0,0,0.0325448,0,0,0.0129763,0.0606237,0.0483264,0.0193532,0.0393813,0.0573713,0.0395554,0.0326574,0.0621331,0.0584304,0.030405,0.0613413,0.0375077,0.024295,0.0467791,0.0350795,0.00573906,0.0468852,0.056262,0,0,0,0,0,0.0118368,0.0625717,0,0,0
42,0,0,0,0,0,0,0.0382031,0.0312821,0,0,0,0.0275404,0,0.0328988,0,0,0.0233717,0,0,0.0463019,0.0500195,0.0280658,0.0142953,0.0283777,0.0590996,0.0393986,0.0290266,0.0380764,0.0429723,0.0341595,0.0298216,0.0281958,0.0178899,0.0214835,0.0397789,0.0375851,0.0116684,0.0261959,0,0.026947,0.043968,0,0,0.0322465,0,0,0.0123769,0.0603876,0.0419853,0.0207309,0.0366116,0.0576631,0.0389139,0.0326406,0.0607031,0.0561105,0.0293775,0,0.0411777,0.0293086,0.0449842,0.0349155,0.00585447,0.0464794,0.0568072,0,0,0,0,0,0.0117108,0.0666157,0,0,0
43,0,0,0,0,0,0,0.0377997,0.0313778,0,0,0,0.0275294,0,0.0330314,0,0,0.0234243,0,0,0.046543,0.0500581,0.0283447,0.0145932,0.0283272,0.0590134,0.0391082,0.029039,0.0380719,0.0428832,0.033977,0.0300311,0.0283052,0.0178696,0.0215133,0.0404148,0.0373588,0.0117062,0.025819,0,0.0269489,0.0438609,0,0,0.0325542,0,0,0.0129884,0.0600671,0.0415023,0.0207546,0.035998,0.0576004,0.0385967,0.0327263,0.0608471,0.0566722,0.0297402,0,0.0406405,0.029045,0.0445183,0.0348492,0.00603322,0.0463074,0.0570627,0,0,0,0,0,0.0120062,0.0662259,0,0,0
44,0,0,0,0,0,0,0.0375747,0.0315096,0,0,0,0.0273705,0,0.0333806,0,0,0.0234507,0,0,0.0466303,0.0492761,0.0289208,0.0151618,0.0274872,0.0585546,0.0384474,0.0290857,0.0388179,0.0431509,0.0332442,0.0300036,0.0282444,0.0179084,0.0215801,0.0418635,0.0370878,0.0117355,0.0293905,0,0.0283653,0.0438493,0,0,0.0327148,0,0,0.0130895,0.0597233,0.0464776,0.0199205,0.0371957,0.0571429,0.0392061,0.0327327,0.0624191,0.0594664,0.0314727,0.0598716,0.0364002,0.0238905,0.0453473,0.0347132,0.00602018,0.0463466,0.0570205,0,0,0,0,0,0.0122098,0.0612818,0,0,0
45,0,0,0,0,0,0,0.0372645,0.0315611,0,0,0,0.0274291,0,0.0334727,0,0,0.0234842,0,0,0.0464493,0.0492585,0.0291058,0.0155901,0.0273071,0.0587736,0.0382874,0.0291666,0.0390214,0.0431597,0.0329814,0.0299695,0.0282197,0.0180593,0.0217018,0.0424276,0.0368187,0.0118163,0.0290406,0,0.0279723,0.043721,0,0,0.0328422,0,0,0.013037,0.059463,0.0458628,0.0199818,0.03672,0.0571537,0.0391356,0.0328506,0.06268,0.0597714,0.0316126,0.0598704,0.0362119,0.0236092,0.0446685,0.0346607,0.00599297,0.0459505,0.0572469,0,0,0,0,0,0.0122159,0.0610722,0,0,0
46,0,0,0,0,0,0,0.0368774,0.0316192,0,0,0,0.0275025,0,0.0335665,0,0,0.0235896,0,0,0.0460631,0.0491833,0.0292885,0.0160536,0.0271024,0.0589233,0.0381361,0.0290994,0.0391876,0.0430578,0.032728,0.029967,0.0280942,0.0183621,0.02179,0.0429622,0.0366133,0.0118349,0.0288462,0,0.0274322,0.0435676,0,0,0.0329326,0,0,0.0129997,0.0592171,0.0452859,0.0201675,0.0362647,0.0572206,0.0390451,0.0330114,0.0629253,0.0601413,0.0318545,0.060401,0.0360886,0.0234019,0.0441173,0.0345486,0.00591851,0.0455655,0.0575509,0,0,0,0,0,0.0119912,0.0608863,0,0,0
47,0,0,0,0,0,0,0.0364644,0.0316609,0,0,0,0.0275458,0,0.0336063,0,0,0.0237382,0,0,0.0458105,0.0490866,0.0294819,0.0165639,0.026969,0.0590083,0.0379602,0.0289565,0.0392848,0.0429856,0.0325235,0.0299583,0.0279779,0.0185552,0.0219077,0.0435097,0.0364735,0.0118473,0.0287968,0,0.0269405,0.043458,0,0,0.0329932,0,0,0.0129864,0.0589165,0.0447516,0.0204226,0.0357624,0.0573102,0.0388995,0.0332842,0.0631727,0.0604764,0.0322416,0.0609564,0.0361782,0.0233471,0.0439067,0.0344297,0.00585703,0.0452238,0.0578354,0,0,0,0,0,0.0117599,0.0605072,0,0,0
48,0,0,0,0,0,0,0.0361474,0.0316795,0,0,0,0.0275658,0,0.0337029,0,0,0.0238115,0,0,0.0458885,0.0489521,0.0296049,0.0171654,0.0268935,0.0590003,0.0377693,0.028854,0.0393887,0.0429573,0.0323055,0.0300365,0.0279759,0.0184317,0.0220115,0.0441438,0.0364066,0.0117949,0.0288582,0,0.0267359,0.0434425,0,0,0.0331525,0,0,0.0130059,0.0586065,0.0444924,0.0206694,0.0352779,0.0573745,0.0387697,0.0335228,0.0633877,0.060736,0.0324474,0.0611417,0.036322,0.0234773,0.0439838,0.034347,0.00581091,0.0449807,0.0582004,0,0,0,0,0,0.0119403,0.060517,0,0,0
49,0,0,0,0,0,0,0.0359353,0.0316903,0,0,0,0.027596,0,0.033886,0,0,0.0239296,0,0,0.0459827,0.0487931,0.0297179,0.0177688,0.0268037,0.0590354,0.0375409,0.0287589,0.0395095,0.0429103,0.032105,0.029994,0.0280088,0.0183359,0.0220156,0.0448322,0.0364967,0.0118736,0.0289558,0,0.0266985,0.0434449,0,0,0.0332926,0,0,0.0130745,0.0583204,0.0445353,0.0209222,0.0348347,0.05739,0.0387581,0.0336696,0.0634986,0.0609178,0.0325075,0.0611493,0.0364423,0.0237864,0.0441169,0.0342223,0.00579605,0.0447266,0.0582642,0,0,0,0,0,0.0118243,0.0609531,0,0,0
50,0,0,0,0,0,0,0.0357516,0.031724,0,0,0,0.0276266,0,0.0340783,0,0,0.0240444,0,0,0.0461098,0.0486402,0.0298993,0.0182386,0.0266569,0.0590746,0.0372746,0.028752,0.039554,0.042891,0.0319079,0.0300054,0.0280307,0.018249,0.0218856,0.0454649,0.0365328,0.0118792,0.0290084,0,0.026733,0.0434307,0,0,0.0333941,0,0,0.0131158,0.0580989,0.0447213,0.0211097,0.0344202,0.0573902,0.0388022,0.0337601,0.0634759,0.0610389,0.0325269,0.061178,0.0365773,0.0241121,0.0443066,0.0340897,0.00580472,0.0444078,0.0582247,0,0,0,0,0,0.0119457,0.0612696,0,0,0
51,0,0,0,0,0,0,0.0355768,0.0317793,0,0,0,0.0276828,0,0.0342014,0,0,0.0241649,0,0,0.0460975,0.0485323,0.0300936,0.0186506,0.0265043,0.059083,0.0370038,0.0288792,0.0396196,0.0428751,0.0316826,0.0300376,0.0280233,0.0181204,0.0217109,0.0460595,0.0365731,0.0119276,0.0290469,0,0.0267561,0.0433269,0,0,0.0334368,0,0,0.0131505,0.0579136,0.0449629,0.0212266,0.0340239,0.0574314,0.0388579,0.0337182,0.0634973,0.0611512,0.0325111,0.0612545,0.0367547,0.0244597,0.0445559,0.0339984,0.00582997,0.0440183,0.0582592,0,0,0,0,0,0.0118419,0.0614336,0,0,0
52,0,0,0,0,0,0,0.0354333,0.0317997,0,0,0,0.02775,0,0.0343051,0,0,0.024157,0,0,0.0460738,0.0484737,0.0301789,0.0190804,0.026386,0.0590866,0.0366778,0.0290606,0.0397455,0.0429484,0.0314513,0.0300573,0.0280565,0.01808,0.0216313,0.0466895,0.036588,0.0119128,0.0290083,0,0.0268376,0.0431673,0,0,0.0334343,0,0,0.0131849,0.0577461,0.0451089,0.0212308,0.03357,0.057462,0.0389799,0.0336468,0.0634559,0.0610959,0.0324899,0.0613198,0.0367767,0.024819,0.0447938,0.0339933,0.00585524,0.0438019,0.0581618,0,0,0,0,0,0.0119334,0.0615022,0,0,0
53,0,0,0,0,0,0,0.035249,0.0318319,0,0,0,0.0278358,0,0.0343606,0,0,0.0241738,0,0,0.0459658,0.0484741,0.0303444,0.0194668,0.0262672,0.059126,0.036295,0.0290369,0.0398305,0.0430368,0.0312277,0.030182,0.0282025,0.0181362,0.0216752,0.0471611,0.0366063,0.011964,0.0288624,0,0.0267647,0.0429322,0,0,0.0334664,0,0,0.0132283,0.0575856,0.0448665,0.0211592,0.0331133,0.0574847,0.039021,0.0335585,0.0633814,0.0609949,0.0324802,0.0612991,0.0366543,0.0248297,0.0447075,0.0340251,0.00583446,0.043916,0.0582197,0,0,0,0,0,0.0118815,0.0612772,0,0,0
54,0,0,0,0,0,0,0.0349327,0.0318602,0,0,0,0.0279471,0,0.0344319,0,0,0.0241827,0,0,0.0458879,0.0484443,0.0305249,0.0197435,0.0262326,0.0589339,0.0361236,0.0288919,0.0398613,0.043072,0.0309999,0.0303633,0.0282761,0.0182557,0.0217698,0.047566,0.0364988,0.0119324,0.0285277,0,0.0265976,0.0427771,0,0,0.0335937,0,0,0.0132193,0.0574528,0.0444219,0.0211367,0.0325552,0.057415,0.0388387,0.0335171,0.0633628,0.0611505,0.032546,0.0610762,0.0364639,0.0245292,0.0447165,0.0338982,0.00579737,0.0435099,0.0584585,0,0,0,0,0,0.0120092,0.0605852,0,0,0
55,0,0,0,0,0,0,0.0345358,0.031839,0,0,0,0.0280654,0,0.0345008,0,0,0.0242872,0,0,0.0457423,0.0483157,0.0307697,0.0200448,0.026236,0.0586362,0.0361227,0.0287998,0.0399165,0.0430368,0.0307662,0.0305479,0.0284062,0.0183906,0.0218724,0.0480006,0.036382,0.0119964,0.0282057,0,0.0263117,0.0426052,0,0,0.0336763,0,0,0.0132178,0.0572937,0.0439673,0.0211884,0.0319345,0.0573258,0.0385478,0.0335745,0.063516,0.0614379,0.0327417,0.0606745,0.036222,0.0243208,0.0447794,0.0336822,0.00579068,0.0428257,0.0588499,0,0,0,0,0,0.0118138,0.0600092,0,0,0
56,0,0,0,0,0,0,0.0341231,0.031738,0,0,0,0.0282117,0,0.0345462,0,0,0.0243692,0,0,0.0456226,0.0481666,0.0312157,0.0204387,0.0262184,0.0589127,0.0361047,0.0288937,0.040016,0.0430053,0.0305173,0.0307232,0.028564,0.0184927,0.0219831,0.0485037,0.0362884,0.0121011,0.0279922,0,0.0259841,0.0423249,0,0,0.0337588,0,0,0.0132508,0.0570493,0.0435139,0.0212578,0.0313769,0.0573761,0.0382283,0.0337319,0.0637526,0.061743,0.0329616,0.0603451,0.0358352,0.0243059,0.044764,0.0336105,0.00581302,0.042978,0.0594082,0,0,0,0,0,0.0115953,0.0596992,0,0,0
57,0,0,0,0,0,0,0.0322599,0.0315889,0,0,0,0.0282348,0,0.0357611,0,0,0.0247297,0,0,0.0456525,0.0524684,0.0341987,0.0109247,0.0239391,0.0576258,0.0365304,0.0350138,0.0436542,0.0414615,0.027995,0.0292557,0.0271607,0.0174208,0.0212922,0.0494345,0.0358406,0.0122556,0.0275869,0,0.0262326,0.041674,0,0,0.0341945,0,0,0.0135486,0.0534211,0.0445913,0.0239982,0.0313874,0.0581914,0.0388427,0.0352083,0.0652118,0.0616142,0.0316384,0.0603225,0.0359546,0.0244043,0.0470561,0.0331249,0.00585401,0.0424766,0.0613446,0,0,0,0,0,0.0113268,0.0597413,0.0482246,0,0
58,0,0,0,0,0,0,0.0319356,0.0315356,0,0,0,0.0285655,0,0.0358898,0,0,0.0248709,0,0,0.045803,0.0521038,0.0343783,0.0111539,0.0239907,0.0576555,0.0364958,0.0351204,0.0437604,0.041275,0.0278264,0.0292451,0.0272563,0.0175004,0.0214457,0.0502807,0.0357047,0.0123559,0.0275244,0,0.0258489,0.0413146,0,0,0.034269,0,0,0.0136672,0.0531632,0.0442244,0.0240948,0.0308534,0.0581346,0.0384924,0.0355859,0.0657204,0.0620014,0.0319708,0.0604207,0.036091,0.0242957,0.0470732,0.0330481,0.00591125,0.0424326,0.0615871,0,0,0,0,0,0.0112217,0.0597559,0.0475984,0,0
59,0,0,0,0,0,0,0.0316403,0.0315153,0,0,0,0.0289416,0,0.0360307,0,0,0.0250895,0,0,0.0459207,0.0516927,0.0346301,0.0115126,0.0241664,0.0575357,0.0364922,0.035087,0.0437466,0.0410565,0.0277603,0.0294119,0.0273244,0.0177566,0.021708,0.0510984,0.0355429,0.0124541,0.0275014,0,0.0254021,0.0409698,0,0,0.0342991,0,0,0.0138143,0.05288,0.0438924,0.0243065,0.0303411,0.0579414,0.0381854,0.0358146,0.0660298,0.0624431,0.0323167,0.0607281,0.0364045,0.0244856,0.0469868,0.0329229,0.00606739,0.0423998,0.0617863,0,0,0,0,0,0.0112364,0.0598905,0.0474516,0,0
60,0,0,0,0,0,0,0.0313465,0.0314974,0,0,0,0.0292086,0,0.0361598,0,0,0.0251483,0,0,0.0460797,0.0514208,0.0351032,0.011606,0.0243241,0.0574573,0.0364634,0.0350275,0.0435939,0.0408623,0.0275298,0.0296297,0.0273788,0.0179359,0.0219152,0.0518302,0.0354405,0.0125218,0.0275464,0,0.0251779,0.0406677,0,0,0.0342697,0,0,0.013923,0.0525479,0.043659,0.0243762,0.0298107,0.0577933,0.0378309,0.0360315,0.0663039,0.0628065,0.0325765,0.0611007,0.036721,0.0249035,0.0468753,0.0328114,0.00609741,0.0423261,0.0620316,0,0,0,0,0,0.0113903,0.060019,0.0474035,0,0
61,0,0,0,0,0,0,0.0310384,0.0314923,0,0,0,0.02934,0,0.036343,0,0,0.025173,0,0,0.0461244,0.0510841,0.0356608,0.0118277,0.0244509,0.0573338,0.0363334,0.0351781,0.0434363,0.0406839,0.0272106,0.0297869,0.027413,0.0181885,0.0221139,0.0524967,0.0354313,0.0125864,0.0276568,0,0.0250057,0.0404233,0,0,0.0342036,0,0,0.0140054,0.0523423,0.0433768,0.024405,0.0292269,0.0577197,0.0375709,0.0361665,0.0665365,0.0631023,0.032797,0.0612126,0.0369882,0.0253179,0.0465974,0.0327026,0.0061124,0.042134,0.0621535,0,0,0,0,0,0.0114579,0.0601307,0.0472564,0,0
62,0,0,0,0,0,0,0.0307015,0.031509,0,0,0,0.0294836,0,0.0364592,0,0,0.0252077,0,0,0.045973,0.0507199,0.0360306,0.012121,0.0245197,0.0572257,0.0361383,0.035414,0.0436005,0.0405159,0.0269274,0.0298426,0.027485,0.0183454,0.0223582,0.0530869,0.0354251,0.0125312,0.0277812,0,0.0247969,0.0402639,0,0,0.0341972,0,0,0.0140771,0.0521412,0.0430252,0.0243908,0.0285573,0.0576612,0.0373922,0.0362239,0.0667127,0.063237,0.0329169,0.0612735,0.0371423,0.0255609,0.0462354,0.0325574,0.00606308,0.0418777,0.0620956,0,0,0,0,0,0.0114853,0.0602671,0.0469336,0,0
63,0,0,0,0,0,0,0.0303809,0.0313561,0,0,0,0.0296076,0,0.03657,0,0,0.0252731,0,0,0.0458957,0.050463,0.0362528,0.0123491,0.0245837,0.057035,0.0360836,0.0352988,0.0438234,0.0404818,0.026658,0.0299001,0.0276013,0.0185604,0.0226735,0.0535001,0.0352822,0.0124481,0.02788,0,0.0247123,0.0402485,0,0,0.0343857,0,0,0.0142513,0.0519233,0.0425755,0.0243108,0.0278662,0.0574687,0.0373551,0.0361532,0.0667952,0.0632879,0.0329798,0.0614274,0.0370341,0.0258193,0.0458518,0.0322172,0.00610493,0.0426628,0.0623075,0,0,0,0,0,0.0115609,0.0604196,0.0467027,0,0
64,0,0,0,0,0,0,0.0271442,0.0342803,0,0,0,0.0297138,0,0.0366149,0,0,0.0243787,0,0,0.045559,0.0501868,0.0363849,0.0122909,0.0242227,0.055725,0.0368394,0.0349824,0.0442948,0.0408838,0.0261148,0.0298325,0.0276947,0.018642,0.0227112,0.0539156,0.0368914,0.0120354,0.0277827,0,0.0246267,0.038704,0,0,0.032997,0,0,0.0146846,0.0516325,0.0421417,0.0241394,0.026671,0.0562881,0.0383544,0.0363547,0.0673761,0.0640685,0.0336948,0.0612461,0.0368684,0.0256122,0.0457442,0.0329802,0.00609244,0,0.0617678,0,0,0,0,0,0.0116703,0.0603183,0.0467499,0,0
65,0,0,0,0,0,0,0.0271788,0.0338716,0,0,0,0.0299028,0,0.0366373,0,0,0.0242894,0,0,0.045459,0.0499335,0.0366072,0.0123926,0.0242531,0.0554168,0.0367195,0.0351639,0.0445111,0.040825,0.025769,0.0298992,0.0277774,0.0188404,0.0228446,0.0542,0.037169,0.0121591,0.0278853,0,0.0244465,0.0383795,0,0,0.0307417,0,0,0.0178577,0.0515117,0.041875,0.0240677,0.0261123,0.0562223,0.0388425,0.0364456,0.0677006,0.0641912,0.0337955,0.0614247,0.0369763,0.0254906,0.0454743,0.0322071,0.00625985,0,0.0623758,0,0,0,0,0,0.011543,0.0604609,0.0465096,0,0
66,0,0,0,0,0,0,0.02681,0.0338866,0,0,0,0.0300915,0,0.0367021,0,0,0.0243755,0,0,0.0454421,0.0496577,0.0368803,0.0126179,0.0243169,0.0552878,0.0365268,0.0352175,0.0447127,0.0407882,0.0255257,0.0301815,0.0278893,0.0189581,0.0229541,0.0545499,0.037138,0.0122762,0.0280092,0,0.0241548,0.0383139,0,0,0.0304095,0,0,0.0184964,0.0514001,0.0416727,0.0240526,0.0255786,0.0562909,0.0388485,0.0365892,0.0679028,0.06438,0.0339197,0.061611,0.0371818,0.0256739,0.0453382,0.0322393,0.00638375,0,0.0626233,0,0,0,0,0,0.011384,0.0607057,0.0463505,0,0
67,0,0,0,0,0,0,0.0265201,0.033901,0,0,0,0.0303096,0,0.0367847,0,0,0.0244605,0,0,0.0454521,0.0494303,0.0371497,0.0128036,0.0244614,0.0554718,0.03647,0.0350466,0.0448485,0.0407322,0.0253627,0.030383,0.028048,0.0189824,0.0231244,0.0550022,0.0370708,0.0123306,0.0282448,0,0.0239937,0.0382438,0,0,0.0301148,0,0,0.0188968,0.0511982,0.0414926,0.0239714,0.0249032,0.0561848,0.0388659,0.0367875,0.0680749,0.0646469,0.0340732,0.0617952,0.0374684,0.0266743,0.045189,0.0322378,0.00642061,0,0.0629062,0,0,0,0,0,0.0113495,0.0608509,0.0462468,0,0
68,0,0,0,0,0,0,0.0262555,0.0339222,0,0,0,0.0305498,0,0.0369015,0,0,0.0244987,0,0,0.0454284,0.0492263,0.0374573,0.0129112,0.024637,0.0555964,0.0364613,0.0349518,0.0449469,0.0406183,0.0252094,0.030449,0.0282486,0.0189673,0.0234359,0.0555002,0.037016,0.012307,0.0284899,0,0.023942,0.0381608,0,0,0.0298802,0,0,0.0192029,0.0508967,0.0411766,0.0238084,0.0239878,0.0559493,0.0387388,0.0370702,0.0682437,0.0649144,0.0342496,0.0621265,0.0378534,0.0274228,0.0448656,0.0322244,0.00641461,0,0.0632223,0,0,0,0,0,0.0113877,0.0608103,0.046231,0,0
