Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,STRN,T10,x70,x71,x72,x74,LTHI,RTOE,x73,RTHI,RWRB,LASI,RASI,
1257,0,0,0,0,0,0,0.0231085,0.0336404,0,0,0,0.0539011,0,0.0350146,0,0,0.0140546,0,0,0.0475176,0.0372774,0.0421896,0.0205088,0.0221731,0.0355572,0.0331678,0.0367111,0.0388747,0.0321937,0.0420213,0.0396236,0.0297927,0.0397494,0.0190068,0.0481438,0.0104142,0.0100628,0.0559497,0,0.0295301,0.038824,0,0,0.0156,0,0,0.0258695,0.0395875,0.0454154,0.0190356,0.0199259,0.0329463,0.0388228,0.0678046,0.0581267,0.0321397,0.0729985,0.0504354,0.0529227,0.0787565,0.0412897,0.00520552,0.0446621,0.070234,0,0,0,0,0.0328969,0.0349803,0,0.0416926,0.00958482,0.032918,0,0
1258,0,0,0,0,0,0,0.0228894,0.0338255,0,0,0,0.0544335,0,0.035119,0,0,0.0140912,0,0,0.047488,0.0348332,0.0432557,0.0225362,0.0203429,0.0345229,0.0328282,0.038146,0.0400495,0.0307248,0.0406842,0.0381657,0.0290953,0.0395634,0.019374,0.0480468,0.0103627,0.0101353,0.056731,0,0.0303035,0.0390785,0,0,0.0156178,0,0,0.026012,0.0424556,0.0460008,0.0176295,0.0211348,0.0330966,0.0393978,0.0670667,0.0587661,0.0342475,0.0726277,0.0503137,0.0524176,0.078122,0.0411147,0.00499395,0.0449653,0.0703292,0,0,0,0,0.03123,0.0347743,0,0.0417414,0.00942722,0,0,0
1259,0,0,0,0,0,0,0.0229263,0.033661,0,0,0,0.0539087,0,0.0347839,0,0,0.0139914,0,0,0.0475333,0.0374121,0.0421167,0.0203572,0.0222513,0.0356161,0.0330424,0.0367371,0.0387203,0.0322008,0.0418409,0.0394199,0.0296479,0.0395046,0.0188505,0.0480121,0.0103609,0.0104124,0.0557804,0,0.0295064,0.0388752,0,0,0.0155041,0,0,0.0260006,0.039677,0.0453165,0.0189903,0.0199368,0.0328902,0.0387787,0.0677171,0.0580167,0.0321918,0.0728958,0.0501404,0.0526026,0.0786275,0.0412979,0.00510193,0.0444626,0.0706509,0,0,0,0,0.0330816,0.0347916,0,0.0417088,0.0095819,0.0330717,0,0
1260,0,0,0,0,0,0,0.0229477,0.033619,0,0,0,0.053837,0,0.0347495,0,0,0.0140879,0,0,0.0474991,0.0374995,0.0421073,0.0202659,0.0223549,0.0356755,0.0329964,0.0366756,0.0386625,0.0322094,0.0417491,0.039293,0.0295378,0.0394045,0.0187553,0.047892,0.0104377,0.010355,0.0557128,0,0.0295088,0.0388216,0,0,0.0155016,0,0,0.0260157,0.0397896,0.0452727,0.0188988,0.0199844,0.032902,0.0387349,0.0676849,0.0580106,0.0322366,0.0729866,0.0499652,0.0525801,0.0786148,0.0412573,0.00511813,0.0442756,0.0704704,0,0,0,0,0.0331347,0.0346414,0,0.0417494,0.00956994,0.0330162,0,0
1261,0,0,0,0,0,0,0.023035,0.0334844,0,0,0,0.0536615,0,0.0348261,0,0,0.0142262,0,0,0.0474414,0.0376007,0.0420142,0.0201558,0.0225071,0.0358221,0.033009,0.0365583,0.0385957,0.0322507,0.0416565,0.039203,0.0294522,0.039353,0.0186371,0.0477585,0.010588,0.0100329,0.0556394,0,0.0295348,0.0387401,0,0,0.0155318,0,0,0.0259844,0.0398919,0.0452022,0.018781,0.0199469,0.0329957,0.0386888,0.0676741,0.058037,0.0323152,0.0729492,0.0498043,0.0526581,0.0789653,0.0412039,0.00521367,0.0440458,0.0699871,0,0,0,0,0.0332234,0.0344759,0,0.0418156,0.00946482,0.0329784,0,0
1262,0,0,0,0,0,0,0.0229663,0.0334178,0,0,0,0.0534558,0,0.0350252,0,0,0.0142698,0,0,0.0473557,0.0376836,0.0419397,0.020056,0.0226055,0.0358947,0.0329632,0.0365258,0.0384551,0.0322213,0.041479,0.0390847,0.0292953,0.0391694,0.0184516,0.0476024,0.0106614,0.00998144,0.0555129,0,0.0295107,0.0387226,0,0,0.0154743,0,0,0.0260392,0.0400018,0.0450869,0.0187243,0.0199365,0.0330901,0.0386895,0.0676883,0.0580763,0.0324749,0.0727634,0.0497043,0.0526793,0.0791476,0.0412304,0.00516082,0.0438967,0.0700511,0,0,0,0,0.0333915,0.0343746,0,0.0418912,0.00954447,0.0330135,0,0
1263,0,0,0,0,0,0,0.022781,0.0334275,0,0,0,0.0531905,0,0.0351922,0,0,0.0142481,0,0,0.0472767,0.0378327,0.0418866,0.0198916,0.0226879,0.0359294,0.032905,0.0365382,0.0382683,0.0321534,0.0413094,0.0389292,0.0290539,0.038922,0.0182954,0.0475825,0.0107031,0.0100056,0.055365,0,0.0294389,0.0387385,0,0,0.0154533,0,0,0.0260456,0.0400994,0.0449476,0.018632,0.0198814,0.0331746,0.0387514,0.0676908,0.0580879,0.0325825,0.0725334,0.0496126,0.0526803,0.0789814,0.0412112,0.0051537,0.0438019,0.070746,0,0,0,0,0.03364,0.0342356,0,0.0419247,0.00965512,0.0329822,0,0
1264,0,0,0,0,0,0,0.0226791,0.0334076,0,0,0,0.0528617,0,0.0353883,0,0,0.0142505,0,0,0.0472861,0.0379634,0.041863,0.0196777,0.0228686,0.0360144,0.0328167,0.0366223,0.038074,0.0320192,0.0411306,0.0387287,0.028796,0.0386575,0.0181535,0.0475971,0.0107595,0.0100599,0.0552226,0,0.0293643,0.0387995,0,0,0.0154565,0,0,0.0259994,0.040212,0.0447925,0.01851,0.0198422,0.033337,0.0387997,0.0676551,0.0580653,0.0326293,0.0723948,0.049526,0.0526161,0.0786269,0.0412169,0.00518667,0.0436671,0.0710617,0,0,0,0,0.0338544,0.0340454,0,0.0419582,0.00975705,0.0329447,0,0
1265,0,0,0,0,0,0,0.0226963,0.0332623,0,0,0,0.0524147,0,0.0355863,0,0,0.0142366,0,0,0.0473418,0.0380981,0.0417159,0.0193826,0.0230996,0.0362417,0.0327539,0.0365861,0.0378957,0.0318607,0.0409452,0.0385025,0.0286683,0.0384766,0.017952,0.0476491,0.0107892,0.0101255,0.0550326,0,0.0292973,0.0389036,0,0,0.0155681,0,0,0.0259799,0.0403377,0.0445706,0.0182781,0.0198352,0.0336095,0.0387677,0.0675494,0.0580119,0.032628,0.0723955,0.0495666,0.0524374,0.0785184,0.0412256,0.00516667,0.0433435,0.0709867,0,0,0,0,0.0339951,0.0337744,0,0.0419227,0.00981361,0.0329036,0,0
1266,0,0,0,0,0,0,0.0226985,0.0331247,0,0,0,0.0519824,0,0.0357863,0,0,0.0142259,0,0,0.0472993,0.0382509,0.0415225,0.0190585,0.0233481,0.0364996,0.0327096,0.0365021,0.0376576,0.0317067,0.0407311,0.0382167,0.0285083,0.0382805,0.017775,0.0477175,0.0107985,0.0101588,0.054828,0,0.0292176,0.0389843,0,0,0.0156693,0,0,0.0259766,0.0404909,0.0443767,0.0180415,0.0198596,0.0339162,0.038737,0.0674484,0.0579753,0.0325447,0.0724067,0.0496564,0.0521147,0.0784375,0.0412295,0.0051159,0.0429693,0.0708338,0,0,0,0,0.0342324,0.033514,0,0.0418366,0.00976048,0.0328614,0,0
1267,0,0,0,0,0,0,0.0226156,0.0330715,0,0,0,0.0515846,0,0.0360406,0,0,0.0142133,0,0,0.0472758,0.0383982,0.041406,0.0187022,0.0236136,0.0367067,0.0326545,0.0364064,0.0373577,0.0316012,0.0404613,0.037926,0.0282719,0.0379982,0.0176289,0.0476499,0.0108522,0.0102319,0.0545616,0,0.0291006,0.0390552,0,0,0.0157138,0,0,0.0260188,0.0406963,0.0441966,0.0178372,0.0198525,0.0342379,0.0387723,0.0673718,0.0579755,0.0326656,0.0722015,0.0495332,0.052124,0.0783775,0.0412096,0.00503212,0.0426648,0.0713009,0,0,0,0,0.0345558,0.0332642,0,0.0418008,0.00980002,0.0328319,0,0
1268,0,0,0,0,0,0,0.0213346,0.0339226,0,0,0,0.0522601,0,0.0360457,0,0,0.0141163,0,0,0.0474345,0.038219,0.0414675,0.0176937,0.0238085,0.0377258,0.0323226,0.0361372,0.0373987,0.0317832,0.039993,0.0375359,0.027633,0.0374766,0.0169635,0.047841,0.0103973,0.0100785,0.0547775,0,0.0297151,0.0390033,0,0,0.0147847,0,0,0.0265779,0.041766,0.0459833,0.015908,0.01991,0.0357528,0.0384362,0.0663137,0.0581439,0.0329412,0.0715606,0.0490737,0.0516509,0.0779001,0.0419584,0.00605709,0.0426599,0.0716913,0,0,0,0,0.0343246,0.0346134,0,0.0405179,0.00858966,0.0334504,0,0
1269,0,0,0,0,0,0,0.0214388,0.0337543,0,0,0,0.051808,0,0.0362818,0,0,0.0142107,0,0,0.0474902,0.03837,0.0412339,0.0173176,0.0242436,0.0380066,0.0324222,0.036111,0.037052,0.031621,0.0396844,0.0372708,0.0274007,0.0371713,0.0166916,0.0478191,0.0105501,0.0101121,0.0542942,0,0.0295849,0.0390261,0,0,0.0148563,0,0,0.0264347,0.0419917,0.0455017,0.0156268,0.0197404,0.0361024,0.0384172,0.0662917,0.0581362,0.0330884,0.0711731,0.0486025,0.0514183,0.0778195,0.041866,0.00607409,0.0423352,0.0717542,0,0,0,0,0.0346532,0.0340805,0,0.0405687,0.00872637,0.0334,0,0
1270,0,0,0,0,0,0,0.0215885,0.0335148,0,0,0,0.0512565,0,0.0365961,0,0,0.014213,0,0,0.0474398,0.0385532,0.0409217,0.0168908,0.0247793,0.0384055,0.0325278,0.0360735,0.0367058,0.0316,0.0394341,0.0369379,0.0271908,0.0368872,0.0164319,0.0477802,0.0107591,0.0101338,0.0536748,0,0.029385,0.0390276,0,0,0.0149793,0,0,0.0262585,0.0422353,0.0448838,0.0152948,0.0195578,0.0365723,0.0383539,0.066306,0.0581488,0.0332492,0.070811,0.0482497,0.0512149,0.0777346,0.0418146,0.00595901,0.041978,0.0718543,0,0,0,0,0.0349687,0.0333804,0,0.0406492,0.00890317,0.033402,0,0
1271,0,0,0,0,0,0,0.0217085,0.0332535,0,0,0,0.0506769,0,0.0371024,0,0,0.0141981,0,0,0.0473228,0.0387608,0.0405512,0.016469,0.0253387,0.0388428,0.0326198,0.0360042,0.0363873,0.0316922,0.0392294,0.0365694,0.0269992,0.0366205,0.0162133,0.0477274,0.0109545,0.0101724,0.052974,0,0.0291871,0.039011,0,0,0.0151679,0,0,0.0261036,0.0424961,0.0442511,0.0149256,0.0193515,0.037101,0.0382601,0.0663633,0.0581798,0.0334615,0.0704155,0.0479085,0.0511016,0.0778257,0.0417767,0.00578366,0.041626,0.0721088,0,0,0,0,0.0352854,0.0326747,0,0.040847,0.00919018,0.0334535,0,0
1272,0,0,0,0,0,0,0.0217702,0.0331233,0,0,0,0.0502804,0,0.0375054,0,0,0.0142908,0,0,0.0471743,0.0388535,0.040249,0.0161553,0.0258833,0.0391486,0.0326523,0.0359223,0.0359445,0.031591,0.0389015,0.0361497,0.0266691,0.0361806,0.0160121,0.0476559,0.0111524,0.0103006,0.0523633,0,0.0290152,0.0390412,0,0,0.0152372,0,0,0.0260241,0.0427929,0.0437088,0.0146302,0.0192036,0.0376308,0.0381439,0.0665139,0.0582349,0.0338198,0.0698972,0.0474833,0.050914,0.0778867,0.041815,0.00561167,0.0412756,0.0721878,0,0,0,0,0.0357024,0.0321445,0,0.0412851,0.00924368,0.0334906,0,0
1273,0,0,0,0,0,0,0.0219984,0.0330329,0,0,0,0.0497635,0,0.0377768,0,0,0.0144556,0,0,0.0470456,0.0390591,0.0403202,0.0163377,0.0266232,0.0388067,0.032704,0.03619,0.0352466,0.0309555,0.0384209,0.0356757,0.0259874,0.0352203,0.01654,0.047661,0.0113096,0.0104521,0.0520163,0,0.0288881,0.0389447,0,0,0.0155261,0,0,0.0258978,0.0425192,0.0426753,0.0154026,0.0190351,0.037294,0.0382857,0.0674574,0.0583696,0.0342054,0.0691339,0.0465796,0.0503709,0.0775658,0.0416287,0.00534761,0.0410603,0.0717417,0,0,0,0,0.0364587,0.0313221,0,0.0427323,0.00943022,0.0331656,0,0
1274,0,0,0,0,0,0,0.0220073,0.0327704,0,0,0,0.0494143,0,0.0380819,0,0,0.0143584,0,0,0.0471623,0.0390653,0.0394425,0.0153888,0.0271375,0.0398332,0.0326986,0.0360349,0.0351869,0.0312268,0.0383865,0.0354863,0.0259581,0.0353249,0.0157391,0.0474744,0.011625,0.0106587,0.0510064,0,0.0288233,0.0390961,0,0,0.0153981,0,0,0.0260332,0.0432391,0.042552,0.0140802,0.0190964,0.0386099,0.0378887,0.0667786,0.0582479,0.0344144,0.0690487,0.0464444,0.0504898,0.0771838,0.0417201,0.00541746,0.0403052,0.0718561,0,0,0,0,0.0364082,0.0309588,0,0.04216,0.00941856,0.0335881,0,0
1275,0,0,0,0,0,0,0.0219865,0.0327035,0,0,0,0.0489977,0,0.0383109,0,0,0.0143111,0,0,0.0472096,0.0391512,0.0393262,0.0150556,0.0275074,0.0401534,0.0327335,0.0361418,0.0350881,0.0310146,0.0381656,0.0351765,0.0256374,0.034939,0.0156915,0.0474197,0.011735,0.0109773,0.0503574,0,0.0287081,0.0391027,0,0,0.0154251,0,0,0.0258677,0.0434008,0.0419364,0.0138409,0.0190843,0.0389588,0.0378483,0.0668898,0.0582656,0.0346163,0.0685348,0.0459464,0.050252,0.0768032,0.0417107,0.00533258,0.0400847,0.0724103,0,0,0,0,0.0366125,0.0304006,0,0.0425996,0.00960509,0.0338388,0,0
1276,0,0,0,0,0,0,0.021956,0.0327008,0,0,0,0.0489622,0,0.0381939,0,0,0.0143313,0,0,0.0472424,0.039287,0.0391053,0.0148399,0.0273041,0.0404632,0.0328338,0.0362011,0.0352225,0.0310543,0.0380202,0.0350651,0.0254868,0.0348438,0.0154915,0.0473084,0.0118395,0.0110225,0.0497604,0,0.0286429,0.0390581,0,0,0.0154982,0,0,0.0257295,0.0434241,0.0413663,0.0136323,0.0191192,0.0392127,0.0378154,0.0670295,0.058286,0.0347475,0.0680302,0.0455005,0.0498319,0.0766679,0.0417032,0.00525159,0.0397225,0.0728544,0,0,0,0,0.0366171,0.0299173,0,0.0430146,0.0095824,0.0340528,0,0
1277,0,0,0,0,0,0,0.0220196,0.0326525,0,0,0,0.0489652,0,0.0379589,0,0,0.0143367,0,0,0.0472046,0.0394099,0.03885,0.0146379,0.0270654,0.0407507,0.0329096,0.0365064,0.0353444,0.0310929,0.0378898,0.0350216,0.0253447,0.03471,0.0153044,0.047187,0.0118949,0.0110997,0.0491995,0,0.0285868,0.0389838,0,0,0.0156613,0,0,0.0256768,0.0434424,0.0409212,0.0134993,0.0192781,0.0394814,0.0377297,0.0672328,0.0583636,0.0349058,0.0675183,0.0450932,0.0496094,0.0766858,0.0416875,0.0051847,0.0393737,0.0730171,0,0,0,0,0.0364933,0.0295001,0,0.0434127,0.00955511,0.0341939,0,0
1278,0,0,0,0,0,0,0.0221886,0.0325776,0,0,0,0.0489873,0,0.0376963,0,0,0.0143109,0,0,0.0471113,0.0395805,0.0386531,0.0144483,0.0268401,0.0410178,0.0330044,0.0368189,0.0354971,0.0311259,0.0377419,0.0350034,0.0251946,0.0345851,0.0151313,0.0471045,0.0119624,0.0111647,0.0486636,0,0.0284987,0.0389142,0,0,0.0157696,0,0,0.025643,0.0435014,0.0404333,0.0134184,0.0194894,0.039757,0.0376554,0.0674506,0.0584769,0.035096,0.0670157,0.0446808,0.0495305,0.0767661,0.0416315,0.00513716,0.0391327,0.0731017,0,0,0,0,0.0365071,0.0290824,0,0.043781,0.00960491,0.0342818,0,0
1279,0,0,0,0,0,0,0.0222149,0.0324722,0,0,0,0.0489632,0,0.0375716,0,0,0.0143558,0,0,0.0470099,0.0397515,0.0384781,0.0141789,0.0266145,0.0413199,0.0331469,0.0369634,0.0356033,0.0312004,0.037631,0.0350378,0.0250887,0.0345405,0.0149292,0.0470017,0.0120061,0.0112101,0.0480524,0,0.0283748,0.0388908,0,0,0.0158613,0,0,0.0256054,0.0435993,0.0398377,0.0133839,0.0196535,0.040053,0.0375358,0.0676503,0.0586203,0.035238,0.0666136,0.0442712,0.0493198,0.076565,0.0416091,0.00507245,0.0388948,0.0731152,0,0,0,0,0.0365547,0.0286438,0,0.0441021,0.00979298,0.0345104,0,0
1280,0,0,0,0,0,0,0.0222291,0.0324166,0,0,0,0.0489635,0,0.0374052,0,0,0.0144029,0,0,0.0470703,0.0399702,0.0381553,0.0138325,0.0264038,0.0416117,0.033335,0.0371397,0.0356922,0.0312514,0.0375195,0.0350483,0.0249493,0.0344285,0.0147101,0.0469329,0.0120224,0.0113348,0.0474205,0,0.0282663,0.0388318,0,0,0.0159716,0,0,0.0256622,0.043705,0.0392043,0.0133446,0.019838,0.0403475,0.0374073,0.0678917,0.058795,0.035416,0.0662987,0.043872,0.0489046,0.0762897,0.0416113,0.00503272,0.0385019,0.0731677,0,0,0,0,0.0365214,0.0282431,0,0.0444165,0.00989614,0.0348146,0,0
1281,0,0,0,0,0,0,0.0223437,0.0321887,0,0,0,0.0508796,0,0.0388245,0,0,0.0143783,0,0,0.0470293,0.0402692,0.0384951,0.0136173,0.0259765,0.0423814,0.0334476,0.0380885,0.0356451,0.0306357,0.0366293,0.0347038,0.0236375,0.033125,0.0133077,0.0469418,0.0123281,0.0116669,0.0522286,0,0.0292515,0.0387363,0,0,0.0163523,0,0,0.0254592,0.0439127,0.0419424,0.0128762,0.021118,0.041097,0.0369246,0.0689427,0.0595315,0.0363997,0.0636668,0.0408706,0.0451522,0.0735917,0.0416637,0.00486496,0.0378821,0.0734321,0,0,0,0,0.0365451,0.0313769,0,0.0457944,0.0102526,0.0344293,0,0
1282,0,0,0,0,0,0,0.0222837,0.0320984,0,0,0,0.050742,0,0.0387741,0,0,0.0144595,0,0,0.0471099,0.0404389,0.0382338,0.013391,0.0256586,0.04242,0.0336307,0.038443,0.0357614,0.03054,0.0365266,0.0347391,0.0234744,0.0330436,0.0132407,0.0468319,0.0123239,0.0116649,0.0494499,0,0.0291466,0.0386956,0,0,0.0163335,0,0,0.0254126,0.0441382,0.0397154,0.0129461,0.0208003,0.0413787,0.0369494,0.0689358,0.0596465,0.0366241,0.0642649,0.0411789,0.046392,0.0747012,0.0416253,0.00482708,0.0377121,0.0734668,0,0,0,0,0.0364939,0.0285786,0,0.0457222,0.0102779,0.0341546,0,0
1283,0,0,0,0,0,0,0.0222891,0.0319906,0,0,0,0.0505367,0,0.0386421,0,0,0.0145255,0,0,0.0471826,0.0406513,0.0380458,0.0130744,0.0253847,0.0424493,0.0337419,0.0387705,0.0358941,0.0304309,0.0364458,0.0347986,0.0232831,0.0328706,0.0131946,0.0467258,0.0124033,0.0116029,0.0469605,0,0.0294644,0.0386706,0,0,0.0162362,0,0,0.0252951,0.04431,0.037852,0.0130612,0.0204678,0.0417088,0.0369582,0.0689475,0.0597493,0.0368107,0.064752,0.0415298,0.0477979,0.0758344,0.0415551,0.00479551,0.0376051,0.0732783,0,0,0,0,0.0363987,0.0263675,0,0.0456528,0.0103174,0.0341468,0,0
1284,0,0,0,0,0,0,0.0222196,0.0319527,0,0,0,0.0502477,0,0.0384674,0,0,0.0145287,0,0,0.0471723,0.0408901,0.0377781,0.0127809,0.0251536,0.0424632,0.0338072,0.0390775,0.0360637,0.0302237,0.0363749,0.0348188,0.0231471,0.0327378,0.0131773,0.0466833,0.0125027,0.0115643,0.0467862,0,0.0292895,0.0387031,0,0,0.0161991,0,0,0.0252738,0.0443545,0.0377423,0.0132229,0.0200744,0.0419539,0.0370081,0.0690596,0.0598678,0.0369808,0.064822,0.0415017,0.0478732,0.0759151,0.0414902,0.00483479,0.0374759,0.0739034,0,0,0,0,0.0360547,0.0262945,0,0.0456156,0.0102972,0.034253,0,0
1285,0,0,0,0,0,0,0.0220271,0.0319009,0,0,0,0.050054,0,0.0382289,0,0,0.0144918,0,0,0.0471626,0.0411519,0.0374407,0.0125606,0.0247698,0.0425201,0.0338212,0.0394768,0.0362541,0.0301069,0.0362754,0.0348757,0.0230217,0.0326543,0.0132099,0.0466655,0.0125093,0.0116311,0.0469037,0,0.0290243,0.0387655,0,0,0.0161485,0,0,0.0252594,0.0442248,0.0375608,0.0133974,0.0194585,0.0421311,0.03703,0.0692566,0.0599402,0.0370916,0.0649712,0.041596,0.047938,0.0761675,0.0415272,0.00472438,0.0371851,0.074384,0,0,0,0,0.0359552,0.0262086,0,0.0456039,0.0104902,0.0343158,0,0
1286,0,0,0,0,0,0,0.0217679,0.0318282,0,0,0,0.0494693,0,0.038132,0,0,0.0144729,0,0,0.0471439,0.0412319,0.0374004,0.0123906,0.0247025,0.0426326,0.0338453,0.0396796,0.0364183,0.0299446,0.036098,0.0348342,0.022919,0.0324622,0.0132777,0.046595,0.0123369,0.0117928,0.0466635,0,0.0288411,0.0388342,0,0,0.016186,0,0,0.0252112,0.0441729,0.0375377,0.0135061,0.0189985,0.0422575,0.0370601,0.0693999,0.0600125,0.0371453,0.0648697,0.04164,0.0479728,0.0762472,0.0415161,0.00475777,0.0368124,0.0746166,0,0,0,0,0.0356307,0.0261551,0,0.0455688,0.0103292,0.0344994,0,0
1287,0,0,0,0,0,0,0.0216753,0.031787,0,0,0,0.0490138,0,0.0380023,0,0,0.0145926,0,0,0.0470337,0.0412408,0.0373565,0.012188,0.0245733,0.0428168,0.0338725,0.039982,0.0365917,0.029769,0.0360061,0.0349334,0.022803,0.0322893,0.0134191,0.0465362,0.0123233,0.0116319,0.0465144,0,0.0286187,0.0388126,0,0,0.0162597,0,0,0.0252621,0.0441156,0.0374256,0.0136163,0.0184576,0.0423651,0.0370804,0.0696103,0.0600865,0.0371382,0.0648705,0.0416774,0.0479804,0.0761832,0.0414582,0.00480054,0.0365202,0.0747792,0,0,0,0,0.0353651,0.026114,0,0.0455573,0.00997417,0.0346308,0,0
1288,0,0,0,0,0,0,0.0218141,0.0317569,0,0,0,0.0485564,0,0.0379185,0,0,0.0146821,0,0,0.046998,0.0412201,0.0373203,0.0119452,0.0244469,0.0430316,0.0339286,0.0403172,0.0367287,0.0295149,0.0359737,0.0350668,0.022701,0.0320932,0.0136354,0.0465032,0.0123653,0.0115246,0.0463092,0,0.0283897,0.03874,0,0,0.0163321,0,0,0.0253202,0.0440915,0.037289,0.0137266,0.0178605,0.0425008,0.0371083,0.0698694,0.0601974,0.0370723,0.0649168,0.0416692,0.0479411,0.076153,0.0414069,0.00478673,0.036317,0.0748869,0,0,0,0,0.0352313,0.0260945,0,0.0454665,0.00969408,0.0348108,0,0
1289,0,0,0,0,0,0,0.0218062,0.0316987,0,0,0,0.0480781,0,0.0378345,0,0,0.0147417,0,0,0.0470502,0.0411631,0.0372571,0.0116366,0.0243557,0.0432721,0.0340602,0.0408118,0.0367456,0.0291989,0.0358894,0.0351747,0.0226244,0.0318854,0.0138882,0.0463818,0.0123905,0.0115332,0.046018,0,0.0281063,0.0387256,0,0,0.0164251,0,0,0.0253827,0.0441506,0.0370855,0.0138143,0.0172027,0.0426432,0.0370714,0.0701346,0.0603827,0.0370131,0.0649903,0.0416612,0.0478485,0.0761069,0.041458,0.0047847,0.036125,0.0749922,0,0,0,0,0.0351854,0.0260938,0,0.0453308,0.00988394,0.0350567,0,0
1290,0,0,0,0,0,0,0.0216749,0.0316082,0,0,0,0.0476482,0,0.0377225,0,0,0.014807,0,0,0.0471255,0.0411513,0.0372581,0.0113545,0.0243309,0.0434673,0.0342056,0.0411465,0.0367465,0.0288776,0.0357754,0.0352645,0.0225792,0.0316803,0.0141936,0.0461931,0.012393,0.0115828,0.0456959,0,0.027815,0.0387271,0,0,0.0164376,0,0,0.0253221,0.0443215,0.0369275,0.013916,0.0165279,0.0428042,0.0369817,0.0704159,0.060623,0.0370868,0.0650635,0.0416508,0.0478647,0.0761378,0.0414679,0.00474635,0.0359484,0.0751195,0,0,0,0,0.0351811,0.0261482,0,0.0452196,0.0100231,0.0352597,0,0
1291,0,0,0,0,0,0,0.0217974,0.0315601,0,0,0,0.0471969,0,0.0376261,0,0,0.0148476,0,0,0.0471443,0.0411867,0.0372679,0.011131,0.0243299,0.0435584,0.0343207,0.0413948,0.0367863,0.0285737,0.0356793,0.0352428,0.0225345,0.0314267,0.0145239,0.0461063,0.0123583,0.0116309,0.0453617,0,0.0275173,0.0387158,0,0,0.0164247,0,0,0.0253654,0.0445831,0.0367968,0.0140286,0.0158746,0.0430367,0.0368792,0.0706328,0.0608357,0.0372795,0.0652744,0.0416758,0.0477627,0.0762502,0.0414282,0.0047322,0.035844,0.0752555,0,0,0,0,0.0351492,0.0261997,0,0.0451711,0.0101014,0.0353731,0,0
1292,0,0,0,0,0,0,0.0219092,0.0315069,0,0,0,0.04666,0,0.0375258,0,0,0.0149076,0,0,0.0471068,0.0411398,0.037216,0.0109581,0.0242738,0.0435544,0.0344065,0.0416114,0.0369068,0.0282592,0.035598,0.0350064,0.0224477,0.0312442,0.0148829,0.0460886,0.0123451,0.0116084,0.045031,0,0.0272388,0.0387469,0,0,0.0164521,0,0,0.0253402,0.0449083,0.036672,0.0141413,0.015177,0.0433501,0.0367881,0.0708676,0.0610405,0.0374654,0.0654801,0.041756,0.0477548,0.0764076,0.0414109,0.00472309,0.0357667,0.0753932,0,0,0,0,0.0350631,0.0263025,0,0.0451544,0.0101247,0.0354281,0,0
1293,0,0,0,0,0,0,0.0219399,0.0314464,0,0,0,0.0460276,0,0.0374114,0,0,0.0149815,0,0,0.0470698,0.0411454,0.0370465,0.0108377,0.0242697,0.0435631,0.0345026,0.0418668,0.0371561,0.0280152,0.0355692,0.0349122,0.0223493,0.0310347,0.0152546,0.0460417,0.0123029,0.0116036,0.0446857,0,0.0269374,0.0387947,0,0,0.0165109,0,0,0.0253225,0.0452272,0.0365234,0.0141901,0.0144785,0.0436623,0.036685,0.0711226,0.0612116,0.0375957,0.0655975,0.0418683,0.047874,0.0763353,0.0414018,0.00474457,0.0356588,0.0755088,0,0,0,0,0.0349252,0.0264601,0,0.0451392,0.00998036,0.0355505,0,0
1294,0,0,0,0,0,0,0.0219247,0.0313894,0,0,0,0.0452658,0,0.037282,0,0,0.0150411,0,0,0.0470657,0.0412273,0.0369302,0.0107058,0.0242764,0.0436307,0.0345823,0.0422891,0.0374631,0.0278192,0.0355336,0.0349108,0.0222573,0.0308303,0.015713,0.0459989,0.0122605,0.0116347,0.0443625,0,0.0266138,0.0388412,0,0,0.0166208,0,0,0.0253244,0.0454888,0.0364616,0.0142681,0.0137376,0.043956,0.0366166,0.0714271,0.0614019,0.0376654,0.0657274,0.0420002,0.0480598,0.0763605,0.0413323,0.00471538,0.035472,0.0755885,0,0,0,0,0.0346916,0.02667,0,0.0452045,0.00995116,0.0358094,0,0
