Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,STRN,T10,x70,x71,x72,x74,LTHI,RTOE,x73,RTHI,RWRB,LASI,RASI,
1219,0,0,0,0,0,0,0.024789,0.0341514,0,0,0,0.0562668,0,0.0333514,0,0,0.0144287,0,0,0.0473201,0.0379148,0.0428574,0.0219527,0.0223687,0.0365674,0.0339604,0.0375073,0.0392139,0.0324168,0.0439882,0.0417051,0.0315351,0.0419928,0.020666,0.0486334,0.0098736,0.0108161,0.0602642,0,0.0296667,0.0395726,0,0,0.0154639,0,0,0.0258814,0.0397506,0.0461162,0.0203101,0.0217585,0.0332066,0.0387014,0.0674587,0.0579083,0.0321498,0.0754669,0.0526699,0.0542793,0.0799764,0.0420773,0.0039775,0.0490303,0.0675154,0,0,0,0,0.032854,0.0369563,0,0.0405649,0.0133648,0.0311673,0,0
1220,0,0,0,0,0,0,0.0250911,0.0341383,0,0,0,0.0561738,0,0.0336188,0,0,0.0143283,0,0,0.0474581,0.0383143,0.0433102,0.0230242,0.0224894,0.0348276,0.0344388,0.0373889,0.0393632,0.0325029,0.0444059,0.0421035,0.0319997,0.0423901,0.0210493,0.0482747,0.0105305,0.010938,0.059915,0,0.0296368,0.0394026,0,0,0.016406,0,0,0.025521,0.0391707,0.0458385,0.0222248,0.0215871,0.0314056,0.0394817,0.0682867,0.0581442,0.0320018,0.0756585,0.0528177,0.0546484,0.0804035,0.0411643,0.00274123,0.0483384,0.0672065,0,0,0,0,0.033052,0.0368335,0,0.0410985,0.0131923,0.0319372,0,0
1221,0,0,0,0,0,0,0.0249457,0.0343174,0,0,0,0.0567915,0,0.033621,0,0,0.0143759,0,0,0.0474728,0.0384153,0.0432563,0.02341,0.0226203,0.0342534,0.0345212,0.0372414,0.0395815,0.0328091,0.0447829,0.0424298,0.032245,0.0426882,0.0210945,0.0481502,0.0105969,0.0107447,0.0599227,0,0.0296256,0.0392917,0,0,0.0165453,0,0,0.0255269,0.0389647,0.0458838,0.0226327,0.0217001,0.0309533,0.0395398,0.0683669,0.0580991,0.0319418,0.075851,0.0529658,0.0548123,0.0803571,0.0410329,0.00327848,0.047501,0.0670068,0,0,0,0,0.0329239,0.0369527,0,0.0410826,0.0124062,0.0328327,0,0
1222,0,0,0,0,0,0,0.0248831,0.0344385,0,0,0,0.0569735,0,0.0334024,0,0,0.0143655,0,0,0.0475107,0.0384657,0.0432137,0.024018,0.0226585,0.0338103,0.0344127,0.0372296,0.0397462,0.0329901,0.0450448,0.0426553,0.0324392,0.0428861,0.0212466,0.0480232,0.0106225,0.0106763,0.059873,0,0.029575,0.0391669,0,0,0.0166055,0,0,0.025506,0.0388228,0.0458579,0.0228373,0.0217606,0.0305174,0.0395421,0.0683234,0.0580808,0.0319093,0.0759041,0.0530252,0.0548271,0.0802321,0.0409741,0.00376416,0.0472332,0.0668243,0,0,0,0,0.032769,0.0369312,0,0.0410924,0.0120946,0.0326196,0,0
1223,0,0,0,0,0,0,0.0248406,0.0344616,0,0,0,0.0568324,0,0.0332577,0,0,0.0143189,0,0,0.0475254,0.0383753,0.0431971,0.0242537,0.0226652,0.0335219,0.0341234,0.0372039,0.0399619,0.0330776,0.0452209,0.0428539,0.0325482,0.0430971,0.0213034,0.0478223,0.0106927,0.0106813,0.0597111,0,0.0295021,0.0391046,0,0,0.0166096,0,0,0.0254661,0.0387929,0.0457024,0.0228672,0.0217805,0.0301915,0.0394722,0.0682033,0.0580727,0.0319131,0.0758995,0.0530357,0.054761,0.0801964,0.0409264,0.00416726,0.0474534,0.0667433,0,0,0,0,0.0325469,0.0368105,0,0.0411272,0.0116197,0.0325072,0,0
1224,0,0,0,0,0,0,0.0247589,0.0343979,0,0,0,0.056991,0,0.0330892,0,0,0.0140602,0,0,0.0475643,0.0383775,0.0431671,0.024462,0.0226854,0.0334958,0.0338251,0.037333,0.0401408,0.0331282,0.0453281,0.0429485,0.0326164,0.0432383,0.0214438,0.0476503,0.0106584,0.0108598,0.059572,0,0.0294987,0.0389963,0,0,0.0159112,0,0,0.0255255,0.0386899,0.0455374,0.0227975,0.0215749,0.0299295,0.039297,0.0682132,0.0580564,0.0317814,0.0757943,0.0528323,0.054596,0.0802752,0.0409663,0.00336435,0.0478821,0.0667319,0,0,0,0,0.0324371,0.0366978,0,0.0412246,0.0134916,0.0325927,0,0
1225,0,0,0,0,0,0,0.024661,0.0342308,0,0,0,0.0573568,0,0.0329603,0,0,0.0140982,0,0,0.0475282,0.0382722,0.0430398,0.0245354,0.022748,0.0334409,0.0336802,0.0373995,0.0403308,0.0332392,0.0454709,0.0430054,0.0327572,0.0433867,0.021444,0.0474946,0.0108176,0.0106531,0.0592304,0,0.0293636,0.0389258,0,0,0.0167305,0,0,0.0254924,0.0387256,0.0453014,0.0226514,0.0213378,0.0297967,0.0393344,0.0682241,0.0580198,0.0316302,0.0755451,0.0526561,0.0545444,0.0805167,0.0407772,0.004785,0.0482021,0.0668748,0,0,0,0,0.0321803,0.036529,0,0.0413306,0.0105838,0.0327323,0,0
1226,0,0,0,0,0,0,0.0246659,0.0339973,0,0,0,0.0579202,0,0.0330931,0,0,0.0142235,0,0,0.0473748,0.0379009,0.0431105,0.0245406,0.0226303,0.0332353,0.0333883,0.0374651,0.0403591,0.0331259,0.0454335,0.0430114,0.0326955,0.0432383,0.0212917,0.0472206,0.010963,0.0111529,0.0588865,0,0.0291191,0.0391221,0,0,0.01643,0,0,0.0214199,0.0390414,0.0451821,0.0224834,0.0211856,0.0298293,0.0394271,0.0682105,0.0579941,0.0317625,0.075228,0.0524368,0.0542598,0.0803028,0.0406928,0.00699734,0.0483237,0.0670299,0,0,0,0,0.031823,0.0366346,0,0.041646,0,0.032944,0,0
1227,0,0,0,0,0,0,0.0245465,0.0338745,0,0,0,0.0577748,0,0.0328021,0,0,0.0140658,0,0,0.0475587,0.0380717,0.0429239,0.0245497,0.0226207,0.0338204,0.0334109,0.0373861,0.0404348,0.0331923,0.045387,0.0429252,0.0327577,0.0432402,0.021396,0.0473908,0.0109474,0.0106769,0.0583973,0,0.0291122,0.0388826,0,0,0.0160722,0,0,0.0254596,0.0387557,0.044946,0.0219526,0.0206756,0.030006,0.0391811,0.0683248,0.0579378,0.0314075,0.075106,0.0521518,0.0541955,0.0801963,0.0408399,0.00400243,0.0482277,0.0670372,0,0,0,0,0.0318913,0.036182,0,0.0416964,0.0119175,0.0326892,0,0
1228,0,0,0,0,0,0,0.0238111,0.0342329,0,0,0,0.0579916,0,0.0329886,0,0,0.0140359,0,0,0.0479185,0.0372346,0.0438797,0.0238664,0.0222879,0.0339972,0.0331217,0.0371751,0.0410104,0.0333979,0.0449408,0.042665,0.0322331,0.0427101,0.0217187,0.047519,0.0101468,0.00998986,0.0583564,0,0.0296922,0.03877,0,0,0.0157748,0,0,0.0225158,0.0393861,0.0465968,0.0205811,0.0206733,0.0308215,0.0392637,0.0677952,0.0582674,0.0316359,0.0746368,0.0518812,0.053624,0.0795146,0.0410318,0.00771584,0.0482898,0.0672686,0,0,0,0,0.0310148,0.0373647,0,0.0410845,0,0.0334062,0,0
1229,0,0,0,0,0,0,0.0238241,0.0341152,0,0,0,0.0577929,0,0.0331411,0,0,0.0140805,0,0,0.0478542,0.0371442,0.0437858,0.0236492,0.0221674,0.0341737,0.0330742,0.0372235,0.0409668,0.0335347,0.0446758,0.0424114,0.0320328,0.0424653,0.0215081,0.0475167,0.0102163,0.0099369,0.058024,0,0.0295913,0.0388345,0,0,0.0153972,0,0,0.021656,0.0393972,0.046526,0.0201912,0.0204091,0.0311337,0.0392008,0.0679136,0.0582915,0.0315958,0.0744135,0.0517714,0.0535697,0.0794931,0.0411098,0.00717068,0.0480913,0.0674531,0,0,0,0,0.0310183,0.0371876,0,0.0412497,0,0.0333424,0,0
1230,0,0,0,0,0,0,0.0235787,0.0342504,0,0,0,0.0578052,0,0.0333668,0,0,0.0139926,0,0,0.0477393,0.0371738,0.0437199,0.0234644,0.0221451,0.0345626,0.0330565,0.0372267,0.0407803,0.0335405,0.0444125,0.0421799,0.0318177,0.042286,0.0213259,0.0477222,0.0101487,0.00990159,0.0578183,0,0.0296414,0.0388456,0,0,0.0157827,0,0,0.0261371,0.039301,0.046475,0.0197394,0.0201756,0.0315373,0.0390113,0.067965,0.0582433,0.0315249,0.0742077,0.0516338,0.0535639,0.0794799,0.0413647,0.00536827,0.0479395,0.0677793,0,0,0,0,0.0312026,0.0369538,0,0.0413302,0.00929067,0.0330308,0,0
1231,0,0,0,0,0,0,0.0235425,0.0342534,0,0,0,0.0577264,0,0.0335903,0,0,0.0140546,0,0,0.0476,0.0370806,0.0436614,0.0232279,0.0221138,0.0346809,0.0330629,0.0371717,0.0405407,0.0334112,0.0442029,0.0420137,0.0316195,0.0421798,0.0210942,0.0479305,0.0101819,0.00983629,0.0575845,0,0.0296823,0.0389571,0,0,0.0158534,0,0,0.0262444,0.0393051,0.0463592,0.0194867,0.0201077,0.0317589,0.0390174,0.0679478,0.0581893,0.0315797,0.0740505,0.051505,0.0533941,0.0793011,0.041428,0.00513902,0.0476905,0.0685943,0,0,0,0,0.0314439,0.0367811,0,0.0414254,0.00923135,0.0327804,0,0
1232,0,0,0,0,0,0,0.0235253,0.0341614,0,0,0,0.0576824,0,0.0336443,0,0,0.0141501,0,0,0.0474794,0.0370606,0.043625,0.0229999,0.02213,0.0347978,0.0330611,0.037041,0.040345,0.0332955,0.0440294,0.0418584,0.0314872,0.0420786,0.0208778,0.0482698,0.0101987,0.0097688,0.0574218,0,0.0296659,0.0390205,0,0,0.0159395,0,0,0.0261923,0.0393331,0.0462846,0.0192641,0.0200664,0.0319413,0.0390126,0.0679304,0.0581919,0.031633,0.0739239,0.0513939,0.0532844,0.0793229,0.0415357,0.00503901,0.0473057,0.068949,0,0,0,0,0.0317523,0.036554,0,0.0414922,0.00902524,0.0326236,0,0
1233,0,0,0,0,0,0,0.0234897,0.0340246,0,0,0,0.0575972,0,0.0338352,0,0,0.0141146,0,0,0.0474511,0.0370863,0.0436512,0.0227837,0.0221842,0.0348649,0.0331002,0.0369705,0.0401386,0.0331559,0.0438471,0.0416611,0.0313417,0.0419125,0.0206992,0.048471,0.0101222,0.009955,0.0573272,0,0.0296374,0.0390538,0,0,0.015601,0,0,0.0261895,0.039396,0.0463066,0.0191504,0.0200295,0.032141,0.0389635,0.0679398,0.0582416,0.0318435,0.0737786,0.0512706,0.0532875,0.07946,0.0416925,0.00428227,0.0468183,0.069006,0,0,0,0,0.0320568,0.0363874,0,0.0415914,0.0101795,0.0325745,0,0
1234,0,0,0,0,0,0,0.023513,0.0338862,0,0,0,0.0568742,0,0.0339467,0,0,0.014029,0,0,0.0475028,0.0371159,0.0436098,0.0225729,0.0222137,0.034932,0.0331705,0.0369162,0.0399705,0.0330507,0.0437031,0.0414864,0.0312034,0.0417115,0.0205512,0.0485541,0.0100272,0.0100393,0.0571859,0,0.029658,0.0390703,0,0,0.0157342,0,0,0.0260936,0.0394544,0.0463231,0.0190666,0.0200164,0.0322602,0.038914,0.0679286,0.0583011,0.0319895,0.0737179,0.0512053,0.0533993,0.0793741,0.0417095,0.00448502,0.0463361,0.0691089,0,0,0,0,0.0322507,0.036259,0,0.0415728,0.0100644,0.0324879,0,0
1235,0,0,0,0,0,0,0.0235491,0.033843,0,0,0,0.0556833,0,0.0339417,0,0,0.0139655,0,0,0.0475201,0.0371093,0.0435478,0.0224874,0.0221467,0.0349866,0.0331674,0.0369343,0.0398101,0.0329637,0.043526,0.0412353,0.0309552,0.0414124,0.0204999,0.0485931,0.0100293,0.01006,0.0570888,0,0.0297098,0.0390858,0,0,0.0157849,0,0,0.0260906,0.0395108,0.0463376,0.0190861,0.0199747,0.0322586,0.0388464,0.0679366,0.0583352,0.0320795,0.0736289,0.0511661,0.0533329,0.0793767,0.0417447,0.00463537,0.0460218,0.0691886,0,0,0,0,0.0323501,0.0362622,0,0.0415543,0.00999742,0.0325839,0,0
1236,0,0,0,0,0,0,0.0235782,0.0338639,0,0,0,0.0552093,0,0.0338447,0,0,0.0139518,0,0,0.04742,0.0371539,0.0433838,0.0223414,0.0221003,0.0350393,0.0331817,0.0369505,0.039737,0.0329482,0.0434149,0.0410475,0.0307667,0.0412402,0.020432,0.0486539,0.0100929,0.00997053,0.0570206,0,0.0296724,0.0391397,0,0,0.0157836,0,0,0.026055,0.039515,0.0462613,0.0192133,0.0199148,0.0322264,0.038806,0.0679662,0.0583408,0.0321156,0.0735979,0.0511235,0.0530579,0.0794074,0.0417785,0.00476311,0.0458978,0.0691824,0,0,0,0,0.0323448,0.0362892,0,0.0415478,0.00977052,0.0331462,0,0
1237,0,0,0,0,0,0,0.0235749,0.0338924,0,0,0,0.0551061,0,0.0337678,0,0,0.0139204,0,0,0.0473434,0.0372178,0.0432129,0.0221416,0.0221383,0.0351231,0.0332064,0.0368921,0.0397504,0.033029,0.0433743,0.0410012,0.0306888,0.0411698,0.0203791,0.0487629,0.0101164,0.00990037,0.0569719,0,0.0295646,0.0392247,0,0,0.0157613,0,0,0.0260506,0.0394332,0.0460934,0.0193694,0.0198958,0.0322419,0.0387686,0.0679529,0.0583047,0.0320475,0.0736908,0.0511895,0.0528287,0.0793571,0.0417619,0.00479431,0.0459315,0.0693159,0,0,0,0,0.0323329,0.0362937,0,0.0415037,0.00979198,0.0339939,0,0
1238,0,0,0,0,0,0,0.0235673,0.0338993,0,0,0,0.0550462,0,0.0337341,0,0,0.013905,0,0,0.0473134,0.0371617,0.0431733,0.0222711,0.0221043,0.0350194,0.0332215,0.03689,0.0397525,0.0329713,0.0432914,0.0409718,0.0306334,0.0411447,0.0203925,0.0488487,0.010112,0.00983331,0.0570463,0,0.0295585,0.0392761,0,0,0.0157792,0,0,0.0260564,0.039437,0.0460444,0.0194123,0.0199616,0.0321611,0.0387984,0.0679372,0.0583252,0.0320196,0.0737919,0.0512793,0.0528449,0.0793034,0.0417139,0.0047961,0.0461305,0.0694685,0,0,0,0,0.0323062,0.0363381,0,0.0414311,0.00981362,0.0336007,0,0
1239,0,0,0,0,0,0,0.023572,0.0338256,0,0,0,0.0551767,0,0.0337788,0,0,0.0139417,0,0,0.0473204,0.0370839,0.0431975,0.0223878,0.022055,0.0348785,0.0331254,0.0368491,0.0397132,0.032869,0.0432225,0.0409356,0.0306011,0.0411035,0.0203754,0.0488182,0.0100804,0.00984642,0.0572183,0,0.0295822,0.0393144,0,0,0.0157862,0,0,0.0261026,0.0394268,0.0460581,0.0195208,0.0201069,0.0320601,0.0388254,0.0679173,0.0583461,0.0319829,0.0739128,0.0513794,0.052949,0.0792757,0.0417191,0.00480322,0.0463198,0.069242,0,0,0,0,0.0322584,0.0364385,0,0.0413579,0.00965297,0.0333064,0,0
1240,0,0,0,0,0,0,0.0235146,0.0337777,0,0,0,0.0552192,0,0.0338601,0,0,0.0139082,0,0,0.0473985,0.0371045,0.043157,0.0223797,0.0220656,0.0347693,0.0329782,0.0367688,0.0396669,0.0327526,0.0432127,0.0409365,0.0305951,0.0410674,0.0203697,0.0487808,0.00999274,0.00991116,0.057389,0,0.0296243,0.0392948,0,0,0.0158482,0,0,0.026057,0.0393375,0.0461065,0.0196572,0.0202851,0.0319347,0.0388912,0.0678752,0.0583332,0.0318144,0.0740749,0.0514998,0.0530369,0.0793146,0.0417016,0.00490064,0.046427,0.0692846,0,0,0,0,0.0322613,0.0365182,0,0.0412133,0.0094954,0.0332662,0,0
1241,0,0,0,0,0,0,0.023345,0.0338216,0,0,0,0.0552131,0,0.0339492,0,0,0.0138759,0,0,0.047539,0.0371997,0.0431573,0.0223855,0.0220746,0.0346645,0.0328563,0.03668,0.0396235,0.0326625,0.0431579,0.040905,0.030521,0.0409533,0.020402,0.048705,0.00996568,0.0100879,0.0575802,0,0.0296486,0.0392945,0,0,0.0158786,0,0,0.0260333,0.039242,0.0461613,0.0198617,0.0204251,0.0317786,0.0390002,0.0678075,0.0583325,0.0316723,0.0741486,0.0515969,0.0531502,0.0794329,0.0417075,0.00501692,0.0464719,0.0696186,0,0,0,0,0.0323305,0.0366077,0,0.0410886,0.00934822,0.0333334,0,0
1242,0,0,0,0,0,0,0.0232475,0.0338353,0,0,0,0.0550833,0,0.0339801,0,0,0.0137406,0,0,0.0477345,0.0373298,0.0431675,0.0223844,0.0220622,0.0345635,0.0327907,0.0366183,0.0395488,0.0326025,0.0431213,0.0408575,0.0304521,0.0408645,0.0204341,0.048593,0.00995397,0.0103672,0.0577524,0,0.0296606,0.0392469,0,0,0.015777,0,0,0.0260051,0.0391741,0.0462035,0.0200014,0.0205202,0.0316554,0.039101,0.0677629,0.0583065,0.0315488,0.0741586,0.0516023,0.0533314,0.0796749,0.0416534,0.00513102,0.0463826,0.0697753,0,0,0,0,0.032416,0.0366447,0,0.04098,0.00946315,0.0333247,0,0
1243,0,0,0,0,0,0,0.0234804,0.0336438,0,0,0,0.0547739,0,0.0340715,0,0,0.0137681,0,0,0.0477684,0.0372313,0.0431626,0.0222573,0.0220396,0.0342265,0.0327782,0.0366631,0.0394717,0.0325457,0.0431161,0.0408173,0.030484,0.0408552,0.0203994,0.0482983,0.0100591,0.0104662,0.0576916,0,0.0296015,0.0393103,0,0,0.0151799,0,0,0.0213722,0.0392787,0.0461968,0.0201918,0.0206719,0.0315373,0.0393433,0.0676914,0.0583287,0.0316675,0.0742143,0.0516299,0.0534486,0.0795125,0.0413205,0.00684409,0.0461296,0.0699351,0,0,0,0,0.032318,0.0365918,0,0.0409454,0,0.0333667,0,0
1244,0,0,0,0,0,0,0.0234273,0.033687,0,0,0,0.0546676,0,0.0341262,0,0,0.0137156,0,0,0.0477025,0.0372308,0.0431823,0.0221217,0.0220374,0.034166,0.0327967,0.0367074,0.0394376,0.0324642,0.0430613,0.0407312,0.0304597,0.0407517,0.0203681,0.0480633,0.010032,0.0104909,0.0576344,0,0.029612,0.0392621,0,0,0.0154082,0,0,0.0221655,0.0392907,0.0461818,0.0202287,0.0206692,0.0314972,0.0393626,0.0677006,0.0583369,0.0317235,0.0742963,0.0515263,0.0534816,0.0793266,0.0411862,0.00737622,0.0459949,0.0698868,0,0,0,0,0.0323367,0.0365228,0,0.0409665,0,0.0333096,0,0
1245,0,0,0,0,0,0,0.0234248,0.0337112,0,0,0,0.0546187,0,0.0342209,0,0,0.0137356,0,0,0.047696,0.0371976,0.0431476,0.0219421,0.0220228,0.0342217,0.0328023,0.0366821,0.0394171,0.0324411,0.0430099,0.0406434,0.0304229,0.0406867,0.0202457,0.0479292,0.0100261,0.0105188,0.0574942,0,0.0296135,0.0393075,0,0,0.0151007,0,0,0.0212633,0.0392945,0.0461237,0.020191,0.0206338,0.0315467,0.0393301,0.0677284,0.0583756,0.0318018,0.0744194,0.0514261,0.0536037,0.0792121,0.0411987,0.00682686,0.0458736,0.0698716,0,0,0,0,0.0323436,0.0364322,0,0.0410371,0,0.0333796,0,0
1246,0,0,0,0,0,0,0.0229834,0.0341527,0,0,0,0.0552205,0,0.0343435,0,0,0.0136572,0,0,0.047728,0.0349027,0.0442421,0.0241082,0.0201751,0.0334497,0.0326121,0.0382529,0.0405855,0.030879,0.0415879,0.0390595,0.0295888,0.04047,0.0207337,0.0480091,0.00986099,0.0105613,0.0582984,0,0.0304967,0.0393669,0,0,0.0156463,0,0,0.0259798,0.041967,0.0467759,0.0186197,0.0216439,0.0317636,0.0397536,0.0671899,0.0591169,0.0338519,0.0739928,0.0511441,0.053204,0.0785203,0.0412033,0.00527111,0.0463603,0.0695145,0,0,0,0,0.0309549,0.0362417,0,0.0412325,0.00939044,0,0,0
1247,0,0,0,0,0,0,0.0230572,0.033887,0,0,0,0.0545463,0,0.0342658,0,0,0.0136223,0,0,0.0476481,0.0372944,0.0429807,0.0216977,0.0220628,0.0347128,0.0328734,0.0366517,0.0393093,0.0323987,0.042806,0.0403579,0.0302315,0.0405073,0.0201612,0.0480458,0.00994453,0.0105316,0.0572107,0,0.0296362,0.0391497,0,0,0.0156212,0,0,0.0259109,0.0392462,0.0459829,0.0198734,0.020407,0.031866,0.0391121,0.0678033,0.0583758,0.031836,0.0740307,0.0511341,0.0535274,0.0790257,0.0413586,0.00538153,0.0457525,0.069803,0,0,0,0,0.0327481,0.0361454,0,0.0411843,0.00937323,0.0332822,0,0
1248,0,0,0,0,0,0,0.0229996,0.03386,0,0,0,0.0545039,0,0.0343175,0,0,0.0137677,0,0,0.0474701,0.0372626,0.0429115,0.0215641,0.0220821,0.0348076,0.0328369,0.0367173,0.039234,0.0322949,0.0426686,0.0402725,0.0301361,0.0403723,0.0200204,0.0479685,0.010073,0.0102219,0.05711,0,0.0296457,0.0390993,0,0,0.0156527,0,0,0.0260089,0.0393307,0.045947,0.0197354,0.0203946,0.0320198,0.0391125,0.0678001,0.058362,0.0319565,0.0738389,0.0509969,0.0534367,0.0790729,0.0413451,0.00531169,0.0456155,0.0698293,0,0,0,0,0.03284,0.0360266,0,0.0413191,0.00925097,0.0331072,0,0
1249,0,0,0,0,0,0,0.0230599,0.0338094,0,0,0,0.0544358,0,0.0343555,0,0,0.0138602,0,0,0.0474082,0.0372522,0.0428767,0.0213832,0.022135,0.0349608,0.0328927,0.0367823,0.0391796,0.0322772,0.0425629,0.0402234,0.0300836,0.0403052,0.0198351,0.0479001,0.0102336,0.009946,0.0569886,0,0.0296553,0.0390583,0,0,0.0156548,0,0,0.025989,0.0393808,0.0459059,0.0195611,0.0203747,0.0321698,0.0391151,0.0677869,0.0583263,0.032052,0.0737878,0.050863,0.0533473,0.0794215,0.0412961,0.00530038,0.0454352,0.0698683,0,0,0,0,0.0329023,0.0358512,0,0.0414108,0.00919882,0.0330095,0,0
1250,0,0,0,0,0,0,0.0230535,0.0338047,0,0,0,0.0543789,0,0.0343577,0,0,0.0138963,0,0,0.0473982,0.0372581,0.0428609,0.0212262,0.0221205,0.0350848,0.0329383,0.0368509,0.0390893,0.0322034,0.0424668,0.0401506,0.0300278,0.0402241,0.0197148,0.0479664,0.0102425,0.00993707,0.0568497,0,0.0296702,0.0390768,0,0,0.0155794,0,0,0.0258438,0.0394054,0.0459092,0.0194438,0.0203313,0.0322506,0.0390759,0.0677964,0.0582692,0.0321059,0.0737782,0.0507883,0.0532516,0.0793884,0.0412618,0.00534718,0.0452578,0.0699149,0,0,0,0,0.0329893,0.0357265,0,0.0414769,0.00918796,0.0330057,0,0
1251,0,0,0,0,0,0,0.0230242,0.0338134,0,0,0,0.054275,0,0.0343487,0,0,0.013965,0,0,0.0473615,0.0372819,0.0427569,0.0211076,0.0220866,0.0351841,0.0329521,0.0368376,0.0390021,0.0321101,0.0423755,0.0400976,0.0299731,0.0401432,0.0196277,0.0482054,0.0102344,0.00998773,0.0566876,0,0.0296425,0.0391028,0,0,0.0155345,0,0,0.0257889,0.0394163,0.0458701,0.0193336,0.0202652,0.0323145,0.0390317,0.0677838,0.0582256,0.0320623,0.0736699,0.0507582,0.0531968,0.078998,0.0412402,0.00538568,0.0450927,0.0700186,0,0,0,0,0.03305,0.0355981,0,0.0414846,0.00932379,0.0330684,0,0
1252,0,0,0,0,0,0,0.0230199,0.0338315,0,0,0,0.0541966,0,0.0345164,0,0,0.01402,0,0,0.047322,0.0372762,0.0426304,0.0210341,0.0220758,0.0352983,0.0329175,0.0367772,0.0389549,0.0320889,0.0422774,0.0400386,0.0299191,0.0400509,0.0195307,0.048282,0.0101813,0.0100726,0.0565368,0,0.0296024,0.0390998,0,0,0.0155345,0,0,0.0258402,0.0394404,0.0457878,0.0192604,0.0201655,0.0323778,0.0390061,0.0677759,0.0582146,0.032044,0.0734481,0.0506375,0.0531517,0.0787099,0.04124,0.00535849,0.0450005,0.0701299,0,0,0,0,0.0331308,0.0354899,0,0.0415217,0.00945242,0.0330429,0,0
1253,0,0,0,0,0,0,0.0230919,0.0338139,0,0,0,0.0541129,0,0.0348461,0,0,0.0140376,0,0,0.0472719,0.0372984,0.0425079,0.0209189,0.0220901,0.0354134,0.0329814,0.0367047,0.0389757,0.032221,0.0422425,0.0399834,0.0299354,0.0400483,0.0194048,0.0482487,0.0102251,0.00999682,0.0563697,0,0.0295496,0.0390464,0,0,0.0155652,0,0,0.0258478,0.0394745,0.0456913,0.019168,0.0200691,0.0325206,0.0390064,0.0677925,0.0582281,0.0320141,0.0733687,0.0505475,0.0531207,0.0788266,0.0412373,0.00529517,0.0449594,0.0702742,0,0,0,0,0.0331039,0.0353618,0,0.0415675,0.00966874,0.0330163,0,0
1254,0,0,0,0,0,0,0.0231592,0.0337622,0,0,0,0.0540695,0,0.0349858,0,0,0.0140452,0,0,0.0473205,0.0372975,0.0424643,0.0207921,0.0220972,0.0354604,0.0330973,0.036713,0.0389637,0.0322558,0.0422101,0.0399272,0.0299056,0.0399851,0.0192955,0.0482095,0.0103081,0.00995876,0.0562543,0,0.0295164,0.0389904,0,0,0.0155726,0,0,0.0258271,0.0395084,0.0456205,0.0190962,0.0200014,0.0326975,0.038999,0.0678403,0.0582289,0.0320678,0.0733972,0.0504718,0.0530611,0.0791639,0.0412269,0.00524013,0.0449331,0.0702936,0,0,0,0,0.0329914,0.0352467,0,0.041631,0.00977887,0.032983,0,0
1255,0,0,0,0,0,0,0.0232105,0.033689,0,0,0,0.0540401,0,0.0349875,0,0,0.0140135,0,0,0.0474555,0.0372857,0.042428,0.0206828,0.0221218,0.0355161,0.033177,0.036745,0.0389436,0.0322211,0.0421501,0.0398524,0.0298276,0.0399008,0.0191908,0.0481842,0.0103454,0.0100274,0.0561501,0,0.0295335,0.0389073,0,0,0.0155444,0,0,0.025817,0.0395016,0.0455566,0.0190697,0.0199316,0.0328345,0.0389362,0.0678775,0.058213,0.0321363,0.0733505,0.0504327,0.0530098,0.0791795,0.0412255,0.00515838,0.0448544,0.07008,0,0,0,0,0.0329408,0.0351499,0,0.0416962,0.00992766,0.0329353,0,0
1256,0,0,0,0,0,0,0.023216,0.0336235,0,0,0,0.0539888,0,0.0349984,0,0,0.0140487,0,0,0.0475458,0.0372476,0.0423506,0.0205864,0.0221442,0.0355512,0.0332186,0.0367499,0.0389262,0.0321812,0.0420686,0.0397477,0.0298014,0.0398067,0.0190726,0.0481355,0.01036,0.0101106,0.056045,0,0.0295303,0.0388545,0,0,0.0155576,0,0,0.0258448,0.0395575,0.0454958,0.0190504,0.0199408,0.032931,0.038855,0.0678518,0.0581924,0.0321646,0.0732221,0.0504502,0.0529913,0.0788832,0.0412565,0.00518889,0.0447359,0.0698378,0,0,0,0,0.0328888,0.0350811,0,0.0417293,0.00978771,0.032908,0,0
