Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBR,RTHI
36,0.00337831,0.00910166,0,0,0,0.0116974,0.0277831,0.0102578,0.00457484,0,0,0,0.0108803,0,0.0033696,0.00620125,0.0334998,0.0139184,0.0177964,0.00944638,0,0,0.00200329,0.00668855,0.00572302,0.00164868,0.00588011,0.042924,0.00353533,0.0052384,0.00528103,0.0181013,0,0.0130036,0,0.00405658,0.0199328,0.00188577,0.0430674,0.00788688,0.0219554,0.00518125,0.00869113,0,0,0.0116667,0,0.0102805,0.00549648,0.0826023,0.0313128,0.0274502,0.028428,0.00512053,0.00305895,0.0350229,0.0206641,0.0174419,0.0125615,0.00249582,0.0103875,0.019167,0.0403014,0.00807176,0.0047034,0.0039783,0.0106168,0.00967573,0,0,0,0,0.00593427
37,0.00321391,0.0094748,0,0,0,0.0123183,0.0278721,0.0101394,0.00421049,0,0,0,0.00986955,0,0.00271008,0.00578923,0.0336163,0.0144926,0.0178937,0.00914778,0,0,0.00181844,0.00595233,0.00559916,0.00210454,0.00611876,0.0429863,0.00352449,0.0047579,0.00493254,0.0182138,0,0.013796,0,0.00339708,0.019926,0.0018992,0.0437809,0.00785048,0.0219489,0.00462496,0.00831127,0,0,0.0108269,0,0.0102602,0.00524154,0.0835115,0.0315532,0.0267171,0.0281858,0.00484294,0.00252699,0.0352271,0.0207812,0.0175225,0.0124272,0.00246786,0.0114646,0.0209423,0.0418021,0.00790976,0.00438781,0.00383755,0.0110017,0.00917595,0,0,0,0,0.00606732
38,0.00314818,0.00982815,0,0,0,0.012795,0.0279738,0.0102681,0.00405774,0,0,0,0.00902651,0,0.00218061,0.00540406,0.0338585,0.0149474,0.0181437,0.00906428,0,0,0.00182534,0.00524592,0.00540608,0.0024543,0.00631556,0.0429244,0.00323446,0.00425055,0.00459641,0.0181625,0,0.0144196,0,0.0029206,0.0199112,0.00193189,0.0430124,0.00777624,0.021676,0.00411871,0.0079698,0,0,0.0101023,0,0.0102586,0.00503298,0.084,0.0315846,0.0260672,0.0277641,0.00445509,0.00232104,0.0351241,0.0210626,0.0176536,0.0125167,0.00284591,0.0123493,0.0230018,0.0414223,0.00777493,0.00407632,0.00392968,0.0113264,0.00871907,0,0,0,0,0.00601565
39,0.00305326,0.0101046,0,0,0,0.0133006,0.0280887,0.0106021,0.00391074,0,0,0,0.00839322,0,0.0017721,0.00503908,0.0341293,0.0156176,0.0183095,0.00887357,0,0,0.00197776,0.00469572,0.00522332,0.00262654,0.00627753,0.0427203,0.00259834,0.00385812,0.00444484,0.0178919,0,0.0149215,0,0.00260837,0.0199114,0.00200444,0.0414589,0.00774233,0.0213793,0.00354356,0.00767021,0,0,0.0095581,0,0.0103982,0.00493574,0.0839953,0.0310321,0.0254581,0.0273705,0.00402485,0.00240504,0.0350806,0.0211899,0.0179534,0.0128249,0.00323449,0.0131103,0.024921,0.0405783,0.00762664,0.00396683,0.00405196,0.0115604,0.00833512,0,0,0,0,0.00614331
40,0.00309439,0.010417,0,0,0,0.0138322,0.028211,0.0111049,0.00372425,0,0,0,0.00774505,0,0.00150638,0.00482019,0.0343488,0.0164874,0.0183045,0.008214,0,0,0.00222911,0.00437405,0.00513241,0.00268004,0.00599455,0.0423031,0.00165218,0.00370455,0.00440917,0.0174097,0,0.0154368,0,0.00233758,0.019913,0.0020947,0.0395566,0.00773486,0.0210903,0.00289774,0.00748813,0,0,0.00900875,0,0.010592,0.00481228,0.0835091,0.030221,0.0249036,0.0270346,0.00378076,0.00261915,0.0351299,0.0211585,0.0183053,0.0130769,0.00352407,0.0136646,0.0262886,0.0393464,0.00742157,0.00400715,0.00406737,0.0118181,0.00802522,0,0,0,0,0.00611566
41,0.00331043,0.0105873,0,0,0,0.0144705,0.028595,0.0119131,0.00348665,0,0,0,0.0100672,0,0.00187669,0.00475351,0.0342031,0.0176786,0.0179793,0.00740226,0,0,0.00254022,0.00530368,0.0050804,0.00299974,0.00594023,0.041819,0.000682372,0.00368385,0.00453734,0.01686,0,0.0159721,0,0.00543117,0.0199603,0.00168414,0.0378583,0.00747326,0.0206008,0.00219161,0.00743676,0,0,0.00801638,0,0.0106935,0.00433788,0.0826506,0.0290791,0.0243497,0.0268648,0.00351636,0.00278388,0.0349386,0.0212839,0.0185687,0.0131484,0.00394924,0.0138643,0.0269309,0.0375626,0.00692507,0.00431121,0.00419913,0.0118873,0.00777987,0,0,0,0,0.00592541
42,0.00317069,0.0106676,0,0,0,0.0145136,0.0286158,0.0121437,0.00343218,0,0,0,0.00922101,0,0.00151527,0.00435681,0.0340796,0.0184542,0.0180319,0.00701492,0,0,0.00292714,0.0060127,0.00485626,0.00287176,0.00608622,0.0414648,0.000384318,0.00374514,0.00427178,0.0167072,0,0.0162851,0,0.00510046,0.0200144,0.00182375,0.0359596,0.0077377,0.0204903,0.0015825,0.00717382,0,0,0.00738018,0,0.01043,0.00401075,0.0814447,0.0285103,0.0238359,0.0267493,0.00344342,0.00307103,0.034697,0.0213472,0.0186259,0.0132527,0.00398953,0.0141909,0.0273408,0.0353006,0.00657933,0.00385504,0.00384029,0.0120253,0.00758025,0,0,0,0,0.0059155
43,0.00333825,0.0107761,0,0,0,0.0151123,0.0286687,0.0124705,0.00328742,0,0,0,0.00856127,0,0.00127423,0.00402677,0.0335069,0.0191162,0.018065,0.0067755,0,0,0.00329834,0.00666486,0.00483813,0.00301567,0.00628762,0.0412064,0.000408114,0.00367416,0.00416038,0.0165488,0,0.0170931,0,0.0048505,0.0200333,0.00177015,0.0343817,0.00770965,0.019949,0.00103053,0.00710877,0,0,0.0069153,0,0.010273,0.00372536,0.0800461,0.0274979,0.0232832,0.0267058,0.00325611,0.00322148,0.0346456,0.021227,0.0185114,0.0132426,0.00393091,0.0141235,0.02719,0.0335866,0.00630716,0.00367805,0.00372141,0.0121141,0.00754178,0,0,0,0,0.00584608
44,0.00349296,0.0108763,0,0,0,0.0155123,0.0287023,0.0126516,0.00315766,0,0,0,0.00817339,0,0.00125636,0.00383887,0.0329817,0.0195477,0.0180749,0.00662487,0,0,0.00363058,0.00738729,0.00502936,0.00331393,0.00637361,0.0410598,0.000750582,0.00324846,0.00394892,0.0165903,0,0.0177201,0,0.00485057,0.020054,0.00184433,0.0332128,0.00771116,0.0194317,0.000741459,0.00711022,0,0,0.00646927,0,0.0101816,0.00347621,0.0785973,0.0265208,0.0227302,0.0264209,0.00302576,0.00341078,0.0345182,0.0211846,0.0182295,0.0131415,0.00386079,0.0139396,0.0266234,0.0322399,0.00604794,0.00368288,0.00362182,0.0121978,0.00757559,0,0,0,0,0.00573073
45,0.00359645,0.0109543,0,0,0,0.0158071,0.0287536,0.0126485,0.00310534,0,0,0,0.00796256,0,0.00141173,0.0037655,0.0326466,0.019815,0.0180714,0.00640212,0,0,0.00390261,0.00816978,0.0049798,0.00366577,0.00630346,0.0409019,0.00117341,0.00264047,0.00360747,0.0166401,0,0.0182566,0,0.00497069,0.0200758,0.00211586,0.0324812,0.00769605,0.0189941,0.00098911,0.00713644,0,0,0.00602722,0,0.00994456,0.00320795,0.0770484,0.0255309,0.0221485,0.0261791,0.00274412,0.00357796,0.0344352,0.0211686,0.0178429,0.0129231,0.00372415,0.0135967,0.0257107,0.0312827,0.00581841,0.00363316,0.00358002,0.0122812,0.00765096,0,0,0,0,0.0056983
46,0.0037041,0.0110191,0,0,0,0.0163188,0.0288263,0.0126636,0.00311715,0,0,0,0.00794529,0,0.00156941,0.00379613,0.0324777,0.0200473,0.0181399,0.00627628,0,0,0.0041503,0.0089934,0.00489077,0.00392197,0.00618665,0.0406638,0.00159615,0.00222327,0.0032694,0.0166055,0,0.0189822,0,0.0052052,0.0200956,0.00233135,0.0320296,0.00769481,0.0187189,0.00149591,0.00719618,0,0,0.00559747,0,0.009759,0.00292562,0.0753292,0.0245808,0.0215522,0.0259972,0.00238716,0.0037398,0.0345114,0.0212342,0.0173994,0.0125982,0.00344691,0.0132136,0.0246204,0.030868,0.00555673,0.00362694,0.00355528,0.012354,0.00775568,0,0,0,0,0.00581828
47,0.00410134,0.0109834,0,0,0,0.0168902,0.0291409,0.0128801,0.0031093,0,0,0,0.0161108,0,0.00260086,0.00794801,0.0323749,0.0204662,0.0182322,0.0062317,0,0,0.00413648,0.0132275,0.00500421,0.00416683,0.00610434,0.0403157,0.00201362,0.00224986,0.00313322,0.0164796,0,0.0197713,0,0.0115947,0.0202202,0.00228717,0.0315677,0.00744955,0.0182493,0.00215325,0.00757543,0,0,0.0106104,0,0.0108507,0.00626603,0.073577,0.0235429,0.0208093,0.025765,0.00171337,0.00378933,0.0346639,0.0214484,0.0169809,0.0120959,0.00313327,0.0126986,0.0234986,0.030904,0.00801299,0.00395566,0.00401537,0.0121781,0.00807569,0,0,0,0,0.00602681
48,0.00426543,0.0112127,0,0,0,0.0177004,0.0290627,0.0134422,0.00336742,0,0,0,0.0137005,0,0.00209243,0.00673956,0.0322615,0.021114,0.018329,0.00633074,0,0,0.00453934,0.0129506,0.00495089,0.00446356,0.00605228,0.0399551,0.00247921,0.00270793,0.00323513,0.0162206,0,0.0208207,0,0.00997311,0.0201874,0.00246693,0.0312323,0.00754208,0.0176873,0.00283701,0.00758084,0,0,0.00832689,0,0.0103198,0.00474057,0.0718793,0.0226492,0.0203227,0.025235,0.00142987,0.00392229,0.0348718,0.021629,0.0165517,0.0115366,0.00285221,0.0122801,0.0225007,0.0313525,0.00683954,0.00383324,0.00375619,0.0124346,0.00812098,0,0,0,0,0.00622134
49,0.004258,0.011173,0,0,0,0.018479,0.0290896,0.0142231,0.00357669,0,0,0,0.0139465,0,0.00222941,0.0069597,0.0320887,0.0220424,0.0183985,0.00644019,0,0,0.00476493,0.0138229,0.0048405,0.00468928,0.00594702,0.0395781,0.00307386,0.00339017,0.00344383,0.0159031,0,0.021851,0,0.0103966,0.0201927,0.00269103,0.0313008,0.00752741,0.0176107,0.00349948,0.00752852,0,0,0.00855923,0,0.0103305,0.00491203,0.0703217,0.0225176,0.0197542,0.0245358,0.00114345,0.00397443,0.0351183,0.0214321,0.0161176,0.0110661,0.00251443,0.0121938,0.0218084,0.0322641,0.00684508,0.00390267,0.00378024,0.0123538,0.00812614,0,0,0,0,0.00650345
50,0.00407599,0.0110113,0,0,0,0.0193018,0.02913,0.0150816,0.0037096,0,0,0,0.0129022,0,0.00221903,0.00637487,0.0319518,0.0232212,0.0183691,0.0064665,0,0,0.00496056,0.014114,0.00463448,0.0047607,0.00579935,0.0391816,0.00370953,0.0041943,0.00376766,0.0155739,0,0.0228839,0,0.00993913,0.0202121,0.00273218,0.0318852,0.00751746,0.0176959,0.00401957,0.00739649,0,0,0.00863711,0,0.0103162,0.00496942,0.0689458,0.022643,0.0191948,0.0238231,0.00111352,0.00396759,0.0353693,0.0212616,0.0156919,0.0106706,0.00221855,0.0122187,0.0212224,0.0335683,0.00668551,0.00389992,0.00385035,0.012108,0.00803946,0,0,0,0,0.00678332
51,0.00406268,0.0109948,0,0,0,0.0197088,0.0291893,0.0158119,0.00375662,0,0,0,0.0121602,0,0.00231992,0.00579907,0.0318831,0.0243631,0.018342,0.00670699,0,0,0.00526324,0.0144924,0.00467678,0.00495477,0.00573377,0.0387127,0.004313,0.00487912,0.00404698,0.0153136,0,0.0234653,0,0.00961017,0.0202591,0.00277169,0.0327598,0.00753508,0.0175585,0.00449787,0.00738662,0,0,0.00807912,0,0.0101349,0.00462602,0.0678395,0.0228203,0.0187361,0.0229241,0.00123839,0.00401029,0.0355544,0.0209963,0.0152998,0.0102842,0.00216697,0.0122415,0.0207438,0.0350644,0.00616492,0.00370235,0.00392819,0.0120194,0.00801073,0,0,0,0,0.00702456
52,0.00404864,0.0109178,0,0,0,0.0197456,0.0292241,0.0163172,0.00378306,0,0,0,0.0116158,0,0.00236277,0.00548003,0.0319097,0.0255046,0.0183751,0.00688171,0,0,0.0054999,0.0150216,0.00474309,0.00507549,0.00566569,0.0382892,0.00479519,0.00533261,0.00421816,0.0151372,0,0.0239166,0,0.00940767,0.0202952,0.00278571,0.0334196,0.00757017,0.0172349,0.00491028,0.00740802,0,0,0.00755786,0,0.00994831,0.00421477,0.0668601,0.0233745,0.0183664,0.021844,0.00137812,0.00400962,0.0355408,0.0205681,0.0149526,0.00997438,0.0023947,0.0124431,0.0206385,0.0365816,0.00565009,0.00367207,0.0039388,0.0118835,0.0080493,0,0,0,0,0.00723449
53,0.0040504,0.0106629,0,0,0,0.0195438,0.0293684,0.0167102,0.00390882,0,0,0,0.0157341,0,0.00295765,0.00780795,0.0320207,0.0261112,0.0185005,0.00704924,0,0,0.00549383,0.0173262,0.00472524,0.00514129,0.00550349,0.0380102,0.00515707,0.00567148,0.0043028,0.0150865,0,0.0239949,0,0.0125045,0.0203745,0.00295601,0.0338192,0.00750901,0.0172289,0.00532266,0.00751697,0,0,0.00978062,0,0.0104337,0.00564154,0.0659647,0.0243786,0.0179624,0.0205099,0.00167691,0.00425177,0.0352791,0.0199617,0.0145638,0.00981954,0.00277404,0.0130039,0.021348,0.0379783,0.00652532,0.00413064,0.00417439,0.0115233,0.00815825,0,0,0,0,0.00737791
54,0.00431444,0.0107263,0,0,0,0.019321,0.0293643,0.0168855,0.00418462,0,0,0,0.0141343,0,0.00275146,0.00701861,0.0321197,0.0261406,0.0185726,0.00727859,0,0,0.0056864,0.0173556,0.00473984,0.00514824,0.00530949,0.037749,0.00544674,0.00590539,0.00430626,0.0150635,0,0.0239517,0,0.0116775,0.0203673,0.00293384,0.0340518,0.00759452,0.0172436,0.00569976,0.00769009,0,0,0.00818501,0,0.0101923,0.0045764,0.0650212,0.0255866,0.0177017,0.0190193,0.00189446,0.0042003,0.0348867,0.0191738,0.0140185,0.0099232,0.0032968,0.0137731,0.0225521,0.0395812,0.00549531,0.00419653,0.00398847,0.0115465,0.00833838,0,0,0,0,0.00736875
55,0.00424757,0.0105158,0,0,0,0.0193156,0.0294009,0.0169432,0.00435402,0,0,0,0.0140668,0,0.00275658,0.00721826,0.0320148,0.0262156,0.0185305,0.00738888,0,0,0.00570588,0.0179797,0.00464318,0.00494523,0.00509725,0.0375078,0.00576345,0.00615721,0.00435417,0.0150217,0,0.0241483,0,0.0117997,0.0204115,0.00296717,0.0342152,0.007596,0.017225,0.00602632,0.0077008,0,0,0.00840807,0,0.0101374,0.00467619,0.0640463,0.0270361,0.0173662,0.0173196,0.00225865,0.00438081,0.0344437,0.0181174,0.0132806,0.0104574,0.00397879,0.0146724,0.0240757,0.0414424,0.00533968,0.00428671,0.00408306,0.0111982,0.00840639,0,0,0,0,0.00722241
56,0.00433428,0.0104666,0,0,0,0.0192847,0.0294485,0.0170121,0.00454217,0,0,0,0.0135388,0,0.0026864,0.0070664,0.0317406,0.0263105,0.0185105,0.00748119,0,0,0.00579436,0.018491,0.00453745,0.00474964,0.0048757,0.0372209,0.00606342,0.00638249,0.00436103,0.0149171,0,0.0243081,0,0.0115754,0.0205474,0.0028428,0.0345216,0.00763307,0.0171318,0.00623357,0.00781936,0,0,0.00782362,0,0.0100189,0.00424556,0.063129,0.0284416,0.0171358,0.015526,0.0025262,0.00441867,0.0338685,0.0168267,0.0125234,0.0112407,0.00469704,0.0154754,0.0256826,0.0434802,0.00480761,0.00423706,0.0040475,0.0109951,0.00851379,0,0,0,0,0.00697047
57,0.00443546,0.0104159,0,0,0,0.0194042,0.0295008,0.0171258,0.0046246,0,0,0,0.0133483,0,0.00267733,0.00697175,0.0313479,0.0266238,0.018513,0.0075839,0,0,0.00586882,0.0189519,0.0043042,0.00449258,0.0046734,0.0370073,0.00633443,0.00657309,0.00435774,0.0147806,0,0.0246338,0,0.0115468,0.0206534,0.00276078,0.0347406,0.00767791,0.0167173,0.00632185,0.00794665,0,0,0.00730686,0,0.0100098,0.00387079,0.062295,0.0301187,0.0169935,0.0134939,0.00279282,0.00445139,0.0331445,0.0152635,0.011695,0.0120147,0.00544836,0.0161002,0.0270731,0.0453091,0.0043078,0.00429096,0.00404237,0.0107885,0.00860698,0,0,0,0,0.00655668
58,0.0044577,0.010353,0,0,0,0.0195645,0.0295466,0.0172864,0.00466024,0,0,0,0.0132595,0,0.00274346,0.00688479,0.0308793,0.027073,0.018469,0.0076629,0,0,0.00590935,0.0192706,0.00400268,0.00433958,0.00443868,0.0368818,0.00655118,0.00673096,0.00435908,0.01464,0,0.0249715,0,0.0115632,0.020711,0.00273608,0.0345133,0.00771655,0.0159953,0.00639297,0.00800212,0,0,0.00683825,0,0.00991152,0.00353274,0.0616147,0.0311207,0.0169275,0.0111827,0.00303567,0.0044992,0.0322408,0.0134591,0.0107056,0.0127087,0.00614082,0.0165498,0.0280253,0.0463773,0.00385956,0.00420962,0.00398213,0.0105623,0.00863569,0,0,0,0,0.00594051
59,0.00450163,0.0102109,0,0,0,0.0195537,0.0296307,0.0174768,0.00463926,0,0,0,0.0163284,0,0.00309019,0.00854078,0.0303736,0.0275619,0.0183776,0.00777347,0,0,0.0057941,0.0206441,0.00410725,0.00429489,0.00427046,0.0367671,0.00680231,0.00691533,0.00437034,0.0145263,0,0.0250819,0,0.0137195,0.020787,0.00289402,0.0338907,0.00761534,0.0149849,0.00658382,0.00812403,0,0,0.00884957,0,0.0102282,0.00489267,0.0610772,0.0313237,0.0168343,0.00872303,0.00338978,0.00498054,0.0312435,0.0116074,0.00954849,0.0134425,0.00678427,0.0165264,0.0282518,0.0466542,0.00473164,0.00414449,0.00409618,0.0102283,0.00868664,0,0,0,0,0.00530349
60,0.00500767,0.0104613,0,0,0,0.019597,0.0295535,0.0177369,0.00460756,0,0,0,0.0118188,0,0.00300893,0.00593825,0.0298171,0.0280799,0.0182717,0.00786637,0,0,0.00592343,0.0193945,0.00446893,0.00433893,0.00417517,0.0366638,0.00706725,0.00713886,0.00440039,0.0143952,0,0.0253014,0,0.0108757,0.0208323,0.00277757,0.0326453,0.00765707,0.0140361,0.00678781,0.00860995,0,0,0.00771798,0,0.00994426,0.00417433,0.0605835,0.0305653,0.0169232,0.00649455,0.00346904,0.00485086,0.0302384,0.00981808,0.00823458,0.0139619,0.00734427,0.0159658,0.0274723,0.0459595,0.00412162,0.00373952,0.00393357,0.0103974,0.00897478,0,0,0,0,0.00469444
61,0.00512709,0.0104481,0,0,0,0.0197763,0.0295993,0.0179953,0.00458697,0,0,0,0.0117177,0,0.00316122,0.00601139,0.0292936,0.0285867,0.0181494,0.0078094,0,0,0.00590526,0.0197685,0.00467414,0.00444624,0.00409832,0.0365851,0.00731821,0.00737292,0.00449639,0.0142878,0,0.0256335,0,0.0110077,0.0209311,0.00281504,0.0304781,0.0076726,0.0130738,0.00714556,0.0087966,0,0,0.00775024,0,0.00993727,0.0042141,0.0601705,0.0283872,0.016965,0.00514566,0.00366867,0.00499644,0.0291931,0.00836185,0.00699045,0.0141331,0.0078099,0.0147931,0.0255373,0.0438146,0.00405961,0.00352118,0.00396323,0.0102071,0.00903375,0,0,0,0,0.00425501
62,0.0052627,0.0104291,0,0,0,0.0199927,0.0296505,0.0181597,0.00467217,0,0,0,0.0116883,0,0.00330697,0.00610306,0.0288652,0.0290048,0.0180329,0.00752897,0,0,0.00592771,0.0201659,0.00492711,0.00467869,0.00402517,0.0365074,0.0075541,0.00760539,0.00457986,0.0142029,0,0.0260071,0,0.0110882,0.0209926,0.00264993,0.0273205,0.00767634,0.0120791,0.00762504,0.00896197,0,0,0.00771165,0,0.00991139,0.00420751,0.0598531,0.0253855,0.0169914,0.0060355,0.0038864,0.00515543,0.0282217,0.00786187,0.00579146,0.0138204,0.00820625,0.0133598,0.0223636,0.0401161,0.0039742,0.00323856,0.00389428,0.0100323,0.00913388,0,0,0,0,0.00416396
63,0.00463571,0.0100129,0,0,0,0.0203597,0.0297467,0.0182496,0.00479433,0,0,0,0.0136631,0,0.00337997,0.00731644,0.0284724,0.0293754,0.0179341,0.00752619,0,0,0.00579151,0.0211797,0.00527449,0.00497906,0.00389494,0.0364627,0.00772335,0.00779171,0.00468264,0.0141941,0,0.026556,0,0.0124151,0.0210618,0.002472,0.0233222,0.0077285,0.011465,0.00825031,0.00836582,0,0,0.0067318,0,0.00963096,0.00355201,0.0595656,0.0223862,0.0169572,0.00890992,0.00418944,0.00510472,0.0274152,0.00880355,0.00480041,0.0130643,0.00859597,0.0117813,0.0184473,0.0346462,0.0033306,0.00287136,0.00371759,0.00938807,0.00866401,0,0,0,0,0.00448856
64,0.00466035,0.00988663,0,0,0,0.0200966,0.0297349,0.0181819,0.00493309,0,0,0,0.013065,0,0.00354042,0.00701032,0.0279831,0.0297359,0.0178233,0.00778714,0,0,0.00563959,0.0212731,0.00567175,0.00532121,0.00387706,0.0364459,0.00785744,0.00790489,0.00475122,0.0142569,0,0.0263836,0,0.0120241,0.0211198,0.00241292,0.018502,0.00775494,0.0116875,0.00863585,0.00839779,0,0,0.0063584,0,0.00944913,0.00337503,0.059333,0.0199346,0.0170504,0.0124791,0.00425733,0.0051336,0.0270461,0.0108448,0.00448705,0.0120934,0.00906754,0.00974427,0.0148892,0.027365,0.00312511,0.00244114,0.00358909,0.00919819,0.00866579,0,0,0,0,0.00512684
65,0.00472764,0.00975408,0,0,0,0.0198261,0.0297199,0.0180346,0.00502503,0,0,0,0.0124903,0,0.00361746,0.00665666,0.0277349,0.0299892,0.017733,0.00795448,0,0,0.00540346,0.021369,0.00599256,0.00567333,0.00386681,0.0364666,0.00797209,0.0079582,0.00481573,0.0143306,0,0.0262269,0,0.0116693,0.021232,0.00273233,0.014857,0.00778516,0.0129766,0.0089243,0.00850067,0,0,0.00604474,0,0.00933706,0.00319022,0.05931,0.0185222,0.0171417,0.0158971,0.00421621,0.00513434,0.0270692,0.0133876,0.00496352,0.0110226,0.00972637,0.00769011,0.0125273,0.0196641,0.00292591,0.0020379,0.00333269,0.00901412,0.00871304,0,0,0,0,0.00563404
66,0.0051877,0.0097181,0,0,0,0.0196504,0.0297286,0.0179743,0.00504375,0,0,0,0.0127021,0,0.00362644,0.00674788,0.0275821,0.0302349,0.0176185,0.00812074,0,0,0.00510314,0.0218027,0.00624855,0.00595917,0.00387218,0.036441,0.00815086,0.00801953,0.00492762,0.0144036,0,0.0261318,0,0.0118894,0.0213066,0.00285195,0.0165925,0.00770633,0.0152641,0.00903327,0.00902574,0,0,0.00784594,0,0.0096714,0.00440985,0.0595382,0.0185195,0.0171616,0.018603,0.00417191,0.00545042,0.0273128,0.0159436,0.00609509,0.0100519,0.010793,0.00587319,0.0112184,0.0157332,0.00368672,0.0015914,0.00326835,0.00898119,0.00911202,0,0,0,0,0.00617349
67,0.00507619,0.00945523,0,0,0,0.0199037,0.0296859,0.0181805,0.004941,0,0,0,0.0119804,0,0.00371204,0.0063091,0.0274973,0.0305884,0.0174253,0.00819926,0,0,0.00476968,0.0217109,0.00653169,0.00622908,0.00388809,0.0364349,0.00834543,0.00823061,0.00506045,0.0144228,0,0.0264502,0,0.0114198,0.0213943,0.00254319,0.0231597,0.00773024,0.0175634,0.00905861,0.00909332,0,0,0.0074704,0,0.0094483,0.00413718,0.0599681,0.0197618,0.0171809,0.020672,0.00418028,0.00538702,0.027598,0.0183039,0.00774115,0.0097339,0.0120965,0.00489947,0.0109797,0.019328,0.00331151,0.00126621,0.00307055,0.00866533,0.00915093,0,0,0,0,0.00669021
68,0.00510473,0.00926087,0,0,0,0.0202433,0.0296476,0.0187398,0.00480503,0,0,0,0.0114199,0,0.00394078,0.00593657,0.027525,0.0310103,0.0171737,0.00821474,0,0,0.00447178,0.0215764,0.00677759,0.00639152,0.00387254,0.0364291,0.00858747,0.00857872,0.00523204,0.0143974,0,0.0267756,0,0.0110084,0.0214332,0.0019946,0.0304555,0.00775508,0.0193139,0.00897711,0.00934629,0,0,0.00712239,0,0.0092302,0.00391667,0.060628,0.0212989,0.0171405,0.0222582,0.00424802,0.00536526,0.027864,0.0199304,0.00937198,0.010096,0.013528,0.00491514,0.0113555,0.026669,0.00293433,0.00116799,0.00283413,0.00844103,0.00935479,0,0,0,0,0.00667016
69,0.00519677,0.00908239,0,0,0,0.0207046,0.0296293,0.0190885,0.00462749,0,0,0,0.0109681,0,0.00415197,0.00576014,0.0276734,0.0313316,0.016905,0.00794636,0,0,0.00413836,0.021476,0.00684134,0.00654049,0.00381085,0.0363503,0.0087812,0.00887263,0.00539437,0.014344,0,0.0272484,0,0.0106282,0.0214392,0.00200754,0.0361895,0.00779806,0.0204304,0.00882667,0.00965663,0,0,0.00685666,0,0.00903361,0.00374292,0.0614176,0.0215589,0.0170468,0.0236796,0.00446657,0.00539781,0.028058,0.0207414,0.010716,0.0108325,0.0148751,0.00556907,0.0120826,0.0333471,0.00256532,0.00142648,0.00269564,0.0082342,0.0096217,0,0,0,0,0.00624967
70,0.00534147,0.00891462,0,0,0,0.0211979,0.0296241,0.0191488,0.00437363,0,0,0,0.0105584,0,0.0041899,0.00557832,0.0279963,0.0314522,0.0166692,0.00758833,0,0,0.00382084,0.0214008,0.00679649,0.00663152,0.00372,0.0362717,0.00889853,0.00908039,0.00554611,0.0142878,0,0.0280444,0,0.0102806,0.0214952,0.00212611,0.0394944,0.00783864,0.0211013,0.00854933,0.00995044,0,0,0.00659971,0,0.00890998,0.0035776,0.0621465,0.0213449,0.0168998,0.0249405,0.00479773,0.00543625,0.0279398,0.0210123,0.0118199,0.0115123,0.0160299,0.00626929,0.0128408,0.037223,0.00222574,0.00180806,0.0024961,0.00803501,0.00988628,0,0,0,0,0.00583457
71,0.00544771,0.00871779,0,0,0,0.0216952,0.0296179,0.0190555,0.00407518,0,0,0,0.0102831,0,0.00411356,0.00536852,0.0284184,0.0314096,0.0164996,0.0072432,0,0,0.00355435,0.021409,0.00679328,0.00668134,0.00362574,0.0361627,0.00894679,0.00924872,0.00562803,0.0142094,0,0.0288793,0,0.0100394,0.0215864,0.00212128,0.0403547,0.00779199,0.0212243,0.00818591,0.0102303,0,0,0.00629406,0,0.00883457,0.00342108,0.0625919,0.0209018,0.0167028,0.0257901,0.00516432,0.00543889,0.0275155,0.0209756,0.012571,0.0119847,0.0167963,0.00654982,0.0132588,0.0380332,0.00188949,0.00199229,0.0021005,0.00779099,0.0101238,0,0,0,0,0.0054563
72,0.00545459,0.00853485,0,0,0,0.022318,0.0296624,0.0189056,0.00384371,0,0,0,0.0118651,0,0.00381101,0.0062966,0.0287842,0.0315255,0.0164028,0.00688126,0,0,0.00337491,0.0222694,0.00679804,0.00673833,0.00351446,0.0360375,0.00902053,0.00942663,0.00568507,0.0140893,0,0.0297853,0,0.0111822,0.0216498,0.00208394,0.039365,0.00760766,0.0207965,0.00772252,0.0104801,0,0,0.00796807,0,0.00913543,0.0044166,0.0626538,0.0201816,0.0163635,0.0261492,0.00551252,0.00571846,0.0269879,0.0207729,0.0128271,0.012166,0.0170278,0.00633507,0.0131482,0.0368824,0.00267922,0.00139748,0.00148396,0.00754118,0.0102684,0,0,0,0,0.00511621
