Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LEAR,RTHIA,
259,0.0482881,0.0438954,0,0,0,0,0,0,0.0454609,0,0.0297823,0.0634249,0,0.0201742,0,0,0.0455276,0.0390927,0.0363276,0.0223395,0.018347,0.0386831,0.0374192,0.0230702,0.0457279,0.0494377,0.0274395,0.0313497,0.0312779,0.0191418,0.0274138,0.0184162,0.0478037,0.0129546,0.0127441,0.0334659,0,0.0171348,0.0682559,0.0367961,0,0,0.0148407,0,0,0.0181109,0.0587939,0.0376196,0.0314447,0.00665084,0.0512889,0.0678442,0.0406673,0.0603321,0.0395435,0.0690549,0.0476819,0.0523585,0.0789596,0.0296189,0.035961,0.00837653,0.011334,0.0444526,0.0635214,0,0,0,0,0,0,0,0,0.0754102,0
260,0.0480275,0.0443178,0,0,0,0,0,0,0.0457902,0,0.0296055,0.0636514,0,0.0202421,0,0,0.0454991,0.0392738,0.0362985,0.0223826,0.0182452,0.0386646,0.0376005,0.023162,0.0458172,0.0494482,0.0273364,0.0313269,0.0311861,0.0192131,0.0274918,0.0181967,0.0476848,0.0130625,0.0127622,0.0334583,0,0.0171433,0.0680913,0.0366603,0,0,0.0152714,0,0,0.0180758,0.0584291,0.0379728,0.0315859,0.00678195,0.0512079,0.0676588,0.0408897,0.0602709,0.0395795,0.0689648,0.0476868,0.0523302,0.078841,0.0289617,0.0358845,0.00779056,0.0115449,0.0447703,0.0630978,0,0,0,0,0,0,0,0,0.0752092,0
261,0.0478914,0.0447466,0,0,0,0,0,0,0.0460387,0,0.0295281,0.0634769,0,0.0201924,0,0,0.045501,0.0394259,0.0363098,0.0223704,0.0181584,0.038637,0.0377238,0.0232506,0.0458644,0.0495321,0.0271939,0.0313481,0.0312331,0.0192404,0.0276735,0.0180265,0.0476901,0.0131677,0.0128374,0.0336286,0,0.0172537,0.0679541,0.0365506,0,0,0.0158896,0,0,0.0181084,0.0580495,0.0377273,0.0317258,0.00693273,0.0511527,0.067542,0.0411831,0.0601602,0.03951,0.0688201,0.0475611,0.0522874,0.0785456,0.0283526,0.0357723,0.00726132,0.0117668,0.0450331,0.0621657,0,0,0,0,0,0,0,0,0.0749559,0
262,0.0478489,0.0452333,0,0,0,0,0,0,0.0461781,0,0.029495,0.0630721,0,0.0201886,0,0,0.0455475,0.0395494,0.0364461,0.0223377,0.018021,0.0386139,0.0378248,0.0233108,0.0458159,0.0496014,0.0270889,0.0314307,0.0312335,0.0193151,0.0277864,0.0179792,0.047791,0.0132903,0.0128712,0.0337254,0,0.0174072,0.0679161,0.0363806,0,0,0.0165937,0,0,0.0181521,0.0577337,0.0370508,0.0319075,0.0071032,0.0511083,0.0673881,0.0412467,0.0599019,0.0397486,0.0685538,0.0474316,0.0522047,0.0783093,0.0281618,0.0356695,0.00680536,0.0119447,0.0452819,0.0613341,0,0,0,0,0,0,0,0,0.0747401,0
263,0.0479341,0.0457001,0,0,0,0,0,0,0.0463096,0,0.0297754,0.0631674,0,0.0205993,0,0,0.0454175,0.0394062,0.0369637,0.0220804,0.0175774,0.0386451,0.0379176,0.0229183,0.0459996,0.0497521,0.0270627,0.031334,0.0311955,0.0192668,0.0276298,0.0178844,0.0475058,0.0136172,0.0130593,0.0332689,0,0.0172139,0.0679268,0.0363744,0,0,0.0174365,0,0,0.0181171,0.0580177,0.0361392,0.0323697,0.00752791,0.0513302,0.0671288,0.0409017,0.0595517,0.0399691,0.0685236,0.0476004,0.0522951,0.0782823,0.0285187,0.0358648,0.00642896,0.0122273,0.0454474,0.0607171,0,0,0,0,0,0,0,0,0.0742827,0
264,0.0479401,0.0462246,0,0,0,0,0,0,0.0465462,0,0.0296876,0.0630956,0,0.020759,0,0,0.0453631,0.0393851,0.037476,0.0218241,0.0176209,0.0386115,0.0382435,0.0228899,0.0460682,0.0496871,0.0270793,0.0313254,0.0311502,0.0192959,0.0276578,0.0179353,0.0472463,0.0137631,0.0129891,0.0331455,0,0.0173531,0.0678614,0.0359722,0,0,0.0180347,0,0,0.0180871,0.0581154,0.0358014,0.0327322,0.00765012,0.0512819,0.0670152,0.0405959,0.0597672,0.0398848,0.0684833,0.047434,0.0521111,0.0783247,0.0282198,0.0358965,0.0060829,0.0123369,0.0458219,0.0601684,0,0,0,0,0,0,0,0,0.0741193,0
265,0.0478359,0.0468109,0,0,0,0,0,0,0.0468805,0,0.029607,0.062995,0,0.0208633,0,0,0.0453143,0.0394229,0.0377575,0.0217139,0.0177559,0.0386192,0.0386647,0.0228522,0.045985,0.0496148,0.0272715,0.0312896,0.0310027,0.0191537,0.0276621,0.0179111,0.0470098,0.0138434,0.0129472,0.0327882,0,0.0173635,0.0678644,0.0355212,0,0,0.0183921,0,0,0.018022,0.0582224,0.0356956,0.0330421,0.00778481,0.0512589,0.0669495,0.0402232,0.0603473,0.0399599,0.0684323,0.0472525,0.05192,0.0779147,0.0281872,0.0358278,0.00565449,0.0125712,0.0462916,0.0596073,0,0,0,0,0,0,0,0,0.0739239,0
266,0.0475924,0.0474812,0,0,0,0,0,0,0.0470888,0,0.0295106,0.0629615,0,0.020842,0,0,0.0452466,0.0395961,0.0378954,0.0215842,0.0179049,0.0387138,0.0391254,0.0228654,0.0459012,0.0496035,0.0272805,0.0312285,0.0308829,0.0189954,0.0275817,0.0179662,0.0466648,0.0139199,0.0128542,0.0323434,0,0.0174293,0.0680101,0.0350497,0,0,0.0184873,0,0,0.018048,0.0581524,0.0359315,0.0333325,0.00780751,0.0512395,0.0668424,0.0400836,0.0605525,0.0400555,0.0682642,0.047052,0.0517093,0.0776121,0.0283936,0.0355166,0.0053193,0.0130182,0.0468567,0.0589233,0,0,0,0,0,0,0,0,0.0739055,0
267,0.0471927,0.0480863,0,0,0,0,0,0,0.0471266,0,0.0295583,0.0630525,0,0.0207271,0,0,0.0452019,0.0396991,0.0377776,0.0214276,0.0179028,0.0387502,0.0396476,0.022796,0.045787,0.0497288,0.0271018,0.0312708,0.0308767,0.0189439,0.0275483,0.0180155,0.0461289,0.0141966,0.0127905,0.0320118,0,0.0174547,0.068114,0.0344126,0,0,0.015837,0,0,0.0204251,0.0580755,0.036277,0.0336628,0.00789199,0.0512254,0.0668345,0.0401717,0.0603809,0.0402515,0.0681037,0.0471775,0.0515836,0.0774097,0.0283083,0.0348572,0.00672716,0.0107251,0.0473582,0.0582651,0,0,0,0,0,0,0,0,0.0738671,0
268,0.0468368,0.0489307,0,0,0,0,0,0,0.0472133,0,0.0296749,0.0630383,0,0.020544,0,0,0.0453316,0.0398922,0.0374882,0.0211283,0.0179768,0.0389538,0.0399673,0.0227958,0.0456206,0.0498529,0.0270273,0.0312789,0.0307506,0.0188905,0.0274357,0.0181402,0.0455524,0.0144478,0.0126984,0.032299,0,0.0174868,0.068216,0.0338832,0,0,0.0168784,0,0,0.0208719,0.0579879,0.0367101,0.0340376,0.00816291,0.0513652,0.0669452,0.0403063,0.0601298,0.0402943,0.0679391,0.0471954,0.0514211,0.0771796,0.0276384,0.034449,0.00648367,0.0109813,0.0479326,0.057632,0,0,0,0,0,0,0,0,0.0738142,0
269,0.0464904,0.0498841,0,0,0,0,0,0,0.0472572,0,0.0296115,0.0630876,0,0.020248,0,0,0.0457242,0.0401408,0.0373252,0.0209517,0.0182394,0.0391113,0.0403439,0.0229062,0.04559,0.049835,0.0269616,0.0312226,0.0306288,0.0187851,0.0273293,0.0181779,0.0450271,0.014581,0.01265,0.0328554,0,0.01771,0.0682784,0.0332364,0,0,0.017987,0,0,0.0214575,0.0577801,0.0369534,0.0343387,0.00841256,0.051353,0.0671825,0.0403363,0.0600044,0.0403357,0.0676959,0.0469417,0.0510204,0.0769438,0.0267915,0.0340642,0.0064377,0.0111371,0.0485831,0.05712,0,0,0,0,0,0,0,0,0.0739183,0
270,0.0463697,0.0507887,0,0,0,0,0,0,0.0473665,0,0.0298356,0.0633262,0,0.0202196,0,0,0.046171,0.0403429,0.0374221,0.0206575,0.0182789,0.039607,0.040735,0.0226795,0.0454793,0.0499763,0.0270877,0.0310412,0.030754,0.0185412,0.027267,0.0183994,0.0443431,0.0146959,0.0127634,0.0333399,0,0.0176852,0.0683438,0.0326924,0,0,0.0190588,0,0,0.0219262,0.0578018,0.0367773,0.0346809,0.00887904,0.0516578,0.0674787,0.0400345,0.059777,0.0405565,0.0676077,0.0468382,0.0506941,0.077028,0.0262601,0.0337506,0.00648172,0.0114108,0.0490508,0.0565363,0,0,0,0,0,0,0,0,0.073727,0
271,0.0460669,0.0519723,0,0,0,0,0,0,0.0477702,0,0.0299511,0.0631866,0,0.0200582,0,0,0.0467776,0.0404834,0.0374844,0.0205727,0.0184475,0.0400503,0.0411703,0.0226329,0.0452974,0.050016,0.0271915,0.0309547,0.0312397,0.0184111,0.0271777,0.0184542,0.0437557,0.014399,0.0129227,0.0335337,0,0.0179533,0.068122,0.0319643,0,0,0.0200752,0,0,0.0221474,0.0577907,0.0362374,0.0348583,0.00918722,0.0519674,0.0680781,0.0398521,0.0598525,0.0409574,0.0673368,0.0463755,0.0504303,0.076824,0.0258075,0.0335892,0.00673797,0.010886,0.0497901,0.055751,0,0,0,0,0,0,0,0,0.0736955,0
272,0.0458806,0.0529926,0,0,0,0,0,0,0.0482788,0,0.0300009,0.0630385,0,0.0200738,0,0,0.0470739,0.0406452,0.0375723,0.0205097,0.0186692,0.0404702,0.0416769,0.0226209,0.0450569,0.0500292,0.0272391,0.0309506,0.031068,0.0184924,0.0271106,0.0184405,0.0429531,0.0143247,0.0129173,0.0325363,0,0.0183602,0.0678808,0.0314135,0,0,0.0209913,0,0,0.0222798,0.0578335,0.0344876,0.0350964,0.0094495,0.052334,0.0685043,0.0398289,0.0600153,0.0415272,0.0669216,0.0456523,0.0501042,0.0761497,0.0258594,0.0333145,0.00671498,0.0110582,0.0504524,0.0552504,0,0,0,0,0,0,0,0,0.0737198,0
273,0.0456067,0.0540589,0,0,0,0,0,0,0.0487686,0,0.0299474,0.0629281,0,0.0200615,0,0,0.0471818,0.0407879,0.037632,0.0202043,0.0189682,0.0408871,0.0422822,0.0226036,0.0447537,0.050039,0.0273021,0.0309618,0.0302563,0.0185333,0.0269747,0.0184638,0.0420584,0.014275,0.0129,0.0309557,0,0.0192698,0.0675508,0.0309236,0,0,0.0219596,0,0,0.0223186,0.0579133,0.031981,0.0353284,0.00980812,0.0527289,0.0688999,0.0398584,0.0603159,0.0421066,0.066362,0.0448953,0.0492625,0.075115,0.0258696,0.0328737,0.00655357,0.0113227,0.0511446,0.0549982,0,0,0,0,0,0,0,0,0.0733739,0
274,0.0449864,0.0550307,0,0,0,0,0,0,0.0498009,0,0.0347313,0.0628878,0,0.0197163,0,0,0.0474002,0.0414858,0.0370736,0.0196322,0.017642,0.0416994,0.0432647,0.0221133,0.0448351,0.0509403,0.0280822,0.0299356,0.0284031,0.019734,0.0285105,0.0219858,0.0409979,0.014362,0.0126502,0.0298899,0,0.0195777,0.067597,0.0301264,0,0,0.0233832,0,0,0.0224401,0.0581572,0.0303237,0.0353049,0.0105795,0.0531655,0.0694565,0.0388538,0.0603577,0.0420557,0.0659805,0.0443905,0.0482417,0.0742897,0.0261816,0.0319327,0.00628451,0.0123571,0.0517088,0.0550273,0,0,0,0,0,0,0,0,0.0717459,0
275,0.0449182,0.0559748,0,0,0,0,0,0,0.051462,0,0.0328544,0.0625117,0,0.0197076,0,0,0.0475681,0.0415095,0.0370779,0.0197182,0.0190317,0.0420044,0.0436644,0.0228071,0.0446034,0.0503908,0.0270899,0.0296591,0.0288757,0.018119,0.0265077,0.0183465,0.0400113,0.0143587,0.0127485,0.0301168,0,0.019135,0.0673986,0.030001,0,0,0.0248141,0,0,0.022851,0.0579998,0.0285638,0.0352139,0.0111872,0.0534486,0.070023,0.0383953,0.0606545,0.0421527,0.0655397,0.0438982,0.0472064,0.0733153,0.025918,0.0311578,0.00611346,0.0129042,0.0522107,0.0545739,0,0,0,0,0,0,0,0,0.071177,0
276,0.0449295,0.0568786,0,0,0,0,0,0,0.0530364,0,0.0317297,0.0621528,0,0.0196675,0,0,0.0478457,0.0417007,0.0373372,0.0198299,0.0202023,0.0422263,0.0441588,0.023502,0.0449875,0.0500394,0.0263251,0.0296543,0.0295701,0.017116,0.0249609,0.0156489,0.039112,0.0142756,0.0128087,0.0298765,0,0.0183909,0.0673456,0.0300542,0,0,0.0262619,0,0,0.0234747,0.0579873,0.0274842,0.0352683,0.0115659,0.0537661,0.070648,0.037536,0.0609954,0.0423973,0.0651577,0.0434306,0.0464936,0.0725837,0.0252217,0.0306368,0.00598223,0.0134646,0.0527354,0.0540306,0,0,0,0,0,0,0,0,0.0711572,0
277,0.0451213,0.0575938,0,0,0,0,0,0,0.053163,0,0.0315742,0.0617274,0,0.0197119,0,0,0.0481566,0.041767,0.0373199,0.0199955,0.020408,0.0424563,0.0447342,0.0236762,0.0458227,0.0500462,0.0260225,0.029751,0.0297115,0.0172441,0.0247971,0.0156034,0.0382649,0.0143043,0.0130119,0.0295474,0,0.0174887,0.0675018,0.030218,0,0,0.0277283,0,0,0.0241852,0.0581647,0.0274739,0.0353991,0.0113656,0.0543319,0.0713806,0.0368668,0.0613617,0.0428142,0.0654383,0.0429951,0.046668,0.0732003,0.025757,0.0301996,0.00625644,0.0138501,0.053194,0.0535975,0,0,0,0,0,0,0,0,0.0715762,0
278,0.0454325,0.058436,0,0,0,0,0,0,0.0530108,0,0.0313901,0.0614024,0,0.0197293,0,0,0.048378,0.0418623,0.0375112,0.0201349,0.020472,0.0428262,0.045134,0.0236705,0.0463114,0.0501579,0.0257634,0.0297349,0.029483,0.0171706,0.0248355,0.0160167,0.0374969,0.0142884,0.0130873,0.0292846,0,0.0168552,0.068115,0.0303724,0,0,0.0288588,0,0,0.0247704,0.0585224,0.0278171,0.0359618,0.0106741,0.0551482,0.0722716,0.0369138,0.0616042,0.0429372,0.0662256,0.043064,0.0475821,0.0748316,0.0269056,0.029729,0.00653483,0.0141347,0.0538562,0.0530209,0,0,0,0,0,0,0,0,0.0718335,0
279,0.0456803,0.0592927,0,0,0,0,0,0,0.0528204,0,0.0311266,0.0622527,0,0.0198332,0,0,0.0485854,0.0419823,0.0376573,0.0201727,0.0204261,0.0432469,0.045491,0.0236334,0.0465883,0.0503039,0.0254213,0.0296488,0.0293944,0.0170836,0.0247647,0.0165672,0.0368693,0.0142801,0.013041,0.0280877,0,0.0165014,0.0687815,0.0304652,0,0,0.0298427,0,0,0.0250122,0.0586612,0.0288772,0.0367791,0.0102862,0.0559492,0.0731675,0.0371634,0.0613767,0.0424988,0.06691,0.0437332,0.0483875,0.0758502,0.0298349,0.0290422,0.00662023,0.0144059,0.0545546,0.0524769,0,0,0,0,0,0,0,0,0.0721101,0
280,0.0457471,0.0600117,0,0,0,0,0,0,0.052675,0,0.0310755,0.0622546,0,0.0198512,0,0,0.048785,0.0419671,0.0380484,0.0202812,0.0204563,0.0437679,0.0458336,0.0235346,0.0470064,0.0503893,0.0251343,0.029628,0.0294224,0.0171889,0.024672,0.0171352,0.0365311,0.014396,0.0129946,0.0273156,0,0.0163352,0.0691267,0.0304338,0,0,0.0311967,0,0,0.0248866,0.0583829,0.0300176,0.037637,0.0104782,0.0567413,0.074003,0.0372344,0.0607386,0.0418349,0.0670549,0.0443109,0.0483578,0.075708,0.0316212,0.0280743,0.00687512,0.0143682,0.0551075,0.0522546,0,0,0,0,0,0,0,0,0.0723021,0
281,0.0457767,0.060473,0,0,0,0,0,0,0.0523846,0,0.0311985,0.0623962,0,0.0198146,0,0,0.0489379,0.0420427,0.0385951,0.0204004,0.0205686,0.0443847,0.0461866,0.0235639,0.0473997,0.0505705,0.0249073,0.0295452,0.0294626,0.0172066,0.0245351,0.0179184,0.0361402,0.014688,0.0128711,0.0268754,0,0.0162684,0.0692233,0.0303822,0,0,0.0326687,0,0,0.025104,0.0576371,0.0308759,0.0382647,0.010918,0.0573356,0.0743009,0.0371852,0.0600648,0.0412774,0.0666436,0.0444005,0.0477573,0.0749108,0.0325751,0.0274402,0.00621461,0.0158307,0.0553398,0.0519453,0,0,0,0,0,0,0,0,0.0724859,0
282,0.0462754,0.0608251,0,0,0,0,0,0,0.0482203,0,0.0310277,0,0,0.0200036,0,0,0.0487887,0.0410161,0.0432031,0.0262567,0.0180985,0.0438338,0.0461315,0.0237158,0.050795,0.0530848,0.0240125,0.0271468,0.0269836,0.0173819,0.0258225,0.0229022,0.0359174,0.0144692,0.0132061,0.0286174,0,0.0178393,0.0687376,0.0307422,0,0,0.034508,0,0,0.0253508,0.0598109,0.0310033,0.037659,0.0103563,0.0570851,0.074946,0.0383303,0.0604815,0.0437013,0.0650934,0.0427788,0.0460901,0.0733029,0.028685,0.0266752,0.00671461,0.0150335,0.0557645,0.0507809,0,0,0,0,0,0,0,0,0.0724846,0
283,0.0454538,0.0613464,0,0,0,0,0,0,0.0484924,0,0.0359143,0,0,0.0199003,0,0,0.0489131,0.0418534,0.0423193,0.0256408,0.0166266,0.044888,0.0466529,0.0228588,0.051035,0.0542309,0.0250805,0.0261897,0.0251675,0.0188418,0.0274945,0.0275946,0.0356142,0.0153885,0.0117214,0.0284496,0,0.0172828,0.0693024,0.0299471,0,0,0.0355322,0,0,0.0267583,0.0595532,0.0316071,0.0375962,0.0118051,0.0573158,0.0747945,0.0370993,0.0596762,0.043192,0.0652246,0.0432244,0.0461254,0.0729368,0.0294727,0.0267825,0.00622764,0.0179299,0.055937,0.0515906,0,0,0,0,0,0,0,0,0.0714799,0
284,0.0451503,0.0620075,0,0,0,0,0,0,0.052457,0,0.0306266,0.0625382,0,0.019185,0,0,0.0493855,0.0423581,0.0386881,0.0202191,0.0206615,0.046217,0.0468866,0.0232768,0.0477459,0.0507809,0.0242767,0.0294106,0.0297948,0.0171479,0.0242908,0.0196491,0.0355865,0.0138205,0.0140205,0.0265708,0,0.0162357,0.0695033,0.029486,0,0,0.036249,0,0,0.0274637,0.0558931,0.0314827,0.0392287,0.0111699,0.057744,0.0744013,0.0374232,0.0598953,0.0413028,0.0655593,0.0435682,0.0467204,0.0737654,0.032679,0.0259608,0.00705891,0.0165003,0.0560098,0.0522897,0,0,0,0,0,0,0,0,0.0723467,0
285,0.0446798,0.0620449,0,0,0,0,0,0,0.0512664,0,0.0319558,0,0,0.0193286,0,0,0.0498921,0.0422304,0.0430458,0.0253874,0.020082,0.0458209,0.0471317,0.0239051,0.0512956,0.0536121,0.0235927,0.0266447,0.0268208,0.0151855,0.0233753,0.0225963,0.0351304,0.0139138,0.0139296,0.0284675,0,0.0172034,0.070041,0.0289568,0,0,0.0368306,0,0,0.028229,0.0596173,0.0312412,0.0380985,0.0115159,0.0572358,0.0749545,0.0373624,0.0604273,0.0435027,0.0651383,0.0427626,0.0463975,0.0734711,0.0284887,0.025611,0.00725665,0.0165846,0.0562381,0.0524788,0,0,0,0,0,0,0,0,0.0714233,0
286,0.0441913,0.0622975,0,0,0,0,0,0,0.0514146,0,0.0315968,0,0,0.0192928,0,0,0.0503418,0.0423688,0.0429734,0.025282,0.0201335,0.0461613,0.047244,0.0239024,0.0515044,0.05374,0.0236798,0.0268711,0.0269988,0.0153338,0.023204,0.023088,0.0348574,0.014241,0.0137574,0.0286979,0,0.0172724,0.0697283,0.0285032,0,0,0.0369304,0,0,0.0283673,0.0597891,0.030852,0.0382645,0.0113034,0.0572931,0.0746494,0.0375247,0.0607018,0.0433864,0.0650252,0.042684,0.0466501,0.0738186,0.0276768,0.02528,0.00748168,0.0164137,0.0562436,0.0530158,0,0,0,0,0,0,0,0,0.0712828,0
287,0.0436474,0.0625618,0,0,0,0,0,0,0.0515377,0,0.0310808,0,0,0.0190607,0,0,0.0506664,0.0424912,0.0428336,0.0252615,0.0201132,0.0463688,0.0472839,0.0238367,0.0515964,0.0539791,0.0237272,0.0271795,0.0271393,0.0154324,0.0229803,0.0236482,0.0347577,0.0140037,0.0141486,0.0289681,0,0.0174644,0.0696128,0.0280915,0,0,0.0369206,0,0,0.028086,0.0598862,0.0303761,0.0383136,0.0111054,0.05746,0.0742508,0.0375857,0.0608519,0.0432594,0.0647567,0.0425522,0.046698,0.0736719,0.0265731,0.0252039,0.00731752,0.0165019,0.0562664,0.0536032,0,0,0,0,0,0,0,0,0.0710542,0
288,0.0429699,0.0631472,0,0,0,0,0,0,0.0530793,0,0.0290831,0.0601874,0,0.0196783,0,0,0.0506017,0.0427333,0.0383557,0.0202603,0.020492,0.0471426,0.0475459,0.0231105,0.0484628,0.051421,0.0241678,0.0301826,0.0304485,0.0173332,0.0236296,0.0219515,0.0348328,0.0141128,0.0139225,0.0275195,0,0.0167528,0.0695111,0.0276981,0,0,0.0367407,0,0,0.0276021,0.0561598,0.0300524,0.0395295,0.0105594,0.0580397,0.0733358,0.0376246,0.0608051,0.0410617,0.0650404,0.0429124,0.0471073,0.0740091,0.028744,0.0250346,0.00773065,0.0160817,0.0562778,0.0544154,0,0,0,0,0,0,0,0,0.0717386,0
289,0.0423202,0.0630307,0,0,0,0,0,0,0.0520046,0,0.030278,0,0,0.0202074,0,0,0.0507656,0.042843,0.0423549,0.0253199,0.0202219,0.0466245,0.0478172,0.0240062,0.0516839,0.0543502,0.0237711,0.0271311,0.0278325,0.0153712,0.0224934,0.0250699,0.0346342,0.0138287,0.0141363,0.0301259,0,0.0179736,0.0699997,0.0274509,0,0,0.0370243,0,0,0.0279913,0.0591995,0.0297217,0.0380415,0.0110635,0.0578531,0.0735532,0.0374153,0.0608094,0.0432276,0.064563,0.0420469,0.0463843,0.0730552,0.024118,0.0253021,0.00762447,0.0165942,0.0563497,0.0545381,0,0,0,0,0,0,0,0,0.0704787,0
290,0.0416424,0.063117,0,0,0,0,0,0,0.052104,0,0.0299079,0,0,0.0206256,0,0,0.0507973,0.0430138,0.0420442,0.0252887,0.0203846,0.0470731,0.0480296,0.0242365,0.0517787,0.054492,0.0237041,0.0267298,0.0281243,0.0155491,0.0223481,0.0262543,0.0344687,0.0137119,0.0141006,0.0310448,0,0.0182543,0.0700713,0.0272088,0,0,0.0372326,0,0,0.028599,0.0589401,0.0295976,0.0378577,0.0112158,0.0580407,0.0732167,0.0373148,0.0605791,0.043338,0.0643919,0.0418946,0.0462845,0.0728904,0.0228041,0.0252399,0.00764503,0.0167975,0.0563383,0.054728,0,0,0,0,0,0,0,0,0.0702549,0
291,0.0411517,0.063241,0,0,0,0,0,0,0.0532419,0,0.0280062,0.0605543,0,0.021065,0,0,0.0506606,0.0430158,0.0377212,0.0207913,0.0204251,0.0479524,0.0483116,0.0240416,0.0492993,0.0519097,0.0235306,0.0303133,0.0312303,0.0176227,0.0231306,0.025254,0.0343891,0.0135865,0.0140765,0.0296674,0,0.0176737,0.0699581,0.026896,0,0,0.0373011,0,0,0.0291571,0.0555944,0.0296832,0.0393016,0.0106076,0.0582405,0.0724758,0.0374002,0.0604713,0.0415633,0.0646525,0.0422618,0.0466734,0.0733182,0.0246839,0.0248657,0.00765077,0.0168901,0.0561722,0.0551735,0,0,0,0,0,0,0,0,0.0710522,0
292,0.0410073,0.0630599,0,0,0,0,0,0,0.0518221,0,0.0292953,0,0,0.0210768,0,0,0.0505486,0.0434707,0.0415015,0.0253514,0.0206832,0.0484435,0.0478272,0.0246873,0.0525039,0.055043,0.0236961,0.0285423,0.0285786,0.0154549,0.0218563,0.0284661,0.0345528,0.0128349,0.014597,0.0319779,0,0.0189195,0.0702232,0.0270375,0,0,0.0375483,0,0,0.0296735,0.0589612,0.0295082,0.0376332,0.011475,0.0582729,0.0727854,0.0373171,0.0605404,0.0438122,0.0641851,0.0418059,0.0462611,0.0727672,0.0207271,0.0247414,0.00733523,0.0174373,0.0560718,0.0551554,0,0,0,0,0,0,0,0,0.0695948,0
293,0.0408137,0.0629852,0,0,0,0,0,0,0.0512105,0,0.0289917,0,0,0.0211143,0,0,0.0505004,0.0437204,0.0412143,0.0254197,0.0208376,0.0491428,0.0477001,0.0249396,0.0529253,0.0552478,0.0236558,0.0290114,0.028897,0.0154651,0.021683,0.029538,0.0346369,0.0125929,0.0147258,0.0324043,0,0.0191072,0.070364,0.0272101,0,0,0.0376088,0,0,0.0297929,0.0589407,0.0294121,0.037444,0.0117505,0.0582485,0.0727392,0.0374104,0.0604637,0.0440919,0.0640568,0.0418822,0.046303,0.0726256,0.0199567,0.0244321,0.00729957,0.0175624,0.0558142,0.0552935,0,0,0,0,0,0,0,0,0.0692952,0
294,0.0406153,0.0629822,0,0,0,0,0,0,0.0503136,0,0.028801,0,0,0.0209722,0,0,0.0506874,0.0439475,0.0411275,0.0254323,0.0210923,0.0497889,0.0476003,0.0251389,0.0532394,0.0553595,0.0235372,0.0293302,0.029173,0.0155451,0.0215414,0.0308452,0.034724,0.0125814,0.0147012,0.0329444,0,0.0193037,0.0703771,0.0274592,0,0,0.0376737,0,0,0.0297222,0.0589227,0.0292462,0.0371633,0.0121957,0.0582299,0.0728615,0.0374606,0.060329,0.044293,0.063912,0.0418688,0.0462824,0.0723626,0.0188938,0.0241426,0.0073986,0.0174672,0.0555266,0.0555237,0,0,0,0,0,0,0,0,0.0692011,0
295,0.0403974,0.0632369,0,0,0,0,0,0,0.0506837,0,0.0271958,0.0628104,0,0.020714,0,0,0.0508496,0.0442269,0.0372986,0.020312,0.020537,0.05087,0.0476878,0.0249077,0.0504532,0.0525758,0.0231814,0.0315953,0.0321518,0.0177799,0.0227268,0.0292212,0.03491,0.0126866,0.0147198,0.0311882,0,0.0182904,0.0697345,0.0275735,0,0,0.0374484,0,0,0.029597,0.055035,0.0291308,0.0385634,0.0115885,0.0583139,0.0723847,0.0375548,0.0601451,0.0419859,0.0639198,0.0422909,0.0467203,0.0729002,0.0209836,0.0239043,0.00742567,0.0173158,0.0551664,0.0562158,0,0,0,0,0,0,0,0,0.0702903,0
296,0.0402363,0.0633818,0,0,0,0,0,0,0.0492694,0,0.0271387,0.0603553,0,0.020507,0,0,0.0508611,0.044219,0.0372644,0.0206018,0.0205828,0.0513006,0.047461,0.0252144,0.0501762,0.0526658,0.0226903,0.0310217,0.0323345,0.0179207,0.0226668,0.0306913,0.0353214,0.0127328,0.0145249,0.031451,0,0.0185021,0.068899,0.0278009,0,0,0.0373397,0,0,0.0298061,0.0554311,0.028943,0.0387172,0.0120279,0.0584019,0.072449,0.0374819,0.0601695,0.0422147,0.0633533,0.0420214,0.0465191,0.072709,0.0200808,0.0240138,0.00722992,0.0174572,0.0550016,0.0566144,0,0,0,0,0,0,0,0,0.0697827,0
