Timestep,C7,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,CLAV,,REAR,RASI,LEAR,x74
305,0.0376813,0,0,0,0,0,0,0.0341087,0,0.0242112,0.0614804,0,0.0176485,0,0,0.0484518,0.0479388,0.045034,0.0212373,0.023116,0.0539535,0.0475978,0.0253835,0.0564113,0.0572089,0.0218053,0.0367134,0.0384674,0.0234393,0.0203921,0.0817808,0.0362786,0.0125417,0.0151065,0.028278,0,0.0162345,0.0262188,0,0.0424062,0,0,0.032679,0.0542444,0.029556,0.0395975,0.00829008,0.0594519,0.0727643,0.0353989,0.070405,0.0617246,0.0378464,0.0640619,0.0429534,0.0468998,0.0722986,0.0237562,0.0214953,0.0100687,0.0177132,0.0570933,0.0579451,0,0,0,0,0,0,0,0.0720049,0,0,0.0709033,0,0
306,0.0375174,0,0,0,0,0,0,0.034366,0,0.0239985,0.0620307,0,0.0173828,0,0,0.0485622,0.0479597,0.0444717,0.0218795,0.0228693,0.0538987,0.047545,0.0254657,0.0567518,0.057172,0.0218423,0.0369271,0.0384889,0.0239051,0.0209648,0.080392,0.0366399,0.0125405,0.0151289,0.0287011,0,0.0164057,0.0262902,0,0.0422209,0,0,0.0326338,0.0544886,0.0295847,0.0389766,0.00804328,0.0592056,0.0722663,0.0352458,0.0702015,0.0618027,0.038007,0.0639909,0.0428372,0.0468674,0.0721565,0.0228504,0.02147,0.00985764,0.0177735,0.0568685,0.058119,0,0,0,0,0,0,0,0.0716183,0,0,0.0708722,0,0
307,0.0374212,0,0,0,0,0,0,0.0338923,0,0.0237067,0.0623722,0,0.0171102,0,0,0.0486242,0.0480368,0.0436151,0.0225499,0.0225754,0.05398,0.0475244,0.0251942,0.0566645,0.0571621,0.0219872,0.0370593,0.0385066,0.0242312,0.021256,0.0783334,0.0369863,0.0124971,0.0151497,0.0290943,0,0.0165856,0.0263773,0,0.0419164,0,0,0.0328095,0.0545248,0.0296958,0.0381815,0.0079184,0.0588298,0.07173,0.0352427,0.0700742,0.0618203,0.0380787,0.0637263,0.0427386,0.0468089,0.0720719,0.0220001,0.0214148,0.0096452,0.0178566,0.0566364,0.0581784,0,0,0,0,0,0,0,0.0709998,0,0,0.0708279,0,0
308,0.0372482,0,0,0,0,0,0,0.0331277,0,0.0236993,0.0626595,0,0.016913,0,0,0.0486668,0.0478951,0.042818,0.0230833,0.0222934,0.0540639,0.0475422,0.0251017,0.0564955,0.0570927,0.0220844,0.037421,0.0385113,0.0246018,0.0214539,0.0764526,0.0372641,0.0124802,0.0151519,0.0294812,0,0.0168267,0.0264165,0,0.0415875,0,0,0.0331181,0.0545721,0.0297353,0.037432,0.00788308,0.0584628,0.0713207,0.035342,0.0699642,0.0618268,0.0381797,0.0630621,0.0425584,0.0467137,0.0719402,0.021148,0.0213375,0.00938399,0.0180072,0.0563347,0.0582858,0,0,0,0,0,0,0,0.0705588,0,0,0.0709056,0,0
309,0.0368346,0,0,0,0,0,0,0.0327842,0,0.0239366,0.0628722,0,0.0168579,0,0,0.0487542,0.0477355,0.0422487,0.0233183,0.0221586,0.0541589,0.0477255,0.0249726,0.0567447,0.0570359,0.0221555,0.0380846,0.0385693,0.0247946,0.0217721,0.0751207,0.0373779,0.0125108,0.0151908,0.0295895,0,0.0170406,0.0263785,0,0.0414319,0,0,0.0333032,0.0548971,0.0297525,0.0370715,0.00789513,0.0581248,0.0711482,0.0354573,0.0697814,0.0619749,0.0385316,0.0624082,0.0421601,0.04649,0.0715985,0.0204415,0.0212442,0.00908507,0.0181669,0.0558885,0.0585875,0,0,0,0,0,0,0,0.070046,0,0,0.0715924,0,0
310,0.0361509,0,0,0,0,0,0,0.031798,0,0.0242048,0.0631283,0,0.016874,0,0,0.0488614,0.0507184,0.0408582,0.0203389,0.0222788,0.0561315,0.0481444,0.0249126,0.0565902,0.0580115,0.0239045,0.0379775,0.0383545,0.024324,0.0216791,0.071085,0.0373884,0.0124725,0.0153051,0.0299472,0,0.0181089,0.0261533,0,0.0411497,0,0,0.0332647,0.0590841,0.0337361,0.0436567,0.00741956,0.0603007,0.0706198,0.0359131,0.071279,0.0659413,0.042291,0.0578886,0.0381006,0.0426902,0.0674529,0.0202491,0.0211276,0.00886969,0.0180961,0.0553253,0.0592665,0,0,0,0,0,0,0,0.0695502,0,0,0,0,0
311,0.0364306,0,0,0,0,0,0,0.0323431,0,0.024404,0.0628318,0,0.01648,0,0,0.0486975,0.0468637,0.041234,0.0245117,0.0225376,0.0544754,0.0474274,0.0248643,0.0558213,0.0566843,0.021748,0.038553,0.0388397,0.0252597,0.0227171,0.0739422,0.0375821,0.0122999,0.0152812,0.03086,0,0.0177385,0.0261302,0,0.0407045,0,0,0.0333208,0.0544935,0.030033,0.0353632,0.00856682,0.0571558,0.0701308,0.0355833,0.0695666,0.0618719,0.0385264,0.0626143,0.0418777,0.0463566,0.0711023,0.0189171,0.0214155,0.00841421,0.0183336,0.0552633,0.058941,0,0,0,0,0,0,0,0.0693897,0,0,0.0717607,0,0
312,0.0361895,0,0,0,0,0,0,0.0322996,0,0.024475,0.0628313,0,0.0163055,0,0,0.0485458,0.0468886,0.040808,0.0250269,0.0227854,0.0545941,0.047506,0.0248688,0.0555262,0.0566445,0.0216036,0.0387667,0.038967,0.0253929,0.0229609,0.0737717,0.0377493,0.0122463,0.0152483,0.0312777,0,0.0180626,0.0259469,0,0.0402628,0,0,0.0334055,0.0546086,0.0301851,0.0347536,0.00893548,0.0567346,0.0696911,0.0357186,0.0692917,0.0618423,0.0387562,0.0623761,0.041634,0.0461504,0.0708493,0.0182229,0.0215594,0.00828903,0.0182906,0.0549189,0.0591108,0,0,0,0,0,0,0,0.0690837,0,0,0.0716902,0,0
313,0.0358646,0,0,0,0,0,0,0.032189,0,0.0246272,0.0628053,0,0.0161109,0,0,0.0484171,0.0470614,0.040719,0.0253228,0.0229828,0.0547449,0.0475536,0.0248725,0.0556399,0.0565546,0.0214548,0.0390081,0.0391098,0.025529,0.0232116,0.0735957,0.0379667,0.0121553,0.0152468,0.0318409,0,0.0183823,0.0257014,0,0.0396719,0,0,0.0334313,0.0547935,0.0305635,0.0341762,0.00936698,0.056645,0.0692962,0.0358359,0.0689103,0.0617313,0.0390119,0.061916,0.0413727,0.0458655,0.0705528,0.017541,0.0216705,0.00813799,0.0182115,0.0546268,0.0593101,0,0,0,0,0,0,0,0.0687583,0,0,0.0709699,0,0
314,0.035461,0,0,0,0,0,0,0.0320509,0,0.024809,0.0627427,0,0.015947,0,0,0.0483711,0.0469298,0.0406183,0.0255699,0.0231042,0.0548474,0.0475893,0.0248424,0.0562275,0.0563599,0.0213458,0.0387806,0.0391654,0.0257613,0.023754,0.0730012,0.0382136,0.012409,0.0151724,0.0323346,0,0.0187002,0.0255085,0,0.0390045,0,0,0.0332678,0.0548903,0.0306686,0.0335424,0.00984507,0.0565208,0.0689942,0.0359695,0.068685,0.0616264,0.0392357,0.061364,0.0411304,0.0456367,0.0702411,0.0169592,0.0218637,0.00797006,0.0181418,0.0544078,0.0594986,0,0,0,0,0,0,0,0.0683834,0,0,0.0706192,0,0
315,0.0350913,0,0,0,0,0,0,0.032013,0,0.024851,0.0626049,0,0.0157584,0,0,0.0485058,0.0464217,0.0400866,0.0258684,0.0231836,0.0549304,0.0476079,0.0248299,0.0563021,0.0560967,0.0212427,0.0377483,0.039181,0.0260638,0.0242214,0.072505,0.0385031,0.0125389,0.015227,0.0327603,0,0.019064,0.0255318,0,0.0384054,0,0,0.0329538,0.054914,0.0305019,0.0329361,0.0103107,0.0563238,0.0687173,0.0361099,0.0682371,0.061615,0.0394781,0.0610593,0.0408777,0.0454056,0.0699567,0.0163375,0.0220766,0.00778074,0.0181047,0.0542962,0.0596783,0,0,0,0,0,0,0,0.0680173,0,0,0.0705381,0,0
316,0.0348065,0,0,0,0,0,0,0.0319065,0,0.0248848,0.0625946,0,0.0156258,0,0,0.0486613,0.0462022,0.0395238,0.0262345,0.023372,0.0549896,0.0475907,0.0249208,0.0560483,0.0558908,0.0210727,0.0373803,0.0392149,0.0262752,0.0245028,0.0719013,0.0388566,0.012484,0.0152723,0.0332001,0,0.0194743,0.0255431,0,0.03784,0,0,0.0327562,0.0549622,0.0303836,0.0322668,0.010948,0.0561142,0.0683589,0.0361781,0.0678238,0.061601,0.0397224,0.0606194,0.0406338,0.0451613,0.0696957,0.0157911,0.0222561,0.00765328,0.0180272,0.0541672,0.0598232,0,0,0,0,0,0,0,0.0676879,0,0,0.0704561,0,0
317,0.0345755,0,0,0,0,0,0,0.0316432,0,0.0250312,0.0627117,0,0.0155341,0,0,0.0486605,0.0462482,0.039168,0.0266776,0.0236997,0.0550022,0.047553,0.0251374,0.0558067,0.0557313,0.0208986,0.0377038,0.039419,0.0265185,0.0247297,0.0708127,0.0391183,0.0124077,0.0152024,0.0336624,0,0.0198821,0.0254549,0,0.0371814,0,0,0.0327721,0.0550423,0.0304989,0.0315724,0.0116244,0.0558691,0.0679993,0.0362523,0.0674841,0.0615526,0.0399373,0.060514,0.0403683,0.0448716,0.0693792,0.015367,0.022469,0.00758624,0.0179688,0.0540517,0.0599001,0,0,0,0,0,0,0,0.0673578,0,0,0.0704102,0,0
318,0.0343575,0,0,0,0,0,0,0.031386,0,0.025019,0.0628529,0,0.0154476,0,0,0.0485334,0.04631,0.0388346,0.0269591,0.0239605,0.0549114,0.0474707,0.0252949,0.0560541,0.0554392,0.0207505,0.0377104,0.0394639,0.0266359,0.0250298,0.0697687,0.0392979,0.0124432,0.0150923,0.0341094,0,0.020269,0.0253182,0,0.0364568,0,0,0.0328398,0.055179,0.0306892,0.0308202,0.0122152,0.0555495,0.0676585,0.0363363,0.0670792,0.0614922,0.0401585,0.0603703,0.0401356,0.0446211,0.069075,0.0149747,0.0227655,0.00754055,0.0179274,0.0539352,0.0599834,0,0,0,0,0,0,0,0.0671217,0,0,0.0702663,0,0
319,0.0341158,0,0,0,0,0,0,0.0312149,0,0.0249524,0.0629623,0,0.0153251,0,0,0.0483782,0.0462962,0.0384656,0.0272339,0.0241043,0.0548684,0.0474538,0.0254212,0.0562164,0.0550795,0.0205907,0.0374981,0.0393104,0.0267257,0.0251839,0.0690486,0.0394728,0.0125616,0.0149989,0.03446,0,0.0206283,0.0251819,0,0.0357547,0,0,0.0327327,0.0553853,0.0308802,0.0301134,0.0127435,0.0552857,0.0672475,0.0363842,0.0668294,0.0614478,0.0404034,0.0601674,0.039952,0.0444552,0.0688495,0.0146405,0.0231458,0.00743985,0.017898,0.0538435,0.0600443,0,0,0,0,0,0,0,0.0667994,0,0,0.0697933,0,0
320,0.0338074,0,0,0,0,0,0,0.0309498,0,0.0250192,0.0631216,0,0.0151766,0,0,0.0482617,0.0461599,0.0379899,0.0273891,0.0243046,0.0548736,0.0473322,0.0256951,0.0561568,0.0547289,0.0203033,0.0375262,0.0389239,0.026915,0.0254732,0.0684314,0.0396458,0.0126648,0.0149222,0.0347262,0,0.0210237,0.0253365,0,0.0350997,0,0,0.032481,0.0556779,0.030978,0.0295147,0.0132894,0.0551301,0.0668151,0.0363828,0.0665791,0.061408,0.0406989,0.0599189,0.0397266,0.0442944,0.0686986,0.0143471,0.0235779,0.00733011,0.0178243,0.0537885,0.0600997,0,0,0,0,0,0,0,0.0665129,0,0,0.0689703,0,0
321,0.0334823,0,0,0,0,0,0,0.0305152,0,0.0253534,0.0633823,0,0.0150631,0,0,0.0481658,0.0459906,0.0374366,0.0276541,0.0246621,0.0547359,0.0471656,0.0254134,0.056113,0.0544072,0.0199811,0.037603,0.0386955,0.0269694,0.0257583,0.0674792,0.0398942,0.0127167,0.0148552,0.0349374,0,0.0214154,0.0253787,0,0.0345555,0,0,0.0323397,0.0558239,0.0311056,0.0287187,0.0137978,0.0547931,0.0664839,0.036444,0.0663206,0.0613557,0.0407059,0.0596845,0.0395667,0.0441173,0.0685423,0.0141257,0.0240035,0.00725665,0.0177293,0.0536506,0.0601196,0,0,0,0,0,0,0,0.0663248,0,0,0.0689764,0,0
322,0.0334611,0,0,0,0,0,0,0.0293043,0,0.0255528,0.063435,0,0.0149758,0,0,0.0480329,0.0464423,0.0360074,0.0287613,0.0263788,0.0543465,0.0471717,0,0.0577693,0.054362,0.0184543,0.0381081,0.0389959,0.026856,0.0256241,0.0649727,0.0402895,0.0126571,0.0148463,0.0348271,0,0.0216368,0.0250317,0,0.033724,0,0,0.0323007,0.055364,0.0315205,0.0277215,0.0141604,0.0537167,0.0657013,0.0368328,0.0664477,0.0614297,0.0405869,0.0593868,0.0393862,0.0438818,0.0683415,0.0142921,0.0244496,0.00725228,0.0175471,0.0535813,0.0596689,0,0,0,0,0,0,0,0.0660593,0,0,0.0694014,0,0
323,0.0327326,0,0,0,0,0,0,0.0287243,0,0.0262689,0.0635949,0,0.0148871,0,0,0.0478699,0.0457845,0.0368683,0.0280567,0.0251991,0.0541931,0.0467373,0.0237668,0.0563743,0.053992,0.019577,0.0379264,0.0385001,0.0268125,0.0258574,0.0642037,0.0406777,0.0126461,0.0147816,0.035355,0,0.0220515,0.024897,0,0.0333307,0,0,0.0324269,0.0560754,0.0313866,0.0270702,0.0149863,0.0538772,0.0656609,0.036631,0.0657912,0.0611301,0.0407127,0.0592918,0.0392995,0.0437933,0.0682952,0.0137774,0.0248835,0.00726109,0.0175078,0.0532416,0.06002,0,0,0,0,0,0,0,0.0656567,0,0,0.0693835,0,0
324,0.0325669,0,0,0,0,0,0,0.0284214,0,0.026735,0.0634998,0,0.0147007,0,0,0.0476753,0.045632,0.0359334,0.0281342,0.024987,0.0540732,0.0464245,0.0254898,0.0558873,0.0536895,0.0198455,0.0375128,0.0378769,0.0269305,0.0258248,0.0616418,0.0411088,0.0126012,0.0147451,0.0355473,0,0.0223521,0.0247564,0,0.0326915,0,0,0.0323572,0.0563236,0.0312449,0.026403,0.0155126,0.0535041,0.0652308,0.0365911,0.0653702,0.0610604,0.0407223,0.0591133,0.039123,0.0436295,0.0681557,0.0135535,0.025312,0.00716536,0.0173883,0.0530037,0.0600751,0,0,0,0,0,0,0,0.0652669,0,0,0.0691628,0,0
325,0.032399,0,0,0,0,0,0,0.0282656,0,0.0266612,0.0634385,0,0.0145455,0,0,0.0474997,0.0453898,0.0350671,0.028292,0.0244911,0.0537777,0.0460632,0.0267978,0.0550976,0.0532842,0.0201826,0.0369149,0.0371248,0.0266685,0.0257383,0.0582744,0.0415652,0.0124886,0.0147477,0.0358031,0,0.0226637,0.0247385,0,0.032187,0,0,0.0321591,0.0565164,0.0308305,0.0255994,0.0159796,0.0530385,0.064907,0.0366202,0.0648876,0.0610102,0.0407385,0.0589583,0.0389369,0.0434811,0.0678962,0.0132865,0.0257118,0.00703635,0.0173152,0.0527288,0.0600278,0,0,0,0,0,0,0,0.0649183,0,0,0.0691264,0,0
326,0.0321746,0,0,0,0,0,0,0.0277721,0,0.0263773,0.0632701,0,0.0144271,0,0,0.0473443,0.045079,0.0344774,0.0284007,0.0241371,0.0534725,0.0457331,0.0270263,0.054,0.0528931,0.0203937,0.036475,0.0364435,0.0258897,0.025378,0.0542294,0.0420241,0.0123732,0.0148036,0.036037,0,0.0229297,0.0247079,0,0.0317056,0,0,0.0319261,0.0567885,0.0306692,0.0248132,0.0165112,0.0525212,0.0644836,0.0366151,0.0645102,0.060853,0.0408002,0.0588772,0.0388191,0.0433862,0.0677678,0.0130742,0.026171,0.0069337,0.0172627,0.052426,0.0598618,0,0,0,0,0,0,0,0.0646699,0,0,0.0687126,0,0
327,0.0317371,0,0,0,0,0,0,0.0277347,0,0.0266054,0.0630299,0,0.014299,0,0,0.0471244,0.0447066,0.0337481,0.0283422,0.0239104,0.0530984,0.0454272,0.0270173,0.0530687,0.0523864,0.0205021,0.0358689,0.0357304,0.0250594,0.0250922,0.0503896,0.0424898,0.0122675,0.0148778,0.0360943,0,0.0231572,0.0246507,0,0.0312177,0,0,0.0318601,0.0570571,0.0306876,0.0239396,0.0169948,0.0516297,0.063982,0.036588,0.0642374,0.0607058,0.0409117,0.0588022,0.0387349,0.0433281,0.0677628,0.0129647,0.0266851,0.00693094,0.0172258,0.052188,0.0598734,0,0,0,0,0,0,0,0.0644981,0,0,0.0685964,0,0
328,0.0311432,0,0,0,0,0,0,0.0284894,0,0.0271505,0.0628751,0,0.0141892,0,0,0.0468216,0.0442873,0.0334456,0.0281234,0.0238419,0.0525903,0.0450437,0.0272191,0.0527546,0.0517273,0.0205958,0.0352373,0.035336,0.0242987,0.0251088,0.046364,0.042989,0.0122331,0.0148761,0.0360358,0,0.0233419,0.0246181,0,0.0307281,0,0,0.0320066,0.057306,0.0307691,0.0230171,0.0174416,0.0509269,0.0635024,0.0365444,0.0639637,0.0605721,0.0409354,0.0586909,0.0386819,0.0432581,0.0677668,0.0129432,0.0272656,0.00704063,0.0171936,0.0519552,0.060179,0,0,0,0,0,0,0,0.0643513,0,0,0.0687372,0,0
329,0.0307161,0,0,0,0,0,0,0.0297249,0,0.0277622,0.0626581,0,0.0141308,0,0,0.0465413,0.0436861,0.0336822,0.0278177,0.0237858,0.0520519,0.0446404,0.0275251,0.0524046,0.0510025,0.0208393,0.0346378,0.0349089,0.0236293,0.0254531,0.0420202,0.0435928,0.0122192,0.0147974,0.0364446,0,0.0236786,0.0245865,0,0.030145,0,0,0.0321905,0.05764,0.0311425,0.0221882,0.0177482,0.0503506,0.0630031,0.0363991,0.063656,0.0603817,0.0409756,0.0585214,0.0386435,0.0431045,0.0676859,0.0125811,0.0279359,0.0071896,0.0171271,0.0516773,0.0605699,0,0,0,0,0,0,0,0.0642293,0,0,0.0684803,0,0
330,0.0302198,0,0,0,0,0,0,0.0311895,0,0.0279298,0.062296,0,0.0141938,0,0,0.0462497,0.0428933,0.0340815,0.0274582,0.0233052,0.0513647,0.0441331,0.0278441,0.0518413,0.050396,0.0212675,0.0339507,0.0342788,0.0230071,0.0257156,0.0371171,0.0442503,0.0126837,0.0142675,0.0382259,0,0.0248967,0.0245816,0,0.0294706,0,0,0.0321886,0.0578076,0.0330977,0.0214015,0.0179633,0.0498073,0.0624889,0.036265,0.0633506,0.0601302,0.0409348,0.0581199,0.0385882,0.042452,0.0668674,0.0112839,0.0286316,0.00745111,0.0167892,0.0514435,0.0608873,0,0,0,0,0,0,0,0.0641798,0,0,0.0682886,0,0
331,0.0296173,0,0,0,0,0,0,0.0323393,0,0.0276266,0.0619482,0,0.0142413,0,0,0.0458336,0.0424426,0.0338699,0.0270652,0.022516,0.0506,0.0434618,0.0280873,0.0516409,0.0499084,0.0219518,0.0332847,0.0337287,0.0222599,0.0260026,0.0318518,0.0448012,0.0126373,0.014208,0.0403387,0,0.0265366,0.0246494,0,0.0286763,0,0,0.0320988,0.0580433,0.0353407,0.0207126,0.0182521,0.0493719,0.062127,0.0361092,0.063,0.0598369,0.0408783,0.0576508,0.0385263,0.0417459,0.0659041,0.0108573,0.0293683,0.00766235,0.0165369,0.0512437,0.0611731,0,0,0,0,0,0,0,0.0640641,0,0,0.0677682,0,0
332,0.0288205,0,0,0,0,0,0,0.0354637,0,0.0271961,0.061597,0,0.0142018,0,0,0.0456274,0.0422073,0.0335658,0.0266635,0.0216226,0.0494537,0.0431356,0.028556,0.0522858,0.0494977,0.0226274,0.0326933,0.0332946,0.0214245,0.0266444,0.0267506,0.0452004,0.0121347,0.013967,0.0356364,0,0.0230616,0.0247643,0,0.0280148,0,0,0.0322412,0.0584675,0.0324531,0.0198674,0.0182171,0.0483926,0.0621023,0.0346797,0.0618147,0.0591853,0.0403682,0.0598893,0.0403725,0.0441485,0.0677964,0.0125533,0.030017,0.00750117,0.016004,0.0510976,0.061375,0,0,0,0,0,0,0,0.063759,0,0,0.0674662,0,0
333,0.0283009,0,0,0,0,0,0,0.0396998,0,0.0270244,0.0614402,0,0.0144106,0,0,0.0451644,0.0418691,0.0335564,0.0263493,0.0205157,0.0486524,0.0426219,0.0286125,0.0520501,0.0491096,0.0237745,0.032541,0.0331871,0.0215798,0.0281058,0.0230565,0.0458431,0.0119151,0.0139664,0.0361689,0,0.0233624,0.0250181,0,0.0272386,0,0,0.0321298,0.0586217,0.0327399,0.0192578,0.0183904,0.0477445,0.0619588,0.0343095,0.0615119,0.0588982,0.0402067,0.0602413,0.0405344,0.0441842,0.0677715,0.0119444,0.0308185,0.00741981,0.0156909,0.050995,0.0613759,0,0,0,0,0,0,0,0.0634901,0,0,0.0667552,0,0
334,0.0279492,0,0,0,0,0,0,0.0435364,0,0.0269713,0.0612932,0,0.0147076,0,0,0.0447826,0.0415714,0.033799,0.0262969,0.0195374,0.047919,0.0419892,0.0286705,0.0514624,0.0487981,0.0249612,0.0327171,0.0331318,0.0223655,0.0296525,0.0194606,0.0465461,0.0117144,0.0139655,0.0365747,0,0.0236975,0.0252731,0,0.0265682,0,0,0.0320376,0.0587608,0.0331499,0.0186068,0.0185829,0.0470494,0.0618684,0.0339263,0.0612657,0.0585965,0.040007,0.0603656,0.0406994,0.0442065,0.0679359,0.0115601,0.0316262,0.00740182,0.0154984,0.0509549,0.0613112,0,0,0,0,0,0,0,0.0631481,0,0,0.0661906,0,0
335,0.0277303,0,0,0,0,0,0,0.0450388,0,0.0266294,0.0611519,0,0.0150493,0,0,0.0444626,0.0413904,0.0335415,0.0265115,0.0185693,0.0472771,0.0413666,0.0284853,0.0506458,0.0486519,0.0261463,0.0332243,0.0325067,0.0230739,0.0307623,0.0164787,0.0471423,0.0115771,0.0139394,0.0368915,0,0.0240686,0.0254547,0,0.0259761,0,0,0.0320381,0.0588234,0.0336614,0.0179592,0.0188078,0.0464226,0.0617946,0.0335956,0.0610946,0.0582731,0.0397729,0.0604874,0.0408864,0.0442299,0.0681304,0.011334,0.032405,0.00747245,0.0153991,0.0509779,0.061302,0,0,0,0,0,0,0,0.06287,0,0,0.0658008,0,0
336,0.0277365,0,0,0,0,0,0,0.0458015,0,0.026638,0.0613851,0,0.0153637,0,0,0.0442009,0.0413192,0.0327622,0.0268275,0.0178134,0.0467586,0.0409323,0.0280432,0.0503215,0.0489519,0.0271603,0.0337289,0.032595,0.0230102,0.0314427,0.015109,0.0475252,0.0114363,0.0140521,0.0372057,0,0.0245615,0.0255712,0,0.0254555,0,0,0.0322461,0.0589903,0.0340726,0.0171406,0.0190969,0.0458584,0.0618101,0.0332879,0.0608373,0.0579725,0.0396438,0.0606276,0.0410169,0.0442055,0.0678288,0.0111364,0.0332175,0.00723045,0.0157485,0.0509804,0.0612316,0,0,0,0,0,0,0,0.0624403,0,0,0.0655983,0,0
337,0.0282172,0,0,0,0,0,0,0.0432523,0,0.0261492,0.0614743,0,0.0156955,0,0,0.0438986,0.041569,0.0296398,0.027264,0.016492,0.046389,0.0405375,0.0274117,0.050196,0.049847,0.0281031,0.0337211,0.0335968,0.0221675,0.0309401,0.0143596,0.0480579,0.0112971,0.0140286,0.0373932,0,0.0249751,0.025581,0,0.0248277,0,0,0.0322486,0.0587563,0.0342503,0.0164857,0.0194612,0.0451395,0.0614062,0.0331151,0.0607949,0.0577063,0.0394289,0.0608612,0.0411803,0.0442383,0.0676967,0.0111129,0.0339419,0.00764777,0.0152195,0.0512523,0.0608796,0,0,0,0,0,0,0,0.0623548,0,0,0.0655009,0,0
338,0.0283465,0,0,0,0,0,0,0.0393286,0,0.0271035,0.061815,0,0.0159105,0,0,0.0436286,0.0419452,0.0289822,0.0279125,0.0161115,0.0461368,0.0402665,0.0266865,0.0499238,0.0509166,0.0287088,0.0341021,0.0348316,0.0216459,0.029519,0.0173874,0.0485347,0.0111699,0.0140305,0.0375985,0,0.0253666,0.0254497,0,0.0242046,0,0,0.0322123,0.0585178,0.0347052,0.0157377,0.0198566,0.0445674,0.0610116,0.0329692,0.0608494,0.0575952,0.0393614,0.061124,0.0413585,0.0442961,0.0677146,0.0112207,0.0346507,0.00767495,0.0151793,0.0516176,0.0605863,0,0,0,0,0,0,0,0.062347,0,0,0.0656146,0,0
339,0.0280662,0,0,0,0,0,0,0.0375713,0,0.0293715,0.0622463,0,0.0161215,0,0,0.0433484,0.0423875,0.030875,0.0282954,0.0175015,0.0460667,0.0400985,0.0259966,0.0497804,0.0516747,0.0290127,0.03503,0.0357941,0.0222091,0.0286536,0.0231226,0.0489888,0.0111356,0.0139292,0.0377765,0,0.0257339,0.0251961,0,0.0235522,0,0,0.0321466,0.0581913,0.0354072,0.0149123,0.0200504,0.0441753,0.060423,0.0328099,0.0608832,0.057532,0.0392942,0.0613394,0.0415475,0.0443676,0.0678179,0.0113939,0.0353672,0.00771531,0.0151173,0.0520513,0.0602825,0,0,0,0,0,0,0,0.0622379,0,0,0.0659632,0,0
340,0.0275825,0,0,0,0,0,0,0.0365676,0,0.0302312,0.0625767,0,0.016393,0,0,0.0430727,0.0428036,0.0318837,0.0285196,0.0203256,0.0459669,0.0401362,0.025663,0.0498379,0.05173,0.0286049,0.0355341,0.0359664,0.0231915,0.0285899,0.0266055,0.049415,0.0110819,0.0138096,0.0379332,0,0.0261186,0.024765,0,0.0227919,0,0,0.0320955,0.0579794,0.0362816,0.0139834,0.0201798,0.043903,0.0596686,0.0325878,0.0608728,0.0575029,0.039146,0.0614146,0.0416722,0.0443538,0.0678184,0.0115748,0.0361863,0.00777674,0.0150063,0.0524073,0.0601146,0,0,0,0,0,0,0,0.0621324,0,0,0.0664752,0,0
341,0.0270195,0,0,0,0,0,0,0.0362747,0,0.0297098,0.062394,0,0.0166795,0,0,0.0427575,0.0431438,0.0314377,0.0283614,0.0226427,0.045773,0.0403558,0.0258882,0.0499427,0.0509968,0.0271755,0.035428,0.0357564,0.0240175,0.0290108,0.0275415,0.0498553,0.0109299,0.0137972,0.0381875,0,0.0264214,0.0242633,0,0.021942,0,0,0.0320261,0.0578977,0.0371247,0.0131826,0.0202089,0.043865,0.0588693,0.0322666,0.0608959,0.0574761,0.0389337,0.0614727,0.0417468,0.0442891,0.0675913,0.0117443,0.0371027,0.00786562,0.0148652,0.0525516,0.0602983,0,0,0,0,0,0,0,0.062061,0,0,0.0669904,0,0
342,0.0263084,0,0,0,0,0,0,0.0362571,0,0.0292726,0.0617699,0,0.0169379,0,0,0.0424232,0.0431079,0.0307445,0.027917,0.0231211,0.0455253,0.0405388,0.0261804,0.0500722,0.0500156,0.0253917,0.0350741,0.035301,0.0239696,0.02912,0.0271997,0.0503135,0.0108421,0.0138248,0.038388,0,0.0266491,0.0238242,0,0.0209944,0,0,0.0318855,0.0578632,0.0377953,0.012685,0.0200184,0.0439442,0.0580204,0.0318816,0.0609347,0.057483,0.0387529,0.0615034,0.0418038,0.0442469,0.0673758,0.0119207,0.0379173,0.0079837,0.0147095,0.0525597,0.0607901,0,0,0,0,0,0,0,0.0618984,0,0,0.067323,0,0
