Timestep,C7,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,CLAV,,REAR,RASI,LEAR,x74
504,0.0480091,0,0,0,0,0,0,0.0394314,0,0.0301214,0.0636622,0,0.0299691,0,0,0.0439499,0.0376804,0.0327868,0.026901,0.020024,0.0484067,0.0377417,0.022934,0.0469761,0.0490154,0.0279126,0.0334479,0.0354268,0.0189873,0.0282691,0.0189457,0.0361767,0.013523,0.00932567,0.0364154,0,0.0202551,0.0352766,0,0.0192231,0,0,0.017614,0.0603212,0.0376997,0.0257632,0.00811724,0.0527737,0.0848383,0.0369081,0.0679101,0.0600382,0.0363636,0.0632447,0.0427753,0.0476092,0.0726197,0.0164617,0.0301333,0.00537471,0.0104471,0.0431477,0.0672215,0,0,0,0,0,0,0,0.048338,0,0,0.0639322,0,0
505,0.0482079,0,0,0,0,0,0,0.0393853,0,0.0302294,0.064026,0,0.0299985,0,0,0.0439765,0.0375323,0.0330605,0.0268558,0.0199281,0.048197,0.0375368,0.0229416,0.0470588,0.0490187,0.027806,0.0332738,0.0353725,0.0188807,0.0283904,0.018937,0.0362101,0.0134328,0.00932419,0.03591,0,0.019959,0.0353682,0,0.0189562,0,0,0.0175376,0.0604808,0.0383044,0.0263437,0.00861459,0.052877,0.0849827,0.0367973,0.0685753,0.0602879,0.035922,0.0637798,0.0433563,0.0478828,0.0731282,0.0182502,0.0301706,0.00544403,0.0103864,0.0433375,0.0672486,0,0,0,0,0,0,0,0.0482116,0,0,0.0641267,0,0
506,0.0483944,0,0,0,0,0,0,0.0391697,0,0.0303409,0.0641857,0,0.0299776,0,0,0.0439488,0.0373031,0.0331545,0.0268869,0.0198849,0.0480139,0.0374718,0.0229367,0.0471389,0.0490465,0.0276293,0.0331361,0.0353386,0.0188146,0.0284021,0.0191376,0.0362878,0.0133281,0.00929912,0.0354811,0,0.0197737,0.0354059,0,0.0189724,0,0,0.0173919,0.0605366,0.0389439,0.0268183,0.0095616,0.0529503,0.0851372,0.0366134,0.0693814,0.0604262,0.0353559,0.064328,0.0439944,0.0482802,0.0736115,0.0201411,0.0301028,0.0057383,0.00988131,0.043537,0.0672007,0,0,0,0,0,0,0,0.0481123,0,0,0.0641621,0,0
507,0.0485739,0,0,0,0,0,0,0.0389828,0,0.0304292,0.064339,0,0.0299552,0,0,0.0438908,0.037213,0.0333338,0.0268197,0.0198332,0.04783,0.0374714,0.0228812,0.0473021,0.0490693,0.0275482,0.0330953,0.0353173,0.0187191,0.0284162,0.0193532,0.0363195,0.0132301,0.00933345,0.0348472,0,0.0196844,0.035439,0,0.0188005,0,0,0.0174286,0.060577,0.039561,0.0273189,0.010417,0.053089,0.0851955,0.0364604,0.0696358,0.0605827,0.0348417,0.0647793,0.0444794,0.048732,0.0740233,0.022293,0.03027,0.00587125,0.00978991,0.043667,0.0671571,0,0,0,0,0,0,0,0.0479567,0,0,0.0643055,0,0
508,0.0487425,0,0,0,0,0,0,0.0388204,0,0.0305028,0.0645717,0,0.0299356,0,0,0.0438221,0.0371534,0.0335985,0.0267151,0.0197775,0.0476691,0.037448,0.0227755,0.0473859,0.0490336,0.0274291,0.033118,0.0352483,0.0186338,0.0284239,0.0196142,0.0363381,0.0131503,0.00936759,0.0344745,0,0.0194518,0.0354354,0,0.018645,0,0,0.0173929,0.0606014,0.0400075,0.0276973,0.011236,0.0532866,0.0852099,0.0363028,0.0702446,0.0606363,0.0343301,0.065085,0.044894,0.0489944,0.0744166,0.0244202,0.0304737,0.00602725,0.00964741,0.043695,0.0671464,0,0,0,0,0,0,0,0.0477343,0,0,0.0644302,0,0
509,0.0489148,0,0,0,0,0,0,0.0386533,0,0.0305506,0.064823,0,0.0298844,0,0,0.0437101,0.0370467,0.0338969,0.0265943,0.0198128,0.0475145,0.0375532,0.0227298,0.0474205,0.0489912,0.0272508,0.0330009,0.0351655,0.0185809,0.0283921,0.0198831,0.0363835,0.0131421,0.0093562,0.0344062,0,0.0191007,0.0354405,0,0.0184532,0,0,0.017364,0.0606397,0.0404836,0.0280726,0.0120591,0.0534959,0.0851419,0.0361378,0.070674,0.0607043,0.0338908,0.065469,0.0452459,0.0490893,0.0748157,0.0268842,0.0306441,0.00617643,0.00953466,0.0436813,0.067146,0,0,0,0,0,0,0,0.0474864,0,0,0.0645734,0,0
510,0.0490633,0,0,0,0,0,0,0.038447,0,0.0306025,0.0649802,0,0.0298063,0,0,0.0436273,0.0370057,0.0341586,0.0264618,0.0197744,0.0473977,0.0377124,0.0227202,0.0475244,0.0490051,0.0271704,0.0328368,0.0350841,0.0185378,0.0283475,0.0201695,0.0365367,0.0132126,0.00934361,0.0342042,0,0.0185387,0.0354992,0,0.0182504,0,0,0.0173999,0.0606815,0.0409808,0.0284566,0.0128423,0.0537242,0.0850193,0.0360467,0.0709419,0.0608568,0.0335771,0.0660445,0.0456575,0.0494612,0.0753919,0.0297123,0.0308004,0.00630914,0.00948674,0.0437067,0.0671577,0,0,0,0,0,0,0,0.0472816,0,0,0.0647664,0,0
511,0.0491624,0,0,0,0,0,0,0.0382773,0,0.0306802,0.0649409,0,0.0297303,0,0,0.043634,0.0369948,0.0344323,0.02632,0.0196462,0.0472678,0.0377991,0.0226973,0.0476581,0.0490583,0.0270798,0.0327497,0.0350176,0.0184474,0.0283211,0.0204078,0.0367055,0.0132929,0.00939464,0.033755,0,0.0178112,0.0355827,0,0.0179743,0,0,0.0174243,0.0606824,0.0413325,0.0288299,0.0136447,0.0539349,0.0848781,0.0359932,0.0710724,0.0609502,0.0333699,0.0666069,0.0460978,0.0501523,0.0760874,0.0324703,0.0309654,0.00642912,0.00948322,0.0436576,0.0671061,0,0,0,0,0,0,0,0.0470804,0,0,0.0649819,0,0
512,0.0492359,0,0,0,0,0,0,0.0381356,0,0.0308013,0.06493,0,0.0296657,0,0,0.043665,0.0370207,0.0346082,0.0261004,0.019546,0.0470604,0.0377626,0.0226432,0.047743,0.0490947,0.0269266,0.0326848,0.0349659,0.0183288,0.0282876,0.0206123,0.0368789,0.0133014,0.00950315,0.033284,0,0.0171739,0.0357417,0,0.0177023,0,0,0.0175104,0.0606738,0.0417598,0.0291633,0.0144818,0.0541008,0.0847326,0.0358926,0.0711402,0.0610172,0.0331712,0.06712,0.0465934,0.0507228,0.0767309,0.0350948,0.0311121,0.00653895,0.00949825,0.043538,0.0670883,0,0,0,0,0,0,0,0.0468571,0,0,0.0651627,0,0
513,0.0492859,0,0,0,0,0,0,0.037987,0,0.030904,0.0649287,0,0.0296048,0,0,0.0436894,0.0370879,0.0344587,0.0258682,0.0194636,0.0468244,0.0377824,0.0226635,0.0478892,0.0491855,0.0267262,0.0325607,0.034896,0.0182138,0.0282161,0.0208083,0.0370822,0.0132716,0.00962342,0.0326616,0,0.0168927,0.0358907,0,0.0174178,0,0,0.0175327,0.060675,0.0423483,0.0294838,0.0152925,0.0541388,0.0845815,0.0357756,0.0708993,0.0610797,0.0329671,0.0673621,0.0470257,0.0509818,0.0771885,0.0376539,0.0312739,0.00660199,0.00953019,0.0433645,0.067078,0,0,0,0,0,0,0,0.0466935,0,0,0.065314,0,0
514,0.0493439,0,0,0,0,0,0,0.0379475,0,0.0310577,0.0648852,0,0.0295914,0,0,0.0436617,0.037151,0.0347399,0.0255816,0.019437,0.0465805,0.0378163,0.0227095,0.0480354,0.0492635,0.0264822,0.0324936,0.0348504,0.0181809,0.0282379,0.0209544,0.0373508,0.0132324,0.00968203,0.0320741,0,0.0167211,0.0360052,0,0.0171421,0,0,0.0175448,0.0606514,0.0429854,0.0298352,0.0160705,0.0541234,0.0844678,0.0356299,0.0704458,0.0611115,0.0327681,0.0676405,0.0473667,0.0510411,0.0775742,0.0400988,0.0314402,0.00668806,0.00956833,0.0431451,0.0670611,0,0,0,0,0,0,0,0.0465498,0,0,0.065473,0,0
515,0.0494307,0,0,0,0,0,0,0.0379753,0,0.0310609,0.0647458,0,0.0295847,0,0,0.0435468,0.0372103,0.0349953,0.0253349,0.0193912,0.0463668,0.037741,0.0226886,0.0481433,0.0494019,0.0262189,0.0324479,0.0347878,0.0180977,0.028226,0.0210655,0.0375447,0.0131711,0.00970593,0.0316954,0,0.0164346,0.0360894,0,0.0168623,0,0,0.0175124,0.0606585,0.0435956,0.0302032,0.0166593,0.0541732,0.0843877,0.0354574,0.0706777,0.0610598,0.0325085,0.0680471,0.0478026,0.05119,0.0779932,0.0427211,0.0315713,0.00681688,0.00956466,0.0430683,0.0669837,0,0,0,0,0,0,0,0.0464302,0,0,0.0656665,0,0
516,0.049569,0,0,0,0,0,0,0.0379011,0,0.0309036,0.0646876,0,0.0295201,0,0,0.043415,0.0372791,0.0348418,0.0251665,0.0192783,0.0461564,0.0376296,0.0226458,0.0482433,0.0495407,0.0261115,0.0323207,0.0347354,0.0179509,0.0280855,0.021248,0.0376555,0.0131365,0.00970504,0.0313671,0,0.0162105,0.0361628,0,0.0165978,0,0,0.0174691,0.0606687,0.0442658,0.0305531,0.0171309,0.0542265,0.0843199,0.0352587,0.0710702,0.0609754,0.0322393,0.0683066,0.0482239,0.0515463,0.078423,0.0452294,0.0317569,0.0069264,0.00959214,0.0431727,0.066868,0,0,0,0,0,0,0,0.0462921,0,0,0.0658832,0,0
517,0.0496752,0,0,0,0,0,0,0.0378033,0,0.0307946,0.0646133,0,0.0294666,0,0,0.0433079,0.037352,0.0348496,0.0249956,0.0191935,0.0459479,0.0376015,0.0226505,0.0483265,0.0496423,0.0260997,0.0322183,0.0346404,0.01782,0.0278957,0.0214684,0.0377449,0.0130954,0.00972952,0.031153,0,0.0160077,0.0362396,0,0.0163105,0,0,0.0174733,0.0607242,0.0447442,0.0309367,0.0175163,0.0542646,0.0842897,0.0350026,0.0715335,0.0609149,0.0322368,0.0685692,0.0486297,0.051822,0.0788499,0.0476253,0.0319682,0.00703873,0.0097228,0.0431878,0.0667709,0,0,0,0,0,0,0,0.0461745,0,0,0.066037,0,0
518,0.0497202,0,0,0,0,0,0,0.0377859,0,0.0307031,0.0645234,0,0.0293869,0,0,0.0432548,0.0374122,0.0352187,0.024794,0.0191377,0.0457936,0.037659,0.0227115,0.0484527,0.0497407,0.0261936,0.0321267,0.0344129,0.0176943,0.0277472,0.021639,0.0378431,0.0129843,0.00984466,0.0311735,0,0.015858,0.036338,0,0.0158154,0,0,0.0175799,0.060729,0.0449951,0.0313455,0.017795,0.0543156,0.0842608,0.0348372,0.0715766,0.060873,0.0322168,0.0688888,0.049001,0.0519839,0.079214,0.0495976,0.0322793,0.00708951,0.0102732,0.0432046,0.0666048,0,0,0,0,0,0,0,0.0460937,0,0,0.0661377,0,0
519,0.0497694,0,0,0,0,0,0,0.037687,0,0.0305995,0.0646017,0,0.0292747,0,0,0.0432751,0.03749,0.0356485,0.0245299,0.0191255,0.0457105,0.0377707,0.0227395,0.0485485,0.0497694,0.0261511,0.0320138,0.0341298,0.0176163,0.0276702,0.0217609,0.037891,0.0129243,0.0099732,0.0312832,0,0.0157544,0.0363515,0,0.0156759,0,0,0.017382,0.0606441,0.0453461,0.0316898,0.0180704,0.0544239,0.0844457,0.0347195,0.0715233,0.0608179,0.0321498,0.0692578,0.049367,0.0521266,0.0795678,0.0512999,0.0324653,0.0072306,0.0102059,0.0433001,0.0664473,0,0,0,0,0,0,0,0.0460496,0,0,0.0662195,0,0
520,0.0498225,0,0,0,0,0,0,0.037407,0,0.0306111,0.0646633,0,0.0291898,0,0,0.0433284,0.037642,0.035366,0.0243002,0.0190926,0.045616,0.0379296,0.0227319,0.0487367,0.0498465,0.026041,0.0318257,0.0339985,0.0174017,0.0274988,0.021957,0.0379023,0.0129513,0.0100109,0.031504,0,0.0156819,0.0362728,0,0.0157996,0,0,0.0170387,0.0605521,0.0457923,0.0320655,0.0183136,0.0545842,0.084772,0.0347149,0.0715656,0.060774,0.0321754,0.0696592,0.0497263,0.052469,0.0799277,0.0529196,0.0326184,0.00750311,0.00958187,0.043422,0.066331,0,0,0,0,0,0,0,0.0460274,0,0,0.0663427,0,0
521,0.0499293,0,0,0,0,0,0,0.0373304,0,0.0306523,0.0646969,0,0.0290879,0,0,0.0433938,0.0378494,0.0351665,0.0241442,0.0190185,0.0455736,0.0380627,0.0227423,0.0488826,0.0499145,0.0260433,0.0316565,0.0338894,0.017237,0.0273479,0.0222676,0.0379454,0.0129552,0.0100301,0.031534,0,0.0156208,0.0362042,0,0.0153626,0,0,0.0171175,0.0604538,0.0462472,0.0325155,0.0185623,0.0548406,0.084878,0.0348015,0.0717014,0.0607411,0.0322658,0.0700487,0.0501741,0.0528302,0.080315,0.0543935,0.0330461,0.00738578,0.010352,0.0435669,0.0661279,0,0,0,0,0,0,0,0.0460499,0,0,0.0664806,0,0
522,0.0500414,0,0,0,0,0,0,0.0371029,0,0.0305946,0.0646072,0,0.0290673,0,0,0.0434212,0.0380165,0.0352371,0.0239722,0.0189356,0.0455919,0.0381421,0.0227318,0.0489408,0.050016,0.0260381,0.0315098,0.0337289,0.0171571,0.0272572,0.0225347,0.0379458,0.0129803,0.00997808,0.0317195,0,0.0155979,0.0360213,0,0.0156268,0,0,0.0168958,0.060356,0.046605,0.0329718,0.0186565,0.0550636,0.0853864,0.0348792,0.0718642,0.0607684,0.0323685,0.0704224,0.050635,0.0530793,0.0807027,0.0556743,0.033168,0.00768597,0.00960858,0.0436836,0.0659888,0,0,0,0,0,0,0,0.0460208,0,0,0.0665768,0,0
523,0.0501556,0,0,0,0,0,0,0.0370477,0,0.0304999,0.0645145,0,0.0289683,0,0,0.0435438,0.0381801,0.0355759,0.023716,0.0188621,0.045657,0.0382062,0.0227823,0.0491667,0.0500978,0.0259118,0.0314876,0.0335697,0.0170865,0.0272072,0.0229074,0.0377703,0.0129344,0.00999985,0.0320188,0,0.015544,0.0358085,0,0.0156223,0,0,0.0168353,0.0602431,0.0468682,0.0334839,0.0187521,0.055312,0.0857946,0.0350204,0.0720676,0.0607861,0.0324943,0.0708225,0.0509866,0.0531853,0.0810843,0.0568153,0.0334553,0.00776788,0.00959094,0.043843,0.0658598,0,0,0,0,0,0,0,0.0461047,0,0,0.0666993,0,0
524,0.0503123,0,0,0,0,0,0,0.0372246,0,0.0303855,0.0644838,0,0.0288609,0,0,0.0436975,0.0383407,0.0359364,0.0234344,0.0187655,0.0457729,0.038418,0.0228874,0.0493719,0.0501303,0.0256476,0.0314369,0.0334344,0.0169222,0.0271288,0.0233679,0.0374344,0.01281,0.0101123,0.0321302,0,0.0154977,0.0355472,0,0.015559,0,0,0.0167742,0.0601231,0.0471373,0.0340368,0.0187757,0.0555649,0.0862287,0.0352144,0.0722731,0.0607516,0.0326316,0.0712055,0.0512702,0.053345,0.0813907,0.0578847,0.0336894,0.00787424,0.00954294,0.0440278,0.0656828,0,0,0,0,0,0,0,0.0462098,0,0,0.0669341,0,0
525,0.0504442,0,0,0,0,0,0,0.037051,0,0.0303992,0.0644967,0,0.0287093,0,0,0.0438949,0.0385558,0.0356386,0.0232525,0.0186842,0.0459758,0.0387104,0.0229673,0.0495558,0.0502351,0.0256305,0.0312039,0.0333322,0.0166646,0.0269751,0.0237567,0.0370156,0.012563,0.0103634,0.032165,0,0.015495,0.0352878,0,0.015122,0,0,0.017008,0.0599885,0.047397,0.034592,0.0185367,0.0558499,0.0864352,0.0353723,0.0725821,0.0607212,0.0327779,0.0716086,0.0516096,0.0536236,0.0816097,0.0588296,0.0339591,0.00767804,0.0105729,0.0443581,0.065343,0,0,0,0,0,0,0,0.0464281,0,0,0.0671962,0,0
526,0.050468,0,0,0,0,0,0,0.0369225,0,0.0304678,0.0644948,0,0.0287592,0,0,0.0440101,0.0387045,0.0357062,0.0230163,0.0186951,0.0461279,0.0389429,0.0230445,0.0497407,0.0502849,0.0256977,0.0309673,0.0332549,0.0165534,0.0268921,0.024056,0.0366668,0.0125448,0.0103136,0.0321764,0,0.0155465,0.0348549,0,0.0157658,0,0,0.0166527,0.0599076,0.0476021,0.0350992,0.0181712,0.0561929,0.0871755,0.0355325,0.0729287,0.0607496,0.0329671,0.0718181,0.051885,0.0539538,0.0817738,0.0593694,0.0336913,0.00794068,0.00937363,0.0446948,0.0650997,0,0,0,0,0,0,0,0.0466419,0,0,0.0673524,0,0
527,0.0505348,0,0,0,0,0,0,0.0369379,0,0.0306264,0.0644848,0,0.0286673,0,0,0.0441732,0.0389022,0.0357855,0.0228173,0.0186393,0.0463166,0.0393224,0.0231352,0.0498237,0.0503314,0.0258353,0.0307808,0.0331163,0.0164151,0.0267984,0.0242994,0.0363413,0.0125467,0.0103391,0.0322752,0,0.0155334,0.0345619,0,0.0158174,0,0,0.0166385,0.0598687,0.047654,0.0356075,0.0178899,0.0565495,0.087697,0.0357607,0.0732269,0.0608179,0.0332388,0.0719414,0.0521001,0.0541679,0.0819195,0.0596405,0.0337297,0.00796834,0.00941357,0.0450271,0.0648208,0,0,0,0,0,0,0,0.0469115,0,0,0.0674362,0,0
528,0.050595,0,0,0,0,0,0,0.0370579,0,0.0306643,0.0645302,0,0.0285098,0,0,0.0441951,0.0391033,0.0358821,0.0226403,0.0185578,0.0464886,0.0396443,0.0232821,0.0498029,0.0503968,0.0260273,0.0306073,0.0329224,0.0161749,0.0266232,0.0245507,0.0361174,0.0125132,0.0103584,0.0323818,0,0.0155008,0.0343349,0,0.0158083,0,0,0.0166349,0.0598466,0.0476533,0.0360745,0.017637,0.0568756,0.0883634,0.035958,0.0734993,0.0609073,0.033576,0.0721875,0.0523053,0.0543326,0.0820668,0.0595782,0.0338594,0.00792613,0.009478,0.0452418,0.064596,0,0,0,0,0,0,0,0.0471554,0,0,0.0675293,0,0
529,0.0506742,0,0,0,0,0,0,0.0372821,0,0.0305962,0.0646003,0,0.0284234,0,0,0.0441578,0.0393452,0.0359966,0.0224625,0.0184995,0.0466095,0.0398651,0.023494,0.049854,0.0504832,0.0261216,0.0304237,0.0327514,0.015961,0.0264153,0.0246934,0.0359412,0.0124268,0.0103694,0.0322993,0,0.015495,0.0341276,0,0.0157788,0,0,0.0165307,0.0597905,0.0477132,0.0364886,0.017325,0.0572328,0.0890579,0.0361379,0.0738343,0.0609603,0.0339337,0.0723295,0.0524576,0.054449,0.0822324,0.0594182,0.034082,0.0078675,0.00961935,0.0453714,0.0644011,0,0,0,0,0,0,0,0.047366,0,0,0.067589,0,0
530,0.0507321,0,0,0,0,0,0,0.0376375,0,0.030444,0.0645852,0,0.0283927,0,0,0.044156,0.039601,0.0361975,0.0222585,0.0184395,0.0466943,0.0400624,0.023721,0.0499492,0.0505525,0.0263725,0.03026,0.0326089,0.0158009,0.0262732,0.0246981,0.0357347,0.0123383,0.0103825,0.032138,0,0.0154852,0.0339388,0,0.0157285,0,0,0.0164117,0.0597788,0.0477622,0.0368673,0.0169627,0.0575352,0.0897,0.0363671,0.0741307,0.0610033,0.0343058,0.0724666,0.0525696,0.0545427,0.082424,0.0590193,0.0341787,0.0077416,0.00978538,0.045459,0.064203,0,0,0,0,0,0,0,0.0475669,0,0,0.0676337,0,0
531,0.0508268,0,0,0,0,0,0,0.0380325,0,0.0303726,0.0645581,0,0.0284063,0,0,0.0442876,0.039884,0.0364124,0.022109,0.0183397,0.0467906,0.0402071,0.0239096,0.05004,0.0505923,0.0265699,0.0301683,0.0325278,0.0156459,0.0261586,0.0245953,0.0355781,0.0123035,0.0103903,0.0319573,0,0.0155795,0.0337936,0,0.0155573,0,0,0.0164249,0.059738,0.0474817,0.0371741,0.0166172,0.0577341,0.090185,0.0365942,0.0743499,0.0610683,0.0346419,0.0726773,0.0525885,0.0546219,0.0823691,0.0582527,0.0343122,0.00773498,0.0101282,0.0455736,0.0639458,0,0,0,0,0,0,0,0.0478171,0,0,0.0676879,0,0
532,0.0508858,0,0,0,0,0,0,0.0383527,0,0.0301788,0.0646179,0,0.0284307,0,0,0.0445629,0.0401637,0.0364456,0.0219904,0.0182235,0.0468556,0.0403438,0.0240748,0.0501101,0.0506966,0.0266346,0.0300186,0.0323933,0.015493,0.0260741,0.0244209,0.0354822,0.0122897,0.0104287,0.0317637,0,0.0156453,0.0336661,0,0.0155056,0,0,0.0162583,0.0596853,0.0469542,0.0373968,0.0162614,0.0578438,0.0905469,0.0367657,0.0745396,0.0610466,0.0349684,0.0726247,0.0525478,0.0546434,0.0821209,0.0570124,0.0343939,0.00861371,0.0110623,0.0457984,0.0636174,0,0,0,0,0,0,0,0.0481335,0,0,0.0677493,0,0
533,0.0508714,0,0,0,0,0,0,0.0385541,0,0.0299976,0.0646591,0,0.0284784,0,0,0.0448212,0.0403844,0.0366683,0.0218377,0.0181619,0.0468629,0.0404373,0.0242105,0.0500316,0.0507779,0.0267521,0.0299327,0.0322698,0.015364,0.0259836,0.0241488,0.0353351,0.0123834,0.0103981,0.0315869,0,0.0157162,0.0335312,0,0.0155701,0,0,0.0162184,0.0596398,0.0463766,0.0375733,0.0159569,0.0579167,0.0908304,0.0369132,0.0746473,0.0610531,0.0352739,0.0725322,0.0524621,0.0545988,0.081906,0.0553136,0.0344205,0.00896799,0.011838,0.0461004,0.0632309,0,0,0,0,0,0,0,0.0484468,0,0,0.0677889,0,0
534,0.050789,0,0,0,0,0,0,0.038919,0,0.0299489,0.0646621,0,0.028443,0,0,0.0450266,0.0405854,0.03668,0.0217078,0.0180953,0.0467999,0.0403946,0.0243543,0.0498769,0.0508018,0.0269948,0.0299091,0.0321617,0.0152085,0.0258886,0.0238608,0.0351591,0.0124343,0.0104552,0.0314513,0,0.0158325,0.0333918,0,0.0158153,0,0,0.0160837,0.0596372,0.0459661,0.0377835,0.0156052,0.0580286,0.0909743,0.037077,0.0746995,0.0610756,0.0355803,0.072472,0.0523886,0.0547234,0.0818545,0.0532886,0.0342537,0.00950146,0.0123259,0.0463888,0.0628206,0,0,0,0,0,0,0,0.0486937,0,0,0.0678237,0,0
535,0.0506833,0,0,0,0,0,0,0.0393423,0,0.0300598,0.0646855,0,0.0283839,0,0,0.0451339,0.0407997,0.0363814,0.0216224,0.0180357,0.0467733,0.0403546,0.0244541,0.0497954,0.0508373,0.0271134,0.0299194,0.0321323,0.0150989,0.02576,0.0237053,0.0349568,0.0124637,0.0104878,0.031381,0,0.0158756,0.0332105,0,0.0160801,0,0,0.0159905,0.0596019,0.045498,0.0379775,0.0152565,0.05816,0.0910566,0.0371552,0.0747422,0.0610873,0.0358843,0.0724737,0.0523294,0.054849,0.0817183,0.0511297,0.0340765,0.00971044,0.0125389,0.0466419,0.0624641,0,0,0,0,0,0,0,0.0488822,0,0,0.0677778,0,0
536,0.0505563,0,0,0,0,0,0,0.0397133,0,0.0299592,0.0647007,0,0.0283382,0,0,0.0451896,0.0410016,0.0362513,0.0215223,0.0179633,0.0468131,0.0405646,0.0245302,0.0498111,0.0508623,0.0272699,0.0299259,0.0320869,0.0150672,0.0255638,0.0235429,0.0348043,0.0124673,0.0105065,0.0313824,0,0.0159916,0.0330208,0,0.0163903,0,0,0.0158901,0.059561,0.0449634,0.038099,0.0149321,0.0582657,0.091078,0.0371959,0.0747835,0.0611217,0.0361836,0.0726001,0.052172,0.0548805,0.0815703,0.0489246,0.0338903,0.0096995,0.0125604,0.0468458,0.0621279,0,0,0,0,0,0,0,0.0490329,0,0,0.067732,0,0
537,0.050313,0,0,0,0,0,0,0.0400001,0,0.029727,0.0647651,0,0.0282907,0,0,0.0451829,0.0411914,0.0362753,0.0213947,0.0178767,0.0468476,0.0407128,0.0245939,0.0498796,0.0508991,0.0274367,0.0298655,0.0320122,0.015102,0.0254705,0.0234513,0.0347309,0.0124256,0.0105314,0.0314221,0,0.0161546,0.0328537,0,0.0167582,0,0,0.0158742,0.0595566,0.0444156,0.0381218,0.0146696,0.0582873,0.0910417,0.037298,0.0748261,0.0612097,0.0364569,0.0726359,0.0519459,0.0547856,0.0815159,0.046789,0.0335424,0.00940994,0.0124036,0.0469532,0.0618569,0,0,0,0,0,0,0,0.0491475,0,0,0.0676788,0,0
538,0.0499741,0,0,0,0,0,0,0.040438,0,0.029656,0.06481,0,0.0282461,0,0,0.0450999,0.0413469,0.0363947,0.0212305,0.0178269,0.0468832,0.0407875,0.0246071,0.0498439,0.0509258,0.0274094,0.0298362,0.0319687,0.0151079,0.0255636,0.0233138,0.0346677,0.0123619,0.010575,0.0314727,0,0.0162893,0.0326882,0,0.0171825,0,0,0.0158224,0.059537,0.0439186,0.038092,0.0143964,0.058265,0.0909178,0.0374507,0.0748471,0.0613488,0.0367262,0.0724757,0.0517642,0.0545545,0.0813452,0.044789,0.0333215,0.00900752,0.0122188,0.0470197,0.0616356,0,0,0,0,0,0,0,0.0492618,0,0,0.0675562,0,0
539,0.0495989,0,0,0,0,0,0,0.0411696,0,0.0293138,0.0647105,0,0.028214,0,0,0.0450576,0.0414771,0.0364407,0.0211466,0.0177763,0.0469526,0.0408498,0.024599,0.0497924,0.0509242,0.0274881,0.0297654,0.0319881,0.0149226,0.0254783,0.0230942,0.0346618,0.0123577,0.0106164,0.0315329,0,0.0163646,0.0325458,0,0.0177451,0,0,0.015773,0.0595237,0.0434284,0.0380492,0.0141392,0.0582267,0.0907849,0.0375959,0.0748598,0.061452,0.0370126,0.0722428,0.0515962,0.0545041,0.0809436,0.0431095,0.0331531,0.00856958,0.0120091,0.0470563,0.0613745,0,0,0,0,0,0,0,0.0493829,0,0,0.0674494,0,0
540,0.0492744,0,0,0,0,0,0,0.0418543,0,0.0290778,0.0645881,0,0.0281789,0,0,0.0451161,0.0415588,0.0362074,0.0210588,0.0177311,0.0469686,0.0409648,0.0247021,0.0498087,0.050965,0.0277457,0.0297386,0.0319569,0.0148204,0.0253096,0.0230305,0.034717,0.0124151,0.0106939,0.0317016,0,0.0164039,0.032445,0,0.0184362,0,0,0.0159139,0.059526,0.0430098,0.0380432,0.0136705,0.0582041,0.0906792,0.0377614,0.0748751,0.0614285,0.0373286,0.0720172,0.0514116,0.0546019,0.080793,0.0416793,0.0328461,0.00797814,0.0116825,0.0471097,0.061083,0,0,0,0,0,0,0,0.0495066,0,0,0.0674347,0,0
541,0.0489969,0,0,0,0,0,0,0.0422219,0,0.0289413,0.064425,0,0.0280891,0,0,0.0451788,0.0416253,0.0360742,0.0208893,0.0177574,0.0469059,0.0412292,0.0248119,0.0498772,0.0509704,0.0279045,0.0297503,0.0319526,0.0147695,0.0251372,0.0231539,0.0347809,0.012474,0.0108337,0.0317301,0,0.0164704,0.0323441,0,0.0192136,0,0,0.0160853,0.0595021,0.0426375,0.0381479,0.0131512,0.0581932,0.0905771,0.0379476,0.0748379,0.0614058,0.0376913,0.0718776,0.0512571,0.0545486,0.0806403,0.0404528,0.0325783,0.00749167,0.0113407,0.0471791,0.0607634,0,0,0,0,0,0,0,0.0496133,0,0,0.0675352,0,0
