Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
540,0.0405561,0.0560385,0,0,0,0,0,0,0.0254051,0,0.0273441,0.0651548,0,0,0.0243413,0,0,0.0462937,0.0361046,0.030744,0.0311255,0.0215634,0.0489086,0.0306424,0.0207262,0.0461134,0.0486206,0.0253229,0.0344482,0.0376237,0.0193787,0.0237198,0.0253727,0.0384296,0.0150361,0.010798,0.0358201,0,0.0173384,0.0634201,0.0333317,0,0.0242822,0,0,0.0203432,0.0623224,0.0366287,0.0216673,0.00630937,0.0532832,0.070709,0.0373221,0.0724914,0.0638843,0.0354842,0.0639161,0.0437024,0.0482433,0.0732533,0.0235939,0.0267286,0.00656087,0.0121011,0.052713,0.0653113,0,0,0,0,0,0,0,0,0,0
541,0.0405021,0.0559783,0,0,0,0,0,0,0.0256614,0,0.0272865,0.0651994,0,0,0.0241285,0,0,0.0463451,0.0360756,0.0307865,0.0308154,0.0215232,0.0486683,0.0304795,0.020544,0.0460819,0.0486093,0.0253823,0.0344065,0.0374273,0.0192366,0.0237736,0.0252042,0.0385462,0.0147635,0.0109222,0.0349635,0,0.01705,0.0633753,0.0333201,0,0.0243054,0,0,0.0201677,0.0623505,0.0370927,0.0219939,0.0066748,0.0533187,0.070933,0.0373889,0.0729535,0.0637867,0.0353427,0.0643871,0.0440758,0.0485423,0.073499,0.0256464,0.0266785,0.00660913,0.0118471,0.0529907,0.0652406,0,0,0,0,0,0,0,0,0,0
542,0.040485,0.0559986,0,0,0,0,0,0,0.0260992,0,0.0271134,0.0651656,0,0,0.0239195,0,0,0.0464411,0.0360127,0.0310642,0.0305027,0.0214528,0.0484999,0.0302106,0.0203681,0.0461145,0.0485615,0.0254411,0.0341948,0.0373267,0.0191472,0.0238361,0.0249308,0.0385806,0.014499,0.0110375,0.0343787,0,0.0167614,0.0632916,0.033294,0,0.0241919,0,0,0.0201357,0.0623447,0.0376515,0.0223931,0.00713024,0.0533774,0.070983,0.0375049,0.0731494,0.063625,0.0352145,0.0647055,0.0444503,0.0486923,0.0740243,0.0275707,0.0266748,0.00655988,0.0118496,0.053765,0.065139,0,0,0,0,0,0,0,0,0,0
543,0.0404944,0.0560578,0,0,0,0,0,0,0.0266413,0,0.0269345,0.065239,0,0,0.0236405,0,0,0.0465831,0.0359303,0.0314252,0.0301749,0.0212294,0.0483113,0.0300338,0.020222,0.0458542,0.0485043,0.0255005,0.0340465,0.0371162,0.0190052,0.0239132,0.0246438,0.0385748,0.0142179,0.0111429,0.0336694,0,0.0164728,0.0632757,0.0332513,0,0.0238833,0,0,0.020267,0.0623796,0.0382399,0.0228428,0.00756075,0.0534497,0.0710122,0.037581,0.0733798,0.0635651,0.0351436,0.065125,0.0449124,0.0490678,0.0745222,0.0296487,0.0267388,0.00641811,0.0120575,0.0540219,0.06501,0,0,0,0,0,0,0,0,0,0
544,0.040558,0.0560996,0,0,0,0,0,0,0.0270609,0,0.0266967,0.0655086,0,0,0.0234854,0,0,0.0467887,0.0358415,0.0315674,0.0298689,0.0209421,0.0480631,0.0300768,0.020122,0.0457172,0.0485944,0.0255467,0.0340168,0.0368812,0.0188247,0.0239021,0.0244295,0.0385063,0.0141464,0.0109881,0.0330799,0,0.0161568,0.063278,0.0331556,0,0.0236516,0,0,0.0203161,0.0624242,0.0387308,0.0233172,0.00789474,0.0535034,0.0710207,0.0376949,0.0733726,0.0638045,0.0351171,0.0655587,0.0453991,0.0496038,0.0748769,0.0318978,0.0266968,0.00651802,0.011787,0.0543924,0.06491,0,0,0,0,0,0,0,0,0,0
545,0.0406907,0.0560887,0,0,0,0,0,0,0.0272834,0,0.0265725,0.0656765,0,0,0.0232667,0,0,0.0470415,0.0358241,0.031539,0.0295996,0.0207067,0.0478855,0.0301434,0.0200533,0.0456984,0.048681,0.0256733,0.0338544,0.0367396,0.0186623,0.0239053,0.0243148,0.038395,0.0140268,0.0110324,0.0325119,0,0.015847,0.0631585,0.0330815,0,0.0231899,0,0,0.0203977,0.0623943,0.0391709,0.0238549,0.00823556,0.0536314,0.0711145,0.0378408,0.0735542,0.0639771,0.0350646,0.0660089,0.0459036,0.049888,0.0753091,0.0341041,0.0266546,0.00641578,0.0117917,0.054534,0.0647847,0,0,0,0,0,0,0,0,0,0
546,0.0407163,0.056072,0,0,0,0,0,0,0.0275253,0,0.0264203,0.065747,0,0,0.0230207,0,0,0.0472556,0.0358281,0.03174,0.0293277,0.0205121,0.0477388,0.0301493,0.0199322,0.0457071,0.0488173,0.0258465,0.0336222,0.036736,0.0184335,0.0239594,0.0243055,0.0381695,0.0138618,0.0111237,0.0319435,0,0.0156798,0.0629723,0.0329548,0,0.0228229,0,0,0.0203264,0.0623607,0.0396784,0.0244077,0.00862632,0.0538115,0.0712965,0.0380073,0.0738681,0.0640716,0.0349614,0.0664285,0.0463933,0.0502164,0.0757887,0.0363175,0.0266291,0.00612261,0.0119091,0.054425,0.0646129,0,0,0,0,0,0,0,0,0,0
547,0.0406614,0.056106,0,0,0,0,0,0,0.027907,0,0.0263892,0.0657582,0,0,0.0227542,0,0,0.0474416,0.0358289,0.0319089,0.0290696,0.0203483,0.0475528,0.0302466,0.0198846,0.0457628,0.0489176,0.0259891,0.033547,0.0366563,0.0183108,0.0241058,0.0244603,0.0379724,0.013667,0.0112168,0.031559,0,0.0155321,0.0630708,0.0328205,0,0.0226378,0,0,0.0198618,0.0623174,0.0400589,0.0249531,0.0090292,0.0539796,0.0714146,0.0383241,0.0741387,0.0641769,0.0348827,0.0668528,0.0468428,0.0505094,0.076204,0.0384149,0.0267067,0.00554311,0.0123172,0.0542255,0.0643787,0,0,0,0,0,0,0,0,0,0
548,0.040595,0.0563788,0,0,0,0,0,0,0.0283032,0,0.0263073,0.0658547,0,0,0.0225465,0,0,0.0476113,0.0358685,0.0320744,0.0288629,0.0201498,0.0473909,0.0305037,0.0198877,0.0458212,0.0490669,0.0260579,0.0333717,0.0365205,0.0181686,0.0242343,0.0245586,0.0377953,0.0134725,0.0112904,0.0313182,0,0.0153085,0.0631903,0.0327019,0,0.0227587,0,0,0.0192229,0.0622282,0.0404612,0.0255349,0.00939713,0.0541691,0.0714404,0.0385516,0.0743578,0.0642927,0.034843,0.0672772,0.0472548,0.050887,0.0765721,0.0402907,0.0269084,0.0048384,0.0132984,0.0540031,0.0640664,0,0,0,0,0,0,0,0,0,0
549,0.0405285,0.0566934,0,0,0,0,0,0,0.0287536,0,0.0261045,0.0659728,0,0,0.0224426,0,0,0.0478355,0.0359044,0.0323827,0.0286152,0.0200114,0.0471192,0.0309475,0.0198792,0.0459145,0.0491322,0.0261555,0.033257,0.036412,0.0180803,0.0242964,0.0245345,0.0376302,0.0133349,0.0113666,0.0311443,0,0.0150702,0.0632448,0.032561,0,0.022574,0,0,0.0188965,0.062183,0.040905,0.0260119,0.00973112,0.0542758,0.0715531,0.0388309,0.0747807,0.0643095,0.0348162,0.0676876,0.0476425,0.0511991,0.0768279,0.0419707,0.0268513,0.00480933,0.0132286,0.0535846,0.0638721,0,0,0,0,0,0,0,0,0,0
550,0.0405367,0.0568672,0,0,0,0,0,0,0.0292532,0,0.0259418,0.0659738,0,0,0.0222956,0,0,0.047976,0.0359239,0.0331531,0.0283733,0.0198659,0.0468457,0.0314485,0.0199099,0.045801,0.0491228,0.0262229,0.0331603,0.0363542,0.0180251,0.0243992,0.0245452,0.0374701,0.0132177,0.0113835,0.0310551,0,0.0148807,0.0632697,0.0324547,0,0.022277,0,0,0.0186577,0.0621662,0.0411897,0.0264628,0.00998116,0.0543593,0.0717905,0.0389445,0.0752082,0.0643167,0.0347663,0.0680141,0.0479431,0.0513345,0.0771418,0.0433723,0.0268958,0.00486099,0.0130373,0.0531222,0.0637185,0,0,0,0,0,0,0,0,0,0
551,0.0406027,0.0567546,0,0,0,0,0,0,0.0296465,0,0.0258749,0.0659185,0,0,0.0221334,0,0,0.0481254,0.0358974,0.034062,0.0280161,0.0196818,0.0465758,0.031689,0.0199801,0.0456221,0.0490613,0.0263062,0.033048,0.0361998,0.0179841,0.0245921,0.0246213,0.037436,0.0131032,0.0113062,0.03092,0,0.0147798,0.0632763,0.0323713,0,0.0218703,0,0,0.0185782,0.062146,0.0411969,0.026844,0.0102533,0.0543817,0.0720988,0.0390264,0.0750237,0.0642821,0.0346971,0.0682147,0.0480781,0.0512888,0.0773858,0.0444538,0.0269955,0.00493972,0.0127845,0.0525667,0.0635987,0,0,0,0,0,0,0,0,0,0
552,0.0407528,0.0565826,0,0,0,0,0,0,0.0301748,0,0.0258121,0.0658461,0,0,0.0219654,0,0,0.0484044,0.0359029,0.0344307,0.027639,0.0194909,0.0462788,0.0318067,0.0200451,0.0455608,0.0491259,0.0264117,0.0329163,0.0360972,0.0178876,0.0246993,0.0246841,0.0374543,0.0130648,0.0113189,0.0307551,0,0.0147496,0.0632831,0.0323658,0,0.0215151,0,0,0.0187262,0.0621005,0.041414,0.0271178,0.0105324,0.0542894,0.0723361,0.0390938,0.0748976,0.0642056,0.0346846,0.0683807,0.0481215,0.0512367,0.0774661,0.0451565,0.0272698,0.0050281,0.0127031,0.0519362,0.0635878,0,0,0,0,0,0,0,0,0,0
553,0.0410267,0.0563689,0,0,0,0,0,0,0.0308136,0,0.0256926,0.0658389,0,0,0.0218316,0,0,0.0486747,0.036012,0.0345179,0.0273157,0.0193165,0.0459709,0.0318458,0.0200751,0.0456507,0.0492224,0.0265895,0.0329017,0.0360012,0.0177623,0.0247258,0.0247616,0.0374333,0.0130333,0.0113617,0.0307686,0,0.0147712,0.0632839,0.0324135,0,0.0212271,0,0,0.0188423,0.061981,0.0414204,0.0273159,0.0108319,0.0541501,0.0725057,0.0391339,0.0748117,0.0641739,0.0346718,0.0684479,0.0481289,0.0513529,0.0773693,0.0454561,0.0276444,0.00510319,0.0126993,0.0512674,0.0636524,0,0,0,0,0,0,0,0,0,0
554,0.0412793,0.0560939,0,0,0,0,0,0,0.0314094,0,0.0254755,0.0658908,0,0,0.0216921,0,0,0.0488256,0.0361411,0.034694,0.0270152,0.0191552,0.045643,0.031944,0.0200715,0.0458294,0.0493006,0.0267558,0.0328924,0.0359097,0.0176273,0.0247512,0.0247892,0.0374685,0.0129035,0.0114805,0.0309894,0,0.0148472,0.0632625,0.032459,0,0.0207064,0,0,0.0188234,0.0618406,0.0411677,0.0275161,0.0111371,0.0540392,0.0726166,0.0392073,0.0748088,0.0641233,0.0346609,0.0684702,0.0482011,0.0514345,0.0772608,0.045333,0.0280617,0.00520479,0.0127723,0.0505263,0.0637106,0,0,0,0,0,0,0,0,0,0
555,0.0414537,0.0557382,0,0,0,0,0,0,0.0321548,0,0.025237,0.0658355,0,0,0.0215395,0,0,0.0488378,0.0362255,0.0351989,0.0266758,0.0189815,0.0453192,0.0319604,0.0201416,0.0457686,0.0493883,0.0269415,0.0327595,0.0358992,0.0175665,0.0248374,0.0248113,0.0375203,0.0127142,0.0117308,0.0310701,0,0.0149835,0.0631986,0.032599,0,0.0201547,0,0,0.0188783,0.0617036,0.0410057,0.0277311,0.0112002,0.0539305,0.0726864,0.0392901,0.0749111,0.063995,0.0346638,0.0685125,0.0482467,0.0514736,0.0773394,0.044866,0.0285076,0.00536469,0.0128996,0.0498058,0.0637209,0,0,0,0,0,0,0,0,0,0
556,0.0415131,0.0553845,0,0,0,0,0,0,0.0325553,0,0.0252592,0.065849,0,0,0.0214918,0,0,0.0486758,0.0363866,0.0348934,0.0264353,0.0188072,0.0449269,0.0318991,0.0202079,0.0457033,0.0494594,0.0270353,0.0325462,0.0358377,0.0174642,0.0248289,0.0248264,0.0376667,0.0124967,0.0116994,0.0310146,0,0.0151975,0.063178,0.0326679,0,0.0204725,0,0,0.0184137,0.0615887,0.0410025,0.027913,0.0113381,0.0537658,0.0731152,0.0392998,0.0749185,0.0638677,0.0347344,0.0686093,0.0482338,0.0514863,0.0775696,0.0442658,0.0287145,0.00593439,0.011763,0.0492116,0.0637002,0,0,0,0,0,0,0,0,0,0
557,0.0416197,0.0550301,0,0,0,0,0,0,0.0330695,0,0.0254994,0.0658755,0,0,0.02133,0,0,0.0484434,0.0365754,0.0346142,0.0262193,0.0186229,0.0446024,0.0318148,0.0203467,0.0456488,0.0495146,0.02721,0.0324291,0.0357032,0.0172939,0.0247993,0.0248949,0.0377407,0.012249,0.0118199,0.0311578,0,0.0153564,0.0632339,0.0328775,0,0.0202128,0,0,0.018159,0.0614625,0.040977,0.0280885,0.0113884,0.0536273,0.0732004,0.0392022,0.0749341,0.0637197,0.0347489,0.0686986,0.0482604,0.0515229,0.0776887,0.043548,0.0290112,0.00595491,0.0118253,0.0486807,0.0636543,0,0,0,0,0,0,0,0,0,0
558,0.0417201,0.0547084,0,0,0,0,0,0,0.0336729,0,0.0256086,0.0658686,0,0,0.021179,0,0,0.0481843,0.036723,0.0348827,0.0259696,0.0184818,0.0442798,0.0317789,0.0205662,0.045621,0.0495693,0.0273531,0.0323888,0.0355663,0.0171449,0.0247941,0.0250764,0.0378515,0.0120966,0.011844,0.0315154,0,0.0155094,0.06329,0.0331445,0,0.0199947,0,0,0.0181405,0.0613468,0.040785,0.0282464,0.0113745,0.0535103,0.0732885,0.0391464,0.0750118,0.063592,0.0347604,0.0687663,0.0483765,0.0515749,0.0776283,0.0425811,0.0290439,0.00597872,0.0120047,0.0482065,0.0636091,0,0,0,0,0,0,0,0,0,0
559,0.0418208,0.0543478,0,0,0,0,0,0,0.0342546,0,0.0256075,0.0658133,0,0,0.0210332,0,0,0.0479267,0.0369026,0.0352987,0.025698,0.0183768,0.0439595,0.0317684,0.0206952,0.0457128,0.0496264,0.0274804,0.0323973,0.0355044,0.0170733,0.0247812,0.0253363,0.0380964,0.0120481,0.0117919,0.0316735,0,0.015691,0.0633958,0.0334073,0,0.0198562,0,0,0.0182248,0.0612604,0.0405812,0.0283743,0.0114641,0.0533775,0.0733861,0.0391737,0.0750378,0.0634149,0.0347542,0.0688072,0.0484708,0.0516004,0.0775222,0.0413227,0.0291063,0.00606375,0.0121316,0.0478735,0.0635235,0,0,0,0,0,0,0,0,0,0
560,0.0419146,0.0539439,0,0,0,0,0,0,0.0348824,0,0.0255029,0.0657227,0,0,0.0209128,0,0,0.0477605,0.0370819,0.0357964,0.025479,0.0182668,0.0436501,0.0317932,0.0208196,0.0457789,0.0496662,0.0276412,0.0323673,0.0355325,0.0170093,0.0247741,0.0256406,0.0384544,0.0120296,0.0117903,0.031937,0,0.0158923,0.0634682,0.033589,0,0.01973,0,0,0.0182544,0.0611488,0.0402171,0.0284928,0.0114478,0.0531901,0.0734891,0.0391471,0.0746921,0.0632276,0.0347171,0.0687931,0.0483623,0.0514731,0.0773843,0.0400244,0.029299,0.00621733,0.0121454,0.0475817,0.0633479,0,0,0,0,0,0,0,0,0,0
561,0.0420111,0.0535397,0,0,0,0,0,0,0.035621,0,0.0253421,0.0656984,0,0,0.0207936,0,0,0.0477125,0.0373011,0.0363003,0.0252166,0.0181754,0.0433237,0.0316288,0.0209905,0.0458309,0.0496722,0.0277895,0.0322388,0.0355545,0.0169307,0.0247901,0.0259473,0.0388556,0.0120007,0.0119035,0.032243,0,0.0160274,0.0635498,0.0337711,0,0.019543,0,0,0.018293,0.0610166,0.039755,0.0285861,0.0114802,0.0530071,0.0735777,0.0390954,0.0745242,0.0630437,0.0346796,0.0688316,0.048284,0.0513233,0.0773728,0.0389649,0.029543,0.00638962,0.0120635,0.0471467,0.0631693,0,0,0,0,0,0,0,0,0,0
562,0.0421613,0.0531299,0,0,0,0,0,0,0.0362566,0,0.0254006,0.0657144,0,0,0.0206768,0,0,0.0477438,0.0375485,0.0362881,0.025002,0.0180775,0.0430116,0.0316409,0.0211615,0.0459729,0.049636,0.027935,0.0321557,0.0355808,0.0168792,0.024767,0.0262442,0.0393138,0.0120296,0.0120055,0.0324567,0,0.0160427,0.0636474,0.0339218,0,0.0193523,0,0,0.0182804,0.0608793,0.039579,0.0286997,0.0115077,0.0528394,0.0736207,0.039051,0.0745098,0.0629357,0.0347052,0.0689169,0.0482683,0.0514069,0.0773593,0.0380506,0.0297985,0.00654129,0.0119353,0.0466417,0.0630412,0,0,0,0,0,0,0,0,0,0
563,0.0423324,0.0527378,0,0,0,0,0,0,0.0366529,0,0.0254997,0.0656242,0,0,0.0205854,0,0,0.0478117,0.0377261,0.0362828,0.0247911,0.0179139,0.0427133,0.0316676,0.0213262,0.0460891,0.0497347,0.0280422,0.032179,0.0356346,0.0168985,0.0246707,0.026607,0.0397712,0.0120832,0.0120811,0.0326184,0,0.0161528,0.0637801,0.0339602,0,0.0191643,0,0,0.0181923,0.0607898,0.0394105,0.0288276,0.0115089,0.0526542,0.0736314,0.0389776,0.0744337,0.0628361,0.0347642,0.0690623,0.0482584,0.0515677,0.0772255,0.0371406,0.030172,0.006648,0.0118068,0.0461215,0.062899,0,0,0,0,0,0,0,0,0,0
564,0.0424652,0.052356,0,0,0,0,0,0,0.0370578,0,0.0254042,0.0655613,0,0,0.0205222,0,0,0.0477791,0.0379142,0.0364991,0.0245502,0.0178313,0.0425204,0.0315944,0.0214502,0.0461679,0.0499282,0.0280409,0.0320571,0.0357013,0.0169223,0.0245837,0.0270099,0.0401384,0.012104,0.0121203,0.0326661,0,0.0162721,0.0638973,0.0339017,0,0.0189385,0,0,0.0180686,0.060686,0.0392712,0.0288974,0.011551,0.0524677,0.0736419,0.0388738,0.0742668,0.0627322,0.0348177,0.0690733,0.0482288,0.0516395,0.077244,0.0362703,0.0305979,0.00669276,0.0117119,0.0456251,0.0627682,0,0,0,0,0,0,0,0,0,0
565,0.0424739,0.0520782,0,0,0,0,0,0,0.0374708,0,0.0252892,0.0657052,0,0,0.0204636,0,0,0.0476291,0.0381213,0.0366407,0.0244104,0.0177248,0.0423549,0.0315057,0.0215296,0.046245,0.0500352,0.0278942,0.0318946,0.0357027,0.0168319,0.0244702,0.0274048,0.0403994,0.0120849,0.0121552,0.0326813,0,0.0163035,0.0639761,0.0341485,0,0.0188454,0,0,0.0179526,0.0605411,0.0391289,0.0289359,0.0115848,0.0522935,0.0736969,0.0388189,0.0743092,0.0626363,0.0349066,0.0691417,0.0481978,0.051633,0.0773216,0.0359591,0.0309778,0.00666048,0.0116823,0.0451943,0.0626546,0,0,0,0,0,0,0,0,0,0
566,0.0424315,0.0518819,0,0,0,0,0,0,0.0378215,0,0.0253889,0.0658352,0,0,0.0204458,0,0,0.0474421,0.0383158,0.0369225,0.024244,0.0176386,0.0421704,0.0314921,0.0216212,0.0463371,0.0500573,0.0280072,0.0318831,0.0355616,0.0166948,0.0243499,0.027836,0.0406183,0.0120815,0.0121635,0.0327851,0,0.0162639,0.0640225,0.0344109,0,0.0189528,0,0,0.0179335,0.06044,0.0389339,0.0290129,0.0116786,0.0521258,0.0737712,0.0388211,0.0744967,0.0625593,0.0349993,0.0691757,0.0482634,0.0515918,0.0772727,0.0357645,0.0311044,0.00657191,0.0117119,0.0448709,0.0624771,0,0,0,0,0,0,0,0,0,0
567,0.0423679,0.0517058,0,0,0,0,0,0,0.0381476,0,0.0252256,0.0658456,0,0,0.0204326,0,0,0.0472348,0.0384955,0.0373209,0.0240313,0.0175447,0.0420094,0.0314961,0.0217859,0.046475,0.0501304,0.0282025,0.0319611,0.0353404,0.0166125,0.0242688,0.0281976,0.0408387,0.0121374,0.0120895,0.0329111,0,0.016262,0.0641349,0.0345092,0,0.0191771,0,0,0.01802,0.0603953,0.0387736,0.029174,0.0116865,0.0519961,0.0738048,0.0388219,0.0742149,0.0624796,0.0350821,0.0692122,0.0482998,0.0516684,0.077128,0.0354054,0.0311692,0.00647768,0.0117912,0.0446881,0.0622478,0,0,0,0,0,0,0,0,0,0
568,0.0423991,0.0516031,0,0,0,0,0,0,0.0383064,0,0.025223,0.0658474,0,0,0.0204381,0,0,0.0471213,0.0387048,0.0375259,0.0238735,0.0174122,0.0419129,0.0314919,0.0219289,0.0465417,0.0502261,0.0281442,0.0318779,0.0352602,0.0165475,0.024185,0.0285337,0.0409804,0.0121624,0.0120655,0.032972,0,0.0162823,0.0643084,0.0344683,0,0.0194717,0,0,0.0181552,0.0602864,0.03873,0.0293604,0.0116903,0.0518557,0.0738294,0.0388148,0.0741243,0.0620596,0.0352044,0.069177,0.048285,0.0516813,0.0771587,0.0350516,0.0311797,0.00641035,0.0118817,0.0447429,0.062017,0,0,0,0,0,0,0,0,0,0
569,0.04253,0.0515906,0,0,0,0,0,0,0.0384737,0,0.0253667,0.065891,0,0,0.0204308,0,0,0.0470608,0.0389022,0.0376208,0.0237345,0.0172637,0.0418261,0.0314664,0.0221139,0.0466408,0.0503452,0.0281397,0.0317573,0.0352251,0.0165061,0.0240207,0.0290444,0.0410971,0.0121617,0.0120524,0.0330339,0,0.0163173,0.0644995,0.0346096,0,0.0197556,0,0,0.0182197,0.0601419,0.0387021,0.0295387,0.0117206,0.0518011,0.0738647,0.0387897,0.0745683,0.0612025,0.0353262,0.0692037,0.048201,0.0515922,0.0772287,0.034706,0.0312303,0.00634366,0.011926,0.0449155,0.0617976,0,0,0,0,0,0,0,0,0,0
570,0.0426435,0.0516094,0,0,0,0,0,0,0.0386916,0,0.025312,0.0658833,0,0,0.0203978,0,0,0.0470571,0.0390551,0.037723,0.0235905,0.0171853,0.0417807,0.0315163,0.0222259,0.0467463,0.0503853,0.0282763,0.0316812,0.0352368,0.0163774,0.0237143,0.0295583,0.0411624,0.0121822,0.0120534,0.0330181,0,0.0163198,0.0646594,0.0346376,0,0.0199723,0,0,0.0181332,0.0599806,0.0386662,0.0297042,0.0116592,0.0518148,0.073933,0.0388372,0.074808,0.0610686,0.0354104,0.0693207,0.0482015,0.0517113,0.0772268,0.034553,0.0313437,0.006228,0.0119282,0.0450675,0.061586,0,0,0,0,0,0,0,0,0,0
571,0.0427137,0.0516102,0,0,0,0,0,0,0.0388465,0,0.025342,0.0657914,0,0,0.020339,0,0,0.0470878,0.0391965,0.0378016,0.0234686,0.0171315,0.0417452,0.0316158,0.0222047,0.0467837,0.0504815,0.0282388,0.0316071,0.0352409,0.0162219,0.0233868,0.0301112,0.0412253,0.0122299,0.0120575,0.0329275,0,0.0161561,0.0648263,0.0345499,0,0.0201585,0,0,0.0179469,0.0598166,0.0386829,0.0299025,0.0115454,0.0518315,0.0740382,0.0389089,0.0747439,0.061719,0.0354914,0.0692627,0.0483234,0.051825,0.0771943,0.0345474,0.0314659,0.00608608,0.0119546,0.0451641,0.0613939,0,0,0,0,0,0,0,0,0,0
572,0.0427178,0.0516786,0,0,0,0,0,0,0.0389669,0,0.0251616,0.0658565,0,0,0.0202963,0,0,0.0470603,0.0394223,0.0379522,0.0233257,0.0170579,0.0417048,0.0318051,0.0222116,0.0469123,0.0506189,0.0281243,0.0315098,0.0352283,0.0161624,0.0231437,0.0306719,0.0412369,0.0122837,0.0120437,0.0328216,0,0.0160652,0.0649853,0.0346201,0,0.0203176,0,0,0.0177558,0.0596784,0.0387386,0.0301369,0.0114713,0.0518289,0.0742019,0.0389592,0.0742863,0.0621691,0.0355962,0.0692338,0.0483911,0.0517688,0.0770688,0.0345823,0.0315072,0.00593845,0.0120317,0.045283,0.0611251,0,0,0,0,0,0,0,0,0,0
573,0.0426743,0.0518397,0,0,0,0,0,0,0.0389824,0,0.0250902,0.0659249,0,0,0.020258,0,0,0.0470106,0.0396153,0.0377097,0.023227,0.0169169,0.0416734,0.0320008,0.0222213,0.0470665,0.0507869,0.0280505,0.0314589,0.0352403,0.0161644,0.0228934,0.031187,0.0411606,0.0123302,0.0120298,0.0327693,0,0.01613,0.065013,0.0346446,0,0.0206366,0,0,0.017664,0.0595656,0.0387294,0.0304184,0.0114621,0.0518936,0.0743104,0.038987,0.0734019,0.06261,0.0356757,0.0692712,0.0483002,0.0517897,0.0769802,0.034533,0.0314636,0.00575749,0.0120527,0.0454114,0.0608417,0,0,0,0,0,0,0,0,0,0
574,0.0426032,0.0520655,0,0,0,0,0,0,0.0391064,0,0.0249048,0.0659492,0,0,0.0202346,0,0,0.0469611,0.0398043,0.0376572,0.0231763,0.0166876,0.0416577,0.0321813,0.0221858,0.0471438,0.0509319,0.0279689,0.0313549,0.0353071,0.0160733,0.0226666,0.0317417,0.0410626,0.0123154,0.0120716,0.0326369,0,0.0161718,0.0650824,0.0346198,0,0.0211867,0,0,0.0177195,0.0594571,0.0385425,0.0306515,0.011287,0.0519882,0.0744126,0.0390235,0.0735408,0.0626959,0.035761,0.0692265,0.0483155,0.0518555,0.0770797,0.0347445,0.0313602,0.00559822,0.012187,0.045593,0.060486,0,0,0,0,0,0,0,0,0,0
575,0.0425278,0.0523452,0,0,0,0,0,0,0.0391974,0,0.024973,0.0658628,0,0,0.020199,0,0,0.0468874,0.0400106,0.0378196,0.0230956,0.0165667,0.0416233,0.0324237,0.0221162,0.0471854,0.0510293,0.0277546,0.031278,0.0353645,0.0159623,0.0223977,0.0324129,0.0409079,0.0122562,0.0121279,0.0323372,0,0.0161297,0.0652119,0.0345493,0,0.0219208,0,0,0.0178272,0.0594076,0.038306,0.0308731,0.0110466,0.0521152,0.0745644,0.0390967,0.0747103,0.0625471,0.0359551,0.0691683,0.0484333,0.0520195,0.0772171,0.0352184,0.0311381,0.00542972,0.01237,0.0458153,0.060085,0,0,0,0,0,0,0,0,0,0
576,0.0424862,0.052685,0,0,0,0,0,0,0.0393665,0,0.0248582,0.0657028,0,0,0.0202018,0,0,0.0468535,0.0402522,0.0379178,0.0230155,0.0164817,0.0416023,0.0327053,0.0220553,0.047335,0.0511407,0.0275154,0.0311757,0.0353205,0.0158423,0.0220339,0.0330944,0.0407546,0.0121911,0.0121865,0.0320739,0,0.0160079,0.0653999,0.0344541,0,0.0226982,0,0,0.0179055,0.0593558,0.0382533,0.0310985,0.0108554,0.0522507,0.0746799,0.0392508,0.0754136,0.0624959,0.0361787,0.0692244,0.0485313,0.0520428,0.0773944,0.0357509,0.0307972,0.00526022,0.0125862,0.0460627,0.0596795,0,0,0,0,0,0,0,0,0,0
577,0.0424952,0.0530569,0,0,0,0,0,0,0.0395965,0,0.0245254,0.0656243,0,0,0.0202351,0,0,0.0468539,0.0404599,0.0378778,0.0228938,0.0163814,0.0416318,0.0330318,0.022056,0.0475195,0.051323,0.0274317,0.031172,0.0352526,0.0158121,0.0216486,0.0337422,0.0405899,0.0121261,0.0122621,0.0318382,0,0.0158899,0.0656061,0.0343044,0,0.0234845,0,0,0.0180559,0.0592427,0.0383815,0.0313072,0.0107298,0.0523704,0.0747207,0.0393902,0.0754041,0.0625821,0.0363601,0.0693245,0.048593,0.0521473,0.07755,0.0360912,0.0304296,0.00517487,0.0126948,0.04633,0.0592601,0,0,0,0,0,0,0,0,0,0
