Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
34,0.0542303,0.0464519,0,0,0,0,0,0,0.0348105,0,0.034481,0,0,0,0.0178497,0,0,0.0471677,0.041287,0.0461661,0.0197262,0.0491103,0.050939,0.0266522,0.0507759,0.0542121,0.026054,0.0305666,0.0321367,0.0178084,0.0264115,0.0284118,0.0421687,0.0151494,0.01132,0.0521212,0,0.0346975,0.065894,0.0398482,0,0,0.00485484,0,0,0.0269928,0.0660828,0.0497958,0.00906205,0.0280755,0.0463506,0.0827615,0.0315366,0.0614897,0.062937,0.0429882,0.0674356,0.0477771,0.0478964,0.0701296,0.0131556,0.0366457,0.0276555,0.0103828,0.0316454,0.0731903,0,0,0,0,0,0,0,0,0
35,0.0539537,0.0464102,0,0,0,0,0,0,0.0348268,0,0.0344555,0,0,0,0.0174856,0,0,0.0472515,0.0413068,0.046157,0.0196378,0.0493105,0.0513311,0.0265787,0.0507718,0.0542089,0.0261476,0.0305055,0.03216,0.0176142,0.0264117,0.0282824,0.0408833,0.0151037,0.0113775,0.0519515,0,0.0345876,0.0660217,0.039678,0,0,0.00477233,0,0,0.0269319,0.0660766,0.0497858,0.00915311,0.0280567,0.0464892,0.0829219,0.0314652,0.0614482,0.062941,0.0428167,0.0674679,0.0478209,0.0479446,0.0701883,0.013261,0.0368357,0.0267632,0.0102528,0.0317681,0.073125,0,0,0,0,0,0,0,0,0
36,0.0542258,0.0465705,0,0,0,0,0,0,0.03488,0,0.0344383,0,0,0,0.0178265,0,0,0.0466406,0.0414606,0.0461553,0.0193274,0.0493492,0.0514741,0.0265997,0.0507181,0.0543088,0.0263009,0.0304554,0.0321221,0.017291,0.0260815,0.0284707,0.0401996,0.0155854,0.0121147,0.052147,0,0.0341666,0.0660281,0.039683,0,0,0.0044752,0,0,0.0267678,0.0648884,0.0486858,0.00901838,0.0275853,0.0459778,0.0829845,0.0318328,0.0617879,0.0626173,0.0425428,0.0673787,0.0477132,0.0480439,0.0702237,0.0120425,0.0363276,0.027061,0.00973574,0.0316259,0.073106,0,0,0,0,0,0,0,0,0
37,0.053345,0.0471396,0,0,0,0,0,0,0.035345,0,0.0328462,0.0631448,0,0,0.0172553,0,0,0.0470942,0.0390953,0.0397962,0.0201548,0.0493518,0.0523079,0.0264687,0.0477306,0.0502467,0.0250489,0.034289,0.0365513,0.0206415,0.0270881,0.0278466,0.0406727,0.0154925,0.011087,0.0507232,0,0.0341955,0.0660526,0.0392999,0,0,0.00395302,0,0,0.0272793,0.0636869,0.0499202,0.013473,0.0266234,0.0458815,0.0824857,0.0306154,0.0614142,0.0619686,0.0405948,0.0674782,0.0478816,0.0480611,0.0705352,0.0146355,0.0360769,0.0268604,0.00854192,0.0319754,0.0731124,0,0,0,0,0,0,0,0,0
38,0.0529414,0.0470577,0,0,0,0,0,0,0.035284,0,0.0328574,0.0629621,0,0,0.0191368,0,0,0.0458706,0.0390048,0.0396417,0.0200115,0.0497754,0.0533306,0.0263424,0.0478067,0.0502993,0.0251598,0.0342263,0.036475,0.0205615,0.0271096,0.0279818,0.0404202,0.0157382,0.00873896,0.0507863,0,0.0341763,0.0661247,0.0393314,0,0,0.00369075,0,0,0.0277862,0.0637698,0.0499156,0.0136549,0.0264892,0.0461873,0.0824515,0.0304945,0.0614907,0.0619284,0.0404393,0.0673687,0.0476998,0.0480047,0.0704557,0.0143392,0.0359115,0.0261904,0.0073311,0.0320156,0.073044,0,0,0,0,0,0,0,0,0
39,0.0529421,0.0472168,0,0,0,0,0,0,0.0349423,0,0.0342724,0,0,0,0.018007,0,0,0.045639,0.0413522,0.0457634,0.0190648,0.0511915,0.0525131,0.0259985,0.0503339,0.0542869,0.026817,0.0305453,0.0322522,0.0171891,0.0261884,0.0284922,0.0404083,0.0157293,0.012072,0.0521516,0,0.0340544,0.0662244,0.0394471,0,0,0.00386869,0,0,0.0291066,0.0652468,0.0488114,0.00964279,0.0272763,0.0473247,0.0826112,0.031196,0.0616102,0.0623478,0.0420998,0.0671685,0.0474015,0.0479295,0.0700732,0.0116378,0.0360139,0.0245702,0.00492556,0.0323116,0.0726696,0,0,0,0,0,0,0,0,0
40,0.0525296,0.0474545,0,0,0,0,0,0,0.0350534,0,0.0334589,0.0628671,0,0,0.0182428,0,0,0.0451754,0.0393965,0.0399534,0.0196573,0.0507481,0.0532233,0.0262339,0.0476779,0.050549,0.0254313,0.0337757,0.0362992,0.020025,0.0264524,0.0286975,0.0406823,0.0158499,0.0117983,0.0508589,0,0.0332298,0.0660805,0.0395354,0,0,0.00326216,0,0,0.0294443,0.0623842,0.0484173,0.0136044,0.0257996,0.0461932,0.0823597,0.0309807,0.062148,0.0614235,0.0400781,0.0670899,0.0474719,0.0480833,0.0703032,0.0121351,0.0357173,0.024047,0.00364851,0.0326154,0.0721741,0,0,0,0,0,0,0,0,0
41,0.0521892,0.0474493,0,0,0,0,0,0,0.0345851,0,0.0335991,0.0628715,0,0,0.020744,0,0,0.0439107,0.0395839,0.0397843,0.0194816,0.0515813,0.0543313,0.0259591,0.0473624,0.0505713,0.026086,0.0337242,0.036204,0.0201625,0.0266879,0.0289315,0.0402908,0.016114,0.0082921,0.0505247,0,0.0330244,0.0663434,0.0398259,0,0,0.00330309,0,0,0.0295729,0.0626464,0.0481422,0.0138441,0.0257708,0.0468922,0.0823166,0.0304439,0.0620116,0.0613482,0.039984,0.0671928,0.0476111,0.0481265,0.0704086,0.0115638,0.0352417,0.0232712,0.00252286,0.0326181,0.0721991,0,0,0,0,0,0,0,0,0
42,0.0519154,0.0477525,0,0,0,0,0,0,0.0354344,0,0.0346621,0.0658078,0,0,0.0207993,0,0,0.0437766,0.0410348,0.0427368,0.0153275,0.0526098,0.0548878,0.0247823,0.0498727,0,0.0277573,0.0305831,0.0336392,0.0177157,0.0260322,0.0293162,0.0403948,0.0160091,0.00757254,0.0501652,0,0.0335635,0.0669759,0.0399386,0,0,0.00336353,0,0,0.0294679,0.0640847,0.0494521,0.0132315,0.0260145,0.047448,0.0820599,0.0305957,0.0620832,0.0620789,0.0408571,0.0667008,0.0473049,0.0475513,0.0697819,0.0124539,0.034816,0.0230039,0.00250706,0.0331154,0.0716234,0,0,0,0,0,0,0,0,0
43,0.051147,0.0477344,0,0,0,0,0,0,0.0351404,0,0.0337116,0.063136,0,0,0.0212901,0,0,0.043442,0.0392035,0.0397039,0.0200156,0.0525485,0.0551025,0.0254352,0.0477655,0.0506008,0.0259664,0.0333496,0.036096,0.0196983,0.026402,0.0277748,0.0402656,0.0158114,0.00741519,0.049685,0,0.033193,0.0663418,0.0401464,0,0,0.00345208,0,0,0.0295908,0.0639698,0.0490011,0.0146681,0.0257705,0.0481251,0.0829451,0.0303665,0.0618961,0.0614596,0.0408256,0.0667627,0.0473802,0.0477404,0.0699873,0.0125962,0.0351239,0.0227474,0.0028353,0.0332083,0.0716107,0,0,0,0,0,0,0,0,0
44,0.0508601,0.0478671,0,0,0,0,0,0,0.0349332,0,0.0345649,0,0,0,0.0216786,0,0,0.043112,0.0414029,0.0456219,0.0187771,0.0542131,0.0548475,0.0250824,0.0500844,0.0541963,0.0278474,0.0297818,0.0321064,0.0167619,0.025802,0.0276601,0.0404408,0.0149666,0.0075067,0.0506795,0,0.0339879,0.0664821,0.0401154,0,0,0.0038415,0,0,0.0292664,0.0669251,0.0494966,0.0115185,0.0267425,0.0499758,0.083791,0.0305602,0.0612899,0.0621111,0.0430129,0.0663639,0.0469508,0.0472387,0.0693842,0.0117587,0.0349722,0.0223562,0.00285818,0.0334137,0.0715519,0,0,0,0,0,0,0,0,0
45,0.0506635,0.0476033,0,0,0,0,0,0,0.0346126,0,0.0341852,0.0635366,0,0,0.0223385,0,0,0.0430866,0.0391825,0.0397503,0.0205728,0.0533734,0.0555005,0.0252962,0.0476892,0.0505128,0.026036,0.0328451,0.0358104,0.0193781,0.0256962,0.0282352,0.0404405,0.0153965,0.00736349,0.0489944,0,0.032942,0.0661849,0.0404677,0,0,0.0042347,0,0,0.0290577,0.0644246,0.048806,0.0150674,0.0254121,0.0489693,0.0843898,0.030518,0.0617432,0.0613311,0.0410403,0.0663497,0.0471142,0.047519,0.0697116,0.0122961,0.0347137,0.0220902,0.00345476,0.033383,0.0713229,0,0,0,0,0,0,0,0,0
46,0.0506986,0.0475345,0,0,0,0,0,0,0.0344757,0,0.0346334,0,0,0,0.0228423,0,0,0.0433162,0.0409081,0.0456232,0.0194215,0.0547918,0.054718,0.0250528,0.0503779,0.0540874,0.0276165,0.0293289,0.0319221,0.0164332,0.0256028,0.0281954,0.0402213,0.0153451,0.00838599,0.0497836,0,0.0336391,0.0660291,0.0404142,0,0,0.00471424,0,0,0.0280274,0.0673539,0.0489526,0.0123156,0.0263956,0.0506061,0.085836,0.0307969,0.061048,0.0619559,0.0425979,0.0660001,0.0467516,0.0470671,0.0691331,0.0110327,0.0345829,0.0213955,0.00226206,0.0334345,0.0712798,0,0,0,0,0,0,0,0,0
47,0.0506468,0.0472695,0,0,0,0,0,0,0.0343233,0,0.0338416,0.0629623,0,0,0.0236076,0,0,0.0432828,0.0384105,0.0390584,0.020824,0.0537499,0.0551287,0.0254448,0.0480005,0.0502927,0.0255928,0.0324114,0.035721,0.0191875,0.0256583,0.028693,0.0400993,0.0145464,0.00839948,0.0481075,0,0.0323828,0.0653125,0.0404904,0,0,0.00553852,0,0,0.0263442,0.0642947,0.0478729,0.0154939,0.0248007,0.0492972,0.0870734,0.0310083,0.0614797,0.0609623,0.0403957,0.0659742,0.0468136,0.0473849,0.0695837,0.0111903,0.034324,0.0205189,0.000710028,0.0335008,0.0709813,0,0,0,0,0,0,0,0,0
48,0.0508362,0.0468049,0,0,0,0,0,0,0.0337052,0,0.0336298,0.0625473,0,0,0.0246766,0,0,0.0430532,0.0385935,0.0395182,0.0210107,0.0538611,0.0553892,0.025732,0.0476485,0.0501312,0.0256572,0.032428,0.0355772,0.0191687,0.0257355,0.0297504,0.0400042,0.0139261,0.00772819,0.0481969,0,0.0319638,0.0650667,0.040076,0,0,0.00702569,0,0,0.0244766,0.0631303,0.0467397,0.0149733,0.0239192,0.0488973,0.0887468,0.0313735,0.0619291,0.0606092,0.0397787,0.0657422,0.0464148,0.0473017,0.0697065,0.00954145,0.0336644,0.0203239,0.00113329,0.0332961,0.0712258,0,0,0,0,0,0,0,0,0
49,0.0509722,0.0468534,0,0,0,0,0,0,0.0339991,0,0.0333649,0.0628893,0,0,0.024625,0,0,0.0434802,0.0382992,0.0396061,0.0207393,0.0539969,0.0549936,0.0257996,0.0481723,0.0502455,0.0254391,0.0322629,0.0354362,0.0188533,0.0260331,0.0293832,0.0399418,0.0130374,0.00699437,0.0477255,0,0.0322309,0.0650507,0.0394224,0,0,0.00885109,0,0,0.0209022,0.0639194,0.0474537,0.0156418,0.0238192,0.0493206,0.090212,0.0314881,0.0619351,0.0609994,0.0402162,0.0651917,0.0460799,0.046841,0.0693191,0.0100676,0.0330676,0.0210097,0.00534823,0.0335511,0.0711306,0,0,0,0,0,0,0,0,0
50,0.0507306,0.0460919,0,0,0,0,0,0,0.0342009,0,0.0342062,0,0,0,0.0246223,0,0,0.0431197,0.0395523,0.0452761,0.0201306,0.0547977,0.0548877,0.0251498,0.0503341,0.0533057,0.0266324,0.0294358,0.0322883,0.0160245,0.0253928,0.0287172,0.0393668,0.0120131,0.0063977,0.0489548,0,0.0326248,0.0643697,0.0389056,0,0,0.00958824,0,0,0.0199943,0.0667179,0.0472903,0.0118698,0.025107,0.0505394,0.0918312,0.0318149,0.0608797,0.0610919,0.0421874,0.065006,0.0460511,0.0466713,0.0689364,0.00909368,0.0331633,0.0193183,0.00515931,0.0333882,0.0713774,0,0,0,0,0,0,0,0,0
51,0.0503452,0.0461592,0,0,0,0,0,0,0.0340331,0,0.0341886,0,0,0,0.0255225,0,0,0.0413477,0.0395375,0.045478,0.020478,0.0549237,0.054936,0.0251176,0.0503421,0.0532829,0.0266066,0.0294071,0.0321706,0.0157927,0.025097,0.0289422,0.0395879,0.0113827,0.0060606,0.0490251,0,0.0327943,0.0644721,0.0378765,0,0,0.0121698,0,0,0.0178747,0.0671482,0.0477037,0.0121927,0.0250575,0.0508464,0.0929014,0.0318587,0.0607405,0.0610858,0.0424757,0.0646044,0.0457278,0.0463012,0.0686677,0.00948281,0.0326663,0.0165884,0.00375736,0.0340354,0.071048,0,0,0,0,0,0,0,0,0
52,0.0504301,0.0466951,0,0,0,0,0,0,0.033501,0,0.0345088,0,0,0,0.0253673,0,0,0.0418751,0.0395431,0.0451549,0.0200243,0.0554758,0.0533781,0.0244934,0.0502379,0.0535576,0.0270438,0.029199,0.0318687,0.0158561,0.0249998,0.0291116,0.0396498,0.011962,0.00752147,0.048732,0,0.0323211,0.0645554,0.0372491,0,0,0.0165798,0,0,0.0167327,0.0675337,0.04718,0.0126746,0.0251813,0.0515408,0.0929654,0.0317569,0.0606918,0.0610688,0.0430046,0.064606,0.0457894,0.0464117,0.0687212,0.00837598,0.0320267,0.0130614,0.00520763,0.0347442,0.0705744,0,0,0,0,0,0,0,0,0
53,0.0490781,0.0471567,0,0,0,0,0,0,0.0333448,0,0.0343702,0,0,0,0.0292567,0,0,0.0444798,0.0394669,0.0452243,0.020039,0.0550945,0.0536077,0.0243592,0.0500872,0.0535061,0.0270996,0.0292702,0.0319173,0.0159421,0.0247287,0.0291522,0.0401462,0.0129548,0.00577933,0.0485514,0,0.0321817,0.064594,0.0360191,0,0,0.0230981,0,0,0.0165775,0.0674709,0.0470138,0.0124586,0.024905,0.051368,0.0934972,0.0317131,0.060727,0.061033,0.043006,0.0643978,0.0456907,0.0462693,0.0686451,0.00807002,0.0313107,0.0104393,0.00616056,0.0358138,0.0701854,0,0,0,0,0,0,0,0,0
54,0.048167,0.0483726,0,0,0,0,0,0,0.0335045,0,0.0342341,0,0,0,0.028742,0,0,0.0485378,0.0394753,0.0452377,0.0201104,0.0553054,0.0520279,0.0240726,0.0499003,0.053482,0.0273,0.0293963,0.0320972,0.0160499,0.0245983,0.028883,0.0399593,0.0143912,0.00797204,0.0483516,0,0.0318943,0.0647524,0.0357092,0,0,0.0251734,0,0,0.019381,0.0673293,0.0469066,0.0124524,0.0246552,0.051539,0.0915594,0.0319121,0.0607057,0.0610542,0.043272,0.0641485,0.0455876,0.0461627,0.068563,0.00797884,0.0317229,0.00989468,0.00811474,0.037163,0.0695014,0,0,0,0,0,0,0,0,0
55,0.0468215,0.0500464,0,0,0,0,0,0,0.0335311,0,0.0342276,0,0,0,0.0291474,0,0,0.0499209,0.039333,0.0454015,0.0201951,0.0555105,0.0509073,0.0238627,0.0497699,0.0534368,0.0272349,0.029417,0.0321406,0.0160135,0.0248666,0.0289417,0.0393484,0.0145355,0.00891896,0.0481545,0,0.0315574,0.0648166,0.0354107,0,0,0.0267755,0,0,0.0204187,0.0672615,0.0467656,0.012738,0.0244426,0.0516839,0.0903395,0.0321141,0.0606546,0.0610142,0.0434178,0.0638617,0.0453799,0.0460176,0.0684089,0.0077115,0.0311213,0.0100122,0.00844298,0.0389375,0.0687462,0,0,0,0,0,0,0,0,0
56,0.0453114,0.05204,0,0,0,0,0,0,0.0333047,0,0.0341585,0,0,0,0.0287698,0,0,0.0489192,0.0390565,0.0460799,0.0202015,0.0557722,0.0504496,0.0236966,0.0497182,0.0533655,0.0267345,0.0293662,0.0320599,0.0158562,0.0251053,0.0292584,0.0380287,0.013804,0.0093821,0.0479553,0,0.0312871,0.0647259,0.0350786,0,0,0.0266543,0,0,0.0198197,0.0672739,0.0465296,0.0134054,0.0242413,0.0518769,0.0896355,0.0323486,0.0606325,0.0609847,0.043297,0.0636039,0.0450994,0.0458004,0.0681971,0.00731029,0.0304814,0.00943239,0.00875092,0.0410234,0.067847,0,0,0,0,0,0,0,0,0
57,0.0445248,0.0536006,0,0,0,0,0,0,0.033036,0,0.033976,0,0,0,0.0286375,0,0,0.0463764,0.0388958,0.0466352,0.0201787,0.0562918,0.0501446,0.0235777,0.0495699,0.0534152,0.0263886,0.0293471,0.0319064,0.0158076,0.0249543,0.029511,0.0363155,0.012807,0.00938091,0.0475703,0,0.0310087,0.0645213,0.0346777,0,0,0.0261653,0,0,0.0180088,0.0673536,0.0462327,0.0140065,0.0240615,0.0523017,0.0892299,0.0325594,0.060709,0.0610105,0.0429004,0.0634387,0.044868,0.045678,0.0681278,0.00707855,0.0300107,0.00940119,0.00926024,0.0430081,0.0672081,0,0,0,0,0,0,0,0,0
58,0.0446279,0.0546746,0,0,0,0,0,0,0.0328542,0,0.03374,0,0,0,0.0290091,0,0,0.043771,0.0389512,0.046944,0.0202145,0.0570387,0.049869,0.0233118,0.0495975,0.0535309,0.0266279,0.0294169,0.0320008,0.0158787,0.0245419,0.029584,0.03469,0.0120409,0.00915363,0.0471978,0,0.0309169,0.0644297,0.0342498,0,0,0.0253172,0,0,0.0164595,0.0673915,0.0459418,0.0143205,0.0237808,0.0529073,0.0893121,0.0327091,0.0608059,0.0608597,0.0428378,0.0632442,0.0445776,0.045617,0.0680689,0.00686411,0.0298195,0.00961957,0.0100829,0.0449603,0.0666784,0,0,0,0,0,0,0,0,0
59,0.0450074,0.0555145,0,0,0,0,0,0,0.032847,0,0.0335395,0,0,0,0.0292854,0,0,0.0425261,0.039244,0.0469839,0.0202588,0.0578096,0.0500887,0.0231019,0.0496105,0.0536406,0.0270772,0.0295461,0.0322438,0.0158764,0.0245178,0.0294131,0.0334557,0.0118616,0.00871867,0.0468627,0,0.0307418,0.0644943,0.0338595,0,0,0.0236887,0,0,0.0164812,0.0672539,0.0456461,0.0145513,0.0233737,0.0535301,0.0897912,0.0328042,0.0609865,0.0607462,0.0429353,0.0629527,0.0442101,0.0455245,0.0680081,0.00665598,0.0298525,0.00901667,0.0116842,0.0465376,0.0658931,0,0,0,0,0,0,0,0,0
60,0.0454235,0.05632,0,0,0,0,0,0,0.0331957,0,0.0330965,0,0,0,0.0292604,0,0,0.0430336,0.0395628,0.0467744,0.0200961,0.0586625,0.0503917,0.0228422,0.049479,0.0537076,0.0274896,0.029722,0.0325326,0.0159798,0.0250264,0.0287462,0.0331494,0.011945,0.008726,0.0463856,0,0.030427,0.0646603,0.0335497,0,0,0.022288,0,0,0.0176842,0.0669595,0.045284,0.014717,0.0228701,0.0542101,0.09016,0.0329968,0.0610976,0.0607999,0.0428175,0.0626952,0.0438496,0.0453728,0.0679948,0.00645166,0.0299356,0.00872047,0.0138529,0.0478484,0.0649743,0,0,0,0,0,0,0,0,0
61,0.0455762,0.0562751,0,0,0,0,0,0,0.0325027,0,0.0334947,0,0,0,0.0301675,0,0,0.0441657,0.0396573,0.0468149,0.0205184,0.0586954,0.0512662,0.022711,0.0492478,0.0537262,0.0272201,0.0299396,0.0325631,0.0159414,0.0248868,0.0293367,0.0333758,0.0132551,0.0077619,0.0455565,0,0.0303046,0.0647752,0.0329942,0,0,0.0254044,0,0,0.0173078,0.0671363,0.0451552,0.0147356,0.0226312,0.0545073,0.091806,0.0332077,0.0611371,0.0608775,0.0431596,0.0624368,0.043601,0.04515,0.0679108,0.00636689,0.0286955,0.00706542,0.0102651,0.0486348,0.064635,0,0,0,0,0,0,0,0,0
62,0.0456116,0.0568113,0,0,0,0,0,0,0.0322082,0,0.0335256,0,0,0,0.0302184,0,0,0.0452634,0.0394927,0.0473506,0.0206424,0.0587238,0.0517421,0.0227706,0.0493456,0.0536933,0.026946,0.0300087,0.0325504,0.0158815,0.0249417,0.029595,0.0340713,0.0137159,0.00799753,0.0450148,0,0.030111,0.064765,0.0328206,0,0,0.0262964,0,0,0.0176349,0.0672458,0.0450354,0.015052,0.0224473,0.0547858,0.091993,0.0333519,0.0611332,0.0607512,0.0430434,0.062214,0.0435139,0.0450294,0.0678855,0.00638929,0.0287047,0.00657239,0.010481,0.0494497,0.064029,0,0,0,0,0,0,0,0,0
63,0.0456295,0.0574158,0,0,0,0,0,0,0.0321817,0,0.0334819,0,0,0,0.0298733,0,0,0.0455289,0.0394096,0.0474808,0.0206643,0.0590053,0.0520163,0.0226808,0.0492999,0.0536556,0.0268942,0.0299321,0.0325117,0.0157912,0.025004,0.0296183,0.0347381,0.0133759,0.00855277,0.0450473,0,0.0298778,0.0649117,0.0328845,0,0,0.0273407,0,0,0.0180516,0.0672215,0.044793,0.0152049,0.0221287,0.0551367,0.0916337,0.0333433,0.0612045,0.0607516,0.0430537,0.0619803,0.0433313,0.0449452,0.0678122,0.00637666,0.0288603,0.00601452,0.0114945,0.0501207,0.0634208,0,0,0,0,0,0,0,0,0
64,0.0456189,0.0573938,0,0,0,0,0,0,0.0323436,0,0.0334613,0,0,0,0.0302086,0,0,0.0452621,0.0393534,0.0471791,0.0206523,0.0591719,0.0517977,0.0225104,0.0491123,0.0535636,0.0267675,0.0298833,0.0324865,0.0157771,0.0251367,0.0295119,0.0348401,0.013598,0.00839005,0.044928,0,0.029569,0.0649251,0.0330178,0,0,0.029738,0,0,0.0182139,0.0671682,0.0445079,0.0152147,0.0217593,0.0553572,0.0911375,0.0334231,0.0613469,0.0607079,0.0429992,0.0617639,0.04303,0.044866,0.0677472,0.00643115,0.0287182,0.00549894,0.0115845,0.0502304,0.0632001,0,0,0,0,0,0,0,0,0
65,0.0451606,0.0571967,0,0,0,0,0,0,0.0324092,0,0.0335043,0,0,0,0.0307004,0,0,0.0451986,0.0390454,0.0472456,0.0206449,0.0588253,0.0514607,0.0225087,0.0490887,0.0534698,0.0262681,0.029802,0.0324709,0.0157918,0.0251021,0.0296469,0.0346497,0.0140347,0.00805505,0.0444158,0,0.029295,0.0647576,0.0331364,0,0,0.0320074,0,0,0.0187017,0.0673178,0.0442085,0.0153655,0.02145,0.055252,0.0898967,0.0337485,0.0614989,0.0606797,0.0430044,0.0614852,0.0427194,0.0447368,0.0676668,0.00641039,0.0286685,0.00506969,0.0119183,0.0500148,0.0632122,0,0,0,0,0,0,0,0,0
66,0.0445443,0.0571796,0,0,0,0,0,0,0.0323744,0,0.0335684,0,0,0,0.0307353,0,0,0.0454128,0.038838,0.047101,0.0206769,0.0587046,0.050691,0.0224511,0.0490768,0.053404,0.026207,0.029751,0.0324971,0.0155607,0.025059,0.0296802,0.0341977,0.0143747,0.00883008,0.0438672,0,0.0288853,0.0646129,0.033325,0,0,0.0330371,0,0,0.019477,0.0673501,0.0437174,0.0155297,0.0210802,0.0552379,0.0891066,0.034047,0.0615934,0.0606273,0.0429234,0.0611419,0.0423691,0.0446421,0.0676036,0.00638795,0.0285362,0.00428653,0.0125926,0.0493107,0.0631636,0,0,0,0,0,0,0,0,0
67,0.0439697,0.0574227,0,0,0,0,0,0,0.0326248,0,0.0334075,0,0,0,0.03094,0,0,0.0457737,0.0386768,0.0465858,0.0205455,0.0588461,0.0497341,0.0222797,0.0491387,0.0533139,0.0265796,0.0297679,0.0326685,0.0155895,0.0250767,0.0293653,0.0336198,0.0146105,0.0091592,0.0436041,0,0.0282816,0.0644125,0.0333732,0,0,0.0333397,0,0,0.0199585,0.0671193,0.0429682,0.0158405,0.0206237,0.0553359,0.088913,0.0343757,0.0616665,0.0604884,0.0428043,0.0607654,0.042005,0.0445745,0.0676326,0.00647119,0.0282315,0.00349397,0.013239,0.0487841,0.0630771,0,0,0,0,0,0,0,0,0
68,0.0433977,0.0575861,0,0,0,0,0,0,0.0325796,0,0.0327604,0.0613906,0,0,0.0310533,0,0,0.0459257,0.036456,0.0404613,0.0219282,0.0577074,0.0494599,0.0230906,0.0468704,0.0497926,0.0251489,0.0328083,0.036215,0.0183321,0.0250244,0.0297386,0.0328759,0.0147856,0.0094587,0.0418917,0,0.0268344,0.063975,0.0332407,0,0,0.0331605,0,0,0.0199861,0.0637989,0.041525,0.0191901,0.0190068,0.0542461,0.0892027,0.0349949,0.0627527,0.0599152,0.0407083,0.0605904,0.0417777,0.0448152,0.0682777,0.00842102,0.0278339,0.00271165,0.0138199,0.0485089,0.0629796,0,0,0,0,0,0,0,0,0
69,0.043038,0.0576164,0,0,0,0,0,0,0.0324862,0,0.0327722,0.0621144,0,0,0.0315928,0,0,0.0455591,0.0365307,0.0405053,0.0217953,0.05764,0.0489869,0.0230239,0.0467526,0.0498548,0.025227,0.0328181,0.0361044,0.0183544,0.0251939,0.0297884,0.0322226,0.0151756,0.00890931,0.041077,0,0.0262974,0.0638798,0.032794,0,0,0.0337286,0,0,0.0195849,0.0637485,0.0406527,0.0195519,0.0186747,0.0542882,0.0892393,0.0352872,0.0629221,0.059973,0.04071,0.0601857,0.0413364,0.0446692,0.0684424,0.00879673,0.02732,0.00313839,0.0135646,0.0482115,0.0632121,0,0,0,0,0,0,0,0,0
70,0.0433623,0.0583039,0,0,0,0,0,0,0.032997,0,0.0338289,0.0645317,0,0,0.0310322,0,0,0.0455201,0.0383325,0.0436245,0.01769,0.0583698,0.0483498,0.0216014,0.0488715,0,0.0272002,0.0296118,0.0335582,0.0158748,0.0243669,0.0304286,0.0318468,0.01484,0.010111,0.0406166,0,0.0259878,0.0641244,0.0326469,0,0,0.0332844,0,0,0.0196982,0.0641761,0.0401232,0.0187881,0.0187031,0.0542704,0.0879891,0.0360288,0.0631547,0.0605024,0.0413509,0.0594766,0.0406776,0.0442551,0.0682091,0.00947003,0.0267403,0.00265143,0.014063,0.0487218,0.0627419,0,0,0,0,0,0,0,0,0
71,0.0434691,0.0583822,0,0,0,0,0,0,0.0327544,0,0.0328976,0.062778,0,0,0.0314939,0,0,0.0452885,0.03664,0.0401345,0.0218814,0.0583722,0.0470254,0.0223124,0.0463545,0.0499994,0.0256516,0.0329637,0.036209,0.0187178,0.0252726,0.0291905,0.0318076,0.0147126,0.0106197,0.0454876,0,0.0285313,0.063674,0.0322565,0,0,0.0336001,0,0,0.0196591,0.0630284,0.0406149,0.0203267,0.0183395,0.055147,0.0880388,0.0377671,0.0645164,0.0607587,0.0414723,0.0574505,0.0379449,0.0417926,0.0670008,0.0070195,0.0264566,0.00329722,0.0137692,0.0489125,0.063018,0,0,0,0,0,0,0,0,0
72,0.0429328,0,0,0,0,0,0,0,0.0331444,0,0.0330798,0.063484,0,0,0.0305823,0,0,0.043722,0.0369812,0.0407773,0.0217693,0.0609101,0.0445442,0.0222094,0.0464812,0.0502919,0.0255859,0.0328078,0.0359358,0.0185084,0.0252984,0.0285666,0.0356958,0.0147995,0.00930969,0.0431872,0,0.0262284,0.0638192,0.0310141,0,0,0.0307659,0,0,0.0184973,0.0630348,0.0372121,0.0222946,0.0176159,0.0573526,0.0859298,0.0377675,0.0646293,0.0609656,0.0413761,0.058198,0.0381819,0.0431493,0.0684775,0.0105288,0.0290615,0.004123,0.0116507,0.0540021,0.0597795,0,0,0,0,0,0,0,0,0
