Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
617,0.0522695,0.0452721,0,0,0,0,0,0,0.0352616,0,0.0337276,0.0620485,0,0,0.0228793,0,0,0.0424268,0.0380446,0.0357935,0.0201841,0.0450314,0.0485365,0.0255348,0.0484899,0.0505266,0.0246347,0.0337434,0.0355834,0.0202085,0.0260997,0.0282535,0.0476997,0.016929,0.0104894,0.0485258,0,0.0297942,0.0648317,0.0412054,0,0,0.00884882,0,0,0.0246407,0.0637461,0.0445233,0.00889723,0.0228144,0.0436899,0.0765302,0.0324484,0.0627035,0.0610317,0.0402651,0.0666052,0.0467305,0.0471801,0.0701131,0.0140423,0.033601,0.0236425,0.00774816,0.0232603,0.0774117,0,0,0,0,0,0,0,0,0
618,0.0527209,0.0454313,0,0,0,0,0,0,0.0355858,0,0.0337325,0.0620736,0,0,0.0230178,0,0,0.0425091,0.037972,0.0358675,0.0202034,0.0452387,0.0487764,0.0256382,0.0485382,0.0504834,0.0247734,0.0337071,0.0355701,0.0202464,0.0261076,0.0284633,0.0477932,0.0171678,0.0107289,0.0484632,0,0.0297586,0.0647249,0.0413838,0,0,0.00867944,0,0,0.0247431,0.0638793,0.0445164,0.0090418,0.0228921,0.0438406,0.076794,0.0324578,0.0632692,0.061403,0.0403251,0.0666631,0.0468545,0.0472281,0.0701711,0.0141765,0.0334725,0.0241976,0.00816531,0.0231735,0.0776324,0,0,0,0,0,0,0,0,0
619,0.0531107,0.0455621,0,0,0,0,0,0,0.035772,0,0.0337365,0.0620811,0,0,0.0228969,0,0,0.0426959,0.0379822,0.0359394,0.0202139,0.0454051,0.0490683,0.0255388,0.0486545,0.0504474,0.0248241,0.0337705,0.0355919,0.0202955,0.0261108,0.0285328,0.0473003,0.0172623,0.0110404,0.0484974,0,0.0297289,0.0647498,0.0414554,0,0,0.00843447,0,0,0.0248955,0.0639005,0.044484,0.00917227,0.022958,0.0439564,0.0769818,0.0326119,0.063346,0.0615834,0.0403601,0.0666986,0.0469067,0.0472631,0.0701737,0.0141735,0.0334828,0.0246581,0.00872845,0.0231068,0.0778442,0,0,0,0,0,0,0,0,0
620,0.0535937,0.0457071,0,0,0,0,0,0,0.0357188,0,0.0334729,0.0621415,0,0,0.022878,0,0,0.0427469,0.0382617,0.0362474,0.0201445,0.0456475,0.0493023,0.0255877,0.0486845,0.0505104,0.0248434,0.0337408,0.0354682,0.0202762,0.0262219,0.0287963,0.0468142,0.017475,0.011528,0.0487067,0,0.0299824,0.0650406,0.0413933,0,0,0.00786579,0,0,0.0249079,0.0637034,0.044656,0.0094738,0.0228025,0.0439486,0.0770377,0.0327662,0.0635594,0.061805,0.0403546,0.0665873,0.0466705,0.0470671,0.0701084,0.0139927,0.0335797,0.0252794,0.00964926,0.0232108,0.077987,0,0,0,0,0,0,0,0,0
621,0.0540662,0.045603,0,0,0,0,0,0,0.0356894,0,0.0335658,0.0621479,0,0,0.0224193,0,0,0.0430323,0.0380777,0.0362557,0.020195,0.0457615,0.0495949,0.0253583,0.048468,0.0504606,0.0245946,0.0337833,0.035681,0.0203461,0.0262059,0.0285836,0.046422,0.0173176,0.0119436,0.0485111,0,0.0298026,0.0648482,0.0416598,0,0,0.00779556,0,0,0.025183,0.063824,0.0446091,0.0095735,0.0231282,0.044121,0.0771462,0.0326682,0.0633205,0.0617733,0.0405186,0.0667708,0.0469363,0.0472649,0.0701435,0.0142279,0.0336895,0.0256384,0.0102024,0.0231215,0.0782376,0,0,0,0,0,0,0,0,0
622,0.0545587,0.0456772,0,0,0,0,0,0,0.0354742,0,0.0335867,0.0621752,0,0,0.0221857,0,0,0.0430507,0.0380623,0.0363775,0.0201188,0.0459644,0.0497683,0.0255252,0.048466,0.0504776,0.0245039,0.0337443,0.0357696,0.0203466,0.0261518,0.0285437,0.0466167,0.0171512,0.0125472,0.0486291,0,0.0298584,0.064783,0.0417894,0,0,0.00732544,0,0,0.0253901,0.0638044,0.0446745,0.00975005,0.023255,0.0441977,0.0771911,0.0328013,0.0631906,0.0618655,0.0406296,0.0667862,0.0469783,0.0472731,0.0701136,0.0142959,0.0335723,0.026102,0.0112077,0.0231077,0.078368,0,0,0,0,0,0,0,0,0
623,0.0549861,0.0458294,0,0,0,0,0,0,0.0351282,0,0.0336565,0.062174,0,0,0.0221062,0,0,0.0431969,0.0380575,0.036506,0.0201064,0.0462088,0.0498879,0.0255836,0.0485829,0.0504554,0.0244526,0.033725,0.0358717,0.020335,0.0260477,0.0285471,0.0472061,0.0170451,0.0130335,0.0487696,0,0.029952,0.0647638,0.0419094,0,0,0.00693514,0,0,0.0257065,0.0637656,0.0447907,0.00992749,0.0233808,0.0443051,0.0771585,0.0329661,0.0631075,0.0618411,0.0407352,0.0668561,0.046913,0.0472819,0.0701713,0.0143679,0.0336415,0.0264577,0.0125463,0.0231223,0.0784929,0,0,0,0,0,0,0,0,0
624,0.0554689,0.0459946,0,0,0,0,0,0,0.0350139,0,0.0335838,0.0622089,0,0,0.0221354,0,0,0.043491,0.0381175,0.036596,0.0200189,0.0466426,0.0499333,0.0254642,0.0485046,0.0504698,0.024666,0.0336475,0.0358281,0.0204825,0.0262643,0.0288656,0.0474044,0.0170002,0.0136428,0.0486578,0,0.0300212,0.0648498,0.0420144,0,0,0.00668417,0,0,0.0259971,0.0638199,0.0448464,0.0101246,0.0235337,0.0445432,0.0770514,0.0328723,0.0636684,0.0616911,0.0407883,0.0670478,0.0468324,0.0474085,0.0703762,0.0143079,0.0337204,0.0266962,0.0143449,0.0232193,0.0787494,0,0,0,0,0,0,0,0,0
625,0.0557103,0.0461978,0,0,0,0,0,0,0.0357315,0,0.0333349,0.0621436,0,0,0.0217635,0,0,0.0439226,0.0379507,0.0366905,0.0199049,0.0467541,0.0500496,0.0254653,0.0486539,0.0503387,0.0246395,0.0334162,0.0359436,0.0204616,0.0263105,0.0284008,0.0473346,0.0171751,0.0147343,0.0488101,0,0.0301328,0.06471,0.042049,0,0,0.00684073,0,0,0.026828,0.0636631,0.0450028,0.0102729,0.0236305,0.0444846,0.0766751,0.0330747,0.0638027,0.0616072,0.0408728,0.0670401,0.0468057,0.0473701,0.0702823,0.0145974,0.0343769,0.0271661,0.016964,0.0234748,0.0787071,0,0,0,0,0,0,0,0,0
626,0.056289,0.0468213,0,0,0,0,0,0,0.0377026,0,0.0314259,0.0612216,0,0,0.0208148,0,0,0.0444383,0.0377557,0.0363506,0.0186216,0.0472334,0.0494706,0.0253449,0.0491429,0.0502974,0.025134,0.0333849,0.0364929,0.0209352,0.0275204,0.0265792,0.0469465,0.0174175,0.0160619,0.0487823,0,0.0299116,0.0643702,0.0421668,0,0,0.00745055,0,0,0.0280329,0.0629752,0.0445021,0.0109947,0.0234881,0.0444625,0.0757625,0.0332006,0.0636711,0.0614367,0.0406058,0.0671977,0.0469017,0.0475425,0.0703861,0.0142715,0.0348816,0.027274,0.0202589,0.0240195,0.0785902,0,0,0,0,0,0,0,0,0
627,0.0562794,0.046181,0,0,0,0,0,0,0.0357221,0,0.0333153,0.0622842,0,0,0.0216103,0,0,0.0437834,0.0378425,0.0368025,0.0199289,0.047105,0.0507694,0.0255107,0.0486672,0.0502846,0.0245668,0.0333068,0.0359339,0.0204454,0.0264776,0.0284607,0.0466926,0.0172908,0.0147578,0.0487329,0,0.0302181,0.0647103,0.0420338,0,0,0.00596898,0,0,0.0266106,0.0636201,0.0450137,0.0105499,0.023807,0.0446728,0.0770319,0.0331072,0.0638951,0.0618237,0.0410327,0.0670242,0.0468432,0.0473857,0.0700974,0.0147549,0.03416,0.0275667,0.0168853,0.0234958,0.0791041,0,0,0,0,0,0,0,0,0
628,0.0564162,0.0455623,0,0,0,0,0,0,0.0351287,0,0.0331674,0.0622618,0,0,0.022351,0,0,0.0434469,0.0378726,0.0368169,0.0204945,0.046943,0.0517939,0.0256984,0.0486574,0.0501312,0.0241991,0.0335273,0.0359283,0.0205344,0.0263871,0.0290199,0.0468561,0.0176886,0.0120971,0.048972,0,0.0305417,0.0647712,0.0417196,0,0,0.00448171,0,0,0.025482,0.0634662,0.0452655,0.0104549,0.0235916,0.0444475,0.0784482,0.0331006,0.0640672,0.0618675,0.0408994,0.0666689,0.0466092,0.0471549,0.0700265,0.0149082,0.0333234,0.0286192,0.00875898,0.0230174,0.0796123,0,0,0,0,0,0,0,0,0
629,0.056633,0.0455886,0,0,0,0,0,0,0.0348372,0,0.0331473,0.0622622,0,0,0.0222817,0,0,0.0434561,0.0378601,0.0369235,0.0205816,0.0471613,0.0519821,0.0256252,0.0486826,0.0502196,0.0241873,0.0335422,0.0359242,0.0205818,0.0263891,0.0290011,0.0469646,0.0177244,0.0121536,0.0490214,0,0.0306322,0.0647274,0.0417058,0,0,0.00449567,0,0,0.0254515,0.0633902,0.0452557,0.0107044,0.0236435,0.0445564,0.0784873,0.0331749,0.0638741,0.0618735,0.040993,0.0665929,0.0466229,0.0471754,0.0699743,0.0147544,0.0331408,0.0287607,0.00884441,0.0230514,0.0797571,0,0,0,0,0,0,0,0,0
630,0.0567889,0.0455688,0,0,0,0,0,0,0.0348909,0,0.0331238,0.0622958,0,0,0.0221333,0,0,0.0434849,0.0378363,0.0370364,0.0205953,0.0473149,0.0521533,0.0254975,0.0486214,0.05019,0.0242207,0.0335972,0.0359977,0.0206211,0.0264088,0.0290129,0.0471206,0.017728,0.0121472,0.0490618,0,0.0307884,0.0646693,0.0416836,0,0,0.00456377,0,0,0.0254247,0.0633426,0.045323,0.0108834,0.0236915,0.0446367,0.0786018,0.0332724,0.0638907,0.0618723,0.0410869,0.0667831,0.0466356,0.0471741,0.0699462,0.0147556,0.0329356,0.0288954,0.00883054,0.0230726,0.079856,0,0,0,0,0,0,0,0,0
631,0.0568716,0.0454658,0,0,0,0,0,0,0.0350787,0,0.0331158,0.0624216,0,0,0.0219693,0,0,0.0435264,0.0378114,0.0371513,0.020609,0.0474305,0.0523992,0.0255213,0.0485622,0.0501471,0.0243339,0.0337021,0.0362198,0.0206452,0.0263967,0.0291437,0.0469958,0.0177045,0.0121244,0.04901,0,0.0308509,0.0646231,0.041627,0,0,0.00462396,0,0,0.0253347,0.0633669,0.0454566,0.0109989,0.0237612,0.0447444,0.078787,0.0333489,0.0642338,0.0618739,0.0411495,0.0670556,0.0466556,0.0471641,0.0699427,0.0148994,0.0327896,0.0289226,0.00866525,0.0231315,0.0799499,0,0,0,0,0,0,0,0,0
632,0.056976,0.0453427,0,0,0,0,0,0,0.0349993,0,0.033145,0.0625703,0,0,0.0218988,0,0,0.043558,0.037802,0.0372082,0.0206319,0.0475809,0.0526195,0.0256967,0.0486027,0.050078,0.0244219,0.0337621,0.0364209,0.0206564,0.0263523,0.0291645,0.0470965,0.0176009,0.0121182,0.0489981,0,0.0308865,0.064601,0.0415292,0,0,0.004792,0,0,0.025075,0.0634097,0.0455292,0.0111183,0.0238008,0.0449166,0.0789936,0.0334009,0.064437,0.0618919,0.0412301,0.0671603,0.0466705,0.0471654,0.0699666,0.0149739,0.0325412,0.0288348,0.00855566,0.0232052,0.0800636,0,0,0,0,0,0,0,0,0
633,0.0571421,0.0453006,0,0,0,0,0,0,0.0349366,0,0.0331305,0.0626581,0,0,0.0218522,0,0,0.0435833,0.0377984,0.0372036,0.0206498,0.0477576,0.0528351,0.0257211,0.0485179,0.0499862,0.0243699,0.0337347,0.0365469,0.0206273,0.0263075,0.0291529,0.0470074,0.0175234,0.0120835,0.0490715,0,0.030905,0.0646051,0.0414415,0,0,0.00521267,0,0,0.0246794,0.0634359,0.0455534,0.0112014,0.0238237,0.0450453,0.0792747,0.0334271,0.0642639,0.0619206,0.0413117,0.0671517,0.0466788,0.047164,0.0699574,0.0149719,0.0323271,0.0287469,0.00848104,0.023256,0.0801876,0,0,0,0,0,0,0,0,0
634,0.0572923,0.0451494,0,0,0,0,0,0,0.0350446,0,0.0331177,0.0627033,0,0,0.0224788,0,0,0.0431526,0.0377333,0.037152,0.0206582,0.0478932,0.0534434,0.0256782,0.048375,0.0497733,0.0242436,0.0337383,0.0366151,0.0205644,0.026327,0.0291962,0.0464687,0.0174552,0.0111054,0.0492049,0,0.0309051,0.0646426,0.0413396,0,0,0.00588819,0,0,0.0242033,0.0634668,0.0455923,0.0112532,0.0238681,0.0451004,0.079614,0.0333674,0.0637573,0.0619571,0.0413682,0.0671418,0.0467241,0.0471781,0.0699438,0.014945,0.0320295,0.0286627,0.00858604,0.0231911,0.0803094,0,0,0,0,0,0,0,0,0
635,0.057324,0.0449191,0,0,0,0,0,0,0.0350441,0,0.0331702,0.0627703,0,0,0.0226038,0,0,0.0430626,0.0376236,0.0370767,0.0206609,0.0480507,0.0537621,0.0256525,0.0483729,0.0496056,0.0242457,0.0337554,0.0366039,0.0204799,0.0263046,0.0293522,0.0462264,0.017393,0.0108631,0.0492497,0,0.0309932,0.0646212,0.0411883,0,0,0.00669138,0,0,0.0236479,0.0635302,0.0457433,0.0113047,0.0239278,0.0452198,0.0799081,0.0332991,0.0636287,0.061929,0.0414127,0.0671474,0.046764,0.047173,0.0699388,0.0149301,0.0317608,0.0286643,0.00825517,0.0231546,0.0804338,0,0,0,0,0,0,0,0,0
636,0.0572601,0.0446153,0,0,0,0,0,0,0.0349412,0,0.0332659,0.062769,0,0,0.0227711,0,0,0.0429227,0.0375089,0.0370032,0.0206981,0.0482507,0.0540699,0.0255814,0.0483779,0.0495402,0.0244037,0.0337688,0.0365563,0.0205715,0.0262439,0.0295068,0.0461245,0.0172791,0.0105687,0.0492791,0,0.0311014,0.0646118,0.0410509,0,0,0.00761888,0,0,0.023101,0.0636069,0.0458439,0.011343,0.023974,0.0453658,0.0801122,0.0332413,0.0635525,0.0618449,0.0414219,0.067171,0.0467155,0.0471489,0.0699119,0.0148757,0.0316312,0.0284497,0.00798963,0.0231212,0.0805574,0,0,0,0,0,0,0,0,0
637,0.0571935,0.0443496,0,0,0,0,0,0,0.0347721,0,0.0333926,0.0627723,0,0,0.0229773,0,0,0.0427752,0.0374412,0.0369903,0.020772,0.0484857,0.0544172,0.0255357,0.0483068,0.049396,0.024685,0.0337552,0.0365622,0.0208851,0.0261783,0.0296302,0.0460634,0.0170888,0.0102173,0.0492917,0,0.0310851,0.0646064,0.0409152,0,0,0.00861581,0,0,0.022585,0.063677,0.0458458,0.0113664,0.0239595,0.0455342,0.080341,0.0331941,0.063368,0.0619539,0.0414091,0.0671834,0.0465408,0.0471333,0.0698525,0.0147524,0.0314044,0.0281003,0.0078844,0.0232367,0.0806893,0,0,0,0,0,0,0,0,0
638,0.0573679,0.0446654,0,0,0,0,0,0,0.034432,0,0.0338984,0.0629059,0,0,0.0238478,0,0,0.0416713,0.0379261,0.0373998,0.0205627,0.0491222,0.0545244,0.0254459,0.0481139,0.049557,0.0252322,0.0334343,0.0361683,0.0207284,0.0259785,0.0301757,0.0457138,0.0176785,0.0108881,0.0496563,0,0.0305935,0.0647765,0.0410634,0,0,0.00923688,0,0,0.0233852,0.0628683,0.0447365,0.0113015,0.0236533,0.0455581,0.0797776,0.033512,0.0637965,0.0621847,0.0412703,0.0671647,0.0463247,0.0472529,0.0698688,0.0128095,0.0311411,0.0277317,0.00772363,0.0238322,0.0804775,0,0,0,0,0,0,0,0,0
639,0.0564692,0.0452584,0,0,0,0,0,0,0.0349203,0,0.033353,0.0632539,0,0,0.0238314,0,0,0.0416935,0.0377591,0.0370798,0.0205131,0.0501803,0.0549893,0.0251639,0.0479877,0.0494038,0.0256893,0.0335572,0.0362003,0.0207659,0.0265064,0.029039,0.0462684,0.0178627,0.0109646,0.0495436,0,0.0320444,0.0653063,0.0404519,0,0,0.0104887,0,0,0.0224534,0.065321,0.0475199,0.0127153,0.0240991,0.0473196,0.0793598,0.0323536,0.0628734,0.0628063,0.0416743,0.0668119,0.0465476,0.0465313,0.0693668,0.0163958,0.0308479,0.0283283,0.00856363,0.0247747,0.0806002,0,0,0,0,0,0,0,0,0
640,0.0566517,0.0450594,0,0,0,0,0,0,0.034703,0,0.0339481,0.0631219,0,0,0.0231259,0,0,0.0419108,0.0378659,0.0373775,0.0206381,0.0496377,0.0548439,0.0254213,0.0479365,0.0493929,0.0252784,0.0335052,0.0359875,0.0202393,0.0257625,0.0298603,0.0457235,0.0174246,0.0118127,0.049786,0,0.0313334,0.064901,0.0407642,0,0,0.0100939,0,0,0.0240893,0.0635378,0.0452001,0.0116243,0.0236677,0.0461611,0.0793127,0.0333295,0.0636285,0.062379,0.041326,0.0669044,0.0467524,0.0469743,0.0696713,0.0131937,0.0311145,0.0280914,0.00877849,0.0249589,0.0804214,0,0,0,0,0,0,0,0,0
641,0.056614,0.0453733,0,0,0,0,0,0,0.0344556,0,0.0338761,0.0631844,0,0,0.0241615,0,0,0.0413807,0.0380989,0.0373519,0.0203303,0.0502855,0.0550704,0.0251562,0.0475717,0.0495305,0.0258334,0.0337997,0.035992,0.0204744,0.0262582,0.0301726,0.045364,0.0171671,0.0106053,0.0494718,0,0.0313053,0.0651398,0.040875,0,0,0.0107512,0,0,0.0240083,0.0639574,0.0449805,0.0119115,0.0237845,0.0467878,0.0791022,0.0326662,0.063596,0.0623613,0.041178,0.0671611,0.0468188,0.0471877,0.0699427,0.0126984,0.0308155,0.027757,0.00963869,0.0254085,0.0807715,0,0,0,0,0,0,0,0,0
642,0.0559027,0.0457305,0,0,0,0,0,0,0.0351418,0,0.0334744,0.0633821,0,0,0.0238358,0,0,0.0415636,0.0376237,0.0370524,0.0204104,0.0504441,0.0555179,0.0251439,0.0478406,0.0494053,0.025724,0.0341063,0.036118,0.0204063,0.0263733,0.0291522,0.0460181,0.0169852,0.0103638,0.0493863,0,0.0321478,0.0653174,0.0404485,0,0,0.0111288,0,0,0.0228586,0.0659402,0.0472166,0.0128406,0.0241949,0.0477066,0.0792294,0.0318763,0.0631077,0.0625633,0.0417089,0.0668202,0.046674,0.0466142,0.0693701,0.0158398,0.0309368,0.0277942,0.00938541,0.026125,0.081004,0,0,0,0,0,0,0,0,0
643,0.0556502,0.0456042,0,0,0,0,0,0,0.0351308,0,0.0333736,0.0630098,0,0,0.0234825,0,0,0.0418942,0.0373545,0.0367201,0.0208112,0.0502561,0.0560925,0.0251294,0.0476909,0.0489901,0.0257164,0.0344261,0.0364243,0.0204846,0.0262427,0.0290578,0.0463534,0.0165797,0.00995882,0.0497794,0,0.031979,0.0650416,0.0402757,0,0,0.0108435,0,0,0.0222588,0.066012,0.0473119,0.0125782,0.0240389,0.0476348,0.0797584,0.03177,0.0630202,0.0621482,0.0414912,0.0666956,0.0467023,0.0465615,0.0693808,0.016246,0.0308918,0.0276317,0.0090497,0.026347,0.0813487,0,0,0,0,0,0,0,0,0
644,0.0563205,0.0453984,0,0,0,0,0,0,0.0347557,0,0.0335006,0.0630893,0,0,0.0231559,0,0,0.0419264,0.0372058,0.0368297,0.0207746,0.0499448,0.0560888,0.0252323,0.0479506,0.0489113,0.0255498,0.034271,0.0363467,0.0203976,0.0259957,0.0294538,0.0450841,0.016411,0.0107643,0.0494836,0,0.0316128,0.0648542,0.0407217,0,0,0.0102348,0,0,0.0209358,0.0656412,0.046512,0.0123175,0.0239343,0.0472188,0.0803657,0.0322099,0.0630372,0.0621478,0.041543,0.0664069,0.0467317,0.0466623,0.0695056,0.0149831,0.030792,0.0271457,0.00802771,0.0262163,0.0814362,0,0,0,0,0,0,0,0,0
645,0.0569395,0.0455696,0,0,0,0,0,0,0.033991,0,0.0337809,0.0633317,0,0,0.0228731,0,0,0.0412748,0.0372798,0.0372213,0.0205446,0.0498092,0.055956,0.0253457,0.0482244,0.0491463,0.0254233,0.0340233,0.0360448,0.0202184,0.0257098,0.030365,0.0444583,0.0156848,0.0109873,0.0493742,0,0.031199,0.0647702,0.0408955,0,0,0.0102477,0,0,0.0193708,0.0647856,0.0453988,0.0120775,0.0236832,0.0466974,0.0813246,0.0328435,0.063359,0.0622082,0.0416601,0.0661325,0.0465643,0.0467189,0.0695054,0.0128908,0.0306223,0.0259044,0.00741949,0.0264104,0.0813129,0,0,0,0,0,0,0,0,0
646,0.0567987,0.045828,0,0,0,0,0,0,0.0341042,0,0.034209,0.0633955,0,0,0.0227139,0,0,0.0400686,0.0368969,0.0371288,0.0206867,0.049773,0.0563782,0.0251642,0.0482393,0.0491094,0.0251169,0.0341704,0.0362882,0.0201007,0.0254476,0.0302025,0.0440125,0.0142972,0.0106758,0.0490238,0,0.0307121,0.0643817,0.04093,0,0,0.0110188,0,0,0.0180472,0.0647981,0.0450106,0.0118593,0.0238433,0.0467154,0.0822097,0.0328953,0.063028,0.0618988,0.0418605,0.0661083,0.0467672,0.0468999,0.0694272,0.0127715,0.0304976,0.0245387,0.00663998,0.0268091,0.0812322,0,0,0,0,0,0,0,0,0
647,0.0563996,0.046133,0,0,0,0,0,0,0.0340578,0,0.0341854,0.063478,0,0,0.0237512,0,0,0.0392413,0.036858,0.0371179,0.0207672,0.0499328,0.0568498,0.0251106,0.0480809,0.0491211,0.0250696,0.0341332,0.0363393,0.0200658,0.0255303,0.0304128,0.0439404,0.0135447,0.00971713,0.0486833,0,0.0304933,0.0643239,0.040437,0,0,0.0132626,0,0,0.0169046,0.0648857,0.0449146,0.0118015,0.02361,0.0467869,0.0830271,0.0328975,0.0631734,0.0617862,0.0418638,0.0658477,0.0465673,0.0467606,0.0693199,0.0125637,0.0307499,0.0231366,0.00565886,0.0275187,0.08109,0,0,0,0,0,0,0,0,0
648,0.0557706,0.0463795,0,0,0,0,0,0,0.0340088,0,0.0341522,0.0635772,0,0,0.0255764,0,0,0.0398859,0.036769,0.0371376,0.0207689,0.0500243,0.0573266,0.0250238,0.0480358,0.0490471,0.0249783,0.0341287,0.0363965,0.0200747,0.0255355,0.0306221,0.0439413,0.0134235,0.00857944,0.0483987,0,0.0301727,0.0642949,0.039693,0,0,0.0168042,0,0,0.0159549,0.0650202,0.0446753,0.0117872,0.0232821,0.0469194,0.0836781,0.0329687,0.0632882,0.0617579,0.0418673,0.0655254,0.0463417,0.0466026,0.0693175,0.0121604,0.0313203,0.0214657,0.0042978,0.0282907,0.0809625,0,0,0,0,0,0,0,0,0
649,0.0549152,0.0467403,0,0,0,0,0,0,0.0337644,0,0.034197,0.0637323,0,0,0.0277711,0,0,0.0411305,0.0367585,0.0372373,0.0206651,0.0502057,0.0575744,0.0248516,0.048166,0.0490868,0.0250819,0.0340742,0.0363681,0.0200404,0.0255859,0.0308113,0.044065,0.0138186,0.00730445,0.0481222,0,0.029778,0.0644493,0.0388255,0,0,0.0203196,0,0,0.0158014,0.0651503,0.0442455,0.0120038,0.0228582,0.0471812,0.0837528,0.0331545,0.0631495,0.0618633,0.0419658,0.0651414,0.0459635,0.0464238,0.0692792,0.0114386,0.0319544,0.0200938,0.00326082,0.0292447,0.0807209,0,0,0,0,0,0,0,0,0
650,0.053391,0.0475803,0,0,0,0,0,0,0.0338353,0,0.0336543,0.0636736,0,0,0.0292749,0,0,0.0425994,0.0368945,0.0371262,0.0207527,0.0509757,0.057896,0.0247088,0.0479463,0.0489228,0.0255943,0.0343232,0.0366021,0.0202501,0.0259288,0.0306943,0.0445858,0.0148538,0.00659038,0.0480816,0,0.0298391,0.064857,0.0375752,0,0,0.0225662,0,0,0.0164285,0.0657214,0.0445952,0.0127748,0.0221728,0.0480436,0.0832217,0.0326924,0.062629,0.0618284,0.0417643,0.0646164,0.0453193,0.0459934,0.069024,0.0116989,0.0325807,0.0200206,0.00404825,0.0307187,0.0804764,0,0,0,0,0,0,0,0,0
651,0.0521759,0.0489525,0,0,0,0,0,0,0.0337354,0,0.0336327,0.0637321,0,0,0.0304473,0,0,0.0435077,0.0369187,0.0371967,0.0206557,0.0517679,0.0579804,0.0243086,0.0477316,0.0489721,0.0260256,0.034402,0.0366762,0.020362,0.0261416,0.03061,0.0445303,0.0159726,0.00683251,0.0479598,0,0.0293079,0.065048,0.0368785,0,0,0.0234808,0,0,0.0165376,0.0660919,0.0444251,0.0135803,0.0215647,0.0488998,0.0824566,0.0325836,0.0622477,0.0617308,0.0417156,0.0642812,0.0449013,0.0457564,0.0688022,0.0112172,0.0324063,0.0198736,0.00457444,0.0324079,0.0799797,0,0,0,0,0,0,0,0,0
652,0.0513859,0.0500398,0,0,0,0,0,0,0.0337609,0,0.0339886,0.0636977,0,0,0.0301297,0,0,0.0440684,0.0367464,0.0375167,0.0207036,0.0518024,0.0582416,0.0242382,0.047864,0.0490695,0.0258379,0.0343245,0.0367108,0.0200716,0.0255796,0.0306114,0.043554,0.0155882,0.00665089,0.0471932,0,0.0278021,0.0646204,0.0369392,0,0,0.0224184,0,0,0.0176214,0.0653871,0.0427046,0.0134753,0.020983,0.0487455,0.081838,0.03335,0.0626461,0.0615909,0.041684,0.0641468,0.0448437,0.0460353,0.0689636,0.00928856,0.0317207,0.0198604,0.00667804,0.0340164,0.0790506,0,0,0,0,0,0,0,0,0
653,0.0506857,0.0512924,0,0,0,0,0,0,0.0336778,0,0.0338915,0.0638206,0,0,0.0294806,0,0,0.0426588,0.0367814,0.0377674,0.0206602,0.0525217,0.0585672,0.0240345,0.047744,0.0491074,0.0259935,0.0344447,0.0368085,0.0201375,0.0255834,0.0305308,0.0428044,0.0150781,0.0068391,0.04664,0,0.0271385,0.0645499,0.0367138,0,0,0.0219966,0,0,0.0167825,0.0654255,0.042019,0.0141738,0.0202501,0.0493545,0.0811594,0.0336283,0.0625586,0.0616848,0.0416152,0.0636726,0.0444435,0.0458929,0.0689493,0.00847372,0.0309807,0.0190535,0.00691275,0.0358362,0.0782122,0,0,0,0,0,0,0,0,0
654,0.0502269,0.0523493,0,0,0,0,0,0,0.0335174,0,0.0338227,0.0639651,0,0,0.0290384,0,0,0.0406249,0.0368004,0.0380991,0.0207036,0.0532941,0.0588863,0.0238706,0.0475988,0.0491907,0.0259542,0.0346221,0.0369223,0.0202393,0.0257101,0.0304391,0.0417311,0.0143228,0.00696187,0.0460527,0,0.0264248,0.064425,0.036455,0,0,0.0217207,0,0,0.0155549,0.0654508,0.0411991,0.0148911,0.0195442,0.0499309,0.0811999,0.0340672,0.0624167,0.0618491,0.0416079,0.0631588,0.0439809,0.0458131,0.0690232,0.00782184,0.03013,0.0180765,0.00688786,0.0376762,0.0773845,0,0,0,0,0,0,0,0,0
655,0.0501973,0.0531379,0,0,0,0,0,0,0.0332768,0,0.0337416,0.0641029,0,0,0.0290157,0,0,0.0389825,0.0368192,0.0383918,0.0208186,0.0540314,0.0591078,0.0237237,0.0475801,0.0492187,0.0260396,0.0346753,0.0369802,0.0203555,0.0258269,0.030367,0.0404891,0.0137354,0.00700112,0.0454005,0,0.0256925,0.0643078,0.0360632,0,0,0.0218284,0,0,0.0145301,0.0654528,0.0403132,0.0155817,0.0188781,0.0505281,0.0816942,0.034586,0.062654,0.0619441,0.0416839,0.0626558,0.043489,0.0457262,0.0691087,0.00750205,0.0294894,0.0171021,0.00653729,0.0395227,0.0765979,0,0,0,0,0,0,0,0,0
