Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
88,0.0305864,0.0550249,0,0,0,0,0,0,0.0319905,0,0.0262476,0.0492553,0,0,0.0260736,0,0,0.0565359,0.0331008,0.0242924,0.0250473,0.0285887,0.0334612,0.0281224,0.0279936,0.039704,0.0397554,0.0251169,0.0460655,0.0475653,0.0327371,0.0330791,0.0188345,0.0601379,0.0115614,0.0183475,0.036856,0,0.0292036,0.0549375,0.0286874,0,0,0.0272985,0,0,0.0242754,0.0509044,0.043729,0.0144727,0.0218407,0.0332715,0.0515662,0.0356565,0.0598968,0.0519073,0.0337295,0.0697636,0.0481409,0.0505874,0.0766186,0.0213153,0.0296613,0.0139779,0.0122043,0.0439676,0.0621657,0,0,0,0,0,0,0,0
89,0.0309026,0.0546641,0,0,0,0,0,0,0.0319451,0,0.026211,0.0491981,0,0,0.025989,0,0,0.0567688,0.0330214,0.0242759,0.0250547,0.0286511,0.0333451,0.0277085,0.0279709,0.0399079,0.0397377,0.025127,0.0461067,0.0475751,0.0327884,0.033112,0.0187766,0.0600132,0.0116088,0.0183014,0.0369864,0,0.0293086,0.0550432,0.0289279,0,0,0.0268969,0,0,0.0244912,0.0509686,0.0439402,0.0145298,0.0219475,0.0331717,0.0516215,0.035655,0.0601426,0.0518866,0.0337329,0.0697723,0.048248,0.0506211,0.076605,0.0216018,0.0295299,0.0139982,0.0121559,0.0434709,0.0622881,0,0,0,0,0,0,0,0
90,0.0312271,0.0543139,0,0,0,0,0,0,0.0316227,0,0.0262637,0.0490713,0,0,0.0259216,0,0,0.0569501,0.0330316,0.0243295,0.0250767,0.028621,0.0332629,0.0273379,0.0279639,0.0398495,0.0397394,0.0251694,0.0461241,0.0475877,0.0328172,0.0331531,0.0185696,0.0599068,0.0116314,0.0182779,0.0371768,0,0.0293006,0.0551525,0.0291086,0,0,0.0264485,0,0,0.0246526,0.0509985,0.0440791,0.0146025,0.0220208,0.0330741,0.0516736,0.0357108,0.0597958,0.0519258,0.0337588,0.0698365,0.0482924,0.0507056,0.0765877,0.0215289,0.0294482,0.0139077,0.0120671,0.0429686,0.0624048,0,0,0,0,0,0,0,0
91,0.0315654,0.0539452,0,0,0,0,0,0,0.0312071,0,0.0263542,0.0489473,0,0,0.0258373,0,0,0.057086,0.0331271,0.0243869,0.0250966,0.0285409,0.0332083,0.0270232,0.0279814,0.0399356,0.0397579,0.0252286,0.0461599,0.0476363,0.0328534,0.0331374,0.0183692,0.0598475,0.0116848,0.0182375,0.0373537,0,0.029475,0.0553295,0.0292912,0,0,0.0259623,0,0,0.0246596,0.050908,0.0441708,0.0146756,0.0220361,0.032988,0.0517786,0.0356823,0.0588305,0.0519931,0.0337544,0.069916,0.0482142,0.0509127,0.0765704,0.0212499,0.0294439,0.0137968,0.012034,0.0426024,0.0624959,0,0,0,0,0,0,0,0
92,0.0319078,0.0535654,0,0,0,0,0,0,0.0310783,0,0.0263915,0.0490635,0,0,0.0257896,0,0,0.0572181,0.0331483,0.0243735,0.0251043,0.0284982,0.0331491,0.0267707,0.0279961,0.0398459,0.0397713,0.0252581,0.0462035,0.0476683,0.0328949,0.0331603,0.0182464,0.0597333,0.0117493,0.0181854,0.0373426,0,0.0297427,0.0554773,0.0294856,0,0,0.0254672,0,0,0.0246596,0.0509271,0.044278,0.0146699,0.0220754,0.0329735,0.0519955,0.0358372,0.0588207,0.0519992,0.0336592,0.0700437,0.0483146,0.0510207,0.0766098,0.0212118,0.0294168,0.0136897,0.0119965,0.0423123,0.0626284,0,0,0,0,0,0,0,0
93,0.0322183,0.0534082,0,0,0,0,0,0,0.0311986,0,0.0263683,0.0493066,0,0,0.0257134,0,0,0.0573747,0.0330684,0.0243165,0.0251161,0.0285491,0.0330857,0.0265596,0.027991,0.039473,0.0397932,0.0252328,0.0462132,0.0476659,0.0328784,0.0331823,0.0181645,0.0595852,0.0118228,0.0181091,0.0375346,0,0.0299522,0.0556331,0.0296811,0,0,0.0249497,0,0,0.0246263,0.0511426,0.0443965,0.0146104,0.0221316,0.0330102,0.0523488,0.0358822,0.0595672,0.0520282,0.0335092,0.0702044,0.0487656,0.0510142,0.076627,0.021264,0.029365,0.0136377,0.0118653,0.0420303,0.062836,0,0,0,0,0,0,0,0
94,0.0325315,0.0535369,0,0,0,0,0,0,0.031426,0,0.0263058,0.0493006,0,0,0.0255604,0,0,0.0575594,0.0330208,0.0242707,0.0251217,0.0286616,0.0330573,0.0263531,0.0279746,0.0392625,0.0397872,0.0251892,0.0462238,0.0476545,0.0328799,0.0331929,0.0181611,0.0593941,0.0119148,0.0180327,0.0377765,0,0.030125,0.055738,0.029856,0,0,0.0244665,0,0,0.0245692,0.0512681,0.0443939,0.0146382,0.0221513,0.0330098,0.0528307,0.0357411,0.0595764,0.0521293,0.0334613,0.0703442,0.0492195,0.0509243,0.0765832,0.0210057,0.0292568,0.0135836,0.0117604,0.0417648,0.0630748,0,0,0,0,0,0,0,0
95,0.032843,0.0537418,0,0,0,0,0,0,0.0315096,0,0.0262759,0.0493298,0,0,0.0253395,0,0,0.057709,0.032955,0.0242106,0.0251832,0.0286603,0.0330804,0.0260964,0.0279621,0.0391504,0.0397052,0.0251112,0.0462409,0.0477054,0.032891,0.0331728,0.0182096,0.0591544,0.0120467,0.0179096,0.0379577,0,0.0302351,0.0557175,0.0300411,0,0,0.0241582,0,0,0.024701,0.0511831,0.044421,0.0146956,0.0222701,0.0329953,0.053326,0.03534,0.0594908,0.0522101,0.0334199,0.0704575,0.0490904,0.0510208,0.0766545,0.0209125,0.0291032,0.0135623,0.0117506,0.0415273,0.0633095,0,0,0,0,0,0,0,0
96,0.0331504,0.0536841,0,0,0,0,0,0,0.0314146,0,0.0262652,0.0493961,0,0,0.0251401,0,0,0.0579508,0.032929,0.0241966,0.0252766,0.0286546,0.0331585,0.0258017,0.0279495,0.0391963,0.0396861,0.0250063,0.0462598,0.0478465,0.0328881,0.0331873,0.0182487,0.0589103,0.0121745,0.0177878,0.0380162,0,0.0302902,0.0556534,0.0302235,0,0,0.0239182,0,0,0.0248497,0.0509216,0.044608,0.0147004,0.0223698,0.0329877,0.0537689,0.0352153,0.0594696,0.0522625,0.0333351,0.0704394,0.0490035,0.0510946,0.0767959,0.0209487,0.0289883,0.013516,0.0118537,0.0412692,0.0635091,0,0,0,0,0,0,0,0
97,0.0335076,0.0534931,0,0,0,0,0,0,0.0312869,0,0.0263001,0.0494212,0,0,0.0249747,0,0,0.0582503,0.0328829,0.0242631,0.0253753,0.0287513,0.0332246,0.0254997,0.0279267,0.0392298,0.0397043,0.0249982,0.0462512,0.047943,0.0329385,0.0332758,0.0182374,0.0587081,0.0122207,0.017775,0.0380066,0,0.0303807,0.0556503,0.0303852,0,0,0.0236018,0,0,0.0248955,0.050782,0.0447099,0.0147224,0.0224149,0.0329879,0.0541763,0.03538,0.059393,0.0523413,0.0332521,0.0704325,0.0490699,0.0511847,0.0769121,0.0209161,0.0288962,0.0134391,0.0118844,0.0410326,0.063682,0,0,0,0,0,0,0,0
98,0.0339227,0.05327,0,0,0,0,0,0,0.0312,0,0.0263239,0.0494807,0,0,0.0248601,0,0,0.0583508,0.0328319,0.0243293,0.0253969,0.0288195,0.033258,0.0253434,0.0278768,0.0391752,0.0397117,0.0250126,0.0462889,0.0479514,0.0330514,0.0333747,0.0181935,0.0586056,0.0122038,0.0177848,0.0379983,0,0.0305098,0.055664,0.0305018,0,0,0.0231357,0,0,0.0248915,0.0507483,0.0445426,0.0148037,0.022411,0.0330235,0.054387,0.0356062,0.0594234,0.0524902,0.0331636,0.0704795,0.0491936,0.0512823,0.0769531,0.0209344,0.028882,0.0134172,0.0116473,0.0406912,0.0638655,0,0,0,0,0,0,0,0
99,0.0343499,0.0530797,0,0,0,0,0,0,0.0311974,0,0.0262907,0.0494941,0,0,0.0247323,0,0,0.0582525,0.0327603,0.0243202,0.0253962,0.0287931,0.0332519,0.0253556,0.027876,0.038984,0.0396886,0.0249904,0.0463411,0.0479064,0.0329569,0.0333858,0.0181874,0.05852,0.0121485,0.0177586,0.0382178,0,0.0306131,0.0556624,0.0305548,0,0,0.0225905,0,0,0.0248681,0.0507521,0.0446097,0.0149081,0.0224381,0.0330649,0.0543745,0.0355126,0.0594734,0.0526133,0.0331488,0.0706438,0.0493141,0.0513599,0.0770061,0.0209578,0.0289034,0.0134533,0.0113269,0.0403178,0.0640578,0,0,0,0,0,0,0,0
100,0.034826,0.0529806,0,0,0,0,0,0,0.03126,0,0.0262427,0.0494706,0,0,0.0246231,0,0,0.0582119,0.0326907,0.024312,0.0254062,0.0286688,0.0332652,0.0254529,0.0278977,0.0388912,0.0396893,0.024947,0.0463999,0.0478302,0.032861,0.0333573,0.0183409,0.0582739,0.0121466,0.0176946,0.0383722,0,0.0307174,0.055683,0.0305925,0,0,0.022022,0,0,0.0249021,0.0507309,0.0446585,0.0150019,0.0224881,0.0331094,0.0546542,0.0356462,0.0595572,0.0526589,0.0330842,0.0708118,0.0494042,0.0513858,0.0770603,0.0208278,0.0288234,0.0134529,0.011224,0.0399638,0.0642788,0,0,0,0,0,0,0,0
101,0.0352977,0.0527148,0,0,0,0,0,0,0.0311518,0,0.0262172,0.0493763,0,0,0.0244821,0,0,0.0583247,0.0326805,0.0243455,0.0254936,0.0284706,0.0332917,0.0255639,0.0279599,0.038795,0.0397297,0.0248878,0.0464017,0.0478265,0.0328636,0.0333858,0.0183924,0.058,0.0121656,0.017638,0.0385104,0,0.0308799,0.055726,0.0305888,0,0,0.0215586,0,0,0.0249188,0.0506549,0.0445213,0.0151066,0.0225205,0.0331649,0.0551118,0.0357684,0.0596684,0.0526909,0.0330847,0.0709114,0.0495114,0.0513709,0.0771599,0.0210257,0.028725,0.0134572,0.011227,0.0397283,0.0644644,0,0,0,0,0,0,0,0
102,0.0357551,0.0523482,0,0,0,0,0,0,0.0310053,0,0.0262067,0.0493243,0,0,0.024351,0,0,0.0584674,0.0326713,0.0243479,0.0255222,0.0282562,0.0333402,0.025741,0.0280526,0.0388117,0.039717,0.0248938,0.0463616,0.0478685,0.0328508,0.0333905,0.01866,0.0577425,0.0121347,0.0176193,0.0385755,0,0.0311027,0.0557006,0.0305614,0,0,0.0212064,0,0,0.0250117,0.050612,0.0445675,0.0152344,0.0225709,0.0332226,0.0555596,0.035792,0.0597761,0.0527457,0.0331169,0.0710129,0.0496066,0.0513293,0.0772611,0.0212153,0.0286691,0.0134568,0.011097,0.0394655,0.0646024,0,0,0,0,0,0,0,0
103,0.0362433,0.0519834,0,0,0,0,0,0,0.030866,0,0.0262037,0.0491168,0,0,0.0242735,0,0,0.0586907,0.0326825,0.0243916,0.0255122,0.0282161,0.0333834,0.0260137,0.0281293,0.038892,0.0396865,0.0248598,0.0463478,0.0478773,0.0328079,0.0334026,0.018695,0.0575081,0.012125,0.0176028,0.0387191,0,0.0312706,0.0556427,0.0305355,0,0,0.0209282,0,0,0.0251638,0.0506706,0.0446564,0.015376,0.022717,0.0333097,0.0559533,0.0357586,0.0600533,0.052789,0.033131,0.0710909,0.0497369,0.0512564,0.0772416,0.0209832,0.0286105,0.0134909,0.0109501,0.039248,0.0647377,0,0,0,0,0,0,0,0
104,0.0366682,0.0517911,0,0,0,0,0,0,0.0307885,0,0.0262233,0.0490082,0,0,0.0242439,0,0,0.0589864,0.0326901,0.0244531,0.0255548,0.0281989,0.0333954,0.0264011,0.0281547,0.0390399,0.03969,0.0247742,0.0463252,0.0478505,0.0327205,0.033406,0.0187445,0.0572849,0.0121877,0.0175582,0.0387748,0,0.0314934,0.0556166,0.0305368,0,0,0.0205811,0,0,0.0252851,0.0507985,0.0448167,0.0155443,0.0228666,0.0333863,0.0564336,0.0356744,0.0604412,0.0527771,0.0331221,0.0712422,0.0499127,0.0514191,0.0772104,0.0206356,0.0285841,0.0135204,0.010835,0.0389792,0.0648592,0,0,0,0,0,0,0,0
105,0.0371569,0.0514836,0,0,0,0,0,0,0.0307722,0,0.0262177,0.0490271,0,0,0.0242883,0,0,0.059205,0.032723,0.0244764,0.0255969,0.0281737,0.0334267,0.0266439,0.028205,0.0390859,0.03975,0.0247062,0.0463197,0.0478354,0.0326788,0.0334298,0.0187639,0.0570902,0.012312,0.0174815,0.0390593,0,0.0315713,0.0556416,0.0305606,0,0,0.0201657,0,0,0.0253539,0.050832,0.0450146,0.0157165,0.0229663,0.0334638,0.0569098,0.035615,0.0604199,0.0528563,0.0331431,0.0714397,0.0500293,0.0515438,0.0772272,0.0207694,0.0284947,0.0135331,0.010624,0.038771,0.0649986,0,0,0,0,0,0,0,0
106,0.0376812,0.0512281,0,0,0,0,0,0,0.0308021,0,0.0261906,0.0490468,0,0,0.0243199,0,0,0.0593027,0.0327955,0.024435,0.0256108,0.0280953,0.0334933,0.0269604,0.0282726,0.0390299,0.0397796,0.0246558,0.0463288,0.0478574,0.0328256,0.0334259,0.0188531,0.056918,0.0124217,0.0174711,0.0393025,0,0.0316575,0.0556628,0.0305269,0,0,0.0196723,0,0,0.0253575,0.050783,0.0450352,0.015866,0.0230354,0.0335274,0.0573079,0.0355891,0.0601565,0.0530445,0.0331416,0.0715726,0.0501188,0.0516364,0.0773212,0.0210629,0.0284071,0.0136267,0.0104704,0.0384007,0.0651709,0,0,0,0,0,0,0,0
107,0.0382004,0.0510177,0,0,0,0,0,0,0.0308938,0,0.0261862,0.0489314,0,0,0.0243592,0,0,0.0594473,0.0328345,0.0243662,0.025607,0.0280513,0.0335557,0.0274866,0.028361,0.0390915,0.0397509,0.0245952,0.0463433,0.047893,0.0329639,0.0334059,0.0190915,0.0567272,0.0126247,0.0174297,0.0395653,0,0.0317749,0.0556149,0.0304639,0,0,0.0191199,0,0,0.025378,0.0507483,0.0450644,0.0159987,0.0231191,0.0335901,0.0576755,0.0355603,0.0600614,0.0531369,0.0331576,0.0716453,0.0502165,0.051699,0.0774184,0.0212872,0.0284495,0.0136763,0.0101733,0.0379293,0.0653706,0,0,0,0,0,0,0,0
108,0.038729,0.0508029,0,0,0,0,0,0,0.0308305,0,0.0261772,0.0488492,0,0,0.0244139,0,0,0.0595756,0.0328696,0.0243427,0.0256161,0.0280169,0.0336192,0.0281309,0.0283336,0.0392099,0.0397512,0.0246683,0.0463456,0.0479132,0.0329869,0.033417,0.0191805,0.0565085,0.0128847,0.0173334,0.0399124,0,0.0319346,0.0556102,0.0304241,0,0,0.0186097,0,0,0.0253424,0.0506656,0.0450945,0.0161539,0.0232182,0.0336204,0.0581036,0.0354229,0.0601248,0.0531649,0.0332195,0.0717275,0.0503082,0.0517399,0.0774006,0.0215603,0.0286003,0.0136439,0.00993749,0.0377981,0.0655759,0,0,0,0,0,0,0,0
109,0.039241,0.0505076,0,0,0,0,0,0,0.0307546,0,0.0261777,0.0488838,0,0,0.0245672,0,0,0.0593972,0.0329226,0.0243209,0.0256577,0.027984,0.03366,0.0288218,0.0283187,0.0392353,0.0397892,0.0247682,0.0463596,0.0479305,0.0329126,0.0334336,0.0192327,0.0565379,0.0125421,0.0174432,0.0402125,0,0.0321448,0.0556512,0.0304188,0,0,0.018154,0,0,0.0252872,0.0505865,0.0451708,0.016356,0.0233133,0.0336011,0.058523,0.0352198,0.0601722,0.0532697,0.0332607,0.0718416,0.0504113,0.0517998,0.0773693,0.0216976,0.0286952,0.0135903,0.00974193,0.0380536,0.0657597,0,0,0,0,0,0,0,0
110,0.0396817,0.0502001,0,0,0,0,0,0,0.0307408,0,0.0262029,0.048993,0,0,0.0248466,0,0,0.0593821,0.0329376,0.0243167,0.0257203,0.027958,0.0336484,0.0294871,0.0282896,0.0392343,0.0398189,0.0248194,0.0463855,0.0479532,0.0329241,0.0334514,0.0193657,0.0565391,0.012468,0.0173505,0.0403071,0,0.0324193,0.0556607,0.0304742,0,0,0.0178572,0,0,0.0253858,0.0505705,0.0453665,0.0165111,0.02343,0.0335627,0.0590036,0.035289,0.0600899,0.0533413,0.0332291,0.072016,0.0505392,0.051911,0.0775027,0.021996,0.0288225,0.0136736,0.00959972,0.038482,0.0659844,0,0,0,0,0,0,0,0
111,0.0400458,0.0499142,0,0,0,0,0,0,0.0307101,0,0.0262413,0.0489815,0,0,0.0250771,0,0,0.0594736,0.0329256,0.0243557,0.0257936,0.0279747,0.0336604,0.0300246,0.0282663,0.03927,0.0398365,0.0248206,0.0464142,0.0479635,0.0330005,0.033479,0.0195185,0.0565326,0.0126219,0.0171599,0.0404693,0,0.0328999,0.0556778,0.0305851,0,0,0.0175287,0,0,0.0254295,0.0505796,0.0456315,0.0166177,0.0235771,0.0335302,0.0594888,0.0353955,0.0599884,0.0533692,0.0331555,0.0722118,0.0506756,0.0520747,0.0776545,0.0221026,0.0289993,0.0138412,0.00943315,0.0384106,0.0662325,0,0,0,0,0,0,0,0
112,0.0404443,0.0495605,0,0,0,0,0,0,0.0306566,0,0.0262624,0.0489871,0,0,0.0253513,0,0,0.0594574,0.0329464,0.0244065,0.0258602,0.0279791,0.0336589,0.0306272,0.0282505,0.0393223,0.0398477,0.0248414,0.046447,0.0479227,0.0329949,0.0335165,0.0196397,0.0565646,0.0126872,0.0169797,0.0406693,0,0.033336,0.055785,0.0307289,0,0,0.0170187,0,0,0.0253867,0.0505567,0.0457417,0.0167732,0.02372,0.0334917,0.0598681,0.0353424,0.0600606,0.0535284,0.0331237,0.0723752,0.0508521,0.0521581,0.0776963,0.0223566,0.0290868,0.013934,0.00921079,0.0381597,0.0664841,0,0,0,0,0,0,0,0
113,0.0408018,0.0492869,0,0,0,0,0,0,0.0307687,0,0.0262796,0.0490484,0,0,0.0256382,0,0,0.0594195,0.0329991,0.0245896,0.0259631,0.0279807,0.0335547,0.0313716,0.028378,0.0394613,0.0397752,0.0247256,0.0464855,0.0479037,0.0330204,0.0334181,0.0195517,0.0566401,0.0126034,0.0167826,0.0411591,0,0.0333309,0.0559042,0.0308434,0,0,0.0163596,0,0,0.0254278,0.0504148,0.0457009,0.0170274,0.0237489,0.03336,0.060321,0.0354132,0.0602242,0.0536504,0.0331458,0.0723836,0.0508941,0.0520877,0.0775568,0.0226089,0.0291948,0.0140046,0.00880423,0.0378992,0.0666707,0,0,0,0,0,0,0,0
114,0.0412244,0.0490831,0,0,0,0,0,0,0.0306684,0,0.0263178,0.0490189,0,0,0.0259498,0,0,0.0594039,0.0330469,0.024742,0.0260241,0.0279327,0.0335374,0.0321608,0.0284766,0.0395927,0.0397446,0.0246901,0.0465217,0.0478976,0.0331372,0.0333907,0.0195824,0.0566708,0.0125294,0.0167456,0.0413711,0,0.0334399,0.0559458,0.0310037,0,0,0.015857,0,0,0.0254463,0.0503545,0.0458368,0.0171507,0.0238176,0.0333248,0.0608165,0.0352659,0.0602953,0.053726,0.0331197,0.0725556,0.0509859,0.0521543,0.0776102,0.0226105,0.0292244,0.0139879,0.00856469,0.0375715,0.066937,0,0,0,0,0,0,0,0
115,0.0416257,0.0489167,0,0,0,0,0,0,0.0304636,0,0.0263563,0.0490265,0,0,0.0262896,0,0,0.0595367,0.0331149,0.024931,0.02609,0.0278908,0.0335645,0.0330242,0.028616,0.0397829,0.0397257,0.0246339,0.0465034,0.0479179,0.0332262,0.0333613,0.019584,0.0566592,0.0126034,0.016604,0.0414849,0,0.0335777,0.0559269,0.03119,0,0,0.0154242,0,0,0.0255381,0.0503728,0.0460061,0.0173039,0.0238998,0.033324,0.06143,0.034996,0.0602781,0.053828,0.0331562,0.0727123,0.0510672,0.0522104,0.0776424,0.0225723,0.0293218,0.0139191,0.00834128,0.0373704,0.0671739,0,0,0,0,0,0,0,0
116,0.0419955,0.0487604,0,0,0,0,0,0,0.0306048,0,0.0263526,0.0490167,0,0,0.0266817,0,0,0.0597123,0.0332391,0.0250719,0.0261278,0.0278355,0.0336365,0.0339258,0.0287256,0.040028,0.0396812,0.0246317,0.0464823,0.0479642,0.0331262,0.0334437,0.019556,0.0566445,0.012673,0.0164976,0.041603,0,0.0337697,0.0558673,0.0313724,0,0,0.015035,0,0,0.0256157,0.0504138,0.0462066,0.017469,0.0240429,0.0333403,0.0621019,0.0349095,0.0601949,0.0539164,0.0332549,0.0727526,0.0512353,0.052286,0.0776754,0.0223205,0.0294264,0.0139188,0.0080671,0.0371795,0.0673709,0,0,0,0,0,0,0,0
117,0.0423588,0.0486704,0,0,0,0,0,0,0.0308774,0,0.0263122,0.0489979,0,0,0.0271075,0,0,0.0596827,0.0334119,0.0252141,0.0261991,0.0277283,0.0337116,0.034832,0.0289081,0.0401601,0.0396467,0.0245911,0.0464476,0.047985,0.0329912,0.0335515,0.0195454,0.0567113,0.0128333,0.0163493,0.041818,0,0.0338368,0.055772,0.0315383,0,0,0.0146308,0,0,0.025645,0.0504107,0.0464547,0.0176089,0.0241685,0.0333688,0.0627792,0.034958,0.0601654,0.0539211,0.0333997,0.072804,0.0513453,0.052355,0.0777095,0.022474,0.029551,0.0141422,0.00784672,0.0367648,0.0675441,0,0,0,0,0,0,0,0
118,0.0433631,0.0479268,0,0,0,0,0,0,0.0301861,0,0.026769,0.0482867,0,0,0.0272521,0,0,0.0590013,0.0337325,0.0257494,0.0262657,0.0277455,0.0332901,0.0356452,0.0291692,0.0400914,0.0395788,0.0244331,0.0464398,0.0478913,0.0329665,0.0335857,0.02064,0.0566564,0.0136121,0.0173492,0.0425304,0,0.0328135,0.055757,0.0317908,0,0,0.0153657,0,0,0.0245026,0.0488989,0.0440226,0.0191263,0.0241013,0.0325673,0.0638488,0.0363213,0.0611357,0.0535762,0.0335141,0.0731367,0.0515138,0.0528725,0.078059,0.0193622,0.029138,0.0141627,0.00935527,0.0356805,0.0679504,0,0,0,0,0,0,0,0
119,0.0437805,0.0477763,0,0,0,0,0,0,0.0303487,0,0.0267819,0.0480016,0,0,0.0276038,0,0,0.0589256,0.0338177,0.0258553,0.0263667,0.027803,0.0333351,0.0365327,0.029249,0.0402262,0.0395948,0.0243463,0.0464105,0.0478777,0.0328965,0.0335462,0.020793,0.0568014,0.0135923,0.0173408,0.0429156,0,0.0330089,0.055723,0.0319756,0,0,0.0149448,0,0,0.0245726,0.0488772,0.0440906,0.0193464,0.0242309,0.0325064,0.0643086,0.0363454,0.0611311,0.0535971,0.0335049,0.0733295,0.0516474,0.0529526,0.0781374,0.0192525,0.0291959,0.0144088,0.00909305,0.035372,0.0681834,0,0,0,0,0,0,0,0
120,0.0442666,0.0476423,0,0,0,0,0,0,0.0302773,0,0.0267961,0.0480653,0,0,0.0279877,0,0,0.0590072,0.0339224,0.025918,0.0263886,0.0279961,0.0334674,0.0373134,0.0292974,0.0403427,0.0396842,0.0243532,0.0463636,0.047879,0.0328419,0.0334805,0.0209629,0.0568845,0.0136596,0.0173386,0.0430578,0,0.0332094,0.0557113,0.0322156,0,0,0.0145709,0,0,0.0245665,0.0488766,0.0441882,0.0195001,0.0244379,0.0324747,0.0649356,0.0362342,0.060999,0.0537036,0.0334146,0.0735412,0.0518609,0.0530858,0.0782227,0.0188278,0.0292066,0.0145109,0.00895171,0.0351028,0.0684037,0,0,0,0,0,0,0,0
121,0.0446749,0.0474272,0,0,0,0,0,0,0.0299255,0,0.0268266,0.0480214,0,0,0.0284462,0,0,0.0590725,0.0340563,0.0260647,0.0264597,0.027998,0.0335606,0.0380746,0.0294594,0.0405015,0.0397273,0.0242943,0.0463288,0.0478818,0.0327974,0.0333105,0.0209877,0.0569425,0.0138759,0.0171457,0.0432733,0,0.0334085,0.0556306,0.0323524,0,0,0.0141834,0,0,0.0245685,0.0488364,0.044453,0.0195981,0.0246053,0.0324548,0.0656712,0.0362212,0.0609502,0.0538298,0.0333385,0.0736242,0.0520257,0.0532315,0.0782897,0.0190877,0.0292446,0.0146069,0.00876424,0.0349546,0.0685688,0,0,0,0,0,0,0,0
122,0.045119,0.047171,0,0,0,0,0,0,0.0296985,0,0.026892,0.0479586,0,0,0.0289064,0,0,0.0588923,0.0341672,0.0261431,0.0264617,0.0278848,0.0337239,0.0387213,0.0295545,0.0406427,0.0397761,0.024331,0.04633,0.0478631,0.0328044,0.0332844,0.0211379,0.0569645,0.0138961,0.0171773,0.0434683,0,0.0335155,0.0555522,0.0324516,0,0,0.0139573,0,0,0.024565,0.0488064,0.0445053,0.0196347,0.024756,0.0325541,0.0663857,0.0361507,0.0609133,0.0539486,0.0332906,0.0737387,0.0522009,0.0533539,0.078374,0.019237,0.0291375,0.0147739,0.00856535,0.0348831,0.0687711,0,0,0,0,0,0,0,0
123,0.0454936,0.0469081,0,0,0,0,0,0,0.0299447,0,0.0269171,0.0477156,0,0,0.0293521,0,0,0.058904,0.0342091,0.0262456,0.0264877,0.027811,0.0338578,0.0393991,0.0296634,0.0408149,0.0397373,0.0242773,0.0463341,0.0478363,0.0327417,0.0332682,0.0213474,0.0569775,0.0141119,0.0171031,0.0437771,0,0.03366,0.0554874,0.0325051,0,0,0.0136845,0,0,0.0246039,0.048758,0.0445153,0.0197599,0.0249047,0.0325806,0.0671325,0.0361494,0.0609045,0.0539982,0.0333258,0.0738068,0.0523575,0.0534037,0.0783892,0.0192414,0.0291654,0.0150396,0.00830567,0.0347734,0.0689261,0,0,0,0,0,0,0,0
124,0.0458534,0.0466196,0,0,0,0,0,0,0.0301827,0,0.0269069,0.0476822,0,0,0.0299018,0,0,0.0589374,0.0343197,0.0263282,0.0265078,0.0277881,0.034013,0.0400818,0.0296991,0.0409233,0.0396799,0.0242614,0.0463421,0.0478505,0.0326152,0.0333138,0.0216176,0.0569989,0.0140165,0.0171861,0.0441284,0,0.0338236,0.0554747,0.0325483,0,0,0.013406,0,0,0.0246079,0.0486567,0.0446055,0.0199117,0.0250381,0.0326035,0.0677332,0.036095,0.0608798,0.0540717,0.0333095,0.0739449,0.0525026,0.0534629,0.0784271,0.0191062,0.0292466,0.0153231,0.0081629,0.0346524,0.0690615,0,0,0,0,0,0,0,0
125,0.0462868,0.0461221,0,0,0,0,0,0,0.030186,0,0.0269414,0.0480287,0,0,0.0305581,0,0,0.0588174,0.0344876,0.026396,0.0264268,0.0276952,0.0342703,0.0407881,0.0297383,0.0409528,0.0397871,0.0243248,0.046344,0.0478773,0.0325889,0.0333686,0.0218913,0.0569384,0.0139496,0.0172268,0.0443696,0,0.0339715,0.0554822,0.0325939,0,0,0.0131443,0,0,0.0245797,0.0485009,0.0447597,0.0200549,0.0252091,0.032695,0.0683154,0.035958,0.0608144,0.0541216,0.0331944,0.0741613,0.0526394,0.0535835,0.0785079,0.0190102,0.0293339,0.0156084,0.00810403,0.0345635,0.0692264,0,0,0,0,0,0,0,0
