Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
193,0.0377984,0.0699894,0,0,0,0,0,0,0.0323783,0,0.0150225,0.0604736,0,0,0.0335474,0,0,0.0476735,0.045297,0.0363986,0.024138,0.0164601,0.0560407,0.0522554,0.0226002,0.0550142,0.0601581,0.0260084,0.0333608,0.0374581,0.0179495,0.0144915,0.045587,0.0338623,0.015637,0.0124522,0.0280655,0,0.0144601,0.0680958,0.0232046,0,0,0.0495631,0,0,0.032432,0.0549823,0.0238595,0.0390597,0.00968451,0.0609535,0.0808567,0.0367197,0.0721769,0.0628756,0.0372747,0.0646891,0.0430944,0.0467489,0.0721745,0.0232212,0.0199447,0.0101566,0.0169495,0.0569472,0.0539441,0,0,0,0,0,0,0,0,0
194,0.0375794,0.0701722,0,0,0,0,0,0,0.0316803,0,0.0144717,0.0605258,0,0,0.033648,0,0,0.0480523,0.0456081,0.0367682,0.024407,0.0164586,0.0561724,0.0525583,0.022624,0.0553355,0.0604933,0.0262479,0.0337715,0.0377767,0.0184101,0.0148131,0.0472817,0.0340458,0.0158936,0.0122351,0.0282187,0,0.0147416,0.0686652,0.0228305,0,0,0.0496108,0,0,0.0323977,0.0549558,0.024142,0.0389045,0.00922566,0.0609542,0.0802603,0.0366724,0.0724865,0.062793,0.0377267,0.0646415,0.0429813,0.0466583,0.0720149,0.0228566,0.0196886,0.0103149,0.0167922,0.05718,0.0541255,0,0,0,0,0,0,0,0,0
195,0.0373029,0.0714376,0,0,0,0,0,0,0.0308794,0,0.0143771,0.0607269,0,0,0.0337859,0,0,0.0484562,0.0459332,0.0373872,0.0247734,0.0163666,0.0563752,0.0529559,0.0227097,0.0554732,0.0606334,0.026356,0.0340545,0.0379974,0.018772,0.0151019,0.0491669,0.0340252,0.0160085,0.0123019,0.0283785,0,0.0150571,0.0691584,0.0225831,0,0,0.0496485,0,0,0.0324751,0.0549804,0.0245022,0.0386427,0.00888114,0.0607778,0.079861,0.0367472,0.0725518,0.062655,0.0381582,0.064769,0.04299,0.0465662,0.0718497,0.0224784,0.0196329,0.0103449,0.0168536,0.0574574,0.0542975,0,0,0,0,0,0,0,0,0
196,0.0369471,0.0725558,0,0,0,0,0,0,0.0306866,0,0.0147196,0.0610131,0,0,0.033843,0,0,0.0486391,0.0460173,0.0380088,0.0250313,0.016338,0.0566943,0.0532591,0.0227267,0.0555937,0.0606643,0.0263537,0.0341478,0.0380733,0.0188531,0.0152765,0.0508087,0.0340589,0.0160552,0.0123905,0.0287042,0,0.0153744,0.0695041,0.0224717,0,0,0.049698,0,0,0.0326364,0.0551275,0.0248272,0.0384212,0.00865557,0.0606687,0.0796006,0.03682,0.0725107,0.0625434,0.0384875,0.0646418,0.0429786,0.0464378,0.0717029,0.0219792,0.0196426,0.0103726,0.0169791,0.0576082,0.0544276,0,0,0,0,0,0,0,0,0
197,0.0371727,0.0668266,0,0,0,0,0,0,0.0309243,0,0.0156829,0.061361,0,0,0.0329587,0,0,0.0482458,0.0461613,0.0388819,0.0257598,0.0163592,0.0580522,0.052972,0.0229283,0.0559236,0.0605116,0.0262137,0.0341885,0.0380134,0.0188688,0.0154735,0.0524129,0.0353685,0.0158929,0.0124655,0.0291066,0,0.0155724,0.0697045,0.0219485,0,0,0.0498051,0,0,0.0329364,0.05529,0.0249847,0.0386661,0.00848051,0.0614621,0.0789209,0.0365085,0.0724822,0.0624946,0.0385791,0.0642491,0.0427309,0.0463753,0.0716118,0.0213873,0.0191254,0.0102684,0.0172492,0.0579442,0.0541864,0,0,0,0,0,0,0,0,0
198,0.0376299,0,0,0,0,0,0,0,0.0313044,0,0.0171822,0.061847,0,0,0.0327324,0,0,0.0478367,0.0463398,0.0404022,0.0273418,0.0166044,0.0613331,0.0468874,0.0231597,0.0564273,0.0601601,0.0259021,0.0343336,0.0379423,0.0189577,0.0158239,0.0541744,0.033423,0.015157,0.0124286,0.0293187,0,0.0158108,0.0695926,0.0210957,0,0,0.0452081,0,0,0.0318301,0.0555361,0.0252403,0.0402572,0.00812429,0.064345,0.0743724,0.0363613,0.0725347,0.0627584,0.038943,0.0637374,0.0423379,0.0461177,0.0713133,0.0208887,0.0200062,0.00891514,0.016978,0.0646442,0.0508608,0,0,0,0,0,0,0,0,0
199,0.0400904,0.088852,0,0,0,0,0,0,0.0316216,0,0.0190228,0.0621639,0,0,0.0288507,0,0,0.0454834,0.0469905,0.0421828,0.0287557,0.0170267,0.0638626,0.0517505,0.0235949,0.0569714,0.0600199,0.0255806,0.034546,0.0378465,0.0192408,0.0163845,0.0558001,0.042829,0.0142778,0.013223,0.0294696,0,0.0157842,0.0698235,0.019728,0,0,0.0501125,0,0,0.0339841,0.0556161,0.0248599,0.0409433,0.0079854,0.065985,0.0769629,0.036016,0.0722482,0.0625152,0.0386032,0.0638519,0.042575,0.0462984,0.0714923,0.0204098,0.0172229,0.00920612,0.0184436,0.0594341,0.0525278,0,0,0,0,0,0,0,0,0
200,0.0371853,0,0,0,0,0,0,0,0.0325321,0,0.0205351,0.0629711,0,0,0.0324395,0,0,0.0475386,0.0460713,0.0436782,0.028295,0.0179096,0.0620476,0.0470161,0.0234018,0.0568465,0.059431,0.0250562,0.0351945,0.0381959,0.0201841,0.0172786,0.0584496,0.0334534,0.0145019,0.0133723,0.0297918,0,0.0162472,0.0699058,0.0208817,0,0,0.0449249,0,0,0.0326742,0.056316,0.0250638,0.0399653,0.00756298,0.0642301,0.0735605,0.0367817,0.0722248,0.0631004,0.0394452,0.063384,0.0423073,0.0457689,0.0710812,0.0198997,0.0199952,0.00890651,0.0175766,0.0640137,0.0516003,0,0,0,0,0,0,0,0,0
201,0.0362019,0.0671761,0,0,0,0,0,0,0.0335728,0,0.0216805,0.0633366,0,0,0.0325766,0,0,0.0476739,0.0456582,0.0448839,0.0275645,0.0186139,0.0595661,0.0529867,0.0235305,0.0566649,0.0587854,0.0245228,0.0357628,0.0384789,0.0210464,0.0181304,0.0608295,0.0356583,0.0146889,0.0134626,0.0300766,0,0.016327,0.0700665,0.0217456,0,0,0.0489995,0,0,0.034444,0.0564357,0.0248529,0.0378217,0.00745045,0.0613459,0.0772816,0.0367441,0.0720373,0.0630973,0.0393233,0.0637327,0.042478,0.0458628,0.0713234,0.0194507,0.0189455,0.0099882,0.0180876,0.0572666,0.0554832,0,0,0,0,0,0,0,0,0
202,0.0354052,0.0736359,0,0,0,0,0,0,0.0344722,0,0.0223241,0.0640721,0,0,0.0331547,0,0,0.0478704,0.0453099,0.0457976,0.0276877,0.0190134,0.0588125,0.0533887,0.0234824,0.0565983,0.058259,0.0242093,0.0362077,0.0386771,0.0217746,0.0188009,0.0629682,0.0347562,0.0146165,0.0136087,0.0302603,0,0.0163399,0.070065,0.0221689,0,0,0.0484707,0,0,0.0343365,0.0565861,0.0250053,0.03688,0.00719335,0.0603442,0.0771513,0.0367028,0.071964,0.063304,0.0393729,0.0637243,0.0423911,0.0458621,0.0713346,0.0190703,0.0192675,0.00989064,0.0179654,0.056991,0.0562292,0,0,0,0,0,0,0,0,0
203,0.0352311,0.0727353,0,0,0,0,0,0,0.0348807,0,0.0225962,0.0645833,0,0,0.032692,0,0,0.0476389,0.045188,0.0462265,0.0283161,0.0191011,0.0589203,0.0530712,0.0233357,0.056793,0.0579775,0.0241104,0.036432,0.0387849,0.0222573,0.0192435,0.0640609,0.0351895,0.0142111,0.0139443,0.0303408,0,0.0162228,0.0700041,0.0219796,0,0,0.0480595,0,0,0.0340724,0.0566372,0.025208,0.0364315,0.00693936,0.0600871,0.0765662,0.0363982,0.0718126,0.0634608,0.039256,0.063526,0.0423073,0.0458734,0.0712828,0.0186511,0.019191,0.00964657,0.017875,0.0569695,0.0564116,0,0,0,0,0,0,0,0,0
204,0.035163,0.0716269,0,0,0,0,0,0,0.0348531,0,0.0228189,0.0650048,0,0,0.0317405,0,0,0.0476802,0.0450255,0.0461754,0.029036,0.0192078,0.0589859,0.0528111,0.0232322,0.0568021,0.0578932,0.0238905,0.0365827,0.0388435,0.0226426,0.0196682,0.0640246,0.035684,0.0137994,0.0145993,0.0304582,0,0.0161085,0.0698582,0.021861,0,0,0.0476159,0,0,0.0337086,0.0567208,0.0253741,0.0359091,0.0068197,0.0598002,0.0759577,0.0363095,0.0716848,0.0636081,0.0390892,0.0631335,0.0422592,0.0458535,0.0711464,0.0182093,0.0191305,0.00942979,0.0177548,0.0569128,0.0565572,0,0,0,0,0,0,0,0,0
205,0.0350608,0.0715627,0,0,0,0,0,0,0.0345308,0,0.0231252,0.0652616,0,0,0.0193352,0,0,0.0529356,0.0448487,0.0458646,0.0295904,0.0194252,0.0589408,0.0522345,0.0232368,0.0565874,0.0579255,0.0236878,0.0367886,0.038926,0.0230381,0.0202167,0.0634603,0.035893,0.0158459,0.0143319,0.0307862,0,0.0161244,0.0695996,0.0217854,0,0,0.0471935,0,0,0.0335001,0.0568068,0.0254493,0.0353437,0.00676039,0.0594001,0.0754138,0.0363987,0.0715815,0.063784,0.0389716,0.0628818,0.0421425,0.0458203,0.0710546,0.0176557,0.0190115,0.00932566,0.0176584,0.0566752,0.0568437,0,0,0,0,0,0,0,0,0
206,0.0357739,0,0,0,0,0,0,0,0.0340843,0,0.0234872,0.0658462,0,0,0.0312976,0,0,0.0477113,0.045056,0.0453412,0.0316544,0.0197345,0.0621812,0.045309,0.023283,0.0565683,0.0581852,0.023861,0.0370245,0.0389438,0.0233363,0.0207375,0.062916,0.0349274,0.0143912,0.0133481,0.0309698,0,0.0163095,0.0693052,0.0196085,0,0,0.0421786,0,0,0.0319316,0.0572442,0.0256019,0.0370864,0.0065823,0.0622211,0.0699834,0.0366746,0.0714964,0.0642277,0.0392633,0.0624523,0.0417653,0.045559,0.0707879,0.0172219,0.0199758,0.00804456,0.0171868,0.0638698,0.05319,0,0,0,0,0,0,0,0,0
207,0.0342563,0.0716843,0,0,0,0,0,0,0.0336846,0,0.0236162,0.0655489,0,0,0.0317869,0,0,0.04852,0.0447927,0.0447295,0.0304509,0.0202528,0.0588247,0.052089,0.0230148,0.0561317,0.0577814,0.0237915,0.0374071,0.0391178,0.0240003,0.0214677,0.0623269,0.0363044,0.0148453,0.0133528,0.0313499,0,0.0164373,0.0690071,0.0212213,0,0,0.0459987,0,0,0.0335283,0.0570498,0.0254964,0.0342778,0.00675,0.0585308,0.074187,0.0365919,0.0713103,0.0641173,0.0389284,0.0625587,0.0418703,0.045701,0.0709387,0.0166948,0.0189193,0.00915955,0.0176789,0.0566713,0.0575749,0,0,0,0,0,0,0,0,0
208,0.0339413,0.07146,0,0,0,0,0,0,0.0333239,0,0.0238534,0.0657762,0,0,0.0317339,0,0,0.0482144,0.0448717,0.0442094,0.0309636,0.0204347,0.0588963,0.0519143,0.0229677,0.0559486,0.0576343,0.0238579,0.0377296,0.0392082,0.0247216,0.0221222,0.0613878,0.0364984,0.0145937,0.013323,0.0317062,0,0.0166346,0.0689107,0.020981,0,0,0.0454534,0,0,0.0335582,0.0571238,0.0255768,0.0337665,0.00681722,0.0582203,0.0736256,0.0367131,0.0711658,0.0641446,0.0389973,0.0623692,0.0418243,0.0456243,0.0708233,0.0161857,0.0187832,0.00915591,0.0176163,0.0565933,0.0579695,0,0,0,0,0,0,0,0,0
209,0.0335803,0.0714355,0,0,0,0,0,0,0.0327535,0,0.0240953,0.0657951,0,0,0.0317796,0,0,0.0477974,0.044918,0.0437412,0.0314997,0.0205282,0.0589194,0.0517189,0.0229538,0.0557966,0.0575859,0.0238702,0.038013,0.0393037,0.0251804,0.0226965,0.0602427,0.0366183,0.0143886,0.0131596,0.032145,0,0.0168451,0.0689841,0.0208465,0,0,0.0449659,0,0,0.0336103,0.0572164,0.0256521,0.0332948,0.00695962,0.0579636,0.0731645,0.0369608,0.0709753,0.064004,0.0391412,0.0621872,0.0418257,0.0455046,0.0706579,0.0156455,0.0188492,0.0090494,0.0175851,0.056588,0.0581936,0,0,0,0,0,0,0,0,0
210,0.0332293,0.071645,0,0,0,0,0,0,0.0320426,0,0.0243592,0.0657397,0,0,0.0317363,0,0,0.0474775,0.0449255,0.0435618,0.0319243,0.0207221,0.0588411,0.0514959,0.0229363,0.0556115,0.0575009,0.0238431,0.0382131,0.0393383,0.0255894,0.0231089,0.0591207,0.0367565,0.0143752,0.0129062,0.0325893,0,0.0170817,0.0690013,0.0208806,0,0,0.0445315,0,0,0.0335938,0.057302,0.0257059,0.0327637,0.00722548,0.0577527,0.0728149,0.0372576,0.0707822,0.0638983,0.0392604,0.0620719,0.0415924,0.0453916,0.0705131,0.0151507,0.0190588,0.00905288,0.017557,0.0565504,0.0583721,0,0,0,0,0,0,0,0,0
211,0.0329653,0.0715579,0,0,0,0,0,0,0.0313467,0,0.0246238,0.0658251,0,0,0.0314666,0,0,0.0473814,0.0449272,0.0432328,0.0322723,0.021111,0.0588103,0.0511608,0.023023,0.0554523,0.057265,0.0236806,0.0382754,0.0392722,0.0258494,0.0234118,0.0577692,0.0370131,0.0139999,0.0131697,0.0328572,0,0.0173029,0.0691509,0.0209908,0,0,0.0440793,0,0,0.0337272,0.0574822,0.0257192,0.0323258,0.00752398,0.0576916,0.0724889,0.0374346,0.0705551,0.0638549,0.0394522,0.061928,0.0413102,0.0452571,0.0703987,0.0147721,0.0193847,0.00879887,0.0179924,0.0565291,0.0585162,0,0,0,0,0,0,0,0,0
212,0.0326495,0.0711468,0,0,0,0,0,0,0.0305783,0,0.0249093,0.06592,0,0,0.0312594,0,0,0.0475099,0.0448029,0.0430255,0.0325501,0.0216212,0.0587678,0.0508612,0.0232853,0.05537,0.0568979,0.0233017,0.0382363,0.0391657,0.0259145,0.0236219,0.0560467,0.0373718,0.0140264,0.0130845,0.0331904,0,0.0175978,0.0693638,0.0211143,0,0,0.0437725,0,0,0.033723,0.0576241,0.0257687,0.0317933,0.00783885,0.0576004,0.0721899,0.0374752,0.0703629,0.0637912,0.0396326,0.0617717,0.0410139,0.0451627,0.0702747,0.0143575,0.0195801,0.00906097,0.0179601,0.0565967,0.058597,0,0,0,0,0,0,0,0,0
213,0.0323628,0.0708128,0,0,0,0,0,0,0.0297856,0,0.0251576,0.0660194,0,0,0.0310322,0,0,0.047693,0.0446905,0.0428635,0.0329427,0.0217745,0.0586776,0.0506424,0.0236343,0.0552779,0.0565017,0.0228779,0.0382141,0.0390571,0.0260491,0.0238387,0.0541756,0.0377538,0.0140043,0.0131175,0.0333744,0,0.0178983,0.0696444,0.0212175,0,0,0.0435378,0,0,0.0335356,0.0577708,0.0257911,0.0311362,0.00819685,0.0574236,0.0718866,0.0374771,0.0701815,0.0637465,0.0398175,0.0616602,0.0406252,0.0451004,0.0701324,0.0139958,0.0198493,0.00905933,0.0178981,0.0566955,0.0586551,0,0,0,0,0,0,0,0,0
214,0.0320682,0.0704274,0,0,0,0,0,0,0.0289725,0,0.0254059,0.0659818,0,0,0.0308695,0,0,0.0478189,0.0446468,0.0426207,0.0333508,0.0219062,0.0585801,0.0505866,0.0239377,0.0551915,0.0561612,0.0226195,0.0382198,0.0388706,0.0263206,0.0241645,0.0520198,0.0380745,0.0139295,0.0132956,0.0333853,0,0.0181744,0.069845,0.0212929,0,0,0.0432455,0,0,0.0334131,0.0580459,0.0258638,0.030454,0.00860347,0.0571926,0.0715248,0.0375125,0.0699816,0.0637562,0.0401406,0.0615166,0.0403936,0.0449069,0.0698969,0.0137121,0.0200745,0.0090043,0.0178439,0.0566499,0.0587256,0,0,0,0,0,0,0,0,0
215,0.0319429,0.0703008,0,0,0,0,0,0,0.0271595,0,0.0261996,0,0,0,0.0306871,0,0,0.0477887,0.0507255,0.0414689,0.0398423,0.0219889,0.0611793,0.0503834,0.0242933,0.0572973,0.0606326,0.0271208,0.0368616,0.0368582,0.0246939,0.0221417,0.0484254,0.0384765,0.0138277,0.0132522,0.034903,0,0.0207004,0,0.0212309,0,0,0.042464,0,0,0.0335168,0.0649744,0.0302492,0.0314645,0.0108036,0.0600507,0.0705888,0.0385276,0.0711106,0.0680508,0.0456779,0.0562966,0.036086,0.0405289,0.0650657,0.013139,0.0202512,0.00894517,0.0176612,0.056684,0.0588528,0,0,0,0,0,0,0,0,0
216,0.0321127,0.0702103,0,0,0,0,0,0,0.0277277,0,0.0263477,0,0,0,0.0303422,0,0,0.0474849,0.0471712,0.0420094,0.042694,0.0223637,0.0602062,0.0494953,0.0243362,0.0571766,0.059407,0.0248823,0.0370625,0.0368566,0.0253931,0.023054,0.0487194,0.0389938,0.0133646,0.0134901,0.0366548,0,0.0198093,0.069487,0.0213505,0,0,0.0417558,0,0,0.0337471,0.062025,0.0262176,0.0248382,0.0104007,0.057966,0.0701718,0.0373509,0.0687409,0.0639449,0.0428634,0.0605061,0.0395781,0.0439551,0.0686777,0.0110396,0.0205842,0.00883081,0.0176766,0.0568477,0.0584952,0,0,0,0,0,0,0,0,0
217,0.031489,0.0695763,0,0,0,0,0,0,0.0274385,0,0.0256516,0.0663422,0,0,0.0305148,0,0,0.0471511,0.0439963,0.0409347,0.0342663,0.022782,0.0584705,0.0500217,0.0249639,0.0546873,0.0549325,0.0215782,0.0384099,0.0385692,0.0271768,0.0254778,0.0443484,0.0389902,0.0136797,0.0130535,0.0343577,0,0.0187876,0.0689291,0.0213873,0,0,0.0413277,0,0,0.0337656,0.058277,0.0267012,0.0284734,0.00956161,0.0565349,0.0700373,0.0377035,0.0697984,0.0637005,0.0409128,0.0609867,0.0401095,0.0445591,0.0693712,0.0128673,0.0205808,0.00899826,0.0174871,0.0565834,0.058774,0,0,0,0,0,0,0,0,0
218,0.0316433,0.0692884,0,0,0,0,0,0,0.0268993,0,0.0259774,0.0670972,0,0,0.015242,0,0,0.051773,0.044048,0.040675,0.0353604,0.0223582,0.058339,0.0494956,0.0253089,0.0535192,0.0543068,0.0216331,0.0389511,0.0390509,0.0279033,0.0259577,0.0441662,0.0389733,0.0138974,0.014913,0.0345768,0,0.0190177,0.0688289,0.0215356,0,0,0.040708,0,0,0.033555,0.0584923,0.0270144,0.0274971,0.00989105,0.0560342,0.0695745,0.0379941,0.0697367,0.0637726,0.0413517,0.0608071,0.039925,0.0443793,0.0692291,0.0127047,0.0206943,0.00880629,0.0174469,0.0563525,0.0586169,0,0,0,0,0,0,0,0,0
219,0.0312582,0.0692641,0,0,0,0,0,0,0.0262527,0,0.0260873,0.0671744,0,0,0.0303294,0,0,0.0464662,0.0437925,0.0399078,0.0354603,0.0226468,0.0578692,0.0494353,0.0255921,0.0532753,0.0539591,0.0214786,0.0386855,0.0387703,0.0277376,0.0258418,0.0416639,0.0394192,0.0131098,0.0131817,0.0347091,0,0.0192268,0.0687552,0.0214971,0,0,0.0401135,0,0,0.0331945,0.0587014,0.0269075,0.0268069,0.0101979,0.0555524,0.069354,0.0381065,0.0693813,0.0637549,0.0415855,0.0607019,0.0398682,0.0441833,0.0691742,0.012545,0.0210624,0.00868335,0.0173069,0.0563943,0.0587252,0,0,0,0,0,0,0,0,0
220,0.0313156,0.0695803,0,0,0,0,0,0,0.0255367,0,0.027154,0,0,0,0.0300301,0,0,0.0464292,0.0461487,0.0400728,0.0437848,0.0235745,0.0589764,0.0484891,0.025387,0.0552216,0.057448,0.0242419,0.0365262,0.0360313,0.0252357,0.0232771,0.0397608,0.0397982,0.0124436,0.0136395,0.037367,0,0.0205689,0.0689195,0.0216713,0,0,0.0395284,0,0,0.0328749,0.0626643,0.0269675,0.0219947,0.0117423,0.0564746,0.0689821,0.0377998,0.067879,0.0640298,0.0439094,0.0600037,0.0390972,0.0433857,0.068298,0.0107344,0.021366,0.00848736,0.0171564,0.0561361,0.0586892,0,0,0,0,0,0,0,0,0
221,0.0308815,0.0691905,0,0,0,0,0,0,0.0267969,0,0.0265476,0.0668962,0,0,0.0299919,0,0,0.0471102,0.0430372,0.0382408,0.0355373,0.0230208,0.0568432,0.0486994,0.0259405,0.0526585,0.0530441,0.0216131,0.0379604,0.0379395,0.0271058,0.0255303,0.0346742,0.0396496,0.0131605,0.0133343,0.0351533,0,0.0196052,0.0683505,0.021662,0,0,0.0393715,0,0,0.0326879,0.0589901,0.026969,0.025706,0.0108511,0.054713,0.0688947,0.0377224,0.0689182,0.0637227,0.0417911,0.0605288,0.039643,0.0440219,0.0690089,0.0121337,0.0214845,0.00845664,0.0170504,0.0555232,0.0589022,0,0,0,0,0,0,0,0,0
222,0.0306751,0.0690631,0,0,0,0,0,0,0.0279212,0,0.0267089,0.0664906,0,0,0.0298765,0,0,0.0471175,0.0425326,0.0374255,0.0354859,0.0229606,0.0563121,0.0483908,0.0259169,0.0521614,0.0525351,0.0218859,0.0375685,0.0374582,0.0265948,0.0253661,0.0303479,0.0399904,0.0135576,0.0130565,0.0354842,0,0.0198097,0.0680319,0.0217655,0,0,0.0390895,0,0,0.0325634,0.0590878,0.0269279,0.0252575,0.0111379,0.0543355,0.0687914,0.0375057,0.0688053,0.0636179,0.0418924,0.0604454,0.039605,0.0440804,0.0689733,0.0118608,0.0218537,0.00845809,0.0169266,0.0553534,0.0590368,0,0,0,0,0,0,0,0,0
223,0.0305798,0.06915,0,0,0,0,0,0,0.0286617,0,0.0278161,0,0,0,0.0297429,0,0,0.0464564,0.0443243,0.0383111,0.0431064,0.0236624,0.0572332,0.0476796,0.0252026,0.0536164,0.0557654,0.0243862,0.0350783,0.0341451,0.0234221,0.0232305,0.0271826,0.0404357,0.0130322,0.0132164,0.0379443,0,0.021158,0.0679454,0.022044,0,0,0.0387532,0,0,0.0325747,0.0630444,0.0268941,0.0208921,0.0127629,0.0554339,0.0687525,0.0371256,0.0673488,0.0638394,0.0441004,0.0596493,0.0388737,0.0433519,0.0681727,0.0104697,0.0221172,0.00838533,0.0169021,0.0552999,0.0592133,0,0,0,0,0,0,0,0,0
224,0.0303774,0.0688025,0,0,0,0,0,0,0.032084,0,0.0259681,0.0661237,0,0,0.0297724,0,0,0.0457527,0.0413412,0.0352848,0.035324,0.022361,0.0553267,0.0479919,0.025956,0.0510472,0.051451,0.0228262,0.0367447,0.036352,0.0253872,0.0260754,0.0222763,0.0403345,0.0118742,0.0139435,0.0358792,0,0.0201652,0.0670874,0.0220256,0,0,0.0386013,0,0,0.0325977,0.0593213,0.0265969,0.0244356,0.0118438,0.0536589,0.0685493,0.0370582,0.0680982,0.0634086,0.0418331,0.0602217,0.0393716,0.0439557,0.0689752,0.0114771,0.0220991,0.00827104,0.0169255,0.0549874,0.0593117,0,0,0,0,0,0,0,0,0
225,0.0302361,0.0686996,0,0,0,0,0,0,0.0353415,0,0.0254961,0.0662331,0,0,0.0296509,0,0,0.0455813,0.0405772,0.0342563,0.0351042,0.022037,0.0549177,0.0478514,0.0259651,0.0504389,0.0509059,0.0235892,0.0363915,0.0359633,0.0251257,0.0269988,0.0194994,0.0404114,0.0119241,0.0138388,0.0362742,0,0.0203527,0.0664381,0.0220764,0,0,0.0385936,0,0,0.032584,0.0594337,0.0265444,0.0241157,0.0122093,0.0534055,0.0684552,0.0373541,0.0676619,0.0632571,0.0418227,0.0601592,0.0392677,0.0439872,0.0689612,0.011235,0.0222352,0.00824916,0.0169516,0.0548045,0.0593184,0,0,0,0,0,0,0,0,0
226,0.0301741,0.0685692,0,0,0,0,0,0,0.0388875,0,0.0246615,0.0661317,0,0,0.0295981,0,0,0.0457477,0.0397799,0.0330084,0.0350813,0.0216632,0.0545487,0.0477647,0.0260474,0.0499466,0.0504856,0.02443,0.0363016,0.0355065,0.025387,0.0287543,0.0180687,0.040696,0.0126309,0.0133179,0.0367879,0,0.0205839,0.0657506,0.0220352,0,0,0.0385977,0,0,0.0326102,0.0596766,0.0265388,0.0237263,0.0126384,0.0531791,0.0683422,0.0379901,0.0672182,0.0630702,0.0419773,0.0600996,0.0393383,0.0439906,0.0689086,0.0109253,0.0224487,0.00831801,0.0169287,0.054645,0.0593246,0,0,0,0,0,0,0,0,0
227,0.0301597,0.0683614,0,0,0,0,0,0,0.0426016,0,0.0248784,0.0657265,0,0,0.0295444,0,0,0.0458363,0.0392661,0.032706,0.0350189,0.021529,0.0541562,0.0477234,0.0259189,0.0492023,0.0502422,0.025029,0.0362329,0.0351518,0.0255438,0.0296997,0.0170253,0.0409772,0.0129647,0.0130988,0.0371777,0,0.0207906,0.0651564,0.0219355,0,0,0.0384569,0,0,0.0326905,0.0597912,0.0265212,0.023277,0.0130285,0.0528309,0.0682224,0.0384249,0.0667773,0.0628993,0.0421124,0.060112,0.0393549,0.0439736,0.0688964,0.0106836,0.0226451,0.00831166,0.0168857,0.0544658,0.0593192,0,0,0,0,0,0,0,0,0
228,0.0300496,0.0681433,0,0,0,0,0,0,0.0456694,0,0.0250214,0.0655022,0,0,0.0294384,0,0,0.045773,0.0388914,0.0323057,0.0349015,0.0213999,0.053771,0.047604,0.0257663,0.048515,0.0501185,0.0257068,0.0362366,0.0349479,0.0256153,0.0303234,0.0170908,0.041264,0.0128962,0.0131784,0.037577,0,0.0209888,0.0646284,0.021863,0,0,0.0381139,0,0,0.0327123,0.0598306,0.026493,0.0228683,0.0133745,0.052479,0.0680642,0.0385089,0.0663313,0.0627734,0.0421755,0.0601787,0.0393067,0.0439817,0.0689233,0.0104566,0.0228289,0.00814288,0.0168788,0.0541994,0.0592651,0,0,0,0,0,0,0,0,0
229,0.029813,0.0678803,0,0,0,0,0,0,0.0456582,0,0.0248715,0.0651408,0,0,0.0292555,0,0,0.0455719,0.0387711,0.0316304,0.0347759,0.0210116,0.0534279,0.0475416,0.0255218,0.0480695,0.0502833,0.0265316,0.0361036,0.0349246,0.0250985,0.0303323,0.0169275,0.0415571,0.0123944,0.0136366,0.0380273,0,0.0211718,0.0642475,0.0218395,0,0,0.0376124,0,0,0.0326419,0.0597562,0.0265225,0.0224795,0.0135548,0.0520846,0.0678516,0.0382426,0.0660344,0.0626102,0.0420871,0.0601551,0.0391946,0.0439812,0.0689252,0.0102843,0.0230395,0.00809188,0.0168235,0.0539464,0.0592514,0,0,0,0,0,0,0,0,0
230,0.0296442,0.0677233,0,0,0,0,0,0,0.0430824,0,0.0245316,0.0647584,0,0,0.0292892,0,0,0.0452372,0.0389175,0.0304183,0.0345673,0.0203468,0.0531786,0.0475316,0.0251234,0.048023,0.050715,0.027523,0.0358093,0.0352589,0.0240345,0.0295958,0.0164205,0.0419009,0.0123145,0.013457,0.0384042,0,0.0213,0.0640233,0.0218248,0,0,0.0370516,0,0,0.0324274,0.059617,0.0265994,0.0220972,0.0135385,0.0517371,0.0676029,0.0380779,0.0662633,0.0624254,0.0418253,0.0601572,0.039146,0.0440013,0.0689112,0.0101789,0.0233126,0.00827595,0.0166061,0.0538241,0.0592891,0,0,0,0,0,0,0,0,0
