Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B
181,0,0,0,0,0.0152241,0.0139933,0,0,0.028577,0.0209406,0.0212509,0.00886114,0,0,0.00393379,0,0.0158133,0.00496157,0.0425716,0.0287308,0.0207239,0.0151681,0.00893864,0.0254603,0.0102462,0.0135445,0.013138,0.0359305,0.00970877,0.00624078,0.0057714,0.00631112,0.0319263,0.00515838,0.00445082,0.00428987,0.018826,0.0186138,0.0242202,0.0049565,0.00578526,0,0,0.0356177,0,0.0107148,0.0188109,0.0378244,0.0321353,0.0330165,0.00425866,0.0193838,0.0136026,0.0216442,0.0150503,0.0123643,0.0241793,0.0398352,0.019188,0.0345641,0.0225875,0.0171662,0.0111941,0.00958391,0.0192197,0.00804758,0,0,0,0.013367,0
182,0,0,0,0,0.0151997,0.0141016,0,0,0.0282706,0.0209076,0.0205471,0.0089902,0,0,0.00397903,0,0.0157507,0.00502266,0.0425088,0.0282795,0.0206333,0.0143539,0.0091298,0.0256877,0.00982399,0.0129513,0.0125077,0.0356373,0.00953432,0.00628332,0.00560503,0.00612317,0.0317267,0.00526669,0.0044531,0.00429554,0.0189644,0.0185724,0.0234396,0.00501456,0.00579561,0,0,0.0354943,0,0.0107036,0.0187926,0.0373497,0.0342214,0.0330888,0.00425576,0.0195183,0.0136178,0.0215439,0.0151396,0.0119327,0.0231976,0.039321,0.0181362,0.0332581,0.0245686,0.0172358,0.0112126,0.00958206,0.0192764,0.00792724,0,0,0,0.0133357,0
183,0,0,0,0,0.0151954,0.0141529,0,0,0.0278878,0.0209156,0.020182,0.00920819,0,0,0.00406348,0,0.0157674,0.0050183,0.0423973,0.027902,0.0205525,0.0136125,0.00903856,0.0258855,0.00938952,0.0123685,0.0119068,0.0354714,0.00949715,0.00646968,0.00549797,0.0059252,0.0317064,0.00534321,0.00448218,0.00431625,0.0185022,0.018543,0.0235769,0.00500979,0.00582931,0,0,0.0353136,0,0.010709,0.0187558,0.0371162,0.0361163,0.0331718,0.00438862,0.0194244,0.0136771,0.0216359,0.0145807,0.0114549,0.0239447,0.0393311,0.0182608,0.0335919,0.024778,0.0173332,0.0112179,0.009639,0.0192583,0.00791947,0,0,0,0.0129406,0
184,0,0,0,0,0.0151978,0.0141936,0,0,0.0274307,0.0209312,0.0195979,0.00939606,0,0,0.00414119,0,0.0157712,0.00502091,0.0422605,0.0275979,0.0204214,0.0130341,0.00883241,0.0260251,0.00898407,0.0118759,0.0113788,0.0354165,0.00954818,0.00681139,0.00545745,0.00575705,0.0316174,0.00540567,0.00451877,0.0043826,0.0168472,0.0184925,0.0237082,0.00495614,0.00568453,0,0,0.0352121,0,0.0107644,0.0187584,0.0372265,0.0362825,0.0332417,0.0047695,0.0192612,0.0137943,0.0219427,0.0134417,0.0106717,0.0247631,0.0399723,0.0191352,0.0350484,0.0224987,0.017469,0.0112243,0.00966232,0.0192413,0.00791492,0,0,0,0.012203,0
185,0,0,0,0,0.015243,0.0143022,0,0,0.0268612,0.0209868,0.0190098,0.00963002,0,0,0.00414819,0,0.015828,0.00509836,0.0421753,0.0272647,0.0202937,0.012433,0.00845031,0.0261858,0.00864994,0.011336,0.0108872,0.0354263,0.00950034,0.00719079,0.00550436,0.0055853,0.0314527,0.00551566,0.00453747,0.00442065,0.0163372,0.0184485,0.0245853,0.00491877,0.00559029,0,0,0.0350308,0,0.0107704,0.0188193,0.0373435,0.0355935,0.033582,0.0052198,0.0190003,0.0139089,0.0225622,0.0123062,0.00996767,0.0252046,0.0408299,0.0206047,0.0369172,0.0189414,0.017499,0.011243,0.0096374,0.0192659,0.00803995,0,0,0,0.0116897,0
186,0,0,0,0,0.0153084,0.0143687,0,0,0.026375,0.0210238,0.0181592,0.00984998,0,0,0.00409543,0,0.0158358,0.00505295,0.0421263,0.0269095,0.0201405,0.0115421,0.00772692,0.0263145,0.00833296,0.0105968,0.010344,0.0355562,0.0093604,0.00759185,0.00568724,0.00545169,0.0315201,0.00566823,0.00450985,0.00440386,0.0195359,0.0184667,0.0275925,0.00484803,0.00557881,0,0,0.0347931,0,0.0107359,0.0188756,0.0372899,0.0359032,0.0340085,0.00586598,0.0184222,0.0139049,0.0231303,0.0112108,0.00961776,0.0264912,0.0416973,0.0226371,0.0389275,0.0174705,0.0174257,0.0112505,0.00963847,0.0192451,0.00827022,0,0,0,0.0113833,0
187,0,0,0,0,0.0151773,0.0142784,0,0,0.0258783,0.0210502,0.0170572,0.0100237,0,0,0.00396883,0,0.0157682,0.00490591,0.0420121,0.0264317,0.0199874,0.010668,0.00694738,0.0261595,0.00800248,0.00976378,0.00980521,0.0357685,0.00947498,0.00819075,0.0059637,0.00532512,0.03169,0.00579257,0.00450152,0.00435664,0.0189651,0.0184934,0.0275265,0.00484286,0.00558127,0,0,0.0346689,0,0.0107505,0.0188086,0.0374308,0.0334996,0.0343748,0.00503456,0.0176972,0.0139162,0.0236013,0.0106749,0.0093956,0.0262467,0.041843,0.0228784,0.0387176,0.0168198,0.0173041,0.0112108,0.00961384,0.0190879,0.00846333,0,0,0,0.0111779,0
188,0,0,0,0,0.0150322,0.014247,0,0,0.0251368,0.0210645,0.0160828,0.0101226,0,0,0.00394646,0,0.0156956,0.00493503,0.0418918,0.025633,0.0198913,0.0100948,0.00639068,0.0259401,0.00765939,0.00903811,0.00927565,0.0359536,0.00972523,0.00872667,0.00615901,0.00522637,0.0315603,0.00589317,0.00450551,0.00430561,0.0168253,0.0184756,0.0260724,0.00480634,0.00547094,0,0,0.0345704,0,0.0107826,0.0188024,0.0376506,0.0305562,0.0346041,0.00389587,0.0171183,0.0141052,0.0240481,0.0105035,0.00921773,0.0256832,0.0419009,0.0225111,0.0379136,0.0155027,0.0172463,0.0112655,0.00953889,0.019029,0.00856195,0,0,0,0.0110158,0
189,0,0,0,0,0.0147833,0.0142435,0,0,0.0243234,0.0210784,0.0150852,0.0102331,0,0,0.00400873,0,0.0157143,0.00501627,0.041836,0.024527,0.0197939,0.00963719,0.00606891,0.0255655,0.00725467,0.00831494,0.00876702,0.0361036,0.00991553,0.00918239,0.00631864,0.00514617,0.0314163,0.00595434,0.00450548,0.0042827,0.0155186,0.0184218,0.0245243,0.00477797,0.00534143,0,0,0.0343959,0,0.0108076,0.0187421,0.0377999,0.0290462,0.0347676,0.00296053,0.0166672,0.0143623,0.0244267,0.0107031,0.00911706,0.0254213,0.0421072,0.0220724,0.0373516,0.013767,0.017257,0.0114437,0.00950343,0.0190093,0.00857157,0,0,0,0.010922,0
190,0,0,0,0,0.0143929,0.0141965,0,0,0.0232071,0.0210545,0.014108,0.0103546,0,0,0.00415383,0,0.0157349,0.00505368,0.0418219,0.0233027,0.0196752,0.0092009,0.00587079,0.024987,0.00686688,0.00759995,0.00826737,0.036058,0.0100003,0.00957049,0.00648066,0.00504354,0.0310057,0.00595967,0.00451133,0.00426153,0.0160986,0.0183415,0.0235433,0.0048191,0.00518496,0,0,0.0341179,0,0.0108297,0.018631,0.0378655,0.0293213,0.0348986,0.00158599,0.0166294,0.0146656,0.0244368,0.0113024,0.00900391,0.0250836,0.0421753,0.0215978,0.036518,0.0123471,0.0173142,0.0115739,0.00954094,0.0190009,0.00854088,0,0,0,0.0108141,0
191,0,0,0,0,0.0140089,0.0140384,0,0,0.0218848,0.0210298,0.0132358,0.0103433,0,0,0.00428301,0,0.0157105,0.00504961,0.0417683,0.0220835,0.0195603,0.00885218,0.00579852,0.0242989,0.00633174,0.00689489,0.00782369,0.0359238,0.0100408,0.00981358,0.00658291,0.00492233,0.0303237,0.00589209,0.00453327,0.00425602,0.0177797,0.0182804,0.0236861,0.0049649,0.00498596,0,0,0.0338856,0,0.0108523,0.0184444,0.0375603,0.0300012,0.0349374,0.0015677,0.0166176,0.0150124,0.0240313,0.0122774,0.00921809,0.024533,0.0417063,0.0205285,0.0352586,0.0124716,0.017353,0.0116079,0.00959872,0.0189694,0.00848754,0,0,0,0.0106596,0
192,0,0,0,0,0.0137268,0.0138299,0,0,0.0203312,0.0210435,0.0125682,0.0101693,0,0,0.00436278,0,0.0156969,0.00498018,0.0415981,0.0209536,0.0193796,0.00867436,0.0058879,0.0235824,0.00560335,0.00619805,0.00752844,0.0356823,0.0101401,0.00997925,0.00672074,0.00478002,0.0295185,0.00578178,0.00454223,0.0042194,0.019192,0.018269,0.0243362,0.00510355,0.00476369,0,0,0.033659,0,0.0108785,0.0183136,0.0365177,0.029874,0.0348068,0.00307994,0.0165159,0.0153614,0.0235365,0.0134911,0.00993376,0.0235731,0.0408604,0.0194619,0.0340888,0.0138794,0.0173596,0.0115958,0.00966299,0.0189244,0.00848321,0,0,0,0.0106541,0
193,0,0,0,0,0.0135853,0.0136243,0,0,0.0189254,0.021101,0.0123375,0.0102509,0,0,0.00437741,0,0.0156626,0.00481251,0.0412564,0.0199809,0.0191874,0.0090129,0.00594348,0.0228213,0.00494461,0.00584433,0.00771516,0.0354379,0.0104094,0.0102299,0.00701983,0.00464601,0.0286043,0.0056751,0.00453607,0.00411202,0.019788,0.0182912,0.0243645,0.00513535,0.00446559,0,0,0.0333526,0,0.0109036,0.0181953,0.0350362,0.0290198,0.0346485,0.00311709,0.0161359,0.015694,0.0231858,0.0145055,0.0106669,0.0225356,0.0402265,0.01877,0.0333096,0.0142864,0.0173483,0.0115259,0.00960687,0.0188122,0.00859419,0,0,0,0.0108832,0
194,0,0,0,0,0.0134392,0.0134504,0,0,0.0179145,0.0211695,0.0126685,0.010033,0,0,0.00442138,0,0.0155237,0.00460471,0.0407418,0.0190047,0.0189877,0.00979088,0.0058756,0.0220074,0.00449696,0.00598795,0.00844918,0.0352152,0.0107501,0.0106869,0.0075948,0.00451114,0.0279324,0.00556844,0.00449713,0.00395221,0.0202545,0.0183106,0.0240615,0.00513758,0.0042804,0,0,0.0331395,0,0.0108849,0.0181161,0.0336039,0.0277067,0.0346857,0.00279971,0.0156045,0.0160275,0.0231586,0.0153284,0.0113534,0.0215515,0.0400492,0.018477,0.0328841,0.014467,0.0172186,0.0113988,0.00942965,0.0186299,0.0088185,0,0,0,0.0112185,0
195,0,0,0,0,0.0131345,0.0132387,0,0,0.0177606,0.0212561,0.013454,0.00952757,0,0,0.00443167,0,0.0154102,0.00441939,0.0401773,0.017948,0.0187419,0.0108632,0.00577108,0.0212213,0.00431209,0.00669672,0.00965789,0.035155,0.0110847,0.0114528,0.00828565,0.00438076,0.0277045,0.00542466,0.00446012,0.00378837,0.0207363,0.0183329,0.0236906,0.00521205,0.00418498,0,0,0.0330962,0,0.0108432,0.0181225,0.0325812,0.0262326,0.0349026,0.00278789,0.0149738,0.016413,0.0234668,0.015662,0.0113985,0.0209801,0.0399539,0.0182287,0.0324796,0.0148367,0.0170707,0.0112974,0.00931719,0.0183459,0.00916111,0,0,0,0.011433,0
196,0,0,0,0,0.012748,0.012956,0,0,0.0189711,0.0213286,0.0147669,0.00906673,0,0,0.00439863,0,0.0153459,0.00427251,0.0397034,0.0170034,0.0183733,0.0119622,0.00565141,0.0204756,0.00432711,0.00792497,0.0111901,0.0352512,0.0113231,0.0128123,0.00907514,0.00437994,0.0283955,0.00530121,0.00441908,0.00367757,0.0205311,0.0183766,0.0227474,0.00535293,0.00412627,0,0,0.0331845,0,0.0108395,0.0179478,0.0319739,0.0242631,0.0350471,0.00328636,0.0143996,0.0168272,0.0240918,0.015829,0.0109991,0.020593,0.039719,0.0179147,0.0318585,0.0148483,0.0169654,0.0112151,0.00921504,0.0180127,0.00958728,0,0,0,0.0112888,0
197,0,0,0,0,0.0125079,0.0126596,0,0,0.0222027,0.0214267,0.0164112,0.00864361,0,0,0.00433791,0,0.0152865,0.00416848,0.0394284,0.0162657,0.0179047,0.0131081,0.00531937,0.0196924,0.00439826,0.00978019,0.0129163,0.0354281,0.0116357,0.0147395,0.00988783,0.00457401,0.0298558,0.00519096,0.00438988,0.00355601,0.0197103,0.0184217,0.0214355,0.00555365,0.00419684,0,0,0.0332336,0,0.0108382,0.017841,0.0319033,0.0222849,0.0350379,0.0048223,0.0139082,0.0171171,0.0247876,0.015983,0.0105525,0.0202847,0.0392267,0.0174926,0.0312038,0.0140829,0.0169901,0.011197,0.00913919,0.0176825,0.0100679,0,0,0,0.0110467,0
198,0,0,0,0,0.012448,0.0123463,0,0,0.027091,0.0215539,0.0181686,0.00813059,0,0,0.00433102,0,0.0152006,0.00409052,0.0393789,0.0155746,0.0174297,0.0143007,0.00483973,0.0188965,0.00449414,0.0122316,0.0145779,0.0356771,0.0121334,0.0170732,0.0106345,0.00500164,0.0324181,0.0050341,0.00436441,0.0034185,0.0190999,0.0184796,0.0201354,0.00571404,0.00443498,0,0,0.0333011,0,0.0108007,0.017845,0.0321631,0.0205347,0.0348829,0.00636447,0.0132841,0.0172901,0.0251607,0.0160501,0.0100907,0.0197988,0.0385554,0.0168206,0.0301956,0.013394,0.0170558,0.0111533,0.0090404,0.0173386,0.010533,0,0,0,0.0108129,0
199,0,0,0,0,0.0124639,0.0119851,0,0,0.0328258,0.021713,0.0197792,0.00746201,0,0,0.00435443,0,0.0151189,0.00400704,0.0393861,0.0146526,0.0169907,0.0155896,0.00437485,0.0180555,0.00482444,0.0151439,0.0160799,0.0360083,0.0127348,0.0195719,0.0110423,0.00564076,0.0365929,0.004885,0.00433041,0.00329778,0.0188624,0.0185154,0.0190853,0.0056651,0.00474714,0,0,0.0336498,0,0.010744,0.017853,0.0325219,0.0191234,0.0345914,0.00750824,0.0126192,0.0173535,0.0250785,0.0162663,0.00996023,0.0190814,0.037756,0.0163279,0.0291197,0.0129444,0.0169383,0.0110559,0.0090013,0.0169675,0.0109157,0,0,0,0.0106868,0
200,0,0,0,0,0.0123768,0.0115642,0,0,0.038732,0.0219027,0.0208895,0.0066484,0,0,0.00435443,0,0.0150236,0.00391085,0.0393549,0.0138537,0.0166598,0.0169348,0.00399482,0.0171876,0.00566928,0.0182436,0.017522,0.0364515,0.0133634,0.0219966,0.0111364,0.00645039,0.0419976,0.00475558,0.00425681,0.00314214,0.0188255,0.0185453,0.0183971,0.0053548,0.0051508,0,0,0.0341358,0,0.0106915,0.017933,0.0328964,0.0182846,0.0342435,0.00828293,0.0120379,0.0172764,0.0246104,0.016578,0.010429,0.0181916,0.037016,0.0155772,0.0281205,0.0126484,0.0167639,0.0111765,0.00898547,0.0165933,0.0112226,0,0,0,0.0107944,0
201,0,0,0,0,0.0120693,0.0111394,0,0,0.0444862,0.0220891,0.0218805,0.005748,0,0,0.00434569,0,0.014938,0.00379258,0.0392545,0.0143674,0.016443,0.0180966,0.00374853,0.0162673,0.00703704,0.0211754,0.0189001,0.0370629,0.0140434,0.0243768,0.011152,0.00743809,0.0474734,0.00464125,0.00416777,0.0028651,0.0190845,0.018582,0.018045,0.00488505,0.0056306,0,0,0.0347992,0,0.0106425,0.0179758,0.0332248,0.0179643,0.0339265,0.00826946,0.0114966,0.0171062,0.0240596,0.0170506,0.0115056,0.0173389,0.0365232,0.0145929,0.0270645,0.0126487,0.0165011,0.0113092,0.00900041,0.0161895,0.0114963,0,0,0,0.0112013,0
202,0,0,0,0,0.0116097,0.0108124,0,0,0.0497706,0.0222813,0.0233134,0.00485341,0,0,0.00447765,0,0.014877,0.00375814,0.0390345,0.0165932,0.0163127,0.0190095,0.00355066,0.0152934,0.00871369,0.0238442,0.0200692,0.0378107,0.0148897,0.0267374,0.0114604,0.00867166,0.052565,0.00454792,0.00408723,0.00265681,0.0197127,0.0186554,0.0183452,0.00439177,0.00614654,0,0,0.0354557,0,0.0106557,0.0181596,0.0334187,0.0183408,0.0336755,0.00831459,0.0110224,0.01693,0.0237236,0.0178319,0.0128796,0.0171266,0.0362374,0.0142094,0.026034,0.01319,0.0164508,0.0114057,0.0090697,0.0158137,0.0117893,0,0,0,0.0118603,0
203,0,0,0,0,0.0111552,0.0106629,0,0,0.0541738,0.0224321,0.0249486,0.00406333,0,0,0.00478855,0,0.0148021,0.00381467,0.0387342,0.0195914,0.0162344,0.0198219,0.00341396,0.0143302,0.0105239,0.0262429,0.0209872,0.0386645,0.015758,0.0289971,0.0119866,0.0100131,0.0577489,0.00448882,0.00404424,0.00257049,0.0197253,0.0187627,0.0180013,0.00405886,0.00662327,0,0,0.0360627,0,0.0107158,0.0184242,0.0335053,0.0182995,0.0336012,0.00800589,0.0106642,0.0167456,0.023773,0.0181858,0.0132225,0.0169693,0.0364657,0.0137396,0.0253591,0.0131826,0.0165958,0.0115088,0.00921863,0.0154941,0.0121291,0,0,0,0.0122519,0
204,0,0,0,0,0.0107856,0.0105619,0,0,0.057975,0.0225397,0.0264913,0.00346317,0,0,0.0051879,0,0.0147423,0.00391148,0.0384437,0.022721,0.0162439,0.0204576,0.00350721,0.0134176,0.0121844,0.0282877,0.0214303,0.0393589,0.0164382,0.0309417,0.0125741,0.0114639,0.0641978,0.00440187,0.00404398,0.00251661,0.0196298,0.0187961,0.017847,0.003985,0.00701208,0,0,0.0366962,0,0.0107281,0.0184519,0.0333453,0.0184038,0.0336326,0.00793945,0.010532,0.0167346,0.0241172,0.0182525,0.0130051,0.0172319,0.0366766,0.0138793,0.0254957,0.0131007,0.0166158,0.0115509,0.00927591,0.0152394,0.0123809,0,0,0,0.0122625,0
205,0,0,0,0,0.010654,0.0105253,0,0,0.0620668,0.0225589,0.027723,0.00301919,0,0,0.00556407,0,0.0146973,0.00404077,0.0381901,0.0260315,0.0162918,0.0209854,0.00402303,0.0126472,0.0135005,0.0300663,0.0212731,0.0396635,0.0169918,0.0324891,0.013002,0.0129722,0.0721264,0.00430958,0.00405577,0.00244799,0.019692,0.0187905,0.0181682,0.00412366,0.0072743,0,0,0.0369713,0,0.0107336,0.0184206,0.0329144,0.0189489,0.0336383,0.00825284,0.0105996,0.0168693,0.024604,0.0179967,0.0125357,0.0176429,0.0365469,0.0145078,0.0261115,0.0132859,0.0168621,0.0115655,0.0092639,0.0151374,0.0125458,0,0,0,0.0121012,0
206,0,0,0,0,0.0115867,0.0104331,0,0,0.0666297,0.0226349,0.0287093,0.00745308,0,0,0.00604065,0,0.014658,0.00417429,0.0391602,0.0291848,0.0145118,0.0201096,0.0111947,0.0112676,0.012635,0.0313139,0.0184047,0.0355763,0.0171541,0.0335694,0.0131481,0.0150968,0.0805943,0.00397128,0.00407745,0.00244257,0.0463567,0.0187158,0.04272,0.0119342,0.00746435,0,0,0.0370732,0,0.0108079,0.0187278,0.0349038,0.03976,0.0269096,0.0263167,0.014877,0.0168556,0.0178889,0.0236844,0.0217806,0.0377661,0,0.0372749,0.0474231,0.0390534,0.017484,0.0116623,0.00911737,0.014735,0.0129265,0,0,0,0.0139463,0
207,0,0,0,0,0.0116849,0.0112946,0,0,0.0716603,0.0224708,0.0299362,0.00294155,0,0,0.00638064,0,0.0147411,0.00448633,0.0381323,0.0303148,0.0163889,0.0218495,0.00638057,0.0120803,0.0149922,0.0326876,0.0198713,0.0391174,0.017806,0.034653,0.0135166,0.0153499,0.0868767,0.00425889,0.00401264,0.0026737,0.0188286,0.0188345,0.0179411,0.00438701,0.00701246,0,0,0.0357861,0,0.0106881,0.0187075,0.0320923,0.0194092,0.0335768,0.00841108,0.0113905,0.017211,0.0252822,0.0173918,0.0110674,0.0157378,0.0361691,0.0145202,0.025629,0.012936,0.0169686,0.0116298,0.00871531,0.0157692,0.0126091,0,0,0,0.0114742,0
208,0,0,0,0,0.0119111,0.0112033,0,0,0.0753307,0.0224878,0.031133,0.00338948,0,0,0.00606258,0,0.0147069,0.00425017,0.0380784,0.0290974,0.0163477,0.0220708,0.00609347,0.0115985,0.0152903,0.03328,0.0192746,0.0388384,0.0179475,0.0353276,0.0139694,0.016173,0.0923603,0.0041839,0.0040246,0.00273534,0.0189692,0.0187781,0.0184027,0.00473904,0.00684336,0,0,0.0358661,0,0.0107065,0.018926,0.0319137,0.0202624,0.0334067,0.00763601,0.0100257,0.0173834,0.0252387,0.016924,0.0105124,0.0148176,0.0357654,0,0.0252052,0.0135033,0.0174206,0.0116394,0.00872268,0.0153771,0.0129073,0,0,0,0.0108813,0
209,0,0,0,0,0.0121766,0.0111958,0,0,0.0783618,0.022567,0.0326075,0.00382484,0,0,0.00588831,0,0.0146874,0.00406986,0.0380218,0.0269541,0.016177,0.0221969,0.00556995,0.0111559,0.0153952,0.0337294,0.018792,0.0383965,0.0182128,0.0361944,0.0146943,0.0168314,0.0971119,0.00410132,0.00404607,0.00273313,0.0193666,0.0187474,0.0191325,0.00501455,0.0067968,0,0,0.0357578,0,0.0107088,0.0184553,0.0319438,0.0212905,0.0330749,0.00690982,0.00849303,0.0174233,0.0251446,0.0163297,0.0105474,0.0143705,0.0345377,0,0.0249968,0.0143406,0.0174602,0.0116049,0.00872173,0.0150378,0.0132061,0,0,0,0.0106927,0
210,0,0,0,0,0.0123932,0.0112217,0,0,0.0810511,0.0226828,0.0342218,0.00409488,0,0,0.00582385,0,0.0146574,0.00393215,0.0378354,0.0251371,0.0159231,0.0218529,0.0047874,0.0107649,0.0152569,0.0338588,0.0183507,0.0379433,0.0183086,0.0367946,0.0150486,0.0173965,0.10098,0.00395196,0.00404426,0.00274068,0.0192007,0.0187308,0.0191386,0.00513115,0.00679708,0,0,0.0355648,0,0.0107135,0.0181529,0.0321759,0.0212019,0.0324847,0.005305,0.00699578,0.0173696,0.0255645,0.0159148,0.0107903,0.0133919,0.0330399,0.0167341,0.0241514,0.0148731,0.0170203,0.0116005,0.00880256,0.0148204,0.013468,0,0,0,0.0116015,0
211,0,0,0,0,0.0125968,0.0112502,0,0,0.0829742,0.0227515,0.0356606,0.00415347,0,0,0.00602875,0,0.0145938,0.00390159,0.0377544,0.0240374,0.0156274,0.021114,0.0033594,0.0103658,0.0151825,0.0336693,0.0181341,0.0377735,0.0181961,0.0370501,0.0151187,0.0177796,0.103972,0.00375927,0.00402536,0.0027841,0.0179694,0.0187042,0.0177725,0.00586947,0.0068368,0,0,0.0353139,0,0.0106694,0.0181111,0.0324352,0.0200592,0.0323344,0.00347915,0.0054345,0.0171468,0.0261987,0.0154848,0.0111857,0.011643,0.0340459,0.0147854,0.022564,0.014373,0.0163423,0.0115391,0.00881298,0.0147147,0.013715,0,0,0,0.0124916,0
212,0,0,0,0,0.0128578,0.0112594,0,0,0.0842526,0.0228336,0.0366456,0.00407114,0,0,0.00610244,0,0.0145353,0.0039018,0.0377846,0.0233838,0.0153141,0.0200779,0.001811,0.00993963,0.0150912,0.0331128,0.0181004,0.0377894,0.0177842,0.0369125,0.0151274,0.017999,0.10598,0.00355972,0.00399457,0.00281231,0.0156279,0.0186874,0.0151597,0.0071794,0.00696863,0,0,0.0351387,0,0.0106368,0.0182177,0.0326754,0.0180561,0.0324814,0.0043332,0.00400767,0.0168067,0.0269002,0.0152639,0.0114388,0.00949716,0.0361679,0.0117579,0.0205235,0.0127085,0.0162691,0.0115398,0.00881018,0.014657,0.0139542,0,0,0,0.0132233,0
213,0,0,0,0,0.0128922,0.0110134,0,0,0.08471,0.0229271,0.0369932,0.00444571,0,0,0.00637644,0,0.0145275,0.00397217,0.037849,0.0227121,0.0148518,0.0190364,0.00117634,0.00910468,0.0146994,0.0324224,0.0178611,0.0372505,0.0172253,0.0365449,0.0149238,0.0181498,0.106959,0.0033094,0.00401125,0.00281434,0.018937,0.0186259,0.0190418,0.0075626,0.00723326,0,0,0.0352304,0,0.0106622,0.0180518,0.0327774,0.0212796,0.0319731,0.00436818,0.00282402,0.0164919,0.0261183,0.0157046,0.0119779,0.01087,0.0326052,0.014688,0.0231919,0.0158143,0.0163262,0.0116463,0.0088666,0.014326,0.0141166,0,0,0,0,0
214,0,0,0,0,0.0136514,0.0110547,0,0,0.0838553,0.0228184,0.0358898,0.00935954,0,0,0.00691394,0,0.0146218,0.00446066,0.0383513,0.0212293,0.0138761,0.0189997,0.0081949,0.00816876,0.0138442,0.0329824,0.0166684,0.0333678,0.0170146,0.0364911,0.0138788,0.0186276,0.107063,0.00272082,0.00399701,0.00278245,0.0441427,0.0183392,0.0418515,0.00826345,0.00698879,0,0,0.0341844,0,0.0107217,0.0180673,0.0346152,0.0400273,0.027324,0.020328,0.00660028,0.0165402,0.0184557,0.0220435,0.0193443,0.032157,0,0.0384204,0.0451777,0.0384012,0.0169619,0.0119245,0.00907932,0.0144971,0.0136063,0,0,0,0.0139819,0
215,0,0,0,0,0.0136236,0.0113041,0,0,0.0834952,0.0229655,0.0371125,0.00480189,0,0,0.00723642,0,0.0145179,0.00452739,0.0376634,0.0209664,0.0140112,0.0163178,0.000918275,0.00816416,0.0133041,0.029976,0.0172907,0.0361004,0.0154791,0.0346048,0.0140178,0.0179084,0.104743,0.00295213,0.00390372,0.00279456,0.02232,0.0185386,0.0232066,0.00801827,0.00772922,0,0,0.0343512,0,0.010497,0.0180823,0.0326094,0.0248417,0.0313864,0.00509605,0.00231687,0.0160765,0.0254968,0.0160891,0.0124863,0.0133231,0.029616,0.017818,0.0256807,0.0195346,0.0160318,0.0119661,0.00903614,0.0146674,0.0138753,0,0,0,0.0137525,0
216,0,0,0,0,0.0139144,0.0109788,0,0,0.0813431,0.0228797,0.0358042,0.00890581,0,0,0.0074729,0,0.0145673,0.00471086,0.0382045,0.0191011,0.0132769,0.0147426,0.00698766,0.00699748,0.0120841,0.0292588,0.016163,0.0326814,0.0142476,0.0331426,0.0127046,0.018161,0.102537,0.0025334,0.00390966,0.00267437,0.0429096,0.0182435,0.0416093,0.00784847,0.00746854,0,0,0.0346958,0,0.0106568,0.0186028,0.034033,0.0404617,0.0272491,0.0219098,0.00470894,0.0160386,0.0190412,0.0215163,0.0183585,0.0316914,0,0.0374527,0.044101,0.0378968,0.0165403,0.0121742,0.00930874,0.0143088,0.0136594,0,0,0,0.0135825,0
217,0,0,0,0,0.0139161,0.0109954,0,0,0.0792949,0.0229138,0.0357619,0.00886545,0,0,0.00751425,0,0.0145555,0.00468356,0.0381844,0.0187668,0.0127891,0.010873,0.00682224,0.00636868,0.0107084,0.026095,0.015923,0.0323454,0.0116896,0.0301167,0.0116429,0.0178535,0.0990023,0.00247711,0.00387373,0.00264303,0.042204,0.0182589,0.0413586,0.00777371,0.00778675,0,0,0.0344732,0,0.0106099,0.0184923,0.0338579,0.0407648,0.0272364,0.0225816,0.00408596,0.0156892,0.0193819,0.0213736,0.0179977,0.0312698,0,0.03691,0.0432187,0.0376104,0.0161816,0.0122728,0.00946973,0.0143178,0.0136042,0,0,0,0.0135289,0
218,0,0,0,0,0.0137178,0.0109334,0,0,0.0769381,0.0232901,0.0381868,0.0063419,0,0,0.00801608,0,0.0143846,0.00450332,0.0375076,0.0243544,0.0115578,0.00555715,0.0033726,0.00601014,0.00904653,0.019042,0.0178527,0.0351107,0.00637458,0.0236061,0.0105831,0.0169127,0.0932879,0.00316656,0.00390134,0.00275178,0.0214981,0.0185791,0.0230189,0.00987887,0.00955203,0,0,0.0365249,0,0.0104079,0.0185898,0.0324778,0.0262028,0.0301632,0.00720093,0.00470526,0.0153713,0.0269557,0.0159004,0.0127407,0.012896,0.0280808,0.0155776,0.0232335,0.0217353,0.015654,0.0123017,0.0093215,0.0139095,0.0146795,0,0,0,0.0145793,0
